Ac9h4d3c2s 
Qc9s5h5d4s Ts8h8d4h3h QhJc8s8d3d 9c6s5s4s3s 
8s7d7c6h2s Kh9h5d5c2s QcJh8s8d2h Tc7h5d3c2h 
Kd9s9h8h4h Jc6d5c3d2c Kd7h7d5c2d QsJd6h4c2h 
QhJh7h5c2s KsKhKc3s2h KdTs7c3h2d KcTd5h3s3h 
JcTh8d3s2s Jc8s6d5h2s 8d6s5h5c2d KdQc7s7d2h 
Ad9s6s6c3h 8c7h5c2s2c Qs5d3h2s2d 9s9h4d3h2d 
Kh7h5h3s3c QsTs7h4s2d KsJs7s4h2d 9s8s4s4c2c 
Qs9d3h2s2d AcJd9c3c2c Kh9c8s5d3d Th6c5d5c4c 
AhJc9c4d2c JsJd4h2h2c Ah7h4h4c2s 9s8c7d7c3c 
KsKhKc9h2c 4s3d3c2s2d KcTs8d5d2d JsJh5c4d2c 
Th7s4s4h2s Ac7h7d5s2s 9d5s4d2s2h KdQc5d2s2d 
AhKh8h3h3c AhKc7d3c2c KsJd7h6c2d KdTs5h4c2c 
Ah8h6h4h3d JsJc4c3h2d KcQh7s4d2h Qs6d5c4c3c 
Ah8d3s3h2c JsJc8h4h2h KsTd7h4c2d Jc9s9h4d2s 
Kh8h5s4c3h Qc7h7c6d3c Th7h6h4s3h QdJc8h8c2c 
KsJd6h6c3h Qh9h5h5c4h 9d8s6d4d3h JcTd7h4s2s 
7h5h4c3s3d Jh9c3d2h2d Kh9h6h5h2c Js9h6c2h2c 
QcJd8s8h2d KsJc8c4h2d 9c8s7d4h3s Kh7d4s3h3c 
TsTd6c4d2h Qc9s6h5h2d Jc9h6c4c3s Ah8c6d5s2s 
Ks7d6d4h3c QdTd8d4s2d 8d7c5d2h2d Qs9s5s3d3c 
Ks8h8c4h4d Jc8d7c6h2s Kh7s6h3h2s Qs9d6h2h2d 
KdJs9s4s2c Qs8d7h5h3c 9h6s5h5d2c Ks7c6c4h3d 
Ks7d6s3s2d Kd8d7h4c2s AhKh9h4c2h KcQd7s4s4h 
Kc8d7c6s2c AdQh5s5c2s Th8c6d4s2c Qh8c4h3h3c 
KhJd8s7s2s 9c8d5c4s2h 8s8h7c3c2s KdTc4h4c3s 
Td7c6d3h2c QcJs9h3c2c 7s6c4s3c2c Qs8d8c6c3c 
Qd9c6h6d2d Jd8h7c6s3h KdTh4c3s3h Ts8s8d3s3h 
7h6c4h3h3d QcJs9s2s2h Js6h6d5c3h JsJh4s3d2c 
Th8d7h7c2h Js9d6c4h4c Qc9d6s5s2s Jc9h3s3c2h 
AcKh7s4s2s AcTs5s3h3d AcTc4h2s2c Qh7s6c4c2s 
Jd6h6c3s3d Tc8s5h5c3c As6h5h5c3h Ah9c7s7d2c 
Qc9c6c5h2c Jc6d5s4s4h KdJs6s4c2h KcQh4h3h2d 
Qh9h4d2s2d Ac9s9h3s3d Jc7c6d4c3h 9h8c5h5d2s 
Th8s8h3c2d Kd9h8s6s2c Jc9s6c4c3d Qc8s8h6c3c 
Th8c5h4s2h Jh9h8c4s4h Jd7c6s4s2c Qh8h6h6d3c 
Ts8s7d5c2s Ks9s8h4d2c Jc8h8d5s2s QhJs9c4d2d 
KdTs4c3s3h Td8c7c5h2c Tc9c8c7c3c QsJs7s5c2h 
9d5s4d4c2s 9s9h6h4d2c Kc7s7c5h2c Kc9c5d5c3h 
Jc6s6h5d3h 9d8d3c2s2c Ad7d5d2s2c QcTh8h2s2d 
Kd8h7c4h2c Th7h7d3s2s AdTh6s6h3h KcQh9d8d3d 
Jc8d7d3c2h AsJsJhJd2d 9s9c4c3h3c Kh8h4d3s2s 
Qd8s7h5h3c KhTd3s3h2c AdTsTdTc9h Jc5h5d3s3h 
Qd7c5d3s2c KcJh6h4s2d QsJc7d3d2c 8c6h6d4s2c 
Js9c8s3s3d 6d5c3d3c2c 8d5h5c3h2c Th9h8h4c2s 
Tc6s6d5h3d Kd9h5s3d2c Jh9c8h4s4h 9s9h4h3h3d 
Qh6c5s3c2s Qh5h3s3c2s JhTs3d2s2c Tc7c6c4d3c 
Ah6s6d5d2c Qs6s5c4s2h Qc9h4h3h2c AdQs8c4c2h 
Tc8d7h3c2d KcQc7c3s2s Jh8s4h3c2s KhQs4s4d2s 
Td8s7h7d3d AcQs6s4s2h Qh8d6d5c2d Ah7c3s2h2d 
As7h6c4h3h Qs7s4h3s3h KdJs9h6s2s Jd8s7s4s4c 
KcJh4s4h3h KhQs7h7c2d Kc9c8h4s4d Kd9d7c4s4d 
KhJs8s8c2s KsQc7h7d3c QsTs7d5s2h Js7d7c2s2d 
JsTh5c3d2d KhTd5c4s2s Kc7h4s3d3c Tc8s7s5h2s 
AdJc8c3s3c Ad9h8h6c3h QsQhQd9s7h AsTs4c2s2d 
Jh9c6s5s2d Qs5d4s4h3c Jc8d7h6s3s 8s8d4h2d2c 
Jc9s6h5d2d Qh5c4s4h3d 6d5s4h4c3h 9d8c5s3h3c 
9h9c6c3d2s Jd8d7s7d2c KcJd7c3s2h Tc8s5s4d2s 
AsKh9h4h2c Qc7c6s2s2d QsJh9d4d2c KhQh4h3s3h 
QdTd8h3s3d AhQh6h3s2c Kc9d8c7c2c KdTc8s5s2s 
Qc7d4d4c2s 9d9c4h3h2c Qc8h8d7s2c AcQs7s4s3s 
Tc8s5d5c3c Jd7s6c5d2h KhTh4d2s2c 9c8d8c4h2s 
JhTd7s6s2s Jd8h6c5s2s Qc6h6d5h3h Qs9c3c2s2d 
AhJh7c3d2h 7h6s6c2d2c QcJh7d7c3c Js8d5c4h3d 
Jh9s7d4c3c Tc9d8h3s2h Ks7c5c4d4c 9d6d5s5c2h 
QsJh5d2h2c As7d6c5c2h Kd9d5s5c2h AdKdTd3d2d 
Qs8h6c2h2c JhTs4h3h2c Kc9s8h4c3d Js9h3h2s2c 
JsJc5h4h2h Ks9h8d5c3c KsTh5c3d3c 9d6s4d3h2h 
Kh8d4h3h3d AsQs7s3s3d Ts7d6s3c2d Jc7d5s3s2c 
QcJd9c7c2c Ts8h5d4c2c QhTs5c3h2h KsJd7s3c2h 
Th5d4d3c2h AdJs7c3h3c Js8c5c4h3d Jd8h5c4c3s 
7d6d4d3s3h Jd8h6s3d2h AdJc5c4s2c Qs9d9c4h4c 
8c7d6d3d2c Ts7d5h3s2h AsJh5h4d2h 9s6h4h3d2d 
ThTd6s4c2c Ah8c7c4s3d Tc8h5c4c2d Jc7c5s3s2s 
8c7h6c4d2c Th7d6h3c2c KhQs9h3h3d ThTc6d4c2c 
As9c7d5d2h QcTd5h3c2c QhJsJhJd8s Js7s6d4h3s 
AcKh6h3d2h Td8s7h4h3c Jh9s5d3c2h 8s7s7c6h2s 
Js7s7c6s3d QhTd5d5c2s 9h9c6c3s2d QhJh8h4s4h 
Js5s5h3c2c Ad9h4s3d2c JhTs7d4c2d Qd9s9h7d2c 
Kd9s8h5s5c 9s4s4d2h2d AcTs5d4d2h Qc8s8d6c3c 
Qc7c5s5d4c Tc9h6h4h3h KsQh8c7h3h 8c7s6c4h2c 
Jd8c7s5c2h Tc7d5s3c2s Qc8h7s4h2s AdQs3h2s2c 
6h6d4d2s2d Kc7h6h4s3d Jd8d5h5d3s 9s8s6h4s3d 
KcJd9s6d2d Qd6d5s5c3d As8h8d5h2h QsJh7c4d3d 
Kc8c6c5h3c KhTc4d4c3s 9h8c5c2s2d Qd7d5h5c4d 
JhJc8c3d2s 9d8c4h2h2c Kh9c7s7d3c AsJs7d3s2c 
9h8c7h3s3d Ad7d6d5d2s Ts8c6h4s2s Kd8d8c4s3h 
AcQc6s2d2c KdJc7h4d2d Js8h8c3c2h KsKhKd3s2d 
KsQd7h7c3d KsTd6c4c2h AsJsJhJc2h 6h5c4s4d3s 
KdTh5h4c2h Qh9c8c5c2d QcJh5s2h2d AhQd8s2d2c 
AcQd5c3c2c Th8c7d4s3s Ad6d5d4d2c KdQd7d4s4d 
KcJh9h4h2d KsQh8s4s3c AhTs9c3d2d Kc9d8h5d3s 
Kd7s6s4c3s JhJd8d3c2s Qd6h5s2s2h Ts8h5h4d2h 
9s6c4c3d2d Ks6h6c2s2d Js6h4h4c3c Jc8d6s4h4d 
8h6d4d3h2h Jd9c8h3s3d JhTd4s3c2d 9h8h6d4c3h 
TsTc8d3c2h Qh7h6s2s2c Qd9h6s6d2d Jc9h9d6s2h 
AcQs5h3s2s KhTh5s2h2d KhQh8s4h3c AcJs8s8h8c 
KhTc8c7c2c 9s6h4d3s2d Ks8s6h6c3s Qh9d6s4d3c 
9h6c5c4d2s AhTc4s4c3d KcQhJh7h2h Jh9s5s5c2d 
8d6s4s3d2d Js8d7h6c3d Th9h8s3h2d KsJs8d8c2s 
QdJd9d4d3d AdJc7c6h2s QdJc8s4s2h Ks8s6c5s3s 
Th5s5h3h3d Th8s4d3s2h AdQs9h3c2s 9s6d6c5c2h 
AsJd7c4h2d AsJh9h4c2h Qh9c8s7s3s 9c6s5d4c2h 
7d7c6s5s2s 9d8d4h4d2h Ac8c6c4c3d Qs7h5s3c2h 
Jd5d4h2h2c Jh8s6c4h3d QhJh8d8c2h Ts8c7h4h3d 
KcTs7h5s2s Ah7s6h2h2d Qh9h5h3s3d Qh7s6c4h3h 
Js9h6s4s3c 9c8h6d6c2c Qc7h5h2h2c 6s6c4c2d2c 
Kc9h7s7d3h QhQd9h3h2h 9c8s5h5c2d Js9c8s3s3h 
As7s5c3d2s Qh6d5h4h2c Qd7s7c4d2s 6s5c4d2h2c 
AcTs6s4h3s Jh5h4h4d2d Kd9d8d7d2h 9h8h3c2d2c 
AcTc4s2d2c Ac9s6h6d4s JdTc4h4d2d Tc7s4s4h2c 
5h4s4d2d2c QhJh6h4h3h AdJs8c6h2c AsQc8h4h2d 
Kh9c8s4d2h Td8h6h5h3h 9s9c4h3h2s KhTh4h3s3d 
QsJd9h3s2s Tc7s7c4c3d 5d4h4c3c2h Kh8d8c4s4d 
Qc8s7h6h3d 9h8c7h4h3d KdQh4h4c2h Qh8s5h4h3c 
KcJh7d6s2h Ah9h5h4h4d 9d8h8c4s3c Kh9c8d6d3d 
Ad8h7s5h2h 7s6d6c4d2h 9c7c4s4h2h JcTs6h6d2c 
Ah8h5h4d2h Qd7h6s4s2h Kd9h9c5c3c Jc6h5c4d4c 
Jh9s7s4d3s QhJh7h5s2d KhQsQhQc4c QdJh7c4s3s 
Qc9h8c7d2c QcTc8d2h2c Td8d7c5s2d Kh9d8s4c2h 
Kc9s9c8c2c KdTh8h4h2c 8c7c6h4d2c Js8d5h4c3d 
Kh8c6h6d2h Js6s6c3h3d JsJh7c4d2s AsKd6c3d2d 
JdTd4h3d2c Qc8s8h5d3d Js8s5c4d2s Ks8s5h4c3s 
9h8h8d4s2c Jc5h5d3s3d Th4s4h2s2h Ts7d5h5c3h 
Kd9c3s3c2d AcQs6s4s2d Ks9d6d5h2c 9d6d5h4c2s 
Kc8s4c3h2h 7c5s5d4d3d Th7s5d5c3d Ks9h6h5d2c 
Ah8s5c3c2s 9s9h6c4c2d Ac9d4h4d3h QdJh4d3d2c 
QhJc8d3s2h Ah6s5d3s2d Qh9c6d4d3s Jd8h7c6s2d 
KhQd7d5d2c 9s8s7s5h2s Kc8c7d4h2s Td9s6c2h2d 
KhJc8s7s2s QsTd8c3s2s As9h4c3h3c AdThTc4s2s 
Ad9d3d3c2c 9c8c7d3c2d KcTs5s3s3d AsTh7h7c2h 
Jd8c7d6s2h QhJc4h3h2d 9c6c5h5c2d Js7s5c3c2c 
KcQs7s6h2s Jd5h5d3c2c Jd9h4d2h2d Td8d5c4d3s 
Js7c6s4s4d KhJs7h6d2h Jd7s5c3c2d 9s9d6h4s2c 
Kh8s6h6c2h 9h5s4s3c2h 9d8c6d4d3s Tc8c7d4s2h 
Jc5s5d3c2d Jc8h5d4d3s Jh5s4h3s2h Qd9h6d6c2d 
Kd7d4s4h3c Ad9d7s6d2d 8s6c4c3s2c QhTd6s6c2c 
Js6h6d5c3d Jh6h4s4d2s Qc8c4h3h3c Ks9d8h5c3c 
QsJd8h6h2h Qc8h7s6s3d 9s8d7d3s2s Kh9h5h5c3s 
Qd8s6s4s4c Ah7h4s4h2c QcJc9c7h2c Ks9d8d6d2h 
Jc8d6d3c2s Qs9d5d4c3d Th8h5c4h3s Th5h4d3s2s 
Kd8s6s3d2d KsQd8h7d3d 9d5c4c3h2d KhTdTc3s2s 
Qc8d6s2s2d KdJc7s5h2h Td9h4c3s3c Jd9c4h4c2h 
9c6c5s4c2h AcKh9d4h2h Jh7s6c4c2s Qd5s5d2h2c 
Qc7s4s4c2h As8c7h5c2c Ts8h6s4s3s QhJs5s2s2c 
Ad8s6c5h2h KhQh8h6c2h 8c7s7d4d3d 8c5s4s3c2c 
9h8h6h5h2h Ad9c8h4s4h KsQd8h5c3c KhQd8d7c2d 
Td8h4c3h2d As9c8c4d3h AsQsQhQd5c JhJc9s3d2s 
Ts6h6d5c3c QdTd4s3h2c Kc8c6s5c3c Jd8h7h5h2s 
Td7s5d4d3d 9d7d5h5d3d Jh9s8d3h3c KsQh9c3h3d 
AsQh9h7h2h Qc9d6h2h2d QdJh8s8h3h KsKhKcQcTc 
KhQs4s3s2c Jh8c7s4d3h 9h9c4s3s2h Ad8s8c5c2c 
Th8d6d4d2c JsTc4s3s2d Jc9s6h5h2h Kh9s8c3s3c 
Jh8d7d5s2c Jh7h7c5s2d 9d8s5c3s3h Qc8d6d3c2c 
AsQs7s3s3c Ts8s5c4s2h As9h6d6c4h Ks8d8c5s3s 
Kh9c8d4h3s KcJd8d6h2d Qc8h8d6c3c Qc9h7h7d4h 
9d9c4s3s2d KhQh5h2s2d Ac7c6h2s2c QcTs8d3c2c 
KdJs9c6s2s KcQh7h5h2d Ts8d5h3d2h JdTh5c3d2d 
Th8s8h3h3d 9c8s6s6d2s AsJc8d6d2d Qd7h6s6d3d 
Tc7h6s3h2c Ts8h8d5d2d Qh5c3s3h2s AhJd7s5s2s 
KdJc8h4s2c KsQs8d2s2d Td7h6c5d2s JsJc5h4d2h 
6s6h4d2d2c AdKs7h4h2h 9c8h5d4s3h 9s8h7s3h2s 
QhJc4d3c2s QhJc4h2s2d 9s9d4d3d2s Js8d7s6h2c 
Tc7h7c3s2s Th9c6h4h2s QcJs7h4d3d KdQd7d3c2c 
8s7c5s2s2h QdJh9s4s2c AhJsJhJd2d Kd9c8c5s5h 
9s8c5d4s3h Kc9s7s4d2d KcQsQhQc4h Ts8c7d3s2c 
KcTh5h3s3h Qd9h9c8s3s Qs8c6d2d2c Kh9c8h7h2h 
8d7d6d3h2h Ac6d5d4s3d Th7h7c3s2s Jd7h6s5c2d 
Kh8c7d4h3h TdTc6c4c3c Th8c7c5s2c Kd8s7c5h3c 
Th7d6d4d3d Qd8c6h5h3h Kc7c6s3h3c KsQd6c3d2h 
Jc9s8d4s3h AsAhAdAc3c 8h5s4s3h2h QhJd4d3c2s 
8d6s5h5d2d Td9h9d4d2d 9s9c6s3h2d Js8d7c5d2h 
Ks7d5h5c2s Kd8h8c5d3d QsJh4s3s2c Jh6s5h4h4c 
AsQc8d2h2c JhJd7s4c2d KcJs8s8d2s JsTh3d3c2s 
QsTs7h7d2c 6s5s5h4c3s Ks5d4h2h2d QcTc7h4c2s 
Ts9d6h2s2c 9c8d7s4h3d 9s9d4c3s2c Ac9h5s5d4d 
Qd6s5h4h3h Th8c7s4d3d Jc5s5c3h2h TdTc6h4c2s 
Js7s6c4s3d Js9d6d4h4c 9d8d6c4d3s Kc8c6c5c3d 
Ks8c6s6d2s 7s7c6s4s2d AhJs9h3h2h KdJs7s4s3s 
Ah8s8d6c3s As8d3s3c2h QcTc8c7c3c 9d8d7s2h2c 
AcKh7d4d2d Kh8s4d3s2h AhJd9d4s2d KdJs8h4c2s 
Kd8c6s5c2h 9c6d4c3s2s QdTs7c6s2s Ad9h8h4c3s 
As8c7s6s2s As9c6h6c3d QsQdQc9c7s Qc9s3h2s2c 
Qd9h6d4c2s Qs6d5s4s2h AcQh6s5s2s QsTs8c3s2d 
AhKc7c2s2c As9h4s4d3s 9h8s7h3s2h Qc5s3d2s2c 
AhJc8c6c3c Js8c6d5c2c Kd9c6h3h2c AsTc6h5d2c 
9d6c5c4c3c QsTs8s3d2h Js9d6h5h2h AcTd9d5d2d 
AsTh5c4d2h KsKhKc3s2c 8s7s6h4c2s Th5s4h3s2d 
Qc8c6h4c3d Tc9s7s7d2s 9c8d7s7d2d 8d7s6h6c2s 
QdTd8d3c2s 9c8h8d4c3s Jc9h6d3d2h Jd9h8c3s3d 
Ac9d9c4c2s AsQh8h2d2c Qh8s7d4s2d AhQh7h6c2h 
Jh8d7c6s2h AdTs9h3c2c Ts6h6c4d3s KsQsQdQc4c 
9s9h7h4h3h Qc7h5h5d4h Td9c8h3s2c Jd6h5s5c4h 
Ac9s8s6h3s Qs7c6h4s3s Jd8h8c7c2s Jh9s9c4h2d 
Jh8s7s4s4c Jh9d6s4d3c Jd9c8d3s3h Ac9c7c3s3c 
Td8c5h5d3d AsTs6s4s2d KcQs9d8d3d Tc8h8d4d3d 
Ts8s7d4s2c Kc8s4h3s2c Th9s7s7d2s Jd8h7c5h2s 
Qs9c8s7h2s Jc5h5d3c2d Jh9h7c3h3d Kh9h6s5h2h 
AdJs8s8d8c 7s5d3s3d2c Js5h4c3s2h Js8c6h4d4c 
KcJh9s2h2d Kh8h8c7s3h Ad8c4d3h3d Ts8h8d5h2h 
KsJc8h7d2d Qs8d7d4h2h AsQh9c6d2d Kd5h4c2s2d 
9c6s6d5s2h Qd4h4c3d2c Js7h6d6c3s Qd8h7s4h2s 
QdTd6h6c2d 9d9c4d3s3d Jh8c7c4s4c 6h6d4s2s2c 
AsJh7h7d2c KdJh8s4c2h KhTh5s2h2c 9h9d6h3s2c 
Ts6h6c5d3h QdJh6s4c2s QsJs8s4s3h AdQd7s2h2d 
KhTd6h3h2s Jd8s8h4d2c 9c6d4c3s2d Qc8s8h5h3d 
JdTh6s6c2d KsTh6h3h3c KsJd7s5s2s QsTd8c3h3c 
JdJc6d4d2s KcQd8h5s3s AdQc9c7c2c QcJc3h3d2s 
Ts8h8d7c3c Qh9h8h5h5c Kd9s6c3c2s KhTc4d3s3c 
8h6s6d4c2s KdTd5d3c2h 9d8h5c3s3h Qh6c5d2d2c 
KhQd9c4s2d KhJs9s4s3s Td5h5c3s3c QsJc6d3s2h 
QsTc7h7d2s 8s5s5c3d2d Jh9d6c5c2c Qh9c5s5d4c 
AsQh9d6c2c 9h7d7c5s2h Ad9c8c6h2c Qs9c3c2s2h 
Qd6h5h4c3h Qs6s4s3h2h Qc6h5h5d4h Js7h6h4d3c 
Kh9d8d7d3c AhJd8s6s2s 9s8h4d2h2d QsTs8h3s2c 
Ts6d6c4h3s Jh9c8d4c3s KcTc9c3h2c As9d7d3c2c 
9s7d7c5h2s KdJd8c7d3d Ks9d8s7s2s 9h6s5s5d2c 
Kd8h4c3h2d Ks9s9d3s3c Ts8d5h4h2h 9s6d5h5d2c 
Qc9d7d6d3d Ac9s6s6d3h KcJc6d3s2h Kd9d6h5d2d 
Qs6d6c3s2d Qs4h4d3s2d 9c6s5s5h2d Kc9c8h8d2c 
KcJd8s8d2d Kd9h9d8d2d Tc7s5h5d3d AcQh5s5d2s 
Kc8h4c3d2d AhKh6d3h2h KdTd8c4d3d Jc7c5d3d2d 
Qs9d7d2s2d AsTc9h3d2d Kc9s8d5h5d Jh5d4h3s2d 
KsJs6c3d2h QcTc5h5c2s JcTh3d2s2h Qd7d6c3c2s 
JsJd5h4c2h Ac6c5c4c2h Qd9d8c5d2d 9s6h4s3d2h 
AhJd7c5c2c Qc8s7c6c2d Qd4d4c3s2c Td7s6c5d2h 
Th8s5s3d2d AdTh6d2s2d Jc8d5d4s3h Jh8d6d3h2s 
KhQhJh6h2h Qh9s5s4d4c 9c5h5d3h2c 9s9d5h4s2c 
9s8h6h6d2h Kh5d4h4c3h QdJs7h7c3s KdQd8d6c3d 
KhJd5s3s3c Ah8d7d6c2s QdTc8c3s3h KcQc7h4c3c 
AhQh5h2h2c Qh8h6h6c3s Qd9h7d4d2h Tc8d5c4c2h 
KcQd9s3h3d Qs9h3h2s2c KcQcJc7d2c Jh9c3s3h2c 
8h6d5s5c2h 7s5h5c4c3c JsJh5d4c2d QhTd5c4c2c 
Qc9s5s4h4d Jh9s8c4s3d QdJd8h8c2d 7c5h4c3s3c 
Kh6c5h3h2d KcQd5h3h2s Jc9s6d4s3h JhTs7d3h2c 
KcJd7h6d2s AcQc5c2s2c Td7d5s4d3d Kh9d7s7c3d 
TdTc5c4c3c Td7s7c4c3c Th7d6c5h2s 7s7c5h4d2d 
Js5c4c3s2s Qh9s9d8c3c AdTs5c4h2s As8d7d4c3h 
9d5h4c3c2d Qh7s7c6d3s KdTd7d4d2s 9h5s5c3h2s 
Jc8d6h4s4d Td7h4h3c2d Ks8d7s6c2s Ts9c8h3d2h 
QsTd6h6c2h 9s8d7d7c2d As9s7s3s3d Kc8h7d4c3c 
6s6h4c2d2c Kd5d3s2s2d Jh8s6d3h2s As9c7h3d3c 
QcJs8d3h2c 9c7c5h5c3c As7h7c5d2d Qc8c6h6c3d 
9s6h5s5c2d KdQc8d4d3h AhTh6h3h3c Qd9h7d4h2d 
QhJh8s8d2h AhQs8c2s2d Td9h8s3c2s 9s8d6d4h3d 
Jd8h6c3d2h Qh6s5d3s2d Qd9s5h4c3h 4c3h3d2d2c 
Ad8c7c6h2s Kh8h8d4c3s Tc8h6s4c2c 7d5s4d3d3c 
KdJh7h4h3h Kc9h8c7c2c AsJh8h3h3d Jc6c4s4h2s 
Qh9c6d5d2d Jh8d7s4c3h Jd9c7s5h2s 7s7c6d5d2d 
Jh8c7d6c3c Ts9h7h5d2h KsQc8h8d2s Qc7s7h5d3s 
Ah9c7s3d3c Kh9d6s3s2d Jd9h7c5s2c Td7s6d3c2c 
8h7h7d6s2h Kc9d8d6d2h Js9c8s3h3d 8h6s6c4d2c 
QcTc8d3s3c KcTc5c4c3c As9h8h6c3h Qd5s3c2s2d 
7h6s6c2s2d AsKc7d3c2c JsTd7c3s2h QsJd7d3c2c 
Kc9h8s5h5d KcTh7d4s2h Jd6c5h4s4c Ad9c8c6s2c 
Jd7c6s4c3h AdQc7d3d2h 9s9d6s3c2h 9d6s6c5c2h 
Ts9s5s4s3h 9d5s5d3h2h Qc7h6d4d2h Th8c6c4c2d 
Kd8d6d5s3d Qs9c3d2s2c Kh5s4h4d3h Td8d5c4d3h 
KsJd8d6h2d 9h9d4c3d2c As9d6s4s2c Qd9h9d7d3d 
Jh9s4s3h2s AdTc9s3s2s 9c5s4h3h2c Qs9d5d4h3c 
Qc9s5h5d3d QsJd4s3s2h KdTd5s2d2c Js8h6d3s2h 
KdTs6s4s2c 9c6h4h3d2d Js9s7h3s3d Ts8h7s4d2c 
KhTd8d6d2d Kh8c7d5c3c AsJc7d5d2d Ks8c4s3c2h 
Kh9h8c4s4d KcJh3s3d2c 8d7d6s6c3d Jc6c4s4h2h 
7s5c4h3h3d Kc5s5h3s2h Th8s7d5c2d AsKd4d3d2d 
KsQc9s3s3d KsKdKc9s2d QsTc5s3h2s Kd8d7s7h2d 
JdTd5d2h2c KdJs7c4d2d QsJc6h4d2h Qs8s4h3s3h 
Qd7s7c4h4c 7h6s6h2h2d 8h6c5s5h2h Qc4h4d3c2h 
7d4d4c3h3d Jd7d6h4s3d 8d6s4s3h2d 9d6s4s3c2c 
QcTc8h3c2s Ks7c6d4h3d AdQh5d3d2d Ts8h7d3s2h 
KdJd6c3s2h 8s7d6d3d2s Jc8h7d4s2c Kh9d8s4c3h 
Td8s7d3h3c Qc8c5h5d3s Jh7c6s5d2h JsTh7s7d2s 
9h9c6h4h2s Ks7d6h4c3h QhJc5c2s2c Qh6c5d5c4c 
AcKc6d3c2c Jh9c8c4d3s Ts8d7h4h3c QsTd8h3d2c 
9c8h4c2h2d Jd7s7d5c2h Qc6s6d5h2c 9h8s5c4h2d 
8s7s5h3s2h QdJh8c2s2d Ts6d6c5h3d 7d5h3c2d2c 
Ts7s5h4s3s 7c5h3s3h2s Jd7s6h6c3d Ks9h9d5d3d 
QcJh8d7d3d Th8c5c4s2c AhKh6h3h2c JhJd8h3c2s 
Js9c6d5d2d 8c6c5h5d2c Qs9s8s5s5h Qh9h8h5h2c 
Ac9h8h6d3h 9d6d5h5d2c QdJc6c4c2h Kh9s7d6s2c 
Tc6h5h4h3d Js6d6c3s3h Qd8d8c5s2d JhTd4h3h2c 
JcTh4d3s2h Qs8d6d5h2d Tc8c7h4d2s Ac9d6s6h3h 
AcTs4s4h3d Kd5s4h2s2h As8c7c6d2h Qs8h6c5c3c 
AsQc7s3s2d Ts8c6s3h3d 9s7h4s4c2c AhQd8s4c2c 
Jh7h7c6h4h Qc7s7h4c2s TdTc6s4c2c 8s7d6s4s2h 
Ks8s8d7h2s QsJsJhJc8c KcJd7h4c2c Qh8h5h5d4h 
QhTh5h5c2d QsTs8s4h2s KdQh8c5s3s AhTs5s3d3c 
Qh8c6c5s2c 9s5c4d3c2s 8h8d4s4c2s Ks9h7h4c2c 
JsTh4s4d2s Td9c8s3h2s Qc8d7s5s3h Ts9d8h3c2h 
AcQc7c3h3c As8h7h4c3d Qh9c5c4s4d Qd9s9h4h4c 
KsJs6s6c3s Th8s7h3s2s Jc9h7d3d2h Ac9s7d5h2s 
Js5d5c3s2d JdTs7c6c2c Qs6d6c5d3d Qc6s5s4d3s 
AsJd7d3h3d Js8h6d5c2c JhTh4c3h2s Qc9s5c4d2h 
KhJh7s4h2d Kc7d7c5c2s Js9s4d3d2d AhQc5c3s2c 
QdJh8c3s2d AsJd7c3s2s Ks8h4h3c2s KsTh5s4s2s 
Qs6h5d2h2d 9h8s4d2s2d Ks7h6h4c3d KdTs8c5h2c 
Jc9h4h3c2c Jh9h6s6h3h Jc8d7d5h2s 9s9d6d4c2h 
Th8s7c4c3d KcQd6h3d2s Th8d5c4s2s AhJd9h3h2h 
Ad9h6d4d2s Jc9c8s8c2c Td7c6d3h2h AsQs7d2s2c 
AsQsQhQc5d Ah8s8c6c2d Ks5h4c2s2d AdKh7h2s2h 
KhQd8h4h3c Jc8h7d6s3s JhTs3d3c2h KdTc9h3s2s 
KsQs8c4s3h Js9c4s2s2c Qd9c3d3c2h 9d6s6h5h2c 
KhQc7c6d2c Ad8s8h6s2c KdTs6s4c2s TsTd9c3c2c 
Ks7s5d5c2h AsAhAdAc7d KhQc7c5c2s 9s5h4c3s2h 
QhTh5h3c2s Kd5d5c2h2d KhQc5s3s2d Jd5h4d3h2d 
Ac9c5h2d2c KhJd9c3s3d QcJd6s4d2d JcTh5d3s2s 
Td8c7h5d2d QsQd9h3c2c KcQh7h5h2s QhJc9s2s2d 
5d5c4d3c2c Ks9c8s7s3s QdTc9c7c2c KcTd6d3s3d 
AhJs8s8h8d QhTh8c3d2h 8s7c5h2d2c Tc5h5d3s3d 
9c8h6s6h2h Jh8s7c6d3s QcTc5c3d3c Qh8d6s5s2s 
9d8s7s7c3s KcQc7c3d2d Js8h5c4c3d Tc9c8s3c2d 
JhJd9s4s2s AsQd5d3h2d 9s9h6h3c2d KsTs5h3c2s 
AdJc8s4s2h AhKc6c3d2c KhTd6d4c2d 9d8h6h4s3h 
Jh8s6c5d2s 8d7c6d3h3d Kc7d6h4h3h Qh7h7d6c3h 
Ks9d8h4s3c 8h5c4h3c2h Jd8h5c3c2h 8c5d5c3s2s 
Js7h7c2s2h Qh8h6c4h3s Ac9d7d3h2h As7c6h4c3c 
KhQs8c5d3d Qs9s8s5s5d KsKdKc7s3d Qh7h7c6s3h 
QsJs3h3c2d Qh7h6c3c2d Ts6c4c2s2d As7s4s4d2h 
