Tc7h6c5h2h 
Jh7d7c6h5h Qc9s9d3c2s Kd9s8s6h6c Jd9d7c6d2c 
Qd8c7d6c2d Tc6s6h4d4c Qh9h9d3d2d 9s7d6s4h2h 
9d6d5h2s2h AcQd6h6c2c QdTd8d4s3c Ts9h7h4d2d 
Qd8c6c2s2d Qs9d8c3c2s AdKsJh6h2h QsTd5d4c2h 
As8s8c4h3s Tc7c6c5h3d Jh9h9d6c3h AcTc6s5c3c 
9s9c5s5d2h 6d5h5d4d2h QcJs6s4s4h Qs9c6d3c2s 
KhQh8c6s3h QdJs6s4s3c TsTh6s5s3s QcJd6d4s4d 
7c5d4d2h2c Jh9c6c4h2d Ac5h4h4d3d Qc7s7c5c4d 
KdJc7h6d2s 8s6s5d4s3h AhTd7d4d3c 7d6c5s3s2c 
Qc9h9d5c4c Ts8c6c5h3d Kd5h3h2d2c 8s8d5h4c3h 
9c8h5c4h2c 9h7d5h4s4c 9c8c7c5s5d Kh8h5s2s2d 
QcJh5c4s2c 9s9c7s6s3s QdJs7s6h3c Kd8c6h6c3h 
QsQc8d7c2c Qc8h8d7h2d 9h7d5s5d2s TsTd7c4d3h 
Qd7s5h4d2s Tc9h8s8d4s JhJd9s4c2h 9h9c7h3d2c 
Qc6h4h3d3c 9s6c5d4s3h Qd8h6h6c4s JdJc7h5s2c 
Kc9c8h3d2d AsKcTd3h2h 7h7c5s3s2h QdJc7c3s2d 
Jd8c5c2s2d TsTh8h5c3h Jd7c6c5d2c KdTh8s6s3c 
QcJh7s3s3h Ah8s5c4s3c ThTc8h7h2d Qh9s6d3h2s 
Jc8h6d5s3c AcJd8h5d2d Qs7s7c5s4d Th9c8s8d3d 
KdQh7c5s3c AdKd9s2h2d QdTh8s8d3d As8c5h4s3s 
Tc8d6s5c3h Ad9c6c3d2d 9h7s4s4h3d Kh9h8s8c4d 
AdTd5h5d2c QsQd4s3h2s 9c7d6c4s2s 9c7s5h4c3d 
9d8d7d5h4d 9c8c5s2s2c 9c8s7h5s2d KsTd9h4d3d 
Jc6s6h4h3c Ts7c5h4s2h KsQh9d6d3d 9h8s5d3h2d 
Kc9s6h5d3s QhJs7d6h3h Js9h6c5d3c JsJd5h2d2c 
Tc9d8d5s3d KsQd7h6c3h Jc9c6s5c3c 9c7s5s2h2c 
Td8h7s7h4h AhKsKdKc7s Ts8c4s3h3c Js9s9c8s3d 
AsQc8d3d2c QdJs8h5h2c 9s7d5s4h2h Td9d8s7d3h 
Ks9h9c7s4s JsJd6s3s2d Qd9d4s3s3c AsQd6h2h2d 
Ad8h6h5s5h Ks8d6c5s3s Ks9c6d4h3s QsJsJd8s2s 
Kc6c4d2h2d QcJs9s5s2d AdQh7h4s4h Qc8s5d4d3s 
As8s7s4s4d KsTs8s8c2d Js8d7c4c3d 9h6h6d4d2c 
Qc9s9h6d3h KcJc6d5h2c AcJh8d5d2d JdTs5s4s2h 
QcJd7h7c4c KdQd8d5h4d AsQd8c5h3c Qc7d5c4h2h 
9h6h5s5h2s Th9h6s6h3d Qs8h6c5s2d Tc9c5d3s2s 
AsKc5c3d2c JsTh7c3c2h AhJs5h5c2h JdJc6c3c2d 
Jh9h6d4d2d AdTc8h6s3s JdJc9d7s2d AcQd6h2h2d 
AcQd8h3h2d QcJc8s3s2s KhQc8d5d4d Qh7s5d4h2s 
Kh7s5d3s3d Qh9h7d4h4d ThTc8h5h3s QhTs9d5c2d 
Kd8c6s5d3d KdQc7h6s3h Kd9d8s3h2h Kh5h5d3d2d 
Qd8d7c6d4d Js6s5h5d2h AsTh9c3d3c AhTc8s6d3d 
Kd7d6h4d3s Qs9s7s6d3h KdTc7s4h3c Qh9s9d6c3d 
8s8h6c3c2s TsTd9c6d2d JhTd6d3h2d QdTd7s4d4c 
7d6h5d3h2c Kd7d5d4s3h TsTd9c7s2s 8h8d5s2h2c 
Qs8s8d4d3d Ad7d3h2h2c Kd7d7c5s3d Tc9d5s5c4h 
8s7d5c4s3h 9h8h6h4d2d TsTc8h7s2s KsQs7d3s3d 
7h6c5s5d3d KsJc9h9c2c QcTsTd7h2c TsTc8s4h3d 
KcTh8s7s2d AcTs8s8h2s Ks7d6c2s2d Ah9h6d2h2d 
Qd9h7h6h4c 8c7d5h4s3c Ac7d6h5s3s Kc9s7s6h2h 
Jc7d7c5h3s KdTs9d3d3c 9s6h6d5d4d 8c7c6d5c3c 
Kc9c7c5s5h AsTh8h4d2c Qs9d6h3s2d KsJh6c4h4d 
7h6h5h4d4c AcQdJs7s2s QhTs7s4d3c Qh9s5h4h2s 
Kc8s7d5d4d TsTh8h2d2c 8c6h5h4s2d KcJd9d6s3d 
Td9c7s7h4c Qd9d7c5d3h QcJsJh7h2d 8c6h5h4s4d 
Kh9h7c6s2d Kc9h9d8d5d AsQd7h5c2d KhTc9c5s2d 
AdJd6c3c2d 9s6d5d3s2d 9h7c6s6c3d Qd8h7c6c2h 
KsQs8h6s3c Ts7h6c4h2s Kc7s7h6s4d AsKh7d5d2c 
QhTs7d4s4c Kh8h7s5c2d Ks7s7h4d2d Ks8h6h6d3d 
AhKd8c6c2s 9s9d8c4s4h 6s5s4d4c2d JcTc4d3c2d 
KcJd7s6s3h Td9c8d5d2s KdQd5d3s3c AdJsJc3s2s 
Th7s6d5d3c AcQd9s9h2s Tc8s7s5s5h 8d7h6c4s3h 
Jd7h7c5c2d Ts9h7s5s4s QsJd8h4s3c 8d7d6h4d3c 
QcTc8c6c2h KcJd7s4c3c ThTd5s5h3h Js8h7h4c3c 
Ad9h8c7s3s AhQcJd7d2d KsJs9h7s3s Qs6d4c3s3c 
AcJh9s4h4d KdQhJs8c3c KsQhQd8c3c KdQh7c4h3s 
KdJs6s6h4s KcTs9s5d2h Jd9c8h4c2h AhQc8h6h3h 
Qs9s8s5c3d 7h6c4h4c2d QsQd4d3h2d Tc7s6c3s3c 
8c7c4h4d3d Jc9s6d5h3h JsTh8d2s2c Jc9d9c3s3c 
TsTc8s5s3h AdKcJh6h2h QcTs8h8c3c Td9c8c7c3s 
Qs9d6d5h5c Jd9s7c6c4c QcTd9d7s2d 8c7d5s4c3h 
Kc6h5d4s4h QdTc8d7d3h QcTd9d5h2d Kh8c7c5d2d 
KsJs8s5h2d JdTh9h7h2h Ad8s4d2s2d Js8h8c4h2c 
KdJc9s9c2c Ad9d6d5h4d 9d9c5s3s2d Ts9s7h7c4s 
9h9d8s7d4d KcJh7d6c2s KsTc7s3s2c TdTc3h2h2d 
Qs8s7s5s4c Jc9h9c8d3c KcTd6c3s3h KcQd8h3h3c 
QsTh8c5c2d AsJh9d4h4c Kd8c7h5d3d AsJdJc3d2d 
Qs9c4c3s3d QdJc7c4s2s QhJh8d5h2c Td9h9d6d2s 
TsTc8c5h2d Jc8c7h7c4s Js9h6c4h2s Ad9d5d4h3s 
Td9s4s2d2c QdTh8s5c2h Ac6c5d4c2s KcJd6h4s4d 
Qd9h6d5s2c AcJd5s5d3h Kd9d8s8h3c Ks9c5h5d4s 
Qs7h5s4h2h AdJc5h5c3s JhThTc4h2h Td9d7s7c4d 
Qc8c6d4d2c Qs7c5h5c3h Ts9h8h7h4h Qc9s4s4d3c 
Kc8h5h5c2c Ad9d6h6d3s QcTh6c4d2s Kh7h7d5s3h 
Ks9c7s3h2h KcQd8s6h3d AcQh8h6s3h QdTc8h7s2s 
Jh8h7s4s3h 9d6s5h2s2d AdJh8c5s2s KdTh6h4s3h 
QsJhJd3c2c As5c4s3s3h Qs9h7c6d3h 9s8h8d6c3s 
KsJh4c3c2h Qs9d6h3h3d Tc9h6s4s3d Kh9d7s5c3d 
Th7d5c4h3s Ks7s7d5h3s QsTs3h2h2d KcTsTh4d3d 
Qc9c5h2h2d 9d7s6d4h2h Td9s5h3h2d QcTh9s4c2c 
AdJc5h3c2h Th9d8d5s3d Th8s5c2s2h KdJs7h6d2c 
QdJs9c7d2h Th6c5c4s2s AhJd9c3s3d 9h6h5c4c2c 
Qc9c7s5c3h KhJh9c7s2h KhJd9s9d2d 9s9d8h3s3c 
KsQhJd7c3c TsTc8s6h3s Kd7d6d4c3s Jc8s7c6c2s 
QhJc9d7s3s 8d5s5c4s2c Kc9s7h4h3s Td8s8d3h2s 
9h7d5h4d2d QhJs9c7h2d Qc9s9d6h3d Qh7s7d6h2s 
Qc9s9h6c3c JdTh5s4s2c QcTh9h5h2d QdTd9d3s2h 
Js9d5h5c4s Th9s5s2h2d Jd9d8d5s5h AcTc6c5h3c 
Kc7s6h2s2c 9c7d6c4h3s 8s8h5c4s3d Ks8d7h6s2c 
Jc9s9c8d3c Js8d7d7c4h 9c8c5d3s2d Kh9d6h4s3c 
Th9s7h3c2c JcTh6s5d2h Ks9h7c5c3d Qc6c5d2h2d 
KdTc9h4c3c KcQhTh3h2s 9h8h5c3c2d Qs9d4s4c3c 
Kd9s6h5c3s Td9s4c3s2d KhQh8d3d2c Qc9c4s3s3d 
Tc8c7s4h4c TsTc8c6d3c Th9s9h7d2h QcTs6s6d3s 
KhTd7h6s2h Qh9d8c3d2h Jc9d6s4c2d Kd9d6s2s2h 
Ad9s9c7h4h QhJc8d3c2d 9s9d5h3h2s Ad9h5c4h3c 
KcQdJh8s2s KdJd8d5h2s Qd9s9h6d3d Qh8h7h6h5h 
Qh8s6s6d4c AcJc9s3h2c JsTd9s4s2s AhJd8c7c3c 
KsJdJc5h2h TsTh8h4c3d 9s9c8d3d2c 8c6s5h4c3d 
Jd9h6s4s2d Kh8h6h6c4d 7d5c4c2h2d Kc7d5h3h3d 
Qh6s6h5c3d QcTh4s2s2h Ac9c6s6d3c 8s6c5d4h3s 
Ts9s5d3d2h KcQsQh8d3d 6h5h5d4h2d Qc9s8d3d2c 
Qs9d7h6d2h JhTd6d5d3d 9s7s6s6c4h Qh7c6d6c2h 
9s9h9d8s8h Js7c5h4h2s Kd7d6c4d3h KdJc8d3c2d 
Kh9s6s5d3c 6s6d4d3s2h Qc6h5d2h2c Ah5c4s4c3s 
JhTs8c6d2c KsJh8s6c2d Th8d6d5s3c KdJh8c4s4d 
TdTc5s5c3c 8c7h6d5s2h QsJd8c4s3h Tc9c8h7c3s 
KhTh6s5h2c KdTc8s7s2h Td5s5c4c3d Ac8s8h6d4s 
AsKs6s3d2h Ts8d6c5d3h Kd9s5h4d3c Kd8d7s7h4d 
AdTh8h4c2s 6s6c4c3s2d Ac7h5d4h2d 8h6h5s4h2d 
Tc7s6h5d3h QsTd8s7s3h Td9c8c5c3s Jd9s9d3s2d 
Jh7s7c4c3s Th9h8c5s5h 9d7s6d4h3c Th9h7s7c4h 
QcTh8h4d2s Jh9h8c7d2s Kd7c6s2d2c Ah9s7d6c4d 
Qd7c6d4c2h Qs8c6d5s2h As8c5d4c3d Kh7h5c4h3d 
Js7d5h4s4c Js9d8d7h4d Js8s8h7s4c Jc9c8d7s2h 
AdJc8h5h2h AsKdJc6c2c Jh9h6d5h4h KsJsJd5s2s 
KcQh8h6s3d Th6h6c5h2c KsJd7c4s3s KhJs7d6s3s 
Kc7c5d4c3h KcQc7s4c3d Jh5s5h4h4d AsTd7h4d3d 
Kc9c8d6c2s AsKs6d3s2h Qd7s7c6s5s KdQh9d8c3d 
Tc9d8d5h3d Jd7h7d5s3c Qd8h6s6h4c Js7s5h3s3h 
7d6h5s5h4h 9c8d8c4d2c QcTh8d5d2s KcJh6s4h4d 
KhJh4s3h2s 8d6h5d3s2s Jd7h6h6c5s 9h7s5h4d2d 
Kc9s6d5h3s Ad7s5s5c4s Td8h4d3s3h 9c7h6h5h3h 
KhQd9c8h3h Qs7h7d6s2h As5c4s4d3s 7s6h5d5c3d 
KcQsTs3s2d Qc8d7h5h2d Th9d7s7c3d TsTh3d2h2d 
6d5d4s4h2s 9h9c8s5c2d QhTs8h5c2h 9d8s7s5s3c 
8h8d5c2s2h AhTd5s4s4c Th9h8h6h3d AsQs7c4s3s 
AsJc7s4s2d Th9d8c7h2h Qc9s6d3s2c KsQc9d6h2c 
Ac9h6c5c3c Jd9c6h4h2d KdQc9h8d3d TsTd6d5d3d 
9h7c6d6c4c QhTd7s4d3c Tc9h9d8h3h Kh9c5s3s3c 
KsJs8c6s3d 8h7s5d4c3h 9c8c7c5h5d Kd9h7d6d3d 
ThTc8c7c2s KhQcJc8c3d QdTc9c7s2c 9s7h6h4d2s 
QhTc7c5c3d JdTs7d4d3d QdJd8s8d4d JcTc7d6h2s 
9c8c5d2d2c Ah9c8d7d2s Qd9h7h4s3s Td8d7c4c2d 
Ac9d8h7h2s KhQc8c6s3d JsJc8c4d3h JsJd5d5c2d 
Ts9h6d4d3c Jc9s9h7s4s 9h8s8c6d3h QhTd9d5d2s 
9h8c7s5h3h TsTc9d7d2h KdQd7s4d2s Ad7h6s5h3h 
9s9h8c6h3h 9d9c5d3h2h AsQc9d6h3h Tc9s9h8h2h 
7c6c5d5c2d 9h9c7s4s2c Qd8d7d6d6c Jc9s9c8c3h 
7s6s5h3s3d KhJh8c6h3s Kh5h5c3c2c Jd9s8c7c3h 
8s6d4d4c3s 9d7c6c4d2s Kc9s8h5d2c Jc9s9h2d2c 
9s9d6d5h2d QsTs7s6h3s QcTc3h2s2h QhThTd7c2h 
Qs9c6h3c2s AsQd8c3c2d JsJd8h4c3s AsKs9c2s2d 
Ah7d6s5c3s AsKs6s3h2c QhQc7h5h2d JdJc9d6d2s 
Jd9s6c5c4c Qc8s7d5d2s Kh7s7h5d3h AdKsTc3h2h 
9c7d6h6d4d AcQd9d5h2d JsJh9c7c2d Kc7h7d6d4s 
Js9h7c6d3d Qc8s8d6h4s QcJc9c8c2s Kh8h7c5d2s 
Jh9s8s7d4s AcJs9d4s4h JsTd6c5h2s Jc9s6d4s2c 
TsTc5h3h2c Ks9h6c4s3d 9h7c6s6c4c QcTh7c4d3c 
KcJd6s6d4d Js9s9h6d3s Kc9c4h3h3d 8s7c5d5c4c 
KcTs6c4d2c KsTd9c7c2h Qs9h4h3s3d Tc9s8d5c2h 
Kh5c3c2h2d KdQs9c8d3d 9s7h6s4c3d JdTd8d7d3s 
Qs9d5c4s4h Jh9h6s4s2s KdTh9h5s2c AdKsKhKc3h 
Tc6d5h5d2c JdTd8h2s2c JhJd6d3d2h KcQdJs8h2h 
9d7s7c6s3s Qc8d7s7h4c Qs7s7d6h2h Kd9h7c6s4c 
QhJsJc7d3d 7c6s5c2s2c QsQd8c7h2c JcTc4s3c2s 
QsTd8s8c3s Qs8s8c7c2s AhKh6c3d2h Jd9h8h4d2h 
Ts7d6c4d2s AcKsTh3d2d QsTsTh7s3s KsJs9d3c2h 
Js9d6h5c3c Ac9s9d7s4s AcTc5s5c2d QdJs8s5s2c 
AcJs5h4d3s Ts9h6d6c4h 8h6s5d4d3d KhQd8d6c3s 
KcJs7h4h2s Qd8s8d4s3s AhTc6h2s2d Ac6d4d3c2c 
QhQd9c7c2s AcJs6h6d2c QcJs6d3h3c Qc6s6c5h3d 
Td9h8h5c3h Td9d9c7s2d AdTs5h4h4c AdKs5s3h2s 
KsQdTd3d2h JsJc8s4h3d Ah9c6s5c2s AcJhJd3h2h 
ThTd7s6c3s QcTc6d3d2c Kc8h7c5s5c Ks9s6s5c4s 
KhTsTc8d3d KdJh5s4h3h QsQc4s3d2s Qd9s9c5d4d 
Ac9s8h7h3d JdJc4s3s3h Ac9c6d5c2h Qd7h7c6h2d 
QcTs4s3d2d 8s8d6c3c2d Ks8h7d2s2d Ts8s7d5h3c 
JhJc5s2d2c KdTs9d3h3d Th9h7s4h4d AcQc6c3s3d 
9h9c5c3s2s Ah5c4d4c3d Ac9s9c5d2c 8c6d5c3s2s 
KcQs5s4s3s Kc5s3s2h2c JcTs5s4s2d 9d8d5h3h2s 
Qh6h6d5c3s Kh8d7s5s4s JhJd4s4c2d 9c7d5h5d2h 
Ks8s7h5c2d JcTs6s3h2h Kd7h6s5s2h Qd9d9c5d3s 
Jc7s7d4d3s Ad8d4h4c3s KsQsJs3s3d 9h9c5c4s3d 
KdTs9s4c3s Qs5c4s4h2h QhQc9d4c2c KsJs9c7s3s 
TdTc9c5c2s AcJc5s4c3c Kd9h7s4s3h Ts9h8h7d2h 
Qc5d4s4c2s KcJcTc6h2c Ad9h4s3d3c Qh9h8c3c2d 
Kc9s6c4h4d QdJd7c6d3s Ah8s6s6c2c Ks7c6d5s2h 
9h7c5c2s2h Kd9c6h3d2h Kd8h7h2h2d KdTsTd5d3d 
QhTh7s4h4c AsQc6s6d2s 8c6s5h4h3h 8s5h5c4c2h 
KhQd7h3c2c Th7d6s5d5c 8c5s5d4d3c 9s9d6s5h2s 
KcTd9d4s3d Qd9s5h2h2d Ks9d6s4h3c Qs8s7h5s2h 
QsJh9c5d2d 9h7s5h5d4c Ks9c7h6h3d JhTc6s5d2c 
AhQd7d4s4d KdQh9d5d5c KcJs4h4d3c QdJs8h4d3c 
Kh9h9d4d2h AhKh3h2d2c Qd8h8c5c4s AhKc8s8c2c 
JcTs4d3s3h Qh9h5c2s2c TdTc8d7d2s AdTd3s2s2d 
6d6c5h4s3c AcKsKhKd7s Js9s6d4h2d JdTc8h2s2d 
9h9c6h5d2h Ks9h8c5d2s Kd9s7c6c3h Qh9d9c5d3s 
Js9h9c7h4h Jh9s6d4h2s JhTs7c5h2d 7d6h5h5c3s 
Td9h9d7c2d KdJs7d3c2c 9c6c5h4c2h QdTc7s4h4c 
Qc6s6c5d3h Qh8d7h5s5c KcTc8s8c2d Kd8d6d6c4s 
8h8c5d4d3s QhTs9d4h2h JhTs5h5d2c Ac8d8c4c3s 
9c7h7d5c4c QcTd6s3s2d 9s9d8c6d3d Jc9h9d8s4h 
Ks9s6d3h2h Kd9s6c5h2d KcQh8h4d2d QsJh9h5h2c 
AhTc8c4d2s Ah7h3c2s2c QdTs8s5h3s KdJc9h9c2c 
As8s5h3h2s Th8h5s4d4c Ts8s6d3d2h Qh6h6c5d3s 
7s6h4s4h2d Jh9s9h6c3h Jd8s6d5c3h AcKs8s8d2s 
Jd9h5s4s2h TsTd8c7s2s Kd8c5d3c2s Kc8s5s3c2h 
Qc9h6s6c4c KsTs8d5c3s Kc8d5c3d2h 9s8s7s6c4s 
AcJc7c6c3s KdTc5s5c4c Js8s7s7c4h Ad9d6d5s4d 
KhJc8h3c2h Td9c5s3s2d Jh9c8h3c2c Js7d7c5c2s 
KhTs8d7d2c QdTs6c3c2s TdTc9h6d2d Jd9h8d6s3c 
Kc7c5c4d3h Jh6s6d4d3h QhJc8s3c2s KhJc6h4h3s 
8c6h5s4d3c Kd9c8h5s2d 8c7s6s4d3h Ks8d5s3d2h 
Ah7c6h3h2c AsJc5h4d3c 8h6d5c4h3s Jh5s4h3s3c 
JdTsTd4d2d Th8s7s7c4s JcTd6s4h3h Kd7s5d2s2c 
KsJc7d4s3s TsTd8d5c3d 9c6c5d3d2d JcTs6d4c2h 
KdQcJs8h2h Ac9c6d2d2c Jd6d5s3s3d Qh6c4d3h3c 
Qh9d6h5s2c Qs9s8s5d3h Ks8h7c5s3s Js8c7h7c4d 
Kc7h5d3h3d Js9s8s7s4c QdJd5c4d2s Ks8s5d2d2c 
Ac9d9c5h2c JdTs8s6s3s Jc9h9c8c3s KcJs7h5h3h 
AdKd8d6s2d 9h8h5c4h2c Kd7c5d2s2c Qc8d5s2s2c 
QhThTd7h3h 9d7h7c5d4d Ah8s6s5s5c Th8d6c5d3s 
Th9s9c8d3h JcTh9c4c2c 8d6h5s4c3d Ah7s3s3h2s 
Jd9h6h5s5c KhJh9d3c2s Kd7c5s3s3c QdQc4d3h2d 
JhTs6d5c2s Kh9d7h3s2s Qd9s9c3d2s Kc9d7c3h2h 
QcTh9c7s2c KcJs7h3h2c QhQd8d4s2d Th9c5c3c2h 
Kd6h5c3h3c Jd7s5h4d4c QdJc7c6s3h AdJs7d6h2d 
TsTd8d7d2h Js9h6d4s2h KsQd4h4c3d Ah7d5s4d2s 
KcQcTc4s2c QdQc7c5c2s 7c6h6c5s3c AhTs9c3d3c 
AdTs8s4s3h Kc8c6s4d3h 9c6d5h2h2c 9d8d5s3s3d 
Kh9h7d2d2c QdTd8d6d2c Kc9h7h6d3s Kd8s4s4d2c 
Ac8d5h4d2h As9c6d5h5c Ac7d5s4s3h JdJc6s6c2h 
Kd7c6h5s2d QdJh7h6s3c Td9s7h7c3s AcQs8d6d3h 
JcTh8h6h3h 9s9c8h7d4d QdJd7h7c2h 9c8c6h3h2s 
Kc9h7s5h3d 9h6c5h5c2c KhJs8h3s2h Ts9c6h6d4c 
Kd9h6c5s2d Qd9c7s4s4c Jc8c7h3h3d Tc7s5d4h3c 
9c7d5h4d2c 8s8c5s3d2d JhTc4d4c3s KsJs9s7h2d 
7c6c5h5c2h JdJc9d6s2d QcJc8h5c2d QsJh9d5c2c 
Ts9s8d5s5h Ah8h6h6c4h Ah8h8d4h3c KdJd7h3c2h 
Jc9c7s6d3c Ac8h7d5s3d Jh9s5d3h2d Jc9c8s3h2h 
Ks9c7h5h3d Kd9s7h4h3s 9s8h7s6s3d Qh9h7h6d3c 
Td9h6h3d2d ThTc8s6s2d QsJh8d5d2c Ts9d8h8c3h 
7s6s5s5h2h KdJsJh5c2c Td9d5d4s2s 8h6d4h3s3d 
Qs9c7c5d2d 9s9d8c3s3h KsTs8h2s2h Jc9c6c5s5d 
Js7h6h5s2h AcTd6s3h2c AcTsTh4s3s KsQs9s8h2d 
AcTd8s6h3s 9h9d7s4c3d Jd6s6d5h2h AsJd5d4h3c 
KcTs7d5d3d Tc8s4h3h3c QdJd7s7h2h 7s6s6h4d3c 
8c6d5h4c3s JcTd4h3s3d AdQcTc4c2c KsJd9s6s2h 
QcTh8c5s2c TsTh9c7s2s Ah8c7h3s3h AsJh7s6d2s 
9d7c5d4s2s Jh7c5d4h2d Js7s7c5d3h QsTc8s7s3h 
AdJc7d4d2s QcTs8c5h2c Qh6c5d3c2h AdTh7c4h3h 
Qs9d5s3d2d Kd8d6c3s2s Jh7d5c4s4h JsTd9s7s2s 
Jd9h5c4c2h Jh9h8s5h4h JdJc7s5h2d Js7d6s5d2d 
Jd8s6s6h3h QhTc8h7h3s 9c8h6c2h2c Js7h7d6s5s 
Th8s7s5s5d Ad6c4d2s2h Qd9d8s4s4d KhQsJc8d2d 
AcJh8d5h2h As8s8d4s3c QsJc7s7d4s AsTh4s3s3d 
Jh7s6h5s2s Js9h6h4s2c 9c8d5c4d2c Ks6c5s5d3s 
8h7h6s4h3d AhTd9s3s3c Td7d6s4c3h JhTh9h7s2h 
Th9c6c3c2h Kh8s7h6d2c Th9c7c4d2d 8h6s5h5d4h 
QdJh8h5h2s KcJhJd5s2s As9h7h6c3d AcQd8s5h3s 
KsTs9s8s5s Td9c5c2d2c Td9s5d5c4h QsTs9s5s5h 
Qc9d5c4s3h Qs7s7c5s4h QdTsTh7c2d KsQdJd8d3h 
QdJs7c3s3c 7s6s6c5d3s Tc9h8h7s2h Ks6s4c2d2c 
KcQh7c5c3c Kh8d7d5c2c Ad8s8d4d3c 9c8c5h5c2h 
Ad9d7s3h2c AdQc7c4h4c JcTs5d5c2h 7s7h4h2s2h 
9c8d7s5c3c Kc8c6d3h2h Jc7s5d5c4h Jh9c8d5s5d 
Kd8s4h4d3s Kd7h5d2h2c Qs9s6d4d2d Js7h7d4d3h 
Jd7s7h4s3h Kd8s5s3d2c KsJs5s4d3s Ks9c7d4s4h 
9s9h5s5d2c KdQsQd8d2d 9s7c6c4s2h AdKc6s2h2c 
JdJc8c6c3s Ad8d6d4h2s 8d6c5d3c2d AhKd7s4s3s 
Ts9d8h8c4c Ah9h5h4d3c 7c5h5c4s2h QsJd7s6h3s 
QsJd9h5c2c 8c5h4h4c3d Kd9d8c5d4h KcJh8s4d4c 
Ks9c6s4h3d KhJc8s5d3c 6s6d4d3s2c JsJc6h6c2d 
Th8d7d5d5c AcKdTs3h2h KsTc9s3s3d AcKh8h6h2h 
Qs9s8h6s3c Qd7d5c4s2s Ah6s6d5c4s Kd7h6s6c5s 
Qd9c8s5h4c Qh9d6d5s5d Qd9h5d3c2c Ad8c7d3s3d 
AhTc6c4d2d AdQc7s6h3s KsQd8s6s3c KdTc9d3h3d 
9c7h6d4c3s Kh8c7h6s2d 9c8c5s5c2s 7d6h5s5c3c 
QhJh8c5h2s KcQc7d4c3h Qd9s8c5h4c Js9c6s4h2c 
Ah9c5h2h2c KhQh9h8c2s AsJc7d6s2s TdTc7d3h2c 
Qs8c5s4s2c AcKhTd3s2s Tc9c5s2s2d 6h5s4h2s2h 
Kd7d5c4d3s 9h9d8d7s4d Th7c6h5h3s ThTd9c7h2h 
7c6c5h3s3c QhTc4d2d2c Th6h4c3s3c Tc8c7s4d4c 
7d6s5h3h2s QsTs6h3d3c 9h8c6h5d2h QdJd9h8d3d 
7s7d4s4h3c Tc6h5h4h2c AhKdJc6c2c Th9h8h7h4d 
JhJd6s6h2c AcJh9c6c3c Ts8s4c3h3c 8d5d5c4c3d 
Kh9h8d3c2c AcKc9h2d2c Kd9c6c3d2c KsQh9c8s3s 
Qd9c4s4d3s QcTc8c4h3d Qd7h5c4d2h QdJs6c4h4c 
QdJd9h8d4d Js9s6s5h5c 9s7s6d4d2c Kc7d7c5s3c 
9s8c7h5s3s Ac9c8h4d3c QhTs8h7h3c AhJh9h4h4d 
Kh6s5c4s4d ThTc8c5c3d TsTc8s2h2d Kd8c6d5d3h 
Ac7d6c3c2d JdTc7h3h2c Qd8s8h6c4h Kh7h5h4s3d 
QsJs9s8s2d QhTh9h2d2c JdJc4s4h2d KdJd9c3s2h 
TsTd5c3c2s 8d6s5h4h3h Qd9c6s6d4d Th7h5d4d2c 
KdTs8h7h2c Ac9d9c4s3c Qc9h9d6c3c 9d8c7c4d2h 
AsQs9d4s3s Kh8s6c5h3h Ad9s9c7s4s KsTd8c7h2d 
As9s3d2h2d Ks8h6h6d5c Jc9d9c6s3c QcTh8d5s2h 
8c6d4s4d3c AsKc6h2d2c 7h6h5h4s4c Jd9c8s5s5h 
QhJs6d3h3c QsTs7s5d5c 8s8d4d2s2d QdJc7h5s3s 
KcTc7s6c2h AhTh6c5h3h Jc9d9c3h3c 8s8d6h5h3h 
7c5s4s2d2c 9d8s6d4d2s 7d5h4d3h2s Qh8h8c7c2h 
KcJs6h4s3d 9d9c6d4h3s AhKs5s3d2s KsQc7h6d3h 
AdTdTc5d2d Kc9d9c7c3h JsJh5s5d2s Kh8c7c2h2c 
9s9d5c3c2s QcJs8s6s3h Ac5h4s4h3s KdTd6h5d2c 
8s8d5h2s2c Th8d4c3h3c Tc9c5h3h2s Td8c6h5d3s 
Qd5d4h4c2h QhJs8d7c2h Js7h5s4s2h Jd9d8d4c2c 
Js9h5s3s2h QsJd7d6h3c Ks9h7d4d3h JsJc7h5d2s 
5c4s4c2s2c QhTs5c2s2c QdJh8d4s4c Td9c7h7d3d 
Jh9s9h7c3h KhQh8s7d2c QdTs5d4d2c 6s5d5c3s3h 
KdQc8c4s2s Jd7d6h5s5c Th7d6h3h3d KcTs9s8s2s 
7d7c5h3h2c AhKh9s9h2h KsTd3s3d2s As9s9c5h2s 
9d7c5h4c2d TdTc8d2s2h Kd7h6s5h2s Th8h6h4s4d 
Td7s7d2s2h 7h5c4c2h2d QdTd7c4h4d Ac7h7d6s4s 
9h7h7c4c2s QcTs8h5h2d QhJc9s4s3d KsQd8h7c4c 
As5d5c2d2c QcTh8h5h3s 8s6d5s3c2c Th8s8h5h4h 
9s7h6h6c4h Qd9h7s6c3h Jc9d7c6s3c 9s9d8s7h4s 
KcJh7s4s2h KcQs8c3s3c Ts9d5d4c2c AhKdJs6s2s 
QcTd7c4h4c Ks9s8d6s2h KdJs7c4d3d Th6d5s4s2d 
AcKc6h6d2c KhJh8h6h4d Jh7d6h5h3s 7d6d5h3d3c 
