AsQc9d6d2c 
7h6h5s5d4d Jh9s6d5s5d As8d6h5d4h KdJd6s5d4h 
AdKhJh3s2c AhKs6h4d3h KcJcTc9h2c KhKc9c3d2s 
JdTh7h7d2s Tc7h6s6h4s KsJh9c6s6d KcJdTs5s3s 
JhThTc4s3d KsQd8c7c3s KhQdJh4s3h KdTc8s8h6s 
Js9s8s7h6c KhTc4s4c3h 9d8c7d5h3h AcKs4h4d2c 
QsQh9s8s5s Jd8s6h5s5d Qh9d9c8d3h JhTs9d8s3c 
JhTh9d8c4s KsQhTd5c3h AcTh7s6h6d TsTh9d6h5h 
Kh6s5s5h4h AsTd6h4s3c JsTd9s8h2c QhTs8s5c3c 
KhJs8d8c7c Ad9c7c4d2h AhTd9s8d2c QcJs8d6c2d 
JdJc9h5d4d AcKhJs7d2h AdQs9h7d4d JhTd7s6d4c 
Th9s9c6s2h 9s9d8s6s5h AdQd9h6s2c KsJhTs9s4s 
QhTh9h7c5d KhQd9d9c3c KhTh6d5s4h AhQd8s8h2c 
9h7s7d4s4d JsJd8d6c3c QsJsTh6s3d QcTs8s7s6s 
QdJdJc9d4s KcJcThTc2c KhTd4h4c3d AdJh7d4d2h 
JsJh9s3d2h AsQh9s8s2c Qs8h8d6s6c Kh9c7c5h2s 
Jd9d7c5c4d AhTs9d7s4c KcThTd7d2h 8s8c5h5c2h 
8c7s6s6c4s JhTd6h5s4c KdQd8s8c4c JcTh8s4s2h 
AdKhTs6d2d Kc9s9d7s2c QsQd8d4h3h QhQdTh8h4h 
Qh9s8d6d5c KcTd7h3d3c KdTc4s4d3c KhTd8s8c6s 
9c8d7d6s5d 8d6h5h5d4c AcTc7c4d2d AsQd9c7c5h 
Qd8s8h6d6c Qs8d7d6c4c AcTs9d4c2h QsJc7c4c3s 
QsTs8h4h2h KsQhQd9d2c Jd8h7c5d3c QcJh7s6d6c 
Qs6d5c4d3s AcQd9s7c4c AsQc7s7h4s Ac8d5s5h4c 
KcQsThTd3s 9s9d8s4h4d Ah9s7h3c2s Qh9s9c7h4s 
Ah9h8s7c4h KhTd9s8h4c KsKd6c5c2c QsTc9c7d5h 
Jc9d8h8c4h JdTc8s8d5h AcTs6h5c4c AcKs8h8c2d 
KsJc9h7h7d Ac6c5s4h4d Kc9c7d5d2h KhQc7h7d5s 
AdTh8c6h2c AdTs9h4s3h Qd6s5c4s3d KdQhTs9h2h 
QhTh8c4c2c QhJc8c6h2c Jd9h8c7c2d AcQdJc9c2c 
KcQh7h7c3c Kd9h5h5d4s KcQc8h6h2h Th7s6s6c4c 
QdTh7s4s3d AdTh3s3h2d KcQd8h6h2d Js9d8d6h3s 
KsQd8c6s5s KhQcJc7h2h JsTs6h5c4s Kc9d9c7c4d 
KsJsTs6s4h AdTs6d3c2s QsQcJc5c2h AhJs9c5s2c 
Kd7d6c5d5c TsTh9d6c5d QsTh8h7s3s AdQhJd9d2d 
Jc7c6s5s5h KcQsJc4c3h JcTd7c5h4c JdTc9c8c5h 
QcTd6c5c4s Kd8c7s6d5d AhKs8c5d3s KcJcTc8s3d 
KdJc5c3s2d Td9h8d8c6s Td8s6d5s5h TsTh5c4h3s 
Kc8s7d6h4c AdTs8s5h4c Ah9s8s4h2s QsJdJc9h3s 
QhQdJs8c4s Qh9d8d5s3h KdQh7d6d2h JcTs6d5c2s 
QdTh9h6c5h KdJs5c4c3s JdTs7s5d2c KcJd6d6c3c 
AsQc5s4s4d Kd9c8s5s5d Qh9s9c8d6h Jc9h7d6s5c 
AcTc7c6c5d JsJh6s4c3c Jh8d5d4s4h QhTdTc8s5c 
Kd6s5s5d4d KdTs8d5s2s KsJd9c5h3s Qd9s8h7s6c 
KsJd9d7h5d Jh9c8c7c6d JdTc7c5d2s AdQs8h3h2d 
AdTc4d4c2c Tc8s7d6h6c KsKc9c7d2c AhKh9c6h6d 
TsTd8s5h3h KsQc8h8c2s Ah9h9c6h5d Ah8s8d4s4d 
Qh8c7d7c4h AsTs8h5d3s Ah9d8h3s2s 8d7d6h5h2s 
Js9h8d6s3d KdTh7s3h3d KhQh8h7d6h KcQh9h2d2c 
ThTd8d6h3d AhQd6h3d2d KdKcTh3h2s Th9h7c6h5s 
KdQd9s7d6d KhJs6s4s2h QcJh9h5d2d Kc9h6s4c3h 
KhJh9s6d4c AhTd3d2s2h Tc9c8s7d7c KcJd8s8h7s 
Qc9d8s6s5h AdQc5d4h4d KsTc8s6d4s JdTs8s4s2d 
JsJd8c7d3c KcQc9c7c6s Ts9c6c4s4h JsJc8c7d4h 
KsJhTc3s3d KcTd7c5c4h 9s9h8h4s4d AsJsJc5s2h 
QdJh9h3c2d QsQdJs5s2c 9d8d6h5s2h AdJh9c8s4h 
Ts9s8c7h2h 8d8c5c4d3s Qh9d8h5d3c Jc9h8h7s4s 
QhJsTd4c2h QsQc7c6d2d KhQcJh4s3h KcTc6s6d5h 
KhJs8c6h4d JhJd5s5c4d Ks6d5h4s2h Qd8s6h4s4d 
QhTc9c6s4d KcTsTc3h2h KhJs5s4c3c JsTd7s5c4s 
9s8s6c5h2h Kc8c7c6d5s QcJh9h3h3c Kh6c5h5c3c 
KcQs6s6h5d QhQcTs5d3d AhQh9d5c3h Ac6h5h2h2c 
JcTh9h7s3d Kd8d8c7c4d AsTc9s7s2d 8s7c6c5h4c 
Jc9d8d7h5s AdTd7s3s2s JdTh9s8h3c KhTd7h5h4c 
AcKh5d4c2c KhThTc4s3d AhQc4s4d3h TsTh6d5h3d 
KdQhTd8s4d Ts9c6d4c3s AhQh9h6d4s JsJc8h8d4h 
KdJc5c3d2h KhQhQc8s3d KdJs8s8c4c QcTd8s6d4h 
AsQs9d7c2h KhQd7h7c5s QdJd8d5s4c JsJd8h7h2d 
KhJh8h7s7d Jh9s8s7h3d AdTs7c6h4s QcJh5c3h2d 
QsJc9s9d5h Qh9s9d8s3h KhQsJs6c3d 8h7s7h6s3c 
Ts7d6h6d4h AsKs7d4h3s Ts8s7h5h5d Qd9s9h8d3h 
JdJc9h8s5s Qd9s8s8d2c AdTs5d5c3h 9d7s7h4s4h 
KhJs9c6d5s Td9c6c4h4d JhJd6s6d2h Js9s9c8d6h 
Jc9d9c7d3c JhTh6c5s4d Ah8h5s2s2c KdTs9h8d5d 
KdJd9h6s6c KsQd7s6s6h AdJhJc9h2s QdTd9d5c2c 
AhJd8h5s3h Jc9s8s6s4c JsTh9d6h6c JsJd9h7h5h 
Kc9d6s4s3c AsJh6s3h2c AdKdTd9d5d KsQs7h4d3d 
KsTd8d7c5h QsQd6s3d2d AhTd7s6d6c AsTdTc5h2s 
9h8s8h7h7d KcQhQd3h2s KsTsTh4d3c KdQdJd6c4d 
KcTd6d6c3c KhTc4s4h3c AhKhJd7h3h Ad9c7c4d2s 
AhKd8s4d2s AhQh7h5c3s AdKd6d5s2h ThTd9d4h2c 
Ts9s8c6s2c KcTh5h3h3c JdJc5s5h4c Kh8c6d5h2d 
Tc9c8h7d2h QdTsTh8c5h QsJc8h6c5c KdTsTh6c4s 
Qh9c8d5h2c KdJc6c3d3c Kd7d7c6s6d QcTd7c6s4c 
QhJs8s7d6s Ks6d5s4d3s KsJs9s9c7s Jc9d9c8d4c 
Js7s6h5h5d As9s9h6s5d Kd9c6s6d5h 9h8s7c6s5s 
QsQcTc8c4c KdJc5c3d2s KdJc5s5c2d Td9d8h7s2h 
KsJdTh9c2c Js9s8d6c3d AcJsJd6h5h AsJd7s4s2d 
Qs6h5h4s3c AcTs9h5c3c Jc9d8d6h3c AsKs7d4c2h 
KsTh9s4s4h QhTdTc7s5d QsJsTc7s5s QhJs6c5h2c 
KcQs8c6h5c KsTd5d3s3d Td5s5d4s4c KhTh9h8d5c 
Td9h9d8d7d Qd9h8s6d5d Ks7s6h5s5h AsKs9c5s5d 
KdJs8h8c7h QcTdTc5s3h ThTc7s7c2h AsQc9d7s4s 
KsJh5d3s2h AhJcTc3s3d QdTc9s9d4h Qc9s8h5s3c 
AcQs7h7c4c Tc9c7c6h5s Th9h8c7h7d QhTsTh3s2s 
KsQhTd9d2c Js9s8d7d4d KdQdTd6c3s JsTh8s8d5c 
As9s9c7s2c AsJs8s5h4s Th9c8h5d5c AdTsTh9c5c 
Kc9s6d6c5h Jh7d7c5d4c AcTh8d8c3c KsJs9d6c4h 
KhQdTh8c4h KhTd6h6d3h AhKhTs8h2h KsQcTc3h2h 
Kd9s6d5s3d JhTs8c5s4s Qd9s8d5c3c Kd9h6s6d5c 
KsJsJh5s3c AsKc8d4c2d AdTs9h9c5c AsKdTh6s2s 
QhQdJs8c3h QhTh7c5c3h AcKh7h4d3s Ts9d9c7h5s 
As7s6c4d3h AsKh8s8d2c KhTh6d6c5s Qc9h8h5s3c 
AdKd8s8d5d AhJd4c2h2c QcJh8c7s5c QhTsTh8h5c 
AhTc9d4d3c AsTd8h6d2h QdTc8h4c2d Qd9d6h6c4h 
QsQdTs8h2s QdTh6d5c4d KhKdJh8h3h AsKs7c4c2s 
QcJs9d8d6d Js8d7c5s3c 7s7c5d3s3c JcTd7d7c2h 
AdTd7s4d2s Qc9h9c7d4d KdQsThTc3s Td8s7d6s3h 
Td8s6d5s5c QhTc9d8h5h 9h7s7d5s3h KhJc7s4c2h 
JhTs9h8d2c AhJs8h5d3h KhJhTh8d3s AcTh9s9d5d 
8d7d5s5h4h AhQsQc7s3s Kc9h9c7c4h KhJc6h5c2h 
KcJs8h8d7h AcJc9s4c2s Kd9s9c7s2d Jd9s7h6c5d 
KcQs5h4d4c KcTsTd7s2d Ad8h7h4d2d Th8d7c6s6h 
QdJh8d4s2h QdJd9s9d3s KdQd8h6h2h AcTd9h4h3d 
KcQh8c4s4h AsKdTh4d2c JdTs8s8d2d QcTh7c6s4c 
Js9c5s5h4h QhJdTs4c2h 9s9c5s3d3c QcJcTd8c5c 
QsQh7d5h2d AhKdQd9s2d AhQd7s7h3c Td9c8h6d5s 
Jh9d6s5s5d KcJs9d8h6d AcJc4s3d2d QsQcJh3c2d 
JhTc9c3d2d AdKcJd3s2d 9s9h8d5h3s Kh9h8c5s3c 
Jc9s8d6c3d Ks9h5c4s4c Ac8c5h4s4d AdTd7d6d5s 
JcTc7h7d6c Ah9h5c4d2d KsJd5c4c3d KdTd9d8s5h 
Qc9s9h5h4s 7h6s5s5d4h 6s6h5h5d2s AdKd4s3d2s 
KhJdTs5s3s 6s6d5d3s3c Kh7s7h6h6c 9d8d8c5d4c 
AdJc8d5h3d KcTh4h4d3c JdJc8c7h4s KsJhJd8h5h 
KdTd9h6d6c KcQdTs4d3h AsQcTh5h3d Th9d8s7d2s 
Kc9s8h5c3h Qs9h8d6h4d KcQs7h7d5c QsTh9c8d2s 
JsJh7d6d5c Qd8h7c5d5c Ts9s8h5h5d KhJhTh8s3d 
Jd8h6s5h5d AdQh5d4d4c Kd5h5c4d3h Ah6h5c4d3s 
8h6s5s5h4d KdQsJs6c3h Qc9s9h6h4s Ah5d4d2h2d 
QsQhJs6c2d KcJh5h3s2c TsTd7h7d5d Qs9c8d6s5s 
QsTh8h4s4h KdQdTd6s3h JcTh7s7h3s KcJsTh6c3c 
KdQsJh9c5c Kh8d6h5c2d KcQh8c6s5c KdTd9h6s6d 
JdJc6h5d4s QsTd9d7h5c Qc9h9d5h4d QhJs8h6c4d 
Kc9d8s5c3s QhQd6d5d4d QsTsTh3h2h AhKh5s5c3h 
ThTd8d5s3s JsJh8d8c4d KcTsTh9d5s AsJhJd9d2c 
AcQh8h7s2s 9d9c5d3s3c AcTd9h8h5h KcJd8d7h6d 
Kd9d8h5c3c KdQs7c6d4d QdQcTc8s2c KsJh7s4s3h 
AdQsTh5c3h Ac8h8c5c2h Kd9h8s7c6s Td9h8d6d3h 
Ac9c8h7s4c JcTh7h5d4h Tc9c8d7s2d AsTd7s6s2d 
QsJc6h5s2h Jc8s6s6h4c KcQsJs7c2c Td9d8h7c2h 
As9d8d3s2d KsQc5d4s4h AhQc6d5s4c AsJdTc8c2c 
Jc9s8h8c4h KhQd7c5h2c Kd8s6h5d2s KhQdTd6s6d 
QhJs5s5d2h AhKcTh8h2h QcJh8d7c2h 8d8c6h5h2d 
KdTh7s5d5c Kd8s8d6d4s ThTd9s5h2s AsKdTd6h2c 
KcJd9s8s5h Jh8c5d4h4c AcTc9c8c4s AcTh3h3d2c 
AsQc9h9d2s QcJs8s6c2s AdQc7s5h4s AsQcTc6d6c 
KhJd6h5d2h Ad9d5s4s2h AhQsQc7c3c QhTh9h7s5c 
QdTh9s7s5c QsJc7s7d6h KhKdQc3c2c AdKsQs9c2s 
QhJs8d7d6c KsQdJs4h3s QcTs9d8h5h Ah8h7h7d4s 
Ts9c8s6s3c Kd9s8s8d3h Qc9s7d5d3c Kd8s7c6h4d 
Ah9d7c5c3d KdQh7s4s4d AcQsQc8c3c KdKc9c3s2h 
Kd8s7c6d5d Kh9s8c7d6s KdTd6s5c4d KdJs9s6d2d 
AdQc9d6h6d AdTc5d3s2s KsJd5d4h3h QsQh9d9c4d 
Qs9c8h6c4h Kc7d6s6c3s KcQd7s4s4c Tc9c7s6c5d 
QdTd7h5s4c KdQh7h7d3d Ts9s8d7h2d Kh9d7d5h2s 
Ad7h7c6h4c TsTh9c6h5h 9h8h8d5d3c Kc5s5h4c3s 
AdQd7h6d5d Jd9s8s7s6h QhJh7c6s3c KsQs9c4c3c 
QdTs6h6c5d QsJd8s7c5s 9s9h8c7s6s Ts9d8d8c4s 
KcThTc5c2h Kh6s5d4s2h Jh7h6s5s5d JsJd5d5c4d 
Jc7d6s6d5s Jd8c6s6c4d Qc9h8s6h4s AcJd7d5s4h 
QcJhJd9d3s QdTh9s8c2d KsTh7s5s4d JhTc7d6s5s 
QsTh9h7c5d AhQh7s5c3h AhTdTc5s2h AhJd4s2s2h 
QsJc8h7s2c Ac8s5h5d4c KdQh7d5h2d KdQcJh7s5s 
QsQhTh7h3d KcTs7s3d3c QdJdTs8d4d Kh9c8s6h5h 
QcJc8d5c3d KdTh8h7s5c AhTdTc9d3s KhQhJd7h4s 
KdJd6d5c2c QcTd9s5h4c KdTsTc7s2c AdKd9d6h5d 
AsJdTc5c3c Kh9h8h6s4s AdKdQd6c3d Jh9s9h8s4h 
Kd7s7d6h6d AdTd7h4d2h Ks9h5s5d4h AcQd9s9h5d 
QdTd7s7h3h KhQc7d7c6c AcTh5d5c3s JsJc8d6s4h 
KhTh5h4s3s Kh5d5c4h3d 9s8h7c6h3s KsQc9d3s3c 
Kh8d6h6d4h Tc9c6h5c3h JcTd9c5c4h KdJs8s8h3d 
AcTh4c3h2s QsJs8d5s3d TsTc9s3c2d Th8c6h5d5c 
Ah7h6d4s3c Jd9c8h7h6h QcJc9d3s3d KdQd5d5c3c 
JsTc7s5d4s QsJh7s4h4d AsTs6s6d5c KdJsTc6h4h 
QsQhTs8s2c JdTc7h6s5s Kh7d5s5d3h AcJh8s5h2s 
KdQs7d6h6d Qh8s8d6h6c AhKh8s8h5h QcTc8h7h3c 
JdTs8d8c5h AsTc8h6c2h 9d8s7h5s3d AcQh9c7c3s 
AcQc7s7c4h AsKh5c4s2s KhKc4h3h2d QsTd6h6c5s 
AhTh7s6h4h KdTc7c3h3d Kc8s7c6s3s AsJh9c8d4h 
KhTs9d8h5h AcKc7s4d3c QsTc9h7h5d Ks9h8c7d6h 
QhTh7s7c3c AhJsJd9d2c QcJd8h7c2d KcTc8c7s2s 
AsKs6c5s4s KsJc8c7s3s QsJc5h5c2s AsJh8d8c5h 
AdTs8c6h5s JsTh8d5d4d AhKcTd4c3c AdKhJs6s4s 
AdQc8s3s2d Qc9h9c7s4s 9s9c8c6s2d Kc7h5s5h3c 
As9c7h4s4d QcJd7d4d3c KsJcTd9h2h AdKs9s8s5s 
KdJd9s6h4c KsTs9s6c4d Jd9h9c2d2c Qc6d5h4d3c 
Ah8d6h5c3s Ts5h5d4s4h KcJc9h8c5s QhQdJh6c2s 
QcTd9s8c5c 8c7c5d4s4d QhQdJc6d2s KsQhJs4c3s 
AcJd8s6d5h AdQd8d7s7d AhQd8c3c2h TdTc9d3c2s 
AsKhTc4h2d AhQh7h7d4c KsTd7c3s3d KdQc6s5s2c 
QdTd5h3h3c KdTd8c6d3c AhTs4s2h2c Td9s7h7c6h 
KcThTd9s5d TsTc9c4s2h KhJs7h5d3c Ac7d6d6c2d 
JsTd8s8h5c 8s8c5s5h2c QsQd7s6h2h KdJs8d6d5h 
Jd7c6c5d3h Ks9h8d5d2s Js9c7h6d5s AsTh7d6h6c 
QhJh8h5s4c AhQcJc3s3d ThTc6h5c3c KsQd9d8c3c 
AsKsQd8h2s JdTc7c5s2d 8d8c7s7d4h Kc9h8h5s2c 
9c8c6h5d2d AcQs7d5h4d KsQh8d6s5s AsQd9h7s4s 
As8s7s7c4h Kc9c8c6s4s AdJd7d5d4h AhKh8s5h3c 
AsQsQh8s3s Kd9d8c5h3c Ts8s6s6d4d KcQh7c5h2c 
AcTd9s5c3c QhQc4c3c2h QsQdTs8c2s AsJs9s8h6s 
KdJh8d6c3c Ad8c6d5h4d KdTh9d8c4s 9d9c8d7c4c 
AcKd6d4s4h JsJc8h7h2s QcJcTc6h6d KsJsTs8h3d 
JdJc7c6s4h AdQd5h5d2h AcQd6h5s4d KsQdTd8h5d 
Qc9c8s6h2s As9d7s5s5h JsTc8h5c4c AhKh9h7h7d 
QhJhThTc4h QdJs8h7h6c Qc9s8h7s6d AdQh7d7c4d 
KcJs5s3c2h AsJd8s5h3s Kh8s7d6h5h Tc9c6s5c3s 
KhQs7d7c5h JcTh8c7s4c Ac9d4d4c3s ThTc9h6d2d 
Ts9d6d4s4h ThTc9s7d5c TsTd7h7d4d KhJh6h5d2d 
QdTs8c4s2d Kc7s6d6c3d Jh9c8h6c3s AcKsJd7h2s 
AhJs7d5s4c KhQh9s4s3s KdTs9d7d4h KhJd6d3h3d 
Td9h7s6d5d QcTc9d5d2c JsTsTh9s2c TsTc6h5c3h 
KcJc9c6d3d AdJs6d4h4c As7c6s4c2c JhTs9c6d4s 
Tc9s7d6c5c Ad9c7c3h2d 7s6s6h5h3h AcQc3h2h2d 
AdJh6s6d5d QhThTd8h5s AsJhJd9h2c AdJh9d5d3c 
KhJs9c8c5d KsKh6s5s2s Kc9s9d7c5h QdJh6c5d2c 
AcKcJc2h2d AdQd3h2h2c QsJdTh5s2c AhKh7h5h5d 
QdTc6h4c2d Kh9c8d7s6c AhQc9h6h6d KhTsTd7d2s 
Ac6c5s3s2h Qc9h7c6h4c Jc7c6d5s5d AcQc5h5c2h 
AcKc9h5d3c 7h7d6h4c3c QhJh8d7h5s KsTs6d5h4s 
AcKdTc6c2h AdKdQh8s2d KsQd6d6c5h AcTc9c8c4h 
AdQd9d8c2s Td9d7h6d5c AdJs8d5h3d QdJh7c6s6d 
QdJc9c3h2d AhJsJc9s2d AsQs6c5s2c Ac7h6h6c2h 
AhTh8d5c3h KdThTc7h2c AcQs8h8d6d AsQs9s8d2c 
Ks8c6d4s4d KcTh9h6s5d KsQh5s5h2s QhQcJs3c2d 
KdQdQc3d2s KsQhTc5d3h 9h8d7d6s5d Jh8c6d6c4h 
AsQd6c3c2s 9h7s7c5s3h 8d6s5s4h3h JhJc9s6c2s 
9d9c5d3h3c 8h8c5s5c2s Jh9h7s5s4h AsKsQh8d2s 
KsJh9c6d5h AhQc9c8s3d Ts9s7h6s5d Qh9d9c6d4c 
Jc9s8s7c4c AcTh9d4c2s AcTd6h4c3s AcJh4d2d2c 
AsKsTd8s2s Ts8d6s5d5c QdTc9c7h5s JcTs7h6s4d 
Ac7d6d4c2d KcQh7c6d6c KsQd7s6s2d Qd7s7d6d5s 
Kc6h5d4h2c Ks9h6s6d5c KdQc9d7s7d AdQdTd9d4d 
9c7h7d4h4d AdQd9h7d4c Jd9s8h7c6c Th8c7h6c3d 
AdKsJh7c2s Qs8h6d4s4h Kc9h8h5c2s AsKs9h3s3h 
KcTc6s6h5d Jh6s6h4s4c QcJd9d4h3h TsTd7s5d3s 
JsTh7h7d5c QdQc4h4c3c JsJcTd4c3c Kc8s6h5c2s 
KcJsJd9h5h AhJh9s9h3d QsJd9s9c5h KdTd9c7s4d 
AcQsJs3h3d KsJdJc8c5c Qh9h8c5c2s Kh9s5h5d4s 
AdTs7h6s4c 9s7h6s5s5h AdQc9d5s5d Ac9d7c4d3c 
QcJs8c7d3s KhQc9c7h2c 9d8h7h6c2d KsQs7d6s5s 
AdQs6h6c3d KdTh9c6h5s JcTc8h5h2c Jd9c8c7h5s 
AhTh9d6c3h Tc9c7c6s5d Js7s6c5d5c 9h8s7d6s3h 
9s9c7h6h5h JdJcTh9h3h KhQc6s6c5d KhJc9s8d6s 
KhJs5h3s2c 7h7c6c4d3d AsQhQc7h3h KsQdTh9h4c 
Ad7c6h4d3s AcKs8d4s2d AdQsTs9s2s KhJc5s4c3s 
Js9d8d7h5c AsQhTc7c3d KhTh9h6s4c AdQh7h4d2d 
ThTc8c7s5d JsJh8c6s4d JsTd8d4d2s KdJs7h4d2s 
KhKd9h3c2s KdTc9d4d4c KhJh6c5h4s KhQc7s6h4h 
KhJdJc9c5c KcTd5h4c2h 9c8h7h6d2c KhJd9h2d2c 
KdTs7h6h5c 9h8d7s6d3h Qh9c8h5c3s AcQc6c5s5d 
KsTc9s8h4d QhJh7c5c3h KhJd9s8s5c JdTh6s5c4d 
8d8c5d4c3h KsQhJd7d2h AhTs6c4d3h AcKd7h6s4s 
KdQs6c3d3c KcTh7s6d4h AdTsTh9s3c Tc9h9d6d2c 
AsTs7h6s4s QdTh9c6d4d AdQd9h7c4d AcKcTc9c5c 
AdTs6s3d2h AcKcQc8h2s Tc9d8d6c2c Kc6s6h4h3c 
QdTs9s6c5s JsTs7d4s3d KhTc9c6s5d QdTsTc3s2c 
KhQsTd9s2s AsJd9h5d2h KhQdTs8h3c AhTs7c6d4s 
AcQc8c7s7c Kc8d6s5c2d 9d9c5h3h3c AsTh8h5d4c 
JhTs9c8s3d AdTdTc5h3d KcQd9d6s5d QcTs6c5c4h 
AdTc9s8s5s AcQcTc7c5c AhQd9d8s3c Jh9c8c7s2h 
QdTs8c6s4h AhKs5d4h2h Td9d8s7h7d KsJc5s3h2c 
Kd9d8d6s4s KhJcTh4s4d AhQc9s9d5c AcTc8h8c4c 
AdQd9s7c4d 7s6d5c4d4c QsJh7h6c5h AhJc6h4s4d 
AsTs7s6s5h Kd6h5h5d4d AsTc9d4s2h QsJdJc6c3h 
Js6s6h4h4d 9s8d7h6h3s 8s6d5c4s4d KsJd9h6c5d 
JhTsTh9h2d KhKcQd8s3d Js9c8s8d4d QsJcTd4h4c 
Qh8d7c5h5c AcTs9s9d6s Td6s6h4s4h KhJd9h2s2d 
Jd9d8s7s3c Ks8s7s6h5c AhQdJd7d7c KhQd8s7s3h 
Ac7h7d6d4h QhTd9d7c5s QsQc9h9d4h KsQhTd8s3c 
QhJhJc9h4d KsQc6h6c5d KdTc5s3s3d JsTs7s4h3h 
QsQd4h4d3d KdQh9h7d2h Qc9s8h6h5d QsQhJc3h2d 
Qs9h8c5h3s AsTh5h3h2s QdJh7d7c6s Ts9c8d6d5h 
KhTs7s5c3c Td9d8h5h5c KhTd9s9c6d AhJsJd9s2c 
KdQh8s4d2h AcKd8d6h6d KsJh7c5s2c KsQhJc9c5c 
KcQh8s5d4c Qd9c8d5c3h AhTc6h4d3s JsJc6s4h3h 
AcQh7s7c4c AhTd8s6d2s Th9h7h6d5c AsJc8h6c5d 
KdTc6s5h3d JdJc8h7s4c KhJh9s6d6c 7d7c5d4h3c 
KhJd6c5h3s QdTs9h8c2d TsTc7s7h2c Tc9c8h6d5c 
As6c4s4c2c KsJhJc8h5h Kh9h9d7d2s JsTh6d5s2h 
KdQs9d3s2c Jd7d6c5s3c KsQd7d7c6d KcJc9s9c7c 
QsJd8c7c6h JcTs7s5c2d Jc9c7s6s4c KcTh6s6d5c 
Qc6d5s4d3c AcTc6s5h4c AcKhTc6c2s Jc9d7h7d4c 
Jc9d8d7h4h Ks8h7s6c5s AdQs9d6h6d Th7d6s5h5d 
QcJs9s5d2d KdJd8d7h6d AhTs3s2h2c Jd9c8d6c3s 
KdQhTh9s4h KhJh9c8h5d QhQcTh8s2h KcQsTs9d4s 
QhTs8d7h4c KdJd9d9c7d KcQs7h6c4c QsQh9d9c4c 
AsKs7d4h2c KsJd5h4h3d AcKcQd8s2c 8h7c6c5s4c 
KhJs8s7d6s AhJc8s8d5c Ad9s8d7d5d KsTc9c6d5h 
KhJh6c4c3c AdKd9d6d5s AhKc5d4h2h KhJd7c4d2h 
QhTc8c5d3d KhJdTc8c5c QsTd6c4d2s QsTs9s5h2h 
AdQd3h2s2h AdTs9d7d2h JdTs7h5c4h KdJs8s7c6s 
Tc7c6h5s5h AsQd8s8h2c QhJd7d4d3h AsQh7h6d4c 
AsKc9d7c4c AsJh8s5c3s JsJd7h7c5c AsTd7d6h5c 
KhQh6h4d3d AsQc8h3h2s KsTc6h5s3d Ac7c6h4s3d 
QhQd4s4c3h AcQsTh5h5d QdJdTs4h3d 8d8c7h7c5c 
AsQs9h7d2c 8h7s6s5c4s AdKsTc4s2h QhJhTh6s6c 
AhJsTc8c2c AdQsTc6h6c KdQhJc7d4d AhKh6h5s2d 
JcTh7d6s5s Ts9h8s8d6c AsAdAcQh3h KdTs7h5d5c 
AhTh7c6h4h AdJdTd9d2d KdQcTc9s4c QsTs5d4d2h 
QsJsJd2s2h KdJc8h8c4h JdTd6h5d3h Qh9h9c7s4s 
JsJh9h3c2s Qs9c7s6c4s KcQdJh7h2d Kc9c8d5s3s 
KdTc9d7d4s KcTdTc4s3h KdQh9c6d3s AsQd6s3d2d 
QdJdTh7d5d KhQc9c8d3d Th9s8s6h2h KdQs9s7d2s 
AcKdTc5c3c Ah9s5h4d2s QcJc8h5h2h AdJs6h6d5d 
KdTsTc7c2s JhJd7d5s4c AhJh7d5h3c Jh7d7c6s6h 
QhJc8h4d2c 9s7c6s5s5c AdKc7h6h4s AcTc9d2s2h 
9s8c7h6h3s QhJd8h7c2d As9h8s4s3h QhTs9s7c5d 
QsJhTd4h4c JsJd6s4h3h Jd9s8s7c2d AdKc9d8d2h 
9c8d7h6d5d 6h6d5h3d3c KsTs9c7h4s KcQhTc8s4c 
KhQd5s4c3h QdJc7h6s6d Qh9d7h6d4h Kc6d5h4c2h 
KcJhTc9c4c JsTd8c5d4d AdQc8h3h2d Ks9d8s8h4d 
8s7h6s6h4h AcKsTd5h3d Qd9h9d7s4s Kc7d6h6c3h 
KdQsJh7c5c KdQc8s8c2d AhQc7h7d3s Ks9s8s6h4h 
KdJs7d4s3d 9h8c7c6s2h KsJc5c4d3d Jd9s9d8h6c 
Qh9h8c6s2c QsTd8h6h4c KhJdTc6h3h KhJs7c5h2c 
QdTd5h5c3h QcJh8d6s6c AdKdJd2s2c QdTs8s5d2d 
Td9d7c6d5h KdJdTdTc2d AhJd4s4h3c QdTd7h5c4s 
KsQs8d6h2d Kd9s5s5d4h 9h8h6c5s2s KdThTd3c2c 
QsJd9h8h6h KsJd9d6s2s AdQhTc5c3s KcQh8s7d6d 
AsQh8d8c6d Js9h8s6h3d AdTh9s4h3s Ad8s6d5c4d 
AsKh9c7h4h QhQdJs8c3d KsJsTs6s4d QdQcJs3d2h 
AcTh8s6d5h Qh8c7s5s5h 9c8s8c7d7c KsTs5s4h3h 
QhQcJs6c2d JdTh6c5s4d KhTd7h5h4s KcQh8h8d2c 
KsQd8s4d4c QdJh8h6d2h JcTd8d8c2c KhQsJh4h3c 
KsJhTs3c2d JsJc9s7h3d AcQd8h6s5s AsTd9h9d6d 
KhJh6d6c3c QsJh9c6s6d KhQdTs8c2h QhTc7c6s4d 
