AhJh8d6s6h 
9d9c7s7d2c Qh9d7c5h5c 9s9d6s4c3d AcJsTs8d2s 
Tc8h6h6c5c Ah9c6d5h3s Kh8s7c5h3c AsJhTs3s2d 
QsQhJd4h2c KcJs8c4h3s AdJhTh8c3h Td9s6c5d3c 
QdThTc7d5s Ad8d8c5d4s QcJhTd8d5d KcTs8c4h2s 
KcQs5h5c4d TdTc9h6c2h AsTh5c4d3s Qc9s8h7c4s 
KdQs6h6c5d Ad9s8h7c6c QdJd9c7d4c 6s6h5s5h2c 
KcJd8c7c5h Ks8h8d7h5d QhTs7s7c3h 9s9h5c3s3h 
Ad8h6c5c4h KdThTc7d4d Jh9d8s8c7h QdJdTsTc5d 
7d7c5h4c3d KcTd7d6d2c KdKcJd9d2d AsKs5h3d2c 
As7h5h3s2d KdTc9s3s2d JdThTd8d5s AhTd5c4s3h 
AhJs9h7h6h KdQhQc5d2d 8h8c6c5s2h AhKcTc4s4c 
Ts9s9c8c4c 9h7s7c5h4c Kc9d7c5d5c Qh8h8d7s4s 
JcTd9d4h2h AcKdQh4h2s KdQc7c6c5h KcJc9d8c6h 
Jd8d6h5h4h KhJcTh6s3h Jd9h9c7d4c AhKs9s8s6s 
AcJd8s7d6d Qc7h6c5s3h Ah6h5c4c3h KcQd8h7s7d 
AcKh9h7d4h Qc8s8c7d4d 8d7h6s5s3h QhJd9h4d2s 
Kc8s8d7d5s Qs9s9h8s7d KcTd9h7s5h KsQc6d5c2d 
AhKd9d7c4d AhJc6h5s4h AdKh9c6s6h KdQdJh6s6c 
QsQhTc6d2h AdKcTd4s2d QsQhJd9d5d QcTh9c7s2s 
JdTsTc8c5c Jh9c7h6s5d KhTd6h4c2d 9s7s7d6d3h 
KhQs6h5c4h KcQdTh5h4s Tc9s8h7d7c AcQc9h5c4s 
KcTh9c8d2s As8c7s4h4d KcQcJc4s3h KsThTd6h6c 
KhJc8c4h4d TdTc7d4c3s AhJd7s7h4h AcTs8h7h4d 
AhQdJd7s4d Td9c8s5s3d KdJdTh9d5d QsJsJh4s4d 
TdTc9s9h2s Kd6d5c4s2c AdQcJc7h2h Kc6d5s5d3c 
Ks9s9d8s7h Qh9h9d8c4d Qs9h8h5s3c Qs7c6s5c3d 
Th9h6d5s5d AsQhJh9h4d Kd6d5h4s2h TsTd6s5h3h 
JsTc8c5c2s 8h8d6s6d4c QsJd8c6s5s 7d6s5c4d4c 
TsTd8d8c5d KhJh7s5c2s Kd9h6h5s2d AhTh9h5s4d 
QsTd7s4h3h KsTh6s4d2h KsKc9h6d3h Ah9s4s4c3h 
AdKc9s7d3d QhQd7c6d4d 9h9c8d5d4c QsJsJc5h3s 
AsKdTd6h3d Ac8c6d5d2c KcQd9d4s4c AdKcTd4h2d 
AsQc8s8d3h KsQdQc9h4d AdKhTh4h4c Js8h7h6d4d 
JsJdTh8s2c KdJh7d5c4d JdTdTc8d5s KsQh8h4s3c 
KhJc8h7h5s KhQhTd9s4h QhJd9h8h7h AhQc9h3s2s 
JhTh8h8d6c AhJdTd9d2d JhTd7s6s5c ThTc8h3s3c 
QdTsTc6c2s 8d8c7s5d3c AsJd8c7d2c AhJd9h8h6h 
QsTd9s4h2h QhTsTd6d2s Ks8s7c6c3h AdTd8s7c3d 
AdKc9c8c6c JhTc9c6c2h QcJhJd7h2c 6c5s5c4s4d 
TsTc9c7d5h KsQhJh8d2d Jh9s9d6h4d KdTh8c6d5d 
Jd5s5h4h4d 8h7s6d5d3s TsTd9c6h5d KcJd9s6c5c 
QsJh9h4d2s QsJhJc7c2s QhJh8c6c3s AhQdTs6c3d 
Kc7s7h6c3h Qd9c8c5d3h Ac7d5d3c2h AsKd8s7s3h 
AhTd9s5h2c QsQhTd4c2s KhKd6c3h2s Ac7c6s6c5h 
KdJcTh9s4h KdQc9s9d7d AcTh8h8d3d AsKs9d9c3h 
KhJd8s7h5h AdJsJh5s4s AsTd9s3h3c Ac5c4d3d2s 
9d8s6s5h3d QhTh7d4s3s Qd9d7s5h4h QcTd9s7c5c 
Ah8d6s5s4d Qc9h8h8c5c AsKhTh6c3h AsThTd7h5h 
QsTc9c6h2h Kh8h7c6c3d 9h8c6c5s3h KsQsJsJd4s 
JhTs8s5s2h KhTsTc7h4h QhQc7h5c2h Js9h8c7h3s 
AsKsTs5c2h KsJc7s7h3h KdQd9s6s2s Ah6d5h3c2d 
JsTs6s5h3h AhJs8c7d4s KhTsTc7h5h QsQcJd4s2h 
JcTsTd9h5c AhJs8h6h4c Ac6s5d4c3h Ac5s5d3h3c 
QcJd8d7d6s Jh9s9h7s4s AdQcJc7h4c Ac5h4s3h2c 
AhJs8c7s2c KsJs9h8s6d Kd9d8c7s3s KcQh6s6c2h 
AhKsQs6c2d AdQdTs8d2d KdQsJc9s6s Td7h6d5h3s 
KsQsJsJc4s Jd7c6d5c4c AhTc9h6h4d JhTs7d5c4s 
QhTsTc7h5d JcTc8c6d5s QhJdJc9c5c QhQc7c6h2c 
Ac9h7c4s2h Qc9h7d5c3d QdThTc4h2c JsTc8s4s3c 
AdKcJd7s2d KsQhTdTc4h QcTsTd4d2s AsJc6h4s4d 
AhQh5s4h4c Kd8c6d5s2s JcTdTc5s3h AhJs8s7s6c 
ThTc9s9d2d AdQsTc6h3s QsTd8h8c6h KhQhTh6d5h 
QsJh8d4s3h QhJs8d4s3h AsTh9s3d3c KsTd8s6h5s 
AdQh9d5d3s AsQhJh7d3c KsTdTc6c5h KdJhTd4s3d 
JhTh9d6s5h JsTd9d4c2c Th7s6s6c4h QdTdTc6h3s 
AdTc9h7c5c QcJcTh5d2s Qs9s6c5s4c QdJhTc5h3h 
Qd7s6d5c3s AdKs9d6h6d Ad9d8c6h3s AdKhQh9h4c 
QsJs5s4c3c Td9s8h8c7h Ts8h7s7c4c QsQd9c6d4d 
KdQdJc7h2h AhQc9h5h3d JdTh9c7d3s Kd9d8h7s3s 
AdQs8s6h5s JhTsTd6h4h Ac6h6c4h2h Ks9s8c7d3d 
KcJs7h6h5d Ah9c4d4c3h KsTh6h3s3d Ad5d4c3c2s 
JhTd8h8d2d JsTc9c4d2d QdJc8d7c2h AdJs8h7s2h 
Kd8c7s7d6h AhKd7c6h3h Th8c6s6c4s QsTd8c6d2c 
AhTc6d5c4d AsKcQh4c2c AsTd7s4s4h Td9c8s6h5d 
KsQc7h5c4d KsQd6s5h5c QhJc5d4d2h JhJc5c4s2h 
Ks9h6h6d4s KcQs6h5d3c 8d7d6c5s4h JhTd7c5s4d 
AdTd9d5c4h 8s7h6h4s4c KhJc9s8d6c 9s9c8s6c4c 
KhTd9c3c2h Td9s8h5h3d KdTs9h8c4d AcQh9s9h6d 
Jc5s5h4s4c KsKh6c3s2d AhTc5s4d3h KdTh8h7s7h 
AsKd9c5s2h JsTd9h7d5d JcTd9c5s4h QsTh8h7s3h 
QdTc7d4h3h Qd9s6h5s4h Kd9c6h6c4d KdQc6h5c2h 
Jd9d7h5h5d Jh9s9c7h4s JsJc8s7c3s KhJs7s5d3d 
KsJsJh4s4c KcQsTd7c3h 8s8d7d6s3c Jh9d7h6s5c 
AcKhTs8h2h KhTs9h8c2d QcTd7d6s3s QdJd5c4s2c 
9d7c6d6c4h AhQcJs9c3c QdQcTh6s2c QdTc9d4h2h 
QdJd9s7d4s KcQcJd4s2h Qh9d8s7h6h KcJhTd8h5h 
Qs9s7c6s4c KcTc7s7d5h AsJcTh6c2h Ac9c6h5s3d 
QhTd7d5h3h KhQd9s7d7c AsKs9s8d2c Qc9s9c8h4s 
9d8h8c5h4d Kc9h9c8d2h KdQdTd8h5c QcTs7s7d3c 
AhKcTd5s2c TsTc8h5c3s KcJs9h9d5c Ac9s6h5d3c 
QcJc7h7d4d Qh9c8h6s3c KhJd8h7s3s AsJdTc8d2d 
AhKd9h5s2c Ks9d8s8d4c AcTdTc9c6c AcKhTh4h4d 
JhJdTh9h2s QdTs8c6s2c 7s6d5c4s4c KhQc8c6h3h 
Kc9h9c5h5c AsKs5h3c2d KsJh7s5c4s KsKc6s3h2d 
Ts7s7h6d6c JcTs9d6h6c TsTc7c5d3d KdQdTs9h4d 
KcJc5h4s2s JsTc8s5h4s AhJd7h6h4s AhTsTh6c2d 
Ks6s6d5h5c KhJcTc6c4s AdQd4h4d3h QcJd8s7d3c 
KhQc7c4h3h AcJcTh6c4c Ad8h7d7c3s KcQs8d4c3s 
TdTc7d5h3h KsQsQdTs4s Jh9c7d5c3d Qs9h8h7c6d 
KhTh8d7s5h Kd8h7d6h3c Ts9s7c5h5c Ks8s7h6h3c 
AhJsJd7h3h Th8h7s7d4s Ac6s5s3c2h AdQcJh9c3c 
Ah5d5c3s3h 9s9c8s6h5d QcJs4s4c3s 9h7h7c6c3d 
QsTd8s7c4h Ac5s4c3h2h KhJh8s5d2s KsJhTc8d2s 
Tc9s7c6d5h AcJd9d7d6s Tc9c8d5d3h Js5h5c4s4c 
Td8d7s7h4h Ah6d6c2h2d KsJhTc4d3h ThTc9h7d5s 
KhQdTh8c5h AhJc7h6h4d KdQhQc9s4h JsThTc6s4d 
Kh9s9c5h3s AdTd7h3s2s KhTsTc8s2c KsQcTd8d5h 
TsTd9s6h5c Kh8h7c5s4d AdKcQc6s2h KhQsTh8h5c 
KsQh9h4s4c 8h7c6c4s4h QcJs8h5d4c AdQs9s9c6h 
JsJc9d6h5h Kd9s8s6d3s AcKc5d3h2s KhQc6h5s3d 
Ts9s8h5h3d Jh7d6h5d4d Th9h7h5c4c AcJsTc3c2d 
QdJcTh5c3c AsJc9c8c6h JsJd9h6h6c Th9h7h5d4d 
QhTs7h5s3s QsQdJh9d3d AcKhQh7d2s QdJdTs5c2h 
TsTh8s7h3c AdKcTs6s3h AdJcTc8s3c QdTc8s6s5h 
JcTs9c8c5d KcJh9h6h2c QsJh7c5h5c KsKd7s2h2c 
Ah8h8c4d2d KcJc8d7c5h AdJc6d5h4d Ts9h6s6c4h 
KsQhTc7h5h KsKc6c3d2h KdJsTc5s3h AdJd4s3s2h 
QsQd8d4s2d QhQd8h4h2d AcQd9h9d6s JsJd5s4c2d 
AhTh9c6h6d QsQh9c7c5c Kc9h8d7d2c Tc9c8h8c5h 
JhTd8c5d2c KcQsTs4h3d KdQs6h6d2s KcQdJh7h5h 
As9c7h5c4h QsQd9c8d4h AsQc6c2s2c QhTs9h7c2c 
JdThTd8d6d TdTc9d4s2c Kh8c6h5c3c 9s9h8c7d6c 
KhQh7h5c3c 8s8d7h6c5s AcJd7c6c4h KdQd8h6d5c 
Tc9c8d7c6c KhJdTh7c3h 7s7c6s6c2d Jd9h8d7d6s 
AsKs8s8d2d AcTs9c5c3d AdTc8s8h6c AdQd9d7h4c 
9c8h7c5h3d Qd9d7s5h3h AcKh7d4s3h 9h9c8s7d6s 
Kd7s7h6d3s QdTh7h7c3d QcTh9d7c5c KcQhJc5c3d 
Qd9c7h5h5d AdKc9c4h3h QsQh9h9d2h KsTh7c6h5d 
KhQdTc8s4d AcKhQh8d2s Qs9h7s6c5d Th9s9h8h7c 
QsQdTd9d3d 6s6h5s5h3s QdJh7h6d3h KcTc8d7s5c 
AsTd9d7c2c KdQcJs6c3h AhJc7h7d4h TsTd8h6c5h 
QcTd8h6h2d KcQs6c5d4c AdKd7c3h2h TdTc8c7s2d 
KdTd8h8d7d KcQsJd9s6s KhQsQc5h2h Qc9c7s6h5d 
Tc9d6d5s3s Qd9c7d6d4c AsJd5h3s3c JsJd9s9c3s 
AsKc9h5s4s AcJs7s6h5d TsTc9d6s2d KsQhQd8c4s 
KdQh6d6c2h QdTc8d5c3d AsTh6s5s4d Tc9s7d7c4d 
Ts9c6c5s3s KsTc7s7h4d KsQd6s6c2d AsKs5d2s2d 
AdQdJs3c2d AhKhJh4s2c QsQhTc9c4c QsQcJc6h3c 
JhTd9d5c2c Ks6s5s4d3d JsJd5s4s3d QsJs7h7d4h 
AhQd8s8c6d AsJc8c7c6h JhTh8h7c4d AdJd8c3s2c 
8s8d5s3h3d AdQh9s7c2d QhJs7h5s3h Ts9d8h5h3s 
Js9d8h7h6c QhJs9c8d5s AsKdTc5h2d Ac8c7d4d2d 
QcJh8h6c3h KcTd8d7h7d JsTs5h4c2h ThTd9s6d5c 
Ts9s8c5c4c KsKd5h4c2h KsTh6s5s2h KdQh8c4d3h 
Td8h7h7d5d AsJs8s5d5c AhKc7d3h2d QcTsTh6h5h 
KhQdJd8s2s JsJc9h9d3s Jc8c7s6c4s Js9h8d8c7s 
Ac8d6s5s4d KhQdJh5h3c KdTh7h6c5s KcJsTs6s4h 
9h9d6h4s3d QdJc8c7s2d Td9c7s5c3s 6s5s5h4h4d 
Ad5c4s4d2s KdJd8c7c2s JdTh9h5c2c QhTs9s8d5c 
JcTs7h6c4d AhQh9h7d6h QsJh8s8d6c TdTc9c7s5h 
Ah7c6c5d4d ThTd8s6h4c QcTh7h7d3c Ac8d7h7c3s 
QdJsJc4h3d AcKcTs5d2c As8s8h5d4s QhJh9s5c2c 
AhJh9h7h6c QsQhTd6c2s QhJd9s4h2d 6d5h5d4h4c 
As8h6s5s4c JhTc9d6d5s KcJd7s5s3d Jd9h9c5h3c 
AhQdJs7s7c AhQcTc6c5c Tc8c6h5h5d QcJd8d7d6h 
AdJh7d5d3s TsTd8c6h5c KsJsTd6s6h JsTdTc9h5s 
KcJh8h7c3h 8c7s6s6d4c Ac5s4d3s2c KdJh9c8h3c 
Kd8h7s7d6c KsQsTh7s4d QdJc9d4s2c Jd9h9d6c3c 
Th9s7s5c3c KsQdTs9c2s Ks6h5h5c3s Ac8c6d5d3c 
AsQcTs5h2s KcQs6s4c2s JsJc8d6h6d ThTd5s5h3d 
Ac5s4h4c2h JdTsTc9c3h JcThTd7d4d KhQhJhJc4h 
AhQhTh8h2c QdTh8c6h2c AsKs7h3c2c As5d4s3d2h 
KsKd8s3c2c AsJdJc5c4c QcTs7s6d3d AhJs7c5d4s 
AdQd9d7c4h QsQd9h8c5h KsKd9c6h3h Ks7h7c6s3c 
Ah8c6d3h3d JhTh9c6d5h KhQsQhTh4h Ad8h6d5d4s 
AcJcTc9c4c KhQhJs8d5h 8h7d7c6s6d QcJd4s4c3d 
QsJh8s4h3d 9h9c8c5d3h As6h5s3d2h QsTd8c6c2d 
Ah9c6h6d2c 9h9c8c7d7c AdJd6c3s3c Td9c8h5h5d 
Qh9d7h6s3d QsJhTs5c2d AcKs9h8d5h KsKdQs4s2s 
JhJc9d6d5s JcTh8h6c2h JsJd8c6c5h QdThTc9d2s 
QdTd8c7h2h QhJsJc7c2h QsTh8d6d5c KcTd8s6c5c 
QhThTc5c2h Qs9d7s6s4d Qs7c6s5h3c JdJc7h6h3d 
KcJsTc7h3c KsJsJh4s4d QsJsJc5d3s QhQdJs7d4d 
Tc8s6s6c5c QdTh6s4s3h Jd9h9c8c3d AdJc6d4c2c 
KcThTd7s5h QcJhTd8s4s QhTd7h6c5h QsJcTs4h3s 
Ac9h4h4d3c 8h7s7c6s6d Qd9c8c5c4d AdQd9d7d6h 
AcQd8h8c3s Jh9c7d6c3h QsJdJc4h3s 9s8s7c6s5d 
AsJd6s4d2d KsQh6h5c2c KhTh7c5h3c 9h8h7s5s3c 
KcTh8d4c3d Th9s8d6c5h KcQhTdTc4c Qs9h8h8d5d 
Qh9h7s5c4c QdTs7d5c4h JcTh8s6c4c Kc6d5d4h2c 
AsJs8s6h4d QhJdJc7c5c AhTdTc8d4d AsTd8h6d5c 
QdTsTd6s2d KsTs8s8c7s QdTc9h7c5s As5s4c3h2h 
Ts9d9c5s3d QdJs8c5h4d JdJcTs9d2d Js9h8d6h4s 
Ks7s7c5c3c QdJs8h8d6c JhTh5s4c2c Qc9s8s8d5d 
As7h6s4s3h KsJs8h8d6c KsKd9d4d3h KhQh9d5d3h 
KsJhTs6c3s QhQcJd7c4c QhQd9s8d4c Kd8h7d6h3s 
Th7d6h6c5c KhQsTh8d5h QsJcTs5h2d Ac8d8c5c4h 
Tc9h7h5d3d AcQsTs8s2h AsTd8c7s2s QsQc9h6s4s 
KsQhTs8d5s KsTs8c7h5s JdTs7h6c4d AsKsQh8s2c 
AsKd8c6h5h KsQsJc8h5s AhJh8d6c4h AsTs9s5h4d 
JdTh9d6c5d QdTd9d8h5s KsJc8c4s4h AhJd7h5h3c 
AsJh8d7h2d AcTh6h6d4d Qh9s9h8c4s AhKcQd4d2s 
JsJc5c4h2s Ts9h8d8c7h TsTh8s3h3c Ad8c7h7d3s 
QdTc8d6s6h 9s7d7c5c4d JdTd5h4s2s AcJhTh7s3h 
KsQd9d8h8d Kc8h7h5h5c QdJc8h6d4s Th9d7h7c4c 
KcTsTd6s5h AhQsTd6c3s KdKcTd6d2d QdQc8d7s2s 
JcTc9h6d5c KcJh9d7s5d AhQsJs9s4c AhJd9d7d6c 
AhKs9c4h3d KcTsTd6h6d KhTsTd8d6d AdKd8d7c3h 
TsTc6c4d3s KdJdTd7d4h Th9d7c5d3c JsTh9s5c4d 
AhJsTsThTc AcTd9h9d6s AsQs9c4c2c QsJd8c4s3d 
KhKc9d8d4s AhJd8h6h4s Kc9h9c7s5d As5s4h3c2c 
Tc9c6s5s5h KcJc8s7s2d AhQd8c7c6c KhQd8d4h3c 
AhKd8h7h3c JhJc7c6c5d AcJc8c6h4d AdJd4d4c3c 
AdJh9c5d3d KsQh6s6d2h TsTh6h5c3c TdTc7h6d3h 
JhTs8h5d4h AhJsTs8c3s KhQc7d7c4d TsTc7d5d3c 
AhTs8c7c4d 9d9c7h7d2c AhKh9h8c2s KcQc8h5s2s 
Kc8c7s5h4d KhKd9d4s2c Ks9h8s8h2c 9s8s8d5d4s 
JsJd8c2s2d Jd9d9c7h3h Tc7s7c6s5s 9d9c7s7c5c 
QsQh9c6s4s KhJc7h5d4h Kc9c7h5h4c JdTc9h6d5d 
AdTd7c3c2s AcQsTc5d2c Kh8s6c5c4s KdKc8d3s2s 
Jc9d7c6s5h Ts7c6s6h5h Tc8c7s7d4s AhKc9h6h6d 
AdQd9d5c4s KdQsTd8h5d KdTc9d8h2s AdQh9d3s2s 
Jd9h5h4s4d AsKh9d7s3s QsJh9d8h6h Ac7s7h4s4h 
KsKcJs9s2s Jd8s7s6d4s AdJs7d6d4h AdJh8c7h2c 
AdQsJc7h7c QsTh8d7s2d AdJh9s7h6h 9h8s6s5d3h 
9s9h6c5h5d JdTd6h5h2c AdKd6s4h2c QcTc9s4d2d 
KsJd7d7c4c Ks9s9d7h5c QsJhJc9h5h AcQs7h3c2s 
KsQsTsTc5d Ts9h8d7h7c AdKc9h7d3d Tc9c8h7c6c 
JsJd5s4h2d KdTh6d4c2h KhTd9s8c4h Ts8h7s6c3h 
AhKc9c7s4c AsJd8c6s4s Qh7c6h5c3d Qh9d8d7s6c 
KsTh8s4d2h QsQh8s7c2c 9d8d7h6d5s Qh8c6h6c5h 
Tc9c8h5h3d Qh9c8d7h4c AcKh7s6c3c JdTc9d8d5s 
Ks6s5h4d2h KcQhTs8d4h QhQdTd9d5d QsJs6c4d3d 
KsQh5s5d4c AdQc9s7h2d JhTd7s6c4h Jd9h7c6c3d 
QsTd6c4c3d JdTd7c6s5d AdKsJh7s2c Ks9h9c6s5d 
9s8d7s6c5s AcJs9h7s2h JhJc7d6d3c QhTh9s4d2d 
Kh9s6s6c4h QcJsTh5s3s AsKcTs4d2s QhTd7h5s4c 
AhJsTs9s2s QdJs7h5s5h 9h7s7c5s4c JcTs7d5h4s 
KdJh7d5s4d AsQhTc6d3h AsTd5s2h2d Js9h9d5d3h 
Td9s9c5d3c QsJcTh5c3c Tc8d6h6d4h AdKs9d6c4d 
AsJhTh8d2h KcJsJc4d4c AsJh7c5d4h AdKhTh4s4h 
AdKdTc5s2d AsTh9h7h6h KsQhTd7c5d KcJsTc6d3c 
AdKcJh5h3h KsQc7c5c2s Kd9c8d7s2c KsKh9d6c3c 
AdKdQdJd6d AsKd5h5c2s AdKd6s4c2h Qs9c8c5c4s 
Jc9c7d6d4d Ts9c8d7s3d AsKs8c7h3s AcKc9c8d2s 
QsJc6s4s3c Ad8c6h3h3d AdJc9d4c2d QdQcJd6d4d 
KdQsTc9h4c AhJs9h8h6h AdJd6s3s3h KhJh7c5s2c 
Qh7c6d5d3h Ts9d7s6c5h TsTd7h6d3h Ts9c8h6h3c 
KdQdJs5d3c KdJh8c6d5d QhJs9s3h3c Ts9h6s5s3h 
Ks9d8s7h2d JhTc9h5s4d 9d8s7h6d5d Ks8h6s5h3h 
Ah9h6d5c3s KcQcThTc6c Th9h8h8c5c KdTsTh7c5s 
Th7s7h6s4h AhTh9d5c3h 9h9d6d4s3h KcQcTd8c4h 
KcQc8s6d3d JsTs8d7d2s 6d5h5d4s4h Ah8h6s5h2s 
Tc9h7s5h3s Tc6s6h4h4c JhTd9d6h2d Kh9s9h6s2d 
QsJd9h9c7h Th8h6d5s5d Jh9s9d7h4s AhQsTc8d2c 
KsJh7s6h2d Ks6s5h4c2h KsJs8h7s5c KdQdTs8d4h 
AcQh8c4s3d KcQsTc9d2c Kd9d9c7s5h AsTd9d7h2h 
AcKc7d6s3c AhTs5h2s2d JhJc9d6s5s AsTc4s4c3s 
QhJc6s6d5h AhQh9h7h6s KcQd9h9c7c AhTd9c7d5d 
TsTd5s5c3d Jh9s7d5s3d KsJh9h6h2s QdJh5s4s2d 
QcJd9c4h4d Td9c8c5d3h JsTs8s8c6h QsJd5h4h2s 
QdJc6d4s3s Ts9d7c5s5c KdJd7h5d3h AsTd5d2s2d 
QdTdTc7s2c Qd9h6c5h4c TsTd8s8c5s QsJhJc7s2c 
QdJd6h5s2s AsJhTsThTc TsTc8h6h3c AsTc9d5s2h 
QcJs9h7s5d JhTh6s4s3c AdTd7h6h2d JsJcTc9c2d 
JdTs9h8s5s JhTdTc6h4h JsJd9d5h5d KcQsTh6d3s 
AdTc7d4h4d QsTs9h4c2c AhTs9h5h3c AsJs7h7c6s 
9s8s7h6s4h KdJhTd7c3d AsKs9d6s4h 9s9c6h5d5c 
QsTd9d8c5h AcKh9d8c3c Ac9d8s7h6s Ac7s4s3s3c 
QhJs8c4h3s Jc7s7d6c5d KhJsTc4h4d 9s8s7h5h3c 
KdJdTc6s6d KcQdTs7h5s KhQcTd7h4h KhTd9h8s2c 
KsTc6s4d2d Td7h6s6h4d QsJs8c7s6h 9h9c7d7c2h 
AdJsJh7d3d Jc9c6d5d4d AdKc9h8s5h AcKcTh5s2c 
JdTd6s5s2h Ts9h8d7s7c Ad9d6h5s3c Ts9s8c5c3h 
KsTc6s3d3c KhJc9s6h5h AdTd9c5h3d QhTs7s7d4d 
Kh7c6d4c3h Kh6h5s4c2s Jc9s7s6d3c TsTd9h9c2c 
AsJhJc9c6c QsJsJh5c3s AcKsTc4d2c QdTs9d4c2c 
QhQdTc6s2d Qc8h6h5d4d JsTd9h6s6c QsJdJc8h4s 
AhKsJc5c3c Td9c6h6d4h QhTs6d4d3s AcKc5d3s2h 
Kh8h7c5s3s AdKc9s5d3d AsTs7d3h2h AdJhTh5c3h 
Ah5c4h4d2d AcQh9s7d2c Ad8h8d5s4d QcJd9h6h5s 
7d6c5c4d3c Qd9d7h6s5c Jh7s7c6h5c QcTc8h7s2s 
Td9h8c7s7d KhJcTd9s5s Tc9h6h5c3c AhTd6h5h4c 
AcKs7d3c2d JcTh8d6c4c KdQsTs4c3h AhQh5c4h4d 
Kd9h9d8d7s Tc9h9c8s7c AdKc8c7s3h KdJs9c8s3c 
Th7c6h5h4c JdTs9h6d5d Js9d9c7s4c AsQhQc6h3h 
Qd8h6s6d4h Jd8h7h7c4d Ts9s7s7d5d KhQhJc5s2d 
QdThTd7c2h AsQh9h9c6d JhTd9s8d5d KsQcTc8c5h 
QdJh9d4h2c QsTc8c7h7c AsJc8h6s4s QdQc9s9c2c 
Ad6h5s4d3c KsTc9d7h5d Qc9d7s5s5c As5d4c3d2s 
QhTc8s6s5d Qs7s7c6h4c Ks9c8s8c2h KdQc9c4h4d 
Ac9h8d7s6s QsThTc9h5d KcJdTd6d4h KhJs9c8d6s 
JdTs7c6h4d QsTh9s4h2h TsTd9h6c5d JsJh9s5s5d 
9h8s8h7s5s JdTh8c6d4d AhQd8c7d3c JhJd9s6s5c 
QdQc9h8c4s KdKcQs8h4h TdTc9c6s5h Th9h7s5h4s 
KdJhTd5s5c AsKs7d6c3s JhJc8d6d3h JdJc8c4d2h 
JcTs7h5s4d AhJd9h5s5h AcThTc6s2d AcJc4h3s2h 
JhTc9s6h5h Ks9h6s6d3h Td9h9c5d3h JdTsTc9h3d 
KsQd5s5h4c Ks8c6s5c3c Ac6c5d4d3c JsTh9c6s5s 
Th9s8c6c3s Ts9d6s6h4d AsKhQh5c2h Js9h9d8c7h 
AcQs8d7h5d AcTc9d8c4c JcTs9s6c2s QsJcTd6h3c 
KcThTd6s6h Qd9c6h6d4h KsThTc7c5d KhQhThTd5c 
Td9s7h5h5d KdJd7c5s2c KhKdTd8d3d QhTh7c4d3d 
AsKc8c7h3d AsKd8d7c3h KhTd6h3s3d Tc6h6d4h4c 
KcTsTh6h5d QsJd6s4s3d Qc9c6d5c4d KcTd6d3s3c 
9s9h6s4d3h KcQdTd9d4s Qh7s7h6c4s AcQsJs9d4s 
9h9d8h7s7h AdThTd5d3c QsQd9c5h3s AcJs9h5c3c 
AcJc4s4c3s KhJcTs9d4s Qh9d8d5h3s 8h8c5h3s3c 
Ad5s4d3c2c KsJhTc8h5h 8s8h6h5d2s KsQsTs6c5s 
KdJsJc8h5s KdQdTsTd6d AdQsQd4d2d QhTh7s4d3d 
Ts9c7d5d5c AsKdTd6d6c KsJs8c7c2d AhJdTd8d2c 
QcTc8s4s2h KsJh7h6s2c QdQc8c4d2c Tc8s7d7c4s 
AdQc8s6s2c AdKdQs9d4d QsTc9h7c5d ThTd5d5c3h 
KdTc7h6s5c KdTc7d6s2s QhTd6h4d3h KcQhQd7d4d 
KhQd6d5s2s JdTs9h4h2s KhJc8h6c3c AcJc9d5c3h 
KsKhKcTs8c QdJh7s5s5h 9d7s7d6s3d QcTd7c4h3h 
JsJhTc9d4c KsTc8c7d7c JhJdTc6s3h AsKc9s6s6d 
AsQhTs5d2s AhTh7d3d2s KhJs9c8s3c KsQc6h5d3s 
Kd7s7h6d3h AhTd9h6h4s AcQsJc3d2c Kh8h7d5c3d 
QsTsTc7h2c Td7h6d5d4h QdTh9s5d4c AhJd6c4s4h 
AsJd6s4h2h JsTd9c7h5h JhTh7c4h4c KdKc9s4c3c 
KcJcTc6d2d Jc7s6c5s4s KsJhTd7h4h Ks9s7s5d4d 
TsTc9h8h6h KhQh7s4s4c JcTd9d5s2s Ac9s8h7d6d 
QdJsJc9s5s QsJcTs4d3s AsKcQh8h4h AhJcTs6c2s 
JsJh9h9c3h QhJcTs6d3c Th7h7c6c4h ThTd9s6c5h 
AcTc9c5s4d Qd9s7d6h3s KhJs8h7h5d KdQd7s5s3d 
KsJsJc7s5s Th9h6s6c4c AcJd6h4s4c KhQs7c6s5s 
KcQcJh4s2d Kc9c7c5h4h KhTd7d6h2d Th9d7s7h4s 
As8c7h5s2d 9h8s7h5s3d JsJh9c6d5d Kc6d6c5s5h 
Ah9c8d7s6d ThTd7h5c3c AcQhTs6h3d AsJcTc7h3c 
KdJs8d7d5h AsJs8d6s6c 9s9c6s5d2c AdKh7s4c3h 
Td8c6s6c4s AcQhTh9h5h JsTd9d6d2s AdTc7s3c2d 
Qs9d8s6h3d KhJsTd7s4s KhQhJs5h3d AcJdTc5c3c 
KhTd7c6s5d AsJhJc5h4h KdJd9s9d8d QhQdJc4h2s 
KsQhJd5d3c KdQs8c7s7h Js9h9d7s4d QdThTd6s3c 
KsJdTdTc5d JcTsTh9d3c KdKc4s4h2s Qd7s7d6s5d 
