QdJs6h5h2c 
Kc6s5c3h3d Th6s6c5s4d Ad9s4s3s2d AhTc8s4s3d 
9s9h7h4c2c KsTh8h6c2d Js8h7s5c2d Qc9h6d5s5d 
AsJs8s4s3c 9c6d5d3c2c Jd9s9d5d2h Jd6s5s5h2d 
JsJd5c4c3c Kh7s6c5d3c 9s8d8c6s3h 8d7d5c4d3s 
Kd7d7c6d3h JhTc7h4s2d Th9s8s8d3s QhTd3s3d2s 
KhQh3d2h2d Qh5h5c2h2c 9h9d8s3h2s Qh9s9c7d4s 
9h8s8d7c4h AhQd8s7c3c Kc9s8c6c3h AdTsTh5s2c 
QcTh9s7s2d KdQc7s3d2s KdQh8d7s2c QsTd8h4h4c 
Th7h6s5h2s Ks7h5d3s3c JhTc6s6d3s KsTc9d7h2h 
Th7s7d6s3c 9d7s6c2s2c Qh7d6d3h3d Kh8c4h4d3d 
Tc6d6c4d2h QsQdQc9c8d Qc8s6c5c4c Kd8d5c3h2c 
9s9h6c5d2d QsQh7s7h7d AcKc7c6c2s Th9h8d5h2c 
Js7s6s5d2d AhQc8d6c3c QcTs9s4s4h 9s8s6c3h2c 
Qc9c8c6c4d Th9d7s4d4c Qs7c5s4h3d JsJc8h7c3c 
KdTh6c4s3h Ts7s6s6h4c Kc8h8c4s2s Ah7h3s3c2s 
Tc9h7s2s2h KcQs9d4s3h JcTc7d3d2d Ac5s5h4h2s 
8s7d6c4h3c KsQc7d3s2d Tc9s4s4h2h Tc9h8s4c3d 
Ts9c8d7c3c 9h6d6c5s4h Kh9s7c6d3d Td9h6d4d4c 
Th9h8h5s5d 9h9c7h4d2d AhTh6h5h3s Kc8c7s4s2c 
AhKd6s4s3s As8s5d3s3c Jh7d7c5d4d As8h5h4d2d 
KhQc9s6h2h Qs9h6s5s4s Jh9h8c2h2c QdTh7h4c3h 
8d7d6s4c3h 9d8s8h4s4c Ah9s7c6s3d KsJs9s6h2d 
AcKs6h4s2s Qs9h7c6c4c KsQs8c5s5h AdTs8h5h3h 
9s7c6c2s2h KsTs6h6d2c Ts9s8c5s2d 9d6s4h3h3d 
KsThTd6s2s Kd9c7c5h3s KdQs6h5s2s QcTh8d4s4d 
Tc9d6s3h3c KdQcJd7h2d Td7h7c5d2c AcJc7d4c3c 
Jc7c6c5s2s Js9c6c5c3d AsQh8h8d2c Ks8d5h3d2s 
Td8s6h5s3s KhJsJd3d2d Kh9s7d6c2h JcTh9c5c2c 
8d7d4h3h3c KsJd8s8h3c Qc9d8d6h4d AsTc3d2s2h 
Kh7c6c5d3s KhJd8h8c3s 9d7d5s3c2s 9h7d4d4c3c 
Ts9c8d4s3h Ts9h7d4h4c JsJc8h4d2s Qc9s7h5s4d 
Qc8h8d4c2h As8c5s4h2s KhQc8h7d2s As8s3c2d2c 
QdTc9c3s3c Jd7c6h5d3d KhQs9d7d3c 9s6d5c4d3h 
AdQc5c4c2h QdJd6s4c2h KhTc8d5s3c AcJc8c4c3h 
Tc8c7s6d2h KhQd9d4s3c QhJh6s4c2d Td7d6c5s5d 
9s9d8h3d2h QhJs6h4d3h 9s7h6c4s4d KhJc6d5s2c 
Tc9s8s5h5d 9d7s5h4d2s Th8s7h5h5d 7s5h5d4s2d 
Ad9c7s3h2d Ks7s5s5c4h 8c7c5c4h4d Qd9c7s5h4h 
KcJs8h5s5d QdTsTc5c2c Qh7c6c4h2s Tc9d6d3c2d 
Kd8s4d4c3c 8d6d4h2h2c As9c8h5h3h 8h7h7d4h2d 
6d5c4h4c2d Qc8c7s7c3s 9h9d8c6s3s QcTh9h4s2h 
Td9d8h6d3d AcJs9s6s3h Ks9h8s7s3d Kc8d4s3s3c 
Kd7s7d6d3c QdTd6c5h2d AhKh7h3h3c Ah8s7c4h2h 
KhJd7c4s4d QcJc5s5d3c QsQh4h3h2c QhTsTh7h2c 
7h5d5c4h2d Js7h5c3h3c 8s7c6d5h2h 9c7s5s5h4d 
Jd8h6c3h3d Td9s5s5d2s 9s9d8c2s2h Tc7h7d6h3s 
Qs9h7s5h2s Td9s4s4h2d KhQs8s3h2s QdThTd7d2c 
KsTd6h6c3d Kh7s6s5d3c Qh8s7s4h3h Jh6h5h4c2c 
8h6s6c5c3d JsThTd7c2c JhJd9d7d2s QcTh8s5h2h 
Kd9s9h3s2d KdQc8s5d3d Ad9h7s7c4h Qs9h7c5c4d 
9h9c6d5s2h Tc7h6d4c3s 8d8c6h4d3s AhKc6h3h2s 
8d7h6c5s2c Td9h7d6c2s KhTd6s4h2h Jc8c7c4s3s 
Th9d6s3h3c KhTd5d4s4d KdTs5d4d2c AdQh8c7s3c 
QsTs8s8c3h Td8d5s3s3d Jc9s6h6c3d KdJs5s4c3s 
Qs9d7h5d4c AhQh5s2h2c Ad8s3d2s2h Qs9s8s4d3d 
KdJd7s4h4d KcJc4c3s2s Js8s5d4h4c 9c6d5s5h4s 
Jd8d5c4s4d JhTs7h4d2c Qd9s9h5s4s 9h7c5d2h2d 
As8s5h3s3d KdQs5s4c2s Ts8h5d2s2d KsQh8s5d3s 
KdTd9s3h2d 7h7c5c3c2h KdQd8s5d5c 9h8h7c6d2s 
QdThTc6h2h Ts9d4d4c2c QdJs8d8c2h KdJs9h9c2h 
7s5d5c4c2s Kh8s6s3d2h KcQd8h7c3s Kc9h7d6s3s 
QsTs4d3h3c Qs9h6c5d3c AcJc4c3s3d Kd8c6s6c4h 
Ks9d6h5c4c 8d5d5c4c3c Kh9s8s6s6c KsQh9d4h3c 
QsTc9s3s2h QdJs9h4d2c AhKc9d4h2h QcTh8d4h3s 
Ts9s8d5s2c Th7c6c5c3d JdJc8d7d2s Kc7d6c4s4c 
Qs5c4s3h2c KhQc9d7c3c AhQd5d4d2s Ad8s6d4d3h 
AhKd9s4d3d QcTh3h3c2c 9h6s6h5c3d KcQd9s7d3d 
KdQs6c4d2d QsJs5s4d3s KcQsTh7d2h AdQd4s4d3d 
QdJh8h3s2s Ad9s9c8c4c QhJc6h4s2d AhJd8c7s2s 
AdQh8s8h2c Ac8s3c2s2d Qd8h5h4c3c 9d7s6s2h2d 
Qs9s6s6c5s 9c7s5h2h2c 9s7d5h4s2d Kc8s7c5c4c 
Ad9s9h8h4h Ks9s6s6h5s QsJd9d7c3d Ah6h4s4h3d 
Js8s6h5d3c Js9s8c2s2c Td7s7c5d2s 9s8h6h3c2s 
Jh8h6d4h3d Ad9s7c6s3h JsTh8d6c2c KhJs5h4h2d 
Qs9s6d3h2d Ks9h7d6c3c 8s8d5c3s2c Qd8h7h6s6h 
Td7c6h4d2h AsQd7h2h2d JhTsTd7c2c Ts8d7c4h4c 
KcQs9h9d2s 9s8h5s3c2h AhQc6c3d2d JsJd6h5c2s 
9c6s4d4c3d Ts8h7d6s3s Qc9d9c5h2s AdQd6s6d2c 
TdTc8h5d2s JhJd7h4h3s KcTc8d8c3s Td9d4s4c2s 
Qd9s8d8c2h Qc8s8h5d4h 9c8d7s7h4c Jd9s9h7c3c 
Td9d8d5s5h Ts9c8h5d3h AsKd4c3h3c KsQd8h5d3c 
As8d3s2d2c As9h9d5c4h AdQs8s5s2c AhQd7s2s2d 
Kd6d5s5d3h 9d7c5h2d2c Kh8s6d4h3c QsTc8d7d3h 
Ks8c7s6s3h Qh8d7d6s6d Ad8d5s5c3d JhTh7h4c3h 
Qd5d4c3h2h 9c7d5h4h2d Qc9d5h4h2d QcTd8s4d3h 
Qs6c5h4h2c JsTc6d5c2h 9s9d8s8h8d QcJd9c6c2s 
JsTs7d3d2d 9s9d6h5s2s Kd8c6c3s2d JdJc8h7d3d 
Ad9h5s2d2c KhTh8c4h4d Kd7h6h5c3s KcTs6s4s3h 
AhQh6h6d2c Qd7h6h5s2s AcQc9s4c2d KcJd5h2s2c 
AsQs6h2d2c 8s8c7s6d3s AhJc5c4c3d Th9c6s3h2s 
AhJh7h6d3h Jc7s6d5c3c Jc5h5c4d3d Td9h5h3d2d 
Td9c8h5s3h KcTc8h3c2h JhJd8h6s3h AdTh6s5h3c 
QcTh3s3h2s Ts9c5s2h2c AsTh6h5c3d Qd8s6d6c4d 
Qc7s6d6c2d Ts7s6s6c4d KdQc4s3d2h AhJs7h4c2h 
Qc8d7h4c2h Tc6c4s4h3s KsQh9d7d3c AsQc7s3h2d 
JsTd8d6d2d Kc5h3h3c2d Jd8h7d5c2s Th8s8d3h2d 
As7s5s4s3d AdTs7s7c3s KhJs9d9c2d Tc8h5d2d2c 
KcTh5c4c2s Kc8s6c3s3c Qs9s6c3d2c KsQc9s6s2d 
KhTh9s6h2h QsQd7s7d7c KsQc5c4h2c 8h6c4d2h2c 
9d8c6s6h4s Qd9d6c4h3s Jd9d6s4h2h KcQsTd4d2d 
Ts9d8c7d3d Ts8s6d4s4h KsTd7d4c3h 9h9d6d4d3s 
Th8d7h6c2s KdTh9c5s5h Qd9s9h3h2d Ks7d6d2s2c 
6s6d4d3h2s KdTc8d5h2d Qd9s5c4c2s Ah9c7h6h2s 
KsTs8h4s4c Qc7s6h6d5h KsJh6c5d2h 5d4h4c2d2c 
Ah8d5h4s2h QhTc7c5s3c Qc9s5c4s2c Jh7s5c3s3c 
Ts8c4c3s3d AcQs8h5d2h AhQh7h6s3h Ts9s7c6h2d 
Jd8s7s3d3c Th9c5h2s2c Js9d6c5c3c AcTc6s4c2d 
JdJc6h5s2d 9d8h8d7s4d Kd6h4h3h2d KcQhTh7d2h 
TdTc9c8c2c KhQc5s2h2d Qh9h8h6h4d Ah9c8d5d4d 
Qs9h7d5h4c JhTd9c3s2s 7h7d6h5h3h Jh8d7d5c3s 
9c8s5s4s2c QdTd4h3s3c Kd9c5c4d2d JdTh7d4s2c 
9s9c8c5c3h Td8s8h6d3c Ah7d6c5d2c 9h6d5d3h2h 
Qd7c6c5h2h 9c7c5s5d4h Kc6h6d5s4d KcTh7s5c2c 
QhJh6h5s2c Qh7c6c5s2s KcQh8s7c3d Th8s6d5s3s 
9c7d5d3s2c QsTc3s3c2s Kh9c8h6h3s 8s5s5c4s3c 
Ad9d5h4s3d KhQs9c8h2h Tc9h4s4h2s QsTs7s5s5d 
8c5d5c4d3d KhQs6c4h2h Jd6d5d4h2h QcTd7d5h3d 
Qd7d6d5d4c TsTh6h6d2c Th8d6s5c3c AsJh6s3s3d 
Js9c6s6d3h Qh8c6d5s5c KhQh8c3s2c 9c6s5h3s2h 
Ad6s5d4d2c Jc8s7c5d5c KsJc7h7d4d Kc8d7s6d2s 
Th9h7c6s2d 9s9h8d3h2d 9d7s5h2h2d QsTh8c5h2h 
Th9h4d4c2d Td8s4s4d2c QhTsTc5c2c Tc6h6d5h4s 
Qs9d9c7h4c Qh8s5d5c4h KcJd9c3s2h As8s6s4c3d 
TdTc9d8d4d Jc6h5h4c2c Kh9s5s4h2h Ts8d5h2s2h 
AcJs8h4d3s Ks9s9c5s3h 9c8d6s6h4s Kc8s7d5s4s 
Ac9d7s6h4h KdQhTc7s2c KhTh9c6h2h QhTc8s7s3d 
Kh8d4h4c3c 6s5s5c3c2d Jh9c7s6s3d Qd9c6d4s3h 
QsTd9c7c2h Ad9s9d6d4d Ac6s4d3h2c AhQd5s5c3s 
Qh9c6d5s5d 8s5s5c4c3c KsTd5h5c4h QhTh7h4c3s 
KdJd9d6s2h As9h6d6c5d QsTh9d4d2c KdQc6c4h2s 
7h6s5h3s2s Ad9c5s3h2d JhTs6d6c3c QhJc8h6h3d 
AcQh8s7d3d 8s8c5c4c3h KdQc6s5c2c JsJh7h4d3h 
9h6d4s4h3d KdQh5h3h3c KcJs5s4d3s KcTh9h6h2s 
KhQsTd7c2d KsQcJd8d2d AcQd6s6h3d Ks9s5h3h2h 
KdTs7c4h4c 7c6s5s3s2c AcKh9s4c2c JhJc8h6d3h 
9d7c5c4h2h Jh9c8h5h4h Kd9c8s6c4h Qs5c4c3d2s 
QsTc7c4h3c QcJh8d6c3c Ad9s8c6h4s Js9c7d6d3d 
Jh5d4s4d3h QsJd8h2h2d As9h5s4s3d KdQsTd6d2d 
QdJc9d3s2h AsQd8d5d2c 8s7h5s4s3d Ac7c5c4c3s 
Tc7s6d5s3h Kd8c7s6c2s 9h9d6d3h2d KsQsTs4s3s 
AsJh5h4d3h JdTh7d4c2s KdTd9d7s2d Js8c7s5s5h 
Kc8h6c5s3c As8h5c3d2s 8c6c4d2h2d As7d6c5h3d 
9s7s6d5h2c Jd9c8s6h3d Qc5c4d4c3d QsQc7c6c2d 
QhTc4s3s2c Tc9s5h2h2c Th9h5d4c3s Js7s5d4c2c 
KsJh7d6c3c Js9c8s5s4s Jc9h5c4s4d Js9h8c6h4h 
9c7h7c6s3c Ac8d5h4c2c KsQcJh7d2c KdQc8d7s2h 
Jc7s5c4d2d Qh5s4h3c2s QcTc7s6d2h KcJdTs6s2s 
Js9d6d5d3h 9s7s5h2s2h Jh5s4d3h3d Tc9c8d5c2h 
9d6d6c5s4d Qh6h6d4s2s Kc8c5d3h2d Qc9h6c5c4c 
AcJd6d4s2s KsTh9c4h4d Ac9s9d8h3d KdQs8d5h3d 
AhJc6c5c3d Jc9s9d5h3h KdQs9c5c3c Qd9d6h3s2h 
AdKs9d2h2d KdJh7d4d4c Ts5h5c2s2c KsTs4d3s2d 
QcTdTc7c2h Ad9c8d7d2d QsJc9c4c3h Kc9s8h7h4d 
Kd5d4c3c2d Td7s5h4d2s Ts6s6h4h2h 9s8s6d3c2d 
QcThTc3s2c 8c6c5c4h2d QcTd6s4d3d QdTsTd3c2d 
AhQd9h4c2h 9d8h6d3h2c QhTc9h3h2d 9s6h5d3h2d 
KhJdJc3c2c KsJc6c5h2d 9c7c6s5h2d Tc8d7s5h3c 
QcTs9s3d2h 7h7c5h3h2c Qh8h7h7d3d 8d7s7d5h3d 
KsQc9d7c3c Kh9c7s6c4c JsJhTh6h2h Th8h4h4c3c 
Jh8h7h4c3c KsQc5c3h3c KhTd7d5d3d Kc8h7h6h4h 
Js9s7c5s3s Qs9h9d6c4c AdQcJs6s2s Td9h5s4d4c 
KsJc7c6c3d 9h8h8d5h4h AhQd6d5s2d 9h8d6h3d2s 
Qs5c4h4c2s Td7d6h6c2h As7c3s2d2c Ac6d4s3h2c 
9s7d4d4c3c Jd9h7d4h2c Jd6h5d4s3c Qh9s7s3s3h 
QsTh7h4c3h Tc7d6s4c2s As7d6h5d2h KsQs8d5s3h 
9h7s6c2s2c Qs8s7c5s4s QcJs7c6c3h Ac9s5h3d2c 
KdJc8c6c4c QsJd9s3c2h Ks6s5h5d3s AcJc8c6h3c 
9d7h5h3s2d KcJc7h4s4c AhKs7s4c2s AsThTc7d2d 
KcQhJd7s2h 8s8h7c6d3h KdQc9h7h3s AsTd9c5d2h 
Ts9d9c4h3h Jh9h8d2h2d Kc8s4h3s3c Kc9s7d3s2c 
9s7d6s6h4s AdTc9c6h2s Kd8s7h6s2h Qc8s7s4c3c 
KhJc8h7d3h KcQh5s5h3h Kc8s6h4c3d 9s9h8h6d2h 
AhTd5s5d2s Ad8d3s2s2h Th9h8c5h3s 9c7h5c2s2h 
Ts8d7c6s3s KcQs9h7s3s Kd5d4d3s2s Qd5d4c3s2s 
KdTsTd8d3d Tc7s6c5h3c Ac7s5s5d2d Tc9d8d5h5d 
KhJh9h6s3h JdTh9s3c2c 5s5d3d3c2s 6s5s5d3d2h 
KcTs5h5d4h Th7h6s4d2s Qs9h9d7c4h Th9d7d5d3d 
9c7d7c6s3c 7h6d6c5c3c AcJs5s4h3s AsJh9d7c2d 
KsQs6c3h3d Kd8s7c6c2s Th7s7h5s2s Kc7c6h6c3s 
KdJh6h5c2s QcTs9s3h2d AsKc9h4s2s AcQc9s4c2h 
Js9s8s6s6c Jh7d5h5c2d Ad8d3h2h2c KdTs7h5d2d 
Qc5h4s4h2c AsTs9d5s2s 9s9c7h4s2h Td5h5c2h2d 
Jd8s7s3h3d QcTc7c4h2h AhJd9d6d3c Kh8c4s3h3c 
Qd8d7s5d4d AdQd7h3c2s 7c6h5c3h2h KsJh5d4h2c 
AcQd9s9h3s KcQsQh8d2d Jd7d5h4c2h 7d6h5d3h2h 
AdTh9c5h2s Ac9s9d8h3s 8d5h5c4d2c Ad6s6h5h4c 
AdTsTc5s2s Ad8c5h4h2c KcQc8d5c3h Ah8c5s4h2h 
AcQd5d4d2h Jh9s8h5h4h QhTc9s5s2d JhTs7h4c2d 
AhQc8c5c2d JsTs7d3d2s Kd8d8c4s2s JdTc9h3s2s 
9s6d6c5h4s KdQc9s7s3h QhTc8d4c3s Ad8s5h3c2d 
AdJd7h4d3d QcJh8c6c3d QdJh6c4c3s KcJh9s8d4s 
8d8c7h6s3d Ad8c5s5h4h QsJd9s8s3s 9d9c8s3c2s 
AhJc9d7c2c KdTc6h4s3c Qs8c7d5d4d Qc8d5d4s3s 
Ac9h9d7s3d Ks7h6d5c3d Ts7d7c6c3h AdKs9c4s3s 
Kc9c7d5h2s 8d6h4s2h2d KhQcTc7s2c 9d8d7h7c4s 
KsQhJc8c2c Jh9h5h3c2c Th8d6s4s4c Jh5h5d4s3s 
Kh9d9c5h2s KdJc5d4s2d JsTs7c3c2c Jd8h6c5s5c 
AsQh8d5c2d Ks8h8d6c4h Th6h5d3h3d Js9s9h6s3d 
Kh5s4d4c3h Jc9d8d5s3d AcJsJd6h2d 7d6s6h5s3s 
8c6h4c3h3c 8c6s5d3s2d QcJh9c6c2s Js5h4d3s3d 
KsQh9s6c2s Tc7s6c4h3d KcJd5c4c2s Qs9d4s4d3d 
8s6d5s4s2c AhKsKdKc9d Ad8c6c4s2s 9s8h8d6s3c 
Jd9s5s2s2d 9s8c6s3c2d Qh9h6h6d5h Kc8s8c4d2d 
Tc9h5h3c2c AsTs6s5s3h JdTs7d4c2h AdQd8d6c2d 
Kd9d7c5s2h KhTc8h4h3d JhTd7d5c2s Ad8c7s4d2d 
AhJs5s4s3d Td7s7h5d2s 8c6s4s2s2c Th9d8c5s3c 
Td9s7h2s2h Ac9h9c6s2c AcTc6c4h4c AsQd8s3s3h 
Jc9h9c2s2d Tc9d9c8c4c As9c6c5h5d QdJc9s4d2h 
Kd8s7d5d4d Jc8c5s3s3c Jd9s9c7d3d 8h7c5h5c2c 
KhQh8h4c2c JcTh6d5h2s Ks8h7s6s3c 9s8d8c7h4c 
Kc7d7c6c3s Ac9h5s3d2c Ad9c4d4c2d KcJh5h4d3h 
AdJh6h5h3c As8d7c5c3h 9c7s5h5c3d Kc8s7s6h2h 
KsQdTh7d2d JsJc9d5d2d Qc9h6s5d3s Th9c6h4h4d 
Kc9c7h3d2h Ts7c4d3s3d Ks8h6s5c3s Qc9c7d5c2d 
JcTs6h4d2c Jh8d4h4d3s 9s7c6h4s4d As9c7s6s2h 
9d7d6h5c2s Js8s7s6s6h JsJh8s4d2c 9h8s5h3c2s 
Qh6s5c4c2s QsQhQc9h8c QhJs6d3s2d 9s7h6s6c4s 
JsJh6c5h2h Th9d6s2s2h KdJc9s5s5h 9c6h6d5s3c 
Th9c7h4h2c AhJs5s4c3s Qd8d6d6c5d As8c5h4h2c 
Qd8s7d5d4d Ah9c4c3c2h QcJd9c3s2h Qh9s7c6c4c 
Kh8s7d7c5s Ks6d6c5h4d Ad9c5d4s3d QsJh7s4d3c 
KcQs8h5c3c QsJd9d4c3d Jd8h8d2h2d 9d8c5c3d2s 
9d7h5h4s2s AsKc6d3s2s AhQs6s3c2c Th9d7h4h2d 
AdJs7d5d2d AsJd8h7c2c Qh9d6s3s2h KhQd9s6h2h 
Js8s8d5h2c AhKc6d4d3d 9d8s8h5c3h Ks9s7c3h2c 
KsJsJdJc9c Th6d5h5c2d AdKs6c3d2d Ts5s5h2h2d 
AhKc4s3s3d As8s5s5h4s KcJhJd7s2d QcJd7d6s3d 
Ks9s6c4h4d KhTh9c4h3h KhJh9s9h4h 8s8c5s4s3h 
QhJs7d3h2s 9s9h6s4s3c QdJh8c7h2s QhTc9c4c3c 
7c6s5d3s3h KdTs7s7c3h Qc9h8c7c4s Jc8h7h5s3d 
Ks9d5d4s2s Kh8c7h5h4h JcTc7h3h2h AdJd6d5d3h 
Kd6d5d5c3s KsQh7c6d3d Ad8h6d4d3s 9c7d5s5d4h 
AdJs5c3c2s KdJd9d6h2s Th8h6s4h4c KhQh9s8h3d 
Qd7s6h6c5c Kd7d6s6d3h AcTs5c2h2d Th7s7c6s3d 
Ad9s8c7s2h 9d7h6c4d2h Jh9d8h7s3h KsTd9c5h5d 
Qs9d7h5h4c QsTh7d2s2d 8d7s6h5c2h 9s7d6d2s2c 
Td9h6s3d2s QcTd9d4d3d KhQd7c3h2c JdTc6h4h3h 
Tc9h6d3c2d Qd7c6s6h5h QcTsTd7h2s QhJh7h5h5c 
9h6s6d5c3h 9s7d5s5c3h As9c8h6d4c AdQc9s9h3h 
As8h6h5d5c AsQc7s3d2h Th9d8s8h4h Ks8s5d3h2d 
9s9h8d2s2c Ah9d9c8s3d KsQc9h7h3d JcTc6h4d2s 
Qd6s6d4h4d Ah5s5c4h3h AhQs7c4d4c JhJc6c3s3c 
QhTh7h4d3c Th7d6d5d3s Jh7s6h6c4d Kc7d5s3h3c 
AdTc7s7c3c 9h9d8s2d2c 9s7c6h6d4s Jh9d6h6c3s 
Jd9d5d3h2h AcKs9s2h2d 8d7d4h3s3h Kd5s5c2s2c 
8d6h5d4d2s Js9c6d5c3c AsQc8h4c3d As8c7d4s2s 
KcJh9s9h3h 9s7h4h4c3s Th8d6s5d3d Ad9d8c7d2d 
Qc8d7s6s4s Kd7c5h3s3d Jh8d6c5h3s AhQs8c3s2c 
KdJh7h4c3s KcJd5d4h3d 9d7s5h5d3c QsTsTd7s2c 
Kc5s5d2s2d 9h8d8c5s3c QcTdTc3s2c Tc7c6h4d2h 
KhTh8d4h4c KdQcTh4h2h AdQc8h3c2h KdJhTc6c2c 
KcQs9s4d3h KdQs4d4c3d Ks5h3s3d2d Ad9s8c5c4c 
9h8c6s5h2h QhJc6s3c2s QsJd7h3s2d Qd9s4s4d3s 
Qs8d8c4s2c KcTc8s8c3d Jc7c5d4h3s KsTd8d7d2h 
AsJc5c4c3d Qc9s7s3s3c AcKd6d3h2s Td8c7d6h2s 
KsJh5s4s2c Ac9h8s5s4s Qd8d7h7d3h 8c5c4s2s2d 
KsJc9c5c3c Qc6d5s3c2d Ks9s9c5s3d KdQsQh8c2c 
TdTc9h3c2s QdTh8d6d2d Ts7c5h5d4d Tc8s8d3c2d 
QcTh9h4s4h Qh9c7h5c2h 9h7s7h4h4d JsJc9c7c2d 
9d7s5s4c2c KdTh5d4d2s 9s8s7h7c4d QsTc9h5d2d 
Kd8s8d4h2h Js9h8d7d2c Td8c6s5c3c 8s8d6s4h2c 
QhTc9d4d2s JcTc6h4s2d QcJh6d5d2s As7s3h3c2h 
JsTd6h5d2c KhTh5h4h4d Td7d6d5h2h 8s5s4c2h2c 
AdQh8h4s4h JsTs9h3s2d Tc6d5s5c2d KhTh7c3s3d 
Ts6h4s4h3d QdJc8s8d3h 9s6d4s4c3d AcQh8h6h2d 
AsQh8c4h3d KcQcTs4c2c AdQh4s4h3h AdQh6s3h2s 
KhJsJc7d2s Qh8d5d4s3s Kh8s7c5s4s 6s5h5c3s2h 
9d8d7h6s2c 8s5s5d4c2c Qd9s5d4s2d Jc9d8s6h3c 
KhQc8s6h3h Kh7d5c3d2h Td7h6s4d2s Qc9d7c5s3c 
Js5h4h4d3s 7h7d5c4c3c KhJh6c5h2s AdTd6s4c2d 
Ts7c6s4h3d AcQc6s2h2d Tc9h7d4s4h KcTh7d4s4h 
QhTs8d4d3c AdThTc5c2c Ah8h3d2d2c QhJc9h3d2s 
KhTd7c4s4d QsTs6c5d2s AdJh7d4c2d Ah8s6h4d3h 
QsJd9s6s2h KhTs8s7s2c Ad7c5d4h2d Jh9d9c6h4h 
Jh9h9c6h3d 8h6c5s3h2c KdQcTh7s2h AcJsTd6h2h 
AsQd6c3d2c TsTh8d6c3c Kd6s6c5d2h Kc9s7s5h2h 
Kc8d7c5c3h 9h9c8c5c3d JsJd9s7s2c KcTc7c3h2h 
JdTs6h6c3h Kh7h7d4s4h QcTd7h2h2c Qs9s9c5h2d 
Qc8s8d5h4s AcJd7c4s2c Jd9s9d4c3h KhJc5h4d2h 
KsQh5h5c3h KhQh8s5h5d Qs8d5h5c4s Qc9s9d3d2c 
9s9d8c2h2d TsTd9d4d3d KsQhQd8c2c Qc9c8c6h3s 
KhTd6d4d3c Ad9h9d6c2d Qh7s5h4c3d Qh8d8c5c4c 
Kh8d6d3h2c AdJs5s5h3s Tc8h7d6c3c 9d6h6c4h2d 
As8d5d4c2c 8s8h6h4d2c AhJc7s4h2h Js9s8s6s5s 
KcTh7s4h4d KhTs6c4h2h Qh6h4s3s3d QhTd6c5h2h 
AdJd8d4d3c 9h7h5s5h4d KhQsTc4c2c KdQs5s5h3s 
Qc8h7s6d3c Kh7s7h6h3c 6d6c4h3c2d Ts9d8d5h5d 
Ts7h6d4s3c QcTc9c6c2d QdTs8h7c2s Ks6s6h5d3s 
Qh6s5s2h2c KcQd9c5c3c KdQh8c7d3s Kd9s8c6c4h 
QdTs9s4c2s KcTd7d4s3h QsQhQc9c8h Js8h7h5c3d 
Qd9d6s4d2s KcJd6h5s2d Ac6h5c4c2s Ac8s6c4c3d 
KdJsJh3s2s Jh7s6d6c5c ThTd8c5h2s AhTc9c3s3c 
Kh7d5c3s3h As8d7c4s2s Kh9c7d4s3h KcJsJd3d2d 
Js9d8d8c4h AsTd8h5h3h QdTd6d4d3h 8h6c4s2h2c 
AsQs5h2s2d 9s7s6s5s5c Qc9d7h5h4s KcTs8s7s3d 
Ad8d7h4c2d QdJh6c5c2s KhTc9c7c2s JdTs6d2s2d 
Qh5s4s3c2h Ad7d4h2h2d 9s7s7c4s4h AdQh6h5s2h 
Ts7d4s4h3d 9s9d8d7h2c QsJh7s3c2h AcJh6d5s3s 
9h6s5d5c4d 9s7c6c4d3h KcJsTh6h2h Qh9d9c7s4d 
Ad9s5c4c3s Ks9d7c3d2s AcTc6d4h2c KcQh4d4c3c 
AcJs7d4c2c Kh9d7s4c3h Kh9c7c5d3s 9s7s6h4c2c 
JhTd7d4d3d QhTs9s3d2c Kh9h9d5h3s QcJdJc7c2h 
Th7h6s5c3h As8d7h5h3c QcThTd7s2d Kd6s5d3h3c 
Ks7d6h5c3d QsQh7c5s2s KhJdTc6c2c Ah9d9c5s4c 
Jc8s7h3h3c Ac9s7d6s3h Ac8c5d3h3c QhQd7h6h2c 
Jd9h8s6h4h Ad8d6h6d2s Ts8c7d5h3s QcJs9d3h3c 
7d5h5c4h2d QhQc7s5c2c AdTd9d2h2d KsJh8s8d3c 
As7s5s5h2d Th8s6c5s3s QcTs8d7d3h Tc6h5h4c2c 
9s7h6d5c2s 9h6s5c3s2c KsQs9s9h4d JsJd8d7d2c 
AsJdJc6h2c Jd9h7s6s3c KhQdJh7c2h AcTc8s3h2c 
Ts9d8d5h5c AsJh9h7c2h Tc7d4h4c3d As6s4s4c3h 
Ac9s9h8d3h Js8d7d3s3h KdTc8s5h3c Jh9h9c5h2s 
9c8d7d5h3d AhQc8c6s2c Qh8d6s6d2s Ts9s5c4h3d 
AsJh9d4d3c AhTh6d4h2c Jd9c8s7s2h AcTh8d6d2s 
Qc9d6h3h2c QdJh6d4c3d 8s8h5d3h2d Tc8d6s5h3h 
QcJh8c5s2c Qd9c7d5c2d AsJs6s3h2h KcJh8d5c2c 
AdJc8h3c2h JsTs9h4s2s JsJh6h3h3c Jd9c8c5h3c 
TsTd8h6c2h KsQs9s9h4c 7d7c6s4d3d Qh9d7h5s3h 
AsQd9h9c3h AhTs6c4d4c Td9d8s5d2c Js7s5h4c2h 
QsJc7d5d3h Ad7d5d4d3s QhQd5c3d2d Qs9h7c6h4h 
