JsTh8c4s3c 
As9h5h4s3h AdQd7s4c2c KdJs8s8c7h Ah9c8s4c2h 
KdQcTs3s2c TsTd9h8c6h JhTd5d4h2s 9s8c6d5c4d 
JsJcTs8d2h Jh7h7c6c5s AhTsTh6h4c AhKd9c5c2d 
JhTs7d6c5h QhJdTh8c3s KcQhQc6d3c TsTc9d8d4s 
KdJh9d6h3d AhQc9h8h4d Jd9c6h5h4d QhJdTs6h6c 
KcJs8h7d6s QdJdTsTd4c QsTc9d4c3d KhQs5d4h2d 
Ts9s9c5d3c JhTd7d4h3d QsQc9c7d5c Ad8d7c4h2h 
QhJcTc9c3d KcTc9d7c5h TsTd7s7d3d JdTs8h4s4h 
AcQsQh6d3s AdKdTd7d5d Td9s9d4c3s QhJd9c5c2d 
AdTsTc5c3s AdKcTd3s3d Kh9h9c8c4s JsTc7s5d4h 
Ac9h5h4h3c AhKdQd7s7d JhTh9h9c7h Jc9c7d5h3d 
Jd9s9h5d3h KcQhJs7d6d AdQhTc8s2h Qs9c6h5s5h 
Qh9c6s5s3h KhQh9s6d5h Ks8s6d6c4c KhQh8h7d6s 
TsTc7s4s4c Ac9s9d5s5d 7c6s6d4d4c AhJh9s4d3c 
AsQc8s4s2c Kh6h5s5c3s KhKcQc6d2c Qh8h7d7c5c 
KcTs9s8s6h JhTd5s3h3d QsTh7d5s3d AhAdAc7h2s 
AhTdTc8c4s JdThTd9c3s QhJsTsTd3s KsQs9d6c2d 
Ac9s7d6c2d ThTd6h5d3c AdJh8c7c3h Tc8s8c5s4c 
Ah8d7h5c3s QdJd9s5c2s JhTd8h5s4c AhJd6s5d4s 
AdQs7s3d2h AdJd9h9d6s Ah8s7s6d4d AdQh7h3d2s 
Kd7s5h4s3d AdKd8d6c2c 9s9h7h6h6d AhKs9s5c2c 
KsTd5s5d4s KhQs7d6d3s AsTc8s4s4h QdJhJc5s3d 
KsQcJh7h2s KhJhJc8d4s AdJsTd7d2c QhJcTc7c5d 
AcQs8s4c2c KdQcTh9c2s QsJc9h5h2c KsTc6d6c4d 
AsTs7d3s3d KsJdTh9c5h AcQhJh9s6h KdJs8c7h6s 
JsJc9h9d2c KsQcJd7s4h AcTd9d6s3s JdTs5d3s3h 
QdThTc6d4s JsTh8c4c3s 9h9d7s6d6c AsKsJs8h3c 
JcTc9c8c7c KsKc8c5c4c JdJc6c4d3h QcTs9s8s6s 
AcJh9s9d7d Qc9h8d5c4d Kd9h8h6c2d KsQh7d7c6s 
As6s6d4d2h JsThTc9c4d QhJcTc9c6c KhQsJs3d2d 
QcTc8d8c6h Qd9c7c6s3d 7h6h5c4s3s KdQdJs9d5h 
Ad8d7c3s3c Td7d7c5c4s KcQh8h6s5d AhKsTh3h3d 
Td9d9c7s6d Ac6d6c4d2h QhTd7s5h3s AdJd9d6c3c 
QdJc8c7s4s Tc7d7c5d4s KhJhTh7c5h KdJd7c6s5d 
AhJsTc7c3d Ks8s8h6h5s KhQh5d4s2d JdTd9h7d6d 
JcTh9c3h3c Ks7d5c4d3s AsJh6s5c3d QdTd8c7c2s 
QdTh8h5h5d JhTc5s4s3c KcTs6d4s2c AdKsTh7h3c 
AhQc8h6s6h AsQs4c3h2h KdTd7h5h3d JsTh8h6c4d 
QcJhTsTh5h KsJs9c7s5h Ac7c6h5d4c KdQc9d8d6h 
KcJsJh8h2s JsTs7h4h4c KhQh8c7h6s AdKhJs9c3s 
Ad7s5s5d3d Ad8d5s5c2c As7s7c4c2d KhQs9h9d4d 
QdJhTc5d3d KsQc8s7s6d KdJsThTc6h AhKhJd8h2s 
Js9s9c5c3s Ts9s9d4d4c KsJdTh9c3h 9d7d6c5c4d 
AcKhQh7h7d JsTh9h7h5d JhTs9h6d5c KhQhTc4h2c 
JcTc8h7h3c JhTc8h6d5h JdTs5s3d3c AcQsTh5h4h 
AdJh7d5d2h 9d8h7s6c5d AhJcTh4d2h QhJc5d4d3c 
QdJdTd9s5c KsKh8s6c3s AsQsJd6h3s QsJdTd9d3h 
AdJd9s5c2h QsQcJc5c3d Kh9s8h5d4d QhJs9c8h5d 
JdTh8c6d4s Td9c7d5c3h Ac9d9c8h2s AdQd7s4h4c 
QsTc9s3h3c Ah9c8c4h2s AdKc9c7h4s QcJc8h5h2s 
Ac5s5d4s4d KcTsTh9c4d Qs8c7s6c4c AhTh8h6d6c 
KdTh6h4d2c AsJh7s7d6s JhJc6h5s5d AhJd6s3s3h 
QhJd8c4h4d QhJsTd6s6c Ac7d5d5c3c AcKc5h5c2h 
KcQs9d6c2d QsJsTsTh6d JhTd9c5c2d Ks9d7d5s3d 
QhJsTc7s4d Ah9h8d4s2d As9s7s7h3h QdJsTs9s3c 
AcQh9h8s5h QdTs5s4h2d AcKd8h4h3d JhTd9d7h2d 
AhQsJs9c6s AdTs9h7s6s AhQdJh6s6h AdJd8s6s3d 
Jd9h8d7c4h KdQs9s8h8c AsQh9h7h6c Qh8h7s7c5s 
Ac6h4s4c3s JsTh9s6d5c JcTd9s8d6d 9d7d7c5h4c 
QhQcTs8h2d Ad8d5s5h2h AcQcJc8c5c QhJhTd6s6c 
QsQdJd8d5d AdJd8s2s2h KcTh7h7d4d KsQc6c4d3d 
KdJd7h4s3h AhQdTd9d2s AsKcJc8h2d KsKc9c6c2h 
KcQs5h4c2h KcTd9h8h6h Kd9d6s6c4s JsTc5c3s3d 
AhThTd6h4c AsQhTd5d4d AhJh9c5d2s KsTh9s2h2d 
AhQc5h2h2c QsQhTd7c4d JsJd9h5s5c QdQcJd5d3h 
JcTd9c6h2h Tc8s6d6c5d Ah8h6c5s5d Js9d7s5d3h 
7h6h5d4c3c KsQh9s8s6c KcJh8c6d2h Qs9c8h5s4h 
QhTc8d8c3h AsAhAd7h2c Tc9s7c6s3s AsQd8s6s6c 
TsTh8s5d3h AhJc6s5c4s AhJcTs7s3d AsQdTh5h4h 
JhTc5c3h3d QhTs7s4c3h QcTs8s6c3c JsTd9h9c6c 
Kc9h9c7s3s Th9s9d3s3h Ad8h8d2s2h QdJd9h7s3h 
AdQhJd2s2d AsJdTd9d5d QcJdTd6s4d KdJd7s4h3s 
QhJsJd7c5d QdQcTh9s3h AdKd7d5d4c QcTd9c7s2d 
QhJh9s7h6c AdKhJd5d2c AhJs6c3h3c JcTc7s5s2d 
KhJdTs8h2c AdQc8c7c6h KdQcJd8d5h JcTd9d7d5h 
8s8h7s4h4c QdTd9c4h4c Ac7h7c4h2s Kh8d7c6c3h 
QcTh8c7c6c Qd9c8d5s4s AsKhQh3d2c As6c5s5c3s 
KsKd8c4d3h AdTc7d3c2h QdJs7s7d4d JhJc9s9d2h 
JcTc5s5d3s JhTh9c4c2d 9s9d5s5c4c QdJc9d5c2d 
KdJd9c7d5s AhQh6c5h4d JsTh9h8d5c As9d8d5s2s 
KhJs8c7d6s Ac9d8h4d2c QhJc8c7d4d AhTh9c8h5h 
JcTh9s9d6d KdKcQh8s3c KhQdJc8d5s QdTh9d5c2c 
Th9d9c7h6s QcJc8c7s6h KdQs9s9d2s QdTd9s7c2c 
JcTh9c6s2s 9h7s6s6d5h 9s8c7d6h5s JhTs9s8c5d 
JsTc8s7d5s Ac9d6s6h5c QsJdTdTc6d QsQc7h3h3c 
Kh6s5c4h4c Kh6c5s5h3c As7c5s4d3h KdQh8h6s5c 
AcQhJh6h4s Kh9c7d6d6c QcJs9c5s2s KdTc9s5c3s 
AhQh6d5h4c KcJdJc8c5s Ac7d6d5d2c Ad8h5d4h4d 
AcKh7c6c3s AhJh5h4d3d AcQh5d4d3h AhKdJh6c3h 
AdJsTh5s5c QcTh9d7c5s 9d9c7c6c5h QdJd9c7d6h 
Ah7h5s5c2s KcTs9d5s3d Th9d8d6s2h KhQc6s5h2s 
JsTd9s3s3d KhKcQh6s2h QcJd8d7s4s KhQc9h8h6s 
KhTh8d7d2d Jc9h9d8h7s KcTs9c7d3h AhQs8d7d6c 
KsTd9s7s5h 9s7h6h6d5s KdThTd6s2s KsJd9c4s4d 
JhTc5c4d3d 8d8c6h6c5s KsKd3s3h3d AhJcTh4s2h 
Td9h9d4h4c QcTh9d7c2d QdTc9c8c6c KsQsJh9s5d 
Ts9s9c7d6s AsQd9d8c5d KhKcQd8s3c AdQhJd7c2s 
QdTd8h7h2s QdJhTh9h6h 9s7h6h5s5c QsQdTc7h4c 
QcTd6c4d4c AcTh9d7s7d As9c6s5c3s QcJd8h6c2d 
AhQcJh6d2s QhQdJh8h5h AhJdJc3s3d JcTh5h4d3d 
Qh9s6d5h5d QsJd8h4s4d KdKcQc6h2c As7s6c5d4s 
AsJd6h4h2s AdKs8c6h2d KhQh9s7d7c KdTh5s5h3d 
AsQh8d7d6c QdJs6d4s3s JsTc8s5d4h AhKdQd6d3c 
As9d8s6h6c JcTsTh8d5c KdJsJd8h4c Ah7h7c4s2c 
KhQsJc6c4d 9d9c7c6h6c AdTd9d6s2s KsJdJcTc2c 
Kd9d6h6c4h Kh6d5s5h3d Js8c7s6c4c QhQcTh5d3h 
KdJhTc9d2d AhJh7c4s3d AsKsQsJs8s KhJsJc8c2s 
AhKcQc3s2d Jd9h7d6c4c KcJc8s7h3h AcJd6s4s2c 
Js9h8d7s4h AdJdJc7h3d JdTh9h7d2h 7s7d6h4s4d 
As6c5c2s2h QcJdTh6s4s AhJsJd3d3c QhQc9s8d5d 
As7d6d4s3s AcQc8c7h2h AdTs4d4c2s KcJs9h4s4c 
AhKc7h3c2h KsJh9d8s6s KhKcJs3c2c AsJc6c4s3s 
JdTc5d3s3c Kc7s5c4s3h KhQh8d5h4d AcQdJc6h2s 
Ad9d7c6s3h 8c7h7c6h4h AsJh7s4d4c QhJhTh7s6h 
Jh9s7s5d4d KsQh7c6d4s QhJs7h5d3d KsJsJd6s4h 
AdTd8s8d5d Ad9h8d6s6c KcTd9s4s2c KcJh9s8h4s 
AhQd9c6c3d As8s8h2h2d KsQdJc6c4h KhJd8h8d3s 
Kh6d5h5c4d KcQd9h5h3d Th9d8s5h4d KsQsTh4d3c 
Ks7d6s6d5d Ts9d6s5s4d QdJsJd2h2c JhJd6s5h3s 
KdTh8s4h3d AcQhTs8d2h Kd9c6d5c4d KdKc9c6c2s 
JsJd8h8c5h JhTh8h7s5c KsQd9d7h2s KsJh9s7c2c 
Td9h9d4s3h AdKh9h7s7h QhTdTc3c2h AhKsQs7s7d 
Qs9s9c8d7h KcQcJc8s5h QcTh8s8h3c KdQhJs6c5c 
AsKdTh8d3d JdTsTc6d2s KcJsThTd6d KhJd8h5d3d 
9d8c7h6h4c AcQd4h4c3s Kh9s6s6d3h Jh9d6c5h4c 
JhJdTc3s3c Tc8s6d6c4s JdTs9d3c2s QsJc6s4c3c 
KcJhJc8d4s AcKs9h7d5h 7d6s5h4s3h KsJd9c8d4c 
QsQd9c7d2c KcTd9d8d6s AhQc9s8c5c AdQcJc6h4c 
AcJcTh5c2d KsQh9d7d6c QsQcJc8c6c AdQdJs2d2c 
JcTd8s8c3s Ah9c6s6d5h JcTsTh4d4c AhQc8s7h3d 
AhQd8h4h2d Kh9d6h5d4h AhJc6c3h3c Kd7s7d5s3h 
QhJd9s5s2d AhTc7s6c3s AhQd8d7d6c QhQdTs8h2c 
JcTh9s6c4d AsTh4s4d2h KcJdTsTh6s Ah9h7h7c5d 
KdQd8s8d5s AcTs8h5d2c KdTs9d6h4c Ah7d6h6c2d 
8h7s7c6h4c QsTh8d8c7h AsKcQd3h3d ThTd9h8h4d 
Ac6h5h2d2c Ks7c5c4s3h QhTh9h8h8c JsTc9h9d6h 
QcJdTh6d4d AdTh8c5s2d Ad8d5s5h2s 8h6s6c5h4s 
KcJs6s4h2c As8s7d4h2h AsTc8d6h2s AcQc4d3s2s 
JhJc4d4c2h AdKs5c2s2c KhJsTh8c3d QcJsJd7s6s 
Ad9d8s4c2c AcJd9s4c3h AdJs6d5h5c JhTsTc9s4d 
JhTh7d5d2s Ts9c8c6h2s QhJs8d4s4h KcJs6s4d2c 
Qc8s6s5d5c JdTc9s6d4h QcTc8s6h2h 9h9c7h5d3d 
AdKd8c4s4h Ah7h5s5d2d QsQc8c4s3c KdKc7s2h2c 
AsTh7h3d2s QsQh5c4d4c AhQdJh6h6c AhKh9s3c2c 
Ah7c4c3s3h 9s9c5c4s4d 8s7d6h5s5d As9s9h6s4h 
KhThTd3d2s KdQcJh7s6s KhQs7c5s3c Ah6h6c4d2c 
Qs9s9d8h7c Jh9d8c5c4h KhQd9h8s3s AcQs8c6d6c 
QdTh8c6s5h Td9d7c5s3s KhKdJc3d2d QhQcJd8d5d 
JsJd8s6s3d JhTc8h5d4s AsJsTc5s2h AcKsJc6c3h 
KhKcQs8d3c Qd9s9h7s7c KsJhTc8s2d Ad8d6h4c2c 
KhQc9d8s7d KcQs9d5c2d JcTh8s8c3s AcJhTc7c2d 
Ad7d6s5h4d Jh8s7d6s6d Ts9s9d8h2d KdQcTd9d5h 
QhJcTs6d4d QcTs8s8d3c JhTc8h6c3c AhKs9d6d2s 
Ac9s7d5s5d QsQcTd8s2h KhKd8c4h3s 9s8c7h6h4c 
AsJsTs6d6c QdQcTc5s2h Ks9c7s5s4c KsKc6c4c3c 
JhTh7c5c2d KcQsJc9c5d Jh8h7s6d4d AdJsTs9s5s 
AcJhJd5s4d 9d8s7c6s4c AdJc6c5s4s KhJcTs9d3s 
AhJh7s4s2s QdJd5s4s3d 9s8s8c5c4d Ac6s4d4c3d 
KdJc8d7h2c JhTc8h5c3c KhTc5s5c3h QsTs9c4d4c 
AdKc9h7s5h KdTc5h5c3d AhQs8c7c6d Qs8c6c5s5h 
AhKsJs4s3c KhKc8s7s4s KcJh9c7c5d Jd9d6h5h3c 
AsAdAcJh5h QhJsTd9h2h JsTc8s8h3h QdTh8d7d6d 
KhQd6s5h2s QsTh8s8d3h TsTd9h9c3d Ts7d6s6h5d 
AsKd9c6c2d Ac6c4s4h3h QhQd6d3h2s AsJdTh6s3s 
AcTd8h8d6s KhJs7d5h2s JcTh8d7h3d JcTd8s6h4c 
AcTh7c3h2d Tc9d7d5c3h KhTs5h4s2c JhTh5s5c3s 
QhTh8h8d6s KcQdJc9c5s KsQd5d3s2h Ah8c7c2s2h 
JdTh8s4s3d AcTd9d6h3h Jc9s7s7c5c 9h7d6d6c5h 
KsQd9d7c6d Kc9d8d7c2s 8s7d6s6d5h AcTs9d8c2c 
QdTd8s8h7d AhKcJh5h2d QdTd8h8c7d Ac6h6c4s2h 
KsQsTc4d3h QsTc9d7s2d JhTs8h6d3d As8d7c4c2s 
AsKh8s4c3d Js7d6s5h4d KsQh9c7c6d Qh9d8h5c4c 
AcKdQc9s2c QcTsTh3s2c JdJc9c4d3d AcTd7d3h2c 
AsKhQs9d2s KhKdTc5c2s Ac7s6c5c4h Kh6s5h5d4s 
Kc9c6h6d4h QsJhTc7h2c KcQh9d5h3d AsTh9d8s2s 
KsThTd5d2s 9d8d6c5c3s Tc7s6s6c4h JsTs7c4d4c 
QsJcTs9s5d KhQhTs4d3c KdQhJs7d4c KcTs9c4s3c 
Ad9c7s6d2s KhQsJs7d5s QdQcJh7s5s QsQdTs5h2c 
JdJc8d6d3c JhTs8h6s3s QhQdJs9c2h TsTc6d5d3c 
KsTc6c4s2h AsQhJs2s2c AdTh8s5c2d TdTc7d5c3h 
TsTh9h6d6c JsTh8s8c3c AcKh7h6d4h KdQcJdTd4d 
JhTc8s4h3s AcKdJh5s2d QcJd6c4d3d KsJc9c8h6d 
AhJdTd9d5d 7d6h5h4c3d KsQd9c8d7d AhJcTd5s5c 
QdJcTc9c3h QcTc8h7h2d Ac8s5s2h2c 8s8d6d5c3s 
Tc9s9c4h3s AdQdJd7c4d As6s4h4d3d AhQd8h6s6h 
JdTc9s5c2s JdTc8h7c3h Js9d7s6h4h Tc9s9h2s2c 
KsQc9c7h6c AsJh6s6c4d 9h9d5d5c4c AcQdJs4d3d 
ThTd9s8c6s KdQh6s4s4h JhJd6c5h3c AsTs9s6h2h 
JcTd8s4c3s KhQc5c3h2s Th8s8d4h4d QcJcTc9h5d 
AsJhTd7d3c JdTc8c7s3s Tc8d7h7c5h Ad9d8s4h2s 
JcTs8c6d5c KcTc8c6s4h AsTsTh6s4c 7h7c5s5h3s 
KhQc8c7h2s JcTd9s6c4h KhJhJc8s4d KhQd7c5d3c 
JsTc9d6s4h 8h8c7c4h4d AcJsJh3h3d QcJd7d5d3c 
JhTsTd5s4s KdJhTc9s5c KdJsJcTs2s KdQsJc6h3d 
JhTs9s7s5d KhJc8s5s2h KcQhJc9c5d Qd8d7h7c5c 
JhTd5d3h3c AdQcTs4h3c AdQdTh3d3c KhJsJc9h4d 
QcJdTd6d4s QsQcJc5c3h JhTd8c4c3h KhQc6s6h5d 
KdJcTs9h2s KdQh9h8s8c AcJc9c6d3d JcTh7d5c4s 
KsJc9s7s5h KdQsTd9d5h TdTc9d8h2h AcQh8d4h4d 
Qd8h6h5s5d Jc9h6d5c4d KcQh9h9d7s QdQcTc5s3c 
KsQc9h7h6d QsJc8h7d6c AdJcTd7d2h JsJh5h5d2s 
JdTd8d7s5h AcJc9s4h3d AhTd8c5s2h As6c4s4d3d 
8s8h7h7c5d Td9s9c7s3c KsQs6h5h2h KcTd7c6h5c 
9d8s7h6h4s KcQd9h8c3h KcTsTc8c2s Ad7c6d5d4h 
Ts9c8c6d2s KcQhQd6s4s Ts7s6d5d4d QhJd8s7c6d 
KhJc8h5s3s TdTc9d8d4c AdTsTh8h4c KcJdTs9h3d 
AhKhTh6d4h QhTh8s5c3c KsQhJd6c5c Jc8s7c6s4s 
Qc9d8s5d4c KcQcTs4h3d AsJd8h8d5c Tc7h6d6c5h 
KdTd9c8d6d Ts7h6s6h4d QcTh6c4c3h KhJsTd6d4c 
AsQs9c4s4c QcTd8c5h2d KsQcJs9h4d JhTs9h9d6c 
QdJsJc7h5s AcQc9s7c2s Tc8s8d5s5d JcTh8d7s4c 
AsKsTs7s3d Ac8c7s4h2h Ac9d8c6s6h JdTh8d8c3c 
Ad9h8c5d3s AsAdAcTd2d KsTs9h5c2c KsJc9c4s2h 
KsQc7s5d4h AdKh8d4c3s Qd8h8d6c4c AhQcJh6s2d 
KcJhJdTh2h Ts7c6s6c4d JdTs8c4d3c KcQsJsJh3s 
Kc6h6d5h5d JdTs6c5s3c Tc9s8s7c4s JhJd5s5h2d 
KdQd8h7d6s Th7s7h6c4c KsQcJh7s4d 9s8h7c6c4h 
AsJcTs8s2s KdQs9d8h3h Js9s6c5h4c AdQs9c8s5s 
QsQc7c6h4c QcJd9s6d3s AdJcTs5s5h KcTh6d4h2c 
KhTc9d4d2h AsTsTd7s3h KdTh7s6h2d Ad9h8h3c2d 
TsTh7h7c4d KsQc9s8s6d AdKd6s2s2h JhTc6c5d3d 
As7h7d6s4c JcTs8s7c2s KcTc6s5c3s Jc9c7s5h3s 
KsTh9s2h2c QcJcTdTc7c AcJhTd5d3s AhKhQh6s6d 
KsTc9c8h3h KsQh7s5d4c KcJs8h6s6h KcQsQd6h4h 
9s8c7s7c6c QcTd9h6c4s QcTs8h4s4c TsTd9s8s2d 
QhTc5c4h3h AcTd7h6d3h Ks9c6d6c3s KhJcTd6d4s 
AdJd9d8h3c JdTs8d7h5d AhJdTs6c5c QdQcJd5d3s 
AdJd9s3s3d AcJhJd3s3d AdKs9c7h5c Kc7s7c6h3s 
Ts9d7s5d4s AcQd8d7s4h QsQcTh8s2d AhTh8h6c2c 
Qs9d8s8c7h QdQc9s9c4c QdJs9h9c7d KcQd8c7c6h 
KsQd8s7s6h AhQsQd6c3d QcTh5h4s2c AhTh6s5d5c 
KhKdJh8h3s QcJsTd9c2c KdJs7s5h2d AdJc8d4h3s 
KhQsTs8d4c AsAhAd7c2d QcTh8d8c3h KsJdTc9h3c 
Th9d7d5h3s AcQd9d7h6d As7d7c6d2s KdJd6s4s4h 
KdTs9c8c6c Qs9h8d7d4s Ad8d7s4c2c AdJd7s4s2s 
JdTs8s8h2d KcQc7d6c5h Tc9s9d8d7h 8s8c7h4h4c 
Td8s7s5d4d JhTc8d6h3d TsTc6c5s3h JdTsTd6c5d 
QcTh9h7s3s QcJh8s5s5h Qd9c8h5d4h Kd9c7s7d6h 
Kc9c8s7d4s KdTs5d4s4d AhTd7h3d2s AdKc7s3s3c 
AsKd9h4h4d KsJsJc6s4h Jh9h9c8c2d KsJc9d4s2c 
Ad8d6c4c2c Kd8h8d7c6s KcTs7c6d5c QhJdTh8s3c 
9h7s6s5h3s Kh7d5h4d3c QdJcTh6s4s KcQsTs5h3d 
JcTd5d4c2s AcTs7s3d2c KhTs9s8s6c AdTd6c4s2c 
AsJcTd6c5c KdQc9d5d5c Kh9c8h5d4d JsTh9c3h3c 
Ts7h7d5s5d AhTd6c5h3s AsJs6s5c3c KsTc7s6h2c 
KhKc8d4s3h JhJc7c5h2s KhTsTd5s2h AdQhQc6s3h 
KcQcJcTc3s 7c6s6h4s4c JhTh7c4d4c As8s6d4h3h 
KdQdJdTd3c JhTd8c5h4s AcQc7h4d2d KsJcTd9h5d 
KsJh9h5d3d QcJs9d9c2d KsJs9d5d2h 7s6c5c4s3h 
As9c6h5d4s AcKdQh3s3h KdTh7h7c4c 7d6h6c4h4d 
KcQh8h7c2s JsTc8h6s3h JsTc8h7d5c KhTh6d6c3c 
JsTd8c6h4s Th9h7s5d3d QcJc9h8c6s QdQcJs7h5h 
As9h8c5s3d JcTd8s5c2s KdQc7h6d4s QdJsTc6s6h 
KcJs9s7s2c KhQsQc8s5s AdTc9c8c6s TsTh9d9c4h 
AcQcTc6s6h KsQhTc8h5d KhTs9h4s3h TdTc6d6c3d 
As6d5s5c4h QsQhJs2s2c AdQdJd9d3h JsJdTs6c4s 
JhTc5d5c3d AcKh9c8s4c KcQh9h7s6h Qh9s9h7h7c 
QcThTc9s4d 8c6h6c5d4h Kh6s5h5c4s 7s7h6c5h3s 
KsQcJh8d5c JsTd9d8h5c QdQc8s7s2d QsJhJd8c6c 
KdQhJh7c5h As9c7s6c2c QhJdTc9h5h KsJsJh9c4d 
Qh9s7s6c3h KcTd6h4d2c AhQc8c7c6d KhQdTs3s2d 
KdJsThTc6c Ah7h6c5d4h KdJd9d5c3c AcKd5h4c3c 
Ks7h5s4h3c KdJs6s4h2d TdTc9s4s3d Ts9d7d5c3s 
JdTs8c4c3d KdJcTs9s2h AhTd8d8c6s QsTd8c4s4d 
QdJh9c7c3h 8s7c6s5h3h QsTs8c6d2d AcJdTh6c3c 
JhTc6c5h3h KsJhTh7h6h AcTs9h7s6s KcQd9h9d7s 
KdQhJc6s3d QhTs8s5s5h 9c8s7s7c6s Jd9c6h5d4h 
QsQhTc9d3c AdKc9d8s4d QdJh8c4h4d AdTs8c6h2d 
Jd9s9h8c7d KhTc8h6c3h JdTd9d8h8d QdTsTc5h4d 
KsQh8h6d5c AhJd9s9c7s Ac9d8s4c2s Jd9s6h5h4d 
QsQcTd7h3s KsTs8s6h4c 9h7c6c5h5d QsQhJs8s5s 
KhQsQd8d5d AsJh6d5h4d JsTd8c5s4h AhQhJs2h2c 
KdQc9c7s2d AhQsJs9d6s KsQh9s8c3c Jd9d7h5s3h 
Js9d6c5c4s KhQdJh9c4s JsTs6h4c3h KcQc7s6c5h 
AsQdJs6c3s AsKhJs8s2d Qc9d8c5h4d Jc8h6h5c4h 
Ad8d7d6h4s KsQsJc9s5d KdTh9d2h2c Td8s7s6s6d 
Ac7h5c4d3s AhQs5c4c3s KcQhJs8h5d AdQsQc4h2s 
AhQsJs6s4d QhJcTdTc3c Kd9d9c7s3s JcTs8c7c2s 
QcTdTc7c6c AdQs8s7s6c KhJc9s4h2c As8c7c2s2h 
JsJd7c4s3d QsJd9h7d6c AdJd7h4h2h QhTd9s6h4c 
QhJsTs7s7c KsKdQs8h2c KsQhJs8s5c QcJcTc8c7c 
QdJcTs6h4h QdTsTd9h5c AdJc7s7d6d AdQd8s6s2d 
Ad9s8d5h3c KhTd9c8d4c KcQc9s6d2s KhQhQd7s3c 
KsTh7s6d5s QdTs8h8d3s AsJdTd4c3h Ad7c4c3s3d 
Ah7d4d3h3c AcTsTh8h4d AhTs9s5c3c QsQc8d7d2s 
QhJsTsTc3s AsQd5c4c3d QhTh6s5d4c JcTh8d6s4c 
QdJcTh6c4c AcKc9c7d5c Qh8h7s7c5c JcTh8s8c3h 
KhQc7s7d6h AsJd6s5c3h Ah8c6s4s2h Kh6s6c5s5c 
AhTc9d7c6c 8d8c7h4h4c Qh8h8d6c4c KsQd9d7h6d 
9d9c7s6h6c JsJhTs4s4d JdTd7h4h4c Ac7s7d6s2c 
QcTd8h8c3h Ac7h7c6h2h AdTc6h6c2d KsTc5d5c3s 
Th9d7h5s3d KdTd8h7h2h Ah7s5d4h3c JcTh9s9c6d 
KcQc7c6h5d AdKd8h4c3s QsQdJd2d2c As7d4d3s3c 
JcTs9d8c5h QdTsTc3s2d AcKs9s5d2d JhJd7h4c3d 
QdTc9s6d4h KsJsJd9h4c KcJc7h4d3h AcTh8d7h5h 
KsKd9h7c4c As9s7h5d5c Ad7s5d4s2s AdQsJh4s3s 
KsQhTh8d4c AcKhTd7d3s KsJd9d5h3h JsJd7d5s2c 
AdKsJd6d3c AsKhTc7c3d JsTs9s9h7s KdQh9s9h7c 
QsTs9h5h2d KhQs8c7s2h QdQcJs8h5h Ts8s6c5s4c 
QcTc7s7h4h QdTd9d6s5c Qs9s9d6c4c KdTh9c8h4c 
AdQc7c3d2h KdJc8d7s2c KdTc8c4s4d Td9s7d5h3s 
KdQdJc9d7d Ad7d5s5h2s AdKc9s7h5s JdTc9h6c5s 
QsTh8s5c2h Jd9s8h7d4s As9h7s7d5s KhKc9c6c2d 
JcTh9d6c2d JhTc9s6h2s AhKcQc6c3d JdTs9h4h2d 
KdQd9c8h2h QhJd9h5h2d KdJs8s8d3h KdQsJh8d5d 
Js9h6c5s4c AdTd8d6s6c QcJcTc7s6c QsJs6c4d3c 
Ts9s9h7d6s KdKcQc8s2h AcJc8h2s2h 9c8c7d6h4d 
8s8c7h7c5d JhTs8c7s3c KhQs7d5s3d JsTh8d6s3d 
JsJhTs2d2c QsTh7c5s3c Jc8c7s7d5s QsJs5c4s3c 
JhJd7d5h2c AhQh9h7d7c KhJsJh9c4d Ac7s7d6c4h 
KhQcJs8c5d QhJcTd6s6h JdTc8c6h4s KcQh8d7h2c 
KhQd7s6c4h Ah7s7h4d2s JcTh9d8h6h 8h8c7d4h4d 
JsTh8d6c4s QdQc7c4d3c KcTd6s5c2d TsTd9h9c3s 
Th9s8s8h5s AdQh7d6d6c JsJh7h4c3s AdKh5s2s2h 
QsTsTd8c4h Ks9c7d6d6c KdJd6s5h4c KdJhTsTc6c 
QhTh9h6s5d KsQd6c5s2c KcJcTc7s5c QsJh5c4c3h 
AdJh6d5s3c Ah6s6c5h4d QdTd9s4s4h Ac8h8c2h2d 
AhJcTd6s5s Jd9s6h5d4h Ad6c5d5c3d KsQs8d7s6c 
JsTh8s6c3c Kc7h7c4s4h TdTc9s8h6h JsJhTs8c2d 
AhKd8h4c3s AsKs8s6h2h QhTsTd6h4c QhTc8d5c2h 
QcJh8s6c2h AsKsJd6s6h AdJd9h9d6c TsTc7s5c3d 
Ah9s9d5s5d AcQsJs6s4d AdKc9d8h4d QcTc8d5h3h 
KdTs7d6c5d KhJs7s5c2h QcJs9h7s6d JhJc9s9d2c 
KsQc9h9c7d KcQsJs7d5s 9h8d7h6h6d AsKsJs8d3h 
QsQh7s4h3s Th9s6s5d3h KhKcQh8s2d QdTd8s5s2c 
AhKhQh5h5d QsJdTh6c4c JsTc9c5c2s JdThTc8s5d 
JdTc8s8d3c QhTs9h5s5h KhKc9h8s2h AdJsJd7c3d 
