AcJd8h4h2h 
Qs9c8d7c3c 8s8h5c3d2h Ad8d6d4c3d Kc9h8s6d2s 
KsTh9s3s2s Td5s4d2s2c Jc8h5s4d3s Th6d6c4s3d 
AcJs7c3c2d Ac6s4c2h2c KdJh5s5c2h Kh9s9d5h2h 
Ts7s6d3d2h Td9s9h3d2d KsJd8c6c2h KdJs6h4c2c 
AhQh4h3c2h Jh6s5c4c3c Kh5d4h2s2c 9s7s6s5c2s 
7d6c5s2h2d Qc9c7d6c2s KdQh8c5s2s 6h5c4d3h2h 
Kc6h4s4c3c AsJd7d5d2d Kc5c4s3h3c JdJc5s3s2h 
Kc8s8h4h3s Ad9s5s5c4s Jh6s4c2s2h QdTs5c3s2h 
Qc9d7h7d3d JhTh5h3h2c 8h7h6d3d2d Qh8s7s3s2h 
9d6s5d4d2c Qd9c4c3d2c Jh6d4d3c2h Qs7h6d3d2s 
9d7d6d3d3c Th6s4d3h2s Jd8s8d7h2d QdTs8s2s2c 
Kc7d6c3h3c Js9s8s8d3s KhJh7s3h3c QdTh5c3s2h 
AsJd7c6d2h KcQs7s7d3s 8h6h4s3h2s KsJs4h3s2c 
Qs5h3s2h2d QsJs7h5d2s As5s4s4c3s QcJd9h4h2h 
Th9d6s4h2h Ts9s7h7c2s 8h7h6h4c2s 8h6s6c4h3h 
9c8d5h5d2s KcJs9s3h2d As5s3s3h2c Js8d7h5c2c 
9s6s5h3c2d Qc9s6h4d2c Ks5h5c4c3d AhJc6d3s3c 
Jd9d6c4s3d AsJh4d4c3c AhQs6s4c2s Qs9d8h7c2c 
Qc6c4d3d2c 8s8c7c4c2d QdJc4h4c2c 8d7s7h4c3c 
Qs8c7s7h2d Qd6s6d3d3c Qd9c8s7h2h Qd9h8h7c3h 
Js8s6h6c3d KsKhKcTd7h Qd7c6d3c2s Tc8d6h6d2d 
Ts7s4s4d2d KhQdJc7s2s Qc6h6c3d3c 5c4h3c2h2d 
AsJh9d3c2h Kd9d9c4h3d AsTh7d5d2d Jh9c7c5c2c 
AhTh6c3h2s Js8d4h4d2h Tc6s5s4s4h Kh9c4h2h2c 
Ac8d7s7h2d Qd7h4d4c2c JsJd8h3s2c Th6c4d4c2d 
8s7s6d3s3h KdJc5c3h2s AdQd6d4s2d 9d8h8c4c2s 
Kd9d8c7d2d Qd8s8c6c2h Qs8s5c4s2d Kd9s9h8c3h 
Tc7d5d3d2c Jd8s6d4h2c Qh9s3h3c2c AsTc4d4c3c 
Kh8h7h7c3d ThTd7s5h2h Tc6d5s4s3s Qs9h5c4d3h 
TsTd7c4h2d Jh9h6s4d3h Tc7h5c3s3d Tc6d5d4s4d 
Jd9d8s4c3d Tc6d4h3h2c ThTc4d4c2c Ah9h4s4d3h 
Kh8c6d5s2d AsJh8d3d3c JdJc7s5s2s JsTc4d3c2c 
KcQs6h4d2d 8d7d6d4h2s Jd8h8d6d2c Qs9c8h7c3c 
Ah9d7c3s3c Qh8h8c3c2c Ac8s7h6s2d As9c7c5c2h 
Qh8d6s4c3s KdTs5d3h2d KdQd9d4s3d KcTh7s5d2s 
QhJh7h6s2d AdJc8s4s2s QcJd8c4c3c 9c8s8d4h3c 
AdTc5c3s3c KsQd8h4s2s Kh9h5d3s3h Qd8h8c6c2s 
AsTs4c3s2h Td6c4d3h2h Jh8s4s3s2h 9c7h6c5c2c 
8s7s7d4s2h JdTh5h2h2c QsJc6d4h2h 7c6c4d3d2d 
Th8h4c3c2h KhTh6h4h2s AdJs4h4c3c 8h5h4d3d2d 
Th8d7d7c3d Ac9c8c4c3s JsJd7h6s2s Jh8c4h3c2d 
Jd6d5c4s2h AsTd6d3h3c As8h8c6d2c Jc9d9c4s2c 
Td9d4h3d3c AsJh6h4h3d Ks9s9c2s2d ThTc7c2d2c 
Jd9h5h3h3c Kc7s7c4d2h Qs8s7s5h2d AhJs6d3s3c 
Jd9d8s3h3c Td6s4s4h2h KdQh8d4c3d Jh8h8d3d2h 
Jc8h5d4h3h Th8h7h4d2s Ts9d5c4s2h KsKhKdTc7h 
5c4d3c2h2d 7s6c5c2h2d KcTd7d3s3h 9c8s8h4s2d 
Kh8s6h5h2h Js8c7d5d2d Th8d7s4d3d 9d8h5s4s2c 
JsJd7c6s2s Ah9c5h2h2d Ts9s6h4s2d QcJs7s7h3s 
QcTc5s3h2c 9c5s5c3c2s Ks6c4h3h2c QhTd8d3c2s 
Td8d6d4h3d 8s8h4s3s3c Ks8h4c3c2s 9s8s5s5d2c 
Qh5h5d4h3c Kd6d5h3d2s Ac9d7h3d2h 8h6s5s5c2s 
KcTsTd3s2s Qd9d7s4h4c KhTh6h4h2d Ts8h3s3h2c 
Qs9c6h4d2s Qh8h8c3d2d QdJc9c3h2c QcJh7h7d3h 
Th8s5d5c3c KsJh9h3h3c AdQc9c4c2h Jd9s6h4d3d 
Jd8s4d3s2h AcQd8h3d2s 8s8c4s4h2s Jd4h4c3s3d 
AcTc5c4s2c QcTc5s5h2c Tc9s5s5d2h 6s4h4c3c2h 
9s5d4d2s2c Td6h6d3c2c Jc9c6c3d2d 8d6d5d2s2d 
KdJc8d6d3d Qd8s8h7d2c Qs9h6c4d3h Ad9h7s3s3c 
QsJc7h4h3h Ac9s9d3s2d AcTd4h4d3d Qc8h7h3h2c 
Qs7d5d3s2d Ks9d7c5h2d Jh8h7s4d2c Jh8d6c5c2c 
AhJd9d6d2s Jc9s5s3s3d Td9c4s4d3d Js9h7d3d3c 
Ah5h3h3d2c 9h9d5d4c2d JsTs7h3d2c JhTc4d3c2s 
9d6d4h4d2h Jd8c6d4d3s Jd7h5d3h2h Kd8c5d4h3d 
Kc8s5d2h2c Kh9h9c8h3h KsKdKc9c8h Ad9d6c4d2h 
Kc9h9c4d2s Kh9d5d3c2c KdQh9d4d3d Kc8c7d3d2d 
Jc8h8c6d2c AcQc7d3h2c Qh9h6h4s3h JsJd7c4s2h 
Ad9h5s4h4c Qh9s8s8c3s Th4h4c3s3d Jd9d5d4c2s 
KdJd4s3d2c Jd9h6s4d3d 7s7d6c4c2h Th5d4h4d2h 
Td9d8h4d3d As7c6h5c2d Td5s4d2s2h KsJsJhJc7c 
QhJc6h3s2d KdQs8h5c2c Kc9d8s7h2s 7s7d6s4c2s 
Qc8c5s3s2c Kc6h4s4d2c Th9d7c4h2s AhTd5c3s3c 
7s6d5d2h2c KsTh9h4h2h KdJd7s7d3d Ad6d4s4h2d 
Qs8s8c3h2c QsJs7s4s3h 7s5s4d3s3h 9c8c5c4h3s 
AhJc4d4c2s Qs8c4h3s2h Qc9d5c3h3c 7h5h4h4c3d 
Jh9s6s5c2s QdJc7s6h2c AsTd7c4c2h AhJd9s6c2s 
QsJh6d3c2s Th6c4c3s2h AdTs7h6c2h Qs8h6s4c3s 
Ah8c7s6c2d As8c6c5h2c AdJc6c4c3s JcTs4h2h2d 
QcJd7c5s2c 8h5h5c3c2c 9c6s5h4d2s Ks9h5h3c2c 
9h8c3h2s2c Td7d5d4s3d Jc6d4c3d2s Th9d7c5d2d 
Kc7c4s3s2s Kh9c8d5s3c Ks7d5h5c3c As8h6d5h2h 
Ah8s7d4c3d 7s5c4s4d3s KdQs4h3s2s QdJc5c2s2h 
Kh8d8c4c3d Ac8d7h6d2s KhTh6c4h2h QcJs7c5d2c 
AsJd6c3h3d 9s8d3h2s2d Jh6s5h2s2h Ks6s5h5c2s 
QsTs6s6h2s As9c3s3h2d Js9s4c3c2s Th8d6d3s3c 
KhQs8h4c2h QdTs8d3h2d Ac8h4s3s3h KhQd9s4h2h 
Ac9c5c4d3c Jc9h7c6s2c KsJs7d4h2s AhJc4s4d3s 
Tc7s7c5c3c Js6h5s2s2h AhTc7s5s2s AdQh8h3h3c 
Kd9s9h8c3s Ad8h7s6h2c Kc9c5d3h3c Qc9h9c4s2d 
9s8s5s4s4c Kc9c7d7c3c 9h6d4s2s2h Ts9c7d5c2c 
KhQd8d7c3d Kh9s8d6c2c Qd9h7h7c3s Qc8s5s5d4s 
Kd9c8s8c2h Jc6d4s2d2c 7s6s5c2h2d Ah9d5d5c4d 
TsTc5h5d2d KhJc8c4d3c Qs9c6s5s2s Qd9s6c4h3s 
QsJsJh7s2s Ac9h8d3s3d AdQh6h4c2h TsTd8c3h2s 
Th9s7d5s2s Ad6d4d3s2c JdJc7h4c2s 8h7h6h3s3h 
KdQd9d4s4h 9d7h6h6c2s KsQd6h4c2c Qs9h8h7h2d 
Ac9s9c6c2c AcTs9s3s2d KsJh6d4c2h Ac7d6h2h2d 
AhTc5c4s2d 8s7s7h4s2d 7s6s5h2s2d Js8h7d3h2s 
Ac5s5h2h2d Kh6s5d3h2h Jc9c5c4d2s Jc9d7d6s2h 
KhJc5s3d2c Th6c4d3d2h Jc9s8d4h4d Qd9h8d2s2c 
AdKs9c2h2c 8h7s5c2h2d Ks9h8s5s3s KhQc7d7c3c 
8s8d7h4c2c 7s7d6c4h2s Td7d6c3h3d AhTh6c3d2h 
Ts8h4s3s2h Td7c4c2s2d Th9d6s4d2c Kd5d4c3h3d 
9s7h4d2s2h Ks8c5d4s2s Ts9d9c3c2c 9d5d4h3s2h 
KsJd9c6h2h Jd9d6c5d2d Td8s5h4h2c 9c8s5h5d2d 
QsJc5c2h2d Jh8c5c4d3c Jd6s5s5c4s Jc7h6c4c3d 
Tc9s6d4c2c KhQh9s4h4c Kh9h9c5s2h Kh8h5h4s2c 
KsQcJd7h2h 9d6s4h2s2d 8d7d6d3s3c Th6c5h2h2c 
6h5s4d2h2c Td7c6d3c2s Jc9c5c4h2d Jc6h5h5d4h 
Ts8h3s3d2d AhKc7c3c2s Tc8d7h5d2d AhJd6d4d3s 
Jd6c4d3c2h AhTd7s4c2d Js9h6c3h3d Qc5h3h2s2c 
AcTd5s3s3h KsQc6s3h2s Ts7c5c3c2s Js9s8s8h4s 
Td9s6d3c2h 9s8h5s4d3s Kh9d4s3h3c 7s6h5d2s2c 
Jh9h8h4d4c Kh7h7d6h3h KsQd9d6d2d Jc9h7s5d2d 
Kh9s8s5d2c Qd7c5s4c3h Jc8s8c3s2c 7d5h4s4c3h 
QcTc6h6c2c Td6d6c5d3s Ah9c7d4d3s AsJh7c6d2h 
9c7h7c6c2s Td9s5d4d3d Ah8h3s2s2h KdJsJdJc8c 
Kd8s7h6s3s Js8h5h4c3h QcJc8c4s3c Jc8d8c7c2s 
Qd8c6c4s3h Jh6c4c3s2h Tc7h6d3d2c Jh7h6c2d2c 
KdJs8c4c3h JcTc6c4c2h Kd9d8d8c4d Kc9s9d8h2d 
AsQs7d3c2s Jc8h5s4h2d Jc9h6h4h3s AdQd8d7d2d 
KsQc5h3d2d 9c8c5h5c2s Kh8d7s7h2h 8h5s5c3c2h 
AdTs8h3c2s 5s5c4c3s2c Ac6c4c3d2h Kh8s8d4s2d 
8h8d4c3c2d Qc8c5c4d3h 9h8c5d4s2s QhJs3d3c2h 
8h8c7d4s2s Ks8c5h2s2d KsQh6c3d3c QhTs7d4h2h 
9c7h7c6c2d KcTc9c7c2c Jc8d8c7s2c 6c5d4h2s2h 
JsJd5h3h2c Tc6s6d5d3d 9h7d6h4h3h Jh9d6d4d3c 
Jd6h5d3h2h QhJd7s2s2d Ad9h8s3s3c KsKhKdTc7s 
TdTc5c2s2c AdJs6c4s2h 9d8s6h4c2h 9d7s7c4c3c 
Qc9h9c2d2c AhQd8d3d3c QsJc6s4s2s As9d7h3h3c 
Tc9c4h3s3c KcQd8c4h4c Qd7h6c4s3c Kd8h6d5d3d 
AhJs4d4c3c KhQh9h4d2s Th6h5s3s2h Ts7d6c3c2s 
Js8c5h4d3h QcJc8d4c3c QcTs7d5s2h Jd9d8s3h2c 
JsJh7c6s2s Qs8c6h4s3s Kh9s8d6c2d Ks6d6c4h3c 
6s3d3c2d2c Kc9d8s4d2s AcKd9s2s2h Qs8h8c7s2d 
KsTc9h3c2c Kd6h6d4d2s Jc9d6d4h4d AdJh6s3h2s 
JsTs6s6h2d 9d6c4h3c2d KsKdKc9d8h Th9h5h3h3c 
AdTc6c5s2c KdQs8s7c3s Jd9c6s4d3d KcTs6s3h3d 
Kc8h6s2s2h Ks8c7h6c3c Kh6d5c4d2s Jc9c8s3h3d 
QdTc6d3d2h KsJd8c2s2h AsAhAdAc9d QhTc7s4d2c 
KdTs6h5h2h 7h6h5d2h2c Jc8s6c4d2h AdQc9c4s2c 
JsTs5s3s2h KsKhKc6s2h Ks7d4s4c3h TsTd8h4h2h 
Ah8h5c3h2s Qs9h5s3s3d Ts9d6h6c2s JdTc7d3d2h 
QhJd8h3s2c Td7d5s3s2s Jc8h8c6s2c KcQc4s2h2c 
Js9h3s3c2c Js7h7c6s3s QcJh7c4s2d KhQsQhQcTd 
9s8s7c6s2s Jd7s7d3c2s Td7h6h2h2d Js6h4s4d2h 
Kh8d6c5s2c KsJh8h4c3h 9h6d5c4s2d 8d6h5c3c2s 
KhTs7d5d2c 7c5h4d4c3s Th9c8d3h2h Td9c6s3d2h 
Kh7c6c4c3d Jd9d8d6h2d Qd9s8h4d3c AdJc6c3s2s 
Td9c6h4c2s As9s6h4s2d Kc6h5h4d2s Js8s8c5s2s 
Ac9h5s5h3d QdJc7h4s3h Qd8d7d5c2s Tc7d6h2h2d 
KhTs6d4s2s Ac9s8c4c2c 7s6d5c3s2h QdTc5s3c2h 
AsJh9c3d2h Kd7s5c2h2d Th8d7s5s2s 6s5h4c2s2d 
KhQd8h4s4h TsTd5h5d2d Td5h5d3s2h 8d6h4d4c3s 
Ts8s6s5h2s 9d8h6h4s2h Th8h7h4c2d 7c6h5c4c2c 
Ks8s7s4h4d 9s5h4d2s2d KhJh4h3d2s Ks9d9c8h3d 
Kc5c4h4d3c Ks7c5h5d3d 9d8s7d7c2d 9d7h7c4s3s 
6d5c4s2s2h AsTd9d6d2d 5d4h4c3h2d KhJh8s6h3h 
Jc8c7h7d2s AcQs9s4s2h Jh6d5h3d2d KsQs5s5c2s 
9c7h6h6d2s Qd7c6c4s4h AcKd8s3s3h TdTc7s4d2h 
KhQc5s5d2d 9s8h8c7s2s Jc7d5s5h3h 7h7c6s4d2c 
Ks5s4c3s3d 9s6c5h3s2d Jd9d7c6d2s KcTc7s7h2c 
Ts6s6d3c2c 9d8d6s6d3d 9c6s5h3c2d Ks8d6h5d3d 
Qh8h8c3s2s 8d7c5s2h2d KcJh5s3d2h Kc8d4c3s2d 
Ts7s5h2s2h 8d7h6c2s2c 9d8s5c2h2d 9d8d5h5d2c 
KhJs8d8c2s Tc7h6s2s2h Ah5s5d2d2c Jc8s6h3h2c 
5c4h4d3d2c 8s7s7c4s2h Jd9d6c3s3h Ks6s5h3s2c 
Js9c8s6s2s AdTc7h5h2h Ah9d5c4s4d AdJs6s3c2c 
QcJd8h3c2s QsQc8s3s2h Jc8s5h4h2d Th7d6h3d2s 
Jh9d5d3s3d QcTh7d5h2s Qs6s4h3h2h Ac8d6d5h2d 
Ks9c7d7c3c Jd9h8c3s3h 8c7c6c4s2h AhQh4d3h2h 
Kd7s4s4d2d 9h9d5h4c2h 5h5c4c2s2d Kh9s9h4d3h 
As8s7s5s2s Kd7h5h5c3s Jd8c6d3c2s Kc9c5h3s3c 
Tc8h7s7h3h 9c8s8h4h2d TsTh5h5d2h Tc4s4c3h3d 
AcJd7s6h2d KcJh8c3d2s Qs9d8d7c2d AdJs7c6s2h 
AdKh7h3h2c KdTd9d2s2d AcQc6h4c2c KhTh7h5d2h 
QsTd7h5d2c TdTc7s4h2d 9s8h7h3d3c Js6c5h2h2c 
Ts6d5d3s2d Th8c7s4h2d Th8d3c2h2d Kh8h5h4c2d 
Qs7c6c4d2d Kd5d4h3d3c Tc5h4s3h2c KsJc8h4h3d 
7h6d5h2h2c Ad8s5s5c3h Kd8h5c2s2d AhJc9d6s2d 
Kd9h9c7s2c Ad6c5s4c3c Kc8s4c3h2s QhJh8s4h3h 
KcTd5c3s2c KsQs9s7s2c AsJd8c4c2c QhTd8s3c2d 
Kh9d9c8c3c 9c8d5s4h3c QdJh8d4d3d QdJs9h3c2h 
Qs9s4c3h2h Ks7s6d3d2s KdJc5s3c2h Ks9c8d8c3h 
AcTh9h3h2d JcTh7d2s2h Jd9h8h2s2c Js6h4s3h2c 
Jd8c7s5h2h Ah8d5d4s3c 7d5d4c3h3d KdJs8h4s2c 
JcTc5c3d2c Jd9c5s4d2d Kd8c4c3d2s Js8d7c5h2c 
Kd6h5h4c2s Kh8c4s3s2h Qs8c5d5c4c AhQs6s4d2s 
Kh8d5d5c4d 9h9c4c3h2h Ad7h6c2h2c 9c8s7h7d2s 
Kc7d7c4s2h Ac8d5c4c3c Th7c5c3c2h 9d8d5s5d2c 
KcJh7s7d2c Ah9d7s3s2d 9h5h5d3h2d 9d8s5d4c3d 
AsTd4h4d3d Js9s6h4d3s Jd9s6c4h3h KdQd9h4d4c 
9c7s7d4s3s AdTh9s3s2c 8h7h5d5c2s KsJd7d6d2c 
Ts8s5d5c2h Td8h3h3d2c KcQs8s8d3h Th9c8h3h2d 
Qh8s7s6s3c Tc9c6c4s2d Ad9h7c3h2c Jd8h6d4s2c 
8d6d4h3d2h QhTd8d3s2c 9h8h5h5c4h AcJs4s3s3d 
KhTh6h4d2h Qd9h8s8h3h Qh7c5h3s3d QdJh7s4c2d 
7d5d5c2h2d Ah9s7s5s2d KhQhQdQcTs AsJc9d6h2d 
Tc8h7h5h3h Kc9d8h6s2s Td8h5s5c3c AsQh8c3h2d 
AhJc8s3s3d AcTh6s3h3d Ac9d4s3h2c AcTs8d3s2h 
Jc8c6s5c3c AsJd8d2h2c KdJhJdJc8c 9h7s7c6d2h 
QdJh7c5c2s JcTs7h2s2d Th5d4s3d2h Ac8h6d5s2h 
Ac7c6h3s2c Js9h5h3h3c KdTc7h4c2s 9d6c4s2d2c 
Qh8c7s5c3c KhJsJhJc7s 9d6c5s4h2s Qc7s6s2s2c 
Qh7d6s4d4c Jh9c4s4h3d AsKd9d3d2c KcTh6h3s3d 
Ts8c7h4s2d KdTsTh3s2s Ts7h4h2s2d Td8d6s3h3c 
9c8s8h7c2c QcJh8c4c3c Qd7s6c3h3d Jh8h6d3s2s 
AdTd4d3c2h KcTd5h4s2h Qd7c4h4d2h TsTh5s2s2c 
Kh8d5s5d4d 8s8d4s3d2s Td9s6s3c2h Qs8s7d7c3h 
Jd9h5h4h2c 7c6d6c4s2c KdTc5h4c2c QsTc5h3c2d 
8s7s7c4d2h Jd7s6d5c2h KcThTd3h2h QdJs7c2s2c 
AcQh8h3h3d AcJs5d4h2h Td7d5h5d4d QcJh8s4s3s 
KhJs6s6d2c Ac8s7s3d2d AdTc7h6s2h QhTh7h6c2h 
KsQd6c4c2h KcJd5d3s2h JcTc7c6c2d Jc7c6c4d3h 
KcJc8c7s2c Qh9h7s6h2d Jd9c7c5s2c Th5s4d3s2h 
Ah9s3h3d2c As8d4h4d2h Tc8c5c4s2d Qh8s7c5d3c 
KsJs4c3s2d 8h6h4c3h2c AdTs7h5h2h ThTc7c2s2c 
Kc8d7d6h3d Ts9h9c3h2h JsJh5h3h2d 6s6d5h3s2c 
Jc7s6c5d2h Kc6d6c4c2h QhTd6h2s2c 8c7d6s4d2d 
As9d8s8h8d Ks8h6c2h2c 8s6h6d4s3s 7c5s3d3c2d 
Kh8s4d3d2h 9c5c4s4c2s Jc9c8d4h3c KcQc8c5c2s 
9s8d3c2s2d KsKhKcTd7s Jh9d8c4s4c KdTs7c5h2c 
Kc9d5h3h2d KcJc7s4d2c Ah9d5s2s2d Ad9d4s4c3d 
KdTd6s4d2d Qc9d8s4c3h 7h6h5c2h2d 9h7s4d2s2h 
6c4s4h3c2s AdJc7d6d2d Kh6s6c4d3c Kd9s9h5d2d 
JcTc7c4c2d KdJc8s4c2h AsJd6h3d3c 6c4h4c3d2h 
Qd9h6d5d2d KhQh6h4h3h Kh9h8h7h3c 8d6c4h4d3s 
Qs9s7h4d4c Ac9s5s5h4s Qc9c4d3h2h Qs8c7h7d3s 
Qc9s7s7h3d 9h5s4s3d2d Tc8c5d5c3s 8d7h7c4d3d 
Ts6s5c4h2d QhQc7s3d2c Th9s9d3d2d Kd8d6d4c2s 
Qh7d6c4s4d As9d8c3h3c 8c6c4h3c2h Tc6c5s5c3d 
AcTc6h3c2s 9d6d3c2h2c Qh5c3c2h2d Th6s5h2s2h 
Kc9h8d6s2h AsQh9h4c2h KdJs7s6s2c AsJc4d3h3d 
QcTc6c3d2s Jh8c5s3c2s Kd9h8s5c3h Kh9d8d7c2d 
Ts5c4s4c2s 6s5d4d3d3c Jd8s4d3s2c KhQs9h4h3h 
TsTd5s5h2s Js8h8d7d3c Qd8s6c4d3d Qh9h7d6h2c 
AsJd4c3h3c Kd8h4c3c2d Js8c5d4h2h 8s6s6d4c3s 
Js8s8c3c2s Jd7s7h6d3d Ts7s5s4c3s Td8h6h6c2h 
KsTh5c4d2c 9d5d4s4d2s Qh9d4d2h2d JhTs6c3d2h 
8h7h6h3s3c QcTs7h6d2h KdTh5d3c2d Th6s6h3d2d 
Kc9s8s8d2h Qs9c6d3h3c 9c6h4d3h2c AcTd6d5h2d 
9s8s5c4s3d Ts7s7h5s3s Td9h6s4d2d Qd9h8c4d3s 
KdJs5c3s2h Qd9h5c4s3h Jc8d7s3d2c Ad7s6c2s2c 
KcTc8c4h2c Th9s7h7d2h Ks8c6d5h2d Ac9d7h4h3s 
Qd7s5h4c3c KcTd7h7d2s KhQd6c4c2s Qh7s5h3d3c 
Jd9c3d2d2c KhQh9h7h2s Ah9h8s4h3h QhTs5d3s2c 
Kh9h9c2h2d Tc9h7s7c2c KdTs5d5c2d AsTh6c3s2s 
TsTc8d3h2c KsQd7h5c2c Kh7h6h3s2s Kd6c5s4s2h 
JhTh3h3c2s AdJh9c6h2h 9d7d7c6d2h KhQh4s2h2d 
Td5c4d2s2c Td5s4h2h2d QsJh7c4d3c Th8s6s3d3c 
QcTh7c6c2c Kh5s5h4c2h Qc7h7d5d3s 9c7d6h6d2s 
5s5h4s2d2c Qs9h8h7h3d Ah9d7c3c2d Ad6d4d3c2h 
Qh7c5c4s4d Tc9s8c3c2h 9d8s5c4h3d As8c6d5c2c 
Jd8d8c5d2d 7d6s5c2h2d Ah9c7d3s3d QsTh8s3d2s 
Kd9d9c2h2d Qs8d6s6h3s Jd8d6h4s3d Qc9h6d4s2c 
Ks8h6s5s2s Jc9c8c6h2c 9c7c6c3h3c Tc8d5s4h2s 
Jd9h7d6d2c Tc7d5d3h2h Kh6c5d3h2h Ts8c5h4h2d 
JsTh4h2h2c Jd8c6s5s2s Ac8s5c3d2c Th6s6d5s3s 
Ks7c6s3s3d Jh9d7c6h2h 7d5c4s4h3s Tc6s6h4d3h 
Qs8d6d4c3h JcTc5c3s2c JdJc7s4c2h Tc9h9d3d2d 
AcTc5c4d2c Ad8d5h3d2c 9c8s3c2s2h QhTh6h4c2h 
Ts7d7c3s2c Ah9h5h4s3h 8d7d6c3s3d KsJsJdJc8d 
Qh5d3h2d2c Ah9d9c2s2d 8d5s5c3s2d AhQs9s4s2d 
Ad9d8h4d3d As8d6h5c2d 9d8d5d4c3s 8h7d7c6c2c 
Ad9s9h2s2c Jc8h7s4c3c QhJs7s5s2c JsTc4c2h2c 
ThTc7h2s2h Qs7c6s3c2d 7s6s4c3c2c Ah9s4c3d2h 
8d5s5c3d2s KdQhQdQcTs 7c5c4h4d3s Ts8s4d3d2s 
Th7d7c3d2h Th8s7d3s2d 9c6c3h2h2d Tc9d7s5d2d 
Jd7s6d5h2c KsJh9h2h2d JhJc7d5d2d Tc7s6d3c2d 
7d6c5h3s2d Ac8c7c3h3c KdQd9d7d2h QdJs7d4c2h 
Tc6h6d3c2d Jc9c5s4c2d QdJd7d6h2c Kh9d8c7d3d 
KdQs6c4c2h 9s8c6h4s3s Ah6h4h3s2d Kc8d7s4h2c 
Th9d7c2s2h QsJh7d5d2c Qd7h7c5h3s Td9s6d4c2d 
Kc9d5c3h3c AsTc5c4h2d 8s8d7s4s2h Ks5d5c4c3h 
Tc7h7c5c3c 9s5d4d2s2h Qc7s6d4s4h Td9s7h2d2c 
Jd8d4c2d2c Qh4s4d3d2h Ts7d6s4s3s Tc8d3s3c2d 
Qd9h8d4c2s Qs6h5h5c3d Qh8s8h3d2s QdJh8d3s2c 
QdTh7c6s2s Qd8c7s5h3s Td9d4h3s3d TsTh7d4c2s 
KsJh9c6d2d Th8s7c3c2s Ts4s4d3h3c AsTc5c4d2h 
Ac6d5h4d2s Jc9d5s4c2c Ks7c5h5c3d Ah8c6d5s2c 
9h8d6c2s2c Ts8c5d4h2d 9s8c5d4c2h KhQd7s6s2c 
Tc6h4s2h2c Qh7c6s3s2h 9d5h4c2d2c Jh9c8s4d2h 
Ks5s4d3s3h 9h5d4d2h2c AcTs8h3s2d Th9s4s4c3s 
9d9c8h4h3s KhJs6c5c2c 7s5c4s4h3d Kh9c6s5c2d 
9d7s7h5h2h Kh9d6s6c4d Kc9c7h7c3c Tc9c6h4c2d 
8h6h6d4s3h 9d7s7c4s3s Qh8s5s5c4s Th7s6h4h3h 
Td8d7s3d2s JhTh6s6h2d KdQs4c3s2s TdTc5s5d2d 
Jd8h6s3s2d Qh7d5d3h2d 9d8h6h4c2h 8h6d4s4h3c 
7s6h4h3h3c QsJs3c2h2d 9s6c4s2d2c Ad5d3d3c2s 
Kd8d6s6d2h Jh6s4d3s2h Kh7d5c2s2h 6d5s4c2h2d 
7s7c6c4d2c JhJd7d2s2d 5c4s3s2d2c Js8d5c4h3c 
Ad9c7s4s3h Js6h6c5s3d Ah9d9c2s2c Ac6c4h4d2c 
KhQh9h9d4h 8c7d7c4h2s Jd9c4h3s3d 8h7c5s5d2s 
Jh8h4d2h2d KsTc9d3d2d Kc6d5s5d3d Js6c4h2s2c 
Ks9c8c7c2h Th5s4h2s2c 8c5s5c3s2c 9s8c6d4d3d 
Tc6s4h3s2c KdQc9s7s2h 9d5d4h3c2c Ad9h3s3d2c 
KdTc5d2h2d AhTs6h3c2h Ks7d4s4d2s Jc7h7c3s2h 
KhTc7d4c2s Ks9h5s3c2d AsTc4d3h3c 7s5h4s4c3s 
Ad8d3s2s2d Jc8s6d3s2c Ah8c7c3s3d KsQh7d5d2c 
8s8d4s4c2s Td8h7c4h3h Kc7c4d3d2d Ts5h4c2s2c 
As8d7d3h2h 7c6s4s3c2s Qc4s4d3d2c 9d5d4s3h2s 
Jd8d5h5c2s KcQs9d4d3d KdQs8d4c3d 8d7d5d3s3d 
KcJhJdJc7h Qh8h8c3d2c Ac9c8h4c3c AsKc8h3h3d 
Js8h5s4c2s KcJd5h3s2d QsJs3d2h2c Ks9d6c5d2h 
Kc6c5s4c2c JsTh7s3s2c AsQh7s2s2c QsJs7s6c2h 
KsTh9c3c2c 9s9d7s4c2h Ts6h5s2s2h 9d6h4s2h2d 
8c7c6c3s3d Qd8c7s6c3c Qd9c5d3s3d Tc7h4h2d2c 
9c8h3s3h2c QhJc7d7c3c Jh8d7c4h3h ThTd7s5d2d 
Js8d6s3d2h Kc8d5c4c3h Qh8s6h3s2s Jd6s4c3s2d 
Jd5h4d2s2h 8h8d7h4h2c Kh8s8c2s2c Js9s5s3s3d 
AhKs9d2d2c Qc8c5h4c2s KhTs6s3d3c JhTc7c3s2d 
AcTd4s4h3h QsJd7h5h2c AdTs8h3s2c QcJs6c4c2c 
Kd8s8c4c2s Jh9c6s4d3d Td9c7h7d2d KcQs9s7s2d 
9s6c5s3d2h Qc9h3s3c2s Jh7s6c4d3s Qc9d9c4s2h 
AcTd6d5s2d 9s7s6s5h2s As9d7c3c2d 9c7s7d6h2c 
9s8c7h4c3d KhJh5c2h2d Ad7h6s2s2h Td7d6c3c2h 
