Tc9c8s8h5d 
As8c7h5c2h QsTd7s5s2d KdJcTc4s4c Kd8c5c4d3d 
Js6d5d4c3c KhJh6c3c2d QhJsJh3h2d Tc9s7c5s2c 
8c7c6s6d5h JhTd7d6s3d Ah9d8c4d4c JsTh7h4d3c 
Tc8c7s7h2s Jc9c8d6s6c 6h6d4c2h2d KdQcJs9h4h 
AhJh7d5h2c QsJc7h6c4c AcJc6d3s3h JcTs8d5s2h 
Jc9s8d6c4h AdQs5s3h2h Jd6h6d5d5c KcTs9s5s4h 
Ts9s4h4c3h Jh8s8h4c3s 8h8c5s4s4d QdJhJc6s2h 
KsTs9h6s2d KdJc9h6c4s Qh8c7d6h2c KhTs9h7h3h 
Tc8h7h5d4h QdJs9h6s4s KsJs7s6s4d KcJc6d6c4s 
AhQdTc2s2c Tc8c7h7d2d QcJs8h7c4c 9s9d7h2h2d 
8s7h7c4s4d AdQhTc4h2h Ts9d8s3h2h Ts9h9d5c3s 
Qs9s7c6d3h QsTh9h7c3h QhTs6c3h2c Td7d7c6s4h 
ThTd7s6d3c KhJh7c5d2s Tc8c7c6s4c Jd8s8d4c2s 
Td9s5d4s2c 8c7c5d5c3d Kd9s8s5h3h Ad9h5c4h4c 
KdJh6c5c4c 8c7s7d6s4s Ad7c5s2h2d Tc8s8h5h4h 
AsJs7d5s2h Kc6h5s5d4c Qd6s6d5s2c JhTh8h6h4h 
9d6d6c5h2c Jh8s8c7h2s AdJc8c7h2s Jh9c7s7c5c 
As6s5s4h4d Ts8s7d4h2d 9d7h5h3h3d 9c7c6s6c5h 
Tc6h5h4h4c QdJd6d4s2s As8s7h6c3s AcQcJc4c3c 
KsJs9c6h3s QcJs7c6c2s QhJc6h6c2h Kc8d8c6d3c 
Ts8s8h5s5d KdTd9c6s2d Tc9c6d5c2d KhJs7s5s4s 
Ad6s3h2s2d JsTd7c6s3s JsTc8d7d3h QsJd9d5d4d 
Tc7h7c6d4s Jh8s6s6h3c Tc9d7s5h3c Ks7c6d4d3c 
Jc7c6d4d3d AhKh8d2s2c QsJc7s6s2c QdJd7c5d4d 
Ks8h8c6d5h KdTh9h8h5s Ts9s9c3c2c JsJd9h7h4h 
QcJc9c8d3s Th9h7d6h4h QsQh9s6d2s QdJs9s5s4s 
KdJc7d7c2c QhJc7h5c2h QdJd8h8d2h AcQdJh7s2d 
Js8s6s5d4h AsTd8d7h3d JcTd6c5h3c Tc8s5h5c3s 
QcTs8c3s3c Js9h7d3s3d AhKs8c4d3s 8s7s6d4d2s 
AdJhJc7s2c 9c8d7d5h4d Ts9h4d3s3d KdTh5s5d3c 
AdKs7h6c3c AdKs8d4d3c Kc8s7s5c2c AdQd5h4c2d 
KsQd9h6s2c AcKs7c6d2c Jd6d6c5h3h 8s8d7d3s3d 
KdJd5s5h3c AcTc7d3c2d Ad9c8s7h4c Td7d5c4c3c 
JhJd5h4s3c KcQc9s8h3d AcJs9h7h3h KdJs8h5c2d 
QdJc3h3d2h AhTc9c6c4s QsJc7d7c3d QhTs6d6c4c 
Td9h9c5s3d AhJs8h6d2h AsTs7h3d2c Qh9c5h5c3h 
AhKs9c7c3c KsQc7h7d5d Qh9s7h5d3c Jd9s5d3s3d 
Qh8c7h6c3h Ad8d5s5h4d KsQs6s6h5s QhJhJc8s2h 
Jh8h7h6h5s KhQsJh3h3c QhJs7s7d5s Ah7s5d5c2h 
AhTc8s8d3c AdJc8c7c3h KsJc9c6d4c Ts8h8d5d4d 
QcTh4s2h2c QhJhJd3c2h AhTh8h5h3c Jc8d8c6c5s 
Jd9s6s6h5c QhTc6s5s5d AsKh7h5d2h AsJdJc4h2c 
Th8h7d4d3d Td9d6s4h3c Th8h5s4c2c Kd7s6s6c3c 
Ad9h9c6d2s KcQc9h8s3d AsJh9h9c2d AdQs7d5d3d 
Qc9c6c5s2s KsQh8h6h6c Kh9s9d7c4h Jh9c8s6d4h 
Ts9c6d5h4h Qh9d8d4h3c AsKc7s3h2d 9h9d7c5h3h 
ThTd7h6d2h AcJs6s5h4s Qd9d8d6s6h KhQd9s9h4c 
QcTh8c3h3c Ah5c4s3d2h KhJh8h8c3c Qd8c6s4s4c 
AcQc5s4d2c JdJc9d8h2d Th8h6d5h4h 9s6s6d5c2d 
KsJc7s6s4s Ah7h6h6c3s Ac7h7d6h5s 9d8c6s5s4s 
KdQc8c3h2d 7h7d4h4d2s Qh8h8d7c3d AhTh7h5s2d 
JcTh6s6h4h JdJc6d5s3d KsTc4s4h2h 9h8c6h5s4h 
Kd9c8s5s5c Ts9d6h6c5h QhJs9d5s5c Js9c8d5s3h 
9d8d7s5d4h Kh7h6h6d5s Kd9h8s4d3s 9h9c4s3s3c 
Ac6h3d2h2c QsJs9s6d3c KcQcJc5c2h Kc9h8d7d5d 
AhJdTc4c2c AhJd9d8d4d 9d8h5s5h3s QsJc8s3c2d 
Qh9c5h5c2d JsTh8d7c2h Jh8s8c5h4d JcTh9c8c2c 
AdKdJd7s2d KcQhQc8c2s AdQc6d5d2s Kc8s7h5h3s 
KhJc3s3h2s KsJc3s3d2d Jc8s7h4s4h Ah7h6c4d2s 
Js9h7c5c3d QhTc6s6d4s JsJh7s6h2s AhTh9h3s2c 
KcJd3s3c2s KsQd6h4c2s AdTs7d3h3d Ts9h8h6d3c 
AhJs6d5c4d 8h8c6c5s2d Qc9h7c5s3d AsKh7c6d3d 
QcTh9h7d3h KdJc8c5c4h 9h8s6c4s3h QcJs6h2s2c 
Kh7d5c4c3d QdTh5h3d2h Jd9h7s6d4c Qd8c7h6c5c 
Tc9s7d6s3s Ah8c7c5d2d AhKd6c4s4c AsThTc6d4d 
Kd9h8s7c5s As9d8c7c4h 7h5s5d4d3h QsTh8d6h2c 
8c6s5s5d2c QsJs9d6s3h JsJc9h3h3d As5s4h3c2d 
Qd9c6s5s2c AsTh7s6s3s KsJs7s6c3d Kc9c7c5s4d 
Ac8c5d2d2c ThTc9c2d2c Kh7d6c4d4c Ts9c8h7d4c 
QhQcTd4s2s Ks7s7d4d2c Kd9d6c4c3d QdTc6d3h2h 
9c8s5c4c3s QsJh8c7s4s Td9s4h3h3d AcTc6c5d5c 
TsTc7s5d2d AhJs9d7d3d KsJdTh3d2c AcKc9h6c2d 
QsJh9h6d3c AdKs9h7h3h KhTs7c6d3s Td8s8h5h4h 
8s8h4d3s3d KsTh4s4d2d AdTd6d5d4s Qh8d7s5s2h 
Ks9h6c4h2s Jd8s8h7d3s Th9h8h7d4c JhTc8d6h3h 
Jd9d7d5h3s Ah9c8d5h2h 9h8h7h6d4c AcTc6c4d3s 
AhKdQc3s2s KsTc9c5c4h QhTd3h3d2s KhJcTs7s2d 
Qs8h7s6s4c 8h7s5h4d2s QdTc6c4s2s KhJs8h6d3c 
8h8c7h4d2c Js8d6s6d3h Jh8d7s4s4d Jd9h7c4h4c 
Td9c4s4c3d Kc5s4d3c2s Ts9d9c3h3c KdQs8s3d3c 
Qh9d5h5d3h Ah6c5h4h3s JhTd8c5s2d Th9d7d4h2s 
Kd9d6d5h4c AcJd7s6h4s KhJh8d4h3d Jd9c8c4d3c 
AsJs6s6c2c JhJc9d5c2s 9h9c7d6d3s 9h9c6h5h3h 
Td8h8d5s5d JhJc8s8c2c JsJdTh7d2d Kc8d8c4d3s 
KcQh7d3h2c 9s8s7h6s4d AhJc6d6c5s Kc8d7c4h2h 
Qh8c6h6d2d QhJh6h6d5h Td9s9d3s2s KhJh9s3s2s 
7h6h6c4s4h QcTc9h5d2s AsJh5d3s2c Ts9d7h5s5c 
Tc9s6h6d5d Td9h7d5s5c KcTh7d5h3s KcTc9c6d2h 
AhTd6h3d2h AdKh6s6h3h 9s9h7d6c3d Qc8h6d4h4d 
Ks9s5c4d2d AsQs7c5s3s AhKd9d4s3c Ts9s6d5h4s 
AcQs9c6d2c QdQc9d4h3d 7s6c5c2s2h Ts9c7h5c4c 
Qh9c5h5c2s KsQcTc8h2c Ts8s8d5s4c QsJs9s8c4d 
AdQd9d5h5d Ts9d5s3s3d JsJc6c5d3c Tc9c4s4h3s 
9d8c5s5c3s Jd8h7s4s4h JdTd8d7d5d Ts9h9c8c5c 
AhJc8d7s3c Jd9c8s6h4d Kd9c8h4d3h AcKd7c2s2h 
AcJh8c3d2s Ks7c6h4h2s KsJc9s6s3d AsQs8c4d3s 
8s8c6s5d2h Th8s8h5h5c JcTh7s6c3c JdTc7h5h3h 
Qh9s8h4d3s KhJd8c6d2c KsTs7c4s3h Jc6s5s5d4d 
8c6c5s5d2s QdJc8s7s4h AdQh9d2s2c QhTd9s2h2c 
Ts9c7d5h3s QcTs7s5c2c As5s4d3h2c Jd9s8c5h5d 
Ad6c5d4d3s Ts7s6d3d3c Qh9s9d8h5h QcJc4d3s2d 
AdKc7d2s2h Js9s8h4d3d AcJhTh6d2s 7c6c5h5c3h 
AcJc8h3s2d QdJs9c5s5h Jd9c7c6h2d AhTdTc8s2s 
QhJh9s6h3c AsQc7h6h4h Kc7c6d4s3h 9s8h7h7d3d 
AhJc9d7d4d Ac9d8h4s2c Td8d7h7c3c 9s9h5d5c4c 
AcJd4s4h2c Jd8h5h4d2h AhJs9c5d5c KhJsJc4c2d 
QsTc6c3s2c QsJc8s3c2h KdQs7h5d3d KdQdJd2h2c 
Jd6c5h5c3d QhTs7s6c3s AcQh6c5c2d KhTc9h2s2d 
Jd9h5h4c2d Ad7s6s5c4h KcQdTh5s2h QdTc7d5d2c 
Jh6c5d4c3d TsTh9s2s2c KdQd6h6d5d KdQsTc4c3c 
AsKh4d3h2c KsQc8s8h3h Tc9h9c5d4c JcTd6h4c3s 
Qd8c7s6d2c AsKhJc6h2h KdTd7d4c2c Th9s7s4h2c 
KcJs8c6h3d As6h5s4s3d 8s8c4d3d3c AdJs6s5h4s 
Jc8h8d7c2d ThTd9c5s3c JsJc5s4h3d QcTs6d5h5d 
TsTh5h4h2s 9s9h7c5s3s AhQh9h7c2d Kh8s8h4s3c 
QcJsTs8s2s QhJhTc6h2s QsJs4h3c2h ThTd7s4d2h 
Td9h7s5c3d Ts9c6d5s4h AsKsQs8s2d JcTc9c8c2h 
JhTh8s5h3d TsTd7s5h2h Qh9s8s4h3d Ad9d5c3s3h 
7s7d6c5h3c AcKsJd6s2s QhQd8s5d2d Qc8d7h5d2c 
KhTd7s5d3c TsTd6s4s2d Td9d7h5s4d AhJs9s5s4s 
AsQh9s2d2c KcQdJc3h3c Tc9s7h5s4s Jh8h8d4s3d 
AhJd9c7s3s Ks9h7d6d6c QcJd6h5h3s QdJs8s5h3c 
KhQd6s4c2h 9s8s7h5s4d 9s8d5d4c3s 9s9d8h6s4c 
Td9s5d4s2h Jd6c5h4c3h JcTc9c8d2c JdTd8s5d3h 
Jc6s5s5h4h 9s6s6c5h2c QdTh6d3s2s 6s5c4c3s3d 
Jc6h5h5c4c QhJd6c5c3s AhKs9c7s2s KhTs8s6s4s 
9c8h6h4d2c QhJc9c5c4c Qc8d6d4c3d Kd9d5h4s2h 
9h8h7h6c4s QhJc7d6s4d Qd7h6c5d2h Kh6s5d5c4h 
JsTh8c5d2h QdQc6h2s2c 8s7s6d2h2d KcQc9c6s6d 
Jh7s6h5h4d Ts8d7d7c2s KcTc9s6c2d KcTd8h5c2s 
Kh9s7s4h3h AdQd8h8d3c TsTc9d7d3d Qs8h7c6s2h 
ThTd9s8h3h Jc9d8c3s3d 9d8h8c6s4c Qd8h6c4h2d 
Ah9c8s7s4d Jh8s8d5h4h KdQsJs4h2s AsKs8c7s2s 
Jd6s5s5c4c Qs8h7h7d3s JsJd6s5s3c KdTd9d6s2c 
JcTs8s4h4d AsQs6h6d2c KdJd7d6s3h KdQsJh3s2c 
Jd8s7s4d3c Ts9h8d5c4c JsTd9s6s3s KdQh8d8c3c 
JhJc6c5d3c Jh8s7h7c6h QhTd7h5s5c Ac7h7d4s4d 
Qc9c7d6h2d KsJd9d6d5d Ac7d4s4h3c QcJh7h6h4s 
6s6h4c2s2h Kc7s6s5h4d 7s7d4s4d2h Jd9d7h6c3s 
Tc9s9h5s3d Qc8s6h6c2h Ah9c4h3d2c Ts7c6d5h4d 
Qs9s6h4h3s Th9c6s6d5s AsQh9d3c2s 9d8s5s5d2h 
KsTc5s5h3d 9d8s6h4s3d JdTd9d6c4d QdTh6s3d2s 
QdTh8s7c3d Tc9s7h5s2h QdJs7c5s5h KcJhTd8s3s 
9d8s7h7c5h KsJh6c5c4c KcJdTs6h2d 9c8d6d4s2c 
AdKc7d6h2d QcTsTd4d3h Qc8d6s5d2s Kh7s5d4d3s 
AdJh9s9c3h KcQh8s5c3d 9d8d7d6s6h QhJh8h4s2s 
9d8s5s5h3h QhJc7s7c5c JcTc8d5c3h Td7h7d5s5d 
Qh9c7s6h3d Jc9h7s5d3c QhTh4c3h3c KsTd5s4s4c 
QcJc4s3s2s Jd6c5h5c4h Ks6s6h5d4s 8d7s7c6s4s 
Ac8d6s5c3c 8h7h6s4s2s JdTc5d2d2c Jd7h5c4h4c 
8c7s6h5d3h AsTs6h4s3d JsJhTs7c2s KsQd8s8h3h 
Ts8c7s3d3c Kh8s8d6c5d 9d6d5c4c2h AhTsThTd9d 
AsJc4h4d2s AsKd9c6h2d QhTs6h4h3d QhQc6d2s2c 
Tc9d7h5s5c JcTc7s4s2c Js8s7d4h3d AhKc9h8h2h 
KdJcTh2s2h JhTc8s5d2c Kc8d6h3d3c 9h9c8s5d4s 
Ks9s8c6s5s QsJs7h6d2d JdTh9d8d2d AsQcJd6d2h 
Jh9c6d4c3d QcThTd4h3s Jh9c7d5s3h AdQd9h7d2c 
TsTh9d4c3s JhTh9h8h4c AsTh7s3s3c KcQh9c8d2s 
Ah6h5h4d3c Ts9s5c4c2h 9d7s7d6s2h 8h6d6c4s4c 
Ad9s4d3s2c Kd8s7c5c3s 7s7d6d5c3d ThTc7d7c3c 
KcQd9s4s4d QhQd9d4c3d As8s7c5h2s KdQc8c7s4h 
JcTh6h5s5h AdTsTc8c2c AhQh6s4h3c Kc7d7c4d2s 
Kh7h6c4s3d Jd7c5h4h4c QsJc4c2s2c KsQh6d4h4c 
AdJs7s5c3s Kc9h8s8d6d KcJc4s3s2s AdTc9h6s4h 
KdQc7s3c2d Jc7s7c5h4d KhTh9h6c2s 6h6d4s2s2d 
KhTc7s7d4c AsQd8h4d4c Qc9c7d4d3s JhTh9h7d2c 
Ks9s6h4h2d Ts8c7c4h3h Ts8h5d4d3h Jh9d8s5h3c 
KsJhJd5s2s 9h9c7s6s3d KsJc7c5c4c AhTd9c6s4c 
Tc8h7h5d2d Js9d8c6s4h KcQh7d3c2h 6s6c4h2s2c 
Td7d7c6h4s Kc9d7c6h3c 9c8d5h5d3h QhTc7d6c3s 
8d6h5s2s2h QsTs6h3d2d 9s8h8c6s4d QdTc6d4d3h 
Ks9s7d6h4s KhQc7h4s3d Kc5c4s3d2d AcJc8c6s2d 
JsJc8d8c2c JsTs6c3s3c Td8h6d6c4s Jd8s7h6h3s 
7d7c6c5s3c JsJcTs8s2s Ks8h8d6c5h Js8d6d4c3s 
KhTc6c2h2c Ts7h6s6h3s Js9d6d6c5h QsTd4c2s2d 
Qh7h6s4s3s Tc8h7s7h3s Jh6c5h5c4h Ts8c7d7c2s 
Js9d6s5s4c AcKd6h5d2d AsJh9d5d3c KcTc8c5c4s 
AhQc9d3s2h JsJd9c8c4h QhJh9h8d4s QcJs9c6c3d 
Jh9s5s5h2d Qc9d8h4d4c Td7s7d5h5d Kd7c6c5h4s 
QsJs7h4h3s KcQs6h4d3s AdJh9c7h3h Qd9s9d6c3h 
Jd8h8d4c2h AsKd4d4c2h Th8h7c4c2d Tc8h5c4s3s 
Js8h8d6h3d JcTc5s5c2s AhJd7s6s4s KdQc8h5s3d 
KhQsTd4d3d Kh7h6d4c3s QsQh8c5h2h 9h8h7s6h4c 
Th9h6s6h5d QcJs9h6s4s AsTs6s4d3c AsJc8d6c4c 
Js9h7h6c2s Js9d5d4h2s JsTd8h4d4c 6d5h4h3s2s 
KhQs9h8c2d KdQsQc6h2h Ad8h7h5s5c AdJh9s5s5c 
AcJd7h6h4h 8c6d5s2s2d KsJc9s6s3h JsTd8c7h2d 
AcTc7s3d2h Ad9d8s4h4d Kc9s9c4s4c KcTs7c2s2h 
8d6h5s2s2d Ac8h6d4h4d Ad9s7d4d4c JsJd4d3s2d 
AhKd8s3h2c Qc8s7c5h2s Kh9h7c4c3h AdJh9c5s5c 
Jc8h8d6h5h 9h8c5s5h3c Qc9d8d4c3s KcQcJs9c4c 
KhJh5d5c3s AhJd7s6c4s Tc9h4s4h3c Th9s9c8s5s 
AdTd9d3c2s KsJh9s6s3d Qs6d5c4c2s JsJd8s8h2s 
KsJd7c4s3h JsTc8d5h2c KsTd7s2h2d Qh7h6d5h4s 
Ks9d8c7c5c As4d3s2h2d Jh7s5c3h3c QhTh9d5s2c 
Tc9d8d6h3s 7s4s4c3d3c Kh9s8d8c6c AcKh9s9h4h 
KcTs6d3s3d Ts9s6h4h2d Qs5d5c4d3s 8s6d5d5c2s 
JdTd9d4s4h QsTc9h2s2d Kd9h8c4c3d Tc9c8h8d5s 
AhJh8c4h2d Kd9s7d6h3d QdJc6h5h3s AcKcQc8c2d 
Ts7h7c4c3h Qd8s6h6d2h Ah8c6s4s4c Qh7h5h4s3s 
Ad7s4h4c3d Ad9d7s4d4c Qd8h7h6h5c 7d7c6d5h3d 
9s9h8d6c4d AdQs9h6h6c JcTc8h5c3d Kc9d8h4c3h 
8s7h7c5c2s Kd6d4c3h3c QsJs7d6c2c JhTc7s7c3d 
Ac9h8s7s4d Qd9c5d5c3d AcKd9d6s2h Qc8d8c4d4c 
Tc8d7d7c2d ThTd8d4d4c Kc7h6d4s3c AsJc8c7d2h 
AhKcTh6h2h Th9s8c5d4d Jc9s7c6h2s AsTd9h6h4c 
JhTd8s6d2c Ah8c7s6s4s QsQc7d3h3c JsJc8s8d2s 
9d9c4s3s3d AsJc8s3h2d Ks7s6s5h4s JcTd6s4c3h 
Td9h9c6s3c KdTh9s8s4c Qc9c8c6s6h 6s6h5h4s2s 
KdJdTd9d3d AhJd9s9c3c Ac8h7s7d4s QsJc7d7c5c 
QdQc6h2s2d Jh7h6c4c3c QdJd9h8d2s Ad9c8h4s2d 
9c8h8d6c4s AhTh4h3c2c JdTh7s6d3d Jc7d7c6d3d 
AsKc9d7d3d AcJh6h5s4h Js8h8d6h5h Ah8c4s3s2h 
Ts6s6h4d4c AcTdTc6c2s 9s9h8c5d4s Ks9h8d7d5d 
Qd9h8s4h4d KcQs8h6d3c KdJs4h2h2d Qh9c6h5d4h 
JsTsTc7s3s AcKs9h7s2s 9d8c7s7d5h QdTd8d6c3s 
9c8s7c4h3h Th9c8h7h5h AhJs9c8c3c Ts8s8h5c4s 
KsTd9d5d4h QhJc8c5s3d AhKc5d2s2c Ts8d5s5c3d 
Jd6s5s4h3h KdJc9c5h3c Kd9s8s7s7h Ts8h6h4s2h 
KsQc4h3s3d KdQc8h8d3h Qd8h6s4h2d AhJc9c5d3c 
AhQdTs2s2c 8c6s5s5h2c Td9s9h7d4d Qh7c6d5h2c 
JsTd8h6s3s Qs8h7c6s4s 9s8h8d6h4c Jc9s8c3s3h 
JsTs6d3s3d KdTc3h3d2c AcKh3s3h2d KdQs8h5d3c 
KdJhTs3h2c 9s8s7d7c6s Jh9s7h5h4c AcQcJc3c2h 
KhJs8s6d2d AdTsThTd9h AhQh6s6d2c JcTc8c7s2h 
AcThTd5c2c KdTh5s5c3d Kh5d4s3h2d 9s9c4s4d3d 
QsQhQd8s8d AsKc7c5d2c KcQd8d7s4h JhTs9s8s3s 
Ad6s5d4d3h Ts9d8d6h3c KdQd9c8h3s Jc9h6d4h3d 
Td8h7h4s3s QhJh6c4s3d QhJh9h8s4c Ts7c6s5c2h 
AhQs9c8s2s Js8d7h6d2s KdQd6h6c3s Jh8h6h5s4c 
AdQc8s7c2h Ks9h8c7d5c JdTc8s5h2c QdTd8d6d5d 
QdJd7h4h3d Ah4c3h2s2c KdJc9c6s4c JsJh6s5d3s 
AhKd4d4c2s QsTd8h7c3s Ad8h7c6c4s JhJd6d5c3d 
QsJc9s6s3h Qh9c7h6d2d 8s8d7s4s3d KsTs7s4c2c 
KhJs9s6d4s Jc8s8h6h3s 9h9d8c6d4s AdKs9h6h6c 
Jc9c7s6h3d Jc9c5s4s2h Ks8h7h4h3s KhJhTd8h3h 
9s9c7c4s3c 7s7h5c3h3d Js8s8c6s5d KdQc6c5s2h 
AhKc8s3h2d JdTh6d4s4c As8c6d5h4h 9s8d7d5c4d 
AhQd9c3s2h KhQc8s6d3h 9h9d8s6h4c JhJd9s7s4s 
Kh6s5s3s2h Jd6h5c4h3c AsKs7h4s2d 6h4s4c3s3h 
8c7h7d6d4d KsJd8c5h2s AcQhTd2s2d Kc9h8d6c3s 
JsTs8d7c3s 6c5s4s3h2h QcJh9c7c4d QhQd5h2h2c 
Js9d4s4d3c Ts9c7h5c3d KcQcJd7c3h JhJc8s7d3h 
KdJs9s6c4s 9s8h6d5d4d AsTd7h6c3d QhJs7s6d4s 
AcKs9s6h2d Td9h4s3s3d QhJs8s3h2c 8h6h5s5h3s 
QsJc7h4s2c KsJh4d2s2d QcJd7d6c2d JdJc4h4c3s 
Kd7s6h4h3s KsKhQs8s2s QcJs9c7c4d Ts8h5h4s3h 
Tc8c7s7d3s KsTc9c8c5d KsQc8d7h5h Kh7s5c4c3s 
KcQh9d9c4s ThTc9s8c3c KsTs9d6s2h AsThTd8d2d 
KsJd9d6h4d Qc8h7h6d5h Ts8d7h7d4c Jh8d5d3s3h 
QsQd9h4h4c Ts8h8d4d2s Jh8s6s4c3h Ts9s8c3c2d 
Kh7s6d4c3h Qc8h8c7d3h KdQd7c3s3c Kd9d9c3d3c 
9h8s8d6d4c Jc8d7s6s3d AsQd7h6h4h Ks7s6s6c5d 
KhQsQh3h2h KcTs9d5d3h QsJs9s6d3h Ks9c6s4s3c 
Tc7c5d4d3d Kh9h6h6c5d 9h9c8s6d4s AcThTd8h2h 
Qd9c6d4c2s AhJc7h5s2h KcTh8s5c2d 8s7s7c4h4d 
Ts9h9c3d3c 8d6c5d5c3c QdJd8s5h5d JhTd6h3d2s 
KdJs7h5s5c KsJc7h4s3d Ac8d4h3h2c AsJh9c5d5c 
Qc8s7c6c4d KhTd7c6s3d AcQd7h5d3d Kh9d8c6h3s 
JcTc9c8s2c JdJc4s4d3h Th8s8d5s4s Js8d7d4s3h 
TsTc4s4c2c Jd4h4d3h3c QcJh8c3h2s KsQc9c6d4c 
QcJd7h5s5d AcJh6s5h4h AhQc5c3d2d KhQs5s5c3d 
9s8c6c4s2h 9d9c8h6c4s Th8s5c4h2s JsTs8h5s3c 
8h7s7d5d2h KdQd7d6d5d 9d8d7h5d4s 9s9c7s5s3d 
6s5c4c3d2d 7s6s6h4s4c Td9c7d5c2c Qd9d7d7c3c 
8d6h5c2d2c QhJs7d5s5c Qc9s9h7c5c QdJd9s6d3h 
Tc9s5s4h2c QcJc9d8c2h KcQhJs9d4d KcTc6s6h3d 
QcTd8s7h2c KcJhJc4d2c AsQhJh5h2h AhTh7c3h2c 
QdJc7d5c2d QcJs7s6c2s Tc9c5h4h2s KhJs3h3d2d 
Js6d5s5d4s QhTd7d6c3d Ts9h7c5h3d AdJc8d3h2s 
Jc8c7h4s3h QsJd9c5h5d AcKc9h3c2h 9s7s7c4c3c 
KdQc8s7h5h AhTh9h3s2d Td8s8c6d4d Js9s8d4h3h 
8c7c5s5c3s AhKc6s5c2c 7h7c6s2h2c Ts8d7d5h4d 
Tc9s6h6d5h KsJc6c3s2c Jc9h8h4c3h AhTsTc8d2d 
9s8d6s5h4s Jh8d8c7h3d Ts9s6h5c4s KdTs9s6s3c 
Jh9d7d6d5d KsJh5s4c2d AdQc4d3h3d QhJc7s6c4c 
QdTh8d5s5d As7d5c2s2h Qs5h5c4c3s Ah6h5h4s3c 
Th6s5s4s4h Ah7h7d4c3h Tc8d6d4c2d Tc9h6d5s4s 
KhQd7s7c4h AhJs8s7s3c Qd8c7d6d4h KhJs6d2s2h 
Th9h9d3d2d Jd9h9c5s3d Td9d8s3s2c AdJs8d6h2d 
AhJh6c3s3d KcQs7c6c3d QsTh7s5d5c KhQd4c3s3h 
AsKh7d4d4c AcKs6s6d3s 7c6d5c4c2d QcTh7h4h2c 
KcQs9h9c4d Js8c5d4s2d Ac7d5h2s2c AcQc6d5c2h 
Kd9h8d4h3s QsJs8s4h2h Js9s7s5d3c JhTs6h3s2d 
AdKc4h4c2s Td9c5d3d3c 6d6c5c4d2d 5d5c4c3h3d 
Js9c7s6d4h Kd8s5s4d3d 9h8s8c6d4c JcTs8d4s4h 
8s8c6s6d2h KsQd8s6c3h Kc9c7c5s4h Tc8d5h4c2d 
KhQs9s6c4s AcTd7s7d3h Td8h7s4s2d AdJs6c5s4s 
Jd7s6d4h3s QsTh7c6h3d Qs9d6c4c3d Qh9d6h5c4h 
Td8s6d4d3s Ks9c8c5d3d KhJc9c6d4c AdTh6d3h2d 
AcKh9s6s6d QcTh7h6d2d KdQc9h8s5h 9c8s8d6s4h 
AdKc8s6c3c 6h6d5d3c2h Js9c6h4c3h Jc9s7s7c2d 
KcQhJc3s3c AcJsTh4h2h QcJh9s9h3d Ac6d3s2d2c 
Ts8h8d5h4h 8h6d6c5h4s Js9c7c6h2s AcJs8c6c2h 
9s9h5d5c4d QsQdTc4h2h Jc8s7s7c2s Kh9d5d3h2s 
AcJc8c6d2s Td9d8d7h4c KdTd9s3h2c JcTs9s8s3s 
AcJh7c5d2c 9d8c5s5d3c Qd8h7s6d2h Ad9s8h6s2h 
Qh6s6h4s3c Ks8d7d4d3s KsQsJs6s3c Ac8h6h5d2d 
QdTh8s7d3c QcTh4h3s2c Js9s7s5h3c AcTc6c4h3s 
AcKs7c2h2d Qh9c6h4c2s QhQc5d4d2s Ah9d5s4s4d 
KcTc7c4d2d KsTh9h5h4d Kd9s7s4d3d Tc7s6d5h4d 
QhTs8d6s2c Qc9s5s4c2h 8d7d6h6c5s JsTs8h7c3s 
KhKdKcJhTs KhQhJs9h4h 6c5s4s3d3c QhJc9d5s5c 
KdTh7s5h3c Qd9h5h5d3d Ac9s4c3s2d KcQh8s6d3c 
Js7c5h4h4c QsJs6c4h4d Jd8s5c4d2c KsTh7h5c2c 
KdQh4s3d3c KdTd7s4d3h JsJc9c6d3c 6h6d5s4s4c 
KcJc7h4s3d AsTs5d5c2h As8c4d3d2s KdJhTh4s4h 
9s8s7h7c6s KhTc5h4h4d KsTs9c3h2d Tc9s7c5s2s 
Jh9s8d6c4h AdJh5c3d2s 9d8h7c6d4d AhTh9h3d2c 
Ah7s7h4c3h KsQcJc4h4c KdKc9h4h3h AdQcJs7h2c 
9d9c7c5c3s Qc8c6d4d2h KhQcJs7s3d JdTd9d8d4c 
Jc6s5s5h3c KhQh9d8s3c Jd6h6d5s3s JhTh7h4d3c 
Qc8s6c4s2d 9d7c6d5c2c QhJsJc4s2s AsQs9d7s2h 
QhJh9s8h2d Qd9h7d4h3c QdTc6s6h4s Ac6c5c4h4d 
Qc8c7s6h2h JsTh7h3s2c Qh9h8h7s2s KcQh7s3c2h 
AcKd6s5d2d Ah8s8d7s4c KcJs5h5d3c AdJsTc4c2c 
KdTc9h5s4h KcJh8d6h2d 8h7s7c5s2h AsTsTdTc9c 
Td8c7h5c2h KsJs6s6h4c Ah9h7c4h4d AcQhJh5h2h 
8d7s6s4d2s AcJh8h7h3d AsKd9c4h3d QsJs9s8h3c 
8s8c7s4s4h KsQh8d7c5c QcJs7h6s4s 8h8d7d4d4c 
AsQh5h3d2d 8h6h6c5h2c KcJs9d6s4h Jc9c7s6d3h 
