KcTdTc9s5c 
JsJh7s6d3d QsQd9d7h4c KdJs5s5d2h KhKd9s5h2h 
QcTh9d8c3s 9s8d6s5d2c AdKc9h8d4d AdThTc5d2s 
AdKcJs6h4h AcJs8h7h6h AhJh7d7c3s KhKd7d6d2s 
8h7d6d5d4c AcJc8s6h2d KdQs7c4s2d Ts9h7h4s4d 
Jh9s8c7s6d QsJcTh4c3c Kh9s8c7h3s Kh9c7h7c4c 
QsTc9s7c2c KcTh7d6s6h QcTh7h6d5s AsJsJh7s4s 
Qs9h6d5h5d 8s7d5d4s4h Kc9s8h5s5c JsJh7s5s5d 
KdQsTc9d3d KhJs7c6s2h Kd9c8d7h3c AdKs8h4h2s 
KhTc7d6s3h QsJh6h4s2c AsJsTs5s5c JsJc7h4h3s 
AcTc6d4d3c AcKc8h3d2d KhTh5d5c3d JcTh4h3d3c 
8h5s5h4s4h KcTc8d4d2s Jc9h9c6h3h KdJh8c6c3d 
JsJc8h5d4s KhTd8h4d2c KdQc8d8c2s AhTsTd9d2c 
9d8c6d5c3d Jh9c6s5h3s 9s8s7c5c4c KcQsJh6s4s 
KdQs8s4d4c KdTs7h6h6c Ad5d4h4c2c AhJd9c8c6c 
Td9h7h4d4c Kc9c8d6h3h Kd6d6c4c3s Ks6s6d4d3h 
Ad8s8d6s3d KsQc8d5s2d KcJh9d8h2d QsTc9d4d2s 
Kc8s7h5c4d KhQs9s3h2d 8d7c6s5c4h QsJc7c4s3d 
JsTh8s6d2d KsQh8s4d3h QsQd8h3s2d QcJcTs4h4d 
Qd7h7d5s4s KhQs6h5h4d QdJc8s7h6h Ts7s6d6c4c 
Qs8s8d5s5d KsJd8h6h3s AdJc9s7h6s QhQcJd8c4c 
QsTc9h4h2s KhTd9h3d2d KcJs8d7s6s QsTsTh5c4s 
Qh9d8s7h4s QcJd8s5s3d KsJs8h6h2d KcJh9d7s4c 
KhQh9s9h7c QcJc6s4s4d KcQhJs6h4h Kd6s5d4s2c 
QsQc7h4c2s KdJhTc7h3s AhKc7d6s2h QcTh5s4c2h 
KsQs6d4s3d KhQsQh8h4c AhJd7s7d5c AdKd6c3s3h 
AdKcTc5h2s QdTd7c6d4s Kh8c7d6c3h QdJh8s5s2h 
Jd8d7s5s5d KhQsQh3c2h Jd9h8c7d5s AhQd8d7d7c 
KsQh6d5s4s Jd7s6c5s4c AsQd9s8h3s KcQs4s3d2c 
8d7h6d5s4c JsTsTd9s3c KcQsJh7h7d AhQhTd7h2c 
KdJs9c7h4d QsQhJd8h4h QsQh9c7s4d Ks9d8c7s2d 
AsTs5h3c2h 9c8s6s5d3d AhQcTd5h2h QsJc7c4s4d 
AcTd6h3c2d AhTh6s4s3h 9c7d6s6c4s Ts8d7h6s4c 
AsTd4s4c2c KdTd6c5c2c AcTs9d7d2s Qh6d5h4d3c 
Jd9s8c7s6h KhJhTh9h2s KhQs8s4d3h Ad9c8h5s2d 
KsKhJd5c2c Ac8d6h4s4c AhTs7d5s3d KhQd9d8s6d 
Qd8c6s5d3s 9s9d6s3h3d KdTd8h6d5s JhTh8s4s3s 
AdKc9s4h3d KdQsQd8d4h AcKcJs5c3c Kd9c8d7s3c 
JhTh8d6c2c AdJsJh9c3s AdKdTh4s2d KdQhTc9c3s 
KhJs5h4c2c Qs9d8c5s3d KcQh9h3c2d KhQh9d4s3d 
AcKh8s7c3c Kc9s9d8d5s KhQd8h4c3d KsJcThTd2d 
KsQsTd6c3s Kc8h7d6h4d Ad6s5d3s2c QhJd6h6c5s 
Js9s8h5h2d Ac8c7h5d5c KhJs9s8c2c AdKsTs6s3h 
AcJs7d2d2c AcKcQcJc7c AdTs8s7s6s KsKc7s5s2h 
AhJd8c5c2d Kd9h6h4d4c Tc9s9c8h4h KsJh9c7c6c 
AsJs7d6c4s JsTc5h3s3h QsTh8c6d4h AsTd5h3s2h 
Ac8d7s6h3c Ad8d6s3s3c AcTh8s6s3h QsJh8c7h5d 
AdQh7s6h5h JsTc8c2s2h AhJhTh4d3h QsTdTc8s4h 
AsAhAc6d5d QcTc8d6c3d TsTh9h3c2s 7h6h6c5s3c 
Ad8d7s5d5c Kd9s6s4h4d KdJdTd9d2s AhJh7s7c3d 
KsKdQs8s4s AhQc7s6c3s JcTc9h7d3s AsQc5s5h4s 
KhKc9d4s4d 9c8c7s6d5c Ks8d6d5c2s Ac8s5c2s2d 
KhKc6s4s3s Tc9c7h5h3h Ac6h5c3h2s AsKsQh7s3s 
KdTd8h7d5c QhJh8d5c4s AsJh8d6c5h AsJs8s6c2c 
AsKcQs6s2d QhQd4s3h3c AhTh6s4c3d KsJd9c6s2c 
KhQcJh7s2s Qc7h6c5s5h Th8d7s6h4c KdTd7c6h3s 
8c7h5h4d4c QhJh8c5d4s Kd8h7d6s3s KdQh6s4h3s 
KcQcJc7s6c QcTc7d6c4s AsQsJs3c2h KhKc6d3s2c 
Jc9c8c5h4h KdQh9s7h3s Js8c7s6d5h QsJs5c3h3c 
QsJd6s6c5h Kd8s7c6s3d KdJsJc7h5h AdQhJh5c2s 
AsTc8d7h4h Jh8c6h6c5c Kh9c8s7h3c QdQcTs6d2h 
Js9h6s5s3h Kd9d8h7h2c AdKh8s7d3d Ks8h6h5c2s 
As6c5s3d2d Ks9d8c6s2c AsKd8c7s3s QhTh9c5s4d 
AcTsTd9d6d QsTc9d8h5c AdJs8h5h2s As9h5c4s2h 
QcJc6s5c4h KcTc9s9h4d KdQcTh5d3d AhQcJc8s2d 
QhQc9h9d9c JdJc8h4d3c KhQcJd7s7c Kc9c8d7d2s 
JcTc7s7c6d Js9d8h7s5c KsJdJc9s2h KdQh7s7d6d 
9h8h6s5s4h KsKc8h8c2c JsJc8d8c4c JcTh9s5d3c 
Kd9h9d8h4h AdKhQd6d2s KsQs6d5s4h AsKdJc9h2c 
As8s6h3h3d Jh9s9d7d4s Kh9s8h8c4c AsQsQc6s3s 
Jd9d7c5d3c Qs7d6s5h5d KsTs8s6d3d AdKsQc4h3h 
KdKcJs5h2h AsTd9d7h4c KdQcJd4s2h AdQs8h6s3h 
AsKcTd5d3h Jh7h7c6c4s As7s7d6s4h AcThTd9d6d 
KhJc7d5d2h Ad9h7s5s4h 8c6d6c5d4d JsThTc8d4s 
Js7h6c5h4c QsJh9c6d5c KhQdTc9h3h KcQc9d7d2h 
AsKc8s8d3h QcThTc5d4c AdTh9s7s5s QhTc5s4h2c 
KhJs8d7c6d KdTh7h7d2s QcJs8h7d6d AhKd9s4c3h 
KsJc8s4c3d Jc9s9c8h2s AdJd7d5s5h AcKsJs8s4s 
QsJc9s7c2c JsTdTc9h2s QdJs8h8c7s Jd9s9d4s4h 
KdJh5d5c2h JdJc7c5s5c QhJd7h6d3d AsJh7h2s2h 
Ad7c5c2s2d Js9h8c7h4c QhTs8h7s2s KcTh7h7c2s 
AsKh9d8h3c QcJh7c5d2h TdTc5s5d3s Ts9h8h7s2s 
AdKh9h5c4s KdJhJc7s5s AdTd5c3h2h KhQsJs7s6s 
JhJc8h5s5d As7s7h4h2h KsJs5s4h3h AsQs9s5d3c 
QcJc7h5s4d QdQcTh4s3h Jd9h8c5d5c KdQhQd4s2d 
Ah9s5c4h2s QdJc5d4c2c KsTs9h3d2d KdJc7h5h2d 
QcJd8h5h3d Jh9c7h6s3s Ts9c6c4h3s KsTh9c7d5h 
KcQd9s7d3s QsTs8d8c2d AdKsQc9s3s AhKcTd5s5d 
QcJs8s4d3c AcJh8s4c2d QhTsTc6s4s Kd8c7h6c4h 
9c8s8c6s2d AhJsJd9c3d Ad9d8d7d6s QdTd8d6c4s 
KsJd9s4s3d KdJc9s6s3c KcTd7d6s4h 9s9c6d3s3c 
QdTs7s6h5c AhJcTc9c3c KsJd8s5c2c AdQdJd6h6c 
KsTh9c5s3d KhJs9s9d4d 8d8c6c5d3c KsQhTs5d2c 
QsJs7d5h4c KdQd8s7s4d JsTd4d3s3h KcJsTs6d4s 
JdTsTc9c2h KhTd9c3d2h QsJc7c4s4h Ac7h5s5d3c 
QhQc7s4s3h KhQcTd9d5s JsTh8h2s2d QhTc8d4d2h 
KdJs9s8h2h TsTh9s7s2h KhTs9c7d5s AdKh9h5c3s 
KhKd8s5h2h KhQhQd9h2s Js9c6s5s3c QcJs6s6c3s 
KhQs5d3s3d Kd9h8c7d2h JdTd9h8d5c KhQc8s5s2h 
Kc9h8c7h2s QdTs8h6c5h Ac9s8d6s6d QhJc6s6h5d 
AcTc8c7d2s AhKd8h3s2s Ks9s9d8d4d AsQs9s4h3h 
Js9h8s5s4h AsTd9s4h2c KdQc8d6s3s KhQd9d8s4s 
AhThTc9h5h KcQs8s8c3h AcKh8s4s2h JhJc9d8s5d 
KcQc6s4c3s KcTh7h6s6d QhTc5c4h2s KsTdTc7h4d 
KdQc8h4d4c 9h7s7c6s4h Qh6c5h4s3c QcTd5d3s3c 
Kd9h8d7s3h AdQc6h5s2d KhTdTc3h2d 8h8c6d5d3h 
AsKs7s4h3d KdQs5h3s3h 9h7c6s6h4s Kc9h8s5c2h 
Js9s6s5c3c Kh9h8s7s2d QdJc9s4c3s Ad8s7c6h3d 
AsKdQs8s2h QdJh9c8c5s QsJcTd9d4d Qs6h5s4d3h 
JdTs4c3s3d AhKh8d4h2d QcJh9h7d3d As6s5c4s3c 
8c6s6c5s4s KdJs9h8h4s AcTc5h3s2h KdTd9s3c2c 
JhTd9c5s4d Th9c7d6s5c QcJdTc4c3s Td8c6d4s4c 
Ks9s8d6h3h 9c8d6h6c4h Qh7s6s6c4h QhJh9h7d5s 
JdJc5s4c2d KhJhJc5h5d KhQs8d4s3h KsJc9h6s2h 
KcTc8d5d2d JdTh8d6c2c Jc8h8c7s4s AhTsTh2h2d 
AcTh8s5s3h JsTc9d5h4c QdJd9s8d5c Td9s7d7c4s 
KcTh7c6d3s 9s8h7c5s5c Jc9c8s6s4c KcTc7h4h4c 
KcJd8h6h3c Qc9c8h8c5h AhQc8c6s3s AsJs9s7c3d 
QcTc9h6c4d Js9s8h6h4s Kd7h6h6c3d QcJh8s7h5d 
TsTd7h6c5s Ad9s7s4h2d KhTh5s5d3s QcTs5s3d3c 
QcTd5h4c2d Td7s7h5h4d KcTh9h7s5d QdJc8s8d3c 
KcQd7h5h2c JsJhTd9c4c KsKh8c5s2s KcJh8s5c2s 
KdQdTdTc3s KcQdJc4h2s Ts9s9c8d3d KcJh9h8s2s 
KhTs6c5s3c Kd7s6s6c3d KhKd8d5d2s AhJd8d5s2s 
AdKc9s8d4d KhJd9c6h2c KhTh9s7c2d AsKs8c3c2c 
QhTh7c6h5d AsQs9d8s3c AcQc8c5s5d AcTc9d6c3s 
KhTd8s5h4c AcJs9c5d3c AhKhTs4d2h Ad9d8c3c2h 
KdQcTc9c5h KdJh9s8h2s Kc9s9c6s4c Ks9c8d7s3c 
AdQd7d5h5c 9d7s6d6c4c Qh9h8c7d4d AcQcTd4c2h 
AsJhTd6h4h KhJc8d7d6s Th9s8c6h2s AcTc6h4s3d 
KhJhTd7c3h JsJh8s7h2s AcQsQh9d4d KdQdJd8s2s 
QhQd9h7s4c Kh8h6c5s2s Jc9d8d8c4s KcJhTsTd2s 
QdJcTs9h5h Jc9s9d7c3s 8d7d6h6d5h Kh9h6c5h3c 
Th9h8h5d4d Kd9d8s6s3s KdJsJh7c5c Ah8d6c5h4h 
KhQcTs8h4h 8s7c6s5h4d Th9c8s5h5c JcTc9s7d3h 
QdJd9d7s5c KsKc9s4d3s KhQd8h8d3c TsTc9c3h2s 
9s8s6h5s5h As8d5s2d2c Th9c8h7s3s QsTd9s8c2h 
Td9h7h4s4d Ks6d5c4c2s Qh8h8d5h5d KsJd5s4h2h 
JhTc8d4d2h Jd9d8d5h4h 9d9c6h6d5d JcTh4h3s3c 
Qs9h8d7s4d Jd9d8s6s4d QhJs9s6s5c Jc8c6h6d4d 
JdTh9c5h4s Ac7h7c5c2h AcQc8d8c7c KhQhJh7d6h 
KhQd8d4c3h Ts9s9c4s3c AcJh8c6s6c Th9s8d5s2h 
KcJh7d5d2c JhTs9h8c5h AdKd7d7c2c QcTh9c8c5d 
KcJh6h4c2s JdTd9d4h2h QcTs5s4c2d AhKcQd4s3s 
AhTh9d6h3c Qc9s8d7d6h AsKcTc6c3d Jh7s6s6c5h 
As8c7s6h3d Ac9s6s5c2c JcTc9c4s2s JsJc8d4c3s 
KsQsTc6d3s KsQsJsJc2s QsJdTs4s3c 8h8d5h5d2c 
KcQs9s3d3c JcTs9h6d5d QcTs6s4h2c Jd8s7d6h5c 
Kc8d6d5s2c JsTc9s9h2d JdTd8h5d4s AcTd8h5h3d 
AhAdAc8s6s KdTs4h3s3d Qd7s7d6s5s AdQc9d5s2h 
KsQsJs8c2c Th9s7d6c5s AcTsTh7d5d QhJcTs4h3h 
AdJs8c7c6c QsQdJd9d4h 8c7c6h5h3h QsJh5c3s3c 
Kd9h6d5h2c AsJd5h4h4d KdTd8c4c2s QhQcJs5d3d 
JdTc5s4c2d QdTh5h4s3s JhTd9s6c5c QcTc7s4s4h 
TdTc5s5c3s QsJs6d5s4c Jc9h8s8d7s JhTdTc9s2h 
Kd8d6s5c4h Kc8s7d6s3c QdTs5d5c3c Js8h7c5s5c 
Th9s8c5s2h KcJdTd9h3d Ah9d8c5s2h AcQh8h7h7d 
QdJc6s6d5h QhTh7d6h4s Qc7d6c5h5d AdTh7s5h3s 
AdJs9h3d3c Ad9c7s5s4c KsQc6c4c2s QdTc8h6c5c 
QhJdJc6d4d Tc9d7s7d3s Qs9c8d7d6h KcJd8s7d6d 
JdTh4c3h3d KhQsTs9s5c KhTh6s5s2s KsQdJh7d7c 
KsQd8s8d3c AhTh9c6h3s KdJcTh7c3s KsQc8c6s2s 
QhJsTd7d4d AhQs9h7d2c Jc9c8c5d4d KsQc9h8h3c 
Jh7s6s6d5h KcQdJc4s2h AcJc9c7h3d Jd8c7d6h5s 
7s7h5h4s4h QhTh9d5c4s QcJs6c4s3c Ad9s7h2h2d 
KdJh6c3h3d AdKh9s8d4d AdQs5d5c4d QhQc9h8s3d 
QhQd9s7d4c JsJc7h4h3c Qc8c6h5h3d QhJs9c5s2c 
ThTc6c5h3c AsTs5h3c2c KdJc9c3s3d AcKd8s7c3c 
KhQs9s7d3d QcJhTs8h2d KsKc8h5c2c KdJh9h7s7h 
AsJc8s6s6h Jc7d7c6d4s AhTd4h4c2c As9s8c7s6s 
KcQdJh8h6h AsKhTd4s2s QhTh8s6s2h AdQcTc6s3c 
JdTh8c6c4s Qc9d9c8h3d AdJsJc6s2c JsJh8s7h3h 
JdTh8h2s2d Qc7d7c6d5d KdTdTc9d6d AsKs8d7s3h 
Jd9c8d7d4c JcTd8h7d4s QdTh8c5c2d Tc9h6h4s3c 
KhQs9h8c5d Jc9s8h7s6d 8h8c6h4c3s KhTc9c7s5d 
AsQc8h6d4c Ah6d6c4d4c Tc7s7h6h4s Ac7d5d2h2c 
AdKc8d3h2h AdKs9s8c4h Kd9d7h6s5d AcTc5d3h2d 
JhTs9d5s4c Ts9s9d8h4h QdJc8c5c2d Jh9c8d5h2d 
Ks9h8d7s3h As9s5h4h3h KsQd7s4d2c AsKd7s4c2h 
JcTd9c5s3h AsJs8d4d2s AdJh8d6d6c KsJh9d7d6d 
KdQsJd5c2h Jc9d6h5c3h Td9s7s7h4h KcJd5d5c2h 
KsJd8c6c3s KdJh8c7c6s QcTc8c6s4d KdKc9h5h4h 
Td8h6h6d4d KdJc6c4d2h KcQdJs7s7h QdTs5s3d3c 
QdJd6c4h4c QdJc9c7h3h JcTsTd8d4d 9c8c7s5s4s 
As6s5h4s3h KsQc8c4h3s As9h7h4c2s KcQsJd7h7d 
Kc6d5d4c2h Th9c7h7d4c QcJh4h4d3c AdQd9c3h2h 
KsJd8h4s4d Kc8s7h5s3c KhQsTc9c5d KdQd9h7h2c 
AhTsTh9h5h AsTd7h5s3s JsTh9h6c5h Td9h6s6h4d 
KcTc8h5h5c Qd9h8h5s5d QhJdTh4h3c JsThTd9c4h 
Tc9h6h5h4c KcQcJc7h5c KcJs7s5c2s Th9s8s6c5d 
JhJd9c5d4s AdKsJh9c2h Js8c5s5c4h QsJsThTd2s 
KsKd6h4h3h Ah9s8c3c2h Jc9s9d7d3c 8c7h6d5s4s 
Jc7h7c6c5h KcQsJc8h5c QhTd8c7s4h JsJd6d5s2d 
Qd6s5d4s3c 7d5s5d4s4h AcQhJh9s3h 9s7s6d5d3s 
JcTs8c4d2d Ts7s6h6c4h JcTd6c4d4c AhKdQh8h2c 
AhQcJs5s3s AsJdJc8h4h Qs7s7d6d5d KhQd7h5d2d 
AsJd7h6c5d AhQc7c6c5d KcQd9c8h5s JsJd8h5s4c 
QhTd5h5c3c KsJh7c6h3c Td7s7c6s4c JsTc4c3s3d 
QhQd7d2s2h KhQdJc7s7d KhQc9d4c2h AsTh6s3s3h 
KcJh5s4c2s Kc9c8s7s2h Ks8d7h6h6d KcJhTd6h4h 
JsTd9s5h4s AdTh5c3d2c QdTd8s4h3h KcJs7c6h2s 
QsJh9h7d3d KsQc9d4c2s KcJsJd9c3h KhKc8h6h2s 
KsJhTc7h3d KsQhJs4c2d AsJc7h7c5d 8d7h6s5h4c 
QsQc8s8h4s AhKsTh5c2h AdJd9h8d2c JcThTd9s2c 
QhTsTd8h4c KhTc6c5h2c KsKh8s5s2c Th8s7s7h4s 
8h8d6h4d3s 8c7h6d5h4s KhQh9s5c4d Ac8s6h5c4c 
Ad8h6s4d4c KcQd9d3c2s KsQh9c7h5d AsTd8h6h3d 
Ac6h5c3s2s Tc9h8s8d7c KcQh9s5s5h KsJs7d5d2h 
9s9d6h3s3d QhQd9d7s4c AhJc9s7d6s QdTd7h4c3h 
KhJd9s9d4s KdQd8h8d7s QsQc9s5s4d Ts9s9d6h5c 
AcJsJh9d3s KsTd7c6h6c KcTh7s6s6d 8h8c6c4h3d 
Ah9d7c2h2c Kh9h9c5c3c QcJd8h7h6h Kd7d6h5h3d 
KcTc8s7c5h Js7d6c5d4c QhTc8c4h3h AhJc8h6h6d 
Ah8c5h2d2c Qs8d7h6c5s Ad9s6s5d2d QsTs7h4c3h 
QhTd5d4s3s TsTc5d5c3d QsJc8d5d2c KhQsJs5s4s 
Ad7s7h2h2d KdQcJd7h2h KcQs7s4c2d KhQs9s7d5c 
JdTh8c7h4s Ks6d5h4h2s QcTd9h9c5s KdJhJc9s4d 
Ks8s6h5d2d KdQdJd7s6d AsKd7h4h2d Jc8h7s5s5c 
AcJd8s7s6s Qd7c6c5h5d AcJd6s6h4c KhQd8h4d3c 
Ks9s8h6d3d QdJs9h6c5h AdJh7h7c5s KsQdQc9h2c 
As9s6c5h5d TsTd8d4s3h TdTc8s8h4h AsKhJd9c2d 
QdTh9d8s3c AhKh7h4s3c JhTc8c4h2c KdTs7c5d2c 
As9d8c5d5c AhKh9h6d4c Qs8c6s5d5c 7h5h5c4s4c 
KcQsTc5h3c TsTd7c6h5s QcJd9s7d2c QsJs8h5d4c 
QdQcJc7c5c AhJs8h8d2c AsQs8s5d5c Ad6h5d3c2c 
Ks9s8h6c3c Ks6h5s4h2d KsQs7c5s3c QhTh8s6h3s 
JsJd8c5d4h AsTdTc9d4h QdTh8c4c2d As5s5h3d2h 
KsTc7d5c2s QcJh9d8c5c AsKs7s7d2d AsKhTs5c2s 
KdKc8c5c2h AcTc9d6c3h QdJhTd4d3c KsTc7h7d6c 
JdTh9c5s3d JsTs8h5s4d AdQh8h5c4s JhTc9d5s3h 
KcTd7h5h5d 8s8c6c4s3d 9h8h7s6d3d AhKcTh8h3h 
AdKd8d7s4d KcJcTd6c5c KdJc7s6c2d AhTd5c4h3s 
Ks9d8s8h4h KcTh9c3h2h AcQc8h8c2h QhQc9c8s2d 
AcJc8d6h2s Tc9s7s4d4c JdTc8s3d3c KcJs9d8s2d 
KhTh6d5d2d AhJhTd3h2c KsTh8d4h2s Th9h7s5s3s 
QdTs5h4s3h Kc6s5c4s2h KhTc7h6s3d KdJhTc6c4c 
Th9h8c5c4h KdTc9s6h5c AsQs9d3h2h KcQd9d3c2h 
QsJhTc9h3h Qc9d7c5h5d KsQdJs8c5s 9s8d6d5s3s 
QdTs5c4s3c Qs8s8d6h6c QdJc9h6d2h KhQd8h6s3s 
AdTc9d6s6d KdJs6d4c2s QhQcJh7h4s QdJhTd4d3s 
QcJs8c5d4h AcKdQh4s2h KdQs9s4h2d QcTh9h6s6d 
KdJhJc4d3s JcTh7s7d6d AcQc8h6c5c AhJh6c5h4d 
KdTs9h8d3c QhQd9h8c4s KhJd9d8c2c Kd8d6c5h2h 
KdJhJd3d3c AsJc7c2s2c QsQd9s5s4c QdTd9s8c4h 
KsJhTc9c5c KhTc7c6d4s AcJs7s3c2h AcQcTc9c5c 
Kc9c8h8d7c QcTd9c8c5s AhJh8s6d2c 8s8c6s5d4h 
KsQh8h4s4c KdQc8c4h4d QsJh5h4s2s AsKs7s7c2c 
AsQsJs6c4s JdJc7c5h5c KcJsThTd2d AsQdQc9h4h 
Qh8s6h5s5c AhJdJc5d3s QcTc7d4s3d AhJcTs5c3c 
KsKd8d8c2d QsJs8h5h3h QhJc8d5d3c AcQc8s6c5c 
AsQs9d5s3c Jc9d8c6s5h AdQh9d7c2s Jd9h6d5d3h 
AhTd9c7c5c AhTs9d7s2d KhJs8h4s3d AhTdTc9d6d 
JdTd9d4s2s KdJc8h7d4s KhKcQc7c3c QdQcJs7h4s 
KsKh5c4d2d JdTsTc6s5s KcTd6d5c2d Kd7s7d5h3h 
KcJs8h4s3c JdTd9s6h3c AdKsQc7s3s KsTc8h5d4s 
Ac7s5s2d2c KdTh7h6c4s QdTs6s4c2d KcQd3s3c2d 
QdTd7h4s4h KsQsJsJc5s KdJc7c5d2c KcTd7c4d3c 
AhJd9d7c2c QsQh8d5d5c Kc8c6h6c5h QhQc8s8h4h 
Ac8s7c6d3h QhQcTd6h2s Ad9d7s7h3c TsTd5h5d3h 
AhJc9d8d6d KsJd8d5d2s QsQc9s6h4s AdTh7s5d3d 
QcTs5h4h3s AdTd6s6c2s Ac7s7c6c4d QsThTc6c4c 
QdQc8d5d4h QsJs9d8s5h AdTc8d4s2h QsTh6h4c2s 
AcQs8s5h4d Th9c6c4s3h Jh8s7c5h5c QhTh8s8c2c 
AsThTc9h2d KdJs9d4d3s KdQcTc9s5c KcTd7c6s3h 
Jh8s6s6h5s Ac6d5c3h2h AcQc7c5s5h Jh8d5h5d4c 
Jc8d5d5c4s KsQdTc5s3s Th9d7c6s5d KsQc8h7c6c 
QhTd7d4h4d Qc9s8d7c4d AsJd8c6h5d KsTh8c5s4d 
9h9c8s6s6d AhKs9s5d4c AcTd4s4c2s KsJdTd8d6d 
KdQc7c4d2s AhJsTd4d4c Ad7s7c2s2d KhJs8s4h2c 
Ks9s9h8h4h Ks9s8h7h2d Jh9c8s7c6d KdJsJd6h3c 
Js9h9d7s3d KdJh8h7h6s QcTh8s4s2c KhJc8h5s2s 
QsTh5h4c3c Qs8c6s5c3h TsTc5d3s3c QdTs8c6h5c 
AdTs7c5d3d Ks9h8d5s5h Qc9s8h7c4h KcJsTh9h5h 
AhJd9d7c6d AcJd9h8h6h QhTc8s6d5s 9d8h6s6d4s 
AdTs7s7c6h JsTd8s5s4h AdJs9c7h6c KdQd6c5h4d 
KsJc8h7s4d JsTc9s8d4h AcKh9d8s3h KdJc9h6h3c 
QsJsTs6d2d KdQs7h5h2d KdJsJh9d3c Ts7h7c5h4s 
9c8d7s5s5d KcJhTh9s3h Jc9s9d7s3c AcKd8s8c3h 
Ad8h7d6s3c JdJcTs9h5s KsJsTc7d3s KsQh9h7d5c 
JhTs8h4d2d JsJd8h8c4d KcJcTs4c3d KcTd5d3h3c 
QsQcTh6c2d Kd9s8h7s2d Tc9d8h5d5c TsTh8s5h2d 
Js9h7s6h4h KdQs4d2s2h QhJs9c8c5d QhJs6d4d3s 
Jc9s9h7h3c Ah8h6d3d3c KcTh6s5h3s AcKsQc6c2d 
JdTd9c6s3h KhJsJh4c2d QsTs6d5c2c AdTc7s7c6h 
KhQc8h8c3s AcTc7s7c6c QhTh9s5d4c KdQh7d4h2s 
AdKsTs9s2s AdJd6h6c4s KhJd5c4h2c KcQc8d8c7s 
AhQh9h5c3d Jd9c6h5d3h QdQcTc4h2s Kh9h8c7c2s 
Ah9s7h4s2c QhJsTh4h3c 9s9d7c4s4c QsJdTc6h6c 
AcThTc9c5c AdKh9h6s4c KhQcTs5h3h AsTc9d7d5d 
AcKd9s8h5h KcQs9c8h5d AhKh7h7c2c KhTc8d5h4s 
AhQhTh9h5h Qd7h6s5h4s AcTh3h3c2s AcJc7c5s5d 
Ac6h5d3d2c KsJd8h5s2h Tc9h8s5h2c KhJdJc4h3s 
Ts9d6h4s4d KcJs8c4s3h QcJd9d6c2d JsThTd8s5s 
Js7s7h6h4c As8s8d6d3s KhQdJh4c2s AhQd9h8s3h 
Jd8d6s6h4h KdJsJd6c3h KhJhJd7c4h QhJsJc5s3s 
AdQc7s7c5h Jc9d6s5c3s AdKh8s7s4c Qh8h6s5s3c 
AdTsTc9c4h QdQc5s5d3d KhTd7h4d3h QsJd4d3s3c 
QdTd8s4s4h KcJd9s8d2s Ah8h6s3s3c JdJc9s6s2d 
QsQh6s4c2c KcJhTd9d5d QsTsTh5d4s Ts7d6h5d3s 
KcJh9s7d4c AdQh9c5c2h JcTh9s6d5d QsJsTdTc2s 
KhQdTd9d5c AsQh6d4s3c Td9s8s6c5h Jc9c8s5s2d 
AsQs9c3h2h Jc8d8c5s3d AsQc8h6c3h Ts9d8s6c5h 
AsTs5d3c2c AhKcQh6h2s Tc9h7h4s4c Jc7c6h5h4h 
AsJs9h9c4s Ts7d7c6d4c AcQh8d6h3d QcJdTs8d2h 
7h7c6c4h3s AhKs7c6d2h QhJc5c3h3c QsJhTd7d4d 
KsTs8d7s5c Js9s9c8d4d KhKd7s4d2c KcQd9h5h5d 
Js9h8d7c6h Ks9s8h5h3c KsQcTs5d2h AhKd8s7s4c 
Th7d7c5h4d 8h8d6c5h3c KdQs9h4d2s Jc9d8h7d4h 
KhJdTs7d3c KsQc8s4h3c QdQc4s3h3c AdTd5h3c2h 
AcTs8h4d2c Kd8c6c5s2d KhJsTc6s4s AcJh9c5s3c 
Ad9s7h7c3d KsQcJs5h2d AhJhTc3h2d KsKh7d4h2c 
KsJc6c4s2h AcQcTh4c2d KdQc7c4d2h AdQc8c7h7c 
KcJcTc7c6c 8h7c6h5s4d JdTd8h6c2c AhTd8d8c2c 
JhTd6h6c3c JcTc8s6h2h TsTc8h8d4h Kd6c5c4d2h 
QsJs6h5s4d KsQh8s6s2h Th9h9c8s3s KhQh8s8h7c 
Jc9d8h5h5c KsKd9s7s3s QdJdTd6c2c KcTh8s5d4c 
QdQc7d6d4s Jd8h5h5d4c ThTd7h4c3d QhQc8h4c2c 
AsQd9s7c2h JcTc8s7h4c JhJd7h6s3s Js8h8c7h4c 
QhQc5d3d2h KdTd8c5d5c KsJd9c6c3d Kc8s7d5c4h 
Ad8d6s5c4d Qs7h7c6s4c KsQc7s5c2c 8s8h6c5h3c 
QdTd9s8h4c KhQh9s5d4c KdQdQc8d5d QdQc9c7s4h 
JsJc9h5s4d AsQs9s5c3h KcJs6c4d2s KhQhJh7c5h 
KcTd7h6s3c AhKsJc9d2c AsTs9c6s3h 8h8d6d4h3c 
Js7s7h6h4d Ah9c5s4h2c KhJs8c7c6d KhQdJd8d8c 
As9c7s4c2h ThTc7c5h3h KsJdTc9d3d AsKs8s5d3c 
KhQc9c3s3h JdTs9c5s4h KcTh9h7d5s 9d8d6s5s2s 
QsJc8d8c4d AcKh8d7c3c QsQd7s2h2d Ac8c6s5h4c 
