Ad9c6h5s5h 
Qc9c6s5d2h KhJs7h5d2h QdJd9d4d3c Qc9c8d5h5c 
AhJs5d5c3c 8d7s6h6c3c Ks7h6h3c2s QdTh7c3c2d 
Kd7h6h3c2d Tc8c7c4s4d Tc8c6c5h3d 9d7h5s4h2s 
Qc8s6s4h2h As9c8c7c3d QhTh7d3c2d Ts9h7c3s3d 
AsJs7s7h3s QdJh8h8c2s AsJc5h4c3c Tc9h8s4h4d 
JdTc7d5d2s Jh9h9d7c2s 9c8d5s3s2d AcQd9s3h3d 
8s5h4h4d2s JhTs8h4h2h Td8h6h5h3s AsQd9d6d2h 
Td9c7s3h3d 9d7s6c4h3h Td6d5s5h2s 9d7s6s4h2h 
Td9c8h5s2h QdJd8c6d2s AsJd7h4c3h AhTc7c6c3c 
Js9h8h5h3h 9c7s5s3d2d TsTd8c4s2h Qh9c6s6d4s 
Ts9c8h4d4c Qd8h7c6h2c AsQh7s4c2s JhTh9h6h2c 
AdJc7s7c3c QsTsTh4s2s Qd9d7d7c5d 9h7h7d6h4h 
Ts8h5d4d4c Kc9h7d5c2s Qs7h6c4d3s Js9h6h5h3h 
Ts8s7h6c3s Ad9h7c6c3s Th7d6h4h3s JcTh8s3h3d 
Jc8h8d5h3s QdJd8d6c2s QcJh7d6s3d Td7c5h4s4d 
Js9s7s5s5d ThTc5h3s3h KcQs8c5c2d 8c5h4c3h3d 
AcKd8s8h3s QcTd7s3c2s Td9h6c4s3s Ts5s5d4h3d 
KdQs8d5d2c 9c8d7h5s2d Kh7d5c4s2h As6c5h5d4h 
8s5c4s4h2c KdQc7c4s3c Qs7c4h4c3s Ks9d8h8c5d 
Jc9h9d6c3c Ac9s9d6s4h 9c8c7s4c2s Kh8h7h5s3d 
8s8h7h5c2d 9s9c3h2s2c 9s9h7h6c2d KsJc9h6c2d 
Kh7d6c3s3h 9c7h6d4c2d Ad8h7c5s3h QsTs6s4d2c 
Ks7s5s4h4d 9c6s6c5c3d 7s5d5c4c2d Kd8d7d5c3h 
QcTs8c4d2c Js7h5d5c4d 8h8d5c4d3d Td8c7h5s3h 
Qc9c8c5d2h Qh9c6s6d4d Ah4c3s3h2d Ks5h4s4d3c 
QhTd5d4d2s Ac8d7d4s4d Qs8d7h7d3h 9h9c8c6c3c 
Jh5s5c2s2c KcTd5d4h3d QcTs6h6d3h JhTh6d6c3h 
AcKc7c6h2c Ts8d4h3h3d 6s6h4c3h2c AdTc9h4c2s 
Ac9h8h7h3s QsJs9h3d3c 9d6h5d5c4s QhJc6d4s2h 
Jc7c5s5h2s 8d7d5c4s3d 9s8c7h5h2d Jd8h7h7c4h 
Ks8h5c3s2h KcTsTd4h2d Qd9s7h5s2h Ad9h6s3s3h 
Ks5s5d4c2h 9h7c5s5h4h Kh9d7d3h2d QdJs9s7h2c 
JsJh8c7c2d Jc8s6d5h2c Jd9d5h5d4c Jc9c6c5d3c 
7h5c4c3d2d KsJs9s8d3s Ts8s7s7d4s Jc7h4c3h3d 
QsTd5d4d2c Jc9c7c6c4h QdJd8s6d2c Ac9h9d5d3s 
Jh8s6c5d2h Qs9s9d7c4s Jd5h4s3h3d KsQd7d4h4c 
Kh8d6h4s3c 9c7d6s4d2s Ah7d6s5s3s KdJs9c7s2h 
KsQh9h6h3h Qd9c6h5h4h 9h7c6d5c2s Ac9c6s4h2d 
Ac8d5c3h3c 7s7c5h5d2d Qh9s8h5h5d Kd5d5c2s2h 
AsJd6h5h3c Jh7d5h4c2d Ac7c4c3d2d QsJc8h6d3h 
Td5h5d4s3s Ts9h4s4h2h Jc9s5h3s2h AhJc7d4s3d 
KdQd9d9c3s Jc9h8d6s3h AcJc7d7c2s Qc9s8c5d5c 
KsJd8h7s2s Th6h5s5c2s JhJc3s2d2c Kh8c5h4s4h 
KcTs8c4d3c KdQs7h4s4c Ac7h4c2s2d Jh8d7d2h2c 
QcTs8d4c2c As6c4s4h3s AdJs9c3d2d KsTs7d3s2d 
JdTc5s4s2s 8c6h4s4c2h KhTh7d3h2d Ah6h5s5h4h 
AhKd8s8c3s 9c6s6d5h3d Td8c7h5d3s Js9c4s4c3s 
KhQh7d6h3h Ks8s6d3h2d Jc9c7c6c5c Ts7h6s5s2h 
Kd5s5c4d3h Qs9h8s6s2d 8s7d6h6d3c 9s7c6d4h3d 
Ad8c6d3h2s KdTh4s4h2s Jd8c7h2h2d Qh7h7d6c3s 
Qc8d7h7d3h Td9s7c6h2d Kd7s5s3d2s 9s7h6d4s2d 
AhQc9c5c2s 9c7h7c3h2d QcTd5s5h3h AsJs9s5d2s 
AsTdTc5h2d QsTh9h4h2c KdJh8c6d3d JdJc8s6h3h 
Ah9h6c4s2d 8s7h4h3s3c 9d7d5s4d4c KhQd7h5h2s 
Kd9h8c5d3d Tc9d8s5h2s 9c8s6s5s3s As4h3s3c2d 
AcJd9h5h2s KhTd9h3s2h KsTh5c3c2h Qc9d6s6h4s 
Kd7d5d4s4c As9h7d6d4d Jh7c6s5c3d 7h6c5s5d3c 
AsKc4c2d2c KcQh7h4s3h Td9c5s3s2c KdQh9d5d2c 
Qd9h8s8c3d QsQd6h3s2c ThTc8h2s2h Qd5s5d3s2h 
Tc9s8h8d3s Qs7c6s4h4d Ac8h7h4h4d 9s9c8s2h2d 
Qd8c5s3d2c Qd8d7d6d4s 9s7c5d3s3h KhQh9h8h5h 
9c7d6s4h3h Qh8s6s4d2d Th9c4c2h2c KsQh7h4d4c 
Jc9h5s5d3c 8s7d7c6h3c AhQh9d4s2h Kd8c7c4s3s 
Qh9d9c8d2s KcTd8s6s2h Ks7h6d3h3d JcTc8c4c2d 
Ad9s9c8s3s Ts7d6s6c2d KdJh8d6d3s 9d9c8d5d2h 
Qd6s5d3s2s 6s6d3s3h2d Th8c6s2s2c Th7h5c4s2s 
7h6s5h3h3c Qc8c7s4h2s Jd8d5s2s2h Jc7h6c5c2h 
Qh9h8h6d2c As9d9c8d3d Qs6d5h3h3d AcTs6s4s4h 
QcTc5s5h2d Th8h6d5h3c Kc8d6c4s3h QhJs9h5h2h 
KhQc5d4d2s Ks9d6h3s3c As8c6h4s2s QdJs4h4d3d 
Td9c7d3c2d Td8d7h6s3d AsJd9d4h3d Th6c5c3h3c 
Ts9d5c4h4d Js8h8d6s3c Kc4s4c3d2s AsKc9h3s2s 
KcTd8h6s2h Js7d5s4d2s 9c8s7h5d2c 8s7s5d3d2c 
QcTs9h7h2h Ac7h7d5s3s KsTs7d5s2h KsQc9s5s2d 
QcTd7c3h2h Jc9c7s5d2h KsQc9c7c3d Ah9d9c6d4s 
Kh9s7c6c4c Kd9h8d5c3d As8c6h4h2c Js7c6s6c2d 
Qc8d6h5s3s Qs8s8h6d2c AhKs8d8c3d Js7d4s4h3h 
Ks9s7s6h3s KdJh9c7h2s 7h6s5h3h3d 7h6s5d5c3h 
Jh8s6s6d4s Qd9h9c6c3c KdTsTc4h2c 9d9c5s4c3c 
6s6h4s4d3s AsQh5h4d2h 8c5c4s4h2h KcJs9d6d3d 
Qs7d6s4d2d Kd8c5h4c2h Qh6d5h4c3h Jh9s5d2s2d 
9h8h8d6h3s AcJd9s4s4h KdJc8d7s2d KdJh9s6s3s 
Th7c6h6d3s Kd9s7d7c2h Kd7c6c5s5h TsTc5c3h3c 
KdQs9s7s3c QdTc6h4h3h Jc9h5s2s2h Ah9d8c5d3s 
9h9c3d2h2c 8h8d5h4h2s ThTc8c5c2d Js5s5d4d3d 
QcTs9d7d2d 8s5d4s3h3d Js9s9h4s4d Ts8h6s3c2h 
Td8s6h2s2h Th7s4c3s3c JhThTdTc9d 9s6s4h3h3d 
TsTc9c4h2c Jd8c6c5h3s Jd7h5h4d2h Ac9d8s7d3d 
Js9s9d7h2c 8s7d7c6s3h 8h6c5c4d3c QsJc9s5s2s 
KdJc9s6c2h Jc6d5h3c2h 9d6s6c5d4d Js9h7h7d3c 
KcQd6h4s3s 8s8h6d4s2c Kc9s7s6d3s KsQd9s9c4s 
AsJc6d5d3h Kd8d7c4d2c AsQc7s4h2s Ah6s4h4d3h 
QsJh7h6h3c QdJd9s3h3c QdTh8c5s2c Qh8d5c3h2d 
Qc9d7c4d2h Qs7h4h4d3s Kd7c5h4s2d Ad8c7d3d2c 
9d7d6h4h2d AsQc8h7h2d Ac8s6h4c2c Kc9s7d7c4c 
Ts9h5d5c3s AhQs6d5s2s Qd6h5d2s2h AdQc8h6c2c 
Jd8s6s4h2h Ah8c7c6d3s Jc8d8c4s4c KcQc8d3h3d 
TsTd4s3h2d Kh8s5s4d3d Kc7h7c6s2d Tc9h6h3d2d 
KhQc9h9d2h 9h9d7h4h2d 9c7d6h4d2h Kh4h4d3s2s 
JsTd4h4d3d Qc9h9d3s3c Ac7d4c2s2h Qs8d7d4d2s 
QsThTc4d2d AsQh8d6h2h AdTs6s4s4c Kc7s5h4d2c 
9c8s5s3d2d Ts8s8h3c2c Jc9h6s3c2h KsQs8s6h3d 
Ah7h6h3c2c KsQhJh3h2h KhQd9h9c2h TdTc8d5d2h 
8h7h5d3d2c QcTh6s6c2d 9h7s7h3c2s Ah9d9c7s3s 
Qd8c7d4c2h AsQs3s3c2h KsThTd5c2d Ts8c7h2h2c 
AhTc6h4h2d Kc9d7d5h4d 8c7s7d5s2h Kd9h7h6c3h 
Qc8h5s3c2h Kc8s7s4h3h AcJh5h3s3d 5s5d3s3h2h 
Th8s8c6d3d 9h8s8h7d2c Ts6s5s4d3h 8h7h7c6h4h 
KcTd4h4d2h Js9h6s3c2c Ks7d6d3c2s 9c7d7c4h2d 
AsQh7h4h3c JhJd8h4h3c 8s8d6s4s2c Qh9h7d5s5h 
Qd9h8h5s3c 9h9d8d6d3d QhJh9h7h3c Ts8c5d5c4c 
KcJc8d5c2h Qh9s9h3h2s 9s8h8d2h2c KsJd6d4h4c 
9s8h8c2h2d QsTh8h8d2h 9d7s6d6c3d QhJc5h3s2d 
JcTc7h3c2h Th8h7s6d3h KhQs9c7d4c Ah9h8h7h2c 
Qc7s4s4d3c Jh8d7s4h4c Qs9c8d7h4d QdTc8s5h2s 
Ad6h5s5c4s Jc7d7c5c3h QdJh7h4s3c Ac5s3c2s2c 
9s8d6d6c3h KsTc5c4h3c QcJs4s3s3h QdTd7h2h2c 
Tc9s5h3h2s KdQh7c4s4h As8s7s3d3c JsJd3h2d2c 
Ah6h6d5h3h 9d7s5h4s2h Th8h4s4d2d Kh7s7h6d3h 
Ts7s5h4c2c Ks9s7h7d4s AcJc7d7c2h Ah8s4d2h2c 
KsTh7c4d3c Td6s4d3s3c AsJd8d4h3d Th9s4c3c2h 
9s8s7h7d4s KcTd8h6d3d Js9h5d4c3h Td6s6c4c2d 
AcJh7s5d2h AdKh9s4h2c Qh8s7h4h3s 9h7h7c4s2c 
Jd8d5s2s2c Kc7h7d2h2c Th7d4c3d3c 9c8h7h3s2c 
QdQc8h7h3h 9h9d7d6c2s QcTd9s5d2d AdJc8s7s2s 
KcQh6c4c3c QhJc7c6c3d 9s9h8c6c2d JhJd6h3c2c 
Js8h7h6h4h Tc8h7d5c3s Td6h6c5s4h 9h5d5c4d3h 
7h6h6d4s3h 8d8c7h5c2s 7c5h5d4d2h JcTd5s4h2s 
AsJh6d5h3h 8h8c6s4c2d JdTh5c4s2c Ac9c6c4s3d 
Tc8s8d6h3h 9s8d8c6c3c 9c8c6s6h4d 9h8s8d5c3c 
7s7c5h5d2h Ah9s8s8c3s Kh6s4s4d3d Kh7h6s3s2s 
9s9d7h3s2h QdTc7h3d2h Qs8s7c4h2c KcQd7c5c2h 
7c6c5h3h2c Qs9h8d8c4s Qd8h5h3c2d KhJd9c3h2s 
KcQc9s9c2d Qs9s6c5h2d Ad9s8s7s3c 9h7c6c4d2d 
8s7s5s4h3c Th8h7h7c4h AcQs5c4c2c AcQd8s4s4h 
AcKs9d4s2h Jh8d7d2s2h AcQh7c4d2c Kd8d7h5c3d 
Js8s6s6c4d 7s5h4s4h2d Kh9h6h4s2s Js9h8c5d2h 
AdQc7c4c3s Th7h5d4s4c Kh9c7s5s5d 8s8c5h4s2s 
KcJh7c5s2c KhTs8c6c2d Qc8d6d4s2s Kd9c8d4d4c 
Ks7h6d3s3c Jd7d5s5c2s JcTh8h3s3d Qs9c8h7s2d 
Th5h5d4c3d AcQd8h7h2s Jh9d5h4h4c AdQc5c4s2c 
Ac9c5s5c2d 8h7c4d2h2c As5d3s2s2d 8c7h6s6h3d 
KsQh9s5s2c KcTd6s4d3d Jd9d7d6d4h Qh6d6c4h2c 
QdTh6s4s3s QsTc8d7c2c Js6h5d5c4s JhTs7d5c2s 
9c7d4d3h3c Js7c5s4h2c Qd9c6s5s4s KsTdTc4h2d 
KdTdTc8d2d ThTd6d3s3d Jd7h6c5h3s 9s7s5c4s2c 
Kh7h6h5s3h Jc7s6d5s3h KcJh8s6c3c Kc8d8c4s4h 
Qd9h7h5h4c Qs7c5s5d2d Jh9s8h6h4h Jc6d6c4c3d 
Ad6c5s5h4h Ks7s7h6c3s Jc8d6c4d2c Qd9h9d7s4d 
Tc8s8d5h3c Kd6h5d4d2c QsTc8h7h2h 9h8d8c2s2d 
QcTd6s4s3s Qh8h8c3h3c ThTd9c5s2c 9s7d5d4c3h 
Js7c6s5c2s 9c8d8c6c3h Qc9c5s5h4d Kd7d6h3h2h 
QsJs6s4d3s 9d8s8h7d2c 9s6s6h3s3c Qs9s6d3h2h 
Kd6d5c4d2s KsJh8d8c3s Jh8s5d3d2h KcQh6d5d2s 
9s7h4h3s3c 6h6c3s3h2s Jh9s8d5c3c Kd8s5s4c3c 
9h6h6d3h3c 9s8d8c5h2c Td6d5c4c2d Ad7h4d3d3c 
KhJh5h3s3c Qd9d5c4s3h QcJh8d6h3h 9d8d7d4c3c 
JdTd8c4d3d Ts8d8c6h3h Tc8h4d3h3d TsTc6c3d3c 
Td7h6d4s2s Js7d5s4c3h QdJc7s6h3s QsJd8h7c3d 
9h9d8h3h3c Kh6s5c4s3d Ks7h7d2s2h Td7h6s6d3c 
Ad7h7c5s3s Kc9h6s6c4c Qs8d5d3h2s JcTc8h6c2c 
Jd9h8c6s3h Td4h4d3h3d AdQc8s7s2h QsQd9h7c2h 
Qh8s7s7d5s Th8h8d3c2c Ks5s5h2d2c KhQs5h3d2h 
QdJs8h4s4c Ah9d8s7d3d Qh7s6s6h2h Ts6h5h3s2c 
Kc9s6d6c4c QcJsJc7c3c Kh7s4s4h2d Jc7d7c5c2d 
9h8c5h3c2d AhKh9h2d2c KsQs9s9d2h KhQs9d8s4s 
KsTc5d4h3h 9s6s5h3s2h QhJh8h6d3s QsJd8d5d3d 
Kh7h6h5h3c 6s6d4h4c3h Ks9s5c4c2s 9s9d8s4s4h 
Tc6c5d4c2d Kc9d8d4c2c 9d8d7d4s3s Kc9d8h6c3c 
Td8d8c3s2s 9h9c7c6d2s KhQs6d4c3c 8s8d7c5d2h 
Qs9d6c4h3s JsTs5h5c2d KhTc8d6d2s Tc9h8d5h3h 
JsJh9c3s2d QdTc7h4h3s Qc7s5h5c2h 8c7h7c6d3c 
9h6c5h4s3h Jd8c7s5s3h KhTd6c4s3s JdTs8h3s3c 
Jd9d8s7d3h Js7c5h5d4h AdJs5c4s3s KhTs8c6d2c 
9h7h7c3c2d AcTc7s2d2c Qd9d6c3s2s Kh7h7d6s3h 
9h9d7d5c2s 9d8s5h5c4h AdJc9s4h3s AhJh5c2s2h 
KcTs4s4h2h KsQcTd4h2h QhTs6c4c3c QhQd6c3d2s 
Ks7d7c2s2c 8h8c7s5c2d 9h9c8h3s3h KdTc8s6c3c 
Ks8s6d3c2d 9s9d5h4d3d Kh9d6s5d3d Tc9s7s7h3s 
QhQd7h2s2c 7h7d5d5c2d KhJs9c6s2d KcQc9d9c3s 
JhJc6c3s2s Kc8h5c4s4c 9s6s6h3d3c QcJs8s7d3h 
8c7d4d3h3c Ks7h6h5d5c Jh9h5h5d4c Js9h5d3h2d 
As8h5c3h3c Jh8h5s2s2c Kc4h3d3c2d Jc6d4h4c3d 
QsJc4s4d3s AsQd5d4c2d 9s9c8s3s3d QcTc8h8d2c 
9h6h4d3s3d JsTsThTd9h Qs9c7h5d4h AcTs9d4s2h 
KsTd9d4h4c 7d6h5d4c2s QdTc8s7c2c Jc6d5s3s2c 
KcQd9c5c2h KdJd9h9d3d Jc5d5c2d2c Td9s7s7c3s 
Jc9s8c6c4c AsQs8c2s2d KdQc7c5s2h KcQcJc7h2s 
Ah9h6h4s3d Tc7c5d4h2h JdTh8d4d2d AhKs7c4s2s 
Ts9d8h5d3d Jd8h6h5s5c Tc6h6d5c2d Qs9s8h7s4d 
Js7d6h6c4s KdJd7h7d3c Th5s5h4s3h AdQc7h4s3h 
7d5s5c4c2s Qs5s4h3s3h KhQh9h5d3h 9c7c5c4d2d 
Ah8d5s3s3d QsJs8s6c2h AsThTc5d2h Th6h5h4s3c 
Kd7c6s3h3d Jc7h6c5h2c As8h7h5h3c KcTs5h3h2s 
Kh4h4c3d2d QsJc7c6c3d Jc6h5s5d4c Jh7c5h4s4d 
9h6h6d3s3c Kh8h7h5d3c KdQs7d5c2d Js9c8s6d3s 
QhTs8c7c2c Qh9h6d5s2c Qd9h7s5c4s As8s5h5c2s 
KhTc5d2d2c As8d7d5d3h 6s6d3h3d2h KhTs9h3d2h 
Kd8s5h4s2h Ad8s7c5h3s Ad8h5s3s3h QdJd7s5h2c 
AsKc5h4h2h 9c8s7s6h2d AhQs7h4c2h 5s5h3c2s2h 
9d7d5h4s3d QcJs9h5h2h AsKh7c6d2c Qh8h7h6h4d 
Td9s8d5d2d QhJs5h3d2c KhJs8d7h2h Jh9c7c3h2d 
Qh8c5c3h2s QcJc5d3h2s Qc9s8d7s4h As8c5h3h3c 
JhTd8s2d2c Th8s8c5d3h Ks9d9c6d3h Jd9h8h5h2s 
Kh7c6d3s3h AcKc9s4c3c AsKs6s3s3h Th8s6c2s2c 
AsTh6d5c3c 8h8c5s4c2c AhJc7d5s2c Qc9c8c5s2h 
KcJc9h9c3c Jd9s9d8h2d 6s6h4s4c2d Qc6d5c3d2d 
Td7h6d4d3c Th9s6c4d3d Tc8s5h4h4d QdTd4s3h3d 
AcQs8s4h2d Ad8c7d2h2d Ac4s3d3c2h KdQd9s9d3h 
9s9h8s6s3d 9h8s8c5d2c JdTsTd7d2d 9h9d7s3d2s 
KsTd7c4h3c 9d6c5h5d4s Tc9d6s5c2h Ac9c6c4s3h 
Ad7h5h4h3s 9h5s5c4s3h KdTc8c7s2c 8d5s5d4s2s 
Ac6c5c4h4c Qd8d6s5d3c JdTs7c4h2d 9s7d6h4d2h 
JsTsThTc9h Kc8h5d4h2d Jd9h8s5c2h Jd9c8c5c3c 
9s9d8d4h4d Qs9s8s6c2h JsTs8h6s2s Th9s8c5s3s 
KhQh9s9h2d QhJc4h4d3h QhTh6h4d2s 9h9d8h6h3h 
Qd9h9c8h2s Ts7c6s4s2c KsJs5s3h3c Jc8d6d5s5h 
JcTs5h4d2d Jc9s7s3c2d Jc9c4d3d3c Js7c6s6d2d 
Qs9h8c7s2d 9h8h7c4h2c Qd8h5s3h2d 7h6h4c2d2c 
Qd8s7s7c3c KhJh9h8d3h Qc9h8d7c2s AcKs8s4h2s 
KdQd7h7c3s 9d8c7s6c2h Ts7s5c4c2s 9h8s8d5d2c 
Kh5s4h4d3c QsQh6c3h2d QdTd7s2s2h Ks7d4s4d2c 
9s9h5h4h3c 7h5s4s4h2c Jh9h7h5h5c 9s7c5c4s2s 
KsQc6h4d3d Jd9s9c7s3s Jh8h6d5s2c Ks9d8d7c4h 
8c7d6c4h2s JsJc9d3s2h 9s9c5c4c3d Th7h6h6d4h 
Qd5h5d3s2h Kh9d7s7h2c KdQd6d4h2c 8h8d5s4d2d 
KsQs6h3s3c Ks9c7c5h4c Tc9c7c4s4d Th6d4s3s3h 
Ks9s8d6s3h AhJs8s4c3s AcTh6c4c2d AcQs7c5c2c 
Qc7d7c3d3c JsTd5c4h2h QcJd8s4c2h QcJh4h3s3h 
AcKc9h4c3c Jh8d5s3s2h Ts8c4d3d3c Kh9h8s7h2d 
QcTh9d7h2h Ac9d8s5h3s Jc9h9d7d3d KcQs9c5c2h 
9c8d8c6c3s Ks9h7c5s2d QcTc7d2h2d Tc7h4s3s3h 
KhJd8s6h3h Jc8h7h2s2c Qh8c7c4c2h Jd9c8s3s2c 
QsJs6s4s4h JcTc7d3c2d As9d8c7c3c QcTs9h3d2s 
QdJh9h7s2c 9d8h6c4s4d Ts7c5d4s4h Qs8d7s4s3d 
Ks9h7d5h4h 9s8s8h3d3c 9h7h5c4h2c Kh8s6h4d3c 
Tc9c7c4d3s Kh9h7c3c2s Jd8h7h2s2d Jc6s5d3c2d 
Js9c6h5s2d As9d7h6h4h Jd8c7h4s4d Qh9h7s5h5c 
Th5h5c4s3s As6s6d5s3s KsQs9s9h3d Ac7s6h5h3h 
JsTd7c5h2d As8s6d3d2s Jh6d5s3s2h Jh9c8s5d3d 
9s7d6c4h3c KsJs7c3c2c Kd9c6d3s3h 9s8c5c3d2d 
QcThTd3s2h 9s6c5h4d3d JhThTd3h2h 9s8d6d4h4c 
AsJh6h6d4h Th9h6s6h4h 8s7s5h3h2c QhQc8d7s3s 
AcTd7d6d3d Ks9s8d7s2h Ad8c5s3s3c QhJh9c8h2h 
Ks9d8c6s3s 9h9d7d5s2c 9c6s6c3d3c QhJh5c3s2d 
ThTc5h3h3d Ts9s9h7s2d KsQs6d3s3h Ad5h5c3s3h 
AcQc8h2s2c Ks9d6c3s3h Jc9d6h5c2s 6h6c4h4d3h 
AhKc5s5d2d Qs8d7h7c5d TsTd5d3h2h Jc7s7d4d2c 
Th9c6c3s2s Kh6s5h3c2d 8c7s6c5c2d JdTc7s4h2d 
TsTh7d7c2h TsTd5s3d2s QcTh8c4d2c QhJc8s4h2d 
QsJh8h7d3c 8d6c5h4d3d QhTs7d3d2h QcJc5s5d2h 
QcJc9s3h3d Qd9d5s4c3h Kd9c8c7h4s 8s7d6h6c3h 
Kd7d6d5d3h QhJd8c5s2c KsTs8s4d3c ThTd5d3h2d 
Ah6c4h3h2c Kc9s7d5s5h Ac8h7h6d3s AsKs9h4s2c 
Jh8c6c4s2s QsJsJd7c2s 9h6s6d5c3s 9h7c6h4d3h 
AdTc3s3h2d AhJd6s4h2h KcJc7s3s2s Ad8d7d3s3h 
QcTsTd3d2h Jc9h8h5h3h AhJd5s5c3c Ts8d6s3h2d 
Kd9h7s6h3h 8s8h5s4s2d Ks9s5s4c2c Jd6d5c3h2c 
AcTsTd5h2s Qs9h8c5s3s Ts9h7d7c3c Ts6h6d4d2s 
9d8c6c3d2c QcTc9d3s2c Td5d5c4c3d Jd9s8s5s2h 
QsTh7d4d4c Tc6h5h3h3c Th9s8h5h2h Th8c6s5s3s 
7d6h5s5c3d AsTh8c6d2c 8d8c5c4c2h AcKc9d4c3c 
Kc8c7h7c5c TsTh6d4c3d Th9h7h4d3c Tc9s8c5c2c 
Kd7h5s4c2d Th9c6s4d3d Th8c5s5c4c Ac5s5h3h3d 
Td9s4h3h2d Jh9c4h4c2d TsTc8d4s2h 9s8h7h6d3h 
Jh8h4c3d3c Kd9h8s5d3d Tc9s8s4h4d Jh9c6h5d2s 
Tc7s6s4d2d KdTh8s3s3h As9h8d8c4h 9d9c8c6c3h 
9h9d5d4d3s 8s6s6c3s3d Kh8d5c4d2c Jh9c7d4h3s 
AdQs7c3d2h Td8s8d3c2c Th5h5c4s3c Qd9s9h6s3s 
QcJh8h6s2d QsTd8h8d2d 9s9h7d3h2d KsQs5s5c3s 
Qc9h8h5s3d KdTh6c5c3c Qs9d8d6c3h AsQd7h4c3h 
Kh7c4s4h2s 9h6c5s5h4d TsTh7d4d3c Kd9h7d7c2s 
QsTs9d3c2s Qc8d7c4d2h 8d8c6d3s3d 9s9h8h5h2c 
6s6d4s4h3s Th9h8h8c3d 7h7d5s5h2h Ac9d8d7d3h 
Ac9h7d6h4h Ts6c4d3s3d TdTc9c4c2s Js8h8d5c3h 
KhTs9s7s2s QsTh9h2h2d 9c8s7s5h2d 8s8h7c5h2d 
QcTs6h4c2c JhTc5d4s2s Ac9d7s6d4d Jd8c7c2h2d 
Jd9s8c6c3h Jd9d8h3h2d 9h5h5c4c3h AdJh9c3d2d 
Qs8s6d6c4s 9d6d4h3s3h Qd8s7d4s2c 9s7h6s5c2d 
AdJc8c4h3c Jd8d7d5c3h 9c8h6h3c2h Qs8h6h4d2d 
QdTh8s8h2h Ac8d6s6h4d TsTh7h4h3d QsJs8s7s4h 
Qh9c7s4s3c AhQd5s5c2d AdKh9c3d2d Ah9h4s4d3c 
5s5h3d2s2h KdQs6d4d3d Jc7s4c3s3h Js9d7d3s2c 
QdJc5d3h2s 6s6h3d2s2d JsJh8h4h3d Tc8d5s4s4h 
Js9s8d7s3h 9h7s6d4s2d 6h6c3d3c2h As8d7s3s2d 
KdQc9s7h4s Ah8c5d3d3c As8c5d5c4h 9d7h4h3d3c 
9s7d5d4h3c As9s7h6d2s KcJc6c4h4d Jh7h6h5s5d 
Ks8c5d4c2d 8h8c5d4c3c KdTc5c3s2s KdTc8s6h2s 
Ac6h6c3d2s Jd8d6d6c4h JsTc7c6c3c Jh8h7h5d5c 
Tc9s5d3d2s KsTd5d4h3d 9h7d6c5d2s QcJc6d3d2c 
Kd8h5d4d4c Ac9d7s6s4s Tc6h4c3h3d KsQs9d6c2s 
Td9c7d4s3d QhTs7c4c3d AsJc9d4h4d KhJh8s5h2c 
KdTc6c3s2s KhQd7d4s4c Qd6h5s3s3h 8d6h5h3d2d 
KdQd8h3h3c 9s9d8h5h2c As9h9c7d3d Qs9h5c4d3s 
Jd8d7d5s3h Kc9s7h5d3d Qh9s9c5d3s Qh9s9c6s3s 
7s7d5d4d3d QhTs7c3c2h AcQs8d4s2h Ts8s4d3s3d 
KsQh6d5d2c Js9s8s6s4c QcTh5h4h2d QsTd6h4h3h 
Kd7h4s4h2d Ts8h4s3s3h QcJc8h6c3s Qd5h4c3c2d 
Kc4d4c3h2h Ac6h5s5d4s Kd7s7c6h4c 8s5s4h4d2d 
Ks8c6d6c2d KhTd8c6s2c Kh9s7s5c4s TsTc7h4h3d 
Ad8s7s6h3c 9h7s7h4c2s KhJc8h6h3s 8s6s6d3s3c 
QhJd7s7c4s Jc9h6c3d2d Tc7d6h5d3d JsJd8s4s3c 
Th9h7h4s3d Kh7s5c4d2h Kh9d7c5d4d 9s8h7c5c2d 
Qc8s5s3h2c As8h7s3h2s KsTh6c5c3c Kc7s7c5c4c 
9d7s6d5h2c KhQh5h5c3h Js8s4d3h3d 9c8h7h3d2c 
Ts8s6d5s3h AcJc8c2s2h Qd7c6h4s3d 7c5d4d3s2s 
Kh9c8h5h3s Jd9c5s3c2s Kh9h7d4c3s Kh6c5s4d3d 
Qs9s8s5h2d Kc8c7h5s3c Tc6c5h4h2c 9s7h6d5h2c 
Qd9d5h5c4s Th8s7d4s4c QhTc4s4d3h Td8c5d4s4h 
KhJd9s7c2d 8c6s4s4c3s 9c7d6c5h2s 8c7c5h3h2s 
Kd9c7h5s5h Qd9h8c7s4c 8s8d6s4c3s AcQc8d2s2c 
KdJs9c3d2h Jd7c6s6h4d QcTh7s4s3d Ad6c5h4s4c 
JcTc8s6c2c QdJc9d3s3h AhTs6s4s4d ThTc5c3h2c 
9h7c5c3s2s 8s8h6s4s2c Jc5s5d2s2d 9h9c8h6h3h 
AhQc8d6c2c Qh8d7d7c3c Qd8c5d3d3c Tc9s4h3s2h 
KdQd9h6c2d KsQsTs3s3c Jd9h7c4d2c 9s8s8c6s3h 
JhJd9s6c2c KhTc4s4c2s Th8h7h4d4c QdTs5h5c3c 
