Kh9s7d7c2c 
Qh9c5s2s2d Jd9s4h4d2d 9d8s4h4d3d 9s7d6c3h2h 
Jc6s6d4d2h Ks9c8h3s2s KdJs6s3h2s Qh8d7c4h2h 
Kc9h4c3d2s 7h7d3c2s2h Js7h3s3d2d Qs8s6c2s2d 
KcQc9c3c2d Jh9s6h3d2h AdJh3s3c2s Td8d5c3d2h 
Tc7s3s3c2c Qd8s7s4c3s 6h5d3h2h2c Ad6d4d2h2d 
Kc6c4d2h2c AdTd9s9h9c 8d7c6d3s2h Ac7c6c2s2c 
Qd7s7h5c2h Qd9s5s5c2s Tc6s6d4h2h Jc8s7s3s3h 
Ad3s3c2h2c Jc9c6d6c2c Kc9h7c2d2c 7c5s5c3h2c 
Qd8h8c4s3h Ac9h8d3s2d Kd5s4s4c2s QsQd7h3c2h 
Jh6h6d3h2d Ah8c6s2d2c Kc9h8d4s4h QsQhQcJd9c 
Kd9h4h4c2c Kc7c6c3d3c Qh9h6d4h2h Tc6d5h3h2s 
9s7s6s3d2c Jh6d6c4d3d Td9c4c3c2s TdTc5h3s2s 
QhTd6d2d2c Ad8h4h4c3s KcJh7s3d2h Qs4s3s3d2d 
Kh8d6s6c2d Tc8s5d3d2h Kh5c4c3s3c As9s4s3h2d 
Jc6d4s4c3c 9s6s4h4d2c QdJc7s3d2h Qc8s6h3h3d 
Qc9s9d4d2d Ah9h4s3h2d QdTc3s3h2h AsTh4h2h2d 
Kd7c4h3d2s Js8s4h2d2c KdTc3s3h2s Jd9d7c2h2d 
Tc6h4s3c2d Jd6c4h4d2s 9h9d3s2s2c Ts9c4c3d2c 
Qd8s8d4d3d As9d7d4d2c Ad8c4s4h3h Kc7h7c3d2s 
8c6d4s3d2h Qd9d6s3h2d Qc6s5s4s2s 8c4h3h3d2c 
Ac9c4c3d2h Ts8d5h3s2s 9d7h7d3c2d Jh9s7s3d2c 
Js4s4c2s2d Tc9s4h3d2h Ts7d3h2h2d Th7d5c3h2s 
Jc9c7c3s2h AcJh3s3d2s 8d7s4h4c2d 8s4s4c3c2c 
Tc9h4d3h2h Ad6h5c3c2s Jc7s5d4d2d Js6s3h3d2d 
Js9h7d4c2h Ah6h3h2d2c Qs6c5h5d2c Js6c5h3d2s 
8h5c4c3d3c TsTh7h3h2c KsQd7h3h3c Ac6d5d3s2h 
AdJsJdJc9d Qc5s5d4d2h 8d8c7s7h7d 7h7d4c3d2s 
Ah9d8d4d3d As8c5s3s2s 9c5s5d4h2d AsTd5s5h5d 
Qd8c5h3d2d 8d7s3s3d2d Kc8d4s4c3c 9h6h6d3h2c 
Kh5c4d3c2c AsJs7s4s2s Kd8h5s4s2s Kh6h6d4h2h 
Qs7d3s3d2c Jc7c4s3h3c Kd6c5c2s2h 9h8c7h3d2s 
Ah3s3c2d2c Jh4s4c2s2d Jd6d3h2h2c Jh8h5c3h2s 
Ts9s3s2h2c Th5d4s4d3c Qh7h5s3d2c JsJh4s4h4c 
Qh9d4d3s3d Qd9h8d4d2d Ad9d5d2d2c Kh8s7d3d2s 
Kd7s6h4s2c Th9s3s3c2d Ks8h7h6h2h Qd7h5c2s2d 
AsTh4h3c2d Jh9c7c2s2d Td7d5d5c2h 7s6d4c3h2s 
Ad9s5h5c2c 4h4d3s2h2c 8c4d3h2d2c Jd7s3d2s2c 
AhTs4c3d2s QdJhTsThTc AhQs9s3s2s Ah9s9h4h2h 
Th7c5s5d2d Kh6d4s4d3d Qc7s7h4d3d KcTh7h3h2d 
Jh7h4s4c3h Jd5s5c4s2h Jd8d4c3h3d Js9s7s3d2c 
QsQdQc8s5c 9h8s7h3d2h Ks9s7h3c2s Jd6h5d3s2d 
Ah6s5c3d2d As5c4c3c2d Kc9h7h3s3h 8s8h4c3d2h 
Js9d4c2h2d AhTc5s5h5c 9h7c5d3c2c Td9h3s3c2c 
Qc8d7s4h3s Kd9s4s4h2h KcTs4s3s2d Qc7s5s3s3d 
Js8s5s2s2h Qh6h4d4c2s Td6s4s4h3s Qc8d7d4d3h 
AdJh4s4h4d Jd6d5d4h2d Jh6c5h3h2d QcJc7s3d2h 
As8h6h3h3d Td7h3s3h2s 8h7h7d3c2s AdJd7d3c2d 
Kh7s4s3c2c QhQdQc9h5c Kh7s4s3d2d 8c5s5c3d2h 
6d5c3c2s2c Js4s3s3h2h Jd4h4c2s2c AcTh7s3d2s 
KdQd9d3c2d Ks7h4s3c2d AcTs7h3d2d Ad9d5d3s2d 
7h6s4d4c2s KcTd5s2s2h Kc9c7c3s2d AhTd5c3d2d 
8s5s4s4h2s 4d4c3s3h2c Qh4h3c2h2c Ks8h6d4h2h 
Ah9d4s3d3c Qh9c6c3s2d 9c8s7c3h2d KsKhKc8d6c 
7d5d4s3d2c Ac5s5h3d2s Kc8c6c2s2h 6h5s3h2h2c 
9s8d4h4c3s TsTd7d3c2d Qs8d6c3h3c Ad9s8h3s2s 
Qh5s5d3h2c 8h4d3h3c2c 9c4s4d3c2d KhTh8h3s2h 
Ac9h4s3h2s Js5h4d2s2c Ts9h3s2s2c Kh8d6s4s2s 
Kh9s7d7c2s Jc6c4s4h3c Jc6d6c4c3c Kc5d4s4h2d 
7h4s3h2s2h Qs7c6c4d2h KhQh8h3s2d Ts9h3h3c2d 
Th6c5h3s2h Kd9h6s4c2s 9h8h7h4d2h Td6d4s4h2c 
QdTs8s8d8c Qs8s6c2s2h Jd8c7h2s2c Qh7s6s6c2d 
Ts8s6s3h2c Qh8s6d4d2d Js5d4d4c2h Kh5d4c3s2c 
Ac6c4c3s2c 4s4c3h3d2d KdJc7h3d2d Qs6h4s4c2s 
Ac9h4s3s2h Ks8h7c3h2c 8h7s3s3h2s Td8s6s3h2c 
KsQs8d4s2s Qc6s4c3h2d 7d5s4s2s2c TsTh4d3s2c 
Ks9c8c4d2h 8h6s4d3c2s Ad5c4h3s2s 9h5h4c3h3d 
As9c8c4c2d Ac9d8d4d2s KdJc4s2s2h Ac9d5h5d2d 
Qc6h5c2d2c Qd9c7c3s3h Kd7d4s2h2c Ad8h5c2s2h 
Jh8s4s4c3d Kh8c5d3s3c Tc7h6d4h2h Qs7s4d3d2d 
8c4h3c2h2d Qc6c4s3h2d Kh6d5s2d2c AhTs7c3s2s 
Tc8h5s3c2c KcQd7s4h2s As8d3h3d2h 7h7d3c2s2c 
9s6s4d4c3s Js7s3d3c2d QcTh7c3c2s Tc9h4h3h2d 
AdTc4c2h2c 9d5s4h4c3s Kh8s8c4d3s 9h9c3c2s2c 
8d5d4h4d2d Td9c3s3h2s Qc7c6c3h3c Ac9s8h3s2s 
Jh5s5d4d3d 9h8d4d4c2s 6d5d3s3h2c Qs7s5s3s3d 
JsTs6s2s2d 9h9d7h3h2h Jc9c7s2h2c KhTs8s3s2s 
Qh9s8c3d2s 9c8h7s3d2h KcQd6d3d2d KsJs7d2s2h 
As9d4s3s2h 8s4s4h3s2h Qd9c4s4h3s Kh8s4c2h2d 
9s9h4d3h2c AcJsJhJc9c Kh7c4c3d2d 9h7s6s3s2d 
ThTc7h3h2s AdQc8c3c2c AdTc7s3c2c TsTc7h3d2h 
Ts8s4d2s2h Jh9h7h3s2c KsQh7d3h2c Tc5d4c3s2h 
Jc9c6h3c2s AcQd9s3s2s Ks9d7h7d2d Ad8d3s3d2h 
Ks6h6d4d2d Js6h6c4h3h Ks7d5c4c2c KhQh7s3h2d 
Qs6h5h5d2h 8c5c4s3d2c Qc8s7c4c2h Js5s4s3h3c 
Jc9h7d3c2c 6s5d3s3h2s QdJd6d3d2h Jh7h4d3s3h 
7s5h5c3d2d Kh7s6s5s2s KdTh8c3s2s Jh6h5d3c2h 
Js8h6d2h2c Kc7c6h6c2c KsJsJdJc6c 5d5c4h4d4c 
8h7c3d3c2d Qs9d8h4c2c 9c5c4d3h2s Td8d6s3c2d 
Td9s4s3h2s Qc7c4d3d2d 9h6s4h3h3c Qd7d6d5s2d 
Jh8d7c4d2d Kh8d4s3d2s Qd8c5c4c3c Kc9c8s4c3c 
QsQd7c3h2c Js7d5s3c2h Qd9c6c4s2c KdTc8h3s2s 
Jh9h5h2h2d Jc9s7d3c2c TsTh4d3c2h KcQh8d4s2s 
Th7s3s3h2s Kh9d4s4d2s Ks8d5d3h3d AcTs7d3s2s 
Kd9h5c4s2c AdQs7d3d2d Ah9s9c4d2c TdTc4s3c2h 
Ah6c5d3d2s Qh8s8d3d3c KcTh5s3s2s 9s6s4s4c2h 
Qh8d7s4c3s Qs9s4h3d2c AdKh8h3h2h Ad8s5h2h2c 
KdJd7h2s2d Tc8s8d3d2d AhTs6d2s2c 7c4h4c3h2c 
Ah8d4c3d2c Qc7h6h6d2s Qc8h7c2s2d Kh8d6c4c2c 
Kh8h6d3c2h Ac6d5h3s2d KsKdKcJs8s Jc5s5c3h2d 
Kh7s5h4h2h KdQs7c4c2c Js8c4s4h3s 9d8h4d4c2s 
Jc9s6s4s2h Ks8d7c4h3d Qd7s6h4c2s Td7d7c3s2h 
Qc6d5d3h2s 8s7d6d3c2h As9h4c3h2c Qs9c4h3s2d 
9h7h5h2h2c QdJd8d3d2s Jh8h7d4h2h Ks9c7s2s2h 
KhTd5d2d2c QhJc7s3h2d QhJs8d3c2d QcTh3h3d2h 
Th5s3s2h2d QsTc7d3c2h Ks7s4h2d2c Qc8h7c4s2c 
8s6h6c3d2d Ah9c5s5c2c Js8c6h2d2c Jc7d3s3d2c 
KdJsTsThTc 7h6c4d3c2c Js8d6s2h2c Kc6c3s3h2d 
Jh5c3d2d2c Th4c3s3h2s Tc8s4s2s2h Td7d5s5d2h 
AdQh6c3s2c KdJd6d2h2c 9s8c6h3h2h Jd9h9d3d2d 
Ts9d4c3d2d Kc7d5c4c2c Ah9s4d3h2h Td7s5h2d2c 
7d4s3d2s2h Kc8h7c3d2s 9s9h7s3s2s 5h4h4d3s2c 
8c6h4s3h2h 7h4d3h3c2d Ah9h6c4h2h Ts8s5s2s2c 
9c4d3d3c2h 7d6d6c3d2s TsTc6d3d2d Tc6s5h2d2c 
Qd8s6h3h3c Ac9h9d9c5h Jd7c5d3s2h 8h7c4d2s2h 
Kc7s6s6d2h KdJh8s3c2h Qd6c4d3h2s Ts8s8h3s2s 
Ah8d5s5h5d Ad5h4c3s2c 9h5h5c4d2s KsKdKc5d4h 
QdTd7s7d2d Jd7h5s5c2h Qd7s7h5h2h KhTh4h2s2h 
KsKdKcTh4d Ah9c5c4c3c Ks8s8c2s2d Jd7h6d5d2d 
Qs8c6h4h2h 5s5h4h3c2d 8d6d5s3d2d Jc6h5c3d2c 
9h7d7c3s2d KcTd5d2s2d 8h8c6c3c2c Ks8c5c3h3c 
KsJc4h2h2d As9s4d2s2h Js7c6c3h3c KhTc3s3d2d 
Ah6c5c3d2c 6h5d3h2s2c Jh9s7d3s2c Ad9d4s3d2c 
Kd9d7c3s2d Td6s5d3h2c Td6c3d3c2d QsTc7h3c2d 
Js7h6s5s2s Qc9h8d3s2h KhKdKcQs6d AdTh7h3h2s 
Qh7d7c6c2s 9s5c4s4h3s AhQc7h3h2h Kc9c7h3s2c 
Td8h4c2s2h 7h7d6d3d2c Js8h4d3d3c Qh8d6c2s2d 
Kh5c4s4d2c ThTc6d3d2d Kh8h7s2h2c 9h8c6s3s2s 
Jc6s4s4d3s 9h7d6s3c2s KcTh7d3s2d Ts4h3s3d2h 
QcTd7c3s2c Th5h4h3d3c Th5c4s4d2h QhTs7h3h2d 
Td6c4s4c3c AdTc5h3s2h KcJh7d3s2h As9d9c4h2d 
Ts9s5s3s2h Th9d4s3s2s 8h7c6s3h2d Ks9s7d3s2h 
KdJs3s3h2s Th9h5h4h2h 9h4h4d3d2s Jd8d7d4s2d 
Ts7d5h3s2c 9s7s6c3h2s Th9d4d3c2d 9c6h6d3s2s 
Js7c4h3h3d Kd9s8c4s3h 6h5c3s3d2s Qh7s7d2s2d 
Th7s3s3h2h Qd9s8h4c2h KhQh8s3h3d 9d8c6s3c2c 
Jh8c6c4c2c 8d7c3s3c2s 8s4h3s3h2c Js5c3h2h2c 
Ah9d4c3s3d As6s3s2h2d Ks8c5h3d3c Jh9s4d2s2c 
9c7d6s3c2c Jc7c3h3d2h KsTc5h3h2h Jc9d7c2s2c 
8d5d4h3s2d AsTc5s5d5c Kc8d5h3s3h JsJhJdTs2h 
Ad8c5h2s2c Ks9h8c4d3d Ks8h7d4h3h Td7d5h5d2c 
Jd7h5c3s2d Ad5c4c3c2s Kc8s5c3d2c 9s9h4d3s2c 
Kc9s8h3c2c Jd7s4d3h3d Kh8d7d7c2d AdQc6h3s2h 
Kd5s4s3s3c Th7c4s4h2d QsQdQc9h8c 9h9c5c3c2c 
QhQdQc8c5d Js7h3s2h2d Jc7h5s3d2c Qd9s9c3h2s 
Ad7s5s3c2h Th4h4c2s2d QsTc3d3c2c Ts7s6h6c2s 
8h6s6c3s2d Qs9d8h4c2h QhTd3d3c2d 8h4s3d2s2h 
Qs9c6c3h2d Qh7c3h3c2s 7d4c3h2h2d Kh9d8s4c3s 
Jc5c3d2d2c Ts6s5d3h2s 8c7s6h3c2d As8h4h4d3c 
Qh9s4s3s3c KdJhJdJc5h Jh8s4s4d3c Qd9h4h3s3h 
AsTh5h3h2d 8s5d4c3h2s Qh8d6s2d2c AsTh4h3d2c 
7s6h4d3d2c QcTh3s3d2s AsTh7d3c2d Qh7h7d3d2h 
8s6h4c3s2d 7s7d4c3d2h As8h6h2d2c As8d4c3c2d 
QsJd7s3c2h KdQh6h3h2h Qd8d4h4c2s AcTd7s3s2s 
Th5c4d4c3s QsTd7s2s2c 7h6h4h2s2d 7c5d4d2h2d 
7d6d4h3d2c Ts8s4s4h2s 5h4c3d2s2c KsTd8s8h8d 
JdTs6d3d2d 8c7c3d2d2c Js5h4s2d2c 9d7h6h3h2c 
TsTd6c3h2c Jc8c5d3s2c Qs8d5s3h2s QhJd6s3s2s 
Jd7c3c2s2d Ac5h4s3d2s KhTc6c2d2c Kh8c7s3d2h 
Kc9c8h3c2s Ts6h4c3s2d Qs8c5s3h2s 9s5s5d4s2h 
AsTc3h3c2d Kd7s4d3h2c Qs7h5h4d2c Jd4h3h2h2d 
Ts9c6s3s2s Ad8c4s3s2c Jh9s4h4c2h KsKhKd8c6h 
Qd5d4d3d3c 9d8s5h3h2h Th9h4h4d2h Kc8c7c4h3c 
Ts8h6c3d2h Ks9h6c4d2c As6h5s5h5d Qh8h6s2h2c 
7d4s3s3d2d Ah9s7s4s2c Js9h4d3c2s QhJsJhJd3d 
Ks8h5c3d3c KcTh3h2s2d Ts7h5d2s2c Qh8h6c3s2d 
9c5c4s4c2h AhTs7c3d2d Ts8d5c3c2h Jd9h3d3c2s 
9c7c4c3s3c 8c5d4h3h2s 9s8h4d4c3c Qs4h4c2d2c 
AdTs6s2h2c KsJc8h3c2d Qs9h8c3d2h Ts7c5h3s2d 
Jc9c6c4c2s KhTd4d2s2c KhTh4c3h2h Jh9h4h4c2s 
Qh9c5s3d2c KsQs7s3c2d Kd8h7s3s2h Qc8c6s2h2c 
Tc7s5h5c2c KcJh3h2s2h Qc9c6s2d2c As7h5c3h2d 
8h6c4s3h2h Kd9h8s4s3s 9c7h5d3h2h 7c6h4s4d2h 
Jh8d7s4c2s KhKdKcQs9s Kc7d5d4s2d Jc4d4c2h2c 
TsTd5c3h2c Qc6c4d3s2h 8c4s3c2s2h 8s5s4d3c2s 
Qc5c4s4h2c 9d8c7d3h2s 7s5d5c3s2h Qs7c6c3d2d 
Kd9d6c2s2d KdQc3s2s2h Kc8h3c2h2c Kd8c5c3s3c 
Ks9s6c2s2h Th7c5s2h2d Js9d7c4h2d Th6c5c4c2c 
Qd7c6s6c2h 9c8d4s4h3h Tc8c4d2h2c Jc6h5d3h2s 
QcTd7c3h2c KcTs4h3d2d Qd5h5c4d2d Kh8s7c3d2h 
KsJs7h3s2c Ks5c4d3h2d AsTd7d3d2h 9d6c5c3c2c 
9h6h4d4c2s Qs9c4s4d2h Jc8c3s3c2s Th7d5c4d2d 
Qh6d4s3h2c Qd7s7h6s2c Qc4d3s2s2d Jd7h6h3c2c 
9d5s4s3h3c KcTd3d2s2h Kh9c7d7c2c 8d6h5d3d2d 
7d6d4d2s2h Ts6s5d3c2s KdTc6s2s2h Qs8d7h4d3c 
Ad7h6h4h2c Kd6c5h2s2c AdQc8s3h2h 9s6s6c4s2s 
7s7h6d3d2d Qd5c4c3s3h AcJh6s6d2h Kd8h7s3h2s 
Js4s3s3d2d Kc7h4c3s2d 8c5h4d3s2d Qs9c7h3d3c 
Jd5c4d2s2h Qh8d8c4d2s Qd6d6c3s2h Kh7h5h2s2d 
8d4h4d3c2c AsKh8d3d2d Jd6s4d4c3d As8c6c3d3c 
AdJd6d6c2d 9h5h4s3d2c Jh7d4s3s3c Tc9c3d3c2s 
KhTd7c3c2s 9c4s4c3s2h Td9c4h3c2c QhJc6d3d2d 
AcQsQhQc5c Js6d3s2d2c 9d6d4h3c2s 4h4d3c2s2h 
Qs9s4s4h3c Kh7d7c3d2c Kd8c5d3h2d Kd9s6c4h2h 
Qh9s9c4s2s 9c7c6c3h2d 8d4d3s3h2h 9h6c4h3s3h 
KsKhKc9s6d 9h5s4h4d3h Ah8d6c4d2d AhQh9h4h2h 
7d6c4h3d2d JdTh8h8d8c Kd9s8c4c3h 9h7h6s3d2h 
Ad7s6c4c2h Ts6s4s3h3d Qc9s8s4h2s 7c6c4c2h2d 
Ts5d3s3d2s Kh9d8c4d3s KhTs3d3c2d JdTs8s8d8c 
7h7c5s3s2s Kd4s4c2s2h Kc8h4d3h2d KsJc8h3d2c 
Qc7s5d2h2c 9c6d4c3s3c 8s4s4c3h2h Ac9s9d4h2s 
KcJc8c2s2h AsJd6h3d2c KcTh8h3h2h KhTh8h3h2c 
As8s7s3s2c Qs9s4h4d2c Qh6s4h4d2h Qc7c6c5s2c 
AdKc8h3h2h Jh6c5s5c2c 8h8c3s2h2d Ts8s7c3d2h 
Jc7s6c5c2c Kh9c6s6d2c Kh8d7s4c3d Ad8h6c4h2h 
9h8c4d4c2s KdTs4s3h2s Jd8h7s4c2s Jh8h5s3c2h 
Ac3s3d2s2h Qh9d8c3s2d Js7d3h3d2s Kd7h4c3s2d 
Qs7s5d3c2h 8h7d4d2s2d Qc9d6h4s2h Qc9h9d4h2h 
Ah9c8c3c2d KsKdKcQh6s Kc8s5h3s3d 9s9c3s2s2h 
Kh9s9h9d8s Js6c5s3s2d QcTc7s3c2h Jd8s7s3s3c 
8s6d4h3d2d Jh8h8d3c2s 8h4h4c3c2h KsQs8h3s3c 
Jc7d3s2d2c QsJd8h3c2c Ks8h7d3h2d Qs6c4s3d2h 
Js9c6c4d2c Kh9d8c4s3c As9d5c4c2h Jd8h5c3s2s 
Qs9d4c3h2s Js4d4c2h2d 8s8d3c2s2h KhTc8s3c2c 
QcJh8s3h2h Ad6c5c3s2c Th8d7h3s2c 8h6h5c3h2h 
Th8s4s4d2s Qc9d5c4c2c JhTh7s3h2h Qs9h4d3s2c 
9h5s5d4c2s 9h5s5c4d2c Ah7h6h2h2d Tc9h5c3c2c 
KsTd3h2d2c Qc6d5s5h2s 7c6d4h3d2d Js5c4s3s3d 
Qd8h7c4s3c QdJhJdJc3h 8s4d4c3c2s 9c7s5d3s2s 
7d6s6h3c2d Jh9d4s4h2h Ac8s6s3s3h Jh7c3s3h2s 
Ad6s5s3h2c Ks5s4s3s2c Ks5h4d3c2h Ad8s6h2s2c 
Jc8c5c3h2s 9d6d4d3s3c 9h7c6s3c2d Ts8h6c3c2d 
9c8s7d3h2d Td6d5s5h2d 8c4h3s2h2c Td9d3s2d2c 
QcJd7h4s2h Tc8d4h4d2d JdTd6d2h2d Jh9h4s4h2d 
Jc6d5h3d2s 8c7c3d3c2d Kh5c4d4c2c 7c5d5c3c2s 
Jh8s5c3d2d Ks8s7h2s2d Ks6h6d2h2c Td7c3h2h2c 
8c6s4d3h2s KcJcTsThTc Th7d6c4d2d Qs9c7c3d3c 
Ac9d8s3d2d KdTc4c3c2h Ad9s9d9c5s 7s6s4c3d2s 
Ks7s6s4h2s AsTc3h2d2c 8h5h4c3h2s 8d5c4d3s2h 
Jd5d5c3h2s 8h8c4d3s2h Qc7s7h5h2h Th9h3c2h2d 
9s9d7c3h2h KcQs7d4h2h Ks4s3c2h2d KsQd7c4h2h 
Jc9d7s4d2d Kd7s7c3s2c KhQhJh7h2h QcJc7c4c2s 
Td6d3s2s2d KsJs7c3s2d 7d5c4h3c2c Ts8h6s3s2c 
Jd8d5h3d2c Td9h3h3c2s Qh8s6c3d2h 8d7c4s4c2c 
KdQc6s3s2s AsTs3s2s2d 8s7h4d2s2c 8h7s5d3h2h 
Qs7d5h4h2c Qd9c7c5c2c Td6h5h4h2h Ad9c3s3c2s 
Jh7c4c3h2h Ah9d5s4d2c 9c8d4h4c2s Qh9h4h4d3c 
8h6s4d3h2c 9s8c7h3s2d 8c6h4h3h2d Jh8c7c3d3c 
Qc9h5s5h2h KsTc6h2h2d AcTh5d3h2h QcJs7d3c2h 
KdQd8d3s2h Kd8c7s7c2c Th9c4c2d2c Kd9s4h2s2h 
Tc8c6s3h2c As9d4c3h3d Kh9c8d4c3s QsQh7c3d2c 
9h8c4s4d3h Ac8h3s3h2s Jc9s7h4d2s KsTs4s3s2h 
Qc9c8c4c2d Jc7d6c5c2c Ts9d4s3s2c Qh8d7s3s2d 
Qh9c6c4s2c AcTh4d3s2h AdTh5h5d5c Kc6h5s2s2d 
Qh6d5d3s2c TdTc7s3d2d Ah7d3s3h2h Ac8d3s3d2s 
Tc5d3s3d2s Kh9h7c3h2d Ah8d5d2s2c JcTc7s3c2c 
Jh4d4c2s2c Qh6s6d5c2c Jc6c4h4c3d Qd6h4d4c2d 
KsKhKd5s4c 7d7c5h3h2h KhQc8s3d3c 5h5d4d3s2c 
KdJc7c4c2c KcTh5d2s2d 7c6s6c3c2h Th8h4h3h3d 
9d5h5c4s2h 8s4s3d2h2d Qs9s4h3s3d Kh9c7s7c2c 
7h4s3h3d2s Qs7h3s3h2d 8d6h6c3s2s As8s5c3s2s 
Th9d3h2s2c 7d5h5c3d2s Jc5s3d2s2d 9d8c7h3c2s 
Qs7s6h6c2s QcTs6d3d2d 8d7h4s4h2h Js9s6s3h2d 
Kc8d7s4s3s AdTs5c3h2c QdTd7c2h2d Td7d7c5d2d 
Qs5s4d3h2s 7h5h4s4c2h Td8c4s2h2c Ah8d3d3c2c 
8d5d4c3s2d QsJh7d3s2c 9s5d4s4h3s Kd8c5d3s2d 
Kc9s4d2s2d 8c4d3d3c2h AhJs3s2s2d QsTs7h2s2c 
QhJhJdJc3d 8s8d4h3d2c 7h6d4s3c2d Kc9h8s3h3d 
QhJd7c3h2s Qc8h7s4d3h As7h6c4h2d Js7c3c2s2h 
7c6c4h3d2c Js9d6c4d2d AhTd7s3c2c 8c6h6d3h2s 
Kc9s8s4d2h Qc8h7s4h3d 7s5s5d3s2s Ks9c6d4h2h 
7h7c6h3h2d Jd6d5h3c2d Qd7d5d5c2s Kh4d4c2s2c 
Kc9h5s4h2h Ts8c6s3s2d Kh9s4h3d2c Th5c3h3c2h 
AcKh8d3d2d Ks6h5d3c2h KhQs8d3c2s KdTh8h3s2h 
9d7d5d2h2d Qd5s5h4d2d 9d5d5c4h2s Jc6h4d4c2s 
Qd6d4s4h3d Jh6d3h2s2d 9d7c6h3s2c 7s7d4h3c2c 
KsKdKcTh7h Qd5d4d3s2c Qs9d7h7c2h 9h5d4c3s3c 
Tc7s3d2s2d KsKhKdQc8s 7d6d4s3h2d Th9d4s3h2h 
QsJh7s3d2c Td8s8h3c2c Th9h8h3h2h Ad9h4s3h3c 
Ah8s6d4s2s Qd8c6s2h2c Th9s9h9d8d Js7d6d3h3d 
Jh8h4d3s3h Qd9s6s4c2s As7h6d4d2c 8h7s4s2s2d 
Qc9h5s3h2h 7s7h6h3h2d Jd9h7d2s2d Js6s4s4h3d 
Kh8d6d4s2d KcTs8s3s2s 5h3h3d2s2c QsQhQc9h5s 
Jc9h4d2s2h AcTd4c3c2c Qh7s5s4d2c Jh5c4s2h2d 
Jd6s6d5d2d Jh6s4h3d3c 8s7d4h4d2d Qs9d8d4c2d 
Kh8h8d2s2h KdTd6d2d2c 8h6h5h3h2c Ad9c8h3h2h 
Kc8d6h4s2s AcTs6h3d2s Jh8c6d4d2d AcTsThTc9c 
KsQh7s3s2d 7d6s4d3h2d 9s6s6d4s2s KcTd7s3s2h 
KhQd6d3d2d AsJd8c3c2c Tc4d3h3c2d Th9d4d3s2d 
8d4c3d3c2h Ah9s8s3s2d Js7s7d3s2d Qc9s5d3s2h 
Jd9c3s3d2h KcQs8c3d2c 9d8h4s4c2d 9s6s4d4c2h 
AdQh9c3c2c Th9h4h3c2h 8h8c3s3c2c Ks8h6d4d2d 
9h6h4h3s3d 7d5d4d4c2d TsTc5h3c2c KhJd8s3d2c 
AsJd6h6c2d Kh8d6c4s2c KsJd7d4d2d Qs9c7c3h3d 
Qs8h6h4h2h Td5d3s2s2h Qh6s4c2h2d 9s8d7h3c2d 
Ts7h7c4c2c 9h7s7c3h2d Qc9h8h4s3h 9d6d4s4d3d 
Jc7d3d2s2c 9d8s4h4c2d Th4d3c2h2c Jh6c4s4h3h 
Jc7s3d2s2c Th4c3h3c2d Qh8d7s4h2h Kd7c5h5c2s 
QhTh7d2h2c Qd7s6s3s3h QhQdQcJc9s 9h5d4c3s3d 
6c5c3s3h2d Qc8h5d3c2c JsTh8s8h8c Th9s4d3h2h 
7c5c4s4d2c Qd8h7d4s2d Jd7s7h6s2c Ts9c3s2s2h 
KhQh9h3h2s KhKdKc9c6s KhQd7c3s3c Kd5h4s4h2h 
Ac6h6c3c2c Ad9d4d3c2h Qh6s5d5c2d 9h8h4h3d3c 
KcJc3s3c2c 8h4c3d3c2d KhTd8s3s2s Qh6s3h2s2h 
As5h4d3c2c Qh9s5c3d2s QcTh3s3d2d Qs9h4s4c2d 
9d9c4d3s2h 8c6s6h3d2h Ad5s4c2s2h AhJs6s4s2s 
Ks6h3c2h2c Qh6d6c5s2s Th7h7c6h2h KsQc7h3c2d 
Qd8d5d2s2c 9c8s4d4c3c Jh8s7s3s3c 8c6s4d3c2h 
Ah9d8d4d2c 9d7d4d3d3c Qd8c5c2s2h 8d8c3h3c2c 
Ts8d6d3h2c Qs9c8c3h2d Kh8d7s7d2d 9h8s4h4c2d 
Jd6s6c4s3s AsTc7c3h2c 9d7s6h3d2d KdTd7d3h2d 
7h4d3h2h2d Th7h6s6c2h 9d8s6c3s2s KsKhKdQs5c 
8c4d4c3h2h Qs8h6c3d3c 6d5s3h3c2c KhQs7h3h2d 
Ks9c8d4c3h Ad3s3h2h2c 8s7c4h2s2d Qc8c7s7c3c 
7h7d6s3s2s Qh9s4s3s3d Qs4d3c2d2c KsTd8h3c2c 
Ah5s5c3d2c Th6s4d2h2c Td4h3c2h2d AsTd5c3c2h 
8c4d3s3c2s Kh5c4c3d2s Qh8s7s4c2d Tc7s7c5c2c 
AhTs7s3c2s 6d5s3h3c2h Qd8s5s2h2c Qh4c3s2s2c 
Ad9h5h4h3h Jc9c6d3s2c 7h7c5d3d2d Qd8h4d3s3c 
Ks4s4c3s2d Kd9h8c4h3s 6h5h5c3h2h Ts7s6h6d2s 
Qs9h4d4c3d 7s5h4h2h2d Jh7s5d2h2c AdTd6d4d2d 
Qs7s6d5s2s Jh9c7s3c2d 8s8h3d2s2c Qs4s3s3h2h 
Ts8d5c3d2h Js8s5s3d2h Jh8s5s2d2c Ks9s7d3h2s 
Ad9c8s3c2c AcTh5h3h2d 9s7c6d3c2h Kc6h5d2s2h 
Td5d5c4h2s QcJh7s3c2d Ks5s4s3s2h 9d7s6c3h2h 
