KhQc9h7h4d 
QcJdJc6c2h Ks4s4h3d3c QsTh6c4s3s Ts9d7d5d3h 
TsTd9c8s2s KsQh8s7c4s JsJd7h4s3c Qd7c5s4s3c 
AhJdTd5d2d Qs7s6d5h5c Ad6d3s2s2c KcJc6d4s4h 
AcJc5c3s3d AhJd6s5d2s Qd5h4s4h3d QsJs5c4d2h 
KhQdJs5c2c QcTc7c6c4c AcQh7d5s3s Ks8h7c6c4d 
Ac9s9h5s2h 8h7c6h4c2h Tc8d5s5d3c Jc7h6h6c3c 
QsQd9c5c2h Jh6d5s4s4d 9d8s8h7h4c KcJd6d4s2s 
KcQsTsTdTc Ad9h4h3d2c Th9d6s4s2h KdJhJc8s3c 
AhKh9h9c4h Qs8h5h5c2s AsJs5s3d3c Ac7c5s2h2d 
8s8h6d6c3d Ac8d6c5s2c AdQd9d6s3d 8d7c6c2s2d 
Ah8c6h3s3d QdJd7s4h2s AcTs9h5d3d AcKc4h4d2c 
Jc8h8d6s4c Kd9d8c3h2c KcQh6c4d3c As9s5s4h2h 
KsTc8h6s3s JdTs7c6h3h Jh7h5s3s3c AsQc4h3h2c 
QcTs9d6s2s KdJd9s8d3c QcJs9d5s2h Kc5h5c3h2s 
9h8c5d4d3h Ts9s9d6c2h QdTc3h3c2d KsQsTs7h2c 
QdTh6h4c3s KdTc9c8c2h Js9c6d4d3c KcJh8d7s3c 
Qc7c6h5d3s 9c6s6c4d3d 8s8h6h5d3h Jd8h7c4c3d 
AcQd9s5h3s QcJh9c4c3s Tc9d8c6c3s JsTc5d3s3h 
JdTh6h4s4c QcTh9h4h3s 6s6h5c3c2h Jc9s7h5s5d 
Tc9h7c4s2h Ts9h6h5c3d 9d8d7c3h3c QhJc6h2s2c 
JhTh9c6h2d Kc9s9h7d5d JsJc7d4s3h Js9s8c7s4h 
Js7s5c3h3c Js9h7c5h5d As9s6s6h4d QcTd8d7h2s 
9c8d7h5s5c AdKsTs4s2s QsQh8s2d2c QhTc8d5s2h 
AhQs7h5c2h AhTsTd6d3c AsKh7c4c3d Td9s7h2s2d 
Jc9s9h5c3c JhJd7c4d3s Kh7c4s3s3h KsQh6c4s3s 
8s8h6d5s3s Qs8c5d5c2s 9d8h7s5d5c Qh8s7d6d6c 
Jh8d8c2h2d 9d8c7h6c4c JcTc9c4h3c QcJh9c7s4c 
KhQc8d4d3c QdTh7h4d2d 9d8h7h7d2h QhTd8h4s4h 
Qc7s5d3s3c KsQh8d6s2c QhJd8s7d4d JdTh9d5s2d 
KdQd8s6h2c Qh5d5c4h3d KhQc7d5c3c JdTc8h7d3d 
Tc8c7h7d4s 9h8d5s5h2s KhJh9s9h4c QdTh4h4d2d 
QcTs9c7c4c Qs8c5d3s3c JdJc9s2s2h QhJsJd7h3h 
KhQhTh7c3h KhJc8d7c4c 8c7h6h3h3c AcKc6c5c2d 
Ah9d8c3d3c Kc9s8h6c4c Tc7d7c5d2s KhQc9s2s2c 
AcQh8h5d3h 6s5c4s3h2h Tc9h5d4c2d Js8d5h5d3h 
AdKdJh6d2d QsTc8c7d2h As8h5s4s3c JhJc9d5s2d 
Qd8s6s6h3h QsJh8s5s5d Qc9s5h5c2s Ad9d8s3h2c 
QcTc6c5c3h QsTs8d7h2s Js8d6s4h3h Jc9h7s3s3h 
JcTc9c6s2h Ks6c5h4d2s Js9d7h6c4c Qd8h6s5c4s 
KcTd9d6d4d Th9s6s3d2h KdJsJc8h3s Jh8h7d4s3s 
AsJd9c8c2c 8c7d7c4s4c AsJs9s6s6d Qh9h7s6h4d 
Ac9h8c6c2s KcQdTh8s2h KdQdTd7h2c TsTd6d5d3h 
KcTs9d8h2d QcJh7d6c2d Qs9h8c6c4d KhTsTc5c3c 
JdTs9h3h3c Ah9s6h6c2d Qc9s8h6h4d AcThTc3d2c 
QhQc7s6d3s AhQs8d3c2h AsJh6h5d5c Tc9h8h6h3d 
KcJsJc3c2h QdTh6c4d3d Ah7s5c3h2d Ah9s7h3h3c 
JhTh9h4c3h Qh8s8h6h4c QdJh8s7h4h Ah9h9c3h3d 
Js8s7h7d2h 7h5h5c4s4h KdQc9d7d4h 7h7c6s4c2s 
9h8c6d4c3d KsJhJd5d2d AcKh4c3c2s Kc9s9h7s2h 
KhQd8s4s3d QsJd9h6h3h Th8d7h4s2d 8c7d7c4h2h 
JsTdTc5h2h 8s7c5d5c4h KcTh6d4c3c KsTh9d3s2c 
Qs9s8d5h3c Th9s9c5d4d QdQcTs3h2h Ad9d9c3s3d 
Ah7d6d6c5s KsTs8s6h3d Qh9c7d7c5s Ah9d8c3s2h 
JsTd3c2s2c QcJc6d3d2s KhQhJc9h2h Tc6s6h4s3c 
Jh9c7d5s3c KdTd3s3h2h 8h8d6s6c3c KhQcJd5s2s 
KhTc6s4h3h QdJs9h6c3c Qd8c7h4h3d Td9d7d5c3s 
QsTd4h3h2s Kh7h7c6h4s JhJc5d3d2c Ts7c5h3s3h 
9h8c6s4c3s QsTs9s4c2h JsTs9h6s2d 8d7s6h4s2d 
Js9s8d7c3h Jd9d7h5s5d 9d8s8h5c4h KdQc7d6h3d 
Qd5s5h4d3s Kd9c7d4c2h Ad9d7d5h5d Td9d7c4s2s 
Jd8h6c4d3h AhTd7s4d3c KcJd7s5h2c QdTd8c4h2s 
AdTs9c3d2d JsTs9c6s2d Qh8s6s4s2h Kd9h6d4c2h 
JsTs6c4d3s QsJd9c6h3h AdQh7h4s2s Ad9d6h3s3c 
QsJd9s4s3h QsTdTc8h3h KhQs7s5s3c AcTh9c7c2c 
Js9c8s5h3d Js8h8c4s3h KdQc8d7h4d Qh8h7s5h4c 
AcQd9s9h2d Qs8s7h6c2h KsTd8d4c2c Jc9h7s5h5d 
AdJd4s4c2h KcQh8d4d3h Jd6s5c4s4c JhJc9s7s3s 
JsTc5s4h2d Ts8s7c4s3c AhJs6d6c5s Kc9h9d5c3s 
QcTd6s2s2c 8h7d6c4s4c JsThTc4s2s KhJc8c6d6c 
AsQh9d6d4c Js9h8c5h5d JsJc8h5d2c AsTd9d6d3h 
JhTd9h6h2s Ts8s7d4s3d KsQc8s7d4s AcKd7s4s3h 
KcQh9d4h2d KsJc5s4s3d Kh9s7h7c3d Kh9s8h6c4h 
Jd9c7d5h3d QhJc9d5c2s KcQs9h4s2h AcTh9h6s3h 
KdQc9s9c5c Jd9h7s3s3h KdQd8c6d4d KcJd9h5h4h 
AsQs9s7h3s Tc9c7h4h2s KdQdTd3h2c Jc8d5s3d3c 
Kd5s4s4d2s 9s6s5d3h2d Th9d8s5c4d JsJd7c4s3h 
9d9c8c3d2h Ah8d6c5s4c KcJs9h5h3d AdJh7d3s3d 
JhTd5c3s3h Tc8s7d2s2c QhJd9c6s3s Qc7c6s5d3h 
Jc7h6h6d3d Ks9c7h4h2s Js8s5c4s2c AcQd9d7d3s 
QcJh7s6c2s Kc8s7d6c3h QcTs7d5c3c KhJd9c5c4c 
QhJs9h4h3c AhTh4c3c2h Tc8h5h5c2d AcJcTc6d2c 
As9h8c3h3c 9c6c5h4d2h TsTh3s3c2h Kd8h7s7h6h 
AhQs6s6c2c Jc9s6c5d3h 9d8s6s6c5s Js9s8d7s4c 
QhJs9c6d3c Td8c6d5d4d Jh8h6s4c3s Tc9c8d7h2s 
KdQhJc3s2c 7s5d4s3d3c Ts8d6s4s2d QsJd9s7h4s 
KcJc8s4s2c Js9d7h6h4c Kc9h7c4h3c AhQsTs6d2s 
Kd9h7c4h2d KdQs9h6c3h Kc8d6s2s2c QdTh9c4s3s 
Jc8h6h4s2c Ks9s8h7d3c KcJsJd3h2s Qs9h7c5s2c 
AsTs9s4s3h Qd7h5h3d3c JhTh9h9d3h KhTd6c4h3h 
As6s3h2h2d Jh9s8h4c2c Jc9s8c4d2d QdJs7s7c2d 
KhQdTc4s4c JhTh6s5d2c QsTh6h3h2s Qh8s6d5d2s 
KcQd9c5s2h Qs9s7d5h3c AsJd6s4s3c ThTd9d8d2s 
QdTs6c4d3d KdJhTc5s2s 8s7h6s5s3c Jd8h6c4h4c 
Ks9h8c5s3d KdJcTc3h2c Js9h9c7c4d Jd9h9c5h4h 
QcJs9s8h4s Jh7s7h6d5h KsTc7c3c2s KdQc9s7h3c 
8h7d6s6h4h QsJc5h5d3s AdTh8s8c3c Kc9h7d7c3s 
Qd9s8d8c5d Qh9d8d4h3d ThTd7c5d2c Tc6h5c4c3h 
KcJsTs3h2s AsJh9s2s2d Td9s6h4h2d AhJh3s2s2h 
8d7h5h5d2s Kd8d5s4d3s QdJd5s3s2d Kc9d8h3h3c 
Kh9d8c5h2s AhJd6c5c4s Ac8s8h5h4h Td9s8c7d4d 
Td9d7s4h2s QcJdTs6d2d AdTd6d6c4d QsJs6d3d2c 
Qc8s8d6s3d AhTh8c5h3h JsTc8d4s3s KdQc7h6c3c 
QcTc5d4c3h Td9c8d5s4d 9s8h7d4s3h JcTc6d5s2h 
Ks9s9h4c2h KsTsTh5c2s Ts9d9c7h3h AcJh9s5d3d 
QcTc9c4d2s Jc9d7s5h3d KhTs6c5d5c Qh9h8s4s4c 
JhJd8s8c3s Qc5s5d2d2c Js8s7h4d3d QsJs7c5s3h 
AhQcTc6s2c Jc8d7h6c2d Qc8d6c4d2d KhJh9c8d2h 
9s8c6s5s3h AhKhTh3h2c AdJs8c5s2h Kd9d5h3h2c 
AdTh7s4h3c 8c7d5d5c2h AdTh9h6s3h Ah9c7h3s3h 
QcTc8d5h3c AhKc6s6h2h Qs9d8s5h4s KcQcTc7d2h 
Kd9h7s4h2d Kd8d8c7c2d Td9d7d5s3c QdTc8c7s2h 
KsQc6d5h2c Th9d6c4c2h QhJc7h7c2s KdQdJc7s2h 
JdTs6s5c3s Qc8h6d5d2h Qh8c7h6d2d AsKc9h8h3h 
Jd9h7d5s3d AdJs6h6c5c Jh9c8c6s4d Kc8d6s5h2c 
Kc8d7s5h3c QsJc9h9d3c KhQdThTdTc Ah8h4s3d2d 
KhQhJc6h2s KcJdTs5h2h QhJs8h5h5d KsKdKcJd4c 
JhJdTc7s2c Qh9s9c7c2s 8d7h6h2s2d 7s6c4s4h3c 
KhKd7s4s2c Ac9c8c3d2d Jc9s6c4s3s 8s7c5h5c4d 
Qh8s6s6d3d 8s7h5s5h2c JsJc7d6h3s 8s8h6h6d2h 
AcJc9c5c4c Qd9c5s5d2c ThTc7s5h3d 9d8h7s5h5c 
AhTh5d5c3h Jh7c6s5h2s AsQc9c4h2h 6s6h5d3d2h 
QhTd8c6c3c KsTc7c4d2d 9d8c6d4c3c Ks7s6c5s5h 
Ac9s8c6d2c Jh9d6h5c3s Th9h8s7d2c AhKh8c3s3h 
AhKdJc4s2s Qh7s7d5h5c KcJcTc4c2s QdTc7h7c4c 
QsJh7s7h2d QsTh6h4c3d JsTh8d4c3c Jc8d7h4h3c 
Js9h7d4h3d Qh8h7d7c6h Qs5h5d4s3h KdQcTh7s2c 
KsQh8c4c3h 9d8c5s5c2s AsKd8h5c3h QcJh8c5s5c 
8s6h6c4s4d Qs9h7h3s3c AsTd9c3s2s 6d6c4c2s2d 
ThTc9d5s3s AcJd6s6h5d AcKs6d6c2c AdKdTd6d3d 
9c7c6c5s4c AcKh8d4h2s KhQd6h4h3c 8s8h6h6c2h 
Qc9s5d5c2s JdTs8d4d3c 8s8c7s4h4d KdTc8c4s2s 
Ah8c6d5s4d Jh9c7d6d4s Js8s7d7c5s Ah8s8d7c4d 
Kd6c4h3d2h KdQc6d4s3d AdKh4s3d2d As9c8d3d3c 
KdTh9h6h3h Ad7h5s3d2c Kc8s6h5d2c AhTh8h5d3h 
8h8c6s5s2d Th6d5c4d3c AcTsTc3d2c Ac8s8d6d5d 
AdKh7s7d2d As7d7c6c5c 9c8s7d5h5c QhJd9s5d2c 
Ks9d9c5s3h Jd9c8d6h4d Tc9h8s7d2c Th8s5s5h2d 
KcTc6s2s2h AdQc8s8d2d Jd9d6s3s3c QsJhJc8s2s 
KsJc7c2s2d KhJd6d4s2s 9s8c7d5c3h JsTh8c5c3c 
Ks7s4h4d3d KhTh9c5h3h Ks9d8h6s4s Jh9s9c4s2c 
Kc9h8h3d2c 9s9c6c4h4c Ks5h4h2s2c QdJd6d5d3h 
Kd7d6h5d5c Kd9c8d4c2h Td8h6s6h2s Js9s8s8c5s 
Jc9s8d5h4d Jh9s8s8d5s QhJd9h6h4h AsJd5h4s2s 
Kc5s4c2s2h QdTd4h3h2c Tc9d8s7h2c Qc9s6h6d5d 
QdJd6d5d3s 8d6h5s3s2h Qs9c6h4c2s AhQs6s4d4c 
QcJcTc7d2s Kd7s7c5h3d Th8d7c3h3c TdTc9c8c2s 
JdJc8s8h3s Kh8d7c6s6c KsQc7d6c3c KsKhKcJh4s 
9h6c5h4d2d Jd9h6c5s4s KsQhJc7d3c Kd9s6d4c2s 
Jd7c6h4h4c 9c8h7s5h5d Ah9c8d3d3c Ac5c4s2s2c 
Kd9h7s4s2d AdKcJs7h2h KhTs8h5h4h Ks7s7c6s4d 
JdTd6s4h3d AhJc9s8s2s JsTs9h4s2d KdTh8c6d3d 
TsTh4h4d2d Jh8s7d4d3h JsJd8s5c3s AdTd4h3h2d 
JhTs9h4d2h QhJd6c5h2s Jc9s7h5s4s Kh9s7c4c2h 
KcTc6d2s2d KdKc7h2s2h KhQs5h3d2c Th9s5d4h2d 
Qd7c5h4h3c AsQh9d5d5c Tc8d5h4d3h 9d8s8c7s4h 
QdQc9s4s3h Jd8d7s6h4d 8h8d7s7h2h 7c5h4c3h3d 
Ad4d4c3s3d As8h6c5d4c Qc7d5d3s3c 9c8h8d5s4d 
Kc9h5s3c2h QcTc8h7s2c AcQc8c6c4c Kh9h8d7c3s 
AcTc6s6h2d Kd8h6c2d2c KdQcJh5s2s 7s7c6s6d2h 
JcTc6d5h2s Qc7c6s5h5d KdJc9h5h4h AsTs8s5h3s 
JhTd8h4h3c Kh8s6s5c4d AhJc7d7c2d Jh9d8c5s5d 
AcQs9s5h2d QcJh7s5h3d 7h7c5d4c3c TdTc4s4c2s 
Th9h6d5h4c KdTc9h8s2h AcQc7s7h2d AdKd6d5d2c 
QdJc9s5c2h AdQh9s7h3h QhTc5h4h3s Tc6h5h4c2s 
KdTd8s4c3h 6d5s4d3h2h Tc9h6h5s3d AhKd9s8c2s 
9c6s6c4c3s KsTd9h3s2c Jd9h8h6s4c Kd7s7h5d3c 
AsQh7c5d3d Qd9d7c6d4h Qs7c6h4h4c Th8h6d4h2d 
Kh8s7c6s4s Tc9d8s5h4d AsTd9d6d3c Jd8s7c4c3d 
Jc8h8d7c4s Js8h8c7s4d AcJsTh3h2h Jd9c7c5c4h 
AcTc8c5s3c Kd9s6d4h2s Qd8h6s5s2h QhTc9c8c4c 
Ts8h7s7d4c 9s9h8s3h2c Jc8d8c7c5c Th9h9d2h2c 
JcTd5d4h2s Js9d5c4c2s AsQc9c5h2d Ks9c8s2h2c 
QhJc9s9c4d Ks9s8h3c2h AhQs8d6s3c Qh9c7s7c5d 
KsQcJd2h2d 8s7h5h5c4d 7h6d5c4s4d Th6s6d4d3s 
9d9c8d4c2c AsQd7h4h2d Jc8h5h4h2c KhJs9h8c2h 
Ks9d8s2d2c Jh7d6h5s2d Qd8c7s6h4c 9h7d6d6c5d 
9h8d6s5s5c KdTh7h4s2s Qh8d6d5s4d KsJc8c5c4c 
Td9d8s7c2h QsTs8h4d2c TsTc7h7d3h Ts8d7h7c5d 
JhTc7d4c3c Jd9h8c7h4s 8d8c6h5h3s JsJd8s7h2c 
9h8c6h5h3d KdQdTd7s3d JhJd5s3d2s QhTs9c6s2s 
Jc6s5h4s4h JdTh8d6s3d AdQsTs6h2s JdTd6d5s5h 
AsQd5c3h3d KdQsJh8c2h Th7d6h6c4s AcTh9d4s4h 
QsTc8s8h3d Jh4s4d3s3h Js8c6c4c3s JcTd7h4s3h 
AhQh9h6c3h Jc9h8h4h3c AcQh8d8c2c Qs9c6d4c2s 
Tc8s6s6h2h Js7h6s5d3c Qc9d7h7d6d Th9d8c7h4h 
Js7c6d6c3d Qs8s7d6h2d Td9h8c7d4d Th9d7c5h3h 
9s8h7c4h3s AhQsTd4c2c KsQcTsThTc JsJh7c4s3d 
9d8h6h5s3c Ts8s7s5d2d QsJh9d8s3s Td6c5h5d3c 
QsQc7h6d3h JhJc8c7s2d Ad9d8s3c2h As5d5c4h2s 
QhTh9h8s2h AcJhTh5h2h AsJh9h9d3h JhTh9h6c2d 
9d7s7d5d3h As8d7d6c4d AhQs4d3d2s Kd9s5s4c3c 
AhQc8d6c3s KcJs7h5d2c Jh7s6h5c3d JdJc8d5s3d 
TsTc4d2s2d KdTd7s7d4d KhTc9c6c4c AcQsTs6d2s 
Kh5s4h3c2c KdQc9s6c3c Ks9c8s2d2c Th8d8c7s4c 
KdQc6s3s2c Ah9h5h4c2c Th9c8d5s4c 6c5d4d3s2c 
Ts9c8s6s3d KhQcTd8s2d Td9d7s5d2s Qs8d6s6d2d 
KhTh9s5h3h JhTh7d3d2c JhJd8h5c3h AsTd7h4d3c 
Kd7d4h4c3c Jh6h6d3s3d Js7c6h5s2h KsKhKcTs4c 
Qd9d7h4s4h KhJd7d5d3c Ts9h8s5d4s QdTh9h4h3s 
Jd9d8s8d5d Qs7d5d4c3c AcQc9c6d3c Ks7s5h5d2h 
Jc8c7d6s4c KdQd6c4d3s Kh9c7d4d2h Jd9h6d5s3c 
ThTc3s3h2c KdQs7d6h3d KhQhTh3c2d 9h7h7c6s2s 
KsTh8s5s4s KsQs8s6s6h QhJd7c5d3s JsTc8h4d3d 
Td8h7d5h2d QcTc9c4s2d 7s5c4s3d3c AcQc6d3h2s 
Jc7c5h3s3h Tc9s8c6c3h KcJs6s4d2d Ad8s7c6c2s 
AdJs9h8h2h Td9c6s5s3h JhTd8h6s3h As9d8h5d5c 
Ac9h4h3c2d QsJh9c7c4d Qc7h5h3s3c Ad9h9d3s3d 
QcTs8h8c3d 9d6d6c4h3h AcQc9c8c2h Kh7h4s4d3d 
QhJc9s6s3s AsQc9h5h4h KhTh9s3d3c Tc7h6s6c4d 
Tc9d6h5h3s 9c8h7d5s5h KsTh9d6h2c Ac5s4h4d2c 
6s6c4s2h2c JhTd9h6h2c 9s9c6s4s4h KdQs9c2s2c 
KsJsJd3s2h KcTd9d8d2s QcJd8s7d4d Kc9d5d4s3s 
Jc8d6h6c2h Jh9c8s8c5c KdQs9h7c3s Ac9h8s5h5d 
QhTd9c4s3s QsTh6c4d3h QdTh8s3s3h Th8s6c5c4c 
Jd9h8s6h4c Td9d6c5d4h 9c7s7d5h4c 8d7s7d4h2h 
Qc9c7d4h4d 9c6d6c4s3s AsJs3s3c2c Qc8s6c4s3c 
7h6d4s4h3d Kh4h4d3s3c 8s7c6s4c2c 8s8c6h6d2c 
QdQc8c2s2h Tc9h7h5h3d QcJd9s8c3c QdTd9d7d3c 
Tc9c6h5c4d TsTh4s4c2c Jc9c8h7s3d JcTc9s7c2d 
Th8s5c4h2c 9s8s7s7h3h 9c8s8d5d4d 6h6d5s3s2h 
Jc9h7h5h4d Jc8c6s4s3d Kd8s8d5d5c As9s7s5s3c 
JdTs5d4c2h KsJs9s9h4c 9h8d5s5d2s Qc9d6c3d3c 
Jc8s8h7c4d Jh9c7c6h2c JdTc8s7d3d Jd8c6s4d3c 
Jh8d5c3h3d AsKhJs3s2s Js9d7c5h3d Qh9h8s5c3d 
Kh9s9d7c5c KdQdJc6d2s Kc5h4h2d2c Kd7s5h5c4d 
Tc9s8d6d3h Ad9h9d3d3c KsJc6c4d2d Jd9d6h3s3h 
AdTc9c5c3s JhTc5h4s2d 8c7d5d3d3c 8d8c7s7d2d 
JhTd5s3h3c Jc9c7s6c4d Ks8d7c6h6c KcQd8s6c2h 
AhQc9s5d3s Qh9h6d5h3c Jh8d6s6d2h Td8h7s7d4c 
Ks6s5d2d2c KsQsJh9s2s Th8c5s4c3s AcQhTh6d2h 
KdQcJs6s2h JsTh9c4s2s AcQsTd4d2d KcJdJc8s2c 
KsQs8c5h3d AsKh8s4d2s QcJd6d3d2c KcTs9s7h2d 
As9d8h3c2s AcKd5d2s2h AhQs7h5d2h 8h7c6c2s2h 
KcJc9c4d3s KsQhTsThTc 8d7h6s4s4c KcQd8h4h4d 
QdJhJd6d2s As6h6d5d2h 9d8h6c5c3s JdTsTh3c2s 
KsJc8h7d3s KdQsTc6h2c AcQd9s5s5h QsQh7d6c2s 
Ah7d7c5c2d Qd8d8c7c2c AhJhTh6d2h AcKsQh7h2h 
KsTd5s4h3s KcJsJd8h3d AhKc6h6d2h JdTsTc3h2c 
JdTs9c3h3c Jc6h6c3h3d KcJc8d7c4c KhQh9d4s3c 
Kd6c4s4d2s KcQhJs8d2s KcTc9c8s3c Td8h5s4d2s 
Jd8c7s6h4c KcQs9h4d3c KcJhJd4s3s 7h7d6s4h2s 
As9d8s7s3s QcTc8d4h2s KdTh7h2h2d Js8h7c6s2h 
Qd8s5h3h3d KdQc7s5s3h AcKc8c6s3c QhJd9h4h3s 
QdJs9h4s3c Jc9s8c5d3h KhTd9d8s4d KsQc7c5c3d 
Qh6d4s4h3s Ts7d7c6s5h KdQsTh7h3h Th9c8h5d2s 
Td7d7c6s5d 7d5h4c3h3c ThTc7s7d3s Ts9s8h7c2d 
Ad9s9h5s2h AhKd6s6h2h Kd7s6d3s3d Ks6s4h3h2c 
Qh7d6s5s4c KcQhJd2s2d KhJhTh3s3h KsQd8d4h3h 
Jh7s7c5d5c 8s7c6s5d3s 9s6s6d4h3h JdJc9h5s2h 
JsTs9d6s2h Ks5d4s3c2c AhTdTc6c3s Kd9s9c5d3h 
Qd9s6s5h2h JcTh8s4c3c JcTc9h6c2d AdTs9s5c3s 
Kc9h6c4d2h Th8s7s3h3c Qd7s5s3h3d Kh9c5d3h2c 
Ts9h8d5c4h Ts9s7c4d2d Qd8d6d5h4d KsQc7h5c3c 
Qd4d4c3d3c Td8h6s5s4s QhJh9d5h5c KsQc6d4s3s 
9s8s7s6s5s As8c6d6c5h AhKhTh3h2d KdTs7c3s3c 
Jh9d8c5s4c Qs7d7c6d3c AsQsTs6d2s AsQd8h5d3d 
Th8h7h7c5s AhTd3h3d2h QsJc9h6h3d AsQh8d3c2s 
AdJhJc4c2c Qs5h5c2s2h Kc7h5d2h2c 8s7s6h6c4d 
Ac7s7h5s2h Kc8s7s6h3h As9s9h2s2d Td9s8h5c4s 
JcTc5c4c3s AhTs9c3h2h Jc6d5d3h3c AdJcTc5c2c 
QcJh9s4h3d AdTc5s4c2s Qd8s7s5s2d Qh8h5s5d2s 
AdKs9s8s3s 9d8s5d4c3s Kh7c5d2h2c QsJc9d8h3d 
Qc9c8h6d4c TsTh7d5s2d Kc8h5c4c3h Ad9d8d3h2h 
Qh9d6d5s2s AcQs9s7s3h AcKd9s8s3s 9c8d6c4d3d 
Qc9c6d5c3h Tc8d5d5c2s 9d7h7d5h2h KhJsJc6s3s 
Tc9d8s3c2s KhTc7s7c4c AsQc6c5d3c KhQc5h5d2s 
Kc8s6s5d4h Td6h5h4d2s Tc8h7c4d2h AsKh9d8c2d 
QcTd7h5c3c Th8d7d6d5d Kh9d5h4s2s Ks7c6s6d3h 
KdTd9c3s3h QsJc6d5s2h Ks7s4d4c3d KdQc9s4d3h 
KdQh7s5h3h JhTc8d6h2s KsKhKcTc4h Td9d8c6s3d 
KcTh9h6h4h 9c8s7d6s4s QsJc7h6h2c 7d6h5s4h4c 
Ah9s9c5s2c 8s8c6d5d2h 7c5s4c3s3h AsTsTdTc8c 
AhQd9s6s4c Qh7s7h6h3s QdTsTc8h3h AcJs9c2d2c 
AcTs9s6h3s AcJh6c2h2c AhQc9d5s5d QsJc6c3s2s 
JsTd9s6s2c Jh8d7c6s4d Ad5h4s4c2d 9d6h6d5s4c 
6d5s4d3c2c AsKs9s6s3c JhJc8d7h3s AcJdTh3h2h 
Jd7h7d6c5d Qh6s5s5c2h 9s8d8c5c4c JhTs7s6s3d 
AhTc9c6c3s Kc8c5s5d2d Kd8c7d7c3d AdQh9d7d3d 
KdJh9c5c4c KdJc5h5c2h Td9s8s6s3c KhTd6d5c3d 
Ad8s8h5s4s QhQc6s4h2d Ad9d9c3d2c Qc7h5s4s3h 
KhTc7c6d3c QsJd9h7h4c Qh8h6c4c3h Kd9h8c5d3s 
Qd9s8d5h4d 9d8h8c5h4h AdQs9h9c2s KsQh8c6s2d 
KdTd9c2s2h Jc8c7d4h3h TsTc9s6h2d KhTh8s4d3c 
Th9h8d7c2s KsQs6d4s3h Qh5d4d4c3h QsJc7c6h2h 
9d7c6h6c5c KhQs7d5s3s As9s9c3s2c As8d8c7h4c 
Th8h7h5h4d KhTd9c3h2s JsJc5h3h2c 8s7d5s4s2d 
Jd8d7h4c3c 8s8h6c5c2d AdQs8h8d2d Ts9h6c5c3d 
KsQd9c4d2c Jc9s7d6d4h 8h7c5d5c4s KcQdTh5d2d 
Jc9s7c6h3d 6c5s4c3h2h Js8h6s4d3h 9d8h6s5s5c 
Kh9h7h7c6h QhQc8h2s2d QhQdQcTh8c AsTd8d8c3d 
QdQcTd3d2d Ac9c8d3s2h QsJh9c8d3c JsThTc4c2c 
7h5s5h4d4c KhTc5h4d3h KcQcJh7s2d AdJc6h6c5c 
QhQc6d4c2s AhQc9d6d4s 9h9d6d4s4d QsTc7c5h3d 
QhTh5c4h3d QdTsTc8s2s Jc7s6c5h2s 9s7c6s5s2c 
Ks9d8s4h4d KhJc5s3h3d QsTh8d6d3d Js8h7d4d3s 
8s8d7h5d3c AcTd9h5s3s QcJs9s8s3h QcJd8h7s4h 
KsJs9d8h2s 9c8h6h3h3c Ks8d7c6c4h Qh8h7s5h4d 
KsJh5h5c2c Ts9c6s5s4d AhTh6h6d4h Jc9s7s6c2s 
Js6h5s4s4h KdTh8s8c4c Jc9h7c4c3h As9d5h5d4h 
QhTh7h5d4h Qs9c8h7c3h Ks7h7c5d3s KcJd9s5s4s 
JdTh9c2s2c JsJh6s3c2h JdTh9d4s2d KhJd9c6c4s 
KcQd6c4h3c KhQc7h6s3h Td9d7d5h3c KsTd9h6d2c 
Qh8d6s5s2d Js8h7h6d6c Qd9s6s4d2c Th9d7d5d3s 
Qd9c7h5d2h QhTh8d7c2h JcTs8h4d3d Qc8s6h4c2h 
Jh8s8c2h2c Kh9d9c7s5s Ah8h7c2s2d QsJd9c6c3c 
Td6d6c4h3h JdTc8d6h3d AdTc8s8h3h JsJcTd7h2d 
9h6h5s4d2d AdJd4s4h2c JsTs7d4s3h Td9c6h5h3s 
JsThTd3c2d QsJs6s5s3d JhTc7s4c3c Kd9c8h5c3h 
JsJh9c2d2c QhTsTh6h2d AdJd7c3d2c AhQsTd4d2d 
ThTc9h6s2d AhKd8h4c2h Jc9h8d5d4s JsJh6s4d2d 
Js8c6s4h3c Ks9d8d4d2s QcTh9d5s5h KdQc5s5d2h 
KdQh9d7d4c KcTh7s2s2c Jh7s6s6c3c AhJh4s3d2c 
KhTh6s2s2d KhQh6s4h3d 5c4h4c3h3d KdQc9h7s3c 
Qd9s7h5c4d Kc8d7d6h3h AhKsTs6s2s QhJh7c5h3s 
5s5c4s4c2c Tc9d9c7c3s AdKcJd3d2d Kc9s8c7d3h 
Jd7c6c4d3d KhTd9s8c3s Ad7d5c2s2h 8s8d6c5c3h 
Qc7s7d5h5c Jh9s8h5d3c JcTh7h6h3s Ad8c6h5h4s 
JdTc8h6c3c Tc8c7s7d4h AhTh5s5d3h QsTh9s7s3s 
Js9d8h5h4c AcJc5h4c2d JdTh6c5s3c Qs7c6c5d4h 
Th7h7c5c2d Ts8s7s5s4d Qh8d7s6s4c Js8d7c6s2d 
JhTh6h5s5d Jh8s8h4d3d Jd6d6c3s3c Td8h6h4s2s 
