AhKh8h5c3h 
KdQd7s5d3c 9c7s7h6s2c 8h6s5h3s3h 7h7c6c5h2h 
Qc6c5s4d2s Kc8h8d7c5c QhJs6s5c3s Ts6d5s5d4d 
9d8h6d4s3h JsTc7s7c2s Tc9c7c6d6c AhJd7c3d3c 
KdTd9d7s2c Js8s8h7c3c Ks7h6s6d2h Tc7c6c5s4d 
QsTh9c8h3h QcJc5h3c2h Ad9s9h3s3h AcKhQc6c2c 
TdTc9s4c3h KdJs5d4h3d QsJh6h3d2s KsTs8s6s6h 
Qd9c8s5h4d Ad4s3s3d2s Qd6c5d5c2s KsJd6h5s2c 
Kd9s6h6d5d KcQhJc7c4c KhThTd4h3c 9d8s5h3s3d 
Ks9s6h5s2h JhTc8h8d2s KhJs6h5c2d KhTd9s8s2c 
KcQc7h4s2s JhJc5d4h3s KsQsQd8s3c Kc7c6d5d2c 
8h6s6h4d3s Kd9d7s7c2c QsJs7h4s3h Ks5d4c3d2s 
QcTs8s5s4s AcQh5s5d4s As9s7d5s4s AdTh8s5c3h 
Qc7h6s5c4c Td9d7s7c5h AcKd7c4s2c Ah8c7s6d4s 
9h8h6d5s4h Kh9c8c6s3s KcTd8s8c3h 8s7h5s3h3d 
7h5h5d4c3d AcTc6d3d2c QdJc5h4d3d QhJs6c4s2c 
Th9s9c7d4c Qs7s6c5c2h KcTs9h3h2s Ks8c7h7c6d 
KhQdJs5d2d AhJs8h4c3h Kc7d5d5c2h QdTs8d4h3c 
Ad8c7d5h2d AsQc7s7d3s 8h7d5h4c2c 8h6h6d4s3d 
Qd8h8d7c3c Qc9s7d6h6d KsQhTs4c2s Tc8d7c6c4c 
QcTd7s5s4s QdJh9s4d3c KcTs9h9d3h Qd6d5s3s3h 
8d7s7d5d4c Th8h7h6s6h KsQcJh6d3d Ad9s8d3s2d 
Jh9h8d5s3c Qd8h8c6s5h KhQs4c3c2s KdTc8h5c2h 
KhQc6s3s2h KhQc9h3s2s QsJd8s7c4s QsJd6c5h3c 
AhJs6d4c2h AdQsJc3s2s JsJd6s5s4s KcTsTd7h2c 
8s6s5d3s3d KcTsTd5h3s Jh9d6h5s5c ThTd9c4h3s 
AsKc8d4c3h JhTh7d6s3h KdJc6d5h2s QdTs7s6s5s 
QcJhJc8d3c AdQs7h4c2d Jd8h7h7c6s QhJc9h4d3s 
KdTc6d4h4d QcJs5c4h4c QhTs8c2s2c 7d7c6c4s4h 
KsQhJs7d3s Ks9s9h6s4c Ks8s8c6h4s 8c7d5c3h3d 
Jh8s6s5s2h 9c7s6s6h5d JcTs8h7s3d Ad8s8c7d3d 
KcJsTh7d2h QsTc8h6s3s AdJc6s5h4h Qh6h5s4c2c 
9c8h6s6c5c QsJh4d3s2d Qs9d8s7s2d Ah9c6h4d3s 
QsTs8c3c2d KsQs9s9c5h QhJh7s4h3s Qc7d6s5c4c 
QhTc5s5c4d Th8s7s5s3h QdJd4c3s2s Jc9h8s4s3c 
8c7d6d4d3c KhQh7d5h5c KsJd6s5h2c QhTh8d3d2c 
Tc9s6h5d4c QdTd8h6d3s 9d8c7d7c3c Qd9s7d5s2c 
Js9d5s5h2d As7s7c3s3d Js8h7s4d3d Th7h5h4c3c 
9s9c6h4s2c QcTs8d2s2d JsJd9d8d3c 9s9h5c2s2c 
KsQh8h6c4h 9c8h7s6d4s Tc7d7c4c3d AsQs9h3c2d 
9c7s7d6d2c 9s8c5d3s3c Qh9c7c4h4d Jc8s7s7c2h 
Jh6s5s5h3c QhQc5d4d3d AsKdJh8c2c KdTc9d6d2h 
AcKd8h3h2d JhTc7h7c2h QdJs6s5c3s KdQs9h6s4s 
Ac9s8c6h3c Tc7s6d3s3c KdQs9c6c4h QcJs4c3c2s 
KsTs8s6s6c QcTd8c6c3h KhTc9d3d2c KhQhJs2h2d 
Jc8s7s5s2c ThTd6h4d2d KhQhTd4h2s Qd8s6h6d5d 
Jc8d6c4d3h QdJd4s3h2h 7c6s6h5c2s Tc9h6h6c2h 
QhJd9h4s3c Jc9s8s6s2c Kh7d6s5c4c AsJc5h4h2c 
9d8s7h5c4s Qc9d7c6h6c 7h5s5h4s3c KsQs9s6d3h 
As8d8c5d4h Ks7s7c6h3d Qd7d5s5c3s Th6s6h5c3c 
QcJc8s7c4d 9d8h6h5h4s QdJs9s6s4h KhQh9h9c5s 
AcQd8c4c3h KcQd6h6d2h 7s4h4d3s3d 9h8h6s3s3h 
QcJs8h3c2s KhThTc4s2d 9s8s6d6c3c Jh9h9c6c2h 
9c8s7s6h4s Td8h8d5d3h TsTc5s4h4d 9d8h6d6c2h 
Tc9d8h6d4d KcJc7c6d6c Th9s9h3c2c AcTh9s5d4d 
Th9s7h5c2c KsTc7d5c2d JdTc7s4h3c 8h7h6h5s3c 
Jc9s8h4h3c KhTh6s5h4h KcQc7s7c3s QcTh7s5c3d 
Qc8c5h5d3h QsJh6s6c4s KdJc9c5c4s Qh9d7d4h3s 
Jc9h6c5s5d Tc9s9c8h3d KsQd4d4c2c JcTc9d7c3c 
QsJh7h3s3c Ts9d8c7h4c AcJh7d6s4s Ks5h4s4c2h 
8d8c7d4c2h KsTs5s5h4d AhKs9h4h3d 8h6s5c3s3c 
As8h6s2s2h AsKc9h8d4d Ks7c6h4s2c QcTh9c6c2s 
KsTc5c2s2c AcJd4s3s3d Ks5h4s4c2c Kc8d8c7c3d 
7h7d5d4s3c 8s8c7d4c3d AcKd7s6h3s 8s7c6d5s5h 
Tc9s6d5h4c AdKcJc6c2h Qs9c7c4s3h Jd9d8h5c3s 
QhJsJd3c2s AcTh8d7h2s AsKs9c8s3s Js9s9d5h4s 
QdJcTh6c2s QcJs9d5d3d Tc8d7s7c2s 8s8d7c4c3d 
9s8c7d5h4d KcTh3c2s2h KcQhJs9s4s JsTd8c4h3s 
KdTh9s6s3s KhQh8d8c3c Ts9d6d5c4h QhThTd4s2c 
KhTd7s5s4s KcQh9s5d5c Th7d5h5c3c AdTh9s5s4s 
KhQd7s6h3h Qc7d5c4c3d Jh9c7d6d2h Jh9h8c5d3s 
KhTs9d9c4s Qd9c8c4s4d QcTh7c3h3c Ks7h6c5d4d 
QhTd8h4c3s QdJh7s6s4c Ks7c4s4d3d 9s8c7s5s4h 
AsJs9s4h4c As7c6c5h4c KhQh5s3s2h JhTs9s8s4s 
As9h8d4s2c QhTs7c5c4c Qs9d7s5c4h Qc9h7c5d4s 
Ac8d7h5c2c KcQhJc7d3c AdKsQc8c2c KhQh8s8d3d 
Ac8h4c3d2h AcKsKhKd9c Js9d7s5d2s Kh9s8c6d5d 
9c8d6s4d2c 8h8d7d6h2d AcKsJh8d2d AdKd7d4d3c 
JdTd4c3h2h KcTd3c2h2d QsTd7d6d5d 9s8h6h5h4c 
KcTd7s5d2s QcTc9d6c2s AsTsTh5s3s Ad7s4d3h2h 
Jh9c7s5h3d Ts7d7c6h5c AdKc9s8s3h 9h8h5s2s2c 
7h6s6c5h2c Ac8h8d5d4s AsKh9s2d2c AhKh9h5h3d 
Jd8s8d5d2s Th6s6c5d5c JhJc9s8c2c AcTh7d6h2d 
QhTh6c3d2c Qh9s9h8h6h AhQh4c3s3h Jh8c6c5s2s 
KdQd9s9c5d AhTd9c3c2d Tc9d8d4d2c Qs7s7c4s4c 
9h8c7s7h2c AdKdQd8s3d KcQcTc5s2h QhTc9h6h2d 
JsTh8c4d3h Ad9c6d5d3h KhQc6s6c2s Th8d7d6d2h 
KdTd8h3s2h AhKs8s3c2c KdJsTh8h3h Jh7c5d4d3c 
AdJdTd3d2s JsTd8s7s2h Ac8c6h5c3s AhKc9d9c3c 
Kh9c5s4s2h KsTs9d4h3s QdTs8d6d3h AhKc7h4d2h 
QdJs7d4s2c KsQd6c4d3h KcJd9d5d4h JcTd7h4s4h 
Td7d7c4d3c Ac9c4s4d2s Jh9s7s4d3d QsJc9h5h3h 
8d7s6d4h2s Js8h6s4h3c 8d7s7c6s2c QsQd7s4h3c 
KhQh7s5h3c Ac7d6s6h5s Qc8h7h6c3c JcTh8h4d3s 
KsTs7d7c3h KdJh8h6h5h QhQd8c2s2d Qd9h8h5s2s 
Th9c6d5s4h Qc8d7s4s4c KcTc6d3d2h QdQc9d4d3h 
8h7h7c4s3s Th9s7c6d3d Qs7c5d3s3d QsQd7c5h3c 
JdTs8c4h3d Kd9h9d6d4s QsJs7h5h2h JdTh8h6h3s 
Jc8h7s7h6d 9c8d5h3d3c QdJh8s5d2c AhKd4d4c3d 
AsJdJc8c2c KsJd8s2d2c QdTd6c3s2c KdTh7s5s4s 
KhQd7h3d2s JcTd6h6c2h Ks9d8h6c5c AhTs7h5h3h 
Js8s8h6d2d QsJs4d4c2d KhJc9c4d2d QdJd9h9c5d 
JsJc9d7h4d AcJsJc6h2c ThTc9s7c3c Ks7s5h4c3d 
AsTc9d5s2s 9c6s5s4s4c KdTc9c5s3h Qh9h8c5d4s 
Kh9d6s6h5h Ac7d6d5s4d 8d6s6c4s2c QdJs9d4c3h 
QsTc7d6d2c KhTc7s6d3d KdQcTs4d2d Ts7d6s5c4s 
Ah9h6d3d2d AhTd9c6c3s Qc9c8h6c4d JcTh7s6d3h 
8d8c7s4d3s KsQs7d5s3c Th9h8s8h6h 8h7s7c6s2c 
QhTd6h2s2d AdTh7h7c2c AcKdJs3h2s Kh7s6s5h2h 
AsKd9s5c2s 8d6c5c2h2d KsQhJh4h3h 8d5s5c2d2c 
Ah8h7h6s3c AsQc6d5d4d KhJs5h4d3h AcKd9h9d3d 
Qh8d6s6h5h KdTd9c4s3d 9d9c5h5d4d Kd6c5c3d2c 
AdKcQs8s2s Tc9d4s4c3d 9s7c6s6d5h Qh9c7c4s4h 
JhJd9d2s2c Jd9s8s7s5s Jh9c7d5d2c KcTc8c6h6c 
KcJc5h2s2h Tc9c8d6s3h Jd8c5d4d3c AhTdTc4s3d 
JsThTc5c2c 9d8c7d5d2c Qs9h8c7d5d ThTc5c4s4d 
9h9d4h4d3h AdQh9d5d4d Ac9c8c5h2d QdQc9d5d2s 
7d5s5h4s4c Ad9s3s3d2h Tc9c8d8c6c AcTd6h4d3h 
Js8s8d6c2c QcTh5h2h2c AcJs8c6d3c Tc9d6d5h4s 
KcTc7h6s2d AsTs9s5c3s QsJc6d3c2s KhQh7h5s2s 
KcQdTh2s2d KdTs9h9c3c 9s7c6s6d5s KdTs8d8c2h 
Js8c7c6d4h KhJsTs3s3d 8h7c6h4s2c QhJs9s7d4c 
QdJh6h3s2d KhTh7h5s5d QcTh7h6d3s KhQhTh5c2d 
Js9c7d5h4d Kd9h5s4s2d Qd7h6d5d4s 6d6c5s5h4h 
JdTc8s4h3d Ah5c4c3h2h KdJdTd8h3d Ad8s7h6c4h 
AsKh7s4s2d AdQc9s7d2d AhJs9c4s2c Ks6c4s4c2d 
KsTc7d6h3h KcTd3d3c2s KsQh7s4c2c KcQs5d2s2d 
QcJc8s8c6c Jc8s8c6s3s Td7h5s5d3h KcQc7c6d3h 
KcTd9s8d3h AhTd7d5c3s QhTdTc5s3s Qs8c6h4s2c 
AdQc8h7s3c Qs8s8h5h2h AcKc5c4c2d KhQsTh4c2h 
KcTs4c3d2d KdJd7s4s2s Qd9c7d5c2s Td9d8s4s2d 
QsJs9h9d5s AhJdTs3c2c Qd9d9c8d6d Js8s8h6c2c 
QsTd8h5s2c QcJd9s9h2c KcJd6c4s4h QdJd9s5h2c 
QdTc9h5s3h 9h8s6c3s3h KcTc8c7c4s AcKd8d6d3h 
Td8c7c5c4h JdTh9c3s3h Tc9h9d8c5c Ah6s4d3h3c 
QdTd5h4s4c AdQs5c3c2s AdQh3c2s2d Ah6h5c4h3d 
KcQc9d5h2s TsTc9h6h3h Jd8d5c4s2c Ac9s4h3c2s 
KcQc8c6h2h Ad8h4s3h2d AsKs8h3c2d AhQh9h8s3h 
8h7s6h5d5c JsThTd4h2c Qc9h7c5h2d Qs7c6s5s4d 
KsTh9c3c2h Kh9c5d4d2h QcJh6c4d3s Ts7d5s5c3d 
9s9h8c5s4d QdJd8s7d3s KhQcJs6d3d Kh6d5h3d2d 
AdTd8d4h4d Qs8s6c4d2d KhJhJd9h3h Tc6s6d5s5h 
Jh9c7d5h4h QhTd9s5c3s Kd8h5h4d2h AdJhTd3d2d 
QsJh6h5d3h AdTs8s7s3c Qs8c7d6d5d As8c4d3s2d 
KdQh8d2s2h Kd9h6d5d4s KhTc9h4s2d Ac8s7h6h3s 
Tc6s5s5c4s 8c6s6c4h4d KhTc9h4h3s QhJs8h7h4c 
QsJs8c7d4s KcQc9h3d2d Kc8s7h7c5c KcTc8c6s6c 
Th6h6c5c3d Th9d6d5s4c Kh9h6c5d4h 9s9d5c2s2c 
9s8c6s6h5s AdJh5c4s4h TsTh5d2h2d 8d6s6d4s2h 
As9d8c6s3s KhJdTd5s2d Qd6s5s5d2c Ad7d4h3s2s 
9s7h6s6c5d Jd9c8s8h5d 9d7s7h5h2d KdKc7h6s2h 
AsTh8d7h2c JdTd6h5d3s QhTs7d7c5d KcQh8c4s2s 
KhQdTc2s2d AcTh9d5s3h Ks8d7d6h4c Jh9c7s5h4h 
Ts9h7s5d2d Qh9c5c4d2h Kc5c4s3s2h Kh7s5s5h2d 
Jd9c8d7h4s KdTc9s9h4c Ah8h5c3s3d AdJh7s6c4c 
KsJh9c5c4d QsQc8d2h2c AsTsTh3s2c QdTh9h8c2h 
QdJd9s5d4d 9h8s5d3h3d QsTh8c5s2d AcKsJs6s2h 
Qs9h8h4s4d JhTh6h5c3d 8s7h7d5s2h Ac9d8c6h3c 
KcJsJc4c2d QdTh9d4d3c JcTh5d2h2d KcQd9s5h5c 
KhQs8s5s4c 8s7h5s4d2d Ad9s4c3d2s 9h8s7s6d4s 
9h8d5h3d3c JdJc9h7s4s Qc7s6c5h2h KsTd9h9c3c 
As7s7c3s3h Kd9c8s6s3c AsQs8d6c2s Qh8s8h5s2s 
KhQh9d4d2d Kc9c7s5s2c AdQh7s4d3d As9c4h3s2c 
Ts9d8d3c2s AsTs8s4s4h KcQd8h7d3h KhQc8h4s2s 
KdQdJd9c4d AsTs6d4c3s AhQs8c7d3s 9d8c5h5d3h 
Jd7d5d4c3c AhKs8c3c2s 9c8s6c4h3s QdTs9d8d4d 
Jd7h7d5d5c Qs9d7s5h4c Qc8h7d7c5s Ks8d7s4d2h 
Qc7h6d5c4c QdTsTh7h3c AdTdTc5d3d Kh7h5d4c3s 
KcJhTs7h2d JsTd8h4c3s Qc8c5s5h3s Ad9s8d6h3d 
9h8h6s6c2c QdTh5h2s2d 9d9c6s6h3s KcQh4s3s2h 
9c7d6d5c2d QhTd6c5d3d KhKdKcQd7c Js8d6c5d2c 
JsTc9d7d2h 8s8d7h4h3d Js9s8c3d3c AsKc4d4c3c 
7d7c5c4h2h KdQh9h7s4c 9c6s6h5h2s Kc9c7c6h4d 
8c7h7d5c2d Jd8h8c6c2d AhKh8h5h3s 8h7c5d4d2h 
QdTd8c6d2h Jd9h7h4c3c KcJs8d5c2h AsQs6h4d3s 
AdKcJs3h2s Th9s7d7c5s AdQs9h9c4s KsKdKcQc7s 
Kh9c8d5d3c AsJd6c5h4h AdKd7s6c2d 9h8c7d7c6c 
KhTd8h7h3s Ad9h8s7c4c 8h8d7c6h2c KsTh9c6s2s 
Kc9s9c6c4d QcJc6h6d2h Td7d6d5s4c JdJc5d3c2c 
Qc6c5d4h2d TsTc7c4s2h AsKh9s4s4c AdQs7h4d3d 
AsKs7s4s3c AhTc9s6d4d Kd8s8h6d5d Ah8d4h3s2d 
Ah7s4h3c2c As9c7h7d5c Ac8h7c5d2c Ah7h4d3c2c 
KcQsJc7h3c Kd7d5s4h3c Ac7c6c4s3h JsJcTs7s2d 
8s6d5h3h3d KdQh9h7c4s Qc9h9c5c2h 8c6h6d4d2h 
QsQh9d5h2h Ad9d8d5s2c KhQd9c8s4h QsJc8s2h2c 
KcQd4s3s2d Qs7d5c3s3c 8h7d6h6c4s JsTs4d3h2h 
Td8s8h5h5c KdTh7c6s3s Qc8h8c7s3s Jh8s8d5s2d 
KsQh9d6h4h 9d8s7s6c4s KcJsJh6d2c KsJh4s4h2s 
QhJc6h4d3s KhQs8d7c4s KcTd4d2s2c Qs9h8h5c2c 
Ts9s4h3h3c QsQc5h4h3h Kd9d7s7c2s AhTs6c4s3c 
Qd9h7h4s4d 7h6h6c5h5d KcQh6s6h4h Ad8s8h7d3d 
9h8s6h6c5h 9h8s6s4d3d Td8h6h5h4c Qc8c7d7c6h 
KsTd9h9c3h Qd9h6d5d4s 9s9d5c4d2s Ah8s8d4c3h 
KcJh9d7c2s Jd8s8h5h4c KcQsQc8c4c KdTs6d4h4d 
Tc9h6h3c2s KdQd7c5h5d Qc9s7h4h3c Jd7h6s5h4c 
Ac7s7d6c2h KhQc9h3d2d KdQd7d6h3c Qh8c7c5d2h 
QsTd7d6c3h KhQs7d6c3s Qs8d5s4d3d QhJsJh8c3h 
Kc9c6h5d4c 8h7s5h3s3c KdTs8d8c3h AhJh7c5s2h 
QcTs7s3s3c Kh9s7s6h2h AhKh9c8h3h QhQc8s2h2d 
KsJd7d3h2s KhJsJd6c2h AsTc6d4s3s Js8h6s4h3d 
KhTh8c3s2c 9s7d7c5h4c AdKs8h3h2s KdTd9d8d5s 
AsTsTd3s2h Ad7s7h5h4h QsTs8c6s3d Js6d5s5h3h 
AsQd9h8c4c AhTsTh5h3h Qd9h7d5c4s Qc7d6d6c3d 
8s6h6d2s2d QdQc8h7d2s TdTc9s8s5s JcTd7s4s4h 
Th8s7h6h4h Th9s9h8c3d QhJh8d5s2c Js8d7d7c6h 
KsTh6d3d2s Jh8s5h4d2d KdQdJc2h2d Js8s8h6c4d 
9h9c6h4c2s QcTdTc7c3h QsTsTc7s3h KsKhKd7d6s 
Td9c7s7h5c Kc6d5d2d2c Qs8d7h5h5d 8h7c6s6h4d 
8h8c7c6h2c As7d6d5h4d Jc7s5h4s3h KhQcTc6c3c 
Ah9d6h4s3c QdJs5c4d3d Jd8s6d5s2d JdTd7c6h3d 
KcJd9h9d3s Jh7c6d4c3h 9c8d6h6c2d JhTc3d3c2h 
8s7s7d5s4h JsTd8d5h5d KhTh9d4c3h JcTs3s3d2c 
Qs6s5d4c2c KsQs7d4h2h QdTsTc7c3h QhJs7c5c4c 
QhTh8d6h3c KcJs6d5c2h Qh9c7d4d3h KcQc9h3s2s 
Td7s7c6h5s Th7c6h5d4h KcTc9s6c3c KhTd7h6h3h 
KdQc8s7h4c AhTc6s4s3c QhThTd9h3h KsQs9d3h2h 
AsQh8s4s3c Qh6h5d3d3c QdJh4c3d2c QsQh9c5h2h 
9c8h6h4s3c Kc9h8s5s3h KcQc9d7c5c KsQc9s3s2c 
8c7h7d4h3d Th8c6d4d3c Th9s9h4h2s AdKh8s7s3c 
KsQd6s6c3h Js8h8d7s5s Qc8s6h5s4d KsQsJd2s2c 
QcJd7h6h2c JcTs9h5d2s Qd8c5h4d2c JhJc9s7d4d 
9s9h5h5d4h Qs8h8d6c5d QsJd6d3c2s KcJdJc4c2s 
KsQs7h5s5c Qd8h7h5s2d Ts9h8s7d3c Tc8d5h4h3c 
KhTc9s9d3s Qh8s7s5c2h QcJc8c4s3s Qd9h8s5d4c 
Ks7d5h5d2s Kc8h5d5c2d Qs9c6s4s3c JhTd6c5d3s 
9h7h7d5s4h As7h6h5c4h QsQh7d6d3c Jc9s7d5h4d 
AdQh9c8s4s JdJc5s4h3d ThTc9s7h3h AhQdTs7s2c 
QdTs9d6d2c QcJd6h6c4c Ts9s9h5s4c AcKc7h6d2c 
9h9c5h5d4h KdQh6s6h4h AcKh9c5d2c KsQs5s3h2h 
9d8c7h6s4h KcQdTs2h2d Th9s9c7d4s AhQc9c6d6c 
AdKs7c3d2h KsTd6h6c5c KdTh9c5s3h QdJh6h5c3h 
9s8c7h7c6c QcTc8h6c3d Kh5d4c3d2h AcJh8d4c2c 
Qs9s9d2s2d Jd8h8d7d6d Ts9c4s4h3c AcKc8s4c2h 
QsTs9c5s3s Qc9c8h8c3h QdQcJh3s2s Jh9s9c8h5h 
Ks7s5h4d3c KhTs9d6h2h KhJd9d5d4c JdTd9h8d4d 
JsJd9s2h2c QdJh7c6c2d KsTs8h5d5c AhKsQd8c3c 
KsQs6h6d4s AcTc9c5h3c KdJd7d6c4d Tc9h9d4s4h 
AdKs7d4h2d QcJs8c7d4c 8s8d7h4h3s JhTs8s4c3d 
Ts8c6s5s2c QsQd9s5s2c KsTc8s7s3h KcJh8c5s2d 
JcTs5d2s2d KcJh9s7c2d AsJh8s6d3s KdQsQd8d3h 
KsTs9s8s5h QcJs9d7s4h QsJc8c3d2s QcTd9s4h2c 
As9c6s5s3h AdJc8h4d2d JhTc8s7c3c AdJd8h3h2d 
Kd8s7d4s2h KdJc7c3s2d Th9s8h4h2s TsTd9h8h2c 
Ac9s8c3s2c AcJd8c4h3c AdKc5h5c2c KdQc8s7c3s 
Jc8c7d5c4s Kc9h8c6d3s Js9c7h5c2h JdTd7h6c3d 
Qh9c6h6d2c 9s8d7s5s4c JhTc8c6c3s JhTd6d4c3s 
AsQd8s4s3c AsQd8h7c3d 9c8d6c4h3d QhJh5s4c3h 
8h8c7d4d3h Tc9c8s3s3c 9s9d4s4d3s TsTc8c3s2d 
Ah9h4d4c2c AdJc4s2h2d AcKc7s3h3c Kd8c7h7c6s 
JsTh5h4h3d QhJs6h4c3d 8s8c7d6s2d QhJcTc3c2s 
9c8d6d5d4h JcTs5s4s3d KdQc9s6d3d KhJsJh9h3h 
Th9h7h6s6h KdTdTc4s2h Qd9d8s7d2s AhTh7c5s2h 
Jc9h8h5s4d Th7s7c6d5s AdQh3s2d2c KhTh7c5s2d 
JhTs8s6s3c Qc9d7s7d4s QdTdTc7d4d QhJc6d5s3d 
JsTc5c4c3d ThTc9s6s3s 8s6h6c4c2h QdJd4h3s2s 
7h5h5d4d3c 7d5s5d2s2c Td8h6c4c3h KsQs7d4c2c 
Qh9s8h7s2h JcTd6h5s3d 7c5s5c4s3d Th8h7h6c2c 
Jd8c7c6h4s AcQs9d8h4h 8d7s7h4d3s AcTh7s7h2s 
9s7h6d5h4h JsTc6h5d3c KcTd4c3s2s JhTd7s6c3d 
Td9s8c7h4c KdQsTc4d2d Kd6s6c5s5h KhQh9s5d3h 
Kh8s7h4s2c Kd9h7s6d4d QsTc8s6s3h Th8s6s3h3c 
JcTdTc5s2c KsKh7c6d2c KsQh8d6d6c Th6s6d5d5c 
Tc9c8s6d3h Ad8h4d3c2h JhTs9d5c2s Ts9d9c7c4c 
9h8h6s6d2s KcQsJh9d2d Qc9d7s4s3c ThTc6c4s2s 
AcQdTs7s2h Qc6c5d4s2d AcKh9d8d3s Jh6d5h5d3c 
Tc9s8s3d2c AdJh9s4h2s Js8h8d7d3h Tc9s9h5d4c 
Ad7d6s6d5d Qc6c5s3s3h QsThTc8d2c Kh8h8c6s4h 
Jh9c6c4h4c JhTd9d7d3d Ac7c4h3d2d Ac6h5d2s2c 
KcQdJs6h3h AhQsTs7c2s KdQdTd5h2c AhKc8d7d3s 
9c7d7c5s4c KcQsJh7s3d Ks9d6s5s4c Qh7h6s6d5c 
AhQd9s8c3s QcTc5h4s4d 9s8c5h3s3h Td7s6d5h4d 
7c6h6d4s4c AdQd9s3c2h QdJh6d4c3s JsTd5c3d2c 
AcKs4s4h3s KcQh6s6h2s AhTs8s7s3d QhJh8h7c3c 
As9h9d3h3d QsQd9c5s2s Jh9d7s5h4h KdQs9c6d3d 
7h4d4c3h3c AhJh8h5h3d QcJs9h9d2c Qd8s7h6h5h 
KsTs8s6s6d Jc9c8h3s3h 9h8d5s3h3d AhJc8h4d3h 
Kd8c6c4d3d 9h8c7h5h4s Ks6s6c5d3h KhQsTc8s3s 
KsJh8d4h4d KsQc6d3d2s KhQs6s6c4s KdJd8d6s6h 
KcTc6d4c2d Qd7h6c5d4d Qs8h6c4s2h 8s8h7d6s2d 
AdQd6c5h2d Jd8h8c7h3c JhJc9s7d4s Kd9d6d4s3s 
Ks6h4s4h2d KdQdTh5s5d AsQh9d8c4c KdQc9s9h5c 
AhKh5h4h2s Ac7d4c3h2h Ks6c5d5c3d KcJhJd5h2s 
AhJs5s5d4c AsQh9c2h2c QsJh6h3s2c Ks7c6c5s2s 
9h8c6s3s3h QsJd4c2s2c AcKd4s4d3d 8c6d5d2h2c 
8s7s7h6c4d KdJh9c7d2s Td8s5h4h3d JhTs8h6c2d 
KdTd4c3c2h KsTc9h9d3h Ks9s8s7s5h Qc8d7h6h5h 
QsTs8h6s2c 9h8d7h7c2d KsJhJd7s2c Ks9s6c5s2c 
TdTc7d4c2s KsJs7h4h2h KcQs6d4s3h AsKc7s4s2d 
Js9d8h6d6c KsQh5d2h2d JhTs8d4c3s Ks9h5s4d2h 
9c6h5s3s3h QdTd8c6d3h 8s8c7h4h3s QhTd7d3h3d 
Qs9d7d4s4h JdTs7c5s3s AsQs8c6d2s Qd8s7s6d3d 
JdTs6h6d4d Ad9h8s4d2c Qc8d5s4c2d KsJc9d5h4h 
Kd7h6s6d2h QdJs9s7c4h Jc8c7d5c4h JhTd7s6d2s 
AdQdTd2s2d Th9s5c4c2h AcJd6c4h2s JcTd4s2s2c 
Qc7d6c5h2h QcTs7s6h3d 8h7d7c3h3c AdTh8h7h3s 
KdTc9d4h2s JhJc9h7h3d KsQh9d5s5c 5s5h4h4d2s 
Jd8h6d4h4d KdQhJd7d4d 9d9c5s4d2c AcKs8s6s3d 
KdQd8d6c2c Jd8d8c5d2c KhJh7c4c2c KcJhTs8s2s 
Jd9c8h7s4d 8c7h6c4s2h Tc9c7s5s2s KcQc9s7c5c 
Kh8s8c7h5h AdTc7s7c2s Td8c6c3s3d JcTc6c5h3s 
KdQd9h5c3d AhTd9h6h3h QcTd8d5d4d Tc8d6h4d3h 
Td9c6s5h4d Ks8h7h7d6c JhJc5d4s3c As9h4d3s2h 
Qh8d7d6h3h Td8h7s7h2s AsKhJh4h2h KhTh6d3d2c 
Jh9c7s5c2s QcJs6h3s2c QhTs8h4d3c 5d5c4s4d2c 
AsJc4d2s2h 9d8d6s4h3s KhJdTc8c3c Qc7h5d3d3c 
KhQhTd5h5c KdQc4h3h2c Js8h6c5c4d AdKs9c6s3s 
JdJc9d7d3s 6c5h5d4d3h QcJc6s5c3h Kd9s9d5s2d 
KsJd9c7s2h Qd8h5c4d2h Ts6d5s4h4d TsTd5c2d2c 
9h9d5d2h2d QhJh8c7h3c QdThTc5s3s QhJc8c3s2h 
Js9c8d4d3s QsTs8h6s2d JsJd9s8s3c KhJh9h9d6h 
AcThTc3c2s JsTd7c4h3d AhKcTc5c2c JcTh9s7d2h 
8h8d7h4d3h JsJc9h7h3d QsQc8d2s2h Ac8h4h2h2c 
JsTh4c2s2c QcJh5d4c3c AsKhJh6h2c 9s8s7s7c6h 
8d6h6c2h2d Td9h9c7s4c Qd9c7h4h3d Kh9h7s7d2s 
KdJs8s4h3h Ad6h5d2h2d QdJh8c3d2h AhKdJc3s2c 
AhTc9s4h2h Ks9s5s4d3d 7c6d5h4d3d Ac9d9c4d2c 
JsTc9h7d2c KcQh8h5h4s Ts9c5d4d2s KcQs9c3s2c 
Jd9c8s2d2c Kh9c8d3h3c QcJs6h4s2h As6c5h2s2d 
AcTh9s4c2c AcQs9d2s2d Ts8d7h4d3h Kd9d5d4s3s 
Qs7s5h5c3c Ks6h5h3s2h Jd9d8c5s3h AdThTd3d2s 
8s6s6d4d2c QsJs9d4h3c KdQh7c6s3h Kc9s9c5s2c 
Tc7d6c5h4c Kc4s4h2s2c Th9s8c7d4c Qs6s5d4h2h 
KcQc8s8h3s Ah9c8h6h3s Td9d7d6h6d Ts6d6c5c3s 
Qs8c7c6s3s Ts9d8d4d2s QdJsJc3h2s 8c7d5s4s2c 
