AcTc6s5d3s 
KcJs9d5c4d AsKs8h5h2h QcJc9s5d4s AdQd8c7s2c 
KhJsTh3s2d AsKdJh7c6h QdJd9h8h5h AsQs9s8h6c 
KdQhQdJd5s KsQcTd7s6s QsJhTd9c7h QhJsJd9d2s 
KhJd9s7h4d Qs8s8h6h6c AdJdTd8s8d AcKd6c2h2d 
QdJcTs8s2d KsKdTc7h2s JdTd9c5h3h JhJd5s4h4d 
ThTd7s7h5s KcTc9s5h4h Qs9c8d6c5s Ah7h6s5s3s 
QsQdJc8h7c KsQhQd8c6h KdJsJhTs8s Ac9d8h7c2h 
JsTh9s8s5h AcJd9c7c5s JhTs9h8c4s QdTd9c6s3c 
AsQdJdTd7d QcJdTd4c3d AsKsTdTc5s KcQdJs7c6h 
AsQc6h4c2s KsJh5s5h4c QcTdTc9h2h KsQhJs7h4s 
AsKhQcJh7h KcQsQc7h3h AsKs9d7s5h JhTs9h8d4s 
AdQcJs5s4h AhQs9h7s3h KcQdJh8d4h AdKcQd4s3d 
QhQc9d6c3d AcJc9s8c5h AdJs9s8h6h AcQsJd9s5h 
AhQhJd6c3s AsKhTc2h2c KhJcTd9d7d AsTsTd9h2c 
KcTd9h9c3h AhJdJc6h2c KsQhTh8c6d Kh9s8h8d6d 
AcTd5d5c3h KsQc9s7d4c AhJcTc8d6s AcQd8c4s2d 
KdJh7s5h3d ThTc7h6s4c KsJc8d7d6c QhJc8c7d6d 
QcJs9c6s6h AhQs8h7c5h QdJd6c5c4s JhTs9h6c4s 
JhJdTc6c3h KdJc6d5s5c AcKsKhKc8h JsTsTc6h4h 
Th9c8h8d7c AcJcTh9s6c JhTd7d6s6h As9h8d5h2s 
AsJc7h7d5s Jh9s8s6d5h KsJs9d7s7d Ah9h7c5c3c 
QsTdTc9s2d QsTc9h8c2s KsKdJs7h4s Tc9d7s7c6s 
AhKs6h2s2c AdKsQh7c4s AsTs9d8c6s AdKdTh3h2h 
AcJc5s4s3d KhTc9s9h3c AsAhAdJc6s JcTh8h6h5c 
QcThTc9s2s KcQhJh9s7d TdTc8s8c7h AhKhJs8h7h 
Tc9d7d6s5c JhJdTs6h3s AcKcJs7d4c Ah9h8h8c6c 
AsKhQc5s3s KcJhJc4h3h AhTh9s9h7c QcTd7c6s4s 
QcJd8h6d5h KhKc8c6c4s AsJdTh9d4c AsJh8h8c5c 
Js9d8s6d5c Kc8h6h5s4c AsTs8c5h2h AcQc9d9c8s 
KsTh9s9d2d KhJsJh7d5c Ad8d8c6c5d AdQcTh6s3d 
AsAhAd9h7h KhJh9s8s5s AcKhJd7h6h JsJc9h8s7s 
QdJsJh9s4h Ah7h6c5c3c AcKsQd7d6d AdKsTh5h2s 
QcJc8d7h5h KhQh6s6c5s QhJh8s7c5c Ad9c8s7s2d 
KhQd8h7c5c JcTs9d8h8c KhQhTh9h8c QsJc8c7d6d 
AcTc9h5d2h AcQc5s4s2h KsQsQd7h2d Ks9c8s8d6d 
AhKsJc7s2c Ad9c8s5s3d KhJc8c6h4s KcQh9c8d5d 
Qs9c8h6c5s QdJd8c5h4h AcTc9d7c5h JcTh9h8d2c 
AcJsJh6c2s JsJhTd8s6c AsTs5c4h3c QsJsJc4d2c 
Kc9h8s7c5s QsJsTsTd2d Qd9h7h6s5d 9h9d8d6s6h 
KdQhQcJs4d QhQc8h5s3c AdKhJc3h2c 9h8d7h6s5s 
AcKhTd7s6s AcKhQh7h5d AsJh5h4s3h KdQhJhTh7c 
Ah8d7h6c3c AdJc8d4s2c Jh9d8d6s5h KsJs9c8c5c 
QcJsTd8d7d KdJsTc9c7c JcTh9s5h3c AsKcTs9d2s 
JdThTd9s3s KsJs8d7d5s QhQcTd6d2c QhQc9d6s6c 
QcJsTc4s2d QcJdTd4d3c JdThTd7s7d QcThTc9h4h 
Qs9c7h6s5c ThTd9s9h6c AdQd9d8c6h Ad7d6c5c3c 
KhKdJc4s4c QdThTd9h3d AdJh7h6d3h AsTs9d7h6s 
AdKd7s7c3c KsKcTs5d3s AhJs6c5h3c QhQc8h6s3c 
AcKhQhTd2h KsKcQs5s4s KdQsJd9c4c AcTc9d5h2d 
AhQsTd7h4h AsKc9h6h2s AdQsQc3d2h JdTc9c8h4d 
AsTs9d5c2d KhJs6h5s4h AsAhAdKc2d AhQs6c5d4h 
QcJhTs8s8d As9c8c7s3c QsJs8s7c6c AdJh9d4c3c 
KsQcTs6d4h AsJs9c4h4c KsJs7d6s5d Kd8c7h7c6d 
Ts9d8d7s7h AsTc5s5c3d KsQsJd4c2d JcTsTc9d3d 
KhJh8s8d6d AhKhQc9s6h KsKhJd7c3h As8s8h7s7d 
KsQs9s9c7c KsKhQd3c2s AcQh5d3d3c AdKd8c5c2c 
AdJs6h5d3h QdTh6d6c5h AcJc7h6s3s Td7h7c6h6d 
AdQd9d9c8s AhQs8h6c3c AdTc9h8c5h AcKs9c7h6c 
AsJc6c4s3d JsThTc8d7d AdQc8d8c2c AdJdTd9s7d 
QhTh9c8d6s KhKc8d6s5d KhTd9s6h3s KcTsTh7s5h 
QdJs7d6c5c AdTs9c6h5d KcJdTc8h3h Ks8h7s7c6c 
QhJcTc4h3c AdKhTd5s5c QcJhTc9c7d QhQc9d8h4d 
KcQsTc8h8d QsQhJcTs4d Ah9s9h7d6c Qd9s7d6s5h 
KhKcJc7d4c QhQc9d6h3d KdTh8c5c4d AcTc9c7d3d 
KhJhTc7h6d KdJsTs8s3d JcTc8d6d5d AcKc8d4s4d 
KcQsJh5c4d KhQhTh9s4s As6c5s5h4c AcTs9h8d3c 
Kd8h6h5s4d QcJhJd9c4d AdTh8d7d3h QhTs9c8s3h 
KhJhTs7d7c KhKcQd6s5s 9c8d7s6c5s ThTc9d9c7c 
AdTd8h7s5d QsJhJdTc7s QsQh9s7s7c KhTd9c8c4h 
Ad6h5s5d4h QsJdTc8c2s AsKd9s5s2d AdQh7h6s5s 
Kc9d7h6h6c QhJh9h8c6c AsKcQd9h3s KhQhJd3d2c 
KdTd9s8s5s AsKhQhTh2c AhJc8s8d5h As6h5s5d4h 
Qh9d9c7d7c KcTh9h8c4s AhKsTs7c4s Qc9s9d6d5c 
QcTc6h5h4d Ad8h7d5h3h KhJcTh7c2s JcTd9s5s4c 
AhJh9s5h4s AsAhAcQd6c KsJsTd9c5h AcJs8c7d6c 
QhQc5h4d3d KdQcJd8d4c As9s7h7d3d JcTd8h7d4h 
AhQcJsTc2c AhJc9h6d3d AsKcTh9s3s JcTsTc5s5c 
QsJc8h7h5s Jc9s9c7h5s KhQd6s5d4s KcJh9c6h4d 
AcKsTd3h3c QcJdThTd8d AdJs8c4s2d KcQs9c8h5h 
AsTc7s5s3c QsQd9s7d4s AdKdTc3c2c AhKh9c7s4d 
QdJd8s5c4s QdQcJh8s7h KcQsJc9h4h AsTh6h5s3h 
AdKhTc9h6h QhJsJh4d2s AdQsTc8s6s KsQdJhJc8d 
AhTc9s8d3h AdKhQdJd7d KsTs9s7d5d AsQcJd5c2d 
Ac9d8d5c2h AcJsTs9d7s KcJs9h7d6c AcQdTd9h3s 
Kh9h8h7s6s KdJc9c6s4d KhKd9h5s5h Kc8h6d5c4h 
AsKs9c7h2h KhQc7d6h3c KhJc7h7c5c AcKsJc8c6h 
KhTd9h9c3c KcQsQh6d4c JcTc9h8s2h AcJd7s6c3s 
QsQcJh8s6d AcThTc2h2c QsQc9s4s4c AsQsQd7s4c 
Ah9d7s6h5c AsJhTh8d2d Qs9s9h7s7h AcKc8s8h3s 
Qc9h9c8d6h ThTd6h6c5d 8h7s6h5s4d AhKsTd3h3c 
AdKd6c5s5h QcJhTd7h3c QhJsTc9d7s ThTd8s6d5s 
KcQsTh9d6s 9d8c7s6d5s AhQd7s5c4h QcJd9c7c5d 
KhTs9s6h4s KdQc5d4d4c JhJdTh8h7h AcQhQc9d4c 
AsQd7s6c2d AsKdTd9d6c QhJh8c7s5s AsQs9s9h8d 
JcTsTc8d3s QdJh7d7c6h KdTh7h5d4d Qc9h9c7d6d 
QhJd9h7h5d AdJc9h5h2d AsQd9d7d2s QdQc4h3h3c 
AsQd6s4c2d AhQh8s7c2s QsQc9c8h7c TsTh9s9d7s 
AhKcJs7d6s QhTc9h8d4c KdQhQdJs7d KdTd9s5c4c 
Kd9s9d7h5h QsQh9d5h4d QsQhTh8d5c AhQh8d5c2c 
KcJcTs8s2s AsQs8c6h3c AhTh9d6s2d AhJc6s5h3s 
JcTh9h5s4c AcQhJhTh6d KcQdJc7h6s QdTc7d6s4s 
AsTs7d6h6c QdJsJh9s3h QcJc8h5d4d AsKsKdKc8c 
AdJsJc9d3h QhJsJc9h4s Ac9h9d8c4d AsTc7h5s5d 
QsTd9c8d5c KhJdThTc4s AdJs7s3h3d JdTc9d8h4c 
JcTc8d6d4d KdKcTd5h3d QhJdTc5h4s Ah9d9c8s7h 
JdTs8s7c4c JdTh9h9d4s AhQs7c3s3h KsJdJc8s7s 
KsQdJs6d2c KdQdJs7s4d JdTd9h8h2c QsJc9s9h6h 
QdTd8c6c4c JsJd5d4s4c Jc8s7d6d5c AcQs8s6c2s 
KdJc6h6c5d AsKcQdJc7c AdKhTd5d4s KhJh9d5d3s 
AdQd6s4s4h AdKsTs7c4s AsTs6c5d3c AhJs6d5h3d 
KcJc8d5s4d AsJh7h3s3d AsKd9h6h2s KhQdJs3h3d 
AcQh9c5h3c JcTsTd7h7c QhThTd8d5h JdJcTs5d2c 
QdJd9h7c5c AcKd7c2s2d KhQsJs6c2h AcJd8c4d2s 
KsQc5s4s4c JsJd9d9c7d AsJdTd8h6c AcKd9d6c2c 
AhQcJsJc5c AdKsQd4c3d JdTs9h8s7s Qh9d8d7d6h 
AhJc9h4d3d KdQh5h5d3s KcJd8s6s5d KhTsTh9s5h 
AhKhJhTh2s AhQd7c6s6h KsTsTc5c3h ThTd9d9c6s 
KcJsJdTh6c As7s5c4c3d KsKhTh5h4h AcKs9d8s4d 
AsTc9c4s2d AdQh5c3d3c Jh9s8h8d7d AsQsJc6h3d 
AsQdJs6h3c KhTd9h5d3c AdQc7d6s2c KcJhJd6d4h 
QsTd8d6d4s AhQcJh7h6s KdQd9s8h5h Jc9c7h6h5d 
KsTh9h8s4c JdTs7s7d5c QhTs8s8d5h AhTh9h7c3c 
KsJhTs7c2h AhKcTsTc3d KsJd8s8h6h QdJsJh6d3s 
QsTc8d6c4d 9c8s7d6c5s As9c6c5s5d QhQcJh4h2c 
AsJdTd8h4c KcQdJc9h4h Ad8h7h4h4d As9c6c5c4s 
AdKhQs9c3d KhQcJh8h4c KcQsQh8d7h KsQsQc5h3d 
Ah9h8s5s2d AcTsTc8d5c QhThTd7c6s Kh8c6c5s4h 
KhKdQh9h5s QcThTc5s5h AcJc8s7c5h KhThTc8h7s 
Qc9d8d8c6s QhJsTd4h4d JhTd9c8h2d JcTh8s6s6c 
Jh8d7s6s5h AdJsTd7d7c AhJcTc8s8c KsTc9s9d2d 
AhTs9d8d4s Th9c8h7s7c Ah9s8s6h4s AhQcJdJc5c 
As8h8c5s3c AhQd9c6d5c AhJs9h7d2d AdThTc8s7h 
QhTs9s8c3h QsQh8s6c3h KhTs9h5s3c QsJc7s7h6c 
AhKd7h3s2d JhThTd6s4s KdKc4d3s3d AcKcJh8c4s 
AdJcTc8h4s KsQd6d4c3s AdJc8s8h5d KdJs8h6h5s 
KcJh8h6c5c KhJh9s5s3c AcQhQd8s7s AcKhJd8s7s 
AdJdTdTc7d AhQdQc8d4s KsJsTc7h7d AdTd9s8c2h 
AhQh8c5h5c KhTc8d5d4h QdJdTc4d3c As6c5s4c3h 
QcJdJc8d2h As7h5s4h4d QcJsTd8d2c QhQd6c5c3d 
AcTs5s5c3d KdKcJh7s3c KsJs8h8d6h QdJhTh8h2d 
KdQhJh6s2d QdTd7s5c4c KhQsTdTc8c AsAhAdQc7s 
Qs9c8d6s5c AcJd5d3h3c AhKhQh9d6c KhJd8c7d6c 
AhTs6h4s4d QsQcJdTs4h Qh7s7c6s6h AhKs9d4s2h 
AhJh9c6s3s JcTsTd9h8c QsJcTs4s3c AsTh6s5h3h 
Qd9s9h6h5d Ks9s8c7h5c Ah9h7d6s5c AdJh9d5s4c 
AsQs8c6d3c KhQsQh9c7h QcJcTh7s6d KsQdQc6h4s 
Kh8h7d7c6d KdTsTd5d4s Qh9s8s7h6s KhTd8s5s4h 
AsKs6h6c5d KsKcJd4h4d AdQhQcTc3c AcQhQd6h5h 
AcTc9s8h2d Qs9h9d8s6d AhKh7s7c3s Qh9h9d8s6d 
AcQs8c6d3d QsJs9d8c7h AdQhTs6h3s QcTh8d7s6c 
KsJs9c5c3h QsQdTc6h4s KcQs6d5s4d Ac8d7c5d3d 
JsTs9d5d3c AsQdTh6d3h AcQs8c7h5c KsTsTd8s7h 
KsKhJd4d4c AcQcJsJc5c AdJs6h4d3s JhJc7c5h5c 
Ad9s9d7c6h KhKd6s6h2c AdTs9d4c2s JsTs9h8h4c 
AcJd6c5h3h Ks9s8h7d5h KhTh6s6c5c AhTh9s6s2d 
QdJsTd4c2s KhTs9s6h3s AdJh7h5h2d KhQsQh7d3d 
AhJdTd9c7d KsQs7c5d4d Qd9h7c6d5h JsTc9h8s8d 
KdTsTh7h5s JhJc5d4h4c AcTh8s6c2s AcKsJdTd3d 
AcKhQh7h5s KhQcJh6c2s QhQdJs8s2d Kd7c6c5s4d 
JhTd8h7d4d KdJh6d5s5h AsTs8c5d2d Ah7s5h4s4d 
QcTd9c6d6c KhKcQh8s2s QdJd9c5c4h KdQsTd7d6c 
QsJhTd4s4d JhThTc5s3s QsTh8d5s4h AdJdJc6c2c 
QhJhTc4h3c AcJd5d4d3c KcQsTh8d7h KdKcTc6s2h 
KcQcTd9c5d KdJh9s5s4d AdJc8s7s4c QsQhJh4h2s 
AcKs6h3h3c AdKc9s8c6h QhJc7h6d5d AdQdJc8d4h 
KdKcJcTc5c AdQc8s8c5s 8h8c7d6c5h Kc9s8d8c6s 
KhQcTc8d6s QhQcJs3h2s QsJcTd8d7d AcQh6d5d2c 
AhKcJc8c5s KhKd9s9c2h Ks9s9d7h5h AhJdTc5h2s 
QsQcJh3s2h AhQhJhTh2d KsQd5s4d3s JsTs8s8d6d 
AsKd8h6c5d KsJcTs8d3d Ah9c7c6h4c AhKs9h7d4c 
JcTd9h8c4d KsKhJc9d5d Ah9d8h6s5c JsJcTh4s3h 
AcKs9d7h5s AcKhTd2h2d JsJh9d8s7s AhKcQd7d6d 
QdTdTc5s5c AdQhJs9h7c AdQc8h6d2h JsTdTc5s3d 
AcQd5c4c3d AhQhJcTh2h QcTh8d6h4d KdQsTd4h2s 
ThTc9h9d6s AcJcTd8c3h AcQc9c8d6s AdJd8h7d5s 
Ad8d8c7h7d Kd9h9d7s5s KcQsTc4s4d KhKc9d4s4c 
TsTh7h7d5d KcTd9c6d3d Qc8h8c6s6h AhQs7c6s5c 
QhJs9h9c5s KdQd9s6s5d QdThTd7c6s AsJsJc9h5s 
AdKcThTd3d AdTs7c6d4h As9s7h6d5c QhJh9s9d5s 
AdJcTs4s3c QsTsTc9c5c JcTd9c7d3s KsJdTsTc4h 
TsTd8h6s5h Jh9s8h7c5s QhQdTd8s5c Th9d8d7h7c 
Ad7h6d4s4h KsQs8h7s6h KsJdTs7s3d JsTs8s8c6c 
KcJh6c5h5d TsTd8d7s5h Js9s9h7d5h KdQd7s5h4h 
KhQh8d7h6d Ks9c8h7s5h AhAd7c3c2c QsQc8c5h3s 
Jc9s8d8c7d QdJd9c7c6d KdQdJh8s6c QsQh9s8h4h 
KsQcTs7c3c AhJhTc9d2h AhKd6h2s2d AsKs9c7h4d 
QdTh8h6h4d Ah9d8d6s2h AsJhJc6s2c KsTd9s8h3d 
QcJsTh3s3c Ac8d5h5d4c QhTh6s5s4d JsTdTc5s3c 
JsJh5h4s4h AdQc8s7d2s KsKhTs3s3c QsTh9s9d3h 
KhJc6c5s5h KdQd9c8c6d AcQs7h4h3c Ac9s8c6h5d 
QsTs9d6h3d Ac7d5c4h4d JhJcTd4h3d KdQcJs8c4s 
Ac9h6s6h5c KhJhJd7s5c QdJsJcTh7c AhKh8s8c5d 
KdJc9s7d4c AcTd9h8c2s QcJs7c6d5d AsTh9c8h5c 
AhJdJc5s3h JhTs7s6h6d AhQd7d6h2s JdTs8s6c5c 
QsQdTh6c4d QcTs8h7d6c AhKcJc8s3s Ah9h8s6s3c 
KcJcTc9s2s AdKd9s9d8c Th7d7c6h6c AsQcTd9c7c 
AhJhJd5s5h KcJcTd9s3h QhJh8s5c4s AsKh7s3c2h 
AdQdTs5s2d AdKd6s6d4s AhQc7s6s6c KcJs7h6s5h 
AsQdJs7s6c KcQcTh7s3h AhQd8h6s4c AcJdTh7s5d 
AdQs8s8d3s KcJhTh6s2c KhQdJh7c3d KdJdTh6s5c 
Ad8d8c5d4c AdKh8c6s5h AdKdJc3c2d Ac7s5s4c3h 
AsTh9d5d2s AhKs9d8s6c AdQc5s3s3d QsJd9s5c3d 
QsQh4c3s3c AcKs6c2s2h Ah7c6h5c4h As8d5d4s4c 
9s9c8s8c3h AhTc6c5h2s KhKc9d8h4s JcTc9d5s3s 
AhKc7d3h3d AhKs9s3s3h QsQhJdTc3h KcJh9h8c5c 
AcKh9s9d8h AhKh9d7h6c AdKdJc7s4d AsTc9d8h3s 
KcTsTh9s8d AcKdJdTd5d KsKc4s3s3d AhJhTc9s2h 
KcJsTc3s2h AsQdJdTd6c AsQd8h6s2h AcQs5c4c3s 
AdQd8s7s2c QsJs8h5d4h KdTh9d8c7d KdQdTd9h4h 
KhJhTc8s8h KsKhTs5c3s AhKhTh7h5d KcJs5h5c4s 
KcQh5h4s2c AcQcTc6s4d Kd8s6s5c4d JhTs9h6d4s 
QdQcJc8d3d QdJd8s7d6s AdKd9c7s4h AhTh5c4s3c 
JdTd9c7h4c AsAdAcTh3s Ah9s8h7s3s AcJcTh9s2c 
QsQh9d6h6c Th9d7h7c6c JdTd9s5s3h KsJd8d6s4c 
KcTs6s6c4d Qs9c8s8c6d QhJhJc8c2s JdTh9d7h3c 
KsJh7s5h5c KdQd6s6c5c AdTc9s8h3d JdTsTd7h7c 
AsQd7h3s3d AhKd7c3h3c KhJsJc6s4c Ah8s7h4s4d 
AhKd9c8d6s AdTh9s8d6d JdJc5s4d4c As8s8d5s4d 
AsQdTc4d3c KsTc9d8h6s AcKhTs9c3c KdQdQcJh7d 
AdJc7s7h5d Ad7h5d4s3h JcTs9d5s3c AdKdTh9d3c 
AsKs8d6h4c Qs9s9c7d6d AhQcJcTc7c AsQsQh7s5s 
KsTh9h8s3d Kd9d8h7c5h AdQsJh9s5c QcTs8s8h5c 
QhQdTd5c4s KsKcTc5c4c QhJcTh9h7d Jc9c8d7d5h 
Ac9h9d8c7s KhTc7h6c4h AcJsTs8h6d JcTh9h8d4c 
AdKsTc9h2s AdTsTc9h2d KhJhTs6c5d KsQc9d8s7h 
AhQsTc7d5s KsKh9h8c5h AsKsTh9d3s QcJcTh3h2s 
AhQc6c4c3h KhJdTd6h2c KhQhTh9c4c QcTh9c8s4h 
8h8c7s6h6c Qh9d8d6h5d QdJdTs8h8d AsJc6d4s3c 
AcJd6h4c3d AcQc6h5h2d Ad9h8h5d2c Jc9h9c7d5h 
QsQd9h5d4h QhTsTh9s4s Jd9s8h8d7h AsQc8d4c2s 
JdJc9c8s7c KcJdTh9c5s KsJsTd9c3h AhKh8s8c3c 
Qc9s9d8c6s AhQsJd5d2s KcQcTd8d3h KdJc9c6h6d 
KcJdTc8s2s KcJs6s6h5c QsJc6c5s5d AhJdTd8s6c 
As9h8h6d2s QhJd7s7h6d KhJsTs8s7c KsTh9c8c4s 
KdJsTd8c2c AhJs6h4s4d KcJdTs8h8d KdQhJsJd4c 
QdTh9d7h4s Ad9h9d6h6d KdJh7h7d4s KsJsTc7d6s 
Ad6s5d5c4s AdJs7h7c5d QhQc9s6d6c AdQhJs5s2h 
AcKh7h2d2c KdTh9s8h3d KhJcTh8s2s AcQsQd8h5h 
AsKdQc4h2s AsQcJd9h9d AcQcJc8s4h AcQcTc6d5s 
Jc9s8c7d5s QsQhJd3s2d KdJdTh8d8c KhQs8d6s5d 
AhQdTs7h4h Ac7c5s4d3d AhJhTd9c6h KsQsJh8d6c 
KcQsTc4d2s QsJdTd8s3d AcQs5d3d3c AsJsJd9h5s 
AdKc9c3h2d AsKhQd7d6d AhQhQd9s4h AsJc9s5h4d 
JhTs8s6s4h AdJcTc9h7c KsQcJsTs8s AhQsQdTd3d 
KdJsTs6c2d KsKdQd3h3d Kh9h9d7d6h AhQcTs7h4h 
KcJh7h7c5c AhQd6c5c2h QsTh6s5c4c KsTs9h5d4h 
Th8s8h7d6s KcQhJd7s6c KhKcJs7d3c AhTd6d5h2s 
QcJc8s7c6s KdJc9h5d4h AsQh7c6s6d As6c5s4c3d 
AdQdJs8d5d KsQcJd9c4d QcTh8s8h5c KdJdJc9c4d 
KhQc6s5c4s AsKdJh7d6d QsJcTc5c2s AcQsQd8s5s 
8h8d7c6h6d KhJs7s7h4c Qh9c7h6d5c Ad7s5d4h3h 
JsJd9d8h7d KdQdTs9d5s AhQsTh9h4d JsJh9d5s5d 
AhKh6h6d4d AsQhQc6c5c Ah9d8d6h4d JdTh7s5s4h 
AhQh7d4s4d QdJdTc7h6s KdQsJs6h2d AhTd9h4d2s 
AhKd9s6s2h Td9s8s7h7d KhQhTh8c7s QhJhJc2h2c 
AcKsQh7c3d As8s7d5c4h QcTsTd9c4s AsKh9d7c5h 
KsKhTs5s4s AhAdAcQc7s AdQhJc9h5s KsKh3h3c2d 
AsJhThTc7h KsKhJhTh3h JdTh9c6c4d QsQdTd7c2s 
JhTc9c7c5h KcJdTc7h2d KhKcTs5s4s AsTc6c5s2d 
KdJsJhTh8h JsJd8c6d4s JcTh9s7s4c AcJd8c7s6c 
Ac9d6h6d5c KdQhQd9s7d AsJs8s8c4c AsQsJdJc6s 
KdTc9s9d3s AdQd8c7d6s AsKc6h3s3h Ad8h7d6s3s 
AcQdTh5c4c KhJs9h6s4c JcTh9c6d4h KdKcJh7d3s 
KcQd7d5c3s JcTc8s7h4h AcKhTs9d2h JdTh9d6c4h 
AsQh7s6d2h KcJh9d5c4d KdKc9d8s5d QdQcJhTc4s 
KsQs6d6c5d AdQs8d4h2s JcTc9s8s2d AcKhJsJh3h 
Ah7h7c6c3s AcTh9d6s5c AcTh8c7c5d KcJd8s7s6d 
AhKsQc9d3h KsQc9c7d4s AhQh9c8h4c KdQs9s8s5d 
KsTh8c5c4s KcTs9d8h6c AhJhTs9c2h QsQc6d5d3c 
QdJsJh6h3d Kh8s7h7d6d Ts8s8d7h6d Ad7d5s4s3c 
QhQcJc8h3h KsQdQc7c6c QhJsTsTd8s JsTs9c6h6c 
AdQsQh8h4c KhTs6s6h4d AdJcThTc5s JcTdTc7h7c 
8s7h6d5h4d KsQsTs8d7h AsKd9h7c5d KdQs9c7s7c 
AsAdAc9d7d QhJcTh4c2d KsJd7s7d4h QcTs9h8s5h 
QcJcTd3d2s AcQhJhJd4h AhKc9h7s6h QcJdTs5h4c 
QcTh8h5d4c KhQdJh9c6s AcQdJh5h2d AhAdAc9c6s 
KdTh9s5d3h QhJd7h7c6d AsKd7s2d2c AsJc6s4d4c 
TdTc7s7d4c AdQs5h4h2d QsTsTh9h5h Ah9h8s6s3d 
AsQsJd6c3h AcTd6d5c2h AsJcTc8d8c AcKh9d7d3h 
AdKc6d2h2c AsJs5d4d3h QsTd9s9d3c AhTh9d6d2c 
KsKhJc7d3s JhJdTc7d6s QdTd9c6h3c KhQsTs7s3h 
AhJhTh8h8c KdTsTh9h8c KcQc9s9c7s AhQsJh8h7h 
Jh9s9h7c5s As9c8c6s4c JdTh7h7d5s AcQc6h5h2s 
As9s8d6d3h Ad8c5h5c4d JsTs9d5h3h KsKhJh5h3d 
JsJc5s4d4c Ad6d6c5h3h Ah9h7d7c3c QcJsTc3h2s 
KdQsJc7s3d AhTc8s2h2c QhTsTh7c6d QsJdTc9h7d 
Ks7d6c5d4s 9s8d7h6h5s AdQd9s8d4s QdJcTh6d4s 
AhQc6h4c2s Qh9d7h6d5c AhTh9h7d3d QdJc6c5c4d 
QsJs9h7c5c AsQs9d8d4s AsJhJdTc3d KcTh9h6h6c 
Kd9d9c7c6d KdTc9s7d6d KdTsTc9d8d AcKd9s4d2c 
AcTc8s7c5h Ac8d7c6h3h KdJhTd6h2c AsTh9c8s2d 
AdKhJs3h2s AcTs8h6c2h AdJhTc4c3h AsJh6s4h4c 
QsTs7c6h6c AhJc9h7h5s QcJs8c5h4h KcJs6s5h5c 
QcTc8h7s6d AdJcTc8s2s JcTc8h6d4h AsQd8c5d4c 
AsQhJs8d2c QsJdTc9s6h Ad9h8h6c2d QsQcJh8d7h 
KhJhTc9s5d AcKdJcTc2c AcKdQc5s5c Qc9d7d6s5c 
AdKd9s7d6c KdQhTd4c2h Ac8h8d5c3h As6s6d5h3h 
JdTc9h9c5d KdJc9h5h4d JcTc9s5h3h AcKdQsTh4h 
KsQdJdTh6c AsTd9c5c2s KcTh6h6c4s KsQcJd7s6h 
AdKhQsJh7h Ad9s8s5d2h AdQh5s3s3d KcQsJs9c4c 
AcJh9c6d3d JcTd9h9d5c AdJc9s9h5d KsQc5h4h3s 
AsTs8c7d5s AcKsQh7s5s AsJc8s4c2d Ah9c8h6d5s 
AdTh9s8d2c AcQh9s6h5s Qc9c7h6s5s KsJsJh7c5d 
AcQc9d8c4d KhQc7c5h5c AdQhJs5s4c AhKhTc9d3h 
KcQsQd8h6s QhTh9d5s4d KcQsJsTh6d AdTc9h6s5d 
AcKsQs7s5h JsTc9h8s4c KcQhJc9s3s Qd9h8h8d6c 
AdQd8h7s2h QcJc8d7c6d KcJhTsTh7d QsJhTs9s7c 
AcJsJd2h2c TsTh7c6s5h AdTd8h7c5d AsJs9c8s5d 
KhJhTs7c6h AcKdJs7d6d QsJhTd5s4c QsTc9c8d3s 
AdJc6d5h3h KsJsJc5c3s KsKc9h4s4d JdTc7c6s6d 
AsKd7h3d2s QcTsTc9s5s KcJhTd3c2h AhQh8c5d2d 
AhQc9c5c2h KdKc9s4h4d KhQdQc8s7d KdJdTc6h5s 
AsQh5c3s3c Ac9c8s6s3h Ah8h8c7s7h AsQdTc9d6h 
AsQc5s4c2c QdQc9h6s6d JdJcTs9s8s QsQd9h6s3h 
KhQd9d7h4c JhJdTs6d3s AdJc8d7h6d KdKcTc5s3c 
AhKhJc7s4h AhQsQc6c5c KdQhJs7d6c QdJs6s5h5d 
AcKsKdKc8s AsKhJd7d2h AhJc8h7s6h AdKsTsTc3h 
QsQd8c6s6h AdTs9c6d2c KhJd5h5d4s KdJs8h8d6h 
QhQdTs3d2s KdQsJh3s3d JcTc9d8d4s Ac9h9c6h6c 
KsKcTh7h4d KcJdTd8d7h AcQs6h4c3h AcJd9h5h2c 
QhQc6d5d3c AhTs9c8s5c QsJc8s5d4d QhTh7c6s6c 
QcJc8d5s4d AsAhAd9d7d KsQh7h5s3d KhJd8s7d6s 
QcTc8s5s4d AhTh9h9d7s KsQcTs4s3c Ac7s6c4s4d 
KhKd8c6s5c KcQs9s7h4c JdTh9d8d5h JsTh8h6d5d 
KhKdQcTs5s KhJd5s5h4d AcKsTh2s2h QcTc9s6h3s 
AdJdJc5h5d AsAdAcQh7c 9h8c7s6h5s AcQh8d6c2d 
KdKcQh6s5s KsTd8h5h4s Qh9s9h7s7h AsJsJc9d5s 
QhJd9h9c6c QhTd8d7h5d KsJsTc8c3c KcQs6d6c5d 
AcThTc9d2s KcQcTs8s3h KdQhQc8s7h AcJh9c7c5s 
QcTsTh9c4h Ad5h5d3h3c AhQh8s7s2d JsTsTc4d3c 
