Kh7d5c3h2d 
Ac8d6h5s5h Kh7d5c3h2c Kc8s5s3d2c Ad9d6s6h4d 
Ks4h4d3s3c JdTh9c7c2c Ah6h6c3c2h 8c7c5d2d2c 
QsJs7d5h3s JsTc5d3h3c AhTs6d6c4c Kh6c5h5d2s 
AdQh5c4c3s Kd6c4h2d2c AcTd7h6s3h JsTs9c6d2s 
Ks9d4d4c3s AsTh7h6h3c Ac9c4h3d2h Th9h8c7s2h 
9c8s7s3s3c JdTc8s3h3d Js9c6s5h4s Ac5c4h2s2d 
Qh9d6s6h3c QsTs9d3h2c AdTh8s4h3c Ac8s3h3c2h 
JdTh9s4h2h AcTd8h6s2d Qc8h8c5d5c AsJcTd6d2h 
Jc8h6d5d4d JdTd5h3s3d Qh6c5h5d4s KhQh6s3s2h 
KhJc7h4s3h Th9h7h7d4s AdTc9c4c3h Jh7s6c5s2h 
8d4s4c3s3d Th9d6d5d5c Kc9d4c3s3d Jh8s8d4s3d 
AdQc4s4c3h KhQs7s3h2h 8s8h5h3h3c Tc9s9h7c3c 
As9h7c4s2d 8h8d6d5s2d Ks6h4d2s2h Td7d6s5d4d 
9d7h7c6s3d Qc7c6c5s3d Ad7s6c5c3h Ah8s6d5s5c 
AsTh5d4d2h KsTs8c6h2s AdTs9c7h2h AcKs4s4d2s 
6s5h5d4s2d 8h8d5s3s2d Qs9s8c3h3c Th8d7h5c3s 
AsTh8c6d2h KcQc9c8h3d KsJc9h8c2d JsTh6s4c3s 
9d9c6h3h2c AsQd6c5c3h QhJh6h4s3c JdTd8h6c2d 
JsJd8c2s2h 8h8c7c4h2c KsJs6c4s4h Qs7c6d4d3c 
Qd9h8h8c5h As9h6s6d3s KsTc3d2s2d AdJs9s4h3c 
As5s5c2s2d KsJh9c6d3h Td9d9c8h4d Qs6h5d4h2d 
Kc7s6h5h5d 9c5s5d2s2c Qs5s5c4h2h JdTs9c7h2h 
JcTs8s6d3s Tc8d7d4c2c Ks9s7c4h2c Kh9d8c5d2c 
AcKc8c5c2d KcQc8d7s3h Th9s6s5s3d QdTs9c5d2d 
8d7c5s4c3h KcQsJh6s2s Js8s5s4h2h Th9h7c5s5h 
KdQc5s4h3h Ts7h6s5d2d 9d7s7c4h4c Tc9d9c5h2s 
AhQd8d7s3d Ts9s7s5s4c KcJs7d5c2h Kc9d8s3c2d 
QhTh8h7s3d 9s5h5c2s2h Qs8d7d4c2s 7d6d4h3h3d 
Ks9s8h4d2d 8c7d5h5c2d 9c6d5d4d2c Kh7h6s6h4d 
7s7c6c4h3c TsTd6s4c3h Kh8c7c5d4c AcJs8s6s4s 
Jd9h9d5d4d Qd8s8d5d4c Ac9c4s2s2d QsJsJd6h2s 
9c6d5c3h2d QhQc8d6d2s 6d5s4s2h2d AhJh9c6s2h 
Td9h6h5h5c Qs6s5d4h3c KhQh9c7s2d Th9d9c8s3d 
Qc9c8h3h3d JdTd6s3h2s QcJh9d7s4d As7s6s5c2h 
QdTd6h4s2c KcQh7c4s4d Kd9s9c6s2c Jd9s8c5c4c 
JdJc6h5s3h 9h8s7c5d3d KsJc9h6h4h Ad7h5h5c4s 
Th8s8d6c2d KdQh8h5c3s KsQh9c5d3c JcTh7d3h2d 
AhQs8s7c3s Td9s8d5h5c Ts9d8c6c2h 7h7d5s5d2c 
KsJsJh7d2s TsTd5s5h3c KdJd9d7d4c Kd8d7d6d5d 
QcTd8d5s2h Ks9c8c5h2h QhQc3s3h2h KcQh7d4h2d 
Ks7s6s6d4h JhTh6s3d2d AcTs8h7h2h AsQd9c6h4h 
KdQd8s7h3c Qd8s8h7d4c Ac9h7c6s2c Ks3h3c2s2c 
QhTs8s6c3s KsTsTc6h2s JsTs8c6d2s QcJd8c4h3s 
Jd8s6c4d2s AcJc9c6s2h KhJcTd7d2d Tc7s7c5h4c 
KhJs9c6c4c Kd8s5c4h4d Qd9c8s8c5c QhJsJd7d3d 
Ks9h8s7d4s QsTd8d6h3d Kh8c7c6c4d Js8s8c4c2c 
9d7d6d5d3s Tc9d7h4s4c AdTc7h4s3c Qd8c5h5d4s 
KdQdTd8h2d KsJs6s4c3d KhTs8h6d3h Kd6d5s4h4d 
Kc8s8d6s5s Jh9c8c7s4d Jc9c8d3d3c Qd9c8d3h2c 
AcJsJd5h2h QsQd7c4s3s QsQd6h5c2h Qh8s8c4h3s 
Th9h6d5h3s Qc7h5h5c2s 9d8h6h5s3h Tc9h8c6s2c 
KdQh7d4s4c QhJd8s7c4c 8c6s4h4c3h AcJs8h4h4d 
Kd9c5h5c3h ThTc8d3s3c Kh8d8c5d3c Jh8d5s5c4h 
Kc9d6s4h4c KcQh4s4h3d AcJd9d4h3s KsQd7h5c2s 
Ts9s7s7h2h JdTh6s4c3s KhQd6d4d4c KsTh9h7h3h 
Tc9s9h8d3s KcJc8d3d2s Jh9s6h5d4h KcJh5h4h3d 
KdQs9c8s3h Jd9s4h3h3d 9d6d6c4h4d Jd9h8s5c3h 
Qs9c4s4c3d QhJc9c6s3c Jh9d6h6d2h AdJd4s3d3c 
Th9s9d8c3d Qc9d8c3s2d Jc7d7c5s4c KhQs9d8s2c 
KcQh9h5s3h Ac8c6h6c3d KdJhTc7c2c Ks8s5d4s2d 
Qs9s8h3h3c Qc4d4c2h2d JhTh9d6s2h Th9h8d7h2c 
JsTc6s3d2d Ah9h4d2d2c Qs7h5s5h2d KdTh9d5d3d 
JhJdTd7d2d Ts7c5h3h3c Js9c5d4c2d Qc6s5h4s2h 
KsKhKd6h4d 9s8c6d4c2d KhTc7c5s3c KsKh8h3h2d 
JdJc6s4h3c KdTd8d7c2s 8s8d7c5h3d Ad8c7s4s3c 
Kh9d6c4s4h As9s8s7d3s QcTc8s8c4c Jc9d8c5c3s 
KdJc6h4s2d Ah5h5d2h2c QhTh6c4d2s KhQh9d7s2c 
QhJc6s6d3h TsTh6s5c3s Js9h9d8d3c Tc8d5d5c3d 
Ks9d7s3s3d Kd9d7s5h3d Qs6c4s4h3c 7h7d5h5c2s 
7d7c6h4s3c KhJdTd8d3d Ad8d6d6c3s KhQh9d5h4h 
9c8h6h5h3s KcQc9d7s2h KdQc9h8c3s 8s8h6d3h3c 
Jc9h8h7d4s Ks9c6d2s2c 9h8d6c5h2s Qd9c7h5d4d 
As8c5s4d3s Ac9h7s5s4s Tc8c7c4d3d KhTd4c3s3h 
JhJd7s4c3h Kc4s4d3h3c QdJd4h2h2d Kd8h5h3c2d 
Jd9c8c5s3h QdJhJc7c3c KdJd8d6s6d KcJc6d4c3s 
Jh9d9c5d3d KcQd4h4d3s KsJs8d5s3h QsTsTc4d2s 
Qs9d7h5s4s JhTh8c4s3h QhTc8d6c3c 9s9d8c5d3h 
Kd9d8s2s2h Jc9c6h5c3d KsQcTs3s2h As5s4h2d2c 
9s9h8s3d2h Ah7d5d5c4s Qs5s5c4d2d Ad7s7c6h4c 
ThTc9h6d2h QhJhTh4h3h KdQdJd5d5c Ks6d5s4s4c 
AsQc9c6c4c QdTd9d7c2h JhJc6d5s3d AsTd5s4s2h 
Qd8s7h7c6s Qs9c5d4s2d Kh9c8h3d2c As8d7s6s2h 
KcQs9c7c3d KcQs5c3h3c Qd8h7s5s4c Js8h8d4d3h 
Td9s9d4h3d KsQc9c3h2h QcJd9s6c2h Jh9s8c5d3s 
JsTc8s6h2s QdTh8h6c3h Kd9h6c4s4d Tc8s7h6h3d 
Qh6c5d4h3s QcTh8h5s2d Ts9h8d5c3h QhTd9s6c2c 
9s9h8c6s3d QdJd9d6d3s Ah9d8c5c4s Kh9c4d4c3h 
Qs7s7h5c2h KhTh8s6c2h 7h6s5s3h2c KhQsTc7h2h 
As9h7d4s2c Kd6h5d3d2h KsTh9s5s3s KcQdTd4s2d 
JsTd5d4c2d KhKc8h3h2s AhQh4h4c2d JdTs9h6h2h 
Jd8s7h5h5c 9s8h7h4d3d KdTh7s5h3h Ts9s7c5s5h 
Ac9h8s5h4h Ah7s7d6c4d AcTs8h6h3d Td9c7h4s4d 
AcTc5d4s2c Td8h7d4h2h Ad7s7h6c4h As6d5d5c2c 
Js7s7d5c2c KcJc6s4d4c 8d8c5d3h3d Ks5s4d2h2d 
Td8s8h6c2s AhQc5c4d2s Kc6h6c5c3d KdQh4s4h3c 
Jh9c6c5s3d JsTs8d6s2h KdTd7d6d3s Ad9h7d6s2d 
9h8h6h6d2d Ad8s5d4h3d AcKd3c2s2c Td8h7c6c3s 
KsTs8h4c2d Kd9d7s4h2s Kd9s7c6s4h Tc7s7h5s2h 
8s7h6h4h2s KhQd7s6h2c QhTh6h5s5h Th9s6d5c3c 
Tc8s6c5h5d Ah6h4d4c2s Qc7d6s4s3d AsKs8s5d2s 
Js7h6s5d2d 8h7c5d5c2h KsQc9c6d3c AcJs8h7s3s 
KhJc4h4d3s AcQs9h7d3d KcTh4h4c2c 9c6s5h5c2s 
7d6d5h3s2h Th9c8h6h2s 8d8c6c5c2h 8s8c4c2s2h 
AhQs8d6s2c QsJcTd7s2s KhQd9s9c2h Jd8c7c6d2d 
KcJs9c7c3c Kh9d8h7s4h QsTc5d5c4c Kh9c6d2h2c 
Ad6c5h5c2h Ts7h6s5c2h Qh8h6h6d4c Kh7c5h5d4h 
Jd9h5s3d2h QdTs9c6h2h 7s4s4h3s3h Td6c4s4d3c 
Ac8d5c4s3c KdJd6s5d3d Jd9c5c4d2c Jc9d8d5d4h 
AdTh7h5h3h JcTh9s7s2s QhJc8d3h2d AdQc5s4h3h 
Js9d9c5d3d Kd9c4s3d3c Th9h8h6s2d KdJh9h7h3c 
AcJs4c3d3c AcTd6s3s3d QdJd6d6c2c JsJc7h6c3c 
Tc9s9h8d4h JdTc8h6s3s 9d8c6s5h2h JsTd7h3h2s 
Ad9c5d4s2h 8d7s6s6c2d Tc9c6s5c3d AhKs8s8d3s 
AhQd9d6d3c Ks9d9c6d2c QdJd7s6s2d Qc9h6d6c3s 
Ah9d6s6h3h QhTh8c3c2h Ts8d7h4h2d Js6d5d4s2h 
AcQs6d4s3h KsTh7d4h2d JsJh8d4d4c Kh6h5d4s4h 
AdKc3d2s2d QcJs6c3c2s QsTd8d5h5c Js6s6h5h2d 
JdTd7d5d3h Kd6s4h3h2d 9h9d8d4c2c Jd7d6d5s4d 
QsJs7s5d3h As6s5d3s3c Ah9s8h4c3h JhTs9c4s2s 
Ks6d5s4s4h QhTd6c3s3h AdTc5d4d2h Jd9h8d5d3c 
TsTd6d5h3d Ts7s7d5c4s 6h5s5c4h2s Js8s6d6c2c 
Kh9s7d6c4s Js9c7d5d4d Ah9h5c2h2c AdTc8s7s2s 
Th7c6s6c4d 9h7d7c5s3d Ad9s4s3d2s Td9d9c5s2h 
Ts9c5c3d2s 8d7h5s5h2d 7c6s5c3h2s Tc6c5s4h2h 
KhJc7s5s5d 9s8c7c6d3h KcJs7h5c2d Jc6d6c5d2h 
KcJd8s3s2c AhQs7h6h2c QcJc6s5c2h AsKd7h4c3h 
AhTs6c4s2c Th9d6s6d4d QsThTc4c2d 6h6d5c3h2c 
9s8c6h5s2d 7d7c6s3h3c Js8d5s3s3d AhTh8h2s2c 
9s7s5d4c3h Th9h5s5c2s QhJc9c6s2d Js7s6c4s3c 
9h9d8s4s2d Jh7d6c5c2h AdJd9h4d2c 9c7h6h6d2c 
6c5d4d4c2s Ad8h6c5s5h QdJd8c5s2d QsTs8s5d3c 
Ad9h7s6s4c Jd8h6h6d3d Td9s8c5s3h QsJh9s9c2s 
Ah7s5s5c4d Qd9h9d7c4s Ah9d9c8d4s 8s7s6c4s2c 
KdQdTd8d3s Th7s7d5c4s KcQcTc8s2c KsJh6c4d2s 
KsQh8c5c4d 7d6d5s5d4c Ah9s7h6d2h 8d6d4h4c3h 
Tc9h8s6s2d JhJc9d5d2s Ac8d6h5s5d Qh9c8d6h2s 
AcQh8s8h3d KcQh6h4s4h Jc9h7s6h4h 9h9d6s3s2h 
Jh9s6h5c4h 6h5s4c3c2s KdQsTs2s2h KdJc7s5d2h 
Jh6s5s4h2d JhTs4d3h3c AcQdJh7h2s QsTh5h5d4h 
JsTh8d3s3c Jd9d7c3d3c AcTh7d4s3h Jc8c7s7h4d 
Kc8h7h5d4h 6h5d4c3c2d As9h7d5d4d Ts9h8h8c4d 
AdJd7d3s3h KsQhTc6c2c KsQh6h4h4c AhTh5s4d2h 
KhQsQhQc9s KsJd7h5h5c KhQcJh4h2h AhKhTs3h2h 
Th9s8c7d3d Qh9h8d3d3c 9d7d5s4h3c QdJc8h8d4d 
9s8c7d6c3h QcJsJh4d2d 9h8c6c2h2c JhJc9s5h2h 
8h6c5h4s3d As9h9d8h3c Jd8h7s7c5h Kd9c8h8c5s 
Ad9c7c5h3c Ad9s9c8c4h QsTc8d6c3c KhThTc6d2h 
Td8h5h5c3c Qs5d4c3d2s Td7h6h3h3d QhQd8h5h3h 
Td7d6s4s2h Qc8h8c5c4d AsQd7s6s3s As8c5s4h3s 
9d6s6h5s4c 9s9d8c6s3h Qc8s8c4d3d Kc9c7h4s2h 
8s7c6d2s2d KsKdKc6s4d Qc9s6h6d5s AhTc7d6s3d 
KcJd9h6s3d 9h9d7s6s3s 7h6s6d4s2d Jc9s9c6h4c 
JsTd9c7c2c 9d6h5h5c2c Kd9h8c3h2d AcKs7s6s2d 
AdTc9s9d9c Ad7c6h5h3s JhTh4s4d3c Js9s9h6s4d 
Ts9s5d4d2d QsTs8s7c3d Ts7d6h5s5c Kd9h9c6h2c 
QsTs4h3h2h Qd9c8h6d2s AdQc9s8s2s Th8c6h4s4d 
JsTc5h4s2s Jd9c6c5c4s QhJd6h3h2d Ah9c8c5d4s 
Ks8h8c6s4s JcTh6c4d3c Th9h8h6d2s QdJh8s7s4s 
QcTd5h4h3s Th8h5d5c4s Qc9h5s5c4d Kc8s8d6d5d 
KdQhTh4s2h JhTh6h5s3h QhTs8c6h2h Ac8s5c3s2c 
Qd6s5h4d3c Ah8c7d4d3c Qd9h8d3c2h QhQd6s5s2s 
Kc8h7c5d2s 8d7h5s5d2h Ac8s7h4h3s Ks9c6d2s2d 
Jh8s8h7d4h Ks9s8d4h2h 7h7d6h4d2d As9c6d4d4c 
AdTc8s4c3h Kc8h7s2h2c ThTd5d3c2h 9s9c7h7d2s 
9c7s7d6s4s JhTc8h6h2d KcQs9s5h3s 7s7c6h4d3c 
As7s6c5s3s Tc9h9d8s3h Qd8s7c6h4h KsKdKcTc9h 
Kh9c8h3c2s JsTc3d2d2c 6d5s5h4s2d Jd9d5s3c2s 
Kc9d7c3d3c Tc9c8c6h2d 8s8h5s3h2c Kd5s5h4s4c 
JdTd8c6d2s Qc9s6h5s5d AsQs6h4s2c Ks9s7h5d3s 
Td8h7d5c3s JsJd7c4h3d AsTd6c4d2c QhJh8s5h3d 
Qs5h4h3s3d AsQh5d4c3c AsKd3s2s2h As7h6h5d5c 
Ks9d7d7c5d Jd8d6s6c2s AhKsKhKc4h AcQh7c6c2s 
Qd8h7h6h5h AdTd8d3s3d Td9d8d6c2s 7c6c5h5c4d 
JsJh7d5s2c AdJd8d5s2d Th7s7d5s2d Qc9d7c6s4c 
Ks7d5d3c2s AhKh9h7h2c Jd6s5d4s2h Jc9h9c6c4s 
KdQhTh3s2h 8c7h6d2d2c Jh8s7s6h2h Ks6c4s3s3c 
Jc5s5c4h4d JhJd6c4s3h 8d6c5s4d2h 8h8d7h4d2h 
Jh9d8d5s3c Ks7s5c4s2c Kd8h8d5d4c Ks9c8s7d4s 
Qs9c6d4c3d QdJc7d5d4d JhTh6d3s2s Th9s7d3h2s 
AcQh9s5s3s KdQh7c6s2d JdTd6h3s2s AdKs8s8h3s 
KdJh9d6d4d AcJc9d6s2c 9h7s7c5d3c JcTs9d6d2d 
9d8s8d5d3h Ad8d5s3d2s AdTh8d3d2c KsTd4c3d3c 
JdTs7c3s2c QdJs4h3d3c Kh9s9d8c5d Jd9c5h4c2h 
Th8d8c5h4h QsJs6d4c3s 9s8s8h6c3d Js8d7h5h5c 
Td8d5h4h2h KdJs6h4c2d QhJhTc7s2h AsJc8c5c3d 
9c8c6c5d3h KcJh5s4d3d Qs8h5s5h3s KhJd6h4s4h 
Jc9s9h8h3d QhTc5s5c4c AhTdTc6c3c Kh9d5d2s2h 
KhTd4h2h2d KhQd5h3h3c QcJd4h3s3c 9s9d5h3s2d 
AsTd5h5c4c QdJd9h9d4s Jc9d8h5h4h AhTh8c5h2h 
Jh7s7d6c5s JdJc7s6d3d Kd7d5c4d2c Kc8s8d5d3s 
KhThTd6c2h 8s6h5d4s2c KsQs8s5s4h AcJh7c2s2d 
Ah8h6h5s5h Ah5d4h2s2c AhTs9d7c2c Ac9h7d5h4h 
Jd9h8h5c3s KsTc7h4c2h JdTd9s6c2d Js9h9c5c3c 
JsJc8s5d2s Qh9d7s7c5d QsQh7c3c2h Jd7d6d5d4s 
7s7h6h4d2d JsTs8c6s2d AsQh6c5c3d Ks5s4d2d2c 
Qh8s7d5h5c KhQs4s4c3d Ac9h6s4s4h QcJdJc6h2c 
Jh7s6d3s3h KdTd4h3h2h Kd9c8d7h2s Kh8h7c4c2c 
Kc9s9d5d2s QsJd8s8c4s Ah8d5h3d2h As9c7c5d3h 
Qd9s8s8h5s QcJc7h5s3c Js9d7h6c4h Js9c7d6c4c 
KdQs7c6d2h AsTd8h6d2c Jh9h9d6s4h 8h8d6c4s3h 
AsKs9s7s2d QcJs8h7d4d AhJsJc5d2d JdTh5h4s2h 
JsTdTc7c2c Jc8c6h6c3h Kh9c5d5c3d Th8s6s2h2c 
JsJc5c4d3c Ks9d7c5c4h As9c4s4h3d Ah8c5h3c2h 
JcTc8s4h3c KhQdJh8s3h 9c8c6c5h2d Qh6h5s4c3d 
AhKs3h2h2c AcJd7d5s2h QdTd9d7s2c 8d7h7c4d2h 
Jc7h7d6s5d JsTd3c2d2c KcQs7d5h2c JcTsTh7s2s 
QhTs7c6s3s AhQd6c5s3s Jh8c7d5s5d JcTh5s4h2d 
Kd9d7c4h2c QhTs9d6c2c Jd9d8s4d3s Kc8h6h5h4d 
Qs7c6s3d3c AsTc9d6h2c Ad8c5h5d3d Kh9h9d7s4h 
AsTc7d4h3c 9h7s7h4h3s Ts9h8d7c3c KdJh6d3d2h 
Js9s5d3c2c AdQd8d7h3d 9d8c7c4s3s AhJc9h4h3h 
QcJc6c4h3s QdJd8c5d3s Jd9d8h6d4s Ad9s9h7c4h 
Ks8s8d6h3c JsTh6d4h3h KcQs7s3c2s QhQd8h7s3h 
9c7d7c4d3c Qs9h7h6c2c Kh8s8d6d5d QhTsTh4c2h 
Ks9h7h7d5h KdQh5d3d3c AhJh7h3d3c Ac9s6h6c3c 
QhTs3h2s2d Js5s5c4h4d Qc8h7d5s4s Ah8s7h6h2c 
QcTc7d5s5c Kh9h7h6h6d Jh8d7s6s2d Kd9s7d3s3d 
QdTc7d4c2d Qc9s8h8d5h Qh9d6d6c5d Ks9h8s4h3s 
Ad5d4c2s2h Kh9d8s3h2d QcJs8d7c3h Qs9c8s3d2c 
Qh8d8c6h4h Kh9h6d6c4s AdJd9d6h2c Jd8s8h4s2d 
AcQc8c7c3d QhTc8s6c3c QsJd8c7c4c AcJh9c4c3c 
6c5h5d4c2d Qc8d8c5s5c Js9h6s5c4s Jh9d6h5c4h 
QsJs8s8d4h 9d6c5c4c2d KhTh7h5h3s AcKsQh7d2d 
Qh5s5h4d2d Qs5h4h3s3c QsQhJh7d2h 9h7h6c2s2c 
Jc9s5s5c2c Qh7d6h3s3d Kh9s7c6d4d KhQc4d4c3s 
AhJd6c5c4c Jh9c6c5c4d KhQs9c8s2d Kc9c7d5s3c 
KhJh9s6d2h AhQh6d4h2s AsTd4c3d3c Kc9h8s5h2s 
KdTh9c5d2d Ah9d7c4h2s Th6c4h4d3c KhJs6h4h4c 
AdJh8c7c2s Th9d9c8s3s Qc5s4d3s2c QcTh8c4s2d 
8h6s5s3h2d Qd9h8s5d5c As9d8d5c4h Th9h5s5d2d 
QcJd7c5h5c AhTd9s6c2d Jh9c8c5c4s 9h8s7h4s3s 
Qd8c7h6s4s KsTc9d4h3d KdQsTs2s2c Ts9s8d7c2s 
TdTc5s5d3h Kd3s3h2h2d QcJh9d6s2h KsJd7s4h3s 
Qh9c6c3s2h AdQh5c4h2s Jc9s9d3s2d Js8s8c4d2d 
Jd8c6c4d3d KcQd8h5h4s KsTc6d6c2d Ac7c6c5h2s 
AhTs5h4h2c 7s6s5s5h4d KsTd6h6d2h KcTc8c7s2h 
AhKhJh6h2d QcJh8d3c2d Tc8c6c5c4s KdQc7h6d2s 
JdTh3c2h2c AcQs7c6c3c Th8h7c4h2c Ad8s8c6c4h 
As9s8s7s3c Jd8c7h6h2c Qc9d7d6s2s QcJcTh7d2c 
JsTs8d7s3s JsTd7c3c2s Ah9h5h4s4c KsJdTh7h2h 
Ts7s6d4d2h Kh8c7d2h2c QsQh6d5d2d QsJd8s4h3c 
ThTc5h5d3s QdTd9h4c2d Ts8c7s4c2c Jd9c6s6c5c 
TdTc9h4h3h QhTc8h7s2h As8s6s6h3d QhTh9h7s2d 
JsJh9c8c3c Ac6c5h3d3c Kh8d7d5c4d Jh9d6c5c3s 
QhTd9c6s2s AhTsTd6h2h QdTh8h6s3h Js9s6c5s3d 
QdJs6h3d2h Kh5s5h3h3c JsJd6h5c3h JsTc6h5s2d 
Kd6d6c3s3h QcTc8c5s3h KdQs8d6d4d KcJs9d6h3s 
9h9d7h4d2c Kc9h7s6d4h QsJh7s5s5c AdTh8s6s3c 
9h9c7s3d3c Jd9d9c3h2h 8d7h7c6d4d Kc7h6s2s2c 
KsJh4s4d3c Kd9d6h6c4s Jd9s8d4d2s Qh7h7d5s2d 
AcTs4c3d2h JhJc9s5c2c 7c6h5c3d2h KdQd5c3h3d 
KhQh5s5c3h ThTd9s8s2s AdQh9c6s4s AsTd9c6h2d 
Qc7h5h5c3c Jc7h6s3h3c KdQhTc8c2c AdJc4d3s3d 
KdJd4h4d2h Ac9h5c4d2s QcJc7c5h3s AhQcJs7s2d 
KdQs8c4c2s Kh9d9c6h4h AsQcJc7d2c Jc9c6s5h5c 
Td9d8d6h2c ThTc9d8d2d Jc9d8h6s4s AcJd6h5h4h 
AhTc8d7d2d Td9s9c8h4c QsTd3s2h2d Td9d7d5d4h 
Qc6d4s4c3d KsJsTd7s2s Ah9h8c5h3h Jh7s7d6c5d 
Kh9s8d5s2d KsJc7s4h3s Jd7s7c5d2c QhTc6h6d3h 
TsTh8d7c3s Qd9c8c3d2s Ts9d6h5c3c AsKh7d4c3d 
QhTs8c6s3s KsJs7h7d3c Js8d8c4d2s 9c8d7s6d3d 
QdTs9h5d2d Qs6s6c4h4d Ts9h6s4h2s Ah8d7h6h2c 
Jd8h8c4d2h Ac9c5d5c3s AsQd5c4h3h Td9h6h5s5h 
Jc7s7c5d2d Th8d6d5d5c AdJc4s4c2s AcJc6s5h2c 
AdQh7s6d2d KdJc9h4s4d QhTc8c6d3c QhTc7h3c2s 
Kh8c6c5c4d AhJh9c4h2d Ks9d8s4d3s Ks9c7d6c4h 
As7c5s2h2d Js8s7d5s4s AcQc4d4c2h QdTs6d6c3d 
AdQh9s6s4s AsTd5h5c4h QsQc7h7c2d 6s6c5d5c2c 
JdTc6h4c3c Js7c6d3s3c JcTd6s4d3d Ad9h9c6c2h 
KhQsTs4c2s Qs6s6d4h4c 8d6s5h4d2c 8h7s7d4d2h 
Th9h7s3s2c AcKcJc8c2c KhJs9s7s3c Jd9s6s5s4h 
QdJd9d5s5h 9h9d8d4s2s Qc6h4d4c3h 9h8c6d5c3s 
Qh7c5h5c2d Qs7s7d5h2h Tc9c6c5d4c TsTd5s3d2h 
9h8h6h5d2c Th9h6h5d4h QhJd8s7h3c QhJc9c6d3c 
7h5s5h3h3d 9s6c5s3d2c 8s4d4c3s3d AcQh8c5c3c 
Kc9c5s3d2s 9c6s6h5s4d 9c8s6s5s3d AcQs8c5c2c 
Jh9h5d3s2s KdQh8c4c2h 9d6c5s5c2s Ts6h5s5h3h 
AdTs8c6h2s Ad8s7d6d2h QdJd4d4c2c Ad9h9c4c3h 
7d6s6h5c3d QhJd7d5c3d Jd8d6s6h2h 9d8s6c5s3h 
KsJd9c6c4c Jc9h8h5h4s QdTd9s3h2c KcJd9d7d3s 
Kd9d7h4s2h QcJcTh3c2c KsKhKdTd2h Js8d6c4s2d 
Ks7c5c3d2s AsJh6d5d4d KcTd8d6h3s Jh9s9c5c3c 
Ah9c7c5d3s Ah9s7h4d2c KsJd7c5s2h Qs9h9c5d3s 
AsKd8d7d2d JcTh3h3c2c Qs9d7c5s4s Kc9d8s8d5h 
AcQs6h5h3d AhTh7s4c2h QdQc8d5d3d Kd9s8s5h2h 
Jh9h5s3d2s AsQd6h5c3c KcJhJd8c3c Jd9c5h3d2c 
Qh8c5h5d4s AhQc9h3s3h AdQd7d6d3c Jd9h6s6h5h 
AdTh8c4h3s QsTc6d3s3h Kc8s6d6c4c Kd9s8d3s2c 
QsTc8s4d2h Ks8s8c7s5s KsKdKcTd2s Qd9s7s6c2c 
KsJs8s7d4s 8d7h7d6d5d Tc9d7d2d2c QhJsTc7h2h 
9d7h6h6c2d Jh9h6c5s5h AsTd7h6c3h Tc9c5d4d2d 
9h8c6d4c2d Qh8d7s5c4c AhJh9c4h2s Jd9h8c5c4c 
8s8c6d3h3c AdQh9s5c2h 9h8c7c4d3d Ks8c6s5s5h 
Kh6d4c2h2d 8h8c5h3h3d Ks9c8s3h2c Ad6d5s3d3c 
KdJsTh7h2h Qs6h5c4s3d Kh9s8c4h2c QsJc8d7d4d 
Qc9h6s4h3s AsTs5h4d2s Ac3s3d2h2c Ks8h6d4s4c 
Kc6c5s4h2d Tc8h6c4s4d QsJc7c5d3c AsKs9s9c3s 
9s9c6h3h2s AhTs8c6s3d 6h6c5d3h2d Kh7s5s5h2s 
Kh9s4h3s3c 8h7d4h4d3s Kh7c5d3h2c Ks7d6h2s2h 
AdKc9s9c2c Kh6d5h4h4c QcJd9h6s2d KsQcTs3s2d 
AdQs9h5h3h QhTs4h3s2s 8s6s4d4c3c Qc9d8c7s4h 
AsTc6h5c4c Kc6c5h4d4c KdJd6h5d3d QsTsTh4c2s 
AdTh8s6h3c QcJc8s3s2d Th8s6c2s2h Ks7c5d3s2d 
Jc8s6h5h4h QhJc9s7d4d Tc8d5s5d3s KdQc5d3h3d 
Qc9s6d5h4h QcJc9h9c4s QsJs8h8d4s 9h9c8s6c3d 
Ts7h6h6c4d Jd9s7s5s3s Kh8d6d5d4s Td9s6h5c3c 
Ad9c7s6s4h JhJd7c5d2s QhJh6c4s3h JcTsTd7s2s 
QhJsTc7c2d 8s7h6c2s2c QsJs8d3h2h Jh8s8h6h4c 
Qd9h7s3s3d Kh8d8c3h3d JsJc8c5d2c Jh7h7c5s2s 
Tc7c6h4h2d Jh8s5d5c4h AsQc5h4h3d Td9h8s5h3c 
Td9s8d6h2d Qd6d5s5c2s Kh9h8c3c2d Jd9s7s5c3s 
KsJh9s5d2s KdQs9s8c2h Jd9c6c5c4h KhTd7s5d3d 
Ts6d5d3s3c Kc9d7s6h4d Kc9s7d6s4h Jd8s8c4c3s 
KdQs8h4h2s QsJh6d3s2d KdQc9h8c2s KdJc9s9d3d 
KhQd9s5d5c Qc7s7h5c4d Td7h7c5h2c AsQs3c2h2d 
QsQh4s3c2d Qd8h7h6s4h JcTc6d3h2h QsJh9c6s2d 
AsKsTc3s2s 9s6s6h4h3s Tc9d5d3s2c KhJh8s5c3h 
AsQc7d4h3c QdJh9h6s3h QcJhJc6s2c 9c8s6h5d2d 
9h6s5s5d2d Qs8h7h6d4h Ad9h7c5c4c Qc8s8d4c3s 
KhJd9d7d3s Jd9s8c6h4h Kd8s6s5s4h KsTc6s3c2s 
