QdJd7d5c4d 
AsKh9c6d4d AdKh8s7c3c Kh9s8c7s5s Kd9d8c4c3c 
7s7c6s5s2c JcTs3h2s2c 7h5h4c3s3c Jh8c7c5d2d 
Jh8d7h7c3d Ts8h7d5d2h AdTs5h2d2c KcTd8d5d4h 
AcQh9s7d3s QdJs9h9c3d KcTd7h5s5d Kc5s4c3s2s 
Js8s6d4h3h Qc7s7c6c5h KhQsJc8d2s 9d8h8d7d5d 
Kc7c6h4d2h Kc5s4d2d2c AcQc9d6h2c JsJc7h7d3h 
Td9s9c8h2d QsTc6d4h4c 7d6d5s2s2c Kd9s6d5c4d 
Tc8s7d4c2s Js9c5h5c2s KsTc5d4s2h Ad8d7s4c3d 
Kc8d6c5h2s QcTs8c5c2d QdJh9d5s5d AsJs8c6s2d 
Qh7d6c3h3c Kc9d8h7d5d Ac8s6h5s4d AsJs8s7s2h 
8h8c4h4d2d KcQdTd5s2d Kc9s9d5h4c QdTs8c5d3d 
KcQs7s6s4s AsTc7h5h3h Jh9d7h6d2d Qd9d7s4c3c 
AcQd9c4h4c AdJh5d4d2c Qs9h5d4d2s Jc9d6h5c4c 
Qs8s7s6d6c Tc9c6h2h2d Kd8d6h5c2s KdQd6s4c2h 
Kh7s6s5c4s AsJh5h5c2c Qd8h7c6h4s Ac8s4c3d2d 
Kh8c6h5d2s AcQh7h6h4h Kh9d9c6d5d Js8h8c6h2c 
KdTs8s5s4c KdQsJc7h2d Ts8c5d4d2c AsJh5s2d2c 
8h7s6c4c2s Kd8c5d3h3c Kh9c5d3d2h AhJc4d3h2s 
QcTh9h7h3d Js9c7c5h3d JsTd6s6h3c QhQd7d3h2d 
Ks9c5s3d2c KdTsTd8d4d AhKsJd3d2d QdTd7s5s2d 
KcQs6d5h3d JsTd7s4s3h 9h8d5d4h3s Ks9d6s5h4s 
9c8h5s5h3c AhTc9s5c3d KhTd5h3s3c AsKh8s7s2s 
Kh8s7s4h3h 7h7c5d4h3s Qd9s6d5d3h Js8h7d6d2s 
QsJs8h6c3d JhJdTc6c2s KcTd8s7c2c Kd7h5s5d2h 
AsTc6h5d5c Kd8s5d3s3h KcTd9h6d3d QhQc7c3h2c 
QcTd6s5h3h AcJs4c3h2d Kd8d8c3s3c KhTh7h4s3c 
Td8h7h4s2d Kc8c6d5s2h 9s7s7c6c2c Ad8s4s3d2h 
KhTc8c5c4s JdTc6s2d2c 9s7d7c6h4d AcKh9c5c3c 
Qd8s7h6h3s 8h7d6c3d3c JdTs7h6s3s AhJsJc6s3d 
QhJs8s7d4s As9h8d6s2s Th9s6c4s2c KsJh8d3s3d 
Kc9s8h2s2c Qc8h7c6d4c QcTs8h5s5d 9s8s8c7s3c 
Jd8s6s5c4s KcQsJc9c2c KcJhJd7s3s Th7c5h5c3h 
QhJdTh7h2c KhJs7d7c4s Jd9h8h4s3s 8c7s6h4s2h 
Jc9c6h4h4c Jc8c7h6d2d KhJhTh5d2h Td9h5s4h2d 
QdTs3d3c2s Ac6h5c3d2s Td9c8h3c2d Ad8h8c4s2d 
As9h7h5d4c Kd8d6d4s3s Ts8s5h4h3s KdTh6h4s2s 
AcTs7d5h3s AsJh7d6d2h Jh8s7h6h4c AcQs5d4s3s 
Qc9c8h6d3s AhKhQh9h3h KsQsJs8c3d Qs9h8d7d3h 
Ah8d6d5s4c KdQs9c8h4s Ac9d7d5s5d AhTc6d5s4d 
KcQc8h4h2h 8h7s6d4s2d 8h7h5s2s2c KsQh6c5d3c 
AhTd4c2s2h KhTh4s3d2s Tc9c8h6c3d KdQs6h5c3c 
7s6c5h5c2s Kh6s6h5d2c Ts9d7h7d2h Js8h5h5d2s 
JcTd8d7d3s Th9c6h5h3d Qs9s6c5d4s ThTd9s5s4s 
KcQc7s6h3c Tc9h9d2s2d QsTd7h7c5d AsTc7h3d2s 
Jd9h7h5c4h JdTh6h2s2d Kc6d5s2d2c Qh7c6s3s3h 
KdTc7c3d2c Ad9s9c6h5h Ts9s8h6d2c Th8s7s7d5c 
9d8s6d4s3d 8h6s5s5h2h QsJdTc3c2c KdQsTd4d2c 
KcQc9c7s4d KhQhTh4s4c Qh9h5c4h3c AdTs6h5s5c 
KsQhTh7c2d Jd8d7c6s2s QhJh9h9d6h Kd8d7h5d4d 
Qd8s6s3h3d QsTs8h5c2d QsTsTc7h2d AcTh6d5s5h 
AhKcQs6s2s 9h6s5h4s2c Jd8d6c4h3h Tc7h6d3d3c 
QhJd9s9d2c Th9c8d5d4s KcQc6d4h2s AhJs8d5c2s 
KhTd4s3s2h TsTc7c5d3h 8s7h6d5c3s QdJd9s8d3h 
AcTh7h4h4d Js8d7d7c2s JhJc8d6s3c Js8c7s7h3c 
As8c6c5d4h 9h8c7c2s2h Kd5c4d3c2c Kh8s7s2h2c 
Jc8c7s6d2d Ad7s6h5s4s KcTd8h4h2d Qc8s8h6h5h 
Kc9s8d2s2c TdTc9h8s4h 7s7d6s4s4h QcJs9s8s2h 
Qc9c7s5d2s QsTd8h6h2c JhTh7c4s3h JhJc7h4d2d 
JsJh5s3d2d 9c8c7s7h2s KhQh8s7h4c Jd8s7d6d4h 
KsJd7d6h2h QdJc4h4c2h AcKs8d7h3h AhTd5c3d3c 
QdJhTh6s2h Qd8s8c6c5c KdTd7s3h2h AdTc5h5d3d 
AdKs7h6h3h AsKd4s3c2s Ks9d6d5h2h AdTs5h5c2d 
KhQc4s4d3h Ts9s6c2d2c 7h5c4c3s3h KsJs9s8s6s 
Qc8h7d5s4d KsQs9s7d4c Jh8c7s7h2s JsJh7c4c2h 
AhQs8d6c3s Ks7h5s5d2h JcTs4c3h2h QcJh4h3c2c 
AsTh8h8d2c AhQh9s6c2h Kd8s7d4s3s AdQh8s6c3h 
Ah9d9c4s3h Kc9c7c4h3h Ad9h9c5d3d AcKc9h5c3c 
Ah9d7s5s4c AhQd6c5d3d As9c6d6c3d KcJh5s4d3h 
AdTd8d6d3s QdJc9s7c3h AhQd7s7d2s KsQhJs6s2c 
AdQhQdQc7c JcTh9c3d3c 7c5c4s3s3d AsJs8s7s2d 
Qd9s8c6s4h JhTc9d5d2s AcKd9s6h4h QdTh6s6c3d 
KdQcTd4d2s Ah9c7s2h2d KsQh7h3h2s KhKdKcTh3d 
KdJs7s6c2c KhQcJs8d2c Js9d7c5d3d 9s8s6d6c5h 
KdJc9d6s2h ThTc9h4d3h KcQc5d2d2c AdJs3d3c2h 
8h7d7c2h2d QcJcTd7c3c 9h8s7d2h2d QsJsTd4s2s 
Tc8h8c7c4s AcQh8c3s2d Ah9s7d5d4c Js9d8s5h5c 
Kh8h7s6c3d AcQd8c3s2h QcTc7h7d2d 7d6h6d5s4d 
AdJh8s3c2d JsTd8h7c2h 8h7d7c5h4h As5d4s2s2d 
AsTd7c5h3d 9c6h5h4d2c 8s8c4s4c2s KdQs5h4s2c 
KsQs5h2s2h JsJh9d6d4d Kd7s5d3c2s 9d9c5c4s4h 
KsQs9h4h2s 9d8d7s6h3c As4s3h2h2c Jh7s7c6h5d 
KsQs7c6d3s AdJs8c6d2d Ks8h7d6c4h Ts9s8d6s2c 
Ac9c8c6d6c Qc8s7c6h4c Qh7h7d4d3c AsTd5h5c2s 
AcJh7s4h4d AsJh7h5h3c Js8c6s4c2d Kh6h6d5c2s 
QdThTd6d3d Jh9s7s5c3d KdQhTd3s3d JhJd7s7c3s 
KcQdJs8h2d 7h6d5s5d2h AdJs8s7h3s KdQsTc3s2h 
JdJc9c2s2c 9c8h7h2s2c KsTsTh8s4s QsQd9h5c2h 
JcTc9h7d2c Ks8s7c4c3c KcTc9h7s2c Qs7h6s6d4c 
AsKcQh6h2h JsTs6s6c2c 6s5s5d4h2d 9s9d7d6h3d 
JcTs8h7d2h Qh5s5h4c3c Qh8d7h6s4h Jc9c8c5d4s 
Kh8h6c5d3s Kh7h6s4d2s Jd9c6s6d5d KsTs8s7h3c 
Qs9s6h6c5s QdJd8c4d2c QdJd6c3s2c QhQdTc7s2c 
7s7d5s2s2d KhThTd8h2s QsTh8c6c2d KsQh9d9c5d 
Tc7d7c6c5s QsQh8s5s2d 9s6h5h4c2s 9c7c6h5d5c 
Kc7s6s4h3h KcTc6c4h3d QsJd7c3s3c JhTd9c5c2s 
Td8h8d7d4s JdTh6s6h2s QdTd8s7h3d Ks8s6h5d2c 
Qd9s5h4d2s 8h7h7d6s2s Kc7s7c5s2c Qd8d7h6s4d 
Jd9s8s4h3h Js7c5c3s3d 7s5d5c2s2d Td9h8s3h2d 
Jd9s9c5c3h Kc9h5s5c2s KsJs8c4s2c As6d5h4h3d 
JhTd8h6h3s 8s7s6c5d3s QcTd9s6h2s KhTs8c4c2s 
As6c5h4h3c 8s7s7c6d4s JdTc4d3s2s Th9d6d5d4c 
9d8c6c2s2d KdQsTh3s2c 7s7d5d2s2d AhKd8c5c3s 
Kh5d4h4d3h KdJh8h8c2c Js8h8d6d2h Td7c6h5c4c 
As9s8s5h4s KhTh5h4s3d Ac9h8s6c2c Ts6h6d5s3h 
JdTh8s7c2s QdJh8d5s2c Qd9c6s6c5h 6h6d5d4c3s 
KsJc9c8d4h 9d8c5h4h3c Js8c7d6c4h Kc8h8c4d3h 
QdTd6d4s4c KhTd9c8c3s KdTh7c5s3h 8h7d6s5c3h 
KcQc8c6c5c 6s6h5h4h2s Js8d6h6c5c AdKc4h2s2c 
KhTh8d7s2h JdTc9d3h2s JdJc8h6s3d KdQc7c6c4c 
7c6h4c3h3d Qc8s8d5s3d Ah9s9c6d5d As9h8d5c4c 
Qc6h5h4c2c Tc8s6d5h5c Ac9s6c3h3d 8h8c7h6h2c 
7s6d5s4h4c AhTh9s7h2h Ah8h6c5s3h JsThTc6c2d 
QcTd6s5c2h 8c6s5s4h3d Ks9s5h4h3s Jd8d5d4s3s 
AdJh8h7s3h AdJs4d3c2h Ks9s8d4d2h Qd8h6h3d3c 
QhQc5d3h2s JsTs9d4c2s Jh7d5s5d3s Kc6d6c4s4c 
9h8d5s4s3d Qh6s6d5d2h KdJs6d6c4d QhJhTc4h2h 
Kh8s7d6s6c AhQcTd6s2d AsTh8c7c3c KdQc7d2s2c 
Tc8h7d5s5c Ts9d9c5s4s JsJh5d5c3d KcJs9c8c3h 
Qc9s7h6d3c Qd9h5h3s2d AcQd7h7d2h AcTd8s4s4h 
KcQs5c4c2d KcJd8h4h2d TsThTd8s8d QdTh6h4h3s 
Ts8c5c4c3s Qs8s8h7c2c Ah8c6s5c4d Jh8s7d6h2d 
Js6d5d4s3d JdTh8c7s2s KcTc8c5d3s 7s5c4h3s3c 
Tc9s9h8h3d Qc8h5d5c3d Td8d6s6d3s JdTc6s5s3h 
AdQd7s5d2h TsTh9s4s3d JsTc6d5d3h Kc7c5d4s4h 
Kd7d6d5c2c Tc9c6s2s2h KdTc7d3c2c JsTc8d7h2h 
9d8d6c5s2h JhTs8c7d2d KhQh9d4d2h Ah8c6h5h2s 
KcQhTc3s3c KcJh7h7c2c QsTs4h3d2d Jh9s8h5d5c 
9c6s5s4h2c QsQhJd7d3d KdQs6d2s2d KdTh9h8h4s 
Kd8h5d4h3d As8d7h7d6d JdTh9d7s2d QsTs9s9d2s 
As8c6s5d3s JhTsTd6c2h Kh9s7h5h3d Th9d6h6c4s 
QcJsTc7c2h QcTs7s4c2s Tc7s7d5d4h Qd7s6s4d3d 
KsJh8h8d5h Jc8d6d5h4d Ks5d4s3d2d 8h7s6s6d2d 
KhTd8c4s4h 7s5c4c3s3h Ts8c5s4d2d Kh9d4s4h3s 
TsTc6d4d2s KsQd9c5c4h Qs9c7s5d2d 8h7c5h3h3c 
KcTh8s7c2c KcQh9d6s2c JdTh8s7h2h QhJd9h8s3h 
Kd7c4d3s3c QhQc7d4s3c QcJc6c5h3c Ks9c4s4h3h 
QhTd7s7c5d Td8s5s4s3d Kc9c7c6s3d Ad6h3h3c2d 
ThTc9h5s3h Jd9d7d4s3s Ts9h9d6c3c AcKs7s7h2d 
Ks8s6d5c2h Ts8s8c4d2d Js9s7c5d3s AcJc6c4d3s 
AdTs7c5h3s Kd9s7d5d3h Td8c5c4h3h QcJs9h7s4s 
Kc9s7c5h5d QdJd8s2s2h Ks9s8s7h5s Jd6c5c4d3c 
JcTs8s7h3s Kc8d7s6d3s 6s4s4d2h2d KhQsTd3s2c 
Ks7d6d4h3h Ks6h6d5c3s Jd9s5d4s2s Ad8c7d2s2h 
9c8c7d6s3h QcTc5d4h3c JdJc7c4c2d KhQdQc3s2s 
8d7s6c3s3c Qd7h7d6s5d Jh9c4s3h3c Jc7h7d4h3c 
QhTh8s5d2c Ac8d6h5d4s AcQc9d4s4c KdTc8h8c5c 
KsJs9c3c2s AhTh7h7c3h KhJc6s6h4h JcTd8c6c3s 
Kc9h8s2h2c QsQd9d8d3d Js9c8d4d3c AdTc7h5c3s 
KcJc8h4c2h Ts9h6h5h4d Ac8s6s5h4d AcKhQd8s2s 
Qs5s5h4c3c JhTc6d5d3s JdTd6c3c2h Kd7h5d3c2h 
9h8s6h5d5c 8c7s7c6d4c Qh8c6c3s3h Js9d6c5d2c 
Qc8h8c7c6c Qs6h6c5h3c Th9s8d5d4c AsQsQhQd7h 
AsJc8h5d2c Jc8h7s6h4d 6s6d5d5c4d 6s6c5s5h4s 
QsJd5h4c2s Jh7d7c6d3c AsKd8h5h3c 7s7d6d4d4c 
8d8c6h5s2c TsTd9s4s3c Jc8d7h4c3d QcJcTc7d3c 
7s6s6d5h4s 9h8h7d6c3s KsJd7s7d2s JdTd8s5d2c 
JdTc4c3c2d KcQsTd3s2h Qh7s7h6h5d As8c7h7c6c 
As8c6s5s2d AsKs8s7s2h AhTs7d3c2h Jd9h6s5h2s 
AhJc6c5c4s QsQd8d6d2h JcTs7h4c3c Ks9c6c5h2h 
QcThTc7s2d Jc9c7s5s2c Qd9s7d5h2h Kh6c5s2s2h 
8d7c6c5c3s QhTs8d6c2s JsTh8s7d2s KhTh8c6s3h 
8s7s7h6c4s QcJc9c7d4s Qs9h8c4h2s TdTc7c5h3s 
KhTh6h5s3h Qh8h7d6c4h KsJsJc3d2s AcKh4c2d2c 
Tc9c8d6s2h JhTd8d7d3c KhQs4s3d2d Td9h8s6d2c 
KdJd5d4c3h KdTs8s3d2s 6c5s4d3s3c QhJc8d6s3h 
KcJh8s6c3d Qc5d5c4h4c Ac9c8d3c2d Ac8h6c5c2s 
QsTh9d6c2d Qs8d8c5s4h 7d6s6c2s2c Ks9s8s7d5s 
JhJd5h5c2s KsKhKdTh3s Kc9s8d7c3h 9c8c6d4d3d 
QsJh9d7h4h Qs9c5d4d3c KcTs4d3d2c Qs7s6h5c2h 
Jc9d7s7c2s Jd9c6h5c2h KcTs6c4d2h As9s8s6s6h 
Tc9s9d8c2h 6s5h4s4c3c Kc8s8d6d3s AsTs6c5h2s 
Ks8d7d2s2h AsTd8d6h3c Jd9s5d3s2h As9c7c5h4d 
Th9c7s7c4d Ad8h6h5s4c TsTdTc8d8c Qd5d5c4h3h 
KhKc8s4d3d KhQc5h4h2s Tc9h8s5s4d JhTs4h2s2h 
8c7h6h6d5h JsTs8s6c3d 9s8d6h4s2d Ac9h7h5d4h 
Kc9c6s3s3c Td9d6c5h5d QsJh9h5h3h AcQhQdQc7h 
Jd9d8d8c6d Jd7c6c4d3c Qh9h7h7c5s Ks9s7s6h3d 
9d8h5s4s3h Jh8d7s6h2s QdJs8c5s3s 8c7d5h5c4s 
Jd9s8d5h5c Ts6h6c5s3c KsJd7h2s2d AsQd8c6h3d 
TsTh7d2h2d Jc9s6h3s3c QcTd8h6s2d 8s8h7d7c2h 
KdJdTd5s2d KcQh9s9d5s AcKh4s4d2h AcKs7c4c3c 
Kh9h7d6h3c Jc9h9d5d3s KhTh8c7d3h Qs8s7s6d4h 
KdJc8s8c5c JhTd9s6c2h JsTd4s3h2h KhTd7h4c3h 
ThTc6s4s2c KcTc8s6h3c QhJh9h7d4s Kh9s5c3c2h 
Td9d8h6d3s QdJs9c8s4s Tc9s9d6h3h Qd7h7d6c5d 
QdJdTd7h3d JdTs7d2s2h JcTh8d7s2d Th5d5c4s4d 
Td8d8c7d4s Kd5h4h4d3d Ad8c6h5c4s JdTs4d3d2s 
Kc8s8d7c4h Qd9c6s5c4h KhTd5h4c2s 9h8h7c5d4h 
6d4s4d3s3c Qh9s5d4d2h Ah7d6c5d4d Ks9s7h6s3d 
Ac9c4d3d2h Kc9s7c4c3s AsQc4s2h2d 8h8d7s7c2h 
KdQhJc6s2h Qd8h7c6d2c Th9h6d5h5c Ac6h5s4h3s 
KhTh8d6s3h Ac9d7s5s4h KdJd9c8s3d 8d7h7c5d4d 
Js8s7h6c2c 9h9d7d6s3d Qd8s7s7d2h Jh9c6c3s3h 
9h7h7c5d3s AhTh8c2s2h KsTh7s3h2h JcTc7c5s5c 
8c7c5s2s2h JdTh6c2h2d KsJsJh3d2s AcJd5c4c2s 
AcQs9h7h3d Ts8h8d5h4c KsQc7s2d2c 7s7d6c5h3h 
Td9h5c4h2d 9d8d6s4h2s JsJcTs6d2s Qc8d6d3h3c 
Kd5s4d3s2s KsJh9d7c4d Ac9d7s2h2c JsJd7h5c3c 
Qs9d8h7h3d Kd8d7h5s5c 9h6d5s4h2s KhQc7d7c4s 
TdTc7c5s3h KcQs9h8d4s AcJs8d3h2c JhTs4s3d2d 
Kc9c6d3d3c KdJs8h3s2d Kd8d8c3h3c 7h6d4h3s3d 
AsJs8c4d2s 9h9c5c4d2d Ad9c7c5s4h 7h7d5c4s3h 
QhTc8h6h2d QdJsJh3s2s As8s7s6s5s KdQc9s5s4h 
AcJd9c4c2h QdJc9h8h3s 9c8s6s4c3s AsJh8s7s3s 
Tc9d4h3h3d AcKc4s3c2h AcTh8s7d2d JhTd6s2h2d 
AdTc9h4c3s AsJh4s3c2d As7d3h2s2h 9d8h6s4s3d 
7s6d5h4s3s 7d7c6d5d2c Jd9s7c6c2s JsJd9s7c2h 
KdTd6d5s3d 8h5h5c2h2c JsThTd6h2c JsJd8h6c3d 
KcJd9d8h4s KcQh9d9c3s Jd9s9c5h3s KdTd4c3s2s 
6c5s4h3s3c ThTd9d4d3s Qc9h8d7d2h As9d8c6s2s 
Th8s5s4h3h Qh7h7c4c3d AcTd7s5h3d Jh8d6h4d2s 
Ts9h6d4h2d QsJhTc7h2d KhQh8h8d5s Jd7s5s3h3d 
KcTc5h4s2d Th9h5c4d2c Kc6s5d2s2c JdTc8c6h2s 
7h5s5c2h2c Ks9s8c7s5s Ah9h8h6s2d KcTs7h3h2c 
Ks6h4c3h2s QhThTc5h2d Ts9c6d5s4s KcTc8s7d3c 
KhTh5h4c3s KcJc5c4d3h 8h6h6d5s4h AdQc9c6c4s 
9h8d6s5c3h Jc9h6d3h3c Qs5s4h4c3h Kc9s6c5h4c 
JdTsTc6c2h KcTs6s4h2h Ad9c7s5s4h KdQh9c5c4s 
AdJh7h5h3s KcTc9c8c4s Ac9h7h5s4h 9s8s8c4h3h 
KhQcTs6c2c Qd9h6s6h5c 7h6h5d2s2d Js8c7s7d3c 
AdTs7s5s3h Td9h6c4h2c Qd7d7c6s5d 9h6d5h5d2c 
Ks8s7s5s4c AsTd6d3s2s TdTc9c4h3c As4s3d2d2c 
QdJc7s3s3d Tc8c5c4d3d AsKd7s4s3s JsTs9c7h2s 
Ks8h7c6h3c AsKs9s8c2s QsJh5d4c2s JdThTc6s2d 
KsKdKcTc3s Qh8d7s6h2s KsJs8d4s2d Th9s9c2s2d 
Kc9d7c5d2c JhTc3s2h2c QdTc6h4s4c AdQc6c5c4c 
Jd9h6h3s3d As9d7d6h6c KcTs8d4d2s KhQdTh3h3c 
Kc9c8c6s6h Tc9s9d8d3h KhQcTd8c2c Js9h6d5h3c 
KdJd9h8d2c Qc9d5d3h2c Ts9h7d4s2h AhTd8d6c3s 
KcQd4s4h3c Tc8c6h6c3h Ac9h4c2h2d Ad8d6d4s4c 
JhTd5s4c2h AhJd9h4h2c Kd7s6h5d3d JdJc7s7h3s 
Ac8c7d4h3c QhTc8s5d3c AhTd8h6h3h KsTs8s5h3d 
7h6h5s2s2d 9s8c7h3s3c QdJcTh3h2h Kc9c6s4h2h 
AsQc7d7c2d AsQs9h6c2s QdQc8d6d2s Qs9s7c4d3d 
JdTc8s7h2h Ks8d8c6d3c KdQcJs7h2d AdQc5c3s3h 
KsQc7d4s4h KcTc8h6d3c AcJsJd6d3h AdQsTs3h2s 
Ad6s5d3c2h JsTh9s3c2d Js7d5h5d3h KdQd6d4s3c 
KcTc8c5d4c TsTd9d5c3d Th8s6h6c5h Th8d7d4s2h 
Jc7s5c3s3d 8h8d7d5c3s KdQd6s3s2s JdTh9c6h2s 
Td9s7s5s4c Ah8d4d3h2s Js9s9d6s5s Tc8c5h4h3c 
Ac7d3s3c2s ThTd8d6s2c Ac6c5s5c3d KdTs6d4h2c 
QsJhJc8d3d Ts9s9h3h2s Kh9h7h6c3d QsTd6c5h2s 
KhTc7s3s2h ThTc9d8s3d KhJhJc8h2d Qh7s6s4h3h 
Kd9h8c2d2c KsJd8c7s2h QhTh9s7h4h KcQhTc4c2s 
JhJc5s5d3s AhTs9d4s3c Kh8d7s6d3s Qs8h8d7s2h 
Kc9s7c5c2s QsTh5s5c3d Kc9s8d6h3c Kc6d5h2h2c 
Qd7d7c5c3d Jh9h8h5d4s KsQs8h7s4d JhTdTc6d2s 
Qs7d6s5h3c Ts8d6d6c4h Kd8s7s4d3d Jh9s8h3s2d 
QsQd8h6h3c Qc9c5s5h2s KsQdTc8d2d AcQd9s7s3h 
Qh9h7c5s2c AsQsQhQc7c AsTd5s5h3s 8s6s6d2s2d 
JcTd6h5h3s AdTc7c5c3s 8c6h6c4d2d KsQc9d6h2s 
8s8d4s4d2s QhJhTs7h2c KdJc6h3h3c QsJc6d6c2d 
Ks8d5h5d4h KcQs6s4h4d QhJs5d4d4c 9h9c8s5d4d 
9s9d7s6h3s Kd6c4s3c2d Kc5h4h4c3c AhKdQc6c2c 
Kh8h7c5h4h Jd9c7c5s3h Jd9h8s5c4c QdJh8h7s4h 
Jd8h6h4d3s QdJh9c8h4h QcJc9h7d4c Td9d8s5h4d 
Kh9c5h3s2c Tc9d8s7c3h Jc9d8c4s2d QsQc8s5s2d 
KcQs9s8d3h Tc8h5s4s2h KdJc9d8d3h Kd6c5s2s2d 
Jh8c7s6d4s JsTc8h7d2h Jh9h6s5h4d Ac9c5h4s4c 
QcJd7s3s3c 6s5c4s4h2c JcTd4d3h2h QcJs7c4s2s 
Kc9c8c7h5c QsTs6s6h5s Qs7c6c5s2d QsJdTs5s2s 
9s8d6s4c2d AsKs4c3s2d KdTd7h3s2s 6s6c5c4c2s 
Ac9c8c6h2s AsQd6c5d3d JsTs3h3c2h 9s9c6s3c2d 
Qh9d5s4h2d KhKd8c4c3c KsTc8c3s2c Ah9s6s6c3c 
9h6d5s4d2h Kd9h7s4d2h Jh9s7h7d2d AsTs6c5d2s 
AsTd7d5d3h JdJc9c4c3h KsJh6d5d5c KsTs8s7d3h 
6c4s4c2s2h Jd9c8h5s4s Td9c7h7c2h QcJc9c7h4s 
Kh7h6s4c2s Kh8d6s5h3c Kh8d7d4h3h KhKd9c4s2c 
Qc7d7c5c3d Ts9d5s4h2d QsQd8s5s2c Jd7d6s6h3s 
9s9h6h3s2d Td9h7c5d2c Qd8d7c6s4d QsJs8c6h3d 
Ac9s8d6c2c Qc9h8c3s3h Js9c7d6c4h Kd6d6c5s2h 
TsTc9h4d3h Jd9s7c6s4h 8h6s6h4c2c Tc9s6c5c3d 
AhKs4h2h2d KsQs6h3h2h KhTh7h4s3d QcTc4s3d2d 
Js9c7s7h2c AdTc8h7s2s JsJh8s8c3s Jh9d7h7c2c 
Js9d7c6c2d AsJs6s4c3d KsQc8h6h4d QcJc9h8d3c 
9d6h5c4c2d Kd8c7h6s6c KcJs7d7c3h 9c8h6h2d2c 
Kc9c7c4s3s QdThTd7c2s Ac8h8c7c2s KcQs6h5d3h 
8s7d6d5d3c 8d7s7c6d2c Tc8h6s4d4c AcKcQc9c3c 
AdQc5c4s3c KcQcTc9c2c AdJd6s4d3c 9d8d8c6h4d 
KhJd7s2h2d Jd9s7h5s3s AhJh6d4h3s Th9h6s5h5c 
9d8h7h2s2d QhJc8c7d4c Kh8c6s5h3d Jd8s8d6d2s 
Jd9d7c4c3d 7s6h5h5c2s Kh9h6d4s2s AdKcQh6h2h 
KdJs8h5h4c Kd6h4s3h2d Ac9c8c6s2h Ks8d8c6c3d 
Ah8d7d7c6d Qh7d6h5s3c AcTc8c6s3c KsJs5d3d2s 
Jd9c4s3d3c Kd7s4s4d3s AsTd7h5c3d 9h8h6s4s3s 
Qc8h7d6d3h 9d8d7s7c2s AcJs8d5h2s 7h6h6d2s2d 
AhQd5d4c3d Ts8c7c6c4c QsJcTc6h2c 9h8c5s4c3s 
Th8s8h4d2d KhQhTs7d2h Js8s8d6s2d KdQh9s5s4c 
AsJc9s4s2d QdJc5s4s4h Td8s6c4h4d JsTd8s6s3c 
KsQd8s5h5c QsTs7h7c2h AsTsTh4s3s KhTh8h5c3s 
JhTc3d2h2c 9c8d6c4h2h AhJs5h2d2c AsJc5s4s2h 
QdJhTc7h2s Jc9s8s6s5s Td9s6s5s4c QhJc4s4c2s 
KcJc6h6d4c QcJc7h5d5c KsTs6s5h3s 9d8s5c4s3d 
KsJd9d7c4d Qh8s8c7h2s JcTh8d5d2s JcTc6d3d2s 
Ac8s6s5d4h As8d4s3c2c 9d7d6h5d5c Qh8s8c5c3s 
KdQd6c3c2c Ah7s3d2h2d Kd6h6d4d4c 9c8s7s5s4h 
Jh8s8d6s2d Ts6h6c4s3h KdJcTs4s2s Kh7h5d4s4c 
KsTd8c7s2s KhTh8d6h3c KdQhJs7c2d AsQh9d7c3d 
AhJsJd6s3c KdJs9d8d3h Js9d6c5d3h Kc8h8c6c4d 
Ts7h7c6d4s Kh9s9d6d5d 8h6d5d4s3c Kc9s8s7h5s 
Th8h6s6h4d AdTh4s2d2c AhQd8h3c2s Kd9s4h4d3h 
Qh9d7h5c2c As6h5d4h3d KdTd7d6d4d 8s7c6d4d2c 
Ks9s5h5c2h Ah9h5h5c4d Ts8h5d4d2h Jd8d7h6s2s 
9s9c8c4h2s Kh9h7h6d3s AhJd8d7c3d KsJc9s8h4s 
Jc9s6c5c2s 9d9c8c4h2d KhJc7c6d2d KcJs9s7d4s 
QsTh5d4h3c Ac7d6h5d4d Th7s7d6h4c QhQc7d6h2s 
KsTs7c3h2h QcTh7s5d3h KcTd3d2h2c JhTd9h4h3h 
KdJdTd8h2d Qh9d8s7s3d As9d7d5d5c QcTc5s5c2s 
KsTd7h5c3d JcTc3h3d2h 9h9c8c4s2h QhQc7c3s3d 
AdQc9h6d2d Js8h6h4s3c Kh9c8s6d3h AcTd5h3s2c 
Qc8c7s6h4c As9s7s4d3c Ts8h5h4s3s Qc4h4d2d2c 
7s6s5c4c2c AcKd8c7c2c 9s9h8s4c2h Tc9c6c5h4d 
AsTd5h2s2c Kc8d6s4s4d As8h8d4c2s JdTs5d4d3d 
QcTd8c6c2h QsThTd4s2c Ad6d3s3c2s QsQc8d6d3h 
AhJc8s3d2h AsKhQd6d2d KhQd9s8c4d AdJs7c4s4h 
QdJd4s2s2c JsJc5d5c2h Jd8c7s5c2s AdTd8d6c3d 
6d5h5d4s2h Ks9h5h3s2h Td9s7c5d2c KcJh8s3h2c 
Js8d7c6d4h QcJd9c8h3c Kc9d7s4c2d Td8d5d4c3c 
7h6c5d4h3h JsTc6h6d3s TsTd9c8h3c 9c8s7c4s3d 
Ah9c6s6c3s Js9h6d5h2d JhJc7s4h2s AhTs5d3s3d 
8h7h5c2d2c Kh7s6c5h3h QhJs8s7s4d JhJdTh6c2h 
