QcJc9h5d3c 
QhTs6d5c3s 9s8d7s7h3d AhKh8d3s3c KcJsTh6d3d 
Qs9d7s6d2h Jh8d7h7d3c QsQd7h5s3s KsKc8h3c2d 
AdKd9h9d2c KcJd7s7d5d AsKdTd4c2d KsJh9d4c3s 
QhTh9d4h3c Qc6h5h5c3h KdQd9c5s4d QhTc9s5s3d 
9s6h5s4h4d QsTh6s6c4s JhTc7h4c2c JsTc7s7d3h 
AhKh7h6h3s KsJhTh8h3c AhKd9h7h3h QdQcJh7d2s 
9h6c5h4s4c Ts8h6c5s4s KcJsJd6h3d AhKs6c3h2d 
Jc9c8s8c5h QdTs8h5d3c KhTd5s3s2h Tc9s7c5h3d 
KsJhJc8h4h QcTs8h7d4d Th9c7h5d3s 8d7s7d6h5d 
Td9h5d4h3h Qd9d8h5d2h KdJc8c7h3h 8h6s6h4h4d 
Ts9c8s4h2h Ad9d6d5c4h AdJs7h7c4s QhTs8h6c3h 
9d8d7h5h2d Qc9s7h6c4d Tc7d6s5h4h Qc8s5c4h3h 
KhJs9c7d4s AcJsTs7s2h QhQc9d8d2s 9d8s7s7c2c 
Qs9h9c5s5d KhQd9h8c4s Kh8h7h6h5c AdTc9s6c4h 
Kh5c4c3s2h KsJs9d8s4h Qh8s8h7d5c Tc8c7s5d4c 
Ks7s6d3d3c Js9d6d4s4c JcTd7h4c3s Kh8c7d6d5d 
AsTd5s5h2c QsTs9h7c3s QsTc9d5h3h KsJsTc3s3h 
QcJc7d6c4s QcTh6c5c3s AdTh9c6s4h KsJh3h2s2d 
AdJs7c4h2d KsKh8d3c2s Jd8d7c5d3c JhJc9s2d2c 
9h9c6d5h4h QcJdJc6s2h Ac7h6s6c2d Ks8s7s6h6c 
8s7h6h5h2s JhTs9s6s3d Kh8h7s5s3h ThTd5s5c4d 
AsJc9d5c3h 9s9c6h6d4s KcJd7s7d3s Ts9c5c3s3c 
KhTc7d6d2c KhKd7s5c2c Ts7d5c4c3d JhTh7s5c3h 
KsQs9c7d3h AdQh9s7c3h Ac9s6d5h2c KdJc7s5c2s 
9c7c6h5d4c 9h8c7c6s2s JsJc9d7h3h KdTsTd5h2c 
9d8h7h6h6c Tc9s7c6c3d AcJd4c3d2c Td9s9c3d2s 
Jc7h6s5c4d KdQc6s3d2s QdTs9c8s2s KcQs9c6h3c 
QhTd8c7s4s 7h6c4d4c3d 9s8h6s6h2d 8c7d6s5s5h 
AdQd9h8d3d QdTh5s4d3c Kd9s6s4h2d AcJd8h6s4d 
QsQd7c5s3s Jh8d6d4h4c Qh7s6h6d3s 9h9c7s7d3d 
KsQdJc9d3d TsTd5s2h2d Jd6h6d5d4h 8d6s5h3s3d 
Tc8s7d5c2d QhQcJd7h3h KhQdJd5c2d KcTh7h7c2c 
KcJd6d3c2s Kh9s8h7h2s Kc7d7c6s2d Jh9h7c5d2d 
KhTc8c6c4s 9h8d5s5h4d KcQh7h6s2s AdQd9d7d4h 
KhJh9d5s5c AcKd9d8s2d QdTsTh2h2c QhThTd2h2c 
JdTc7d4c2d 8h7s5c3s3c JhTh9c2s2d KsJdTs2s2c 
Ac8d7h5d4d Kh9h8d8c6h Kc8c6s5s2c Js9h7s5d2d 
KdJs9s9c5s AcKs5s3s3h AhKhTh5h2d Ts6h5s4d3d 
JcTh6h6d4s 9s9h8s4h3d KcJs7s7d3d 9h8s7d6c4c 
Js8h7c6h3s JdTd7c5s3d Jd6s5d5c4s Tc7d5h4d3h 
9c8h7h6s2s JhTc6s6c4d KsTs9d5h2c AdTd9h6c2d 
KhQdTc4d3d KdJs9c5h2d Qs8s8d7d3h KsQs9d7c3h 
JsTh4c3h2s QsTc5d2s2c KsJd9c5h2s Qc9d8d6s2s 
KcQs7h4d3c QsTs9s7s5h KdTs7d3s2h AhJs9s8c3s 
KsTh8s8c4s JdThTc8s2s QsTh9d8d3d AsKd9d3h2h 
Jc7h7d6c3h KcQc9c4s3s QdJd8h8c5d AhJc8d4h3h 
KcQs6d5h5d QsQd7d6d3h KhTc9s9c2d QcJh4c2h2d 
AsTh7d6d2h 7s6d5s5d2h QsTc8d5s5h KsTh6s6d3c 
8c6s5s4s2c QcTd9h5c3c 9h8c5h5d4c TsTh6c4s2h 
KsJc9d9c6c QhJs7c6d4s AcTh8h7d2s AsTc7d6d2c 
QdJcTh3s2c ThTc9d8h2s KcJd6h5s4h ThTd5c4h2d 
JsTd9d6h3d Ks9s8h5h2s Qc9h8h8c2c JhJc8s7s4s 
AcTs9h6s4d AcTc9s5c2h QhJc9d5s3d AdJs6c5h4s 
Js8d5c4s3c KdQs8s4d2d AhQs7d6d4c Td9d8h6d4s 
Qs8c5s4s4c KdJsTh4c2s KdTs8h6c2d QdJh9d7d5d 
KhQdTd7d3s JcTd8h5s2c Tc9d8h4h2c KcJc7h7d5c 
KsJs7s5d4s KhJh8h6h5d Qc9d7s7h6h Qs9d5s3d3c 
KhQcTc8s3c Ac9d8s7c2c 9h9d6h2h2d KsQh8d7d5c 
JhTd4c3d2h QhQd4d4c2d KdQsJh2s2c QsQdJc6c2h 
QhJsTs7d3s 9d9c7h5s3c QhTh8s8h4c AcQh9s6h4d 
KhJh6d6c2d QdTc9d6d4d Qh8c7s6h6d 7d7c5h5d3s 
AsTs9d5s2h KcTs7h3s2c Qs8s7c5h4d AcJs9s8s2d 
9c8h5d5c4h KdKc8s6s2s JsTh8d7s3c Jc9h7s7c5c 
Qs9d8s6c4h QcJhTs7d3d 9s6s5c3s3c 9h8s8h6h5h 
Kd5h4d3h3c Qd7s7h6h4s QdTd5c4d2c KcJh9d7s2c 
Ts9s7d5h2h AhKcJs5s2s KhJd9c5d3s AcJhTs3d2h 
KsTdTc3c2d KsQh7s7h2h KcQsQh8d2h KdQdTd8s3h 
JcTc7h5d3c QdJcTc4c2s Ts7d7c4s3c AdQs7h7c4s 
Kc9s8c5c2s Td8c7s6c2s JsJh4c3h3d AhQdTs3c2d 
AsTs9h2s2d Jh9d7h6d2s Kd5c4c3s2d Ts8h7d5d4c 
Js6d5c4s4c Ad7c6h5h4s Ts8s7s5c4h Qc8h5d4h3c 
AdJc9c5h5c KcQc6s6c4h AsTc5s3s2c AcTs8d7d3h 
Jd8h6h4d4c JsTd8c5h2s QhJd8d7c4s JsTd9d6d3h 
AcJd8s4c3c AcKcTc3s3c Ac8c6s3d2d QhTh5h4c2c 
QdTh9c7s3h AcQs9s9d3h JdTs7h7d4d Ac7s6h6c2d 
KsQs8c6s6d QcJs3h2s2c Jc7s6d5h4c Qs7s7h6h3h 
Kc6c4s4d3s TdTc7s4h4c AhQd4s2h2c KdTs6h6d4d 
AhJh7c6d3h Qh7c6s5c3s AsKh8s4c3s Tc8s7s4d3c 
KdJs9s9c6s Js9s8h8c5d Kh7h7c6s2c QdJh7h6c4s 
AcQd6s3s3d Kh7c6h4d2d QhJh9d2h2d KcJh9c3c2h 
Th8c7d5d4s Qh9h9c4s3s Jh8h7d5c4h AhJh9h9c4h 
9d8d5s3s3h JsTc7h5h5d KhQh9d7s3c QsQc7s3c2d 
AdJd9d5h3d QcTh9d7s4d Qs9h8s6c4d 8c7h5c4h3c 
KcQhTh8s3h Th8s7d6s2d Kd9d8h6d2h KsQc6c5d5c 
Qc8d7c4h4d KdQd6d5c4d Tc7h6s5s4d Kc8d6d6c2d 
Qh7h7d6s3s KsTc8h6d2s Qd8d7d6d5s 8c7s6h5s5d 
AdQs6h3s3h Tc9c7c6h3d Kc9c8d6c2d AhJc6s5h3h 
QdJd8s6d4h KcQc5c4h4d KhJh6s6c2c AsKhQs8s3s 
Ac8h8c5c4c AdQc9h5c4c Kh8d6h6d2d KdQcTs8s3h 
AdTc9s6h4c KsJhJc9s3s JsTh7s7d3c Jh8h7d6c4s 
QsTd7c3s3c Ad8d6c3d3c KdJd6h6c2c Tc8s8h4h3s 
TsTd8c6c4c JdTc6s6h5s Js9h6h4s4c AhTs7s3h2h 
AsQs5d2h2c AdQh9c5h4h 8d7s6h6c5h Jh6s5h4d3s 
AhQh6h5c4h Ad7c4h3d2h Jc8s8d7h5c 7s7d5d4s2h 
QdJd6s6h4c Jc9d8h8c6c 9s8s5c4d4c Js7h7c6s3h 
QhQcTs3d2s 9h7c5c4h3c Ts8s5c4s4c Tc8d8c6d2c 
9s8d6s6d2h 8s7c6d5h5c Jh9h6s6c5d KsTh7c3h2s 
AdQh8s4h2s QdJh6d5d3s AsTd4s2s2d Ac7d5s5d3s 
KcTh6d6c3s QdJdTd4h4d QdJc7h4h4c KdJh6s3d2h 
Qc7d7c6h3h QdTs6c4h3d KhQsJd9s3s AsJd9h6h5h 
Qh8d7h6c2d QsTc8d7h4h Td8s6h5d4d JcTh6c5d5c 
7s6h5c4s2c KdTc9s8c4h AhJc7s7d4c AhQh8s6h2c 
QhTc9d5d3s Ks5c4c3d2s Qh8s6s4c3h JsTh7s6d2d 
Qs9s7h6h2d QcTh6s6h4h Ks8h7c4s3h Qd9h7d6h2c 
Qd9s7d6s2c KsJsTh3s3d 9c8c5h4h4d As9s8h5s2c 
KdJh9d6s4d Ts7c5c4d3d AdKdTd4c2d QsTs9c5h5d 
AdKd9d5h4d Ad7h6s3d2s QcJc6s5d3c JhTc5s2s2h 
KhJd7d7c3c AcJs8s7h3d KsQdJh4c2h KdJsJh8s4s 
Jd8h7d5c2h Tc8d6s6c5h JcTc8h6s2d AsQc9d8d4h 
Td6d5h4h3s Ks9h8h8d6c KsTh8c7d4d Qd8s6s5c3c 
AcQh9s8s4d AhQcTc4c2s KsTs7s5d2d KcTs9s7d3s 
KsTh8c4c3h 8h7s6s6d5c Qc9s6d5h5c KhQc7s4d3h 
AcKh5c3s2c KdQc7d7c2c Qd9s8d7d6d 9s6s5d4d3d 
Qc8s6s5d3d Ac8d6h4s3c KcQc8c5d3d 9h8c7c5s4d 
QsTc6d6c4c 8c7h6d5s5d AdTs5d3d2s QsQhTc6d2d 
AsQcJh6d2c Ts8h6h6c3s Js8s8h7d2d QsJcTs6s3s 
KsQcTh8d2c As7h7c5h4d KdJd8h8c4s AdKh9h5s2c 
Js9d7h4s3d AcTs5s4h3h 8d8c7c4d3h QhTh9c4h3d 
JhJd7d5d4d Qs6s5h5d3h Qh8c7d6d2h KcJs9s9d6s 
JdTsTc6c3c 9h8c6s5d4h Kh5s4s3d2h AsKh5h3h3d 
As7d7c5d4h QcJd8s8h5h Ks9c8s8c2s KsTh8s8d4s 
KcJs8c5h5d KsQh7d4c3s 9h7s6s5c4s KdJhJc6s3c 
9h6d6c5c2h QdJhJc8c2s KdTh9d7s2d KcJs7d5s2d 
QcTs8h8c4c KsQh8d7c5d KcJhJd9d3d JhTs5h3c2c 
QsJh8h7d4c AdJs6c3d2c KsJh7c6d4c KhTs9s6s4d 
As9s9h6d4s Jh9h5d4h3d KcQc8s6h6c Jc6s5s5h4c 
KdTh9h9c3s Kd9s8s4h4d QsJc7c6h4d AcJd9d5s5d 
AcKh8d4c3c KhJs7s7d5s KcTs9h8s2d AdTc7h2s2d 
AhTh6c3s3d QcJh6c5c3s JhJc8d7d4d 8h7d5s4h2d 
Ks8s8d7h4c KdQcTc7c4c Qs7h7d6d4h KdQc9d6h3d 
KdQd8h6s6d KsTc9d5h4c ThTd9d5s5d QsJsJc6d2h 
KcTdTc7s2h QdJsJh8s2c Js9s7s6h5s AcJd9s7h4h 
QsTs9d7h3s KhQhTh8d2c Th9h5c3d3c Kd5h5d3s3c 
Ts9c8s6d4s AcQdTs3h2d KdTsTd5c2h QcTs9c8c5c 
KcJs3s2d2c Kd8d7c6s4d Kh9h8c7s4d KsQh7s3d2h 
Qs8s8c5h2c KsTs9h5d2c Ac5d5c2s2h Ts9d5s4d3d 
8s8h6c4h2c Kd8s5c4d2c 9c6d5c4d3c Tc9c7c6d3h 
AsQdJh5c2c Ah7d4c3h2c JsTd7c5s3s KcQs9h6h6d 
5s5h4s4c3c Kd8d7d6d5c JsJh4d3h3c Qd9d8s7s3s 
Kd8c6s6c4s AhJh8h6h4c KsQh9d6d6c KsTd9c8d4h 
KhTd9c8d2s AdKh7d3s3d KhQhTsTh2h AdQd9d3c2c 
Js8c7d6c3s As7d5s4c2h Th7c5s4s3c Tc8c7c5h4d 
KsQd9h3h2s AsKs6d3s2d KsJs9h5d5c QcJc9s6d3c 
QhTh9s4h3d Ac9h8s5s2h Jd6s5h4h4d KsQs8d4c2d 
Ac9c6c5d4s KdQh6h5s3h AdQd9c3d2c AsQd8h2s2c 
QhTsTh4d3h Th7h7d5h3d AdQcTs5s2h 9c8d8c6c2d 
9s8c7d5d2c Ts7h7c4s3c 9h8c6s5d4c JhTd7s7h4h 
Qs6s5d4d2c Qs9c7d6s4h AhJs6d4s3d 8s8c7s4c3h 
Ad9s8h6s5s QcJc7c6s4h Jh8h7s5c2s Qd7h7c6c4h 
Qd8h7d4s4h Ad9h8h6h5c Jh8c6s5h4d AcQd7s7h4d 
KsKd8c3h2s AcQh8c6c2s AdQc7h6h4s Ks8s7h5h2h 
9s8s6s5d4c QsJd8c5s3h JsTc9s6h2d AhKh9h8h3c 
9d9c8s8h4s KhJsJd9d4d QhTc6h5h3s Th8h8d7h6h 
Qh8s6s5d3d KhQh7d5h2d Kh8d6s6c5h QdTh6d5d3c 
QhJsTc5d2d Th9c5h4c3c QsTd6d5c3h TdTc6s4c2d 
JcTs8d5h2c Kc9s9d7s5h 9s8s7h4h4d Ts8c7h5s2h 
AdQd9d3s2s QhJs8h5d3c Qh9h8d7d3d KcJdTd7s2h 
Jh9h8h8d2d KdQd7s5d2s Qs8s7d5h4c AdQsTc3h2s 
KhJc9h4s3d AcTsTh7d3d QsJhJd8s3c QsJdTs6s3s 
QcJc7s6c4h Kd7c4d4c3h JhTs5d3h2d Kh6h5d5c4s 
KsTs6c5s5h JhTc9c6s3c AdTd8s3d3c KcQd7s3s3c 
AhJdTs3c2d Qc9d8h7s5h KcJsTs5s2h JsTd6s5s5h 
Qc8c7d5s4h Qh8h6c4c3s KhQs8c4c2h Ts8d7h5h4c 
Jc9d8s4d4c KsJhJd9h2h KhJc7s7c3s Ks7h6s4d2d 
Js9h7s4d3d AhJs9d7c4c KcJc8h8d4s AdJc5h3s2d 
Th8c6s5h4h KsQs8d4d2h JdTc8d3h2h QhJs8d8c5d 
JcTd5s3c2s 9s7h6d5d4d Th8s6h6c5d As7c5s4d2h 
Td8s6s4h2d KcJc7h5d5c AdTh8h8c3s QsQdTs8s3s 
TsTc6d2s2c KcJsJh5d3d KcTd9d6h4d QdJd6s6d4h 
AhJc7d4s2h AcJs9s5h4s 9c8d7d6c2c AhJd9d5c4d 
KsJd8s4d2s AcTd8s7s3h Ah8d6s5s3d AdKc8d4s3d 
Td9s8d4c2c KhQsTh8d2h 9s8d6d5h4c QdJh9d3d2h 
QsTc8s6d3s 9s7h5h4s3h QhTd6d5c3s KsThTc5d5c 
As9d8c7s2s TsTd7s6s4s KsJhJd4d3d 8h7d6s5d5c 
KdQd8h4h2c Kh8d7h6c4h QhJc9c7d2d KhQsJc9s3s 
KhQs9d6d6c KsJs6h6c2h AcJs9s9d3h 8d7h5s4d2h 
Kc7h5h5d4d QdTc9d8d5d KcTs8s6s4h AdKc6h3d2s 
Js9h9c7h2c AsJd8s6s4s JhTc7d5h3h Ad4c3s2s2d 
AhJd7d6d4c QhJc7h7c3c 6s6c5s4d2c JcTs7h5c3c 
8h8d6s4h2s AsJh4s3h2s AdKc6h4c3c Th8s8c7s3c 
KhQh8d6s3c AsQs9d5s4s Jh8c6s5h4h 7s6d5h4s2h 
Ah8h5c3c2c As7h4s3d2h 7h6c5d4s3h 8c7c5s5d3d 
QdJc8c6h4c AhJc8s6d4c AsTh8s4c2s KdJd9h8d4s 
AcJh8h7s3d Ac6d6c5c3s Kh9h9c6s3d QhJhTd3h2c 
Ts7d5h4h4d AsKsQd3s2s As8h7d7c5h Jh9h9c6h2c 
AhTh9h5d4h 8s7d6h6c5c 8h8c6h2h2c Jd8d7d5c4s 
JsJd6d4h4d KcJdTd8d3h Kh9s7s7d4d Kd9d8h7c4s 
QdTd7c4h2h As8s5h3h2h AdTc8s7s3h Kc8c6s6d2s 
Qc8s8c7h5d QhJhTh3d2c QdJsJh8h2c TsTh6s4d2h 
AcQhTd3s2h Qs6c5s5d3c QdTh9c8h4h KcQcJc7h3d 
KsQs6d4s2d Ah7d4c3s3h JsTh7c5s3s Th8s8c7h5d 
JsTh9d4c3c AdQhTc3s2h KdTs9h5d5c KsQs5s4d4c 
Jd9h8s4h4d Jc7s7c5s3c JsThTd7d3d AdKhTs7s2s 
JhTd6h5s5h Qs9s8c5s2c Kc9s9d8d4s KhTh7h5d3c 
KsQcJsJhJc ThTd5s5h4c TsTh7c5h2s KhQh8s5c4h 
KdJc6s5h4s 9s9d6h6c4d Js9d8s5h4c Kh7d7c3h3d 
Qd9c7c6h2d KhQd9c7h3s QhQc8d3s3h Jc9s8c5d4h 
9d8c7h6s4s Qs9c8s7s6s KdJc6s3d2c QhTdTc2s2c 
JsTh7d5s3s 8c7s5h3s3h Qc8h5h4c3d Jd9h9d6c4s 
9c7s6s5d4s 9c8d5s5c4d KsTd8d8c5h Tc6c5d4d3h 
AdQsQc6s2s KcJs7h5s2h Jh9d8s8h6h Qc9h7s7d6s 
Ad9d9c5s3d JhTd8c3c2h 9s8d6c5h4d AsJc9c8c2h 
Ks9d7d7c2s Td7h5s4s4h ThTc5s5d4h QhJh6h5h4s 
KhQh5h4s4d AdJh9h8h2s KdJs8d4s2d KhQhJh4s2c 
KcTd9s7s3s Qc7s7h6h4s QhJc9h6h4s QsTh6h6c4h 
Th9s9c8d5d AcJc9s7h2c QsQcJd7h3d KcQdJsJdJc 
AhJh6d4d2h 9d8d5c4s4c 9s9d4s4d3c As9c7c6c5h 
JhTc7h7d3s JsTd8c7s3h KcQh7d6h2d JcTs7d7c4c 
Ks9c8h7h3c AdQdJd7d4d Jd8s7d5h4d 5h5c4d4c3d 
KcJh9h9d5h Tc7h6d5s4s QcJc9h6d3c JdTs7d6c2c 
9h8s6d5c4h AsQc6h5c3d 7c6d5s4h3c 9s9d7h5c3d 
Ks7c5h5c4h AsQd7h6h4c AdJs7h5c3s Td9d7d7c3c 
Td9d7h7d3h KcQc5c4s4h AhTh4c3c2c Th8d7d5h2s 
Qd8d6c5c3d KhJs7d6c4d AdQd4h4c2s AdJs8d6d4d 
Tc9s6h5h2c KdJs9d6h4d QsJh3s3c2h AsTs9s5c4s 
AhJc9d7s4s AdKh9h8s2h Qd7h7d6s3s Qh6h5d5c3c 
JhTh6d4h4c KcQd7s6d3h AcKdTs7s2s Ah9s7s6s5c 
Qs9c7h5c3h KdJs8c3s3d QhTd9s7c4s AhJhJc5h2h 
KdQsTs7s3h QdTc5s4c2s AhJc9s5c4c Td8c6h6c3h 
9d7c6h5s3h KdJs7s7h3h Ah9h8s2d2c KsJdJc9c3c 
Th7h6s5d4c KcJdTd5d2s 6s6d4d4c2c Js9s8s8d6c 
TsTd9s5s5c 5s5h4h4c3c JcTs6h3s3h QcJs8s8h3h 
7c6s5s5c2h Ts8s7c5h4s QsTd8c5s3h TsTc8d7h4h 
AdJc9s7h4h Jh9c8h8d6h KdTd9c5d3s Tc9h7c5d3s 
8d8c6c4c2d Kc9d7h6h5h Ah9c6d5s2h JcTd8s7c3h 
AsKcTc4d2c QdTs6d5h3d Ks8d5h4s2h Qc8c7c6c5s 
AsTc5s5h2d TdTc9c3c2d QcJs8h4h2s KsQh8h4s2s 
AhKd5s3h2h KsTh7s3h2d Qh9h7s6s2c Ah7c4d3h2d 
KhKc8s3h2d AsJc6d3s2d Qc6d5h5c3d QdJs9s7h2h 
Ks9h9d8s6s Kh8h7s6c4h Kh8h6d5h2d Th8s8h6h2s 
AcJsJd6h4h KhQc9s6d3c KhQs6c5d5c Td9s9d5d5c 
Ac7s5c4c3d KcThTd3d2h KdJd9h5s5c Js9s5h3h3c 
Tc8c6s5s2c QdJd8c6d4h AcJh6s3c2s KsThTd3d2h 
Qh9s7h4c3s Ts9h5h3s3h KsQc6h5h3d Jh6h5h5d4d 
KsTd8h6c2s Qh9d8h6c4s QhTs5c4h3d Qc9s7c4d3s 
9s8d7h7d2h Jh9s9c5d4c KcQc9d7h3s KdQc8s4s2d 
AsJh7c5d3h Qh9s7h6s2d 9d6s6c5h5d 7d7c5c4s4h 
JcTc7s5d3c AcJh9h8s3h Qs9c6h3s3h 9d9c6d2d2c 
Qh6h5s5c3s KcTc6s4s2c Jh8d8c7d2h JhTh9d6s2c 
AdJd9h7c2d AsQh7c6c4d KcQh5c4s4c AhQc6d3d3c 
Jc8h7c6h2s 8h8c6s6c3d QhTs9h7d4h QdJc9h8c4s 
JhTh8c3h3c QhJh7s6h4d KhQs9d3d2h Ad9h8s6h3s 
Js7h7d6s3d 8h7d6s6d5c Th9d8h6c4h Tc7d6d6c3d 
TdTc9c3d2c KdQs9s7c2c QsJcTd3h2c AcKd6s3c2h 
KsQc8h7c5c 9h8h7s5s2h Js8c7s6c2h Js9s7h4h4c 
9h9c8h5s5d KsQc8h5c4c Kh9c6d6c4d JhTh9d4c2s 
Kc7h6h6c2s KcTc7c5d3h Tc6h5s4s3c QhTs9d4h3h 
9c7h6h3h3c 5s5d4s4h3h TdTc6h4d2c Ts7s5d4s3d 
9s6s5d3s3d Th9c7h5s3d Tc7d6h5h4s JcTdTc9c2c 
AhTc8s7s3d Ts9c5s4c3c AcTd9h6s4d JsJcTc8c3c 
AcKcTc4d2c KcQsJd9s3s JhTd6h4h2d Ts8s6s5d4c 
AhKd6s4d3d KhJsJd7c3s Tc9h7h5d2c Th8d6h4s2d 
Kd8c6s6h5d KdJdTs3h2d As8d7c5h5c Ad7d6d5h4d 
JhJc8d7s4s KhQs6s5s5c Th9d7h5c3s 9d7d5h3h3c 
KsQh8s8c2c KdQd7c5d2c AhKh9h6h4c KcJd9s9h3c 
KcQs7h6s2h QsJs8s6h2h QhTh7d4c2c AsQs9s5s4d 
KsJs8h5c2d TdTc7h4s4c 7h7d5d4s2h KdTs6h6d3c 
KcQcTc8d2h 9s9c7d6s3h Jc8h8c7c5d As7d6h3h2s 
AsJh7h6h4d 8s8d7d6d4h KsJh9s6c4s AdKcJh5h2h 
JhTs8s8d4s Kc6c5s3d2d Jh9s6h3s3d KhJd6d3h2s 
QhJd9s2s2d QcJs8s7h4d 9c8c7h4s4h TdTc9d5s5d 
8s5s5d2d2c JdTs6d4d2s Ad9s9h7s2h KcJsJh7d3s 
JdTd9h2s2c Qd8h6h5s3s Td9d8s6d4h KhTd8s6c2h 
QsTh4s4c2h 8s8c6c5d3h QcTd8c6h3c JsTs8d3d2c 
KhJdJc6s3c QsQdJs7s3h KdTc6s5d3d AsQd9s5s2h 
Jc8s6s4d4c KsQh6h5c3h KdQhJc3s2h Jd9c7d6h6d 
ThTc7d5h2c KsQcTs8h3s Qs9c5h3s3h KdJd6d5c4d 
KdTs7d3s2c Kd5s4s3c2d Td6s5h4d3s Jc8s8h7h2c 
KcQs6s5s5h JdJc9s2h2c JdTh6c5d3s Th8c7d6c2d 
Jc9d8h4d4c Td9s9h8c5c QdJh6s3s3h Tc6s5c4d3d 
KdTc8h6d2s Th9s7s7h2d AdJd9d9c4d QsQh8d7c2h 
KsQd9c6h6c JcTd5h3c2h KdJd7h7c5d QcTs6h6c4c 
AdTd9c6s2d KcTd8s7h4h JsJh8c7c4c QcJc8c6h2h 
KcThTc7s2d Td9c8d5h4s Ah8d7c5d4d AsJc9h9c3d 
JhTh9d6c2s Qs8c6c4h3s Jc8c7c5d4h JsTd9d8h2d 
9h9d7h6c2c AhJc9c5d5c QdJs6d5d3h AhQc7h4s2d 
KcJc8s7d4c AdKh9d6d4d Tc9h8s4h2c 9c7d7c6h5c 
9d7h5h4d3h AsQh6c3h3c QsTs8s8h4c AhKh4h4d2c 
AsTh9c6h4d 9s9h8h4s3d As4c3h2s2h TsTd5s4d2s 
AhKh9h8d4h Qs7h5s5c3h 9d8h7d7c3h KsQc9h3h2s 
QcJd7d4s2c 8s8c7d6h4h AcKs9s5d2h 9d7s6c5c4c 
Td9c7s5c2d QcTd8s5h5c KcTh4h3s2c QsTh5s5h2h 
KsKdKcTs6c JdTs9s4s3h Jc9d8c4d3h Ks9c8d8c6h 
AhQh9h5d3h QdTd9s7h3d Qc9d8c7c6c AsQc7h5h5d 
Qs7h7c6h4c Qs9d7s7d4s AsKhTc5c2d QsJd8s5h3c 
KdQh7h6s2s Qh7c6h6d3c Qc8h5c4h4c KcTs6h5c3c 
Tc8s8h7h3s AdJh8h6h5h KcJc6s6d2d AhKs5d3h2h 
QdTh9s8h2h KcJc7c5c4h QhJh9h7s2s Kc9s6s6d4d 
AsQd7h7c4d KsQs8h6s6d KcTc9c4h3d 9d8h7h6c2c 
Jc9c6s6h5d KhThTd5s2c AcQd8h5s5h Th9c8s4s2h 
Kd8c7s6s5s Ad8h8c6s5h Kd9c6c4h2d Th9d9c3h2c 
KsQs8s5d3d AhQd6c3d3c 9s7d6c5c4h AcJhJc5c2c 
Th7s7c5s5d JsTs6c5s2c KhJs9h8h4d KcQh7c5c3s 
JhTd7d6c3s AdKdTd5d3d KcQd9s7c3h KdQs8c4c2d 
AcTc9s2h2c Kc8h6s6h4s AhJdTd7d2s 9h8h5c4d4c 
KhJh7d5h5c AdJc9c8h3c KhQs7d3h3d 8d8c7d5d2c 
AcJc9s7d2c Qh9h7s7c6h AcTs9d6h4s Js8s8d7h6s 
QsQdJc7s3s AdJh9c7s4s Ad7c4d3s2c 9h9c6s5h4h 
Kd7d6h6c4s KcJdTs4h2d Kc5d4d4c2h AdQhTs5c2s 
Jd9d8d5c2c KdQc8h7s5h QhTc9s8c2c Qd8h7h5d3d 
AdKd9d8s4d Td9h9c5d4s AsKsTh5s2s KhQd7h7d2d 
KdJd7d5d4s KdJh8s8c6s QdTc6d5h3d QsJhJd8c4c 
QhJh6s6h4c ThTc9h8d4s Td9c7d5s3h Jd7d5h4d3h 
QhJh5h4s4c Ad9c8h7d2d Kc5s4c3s3h AsTh4s2s2h 
9h9c7h6s2s 7h6s5s5h2d QhTc9d5h3h 9d8c7c6s6c 
Th8c6d4h2c Jc9d9c6c2d Ah8h6s3d2d Qs9h8c7c5d 
9h7c6d5s3d JhTd7c4s3h QhJs8d5h3c KhJc5h5c2h 
KsQh9h8h5d Ks9h6s6c2c Ts8h8d6s4c KhQdJc2s2d 
AsQh8c2s2d Jd8s7h6d6c 8s8d6h4d2h KdQd4h2h2c 
Ts8s7s5h4d KcQsTs7s4s 8s8c7s7h3d 8h7h7d6d2h 
JcTs5d4s3h KsJc8s6s5s JhTh9s9d4h QcJs9h8s4d 
Jc9c8c5s2s QcJh8d4d2h 8s7h5c3h3c Jd9s7h4d3s 
Ts8h7s5s4d Ks9d7h6h5h Qh6c5h4h3c KdTd9c5s2h 
Ks8s6d4d2c JdTh7d4h2h 9h8d7s5s2d QdJd6h6d4c 
Ac9d7s7h6d AsKd8s4c3s JsJhTh8h3h Jd6c5s5d4c 
Kc6s5c3s2d Jh9c8h5d4s Qs8s8c7c3h QdJdTs3d2h 
KcJsJd5h3h AhJh5c3s2d QdTs8c7h4h 9d8c7h5d2c 
Ad8c7s5c4c TsTh5h4s2h Qc7s6d6c3s Qs9s9d4h3h 
Ac9h5d4s3c 8s7c6d5h5d KdJc9s5c3h QsJs7h5s4d 
AdJs8s7h3c AhJd7h7c3h KhJsTc4d2s Qs8h7d6d2s 
QsJd9s7s5s Qh8d7d5h3h As7d6c5c4h Ac8d6c4h2s 
ThTc7d2h2c Jc8s7c5d2s Qs8d6d4c3s QsJsTs4s4d 
Qs9s6c5h3d QhTh8h7h4s QsTc8s8h4s AsKsTs5s2c 
