Kd8d6c5h4h 
AdKsTc6s2c Qs9s9h7h6h AcQd9h7c2h KsQh6d5d4h 
QsTh9c8c7d Kh8s7h5c4s AcQsJc5c3d QsQdTd7c4h 
JcTsTh9s7d KhKdTh4s3h AsTh9s8d5s AdQsJd9h4d 
AcKhQsJd6d AcQs4d3c2s QsQhTs6d5s AhTd8d6c5c 
AdTh8d7c2s AdTs9d3s2h Th8c7h6d4c QhTs9d9c8h 
As9s9h6c3h AhKs7h6h6c KhThTc8c2d AcQh8s7h4s 
Tc9h8d6d5c Ah7c5h5d3d QcTs8s5c4c AhJc8s8h7h 
Ts9d7d7c6c QhTs9h9c5c AdTdTc6s2s AcTh6c4h3d 
AcQhJc3s3d AdKhJd7d7c KcTd9s7s5d AdTc8h7d4d 
KdQh9h8d2c QdTh8h5d4h AhTd9s5c4h AsKcTd6c2d 
KsTsTc5c4s KhQhQcJh7d AcTc9d6s2s QhQcJc8c3h 
AdJhTh9s4c KhJc6s6h4c QdJc7c5d4d KsQcTc7d2s 
QhJh8c5c4s Ad7s7d5s2h JsJcTc5s2s AhTs6s4d3h 
AhKc9d5h2d KhQhJd3c2d KhJc9h9c3s KdJsJcTc5h 
AdQd8h6h2h QsQhJd5s5c KdTd8c6c4d AdJhJd6d5s 
Kc8s7c6h4h KsJcTs5c2s KhTs8d5h4d Th9d9c8h6d 
AdJhTd6s3c KsJc7d7c6d AdTsTd8d5c AsQsTc5h5d 
AdQcJsJh2c AhJhTh7c3s QhJhTs7c3c JcTc7h6h5h 
QcTd9c6h3h KdQs8s7h4d QhJsTc2h2c QhJc7s6s5c 
TsTh9s6h4d QsTdTc9s8s AdKd8c4c3h AsTsTd3d2h 
Kd7s7d6h5h Td9c7c6d5d AsTsTc5c2c KsKcJh8d5h 
AdQdJh4c3d AhQdJh9s4h AsQs8d6h2h KhTs9s4d3h 
KdTc9c5c4d KdJs9d8c2s KsJh6s6h4c AcKdQcJc6c 
Jd9d8c6s5s Ad9h8h6d2s Kh9h7s6s6d QsQd6s6d2s 
JdTh9h6d4h 8h8c6s5c4h AhJd9h8s2c AcKhQc4s4c 
AsKh9d9c5s KhQdTd3h2s AcKs5d4c3h AsKs9s7c3c 
Ad9d9c6h3c AdQdJd5h3s QsQh9d4s4d Qh9h8s7c5s 
JsJcTc7s3c AhQs9h4s2d AsQs9c4h3c QhJcTc6d3d 
QcJh9d9c5d KsQsJh4h4d KhQc8s5s4h QcJs7c6d4s 
QsJc7c6s4h AdKc7d6s6d AsQcJd6h5c KdJdTc5s2s 
JdTh7d5h3c QsQd8s8d3s KsJd9h7s3d QdQc3d3c2s 
AdQs7h4d3h KsJdJcTh5s KcTh8s7h5s AcKh9c8d4s 
AhJd9h4c2d QsJsTd8s6c QdQcJh9c7c AsTc6c4h3s 
AsQhQc7d4h KcQsJs9h9d Qs9d8h7h6d KdQd9s5s4c 
AdKcJs4h2d QsQdTh4d2h KdTc9d8h4h QsQd9d7s3d 
KcThTc9h2c KdQhJs8c6d KsKdQs7c4s QsJh9s9h5s 
KcQsQd6d5d QsQh8c4h4c As9s8d7d2d AhKhQdTh4h 
AdKc8c7s7h Kd9h7h6d4c Ad8c6c4s4d QsJh7s6h4c 
QdJsTh9s6c AhKs8h8c2c AsKsJc9h6s AhJd7s6s5d 
AhJd9h7c5h QcJhTh3h3c Kc8c7h5h4s KcQhJs6s2c 
Ah9h8d8c2d AcQc9c5s4s KdQhTc5s4d JsJhTd9c6h 
JhJc9h4s4c AsJhTd7c6d AcKs8h6s5d QhJsTh6c2s 
As7s7c6s5c JhTs7h7d4s AcQcJc8d5c KsQsTc8c4s 
Qc9h8d7d6h AcKc8h4h3s AdKhJc3s3d Ah9d8h8c6s 
AhKdJh7h5h Jd9c7s7d6s JcTsTh7d6h AhQdJc3d2c 
AsQhJc9c7d KsKhQh9d3c KhQsTs8h3s QhQd7c4d4c 
QhTh9s7c4s KdQcJhTc5s KhQcTc7d2h KhQdTd8c7d 
Ac9h8d8c6s AhQd8s8h3s AsTh9s3h2d JsTdTc9h7h 
AsKdJc4h2s QcTs8d7c4d KcJh9h8d4c QhQc3h3c2d 
JhJd9s5s4d Qd8d7c6s5c Ah8h6c5s2c Kd8s6c5s4d 
AsQh8s8d3d QcTs9h8c2h QdJh6c5d3h JdTd9c6d5c 
KdJh9c7d3h KhKc4h2s2d JdTsTh3s3h QhQdTh7c5s 
AcQd9c7h6c AdThTd8s2c KdJh9s6h3d AsJdTs5h3s 
KhTh8s6s6h As9d8h6s3h KsTs8h5h4h AhQc6s4s3h 
KhQhJc6h3c AsTh5s4c3c Ks7d6d5s4d AdQsJc3s2c 
AsJhTs5s3d AhKdTc7c6c AhQh9d7s2d AsQs9h9d5c 
Ac9c8s8d5h QcTd9s8d4c QhQd9c7d6d KdTh9h5d3s 
AsKcQsTs6s AhQcJs9d5c KhTd8h7h4d KhTc9h8h5c 
JsTs6d5c4c AhKhTc5h2c AcKhTs6h2s AsKc6s4c2s 
KhQc6h5s2c KhTsTd9h7h KhQsQhJh7c AsKdQsTs6s 
AsJd6d5c2s QcTs9c8d3s QhQc7h6c3h AsKs9h4d3h 
QsQhJs8s3h AhQcJd8c6s AhQs7s3h3c KsKh8c6d5d 
JdTh9d7c6s AhJh8s4s2d QhJcTh5d2d AdQc9d4c2s 
KdQs9d6s6d AdJcTd5s3d AsQd9c7s2c Td8h7c6c4d 
QhJcTs5h2s AdJs8d5d2s KdQs5c3s3d AcKsJd9d5h 
KdTsTd7d7c AcKhTd7d6d AcKd8s8h7d QdTsTc5s3d 
KsTc9c4d3s QhQd8c7c4d AcQcJs4h3c KdTh6s4h4d 
KhQsJhTh6d QhJs7s7d6h QdTc6c5h3d QsJhTh6s2c 
AcKsJh6c3d QdJcTh9h7h AdJs9h8c3d Ad7d7c4s3c 
KsQhTs7d3d AcKdQh8s8d AsQdQc7h4d KcQhQc9d5s 
KcQh9h8c2s As8h8c6s6d TdTc6s6d5s QdJhJd7c4c 
AsTd9s8h5s AsKdJh6s4s QsTs9c4h3c KdQdJs7c5h 
AsQd8d7h4h AcJcTh3c2h AdQd7s7h5c KdTc9h7s7d 
AhQd9h6d2d KdQhTc8d6d QcJs9c6h3s KsQhJd3s2d 
AhQcTs9d7d KcQsQc5d5c KcJh9s6s5h KsJhJc3h3c 
KhQh6h5d4d AcQc9d7s2d Th9s9c8h6c AcJhJd9h5s 
TdTc9s6c4d JdTs9s9c5c KcJhJd9d3h KdTs9d8c4c 
AcJsTh2d2c AdQh7d4c3c AhKh9d6c2c KhTsTh8s5h 
AhKhTd4s4c JdTs8s6h4h AsQhTh8c5h AdJs9s9h5h 
AcKhJh4d2d AdKhJc6h5h AcQd5d2h2c AdQcJsJc3c 
KcQh9h9c5c AcJsTd6s6d QhJs7s6d5d Kc8s7c6s4h 
8s8h7s7h4h KsKh8d6c5c QdJsTs7c6h QdJh6s5s4h 
Ac9d8c7c4d KcQsQd3h3c KhTh8c6h6c AcKsTd4s2d 
AhQh9h5s4s KhKdJh2s2h KsJd9s8c2d AsKd5h4s2c 
KdJhJcTs5d QsQd8c6s5h As8c6s5c3d AsTs9c4d2d 
AcKs8c3d2s Qd9d8c7d6c AhQh8s6h5d KhTh9h7d6s 
KdJs9c7d5h QcTs8h8c5s KdQd9h5s4h Kh8h7d5d4c 
KdJhTsTd3c QdTd9h8c2h AsKc9c7h3h JsJh9c5c4h 
ThTc6s6c5s KsKc6c3h2h KcJsTc8h8c AsQhJs9s4d 
Td9c8c7d5h JdTs8s6c4c AdJs8d6h3h AsKdJhJc2h 
AcJs9c4h2s Ah9h9d6h5d KdQhQc6d5d AdKc6d4c2d 
AsQd9h7s2h QdQc3d3c2h JsThTc8h3c KsQd8d6d4s 
Ts9s8s8d7d JhTd9h7c6s QdJsTh9h7h QsQc9h8d6d 
AdQd8h6c2c AsQdJc9c7h KdQhJsTd5d QsJhTs5d2d 
AhJcTd7h3h QsTs9h8c7s Ks7s7c6h5h AcKsTs9s4h 
AsKc5d3s2d KsQsQh5s5d KdJs6s5s5d AhJd8c4h3c 
QcJh8s5h4s QhTh9d4c3d Ad9d8s6s6d QsJs8h6h5s 
JdJc9s6d3c QhTc9d5h4d KhQhQd5h5c QdTd9s5c3s 
AsQs9c5s4c KdJdTc3c2s JhTsTd3s3d 7h7c6d6c5d 
JsTh9h9c5c AhTh9d6c2c KsTh7c5s3h KsQc5c4s3c 
QhJd9d6c4h TsTd6d6c5c KcQsJcTc6d JcTd9d7h4h 
AhKh9c8h6d AcQc9h4d3h AsThTd8h7c KcQdTd7s2c 
QhJd6s5h3d KhJsTd2h2d AcJcTd3c2d AhKh8c4c3d 
QhQdTh6s5h AdQsTd6c4d AcKsQh4c3c AcQs9c8d6c 
Tc9c8s6d5s QsQd8c7c4d QdQc8h7h4d AcQsQd9d6d 
KcQcJd4s4d KdJhTh2h2d QdTh9s8s7c Ah9h9c5s3s 
QsTdTc5d3s KhQdJsJc6h QcTs9h5c4h AcJc9s9h8c 
JcTs9s9d5d QsQh6s5d3d AcKc9h8c4h AsKdJh7c5c 
KhJsTs4d3d JsTc7s5s4c KsJh7s6h4s As9h8h4s4d 
KhQhTsTh7d AcQsQh7d4h Td8c7d6s4c AdJs5s5d2c 
KsTd9d7s4s QsTd8s7s5d Ks7s7d6h5h JsJd9h5h4s 
QdJcTh9c6s AdTh6h4s3d Td8s8h7s6d KhKcQh8s5h 
Qd9d8h7c5h AdQs9c7c2d QdTs9h8d2h KhQcJd3h2d 
QhJc9c8h3s Ac9d6d5c4d KdJcTh2h2d QcJs6d5c3s 
QsQhJc7h3c KdJh8h6h6d 8s7c6c5s4d AcTd8h2h2c 
QsQd9d2s2d KsKh6h3c2c AdQh9d7s6d Ad9d8s8h2s 
AhJhJdTh4h AsQhTc6s4s KcQdTc2s2d Jc9c8d6s5s 
KcQh8s5s4c Ac8h8d6s6c AcThTc8c5s AdQs9s9d2d 
QhQd8h5d2s Ah9s7h7c6d Ah9h9c6s3c AsTs6h4h3c 
KcQcTh7h3h QhQdJc9h7h AdJh8s8d7d AdQhJd9d4s 
Kc8c6h5s4s AhQc9h9c2h AhKdTc8h3h KdTd9c6d6c 
QhJhJc7s4s JhTd7h5d4h AhQs9s9d8c AhJdTd9c6s 
AsJd8s4c3c QhTc9d7c4h QhQc8c5h2d AhQhJhTc6h 
KcJd9c5h3h Ks9d7d6s4h JdTc9d6d6c AcQd9c6d2d 
KcJsThTc3d KsQs8d6d5s Tc9s8c6h5s AdKhQs8h8c 
QsQd4s2d2c QdQcJc8d2d QhQdJs9d7d AhJd8c7h6h 
AhQd4c2h2d AcQs9d7d2c QhTh9s8h7d QhJcTs8s2c 
Kd8s7d7c6s AdQcTs5h4c AhJh7s7c6d As9c7d4s4c 
AdKc9h7s3d QdJsTs5h4c QhTs7c6s5c AhKc8d8c4d 
KdTh8s5d4s KcQsQh6h5h AcKhTs9s6s KsThTd9d7c 
As8s7h5s5h QcTc9d7s4d AsKhQs4s4d KhQsTc7h2s 
AcKcTh3s3d KhKcQd7s4d AdKs7s4d2d AcJc9d8h2s 
JhTh9d5c3d Qd8d7h6c5h AhQcJs8c7c QsJcTd3s2c 
AdTc9h8c4h QdJcTh8c2h JhTd8d6s4s KhJcTh5c2h 
AdQsTs8c5s Tc8s7s6d5c AcKh9d5c2d AsJs9c8d6s 
8s7s6c5d4d KhQs9h7s3d QhQd9s7h6h KcJcTc7h3h 
KsQd7c6c4d As9s9d5c3c AdTh9h5h2d Ah9s7s5h2c 
QdJdJc3c2h AhTs9d7d4s KsQcTh7s7d Ad8h6d5s3s 
KdQcJh8s7c QdQc9h7c4h Kh8h8c7c5d QcTc9h7s4s 
AhQsTs5c4d AdKsQdTd6d Ks9h8c7c6h AhKhQhJh9h 
Ah8d6d5h2s Kd8c7s5d4c TsTd8s8c6h KsJd9c8c5d 
QsQd3s3d2h AcKcJh7d7c JcTd6d6c5s KdTs9d8d5s 
AhTh9s6d2d AsQcTc9d4h AdQc9d8s5d AsQdJh9h7c 
KhQh8h8c7c AcJdTh7c2s KsJd7s6s4d KdQhTd7c3c 
AsKcTs7d3s KsQhTh7c2s KcQcJd4h4d QsQdJc6d2c 
QsJc8c7s4h JdTc8s6c4s Ks8c7s7d6c Ad8s8c7s3d 
AcQd8s8c3s AcTs9s6c3c QcTh9c8h5c AdQhJs5d3d 
JcTh9h9d8s AsThTd8s3c AhKd8h6h5s Tc9s9c7d5s 
AcJs9h3c2s QhQcJc5s5d AhKhJd7h7c Kd7h7c6d5h 
AcTs5c4d3d AhKs6h4d2d Qs8h7s6h5c AsQs6h4c3c 
QdJcTs9s7s KdJd9h8h5d AcQc9c8d3d AhTc9s3h2c 
AsJs8d6d2c KsJh9s8d2h AhQcTd7d6s AsQh5c4s2c 
Ac8h7s7h2c Ah9c8h8c4h KsKcQcJc2c KsTd8c5s4c 
AcKdKc6c2c KdQhQc6h5h AdKcJs6d3h KhJd9h6s3d 
AcKs9s7d3d KhQdQc6c4s AsJh6d5h2s Js9d8h8d7h 
AdTsTd7c5d Tc9h8d6c5d AdJhTs5d3d KcQcThTc7d 
Ac7s5d5c3d QhTc9h6s3s QdJs9d9c5c JhTs9h8c6d 
AhQh8s6d2d KcTd6h6c4d KdThTd7d6s AdKdQd5s4d 
KcJs5s4d3c KsKcTs4d3s Th9s9d8h6s AdKs8d6d5h 
KcJsJhTh5d Ah9h8c6d3d JcTh7c5h3s AdKd9h9c7d 
QsJd7s7c6c AhJc7s7c5s AdJcTd5d3s QsQc8s5c3s 
KhKcQhJh2h AsJsJd8s7s AhTsTd4s2h Ad8s6s4d4c 
AhJdTs8c6c AsKcTh7h5h AsJd9d6s4s Ad9s8d5s2h 
TdTc9c6d4s AcQsJd9h5s QhJd9h9c5c QsJs8c6c5s 
KsJc9h6h5c JhTc8d7h6s QdQc8d6c3d AsKdJc6d5d 
AdQh5c4d2c QhJhTd6h6d QdTd9c8h2c AhQsTsTc3d 
KhQc9h9c5h Ad8s7d6d4s QdQcTd4h2h 9h9d8d6c5c 
JsTc8c6h4h AhQhJh8h7d KcQhTc9c6s AhQsQd7c4s 
QsJsJc7d4d KcJd8c7s6h AhKdJd4s2s AcKhQc7c5c 
QdTsTc8c7h QcJh9s8d8c AcJs9d7h4c AcQcTh5d3c 
AcJs7c4s4c AdTs9h8s7s KcJsJh3s3h AhQcJdJc3c 
AcKhQh8d6h AhThTd7c5h KsQsTsTh7c QdJd8c7c5c 
KsQh8c5c4s KhJh9s7d4s AsKc8d8c4d KhQc8c6c4h 
Jh9d7c6d5h AsTh9h6s3s JdTh9s6s6d AhTc9h3c2d 
QhJsJh8h4s KhJcTsTh3d QsQhTd7d6d AhTs9s6h3h 
AcKdQsTs3s QdJsJc5d2s KhQsJs4d3d AhQd9h8s5h 
AhKcJdTd2d AhJd9h6h4d Ac8h6h5d3c KhJh7d5d4h 
AdQc8d7d2c QdJsJdTh6c JhTc7d6d4h AdTh8h6c5c 
AhTc7s4h2c AcTh7h4c2s AhJc8c4h3c AcQd9c8s6c 
AsKsQd4s3h KcJcTd3d2s AdQsTs9h7s AcKcJs7h7c 
QhJc7h7c5d KhQhTc8c4h AsKcJc5c4h AcQsTd7d6h 
KdTh9d8d5h AcTc9d6h2h KcQcTd5s5d KdQsJh6h2d 
AhQdTd6c3c KsTsTd5h3h AhTsTh8h5c Ah8s8c7d5h 
Ad9s7d5s4d QhJhJd7s4s KdQdQc9s5h AcKs8h8c2h 
QsQh9s8h2h AhQd4s3h2d AcTh9h5h2c KhQsTh7d3d 
AhKcTs7h3h As8h6h4s4c KsKcJh5h3d AcJc7s7d6h 
JhTh7d6d5d AdQsJc8s7s KsQhTd4s4d KsQsTd5h5d 
Kh8c7s5s4h QcJs5d4s4c Ks8h7c5s4h KdQdTh9s6d 
AsJsTs4h2h KdJs9d5c3c 7h7d6s6h5d QdTc9h8d2h 
QcJsJc9d3d QcJh8h5h4c AdKhTc7d2s Ac8c6s5d2s 
KsQdJhTh5c KcJd9d9c5c AdKcQcJc4c QhQdJs6d2s 
AcQc6d5s2d QhQd9c7h6h AsKdTsTc2s QhQdJd8d3h 
KdJdTc2h2c QhTs9h8d3s AcTc9s6d2d AsQd8d3s3h 
AcKhTs7c2d QsTh8s8d5h AdKhQdJd6d KsTsTh7s7c 
AdTsTh4d4c AhJc8c5h3h KhQc9s6s4h KhTs9s6c5c 
QdTsTh8s7c QdJc8c7d4s AsJhTs5c3s JhTs7c6c4h 
AdJd9s7s2s QdJsJdTd8d AhQs7h4c3c QdJs9d8h2s 
Kh8d7h6s4s QsJd9d6h4s AhQh7s7d5c AcKc8c6s5h 
Ks9c7s7c6c Qc8d7d6c5h AcKc4h3d2h KsKd6d4h3d 
KcJh9d7c3h AhKhTs6h2s KhQdJc8c4d KsQsQh6s4c 
JcTdTc9c2d QhQd9s7d6d KcQs8h5h4c KdQh9s5d4s 
AcQdTsTd3h QsQd9s6h3h AdQs4c3d2s AcKsQc4d4c 
AdJsTc8h6h KdJd9c6h4h AsKd9c5c4d AhKsTc4s2c 
Ac8d6h5d3c KcQhJhJd5s Ts9d7c6s5d AhTc5d5c3h 
Kh8s6c5h4c AhKsQdJc6c AhQs5s2h2d QdJd8d6c5c 
Jd8s7s6h5d QsQhQcTsTh KsJsTd2h2d AhQc4c3h2d 
AsTdTc5c4d AhKhJc9d6h AhTh8h7d4c AcKhTs7s4d 
KcJh9s5s3c QhQc9h8h6d KhKcQd8h5h ThTd9d7c5c 
KsTsTc6d3d Th9c7c6h5h AcQsJd4c2h KdJh7s5s5d 
KcQsQh6c5c AcQh9s9h8d Qh9h9d8s8c KcQhTc6h2h 
Qh9s9h7s6s QsTs8c6s4c QhJhJd8c3d AsTc6s4c3d 
QcTd6d5h3c KsQd9s7c3d KhKc8c7c4d AhQc7d5s5h 
ThTd7c6d5c AcJsTs9d6h QdTs9s9d4s As9c7s7d6h 
AdKh7s4s4h QsTs9h5c3h AdKh9c5c4h Ad9h8d7d4h 
QsTsTd8s7c AsQd9d9c8h AhQsTsTd3c JsTsTh4h3h 
Kh8h6c5d4d KcJh9h8s4c AhQhJh8d5h Ac8h6h5s3c 
Ks7h7d6s5d KsTs8h6s6h JhJdTc8d2c AhQc9h7d6h 
As9s8d8c2c Ah6h6c5c4c QdJdJc8c3h Ts8h7s6h6d 
AcJhTd7c3c AdKhTh9h4s Ac8d6d5h3c Ad8d7c5h2h 
KdQsTc8d2c KhKc7s4d3c JhTh9c6h5c QhJsTd6s2h 
AhQh9s4c3s AcQsTd9h7h QsJhTh5c4d KhTsTc9s7d 
QdTs9d7s3c AcTsTc7c5d KsQdQc6c5c AdJh9s7s4h 
QdJd8d6h5h AdKdTs7d5d JcTs7s5c4c QcTh9h9d4c 
KcQdJh9h3d KcJhJc9c8c QdJc6s5s4c AcJd9h8s3c 
Td8d7s6s5c KcTh7h5s3c Ad9h7c4h4d KcQsTc9h6c 
TsTh8s5c4h AhQdJc8d7d JhJc9s7c3h Ks8c7d5d4s 
Jh9s8d6d5h Ah9h8s8c2s KhKdJh9h4c KdTs9s4h3d 
ThTc9c6c4h QhJhTs8h6c QdJh7s6s5h KsTd9h7h5d 
AsTc4h3s3c KcJd9d9c3h KhJc8c7d5d AdJhJc6s4d 
AdTd5c4h3h Ah7s5h5d3d QhTsTd8s7c KcQdTc9c6h 
Ts9h7h7d6d AdJdJc8d7d Jd9c8d8c7c 8d8c6d5s4s 
AcKc8s4h3s QdThTc9s8s Ks8h6c5s4c AcJcTc4h2h 
KdTc9c7d3c ThTc9h7s5s AsJs8h4h2d AcJdTc5s3c 
JhJd9c5c4d AsJcTd8h6h KcJd8d7h5h AdJd7s6s6d 
JdTsTh9s7c KhQhTd9s6h AhKsJdTd2d AcKhJd4s2c 
AhQh9c4d3c JsTc8c7h6d AhKhQh4s3d Ah9s9d8c5h 
QsTs9d8h2d AdKhTc7s5c AcTd8c7h2s AhKdJs8d4c 
Ad8s7s6d3s KhJs7h6s4h KcQcJs4s4h Qh9d8c7c6d 
QhJd6h6c5c KhKdJc2s2c KsKc8s7s4h Ah9h8d7h6c 
QsJsJh7c4c AcJd6d6c3s AsJsJhTs4s KdTc7d5h5c 
JhJcTc4s3s KcTdTc7c6s AsQhJc8h8d AdTc9s8c7c 
KsJdTh2s2h AhKsQcJd6d AcJc7s7h6d AcKc7h4s2s 
Kh9s7s6h4c AsKs9h6d2h JcTc9s4s3d KcQh7h7c4s 
Kd9c7c6h4d QsQcTd4s2d Ad9d8h7d6s AdKcQc9s9c 
AhQh6c5s2c AsQs8s8h4h JdThTc7s6c JsJd9h8c7h 
AhTc7c4h2s KhQdJh8s7h KhKdJs8c5c AcQc9c8s8d 
JdJcTc7s7c AdJdTh8c3d KsKhQsTs4s KsQhQc6s5s 
AsTh9s3h2c AhKh9c6d2d JsTdTc8c3d KsTs9d6d4d 
KdQsJd4s2s Ac8h6h4s4c QdQcJs7c3s JdJcTd8s2s 
AcTdTc6h2h AhQsJh5h3c Kd7s6s5d4s AhQhQc6d2s 
KsQdJd4d2s AsKh6s4h2s KhQsJc9s7d AhKsKh7h2h 
KsQcTd8s2d KsQsJcTs6d QdJc9d8s2c AsQsJs8h5s 
QcJh6s5c3h KdQc9c8d5d KdJdTs2s2c QhTh9c8d7h 
AdJdTd7c3h KdQhQc6h4s ThTc9d8h7s As9s9c6c4c 
AdQcTc9h4s AsQdQc9d6d AdJhTs7d2c AsJh8h4s3h 
AdKcJhTh2h QhQc5d4d3h AcTc8d7s7c Kd8s8d6s5h 
KhQsTh9d6h Ts9d7h6s5d JdTsTc3s3c Ah9c7d4h4c 
QsTh8h5s4s QdTh9h9c4d AsQh7s6h3s KsQdTd3s2h 
QdJs9s9d5d AcJhTh9d6s TsTc9s6s4c 8s8d6h5h4s 
KsJsJc8h6d QhJdTc8d2c QsJcTs8s6d AcKhQcJc6c 
KcQdJsTs5h AdJdTd5s3h AcKs7c6h6c QdTc9h5d4h 
KsJhJd4h2s AdQsTc8h6h QhTs8h8d5s KhKdQc8h5h 
KcJh6d5d5c Th9c7d6h5c KdJhTd8c6d KcTc8h5d4h 
KcTd9c8h4h Ac8h6s5h3c AcKdJh9s5h QcThTc8h3d 
AsKhQd9d7d KhQdQc6c5c Th9s8c6h5c Kd9c8h7h6c 
KcJcTc8c7s 9h8s8c6s6c Kh9c8s7s6c KhQc9h7c3s 
AsJsJd7s4h KhQdQc6h5h KhJdTd4h2d AhKsQc8s8d 
KdTs9s7d3s AsQsJh5d3s QdJhJd8s3h QdTs9c8s4d 
AcKc9d6h2h AcQdTh9s7s Kc9s8d7d6s KsQsQd9h5c 
AsAhAdQd8d KdJh6h6d4s Th8s7h6s6c TdTc9c8s8h 
QhJc7c5h4h Kc8c7d5d4s QdJsTh7s6c KcQcJd6d2s 
AdKhJs9h4c Kd9d7h6h6c KcQcJs6s3c Kd8d6s5h4h 
JhThTd7h4d Ah8s5h4s4c KsQsQhJs7c JdTd9h4h3s 
AdKdJdTc6d Jd9s7h6h5d AsKsTd4h4c AhKd9c8c2d 
AsTd9c8d4c AsJcTh5s3s KdQsQd5h5d KdQd6c5c3c 
KsQhJdTd6c KhJhJc6d2c 9d8s8c6s6c AhJd8d4h3d 
AsJh8c6s4d KdQs9s9d5d AhKh9h8c7h QcTsTd8d7h 
QhQd8h5d3h KhJhTc3c2d KsQsJd3c2d Kd8c7c5d4h 
AhKsTd4s2d KcJs9d7c3s QsJcTh2s2h KdTd8s6s6d 
AdKsJs5s4h AsTc8h7s4s AdKsTh7d3d KhQcJsTh5h 
KcTd7h5c3d KhJc9d6d5c AhQcTc7d4s AcKhQs9s7s 
As8c7s6h3c As8s7c5d2d AcTdTc3d2s As9h8s7h2h 
QhTc9d5d4h KdQs5s5d4s AdJcTc8s5c QsThTc5c3s 
AsQc5d4s2d AcKhTh9h4d KdKcQd8h5d QdThTd2s2h 
QsTd9h5s4h QsQcJs8s3c KdQd8h8d7h As8s6d5h2d 
KdQsQhTc3s KcQdJcTs3c QsJsTd6s6d AcTd9h9d5h 
AsQs8c6h2h AcKh9d8d2h QcJh7s6s5h KdTs8h7s5h 
AsJsTs8s6d 8s8d7h5s4d QsQhJs6d6c AhKc8c7c6d 
QsJd7s6d5s Ad9h9c8s5d QdJcTs2s2d KdTc9s4d3c 
KdJcTc8c2d Kd8d7h5h4c AhKh7d4c2c JsTs9d4c3d 
Jh9h8d6s5s KdTd6h5h4h AhJhTd8h2s KsKd8d7d4h 
AdTh9d4h2h AhThTc8h5d JsTh8h6d4d QcTh9c5s3h 
AdThTd7c5d QdTsTd9s2d 8d7c6c5c4d Th9c8d6d5h 
QcJc8d6s6d QhJh8s5s4c As8c6s5c3h AsKd5h3s2h 
AsKs9d9c6h KcJhJc9c2h As8c6c5c3s AdJd8h6d4h 
AdTs8d7c4d KdTh8d7h4d Jd9d8h6s5s Jc9d7s6s5c 
KsTd9d4c3s Jc9s7h6h5c AsQc7c3s3d KsQsTd6d2c 
KhTd9s8c7d AdJcTs7d2h JsJc9h6c3s QdTc9d8s3c 
KhQd9d7h3c KcQc9h5h4s QdQc6h5c3h AdKh9h7c3c 
KdTc9s8s7h As9h8s8d6c AdQh4h3d2s KdTh7h5c3d 
As9s9d7d2c KcJc9d6s4s AdJh6h6d3c QhQd5s4d3s 
AhJsTs9c6d Ks9c8h8c7h Td8h7s6s4d QcJc8d6h6d 
Qc8c7s6d5s JhTh9h7c5c KdQcTd9d6s KhTh8c5d4c 
KdQhJd4h2h KhQsQdTc6c KsTsTc9s3c AdQsJc6h5s 
QhJsTh8h6c AdJdTd5h3c KhQhTc8d2c QsTs9h7h4c 
9h8d8c6h6c QsJdTc9h6d QsQd9c8h6h KsQc9h7d6s 
JcTc9h4s3h QhQd6h6d2h ThTc7s6c5s 9s9c6s6c4d 
AcQc8h7c5s KsJh7h7c6c KdQhQd5d5c AsKh7h5d4c 
Ks8h7h5s4c KdKc6c4c3h AdQsTh7h6c QhJsJcTc6d 
AhKhQd9h7h KhKcJc9c5c 8h8d7d6h5s AdKsJh6d4d 
KsJs9h6s5h Kh8h8c6c5s KhKdTs9s2c QcJsTd2d2c 
TsTc8s8d6h AhJcTs5h3h Js9d7h6d5s QdJc6h6d5h 
Kc9d8s8d7s AdJhTs8c6c JsTc7h6h4s KcQd9d7c3s 
AdJc8s4d3s KcTh9c8c5h QhTs8s5h4s AhJdJcTd4d 
KsTd7d5c3s QsJsTh8s6c AsKsKc7s2s KsKc4s2h2d 
KdQhJcTh5s AsQhQd9d6d KdJdTs5h2h AdKdTh4h2d 
AhQh6c4d3d KsQdJc9s6h KhKc6c3s2s AhQsTd7d6c 
QsJc9h8s8d AcQhJd9s5h KhQsJc9h6d Ah6d6c5d3h 
KcQd8c5d4d AcQsQc5c2h KhQh8d6d5h AhTsTh6c4d 
KcQsJh5h2s AhTc8d2h2d KhTh8d6h5d KhKcJc9c4d 
AhKsTdTc4s Th8h8c7c6s QsTs8d6s4d KdQc9s5d4s 
Qd9c7d6s5s AhTh6d5h4d AhQhTc8h6h Qs8s8d6d5c 
Ah8h7d5s2s AhQd5d2h2c QsTc9h9c4s AhKh9c8h6s 
AcQdJhJd3d QsTh9s8d3h AdJd8s6d4s AdKd4c3h2c 
AcTs7c3s3d AdTc5h5c3d KhKdJc4s2h QcJsJc3s2h 
KcTsTh9c6d QsJs8h6h6d AsQh8s8c3c JdJc9h5c4h 
AdTh8c2d2c KcJsJhTd4c JdTs9c8c3d AsQsQh6d2c 
Jh9s7c6c5h KhTc9d4h3c AsQd9c4s2d QhQd8d5h2s 
AsQh6s5c2c AhTd9c3h2d AsJs6d5d3d KcQcTc8h6s 
QcTsTd2s2c QsTh9d8s2d KcQsQh6h4d KdKcTh6s3h 
