QsJd7d6s3s 
Ah6h6d5h2d AcJd6h6d4h QsQd7d2s2d QhJc7s7c6d 
KsQdTs4s3c Ks8s8h7c5d AdQsQc7d2d AdQcTc4h3c 
Jc8c5h5d4h 9s9h8c5h2c QdJs8d5c4d AhJs7d6s3d 
9s7d5s5h4h Ts9d8h8c6h QdJh9s8c4d AsJc9s6s4d 
Th8h7s5d3s QhTd8d7d5c QhJh9h7c3c AhKd6d5s3d 
9d8c7d5c2s Jc8s8d4d4c 9s8s8d2d2c Qs9s8s5d4d 
Tc7h6s5h3s AsKhTd6c3d Ks8s8d6d2d AdTc3d3c2c 
Qd9h5h5d4h AcKdTc3c2h AsJh9c6h5d JhJd8d6s2s 
KcTh9s6d5s Kh9c7c4h4d JsTs7s6d5s KcQdJs4s3h 
KsKhTc7c2c Tc9s9c5h2s Jh9s9d5h2d Kc7c6h5s4c 
Kd9h6h5c4c Jd9c8s8c2d Ts9c7s7c3s KhJsJc6c4c 
AsAhAd9s3s AdJc9d6d4s ThTc9c4s2s QsQc8h8d4h 
Kh9d7s6h2s 9c7h5h5c3d AhQc9s5d4c JhTd4d3h3d 
9s8c7s7d4d JdTs5s4c2c QcTsTc4d4c AdJs9s9h5s 
9c6d5h5d4h Ac6s4s2d2c KcQd7h5c4c QhJs8s8h2s 
Jh9s5s4h3d Qc9s5h4s3c KcQc6h6c5d KcTc7s4s2h 
TsTh9c7d5c AcKh6s6d5d JsJdTh4c2d JhTd6c5c2d 
JdTd9c3c2d AcTc7s3h3d KhJc7s6c5c Ah8d5s3d2h 
Td9s5d4s3d 9s6h6d5d3s KhJd8h4d3d KhQc8c7d5s 
JsJc8s5s4h Td9c6h3d3c 9s6s6d5d3h AsJhTd5c2h 
JcTh6c3h3d KcJd9h2h2c AdTs7c6d3d KdQh6s6d5d 
JhTdTc7s3h QcJh9h7s7h AcQcTs6c3c QcJcTh8s3c 
QdTc9h8d4d 6h6d5h4s3d Qd6s5h4s4d Jc7h5h5d4d 
Ts9s7d4d3c AhKh6s5h2c KsJd9h2s2h JcTh9h5h4d 
Kh9c5c3h3d Js9h8d7c5h Kh9d7h6s2d JhJdTd8d4d 
Td9d6d6c3c 9s6s6h3h3c Js8c6s5d3d Qc9s5s5c4s 
AdTd7h4s2c QhJd9s7c5s AhJh3s3c2s Jc9s8h6c5c 
QsJs8d5c4s Qh9s8h7s3c AhQh8s5d3h AhJhJd7h2c 
Tc8d7d6d4s QsQd6h4c3d Ac9h6s6h5s JhTh7d5h4h 
7c6s5d5c3s Qs9c6d4s3d TsTd9h7c5h As7c5h5c4h 
KdQd9d8d6h QsThTc8c4c Tc9d7d7c3c Td9c6d4c3c 
6h6d4s4d3s QcTc8d4d3c JdJc7h5c4c AsTh9d8c3h 
KhQh6h6d5c KcJc7h4h4c QhTh9h6d6c AcQc8s4d2h 
Ac9h7c4h2h Qc9d6h4c3h 8h8d7c5s4d JcTs6h6c5d 
9s9c8h5h3c KdQdQc8s2h Kc9h7d4h3c AhKs5s5c2d 
AcTsTh5s5d ThTd8h7d2h AcKsTs3h2d AsKh7s7d3s 
TsTd9c7h5c JhTd9d7d4s Ad9h7d6s4d KhQd9c7h5h 
KsQsJh3d2c Qh9d5s4h3d Jd7h7c6s6h Th9d9c5c2d 
KsJh8h6d5h Ad7h5s5d4d AdKcTc3s2h Kh9s5s4h4c 
QdTh8c5d4d QcJs8s5d2d JsTh7d6s4s AsKh8d6c4d 
Ac8c6h5s5c Js9s7h6s5c Td9c8s8h6d JhTd6d5s4c 
JsTs9c3c2s QhJc9h4h4c KsQsJh6s6d AsKh6h5d3h 
Jc8c6d5d2s Jc9s7h7d6d Ah9h8h6d5h Ad9d7d5h5c 
QcTd8s8d3s Jd9d8h8c3c Qc9h5d4c3h Kh6s5h3s3d 
7h6d5s5h3s TdTc8c3d3c JdTh5s4d4c Qs9s9c8d6s 
KsThTc9h4d 9c6h5s5h4s 8s7c6d5d4d 9d7s6h6d3h 
QcTs7s6h6d AcThTc7c2d KsQcJh7h4d Qs9d6c4s3c 
Qh6c5d4h4d Ad7c5s5c4s JdTc7h6c4c AsQcTd4c3c 
Jd9h9c6d5s Ad9c7c6s4s JdTh9h5c4h Td8h8d6s2h 
AdKdTd6h3d Kd8h7h5c2d 9c7d6d4s4c QsQc6c4d3h 
QcJs4d2s2c Kh9s7d5s4d 7s6s6h5h3s Th9h9c8h6s 
KhTh7h7d6h AsQd9h6c5h Ks8h7c4s4h Kc6d5h5c2h 
KsQh9c7s2c QdJdTd8h4d KcJd4h4d2c AcQhTh5s2d 
AhQs9s5c4d 8h6d5h4s2d Ks9h7h4s4d AsJh7h3s2h 
TsTd8s4d3d KsQdJc7c4h 9s9d6d5h5d Kh7c6h5h4s 
Qs9s6d5d2h KcJs8h8c3h KdQhJs4s3c 9s6d6c5d3s 
QdJh8d6s2s AcJd7d3c2d Kh8h7c5c3c KcJs8d7d5h 
QsJhTh8d2h 9c7s6s6h4c KhQs8h8d6h Ad7d6d5s3c 
JhTc5c4s2s 8c7s6d5s2c JhTc6h5h4d 9h6h5d5c4d 
QcThTd9c5c 9s9h8s6c5s AcKs6h6d5h QcJc9d7h2h 
QdTs6d4s2s QdJs6h5h2s AhQc5s5c2s AsJc5s4s4h 
AcKd8h5s4s 9c8s6h5c2s AhJhJc7d2h KsQc5c3s2s 
8s6d5s4c2d QdJh8d7c3c AsTh6h2s2h KhTc9c6c5d 
AsKdTs3c2s KhQs8s6c5s QsTh5s4c2c QhJh9h7d7c 
QsTd8d7h4c 6s6c5d5c4h QsQd9c5d2h JcTs9c8c2d 
Qc9s8c5s2s Qc9s8c7s3h JcTh6c5c4d AdTc6s3s2d 
Kd8d8c7d6h QcJcTd8c2s QcJc6c4h3h Th9h7h5c3c 
AdJh7s7h3s Ac9s8s7d5s KcTs8d3s3c QhJdTd8s2d 
AcJh7h7d6s KsQdJs9s2h AdQd9h9d4c Jh8s8d4s4h 
AdJd9h6c4d KcTs8s4s2c Ks9h7s4c3h KhTs9c6d4s 
8s8d5s2d2c KsQc9s7h2h KhQs9c8s5d KdTh9s4d3c 
Ah9c7d3c2h 9c8d7s6s5s KcTh8s8d5c QdJd9d7c3c 
JdTh7c6h4h AdKd5d4h4d KhJsTc6d3s Kc9d7c6s4h 
Js9h8d6s5s AhQd9d5c4s Ah9h8h8c4s AcQdTs4s4h 
KcTd8d7h3h Js9s8s7h4h JhTh8h8d3d AsQcTh7c3c 
AsQc6h5c4c KsQh7d4d3h KcTsTh9d2h 9h7c5h5c3d 
Qd6d5c4h3h Qc8d7c5s5d KhJh9h7h7d 8d8c6h5s4s 
AdTh8c5d3d Kh9s5s3h3d Ts9c5s5c4d AcJs8s8d6s 
Ks8s8h6h2c AdKsJc5c2h JdTs7h6d4d QdTs9c8h4s 
QcTd6c4d2d Kc8h7h5d2c QsJdTs8h3s JdTc6c5h4s 
Tc9h5c4h3c KdTs4s4d3s Kc9c6s4d3d QhTs7h4h3s 
KdKc8s6h3s QhJhTh7h4c QhTs9c5d4c Jd9s8h6s5c 
QsTc8d5s4s Ac8h5s3h2c Ks9s8d6s5c JsJh7d5s4s 
Td8s7c6d5d Th9d7c4h3c Ts9h7c4s3h KcJc9c7s7c 
QcJsTh6d3h AsJc8h6h3c JsTh9d6c4d JhTh6c5s2s 
Th9c6c4d3d TsTc8c7c2s KcQc6c5d2d AsQsTs3c2d 
8s8h7c5d4s QdQcTh6d2d Tc9d7s7h6d QdQc9s5h2d 
JhTsTc9c5c KcQsJh3c2d Ah5c3d3c2h Td8c7h6s5s 
JdTc9d6d3h Kc9h6c4d3h AcKdTd3h2s KcTs8h8d5c 
9h6s6h5s3d KhTh8d8c4s AhKs6s5d2c Qd9s5h4d3s 
AdKs8c6h4c QhQc8h8d2s AhTsTd6h2c KcQc8h8c6d 
Tc9h8s5c3s AdJhJd7d2c QdJd8s5d4h AhTsTc9d2c 
KcJc9c7d7c Ts8s7c4h4c Td8d8c6c2h Kc6s5d5c2d 
KhJcTh8s3h KsQs8s8c6h Tc9d6d5c2h 7d6s5d5c3c 
Ts8h7c6d6c Tc9h5s4s4c JsJh8h6s2s Td9h6h4c3c 
AcKh4s3h3d Ah9h7h6c5h KcTh9c6c3s KdTd9c3c2c 
9h7s5h4s3d AsJh5s5d4s KcQc8s7h3s KsKd6h4h2c 
Js9h5d4d3s KhJs7s5h2h AcKsTd8d3d Ad9c8h6s2d 
QsTd9c7c5c 9c8h7s7h4s QsQc8d5h4d Ad8h5s3d2s 
AcKsJs6s3h Td7h6h5h3d KdQc7s6c4c 8h6s5h4c2s 
Kh9d8d7d3h Kd9c8s7d5d AsJs6s4c3c KdQh9h7s7h 
Kd9h8h6h2d Ad5d5c4d3c QhJc9s4s2c QcJh9d4d2c 
QhQc6s6c2d AdKd7d5h2s Ts9c7c6h2s AdTs7d6c2h 
JhTd6h5s2s QcJcTc7c4s AsThTd5h5c KsTh9h6c4d 
Kh7h7d4c3d JsTd5h4c3s Kh8s8c5c3h AdJhTc5s2h 
Js9d8s7s7h AcKhJd7s3s QsJh9d5d4c QsQdTc6d2d 
QdJc8c5s4c Qc8h5s5c4s JcTsTh4c3d Ah9s9h8d4h 
KhJs9h4s2s Kd8s8c5c3d JdJc7d7c2d Tc7d5d5c4s 
QhJh9s6d6c QdJd6s4d3s QsJh6c5c2h Qs8s8c6c3d 
AcQdTd4h3d Ah7h6h5s3c AhJdTs4c3c Ah9h8s8h4d 
QsJd8s5c4s Th9c7h4h4c QcJhTc8d3c 9h7h7d6s3s 
AsQh8d8c3s QdJd9d9c6s 9s8c7s5c2d KdJs9d6h6c 
AsKd8s6s3h QdJsJd6h3d 9s9d8h6c5c KcJcTc4c3s 
AdJh8c6h3c KcJd5c2h2d 9s7s7h6d3d AcKhQs4s2s 
AhKsTc6d3c AhKs8c5d4d KcQsJc9c2d AdJc8d7d2h 
As8h5c4d3s QhJc9d5d4s 6s6c5s5d4h AsKc8d5h4h 
Qd9h8d7c3h Ad9h8d6s4d AdQd8h5s3d TdTc8s7h4d 
TsTd9h3s2d JhTd5c4s3h JhTs9s9d3c Td9h6c4d3h 
AcKs8c4h2d AsQs8d4h2c 8s7h7c5c3s Qh6c5c4h3c 
Jd9s9h4s3d 9s9d6d5c2c As9h7d3s3c Ts7s6c4c3h 
Ks9s8h8c4c AdJc9s7h4c Kd9s9d8s4d QsJd6h5c4h 
KcQdTc4c3s Qd9h7s5h4s 9s7h6d4h3s 8d6h5s4h3d 
Ad8d6h5d5c KdJdTd5d4d Qd9h9d8c6d 6h6d4d4c3c 
As7h5h5c4c QdQc7h5s4h QsJc9h7d5h AsTh6d6c3s 
Ks7s5c4s3c QcJc7h4h4d QdJsTs9s2s QcTs8s7h4d 
Qh9c8s5h2s KhTc7c4d3d AcJh7d3d2c JsJc7h5c4c 
8h7c6h6c3d Td9c8h5h2d Kc9h8h7d6h KcQd9s6s5h 
JhTdTc9c5c AhJd8h3d2h KcTsTd8h5s KhKcQh7s2h 
AcJd8c7c2h QdJsTh6c3h Kc7h6c4c3h Kh9h7s6d6c 
TsTd8d4s3s KsQsQhQdJd AsQdJc6h6c QsJh8d6d5d 
KcTd7d4h3h Kd9h9c7c6s AcQs8s6h6d JsTc7d6s4s 
Tc9h6h4s3s KdQh8s8d6d Ad9s6h4h2d KsTd8c7h5d 
AdTd5h3h2h QhQd6s4c3h JhJc7s2h2c TdTc9d4s2s 
Qh7s7d5d3h Jc7h5c4s3h Ts9h8s7s3h AdQh6s5h5c 
Kd9c5c4c3d QsJd7c5d2s 9s8s8h2h2c As9s8s8h7s 
AhQh9c7d3h KsKhJh3h2h As6s6d5s2d JcTs9c6c3h 
Kd7d7c4h3c Jh8d7s6s5c 8c7d6s5s4s AcJh9c6c4d 
JcTc9c8s2d QsQd8d8c3h KsTc8h7d5c AdTh6c5c3h 
JhTc6c5d4s QsQh8c5d4c Qs9d6h4s3h AcTd6c3h2h 
QdTc6h4h2d Kh9d7h6c2d 8h7d6s5d2h Jh9c8s6d5c 
QcTh7d7c5s QhTc5h4s2s QdTd9s7h3c AcQsQh8s2s 
Td9s5h4h4d AhQh9s7c3h KsJc4s3s3c Qd9s8d8c3c 
7d6h6d3h3d AsTh7s6d2c AdJcTc5s2h Kc8c7d5d5c 
Kc9d5h4h3c JdTs6c5d4d Qh7d7c5c3h AsTc7s6h2d 
Qh8s8h6s3d QcTs6s5c2c AhKdJc8s3c KhQcTh8h3s 
TdTc8s5d2s AhKdJs5s2c Ah9s9h8c4h Th9c8d5d2h 
Td8h8d6s5c AcThTd5s5d AcJs8s7d4s AdJd4s4c3h 
KdQc8c7d2d Jc8c6d5d2h AcJhTs5d2h AsKh5h5c3h 
Tc8s7s5h3c KdJs9h5s2h 7h7c4h4c3s KhQd4h4d2h 
9s6s6h5h3c AhJh7s4h4d KsTd5s5d2c KhTh7h6c4h 
AsTs8h5s4s KcQc5d3s2d QhJs8s5c4s Td9s6s4h3h 
KcJd9h4h3d AdKc6s4d3d KsThTd9h3c Qs8c5s4d4c 
AhJsTd6s3c KsJs9s7d5s AdQd5d5c3h JhTh8s8c4d 
KcJdTs4s3h QcJhJc4s2d AhJh8c7h2s 8s8c7d5d3c 
9c8s8d7h6c KsTd8h7c5d Jd9d8s7c3s JsTh6h5c4d 
KhQc6s5d5c KsJd5h4d2h Ks9h6h5h2s QdJcTd6s2h 
JsTs6s6c3c AsKhQh8h4h AdJc5d4h4d KsJd7d5s2s 
Ts8d7h4h4d AdQh9c6c5s AdKh3s2d2c AcTh9s8d3h 
AhJs8h3s2h AhJc7s7c3s Jh9d7d6h3h AsTh7h7c5d 
Kc8s8d6d3c Jd9s5d4h3s Th9s7h6s2c 7s6s6d5d3s 
9s9h8s7h3c Qs9s9h7s3h Ad8d7d5s3c Qs9c8s7h5d 
KdTh8h7s3s AdQc8c6s6h KdJh9s8s6s Qc8d5s5c4s 
JsJd7h5s4s KhTc9d6d5s JsTc9d6s4s AcQhTs5s3s 
JsTd9c6s4s 9c6c5s5d4s JsJc8d4d3c KdJs9h6h5c 
As9h9d6s3c 9c7c6d4d3s QsTd9c5h4c QhQd5h4s3h 
JcTs9c5c3d KdTh9c4d3s AhTdTc5c4s AhKsQc5c2c 
AsJh7c6h3c JdJc8d6s2s Jh8h6c5c3s KcQhJc9c2d 
9s8d7s6d2h As8s5s5h2h AhJs7s7c6d Ah9c8h6h4s 
KhQcTh8h3d QhJc8h5s4h As7c5d5c4d AcKc7c5s2h 
9c7h6d6c3d Jh8c7d6d5s Qd9d8h7h3c QcTh5c4s2s 
Td9d6s6d4s 9h7h7c6s3s KdQc8s8d5h QhTs7h7c5d 
Jh9s9d6c5d KcJd9h5h2d KdJcTs6s6h KsQs6h4h2h 
Qs9h5s5d4d 8s8d6c4d3c Kd9h7s6s5c QhJh8d6h5h 
AsJs7h3c2h KdJdTc6s2h 8h7d6c5d2h KsQdQc9s2s 
Jh9d9c6s5c KcQc9c8c6s Js9c8h8c4s QcTh9s7s5s 
9h6c5c4h3d JdTh8c6s4s AsTc7s6d2h QdJd8c4c3c 
AcTh4d3c2d KdQd5c3h2c JsTs7s6c5s Kc9s5h4h3c 
QdTh5h4c2c QdJsTs4h4c Kh9s7h4c3s AcJd5c4s4c 
Tc9h8c7c3h 9s7h5c4h3s Jh8s7h5c3c AcTsTh9h3h 
Kc7d7c5d3c 9h8c7h7d4d 9s9c6s5s5d KcJs4h3c2s 
QdTd8c4c3d AsKdQc8h3c AsTc8d5s3s 9c7h5d4h3c 
Ad8h5s3h2d AhQc8d8c2d Jd9s5s4c3d KsQdTh6c2s 
QcJs9c4s4c KdJcTs4s3h JhJc6d4h3d Ac8h7c4s3d 
AsKsTs5s5d Ah7h7d3s2d Th9c7h6s4d QsQh7s6d3c 
KcJs9d6d5h AsQhQd7d2c AhKcJc8c2s KcJh9c4h2h 
QsJd8s7h3h Kc8d7c6d2s AhJcTs5d2c AdQs9s5h4c 
KsTh8c7h5d 9d9c8d7c3h JsTs9s8c2d Kc9h5h5d3c 
Kc9c8c6d5h Kc9d5d4s4c AhJc9d9c5c QhJd9d6h2h 
Ad9h8h7h6c KsJc5s5d4h AsQd8d8c2c 9s7d6s6c3d 
QcTc8d5c4h Ac7h5h5d4d 9s7d5s5d3h QcTc6h4h2h 
Kh9s6s5s2h KhJs5c4s2c Td6s6h5s4d KdTh8s7s2h 
KhJsJh9d3h JdTs9c4s3h KsQs6s6c5h AhTs6c3c2h 
AcJs8s5h4s Ts6h6d5d4s 9s9d5d4h3s Td7d7c6h6d 
QsTc7s7h5d 8h8d6d4c3c Qh9c8h7c2d KcQs8c7h2h 
AsTh7h6c5h JcTs9d7c3c KsTd8c6d4h QcThTc4d4c 
KsQh4s3h2s 9d9c8s5s3d AdKd4s3c2h As6s6c3h3d 
AdJh9d6d4c AhKsJc7c3c AcTc9c8s3c Ad9d8d4c3c 
Jh9c5c4s3h QcJs8h4c3h Tc9s8d5d2c QcJc9h6c2h 
QsQdTd6h2d Jc9d8s6h5d AcQc8d4c2d KhQcJh9h2d 
Ad7s6h2s2d KhJd9h4c2c Qh9h7d5h3d KhQd8s8h5c 
AdQd8c4h2s JcTs9d5c3c 8h7c6s5c4c Kc9c8s7d5c 
Td9h9d8d6c JhTs8d6c4c Ah9s7h4s2s AdJs8s7c4s 
AsTsTd7s2h Ah7s5s5d4d Ks9h8h7h3s AhQdQc7h2h 
As9s8s4d3d Ts7h6d5s3d AsTh8d4d3h 8h6c5c4h3s 
QcTc6s4s2s Qh8d8c6h5s Ac8c7c5h3s AsJc7d7c6h 
Td9h8s8h3s Ts7c6h5c3h KdQd5h3c2c QsTh8h7d4c 
AsAdAc4d2d AhKd5d4s3d AhJdTd5s2c Qh7s6h5c4d 
QhJd6c5s4c Kh9s9c7c6d AhQc8s8d3h Kh8s7h6s2d 
QsJd7h7c6s KcJh8d8c2d JcTs9c6c3d KcQsQc9c3d 
Js9h8s8h4h AdJsJh9c4c 7c6h6d4d3h JdTs5c4h4d 
Js9c8h7c3h Kd9h5d4h3c AdTh7h6c5h KhJhTh8h4c 
AhKh6c5h2d Ks6h5s5d2d Js9d6s6h4d AsKc6s5h2s 
KsQc6h5d5c QcTs7s6s5h AdKc9s4s2c Kc9c8h7d5c 
QdQc7d6s3h AcKc8s5c2h QhJc8h8c2c Td9c8s5s2d 
Js9c7h7d6h 9s6s6h5c3h AcJh8c3h2c Kc9c8s8d4s 
TdTc9s3d2c KcQd5c3s2s JdJc7d4c3d KsQd6s6h5s 
Qs9h7d6s5s KsJd8d6c5d AhKd9s4s2d JcTd5d4s2s 
Tc8d7s6s6h AdKc9h6d3d QhThTc4s4h KdJh4s3d2h 
JsJd7d4s3d Qd8s7d5s5c AhQc6d5s5c Qc8h5d5c4d 
JdTh9c5d3d JcTd9s9d3h KcTh8s3h3c JsTh7c3s3c 
TdTc9s7h5s QdJh8h8d2h KdTd8s5d3s KdQsJh4s3s 
QsJs6s4d3d Jh9c5c4h3s QsTs9h6s3c JsTh7d3s3d 
9c8h8d7s6c KsQcTh5h3d Qh9h9c8s6h AsKcJd5d2h 
Ah8h6h4s3s Kh9h8h6c5d AhJs9d7c4s KdTh9c5c2h 
Qh9s6s5h2d KsJd9c5c2d QdJhJd4c2s JdTs6h5d4d 
KcTd7d6d4h JdTh6d6c5s AdJc7s3s2d QdTd8d5c4s 
Ks9d7c5d4c QdTh9c7c5c Qs9c6s6h3c 9c6d6c3s3d 
Kd7s7d5s3d QsTsTd4s4h Qh9s8h6h5d QdTc5d4s2s 
QhTd8s8d3s Qh9h9c4d4c 8h8d5d2s2h Ac9d7s3d2c 
Qd9c7d5c3c AcJh9d7s4h 9h9d8d6c5d Kd8h8d7s5c 
KsQh8h6c3c 9s7d6h6d4s JhTc6s6h5d QcJs9s7s6s 
TsTh8h4s3s QhJh8d5c4h 9c6h6c3h3d QcTs6h4c2h 
Th8c7c6c4d QhJc4d4c2h JdTs7d6c2s KdTh8c7c5s 
AcQd9s5d4h Kd8s8d4s4c 9d7h7d6s3s Qh9d5d4s3h 
QsJc6h5d4h KsKhQc7s2s Jd9h5h4s3d Qd9s9d4s4c 
7s7d5s5c2d QsTh5h4d2d QhTd9c5s4c Qd9d8c5h2c 
QhJc4h4d3d KdQs9d5h3c AdQh6s5d3d JhTc8h3s2c 
Jd9s8s8c4d KhQh8h7h6c QhTc6s4s2h JhTs6s4h2c 
QsQd9c5h2d AcQc9h9c4d QcJcTc7c4d QsJdTs9s2s 
JsTs9c7h3s AdTd8d6d4h KsJhTd5s2s KsKcJd6h2h 
Kc8d8c6d2d JdTd7d6s5d Tc9d8s8h6s 9c8d7d7c4s 
9h7c6s6h3c Ac8c6d5h5c QsQd7h6c3d 8c7h7d5d3c 
JcTc7c6d5c QdJdTd7d4h Th7c6d5c3d JhTd8h3c2d 
Kc9h9c5h2s AdTd8c5d4d 8c7d6h5h4h QsTdTc6h3s 
KdJc5h5d2h Ah6c4h3c2d As9s7h2h2d AdKdQd3d3c 
AcKcTh3c2s Qd9s9c7s6h Ad5d5c4c3d AdTs4s3d2s 
Kc8c7s7c4s KdTd9c5s4d 9d9c8h5c2h Tc9d7h7d6d 
KcQhJs9s2d Js8s6d5d3c Ac5s4c3s2s Kd7s6s5h2d 
KsJhTd6c3h Js9s7c6c3s AdQc9s5h4c KhJhTc6s2d 
6h6d4h4c3c QdTc6h5h4s QcJc9h7d2d Jc9h9c7c6c 
AdQhQc8c2c KcQs6h6d4c JsTh9d6s4s 8c6d5h4d3c 
Td9c8d8c3c 8d8c6c4h3h Jd7s7d5h3s QhJh8s5d4h 
Jh8d7c5h3d QhJs8c6h4h Qs9d8s5d2c JdThTc4h3s 
Ad7h5d3s3c QcJs9s5s4d Jh8h6c5c2d Td7d6c4c3s 
Qh8s7s6d3h KsQsTc5h5d QhTc6s5s4d JdTs9d5d3h 
KsQsThTc2s Qs9h8s6s5d AsTs7d3h3c Jd8d6c5c3s 
Ks8c7h4s4c KhKd6s4s2c As9s8s8h4d 9d6s5s5h4h 
9h9d8s5h2s KdTh7h6h4s Td8d8c6s5h ThTd9h4s2s 
Td9s7c6h4s AcQs9h6h5d AcKd5s5d2h Jh9s9d4s3h 
Jc9c8h7s5c QdQcTh5h3h AcKsQd9h4h AsTd7c6s3s 
QdTh7c6h2d AsJc9d3d3c Jc9s9d6h5d KdTh8s8h6h 
Ks8h7s6h2d QdQcTc5c2s Th9c7c6d2h AhTc7d6h3h 
Td8d7c5h3h AdKsQh8c3h AsKhTh3h3d QcJsJh5d2c 
8h8c6s4c3s Th9d8d7c5s Ac9h9d8s7s QdTh9d9c2s 
QhJs8h7d3d QsTs8s7c4h Kc8h7s4h4c KhJsTd5h2h 
KdQd8h7s3h AcJd5c4h4c Jh8s7h5d3d AsJh9d3h3d 
Ac6h6c5c2h Jd9s9c6h5s JcTsTd9d5d QdTs8d7d5h 
AsJs8s7h2d KcTh9s6d4h Ad7d6d5s3h 9h7h5d4s3d 
Ad5d4c3c2c Qs9c7d6d4c QhQc7d6s3c KsJs6d5d2s 
Ad9s7d6c4d KsTc9c7d5c Kc8d7d5c2s JcTs5s4h2h 
JsTc7h6c4c Js7h5h5c4c Ad9s9h6d3c Qh9h8h5c4c 
Kh8d7s4s4h AdJd4s4h3c Qd6s6d5s3h AhThTc9h2h 
QsJh9h6s2s JdThTc4c3s AcQc8d5h3c QcJc8c7s7d 
AcKhJh8h2d 8d8c6d4s3s AcTh3h3c2h Th9s8c5c2h 
QsJs9s9c6d 9c8h7s7c4s Jc9s8s5c2c QsJs6h6d3d 
As9s7d3d2h KsJd9h4h3d Kc9c8h5d2d JdTs9d5d3c 
AcJc5s5h3d QhJhTh8s4h AsThTd6c5h KdQs4s4d2d 
Ah4s4h3d3c AdJd6d5s5h AsQdTd4d4c Td9d9c4c2h 
JcTd9d6s6d Jc9d7s6h5h Jc9h8s6c2s AdQh8c5h4h 
8d8c6c4s3s 7s6s6c5c3s AsQs8h8d4s JsTh9s5d3s 
Ks9s8d7c5s As9s7s5h3c QhJd7d4h3d AhJs7s7d6c 
AcKsJd5s2s Qc8h5h4d4c Jd9s8c7h5s 7h5h5d3h3d 
Qh9s6d5h4c 7s6d5s5h3d Ks8h7h5d2s AsQs9h7c3s 
KhTh9d7h4s TsTh9s7d4c Ks9c8c7h6c QsQdJh5h2c 
Ah8h7h5s3c Js9h9d4h3s KdTh8s7s5c KhKdQh7s2h 
JsJh7h4c3c QhJsJh4d3h Qs7c6h6c5h Ks8d8c5d3s 
Td9c6c4h3h JsTs6h5d2d AsKhQc8d2c Jh9h8s7d5h 
Jc8c6d5d3s KhQh6d4d2d AhJs5h4h4d AhQh5s5h3d 
KsJd7h3s3d 8s7h5d4s3d AcJhJc7c2s Jc9h8s7d5s 
Jc9s8c7h7c Td9h6s4d3h Jc8d8c5s3s AhKd3c2s2h 
QdQc7d6h3s AhQcTc4d3c QsTd7s7h5c 9h6s6h3s3d 
QsJs7d4d4c Td9d5s5c4c KsQd8s7c2c QsTd7h6d2s 
AhTd8d6c5d Th9s7s6s5d JsJh9s4s2h Qc9s5h5c4h 
Js8d7c5s3d QcJs7d4s3d AsTs7s7d3c QsJc7s6h6d 
QsTh9h6c4h AdKh7s6h3h 9s9h6s5d4c JcThTd7s3c 
AcQc9h7s3c AdJc9h7s4c JsJh7h4s3h KcQcJc8c7c 
8s8d5c4d3s AdQhJs4c3c QdJh8c6d4d 8d6c5d4s2c 
KcJd8s7s5h KsJs9s7s7d JdTc7h3h3d Ks9d5s4d4c 
KcQc8h8d7c QcJsJc7d4c KdQh8h7c5s AcJh7s7h6d 
AcTc6h3h3c Qh9c6c5h2s KsQc8s8h5d KsJd6h5c3s 
AhKd7c6d3d AhJc8d6c3d Qd9h8s5h2d JcTd9d5s4d 
JcTc8s8c3s KsQs8s8d6h 9d9c5c4h3d Tc8h7d6s6d 
KhQdJc9c2s Kh9h9c6c2c AsJh9d5d2h KsTh9h6d4c 
KhQc8c6d3d 9s9h6h5h5c AdKd7d6d5d KcQh5s3c2s 
Kh9d7c6c5s Jd8c7d5h3h JsTh4h3s3h JhTc9s6h4h 
QcJs8s7s7h 9h8s8d5h3d QhJdTh6s2c AhTc6d5d3c 
AcQh6s5h5d AhTdTc9c3c AdJsJh6d2c AcKdQh8s2h 
Jd9d8s7h3s 6h6c4h4d3d Qc8h7h7c4h AcTs8h5c3c 
KdQc8h8d6d Kd9c7d4h3h TsTd6s6c2c Tc8d7d5s3c 
KcQdTh9s2h KcJc9d7c5c KcJcTs6h2d 9s9c6h5h2c 
QdTd9h3h2h KcJh9s4s3h KcTh7d6h4h Jh9s9c5h2s 
AdKd8s5d2h AhQc8c6s6d JdTh9s5d3d AcKc4d3h2s 
QcJc9c7s7d Ad7c6c2s2d AsKdQc4c2c QhQc9d5s2h 
Kh9s6s5c4c KcJs7d3s3c TsTh7h7d2d Ah9d7s3d2h 
KdQc9h6h5s 9c7c6s4s3h 9s8h7s7h4d Ah9h7d2s2d 
AdQcTc5h2s AcKh8s5d4d KsQsQc9s3h Kc8c7s5s5c 
KsThTd9c2h KcJhTs5c2c QhQcTs7d2h ThTc6h4h3c 
QsTh9d5c4d Qc9h9c4h4d AsTh8d4h3d Qd9h9c7h6s 
KhJcTd8c2s Ac9c8d8c4h KdJdTd8d4h QdJcTd8d2s 
Kc9s8c7c5d As6h5d5c3s KdJs9s9h6c 9s7c5h4c3s 
Kd9d7s6h6c QcJs7h7d6c Jc7s5c4d3s KsTd7d6d4c 
KdJh7s7c6h AdTd8c3c2d Ah9d7c5h2s Kh7h7d4s3d 
QdJsJd6c3d Kh8c7c5h2d TsTh9d7c5d Js9d7h7c6h 
8h7d7c5d3c 8h7s7c5s3c AsQh9d6d5c Jh9s9d6h5c 
