8d8c4h3h2s 
AcQh7s3h2h Jd5c4s4d2d AdQh6c3s2s Qd6h4d3d2c 
Qd8h4s3s2h Jd8d6h3c2s Kd8h5h5c2h Js7s6c5s2s 
Jd7s5d2d2c Jc9s6c4c2c Kd9h5s5h2h Js5h4c3d3c 
Kd8c6h2s2c Th6s5s3c2s Qh8s5c2s2d Kc8d6d4d2d 
Jd9c4c3s2h 5h4s3s3d2c Kc9h8d4h3h 8d7s6c3h2h 
Tc6d3h2h2d Ks9h5h4h2d 9c7h5h3h2h Jc7s6d4h2d 
4c3s3h2d2c KsQd9d3d2d AhJs7d3d2c Jc6c5h4c2c 
Js6c4s4d2s Jd6h6c4d2s Qh8h7h4h3s 9h6d4c2s2h 
9h4s4d3d2s Qh9c6d4d2d Th8d6s3s2s KdQs6h2h2c 
KdTh7h3h2h Jc6d4c3h3c 9s9d4h3c2d Jc6c4c3s3d 
Ts5c4d4c3c QhJsJhJd4s Ac9d5h3d2s 9s7s5d3s2s 
5h4s3c2h2d As9h4h4d3c Th8h4h3d2s 9d5s4c3d2h 
7s7d3h3c2s Jd8c5c3h2c Td6h4d3c2s 8d5s4d3c2d 
Jh9s4s3d2c KsTc4h3c2c Jh6d5s3h2h Kc8h7d3c2s 
Qh4s3h3c2d Td6d5c3d2s 8s5h5c3s2d Td4s3s3h2h 
Th5h5d4s2h 9s8h4d3s2c KhJsJhJc4c AsJh4c3c2c 
Th8h7s3d2h Qh9d6c3s2d Qh6h6c2s2h QcTh3s2s2d 
Jd9s7h4c2c Ad9c7c4h2c 9c8h3s3h2d 7s4s3s3d2d 
Qc5h5d4d2d Jc9c7c6c2c Qs7h7d6c2h 7d6c4h3h2h 
Js8d6d3d3c Th7s5h3d2h Jc7c6h6d2c Qh8c4d3c2d 
JsJhJcTd8c Qh3s3d2s2c Qc9h6s2s2d Td9s3c2h2c 
AcTd6h3d2d 7h7d3s3c2h Qd9s8s3s2c Js6s3s3c2c 
Jc5h4s4d2d Kc8c4d4c3h Js6s6c4d2s Kc8d6c3c2h 
Jc4h4d3h2d Kh8s5d5c2d Ks7d6h4d2d Jc7h6c4d2c 
5d4h3h2s2c Td5s5h4c3c Ac7s5s3s2d Qh8h6h3d2s 
QsTs7s2h2c Qs7s4s4h3c Jh7h7d4c2h AhQs7s3s2d 
Qd7d5c2s2h Qc8s7d4h2d AcQd2s2d2c Kd5d4d2d2c 
As7d6d4h2d KdQs6d3d2d AcTh4s3s2d Ts6d3h2h2d 
Kh9c5s3c2d Jd7h6s4s2c 8h7h7c3h2s Ac8s5d3h2s 
Ac8c6s3c2c Th8s7c3d2h Jh9s6c3c2d Th7h4h3s3h 
Jd7d5s3d2h QdTd5d3d2d 9s6d4h2s2c Js6c5h3d2d 
KsQhQdQc9d Th7d5h3s2c Kc8s5s5h2s TdTc4s3c2c 
Jd9h4d2d2c As9d7c3d2h Qc7s7h6d2s 8h5h4h3s2d 
Kh9h7d2s2h Qd9c5h3h2h KcJs7d2s2h Jc9s4s4d2h 
ThTd4c3h2h AhTs4s3d2s Jh9s6h4h2h Kh9s9h9d7d 
Ks8d5h5c2c Ah9d6d6c2d Qd7d3h2s2h Ks9d5s3s2s 
Ad5c4h3h2h 9c4c3h3d2h Ts8h6c3d2d Js6s4d3s3h 
Qc9h5h2s2d Ts9d3h2h2c 8h8d8c5h5d Tc7d4h4d2s 
Jc6s3d2s2c Kc8d6c3s2c AdJs6s2h2c Ad9s7c4h2h 
Ad9h7c2s2c 8h5s5h3h2c Js7c5d2h2d 8h7h6d3h2s 
Jc8c6h3d2s 9c4d3d2h2c Ks8c6h2d2c Qc7h7d6c2c 
Th4d3h3d2d Qd8d4d4c3h KhJh6s3h2h 7d5s5h3c2d 
Kd9s9h3d2d Qc9c4h4c3c As8d6d4d2d AdJh3s2s2c 
AdQh7h3c2h Qd7c5h5c2s Qd8s6c2h2c 8d5h4s3c2c 
Js7c5h3d2h Jc8c6c4c2d KdQs7s2h2c Qs7c5h4d2d 
Ad9c7h4h2h Qs9d4h3h3c Ah7c6c4s2c 7h5h4h3d2h 
Js8h4h4d2c Qd7c6h4c2s Qh5s4d3c2s Ts4h3h3d2d 
Jh8d4s4c2s Ad9s7h4c2s Js8d4s4c2s Kc8s4h3c2d 
Qc9s6h3d2h Qh8d6h3c2h Js6h6d2s2c Kh5d4c3c2c 
9d5c4s4d2h Js6h5d3s2s 6d5c3s3h2c Qc7s5d4h2h 
Qd5h4s3c2h Qc7h7d6h2h AdTd4h3d2d Ah8h6h3h2d 
ThTd4h3s2h Jd6c4h3s3h 9d7c5c3c2c KhQh7d2s2h 
Jh5s5c4s2s 9c8d4s4h3d Td6s5c3h2c Qh8c4s3s2c 
9s5d4s4h2c TsTh6s6h6c AcQs6s6d6c AsTc5d3d2d 
Ac6h5d3s2d Qd8s8h4c2c Jc7s5h3d2h 9d8d4h2d2c 
KcQd7d2s2h 9d6s3h3d2c AdQh6s3s2c 9c5s4d3h2c 
9h7s7d3s2s Qc8h4h3s2s Jd9h4d3d2s 5d4s3s3h2c 
Ac9d7h2s2h 9c8s4h4d2s Th7c6s2d2c Kc9c5c3c2h 
9h8h7c3d2h Qc7h5s4h2d KcJc6c3d2c Td7d6h3s2c 
Qd3d3c2s2d 9c8s7s3h2s Jc7h6d4h2s Td6c5c2h2c 
Js7c6s4s2d 8c5h5d3s2h KdTc7s3h2h 7d5h3s3c2c 
Kc7s6c3d2c Jh6s4s3d3c QdJd7s2h2c 7h4h3c2h2c 
Qd9h6s4s2s 5s4c3c2h2d 8d8c4d3s2d Jc9c4s4h2c 
Qd7s6h4s2s Ah9d5s3s2c Th8d5s3s2s Js9c6d2h2d 
KsKhKcJd4h AcQc7c3h2c Kc7s6c3h2c Kc8c6c3h2s 
Ac5s3s3d2h Qh8d7c4d3d Js6d4h3h3c Th6c4s4c2d 
Ac6s4s4h2s Ks9d8d4d4c Js7s7h2d2c Ks8h8d4h3c 
Qs9c5c2h2d 6c4s4c3h2d Kc9d7c3s2c Js6s5d4s2s 
Kc9s9h4d2h QcTh7d2s2d Ac9s9d4d2h Jc6s4s3h3d 
9c6d3h3c2s Ad7c4s4h2c Qd7h4d3s3d Ah7c5c3d2c 
Ac8c7c3h2c Jc7h5h4h2h Jc5h4s2s2d Qh9c4d4c3c 
Qh7d6s4c2s QhTsThTd8c Th7c6c4c2c 8s8h4h3d2h 
Ts8c6d3h2d Ts6s5s5d2s Ts5h5c4c2d 9s6s4c3d2s 
Qd8s6s3s3h Js7s6s4c2h Ks8s5h3s2d ThTd4d3c2d 
Jh7s4c3c2s Qh3h3c2h2d 7s5s3d3c2h Ks6c5c3c2c 
Jd6s5h2h2c AcJd4s3h2s Ts8c5c3h2c Kc7d7c2s2c 
Kc8c4s2h2d Qd9d8d2d2c AcTh6d3h2s Kd8d7d2s2c 
Qh9h5h2h2c Qs8s4s4d3c Jh6h6c4h2s Js6c4h4d3c 
Ks7s6s3c2d Ks9c5d4d2d Jh6s5c3d2s Qc3s3h2h2d 
Jc7h4s4d3s 9s4c3s3h2h 9d8h4s4c2c Qh9c8s4s2s 
Kc6s6d3c2c 8s6h4c3c2c Ac7h6h4s2h 8d5h5d3d2c 
KsKdKcTc5h Ah5s5h5c3s QsJs7h2d2c Qd6c5c3h2c 
Qs5d3h2s2c Qs9s7d2s2c Jc7c4c3h3d Ac7s5h3h2d 
9h6s4c2h2d Qc9h8h2s2h 6c5c4c3c2c Qs5h4h3h3c 
Ad9c6s6c2c Js5d5c4h2d Ad8d6c3d2d 8s8c3s2s2d 
Qs8s7s7h2s Kd9s8s4s3c Kh7s4s4c3s Th8s4c3d2h 
Ks6h5h3h2h Qc9s6d4d2d Ac9s9h4s2s Ts8h6s3d2s 
Ah6d4c2s2c Tc9c4c2s2c Ks5c4c3c2h Jh8d6c3h2s 
Qs9c6d2h2d 9c8c5c3c2s KsKhKd6c4s Jh7d4d3s3d 
QdTd8d3d2d AhTd6s3d2c 8s7s6s3c2d 8h7h4s3c2d 
Js7s6s3s3c Th8d7c3h2h Qd9h8c3c2c Kd9c4s4h3h 
9d7d5d3d2c Qc7c4d3s3c Kd8c6d3d2s Kd7s6c4h2h 
Qd6s5s3s2h KdQc8d3d2h Td5s5h4c2h Qh8d6c3h2s 
Kc8s8d4s3h 8h7h4c3s2d 7s5h3d2d2c Qd7s5c4h2h 
8c6h4d3d2d 9d8d4s4d2h Js7c5c4c2c 7h5h3d3c2s 
Qs9c8d4c2c QsJc7c3d2h Qh6d4s4d2c Qs8s4s3h3c 
KsJc3h2h2d 9d6h4c3s2s Qs9c5h2d2c Ks8h8c4c2d 
8s7h6d3d2c Qd7h3s3d2s Qs9d6d4d2d Jh5d4d3s3d 
Jc7h6d2s2c 9h5d4s4c2s Td6h5s3c2s Ks6c5d3d2d 
Td5s4h4c3s Ad7s5h3h2c Jh6h4c3s3h ThTc4h3h2s 
KsKhKcQc4d 9d5c4h4d2s Kc8c4s4c3h Th5h5c4h3h 
Qh8d8c4s2d Qs3s3c2s2h Jd9d3h3c2s KsQc7c2h2d 
Qc9h6s4s2s 9d6h4s2d2c Tc6h4s4h2d Jc5h5d4h2h 
9h6s4d3c2d Qd9d6d3d2s Qh9s8c4c2c Td7s5h3h2c 
QcJc6c2d2c Td6d5d3s2c Jc9d7s3s2h Js8d4h4c3d 
KhQh8h8d2h Jd7d6h4c2d Td8h6d3d2d Tc7h6c3d2s 
Tc6c4c3h3c Kd8d6s3d2h Js9c3h3d2s Tc6h3c2h2c 
Qd9c8c3h2c Ts7d5h3h2c 9c5d5c3h2s Qh8h4s4c3h 
7s5h5c3c2c Qd6h3s3h2s Jc9c4s4d2c KdQd8d7d2d 
Ks6h4h3h3c Qd8c7h4s2c Ad9s7s4h2c 9h7h5h3h2c 
As7s3d2s2h Ah6c4h3h2h KdTc6c3c2c Qh9s6c3s2d 
Qs9c7h3d2s 9c8d7d3d2d 8d6s4s3c2h Qh5s5c4d2s 
AsTs3s3d2s Qh9d7c3s2h QsTh7h2d2c AsQh2s2h2d 
8h7h7c3d2h 6h5h3d3c2h Qd7c6h4h2s As7h5d3c2h 
9d4s4h3h2s Td4s4d2h2d KdQd8h2s2d Qs8s5s3c2h 
Tc6c5s2h2c Jc5c4s3c2d Ad5h5c3h2h Jc7d6d5d2d 
KsKdKcJh3s Tc9h4h3h2h KcQs8c3h3c Qc7c3s3d2s 
Ks9c6h2d2c Qc9d7s3h2c Ah8d5s3d2c Kh7h3s2s2h 
Ac8d4d3s3h 9c8c5c3c2d KdJd6d3c2d 8d5s5c3s2h 
AcJh6d3s2h 9s8s4c3s3h As6d5c3d2h Kc9s5s5d2s 
Ah9d7s4s2s Jc5d4c3c2s 6c4h4d3d2s Ts6h5c2h2d 
Qh6d6c4c2s As5h4c2d2c Js9h7d4c2c Qh5s4h2h2c 
Js9s7c3s2h Ah9d9c4c2s Kc9h9d4s2d Th8c6d3d2d 
Qh8c6s2s2d Jd6h5c3c2s Tc5h4c3s3c KcTd3d2h2d 
9c5h4c2s2d QsTd7h3d2d Kc8s6c3c2d 9s6c4d2h2c 
Kh6c4c3d2s Ts9h3s3d2s Qd7c6s6c2c Ah6s4s4d2s 
Jc6h5d3d2s Jh7s6d4c2d Th5s5d4s2c Jd8d6d3d3c 
Kd5s3d2d2c 8d6s4c3c2c Jc6h5s3d2h Tc5s4h3s3d 
Tc8s4s3d2h Td8c7h3s2d Ad9c3h2h2c Jc6h5s2s2d 
Jd7s6d4c2d 9d7d5d3c2d Js5s5h4s2s Kd9c6h4c2c 
Jc7h4h3s3h Kh8c7d4s2s Kc5s3c2h2c Jc9c7h3c2d 
Td5d5c4d2h Kd8c7h4s2s Qh8h4h4d3s 9h8c4d4c2c 
Qd7s4s4c3h Kd8c7c4s2h Ks8h8c3d3c Kh9c6c3d2s 
KsKhKd6d4c Kd7s7h4c2s QcJc7c3h2s Ah8d3c2d2c 
Th6c4h4d2h Js7h7d4d2c Tc7h6s2h2d Qc9d4d3s3h 
AsJh7d3d2d Ad9s5s4s2c 9s4c3h3c2s Ah8s7h3h2h 
Kh8d6h3c2h Jh9d4s4c2d 8d7s5h3h2h Kh7h6h3s2c 
Tc8c7d3h2c Jh7h6d5h2h Th7h5h2d2c 5c4h4d3s2h 
Qc5s5h4d2s 7s7h3h2h2d KsKhKc6h4d Ks7h7c4d2h 
Qs8s3s3c2c Kc8d7h3c2s Ac5c3c2h2c Js8s4s4d2c 
Ks7d5h5c2d 7s6c4d3d2d KsKhKcJs7s As7c5c3c2h 
Th7c4s4c2d Kc9h8d4d2s 5h5d4h3s2h Jd8c5h3h2s 
QcJhJdJc2d QsTd7h3c2c Kd6d4h4d2d Ad9c7s4h2c 
Qc9d7c2h2c Td5s5c4d2h Qd8d7c3s3d 8d5s4c3h2h 
Jh9s4d4c2s KsQhThTdTc 8d7h6c3c2s Kd9s4h4c3c 
9h8s6h3h2h Js8c4h4d3c Th8d4h3h2s Js8d5h3h2c 
Js3s3c2h2d 8s6h5h3h2h Td8d6h3d2s 8s5s5h3c2s 
7d7c4h3h2h KcJh6d3d2s Kd6h5s3s2s Td8h6h3h2s 
Jd5c4c3s3h Qd9s6h3c2s Ks8c6s3s2h Jc8s8h3c2d 
Td4h3s3h2s Ks5h3s2s2d Qd9c5h3s2s Ac7d5h3h2s 
AdJs4s3s2s Kc8h4d4c2c Kd8h6s3s3c Js7d6h6c2d 
7h5s3c2s2d Js7s5s2d2c 8h8d7d3c2d Ts6c5c3h2c 
Jh7c4c3s3d Ad8h4h4c3h AdQh2s2h2d Td9c3c2s2c 
8d6c4c3s2h Tc5d5c4c2s Qs7h7d6c2d Js6c5d3h2d 
Ts8c4s3d2h Kc8c6c3d2h AdJh6s6c2s Tc5s4h4d3h 
Jh6c5d3s2c Ad8s3h2s2h KhTc3d3c2c 9c5s4h4d2d 
KcJs7d3s2h 9d5s4h4d2d KsQd8s3s2h Th5s5c4d2c 
Qd7c3c2h2d Tc6c5c2s2d Jh7c6s6d2c Jd7s7d3h2c 
Th8c6c3c2s 8h7d7c3c2s KhKdKcJd3s Ks9d8h4d2c 
Jc6s5d3c2c Jh7d4d3d3c Jd9h7s2s2c Js8d4c3h3d 
AhQd7s2s2c QcTsThTd9d Js9h6d3s2s Kc8s8h4s3d 
9h5c4c3s3c Kd9c8s2h2c Js9d6h4c2h Ks9d8d4h4d 
As9h7c4d2h Js6c5h2h2d Ks8c7h4d2d 8s4h4d3d2h 
AsTc6d3d2h 8s6s4h3s2c AdTs6h3s2c 9s9h9c8c7s 
Jh8s5s3d2c AhJd7c3s2s Qd9s6s3s2c 8s5s5d3s2c 
JsJc6h3d2d KhJd3s2s2c Qh6s6c3d2h Tc5c4h4c2d 
9d6h6c3c2c Qd9c7h3d2s Qs6d6c4d2h Qc9c8c2d2c 
Qs7c6h4d2h 7s7h3d3c2h Qs8d4s4c3s Jd9c7s4h2h 
Js5s5d4s2s Qd6s6d2d2c Th6h5h2d2c Qc3h3c2s2c 
KsQs8h2s2d AcQsQdQc3c QdJc8s3s2s JsJhJd9c8d 
QcTh7s2h2d Jh9c6c3c2s Ac7c3h3d2c Th6s4h4d2h 
AdQc6s3s2s Qh8s5c2d2c Jh7h7c4h2s Kh9s8s3d3c 
5c4s3c2h2d Jc9s6d3s2h 8h6h4d3c2h AhTc4c3d2c 
Jd7d3c2s2c Qd8s7d3s2d Qc6s6d3h2c Qs8s4s4h3d 
Qd7h5s4c2s Jc7d6c4c2s Tc8s5h3h2h Ks9d5h5d2d 
Ac9s7s3d2h Ks6h4d3c2h AsQc6d2h2d Td5s3h2s2h 
8d6s6h3s2s Tc8s6c3c2c AsTd6h3d2d Ts7d6h2h2c 
Jh5s4c3c2d 6h5h3h2s2c Kc9c8c2d2c Jh7s5h4h2h 
7h6s4s3c2s Ks8h7h4d2h Qh9s6h4h2h 8s6h4h3c2d 
Kc8h5s3c2c Qs7d5c4d2h KdQs7d3c2d Qs6h4c3h3d 
Td4h4c2s2d Kc8s8c3d2h Qd4c3h3d2s 8d7h5c3c2c 
Js8s6h3c2d KsJd8d3d3c 7s4s3h2s2h Jd7c5s5h2h 
Kh8c7d4c2s AcTc4s3c2c Qc8s8h4h3h 9h8h4s2d2c 
5s4d3h3d2c Tc8s7d3h2h Qs7d3s3h2d Kc9s9h3c2c 
Jd7d4d3s3h Qh9s5h3h2h 9s7h4s4d2c Qc9d4s4h2c 
KhKdKc7s5c Ad9h5c3s2h 8h8d4s3c2s JdTsTdTc6c 
Th6s4s4d2c Jc6h6d4c2s QhTs7d3s2s Qh7s5s4c2s 
9s5d4h3d2c Qc9c7c4h2s Kd8s8c3h3c Jd8d4s2h2d 
As9c6c4d2h Kd5s5h3h2c KcTd7s2s2h Ks8c4c3d2d 
KsKhKcJh4d AdTc4h3h2s Qh7d3c2h2c QdJhJdJc6c 
9s6d4d3h2c Js9d4h4c2d Jd7c5h3s2h Jd8d4s2d2c 
KsKhKcQc2d Qs7c6h4c2c Kd9c5c4c2s Ad9c4h4c3s 
Jd8h4s4c3h QsJh7h3d2c Qc6h6d4d2s Qd8s8c4h2c 
QhJsJhJc4c 9h8h4h4d2s Ah9s4h3d2h 9d8d4h2s2d 
Kd8d6c3d2h Ts8d7c3s2s Jc5c4d3h2c Ah6d5c3s2c 
Qh6s5s3c2s Jh7c4s4d3c 5c4c3h2s2d Jh7h7c4h2d 
Jd7h5h2s2c KsJd6c3h2h Qd9h7d4d2c Jh9h7s4h2h 
Kh8s8h3c2d KsJc6d3d2h Td6s5s2s2c Kc8s6c3d2c 
Jd9h6h3h2s Qs9d5h3c2h Kc7h3c2h2c KcJs6c3c2c 
9c8c4s4c2h Qd9s9h3c2c Qh8h7s2d2c Ks9c8h3h3d 
9h4h3s2s2c Jh6s6c4h2h 7h6h4h4c2h QhTsThTc8d 
QhJd7s2h2c Qc9c4h4c2s Qd7h7c6s2h Jd5s5h4h2h 
Th8s7d3c2h Tc9s3d3c2c Ks7h6d4h2h QsJs6s2s2c 
Jd7s7h6s2s JdTsThTd8c Qh6s4h3h2c Jd7c6c5c2c 
Td8d6s3d2h Qc5s4s3d2h 9c6s4h3d2d Ts7h6d2d2c 
Jc8d8c3c2s 9h4c3h3d2c Js7d4d3h2h 7d7c3d2s2d 
QhQc7s3d2d Qh9c6d2s2c Qs9s7c3h2d Js5d4s4h2s 
AcJh5h3h2h QdJc7s7h2h Qd9c4c3s3h AhJc4c3c2c 
8c5d5c3c2s 9h7d7c3s2h Kh7d7c3h2s Qs9d7c4s2s 
Ts5c4h3d3c Jc8c6d2h2c Kd9s8h3h3c Qd9s9d9c8s 
Jd6h4d3s3d QsJd7h3c2d Ks8d7c3s2h KhQs8h3h2d 
KcTc7c2s2c KsKhKdJc3h Jc9s7h4d2d Jd9h4s3c2h 
Kh5h4h2s2h 9h4d3d2h2c KcTd3s3d2d Qh6s5c2d2c 
8c5h5c3d2c Ks8d4h3s2c Qh7s4h3h3c 9d7s4h2d2c 
Qd6d4h4c2d 8s6h3s3c2d Jh9c7c4c2d Ks8d7h3s2c 
5s5h4h3c2h Ts4c3d3c2d 8c6h4c3d2c 9d8s4h4d2d 
KsJs7s7c2s Kh7c6h3d2h 8h7h7d3s2h Jd9d4c3d2h 
KdJs8h3s2s As9c7c3d2h Kc7c4c3d3c KdJd8d3h3d 
KsJs6s3d2s KsJs6h3s2s 9s8s4d3s3h Tc6c5c3s2d 
As8c6c4c2c Ks7c6h4c2c 9s8h7h3c2h Ks9h5c3d2h 
KcJsJhJd9c Td9h8h8d8c 8h8c4s3d2d 9h8s7s3s2c 
7c6h6d3s2s Ks7h4d4c3d Ah6c4s4d2d Js9d3h2s2c 
Ad9s3d2h2d Qc7d6s4d2d Ac9h7s2s2d Qh7c5c4s2c 
Jd6d5c3d2h Jd4h3h3d2h Qc8d4d3s2s Th6h5s2h2d 
Qd9h3s3d2c JcTsThTc8d 8c5s5c3h2c Ac9d6d4s2h 
Ac5h4d2s2d Qh6c4h3s2h Jc7h6c4s2c TsTd4d3h2d 
5h4c3s3c2d QcTh7s3h2h Qs9h4h3d3c 8c7c6c3s2h 
8s8d7c3h2c Jd6h5c3s2h 5c4s3s3h2d Qd8s5h2h2c 
As8d4d3d3c AdTs3h3c2s Qh9h4h4d2c Kd6c4h4c2s 
QhTd7s2s2c Qc6h5d3s2s Ad8c4c3s3h Ad6c5c3c2h 
Kh8s6s4s2s Qd6c5d3d2d 8d6h4s3c2c KdJs6h3s2s 
Th7d6d4d2d Tc5c4s4c2h As8d3h2h2d As6d5c3h2c 
Kh8c4d3h2s KhQh8c3h2d 8c5c4c3h2s KdTh7h3s2h 
Ad7h6h2s2c Ts8s6s3c2s Ac9s9d9c6d Kc7d6h4d2d 
9c8d4d2s2h Td8c4s3h2c Jd8s6s3s3c Ts8h6h3h2c 
8d7d4d2s2c Qh9c8c3c2s Qs7c5c4d2c 7s4s3s3h2h 
5d4h4c3s2d 9s9c3h3d2d Td6s5d3d2h Jd5s4c2h2c 
Qs6s4s3s3h KsTh7d2d2c Th7h5s2h2c Kc8s7h3c2d 
Jh7h3c2s2c Kc8h7s4s2d 9d8h4s4c2s Js7c6d4h2d 
9s5d4h3c2s Qc9d8s4s2s Tc5d4h4d2s As7s3d3c2s 
Qh7d4d4c3d Ks8s5s5d2s Js5s5c4d2s Qs5c4h3d2c 
Kd8h4s4d2d KsKdKcQh8h Qh6h5h2s2h Kc7h6s4d2d 
8s4s3c2s2c Kd6s4h3c2s Th6s4s4c2s KhQs7s3s2d 
Kh9d8d4d4c Th4s4h3s2h Th7h5c3d2s Jc8h8d3c2s 
9h8h4d2s2h Jh4d3h3d2d Jh5d4h3h2c Jh8h6h3h3c 
Th7s7c3d2h Ks7d4h4c3h QdJs7s4s2s 9c8h6h3h2h 
Jc5h4h3d2s Th9s3h3c2h Ks8d6d3h3c Jd8h6s3c2d 
Qc7c6h3d2s Qc7s4s4d3h Td7c5s5c2c Kd9c4s4c3h 
Qs9d6s4s2s Jc7h4s4c2d Jd8c5h3s2c 9h6s4c3d2c 
Kd8d6h3d2s Jc7h6s4d2s 9s4c3h3c2h Tc5d4s4h3d 
Th8s7s3c2d Ah5h5d5c3c Jc6c4h3d3c Qd9h4s4c3h 
KcTh7h2s2h Th4s4d2s2c 9s8c4d2h2c Ts8d7c3h2d 
8c7s5s3s2h AhJc3s2s2d Ks8h6s3s2c Js6s6c4s2h 
Js7c6h6d2d QhQd7s7d7c KcQc8c3s3h Kh5d3h2h2c 
Ks6c5d3c2c Ad9c5c4c2h 9s5h4c3d2c Qd7d4h3d3c 
AdTh4c3c2s Td6c5d3d2h Ts8c5h3d2d Ks8h7d4c2h 
JcThTdTc8s AcQh6s6h6c Qs7c6h6d2c Kh8s6h3h2d 
Ac9h7d4h2h AdQd7d3d2s As8s4s4d2s Qc6d4c3s2c 
Ks7s3c2s2c Qc5s4s4d2h Qd7s5c4c2c Tc8h7s3d2h 
JcTsTdTc2d 9c4c3s3d2d Qh8s6d2d2c Th7s4c2h2d 
8c7d6d3d2s Th5h4s3h3c Kc8c7c5c2c Ad8d7d4d2d 
Tc8h4s3c2d Qc8d4h3d2h Qc6d4c3h2c Qs9d4s3h2c 
QdJd8h3d2d KhQs7s2d2c Qh3h3c2s2h 7h6s6h3h2h 
Ts6h4s3d2c Kd8s7c3d2h Kh9d6s4s2s Th8c5s3s2s 
Ad9s5h4s2s Jh9s6c3d2c 8c7s7d3h2c 6s4s4h3d2c 
AcJd4d3d2d Ac9s3c2d2c KcQs7s4s2s Qh6h6d2s2h 
Jc8h6c3s2d QcJs7s7d2s Kc7d3c2d2c As8d5c3d2h 
KhTd7h3h2h Td8s4c3d2h Jh5c4c3s3c Kh8d7c3h2s 
9s4s3d3c2d Kh9h9d9c7d Jd6h5d2s2d Jd5c4s4h2d 
Jc9h6c3c2c Js9d4d3c2h 9d8h7h3h2s Qc7s5s4d2s 
Kc9d8d4h3d Th9c3d2s2d QdJd8s3d2d Qs9s5s3s2c 
9h6h4s4d2h AdTh6h3h2c Kh7h5h5d2h 9d6c4d3h2s 
Qh7h4h4c3d 6d4d4c3h2s 8h7c6c3d2c Ah6c5d3c2s 
Td4d4c2h2d 8c6c4c3h2d KhTd7c3c2c AsTc4c3d2c 
Jc9h7s3d2h Ad9s9c4s2h Qc9c8s4c2c 9s8s4d2h2c 
9h8d4s4c3d Jd9s6s3s2c 9d4d3s3h2h Ts9d3d2h2d 
Ts6d5h2d2c QdJc7c2s2h Th8d7s3c2d 9d8s7s3s2s 
Kd8d4c3s2h 9c8h4s4h3h Jc9d6h3s2h Qs9c6d3h2c 
9s5c4h4d2h 9c8c7c3s2h Kd7d6h3d2c 8h8c7c3d2c 
Kd6s5s3s2s 7d7c3s3c2c As9c7c4h2d 9d6s4h2s2c 
Js7d6s4s2h 7d5d4d2h2d Ac9h3c2s2c Jc7s7c4c2d 
Jd9s7s3h2s Kh9c6d4c2c Ts8s6d3s2h Ah9c4s4c3d 
AsQh6c3d2d Js9s3d2h2c KcQc7h3s2c Jd6s6c4d2d 
Qd7h3s3d2h Ah9d9c4d2d 9c5h5d4s2c Ks8h7c4h2h 
Qh6c4d4c2s Js8h5c3d2c AdJh7c3s2s KhTd4h3h2h 
Qd7d4h4d3c Ks9h5c2h2d 8h7s6c3d2c 7s6d4c3c2c 
AdKd9d3d2d Kc8d5h3c2c 8h5h5d3h2s 7c5s3s3h2d 
9c4h3c2s2h Kd9s3h3d2c Th5c4s4c3c TsTc7c3c2c 
Qh5d4s4c2c JdTsTdTc2c KsTs7s3s2h Td7d6d2s2h 
Qs9d6c3d2d Ts8h5s3d2s Ts5s4d4c2h Jd6s4c3s3h 
Kd9d4h2s2c QsJsJdJc4d Tc6d4s3h2c Th4h4c2h2d 
6d3s3c2h2d Kc9c7h2d2c Qs9d7s2s2h Jd8h5h3c2h 
Ah9s7c3s2d 8d7s7c3c2h Qs7s4d3s3h AcQd7d3d2h 
KhTs7d3d2d 7c6h4d3d2d AdTc5h3s2s Jh6c4d3s3c 
QdTc7c3h2c Kh9s7c3h2h Td7d5s3c2h QhTd7d2d2c 
Th8s5d3c2d Kc9d9c4c2c 9s4h3h3d2s Td8s7c3h2d 
Qs9s4s4h3s JdTsThTd2s KsKdKc6h4d Qh7d5c4s2s 
7s7h7c6d6c 9s7c4s4d2h Qc4h3d3c2s 9s9h9d8d7s 
AcTs6h3s2s Th9s3s2s2c Ks9d4h4c3h Ks8d6d3d3c 
8h6d4h3c2h Qh7h3c2s2c Kh9c4s4d3s Td8c5s3s2s 
QcJh7h2s2d KdTh4c3h2h 8s8c3h3d2c 8h7d5c3c2c 
AcJh4d3d2s Jc9h6s4s2s Qh8s8c4s2s Jc7h4d3h2d 
9c6c4h4d2c Qh7h4s4h3c 9c5h4h4d2s Qs9h6d4d2d 
Kd8s4s3c2c Jd7s4s3s3h 9d8c4s4h2h Th7d5c3c2s 
5d4c3h2s2d Td5h5c4c3c Ks7s4s4d2h Kc9h6h3d2s 
Th6c5d2s2c Jd9c7c4c2s Jd7h6s4h2c Ah9s6s4d2c 
Jc5c4h3s2c Qd5c3s2h2d 6c5c3c2s2c Qs8h3s2s2h 
Qd8h5s2h2c Qs8d7s3s3h 9d6d4s4c2d As8c6c2h2c 
QsTd7h2h2c Jd9s6c3s2h 5h4s3s2d2c Kc5h4h3s2h 
9c4s4h2d2c Js9d6h4h2h 9c5s4d3d2h 8d6h4c3s2s 
Ks9c8d4c2h Th7s4d2h2c Qd6d4h3s2d QcTd7d3d2h 
Kc7h7d4s2h Tc8s5d3d2d Kh9c8d4d2s 5s5d4s3s2h 
JsJhJd5s5d 8c7c5c3c2s QdQc7h3s2s QdJd8d3s2d 
