9d6d3h3c2d 
Ad8s6s3s2h Qc5c3h3c2c Jh6c4d3c2s Jc6d4d3d2s 
9h6h3h3c2s JsThTdTc8s Ac7h4s3s2d QsQhQd4h2d 
Kh8h3d2s2c Qh9s4s3s2c Tc7c5c2s2c Kh7c3d2s2h 
9s5s4s3s2c Js8s8c3s2s KcQsQhQd4c Ac4s3s3d2h 
Td7c4h3d2d Kh4d3d3c2s Qh9h9d9c7c Kd7h4s4c2c 
Kh8s4d3d3c KsKhKcJc2c Jc7c6c3d2s KdQsQdQc7h 
Kc8h7h2s2h Kh7c5c3c2c 8s7d4c3s2s Ac9h6s3d2h 
AhJhJdJc7h JsJhJc6h5c Qc8d4s4d3d Qd9c3s2h2c 
8h7h3d2s2c 8c7s4c3h2c 8s8d8c7d5c Jc5h3s3d2h 
As8h4d3h2c Ts6s4s3c2s As8s4s3s2c Js7h6s2s2d 
Qh7s6c3d2c JsJhJd7h5d KdQc7h2s2h KcQsQhQd8c 
Kh7c6c3c2s Td6h3s3d2c Js8d7s3s2h Jd7h4d2d2c 
KcQc9c3c2c KdQh7h3h2h Ah9h4h2h2c Ks7h6c2d2c 
Qc8c7c3h3c Tc5d4d3d2s Th6d3s3d2c Ac4d3h3d2s 
Qs4d4c3s2s Ac6s4d3s2s Jc8d7d3s2h Qs9c7d4d2d 
Js6d4d3d2h 8s7c3h2d2c Ts6s3h3d2c 8c7s3d3c2h 
Jh7c6c2s2c Qh6c4d3s2s Jh8s7c3s2d Ks7d6h2d2c 
Kc8d4c3s2c Qc4c3h2s2c 7s4h4d3c2c Ah8d6s3s2s 
Qh9d4d3s2d Ac9d4h4d2d Jd7s6h3d2c Kc8d7c3c2h 
Qc7h5h3h2d Jd4h4c3h2s Ac6d4h3s2h Qh9d3s3d2c 
9s6d3h3d2d Qh7s5c3d2s Jh8d4s3c2d Qc8c7s3d2h 
Qc6h4d3s2s 8h5s3s2d2c 9d6c3s3h2c Qd7d6d3h2s 
Js7h6d3c2d As8c6d3d2d 9h8d3s3h2h Kh8s4s3s3c 
9d7c4s3s2h 6s6h6c5s5d 9c6s4s3s2s Jd7s4d3d2h 
Kd7s3s3c2c Kc8h6h3s2h Kd7h4d3c2d Qh8d3s2h2c 
AdQsQhQc7c Tc7h4s3s2s Js6d4h2d2c 7h5h3h2h2d 
7s6c3s2s2d Qd8s6s3s2c 8h4s3h3d2c 9c6d3s2s2h 
Js9s6s4s2s Kd9h7c3c2s As9d6s6d6c Ks8d4h4c3c 
Ks8c6c3h2c Jd7s7d3h2d Ks8c4c3h3c Th6s4s3s2d 
8c6d3s3d2d Qc8c4c3d2s Kc7h6s2s2d Kc9d7d2s2d 
Kc8s4h4d2h Tc8s4h3s2s Qc5c3d2h2c Ks9h4c3d2h 
9s6s3s3c2h Kc9c3c2s2d Jc7h5h3h2s Kd9d3h2d2c 
Ac5d3s3h2d Jh7d4s2s2c Ac9h6s6h6c Kc6d3s3h2s 
8s7d4h3c2c 7d6h3d2d2c Jh5h3d2h2c Th7c6c3c2c 
QsTsTdTc3c Ad5h3s3h3d Jh7s3c2s2c Qd7h5c3c2c 
Qd9d7d4s2d Ah6c4d3c2s Kd8h5h3c2s Ah4d3c2s2c 
Ts7h6d3d2c Qs8h8c3s2s Qc4s3d3c2c Ac4s4d3s2s 
Jh8c4d3s2c Ks9h7c3h2h Jc4s3d2h2c QsQhQc6c3h 
Ac9c4d4c2c Qd5s3s3c2s Ah7d6s6h6c Qc6c4c3h2c 
Ah5d3s3h3d Qd8h4s3d2d Qh5s5c3s2s Jh8c6c3d2c 
Qd7s4d3h2c Qc7s6d2h2d Jh6h5c3h2h Qd9s7s3h2s 
Kh8d7d3s2c 9h8h4s3h2h Td7c6d3d2d Qd6h3s2d2c 
Kc6h4d3d2d Qs5s3c2s2d 9s8d4d3h2d KdQh7s2s2c 
Kc9d4c3s2c 9s6c3h2h2d QsTsThTd3h Kh8h8c3h2d 
Qd8h6h3h2s 9s8s8d8c6c Qs8s7s3h2d Qd7d7c3s2d 
Td7d4d3s2c Ad7s4s3s2h 9s7d4s2h2c Td6d5d3d2h 
Qc7h4s3d2c 9c7d3s3d2d Ac8h4h3s2d Tc8d3s3d2d 
Kc9h7s4h2h AdJc6h3h2h 9h7h3d3c2h 9h7s3c2d2c 
7h6h6d6c5c 9d9c5s5d5c Kh9d7h3h2h Js7d4s4c2s 
Jh8d7d3c2d Js7s7h3d2s Qc8d4c3c2s 9h5c3s3d2d 
9h7c3h2s2d Th9s9h9c6c Qh4c3d2s2h 8d5h3d2s2d 
8d7d4d3s2h Js8c7c3h2c 9d7c4d2h2d KcQhQdQc6s 
Qh7c4h2h2d Jc8s7c3c2h Qc9s7s3h2d Qh7c4s4h2h 
Kd8d4d3s2h AhJc6s3d2d Kd7c6c3c2h Ts6s4s3d2s 
9c7h4s4d2h 8c5c4c3c2d Ac6s6d6c3d 8c7c6c3c2c 
Kh8h3s3c2d Kc8c4h3c2d Th6h5h3s2h Kh7c6d3d2s 
8c6c3c2s2c As6h3h3d2c 8c7s4d3s2s Jd7h5h3h2c 
Qc8c4s3c2d 8h5s4h3h2h Qs9d7h4d2d 9d5s3c2h2d 
Qd8d4d3d3c Kd7h4s2s2c Kh8s4d4c3d Kd8h7d3d2c 
Th8c3h2s2d Qh7s7d4s2c 9s9h5s5h5c Ts6c5s3s2s 
Jh7s4h3d2c 8c7h4d3c2s Qd4s4h3c2h Qs8d6c3h2d 
KdQc8h3s2s Jh7h4h2s2d AcKc5s5h5d Qd9c7c4h2c 
7c6d3c2s2c Qd6h4c2s2c 8d7c4c3c2s KcQc7c2d2c 
Ks8h4s3s2d Qs9h4c3h2d Th7d4c3c2c Ah8s4s2s2c 
QsQdQc7c4s As7c5c3c2c 9c6h3s3d2c 8d6s3s2h2c 
KdQs7d3d2d 9h7c3h2h2d Qh7h5d3h2h Qc8c4c3d2h 
QsQhQdTh7c Qc7h6s3c2c 9d7h4c3c2c Qs4c3s2h2d 
As6d4h3d2d Qh7s7d4c2s Js8h7s3s2s 9c7c4s4c2c 
9c6s3s3h2s Ts7s6s3s2c Qd7h7d3s2c Qh6c4c3c2s 
Tc5h4h2s2h Jh8d4d3d2c Ts5d4d3d2h 9h5h4c3h2h 
Qh8s4c2d2c 9h8s3h3c2h AsQs9h9d9c Th7s5h3h2h 
9s8d4c3h2d Jh7c4s3d2h 9s8d4c3h2h Ad8s8c3h2h 
Qd8s6d3d2d Ks7d3s2h2c Qh9h3h3d2s Qc7s7d4s2s 
Ad9c6s3s2s Kc4s4h3s2d Qs9d4h3d2d Qd9h7s3c2s 
Ts7c6h3h2h Qd7h4d3s2c Qs7s4s4c3s 7d4d3h2s2d 
Qs8c7s3s2h Qh9c7s4s2s Js6s6h3s2d Th7d6c3s2d 
Ad7s4h3c2c Th5d5c3s2d Ac9c5c4c2c Qs6d3s2h2c 
8c6h3h2s2d As9d4h2d2c Kh4d4c3c2s Jc8d7s3h2h 
Ad6s4h3c2c Ad6h4h3h2c 8h6c3s3c2c Ad9h4h3s2c 
Ks8c4d3h3c Qs9s7s2s2c Td6s4h3h2h Td7c6s3s2s 
9s7c4s3s2h Ks8d4s3s2c KdJs7h3h2h KcQd7h3s2h 
Jh6h4h2d2c Jh9s3h3c2h Js7s4s4c2h Kc9d7h3d2d 
Tc6h3s3c2d Ah9c5c3c2c AhJs6d3c2d 6c4c3h3c2c 
Th8s3s2s2c Qd6d3s2h2c Qs9h7c3c2d Jh7h6h2s2c 
Js6h6d3s2c Td7s4d3c2d Js9s3s3h2s Ah9h9d9c7s 
QcJh7d2s2d Td7d3s2h2c 8h6h3c2s2h Jh7s4h2d2c 
KhQc7d3s2s Ah9s5s3d2s Jc8d4s3h2h Qs7d7c4h2d 
Ts6d6c3c2c KdJh7c3c2c KsKdKc6c4c Jd7c6d2s2d 
Ts8s8h8c6h Qd9s7c3h2c Jh8c6d3c2c Js7s4s2s2d 
Jc5s5h3d2d Qh6s3d2h2c 9s6s4s3s2c Ah7s7c3c2c 
Qh7c5d3d2d Ad8s6h3c2h Ks8s4d3s2h Ad5h3s3h2h 
Tc7s4s2s2d Kc6s4h3h2h Kh7d6h6d6c 8s7d4d3c2h 
Kd8s4d3c2d Ah4c3d3c2s Kc7d4h4d2d Th6h6c3h2h 
Jh5h4h2h2d Jc8d4s3h2d 7s7h7c6s5h 8d7s7h7d6h 
Ad9c5c3c2c Qh8h4h3h3d Ts5c4d3h2h Th5h3s3c2d 
QsTsThTd3d As6d4c3c2h KsJh8h3h2h Ac4h3s3h2d 
Tc5s5d3h2h Qd8d4h4d3d 8s6s3s3d2s Jc8c7s3c2d 
9s6c3h3d2s Qc8s8h3d2h Qd9h3d2s2d Jd7d6d2s2h 
9s7h4s3d2s Qd7c5h3s2s QdTsThTd2s Qc6h6d3s2h 
Qc7d6s3c2c Jh6s6c3h2d Qd8h4s4c2s Qs7c3h2h2c 
Kc8h4s4h2d Qd6h4c3s2s KhKdKcQh5h ThTdTc6d5h 
Qh7c6d2s2c Ks9d5d2h2d KsKhKdJh4h Th8h7h3c2h 
Js6s4d2s2h Jd8s4c3s2s Jh8d7s3c2c Kc9s9h9c6s 
Qc7c5c3d2c Ks9d5d3d2d 8s8h6h6d6c 8d5s3h3c2d 
Qh9c7d3d2s Td7s4h3c2c 9d6d3h3d2d 7d4h3s2s2c 
Qd9d7d2h2d 9c8d4c3s2c Qd9h9d9c7h Ac8h6s3s2s 
Td6s3h2s2c Kc7s6s3s2d Td7d4c3s2d Qs7h5c3c2d 
8h5d4h3h2h KsKhKcTc4c Ac6d3h2s2d Ad9s5h3h2h 
Td4s4d3h2c Ks8c4h4c2c Qd4s4h3d2d Tc8h3s3d2s 
Qd9h7s4h2h Qd7h6s3c2s 8c6h3s2h2d 8h5h3s3h2h 
Ts7s4c3h2s 8c7c4d3h2c Qd7h3s2s2h Kc8h5d3s2h 
8s5c3c2h2d Ah9s6d3c2s Qs8c6d3h2c Jh7h7d3c2h 
Kd7c5c3s2c Ac7s7h7d5c Js7s7c3s2h Jc5h5d3s2s 
Jc8h4s3d2h Th7s4d3d2c Jd8c6d3s2d KdQs7c3c2h 
Tc6s6h3h2h Qs5d3s2s2c Qc9d3s3h2c Kh8h4h2h2c 
Kc6c3d2s2c Jc6s6h3s2d Jh5h5c3h2h Qd8c4h2s2c 
KsKhKd7d5d Kc9h7s3s2s Ts4h4c3d2h Kh9s4d4c2d 
Qs7s6d3c2s Qd7d7c2s2d KsQc8h2h2d Kc7d7c3c2s 
Kh6s3d3c2c Qs9h4h3h2c Ad5h5d5c4s Qd9d3s3d2c 
KcTsThTc5h KsKdKcJd3d KsQsQdQc7h KdJsJhJd7c 
Kh9d7s3s2s 9c5h3s3d2h 8s6h3s2d2c KhQc8d3d2d 
Qd8c4s4c3c Jc6s4s3s2h Qd8h7s3s3c Qs8c4h3s2s 
KsKdKcTc4c Kc7s5s3h2s Kc7h4c3d2c Qh7d6h3h2c 
Jd7s4h4d2d 8s7s7d7c6d Kh8c6s3d2d Kc8h5d3d2d 
Qc9d7d3s2d AsTd3s3h3d 7c4s3h2d2c 9c6c3h3c2s 
AhQd7s3s2s 9s8s3s2s2d Qh8c4d3h2h Jc6h6d3h2s 
9d8c4d3d2s TsThTd9h5d Qc9d7h3h2s Td8s3h3c2s 
Qh6c4d3s2d AdJs7s3s2s As8c4c2d2c KhKdKc7c4s 
Qh8d6h3h2h JhTd7h7d7c Ks8d5c3d2h QsJh7c3d2d 
6s4c3d3c2c QdTsTdTc5s Qs9s9h9c6c 9h5d3s2s2c 
KsThTdTc8d Ts7s6s2s2c Jd6s4h3c2s TsTh5s5h5d 
Kd9s9c3h2c 6d4s3s2s2h Js7h6s2d2c Kd7c6c3c2s 
Js8h4h3c2d AsJd7d3d2d As8s8d8c4d 8d7d3c2s2d 
Ad9c4c3h2s KsKdKcQs5s 9d7d3c2h2d Qs4s3s3h2d 
Jd8d7h3d2s Qd4c3h2s2c Ks9h7h3c2h 9s5s4s2s2d 
KsKdKc9c3h 9h9d5h5d5c 8s6c3c2h2d As7d4c3h2c 
Th5s5d3s2c Jc6h3s3c2d AhTsTdTc9s QdTs7s7d7c 
Ts4h4d3c2d Kh8h4s4h2h Ac7s7d3s2s QhQdQc8s7d 
QhJs7d3c2c Jc7d6s3h2s Qs6h4d3c2c Jd6h4d3c2d 
Ks9c3s3h2s 6d4c3h3d2d Ad6c3h3c2s KhKdKcJd4d 
9s8c4s3s2h Kd9c3h3d2d Kc9h4s4h2d Th5s4c3s2d 
Qh7d5s2d2c Qd9d4d3s2d As6c3d2h2c KhJsJdJc9s 
7s6d3s2s2c AcKc4s4h4d 7c4s4h3s2d Ah4s3d2d2c 
8c3h3c2d2c 9h5h4h2d2c Kd8c5s3h2s Qs4h4d3c2h 
As4h4c3d2c Qd9s4h3h2c JsJhJc6c5s QsQhQd4d2s 
KhKdKc9h3s Ac7h6d3s2h Kd8d3s3h2c Ac7h7d3h2h 
KdQd8s3d2d 7d4c3h2s2d Qc5d4d3d2d Tc6h6c3d2c 
Qs9d7h3d2d Ah6d4d3s2d 9h5s3s3c2s Tc8s3s3h2s 
AsKd4s4h4c Qh9s4d3c2c Ks9d7d4d2d Js6s4s3c2d 
Qd7d6d2h2c Qd7s6s2s2c Kd8s6h3h2c Qs8s4d3c2s 
As5s5d5c2c Js6h4c3c2c Jc8s6c3c2c Qc9s7s2h2d 
8d4c3h3d2s Ah9d6s3d2c Qh4h4d3c2h Th3d3c2s2d 
Qs9s7c4s2s Jh4s4c3d2h Qd7s4d4c2d Qc6c4c2h2d 
8d6h3h2s2c 7d4h3h2h2c Th5h4h4d2h QsTsThTc5c 
Jc4s4d3h2c Kh4s4d3d2d Jd5c3s3h2d KdQsQhQc6d 
Qh6h3d3c2s Qs9d7s4s2s Ac7s4s3s2h KsTsTdTc5d 
9c5s3s3h2d Qc7c5c3c2h AhJc6d3s2s Qs7d4s2s2c 
9c7c3c2h2c Ks8c5d3h2c Kh8h5c3h2h Qc5h3h3d2s 
Js6s4s2d2c QsQhQdTd6c Qh7d6d4d2d Td5s4h3c2h 
QsQhQd7h4d 9d8d4d2h2d Js9c3s3d2s Qs6h6c3d2d 
Jc6d4h3s2s Tc8h7s3h2h Jd7d6h3c2d 7h4h3s2h2c 
Jh7s5d3d2d Kd9h7s3c2s Ah8s8h8d7c Ks8s4s3d2h 
Td6h6d3s2d JhTc9s9d9c Ks8h5h3h2c 8h7h6h3d2h 
Kh7h3s3c2d 7d4c3s3d2d Qs8d4s3s2c Jh8c6c3c2s 
8h5s3h2h2d Ks8h6c3d2h 9s8s3s2d2c Kd8s4s3s3h 
Jc8h6s3s2d Qc6s6h3d2d Ac7s4s3h2d Jd8c6s3h2c 
Ks8c3s3d2h Qh6d4d4c2d Kh8d5d3d2c 9c7h4s3d2c 
Js4c3d2s2h 9c6h3d2s2h Kc9c4h4d2c 9d7d4d4c2d 
Jd5s3h3d2d Tc5s5h3c2c AsTs8s8d8c KsKdKcQh5h 
Kh8c5d3d2d Ac9s9h9d8c Qc8d6d3d2s Jd7d5c3d2d 
Kh8c6c3s2c QdJc7c3c2h Ad8s7s3s2c Ah9d4d3s2c 
Ah7s4s3c2s 9c7s3d3c2h Qs9c7h3d2d Kh7c4s4d2d 
Jc6d6c3c2h Qc9d4h2s2h Jd8h6c3c2s KsQh7c3c2c 
Kh9s9h9c6c Qh6s6c3c2c Qd8c6h3s2c Ks8s3h2d2c 
Jc5h4h2s2d Qc9s7h3h2h Td9d4d3d2d Jc7c4c3h2s 
Js8s6s3s2d Qs6s3d3c2h Qs5d3h2d2c 9s8d4h3h2c 
Ts6h4h3h2d 9d7h3s2s2c 9d7c3d2s2d 9d8h4d3s2d 
9d3s3c2s2h Ad5s3s3h3d Kc8d4s3h3d Td7s5c3s2s 
9c7s4d3d2h Jc8s7h3s2s Qd9c7h3c2s Jc8h3s2d2c 
Qs8s8h3c2s Jh6c4s4d2c Jc5d3h2s2d Kd8h3s3c2d 
Ks8d6h3h2c Qs8s4s2s2h Qh6d3c2s2h Jd8h4s3h2h 
Ac9d5h3h2h Jc8d7h3s2h As5h3h2h2c 7c4c3s3c2d 
As7s7d7c5h 8h6h3c2h2d 8d7c4h3d2d 7c4c3h3d2s 
QcJc6c3c2c 8d5h4d3d2d 9h6c3s2s2d As9s4c3s2s 
Ad4c3h3d3c 9h7c3d3c2s Qh9s7d3c2c Tc7s4s3d2s 
QcTc7c3c2c As9s8h8d8c Ts8s8h8d6d AhTc3h3d3c 
Ah9s9d3s2s Qc7s4s3s3d Kc7d3c2s2h QhQdQc6c3h 
9c8s4d3c2c Ks7h5h2h2d 8c5s3h2d2c As8h6c3d2c 
Kh8c4s4d2c Js5c3s2s2h Js6c4h4c2c Kh8d8c3s2d 
Jh5h3h3c2d Qd6h4c2s2h 9d8h3s3c2c Ah7s6d3c2s 
Tc8s3s3d2h AdJh6c3c2s Qs8s5c3s2s Tc7c6s3c2c 
9c7s7d7c6s Kc8s5d3h2d Qs8h4h2h2d Kh6s6d3s2s 
Qd6s4h2h2c QhJh7h2s2h Qd6c4s4h2c Jh7d6d2d2c 
Kc8s4h3h3d Qd9s7h4h2h Jc5h4d3d2d Jd9d7d3d2c 
Qd7h5h3s2c JsJhJc5c4s Tc7s4c3c2h Js7c4s3d2s 
Jc7d3s2s2d Jc9d3h3d2d 9s9h9d8s6d Kh9c4h2h2d 
Js5s3h3c2s Ad5h3h3c2h Js6h4d3d2c 9h7d4c3s2c 
9c7d4d3s2d KsTs8s3s2s Tc9s9h9c6h 8d6d3s3h2d 
8c6s3c2h2d 9s5h3h3d2c 9d7c4s3h2c Kd6s6h6d5h 
Kh8s8d3h2h As7d4d3h2d Tc7h6d3h2h Qh6h3h3c2s 
Td7c4c2s2c Tc7c4h3c2c Jd8s6h3h2h Tc4h4d3s2h 
Ts6s3s3c2d Qc7s7h4h2h Js6s4d3c2s 7s4s3h3d2c 
KcJc7c3c2s Kd4s4h3h2h Ac4s4d4c3d TsThTc9h4s 
KcQsQdQc2h Js8d6c3h2c Th5c3s3c2d Qc6s4d2s2h 
9s8s7s3s2s 7s4s4d3h2s Ad7s4c3h2s 7s4s3s3d2h 
Qd6h4s3s2s Jc4s4c3c2d Tc8s4s3s2s Kd7s6c3h2c 
Qc7d4h3s2c As9s4s3s2d Td5d4d2s2d Tc7s6d3h2s 
9c5h3h3d2s Qs7s7h2s2d Kc8s4s4h2s TsTdTc9c3d 
Jc8s7d3s2h Kd7s7h3d2d AhTs3s3h3c KsQc7h2h2d 
Jh9h4h2h2c Jd9c4h3h2h 9h7c3s2h2d AhJsJhJd7h 
QsTsThTd4d 9s9d9c8d6c Js4d3s3h2c 9d7s4c3c2h 
Ah8c6d3d2d Th7s6d3d2c Qc7h3s2s2h Ac8d6h3h2h 
Jh9h3h2h2c Td4s4h3c2s Jh5s5c3d2s Ks9c4h3c2d 
Qs9h7h2h2d Jc8s7d3c2c Td5d4h2s2c Jd6h4c3s2s 
8s5h3c2d2c Td7d3h2s2c Ks9h4d4c2c 8d5s3h2d2c 
8s5h3d3c2h Jd8d6d3d2s AdKs8h8d8c Ad9s9c3h2h 
8d7h3s2d2c Th8s3d2d2c Ks8h4h4d2c 8d7h4s3s2c 
Qs9c7d3c2h 9h7s4h2d2c Jh8h4d3h2c Ac8d4d3s2h 
Ac7s4h3s2s 8d7d3s3h2c Js8s4s3c2h 6h6d6c3h3d 
Td7h3c2s2d Ts8s8d8c6c KhKdKcQc5c Jh6h6c3s2h 
8d7h4c3c2c Kd7d6h3d2d Th4d4c3s2d Qs8h4d4c2c 
Ah5s5h5d4c Qd7c5s2s2h 9d8s4d3d2c Js8s6s3s2c 
Ac9h9d3s2s Jc8c3s3d2h Ts6d4c3c2c Jh8h4h3c2s 
KhKdKc7d5d Qd8s3d3c2h Ac7d6h3h2s Qc4d3c2s2c 
Kd7d7c3d2s Ad9h6s6h6d Kd9c4s2h2c Ac6s4d3h2d 
7c4d4c3c2h 9c5d3d2h2d 9c7h4s3s2s Jc8s7c3h2c 
Jc5h4c3c2c Ad6h4c3h2s Ks9d7c4d2d Jc5c4c3c2s 
Ks7h5h3c2h Ah8s7c3s2s Ts6d3s3h2c Qh8h7h4h3h 
Qs7h4s2d2c Qd8s6c3s2h 9h8h3h2h2d Qc7s7h4d2s 
9h5h3s3c2d Qc4c3s3c2h As9d5d3h2d Kd6s4c3s2s 
QsQhQc4c2h 8h6h3h3c2s Kd8c7c2s2c Js6s4s3h2d 
Qc7d3h2h2d Kc9h3c2s2c Jc9d3d2s2d Ah8s7s3s2s 
Jc7d5d3h2d Ac9c8s8h8d QsTs7s3s2s Qc9h4s2s2d 
KsKhKdJc2c Qc9c7c3c2s Kc8d5s3h2d Th4s4h3c2d 
Jc7s6d3h2h Qs5c3h3d2c Js7s6d3h2c Qh6c4s3d2c 
Jd5h3s2h2c KsQh7h2h2c Kc8c3s2h2d Th6h5h3d2h 
Qh6s6d3c2s 5d4d3d2h2d Kh7c4s4d2s Kc9s4d2s2h 
Qc9h7s3h2d AhTd4h4d4c Kh9h5h4h2h Qd9s7h2h2c 
9s8d4d3c2d Qd8h8c3s2c 8h7h3h3c2d Ad4s4h4d3h 
Jh5s4d3d2d Ts6d6c3d2d 7d6h3s3c2c Qc7c4s4h2d 
Kd9s4s4c2s QcTsThTd8d Td5s4h3s2c Qh9s4c3c2d 
TsThTc9c3h Js4s3s3d2c 9c7d4s4d2d Qh9s4d2s2c 
Ks7h6h2h2c 7d5d3d2d2c KsKhKd6c3h Jh8c7s3s2d 
Kc7s5s3d2s Qh9c7s3c2d 9s6d3d2h2c KsKhKc5c3c 
KsKdKc9d3h Ac6h4h3h2d 8d6s3s3c2s As7h4h3d2c 
6c4s3s3h2s Jd9h3s3d2d KhQh8c3h2h Qc6s6h3h2h 
Jd8h6s3s2c As5d3c2h2c 9s5c3h3c2c Qs4h4c3s2s 
9d5d5c3d2d Qs9c4h3c2c Jc8c4s3h2c Qs4d3s3c2s 
Js6s4c2s2h 7c4s4c3d2c 8c7d4d3h2d Ts5d5c3c2c 
Kc8s4h4d3s Qh9h3s3h2c Ad4s4h3c2c Jc7s7c3d2c 
Kc7h3s3d2c Ts7d6c3c2c Qc9h3s2h2d Jd6s6h3c2h 
Td5d4d3c2d Ad9s5s3h2s As8c4d3h2c Js9c4s3s2s 
Jc8s3c2h2d Qs5s4s3s2s Kc6s6d3d2d 9c7d4h3c2c 
9c7d4s3h2d Kc8c4d3c2s Qh9d7s3d2d Kc9s9h3d2h 
8d6h3d2s2d Kc8c7d3c2h Ks9c3s2s2d AcJh6d3s2s 
Qd7s5s3s2h Ts8d7s3s2s QcJs7s3s2h Qs9c7d3c2c 
Qc4c3h3c2d Ts5h3s3c2d Ac7c3c2s2c Js7h4s2s2c 
Kh8c6d3s2c 6s6h6d5d4s Ks8c6c3h2d Jc7s7h3c2d 
Kh9d7s3d2d Qd9c7s3c2c Ad9c6s3c2c 9h7c4d3s2d 
7c4h4d3s2h Jd6s4c2h2c Tc6c3h2s2d Ah9c5c3d2c 
Qd5h3s2h2c Qs8d6c3d2d 9d7c3s3h2h 7s3s3h2s2d 
Tc8s3h3d2c Ad9s4d3d2d Qc4c3d3c2h Td7c4d3d2h 
Kd9c8c3h2c KhKdKcQh3h 9c8h3h2h2d Ts5h3h3d2c 
8s6d3d2d2c Jh7s6d2d2c Qh6d4c3c2s Qs6s4s3s2c 
Qh8d4s4d2d Qd9h7h4s2h 9d7d3s2d2c Js7h4h4c2h 
As8c4c2h2c Kd7h6h3c2h KcQc8c3s2c Qh9h7h3h2c 
Qh9s7c3c2d As6h3d3c2c Qd8h8d3c2d KsTsThTd4h 
Jd8c4c3s2c KhKdKc6d4d QsJd7d3h2d Ts7s7h3s2s 
Kc6s3h3d2h Kd7h7c4s2s KdQh8c3s2c Tc5d4s3d2h 
Js8s4h3d2s Jd6c4s3h2c 8s6h3h3c2h 9c7d3h3c2c 
7s4c3d2h2d Qs5h5d3c2c 8h7h3c2s2h 9s6c3c2h2d 
KhQh7h3d2h Js7s4s2s2h Td6s3s3c2h KsQd7h3c2c 
Qc7s7d3h2c Qh9s7c4d2d Qh8c6d3s2c Th6d6c3c2c 
Qh7s7c4s2s Ac7h6s3s2s Jc7c4h2d2c Tc7s4d3h2s 
Jc8h6c3c2c QsJs6s3s2s 9c5s4h3h2h Qc7h7d2s2h 
9c7h3h3d2s QsQd2s2h2c 7d4h3s3d2d KhKdKc9d3s 
Kh8h4h3d2s As7h4d3c2d Kd9c5c2h2c KsQhQdQc7s 
8c5c3d2s2h Tc7d6s3s2s Kh9s6c3c2c Ks9c5c3c2c 
Qh8c7h3s2d Kd9c4h3s2c QdJsJhJc9d Jc8c4d4c2c 
9c3s3c2h2c Td6d6c3h2d Jd9d3d2d2c Jd6s6h3h2c 
7d5d4d3d2d 9c8s7c3c2c Qd7h7c2s2c Ts7s4s3d2h 
Jc6d4s3h2s Js9d3s3c2s 9h7s4h3d2c Qd8d7d3h3d 
Kc8h8d3c2c 9s7d4c3h2h Qd8h6c3h2s Ks8s6s3d2s 
Ad6c3s2h2c AcKd8s8h8c 9h7c4h3d2h Ad7h4c3s2h 
Ts7s4s4c2s Kc8d6s3h2s QhJhJdJc9h Ts7d4h3d2d 
Ah9d4s3d2c 7c4d3s3h2h Kh9h8h4h3h Jd4c3d2s2h 
9c7c4h3s2c Kc7s4h3d2s Qh7h4s2d2c Qc7h7d4s2d 
Qc7d7c3h2c Js6h4d3h2c Td8h7s7h7d Kd5c3s2s2h 
Jc9s3s2s2d 9h7h3h3c2d Jh5d3s3c2d Qs4s3h3c2s 
9h7h3d2h2c 7d4s4c3c2h Kd8c4h3s3c Th7s6c3d2s 
Ah9c4s4d2d Tc8c3c2s2d Ks8s8d8c6d Ac9s5d3d2d 
KsQc8h3d2d Ah6c4s4h4c Qd9s7c2s2h 9h6d3h2s2c 
Ac9h5h3s2h 9s5s4s3h2s Ts8c3h3d2c As7c6h3h2h 
Tc5h3s3h2d Ks7s7c3s2h Jc8d4h3h2s Ts6c5c3c2c 
Js5d5c3d2d Ac7s7d7c3d Ac6h4s3s2d 8s8h8d6d5h 
9d8h4s3d2d Ks7c5c3d2c Ad9h6s3h2c Tc7c5c3c2h 
8d7s4c3d2h 9s9c4d3d2d Kh9c7d4c2c AcQc7c3c2c 
Ad4s3s2h2c Ks9c3s3d2s Js8h4h3d2h Kh8h7c3h2s 
AcKh4s4d4c 8h5h3c2h2d 7c4c3d2s2c 8s8h8d6s5d 
Qh9h4h3h2s Js6c4c3d2h KhJsJhJc7d Ac9s6h3s2s 
Ad4h3s2h2c Th7s4c3s2d 9d8s4h3h2h Ks9h7d4h2h 
9c7h4c3d2s Kh8d6d3s2d 9d7s4s3c2s 6h6d6c3h3c 
KsKhKd9d3c 9s5d3c2h2c Kd7s6c3h2h Ac7s4d3h2d 
Qc7s5d2s2h As9d5c3d2d 9d7s4h3h2c Qc6d4h3h2h 
Kh8c6d3s2s Ah4s4h4c3c AdJsJhJc3d Qs8s6s3c2s 
JsJdJcTh7d Ac5h3h3d2h Js7h6s3d2s KsJs7s2s2c 
Th7c4s3c2d Ac6h6d3s2d Td7d6d3h2d KcJs7d3d2d 
7s7h7d5s4h 7d6h3h2h2c Ad9s4c2s2h Tc8s3h3c2c 
Js8h4c3h2d Td5s5c3d2h Kh6s4d3s2s Jc9c6c4c2c 
Ah6c3d3c2s Qs8h4s3d2s Kc9h4c2s2c Kh8d5c3d2s 
Qd8c4s4h2h 9s5d3h2s2c Ks9h7d3h2h Jh7s7c3d2s 
Ah7c6s3c2c Qs8s4s2h2d Kd4s4h3c2h Ah6s6c3s2s 
