KdQd7s6d4h 
Jc9h7h5c2d Tc9c7d6d2s AhKh9h9c6h Ks9c6s3h3c 
9d9c6h6d4s Ks8s7h6h3s Qc9c6d5h2d QdTd7c6s2c 
AsQsJs8d3s Jd8d5s4s4h Ad8h7s6s5c AsTh9d8c4c 
TdTc8c5s4c KsTs9s6d6c 6d5d5c3d3c AdKs8h5d2d 
9d9c8d6h6d 9h9c7s7d4c AhTd9c7c4c JhJd7s6c4c 
8c6d5d4s3c AdJc7c6h5c QcTs9d5c4c Ks8d7h7d3s 
JdJcTs4d2h QcTh8c4c3h AdTd7h4d3c AdJs8d8c3d 
As8d6s6h4s KcTh6h4c2c AdJc8h5s4s Ks5s5h4d4c 
Ad8s8c7h6s JdJcTc9c4c KsQcJs9h3s KhTh4s3s3c 
QcJh5h4d2d Td9d7h6h2c Ts8s7s6h5d Ts8d7c6c4h 
QhJd9h7h6h Kd6s4h4d3s AdTsTc6s2c Ah9s5s4s2h 
KsJcTs8s4s Td7d5h5c4h JsJdTh8s3s Td8s7d6d5h 
As9c8h7h7d Kc7c6c5d4s Qd9c8s8d4c Ad8c6s6d4d 
AsJs8s5d2h AhKc9c8s3c QhJh9s8h6h QdTsTc5h4h 
Ad9s7d3s2c AhTd5c4h2s KsQsTc7s3d KhTc8d6s5d 
Jh9h7h6c5d QsJd5s5h4c AhJh8d7s2h KsQcJd5h3h 
KcQh9s7c4d Qc9s8s7c3d AcQh8d4s2c 7c6h6c4h3s 
QhJh8d7c2c Jh9d8h6c2d Qs9c7s5c3s JdTh9s9c4s 
QcTh9c8c2d Ks9c7h6d4s Kh9s7c5h3d QdTdTc3s3h 
Qd9d8d6c3c Td9h7s6h2d AdKh9h8h4s KhQdJh6s3h 
QsTd5d3s2c KsQc9d7h7d Jd9s8d6c5d 9h8s8d7c6d 
Qs9c5c4s4h Kd8s8h6d3s Qd9d7h5h5d JsTc6c5d4c 
AdJd8h8d3s AhTs9d7d4d KsTc8d5d5c KdQhJs9d4d 
Qc9s7c5s3c Qd9c8h8d3c Kd9d5h5c4h Kc9d6h5s5c 
KhKd7c4s3s JhJd9d8s3c QhJh8h7s6h KcQc4h3s2s 
AhKc9c8s4c AdTh9c8s4s JsTd9c4s3h AdJd9h6d5d 
AdKc8s6h3c Kd9d8s8h2h QsJh9d7d5d Ac9h8d7s7d 
JhTd5h2s2d KsTd9c4h3s KcTh7h6c2c KdQc9h8s5c 
JhTh9s5h3c Js8h6h5c3s JsJc6h5s4s As9s7d4h3c 
Kh7h7d5h3d KdJs8s5h3h KcQc9c8s3s Jc9s9c5c2s 
AhTc6s4s4c 9d8s8c7h6c JsTs8d4s2d Jc7c5s5h4h 
QcTd7s6s4h Qh9s7s6c5d AsQs8d6h3s KcQdJc9h4c 
KsQs7c6s4d KsJcTc4d3c KcJcTs4h4c JhJcTc7s2d 
KcTs6s4c2c AsQh9s6s3c AdJc8h6s5s KhTc7s4s3c 
Qc9s8c7d7c AdQsTs3s3h KsQhTd6d3c AdQs8h4c2d 
AcTs6d4s4d Kd8c7h6h2d As7s5c3h3d Kd8s8d7c3s 
Jc7d5s4c3d Jd9s9h7c6c KdJdJc2s2d Ks9h8c6s6d 
Ah5s4s4h3h JcTs9h9d3c Ad9c7d3c2s KhTc7h4c2c 
AhKsTs5s3s AhTh8d6h4h KdJc9h9d2s JdTd8s5d4d 
Qh9d6h5s2s QcTc6s6d2d QdJd9c7s2c KhQsTc4h3h 
Kh9d7c6s4h Ac9h8h8d5s ThTd9s6c4d 8c6d5s4s2c 
AcTc6c5h2h JcTc8c6d4c AdKdJd6h2c KcQsTs9s5s 
AcJdTs6s3h KsKh7s4d2s TsTd8d4d3s JsJhTs6c3s 
JhTs9c8c3d AhTh4c2d2c KhQd6c4s4h KhTd7s6s4s 
QcTc6s6d2s KcTs5s3c2h AdTd8d5h3c AsTh8c6h5h 
JsJd8c7d4d AcJs9h9c2c JhTdTc8s3d Qh7s7h6h6c 
Kc8s6d6c5h KhJcTc4c3s KcQhJh4s2d KcJc9h4h2h 
KcQdTh7c3c 9d8h8d3h3c QhQcTh4s2h AsTs5h5c3d 
AdKh9c7s2h JcTh9s9d5d Jc9h9d7s6s JsTs7h4d2h 
QcTh8c6d3s Qd9s6h4d3s Ac9s9d7h6d AcTc8c5h2s 
Kc9h9c4s4h Ad8s7h6h5c KcTh8d6h2d JdTc6h6d4s 
AdJd8d5c2s KcQdTs4h2c AhQsJd4c2s KdQcTc5c4c 
QhJd9s9h6h Qc9h6s5h2c AdJs9c8h2s 9s8c6s6h4c 
KsQc6d4s4h Ac6d5c3d2d AcKsTs5s3s AhQcJc3d3c 
Td9d6s3s3h QdTh9h7s2s AsQd9c6d2c QsQd9c6d3d 
QdTc6s6c2d Kc7c6c5s4h KcJs4s3h2c Kh8d8c6h3c 
KcQhJh6s6d Qs7h5d4h3s Qc8c7s6h5c KcTs7h4c2h 
QcJdTd5h5d Kd8c7h7c3d AcTs9s8d4s 9s7h6c4s4h 
AcQs8c7d3c QcTs8c6h3d Tc9c8s6h6d Kh9s7d5h3c 
QdTc9c7s4h AhTd9c8c4c Kd7h6s5c3d 9d9c8d5s2s 
Ah9d5s4h4c Js9d8s7d2d QsTd9h6s3s 6s6h4s3h3d 
As8s6s6d4c QsQd9h8d2d Ah8s4h3s3c 9d8s8c5c3d 
9c8s8h7d6h As9s6s6c5h Th8c7h6d5h KsQd9h7h7c 
KhQcTd6d3s AcQhJs3d2h AdTh8h5s4h AsJs8c7h2s 
Ts9c7h4h3s KcJs8s5h3h Qh9d8c7d6d Qh9h6d5s2d 
Td7h5s5h4d AdKdJd6s2c JcTsTd8h2c Ks9h8h7s2h 
Ad8s6d6c4d 7s6s6d4d3c Qc9s7c6c5d KdQdJs9h4d 
AcKh7s7d2c KdTd4c3s3c 9d8h8c6h5s 9s7d6h6d3s 
QdJhJc5s3s JhJd7s6d2h KcQc9s5s2c KsJsJc2s2h 
Ac9c7h6c4d KdQs9c6h3d Th9s8c7d5c JcTs5c2s2h 
AhQdJd3d3c KhJh9s9h5d Ts9c8s8c4s 9d7c6h5d4s 
Ks8h8c6s3c KhTs7h7d5h QcJd8c4c3d QhTs8c4c3s 
Qs7h6s6h3d AcJdTd3s3d QhQc8s5h3d JsTc5s2d2c 
JhTh6h5c4d KhJs9h4h2s JhTd8d3h2c AsJh7d5d4c 
As7s6s6c4d Ad6c5c4d2d KsJs9d7d2s 9d9c6c4d3c 
As7c6h5d2s Ac8c5h4c3h QdJs8d7s2s QsJs8s7s6c 
Ts9h7d5d2s KdQsJd6h6d Kd9c6s5h5d KhQc6s4d3h 
KsKc8c6c2c AdJd8h4d4c KsTd6c5c4h AhTc9c7d3s 
Jc9c8c7d5h KhJdTc4h2h JdJc9d4s2s 9c8d6d5c2c 
Jd9d6d6c4c KhJh5c3c2d QdJd9c8d6d Tc7c6d5d5c 
KdTd9d7c5d AhTd3c2h2c KdQhJd3s2c QsTs9c5h4s 
QhTs8s3c2h KcQhTc7c4c QhQd5s5c2d AsTs8s5d3h 
AcJhJd7s3d Ah8c7c6c5d Ah9s5h4h3s QhTh7c6d2c 
9c6h5h5c4s QdTh8c7s4h 8h8d7c6h4s Js9d8s5d3s 
As8h5s4s2h Jd7h5c4d3h As5h4d3s3c KsJsJc9s5s 
KsJsJh2s2d QhQcJh3d2h KhQcTs8s4d JhJd9c8s4d 
As9s7c5s2c AcQh9d6h2d Th8d6c5c3h Jd7s7d5s3c 
Qc9s8s7s6d 9h8h6h5c3c Tc9s8h4h4c 9c8h6d5d2h 
Ks8s8d7h2d Ts9c8h4s4h QcJh9s7s5s Ks7s7c4c3d 
Ks9d7s7d4s AsQs9s6h6d JdJcTh7s3h Qs7h7d6d6c 
AdTs7h7c6s KcJd9c8h4s QcJcTc4d3c QdJc8s8h5d 
KsQcJh4d3h As5c3s3h2h Kc9h7c5s4d QcJc8s7h2h 
KcTh9s6s6d Jh9h5s4s3c KsQc8c6c5h Qc8h8c5h3d 
KsQhTc9c5c KhTd7d7c3c TsTd7d6h2s QhJcTd7s3c 
Ah9h7h6d4s QdTh8h3s2d Kd9s7h6d4c Jh9d7s7d6c 
JcTdTc7c3s AcQc5s5h2d AsKcJd4h3h AhTd8d6c4d 
QhQd9d4s3c KdQsTh6s3s JdTh9s8s3c KcJcTc4d2s 
Jc9s8h6s2c AcJdTh6h3s JcTd6s6d3s Js9h7d6c5h 
Ah9s9c7d6s QhQc9d2s2c QdTs9h7s4c AdTsTd4d3c 
9h7c5c4d3h Qh9s8h7d2d 9d8s6s5d2d AsTs8s7s4s 
JhJd6d5c4d TdTc8s5s2c KdQd9c8d2c Ks9d8s7s6s 
TsTc9c5d4h As8s6s6h4c KdQhJh5c2s AdJd9d7s2h 
Jc9d7d5c2s AsTh9d9c4c QhJh7c5s4h QsQh8c6s2d 
TdTc6h6c4c 8d7c6c4s3d JdTsTd7d3h 6s6c5s4h3h 
Kc9s7c6h2h Qh9h7s5s5h QdQcJh9h2h QsQh6h3s2h 
Td9d5c4s4c JhTd8d3h3d KcQcTc7h3d AcJd9c6s2h 
QdQc9s6d3d Kd5s5c4h4d KsQhTh8d3c KcQdTsTh2s 
AdKh9c2h2c Jc7h5h5c4c AcJc8s8c3h KcJcTc6c4c 
AsKs7h5d2s QhJh8d6d3h Jh9s8h5s3h 9h8s7s5h3h 
AcTs9s8h4s AhTh9h7c3h Tc8s6c5h2s AdThTd6s3d 
Th7c6h4c3s KdQdJh9c4d Js9s5c4c3d KhTs8d5s5d 
9s8s6s5d3d QhQd8c5h3s KdQh7h6h5h Ah9h6d5h2d 
KsQh6c4s4d Qs9h6d5d2s JhTh8d5h4h KdTc8s5s5c 
Kc6s6h5h3s Ac9d5h4s4c Ad9h5d4d3h As8d7c5d3c 
JsJcTd8s3s JdTs9h9c3d AcThTc6c5c JhTd9h8h4c 
Jh9c8h6c3h AcTh6c4h2c Kc7s7c6s2d JhTh9d5h3c 
Tc9s8h5c2h QhJs4h4c2s QdTh5h3d2c Qc7h6c4s4h 
Ts7s6d5s5d Qc9s7d7c3d Qh9d8d7h3c 8h7d7c5h3d 
KsJsTs4c2d AdKh8s5h2c Ts7d5h5d4s AsQh7d5h4h 
9c8h8d6h5s 8s8h6c4c3s ThTd7s4h3s KdQcJd3h2s 
9s9d7s3s3d KdQhJd6s3d QcTs9d7h3c AcQd8c7c4c 
AdJsJc7h3c ThTc7h4d3d QdJsTh8d2d KsQd8d6d5h 
AhTc9h3d2s AcJc7d3h2h TdTc8h5d4s QsQd9h2d2c 
KhQs8s6s5c Ah9c5d3h2c QsTs9s9h5c KdTs6s4d2d 
As9s7h6s4d AdKd9s9d6d 9s9h8d4h4d JsJdTd9d4d 
JdTc9h8d3d QcJs9h7h5h QcJh9c7c6c Kh7h6s5h4c 
9s9h8c5s2h QdJhTc4h2s Ah9s4h3s3c KsTd7d5c4h 
KdJs7d7c4h Qh8h6c5d4s AdTdTc6s3d QcJdTs8c2c 
KhTsTc9d4s 8c6h5c4s2s AdJs8h5c4c As7s6d5h3s 
Kh5s5d4h4c Ah8s4s2h2d QhJs9c8s5s KcTs9h7s5s 
QhTs8h4h3s Jc7h5d4c3h QdJdJc9s3d Ac9c7c6s4h 
AcJc8d8c3h KhQd9s7h4c Kd8c5s4d3s 9h8d6d5h2h 
KhTh6s5d5c QsQh7s4s2h KdJc6h4d2h JhTs6h6c4d 
KsJhJc2d2c Ac8s4c3s3h Ah7h5c3s3d KsJhTh8h5h 
As5h3s3c2c AhQhJh8d3h TdTc8d5c2d Ac6s4s4h2c 
QhJsTs9s3s JhJcTc9c4c Qd7c5c4d3c JcTd7c4s2d 
Qh9h7d7c6s Ah9h5c3s2c AsQhTd6h3h Jh7s7c4s4h 
Td9d7c6c2h Qd9c8s5s4c KhQd9c7h4s Ah8h7s6d2c 
Th9s7d6s2h JsJc6d5c4c QhTc8s7c3s KdQd9d7s7c 
KdQcJd6h3d Kd7s5s5d4d KcTc4s3s3d 8s8c5d3d3c 
QhQc4h3d2d AsKc9c8h3c AsQdTd3h3d KhTc9d6s6d 
AcQd7h5d4d KdQd7s7c3s Js9h7d6h3d 9c8s8d5d3c 
KdQd8d7h5s QsQc8h5s3d Kc9s6d4c3d Kc8h7h4s4c 
KdQsTc4h2d Qc9h7c5h3c AsTs9s7c3s AsTd9c8c4c 
KdTsTc5h4s QhTsTc5d4d KdThTd8c4d Qd7s7c6s6h 
JdTc9s7d2h QhTs4d3h3d 9h8c7c6h3h KhQs8d5d3s 
QsQhJc9d3d Tc8s5s5d4d KdThTc9c2s AcJc9c4s2s 
ThTc7s5h4d Ks8c5h4s3h KhQhTh7d3c QsJs4d3d3c 
KhJd9c8h4s AsJc7d4c3d AdTd9d7h4d Ah9s5d3h2s 
QsQc6h4c3d 9h7s5s4c3c QhJh8h7h6d KdTc8h6h3c 
QcTh9c5c4d AcTd9s7s3h Ks9d7s4d3c QcJdTd6d3s 
Js6s6c5d4c KdJc8d6s6h Js9h5d3s3h Js9h6h6c3s 
AhQcJc6c4c Th7c5s4h3c AsQs7d2d2c JhTs8d8c5c 
9c8d6s5s2d Jc8c6d5h4s Kh8c6s6h3s KcQsJh9d2s 
QdQc4d3s2s AdJd8h8d3c JhJdTd6s3d AcQc7s6h3c 
Kc9h6c4d3d Tc9d6h4h4d JsJdTs8c3s AhQdTh3h2c 
JdTs6h4d2s AhQsTc6s3s AsQd4s4h2c Kh9s7h4s3d 
JhTd9h9c4h JcTc8h6c2h AhQdTs2d2c ThTd7s5h4c 
Qd9d6s5h2s 9h7d6d4c3h 8h7c5h4d3d Jc8h8c5h2s 
QdTs7s5c4h KdQd7h7c3c KhJcTh5h2s KdTd9h9d2c 
Js9s8c7c3s QhQd8s5d3c Kd7h7d6d3h As9c8h8c5d 
Ac9d8h8d3h KcTc7h7c5s AcQhJd3s2h AdQs7c6d3d 
KcJd6s6d2c JdTh7s7c5s QcTc9s5h4c QcTd8c7c4s 
KdJs4d2s2h 9c8d7d6c3c AhKs9s8s4c 9s9d6s6h4c 
Qc8s7s5d3c KcQc9h9c4h KcTsTd9h4d TsTd8c5d4h 
9s9d8c5s2d QdJsJd3c2h QcTc6h4d2h Kc9d7h6c4s 
JhTc9d4h3s JcTd4d4c3c QcTh8s7c4c Ts9h8h8c2c 
KcQsTs8h3d Th9s7h6d2s QdTh8s7d4d AdKcQh9s3s 
Qh8d6s5s2h AhTh5s5d3c Js8c6s6c4s QdJd8h6h3d 
Js9d8s6c2d Kh6h6c5h3c KcJd8d5h3h KhTc8h5h2c 
9c8s6s5c2c Ah7c6s5d2h AhQc8h7d3h Ad9d8d6s4h 
9s7d6d4c3s KdQd7c6d4h KhKcJd3s2s KhQdTs6s3c 
Jh9s9h4s4h AcKc4s4d3c Qd8s8d5s3c QsJh7h5c4d 
AcKcJc6d2s AhQhJs6h2c KcTh6d4s4c KsJh9s4s2h 
JcTc9d9c5s JsJd8d6c4d 9d9c7d5s5h Tc7s6s4c3s 
Ks6d5s5d2h Qs9d8d7s4s Kc8h5s4c3s Qh8s8h5s3d 
KhTh9c8h4d AhKcTc5c3c QhTd6d5c4d KcQsTh4c3c 
AsJsJc6s4s QsTh6d5s3c AsKdTd5c2d Qh9h8h6s3s 
QhQdJs9c3c KdJhJc2s2h Jh7s7h5d3d KcTs9h6s4d 
8d8c6s4s3c AhQh6s2s2d AhJd9h2s2c Qc9c6d5s2d 
Ah9d7s3h2d KcTs8d6d3s Ac9h9c3s3d Qd9d8h7d4h 
KdTs9d7c2h Ac9d9c6d2c QsQh9d8s2s AcJs9c2h2d 
Qc9h8s5s4h Qh8c6s5h4d 7d7c5s5d2s AhTd8c6d5d 
Td9s7h4h3d 9c7h6h4s3c Ts8c7s6c3c QhJs7s5c4d 
Js9d5c3s3d As9h8h7d2d AhTh8h5c2s AsJh9d7h4c 
AhQh6d2d2c 9h9d8c5h2d Qd9c8c5c2d Kh9c6d5s5h 
QcJs6c5d5c Qh9d7h6h5s 9h6s6d5s5c As9c8s5d4s 
QhTh8h8c6h AcQsTh6s3s KhQh5s5d2d KdJc6s6c5h 
Td9d8s6h6c KdJsTs8s5s JsTh9h9d2h QsQdTh3d2c 
Jc9s9c8h6c As8c4c2s2d Qh9s7h7d3d QsQh9d6s3s 
Jd8d6s5h4c 6s6d5s4h3h AdQc5c4s2s QhJhTh4s2c 
QdThTc5s4s Kd9s6c5h5d KdQc4s3d2s Qc9d8d5d2c 
KdJh6s4d2s Qs8h6d5d2s JhTc8c3h2s KdKcJh3s2s 
Qs7c5h4c3s Td9c8c5d5c KdQsTc9c4c As9h6d2s2d 
Ks8h7d6h2s JcTh9s6s4s AhQs7s6s6c Ks7c6d5h3s 
KhTd4s3s3h 7d6d6c4c3s ThTd9d7c5d AsTh8c6h4d 
KsJhJc4d2s Ks8h7d5h2s KcTc9c7h3d Kh8c5s4h3s 
Qd9d8h7h2c AdJsJh7c3h AcQdTs3c2c Qs9h9d8d6c 
JhTd5s3d2h JhTh8s2s2d QdTh9h7c2c KsQc5d4s3s 
ThTd8s5s2h KhThTd8c4h KsTdTc8s5s Jd9h8c6h2d 
QdTdTc6d4d Kh9h8s8c3c AcTd9d8d4s Kd7d6c5h2c 
9s7c5h4c3h QcTc8s6c4c AsQs9s6d6c JcTc6d5s2d 
Ad6s4s4c2d TsTc6c5s2h As6s4h4c2h QsJs9d5s4c 
AcJc8c5d2s 7s7d5s5c2c 9s8s6s5c3c AhTh9h7s3h 
AdKcJs4h3h KdJd9s8d6d QhTs7s5h2d Jc7s5s4c3h 
9c7h5d4h3d KhJh8c4d3d 9h9d8s8c4h KcJdTc8c5c 
AdKc7s7h2d KcQcJd6h3c Kh9h8d8c3d Jd8c7h5s4d 
QsQcTc6c2h AdTh9d3c2s QsTc5c3s2d KdJdJc4d3s 
Kc8h7s7h3c KhQh9h7c5d KsJdTd4d3h 7c6s6c4s3h 
KdTsTh8d5d Qc9s8h5h4s KcJc7h7d6c JhTc9d8d2s 
AcJs8d6h5h Qd9s8s8c2d QsJdTh6c2s JhJcTd4h2s 
KdTs7d6d5d Jh9c7c5h2s Kh7h7d4d3c AcTh9c4s3c 
JsJd9h6d4c Qh9s6c5c2h AdJc9s7c4h Tc8s6h4s4h 
AdQd7h3c2c QdQc8s5d3h Ad6h6d5d4c QsJdTc6s3s 
Ad7c5c3c2d Ks9s9d4h4d KdKc7d4d3d JdTh6s5h5c 
Kh7s6d5c3h QdJh9s5h3c Jd9s8d6h2s AcTc9c7c3s 
QsTd7h6h4c JdTh9d8c2d Ac8h7c3h2d AsAhAc9d5d 
QhTh9c4s3d QsTs4h4c3c AhTs8d6s5s KsTd7c4c3d 
KhQh7s7c3c Qh8h8c6s3s 8d7h6h5d2d AhTc8s3s3c 
Kh8c6h6d3d KsJc9s8h4d KdKcTs3s2s Ah5d3h3d2s 
QcJh6c5d5c Ac9h7s3c2h 9s9c6h5h5d JsJh6h5d4h 
QdQc9h8d2d QcTs5d4h4c Th9c8s8c2s Js9d7d5s2c 
AcJd5d3c2c JhTh9c5h3s AhQsTs4d2c JsTs6s5d4c 
Qs8s6h5c4d KdTh7h5s4c QhTc6d3h3d QsTs9d4c3h 
Ts9h8c5s2c Qs8d6c5s4h JhJc7d7c2d Kc7s7c4s4c 
Jh8h6d5c4s QdJcTh5s5h QsQd9s4c3h Js8h7c4s4h 
JcTd9c8s2c JdJc8c6s4c KsJhJc4s2d Ks9s8h8c2c 
Jc7h7c5s3s QhJs5h5d4c TdTc8s5h4c KhQdJh3s2c 
QcJhTs8d2s Qh8s7d6d3h KhQhJc9h3s AcKc7h5s2c 
Kd8d8c7h2h JhJd8d6s4d Ah9h8d3s3c QsTs8s4c3c 
7d6h5c3h3d QsJs5h3s3h AdKc9c8c4s Qd9h7s7h4d 
Ts9h8c5h2c KhQhTs9h5h Ad5d4h4d3h Qd9h8s8d4h 
Ah9s7c4h3d 9d8c7c5d2s KdJdTh8d2s 9h9d6s6d4c 
Jd8s6s5h3d QhQdJh4h3h QhJc8c6s3s Tc8h6c5s2h 
Ks9c7h5h2s KsJh8h5d3d QdJh4d3h3d Kd9d7h6h2c 
JsJh8s7s5s Js9c7d7c6h AsKh9h8h4d AdQd8c6h3d 
QcTs6h5c3d KdJd7s6d5d Ts8h6s5c2h Td9s7d6h2s 
Tc8h7c6c5s 8d6h5s4h3s 9s7h5s5c4h Ad9s4d3s3h 
AsJs7d3d2d AsQdTd3d3c QdJsTh5s2c Qc8h6s5s2c 
Kc7d5c4d3c KdKc8s5s3h QcJdTd8d3s 9c7c6s5h4d 
JcTd5d3h2c Qh9d9c6s6c Tc7d6c4d3s KsJc7s7h4d 
QsTh9s5s4c QhJc4h4c3h KsJsTd8s2c AsTdTc9h4h 
9c7s6c5h3d JsJd7d5d4h 9c7s7d6c3s Qd8s6c5d2c 
7h7c6s5h5d KhJsTs4c3s AsTs8s6d2c QhJsJc4h2d 
KsQcTd7s3s KhJd4h2d2c KcJhTh8h5h Tc9c8s6h4d 
QdQcTs8s2s JsTd9h5d4d JsTd7c6d2s KcJd8s7h5h 
Jc9c7d5h4s KhQc9d7s7d Qh9d8s8h4d Ks8c6s6d3d 
QsJc9s7s6s JsTh9d9c5d 9h9c8s6s5s AsTc9c7h3d 
Ad5s3d3c2c Ad7d6h5s2c AsTc6h4h4c QcTs6h6c4d 
Qs9h9c8h6d Kh9s6c5h2c KdTd7c4h2h Ks7s6h5c2h 
Ac9h5c4c3h AcJd6s4h3c Ts9s8c6h6d Ks9s7c6c2h 
AcJh7d6s5d QsJsTs8c3h TsTh8d5c4h Ks9c7s6d2d 
9h6s6c5h3c QcJc8h6h2h KhJh8h8c6s KhKd9c6s2s 
KdTs4h3h3d KsQdTd8c3h KhTh9d6c3h AcQh8c7c4c 
7s6c5h3s3c Qs9d6c5c2s AcQc9d9c6c Kd8h7c5h2d 
KhQs9c8d5s KdQd8h8c6d Kd6s5s5d2c QsJs6c4c2d 
Kc9s6h5c3d Kd6c4s4d3c AsTc9h7h3d Kc9d8s6h6c 
Ac9s7h4c3d QdJc6s6h5c 8c7s6s5c2c Qc8h7h5d3c 
JsJd3c2s2d Jh9d9c4d4c QcJh6s5d3c Tc9s5s5c3h 
AhJhJc6s3h Jc9d6h6d4c Qh8d6c5h2c AsTd8s3d2s 
AsKd6c5h2d Ah9h8c3s3d As3h3c2s2c Jc9c7h5d4s 
Ks7h7c6s5d 9s9h8h4s4h QdJdTd4s2h JcTc9s6c3d 
Qc9s9d8s6h Th9d6d4h3d KsTh9s6s5s KdJd9h9d5c 
KcQd9d5s2s 9h8s8c7d6c Kd8s5c4d3c KhQh8c5c3h 
Kh7s7h5h3s Qs8s6h5d4c Ad8s7d3s2c QsTc8s6d3h 
KhJhJc9h5h Kd8d8c6c3c JsTc9d9c2c JhJc3c2h2d 
KhQhJc7d3s Kc9d8h7d4h Ts8s8d4c3d Ad7s5s3s2d 
Ts7s7d5c3d AsJh6c4d3s Ad7c4s4d2s Tc7d6h5h3d 
Tc9s6d4s4d 9c7d6c5s3h KsQhTd9c3c KsJsTd4s4c 
KcJhTc5c2d KcJh9c8d4s 9c8h8d7c6s Ah9h6h6c5d 
Qd8h8d5h3c AsKc6h5d2c Qh9d5d4s4h KcJdTd4s3d 
KdQhJc9s2h 8h7d6d4s3h As9s7c4h4d KdQsJd3h2c 
9c7h5h5d4d JhThTd4h3s Qh7d5d4h3d TsTd8h5h2d 
QhQcTs5c2c 9c6s5d5c4d KsTd7d4s2d Ad8s7h6c5s 
ThTd8s5s2d Kc8d7h6d2c QhJc5c4d2d KhJd8c7s5s 
Ad9h8s8h3s KcTd7h4h3d JsJc9c8d3h As9d5c3c2s 
AhTh8h5d3c QhTd9c8c5c KdJs9d8c4h JdThTc8s3h 
JsJc7c6h2s AcQs9s7s6s JhTsTc8d3c KsTh9h7d4c 
8s8h7c6h4d AdQd5s5h2c 9s7h5h5d4d Tc7h6h4c3h 
QsTh8h2s2d Qd8c6c4s4d AcTd8s6d4d KdJhTc5s5h 
QdJs6d5d5c Ks7d6s5d2c As9d8d6h5c AcQc9h4c2h 
KdQsQc8d4d 9c6h6d5c3d 9d7s5h4s3h JdTd9s9d5h 
Ad4h4d3h2s TsTd8s7s5h AhKc8c5d2s KcJdJc4c3h 
AcKs9s8h4s AcQc6s4s2c AdKc7s5h2c As6s4d4c2c 
Kd9c8c6d3d JcTh9c7c3s AhTs7c6d6c QhQc8d6c2s 
QhJhTh8s3d 9c8s8d7h6s KsJh4h3c2s AsTh8c6h4h 
Kc9c8s7c5d KcQsThTd2h KcQc9d8c2d QhQc7h4c2c 
AdKc8s5c2h As9s9h3d3c QhQdTc8c2c TsTh7s6d4s 
AhKsJc3d3c Kd9d8s8h3s KsJd9s9h4c Jh9d7c6s5d 
KsQs9s7h7d 8s6d5s4c2c AcJc4s3s3c QdTc7c5h2d 
QsJd4s4c2d KdTs5d3h2s 9d7h6s4h4d TdTc8h5s4c 
KdJsJc4d2h AcKh8s5c2c KsQhTd4s2c 9s9h6s6d4c 
JdTd9s5d3h JhJd9s7h4c Kd9c6d4h3h Ah9c8s8c3s 
Ks7c5c4s3s Jc9h9d7s5h QhTc8d7c3d Ks7h6s5d2h 
QcJhTh6h3d Qh9h5c4d4c 8s8c5h3s3h Qc8d6c5d5c 
KdTh9s6s6c Qh9d8s8h3d Qs9d6h5d2s Js7h5d4s3h 
Ad9c8h6c4h AdQd9s9d5d Qc9c8s8d4s 9s8h8d6h5c 
QdJd9s7h2s Ad9d6s5d2s QsTh7h5c4d Qc9h8c7d7c 
8c6h5c4s3h QcJs9s8s6s As9d6c2s2c AcJc9c8c3h 
QcTd8h7c4c QhJh8d8c2c AdKs9c6c5c Ah8d7s5d3s 
Jd9s8d5d2s AsJs8s8h3d Qh8h8c5c3d AhTc7d4s2h 
AcTd7s7h6d KdJh7s7d4c KcTsTh9d3h Kd9h6c3h3d 
QcTs9d8s4h AhJdTd3d3c QcTs9h5c4c Js9s6d5s3d 
KcTh7h4c2h AdQh7s3d2s Kh7h7c4h4c Ac5s5c3s2s 
9s9h8c4s4c QdTh8h3c2d KcJh6s4c2s AcKc9s9c6c 
Qh9c8d6s6h Ad9s9d4h4c KsJsJh6s4s KdTh7c4h4c 
Ad9s5c3c2d KdQcTs6s3h Js7d5d4s3c 9s7d6s5c3h 
KsTs8h8c5d JdTs6c4d2s AcQh7h6s6h QhQc4h3s2s 
QdQcJh8s4s JdJc6s5c4c QhJc8c4h2h Kc9h8h6c3c 
Qh9h8s8c4s KhJs8d7c5d 9c6h6d5s5d KsQs5d5c2c 
Ts7d5d5c4s Jh9c8d8c4d AsTh9s4c3s Kc8s7d6d2c 
Jd9h6h6c4d Jh6s6h5d4s QhJc8c7c3h KsQhTh5h4h 
AhKd7d4d4c KsTh4c3s3c KdQs9d5h4d Td9d7d6d5s 
9c8h8c6c5s KsKdJh6h2h Ah7h6s5d3h JsJcTd7c2h 
AdTd5c4d2c Qd9s7s7c4d Qs9h8s7c2c QhTsTc7s5s 
ThTc8s5s2h QsJs8s6s5h JsJcTs6h3s 9s9h8c6c5c 
9s7h5c4h3c Jh9h8h7s5d Th8h7h6c5s JcTh9s9h2h 
JdTh7s7c5c Qs7s7c5c4s QcTh9d5c4c QhJh6d4d2c 
As9s5c3d2c As7s6s6c4h Kd9d8s8h3h Th9c8c5h3c 
JhJd7c4h3c QsJh9c5h3d Qs8d7s5d3h 8s8c7s7h4s 
9c7d6h4d4c KhJs8s5c3c AhKhTh4s3h KsKd8d6d3d 
AdTd8d6c2s KdJs4d2s2c Qd7s6d4s4h QhTs9h8h4c 
Ah8h7h4c3c As9h9d7c6h QsJsTs8d3c KcTd8s7h5s 
