KhTh9s3h2s 
9h6h5d3s3d JsTc6s6c2d As8c5s4s4d KcQcTc6c4c 
Qc6c5d5c4d 9h8s7d7c6s QhJc8h4c2h Th9s7d6d2s 
QdTc7c5d2c AsTh9d4h2d AcQsJc7c3c Td9d6d4h3h 
Ts9d7s7c5h Kh9d7d6c5d As8c6s3h2c Jd9c6c4h3d 
KsJd4d3d2s JsJdTc7h2s KhTh5s3s2d AsQc7d6d2c 
AdQd9d7s7d 8c7c6h4h3d QsJdTd4d4c Ah7h5s4h3d 
Ks8c5s5c2h Th8s6c4h3c 6s6d5h4s2h As8s8h3d2d 
Tc8s8c5h2s 9s9h7s5c3d 9h6d5s5h3d AcQc8h5s2c 
Ad9c8s8h6s Jd8h7h5h3d Qc9h9d7d3h ThTc8h4h2c 
9h7d6h5c2c AsKc9d7d4d KdJc9c8c5h 9c7d6c5h2h 
JhJdTc6c3c JhThTc8s3h QcTc6s4d3h Jc9c6d5s4h 
KdJd8c5s4d KdQdJs4h2d KsKdKc8s7c JsTh9c8c4c 
KsKc9d3s2s Qs8h6s5h3s AhTd8d4c2c QdJh7h5c4h 
Th9s8c6d4s QhJhTh4d4c KsTs5d3h2h KcQc5h5c4s 
QdTsTc5c3h AhTc6s5h3h AhQdJc6s3s 9h7h6d4d3d 
Tc9d7c5d2s KdJs9c8h5h Qh9d7h7d4d Js8d8c5h5d 
QsTsTc5h2d Jd9h5h5c4c Ts9d7s5h2d QsJs9h8s5s 
Ts9c6s5h2c AsJc7h7d6h Td9c8h6s3d Th8h6d4s3s 
AcJdTd6s3d Jd9s6s4h3d Qs8c5c4s4c JsTd5d2s2h 
AcTc6s6c2s KcQcTh8s2c JhTc9d6s3d KsQh9s4h2s 
KhQsTc6s2d AcJcTc6h3c Tc9s8d6d4h Qc9h9d7s6s 
Qc9c8c7s7h QcJd9s7c4h Qd8s8d6d3s 8c7s7d6s5h 
Tc7d5s4c3s AhKs9d4c2h AcTh8h7s3d Kh6d5d4c3c 
AdKh9d4c2s AcJs9d6c3c AsQh9h8d4h Js8h8c7h3s 
7d6d6c4h3c AcKc9d5c2h Jh9s7c5c2h KdQd9s5d4h 
9c7d6s5h3h AhJh7c6h3s KdQsTd3c2h AhKdQs7s2c 
AdTc8c6s6c As8h6c3c2s AcJd9h6c3c Td9h8s6c3d 
Ah9s7h6c3h KdQs7s6h3c KdQc9s5c4h AsQdTc3h3c 
Jc8h7c6h3s KdQd9h5d4s AsQc6s6h3s Qd9d5c4c3h 
Ts9d7h3h3d AdQh8s7c4c Kh6s5d4d3s JsTh5h5c2c 
AhTh7h3s2s QsQh7d7c4d Jc7s6s6c3d KhJdJc7c3s 
KcQsTc3d2h 7h6s5h4d3c Kh5s4s4d3h QcTd6s6c2s 
JcTs6s4h2h KdJd6h5s5d QdTd7h7d6d QcTs6d6c2d 
AdJs9d4d4c Ks9s8h6d6c QdTh6s4d4c QhQd9d8s3d 
JcTh7d4s4c JsJd6s6h4s Td8c6h5s4c Qh6d5h5c3c 
Ts8s6h4c3c AhKsJd7c2d 8d6c5d5c3h Tc9d7h5d4s 
JsTh6s4c2c 9h8s7h5d2d QcJc8h6c3h AdJdTd6d3c 
KhQsTh5h2d ThTd4c3d3c KhTc8s2h2c Td8h6c4c3d 
Tc9d8h3h3c As8h8c5d5c Qc9s8d7s7h Qd9s7h5s5h 
Ac8h5s4d2c Jc8s7h7c5d Qd9c8s8h6h JcTd7s4c2s 
QcJd9c6s3h Jc9h7s7h3s Td9d7c4d3c JdTh9s4h3h 
AdKs6c5h3c AdQh7s6s2h QsTc9d8s3s QdJd8h6s6d 
KdJc8h7h5h AdTs8d3h2c Ac9d7s7d6h AdQsJs4s2h 
Ad7s7d3h2h 9c7s7h6h5h 8s8d5d4h4d Ah8d6s3h2d 
Ac8c5s4d2h As8c5h4d2s AsKc6c4c3d Kh6s5s3h2c 
JhTs7h5c3d AhJh7s6h3d AsJs9s6c3d KhQs8c5s2c 
Td8h6c5c2h KhJs6d6c5c Th8c7h5c2s 9d8h8c7h6h 
Kc8c7s7d2s AhQh5s5d3h Ac7c4h2h2d 9d8c5d4h4c 
AdKd4d3h3c Qs7s5c4c3d QsJh5d4h4c KhQsJs6s6c 
KhQcTd4s3d Ad4c3h3c2d 9d7s7h6c5c 9h9d7h5s3c 
QdTs9h8d3d KhQh5h5d4s KdTh8c3d3c Ts9d7c6h4h 
JcThTc8s3c Jc8c5h4d3d Js8s6h5c2c AcKd8s6s4s 
Ts9d8s4c2d KdQs9c6c5c 9d7h6d5s2s Qd9c7h6c5c 
QhTh9h8c4d KhTs8c5s3c 8c7s7c6s2d AhTh6s5d3h 
JhTh7c5h5d QdJc5d4h3s As5s3h3c2c QcJhJc5c2s 
Qs6s5s5d4d QdQcJh4h2h Th9d8c6s4d KdJhTc5c2s 
Ks9h9c8s5d KsKd5h3c2h Js9s7s7c6h Jd8s7c4d4c 
Ks8s6h4d3d Jc9h7s4s4c JhJc6s5d4s QhJd9h3s2s 
QdJcTc4s2c KdJs4s3s2d KsQd5s5h4s Jc8c7h7d6s 
AcQdJd9d2d Ad8c6h3d2c 9h9c6s6c3c QhTc7s6c4c 
JsTh8h6h4h Kc9c8d7c3d QcTh9s8s4d QsJc8d4d2s 
QdQc7c5h3c Qs9s8c7d5s QdTdTc7s3h Td9c5s3s3d 
Ah6c4s3s2h KsThTd9h2h Jh9s8s8d6c 9c7c6d5s2d 
Qh9h9c8h3c Ac7h5s5c2d KhJh5c3s2s AdKcQh7h2s 
AdQs6h6d3d KsTh5s3d2d AsTh8d3c2s KhTsTc4d3h 
QhTc7c4h2d Ts8s6d5d3s Ac9d5h4c3s 9s9c6h5d3s 
Td9c8d4c2h Qh9c7c6c5d 9s7d6s5c2c KdJs3s3c2d 
Tc9d7h6s4s 9h6h5c3d3c AhQdJd4s2d KsQdJs4s2h 
Kd8c7d4h3c JdTd9s9c5d KdTd5s5c2s 9c8s7c6d4h 
Td6s6d3s3h KdJs7s4d2s QsTd6s6c2c Ac8s6c3h2s 
KdQhTc8c4c JhTh9h5d4h KcQsTc6c3c AsJs6s6c4d 
KsQh9c5h4d KdJsJh6h3c Ad9d7c6d2c Js9s6c4h4c 
7c6s5c4h3d JcTd9s6h3s AhJh9s4h4d AcKs6d5h3h 
KdTh8d3h3c QsTs6s6c4h QcJs9d8h2c Qh9d7d5h2s 
AsTd9d4c2c QsTd5s4c3h KdTc8s6s5s Kc9c8d6d2c 
AdKc8h6h4h AcQsJs7s3d KhTs7c5d4c Qd8d7h6h3h 
JsJd8h6c4h 9h7c6c3s3h Kd8h7s7c6c Qh9d9c4h3c 
QhTh6s6h4d KdJs8s8h5c Qs8c6d4s3c 9d8h6s5c4s 
AdTs9d5d2h AhKh7s2d2c KhQs9s6c3d Jd7h5d4c3c 
Th9s8h4s2c Ac9c6s3s2h Td8s8h7d2h AsTs6c5d3s 
AcKhKdKc3s Kd8s5s5d2c KhJc8h4d2d AsTs6s6h2h 
KhQhTc2s2d QsTd7h5s2d Ad8s8d7d6d 7h7d6c4s4c 
JdTc5d4s4d Kd8s8d7c3c 9d8h7d5s4c Tc9d8s4c3s 
AdJc7s6d3d Qs9h7h6h5c Td9h9c7c5c QdQc9d8h2d 
ThTd9d5d4s Tc9d8c4d2h KcJh8d7d5d KcQs5s3h2h 
JsJc3c2s2c QhTc7s6s4s KdQdTc8s2d Jc9s5s4d3d 
AcQs6c4d2h Kc8h7h4s3c AsJdTs5s2s Kh8s8h6c4d 
QhJsJc9s2s Ah9d5d3d2h 9s9h6c5c4d ThTc9h5h4s 
Td7d6c4c3d Ah6d6c5s2h Td9h9d6d4c ThTc6s5h4h 
Kc8s7h7d6h AsTdTc6h5h Ac8s8c7c6c Ts7h7c5s3h 
JdTd7s5h5d Ks8d8c7s3d AcThTd8h3h 8h6h5c4h2c 
QcJsTs4h2s 9d7s6d5d3c KdQcTd5d2h Jc7h6h6c3s 
Ks8d7c6d5h Kh9d8d7c4c KdJs7s4d2d Ts9c8d6d4h 
Kd8c6h6d2c 8d8c7s3s3c Qs8s7c6c3c KcQh7s6s4d 
Ad9d7s6d2s QcTc9d9c3h AhQs8h7d2h KhKc9s3h2h 
AsTd8d7c3h KdJc7c4d2d Td7h5d4d3h As8s6h4s2h 
KhJh8h7s4c QcJd9s9d5d AcKs9h9d3s AdKdJh4d2d 
QdTc5d4s3h Td9s8d6h6d Kc8h5h5c2d Ac8s6d4c3h 
QdTd9c6d4d 9d8d6h3s3h Kh7c5d4c2h Ts7c5s4d4c 
As5s3d3c2d AdJc7s6c4c AsTh8s3c2d AcQs9d8s2h 
Jd9s7c5c2d Td9h9d7d4s As7s5d4s4c Jd8s8d5h4c 
AdKh6c2s2d KsQhTh5c2d Ad6c4s3s2d AdTc8c4h2h 
KsJcTs7h2s 9d8c7s6s2c Ts9d8s4d2c AcTh7d6s4s 
KcQdTs7h3s KcQd5h4s4d KcQs7d6d4h AhJcTd2s2d 
Qd9c8s8h6s AhJc6c5d4s KhJh9d3s2s QsJc9h5s3s 
AcQs9s7h3d AhJc9h4s4h KcJc7h3h3d 9c6s6c5h5d 
8s7s7c6c2d 9d9c6h5s3d KsQcTd8d4d KhTd9s5h2c 
Qd9h7h7d4h Kh8s7h4c3s Ac8h6d3c2h KcQcJh5d5c 
KdJs9d7d3h Tc8s7c6c5c JsTd5s5d2s KcQs7s6d3h 
9d8s6h5c4h AhKcQd7d2s KsJd8h6h3d QdTh9d5d3c 
Ks6s5c3s3c Qs8d7d4s4h KsTd6s3c2d KhQd6c4d2c 
KsKhQc8c3c Ks8h7s4c3h Jh8h5c4s3s Td8s7s5c4h 
8d7d6s4s3c KsKd9h3s2s AcJc6s6c4d KhQdTh5h2s 
Ac8h8c5c3s JdTh6h4c2c AcKsJh8d3d JsTh9d4h3h 
Ah8d6c3h2d Td9d8s6h4d AsQdJs7s3s TsTd9s5s4c 
AdQsJs2s2c KcQh8c6s4c AhQc8h7d2h Qd9c8s8c6h 
AsKh9h6h4d KsQcJs5s2d KhTs3d2s2h KhTd8c7h2s 
Td8h7d5h2c KsQhTc4c3d Th9d8s3s3h JdTh9s5d2c 
KcTc9h8c5c Ad9c8s8h6h AcJc8s3c2s Tc8c6h5s2h 
AsQs8c5d2s QsQhJs6s2d AcJs6h6c4c KcQs8h5d4s 
5d5c4s4c3d Kd7c6c4d2s Tc7d6s4c3d QsQhQdJdTs 
KsJh8c7s4s JdTs8s2s2d QsQdJs7h3s QsTh9d3h2d 
JcTsTd4c3c Ad7c5d4s3d Qs8s7c5c3c Tc8s6d5h4s 
Kd8c7s7h5d TsTd7s5s4c QcTs9c5c3d As5s5d4d2s 
JhThTc3d2s 9h7s7c6d5c AdKc9c6c4s Jh8c7s4s4h 
Kc9d7d6c2d 9h7s6d5h2d KhQd5d3s2s KsThTc4c2h 
QhJc5h4d3s Ts9s7c6d4s KdTs8s5c2c QsJs9s9c5d 
Js7h6h4s4c AhKsQs6s2d QhTd8d8c4s JdJcTs7h2d 
Th7d5h4h3d KhTh9s3s2h Js7s6h4h4c QdTd5s5c2c 
Th9c7s5h4d Jd9d5c4d4c AsJd9h6s3s JcTs5s5h4s 
Th9c7c5h2s 9h8h8d4h4d AhKd8d6s2c Ad6h5h3d2d 
JsJc9h5d4d AcTd8s3h2c Ac8h6d4c3s AsJs9c4s4d 
Ah7s6c5d4d AsQs6s6h2h Ad8c5h4s2d Ts9h7s6h2s 
AhKc9h5h4h 7c6d5s4c3h Tc6d5d4s3c AsQs9s7s7d 
Jc9d7s5c2s QdQc7s4s2c Qs9h8s6d6c Qd9h7s6h3s 
9d8s8c7s6s KsJc9s6s5s 8d7c6d5d4d Th9h7c4h4c 
JsJc8s3c2h Qc6h6c5h3c Ah8h6h4c2c KsQh7h6h4c 
Kh9c7d4d3h 8s8h5c4c2s KhJsTs8c3s Td9h7d5c2h 
AsKc9s4d2h Kc9d9c4s3s AsQdJc6h3h Ah8d7s4s4d 
AcKs9h7d4d Th8h6s5c2s Td8h6s4d3s 9c8s8h7s6s 
Td9c6c3d3c Ad5c3d3c2c Jh8h8d5h3d Td7h6s4d3h 
KsJdTd6d3c AcTh9d4h2d Th7s7h6d3d AdTh6s5d3d 
KsQh8h4s3s KhJd7d7c2h 9c7d6d4d3c QhJd9s3s2h 
KhKc9d3c2c JcTc7c6c4s KhTs8c6d6c Td8c7c6d2d 
ThTc7c5c4s Ts9s9d7s4h QhJh5h5c4d As8c7h4h4c 
Jd9d7s7d6h KcJhTs4s3s Js9d7h5d2s KsTc8d5c3d 
Tc8c7s6h2s AdQh9h6h5h Ah8s8h5h3c Ts8d6d5s2s 
Th9d7s6c4c Kc8h6d6c2h Qh7h5d4d4c Kh8s8c6s6d 
AhKdJs2s2c Jd9s6s5d2c KhJsTh7h2c 9s9h8c7s5s 
QdJhJd5d2c QcJs8d6h6d AdQs5d3d3c Jh8d7h7c5s 
KsQh8d5h2d KhQh7h6h6c Ac7h4h4c3c ThTd7s6c4c 
Jd6c5d4h3h QdJh9d6s3c Kd7s7d5s2c KsQs9c5s4h 
Ts8c6s4d2d QcJs9d3d2c JdTs6c4c2d KdKc9s7h2h 
QdJcTh4s2h Tc9s8h6d4s 9c8d7s6s2d AcTd8c3s2h 
QhJh6s6c5h Td7h7c5d3c KhKd7c3s2d Qh6d6c3h3d 
Kd7s5d4c2c KdQdJd5d3c Kh8c5c4c2h AhJs9d7s4s 
9h7c6s5s3d KcQdTc5c2h Jd9d6s4s4h 8s8c5s4c2c 
KsJd6h5d4d AcQd8s7h4h KdQs6s5s3c JsTd6s4c2c 
Tc6d5c4s3d Kc9h6d3d3c AsQcJs5s2s Qd8c6s4d3c 
KdTsTc9c2c JhTd5c3c2h Ts8d7s5d2h AcJs6s5d4h 
KsQs9d4c2d QhJd6s3h2d JdTs6h6c4d 9s7h6s6h3s 
KhQhJc4s2h QsJhTd8d2d AdJhTh6h3c AcTd8h6h4h 
QsTs8d3d3c 6s6h5s4h3h Kc9d7s7h5c Tc9h9d7d5d 
KhTdTc5c4c QdJhJd5d2s KsJs8c6d4s QcJh9s6d4h 
KdJd8h5c4d AcKh7s5s3s QsTh9d8s2s KsJc8s4h2h 
QdJc8h7s4d Kd8s8c7d2c Qc8c7s5s3s QsQc8c3c2s 
Jc9s8s8h5d QhTh7c6h5h Ad9d7d6c3s Th9c8d7h4s 
Kc9c8h6s6d JcTh6s6d4c ThTd9c8h4s Th9s7c5h4d 
QhQdQcJsJd KsQh8s6d4s Kd8s8h5s2d Jd9d7d7c6h 
Ah9d8s8c5s JdTc7s4h4d AhKc9s7d4d Tc9s7h5c4c 
Qs9s8s7d7c KsQc8c4s3s JdTc9d5d4d QsJs9s8s7s 
Kc8h7s6h5d JsTh8h5d3c Ac9s6d5s4d QsTc9d5c3h 
Qc9c5d4d3h Ah8s8c5s5d Ah7h6s6d4h QdTs7h7d5d 
QdJh7d7c5d KhQd8c5d2c KdQd7d6h6d KdTsTh6c2d 
8s7d7c6d5h KhQh8s4s4d Jh9d8d4s3h Td8s7h6s5s 
Jd8s7s5h2d QsTh7s5d4s Kh6d5d4h2h KdQs4h2h2d 
KcTh9s9d5d AcKcJd4c2c Ac7c5d4s4c JdTc7h4d2h 
KcQc5s2s2d AcKs7d5d3d KsJh9h8d5h 8s7s5d4d2h 
QcJsJd9s3s Ac9h8h5d3d QdTh8d6c2s AdJsJc8h3h 
KdQh9h8s5h KcJd9d6h2h AdKsJh7s2s Ts6s5c4h3h 
JdTs9h4c3h 9c7d5c4d4c Td7d6s4s3d Th8c7c5s4d 
TsTc5s5d2c AdKhJd7d2d Ad9c8h5d3d 9h9c6d5s3h 
AcKhTd6h2h JsJdJcThTd AhJd9c7d4d 9c7c6d5s2s 
AsQd8s6c3s ThTc7d6d5d QhJsJd4c3c Kd8d5c4h2c 
QsQd6s4h3s 9d6h5s5d3h Qs9d7d6d5c AsJc7d6c4c 
Kd7h7d5s2h JdTh7s5h2s QcTc9c8d4h AcKc7d6c3c 
Jh9s7h5d4h Td9s7s5d2h AdKs9s4h2h 9s8d5s4h4d 
9h8h6d3d3c Ah6s6c5d2h Tc9s9d7d5d KhJd8c7h4h 
QdQc6c4h3c AsQdJd7d3c Ts8d7c5h4h AsJs8h4c3s 
Th9d8h7c4s JhTs5s4d3c QcTc8h2h2d JsJc6s4h4d 
QhJcTh8h3h Td9c8d6d4h Jh8s8c6d5c KdQs5h5d4d 
QhQc9c7s4c Qh6d6c5d4c QdJhJc9h3h Js8h8d7h3s 
Qd8d6h5d3h Qh8d5d4s2h KsQd9s3s3d KhQs7s6c3d 
Qh9h8s5h3s QsTc7d5h4h KhJhTh6h6d QsThTd4s3c 
Jh9h8d5c4s AsJh9c7h4h KdJc8d4s2s AhKs9s4c2c 
QcJsTs4d2s KdQhQc8c2s AhQd9s4c2h 7s6d5c4s3h 
Jd9h9c8s5c KdQc7h6h2c QcTd9s8c2c AdKd9h5d2c 
JsTs9s5d4s QhJh6d6c5h QcJsJc5c2d Jh9h8d6s6c 
Td7s7d4c3s Jd9h8s8h5c QsTd7d6s2d As7s5d4s3h 
QhJd7d7c6d Ts8c7h6h4h JhTc5c2s2h Kh8s6d5h5c 
9h7h6d5s2d AhQhJh4h2c AhKs9s4d2d QsJs7d6c4s 
AsKd9d4h2h KdTsTh4c3d AdQc9h8c2s KsTc8s5h3d 
Td9h8s4s3h QdTc8c3d3c Th6c5h5d4c AsJs6s6d4c 
QhTh8d8c5h Ac9c6s6h4d QsQhJh7c3h JdTh9c6d3d 
AsKs9h9d3s Tc9d5h4c3d Ad6h6c5s2d KcQd6c3c2d 
AsQh9h7c3d KhKd9c7s2s Ts9s9c7s5h Kd6c4h4d3h 
Kd6h5h4d2d Qd7s6h4d3s AsKdQh8d2d Ts9s8s8h2h 
Tc9h8c4h2d Ks9c8s5c3s Ah9s9h6d2c 9h8c7h5d4s 
Td8h8d5s2s Qh9d7d5h2c QhJs7s5s4d KcTs8d6d4h 
AdQh9h7s3c 9s6c5s5d3c KcJsTc7h2c TsTd9h8d4c 
Ah9s6c3h2c Qh7h7d5c3c 7d6d6c4s3c Qs8s8h5d5c 
QhJc5h4s3d Kc9d8s7d5h AsKh9d9c3h 9s7d6d3s3c 
9c6s5h5c3s QsTsTd7c3h 9h8s6c5d4c KsTh8d6d4c 
KsTs8s7d5s QcTs7c5h4c Qh9d7c6s5c QsJsTc7d2h 
9s9h7s5d3c JsTd5h3h2s Jd8h7s5s3h KsQc9s7d3h 
QdJh9c4h2c Jh9h7s5c2s KdJs9d7d3c Jd9h6h6c3c 
Ts8s8d6c5s JdTc9h3s3d KcQd6h3h3d Ks8h7s6s6d 
Ts8s8c2h2c Tc8c7d6s2d QdQcJd7s3d Qs6s5c4c3c 
QsJcTd3h3d Ad8c7s4s4c Kc8d6h5s5c Ks8c5d4d2s 
JsJh8s3h2d Qd7c5d4s4c 9h8d8c7d5s 9d8h8c7c6c 
9s8h8c7h3s QdQc9c6c4c Jh9h7h7c6s AhKc9c8c2d 
QsTs9c8h2s QhJhJc5h2s Ks8c6c4s3c Jc8c6h4s4h 
Qs8s5s5c4c QsQc9d6h4h Ts8s7c6s3c Jd8c7c4h4d 
AhJs9d6s5s Kd7h7d3h3c QdQc9c8h3c KsQhTc4d3c 
AcQs8c6h3c Qs9s8s6d2d JhTs7d5s2d 8s8h5d4d2h 
Th9h5h4s3s JsTs5c4s4h JsJd9h8c3s QdQcJs4s2s 
AhKd7s5s3s KcQd6s6d4h Ac9c6h3h2d 7h6d5c4h3s 
Qd9s9c4d3c QdJs7s7h6s QcJcTs7d2h KdThTd4d4c 
AdJs9c3h2d KcQd6h4d2h AdKsQs6s2c 5s5h4h4c3s 
JcTs5s5c2c AsJhTc2d2c KhJs6d6c5d AhJc8c4s2s 
AsJh7h5h5c Ts9h7c3h3c QsQd9d8c2d QcJc7d5d2s 
KdQcTd8d2s Td7c5d4d3c Kc9h7s4s3c QhJs9h7c4d 
QsTd6h4h2d QhQdJs7s3c Jc7h7d5s5c AsKhQh6h2d 
Kc9d8h7s7d KdTh9d8d3c AhKdJh7h2h Kh8s6s4h3s 
Ks7h5h3s3h Tc9h9c6c4d KhJs8d7d5d AdJd9d6h3s 
Tc9c7d6c5c QsTd5s4h3c ThTd6d5h2h AcKdQd8h2d 
AcKhQd7d2s Th8h8d5c2c QhQdQcJcTd KsJh8d7d5d 
KcQh9s5h4d KdQd9c5d4h Tc9h8c6c4s AdKhQh8c2h 
KdJs6h6c4d JdTc5c4s3h AcKs8d6d4d Ad8d7h7d6d 
8s7s7c6h3h Kc8s8c7d3d AhKd9s9c4d KsQs8c4d4c 
Tc9h5s3s3c 8s8h5d4s2h Jc9s6s5s2c JsTsTh3c2d 
AsJh7h5h5d QdJd9s9d5h Jd7c6c4h4d Ad9h7d6c2s 
QsJh8c5s5d JcTh6h4s2s Th8s5h4s3d Jh8c7s7h5d 
As8h5s4s4c Qh8d6s4h3d KhQh5s4h3c AsKsKdKc9h 
JcTs6d4d2c JdJc6s6c4c Tc9h9c7c4s 9s8d7s6h4c 
QhJs5d4s4c Td9c7c6d2d AcJs7d6c2h KcJh8c4s2s 
AcKhKdKc9s TsTh9c7c5c QcTc9s9c3h QsTs8d6c2h 
Ac8h6c3d2h Jc8h7h5c2s Js8s7h7c6d KsTc9d6d4h 
QhJsJd9s2s KdJs8c7c5c KdJh9d5s3d As7s5s5d2d 
QhTs6s3h2d KdKc5h3s2h JhTs6h5h4h JcTd5s3s2c 
KhQc9s6s5s As9c6c5d4d Kc6d5h4h3d QsQh8h3h2s 
Td9d8c6h4d AhKh6d3c2s Ac8c6h4d3s QhTs7s3h3c 
Qs9h9d7d3h Js9s6c4d4c Jc9d8d7c2d 9d8s6d5h4c 
JsTh9s5s4s JhTd9s4c3s Td8d6s5c2s QhTh9h8s4d 
Jh9d8s8d6c KcJc8c7d4h KhJc8s8h4d Kc8d7h6h5s 
Kh6d5d3s2h KsJc7d5h4d Kd7s7d5c2s As7h7d6h3d 
AhKd9h4s2c AsTs6s6d2d Ac9h5h3h2c KdTd9d8h3s 
KcTc8c7s5c 8s7c6s5s2c 9c7c6h4h3h Js8c7s6h3h 
Jd7d5h4s3s AhTs8s7d3c QcJc7d6s4c Td9d8h6s4d 
QsJsTs6s3h QhTdTc5s3c AhKd7c5c3c Js6h5s4c3c 
Kd9s8c7h4d KhQs7h4s2s KhTs9d8h3h KdJh3s3d2h 
KsJh7c6h4h QdTd8h3h3c Ts7h5s4s3h QsQdJh4h2h 
Kh8h5d4c2d Ah9c8s8d5d KhKdKc8d7h QcTsTc5h2d 
Qh8c6c5h2h Tc8d6d5h4d Jh9s9h6s2s Ah9h5s3s2s 
Ks8h7s6s6c Tc8h7s7c3s QdTd8s4s2d KcJd5s4s2d 
QcJd6s6c4h KcTd8s3c2d KsQdTd4c2h Th8s6c5d4s 
AcKsJd7h2d 9s6s5c4h4c KhJsTc8c2d Td9c7h6s3d 
QhQc9h7s4h AhKd6s2h2c Td9h8s6c4h AdQc5h5c3s 
KdTh7s5c4s KhJh9s8c2d QcTh7s5c2s AhKh9h7h3s 
Jh8c7h6d3d Qd9d8c6d5d AcJs7h6s4s Td7h5c4h3d 
Ah8d8c6s2h KdJs9c8h5c Ts9d8d2s2c Th9d8h4d2s 
KhTs9c6d3s Qc9h7s6d5h QsQd9s8c3s Jh9s9d8c5s 
Qh7s7h5c3c AcQdJc7c3c Td9h8h2s2d QdJcTh8h2h 
Ah9h6s3s2d KcTd9c3d2c Qh8h7c5h5c Jd6c5c4d3h 
AsJsTs4s3s Th9s5c4h3s AsTh8h4d2d Tc8h6d4d3c 
Ah9s9h6c2d QdJs5d4c3h QsQh6s3c2c Td7h5s4d3s 
Qs7d5s4h4d QhJd7h6h5h AcQc3h3c2h AdJdTd5d3d 
KhQh9c5h4d AhKcJs2s2d JdTh5s3s2d KsJcTd8h2h 
JsTd6s5s4s KhJh9s3c2c Kd7h7d5h2c Ah9s9h7d3h 
Jc9h9d8s5h JhTd5d4c3s QhQdJd6d2s Qh8s7s6h2c 
As9s8d4h3c QsJc7c5h4c Jd9s7c5d2s AcQs7s7h4d 
Kc8d7s7h6s TsTc9d3c2d TdTc7c5h5c KdJcTs4s3s 
QcJs7s5d4s QhTsTc8s2d TsTc9s7d3h TsTc6c5s2s 
KhJd8d8c5s AhQh8d5s2h Qh8c7d5h4s KhQh9s4d2s 
Qd9s9h7s3h Kh6s4h4d3d KhJc7h5h4h Jh8s5d4s3h 
QhTd9h8h3s Ac5c3s2s2d Jh7h6c4d4c As9c8h5c2h 
Js8c6h5s2c 8s8h5s4s4c Jc9d6c4d3h AhQh4s3s2h 
JdTc9s4c3c 7s7c6h4d4c 8h7s7d6s5c Ah5h5c4c2h 
KhTd3s2h2d 9c6h5d5c3h KsJc9d8h5h Jh8d8c6s5d 
JsTs7h6c2h Jd8s7s4h4d AsJd9s6c3s Td6s5h5d4s 
AsJh7c6h4h QdTs7s6d2s KhQcTc5d2s 7d6c5d4h3s 
AdKsJh8c3c Qh9h8c6h2c QhTh9s5h3c Kd9s6d5h3c 
KcQcTc9d3c ThTc7c5h2d Qc8c6d5c3d KhTd9c6d3s 
KsJc6h5c4c KhJd8s6s3d 8h7d7c6c5s QhTs7s6h2s 
Kc8h8d6s6h Qs9d9c7d3c Kh9h8c7c2h AsQcJc7c3d 
JdTd8s6d4d Js8h6c5s2h AcJs7h7d6d Ac8d6s3s2c 
Ts9c8s7h4d Kc9s9d7s6s KhTdTc9d2d KdJsJh7h3c 
9c8d8c6d3d Kc8s8h5h2c KcJd3h3d2c AcKc6h3d2s 
Td9s9c7s5s Jh9d6d6c3c AcKh9s9h2d Ks7d6c5c4h 
KdTsTh6c4c KdJh9d5c3d QsTh7s3h3d AcQdJd4d2s 
AhQd6c5s4s 8h8d6h4h3d As8s5h4c2d 9s5d5c3d3c 
TsTd5h5d4d KdTsTc5c4c KhKc9d3h2h Th8h8d3s3d 
8c7c5d4d3c Td8s6s5d2d Th9s8d3h3d Ac8d6h3h2c 
KcQh9h6d3s Qh7h7c5d3d AdThTc6s5s JsThTc4s3s 
KsTd7d6c2c KdQd4h4c2c QhJs6d6c5d KcQc8d6c2d 
JhJd6d6c4d 9h8c7d6d2c Jd8h7h5c2d KsJh9h8c5h 
QdJs9c8d3h QhQd9h8c3h As9d5h4s3c Td9h8c6s4c 
Tc9h6c4h3c Kc7c5s3s3h Kh8d7s6d5c KdQh8s8c5d 
Qc7d7c5h3h Td9h8c7d4s QhJc7d6c2h Jc6h5h4c3s 
AdQc8d6h3d 9c8d6d3s3c AsJdTd6d3c QcJsJd9s2s 
KcJdTs5h2d JdTh5h2s2d 7s7h6d4d4c QsTs9h8d2s 
QsJd7d5h4d QhJc8h7c3h AdKc6s5h3h QhQdJc4c2c 
QsTd7d4c3c Th9h7s4s4h Jd7h5d4s3s QsJs7h5h2c 
Ac8h5s3d3c QhJd7h7c5h Jd7s7c5h5d Ts8h8d7d2h 
Ts8d7s6s5s Th8h8c6c2c JsJd6d2s2d Td9h7h6s4h 
KsThTd4d2h Tc8c7h6d2d AsJhJc8d3d Ac9h6d3c2d 
As8d7h5c4d QcJs8c7s3c QsQc9d5d4d Qc7c5d4d3s 
AsTh8h6h6c 9s9d7c5c2d KdTc9s9h5h KdQd8s6d4h 
Ah9s6c5s4c AsQh7h7c4d TsTh8s7d4s 9h9c8d7h5h 
8c6s5s5c2h Ac9s9h8d6s KsThTd4h2d Td9s8c6h3d 
KdQsTh8h4h 8d6h6c5h2c JsTs7s6s4h 8d7s5d4s3s 
KdQh9d4h2d Jh9c7h5d4h 9c7d6d3s3c Qh7s7h5d3d 
Ts9h7c6c2h Js7h5s4d3d Jh9h6s5c4d Td7h6h4d3d 
