Jd7s7d5s3s 
Ac9d7h6c3c KhJc7c6d4c Td9d8s7c4h 8h7d5s5d3s 
Ah9h8h7h6h Ks8h6d4s2d Kh5s5h4h4d Jh6h5c4d3d 
9c7s6c3s3d AcJc9h6s3c As9s7d7c2h Tc7d5s4d4c 
JhTs9h4h3c KcQc8h4d2d As8d7s4c2h 7h7d6s5s4s 
Qd9c6c3s3d As9s9h4d3c Td8d7s4h3s QdTc7s7d4h 
QhTd8d6d4d QhQd5c4c3s KcTd7d3c2h Th8s5s5h3c 
JhJd9d7c4d QdJh5d4c3d KsJsJc6h3s 7d7c5h4s4h 
KcQdTh6s3s KdQsTs9s3s JsJc9s7h4s KdTh9h7h4c 
As9d9c8s3s 8d7d7c6d5h AdJd7s4d3h 9s9h8d8c2c 
QsTd9d7h3c KdJh9c5d3d 9s7c6s3h3c Kc9c8d5d5c 
KcQc9c5d2d KcTsTh6s3d Td9s8d3s3d KsTh9h5c4d 
QdTd7h4c2h AdQsJc5c2c AhJs8c4s2c QcJhTh3s3h 
As9h7c6h6d Ah9d8d7d6d JsJcTh5d2d KsQdJd9d3c 
KsQh8h3s2d QdJs9d3s2s KcJs8d6h5h 9d8c6d6c3d 
AsTdTc3d2c KcTc6d5h3c AdJs9h9c6s AcQs6d6c2h 
JdTd8h2h2d JcTc7c5s3h Jc9c8c7s6c QcJs9c5d2h 
Td8d8c5s5h AhKcQc8c2d KhQd9h6h4s 9s9h7h6h4c 
Kc8d7h7c2d Qd9d6s5s2d JdTc5s5d3h Ks9d7d6d5c 
As6h6c3s2c Ac9d5s3h3c Jh8d7s5c4s JcTs8c4d3h 
QhJc9c4s2s KcJd7d6h4d JhJc8s5s4s QdTd7c5s2c 
Kh9c8s6h4d JsJc9h7c4c KhQc9h6h4d KhQd8s5h4h 
KcJd8h6s5s AdKc9s9h2c QcTd9d4h3s QhTh6c5s5h 
Ks9h7h6h5c Kd8h7d7c2h KsQd7c5d2c AcQs6h4h2s 
Ac8s6c4s2c AdKc9h2s2d Ah8c7s3s2h QsTd7d7c2s 
JhJdTh7h3h Qd7s7h6d3h AhKdTd4d2c AcJd7h6s6h 
JsTh7d4h2d JdTd4h3h3d Ad6h4c3d2c Kc8d6s4c3s 
KhQs8c6c5c QhJc7d5s5h QcTc6c4s2s AdJd6h3h3d 
KdQh9c6h3s JcTc9c4s3d KhTs6s6h2h Ts8c7c5d2s 
8d7d5c4d2c Kh9d9c6s6c KhKd8d3c2s Qh7s6c4c3h 
KcQdJh8c2s TdTc7h6h4h AdQcTh5c2c JsTc8d5h5d 
Qh8s7s5h3s Js8d5s4h2d 9h7s5h4s3h Td8c6h4h2d 
JsTs4d3s3d KcTs9s5d4s KsJh7d6d4c Tc8h8d6s5s 
Js8c7h6c5c Td9h7s5c4d Qd7s5d4c3c AhKdQd7d2s 
Qs8c7s5h4d AhKd7h6h2c AhQcTd5c2c QsQc5d4h3h 
9d9c8d6s4h AdTd9d6d4c JcTc7s7d4c 7h7d6s6c3d 
QhTs6c5s5d QhJdTc3c2s KcQh9c6c4s KdQsTc8d3d 
QdTh7d5c2c KhQdJs7s4s QhTc9c6c4c Jc8d8c7h3d 
KhKc8d5s2s Tc6s5s5h4h KcTh9h7d3s QcTh7s7c4d 
Tc8h6d5s4d KcTc6d4s4h JdTh8d7d4d Qc7h6s6h4s 
QdJd8c7c3c AsJc9h5d4d Kd6d5c3c2s JsJh8c7d4c 
KsQd9s5s4h JhJc9c7s4c Td9c8s6d4d AsJs9s3c2c 
ThTd7d6c3s QdTh9h9c5h AsTsTc5h2s Td8c6h5c4s 
As8d7d7c6h Jd8s6h5c4h 9h8c6s5h5d QdTs8h8c5h 
AcTh7s5s5d KhJd4h4d2d Kd6c5d3d3c QhJs9h7d3c 
Js9d9c6c5c KdJhJd6s2c Qc9c5s5h3s 8s7d5d4c2s 
KsTd9h6d4d Ks6d4d4c3s AcQc4d3h2s ThTd8s7c4s 
QcJdTh3h2s Js9d7c4c3s QhJs8d6c4c AcQcTh4c2c 
Kd7d6c5s3d 9d7c6d5d4h Tc7h7d4h3c 9h9d7h6h4c 
As8c6s5s4s KcJh8d6d5d QdTc9s8h2h 8d6h6d5c2c 
AhJc8c6d2d KdTd5c4d2c QdJd9d8d5s 8h7h7d5h5c 
Qc6h5s4c2h AdJs5c4s2c AhQh9h8h5h TsTc9h7d4h 
Td9h8s3s3h KdQh8h8d3h KhJh7s5h4h AcTc9h6c2d 
AhQh4d3s2c AcQh8s5h3d Ah8s8c7s6s 7s7d4s3d3c 
AdQd9d8s4d Kd9s6s6d2h Ks6h4h4d3s KhQs8d4h4d 
JdTd8d6h6d JsTc4c3s2h Tc9h7d5s4c As8s6h6d3c 
KhQd8c4h4c QhTc7s5d4s KdJc8h7c2h Jh8s7d5d2h 
JdJc9d3s2s ThTd9h7s4h Qc8h7h6h3c AhKh9c5d2h 
Ac7d6c4s4c KdTh8s6h4h QhTd9d5d4c KcQs9h8c4d 
JsJdTc4s2s AhQs8c5s3d AcJs8d4d2s AcQd8s3h3c 
Ks9h8c6s4d Jd9d5h4h3d Jd8s8h7c6h 9c8h6c3s3h 
AdKsTs4s2c 9s8c6s5s4h AdKh8h6h4h QcTd9s9c5c 
KdJs8s7c4h Ad8s5c4s4c QhTc9s9h2h Qd8s8c7c6h 
AcKc9s3s2c Ts9d5s5d3d KsTs7c5s4s AdKd9c3c2d 
QcTd7h7c4s Jd9d5d5c3c QdJs8h6c4c Ad8h7h7c6s 
QhQc8d7s3h Th7h6h6d3d Kc8s6s6c3s AsKs9h5c2s 
QdJd9c3s2s KhQc8h3s2c AdQs6s5h4s Ah9c7s7d5s 
9s7s6h5s3c Kh7s4h4c3s JhTh6h5h4c JhTh8d5s3c 
Jd9s8d6s2d JdTsTh8h3h AcQc9c5s4c Qd8c6c4d3s 
9s8h8c7h2c Ks9h8h6d5c Qd9c7d6h2c KcQcTh8c4c 
KhQd9c7c5s AcJd7s6h4d Js8h7c5s4s KdJh7h6h6c 
KsJcTc6h3c 9d8h8c7d2h Qc9h7h5d2c KdTc6d6c2d 
Kd9c5d5c4d JhJc8d7s4d Td6s5d4s3h TsTd7c5h4h 
AhTd8s4d2s Jc9d8s8d2s 8d8c7c5s4c KsTc9c5d4h 
AcTs5h4s3h Tc9c8s2s2d AsJhTd7h2h AdKh5c3s2h 
KhQhTh6h3s Qs8c7c5s3c QsJs4d3d2h Kh5h5c4s2s 
KhKd4c3c2s KdQdTc5d3d Jd9c8s8c2s AhQh9s3s2h 
Qs9h6h3s3c AhKd6s3d3c Qs8s6d5s4h Ac9h6s5c3c 
TdTc8c7c5c QsTc8d2s2d 7s7h5h5d4h QdTd5c3c2s 
KcJcTc7h3c Ah8h6d4s2c AdKcJh3c2c Qd9c6d6c2s 
AhKd7d5d3d Jh9h8h7d3d Ad9c8d4h2s AdQd9h3h2d 
AsQs5d3s3h 9s9h8s4c3h Jh9h7s7d5c Qc9h6s4s3c 
QdTc9h8s4s KsJc6d4h3s Qs9h6s3h3d 9c8c6d4d4c 
KhQh8h8c7h Js9s5h4h3s QcTc7h5d2h QhQdJs8c2s 
JdTd7s7c4d Tc6h5h5c4d JcTh7d7c2d KcJs7c4h2h 
Js9c8h8c2h Qs9h6h4s3h AsKh6s3s3d KdTs9s5c4h 
Kd9h7h6h5c Tc8s8d4c2s AhQc6s5d3c Jd9s7h6s6c 
JcTh8s5h3d Tc8d6h4d2c KcThTd5c3c Kc7c6d5h3c 
KhJdTc8s3c KdJc7c6h6c AsQcJd5d2d Qd9c6s5d4d 
9h8c7h7c3s Qs8c7h6d5d TsTd9s6c4s AcTc9c5s2h 
KsQd7s6s4s Jc6c5d4d3h 9c7d6s5d2c AcTh9s9d2h 
8s8h7s6d2d Ad9d6c5s2h AcQh6s6c2d KdJs6h4c3d 
9h9d7c6s4c 7s7d4s4d3s Ts8d6c5h4c Jh9c6c4h3s 
Qd9s8s5h3h QhTc9c5c4s 8c7c5d4c2d QcTh9s5s4s 
8h8c7s6c2h JhJd8h7s3c AsQc6h6c4d QsJc7d6s4s 
JhTd4d3h2c Ah9c5s5d3h 8c6s5c3s3d KsTh7h3s2c 
JsJhTh7h3h Kc9s9h8h6d KhJc8d6d2c Jd9c8s8d5h 
8c6s5d5c3s AhTd8c4d2c KcQsQd7d2h Jc9s6h4h4c 
AhJc9d5s4d KcQd8c3h2d KcQs8s4c2s Js9s9c7d4h 
9c8c6s4s4c KhTh7c5s3h Ac9h4d4c2d Ah9s9h4d3c 
QhJc9c8d2s 9h7s5s3h3c QcJsJh8s3d AsKdQh4c2c 
Qs9c8c6c5c TsTc9s8s3d AhKsQd3d2d KsQh9d7d5c 
Td8h8c2h2d Ah4c3c2h2d Qs6d5h4s2d AhJd7d6d6c 
QsTs6h5s5c QhJc9c8s2d QsQhTh8h2h Jd9c8h8c2h 
Tc8s8d4c2d Ah4s3s2h2c Kd8s5s5d3s 7h7d5s5d3d 
Ts8c7d6d2c Qd9h7d6s2h Qc8d7c6h3d KsTsTh2s2c 
AhQs5s4d3c KsQdJh5h2c AdJd9s6c3d KsThTd9c4c 
Qc9c8s6h4d KcJdTd4s2h QdQc6s6h2c KdTc6d3c2h 
Kd8s5d4s2h AdKcQc7c2s Ah9s9h8d2h KdQdTs8d2c 
JdTc6d5s3h QsJd8c7c3d KhQhJh7h7c Kd7d6h5s3d 
KsJs7c4d2c Kh5c4c3s3h QhTd5s5h2s KdJc8c6h3h 
KcJc8d6h6c KsJd8h7h2d AdQhTc5h2h KhJs8s3h2c 
Js8s8c5h5d QhQc5d4s3s KhTh6s5d3h KhThTc2s2h 
QhQcJs8s2d 9h9d8c7c3h AsKh7h4c3h 8s8c6c4d2d 
Kc8h6c4h4c Qc8s7c5d4h AcQh9c8c4c AsQd8h6s2s 
Kd8s7h4h3d Js9c8s8h5d Tc9c7s6c4h Qs9s8c6h4d 
AdTc6h4s2d 8s8c7d5d4h Qd8s6d6c3c JsTh7s6s2h 
Kd7d7c4h3h Jd8h8d5s5c AsJs7h4s3d KcTs4s3c2h 
Tc8s8h5s2c Qs8s7h5h3d JhTh6h5s4h JdTd7s7d5d 
Kh7d7c5c2h KdQh9s5d4d KsJc6s4h3d QsQhJs8s2d 
KsQd7h5d2h AsKs8c6s2h KcTdTc5s3c Kd8c6s4d3s 
Td8h6h6d3h 9h8s8d7s2d KhQdQc7d2s KcQsQh7h2d 
QsThTd4c3d Th9d7h6s4h AhQh9s4h3d AcQd8h6s4h 
KdQc6d5s2h 7s7h5h5c3h TsTh6d5c4c 6h6c5d4d2h 
KhQh9c2s2c 8s6d5s5c3d 7h7d6s5d2s AsKc6h3d3c 
9c7h6s3h3c QdTd6d5s4d KsTc9s5s3h 8h6h5h4s2s 
KcQhTd6s2h Kd8c7s7d2s KsJdTc3h3d QcTc7s6c4c 
9h8s8h6h3s QsTc8h8d5h 7s7c5h5c4c Kh5h5c4d2d 
9d7d7c4c3h Jc9d6h4h4c Ts8s7c4c3h Td8h8d7h2h 
KcQsTd7h2c QdJhJd5s2d KdTs8d6h2c AcKh7c6c2s 
Kd6s5h3h2d 9h7c6h5d3h As9h7c6s3s Ks8d5h4s2d 
QsTh7s7d4c AhTc7c6c5c Kh9d7c5s5h Jh8c5h4h4c 
KhJh9d4c3s 8c6h6c3h3c Ah9s8s7d7c AdJh5d4d3c 
TsTh6s2h2d JhTs6d4h4c 9s9c7h6d4h QcJd7c5s4c 
Ad8h8c3h2d KcJhTc7c3c Jc9s8h5d4c KsTs6d3c2c 
QdTd7c4s2c AcKhJs5d2d Td8s6h5h4c AhTd9d7d3c 
AcQc5c4h2s QdTs8c2d2c AsTs9s3h3d AcQh5s4h3d 
AcJh9d5s4d 9c7c6s4c3s Qc9c8d7c5h KcTd8h3c2h 
JdJc4s3c2d KcQh5d3d2h Qc9c7s6d4h 9s8h7s7h3c 
Qc9h8h6h5h 9c7c6s5c4h QsTd9d7c3h QdJh8s6s4c 
Qs9d5s4d3d KdJs7c6c4h AdQs6h5c3s AsQc8h7h4h 
Ts9h7d5c4s JcTh8d5s5d Kh6s4s4d3h QhQc9s7c3c 
KdTd6h5c3d QhTs9c8d4c QhJc5h3c2h KhQc6h3c2c 
Qc6c5d4d4c Ks6d5h4d3h 9d8c7d7c3h KcTs9d8s5s 
QhJs9s8d2c Kh5s4s3h3c QsQd5c4h3h Jh9s6h6c5d 
8d6s5c3d3c QdJs6h6c4s KsJs9h4d3c QcJh7d5c2d 
AhKd9s8s4c KcQh9d7d5s KsQhJc9h2h QdJs8c5h4c 
Kd7c5d5c3d QsTh5s5d2d QcTc6s5c3d AdJc7h5c2h 
JcTs7h7d4h 9h7s5c3s3h AsTsTh5c2s TsTd9d6h3d 
Kd5s5h4s2d Jd9d7s6d6c AcQs9h5c2c 9d8c6d5d4s 
Kh9c7d3h3d Td6d5s5c4s QcJc4s3s2d JsTh9s4s3d 
QcJs7h6c4c 9h7d6h5h4s JdJcTh4d2d AhKcTh7h2h 
Ah7d5d4c3c JhTh7c6h4h 8c7s5s4d2c JsJhTh6d2c 
KsJh8h7d4c 8h7h6d4d2s As5s4s4d2d 9s7c6h5d4c 
Kc8h7c5c4s AhJs9s8d4s QdTs9s4h3c KdTsTh7s3c 
KsQcJd5h5d ThTc6d5d2h 9d8s7d6c2c QhJsTh2h2c 
KcQc8s4d2d QsJsJh4c2s KdQcJh7h4h Kd8s7c5d4d 
7d7c6s6c3c QsJs6s5d3c KdJd8c7d5d KcQcTs8c4c 
Qs8d7h6c5c Ah8c6h6d2s 9c7h6s5c4c AsJs6d2h2d 
QdJd7d6d5c Ah8d8c3h2d QhTd9s9d5d Ad8s7c3c2d 
JdJc8c7h3s Jc9s7c5h4d AsQd7c6h4c AdTs8s5s5c 
QdJc3s3c2d JdTs7d6d2s Qd8s6h6d3h QcJs9d6d4h 
AsTs5d5c4s AhQd8d5s3c As8h6s6c2d Ac6d6c3d2d 
Ad9h9c2s2d KsTc9s8d2s AdJh7c5h3s AhJs8d4s2d 
8h7h6d5h4h QdTd5c3c2h AdKd9d8d4s Ad6h4d4c3s 
9d6h6d5h3d JcTd4c3s2d AhTs8s5s5c AhKc7h6h2s 
Qs7c6s4c3c KdQd8h5h2d QsTd6h4s3c 9h7d6s5c4s 
QdJc7d5h4d KhQh9h5c2c AcQc9d4c3s Qd7s5s4s3d 
AcTs8s5s5h QsTc9c4d3h KcQd6s6h5h KsJc8c3s2h 
QhJs5s3h2s Th6s5c4h3c AsQd8d6d4c KsQd8d4s2d 
AsQh6h6d4c Qc8s5d4c3s AhJh9d6s3h Td8s8c2d2c 
9c7h5h3s3c Ks8s7s5c4d KsTh9h5d4c Td9d8h2s2h 
TsTh8c5d5c Js9c8c6d2d AsQd8h5d3c Td7s6c5d4h 
Qs9c6h4h3s Tc9s7c6h4c Qh8c6h4d3d Ac5c4s4c2s 
Ts9h7c6h4h Js8d6s5h2d 8h6s5h5d3s AcKs7c6c3c 
Tc8s8d6s4h JhTc7c5s5d QcTh7h7d2c 8s6h5d3s3d 
QcJsJd8d3h QdJc8c6c4h QsTs7h6s4s Kd9h9c8c6s 
KhQdJh4h4c JcTh7h4c2h KdQs8s4d2s KdQhJs6h3h 
AcKh9c8c4c KdJh3d2s2h JcTd9c4c3s QhJd9h5h3c 
Td7s5c4s4d Jh8d7c6d5d 9s6h5c4h4c 8s7s7h5s5d 
JsTs7h6d3c AhTh5d5c4h Ts6d5h5d4h AcQh9h5d4h 
AcQcJc7s3c AhKc9d2s2h AcKs6d3s3h Ah9s9h8c2h 
KdQsTh6c3c Tc8c7s4h3s KsJcTh3d3c AhQd8s6h2h 
TsTc4s4c2h Qs9d8s8d4s As5d5c4h3s Tc8h7c4h3s 
Kc9s7h5d5c 8h7h5s4h2s AsQs5h3s3c QcJc8c7c5d 
KdJc6c3h2d Qc8h7s6d5h 9d9c7s5s4h 9c8d7c6h2h 
8d7d7c5s5d Jd5s5c3d3c KcTs8h7d3c AcKdJd8d3d 
AdQs9d4d3h AsJs5d4h3s QcTd6d5s5h KcQsQd6c2c 
KdQd9d6h4c Td8c7d4c3h QhJc9d6d4s 9s7s6d4s3d 
Ah9d6h5h4s QdTs9d7h3d Qs8s7h6d4c Kc8d7c5c4s 
Qs8d7c6h5d JsTd6c5h3s As8d7c3c2s QcTs8h7h4h 
Kh9c7s7c6d QdJc6c5h3s Qs9d9c6h5h QhJsTh3h3c 
9h8c6h5h4s QdJc8d6h4d AhTd9h6h2s AhJh9h3d2d 
KhQh9c4d2d Jh9d7c4c3h QsJs4c3c2d Kc7s7h5s2c 
Ah7s6s6h2h 7h7d4h3d3c Ah8d8c7c5c JsTh7d6h3c 
KcQc9c6d4h QhJd5h4s3h KhJhJd6c3h KdQc7h5c2h 
Ac7h7c2h2c Kh8h7h5d4c KdQs6s4h2h AhKh9h8h4c 
Ah9h6c5h4s AdKs7s4h3s Ts9s8d4c2d Qs7c6d6c4d 
KsQh8s4c3c Ah8h6c4s2d QdTs9h8c4c KhQhTd8h4h 
Ad8s7s6c4h Qs9c5s4c3c JsThTc5c2d Td8c7h6h2d 
Js9s8s6s5h AhTd6s6d3s KhJh9c6s4h KhQsTd5s2c 
Ah9d7c6s6d QsQc9s2s2d Ah9c7s6h3h AcTs9s6d3h 
Td8d7h4c3h KhTh9c4d2s AdTc9c6h3s Kd8d7d5c3c 
QsQh8c7c4d Th9h9d6s4h 7d7c6h5c2h QcJs9h6c4c 
AsTh8d7c3h Tc8c6d5c4s KcQhTs7s3d AsQc9s4s3h 
KcJsJd3h2c As7h4s3h2d AsQhJd3d2c Kd8d7h7c3c 
AdKs9c4d2h KhJdTc3s3d QsTh6c4s3d 7h6h5d4c2d 
Th6h5s5c4s 9c7c6s5c4d Td8c7d4c3s QhJc7h5s4h 
Kh7h5s5h3s KsJh8h6d3d QsJs7c5d3h Ac8h7s6s5s 
AsJhJc5c2d Qc7h6d5d3h Qc8s8d7s6h 8c7c6s6d3s 
QhJh9c3d2d Jc7h6h4d3c JcTd5c4s3c Ah6s4h4d3c 
Kd7h5h4d2h JsJh8s5c3d QsTc9h9d5h Jc8s6d5h4d 
KhQs5h4h3d Qd9h8h5s3s Tc8s5s5c3h JsTh5s5c3d 
As7d5h4h3d Ac9h8s6s3h 9c7s5s3h3c Kd6c5s4s4c 
Ac6h4d4c3s Ah8d7s6s5s QcJs5c4d3c Ac9s9d8c3c 
JdJc9c5h3c QdJh7s6d4d KdQdJd7h7d AcQd6d5s4d 
Qh9h7s6d4c AsTc9c7c3h KdJcTs4h4c Kh6c5h3d2c 
Kc9s8h6h5d JsJd8s7c3h TsTd5d4s2h KcTh6s5d4d 
9s9h7s6s4d Th7c6s5h4d 9h8d7s7c6h Qh8c7d6s5s 
JhJdTs4d2d AsTc8d7h3c Ks6s6d4h2h KdTsTh7h3c 
KhJs5s2s2h As8s8d4s2d KsTs6c4h4d Jd9h8s5c4d 
AdTc9c6s3h 8s7s6c5c2s Ts9c7c6c5c Tc8h8c7s4d 
QcJdTh5d2d AhJs7d6c2h QdTs6s6h5s KcJs6s3d2c 
QdTc9s6s3s Td9c8d2s2c KhTsTd6s3c 5s5c4d3s3c 
JsTc8h5d3s AsTd8s4s2c AsJs9h9d2s AsKd5s5h2s 
Ts8h7d6d2s 8c7c6c5d4c Kc9d7h5h3d AcTh6c5c3d 
Tc8d8c7d2d JsTd4s3d2c KcQd8c4h3h 9d7c6s5s2d 
Jd7s6s4c3d AhJc9s5d4d Ah9s8s7s5s AsKc9h8h4d 
Jh9s6d5d2h Kd6d5s4h3c QsJc8h6h4d AdKh9c4d2s 
Kh9h6c3d3c JhJc5s4s4d QcJs8d3s3c Tc9s6s5h2h 
Ah8d6h4d2h JhTc4c3h2d AhQd6d5c4d KsQsTh5s3s 
AhTd6h5h3c AcJh7d6s4h TsTd9c7h4c 9s7s6d5s3h 
QsTs9s7h3c 6s6c5d4d2c QsJh9d6d4c 8h6s5d3h3d 
KcQh9c5c4d 9h6h5h4s3s JhTc6s5s5d QsJhTs3s3d 
AsTh6s5s3d QhJh6h5c3d KcQhTd6s3s AcQd8s7c2c 
JcThTd5h2s JcTc8s5d3h AdJd9c6h3d Js9s7d6s6h 
Ts9d6d5c2c QdJh8h6h4c 9h9c7c6h2c Qs8c6s4h3h 
KdQhTs8d2d AsJs7c5s3s 9s8c7s7c3d 7h7c5s5h4h 
Ah6c4s3h2c KdThTd2d2c Qc9c8s8c7c AdQcTc6c3c 
9d8h6s5d4c AsJd9s5c2s QsTh8d8c5d KdQd8s7s3d 
JhJdTs4h2h KsQsTs4d2c Ah6d4s3h2s AcTd5c3d2c 
8d6d6c5h2h KcJhJc6d2s QcJd9h6c4c Ad9d6h5c4d 
KsTh9s5s3c Qc9h8d7h5s KsQh5d3d2h AcTh8c7c3c 
KcTc6h3s2s Kd9h9c6s6c AcTh7d5s5d AhKdQc3c2c 
9c8h6d5s5c Jc8h7s5c4c KdThTd5c3d 9s7s6c5s3d 
AsQsQhQc5h ThTc9s6c3c QcJdTc2h2c KcQhJd7d4d 
ThTc9h6s4h QdJs8h5c4h Ac9c6d5c4h Qh7d7c6h3d 
AdQs6c4c2s 7s6h5c4c2h Qd7s6s6c4c 9s9d8h8c2c 
AhQdJd7c2s QdTd6s4h4c AcQs8d6h4h JhJd8d7c3s 
KdQs7d5d4d QdTh9h4s3c KsQc9d8s5s KdJc8c3d2s 
Jh9h7c4c3s Js9s9c7h4d KcQc9c6d4s JcTs6d4c2d 
AcJh9h8s4h 8d7h5s5h3s JsJh9h7c3h Qs7h5s4d3d 
AdTh6s6h3s Ah9c6h3h3c Ac8h6s6c2d Td9d8h7c4s 
KdTs9d8h4d Kh9s9h7c4d QsJh8h6h4d TdTc9h6c3c 
Js8c7d6c5c AcTs9s6h3d KdJc9d3s2s Td8c7s5h4s 
KhTd6h5s5h 9c7d6s5c4c AhQd7c6d4d AdThTc3c2h 
7c6c5h4s2h Qs9h8c5c3h Js6s5d4c3c AcTc9c5d2h 
QsTc9h5h4h Td8d7h4h3s Kc8d5c4d2s KsThTc5d4d 
AhTc6h4h4d QsTs6s4h2h Ah9s9c2h2d JhTc8s4h4d 
Qs9d5d5c4c QhJs8d7d3s Ac7s5s4h3h 8c7s7d3s3d 
QsTs7c4h2c Qs9c8d7c5h Td8c5d5c3s AcTc9c3s3d 
AcKc7h3h2c Qd9c6d3h3c Ts6s5h5c4c AcQs6h5d3s 
JsTc8h8d4h Ks6d5s3c2c 9s8d7s7d3h 8s8h7s6d2h 
Qd8c7d6s3c JhTs4h3c2s Jd9d8d7h3h Th8h8d7h2d 
8c7h7c5d5c Kd9h8d5h2d KcJs9d5c3c AhQs6h6c2d 
Ah9h5d3h3d Kh9d8s4h4d QhTc6c5s5d ThTd6c5s4s 
QdJh9h5s4h AcTh9h6d4s KdQcJs7s4s Js8d8c7h6c 
8c7c6s4s2d KhQsTd3s3c Th7d7c4d3h QhTs7h7d4c 
QdJh3h2d2c Kc8h7s7c2s Qs9h6d4d3s AdKh9s9c2h 
QsTc7s6s5s 9h8d8c7c2d KsQc6s5d2h Js9d8d6h2h 
Qd9s9h2h2d KcQh6d6c4c Ad7s6s6d2d QhJd9d5d3c 
QhTs9h7c3h Jd9d7h5c3s 9h7d6c5h4h 8d7s7c3s3c 
Ts8d6c4d3s KcTc9s4d2h AhQc6h3s3d KsJs8c7s5s 
Td8c6h4c2d 8c6s6c5h2h 9c6s5d3s3c Th8h8c5s5d 
KdQhQc6d2d AhTd6h4s4h Jc7c5h4h4d Ks9h9c8d6h 
AcQh8d7d4d Ah7c5c4d3d 9c7c6h5c3s KdJc4s3s2d 
QhTh5s3s2d Qs6h6c5s2h Qh8s7h6c3s Kd8d6s5c4d 
Jh9h8s8h4s ThTd8s4h4c KcTdTc5h3c Kd8h7c4c3d 
JhTc4d2h2c KsJs9h6c4s Qh8h7c5c3d Jc9c7s7d5h 
Ac8s8h7s6s AcKsTs6s2h Jd8h6d5c2h AhQs7d6s4s 
Ah9s9c7h3h Qd8d8c5h2h KdJdTh7c2d AhKd9s4d3c 
As7d6s4s4c AcQc9h3h2c QsTs7h4c2h AsJs7h5s3s 
Jc9s9d6s5s JcTs6h6d4h Kh9h9d5h2d KdJd9h6c4d 
8d7s5s4d3d KcTd9s6d4d Qh9s7s5c2h TsTd9s6h3s 
KhJhTd7s2h KdJd8h6d6c KhJd9h3c2c QhQc9d6d3d 
KsJhTc6h3h KsQhTc5h2d AdKhKdKc2s TsTc8d7d5d 
7d7c5s5c3c 8h6d5d5c3c Qh8c6h6c3s AhTs9s6d4c 
JhJd9h3s2s AhTd9h4h2c As9h8d2s2c AhJs7d6d6c 
ThTc9h5d3s TsTh6s2h2c Jc8s8d7h6d QsTh6d5h5c 
KhQdTc5d2s AcTc9c5h2s 9s7d6h3s3d 9c8d6s5h5c 
AhJh5d4h3s 9c7h6d5s4d AdJd5d4c3s KdJd5s5c2s 
AsKs9h7s3s KsTs6h3d2d QdTh9d7c3d JsJdTc7h3h 
KdQsTh7h3c KhQsTs7d3s JdTsTh8h2h Ac6d6c4d2c 
KhTd9s8d5d AdJcTd4d2d Ad5d4s4d2s AdQd8d6s2c 
Jh9s6s4h3c JsJhTc8d3d KsKd9s3s2h KcJh6h3s2c 
Ad8d8c3c2c KcJsTd4s4h KcTh9c5s2d KhJdTs3d3c 
KsQsJs4h3s Js8h6h5s3s KcQc9s4d2d Jd6h5s4s3d 
KdTh9d5d3c KdJd8c6h6d AcQs8d6h4d QdTc8c6c4c 
As7c6s4s4d JhTc7h5h5d Kh6s5h3s3h Kc6h5d3d2c 
JcTd9c4h3c Th9d5d4c3c Qs9d6s3d3c 9c6d5s3d3c 
JhJd7c4h2d AcQdTd6d3d Qh8c6h4s3s Th9d6h5c2c 
JsTd9s4c3s Th8h6d5h3d Ad6s3s3d2h Jc7c5d4h4d 
KsTs6h5d3s KcQd6c3d2d AcKd9d5h3d Qd8s7d6h3s 
As6h4d3s2d KdJc8h6h2c AsQs4c3h2d KdQs9c5d4d 
AdJh5d4d3s Jd8c5d4h2c QhQdQcTsTh QsJd7d5s2s 
KcQh6c5d2s Qc7h6h6d4d KdJs6s3h2d Jc6c5s5h4h 
Tc8h5h5c3s 9d8h8d6d3h 7s7d6c5d2c KsKh9h3h2d 
KhJc8c7d4s JcTs5d5c3h Ah6h6d4s2c Ks7s5h4h2d 
AcQc9s3s2c Qc8c6s5c4h Qc6s6h5c2s JsJc9d8s2h 
AcQsJd8h2h Td9d8c4s2c KhQs7h6h4h KdQc3s3d2s 
Jh9d8h8c5s Kc8h8d5h4d AcJd9s4c3c JsJd9h3h2s 
QdJs7d5c2c QsJc7s5h2h JdTd6d5s2s 8s8h7d6h2s 
QdJsJc9h2h AsTh9h6d3c KsQd8c4s4c QcJsTc3d3c 
Ts8s8d4d2h Qd8s8h7s6c QdJh7c4c3h JdTh4d3h2c 
Kh8d5h4d2c ThTd9h6h4h As9c6s5s4h AcJc9s6d3c 
KdTc8s7h2d Qd6s5s4d2h ThTd9h6c3h KsKh8h3d2c 
QcJs5c4h3c KcJc9c5h3s JhJc9d8s2c KdTc4d4c3d 
9s8s8h6c5s Qs9d5s5d3d Td6s5s5d4c KcJc9d4s3h 
KsJh4c3c2s KsQhTh9h3h AhQd8c3s3h QdJh9h8s2c 
9h7h7c4c3s Kh7h6c5s3h JsJc7c4h4d Jh9h7s7h4s 
Ks9c8d6d5h KhQh6d4d2h KsTs7c6h3s Ts8s8h4h2c 
JhJc9h5d3h QsTc6h4s3d KhJh9d6s4h JdTs7h4s2h 
Ac8c6h6d3s JhTs6c4h4d Ks9s6h3h3d AsKs9s4h3c 
KsQs8c5c2s As9h7s7c3s AhQsJc8d2d JcTd8c5s5c 
