9d5d4h2s2h 
9h9d8c4c3c Tc8d6d3s3d Qd7s7h5h3h QsJc7h7d3h 
Qd8c7h5h3h Qc7d6h3c2d ThTd7d2s2c QdJh9h3h2c 
Jc7c5d2d2c Jd7s5s3h2h KhQs8h7h3h Qc9h6h4h4d 
Qs9c8s4s4h Js9d5s3h2c 9d6s6c4d3h Jc8c5c4c3s 
Ad9c8h4s3h AhJs6h2h2c Kh7h5s4d2h 9d8c6h4s2s 
QsJc4h3s2s 6h5s5h4h2c Ts7s4h2h2c Qd4s3s2h2d 
Ks8c6h5c2c 7d6h4h4c3h Kd9h8c5h2h 7h6d5h5c2h 
AsQh7d6c2c 9h7d7c6s2s 8c6c5d5c3c KdJs8c6h2h 
Kc5h5c4c2d QcJs8h2s2d Ac7h4s4h2s QcTd7c4h2c 
Kd6s6c5s2h Ts7h5h3s2h Ah8c6s6d3d Jd9s6d3h3d 
9s6h5s2s2c AhTd7c4s2s Kd9d8c3s3h KsQc6d4d2d 
Ac6d5d4d3h Js6d6c2d2c Kd8d4s3c2s Jd7c5d4s2h 
KcQc7h4s2c Tc9s8h4s2s QcJh7d6h2s JhTs7d2h2c 
Th9h7d4s2c Jh9d5h4c2h ThTd5h4s2h KhQs4s3d2s 
KcQh3d2s2h Kd8d4h4d2h Th5d4h3s2d AcQh4d3h2h 
AsJs6s3h2c 9d7s7c2s2h Ad8c4d2h2d Jh9c6s4d3s 
Qs7c6h4c3d Ts8d6c2s2h 9d8h6s6c2h Td6s6h4h3c 
JcTd4s3h2s Qs8d5h4d3c AdTs3d2h2d KsQc6h4h2h 
Qc9c6c5c2s Qs9d7s5h2s Td8c5h4c2c Qc8d7c4s3h 
AsTc3s2s2d KsTc7c3h3c Ts7h6c3s2h QsTs6h3s2c 
Js8c4d3d2s KcQs4s3h2s Qs9d5d4d3c KcJc8d6c2c 
9c8h4c2h2c Jh8c6d4s3s Kc8c6d4c2h As9s7h3d2s 
5c4d3d3c2s 9h8h5s4c3h QcJs5s3s2h Jh7s5s3c2c 
AdKc8c3c2h KdQs7d4d2c AhTh8h4h2h Qh8c5d4s3s 
Qd8h7s4s2h KdQh8h4s2c Qd8d5d4c2s Ts7s7d4c2h 
Tc9c5h4s2c 9c8h5s5h2h Jd9c5d3h2s Ah8c5h4h2h 
Kd9c6h3s2d Js7d5d3h3c Qd8s8h5h3h 5s4s4d2h2c 
QdJd7d4h3d Tc8s6h2s2d 7c5s5h4c3c Qs9s7c3h3d 
AsKh7h3c2h KsJd8d4d3h 8s7d6h2s2c Qs8d7c5c3c 
Td6s5d4d3d 9d9c5c4c2s Qs9c7c4h2h Ks9c6s6h2s 
4h3s3h2s2c Jc8d6d3d2c AhJsJhJc9d JdTh3s3c2h 
AcQs7c4c2c JhTh3s3d2h Js9d7h6d2c KsJc7s4s2h 
Kh6h5h4h2s Ks6h6d4h3c 7d6s4s4c3s Js9c8h4h3d 
TsTc5d2h2d Tc6c4s3s2s QsTs7h4d2s Kh7h4d3s3c 
Ah8s8h8d7s Qd8c7d3s2c Qs8c7d5h3c 6s5s4c3s2d 
7c6s4h4c3c KdQd9h3d3c 9d6c5h3s2d KdJd4c3h2d 
QcJc9c7c2s Th9h6h4h3h Ks6h6d3h3c 8d6s3s3h2d 
Ks9c3s3c2c Td6s5d3d2s 9s7s6d4h2c AdTc6h3s3h 
5s4s3d2h2d Td8s7s5s2h AsQc7d6d2h KcQs8s4d2h 
Jd7s7d4d3h Qh9s5s4s3d Th7c6h2h2c AcQd6s6h2d 
Kh5h5c4h2s AhJc7c6c2d KsJd8d4d3c Td8d7h3h2d 
Jc9c5h5c2d Jh6d5h5c2s As9s5h4s3s Jd6d6c3h3d 
Kh9d4d3h2h Qs8d7d5c2h Js8h8c6c2d Td6d5s3h3c 
7d6s6h4c2h QcJc9c7c2h Tc8s7s4s2d Kd8s8c4h3d 
Qd6s5s4s3s QcTd8s2s2h Ts8s7d7c3s Ah9h7s3h2c 
Qs7d6d3h2s KhJd8c6s2s Kh9s9d8s2s 9c8c6d2h2c 
5d4c3h2h2d Jh7c5h3h3d Qc8h7d4c3s 9h8h5s4d3h 
9h8c6s4c3c Ac9h6d2h2d Qs8d7d5c3d 7h5d4d3d3c 
9d8d6s2h2d 9c8h7c2s2c Jc7d6s6h3h Th7s6h5c2d 
Kh9h7h7c2d AcTd7s4h2h Jd7h7d4d3s Jh8d6s4d3c 
6s5c4h4c3c 8s6c3h3c2s Ac8h6h5h2s KhJh4h4c2s 
Td6c4d2s2c 9h7h5c4s2d Jc9s9d4d2h Ah8d5s4c3d 
KsJd9s6s2s Kc9s9d4c3c Kd8h6s5c2h Kh8d4c3h2c 
JcTh4d3c2c Ts6h5s3h2s AcJc3c2s2h QsTs6c3s2d 
Ad8h8d8c7h Ad8s5s3h2h Td7c5h3c2h Ts9s7h4d2c 
9h9c8d3h2s KdQd9s3d2h 8d7s5h5d2d AsJs6s3c2d 
As5h5c4c3d 9d7d6h6c2s AsQs6s5s2s Qs8d6h4s2s 
Kh7h7c3s3h Qd4s4h3s3c KhJd9s3s3c 9d8d5d4h2s 
KhQs9h4c2h AdQh6s6c2h Kh8h4d3h3d Jd8d4h3s2h 
9c8c4d3s2s As8d7h4h3h TsTh7s4s2d Qd9s7d6h2d 
8d7h7d4c2d QsJh3s2d2c 7s7c6d4c2c Kd6h5d2s2d 
Tc8h3h2d2c Qd9s8c7s2s Qd9d7h6s2d TsTc7d5h2d 
Qs7s7h2h2d 8c6d3s3d2c AhTc8s3d2s Tc8h6h3s3h 
Qc7h7c2h2d KcQh8h4s4d AsQd8s8d8c 6d4s4c2h2d 
Ts9s8d3c2s Tc9h8s3s2d 8s8h7d4s2s Kd8d5c4d2s 
JsJd3c2h2c Qh9d8s8d2d Ad5h5c4c3s 9d6h5c3s2d 
Qh8h7c4s3d QsTc7h7c2d Th6s6h4d3h 8h6s3d2h2d 
Kd9c3c2d2c Tc7s5s3c2s KcQh9h4h3h Ac9s9d7s2s 
Ks7s7d3s3h Kd8d4d4c2c Qc5h5d3h2d Jc9c4d2d2c 
Kd9d7h7d2c Tc8s8d4s2s KhQd9d4d3d KcQc9d3s3c 
Jh9d5s4c2c 9s8s5s4d2h AsQc9h4c2c AsJd5c4h2c 
Qh7s6s4d3c Js6s4c3h2c Qs8h7c4s3d JhJdJc9d7h 
QsTc7h5h2d Jc5s4c3s2s Jh7d6s6c3c 8d7h5d4d2d 
Th8h7s7d3h QcJc4s2d2c AhKh6h2h2d As8c4s2s2d 
KcQc6s3d2c KhTc7c3d3c Qh6s4s4d2d Ts7c5h2h2c 
9d7d7c4d3d 9s6s6d5h2s Js7c5h4d2s JsTh4d3c2d 
Qs9h4s3h2h 9s7s6c4h2d 6h6d5d3c2d 9c6c4c3s2s 
Qs7h5s3h2s 9s8c6c2d2c Th7s6c5d2h Jd9d6s3d2s 
9c7d6c4s2h Kh8d6s5s2s AhJh6h3c2d Qh7d5h3d2h 
Ts8d6h6c2d Tc8d5h4c2c KsQs7h4s2d Qh6h5h4c2s 
ThTd6d2d2c Qc8c5c4h2s Kh6c5d5c2s Jc8h7s7h3d 
9c6c5h4s2c Js6d5d4h4c Ac8h6s3s2h Ad8h7h4h3c 
JsJc5c3h2c TsTd8s4s2s 9c8h5h5d2h Kh9d8s5s3s 
AcQh4h3d2h Jd6s6c2s2c KhQc6d4d2d Th9h8c3s2h 
Jc8d5d4d3h TsTd7d4d2h Js9d7s5s2s 9h7h6d4s2c 
Td9c5s3h2d Qc8c5d5c2h Jc8h5d5c3c Qs6c4s3s2c 
KdQd6h3d2c Ks8d4h3s2h Ah9c6s4c2s 6d5d4c3d2h 
Td7h6d5d2c AdQd7d3h2s 7h6d5d3s2c Th9c5d3s2h 
Ac9h8h3s3d Tc5h4d3c2d 5c4s3s3c2d Ks9c8c7h3c 
Jd9h8s4s3c 7s7d6d5d2d Ad8c7h6s2c QcTh7s3h3d 
Jd7h7c4h2c 7d6c3h3d2h 9s6h6c5s2s Jd7c4s4c2d 
Jd9c5c4h2s KcTs8d4h2h JhTh3c2s2h Jc8d5s5h3h 
Th7c4h4c2h 9h8c4s3h2c Qc8c4h3d2h JhTs6s4s2s 
QhJs6s6d2s 5c4c3s3h2h 8d8c6d3s2h Td8s6h4s2s 
Td7d7c4h2s Tc8h7c2s2d Ad6h6d3s2d KcQh6h3d2s 
Js9c6s3s3d KhJh8s6h2h 9c5c4s2s2h Qd9c8s8h3c 
Kh8h4c3d2c 9d8c6c4c2h Jd8c5h2s2d 9h6h6c4d3h 
Js9s8s4c2h KdQd6s3c2d JhTc7s2h2d KhJc9c4s2c 
KcJh7h6d2h Jd9d9c4d2s Js7s6d6c3s Td8s7d5d2d 
Td6h4h3s2s TsTh5c4c2d AcJs5h4d2h Kd8d3s3h2h 
Qh9h6h5h2s Jd7d5s4h2c Qc7d7c4d2c KhQh5h3s2h 
Jh7c5h4s2d 9h8d5d5c2d QdJh6h6c2h AsJs7s6c2s 
AsQc9s4s2s Kh8s7d5d3d 9d8c5d4d2h Kc6c3h2h2c 
Jh9s5s4c2d Qd6h6d5d2s Ks9h5c3d2s Kh9h7s7h2d 
Th7c5d5c3c Ts8h5d4h2c KdQc8c4s2h Ks7s5s4h2d 
Qd9s6s4s4c 9h9d8c3h2s QhQd6c3c2s Qc9c7s6d2c 
Qh9d8c4h3h KsQc4s2s2h ThTc6h4s2h 9h8h5d4s3h 
JhJc6d4h2h As8s5s3c2d KcQs8s6s2s Td8d5d4d2h 
Jh8d7d6c2s Ks9c8c5d5c Tc6d5c3c2d 9s5c4s3d2c 
Jc9c8c4d3h Qs7h7d2s2d Td7c5c3d2d KsJh4s3s2d 
Ks6s5s4s2d Qh5s4h4c2d AhTd8s3d2d KcTc6h3d2c 
As9s8s2s2h Ks6s6h4d2s Kc6d4s3c2h Jc8d5s5h2c 
QhQc6d3s2s AhQs7d3d3c QdJd9c7d2d Ks9s5s4s4d 
Ah5d5c4s3d Ks7h7d6h3h AhQd9s4d2d Js7s7h4s3c 
Jc7c6h5s2d 7s6s6c5s2s 7h7c6s4h2h KhKdKc9s8h 
As5h5d3s2s Qs8s6h4s2d TsTd7d5h2d AdQd8d2d2c 
Kd9d6d5s2d Js8h5c4h2h Kd9d5c4d2h Tc6d4c3s2d 
Kc9c5d4c2s Ad6d4c3h2d Jd8h5h4c2s Jc9h8s4d3d 
Ac8c5c3d2s 8c6s6h4d2d TsTd5s4h2s KdQd6c3d2h 
KhJs8c3d2h Jc8d6c3h2h AhTd6d5d2s Jd8h8d6s3d 
6c5h5c4c2d Jh9h5s5c2h 9d6s3s3d2c Kc7c4h3s3d 
Qc8d5h4d3s 6h5s4h3h2d KcJd9s3s3h QdJh5s3s2s 
Ad9d6s4h2d 9h8s5c4d2s Qc9c7c5h2d Kh9s8c3h3d 
Qc6h4s4h2s Kc6h6d5h2s Kc7c5c4s2h 9d8d7h4s2c 
Qd7c6d3s2s Js8c4h3h2s Kh9h6d3c2s Ah8s7c4s3s 
7d6h6c4s2c Kd9d6h3s3d 5h4h3s3c2s Ac8h7h4h3d 
QsTd7d5d2h KhQs8d5d2d Qc4d4c3s2s 9h6c3s3h2s 
KdQs7h4d2d AdJh5c4s2c Js6h5s4s2c Th8d7d3h2h 
Qs8s6c3s2c Qh9s5h3d2c Jd9h5c3d2s Kc9s6s4d3h 
Kh9s4d3s3d Js9c7s3s3d Ks8c6d5h2c Th6d4d3s2s 
KsQh7s5s2s Qc8d7h6s3s ThTc5h4s2h Ad8h5s3h2s 
6s5s5h4s2d Js6d4s4d2d Ts8c7s3c2s Js9d6h5d2d 
KsJs8s6s2h Kh8h7h6h3s AcQd4d3d2s Ad8s5c4h3s 
Js7h6d4h4c Ac8s7s4d3s ThTd5d4s2d 9c8h6c2s2c 
Qd7d6h6c3d 9s7h4s4d2h Ac9h7s7d2d Jc9d8c4c2h 
Qh8d5c3c2d Tc5c4s3s2d AdJc6c4s2h KcJc4s3d2c 
JcTc7h2s2d As7s5s5c2s Ks9d6h3d2h Jc9h9d6c2c 
9d8s3d2s2d Qs7d6h4c3d Qc7h5d5c3c 9d7h7d4d3d 
Jh6s6c5c3c KhKdKcQh9s Qc7c5h3s3d 6d5s4d3h2d 
9d7d5c4s2h 8h8c5h3s2d 8s8h8c6s6c Qd9s9d7h2d 
Kd7s6s4s4c 8s7s4h3d2d Jh8h4c3s2c 9d7s4h2h2d 
KdTc4s4h3s Qd7s5s4s3c Qd9h7d2h2d JsTd4c3s2s 
AdQs4s3s2c 9h8s7h4d3h 6s6h5h3c2h 5c4d3h3d2h 
7s5h4h3h3d Kd9h5s4h3c Kc6c5c3h2s Kd7c4s4h3d 
Ac8h7s4d3d KdJd8s2h2c Jh8c5s2h2d Ad9c6h4c2h 
Qh8h8d7c3h QdJc7c6s2h Qh7h7d4d2h Kc7s6s5h2d 
KhTh8d3s3h KhJd8s6s3s AhQd9d2s2d 6h5s4d4c2c 
8d7d6s3d2s Kh9c6c5c2s KhQh9c3h2d AsQc4h3c2c 
Tc7h4s3c2h Jh7s7h3s2c QdTd7h3d3c 9c5s4s3c2s 
8d6h3c2d2c Jd9c7h6c2s 9d8s7d4h3d Ks9h8h5c3h 
Js7c6d6c3h 6c4h3s3c2h KhTs4s4d3s Jh9h5d5c2h 
8d5s4d3s2s KcQh5d3s2d Td8d7s3s2d AhTs7s4c2s 
AcJs9d3s2h 9s8c5d4s2s Jh8s6h6d3h Kc8h6s4c2c 
TsTh3s3c2d 9c8c5c4h2s 8h8d7d6d2d Td8c7c4c3s 
Tc7s6c2s2c Tc8c5c4c2d JsJd6h4s2s Ah9h5d4h3h 
QsTs7s3d3c AsTc3s2s2h Th7d5c3s3c Ts6h5h5c3h 
8s8d7h4d2d Jh9d8c4s3s 9c6c5c4h4c QcJh4d3c2c 
KhTc8d3h2h Jh6c4h4c2c Jd8c4h3h2d KsQh9h4h3h 
Td7c4s3d2c Js7s7c4d3s 7h6h5s5h2c As9d3h2s2c 
Qc8c4s3d2s Qh6h6c5h2d AdQs7h3h3c JcTc3s3h2c 
Ts9c8c4c2c 8h6c5h3d2h Td8s7h4s2c JsTd6h6d2d 
QdTs7h5h2c 7s5c3c2s2h Qd9c7d6d2s 9d8h7h2s2c 
Th8h6s3h3c Qh8c7d2d2c 8s8c6c3h2d Qh4d4c3s3c 
6h6d6c5h5c 8c7s7h4s2d 9s7s6c4d2h Th8c7c5c2s 
AdJs9c4h2h As6h6c3c2h Th7c6h5h2s JhTs6s6d2s 
Ks9d5s4s2h Jd8c5h5d3d AcQs7h6d2d Jd6d5c4s2d 
QsJh3s2s2c Tc8c3s3d2d 9c6c4c3d2d KsJh6c2s2d 
As8c6h3h2c QhQc9d3d2d 7h6s6d4c2d Ah9s6d4h2h 
Jd7s6c4h3h 9s7c6s4d2h Kc3s3h2s2h KsQd8h7d2d 
Td6s4s3h2h Js8d8c6s3s Jd7c5h4s2d QcJh9d3d2s 
9h5d4d2h2d Jd9c8d4h3d Ad6s6h3h2s 9c8d5h4c2c 
Th7s4c3h2s Ac9d5c3c2s JsTc6c3h2d Kd9h6s2s2h 
Qd5s4c3s2c Ah6s5d3d3c QhTs7c6c2c KhQh6s6c2h 
QhJc8s4d2d Jd8s8h7h2h Ah9s5c3h2h 6s4d3s3h2d 
Kh9s4c3s3c AsQc6d3h3d Qc8s7h6d3d KhQd4d3c2d 
8h6c3s3c2h Td6s6d4c3d KdJc8c4c3s Kc7d6s6h3d 
Jd9h5c4h2s Ts8h6h3h3d Ts8c6c3h3c ThTd6d4d2s 
Th8s7s4s3c 9s8c7c2h2c Qh5d4s3d2s Jh8c5s5d3d 
Qc8d7c3d3c Ah9s6d4s2d Ad9s9h7s2s Jd9d4d3c2c 
Kh6d5d5c2s 8h6s5h3d2h Qd7d7c4s3h Qs8d7h4h2d 
Kc9s9d7d2h Qh8d5s5c2h Ad6c5s5c2h KhJh8s2d2c 
Tc9d7h4c2c Qc8c7h4d3s Jd9s9h4h2c 9c8c7c3s3d 
AcQc7c4h2c QhJs7c5s2s Ts9d6h4h2c Qc5h4d3s3c 
Kc7h6d5d2s Qc7d6s6h3s TsTd7d4d2c Js9h7s5s2s 
Js8h6d4c3c Qh7s6s4c3d Jc9c7c5c2d Js9d8d6d3d 
QhQdQc4d4c 9c8c5s4d3c KdQd8d4h3s Qc8s8d5h2s 
AdQd7d2h2c 7s7c6h4c2c QsJh7d6h2c Jd9s8c4d3d 
AdQd6d4d3d Qc9c7d3s3h Qd5c3d3c2c QcJc3d3c2h 
Jc9h8d4c3c Kh6h5h4h2c Qd6c4s4c2s Jc8s7h3c2s 
9c6c5d4h2c KsTs6h3c2s As9h9c7h2h Ts7h5d2h2d 
Th7d5s5d3d 9h8c7d4d3s Jh8s6h4d3h 5s4h3d2s2d 
JsTs8s7s2s Qd7h5c4s3h AcTd7d4h2d Js7s6c5h2d 
Jh7c5h4d2s Qs9c8h4s3s 7c6d5c3h2s Qh9h8s3d3c 
Jc8s6d4c2h 6h6c5c4c2c Jd8d6s6d3h 6c5s5c4c2h 
Kc7c5h4s2c Tc8h4h3h2c 9d8s8h4c2h KcTc8s4c2c 
Td5c4h3d2h Qd8s8c5c2h Td8c4c3h2h Jh5h4h3c2c 
Kh8d4s3h2s KsTs8c2s2d KsQd9d8d2d Qs5d4c3c2d 
Kh6h5c3d2h KdJd8d4d3h QdTc5s5h2s Kd9c5h4s3c 
Td8s6s3s3h Kd5d4d3c2s As9s8s2s2d Qh8c7d6s3d 
Jd7d6d5d3d AcJc3c2s2d 7d5h3d2h2c Kh9s3s3h2s 
AhJc6c4d2s Kd9s8h5h3h AdKd6d4d2d KsQsTs3s2s 
6s6d6c5s5c Jh9c8d4s3s Qc7s5d4h3s AdTsTh3c2c 
9d7h5s5h2c QdJh4d3s2d 9s9d5h3d2d Tc5s4s2h2c 
QhJs6s6c2s 6c5s5d4c2h Th9d8c3c2s QdJc7h6c2s 
5h4c3h3c2d Ts5s4c3h2c KcTs4h4d3s Ad8h6d4d3d 
6s5c4s2h2d KhQh6s3h2c Jd9c6s5c2c 6h5c4c2s2d 
Ts6c5s5h3s Jh7d6s4c3c Ks7s4d2s2d AsQh5h2h2c 
As5h5d4c3d Qh5c4s3s2c KcQc9s3h3c KdQh8h6h2h 
Qh8h6s6h2d QhJd8c4s2s KdJc9c4h4c Th9s7c4h2h 
Qc8d7c3s2d Qs7h6s5s2c AsQs7s4h2s QsJs8s7h2s 
Jh8d5s5c2h TdTc5c4s2c Td5s4c3d2c Jh8d8c6s3s 
Js9c8c7c2c KdJc8h6s2s AhJc5d4d2d Tc6h6c4s3c 
KhQc6c3s2d Qs5h5d4c3s Kc9s6s5s2h Qc9c8d2s2h 
9h8d6d4d2s Qh8d6c4h2h QdTh3s2d2c AcQd7h6h2s 
KsQs3d3c2s TsTd6s4s2c KhTd4d3d3c 9c8c6h4d2c 
8h5c4h3c2c Kc9h8h5s5h As9s7s3h2d Kc9h3s2s2c 
Ac9h6d4d2h Ts7s7h4d2c Qs9s4d3d2s Qs5s5h4c2d 
As8c6c5c2d 9h8h5c4s3h Qh7s7d4c3h KcTs6d4d2d 
Ac8d5h4s3d AdKh8h3c2h ThTd6s4s2c Qh9c7c3h2h 
8c5s5c4d3c Ks9h9c3h2c Jc8d5h4d2d 9s8s5c4s2d 
8h6h5d3c2s KcTc5c4s2c Ks9c8h5h3h Ah9d9c7c2c 
6d5s4d3d2h AcTh6s5d2d 7d6s6c4h2d Qs9s9c7h2s 
Jc7c5d4h2s Js7c6c4h4d 7d5s4h4d2c Qc9s9h7c2c 
9d8s4c3d2s 6s6h5c3h2h KdQd9s3d3c Qd9c3h3c2d 
9s8h6h2h2d 9h7c6h4s2d QcTc9c7c2c Js8h8c7c2c 
Kh7h5s4c2h QcTh5s5d2h Th7s5s3h2h Jh8d7s7h3h 
7s5d3s2h2d Tc8c5s5c2d QdTh7s6s2s Ac8s8h6d3d 
8h7h6d3h2d AhJc6s5s2s AhTd3h2h2c Td9c8h4c2c 
9h7d4d2h2c Jh8d6s4h2c Jd8s8h6h2h 8c7d6s2h2c 
KsTd6h6d2c 8c6d5c3s2c Jc8s8h6h2d Qh9c7h6s2h 
Td7d4c2d2c KsJs8h3c2d QcTs5c2d2c Kh6h3d2h2d 
Td7c5h2h2c AhTc3h2h2d QcTh3d3c2s 9d8s8c4h2c 
KdTs8h3d2d Ad6d4s2d2c Jd9c5s3d2h JcTc7d4c2c 
TsTc5c4d2c 9s7c5d5c2h QcJh8d4s2d AsQc3h3d2c 
KdJc4s3d2d KdQs8h5h2h 7h5d3h2d2c Ks4h4c3h3d 
8h5s5h4d3h Ad6h5c3s3c 9c8c4h3d2d Js8h5d5c3d 
Kh5h4h4d2c Qd7d6c5d2s Jd8d7c6h2d 9s7c5s4h2d 
Qd9h4d3h2h KcTh7d4s2s Jd7d7c3c2s 9c8c6s4h2c 
Qh9c4c3h2h AsQd7h3h3c KsTh8d3h3c Td7h5s5h3h 
Ts9s8s4d3s 9c8d4c2d2c 9c5d3d3c2s 7s5c3h2s2c 
Tc8c5s5c2h 9d8c6c2s2c Ah6h4d2h2c Tc6h6d4d3s 
Jh8d5s2h2c Kh7c5s3s2c As6c4h3s2s As8h7h4h3d 
Ts8s7s4c3s 9h5c4h3s2c Kc9d7c4h2s 7s6s5s5h2d 
Jd9h7h3s3c QcTs7s5s2d Qc7h7c4h2c Qs7d5s4h2c 
KsJs8s4s3h Js6h5s4s2d As6s4d2s2c Tc8s7c2h2d 
KcTh6s4s2s Kd7s7c4d3d QhJh6h6c2s JcTh8d3d2d 
9d8h8c4s2h AdQc8s8d8c Jc8h5c3s3c Qs5s4h4c3d 
AdQd7d2s2c AsKd8d3d2h KdJc9h3s3h Qh6s4h3h2s 
Ks8s7s6s3d Kh8s6h4h2c AdKs7s3h2s Ah8s7c6s2s 
Ac8h5s5d3s Ks9h8d2s2c Ac8h6s5s2s Jh8s5s4c2d 
QhQc6s3s2d Jh7c4d4c2h 4s4d3s2s2d Ac9d6h2h2d 
7h6c4s4c3c KdJs8d4h2d 9h8h7d4c2s Ah9h6d4s2h 
QdTs7d4c2d Kh9s9c8s2s KdTdTc3d2d Jd6d4s3s2c 
KcTh8s3h3d 8s8c7d4s2s TsTd6d2h2d Ah9d6c4c2d 
Qd9d7c3s3h 8s8h7h4c2h 8s5s5h4c3s Th6s4c3s2c 
As9d6d4h2h Kd9h8s5c2h 8h6s3s3c2h Jd6h4d3s2h 
Jh8d5s5c3s AsJsJhJd9c Ks6s5s4h2s Th6h5h4h3d 
QcTd7s7d2h 7s6s5s5d2c Kc5c4s4c2h Jc8s5h5c2c 
Td6d5d4d3s Ah9s8h4h3h Ah9s6s6c3s 5s4h3h3d2d 
QhJh7c4s2d KcJh6h5h2h Ac8h4d4c2c Ah7d4s4d2s 
AsQd7c6c2h QsJh7d5c2d Th7d4h2d2c Td8d7h3d3c 
JhTd4d3d2c KdTc9c3c2s Qs9c7s5h2s Kc7h7c6s2c 
Js9h8d4c3c AhTs3h2h2c AhJd7d6d2c Ts8s7d2h2c 
Th7d5d3h2d Jh8c7d7c2s AsQh6s4s2s KhQh9d3h3c 
Td6h5d4s2c Qd9h7d6d2c Td6s6d4h3d Qd8c7h6s3h 
KcJh4s3c2c 7d5h4h3h3c As8c7h4c3c KdJd4h3s2d 
Kc9h6h5h2s Ks5s4s3c2d Kd4h4c3s3c Qs9d6d4d4c 
9h6s6c5h2h As8s8h8c7h KsJd9d4c2d Jc8d5s4h2d 
Kh7h6h4s2c 9d7s7d4d3d Qc4d3d2s2c Td5s4d3h2s 
Js6s6c3c2d Jd9s8c4h3h KsQh8h4d4c Js9d8h4s3s 
QsJd6c2s2h Jh8c7s7c2d Jh8c4d3h2c AhTh8h3s2h 
Ts5d4d3s2s Qd9s7d4h4c Tc6c5s3s2s AsJs5s4s3s 
AdJc8h3c2s Kc8c7h4d3c Ts6h5s4s3s Tc9h7s3c2d 
Kd3s3c2h2d KhTh6d3s2h Qd5h3h3d2h Kc7s7c3d3c 
JcTs6s6h2s Kh7h7d6s2h QhJs5s3s2d Jd5d4d3s2s 
Tc8s7s3c2s Th8s7s4c2d 9c4s4d2s2d Ad6d4h2d2c 
Ad8c6c5c2h Jd7h4h4c2d Js6s6d3s3h Qd9c7d6s2d 
Jc5d4d2d2c Qs9c7h7d3c Kh9d6d4s3c KhJs8s4s4d 
Kh9d5c3s2h AhQd9d2d2c Td8s7s5s2c KsQs7c4d2s 
Js8d5d4h2c KdTh7s7c2h KcQs7c4c2h Jc6c4s3h2s 
Kh7d6s5s2c Ac8s5h3s2h 5s4d3s3d2h Tc7c4s2s2d 
Kh6s5h2h2d 9c8c6c4s2d Tc8s7s5s2h Jh6s4c3h2s 
Qh8s7d2s2d AsQc8s8d8c As8h8c6d3d 9c7c5s4d2h 
Js8d7c3s2c Th7s5h2s2h Tc7h5s5h3h Jd7h6c4s3s 
7c6c5h5c2d KsTh8c3h3d QcTd8d3s3d Kc9c8c6h2c 
Qc7d4h4d3h AdJd7d6h2d Kh7s7d4d2s Kh9d8d5d5c 
9c8c6c4d2h 9c8h7s3d3c Qh9s4s4h2h KdJc8s3h2d 
8h6h5s3c2d KcQh9c4s2c KhTd8s3h2h 8s7d6h6c2h 
QcJs7h7d3h Qd9d6c5d2d Qc9s8c4h4c Td8s6c3s3h 
9d7h5h5c2s Ts6h5d5c3d 8d7s5s2s2c Kh5d3h3c2s 
AhQd6s6c2d QhJh8h7s2h Tc7c6c5c3c AsTd5h4c2c 
Ks8s4d3s3d Td6d4d4c2c Qd9d6h5d2d Qh9d9c4s3d 
Kc8h8d4c3s Jc8h5s4h2h KhQs8d4s2c Qh6d5d4s4d 
ThTd6c5c2c Td8d7d4h3d 9s6d5s2s2h Qh9d6d5d2c 
Ts8h7c4d2h JdTd5c3d2d Ts8d8c4c2c Kh6c5d4s2c 
9s9h7c4h2d Jc6c4d3d2s Jh9h7h5h2d Ac8s5c4c2c 
Td6d4h3s2s KsJh5h3d2h Jc6d5s3h3c QsJd4h3s2s 
9c7c6s4h2d Ah8s8h8d7d 9c7s5c4h2d KdQd6s3d2c 
QcTc4h4c2s Jc9s7d6s2h Td8d3s3c2s 5s4s3h3d2h 
KhJc6h3d2s Jd9d5s3c2h Qs7c6c4d3h Qc7h4h4d2c 
Qh9c5c4c3s TdTc6c2h2c Ad5h5c4s3c Qh7d5c4s3c 
Qs9s8s5h2s Td8c5h4h3h Qs7s6c5s2d Qs7d6c3s2d 
QsJc8d2h2c KdQd3s3h2d Kh8d7d3h2h KsQc8h5h2h 
Kc6c4s4h3c Qd7d6h4d3d AcJd9s3d2h Ac9d6c4h2c 
Jc6s5c3h3d Kc9s9d3s2d Qc9s4c3s2s Js8h6s6d3s 
AhKh6h3s2h 9h8h8d4h3s 9c8h5s5d2c QsTs7s3h3d 
QdJs7h5c2h 9c7c5d4s2h QdTd7d3s3h JhTd7s2h2c 
Kd8s6h5h2h JhTs4d3h2h Jd7c5d3s3d KhQh6c3h2s 
KsJc5c4c2c Kd8h7h5h3c 9d7h6d4s2c Jh8h7c5h2h 
Th8s4d3d2s KhKdKc9s8c Ks7h6h4h4d Td7s6s3h3c 
QhTs4h3h2d Qc8d7c4s4c Qc9s7h7d3s Ts5d4d2s2c 
QdJh8s7s2s Kh7c6d2d2c JsTc8d3d2d Ad6c5c4s2h 
6h5s4h3h2c Qc9c8c5d2c Qc7s6c3s2s Ah7h5h5c2h 
Kc9d4s3s3d QdTd7c3h3d 9s8s8h4s3c Jc8d5d4d2s 
7h6s5h5d2h KdJc4d3s2d 8s8h8d6h6d 8c7h5d5c2c 
Jd8s8h6s2s Ts9d5h3c2s Jc9h6h3s3d 9s8h7d3s3c 
