AsKdQc9c3h 
AdJhTh9s2h Qc9s7h5s4c KsJsJh8s2h Jh9s8s6h4c 
JsThTd7h2s KdQs9s8d4s Qh5h5d4s4d KsTdTc9c6c 
AsQdTc7c4c JdTh9d7d6d QhTs8s7h2c Js9s7c6h4c 
Th9d8c7s7c KcTs6s5c2d KdQdJd9d7h Qd8h7d6c4c 
QdJsTh6h2s Qd9d9c5c4c JsJd7s5s3d AcQhJc7c3d 
AsTc6s5d3h AcKd7h2h2c KdJc9s7s3c KhQhJh7s5c 
AsKsQd2s2c QdJd7d6h4h JdJc9s7c5c AdJdTd4h2c 
QhJcTd5d3s KhQsTd6d4c QdTh9h4d3d AdKh8d6s2c 
KsQdQc9h2s KdJd9s7h2s QcJc9d6c4d KsQhJd9c5h 
Kd8d7s5s4d KhJs9h4d3d AhTs9c7d5s 9h9d5s5h4d 
JdTd9h6d5c 9s9c8h8c7c KcTs9s9d7s Kh9c8c5h4c 
KhJdTc8d5s Ac9s5d4d3c QsJsTs5d3c QcJhTsTd3d 
JsJh9s7s5d JcTc9s6c5h Ts9d8s8d4h JsJc9c6d3d 
Qc8h7s7c5h AdKcJh5c2s JhJc8c6d3h AcJsTs6d5s 
KhQd9c7d2h JdTd7c4c3c Qc9c8s5s4h 9s9h6h6d5c 
Ts9h6h5s5d KsKd8c6d3d AsJcTs4s2h KhJs8c7s6d 
Th9c6c5s5h 9c8s7s5c4d KcJs9d5d3s AhKhTh6h4c 
9d8s7s5h4d AdTc9d7d5d Tc8d7s7c5d AcQh9s6d5h 
QcJd6h4h4c KdQhJs7s5c AdKd7c3c2s AhJd5s4h3c 
KdQc7c6h2d KcQd7s7d6h QsQhJcTc2c KhThTd3c2d 
KsQc5s4s2c QhJsTdTc3c AsKdJc6c4h Ac6c5s5h2h 
KdQh7h7c6s Kh9c8c5d4h KcJd9h5h3d 7d6s5s4h3h 
JhJc9h7d2c AhQh6s5d4h Jd9s8d7s2h JdTsTc3s2d 
AhQc9c7d5s QcTh6d4c3d AdTh8d4h2d AdQhTs7h3c 
KdTh7d6d4s AsTs9s9c2d KdTd7s6d5c JdTsTd3h2h 
AsJsTs8s5s Kh9s8d7h7c JdJc4c3s3d Td9d8c6c3s 
Jh8c6c5c4h KhQdQc9c5c Jc9s6h5s5c KcQh8h7s6d 
AcQh9h6d3d AhKsQd6c3d KsJs9c4d3d Jh9d8h8d5d 
As9d5s4h3h KhTc9d7h5h QcTc5h4h3s KcQhTd6s5s 
Js9c6s5d4d Th9h8c6c3d QcTc5d4s3d KhJdTc9c5s 
Ah7d7c5d4c AsJsTs6c3d KcTs7s5d2c AdKhJc6s6h 
KsKc9h7h3d AhQs6h4d4c JsTd8s5h3h JcTd9d8h6d 
KdQsTc4d3h KhKdQs5s2s TsTd7h7c6c AdJc9h8s6c 
JhJd9d5c2c KcThTd9s6h Ks9d8s6d3h AhKs7d6d2s 
JcTs9c3s2h AdJdTd4c2s QcTh7c5s3s AsQhTc6d5d 
KcQc8d6d3h Ad6s6d5s2s QcTc9s6c5d QcTc6h4h3s 
AsQsJs6d3h QsQd5c3s3h KsKc3c2d2c Qc9d9c6h5s 
Ah8s6s4c2h AdKc9h5c2h QsQc8h6h5d KhJcTh8h4d 
As9h5s5h2d KdJc9s7d5d KcQcTd7s7c 9h9c6h6c2d 
AsQs4c3h2c QhJhTs8d5h JhJcTc6h2c 8h8c7h7d3d 
AcKcJc6d3s AsKcJd5d3h AdQd6s4c3h KhJh7h6d5c 
QdJsTc9h2s AhQsJc6d2h Tc9s9c8s5s AdJh5h3h2d 
JhTh5s4s3h Jh8d6h6c5c AcKs7h2h2c Ad8d7h5s3c 
Th8d8c7h4c AcQc5c4d2d JhTc8c4h2s AdJs4d2s2h 
Jc9h6d5h5c AdJd6s4s2h KsTc8s8h2c QhJhTs9h4d 
KhJs6h5d4c AcTd8d3d2c Jc7d7c5d5c JcTd9d6s5h 
KsJs9h4c3c Ac8s8d6c5c KcQcJc7s5d Js8h6h6c5s 
QhQd6h5s3c AcQhTd7s4s QdJh9d7s3s 9s9c8s6d4c 
QhQd9h4d2d JhJc9c6d2h JdTh8h7h7c Ks9h8s8c7d 
AsKcQd6h3d QcTc8h7s5d Ac5h4d4c3h JsJd7d7c6d 
AdJsTd8d3d AcQd5s4d3s Ah7c6h5d3s AsAhAcQd4d 
Td9h8h8d2c KhQdJd5s3c KsJsJh8s6d QcTd9c6s4h 
Tc9h7s5s4c AdJd9d7c2c 8c7s6s6c4h KdQdJd7s5c 
KhQd8c7h5s AcQh8c3h3c Ks9s8h7d6s KhKd7s6d2c 
AsQh9d8d5c Ah7s7d5s4d AsTc9s5d2h 8h8d6s6h3d 
KsQd7s6h5s KsJs9s7c5h Qd7d7c5s5c AdTh8d4s3c 
QhQc8h7c2c AdJh5h3d2h 8h8d7h7c6s KdJd8d6h4h 
AdQd9d8d8c KcJcTc8c6d AcJs8h8d7h 9h9c6d5d3h 
AcKdQd8h4d KdQc9s8s3d AcQd9s8s7s KdJd9d7c5s 
TsTc9d8d2c 8s8c7d7c6h KdJd7d6c5s AcQd8d7d5h 
QcJs9d8s4d JhTh9c6d2c AsJcTc9d2c AcQh8s7s5d 
Kc8h8d5c4d KdQc6h5d3s KsTc7s5d4h Js9s9c5s5c 
7s7h6d4s4d AsKhJc5h2d AsQs9s8s8d Ks8c7h7c4s 
AhTc9c8s5d AcQd8c7c5c KdJsJc9c6h Jh7c6d5d4h 
Qh9s9c7c5s KdKcJd6d3d QdJsTh5h3c KhKdQd5d2d 
QhJcTsTd3s Ah5d4d4c3h TsTc8s6h2c AcJs9c7h4c 
AsKd6c3s2c QcJs8s6d5h AsTh8s4c3d KdQsTs9h3c 
AhQc9d9c2d Kd7s7d6s3c AhKdQc7s7c Ks9h9c7s4h 
KsTs8d7h3d JcTh9c3h2d JhTc9s5h2s QdTs8s8c6h 
JhTd9d4h2d AsQsTsTc3s JdTsTd3c2c QcJs6c5d4h 
KsQhJc6s4s Kc8h7h7c5c Ac5d4s4d3c KcQdJd7d6s 
Ah9h8h6s3s KdJhTc9s2h Ad9h7c6d5d AsQc7s3d2c 
AsQsJs9s6c KsKdTs8s2s Ac9s8d8c6c AhKhTh6h4s 
AhKh9s2s2c AcQdJc7c3s AcTsTh7s6s Ad9d9c4h3h 
Kc8s7d6c3d Td9s9d6s2h AhJsTs6c4d QhJhTh5h4s 
AhJh9c7s2d JcTc7d6h4s Kc9c8d7h6c Ah9h8h7s7c 
KcQdJc6h4c JdJcTc7c4s KhKd7d3s3d AhTc8h4s3d 
KdJs6s5s2d KsKc7h6d3h AcKh8h3c2c KdQsTh4d3c 
JsJdTh8s5s KdJc6d6c4d AhKcJd9c2c Ah9d5s4s3h 
KhKdQh7c2s KsQdJc7c5h JcTc7s6h4d JcTd7h4h3c 
QhTc7h5s3c AhKsQh6h4h AdKs7h6c5c AsJs5d4h3c 
QcTc9d5s2d QhQcJd9s4h JsJh9c2s2c KsKdTc8c3c 
8s8c6s6h3c 8h8c5s5c3h AcKh7h6h4d As5h4s4d2h 
AsQc8h7h2c QsQdJc9s3h Ad7d7c6d5s KcJcTc8d4h 
KhQhTd7s2s 9d8d8c6c4c AdJd9c7h2s 9h8s7h7d5d 
Jd8s7s5h4h QcJs8s6h5d AdKc7h7d4d 9h9c6s5s3c 
JcTc7d4d3d KsTc9h4s2h Qc9s8s6c3d 8c7d6s5c3d 
AhKsTd9c3c KhQsJs5c3d AdKcQd3h2d Qd7h7d5s5h 
QhJhTh9c4s KcQcJc8c7d KhJs9c5s3c AdJs9s8h6c 
KcJc7s6c5h KcQh9s8s3c AsQd7h4s4c As5d4s4c3d 
KhJh7d6h5s KcTd9d4c2d KhTh6d5d2c KcJdJc3c2d 
AhKdJs6h3h JsJd8s6h3d AcJd9d8s6h Td9h8h8d4s 
AcKcTh6c4c KdKcJc6c3c TsTc8c6s3h KhTc8c4h3d 
JdTc9d7h3s Td7s7h6d5h AdTs6d5h3c KhQs9h8c2c 
KsJcTs9d2s JsTsTh7s5d AhQd9d6c4c QsTc9d7h5s 
AdJsTc3c2s Jc9d6c5h4h Ac8s5s4s2c Jh9s6s5h5c 
KdQd9d9c5c AdQh9s9h2s KcJsTdTc2c JdTh8h7c4s 
JsTc9h3s3h AdJc7s7d2s AsKsQc2s2h KdQd8s7c6d 
AsKdTc5c4c KsTh8h5h3s Td9c8d5s4s Kc7c6s6c5s 
AcJd5s5h4c AhJs4c3h2s Tc9h8h7c4c QdJd9s9c3c 
Ts9h9c7h3s QsJcTc8d5c JdTh8d7c2c KsKdJd3d2c 
Kd8c7s6h5d As5d4c3s3c As9h9d6h5d KdJsTh7h4c 
KhQd9s8c6d AsJcTs7d2s AdQd9d8h5d AhJhTh3s3c 
JsJdTh9d3d 9h9c8c6s4h KdQsQh5c2h JhTs8c6c5d 
KdJd9d7h5c Th9d7d6s3s QdTh7d5s3h AsJs6c5h3d 
JdTc9s3s3d QsJd9h8d5c Qh9c7s5c4h AhQs7h6h4c 
Qs8c7c6c4s JdJcTh8s4d JsJd9c2d2c JdTc8d7d5s 
Kd9s8h6s3d Ks9h8s6h3d Ts9c6c5s5h Jh9c7c5s3h 
TsTc6c5d3s QcTc7h5s3s QdTd9s9d6h KcJsTh5d3s 
AsJs9h7d2c JsTc8c4s3d QdTh6d4c3c KdTd9s7c3h 
QhJs9d8s5c QsTd8h6h3d AhQs7h6d4h Jc7h6d5d4c 
KhQsJc9d5s QcJs6h5c4d KsQs8c6c3h QdTd5h4s3s 
AsKdTd5d3h AcTs9c5h4c JcTh9h4c2h AhQh6d4c3s 
JsJc9d6c5h KhQd8h5d3d QhJc9c6s2h AcTd9c5h2s 
QhTh6h5s3s JsJhTh7h4d QdTd9s5h2s AhKcTsTd2s 
AdJs4s3d2c JhJcTd5s4s Ts6d6c5s5d AcQdTd3s2s 
Kd7s6s5s3d AdKc7h6h5s KsJhJd9d6c Ts9s9d5h4h 
Ks6c5s4d4c QdTs6d4c3c AcJc8d4c3d Tc9c8h8d5d 
Js8c7c5h4h KcQhTh5d2d AhQh8c5d2s AcQc8h5d2s 
JsJd5s4d3s Ac7h6d5h4d KcQc6s6c4s AdQd6h4s3c 
AsJc6s4c3s Ad9s8s4d3s Qs9d9c6s4d AsKc9h5c2h 
KcJhTsTd5d KhQd9d8h4d AsAhAd9s2c KdJcTs9s5h 
KsQh6d5h4c AdQc6h5h3c Ah9d8s8h6h JsJc8s6d3c 
JcTd8c6d2s QsQcJh4d3h KcTd7c6c4h AsQs8h3h3d 
Kc9s7s5c4c AcJs7h7c2h JsThTc7d5h Ad8d7s5c3h 
QsQc9h8h5d AcQs8c7c5c AcJhJd6d5d AhQs9s8d6s 
AhKh8h6d5h AdKdJd6c3h Tc9h8c5s4s KdQc9d7c2s 
KhKcQs8d4s KdQhTh9c3s QhJd6s4s4h AsQcJd9h6h 
JhJdTd6h2d As7h6c5c4h Th9h8s6s3d KcQs9d8d2c 
KhThTc6s6h AsQd7s3c2d KhTs7s5d2h QcTs9s4c3c 
TsTh8s6d2h ThTd5h4h4d AhQhTh9h3s KhQh9h9d5d 
AsQhTd7c4d ThTd9s9d2d KdQc9c8d4d JsTd8s7h2h 
Kh8c7s7c4h AcKh6s3c2s QdTd5s4h3s QdJd9h6d5s 
Kc9s9c6d3d KcJcTc8d4s QdJs9d6d3s JsTh5h4s3s 
JcTs8s5h4d Ad8c6d5s5h AdJs4h3d2s AdKcTs5s4s 
QsTh9h3s2d AdJc9h5s2d KhTdTc3d3c AdJsJd8d4d 
KcQsQd5h2s AcQc8c7s4h Kc9c8h7d6c QhQc9d8c5c 
AcTd7h2h2c AdQs9c3d2c AhQsTd7c3s Tc9s9h7c4h 
9s9c8c5s5c JdJcTs9d3d AhJs7d5s3d KdQs6c3s3d 
QdJsTd7d5c KhTd9d8d8c JhJcTc7c4d QsThTc6c5d 
AdTc9d5c2d Kh7d6d4h3c JhTd9s8d5c AdTd6d5c3c 
KcJsJh9h6d AhThTc9s2h JhTc9d5h4s AcKs7d7c4c 
JcTh7s4s4c QdTs9s6c5h KsKh3h2h2d Th9d8d6d4h 
AdQs9c8c7c QsQc9d6h4c QhQc8h7c2h AsKs9d4h2h 
AsJhJc9h6d QsQd4s3d2h AsAdAcJd2d KcTd9d8h8d 
AhKc8s6s5d AsQd6h5h3d KdJh9d4c3c Jh9h6s5s5c 
AhJdTs8s2c KdTd6s5s2c AcQcTs4h4c AcTs7h2h2c 
AsJd6h5c3s JdJc9d6d5h Kc9d8s7d5s AcTh8c7c5c 
Td8h7s7d5h QsQh8c6c5d Ad5s4c3d3c 8h7s6s6h4d 
AhKhJh6s3c KcQhTh7d4s AdJs8c7h2d AdQs8c7h3d 
AcQh9s8s5d JhTsTh6c4d AhKs7h7d4h KhTsTc8d6c 
AcTs8s3s2c AsQcJd4h3c QhQc9c5s5c 9s8h8d7s5h 
KhQhJsJd4h Jh9h8d5c3c QsTc8h6h3c AdJd7s4c2c 
Jc8d7d7c6c Js9c8c5d3s Kc9c7h5h3h 9d9c8s7s7h 
KcTc7d7c6h AhKd8s7s6s KhQc8c6h3c KcTs9s5h4h 
AhQh4c3d2c QcJdTs5s3h Ad8s7h2h2d AhKdTc7s2d 
KsQsQc9h2d AdJd7s4h2s KhKd8c2s2d KdTc8c5d3c 
JsTs8d4c3c Ts9s9h8h5h KsTc9h7h7d AdTh8d6s2c 
Ks8c6s5d5c KcTd6c4c3d JhTc7s4s4h QhTh9c5d2c 
QcTc9s7d5h KhTh8s5d3s KcQdTs9d4h Kc9h8d7s7c 
KsQd9h8h2s QhTh9h9c6s AhTh9h7h5d JsJd9d7c2s 
QcTc9d7d3c AsJc7c6s2c QcTc9s6c5h QdQc6h6c4c 
Ad9d7d6c3c Th9d9c7c3h JdJc6s5s3d 9h9c8h5d4c 
AcJhJd6h5h QhJdTh7d2d AhKdTd5d3c KcQd8c6c3d 
KsTc8d5d2s Ah8s7s2s2h KhQsJd5s3c AdKd9d7d5h 
Ac7s6d5s4d AsKsTc7h2s QdTd5h4s3h AsKcTd5h4h 
8h8d6h6c3d AcQsJh7d2c JhTd5d4h3h QsJdJc4s4h 
Ad9d8c5c3d KhJh9c4d3d KcJdJc8c3d Ac7d7c6c5h 
AhTh8s3s3h QdJc8c6s2d QdQcJh8h4s AcQd7c5h5c 
AsKhQc9c3d QsJc8h6s3c KdTdTc6h6d QhJh5c4h4c 
AhQsTc6d5d QhJd9h7s3s QsJsTs9c4h AdQd8s3s3c 
QcTc9s6h2h AcJc9s5h3c QcTd6c4s3s Ah9h8h8c5s 
JdTd8c6s3s AsQs8s7s6d QsJdTd8c5d Th9h6s5d4d 
AhJc9s5d2h AhKh6d5h3c AcJh8s7d2c Qs8d8c5c4s 
Jd9c8d7h5s AdQc9c8h6c JsTd8d4s2h JhTd9d8c6d 
QhJc9s5s5c KcJd7c5h2d JhJdTc9h3h 8d8c7h7d6s 
AsKs7s5d4s Jh9d8d6h4c AhQs9d8d5c KsQh9h8s4s 
JsThTd9s6s JcTh8s8h3c KcQd7c6s5c KdQc9h8h7s 
AdKdTd6d4s Js9h8c5s4c AcQhTs7d3h AdQd8d7s6d 
QdJdTh7d7c AdQc5s4c3s KcTsTc4d2s AcJh9d8s6h 
QhTs7h5c3s QcJcTc9h4d KcTd9s5c2s Th8c6s6c4h 
ThTc9h9d2h QhQc9d6s4c AsJh8c7d2s KdTc7c6h2d 
Th9s8s8d5d AdJc9c8s6h 8s8c7s5c3h JdJc9d7s2c 
Js8d8c5c4s QhQd5s5c4s Kh9s8s6h3c KdJsJh8s6c 
KdQcTh6s5s KsJc5s3h3c KhKc7d6d3s Qd9s8s6d3h 
AdKs5s4c3h AhTc6s6d4h QhJh9c6h5d Ac9s9h7c6c 
AcJh5s4c3d QsJdTh6h2d JsJc6h5d5c 9s7d6h5h4s 
AdJd9d7s2s AhQs8c7d3h AdJs4s4d2s JsTs9c6s5d 
KsJsTd9s6s KhQdJd5s4d Qd8h7d5s4s AhJc8s7c4d 
AdQsJc6d2h QcJd9c6c3d Kd7s7c6h6d JcTh8c7c5s 
KcTd7c5h4s AsAhAdJd2d Ac7h6h3h3c AsQd9d8c6d 
7d7c6h5c3h QdQcJd7d6d QhTd9d6s5c AdQc9c8c5h 
AsQc7d4s4h JhTd8h7h5s QhJc8c5h3c KcTsTc3h2s 
AdKd6s5d3h Qd8h8c5h4d AdKsJc9s2s AdJcTd4d2h 
JhTc8c4d2h KhThTd8d3h 9s8h7c6d5c Tc9h9c6h2s 
JhJc6s5s3h AhTs9s8d5c KhTd8h5s2d JhTc7h4s3s 
KsQcJd6s4s QhJcTsTd6c AdTd9s9c5d AcJh7d7c2d 
QsTs9h6s5d As9s7s7d6c QhJc8c6d2h Qs7s7c5h5c 
Qd9d8h5h4s AhTc9d8d5s KcJh9s7d6d KcQcTs7d7c 
KdTh7d4h4d QhTsTh9d2c KdQh9s8s3d Tc9s9d7s3c 
KhQsJs5d3c Td9h8d8c5h QhTc9h6s4d Tc7s6s5c4s 
Js9h6h5s5d AcJd7h5d3h JcTsTh8c5d Th9s9h8s5s 
KcJh7d7c5s AsAhAd8h2c AsKc6h5s3s JsJd9h2s2h 
Ah7s5h4c2c AsQc8s3s3c QsTh5h4h3s AcKsQd8s4s 
Ah4h4d2d2c Js8s7s5h4h AcKd9c7c4h AhQd7h5s5h 
KdTs6d4d3s KsQcJh9d5c QhJdTc6h3s Qh8s7h7d5d 
Tc9s9d8h7h AdQc7d6d4h AsAhAd4s3s KcJdTs7h4s 
KhTh6c5c2d AsJs6c5d3h KsJdJc8d6h 9s8c7s7h5h 
Kc7s6s6c3h Td9h8h8d2s QdJc8s8d4s QcTh9h6d5s 
AsQdJc6h2s JhJc8c7c5s KsKh9d7c3d QcJcTh7d7c 
KhTh7c6h5d Jc9h8h6c4d AcQdJs7c2h KsJcTd7d4h 
QcTc8s6s3c 9d8c7h6s5h 6h6d5d4s4h Ah8d5h4c2c 
AsKdJd7d4d KsTd9d9c7d Ts9h8s8h4d JsTh9c2s2c 
Qh8s6c5h5c AcJd5c4s4h Ts7s6d5s4d AhQh8h7d6h 
As7c5s4h2h QcJhJd9s5h KdQd6d6c4c AdQdJs8d2c 
Qd9d8h5c4h AdTh7c2d2c KcQc8c6h4h Ts9s9d5d3h 
KhTdTc9d6d KcTd8c6d2d AcQhTd8h2s QsTs5h4c3c 
KcJc9s4h3h QsQd4s3d2c JsJd9c2s2c KsJd8h5h3s 
JhJd9s7d5d QsTh9h6c5d QdTs9s6h5c KcTd6d5c2s 
Ts9c8h7h7d KcQhTsTd2c KdQs8s7c6h QhTd8h8c6h 
Kc9c7c6s4s AsQsJs5h3s Ts9c8s8c2d AdTd9h9d2s 
QsJdTh7h2s JcTc8h4s3s KsJsTd8s4h Ts9c8d7c4d 
KsKdQd7c2h As7h7d5h4d Qs9d8d6s3c AcTc8h3h2h 
QhJsJdTs3s Kh8d7s6h3s KdTh9d4d3h QsJs5h4s4h 
AsJc9s4s2c QcJsJdTd3d JcTd8c5s3s JcTh5s5c3h 
AhQdJs6h2c KhJhTd8h4s Jh8s7h5h4s QsTs7d7c6h 
AcJs9d5h2c AcKhQh8d4h JsTc9c4s2c KdTs8c5c4s 
KcJs9d5s3d Kh8h6c5d3c 9s8s8c6c4c AdQhJh9c2s 
AsTs9h9c3s Jh9d8d5c3h AsJcTc6h4d QcTh7c5d3d 
KsQh9d6d3h JsTc7h5d4s AhTc6h4c2c AsKc7h2s2h 
QsThTc6h5d KhQc7d7c6s AdTd9d7d5c KhQd9d8h4h 
Kh9s8s5c4h QcTc5h4s3s Ts9d8h7h7c AdQsTs3c2c 
AdJh8d4s4c Ah8s8h6d5h KhQdTc6s5s KcTh8s8c2h 
AcQsJc8c2h JdJc6s5s3c QdJh9h6c2d Jc9h7h5d3c 
Ks9h8d5d4s QcJdTc7h5c AsJhTs6s3d JhTs9c5h2c 
AdTsTh7h6h QcJh7c6d3h As7c6c3s3c AsQd9h8h7h 
Kh9d8c6s5h As7s5d4c2d AhJd8s7s5s JsJhTc8d4s 
AhKc6s5h3h JhJd6c5c3d AsTs9s7s5d Jc7d6s5s4c 
QcTc9d7s5h AcKh6h5d3s Ad7d5h4c2h ThTc9s8s2c 
Jh9s8s7c4h AhJc8c7d4s AdTh9d8d5d Ac9c8s8d7c 
KdQc6s5d3h Qd8h7s7d5h TsTh8h6s3c QdJsTh9c5s 
Kc7s7h6d6c Tc9d6d5h5c AhJdTs6s5s Ad9h9d8d6s 
KhTsTh3c2s AdKs8d6c2h AcQs6s6c2s AsJs7h4d2d 
QcJsJc6s2c AhQc9d3h2d QhJc8c6h2d Qh8s7h6c4c 
Kc7s6s6c3d KdJh9d6h2c KdQdTh7d7c JdTh8c6h5s 
AdKd9s7c2h JdTc8c7d2d Kc9d9c5d3s KhJdTc6d5d 
AsKs8s6d5s JhJc8d3h3c JcTh8h4c3d QdJs8s6d2h 
As7c6h5h4c AdJd7h5s5d Ac9c7d7c6h AcQcJc8c7c 
KcQcJc6s4d JhJcTh6h5s QcJsJc9h6c AdJh9h5c3c 
JcTc9c6h3h Jc8s7s7c6c QcJh6c5s4d Qd8c7s7d5c 
AdKdJc9d6d AsTd9d7d6c KcJh5c3s3h 7s7d5s5d4d 
JdJc8c7c5h QhTh6d4d3c KsJd8c7s2d JcTd8d5s4h 
QdJsJh7h5c AhTh8d3h3d AcQh9h8d6h JdJcTc7h2h 
KsJh8d7h6c KdTs6s5d2h AhKh7h7c4s QdJdJc9s6d 
AhJcTc6d4s Jh9s8d5h4s KsQd8d6s3d AsJd7d4s2d 
Ts9c8h7c4h Qd9d8s5c4s AdTc8h7h6h AcKcJc6h2h 
JcThTd7s4h JdTd8c4h3h JdTd9s5s2d AcQd8c3d3c 
Ad5d4c3h3c AcJs6c4s3c JsTs9c5c2s AhKdTsTc2c 
Ac9c8s8c5h 8h7d6s5s5d KcTd8c5h2d AsKhTh6h5h 
AdJd5s5c4h QhJdTc9s5d JcTs8c7c5d KsJh6d5h5d 
QdJhTc5c3s AcTd5s5d2c Th9d6s5s4h KhTs6h4h3s 
Ks5s5h3h3c QdJd9h7h4h Tc9d9c7c4d QhTs9d5d2h 
Qh8s7s7c5h Qh9c7s7h5c JcTd7h4h4c Ts9c8c6c4s 
AhTd7c2h2c QsTs9s7d6s QcTh8c7s2h JhJc8h6d5h 
Js8d6c5d4c As9s9h8s6c KcTsTc7s2c QsJd8s8h4h 
AcThTd7h6h AcJc9c7h5c Ad7h5d4c2c AsKcJc6c5c 
Qh9s8h6d4d AhKcJd8s4s KsKd7c3d2c QsTs7c6s3c 
KsQhTd9h4c AsKs7s7c4h Kc8c7s6c4s Ad7c6s4c2d 
Kh7s7c6h6d KdQdTs7c2c KsJcTc4d2d QhJhJd6d2h 
AdJc7s7d3h AhJs7s4h2s AcKd9h7h5s 7c6d5d4h3h 
KhQd6s3h3d KhQs8h5s3s AhQhJs8h2c JdJcTh5s4s 
KsTsTc4d2c Ts9c7h5s4c AdJcTs8s3h Ah9d8h7s2c 
JhTh8c4s3s KhTh7h7d6s Jd9d8s7s4c Ac8s8c6d5c 
QsTs9h6d2d AhQd7h3s2d KcTs8h5s2c JhTc8h6c2d 
AsQcTd6h5h AdKs9d7d4h KdQsTh9s4c KdKc8s2h2d 
QsQd6s5h3c KcQcTc7d5s AhKs8h6c2d QsJh6d5s4c 
AcJs9d8s6h AdKs9c7c6h 8s8d7d7c6h QhJdTs7s4c 
QsTc9c7s2h KdQs4s3s3d QdTd7h5c3c Qc9s8c6d4d 
JsJcTc5d5c Td7d6c5d4c Js9h6h5s5c JcTd7h5s4c 
AsKs8h6c2d AhKcQc8d4c AcJd4d3c2h AcJsJh7c2d 
KdKcTs8s3s QhJhTs9h5c JdTc7h4h4d KsJc9d7s2d 
AsKc7h6h5d Ah7h5s4c2s AcQsJs9h2d Ad8s8d7d2s 
As9c8h7d2s Tc9h8h6h4c Jd9d8c5h3h Jd9h8c5d4c 
Ks9d8c6d3s JsJc7s6c3c KdKc3h3c2c Td9s9c5d4s 
QhJh9c6h5s QsJcTh8d5h Tc8s8c5s4s JhTs7d5c4h 
Jc9d8d6s4c JsTs5c4c3s KhQcJcTc6c JsJc9h2s2h 
JhJcTs4d3h Ah8c7d2h2d AsKs6h5s3d AhQdJc9s6s 
KhQhQc6d2s Td9h8d6d4h Ac9h6h4s3c KcJh6d5h5d 
As9s7s7h6d Ad7s6h4s2d Ts8s7h5h4s KsQsJs7d5c 
AhJs9s8c6d QsJs9h6s4h KhQsJs7s6c AhKc5c4s3d 
Js9h8s7h2c Ah9h8d4d2c Ac9h6h3d3c 9h7h6d5d3d 
KcQh9s6s3h KdQdJd6h4c QcJhJdTd4d Ts9s8c6c3d 
QcJdTh6h2d AdJsJd4c3d JdTs9s8c6s Jd9c8c6d4h 
AsQdJc6s2h Jh9c7c5c4h Kh7h7c6c3s KsKdQc8h4c 
KcJdJc8c6s AdJd7h4c2c QdJd9d5c3c QhTc9c6s5d 
9h9d7h6d3d QsQh5c3h3d KhQdTd9s3c JsTsTd3c2c 
Js9d7d5d4s AdKhQs9s3c AsTh8s7s5s JsJcTc7h2h 
KcTh8h5c3h Ks8d6h5d3s KhTs8s5h3s QsTs8d7d3c 
Qh9s9h6c3s KsJcTh9d2c 8s8c7s5c3d KsQc9c6d3d 
KhJhJc8h6d QhQc4c3h2s KdTd7d7c6s QdTsTd4d3s 
KsQcTc9d3h Kc9d8h6s5c KcJd9s5h4c KdQh4h3h3d 
Ac9d8s7h2c AhQhJs7c3h KhTsTh6h6d Td9h9d5h3s 
AsTs8c3s3c JsTd9d8h6d AdKsQh6h3c Ac9d8c5c2d 
JcTc9h6s2h Ad8c5s3s3d JcTd7s7c3d Qd9h7c6d4c 
QdJc8s6d3c Jc9d8s5c4d Qd8h7h7d5s Td9d7h6h4h 
QcTc9h5d2h 9c8h7s7c5s KsQhJh5c3d AhKh7s3s2c 
As9s8d4d2c Ah9s8s4h3s Tc9s6s6c4h AcQh7s6h5d 
Tc8s7d7c5s AsTc9h7d5c AsKh8h3h2s Qc9c8d5s4d 
KsJh9h7d4d AhQc8d7s3h Ks6s5h4h3h KhJsThTc2h 
AsKcJc4h2d Qc9h8h6c3d AhKd8c7c6c KdQd8d6h4h 
AcKh9c7c4s Ad9h9d4c3c AsQdJs8s2c AdQcTh6s5s 
KcQh6h6c3c Kd9d9c5s4s AdKsThTc2h KhQd9c8s6d 
KcTh7h6s2c Kc7d7c6d3h AhQs9h5d5c AdQdJh7c3d 
JsTh7s4c3c KhQcTc5s2s QsJsJd9c6s AhJs9d8h4h 
AsQdTh9d3d AhQh9c4c3h AcKh6d5c3c AcQhJd4s3h 
KdJc6d4h3h AhJsJh8h4h AsKs9d2d2c AcQhTs7d4d 
KdQs7s6c2d QsQhJd4h3h Kh7d6d5d3h AsQc6s4h4d 
AcQc8c7d6c AhKsQh3d2h JsJd9d5h2h AcKd9s8d4h 
AdKs6c3s3c Ad7s5d4h2h KhQh6h5d4s KcTc6d5d2s 
JdTh8h4d2s QdJhJc6s4c JcTh9h8s6h AsJs5h5d4c 
AdKhTs5c4c Kc8s8d5c4s KhJsJd8c6d 7d6s5s4c3c 
KdQsQh9c4d Jd9h9d5h5d QsTh6h5s3s KhJc6h6c4h 
JcTd8s6s5h Tc9h7d5c4h QdJc9h7d3h Td9s9c7d4s 
KsKdQd5d2d Jh8d6d6c5h KsTh9d4s2d AcQd5h4d3h 
Ah9s5d4d3h QdJhTd9s5d QhQcJs5s3d AdQsJh6c2d 
AsKc7d6d2c AhQd9s8s7s Qh9d7h7d5d AcTs7d2d2c 
AcKd8d3d2c Tc9c7s6s4s AhQc6s6c4s AsQs4h3d2h 
