KsQh7s6h3s 
KhQh7d6d4h QhJd7h5s5d AdJc8h7d3s AhKh8h8c5d 
KsQd8c5s2d AdQcJc8c6s AdJc8c6d3d AhKhTs6h5h 
KdQcJd7c2s AcTd9h8s8d AcQc6d5s5h As9s7h5c2c 
QsJhTs6d5s QsQc7s5d3d QcJd7c5h5d AsQs8d7s7c 
Th8s6h5c4c AsTs7h6c2c KhQcTd7d6d Kc7h6c5d3h 
Ts9d7s6d4d Td8s7d6s4d AsQcJd9d5d QsQc8d5h5c 
JcThTc8s5d AsJd8h6h6d TsTc9c7c6d KcTh7h7c3s 
Jd9d7c6h6c AdKsKhKdQc QcJhTd7c2h AcJsTs9s4d 
KcJh9h7c2s KhQsQh4h3c Th9s9d8d5s KdJhTs5s2h 
JdTs6s5h3d AdKc7s7h6c AcKcTs6c5c AcQhTh9s4h 
AsJh6h4c2s AcKcTd6c5c Ac5s5d2s2c AsKhQd7c3h 
KdTs8h6d5c 8s7s7d6c5c KsQh9d5h2s AhTd9h8h2c 
KsKdTd4h2d AcKdQs8h2c QhQd4s3d2h KcJc9s8d4s 
JcTh8h5d3c KhQc9s9h8h AsQdTh9d5d KcQsJd9c6c 
9h8d7h6d4s AcKhJs9h2d ThTd8c7s6h JdJc9d8c2d 
Ac9h8h3s3c 8d7s7c5d5c AhJs9d3s2h AcJh9s6s2c 
AcTc8d5h4c KsKd9c7d3d KdQhTs5h4c KsKc6h6d3h 
TsTd9c6h6d AhKhTd6h5h AhQd9s6c4h AsTh5c2s2h 
QdJs9c4d3s AdKs7s7h3h AsJc9s7c2s QdJc6d5h3h 
JhJc7h6s3c JcTc9s5d2s 9s8h7d6s6d AdJsJcTs2s 
KhTh6d4d4c KhQsJcTd5d AhJsTd4d2s AhTs7h4c2c 
TsTh9d7s3h KcQsQdTc4c Kc9s7c5s3h QhJs6d4s4h 
AcKd8s7s5h QhJc8h5s3c Th9s9d8h5d KcJhTd6c5c 
QcTc9d5d4c TsTh9d8h2s AsTc7d4d2s KsJcTc7d5c 
AdTs7s4d2s KhQsJd8d7d AdThTd3h2h KdJc9d7s7h 
AdQdTh7d5d KsQd9s5h2d KcQcTd4d2d Tc8c7d6h6d 
KcQd9c5s2d AdQcTs9c5c AcKsTs9s2h KdKcQc9c3h 
KcTc9c8c7s AsKsTd9s5s AsQhTd7d6d Ac9h9c4s3h 
KhKd8h5s2c AsQd8s3c2d QcJd5d5c4c AdQd8c7h7d 
QdQc9s7h5d KdQsQc6c4c KcQd4s4c3d Js8s6d5h4d 
AdTd8s8c5d Ac8s8h7s5h AcQc7s5d4c AhQd9h6s4c 
AcKdJs9h5h KsQsQc3s3h KhJsTh7d3c Kh7d6h5s3d 
QdQcTs6h3d KhTd7c4h4c AsTc4s4d3c JhTs9c8d6s 
KhQs8h6s2d KhQhTs5d3c KhQdJc5d4s Jc9s7d7c5d 
KdQdJd9d8s Ks9d7d5s3c JsJc9h5c2s AhJcTc9s4c 
AcQsTs9s7s AhQsTh5h5c KsJhJcTd4c AdKsJh6c5c 
JsThTd5d4c KdQsJhTc3h QsThTc8c6c AcQd8d3h2c 
QsQdJc8h6c QcJc9d9c8s KsJhTh7h2s AhKh7h5d5c 
KhQhQd4h3s AsQhTd7c5c KsTh8d7s3h 9h7c6d5h4c 
KcTd8h6d4h AdQhTc9c5s Ks9h8s7h4c Ts8h7h6h5s 
AhKcJs9d2c QhJcTd5h3s 9s8s8h7h5c KhJsJdTc4d 
KdQhJc5h4s JcTc9d9c2d QhTs7s7h5s JsJhTh4d2d 
Td8h7h7d6h KsJh7d6h4d KdTs9h5s5d AdTs8d4d3s 
QdThTd6c2h Jc8d7d6d5c AcTc9h4h3c 9d8h7s6s4d 
QdQcJs7c5c Ad9d9c8h7d Td9s9h7d7c KcQcJc9s4s 
AhKc8d6c4s Ac8h7s4c3h KcJcTh5c4d KhJcTh7s4h 
KsJsJd8d2d AsKdTc6h3d KcQh7h4c3d AcQd9s7c4h 
Kd9h7c5c4d 9h9d6h5s4d AcTs8c3s2h Th9d7h7d6d 
9s9c7d5c4s KcQc7h6s3h KhQcJsTs6s QcTc9s6s2h 
QdJsTh5d3c QcTs9s5h4h KsQsTc8s2c KdKc8s8d2h 
AsTc9d7s4s KcJh9c7h2d AsTsTc6h5s 9s9d7s7d4d 
AcKs6s5h5d 8d7d7c5c4h Th8h7d6s6d QsJhJc7h7d 
QsQdJs7c5s AcJdJc5s3c KdQh7d5c3c QhQd8s8d5d 
AsTs7h6d3c KcJhJdTs4d AhJh8c5c2h AdKh9s4s2d 
KcJs8d8c4s KcTs9d7h6h AhQsJh7h5h AsKd7h7c6d 
QsJd9h6h4d KsKc9h5d2s KsKhJs5s2c AhQcTc7s5c 
As9s6h5h3h KcQc7s5d3s AhKcTc9c2s QhQdTd7c2c 
9d7d6s5c4c QhJh9s5h4s QsQd5c4c2s AsKh8h2s2h 
Td9s9d5s4h Ts9h8c6h4s AsJdJcTh2h JhJcTs5c4c 
AdKcJc9c6h QhJsJd9c5h Th8d6h5d4c AdTd7h6c2c 
AsKc7c3s2c TsTc8h7c4h KsTc9h6d5s AcKs5h4d2c 
Th9h8s7d6c KdTs9c6d2c QhJh5d5c4d QdTc6d4s3c 
KdJh8c5d3h Kd9h8s6d4h AdQs8h8d6d AhKc8h5h4s 
QsJsJd8d2s QcTsTd9s7s KsTc7s7c3h KhTh9c7d2d 
QhJc6h5d3d AhKc6h3h2c AdKhQc8s8c 9h9d8h8d4d 
QsQcJd6d5d KsJdTh4h4d KdTs9d6h2h Ad9d7s5c2c 
KhQh8s8d5d Jc9h9c5d4h JcTc8s8h4s QcTd8d7h6d 
KsJcTs7c2s KdQcJs6s2c JsJhTh3h2s AhTd7s6h2s 
AhQcTd3h2s AcQs8c2s2h KhJsTd8c6s QdJh6s4h4d 
Tc9h8c7h5h TdTc9s8d7d AsQd8d3c2s KsQc7h4s4c 
Ts9h8h6c4s AsQh4s4d2d QcJhTc6d5c AhQsTsTd3s 
AhTc5c4d2h KsKh8s8d2c KhQd7d4s3h QhQdJd9s6d 
QsJs5h5d4h KdJhJcTh4s KhJdTh7c4h KcTh9s6c2s 
QcJh9h9d4c KdKc6d5s2d AhTc9s9d7s ThTd8s5s5d 
KdQhQc6d4d KsKhTc7c3c JdTh8h5s3d AhQcJd9d5d 
KcQhQc9d3s KcQhTc4c2h QhJc7s6s6c AdQhTs9s4c 
QdJc9d9c4h KhKd8h5c2s Th9h9c5c4s QcJsTh9s6s 
AdKsTc6h3s KcQs7s4c3d QsJd9s4d3h JhJd8d5s3h 
AhKhQd6c3h AhKh7d7c5h Jd8h6h5c4d QsJs9d6h4h 
Ac9d5d5c3s KcQdTd7s7h QsTh9h6c3c KsQdTc3s2c 
Jc8h7d6h5d QhJh5s5c4s KdQc9c5h5d AdKd8d7s5d 
Ad9c6h6c3d 7s7h6d5h4d Ts8c7d6c4d QsTc9s4h3h 
Jc8d7h6d5h 8s8c6s4d4c KhTd9d5h2s AsKdJh6h5c 
AdKs8s6c3c JsTc9s8s6d KhJcTc8s5d KdQhTc9d3s 
JhTh5s4s3c AhQd8d3c2h KdJc7s6d5h JsJhTh6d6c 
8c7s7c6d5d Ac9h7d6d2c AdQs9h7h4s JcTs8h7h7d 
QcJd9s5s5c QhTs9s9h3h KhJsJdTs4c AcJc7h5c4s 
Ac8s7h4c3s JhJd9c5d2h AdKsTs9s2c Tc9d9c7d5d 
Ah9h8h7s3s KdQh7h5d3d AdKc8s5s2c QhQc9d7s5h 
AdKd8h5s3c KsKc8s5h2d AdQsJh6c5c Qs8h7s6s5h 
JdTd8d8c7s Td9d6s6h5s AcTd9h7s2c KhQhTd4d2d 
AdQc5d4s3h KdQhJd5d4s KsQd8d7s4s AdJdJc8d5d 
QsJh9s9h4d QdTs8c7s4c KcQs8s5h5c AsKdTh8c4h 
AcTsTc9d3c KsTh8c6h6c AsKs9d5s3d AsJs9h6s6h 
QhTh9s4s3c KdTs9s8d2d KsQsTc5h3d Ts9h8s6c4c 
KsKh8s5c2d Qh9d8h8d6h KsKdJh4c3h AhJh6s4c3c 
Ah9d7c6c2h AsKcJd6h5h Td9d9c6s4s AcKc8d8c5s 
KhTh5s4d3d KhTs9d5s5h KdTc9c8d2d AsJhTdTc2h 
AcJdTs6s3d KcQc7s6d3s KhQc6h4c2d QsTsTd6h2d 
AsKsTs8s4d QcJsTs3d2d KcTd8h7s6s JhTc9d7s7c 
KdQh6h4h3d KcJsJdTh4s AdKhJc4s3h KsQcJcTc3d 
8s8d5s5c4d Kh6c5h4s3c AhQh8s8d7h JdTh6d6c4c 
QsJh9c6h4c AdKh9d6c5d KsQhTd8c6c QsJc7d6d6c 
KsJdTc8h6d KsQcTd7d6d JdTh9s7h6h KcJh9h9d3c 
KsKd9d4h3c As8c7s4d3c JhTc9s8d6c AcQdTd7h5d 
As9c6s6c5s AsKh7d5h4h QhTc9h4s4c JdTh9c7d5s 
QcJc5s5d4s KsKhQc4h2h Ks9c7d5d4s AcJhJd8s6h 
KcQh7d4h4c 9h9c6h5d4d AhTh9h7d3c AdKhTh3s2s 
QcJs7c5s3d AsKh8s3h2h KsQdTh3s2h AcQs5h4d3c 
QsJc5s5d4d KsTc7c4s3c AdTsTh9s7s AhJd9s8s3d 
Qc9h7h6d5d Kd8h7h5d4h QcJh6s4h4c KsTh7d7c6s 
KcQcJdJc7s KhQdTsTh4c QhQdTh9h4s Qs8s7d6h4h 
JcTh5c4h3s QsQhJc5h3h KcJd9d8h7d Ah7s6c5h2s 
7h7c6c5s5h QsJc6s5d3d KhQs6s5d3d AdTd6c5s2c 
QhTc8h6c2d AcKc8h7c6c KhJsJhTh4c KhKd9c5s2d 
AcTh8c4c3h KcQsTd9d6d AdJhJc8s6h JhJd9h6d3d 
Ts9s9d5h5d AdQhJc9c5c AdKd6s4d3s AcKsQc8d2h 
KdJs9s7h2d Kc9s7h6s3c AhJcTsTd2c AsKs7s5d5c 
AdTc7h4h2d QsTh9c5c4h KhTdTc9s7s AdTd7s6h2s 
KhQsTd2h2d KhJs8h7s2d QcJhTc9s2d KhKdTd4c2d 
JsJc9s8d3d JdTs8h7h7c JcTd6h6c4h KcQdJhTc2c 
AcKdJs8d6d KsQd9c8c5d Ks9c8s7c4h JdTd9h6h3h 
AdJh9s5s3h AdQh8h8d2d JdTs9d8d6h KdQs4h4d3s 
8d8c5h5c4d 7s7h6s6h4h JsTh8s4h4d AsJs6d4h3h 
AsTc5c4h2s QdJc6h4d4c JsJd5d5c3c KsQdJd5h2h 
AsQd9c6s5s AdJcTsTh2c QcTh9d5h4d KdQsJd5d4c 
QsJh6d4s4h Ks7s6c5d3d Kc9h7s5s4c Qd8h7h7c6d 
KsJsTd5s4c KdJs9d6c5h AsKd4s3h2h AcJh8s6s6h 
AhTh9h7s3c KhJc9c7h3h AcKhJs9d2h QhJsJd5c4d 
AcQc9s7d3h AcTd8c5s3h JsJc9s9h5s Ac9s8d5c4h 
AhKdQc8s6s KcQcTh7h3c KdJsJhTs4c AdQhTd5d5c 
AcKdTs9h5s KhKd9d4c3s KcTsTc8s3s KsQs7c5h3c 
AdTh7h4d2h AsJd6d4c2s KdQcTd5c2d AhQsTs9s7s 
KhQdTc4c2d AsQh8s8h2s KhJc5h4c2d Kc9h8c7h4d 
QhJc9h5d2c QdJcTh5s4s AdQdJd3c2c KhJc9d6h5s 
AsQh9d6c4s AsQcTs5s5d KhJsTd5c4s KhKcQs4h2h 
AsQs8h7s7d Ts9d8c6s4d AcJd9s8s3d Ah8s7s7c5c 
QcJd9h8c7c Jd8s7s5c4d Kh9d8s6s4h AhTh8s5c4h 
Th7h6s5s4c KdJsTs7c5s JsJh9s7s3h QhQcTh7s2s 
AsQd6h5s3c KdJsTd7h3c QsQd7d5c3c KsQh9s9h2c 
KhKd9c5s2h KsJd5s4d2h KcTs7h4h4c 9d9c6c5d4d 
QhQcJc7c6d QdJsTc9h3d 9h9d6h5d4d AhQs7h6d5h 
QsQhJs7d5s QhJs7h5s3c AhKd8h7h6h KcTd9s7s6s 
Ad9c6d6c5d AhJd9s5d4s QdTdTc9s6d 8h8c7s6s4c 
AcKd6d5s5h KhQcJhJd7h TdTc9s8c4d KdQhTs7h7c 
AcKc5h4h2c KhJd9s9h7h Th8s7d6s4d QcJs8c5s3d 
KcQsQd6c4c Ad8s7d4h3h KsTd7d4s3d KhQcJdTs5s 
JhJd9h8d2h KsQh9c8d7h KdJc9h8h2d KhQcJs8d8c 
AcQhThTd3h AcQd7h5d3h KcQhTd7d2c KcQc7h5s3h 
AsThTd8s2c QhJc6s4h4c AdQsJh8h4c KcJd5d4h2c 
QcJs9s9c4d Qc9s9d7c5d TsTd9h8s6c KcQd9h8d7s 
QsQc9c7d5h JhTh8c7d6h As7d6s5h2h KsKcJh7d2c 
As8h8c6h6c JsTc6c5d3s AdQsTs5c2c Ac9d7h4c3h 
Jh8h6c5d4c AsKs9d3d3c AdKdTd9s4d AcJc6s5h2s 
AsQhQc6d2s AsKsJs9d2h KhQhTc7d4s AsKc8h5c4d 
QcJcTd7d3c KdQhJh8s6c Ac6h5h5c2s KcJcTs3h2h 
AdQd8c7s7d Jd8d6h5c4h KdThTd4h3h Ad8h5h4c2d 
QcJhJd9s5c KhTd6c4h4c AhQh8h5c3c 9s9h6h5s4s 
QhJc7c5s5h KcJs9c7c3s AhQd8h3s2d Ks9c8d6s4c 
AsKsTs9c4s ThTd5s4h4d KhJdTd7d2h AcTc7h6s3d 
Ac9s7c6h6d KdThTd5h3d KhTc9d6d2h KcTs8c5c4s 
KsJh5d4h2s QhQd9d4h3d QcJsJh7s6d KsKh6d4c2s 
QcJc7h5h4h Tc9s9d8c5d 9d9c7h5d4c JcTc8d7s6c 
KdQdQc3s3d Kc9h7h5c3s KcJc9d8h4d AsJs8d5d2s 
KsQc8s6c2h AhQc8s8h6h AdKcJh6h5s QhJhTdTc3s 
QdJsTs3s2d KcQsQh9s5d QhTs9d5d4s Ts8c6s5c4d 
AsJd8c7s3h QsTs9s8s7c QcJdTc9s2h AhKsQc8d2h 
Ah9s7c4h3s AcKd9s8c2h As9d7c6c2s AsQs8d8c7s 
AhKs6c4d3h KhTs8c6s6c QsQcTh6c3d AcQdJs6h5h 
QcJcThTd3s AcQsTh7h6h KsKdJh7s2c QhJd8d5s3h 
KcJsJd7d2c TsTd8h8c6h AcKcTc4d3h Ks9c7h6s3h 
QdTc9c6h3h AcQsTd4s2d QsTd9d5s3s AhKs8d6s5s 
ThTd9c8d3h AcJc8h5h2c 9s9c7s7c4c KsJh5c4h2s 
JdTc5d4c3s AcTh7h6h2c AdKsJd9d2h KsQcJdTh3d 
AcJhJdTs2s AcKh4c3d2d Jd9s7d6d5s AhTd7d5d2h 
AsQs9h7c3d KcQsTd4d2s Kc9d9c8h5h KcQd9c5h2d 
AhKdJs6c5c AhJhJc9h3s Kd9h7c6d3c JsJdTd6c4h 
AsTd5d4h2s QhTd7h5d4h JdTh8s5d3h AcKs8d5h3c 
QdJsTc6h5s QdTc9s5s4c QdQc5s4s2c KsKd8s5c2h 
QhQc9h8h6h Ts9s9c6c4s AsJdJc9s6s QcTc9h8h3c 
8s8h7d6d4h AhQhTd7c2s TdTc9h8c6s TdTc8c5d4d 
QcJdJcTh5c KhKdQdJd3d Th9h7h6d5d AsKcJh4d3c 
KdQhJs6h5h Td8d7c6h6c KdTd9s7c2c AsKsQc8d2h 
QsJh9d8d3s Jh9h9d8c5c AhKd5d4s4c QcJc9d8d3h 
KsQc6s4c2h JhTd9c8d6s AcKsTh9d5h As9c8d6d5c 
QdTd9c8h5s AsJd9h6h2s KhKc9d5s2c AhKdTh6s2c 
AdTh7h5h2d Tc9s8d6s4c 8d7s7h5h5d KcQs9d8h7s 
KdQsJh6h5c KcQsTc5c2s KcQhTd7d6d QcJhTd9s3c 
KsJc7h6h4c KcTsTc6s2s ThTc9d8c7c TsTc9h8s3c 
Jh8c7s5h4s Jh9s8s5h4c QcJh9c4h3d QsJd9h9c8c 
Ts9d9c7c6h Ad8h5h5d2c KsTh9c7c4h AdQc9h8s5c 
KcJsTc7h3d Ad8s7s7c5c JhTh9c5d2c KhJsJd7d2h 
AhKdJs9c2d KsJhTd8c6h QhJdTc6s5d KcJhTc9s5c 
KhJh9d8c4d QsJs9h6d4d Tc9s7s7d5c Ts9s8h6h5s 
Kd9c7c5c4d AcKd7s5d4d JhTh7d5c3d AhJsJh5d3h 
AdKdTc5s5d KhQc7d4h4c KcTh5s4c3s QsJsThTd2c 
Js9d7s6s5d QdJhTc7d2h Ks7c6d5s3d Ac9h7s4c3s 
KcQc7d6d4c JsJhTh6d4c QsQdTc6s3h AdJd7h5c4d 
AcJd9s5s3d QhTh6s4s4d TsTd9h8d7d JcTc9h6h3h 
Ah7c6h6c4h AcQcTc7s2s QdTc9h5d5c KsTd9s5c2d 
AsTd6s5c2d AcQh7h3h3c KdQd8s7h4h Kc9h8c6h5c 
KcQcJs8h5d QcJc9s6d4d KsQd7d4c3s KcQcTd5h3s 
KhQcJsJd6c KsQd9c8s7s As7c6c3s3d Qd8h8c7d5h 
KhKdJd5d2s AdKsJh7s3c QdJh9c8d7d JsTc5s4c3d 
JcTsTh5h4d As7d6c5s2d KsJcTd4d4c KsQcJh8h7h 
KhTh8s7c5d KsQsTh5c2c AhTsTc5h3d Kh8d6d6c5h 
QhTsTd8s6s AhQc9d6h5h AhKhTs5h5c KcJc7s6d3d 
KdQsJc7h5s JsJdTd3d2s QsJhTs9d2c As7h6c3s3c 
AcJdTd6s3s KsKh9s4d3c 8d7h7c5h5d JcTd8s5c3d 
AhKd6d5s5c JsTd9d7s2c QdTs9d4s4h JhTs9c7c6c 
JhJdTs3s2d KsKd7h7d2c Kh9h8h8d6d As9s9c7c2c 
AhJsJh9c3h QdJs9d5s2h Tc9h8c7d4d ThTd9c8s7s 
JdJcTh5d4d QhJh9d7c6s JsTc6s6c5s JdTh5h4h3d 
KsKd9h5c2s AdJh9c8s8h KsTs9d8d3s Ts9c8d6c4s 
AcKs6c5d3c Ac9h7s6s5h AhJs9c3s2h Td9d8s7c6h 
QcJdTh7c2d KcQcJh8s5d QcTc9h4h3d AdTc8c7h5s 
JcTc7d5h3d KsTsTc9s8s AdQc6h5s3d JsJd7s6c3d 
TsTd8s7s7h Th9s9h5s4d QsQhTh9h2c KdJs5c4s2d 
Ac9d9c4h3d KdQhTs9s6s KsQc6s4c2d QsTd9c5d4c 
QcJdTd9d6h AhTd7s4s2h QcJsJh9d5c 6s6d5s5d4c 
KcQdTh5d4s JdTs8h7d6d 9c8h7d6d6c QcJdTc6c5s 
Ks9s7c6d3c AhJh7d4d2s QhTc6h5s3s KdTc9s6d2s 
KhQhJh9s4s QhJhTs6h5c AdQd8h5h3d KdQc8d5s5c 
KhQhTd9s5c KcJh8c7h2s KcJsTh5d4s Ad7c6h5d2c 
KcQc7d5s3d QcTc9c8c7d AcKcJc9h2s QhQd7s6d2h 
Ad8h5h4s2d AhKcJh9h2s AsQd9s6c4h AhTh7c6s3d 
JsJh7s6d3h AdJd9s9d8d QdJs6s4d4c 9d8d8c6s5s 
JsJc9h8h4s KcTs7h7d6c AcQcTsTc6c KdQs9s9d2h 
Kc6s6c5d4d KcQdQc4c3h KsKhQh9h3c AdThTd9c3d 
QhJhJc8c2h JsTd9s7d2c KsQh9c8h7d Ah8d6s6d2h 
Kh9c8h6h5c KdQdTc7c2h AsQc9d8h5c ThTd9s8d3h 
AdKcTd8d5d KdJs5d4s2h KdQhJsJc3c AhQhQc4s2h 
QdTh9d4s3s AdKhQc7s3h Ac8h7c4s3h KdTc7s4s4d 
8d8c6d4s4c KdQc9d5h2c JhThTc4h2c AcTc6d5h2d 
KsJdThTd6c TsTh7s5h4s JdJc7c6s3d Ks9h8d6d4s 
AsJs9d2h2d QhJc9h4c3d QhJs6h5d3d AcKd8s5s2d 
AdJc8d7d4s Ac9c5h5d4h Ah8c5h3d3c AhQhQd8h3s 
Jc9c7h5h4s QhTh8d6c5s QcJs9s5h3h 7h7c6s5h4s 
Kd9s7c6d3c JhTc6d6c5d AhQd7h5h2d QdTd6s5s5c 
AsJs7d5s4h KsQdTh7h2s QcJs7c5s3h QsQd4s2s2d 
Ah9c8h7h3c Qd8c7s6c4d 9c7c6d5h4h AdKsQh9d4d 
AcJsJh7s5s TsTc9h7h4c Th8d6h5c4c AdKsJs9c6s 
AdKdTdTc6d Tc9h7h7c6h KcJhTc9d5c AsQd9h6c4s 
TsTc9c7c6h KcQsTc4h2h KhTsTh5s3h Ad9s9d5d4s 
QsJsJc4h2h Ac8h8c6d2h KhQdJh5h4c AhQdTs9s4c 
ThTd9h7h6s AdTc7s6d2s TdTc9h8c7c Kh9c8h7c4s 
AcKdJc9c2h Ts9s9c7h4c JdTd9s5c2c Jc9s9c8h8c 
QsTh9d5d4h QdTs6s6d3h QhTdTc9c7c AsJd9h8c7c 
KhJdJc7c2h Kh9h8h8c6c KhJc8h8d4c AdJd9d8d7s 
Ad9d8h7c3s JdTs9c5d2s QcJs6h4s4c AcKdJd9s6d 
As9c7d4s3c KsKh7s7d2c KdJh5h4s2d KhQs7h5d3d 
AhQd4h4c2c KcJc9s8s4s KdJdTh8h2d JdTh9h5d2c 
JsJc8s5c3d AdTd7c6h2h QdQc5h5d4d AsTd9s9c5s 
KhQd7c4h4d QsJc9c5h3h AdTsTh5d3c KcJcTh3s2s 
AdJs9h5h3s KhQc5c4c2h AcThTd9h7h 9s7d6d5h3s 
AhJhTh5h4c KhQsTc7d4h As9h9c8d8c Jc8c7h7d6h 
AcKcTc8c4s QhTsTc8s6s QdJdTs5s2d As9c7d6d2s 
KhJc9h6h4c KsTsTd6d2d Td9c8s6d4c AdKhQs8c2d 
AdTd6s4s3s AhKdTd3c2c KdTc9d7d6d QdJhJd6c5d 
As9c7c6h2s QdTd6h5h5c AdKd8d8c5h QdJh6d5c3c 
KsTc8d6s3c KcQdJd8h6s JsTc6s6h4h QsQdTd7h2h 
9d8h8d7s5h AhKhQc7h3d AhKhTh8h4d QcJsJc4d2d 
8h8d5d4h4c KsQs9s8c5c Td9s8h6h4d AdQh9s7s4h 
Js8h7h5d4s KcQhJs5h4d AdQhQc9s3h 8s8d7h6h4s 
Jd9h9d5c4h Kc9s7c6s6c QhQc7c5d3d TsTc9c8c7h 
AsTs6d5h2h QhQc9s2s2h QdTd9c6c2h KdJh9s9h8c 
KhQcJdJc6c AsQd8s2d2c AdTh5h4c2d KsQsTh7h2d 
AdQh6c5d3s AdTs7h5d3c QhJh9s8h7c QcJs6c5h3h 
AdJh9c5h4c QhJhTc6h5d AcQh8s7d6h Kc9d8h6h4c 
Kc6s5c4d3s JcTs9d7s6s 9h7s6h5c4c KdTs8h7d3s 
KdThTc6c2d AdKs6c4h3d KhJh9c6s3s AhKdQdTd3d 
Th9s8d6d4h QcJdTs7s6s Ac9h5h5c3s QcJcTh6c5s 
KdKcJh7s2d AsKc5h4d2s AhQsTd3h2c QsJsJdTs4c 
KsTc8c7h2s KhQhTs8h2s QsJsTc6s5h 9d7d6c5h4h 
KhQdTh5h2d KdJc9d7d3c AdKsJh4c3s AcTh7c4s2s 
Tc9c8s7d6h KsJd7h6s5c AsJdJcTc2c AdJs6s4c2d 
ThTd8c5c4h QsQdTh5s3c Js8s7h7c6h KcJhJd5s4c 
As9h8s7s3h AhKsQd6c2h AcTsTc3s2s QsQh5c4s2c 
KdTd9d8d7s JcTc9h7h2s AsTs8c5d4s JhTsTh6h3s 
KsJh9h7s2d QsQdTs9s2h Qh8h7c6c5h QhJsJd8d6c 
QsQcJs6h2h JsTc9c5s2h QdTs8d8c7d QhJhJdTs5h 
KdJc6s4s4d AcTh6h4c2d ThTd8h7h7c As9s5d5c4d 
JdTs6s6h5h KcJdTc7h4c JhJd8d5h3c AhQhQc6h3s 
9d7d6h5s4s KdTc8s6d5h KhQcJdTs3d KhQsJh7s2d 
AdKcQc9s3h AdKd8d7d6h AsTs9s7h7c AsJd9c8h7h 
Kh9h7d6s3d AhJs7h4h3s KhTsTh6s2s JhTh8d8c7s 
AcTd9h7c3c JhJd8d5c3h AcQdTs7s6s Ts9d7s7d6d 
QsQdTd8d4h Ac9c6h5h3h JdTh9c8s6h Ad9s7s7c6c 
AhQcJc5c4d KdJsTs7s2d KhJc7s7h4s KsQh9c8c5h 
9d7s6s5h3d AhJc9s5c4s As9h6h6d4s Kh9h9c8d5d 
7s7c6s5d5c AhQhTh7s2s KsTc9h5s5c QsJcTh9c6c 
AsJc6d4s3d JcTh9h2s2c Jc9c7s6s6d AcJsJh8d6h 
Jh8c6c5d4h Tc9s8c6s4d KsTd6h4s4h KsTh6d4d3s 
KhQsJsTc4s AdJh9d6h2h QhQd9h6c5h KsJdTd7c4h 
9h7c6s5h4c AdQhTs3d2c AcTh6h4c2s JhTd9h4s4d 
QdJc9c7h3d Kh8s7s6s6h AsKs8d7s6s AhJcTc8c5c 
QhTh9d6s5c Kd9d8s8d6s QsQc9d2s2d AdJsTs6c3c 
9c7s6c5h4h AsJs8c5c2s AsJdTh6h3d KhJc9c7d2h 
Kd8c7c6d6c Ad9h9c8s8c KdQdTd7d6c JhTd6d5s3h 
KsKc9h4c3d Ah7d6c3h3c AdKdQc6h3d QhTc8h6d2c 
Jh8s7s5d4h Tc9s8c7s5s Th9h8s6c4c AsQc5d4h3s 
QhQd8s5d4c AsQc9h8d2s KhJsJcTd4s QhQc7h6s5h 
Qs9c6c5h4s KhKc8h5d2s JcTh8d7c6c KdTc8h6d3c 
9c7s7c5s5d QhJsTs7c2h AhTd9h3d2d JsJd9s5c2d 
KsTc6d4s4d TsTh8c5c4s KsKdQc4d2d 8c7h7c5h4d 
AdKh6c4s3d QdQcJd9d5s KsQc9s5c2h AdJh6h3d3c 
AsKsQh7s3d QhTh6c5s5c AdQsQc8c4c AsJcTc9c4h 
AcJh4d4c2h AcTs7d6c2d AcKc8h8c5d JdTd8s7h6d 
Th8h7d6d6c Jc8d6d5h4c KcQsQhJs2s AdKd8h8d5s 
AdQc6s5h3d KcTs8d6c5h KcJhJcTc4d 9h9d7d5h4d 
QcTc8h6s5d KhKdQhJh3h KhTs9c7s6s QhQd5s5d4d 
AsKd8c5c2d JcTd9c8c6s AdJh8d7d4s AhQh8h5s3s 
AsQsJd9s5s ThTd9d7d6c JcTh9h5d2c AdQsQd8d3c 
AdKsJh6h5c AdQcJc4h2h 9h8d7c6c4h KdTdTc6c2c 
Kd9s8s8h5d JsJhTh4c2c QdQc9d8d6d QsQc7h6c2s 
JdTs9d8d4s QhJs9s5d3d AcQs5c4h3d KsKc7s7d2h 
KsTh9c7d6d JcTc7h5d3h Jc9s9h8s5h AdKd8s8h4c 
Ah9h8s6s2s 8s8c7s5h4h AdKdQdJd4d AhTdTc8h2s 
KhJsTd4s4d AcKsTsTd2s QdTc9h9c2h KdQsTh5h2s 
AhQdQc8c4c AhTd8h5c3s AdTh9c8s8h AcTsTd5c3h 
AsQhTh7c5h AdJdJc6h3s Ts9s7h6c4h KhQdJs6s2d 
AcJsJhTs2s KsKdJs5s2h AhKcJs4d4c JhTh8d7c6h 
AhJhJc6d3s KhQdJd8c6s KhTs6c4c3h AcJc9c8c7d 
KcQdJhJd6d QsQhJc8d6c JcTh9s8d6h KhQsTc4s4c 
JcTsTh6h3c Ah8d5d4c2h QhJs9c6c4s AsKcTh8d4h 
Td8s7c6s4c JsJcTd4h4c AhKh8d8c4s AhJhJd9h3s 
KsJdJcTd4h AdTc7c5c2d 9h9d7s5h4d AsQdQc9h3c 
QsJd7d5c4c QcJsTc6d5c AcKhJs4d3h KsQhJdJc5h 
QhJd6s4h4d QhQcTs6c3d QhJs9d9c8c KsQsTh4h2h 
