KdQc5s4s4c 
KcTh8s7c3s AhJhJc2s2h KdQd9d6s4s JhJc9s7s6d 
9d7c6d5c3h QdQc6s3c2d Qs9h8s8c5c QsTd8d5s2c 
As9s6s5c4c QhQd7s5c4d KcTd8h7c3h AcTs6h4s2c 
AcQsTh8h4h KdQs5h4s4h AhKhTh6c3s KdTc9c8c7c 
Qc9s9c5s4h AcQhQd7h4h QsTc8s5c3d 8s7s7h6h4d 
AcKh7s7c3d AsQc3h2s2h Ah8d6h4c3d QdThTc6s4d 
As7c5c4s3s Qd9d9c5s4c QsJhTc9h2d KhJcTs4c2s 
AcJsTh6h5d JdTh6s5d3h ThTd9s5h3d Qh7c6h5d4c 
AdQd5c2h2c KcJsJd7s5h KsKcTh4s2s JhTd9c3h3d 
TdTc9d5c4d QhQc9h7h6h AsTs8d3c2d Kc9h7c5d3d 
TsTh9s4c3h Kd8d7h6c5s AcKc9s9c8c AdTd9s3s3d 
Js9s9h8s5h AhQdTd7s4d AsJd8h3d2s JsJhTc9s6s 
KsTc6d5c2s Qs8c6s6h5c KhTdTc9h6h AhKsQh9h3d 
Ts7c6d5c4d QdTc7s7d6h Ad7s5h4h2d KcQh8h7c3d 
Tc9h6c5h4d AdKsQc4h4c Jc9c8d6s6d KdQsJsTs2h 
QsQdJh6h4c KsJd7s5s3d KsTh8d6s4c As9s8c3d3c 
Ad9s9d5h5c KcQd9d7c2h KhJs8h5d2s Ad7s7c5d3h 
QhQdJh9s3c AsKh6d5c3h KdQs8h7c6s KdQc8c5h2d 
AsKcTs2h2d KdQcTc6c4s AcJsTs9d3s AsJsTh6s5s 
QdJdTd8c6d Kd9h9c5d5c AhKd7s5h3h AdTs8h8c7c 
KsQdJh4s3c QsQdJd3h3d KdQs9d7d4s QdTc5d4c3h 
Jh8s8h5s4s Kd8s8d6h6c Ad9d7s3s3h Ks7s7h6h4h 
AcJh4s2h2c QdJd5c4c3h Ts9s8h6h4h KcQdJc8c2d 
Th9h8s6s4s KcQs7h5c4d JdTs9d4s2c AsQs8h6h3s 
KsTs8c6h2c AdKhQh8h5h AcKc6d3s2s AdKsQs9s7s 
AsJsJh8s6s JdTs7c4s3d QcTs8d6c3d KsTsTc8s6d 
AhKsJh8h3c JsJcTs7s6s KsTh8s5c3h AhQhTd4h3c 
Qh9s9h5c4s KdQc5h4h2d QdJhJd8h2h KsKdQh9d4d 
AsKsQs9h3c AcQc5h2s2h AhQsTs4c2c AcKd9s9c4h 
Ts9d8s7c4d AcQdJd7d6s KcJh9h5s4s AcKs8d6h4s 
Qs8c7h6c5h QdJc5h5c4h JcTc7h6h3s Kc9h8s6h5s 
Ac8d8c4s3s Ac8c7c5s3s QsJd9s6c5h KhThTd8h6s 
QsJc9h6s3h AcJc8s5d5c AsKsQd4c2s QcTsTc6c5d 
AsQc9c5d3d KcTd8c4h4d Ad9d7c6s6h QsJcTc6s2s 
AdQd5s2s2c AhQh8c6c3h Jc8d6c5d4s AdJhTs9s5s 
QdQcJc8c5h JcTs9h4h4c KdTs9h7h3s AcKsJc8c3d 
KdJd7h5s4c AhKcTs6s4d AcQs8h7s7d Qd9d9c5c4h 
QcThTc6c5d QsQhJs7s5d Kd9s8c6s5c QcTs9s4d2c 
KdQc9h7d4h KsQh8c7d6h AcKs9h7h2s Td7c6h5c4h 
KdTh8d4s4h KcQsTs8d2d TdTc8s7c6c KdKcJs8h4h 
AhQs7c6h2c Kh9s8d6s5d KsTsTh8s6c TsTd9h7d3h 
KhJhTh8s8h Qd9c8h6c4d AsJc5d4s4h QcTsTd7d6d 
QsQhJd7d2h 7s6h6d5s5d JsTh8s8c2h JsJdTh6h2s 
Ad7s4s4h3d QsJd9d6s3s Ac9d7s6d2c Qs9s6d5d3h 
QdQcJc7d2d KcJs9h6c2s KcQhQd9s6s JcTsTc8c6d 
JsJc4d4c3s QhJs9s8s8c Ac9c5h5d3d JcTd9s9d6h 
KsTd9d7c3c JcTc8h7d5s QsTd9c7c6c KhQcTh6s4h 
AhJhTc9h6h ThTc8h8d6h QsQdJd7h4c AhQd9s8s7c 
JhJc7c5h3c KdQh8d7c2h AcKd9h7s6s AhQsJc7d4s 
Qc9h6h5c3d 9d8d6s5h4s JdJc9h8s6h AhJh8s5h5c 
QcTh7s7h5s QsJs6d6c4c KhQcTs3s2h AdQh8s3h2d 
QhJcTh7d4s QcTd7c6d3d 9h7d6h5s4d Kd9h9d7c4h 
QsJsTs7d5c QdTs8s5d3d KcQhQdTs4s AcKc8d6c3d 
Qh9s6h5s4d Ah7h5d5c4s KdQhQc8h5s AcTc7s7c5h 
AcTs9s5h4h Ts9s7h7d5d KsQs9c8h4c AsQc8h7d7c 
KdJsJcTh6h Td9d8h7c4h JhJd8h7s5c QcTc7s5s4c 
As7d5d4s3s AdQhQd3d2s AsKcJs6h2d Ks8s8c6h4h 
QdTs7c5c4s AdQcTd9d3d AdQs6s6c2d Ah8s8d6s2h 
KcTs8d6h4c JcTsTc5c2s QsTh7h5s5c JdTh6d5c3c 
9h8d7h6d4d QdJd8c5h3c KdQd9s7s4s QsJh6s6h4s 
Td9s7d5h4h KhTd8s6c4h AcJd4c3d2h KsJs9d5h2d 
QdTd7c5c3s JcTd9s4s4c KsKc9s8s3d KcJc9s7c4s 
JhTs8c6h3s KhQhTc6s6d Ad7d6h5s3c Ac8h7h4c3h 
AcQhJh3d2d AsTh6c4h2s QsJs7d6s6d QhQdJcTc3c 
Jh9h9d7s7h Jh9s9h8h5s Ah7d5d4h3h Ah8c5h4c2c 
AsJd9s8s4c AdTd8h5d2h QsQc9s7s5d QhJs7h7c4s 
KcJdTh7s5s Th7c6s5c4h AsJsJd2s2c QsTc8d6s3d 
AhTs8c3c2h KhQsJh8d6h Th8d8c5h5c Js8s8h5h4d 
KhJcTs7d5s JhTc8s5h3s QsTdTc7d6d Kc6h6c5h3d 
AcTdTc2s2h QcJs7s6d3c KhQc8h8c4d Qh9d8h8c5c 
QcJc9h8d3h ThTc9d4d4c Ah9d6h4c3d JhThTd7h3d 
JcTh8s8d7s QdTsTc6c2d JhTd6s5h3d 9h8c7d7c6h 
AdJsTh6h5c JsTsTh8s2h KdTh8s8h5s KsTs9s9c6h 
AhKdTh2s2c QdJsJh9c7c AsKhTd6d4c Ts9s9h7c4c 
JsTc6s5d3d Ad6c5d4c2c QhTh7c5c3d AhKcQs4c3c 
As9h9c8s7s QhQdTs9s2c KsQsQcJs5s KsKc7h4h4d 
QhTd8h5d3c Ts7d6d5h4h Ac6d5c4s2d Ad7c4s4c3d 
JsJc8c7h3s AcJh4c3h2s KdQdJs8h2h AdQc8s7h7c 
AhJdJc6s5d AdTc6d3s3c Ts9h7h5s4c AdQsQh5c2h 
AcKdQs9h5h KdTh8c6d4s QhTs8h5s3c KhQd7s6h5h 
KcJsTd9s3h AdJdTd9d3h JsTc9d9c6h AdQdQc4d3d 
Kh9c7h5d5c As9s9h4h3d KsJs9c8h2h KcTh8s6s2c 
KhQdQc7c4s KdThTc8c6s AhJc9c7s3s Qc9d8s6d4c 
Kc8h6d5h5c QsQc5h5d3c JhThTd5h2d Kd9s9h5h5d 
AhTd5h5c4s AdQsTs4h2h AsKs6d3c2c AhQdJs6c4d 
AcKc6c5h5d Ac8h8c7d5c AcQhJs7d4h KcQcTh4h4c 
9c7d6d5c3h AhQdTs6d2s AcQd6h6d2c KcQdTc6s4c 
TsTc8c7d6c KsTd9s4d2c Kd9c6d5h5c KsQdTd6c5d 
Tc9c6s5h4s AsKcThTd3h KcJc7s6c4s Kd6s5h4s3d 
AdKcQc4s3c AdQsJh7d3d Jc8d7h7d5c KdTs8h7s6s 
AdTh9s7h5c Qd8s8d5s5h QcTs9c5h2s Jc9d8d5h5c 
JcTd9h3d3c AsKcJs8s3d KdTd8h6c3h KcQcJhJc2d 
AcJd8h3d2c AdKcQc4s2h AhKd9d7c2c AsQhTh7c2c 
JsTh9h7h7d JsJhTd7h5h AcTc9h7d3c Ad8h5s5d2h 
Kd9h7d5c3c KhJh9c5d2c Ad9s8c6s5c QsQd8d3s3d 
AdQd7h6s3c AhQc8h3c2d KhQcJd7s7h AcQhTd9s4d 
KhJc6s5c2h KsQh9s7d6s KdQsTd3d2s Ah9d6s5h2s 
TsTc9h5s3c AdQd7d5c4s JdTc7c5d3d 9h8c7c6h4s 
TsTh9c5h3s AcTc8h6s6c KdTc9s6d4h JhThTc6s6d 
AhJh9c6h4c KcJh8c7s7d AhJsJd4s4c AdJh5h3d2s 
KdTc8d4h4c JhTs6s4d3h Ks8s8h6d6c AdTh9d6s5d 
KsQc8s5c2h Th9s9c7d6h Ks9s8d7s6h QsJc9h4h3s 
KhTd6c5d2h AcQc9h9c6d QhJs8c7c4h KhJhTc8s5h 
8s8d6c4d4c Ah9d8h8d2h Jc9d7s6s6d QdJhTs9s4c 
Ks8d7s6h5c QsJd6d5h3h QcJs8s5d2c KsQd8c7h6d 
KcTc7h4s3h QsJh6h5d3d Tc9s6s5c4d 8d8c6s4s4d 
KdJh8c5d5c AhKd9h7h6h AcKd9s7d2s KdQh9h7s4s 
AsQh5c3c2s KdJd7c5h4s AdQs7c6d2c QdJc7c6s3d 
AhJsTs7c2c Kd9h9d7c4c JdTd7s6s3h Ah8c6d4d3h 
KhJdTh6c5h QsTd8h6s2d Ah8s8c5h4d QhJcTc6h2h 
AcQc7d6s3h JdJc8c7s5h AhKh7s5h3c KhQc9c5h2c 
QsTd8s7h7c As6s5h4d2d JcTs6h5s5h AdKd9h9d6s 
KhTd7s7d5s KcTs6s5h4h Ts8s6d5h4d JcTd6c5s3s 
QdJhTc6s4c AsJd7c6d6c QhQcJh3s3h QsJhTh6s2s 
AcJc9c8h8c JsTd7s5c3c 9s9d7s5d3h KsKcQd8s3h 
KdTd8s6h2s Qd8s7s7d6s As9d6s4c3d QdJsTh3s2h 
QcJdJc8c2d AcKh8c5s2d JcTs8s4h3c KsQhJd7s7c 
KsQsTh6c4s JsJd8h8d6d AsJdJc9c5c AhQdTs9s3s 
9c8c6h5s4h KcQd7s5c4h AsTh6s3h3d QdJh7s6h4s 
QhJhJc5d3s Jh9s8s5h5c QsJh8h8d4s KsQhTd3d2s 
KsQsJh6d4s Qs9d8h6s4d JsTc9s5d2d JhTd9d7d7c 
Qc9d8h5h4c Td9c8s7s4d QsTc8s6s2c JsJh8h8c6h 
AcTd9d5s4s AdKhQh4s3h QcTd9h7h6h AsJsJd8s6s 
AhKsQs5s5c AdQd9h4h2c KsKdQc9c3h KcQhTh9s5d 
KhKcQs8c3d TsTh9h8d4d 7c6s6h5s5c Ac7d7c6d2s 
QsJh9d6s2h Kc6c5h4h3s TsTh8s6d3h Jd9h7c6h6c 
KcQs9h7h3c QdJsThTc5d QhJc9d6h2c Jc9h9c8c5h 
JsTsTd7s3d KhJsJcTd2d JdJcTc7s5c QsJc9s6h5d 
AdQsQc6s4s Kd9h8c7d4c QdTc8s6d5d QhQc8s6s6d 
KdJsTc9d3d AsTs9c2s2c KdKcTh4s3h AsKdJh9h4c 
AcQc7d6h3s 9h8d7d6h4c QhTs8h5s3d AcQhTs8s4s 
AhJh5s4s2s KhQsQc6c3d KsQd8d7s3h AcKcQc7h3s 
AcJsTd8s2h AhJcTd6h2s Ac9c5s5h3h QsQh5d5c3s 
KsJhTsTc3s AcKh7c5s2d KdJdTc8h5d Tc9d6c5d4s 
AdKs9s7h7c AcQs6h4d4c KsKdJh7h3c QsJs9c5s3c 
KhJd8h5h5d Ah8h5s4s3s Th9d8s7d6d KsQsJs8c6d 
QdJc7s7d4c AhKcQd4c2s QsQhJs8s5c KdQh9c7d4c 
QsQdTd2h2d Jc9d7s7c5d KcQcJc8h6s Ad8s7d4s2c 
9d7h7c6c5d AhTh7h6d4s AdKdTd9d4c Ad9c6s4d3c 
JdJcTc3d2c 9s9d6s5h3h JcTs8h8d7h KdQh5s4h3s 
QsJc5h4s2c QcTh8c5h3d KhTsTc9c6d 9h9d7s6s4d 
QhQc6s3h2c KdJhTsTc5h AhKhJh7h4d AdJc9h9c4h 
Kc7s7c6s4s Kh9d7h7d5h Qh9s8d6s4h JdTs7h4s3d 
AcJc5d4c3d 8h8c7c5h4c QsJcTd4h3s JsJhTh4d4c 
Ks9s6c5c4c AsKc8s6d3h KhKdJd6s2d AhKcTs9s2d 
9d7s6s5d3c KcQd4c3h3d AhKh9s9h6c 8d7s7c5d4s 
JsTh9c8d6d AhQcTd9d3d KcQh8d6h4d AcJcTc9c2d 
KdTc9d5c2h AdKsJc7d3d Ks9d7s7d4c AcKs9c6h6d 
Ac9d9c4d3h AsKh8c7d6d AsQhTh5c4h Ac9h8d4c3d 
JhTc8c4s3h KsJs9c5s3c TsTh8h8d2d AsJd5c4s4h 
AhKh5c4h4d JsJcTc9d4h KsQsTdTc5h JdTh6h4d4c 
QcJd7h7c4d AhJc8d6c4d 9s9d7d5s4s AsKh5h5d2d 
QdTh8h7d3c Ah6s6d5h2s KhJhJd7c4s KcJs9s8s3c 
AcQsJd9d6h AdKhJs7s4s KdQs5h4h2d Ks9c8h7s4h 
QsJsTd8c4s Ah8s8h4c3c JdTd8s7h3s KhTc9s5h2c 
Ks9h9d6d5h AcJc5h4h2h KdJdTdTc4s Jc9c8s8c6s 
QcTc6h6c4h KsJs5h4d3d QhJs9d6h2s AcQsTh7s5s 
AdJc9s9c4s AsJhJd9h5h QhJh8d5s3d QsTh6d4s3h 
9h8h7s6s4d Td8h7d6d5h TsTd9s8c6h AcJh7d6h6d 
AcJc8d8c6h KsQh8h7s3c 7s7c6s6d3d Jc9h8h8c6c 
KdJs7c5d4h 9h7d6h5d3s AcQcJh7c6c KsTsTd2s2d 
KhQcTs9c5d AsKs9s9h8s KsQdJhJc4d QsQhTc8c4d 
Qs9d7s6d4c AsKcQd4c3c KsQdTs7s2d Ah6s6d5s2h 
AdTd9s8d3c KcTdTc2d2c QhJh9d8s8h 9h7h6d5d4d 
KsTc8s4h4c KhJc7d6d3h QhTd8c7h2d AsKhQd5c3c 
QdTd6h6d4h KsTs9s6c3c QcJsJh8h5d AdQhJc8h4h 
AsQh7h7d4d AhQc9d8c7c KhKcQs7s4s Ac7h5d4d2c 
Ac9d7c5d2d QcJcTd6s3h AcJc8s8c6h QdQcJc9s2h 
AhKsJs8c4s KsQh4s4h2d AdJs5s3d2h AsKh8h6d5h 
AhJdTc9c4c AdJh9d6c4s QdQc9c7c2d AhTh9d3h3d 
Jd9h8s8h6s Ac7c6h5s3d KsJdTh7c5c QsJd9d7s4d 
AdTh6d6c4s JdTh6c5d3h AsQc8d7s4s KhJs8h5s5h 
KdQs5c4c2d AcJs6c4s2d Jd9s9d8c7h AhJcTd8s3c 
KsQsTd8s3d AhJdJc9c5c Kd7d7c6c4c JdTsTd7c2s 
AhKsTc4d3s QhQcTd9d5s Ad9h6d5h2c AdJd9s8c3d 
Qs8s8h7d5d Jd7d7c5s5c AdTh9d6c5d Kh8s6s6h5s 
AcTc9d7h3c AdTd9d8s8d KsJsTs8s8c Jh8s6d5h4s 
KcQsTc6d4c KsQs9h8d4h AcJhJc7c6c KsKcJc6h2c 
KdTc9d4c2h KcTs7d7c3d AsKhQd9d4c Jd8s8d5s4h 
KcTd9d4h2c JdTs9c8h6h KcQcJd6h4c AdQc7s6d2s 
QhQd7s6s5c JsTh9c4h4c Ad9s7d6c2c Ac9s9c5s2s 
KhTh9s9h6c Kc9d9c7s4s AsTd7s6h4s KsTsTd9c4h 
AhKcQh9h3s KsJd6h5d2s QdJd9s8c3s AcQcJc8d3h 
QdJs6d5d3s KhQcTd9c5s KhTc7s7h3s KhKcJd7d3s 
KhJd7h5h3d AsJhJd6d5c Td9h7h5s4d KdJh7s5d4c 
JsTc8c5s2d AsJd5s5d3s KcJcThTc4d QhTh9s6c4d 
KcQsQdTh4h 9h8s7s7c6h Jh9h8h8d6d Ac9d6c5d2h 
AsJhTc9d6d AsQhTh7c4h JhTs9d7c5h Ah6d6c5d5c 
KhQcTd7s5c AsKc9h9c7c KhJd8s5s5h Kd7c6h6c4d 
As9d9c8s7s KcQc9s8s4d TsTc8s7h6s KdJsJc8h5d 
JhJc8d7s5c AdKsQh6h4h KsTd9h8c6d AcKhQh8h6h 
AdKs8s6h5s JsJh9d8c6d AdQcTh6d3d AdQdJc6s2h 
Qc8h6h5h4c AcKsTc6h6c QsJs9d8c7s AdKs7d5h3d 
QdTsTh6h2d AsKd9h7d2h Ac9h8d8c4s JsJc9d6d3s 
QhTc7h6c3c 9c7s7h6h5c Qh8h7s6h5s KdJc6s6c5s 
Kc9s9h5h5c AdJh9c6s4d 9s9c7c5s3d Ad6s6c5s2d 
Kd8s7d6c5h KsKd7h7c3h AdTc6h5s5d KhKcQh9h4d 
AhTd9c7s6c JcTh8h5c2d QhJc9s8d6h QcJd6d5s3s 
AsKh8d6c3s KsJhTd6c5h AdKc7s7d3h QdJsTh5s3c 
AcJhTd8s3h AsQdTd4c2c JsJcTh9h6h AhKsQd9c5c 
Js9c7s5c4h AdJs5c2s2d AhKh9s9h5c Ah8s8h7h6c 
ThTc9d7h3d Jh9s9h8c7d AcQhTh7h4s AcKh7c3h2h 
7h6s6c5h5c AdKd5h4d4c Ah8s6h4d3s Ad9d9c4c3s 
AdTc6s4c2d Td8d7d6s4s Tc9d7d7c5c AsKs6s5h5c 
QsQdJs7s5c QhTdTc6d2h AhKcJc9c3d KcJc9s9d4d 
TsTc9s5c4s QcTc9c6h3h AcKc9d9c6s JsJh9c6d5h 
QdJc6s5d2c AhKdQc6c4c Ts9s7d7c5d Jd8h7d5h4h 
AhTs8h6h4c QhJh5c4c3d KsQs6d4d3c KsTs9h7h2h 
Td9c8d6c4c QhJc9d6h3d Kc7h6d6c4h Ts9s7d7c5c 
AhAdAc9h3s 9s8s6h5c4h 9h8h7c6c4d KdQs5c3d3c 
AcKcQd4h2c Qs9d8s8h5h JdJcTc7d2d AcJdThTd6d 
KhTh9c8h4c JcTc9s8h6c AhKc5s5c2s AhQdQc6d4d 
KsQdQc8c5h AhQcJd6s4c JhTh8c7d5s KsQdTh3h2s 
QhJsTc9s2d QhTh8s8d6c JsTs7h6c3h KsTd9h7h3d 
KdJs9c7s4c Jh9c7h5c4d KdJsTh7h2s AcTc9h7c3s 
QcTh9h5c2s Kc9h7c5s3s AsKh9h7d2d KsJh9c8c7c 
AhQcTd6h3h KsTh6c5h2s AcKc6s3d2d KhQsQd6c3d 
AhQdQc8h3h JsTd7c6d3s Qd8s8c7s5d AdJs6d4s4d 
AdJd8h7s2c KsTc9s4d2c QdTs7s7h5h Ad6h5s4d2s 
AcJsJc5c3d AcJsTd8h3s AcJs4c3s2d Qs8h6s6c5h 
9s9c8c7s5c KcQsQd6d3h AcKdTsTh3h AdKs7d7c3h 
QdJdTc6c2c KcJdTs8d6d 9h9d6h5c3c KhJhJc7s4d 
AsQh8c7h6h AcQd8h7s7d 9c7s6c5c4s Th7s6s5d4d 
AcQsJh7h6h QhJhTh7d5s 9c7c6h5d3h AdQh6d3h3d 
Ad6d5s4h2h AsTs6d5d2h KsJsJh7c4d KsQdTc3c2s 
AdTd8s3h2s AcJs5s3c2h QdTsTc7s6s QsJc9h8d6s 
KdTsTd8c5h KdQsJd8h6d Kd9s6d5s5c Ks9h9d6d4s 
Ah9s9d5h5c JdTd9h8d6s KsKdJd6c2d Qs9c8d5d4s 
AcJsJh6d5h AdQc9s5s3c AsTc8s6s4h Qh8h6d5d4h 
KcTc8s6h3s AhTc8s8c7d As8s7s5d4c AdJhTh5s3c 
AdTd4s4c3c Jc9s8c5d4s KsQh9h7s2c KhQh9s9d8h 
JdTs6c5s5c AsKd9s9h4c Kd9d8c7d6s JdTd9s4d3s 
Jd8h8c7c6h AsQdQc9d3h Kc8h8c6s4s AdTd9h6c2s 
QsJs8h8c4h AcKsQs5s5d AhKhThTc2h KdQdTs5d4h 
KdJsTh8h6h KsQdQc7d4h AsQdJc7s3s AsKhJc9h4h 
AsKdQc4d3d Ac8h7c4d2h KcJsJc6h6d KdQh9h7d2c 
AcTs9s8h8d AdJd7s6d5h QdTc6s6c3d AcQsTd7s5s 
Kc8s8c6d4d KcJh7d6d3c Ac8s5c4s2s Ac7c5h5d4s 
JhJcTh5s3d KcQsJc8c2s AsQh9h5d3d AdJdTh6s2c 
QdJs9h6d2s AdQsQc7s4s Ah5h5c4s2c Ah9s5s3h3d 
AhJd4h3d2c QsTs9s8h3h TsTh9d5s4d KsJd9h5h2s 
Ks8h6c5s5h AdKdQh4c2d KdTc9s5c2d AcKdJc6h2s 
QdTd9c4c3c Qc7d7c6s5s AhQh8h7s7c KdQcTd6h4d 
QsQdJd8d5c AdTc7d6s4d AdKc9h9d4s JhTc9d4d4c 
KcJh9c8c3h AhKdTsTc3s AdJh7h7d2h QsQhTh8c3d 
Jd9s8d5h4s KcQh9c7d3d AcKd8s6h3c AsKdJd5d4d 
KdQc4d3h3c AsTh8h7h6d JdThTd8d6c As6d6c5d2s 
ThTd9d8s6c QhQdJhTh6h Jc9c8d6h6d AdKcTs9s2h 
AcJh8h6d4d AdQcTc7s2s AsQcTs7s4s QdQc9d7d5h 
JdTs7d6c5h AhQd6h3h3d KdTc8d4s4c JhTh8d7c5s 
AhKc7h5d3h KdKc9c2s2h AcQcTd6h6c AhKd9d7s2s 
JcTs6s4h3c TsTh9d5h4d JhJd8s5s3d AdJdTd6h5d 
Js8h6s5h4d JsJd9h6h3d QhQc9h7h2c QsJcTh9c2d 
Ah9c7h6s2s Qd8s8h7s5d As8s8d7h6s AdQc9s5h3d 
QsJs5c4c3d Tc9h8s7c6c JsJh8s8c6s QsJhTs7d4c 
KcQc6h4s4h Jc9h9c8d7s QhJd7d6s3h KsQs9s6h4h 
KhQsQc8c5d QdQc9c7c5s KhJc9h8h4c KdTs9c6s3c 
KhJhThTd4c Tc9s8s5c4h KcJdTs4d2s JhTs8d4h3s 
KhQh6s4s4d Kd9c7d5s5c AcKdJh8h4s QsTs8d8c6h 
AdQc8h7c6c Kd9d8h7h4s KsQsJd8h3h Kh9s6s6h4d 
QsTd8d8c2s AdJc9c8h3h AhTc9d9c7s AsQd5h3h2s 
KhQdQc8s6s Ac9c7h3h3d KcTs8d6c4h QdTs5d4s3h 
JsTd9d7h7d AhJs9s9c2c AhKhQd4c2h Jh8s7s7c5h 
AdJsTs7h2h KsKdQc8d3h AhJhJc8h6h QdJh5h4s2d 
KcTh8c4s4h Qs9s9d5h4d KdTs9h6s3h AcTs8h3c2h 
AdJhTc8h3s 9c8d7s7d6c Qs7s7d6h5h Ac9s6c5s2d 
QdJsJh8c5s AsKs7s5h3c KdQc9h7d6d As9s9h5d5c 
QsQcJc7c5d JsTc6c4s4h Ah9h9d5s5c AdKhTc6c4s 
KdQdTh4h4d As9h9d5s5c Kh9h9d6c4c AcQs9d8d7h 
AsKc8d6s4s AcKs9s9h7s QdJh9c6d2h KcQhQd6d3s 
ThTd7d6h3c KdJc9d8d3c KsQhQc6d3c AcJhTh7d2d 
Qh9h6c5c3d KhJc9s8s7s KsJdTh7h2d AsTh9c7d6d 
Ts8s6h5h4s KcTc8s7h2h KcQsQh5d2c AdJd7s6s2h 
AcJs5h4d4c QsTd7c5s5d KdQdQcJd5d AhJsTc8s2d 
AdTd9h6s2c Td9d8h7s4h AsKd7s3d2d AdJc7c6s4s 
KsKcQc9c4h AsKhQs5c2s Js9s9d8s5d AdJh7d4c2c 
KsTh8d7h6h AdTh6d3s3h KsKdTs4s2c QcJh8d5h2c 
KhTd9h5h3d Jc9h9c8s7d AcJd7c4d2d Ad8c7h3h3d 
Jc6s6d5s5c AhQc8d7h4h 9d8c7h7d6c AsKdJc7s3s 
KhJsJd7s5c AsTsTc5h4s Kd8s8h6d4h As9d8c4d3s 
Th9d6d5h4s AdKdJd7d4h AcKh5h5d2d AcKc7d5c3s 
AhQdTc6d2c As9h7h4h3s QdJd9c8h7d 9s8c7h6s5d 
QsQcTs8h2d 7s7d5d4s4h QdQcTs9s5h Ks9s9h5h4d 
Ac7d5s4s2c QhJc9h8d3d Jd8h8c5h5d QhTd9d6d2h 
JdTsTd5h4d KcThTc8c6d AcQcJs7c6c 9d8d7s6s4c 
AsQcJc8c5c AdQc8s7c6c QcTh9d5h3d AcKd7c5s3c 
KsQdJdTd2h QsTh9h4d2s QhTd7c5h5d AsQhJh7h6d 
9h9c7s6s4c As6h5s4d2d Ah9c5h5c3c QcTh9c5d2h 
QcJh6c5h3c QcJcTs6s2s KhQh6d4s4d AcQc9c8d7c 
KcQc9d8d4s AdQhJh8h5h AcKcTc9h3c QsTh8s7h2c 
AhJc4d4c2h AsKh6c5h4h AhTh7d4s4c KdTs9s8s7s 
JhTc7h4d4c KsJsJh7d4c JhTs6d5h3d AsKsTd4s4h 
JhJdTs9d6d KcQd9s9h8d KhQsJh8c6h QdJdTd7s5c 
AcTc7d6c4h AcJs7c4h2h QhJd8c7c4h Tc9d9c3h3d 
AsKdQd8d6d Qh9d7s6s4h Ah9s7h5s2s As8c5s5d3c 
KdTh6s5h2d KcQd7h5c4s KdTs9s7c3c AhKhQh9s3c 
JdTh9s4s4d 7h7c6h6c3h TsTc9d5s4d KdJd9s4c3s 
Qh8h8d5s5d ThTc9s5s3c AhKh6c3s2c 9d8d7c5h4c 
JdTc8d4s3s AdQs9h5c3d AhKs8s3h2s AcJsJc2h2c 
Ad8d8c7s6d AcKs7s6s6h Ad8d7s5c4d KdQs9d7h6d 
KsJhTh8c6h 9c7h6c5c4h QsJh9c6s2h QsJs9h5s3h 
KdTs5h4h3d As8c6s4h3c Jh7h7c5d5c AsQd9h8d2h 
KdTs7s7h5h QsJhJd8c5h AsTs6d5d2c Ah5h5d4s2d 
KdQs7s7d4d QsJsTh6s4d KsTd9h6d3h KsQdJc8d3c 
KdTs9c8h6s Tc8c7d5s4d QdJs5s5h3d 7c6s6d5s5c 
AsJcThTd6d JdJc8s7h5c QsTh9h5s2c Js9c8h8c6h 
AsJhTd9d5d JhTs9d4h4d KhJc5h4s3s AsQc9d7c5h 
KsQh9d7d3s KhQc9s7s3h AhKcJs9c4c AhKdTc4s3d 
TdTc7c5c4d JcTd8c4h3h Qs8s6s5c4c Ac9s6c4s4d 
KcTs8h6d4c AdTd9s8h2d KhTs8s8c5c Td9s8h7s6s 
KcJcTdTc6s TsTd9h5h3d AcKhQs4h3h Qc9s8h6c4h 
KsQhQc9d6d QsJhTh6h5c QsJh8h7s4s AcJc9h8d3c 
QcTh9c5s2h 9s9d7h5s4h AhTs8s8c7d AcQhQd8c3c 
QsTs6h5s5h Jd9c7h6h6c AhQh5d4s3c AcQcJs6h2d 
QsJh8d5h2s QdQc7c4d3d QhTc8c5h2s AdQhQc6d3d 
AdJdTs6c2h Ks6c5s5c4d Jd9c7d6d6c 8c7h7c6h5d 
JhTsTh8h2s KhQsJd4h3c QsJh8c7c4s Th8c7h6h5c 
8d6h6c5d5c Th9d7h5s4s KsTd6d5c4c QsJh7s7c4h 
KsQsQc5s4s Ah9c7h7c2c TsTh9d4h4d AcTs9d7h6h 
JdTc5d5c3h KsJd9h8h7h AsQc9s9d4h AdKhJs8c3h 
AsKsQs7d3h KcJd9s7d4s QhJsJd5c4c JhJcTc9d5s 
KsQc9d7s4d KhJh9d5h3d Ac8s8h6s2c AcKd6s5d4d 
AhQs8d7s7c Tc9s7s5d4c KdQsTs6c4s AsQcTd3c2d 
Qd9h8c5c4d KsTc7s7d6s JsJdTd9d6h QhQd5s5c3h 
JsTd9d6s2c QcTs5s4c3d QcTsTh5c2h KhJdTd8c6d 
AcTc9s7h3c AdKdQd9s3h AhQs7d6h2d KsQh9c7s3c 
KdQc8d8c4h Th7s6s5c4c 7c6h6c5h4s QhJcTc3h2c 
