9c8c7d5c2d 
Ts8c6h3s3h QcJcTd6s2c Qh7c6h5c2d KdJs9h5s3s 
7s6s4s4h3h AsJd9c6d4h Ac6h5c4d3c QsTh8s8c2d 
QhQc3h2s2d KsKhKdQh6d JhTd5c4s3c KhQdJh8h2s 
QcTh9s7d3d 9d8c6d5h3s KdTd9s9d4d 9s9c8h6d4c 
Qh9s7c4s4h 8d7c6d5h5d Ks9d7s4s4d 7d6c5s5c2s 
JsTc5d4h3d Jh8c5d5c3h JsTs6h4s2h JhTh6s5c3h 
AhKc9c7d2c Jh9s5c4s2h KdTc8s5h4s AhQc9c6d3s 
AdTsTc6h3c 9s7d7c5c4h QdJs8s2s2d 8d7s7h6s5s 
Jd9s8c2d2c QsTc4s3c2s Qh9h9d4h3d Kh8s7h6c3d 
JsTc8c7c2d AcKcJh7c2c KdJh8s4h3s Tc7c6d5c4s 
Kd9c8c7s2s AsQs9s4h3d KsTd5d3s2s AdQd9h7s2d 
Ks7s6h6d2d Ac8c4d3d2s Kc9c7c6h2h KcJsJh9d2d 
KsKd8d4d3d JhTd7h3c2d Jc8h6s6d5c Js9h8s6s6c 
AdQcTs6s2h AdKs9h6c4h QdJc6s5h3h JsTc5s5h3s 
AcTh9h5h4s Td9d8h7c3s AcTd7c5c2s 7c6s5d5c2d 
AhTh9c3h2s Kd9c6d5s5d As9h9d6c5d As9d4h3d2s 
JcTh8s6d3h QdTd9d5s2h Qd7s6h5s2d QcJc8c6s6c 
KsJc9s8s2h 8d6h6d5c4s KcQd7d7c2c Qd9d9c6s4d 
Jh9d8h4h4d Th9d6s6d4c KsJd9h7d4d AsTd7s5s2c 
Js9h8s4s4h KsTs9d4s3h KcTh8s5h4h Js9c5d4c2s 
AcKs9h6d4h TsTd7h5h2s Ts8d8c7h5s As9d4s4d2d 
7c6h5h4c2h Kc9s8d4c2s KhJc9s6h3h Qc9s8s7d5s 
9s9h8s7s5s 9d7s5d3s3d KdQd9c7d4s AhQc9s7d4s 
Tc8d6h6c2d AsKd9c6c4h AsJc9d5h3d 9d8h7s5s4c 
Qc9d8d4s2c Js9h7s5s3d Qs8d5d4s2d KsJhJc4d2c 
QdJdTc6h2d QsTc5h4d3c Jh8c7h5c2c QsQd8c6s2s 
JdTh5s4h3h AhKs9d8c3d Ks8c6h5d3s JcTsTh3s2d 
ThTd9s5d3d AsTc9d7h2c Ac5c4h4d2s QdJdTd3h3d 
Kd9d8s8d2s AdTh7d3c2s 8s7c6s5d3h AhJh8h4h4c 
Qs6h5h4h2s JsTs9s6s3c QhJc9s9d4h Ac8d4s3c2d 
KdTd7c4h3d As9s7d2s2d Kh7s7h5d4h Ts7d6h6d5c 
JdTd7s6d3h AdKs4h4d2d 6d5s4c3s3c AcKh9s5s5d 
KhQs8s7d2d 7d6s5s4h3s AsJd9d6c4h 9s7d7c5s2d 
JsJc8c5c3d KhJs6c4c2s 8c7s5d4h4d Ad9c8h7c4s 
9c8s5s3s3c As8s6c3h3d 9h7s7c2h2c As9c7h5d4c 
Ts9s9c7d4s Qd9s6d4s3d 8s8d7s7c3s Ac6c5h3c2h 
Jc8d7h7d6d AdQh8h5s2c Jc9d9c3d2s 8d5h5d4h2c 
KsJd7s2h2d 9s9c7d5h3h AdTh6c2s2d KhJs7c6c4c 
JcTs7h4s3d 8h7s7c5s4s Jc8d6h5s4d Js8s8d2h2d 
JdTc8h5s3h Jc7s6c4s4c JhTh8d3d2d JhTd8d6s3c 
Td9d8s7c3h AdTs6h5s4c Ad8d6s4h4d As7h6c4s2d 
Qs8c5d4d4c JhTh8d7h2s Tc7h7d3h3d As7h6d5c4h 
Qc9h5s5h2c QsTc9d5d3d Kh8h6h6c3c AsQc6c4h2h 
Qh8s6h4c2s AhQd9s9d2c KcTdTc3h2s JsJc5c3d3c 
8c6s5c4h4d Kc9c8h8c2h KdQsJs3s3h Qd9d6d5h4c 
AcKc4c3h2s KdJsJc4h2s QcJcTs6d2c KsQhTs4s3s 
8s6h5s5h2h KsQhTh5h5c AhJcTd6c2s Ts9s9c3s2c 
JdJc9h5s3s Tc9h6d5s4d AhKc7d4s2c 9d7s7h5s4c 
QdTd9s9d3d Js8c7s6c3c 8d7d7c5c2d AdJh9c6s4h 
AdQh4s2s2h JsTh7d3s2h AcTd7d6h2h KdQs8h5d5c 
AdJh8s7h2c KsJs9s8c3d Kh9s7h5d4h 7s7c6s4c2h 
Ks7c6h4c3h KsJh7c3h2s KdQh9d5d4d JsJc7c6h3d 
7h5s4s4h3d JhTs4c2s2c 8s8d4d4c2s Kc6d5h5c3s 
QdJd3c2s2c Qd7s6d5s2h Td9h6s5d3c AsTc9c6d6c 
JsTc6h5d3d JdTd8s7d3c KsKdKcQd8c 8c7h5h2d2c 
KsQsJc3s2d Tc9h9d6d3d QdQc9s4h2c 7s6d5d4s2d 
7s6c5d4h3h AhJdTs3d2d AcQc4c3s3h Ts9h8c4h2c 
KdJh9s7s3c KhJc6c3c2h 8d7s6d5c3h Ts9s9d3s3c 
JhJd8h3h2d Ks8s8c4c2d KsQhTc6c2d QdQc6c4c3c 
Kd7s6h5s4s JcTd8d7d2h AhJsJd5d2d Jh9d7c5c4s 
8c5h5c4s4d AhTd9s7c2d TsTh5h4s2s KhJh9h8s3c 
9s7s7h6c4d KdJhJc5s2h Td9s7d6d4d AcQh8h6s3d 
Kd7d7c5s4d Ks9s7h4s3h AdKh8s3c2d AsJd9c6h4d 
Ad9s8c7h4c Qd8c7s5d2s AdJc8c5s2h AcKs4h4c2c 
Qh7h7c4s3c Td9c7d5d3s Jd8s8d6s3d QhQdJh7h3h 
KcTs7s5s3h Js9c8d4s2d 8d5h5d4h2s KcJc9h6c3s 
KdQc5s5h3c QhJc4d3c2d QcJs8h8d4c JcTd8s5h3h 
7h6h5c4h2c Td8c7s4s3c Kh9c7h7d4s TdTc5s4c2s 
9c7s7h5h4d 8s7h6s3s3h Qs9s5c4d2d KdJc9s7h4h 
AhKs7c4d2s JsTs7h4s4c JdJc7c6h3s Kh8h8c4c2d 
AhTd7h5h2s QsJc5h4s2d AdQh6h5h3c Ks8h7s7h2s 
JsTh6d3s2h QhQd8d5s2d 8h7s7h4s3s 9d8h7h4d3c 
As7h4s3d3c Ts9d7s5s3c QdJd8d6s6d KdQdJd3s3c 
QhJc9s8h2h JcTd9c4c2s Qs8d5s5d3d KsQh5s3d3c 
QhQdJh3h2h Td9d8s2s2d 9d9c7h6h4h KcTc7h4s3c 
Th9d7d5d2h Qh9h9c6s4h AhTc9c6s6c JsTh8d4s2c 
AdKc8c4h2s QcTs7d6s2d AhKc7d7c3c Jh9d5d2s2h 
QsQd6h4h3c TsTc9c8c5c QdTs8h8c4c Kc8c5d3h3d 
8s6s6h4h2s Td9c4c3d3c KsTh7h5h4h 9h8c6s4h3c 
KhJh7d6d2h KsKhKdQh6s KdTc8h5s4h Js9h5s5c2c 
Jc9h9d8h5h QhJh6d4d2h Ad9s7c5s5h Js8s7s6h4d 
AsJc9d6c4h QhTh9s9h3h Qs8s8c6h4s Th8d7h5h4h 
Qh6s6d4d3h As6s5c3d2h Qd8c6h6d2c JhTd8d5s3d 
AsTd6s6c3s 9h8d7c5c4s Ad8s8h6c5c KsTs9d4s3c 
Tc7d7c3d3c KdTh6s5h5c Qs9c5s3s3c 9s8h6d3h3d 
KsJd9c4c2d QcJh5d4c2s 9s8h7d5d4c 8d7h7c4s4h 
KhJsJc8d4d KsQc9d5s2h 9h8h5d4d2s AcQd7c5c2h 
Jc8s8h6c2s Kd5s4s3d2c JcTs8s5d2s 6c5d5c2d2c 
AdJh9s6h4c QhQd6c3s3c Td9d6s6c2s Ts8d8c7s4h 
9s9c5h4d4c TdTc9s2s2h AcQd7d5s3d KdJhJd9d2d 
AdQs8s7c2h Ah8h6s3d3c JsTc6s5s3h AdQh9c7s4c 
QsQh9h7h4h KsJh7s4d4c 9h8d7h2s2d Kh8c5s3s3h 
QhTs9c7c4c QdTd6c4h3d 9s9h8h6d4h QcJs9c8c2h 
KdTs6h6c4c KhTh7c3d2c Qd6h5d4h2d Kc8c7s4s4c 
Kh9h9c7h4s QcTd5c4s4c Kh9h7d4h3d JdTs9c6h2s 
TdTc8h3c2d KdQd5s5c4d JsTc8c6d3h AcJc4h4c3s 
ThTd9s3s3c AhTh9s3h2c QdJc6h5s3s Td9c8s8h5c 
AhQc9d8d2s JhTs6c5d3d JsJd6h4h2d 9s7h7c5s2h 
Jd8c6h5s4s Th9s9c8h3d Td9h7d5d4s Jh8d8c7d2c 
8d6c5d4s4h Td8d5s5c3s 8d7c6h5s3c AhKd8h4h2s 
Qd9h8d4c3c 9d7d6s5d4d KcTd6s5s4s 7d6h5s4s3s 
AcQc3s3h2d KdQh6h5h3h KhJh5c4d3h KdQd6s4c3d 
JdTc8h4d3s Ts9c7c4d2s 8c7s5s2d2c Th9s6c4s2h 
Tc8h7d4d3h Jc8s8c4s2h Ks8s7h5c3d 9c8h8d5d4s 
Qd7c5h5c4h QdTc8h8d2s Kc9h8d4c2h Jh8h7c6s6h 
AhKc9s5s5d QsTs7s6c3h Kh9s8s7d2d Js8h7h7d6h 
JsTh9c4h2d AcQc9d7s2c JsTd4h4d2h QsQcJd7h2c 
Kd7h5d4h2h QcTs7c6c3d KdJc9d6h3d JhJc6s6c3d 
Jc8c7c6d4s KdTs9h8h4h Qs6h6d4h3s Kd7h7d6c2c 
7s6c5s4d3s Js9c6d5s5h JsJh8s3s2h Qc9s9h7h5h 
Js9s5h3h2d Kh8d5c3h3c AcJs8d7h2s KcQc8h7c3h 
Kh6c5h4s3h AdTd9c3d2s JhJc9h6s2d KsTs6h5c2d 
AdQh7h5c3h Qd8h5h4h2d Tc9c8c6d3h AsJs4s4c3d 
TsTd7s5s4s JhTd8c4h3s AcQd9h8s3s Td7h7c3h3c 
QsTh9c7d3d AsKhTc3h2h Th9c8s4c2s Qs7d6s5d2h 
AdJs9h8c2h KcQs7d4c2d KdTs7s5s3h Js9h5d4h2s 
9s8s8d7s2d QdTs9h7h4h Tc8d8c7h4c Ks9c8c7h2h 
Qh8s6h4d2s KsQd9c5h2s Qh9d9c7h2c JdTs4s4h2h 
AhJd8d5s2c AcKc6c3h3d Kc9c8h6s6c AhKc4c3d3c 
KhQd9d5c4d KhJc5d4s4c ThTd3s2h2d KhTh7s4d3h 
QdJs9c8d2d QcTs5d4h3s Tc9d9c8s2h JhTs7c4s4d 
Qc7c6s6c5d Jh9d8s4h2s Qc9h9d6s3c KcJs8h7c3d 
Ac9h7s5h5d Ac9h9d6s5d KdTs8d4h3c AdJhTh3c2h 
7d5d5c2d2c 7d6d5s4d2s KhJsJc4d2c AsJh9d5h3h 
Th8c7c4h2d QsQd6d5c2d KsTs9h4s3c QdTs9c6h2s 
Ad8h4s3d2h Ks9s8c4d3d AcKc5h2d2c 8d7c6d5h3s 
JsTc8d4s3h 8s7s7h4h3h KcQh7h2s2c QcTh8s8d4s 
AcKh8s8c2c Jh7c6h5d4h Qd6h5h4d2h Td9h9c6h3h 
TsTc7h4h4d Kc9h6s6c4d Th8s7s7h3h Td9s9c8d3h 
KhJcTc7c2d AsTs9s2d2c Kd8h7d5s5c KdTh6c2d2c 
QdTh9h5s3h QcJc8c6c4h QhJs9d7h4h Ks6d5s2d2c 
KcJc9h9c5c Td8h5d4h3d KcJs8h7d4h AsJh9c5d3c 
Jc6s6h5d5c Qs9d7c4s4d Ks9s7s5c3h Js8s5c4c2c 
Qh6s5s4c3c KdQdJh9d3d QsJcTd6h2d Tc8c7s4s3c 
Qc7s7c5h4d Th9c4h3s3c QhJd6h5c2s Ks8c7c4s2c 
9h8h8c7h6h AdJhTh6h3h JhJc6d6c3s 9d8s7c5s4s 
Td9c7c4h2d Qc9d8h7d2h AhQh5s5h2c Ks7c6s4d3h 
KhJhTh5h5d JdTc6s4h4c 8h7d7c5c4c AsTc8c7d2c 
Jd9h9d8c3s JhTc7h3c2s KdJc5h4d2s KsQsJs8h2c 
9h8c7h2d2c 9d7s6h5d5c AdKh9s4h4c AdJs9s6h2h 
AhJc8d5c3c Js8h8c6s2h Kh7c4d3h3c Qd7s7d5c4h 
Qd7d6h5c4d JsTs8s8c4s 9c8s6h4c3s QhTd5s4d4c 
9d8c5c3d3c AsJs5h4d2s QcJs7c6h2h Kd7c5s5d2s 
QsQc9s7s4s QsQh6h4h3h KhQh8h7d5h 8d7c6s6d2c 
Qs9h5s4h2d 9s7s7c4d3d QdTd5h5c4d 8s5s5h4d4c 
KhQc9h5h3d JcTs8d4c2h Js9s7d4s3d Ah9d7s7d6d 
Qc6s5s4c2s AhQc9s6d4s Kd7h7d5s4d Qd9c7c6c5c 
Tc7d6s6d5h Th6d5s5h3s Td8h7d5d4d AdKc7s4h2c 
Ks7d5s5c2c QdJs9c8h2s Th9s6s6d4c Jc9c5s3s2d 
AcTc5s3d2h KdJdTd5s5d AdKh9s5s5c KcJc9s4h3c 
QsTh9d5d3d AcKd7s3h2c KsJs9d6s3c Jh8d7c6c4s 
Th8s5h5d3d Jd6c5h4h3c 9c8c5s5d2d JcTs7c3d2s 
As4d4c3d3c AsQhJh6h3h Tc9c8d3c2d KhTsTc2d2c 
8d7c6d5s3h JhTs9s4s4d QdTd8c6h3d QdQc6c5s2c 
KcJd9s9d4h QsQd6d5h2d Jd9h9c5s4s Th8s5h4s3h 
Qs9s8s8c5d KdTh8d6d3c 9c8d6s3s3d JdTs7c3s2d 
AsKc7d5c2c KdJs8h4s3h JdTd9s8d2d JhTs5d4h2c 
AcQd8d5s2h Ah9h7s2s2h As7s7d5s3s KcQc8c7c5d 
AhQs9c6d4c JdJc6s4c2s 7s6h6c5h2s AdQdTd3h2d 
9h8h7c5h2c 9h8h5c4c3d AhKs4h4c2h Kd9s8s6c5s 
Kh8d7h5c3s 8c7c5s4s2s AsKd7h7d3d AhQc9s8d3d 
Tc8d5c4s2d JcTh7s4h3d JcTc8h3h2c QhJs9s3d2d 
9d7s7d5c2c AdJhJc5c2c AhKc8s4d2c Qh8h8c6c2h 
9c8c5s4s2d AhQs7c5h2h KdQc9s5d2h 9h7h6d5s5c 
QhJd8s8d4c Jd8s8h6d2s KhTh7s3s2d JcTc7c6c4c 
KdTd7h4s3d QdJdJc6d3d 8h7s7d6h4c TdTc8s3d2c 
KcTs8h5d4d KcQhJh3h3d KcTs6h6d4h Ts9s8d7c3h 
As8c7h6d4c Kh8d7s5h3c 9d8d7s4s4d Qs6d5s4d2s 
8s7d6c5h3h QdTs9s7s4s KcTs6h2h2c KhQdJh8h2c 
KcTsTd8s3h Kc8h8d5s4c Td9h4d3h3c QsTh7s5s4s 
AdJd4s4d3c QdJh9c5d2s Qd8s5s5d3s KsJdJc5h2d 
Kd8h8c5s5d KdTh5h5d2d KdJs6c3d2c 8s7c6s6h2c 
KhKdKcQh6d KhQhTd4c2h Ac9h8h6d2d Kd8s7s5c4h 
JdTh8d4s2c Tc8s5c4h2s Qh9d8h4c3c KcTd5c4c3s 
Qh8d7c5h2c KsTd6h5c3d Jc8s7h7c3h KhJsTd6h2h 
AhKhJh7h3h 8s7s6d6c2d Tc8c7h7d5s Kh9d7s7h4c 
9c8d7d6d4h Js8h6s6c5d JhTh5h4h4d AdKh9c6s4c 
AhKs8d4h2h KhQs9h5h4h Ah8h7s7d3h KdTh5d4d3c 
AsTh8d7d2c Jd7s6h5c4c 9c8s7h5h4d Jd9h5d5c2c 
Ks6d5s4c3s Ts9s9c7h4s TsTd5d4c2c KdJh9c6d3d 
Js9d9c5h4h 7c6c5h4c2h AsQh6s5s3s QdTsTc7c3c 
TdTc9s7h3h QdTc8s8h4h QcJd5h4d3d AhKh8h6h3c 
JsTs9h5d2s KdQdJd8s2h Ts9s8s7s5c 8d7h5s4s4c 
JcTc9c6s3c KdQs8s7c2c KcJd9h9d4s Ac9c7d2d2c 
Js9c8d6h6d Jd9h7s4s3h Th8s8c7c4d 9d8c6s3s3c 
Jh8h7s7d3d Kd9h6s6d4c AsQsTh6s2s KhJh9d4s3h 
AsQc8c6d3h As9c8c7c4d AsJc9h5d3h Qh8s5c4c2h 
9d6h6d4h3c JhTc9d5s2d 9h9c8c7c5c Td8c5s4s2d 
AdTs7d3h2c 9d7s6h6c5s 9s7d7c4c3s QcTd5d4h3s 
QsTc9h5h3h Ac7d6h4c2s AhKh4h3s2c KcTd6h4h2d 
AdTd9d2s2c 6s6h5h3d2d Qh9d9c6s3h QsQh4s2s2c 
AsTh7s3c2d 8d8c7s7c3c QdJs6s2h2d Qh7h6c5d4h 
QsJh8h8d4c Td9d8c7s3h Ts8s7s7d6s KhTh9h9c4h 
8c7d6s6c2s Kh8d7c5h3s Qh6s6h5d2d KdTh8c5s4s 
KdJc9d7h2s JcTs6c5c3h JcTh8h4d2s QsTs7s6h3c 
8d7s7c5c4c AdKc5c4c3c QcTc5s2s2d JdTh8h4c2s 
QsTc6s4s4h Tc9s7s6s3d KdJd4s2s2h 7s7c6c2s2h 
JdTd7s7h3c AhTd9d3c2c JdTd6c5s3d JhThTd6h3h 
QhJh8h6h4d ThTc5c4d2d QcTc8c7d4c KsJdJc8d3h 
7s6d5h5d2h AsJd9d6c2c KhQd8h5c3s 8h8d4s4d2h 
QhQc9s3s3d QcJh9d6s4s As9c8h7c4d 9d8d7s4s3c 
TsTh9s8s5s AhKh4h3c2s JhTs8s7s2d KcQd8h7c4c 
KdTh8h5s4h Js8d7s7c3c JdTs9s4s4h JsTd8d6h3c 
Tc9s8c5c4d KcQcJc6h2s QhJcTs6h2h AsKs7s3h3d 
Td9c7c5c2d 8d7s7d5s2d Ks9d5d3h2s AcQcTc3d2c 
AsTdTc6h3c KcJdTs6h2s Jd9d7d5h2h AcTh8h7d2h 
AdKsTh3s2s KhTd5s4c2h JsJd9h5c3c Jh9s5h5c2c 
Ks6s6c5s4h JsTd4h3h2s QsTs6h4s4c AsJcTd3c2c 
AhQhTs6h2h JcTc9s4c3c 7h6d5h4s3h JcTh9s5d2s 
7h7c6c2s2h Qd9c8c4h2d As9h9c6d5h 9c7s7d5s4h 
9d8d5h4h3s 7d6h4s3h3d Ks8s7h5d3c KsJhJc8h3d 
Kh9d8d6c5d JsTc8c5d3c KdJsJh9c2c 9s8s8d4c2d 
KdJc9h7c3s 8c7d6c3d3c Tc9c6s4d2s Qs6s6d4d3d 
KcTd7d5d3s As4d3d2s2d AsTd7c6s2s JsJd5s3s3c 
Qs7s7c5d4h Kd9d8d6c4s 9c6s5s4c2d KdTh7d4d3s 
Th8c6s6d5c Jc9s6s6c2h QdTs5c2d2c AdKs9h3d2c 
ThTc9s6d2h 9d8s7h5s4s AcKh8c5c3c AsKh4h3h3d 
Qd7c6c5h2d Kc7h6s5h4h AcQd6d4s2s QcJh9c8c3s 
7h6s5h4s2h 9h9c8h6s4h Jc9d9c7c4s Kc8s5c2s2h 
AdKs9s5s4s AcKd7h6h3s JdTs8c4d2h Jh8c7s6c3s 
JsJh6d4h2d Ks9c5c3d2s KcQdQc8h3c 9h9d5s4d4c 
Kc9h8h3s3c 9d6s5d4s2d QdTs9h7s3s As8s7s5d2h 
JhTd4s2s2d AhQd9s8s2c Js9h6h5s2s JhTd8d5s2d 
AcTd9s7h2d AdTc8h7c3c AcKs4s3h2d KhJc7d6d2c 
8d6h5h5d2h Kc9d8d4c2h Qc8h5d5c3h QhJs6c5d2h 
JcTc8s8c4c AcKs9h3c2d AcJd9d6s4h 9s7s6d5s4s 
QcJh9d6h3h QcTc8h7d2s JdTs4h3h2d KcTd8h5s4h 
9h8h8c7h5s Jh9c6s5h5d AsJh8c5h3h Kd8s6c5h3d 
JcTc9d5c2s Tc9c8h7d4c Qd9s8s6h6c Ts8s8h7s5c 
KdJdJc9d2d Jd8c7s7d3s Jh8c7d6c3d 9s7s6d5h5c 
KhQsJs8d2c Kh9s9c6h3d KsJs9h6s3c 9s7d7c2s2c 
Jc9d5h5c2h Ts5h5c3s3h JdTd9s4h4d KsJs9s9c3d 
As7d5s2s2d QcJh9h3s2s QdTd9d5c2h KdQc7h4d2h 
Qd7d6h6d3h 5s4d4c3d3c JsThTd3s2c QsJh6c5d2s 
QhTc5h4s3h AcJdTh6d2s Jh8s7s7d5c AdJd8h5d3d 
KsKh8c4c3d Td8s7s7d3d QhTh5s5d4h Kc7s4h3s3c 
Kh7h7d6s2s AcJd8s7d2h KsTc7d6c3c KsTd9c5h4h 
JdTd8s3s2d Kd8c7s4s2d 8d6c5d5c2c 9d8h7d6c4d 
TsTc9s8d2s KcQc6d4h3c Js9s7d7c5s QhJs6s2h2d 
KsQs9s5c3d AsTs5c3c2s KdTh7d4d3c QhTc9c5d3c 
AdKs4d4c2d KdTs9h8c3s AcTs6d6c3c KsQd7d2s2c 
8s7h7c5h4h KsTd9h8h4h KsQh6d4s2c JcTh8s7d3d 
9d9c8d6h4d AdQsTc6c2h QhTs4h2s2c Qh9h8h8d5c 
8c7s6h6c2h KsJd9h6h6c KcTsTc3h2d QdTh4d3s2h 
AcKh9h7d2h KcTh5s4h2s AhJh5h4s2c Ts7h7c3h3c 
As9d9c6h5c Jd9c6h3h3d Kd7c5s4h4d Ah7s5h3h3d 
QsJh5c4s2d 6s5d4s3h3d KcQs8s7d2d KhQsTs3d3c 
Jd9h7c5h3s As8s4c3c2d Jh9c6h6c2d As7s4d3h3c 
JsTc9h5d2h Tc9s9c3d3c JsTs9h6s3s JdTc6h5s3s 
QsQd9h4c2d QdTd5d4s3c Th9h6d4s2d Ah5h4s4c2d 
Kd8s8d4s2c AdTh9h5h4c KhTd7d5d3c Kd9h5h3s2d 
AcJd5s5h4d Ks8h7c4c2s Td9h6h5s4h Kc8c5c4h3h 
Jc9d6c4d4c 9c8c5h4h3s AsJh7d7c4d QcTd7c4s2s 
KsJh6h5h5c Qs8c7d5s2d AcJd9h5d3d KdTc6h5s3c 
KhTdTc8c3s AhQd6d5d3c KhTs8c4s2c 9d6s6d4s3c 
QsQd9s7s4s 9s8s6s6h5c JsTh9d7c2d JhTc9s4c2d 
KdTs7d4d3c Kd6d6c5d4s KhQs8d7h4h Qd8d7c5h2c 
JcTd3d2h2c Ks9d6s6c4h AhTd9s9d2d AdJh4d2s2c 
Ah7h4s3d3c Ah9h7d4h2d Ac9c6c5s3h Kd9d8d6h4s 
Kc9d7s7c4h Kc9h9c8s5c Qc8c7s6s3c KdJsJh4c2s 
9c8h6c5d5c KhJs9c8d4s As8h8d5c4h 7h6c5d4d3d 
QdJh5d4c2s Qc9d6s4s4d Jc8h8c7h3c Jh9s9c8c5c 
AcTh7h5d2d 7h5s5d4h3d KhTd7c6c3s AhQs9c5c3d 
KcJh7s6c3c Qs9s7c5d2d JsTc6d4h4c QhTh6d4s4h 
8s8c4c3s3c AsQh8h7c2d Ad9h8s7h4c Qs6c5s4c2s 
KhJc9s7c3d Qd8d8c5c2d TsTh8h3c2s JsTh8s4c2d 
Ts9s8c7d3h JhTd5s4h2c Ks7s7d5s4h KhJc8d4c3d 
AhQsQhQd2s Kc9c8d6h2s JhTc9d6s2c AdQd9d6c4d 
JhJd6d6c3s KsTh7s4s4d KcQcTh2d2c Kh9h7h5c3s 
Jd6s5c4c3s Qc8s6s4c3c AdTs6c5s4h Qc6h6c4h3h 
KhQsTs6d2s Kd9h8h6c5h Th9c6d5s4d KcTh6d5d4d 
KhJd9h8h2c Ts9s9d3s3h KcJd9d8s3h Ad8d7d7c2s 
Tc9d7d6d3s Th9h6s4d2s Ts9s9h7d4s ThTc5h4d2d 
JsTs8h7s2c 9h9d6s6h2c Kd8h6s5c3d KhJd9s7d3c 
JdTh8h5c2h Ks8h6c5d3s KhTd8c5d4d AhKh5s2h2d 
Ah9c5h4c2h Ks8c7s5h5d Jh9h7d7c5h QcJs9h9d4c 
JsTc7h5d3h KhJc9d6s6d Jd9s7h6c4d Ks7c6c4s2c 
Ks7d7c6c3d Jd8h8c7c2h Td8h7h4d2c Kd6h5d2h2c 
Ts9h7h4c2s QhJd9s7h4h AsQc8h8d4d Ks8c5s2d2c 
Ks9d8d4s2c KhTc5d4c2d KsJd8d5h4d Kd8d7d6h2h 
9c7d7c4h3h AsTh6d2s2c Jh6s5s5h4s KdJc5s4d2h 
Tc8c6h6c5s Ks9h8h7d2d Js8s7h5s2h Jd6c5d4d3c 
9s8h6d4s3h JcTs7h5d3h AhTs8s5s3c KsQd5c4h2d 
AcQcTh6c2c AdTc8c7c2s Qs7s7d5c4h AhJc9s6d4c 
QcTc7c6d3s Ad8d7h7d2s JdTc5s4d2h Qd9s5s5c2d 
KdQhJd8d3c Js9s9c7s4d Tc9d7h5h4h AcJd9d6s2s 
AdTc9c6h4c KsJs9c6s3h KdTc9h9c5c KcTc9d8c4c 
Ks9c8c4d2s QsJsTs3s3h Qh9c5d5c2h Ac9c6c5d3h 
QhQc8s4d3h KdTs6c5c4c JcTs9h4s2d AcJd7s7h4h 
KsTs9d8s4s KhJh5d4s4h Ac8s7d7c3c Ts8d5s4d3s 
Qc6s6d4d3c KcTh8d5s4d QsTs5d2h2d AdTs9s5s4c 
Ks8s7c4s4c 6h6d5h4d2h QsTd7c6h3d KhQhJh8d2s 
QhTsTc7s3s Kd7h5s4d3c Tc9s6s5h4s AdKc4c3h3c 
JcTs8s4d2h 9d8s5d4s3h Qd9s8s4c2d Tc8d6s6c2d 
QhTh9h9d3h Ac8c7c5d2h Td9s6c5h4c QdJs8c3d3c 
QcJcTc3h3c KdQcJc8s3h Qh9h7d5s2s QdTs9h5h3h 
KcTh6s5h5d KhTh9c4h3d As9c8c6h2h JdTs8h6c3s 
KdTdTc3h2s Qc9s5c4s2d JsTdTc3h2s Ts9h6c5d4c 
JcTc8s3s2c Qc7c5h4h3c KdTd9h9d5d KsJc9s7d2h 
TsTd6d5h3c Td9c6s4c2d KsJh8h8d3d Kd9h9d5s5c 
Th9s8c6s3d AcQs6c5c3c Kh8c7s7d4h KcJh9s5h3h 
AsQcTd6c2c JdTd7c6d3h Ac8s8h5d4h JhJc9d8s3s 
QhTh8s4c3d Qc9s8h6c3d JsTs7c4s4h Ac7s7h6d2c 
KdJdTd8d2c KsQh6d6c3s 9d8s6d5d5c KdQhJh8s2c 
9s9c8s6s4h QsQh4s2s2d AhTc7c5s2s KcQd8c5h3s 
KsQh7s7h2s KhTh9h6h3s KsJh8c5h3d Kc8h7d4d2c 
QsQhJd7c2s AdTd9c3d2h AsTh9s3s2d AhQc4s2s2c 
QhTh8c6s3h AcJc5s4d2c Tc9s8c7d2h Jh8c6d6c3h 
Jc6c5c4h3h Ks8s7s6d4s 8s8d4h3s3d 7c6d4h3d3c 
QsJdJc8d3d JsTc9d5h2d KhQhJd9h3h 9c6s6d5c2s 
AsJs8h5s3s Kh8d7h6s3c QsJh9d5s2c Th8s8h4s2h 
AdJh9h6s4c 9d6c5c4d2h QsQhJd7c2h AsQh9s6s4s 
9d8s5d5c2s Kh7c5s4h4d QdJh5s5c4c 7s7d6s4d2h 
6d5d5c4h2h Kh8c7c5s4d Ad5d4h4c2s Js9h6d6c5s 
AdTs8s5s3c QhTh9d6s2h KhQc9h5h3s 8d5d5c4c2h 
Kd7d6d5d4s KdQh5s4c2h Ad5c3c2d2c JdTd5d4d4c 
JhTd5s5h3h AcQs7h7d4d Qs7c5s5c3c Ah8d6s5h2h 
Kc9c8s8c6c QdThTc7c3c JcTs6h5d3d AhQc9s4h3h 
Jh9h5s5d2d QdJs9d8d2c 9h6s5s4h2c Qd9s7c4d3c 
KdJh7c6d3d Qc7h6h5s2c Ad8s4s4d2d KhJh9s9h5h 
Jh8d7s6c4c KcTc7s3h2s KcJs8d7h2c Kc9h5s4c2s 
KcJc9c8s3h Jc7d6c5h4c Kc9h7h5c2c KsJd5h4s3s 
