AcQdJh7d3s 
KhJc7h4c2s 8s8h5d3s3h AdKsQc3h2c 8s8d6c5s4s 
ThTc9c5d2d QsJh9d5c4h AhJh5s4s2h AsQhTs3d2s 
KcTd8d4c2c TdTc5d4c3h JcTs9d5h3s QsQcTd7h3d 
KhJc4h4c2s KhKdJs8s2s 8d7d5s4c3s AhKc9h6h5h 
Th9d7s6c5c KhJhTh5h3s 9h8c7d5c3d ThTc8h6d4h 
KdQsJd9d4c AdJs6c3s2d Ac9d5c4s2s AhKc8c5d3s 
AdTc9c7h7c 8c7c5s4d3s KdJh9c7s5s 9s8h7s6s5d 
JhTs9d5c3s Kh6h6c5c2s AdQd7c5s2h JcTd8s8c4h 
7s6c5h5c3s TsTh5c4c3s Kc8h8c5s3h KhTh5s3s3d 
As7d5c3d2s KhJh9h8d2d AhKs6s5s3c KcTh6d6c2h 
KdQhJs6h6c KsTc7d7c6c Js9c7c6h3h JsTd7s3h3d 
Kd9d6c4c3h 9h8h8c4s4c Kh9d8h6c2c AdQs7d5h2c 
Qs9d5d4s3h KsTc9h6h2c JhTd7h3d3c AhQsQc6c2d 
8d8c6d2h2c QsTh7d6s4s JcTsTd9h2h Ah6d4h4c2c 
KdKc9h3s2d Ah9h7s5c3h Jh9c8s5s2h QdQcJh4s3s 
AhTh8h4d4c QsTh9s7d5s JsJd5s4h4c QhTd6d4h2d 
KsJc6h5c4d QhJdJc7s5s KdJh8h6d2h AsKd9s5s3h 
AsKs5h3s3d AdJhTc6s6c TsTh8d6s5s JhJdTs9c3c 
9s9h8d6d5c KhJh9h8c2c AcKh5c4c2s Kd6h6d5h2c 
KsTsTh4h2s 7d6h5h5d3s AcQhJs9s2s Jh9h6c5h4c 
KhQd8s6d3s AhQhTh6h6c KcTd9s6s2d QdJd9h5c3s 
Th9h9d8c6h Qc9c6d5c3d Jc7h7c6s4s AhTd9h7h3h 
TdTc8s6s2d AhQc9c8d4s QsJs8h6d2d AsKdTc6h2d 
KdJh7c6s5s As8c5d3d2s QhTc9s7d4h 7s6s6d5s4d 
KcQs7h6c3d QsQd9c7d3h As8s5c3c2h Kh9d6c5h2d 
AsQh7d7c6h JdJc8c7s2s Kd9h7h6s2d KcQd8c4d2s 
JdJc9h9d9c KsJcTd5h3h AcKh8c5d3c Qd9c7c5d3c 
AdJd9c6h2s KcJsJd9s4h KsQs7s6d4h AsTd8c6d3c 
KhJh8d6d3d QcTd9c6c3h ThTc9c8c6c KhQsJd6s6c 
AcKdTh4h3s AcQd8s5c3c JdTd5h5d3h Jh9c7s7h4c 
KsThTd6c3s AcTd9d7h7d KhTd8d6h2h QcJc7h4s3s 
9h8s6s5d2d Td9s8c3s3d QsJd9h9d5c KhJc8c7s5c 
KhTs7d3h3d Qd5h5c3d3c QhJc9d7d5s Kd9c6h5s3d 
QhTc8h4s2s QhQc7s5s4d 9s8d6s5h2d Qh9d6d5s2h 
AdTh7d6d3c Js9s9h3h3d KsJh7d5s5c AcTdTc7h2c 
JcTs6d3s3c QhTs8s7c3c Jc9c5s4s4d AhKs5h3h3c 
JsTh8s8d4c QsJd4c3s3c Jc9d8s7s5h 9h9d5s4d3h 
KdJsTh6d2c Ad7h5s3d2h KdQs8d4s2c QhTs7d6c5c 
AsTd9s7s4s 9h8d6s5h2s AhQc8s4h3d Td8s7h6s5c 
KhTs8s6c5d KcQh6s6h3s QcTh6h6c2d QdJh4s3s3d 
QdTh8h7c2c Qs9d9c7d3s Jd9d8s5s2s AcJh9h5d4s 
KdTsTd8h5d Th9h7c6s4d TsTh8s7h3h KsTc8c6d5h 
Kc9d8c5d2s KcQcTs5c3h 8s7c6h5h2s Ah9d4s3h3d 
Ac9s9c7c4d 9c8s8c5d3s AhJd5c4h2s JsTd6d4h2s 
QhTc7d7c6c JcTh9d6s3c Ts9h8d6c5c KhTs9s7d2d 
KsQsTs3h2h QcJhJd7h4s Ah8s5s5h3h Jh8h7c5s4d 
KhQd8s7c5d 8d7c6s5s2d KdTd9s6c4d QdJd9h8c5d 
Th9s9c7c2s Ah7h7d5h3c KdJh4c3d3c QhTd9h7s5h 
ThTc8h6h5s QdJhJc7h4s 9c7c6d4s4d AhQd7h5s2c 
Ad9c8c7c5s AsJd9h5c4d Qs9s9c5h2c QcTd6d5d2c 
QsTh7h4s3h Qd9c8s7h7d KcQc6h5c2h Jh9d7h6s5h 
QsJs9d5d2s QcTc7s4s3s Ad6s6d4h4d KcQc6h5h2c 
KcTs7d5s3d JsJd7d4d3s Qc9c8s7h2s KsJc6c4s2c 
QsJd7c6c3d AhKhJh4s3h JdTd9c6h4d AsQc9h4h3c 
Td8d7s6d5c JhJc9c8c6c JdTh9s9h4c KhTh9d8h5c 
Qd9h9d5c2h TsTc8d3d3c Kh9s6c5d3h AsKs5d4c2s 
Ac9c7c5s2s Jc9h8s7s5s 7h7c6s6d4h KhJc7d6s5s 
AsTc8h6d4c KcTc7h5d2d KhJhJd9h2s Qd9c8c7d2h 
QhTs9c7h3d AdQd9d6d5s AhQsJd9c2c Td9c8d5c3c 
AhQc9s7s2c KdQsJh9c3s Tc9d8s7c5h AhKc3s3c2s 
QsJcTs2h2d AcQcTd3s2c AcQh9s7d5d Ac8d8c6s3h 
AdTh9h8s3c Qs9d5h4s4h JdTc7c6c4h AcQd9h7s5s 
Th9d8d6s2s TsTc9s8s6s Kh9d6c5s3h QdTc6d6c2s 
QsQc7d5c3h KsTh7h7d2s QhTc6s5d4c QdTsTh7d4c 
9s9d8h6h5c TsTh8s6s5c AhTd9s3h2c 9c7c6h4s4h 
JcTs8s6s4d KsTd6s5h4s As9d9c7c3d KsQh9s5c4d 
QhTs7h6h5d AsJs5s5c4d Js9h8d5d2s Kh9h9c6h3c 
QcTs9s8h5s AsQcTs3h2s AsQh6s3d2d KsQc5c4h2h 
AcKcQcTc2c Ah7h7c5h3s TdTc8d6d5s QsTh9s6s3c 
JdTc7h6s4s Ad8d7d6h6c KhTc8d4d2h JhTs8c6d6c 
AdKcJc9c3c QdTh7c6d4d KdQd7h5s2s Qc9s6s6c4s 
QsQhTc8s2s KhQd5d4c2c 8h7h6h5c4s AcJh9c3s3d 
QsThTc8h5h JhJcTh4d2s Ks9d8s5d2h QsJd9h7h5c 
Jh8s7d5h4c Th8d7h6s3s 8d7d6d5c4h TsTh7c6d5c 
KcJd9s4c2s Ah8h7h6s6c AdKs8s5c3h 9c7s7d4d4c 
AdQh8s5d3d AcTs9h3c2d AhKh5h4d2s AcKdJs4s3s 
Qd9d8h5s2s QhJs9c6s5s AdQh9s6d2c KhThTc9h2d 
QcJh6h4s3s KsQsTs5c4s AcJdTd8d3d KdJd9d8c3c 
AcKd8d5s3h Tc8d8c6h3h AhTc7s5h2d KhJhTh6s6c 
Td9c7d6d5s Ah9h5s4d2s AdKs8h5c4h KhQcTsTd5s 
AsTc6s2d2c Js9c8c6d4d QhTs9d7c4h Js8d6h6d5h 
KsJh9c7d5d Ks9c8h8c5h AhTc9c8d3s QcTs6s4c2s 
QhJc9d6c2d Tc8c5d4h4d Kh9h7c5h3c 8s7s6h5c2c 
AhQh6c3c2s AdQcJs9h2h JsTh8s8c4d AcQh7s4h3s 
Ah8d6c5h2s JsJd8h2s2h QhQd4h3h3c 8d8c6s5c4c 
9d7h7d6s3h QdTh7c6c2d Jc9c8h5h2h QhQdTd7c3d 
KcQd8s8h6d AcTh6c2h2d Ts8s6h5h3c KsQsJd5h5c 
Js9h8c5c3h Jc8h7s6c5d Ts8s8h6d3d AdJsJh4h3c 
Th9c7d6s5s AdKd6d4h3s KhQs9s7s6s AsKh5d5c4d 
AcKc4d4c3s JsJc6d3d3c QhQd6d5c3d Ts8h8d7c6d 
AhJs7c5d4c JsJh8s5d4s KcQcJc6c4d Kd9s5d4c3s 
AcKs9s5s4d KhJsJd8c6c QcTd9s7c3h Kd9h9d7h2h 
JsTc8c6c4d KhTs9c6c2s AcQc8h4d3s 7s7d5s3s3d 
AcTc6h3d2h KhTs8d4d2h AcQh8d6d5d AdKcJc6s6c 
QhQcJh4h2d QsJsJh7h2h QdJcTc4s3c KsJc4s4c2d 
AdJs8h7d3d AhQh8s4d3c JdTc9d7d4s AdJs8c6c5h 
AcTc4s3h2s Qs9c8h8c4s KsTh9h4c3c AdQs9c4c3s 
QhJsTs4s3d Jc8s7d5s5d QsQh9c8d3s AhQc8d6d5d 
QdJdTh3s3c JcTs9s4h3d AsTs7s5c2c KsTh8h6c5d 
KdJc8c6h5s Jh9s8d5d2h Jd9d7h6h3h JcTh8s7h4h 
As9d7h3s2h 7s6s6d5h3h Kc8c7d6c5h Ah9d7d3h2s 
Th8c5h5d4c AsQd8c4s3h KdTs8s6c3c 8c7c6s5h2h 
JsTh7h6s2d AhTs9s8c3d 9h5h5d4s4d QdJh7s4s4d 
JdTc8d3d3c AcJd8s6s5h Ts7c6s5d3d AhKc8d7s4s 
KdQs9d3h2s As9d8d8c7h QcJd9h8s5s AcKdJs8d3d 
AcKc5c4s2d QdJdJc7c2d Ts8c7h6d5s AcQdTd7h3d 
9s8c6h5h3c QhQc5s5d3d QcTs8c4d2d Ts9s9h4h3s 
QcThTd5s3c AcQc5c4s3h KcQh7d6s5s As9h7d6s4s 
AhKs4d3c2h Qs9c8d7s7h Kd8d7h6d5c AcKhJc6c2d 
QsTs6s6d3d Jc8d7h7c4d Jh7c6s5h3s Th9s7c4h4c 
Jh9d8c7c5c AcTc6d3s2d KhQs3s2h2d Qc7h5d5c4d 
Qd5s5c3d3c AcQdTs7h3s Th7s6c5h3s QhTs4h4c3s 
QsTc8c7h2h QhJcTd4s3s KcJhTd6c2s AhQc5h5d2s 
JsJd9s7s5s KsJh8c7c6c AhQh6c3d2c KhTc9h4c2h 
QhTc8s8h5d Jc9d8s7s7h AcQcTs3c2d QhJs9c7c2h 
Jc9h8s7c5c AhQd9c7s5s Ad9c8s7s5s Td9d6h6c3h 
AcTc7d6c5c 9s9h8s7d5c KcQcTc5c4s Ts9s6d6c3d 
TdTc8d4h2c AcQh8s6s5s AcJh8s6s5d KsQd8d7h7c 
KcQc8d6s6h Ts9s8d7d2d AhTc6h4h2c AcJd7s5h4s 
KdTsTc5d3h 8c7h6d5d2c KcQh8d8c2h AcTd4h2h2c 
KcJh7h6c2h AdQs9s8c4h AdJsTs4s3c QcJc9d9c2d 
AdJs9c7c6c Kh9d6s5h2d Qs8s8c6d5h QsTc8s4d2d 
Qs9d9c8d4s QsJh8h4d2s Qd9s5s4d3h Kc9h8c5h2s 
QsJs8d6d3d Jh9d8h6c3d KcTc6s3s3d AdKc9h6s5h 
KsQdJh9d4c AcKh6s4h3d KdTd9h6s4d 7s6d5s5d3c 
AhQc7h3c2c JcTs7s6s4d QcTd8d6d5d Qd9d8c7h2c 
KcTc5d4c3d TsTh8c7h3c AsKc6d4h3c KdTs8d7d4h 
Td8h8d6c3c JhTh9d3d2d QdTd8h8d7d JcTs8h2s2c 
KsQs9h7s5c KdJd9c4c2s KcTc7c5d4s 8h7h6s5s5h 
Js8d7s7h4d KhTd7c5d3c QcJc6h4h3h QhQd8h7h4c 
QsTd9d3d2s QhJh9c7h3c Ah9d6s4h2d QhQd7d5s2s 
QcTs9c7h5c KdTd5h3h3c AcQs8s5d4s JhTh9s3s2s 
Kd9c6c4s3d TdTc5s4s3d Kh7s6s4h3s Ah9s9h7h4d 
AsKc5d4c2h AcTs7c5c4c Jc9d5s5d4c TsTd9d5h2h 
AcKh6h5h3s JhTh7h6c4d 9h8h8c5d3c KcQs6d4d2c 
AhJd7d5s4d 9h8c7c6h2s Ks9c6h5h2s Jc9s9h4c3s 
KsKhQd6d2d AhKs5d5c4c KhJs8h4s2d Js7d5s5c4d 
AhAdAc7s4s Th9h8c7s5d AdQh9s4s3h JsTd9s7s4h 
9c8h6s5c2s AsJc8s7s4s KdQh9c2h2d Kd9d9c6d3c 
QcTd9h4s3c KsQsJc4d3s QhJs9h6h2s QdJcTh2s2d 
QcJc7d4s3s AcQcTh4c3c JcTd9c4h3s Th9h9c7h6h 
KcJs7d5c3h QsJd9h6d2h Jd9d6s5d4s AcKd4s2h2c 
AhTs5h4s2h KhJdJc9c2s JcTd7s5s4s JcTd6d4h2c 
QhTs9s8d5s QdQc9s7c3h 9s7c6s4h3c Td8s7d5c4h 
Ac9d4s4c3d AhKs5s3d3c QdQc7h5d3s QcJs9h5d3c 
Js7s7c6d4d QhTs8h4c2c Kc7h5d5c3h JhTh9s9d5c 
AcJc9s6d2h Ts9h9d7s5c KdTsTd2h2c KhTs6h5c3d 
KhTh7s6h5h QdTc8s5h4c AhTd7s7d4c Qs9s9d5c2d 
Kd9s8s5s5d AhQc9d7d2c KdJh4s3h2d Js9h9c4s3h 
AcQhJh8s3h Qc8h8c6d5s JdTh7c5d4d 8c6h5d4d2h 
AdQh7s7c6h KdQsThTc5h Tc9s9c7h2s KhTd6h5h4c 
KcQsTd4h3s Qc8s6c5d2d 9d8d7h6d5d Ts8s8h6h3h 
KhQs6d3h2s AsTh7d6d5c KcTh6s6c2h QdJd8c7s5d 
Jc9d9c3h3d AcKs5c3d3c KsQs7c5s4h Qs8h6c5d4s 
9s9c8s7s6d AhJh6s5c2d 9s7h7d5s3h 9d8c6d5s2c 
AsQc8d4s3h KsQh8d7c5h KcTdTc7c5c Qh8d6d5h5d 
AdTc4d3d3c KsQdJc9h4d JhTc7h6s6h KcQdTh4s3d 
KdKcJs8s2s Ah6s6h4s3h 9s9d8d7h5c AhQhTh6s6h 
Th8s7h6d3d 8d7d5h4s3h QsTsTh7s2h Qh9s9c7s3h 
TdTc8d6h4d AdKs4c3s2c Jh9s8s6c4c Kd9c8d7s2s 
Qh9s9c8h6h KsKh8d6d3c 9s9c6c4d3d As9s7d5d2s 
AhTs4s3d2h Ad9h8s6d2c Kc8s8c7c4s AhJd8d7d6d 
Ad9d7c6h6d TsTd8h6d5d KhQcJh9h4s Td8d7h6d5s 
KhKdQc7s3s QdJc6c4s3s TsTc8s5c3c KcTc9h4h2c 
Qc9h9c7h3h QsJh7c6c3h JsThTd2s2c Ts9s8h7c5d 
AhTc7h6h3d AsKhKdKcQd AsTs4s4c3c 9d8s8h7s4h 
AdQdTd5s3d KdJh7d6c4d JcTd5c3h2d AdTh7c6c5s 
JsThTc9d4d QsJsTs8s5c Jd7c5h5d4c Th9c8c6s2s 
AsJd9c5h4d AcTd9c7c3c JsTd6c5h4d KcTc4s4h3s 
QhQc9d3h2d AhQdJd8s3d AhTs8h6h3d As9h8d7d5d 
9h9d8d5s3s Jh9c5s5c4h AcKs3s3h2h AdTc8d6d3h 
AhTd7c6c5s 8s7s6s5h4d AcTc5c4h2h Ts9s7h7c6d 
AdKd9c8s2d KsTh8h6c3c Jd7h5s5d4h JdTc7s6h4h 
KdQsTc9h5h AdKcJh6s6h QcTh9d7c3s AhKh5d4c2h 
QcJs6d4s2c 9d8h8c7h4c KsKhQs9s3s QsJs8c6d2c 
QhJsTc4d3d As7h5c4h4c 9c7h6c4s3h Td9h8c7d5s 
QdJsJd7s2d JsJc9s9d9c Qd8h8d6s5c AdTh6d4d2h 
Ts8c7s6d3d KcQs9d5s2d KdJhJc3s3h Jh9s6s6h4d 
9c8d7s6h6d QhTd6h6d2c AcKs8c5c2d AsKhQh3d2h 
Td9d9c7h2c Js7h6d5s3d JsJh6c5c2s Js8c7d5s4h 
JhTs9s9d4c JcTc9s3s2s Jc8c7h5s4d Qh5s5d3s3h 
AhJh5h5d4c AhQdJs4d2c QsJd9s8s6s AdQd9s6d4h 
AsTh5s4h2s JcTc8d6h4c TsTd5h4s3h Qh9d8d7h2s 
KcQd9c4s4d QcJs9d5h3c TsTd5s4d3c KhQs8s7s3h 
AdKsJh4h3h TsTd8h2h2d AsTd8s6s3c AsQh9d6s4s 
KhTh9s4s2h Ts9c8s6c2c 8d8c7d5s2c QsQh7d6d4c 
KdJdTd9h3d KhJc9c2s2h ThTd8c2h2c Th8h5s4s4d 
KhTs8c7s3c QdTdTc7d2c Td8h6s5d3h KdQd7s5d4h 
AsQcTc4c3h KdQdJd8c6d KsQdQc9c4c TsTc5d4c3d 
AdKh9s6c5s AhKh4c3h3d AcKsQh3d2h KcTh7s7h6h 
Qc9h9c8h4h QcJcTc9c5d AsKd8c5h4c Js9d8h5h2s 
Kc8h8c6d3h KhJs4c3s2h JdTd7c5h2c Jh8c7d6h5s 
Kh7s5h5d3s AsJc9s3h3d KsJhTc7d2s QsTd4s4c3d 
JsTd9c7h4c QcJh7d4d4c QcJsTc2h2d JhJc8c5s5c 
AdKhJc4c3c 9d8h8d4s4h Jc7c5d4s3d KdQhQc4d2d 
KcQcTc5d4c Kh6h6d4s3s Qh9d7d5h3d AhQc4d4c3d 
KdTc7d5h3s QhQcJh8d2s JsJc8s5s5d Qd9c7d7c4h 
AdJd6s4s3d JsTs7d6s6c KhTd7s7c4h Ad9d7s5h3d 
JsTsTd6s5s KcQs9s9d2d KhTs6h5d4h JhTc8d6s6d 
Kc7d6s5s2c Qc9s8c6h2h Ac7c5h3d2h AdQh7d5s2c 
AhTd8c5c4s KhTh4d4c3c AcKc4c3d2d Kd9c8d6c2c 
AcQd7h6d4s KdTd7h5c4d QsJh9c7c5d AcKh9c5c3s 
AsTh5s5h2s AdTsTd7c2d QsJs9c4s3c Qh9h9c5s2c 
KsJhTs6c2d KsJsTc3h3d KdKcQh8c2c Kh7c6s5s2h 
KcJd7d6c2d QhQd8s7h4h QdJc4d4c2s QcTh9h3h2c 
Qh9c5c4h3s Ad6c5c3c2d Th9s7c6d5d Jh9h8d6d3c 
9s8c7s5h3c AdTh9s3d2c AcQdJd8s3d JsJc8d6c2d 
Th8h7d6h5c QcTc7s6h4c AcTs8h6d5d Ad9h7d4c2c 
TdTc8c4s2d KhQd8c6d5d KdTc8c6s3s Kc9h8h5h5c 
KsJc4d3s3d Js9s8h5h2h QsJc8s8h2c Kd9c7c6h2d 
Ah9s8c5s4c Kc9d8c5h2h AhQh6d3d2s Ad8c6h5s2d 
9h7d6s4s3h Th9d8s7h5c Ad9s8d2s2d AsThTc7d4d 
KhJh9c4c2d QsJh9d4s4d QhQcJs8c3d Ad9s9h8s7s 
KsQs6h5h2s Kh8d6s5h4c QhJsJh4h3d Qs9h9d8h4s 
JcTh7d5d4d As9d5s4c2c QdJsTc8c3h KcQd7h6c3s 
Ts8d7c6h5s Jh7d5d5c4h Ah9c8d5d4c Jc9d5h4h4c 
AhKdTs4s3c Qc8h6s5d4c AhKsKhKc4d KhTh6d3d3c 
Jh9h8s6s3d AsJs9c6s6h KcTd9d5h2h KhQdJs6d6c 
KsQsJh4c3s AdTd4c3s2c KsJd6d5h4c 8s7c6s5c2h 
TsTd8s7d2d Kd9d7s6h4c Ad9s4h3s3d Kc8s7c5s2d 
AdKcTh4h3s Td8d6c5c3h Ad9h8c5c4h KdTh8h6c3c 
Js9d5c4s4c KsTd7d7c2s AsQc7h5h2c Qs8c6h5d4s 
JhTc6c4s2h TdTc7s7h5h QsJc9s9d5s As9h6c4s2h 
AhTs7h6h3c QhJs6d5h3c 7h6c5h5c3s Ac6h4s4c2s 
KhQh8c5c2c 9c8d7d5d3c As8c6s2h2c Jd9s8h7h5h 
ThTd9s7s5c KhQcTh4s3h AhQdTc7h2h KcTd7h6h4s 
QsTh7s7h3s QsQd7c5c4h 9s9h6c5s2c Tc9h9c7c6c 
Td9s7d6d5h JhTh8h6h5d QdTd8s8d7d QsTc6c5c2s 
QcTh9d4s3c Kc7h6s6h5s 6s6d4s4d3c JhTs9c8d3s 
Js9c5d5c4s As9s9c8s7s Ad9d7d5s2s KcTs6c5c4d 
KdJc6c5s4h Qs6h6d5d4s KcQs6s5d4s KdTsTd9d2h 
KhQd7d5c4s QcJs6h6c3h KsJc6s6c2h KcQh8d7s5h 
KdJd5s4s2s Ah7d7c6h3s Td8c6s5d3c AhKd4c3s2h 
JhTh9d6s4h AdJsJh9h4h AsQdJh9h2h KdQsQh9s4s 
KcJhJd5s3d Ad9s6d4s4d JdTsTc9d5d As9s7h5h2s 
KsJs8d4d3h AdJd8d6s6h Kh6d5h4s2d KdQd9s5s2s 
KcJh8c7h2c QhJc9d8s5s AsKhQd3c2d KdKc9h8s4s 
KcJd8c4d2s Jc8d7s5s5d JcThTd4s3d JhTd8d6d4s 
7d6c5d4d4c As9h7h3s2c JcTs9d7h3d KsKhQc8s2s 
9s8d7c6h6d Jd9c8d5c2c JcTd9s5h3d KcQh8h7s7d 
KhJc9h7d3s AdJc8h7c4c QhJh9h5c2c AhJsTs4s4c 
AhQcTs7d3s Ts7d6d4s3h Tc9s7h6d5d Ad8d5h3h2c 
Jh9c8h8d6s Jc9s8d5d2c AhKs9h5h5c KhTsTd5h3c 
As6s6c4c3s AsKh8h7d2c AcQh4h4d3d KsJh8h6s2s 
KdJs6s5h4c Qd9c8s7h6h KdQc9d3h2c Js8c7d7c4d 
JsTc9d8h3c Qc6s5c4h3h QsTsTd8s4h AcQsJh5d2h 
AcJs9h6d5s KdTs7h7c4d 9h8s8h4s4c AsQc9s8d2s 
Kh9d6h5c2c Qh9h6s5s5h AdQh8s8h6h AcKs8s5d3h 
Qd9s9c8d6d Qd9d8c5s2s Ks9s6h4h3d JdTsTh9d5d 
9s9d6d4c3c QcTsTc8c4d KsJh9h8h6d QsJs6h4s4h 
Qs6c5s4d3d AdQs4s4h3h Tc8h8d7s6h Kc9h8s6s6h 
Js7c5s5h4h Ad8s5s3h2d AsThTd7c4c AdQsTc7h3c 
QhJs6s4h2h AhJs7d5c4d AhJc9d7d6d JdTh8h6s6h 
KdQsJd9d4h AdJd9h6d6c Jc9c5h4s4h JcThTd4s3h 
QcTd8h8c5s AsQcJh8h3d Ks7d7c6h5s AsKcJc6h6c 
Ts9d8d7s3s Ah9s9c7c3s 8s8c7c5h2s QhTc7s6h4h 
Jh9d6c5d3c Ac9s9c3s2h JsTh9d7c4d KsJs9d4h2h 
Qs9s6c4d4c KsTdTc5s3h KsTh9h7c2c QhTc9h3h3c 
Ts8s7c6h6d JhTh7d5c2d AsTd9d6h5c 8s8h5c3s3h 
As9c7s4h2h Ks9d5d4c3s 9d7h7d6c3h 9d7s7d6d6c 
KdTh7h3h3d AdQdTh7c2d AsJd8c7s3s AhKs8h5h2d 
QsJd7h4s4h KdJs6s6d2h JhTh9s6d4h KsJc8c7s2s 
JdJc6c4d3c KhQhJc4d3h KcQsJd6s6h Qc8s6c5s2d 
Jd7c6d6c5c AhJs9s8s5s KsQhTdTc5d Ah9s9c8c7c 
AsJs5s5c4h JcTsTh9c5c Ks9h6d4h3s JsTc9d6h3s 
Td9d7h4s3s ThTd8d5h2h AhKd5h4h2s Ks9d8d5s5d 
KsJd9d2s2c KhJh8s8h4s KdTc8c6s5h JhTd7s6c4c 
Td9s8c4s4d 9d8h8d5c3h Jd9s6h5s3h QsJd9h8c5c 
Ad9c6h4d2c JsTc7c6s2h Ac7c6s6d3h Td8s8d6s3s 
KcJhJd6c3s KcQc9h7d5c 8s8d6d5d4h AdTd8s8d2c 
Kc6h6c4s3s KsTc8h7c2h Kc9c7h5c3h JsTc8d6h6d 
QdJcTc4c3s AdQs9h4s3h ThTd9d5s2s KsJsTs9h3s 
Ks9s9h7c2h JhTh4d3d3c Ts8h5s5c4h AdQs9h7h2s 
KsQs7s6c4h JdJcTc4h2s 9s9c8s7d3c KhThTc4c2h 
JhJd6h6d2c KcQdJs8d4h JdTh5d3c2h KcQcJd4s3c 
AhTsTc5h3h 9h7c6d4d3h Qc9c8s8c7h KdQs9d4s2s 
JcTd8h7d4d QsJc9h6c2h KdJd9d8h3h 8h8d6h3d3c 
JhJcTc4s2d Js9c8d7s3d QsJs8h6h3h AcKd9c6c5c 
KdJc7s7d5d KdJh8s7s6s Kh6h6c5c3h Tc9s9h7c5d 
Qs9s8d5h3h KdTc9s9h3d ThTc8s7c3s AhKdJc4c3c 
KdJs9d3h2s Kc9h8c7c4h KsTs9c8s5h Kd8c6h5d4s 
QhQd7s6s4c QdJh8c4h2d JhJd8c6c2d QhJh8d7c5h 
QhTs7s6h2d QsQhJd8h3c KdJcTs5h3h JhTs8d7s4s 
QsJh9d3s2h 8s8c6s5s4d Ah9c5d4h2d Tc8h6d5c3h 
AcJh7d6d3h As9d6c4s2d Qs9h9d8d4s QhJcTc5d2s 
Kc9s9c8c6d Ad9s9d3s2h 8s8c7s5d2c Kh9h5d4c3d 
AdQh7c4h3c Ah9c4s3s3h Jd9s8h8d3s 8h7c6h5h3c 
AdQh8h7h5h Qh9d6s5d3s KdThTd8d5c KsThTc9s3s 
Js9d8c7c5c Ad7d7c5d3s QsJsTs9h3s KdTh8h4d2d 
QcJh8c6h3c KhTs8c4c2h AhQc9d6h2s AsJc8h7s3s 
AhQh8d3c2c Qc9c8h5d2d QhJh6s5s2s 9c8s6s5h2h 
QcTs7s6c2h KsTd8d6c5h Jd9s8c7h7c Kh9d6d4c3h 
Jh9h9d6s6h 8d8c6c5c4h Jc7d6s5s3c AdTc8h5h4s 
Td9d8c7h5s KdTs8s6d2d KhJc4s4h3s AhKs8c7c4c 
ThTc8h4c2d Qd8s8d6c5h JcTs9c6c4h QhTs6d5s4c 
KdQsTh4c3s AdKc8s8h5h KsJc9h8s5s AcKs4h3d2c 
KsJd8h6s2h Qs8d6s5h3d KhQcJc8c6c AsKsQs6s3h 
Ah9h7s4d2d QhTdTc6s4s QhQc8s7c4c KhJc8h4c2s 
Jd7h5s5h4d AhJdJc4c3s Ah9h7c6s6h AsQs8d3h2h 
Js8c7s7h4c AhKs6c4s3d KdQh8h7h3d QhJd9c7c2h 
As9h8d6s2c Ks9c6s5d2d QhJhJc7c2h KcQh7d6c3s 
QdJd9s5c3h JhJc8c5d5c KcQsTc4h3c AhKc8s8d5s 
9s9d8c7s2d QsJs6h4h3h AsKs9c6d3s Jd7h5d5c4h 
AcJsJd5h3s QhQcJs8s4s JsTc9h8d2h Js8s8d4d4c 
AhJh8s6h2s 9h9d6s5d2s AdKcTc7c3c KhTh9h7c4d 
KsQsQdQcTc KhTc7d3h3d QdJcTd9d4d Kh8h8d6c3d 
AsJd8d6h5d 9c8h7c5d3h JdTd8c6s4d KsQs8d6h6c 
8d7h6d5d3h Ad8d7h4d3h Jd7s6h5h3d 9h7c6h4s3c 
AsKcJc8h3c AdJd8s4c2h Qd6h5d4c3c KdQc9s6h4d 
Qh8h8c6s5d 7h6d5h5d3c QcJsTc6d3c Qh9h9c5d2c 
KdTs9s7h2h Td7c6c4d3h AhKsJd6d6c Jh9s8h8c3s 
QsJc7d6c3d QsQh7h5d2d KdJsJc3h3c Kd9s8d6d4s 
QcJs9d7d5h 9h9d8c6c5s AhKh4s4h3c Qd9h6h5c2d 
AcJdTs6s6h KdTd7d5h4c Jc7c5s4h3s KsQdQc9c2c 
9d8d8c5h3h Js9d8h7d7c AhJc9s6d5c KsJcTd8d4d 
QcJs9d4d4c Kd9s9d7s2s Th9c8d4h4c 9c8d7c5s3d 
AdKs6c4s3h Th7s6d5h3s Ts9s8d7d2s AdQdJh3d2c 
QhQc9s5c3c QhQc9c4d2d KsKdQc8h2c 9s8h8c7c4h 
QsQh8s7s4d KhQcJd9s3c JhTs7h3s3d KdQsJc8h4s 
AcQhJh8h3s AsKhJh8h3c ThTc8h7c3c Kd6d6c4h3h 
AhJs7s5c4s 9h9c6s5c2s Jc9h5s4s4c Jc9s8h7h5h 
JhJd6d4d3h Td9d7s7c3s QsQhJs8d2c AcKsQs3h2s 
Ac9s7h4c2s JsTh9d8c2s Ac8d5d3s2c Jc7c6h6c5h 
JcTd8d6d4h KsJd7d7c6h ThTc5d4h3d Kd9s7h5h4s 
KdQh8s6s3h KdJh9c4c2d QdJsTs2h2c Kd7s5h5d3h 
