Kh9s9d8s4c 
JsJhJd9d9c Ad8s6h3s3h Jh7s5h4h3c Th5s5h4s3s 
AsKd6c4c2c 9h6h6c3d2d Kd8h5c4s2d KsQh8h6d3h 
7d6s6d3h2s Ks9s7d4h4c Ac6s6c4c2d 9h5s4s4h3h 
Ad7h7c4d2d Qc9h8d5d3d 9c7h6d5d2s Js9s4d3d2h 
QsJh4c3d2s 9s8c4s3h3c Js7c5d4c2d Qh9h5c4s4h 
Ks9c8h5h4d Ah7d6h4s2h KdQs9s8s3h KsJh9d5c2d 
9s8s6s5d2s 9c8d7s7c2h 8h7d5d4s2c Js6c4s3d3c 
QsJc6h3d3c QcTh8d3c2s Kd8s4s4d3s Th5h4s4h3s 
Qd9c7c4d2c AsQh5c4d2c Td9c4h3h2c Kc8d5h4s2c 
Kd9d5s5d4c AhTd5s3d2s 8h7d5h3d2c KhJd6d4d3s 
9d7h7d4d2h Qh5d4h4d2d KdQh6s6c3s Ah7h4c3d2s 
JdTd5d4h2d AhQd7s3d2s QhJc8h4h3s Qs9c6c4h2h 
As8h7h7d3c 9h9d5c2s2h Qs9c8d4c2d QsJs8s4c3h 
AdKd8s4d2d Kd9c8d5d2h 9c8c7c6s2h 9c7h5c3s2s 
Jd9h5s5c4h Qd7h5c2h2d Qd9s9d7d4d Qs8h5s4d3c 
Jh7d5h4s3h Qh9c5h3h2c QdTs8d3h2c Tc6s5c4c3h 
9h7s7h6h3h Kh9h6s6c3h AdQc6h4s2c 9d7h7d4s2s 
Kd9h8s5c4s 9c5d4h3d3c Tc5d5c4h2d KdTc8h3h2c 
8s6d5h3s3c KdTc4s2s2c 8h8c7d5d2s Ac9d7h4s4d 
Td7d7c6d3h Tc9c8c5h5c Td8d7s6h2d AsKh9s3d2s 
Js5c4s4c2h Kc8h6s6d4s QcTd5c3s2h Jc9c8s8c3h 
8c5s4c3s2d KdTc5h4s2c Js9d7h3s2h AcTh9d2s2d 
Kh9h8h5c2d 6h5d3c2h2d AhKh7h2s2d QcJc8h4c3s 
Kh7d6c4s3s 8c7s4s4c2d 8h5c4c2h2d 9h7d7c3s3c 
9c5h4h3s3c Qh7h6s4h3d Kd7d5d5c3h Qh6s6h3s2c 
Js9s4h4d2h Kh7c5s4d3d Th8c4c2h2d QhJs9h4h4c 
JdJc7s3s3h KsQs5h3s2d Qd6s6d3s2h Kd6s5s3h2h 
KhJc6d4s3d KcQc5d3c2h KhQc9c8c3s Jd7d5c4s4h 
QdJc7d4d3h Qh9s6h4h3d 9c5h5d4d2h Qs9h8c7h4h 
KdTs5h4c2s KhJc9s4s3d Ah9c8d7d2d Qd9s8d7d4d 
KcJh9s4d3d KsJh9c5d2c Ac8s8d5h3s Kh7h7d4d2h 
Kc9s5s4d2d Td8d5c3c2h Qc9h7h2s2c 8s7s6s4c3d 
TsTc7c3s2c AdJs7c6c3c Th8d6c4s2h 9s9d8d7d4d 
QcTs8s4s2h AdJh7s6s3s 9s7s7c4s2c Jc9s9d8h3h 
Js7d5s4c3s Td8s6d4d3c Ad7c6c4h3s KdTd8d5d5c 
Js8h8d5h3h JhTh8h8d3h QcTc8h8c3c 9d7h5c4h3h 
Jh8d5c4s2h Kh9d8h7s2h 9d6s4s3s3d Qd7s6c5h3s 
AsJh4s3d2s 9s6d5h4d3d AsKc9d3h2c Jh9s4s3d2h 
AsTs4s4d2c Kd9s9d3h3c 8h6d5h3s3c QdJd4d3h3c 
Kd8d7s7c2h AdQs9h4h3c As7s4c3h2d 7c5h4s4h2c 
Ks8s8d3d2h AhKd7s3c2d 6d5s3h2s2h AcJc6d2s2h 
8s6c5h2s2d QdTc8s4c2c KcQd7d4h4d Qd9d6d3c2c 
Qd9h8c5s3c AsTd6d5c2h AsQd8d5d2d Th9h7h4h3d 
AdQd4d2s2h AdQh9s9h9d QhTd7c4c3c Js7h5s4c3s 
JhTs8d2d2c Th7h7c5d3h Ks7s6h5s2c As9s4s4c2c 
JcTh6h5h2s AdQh5s3c2h JdTd7h3s3d 6c5h3d2h2d 
AcJd6c4c3c Kd9s8d7h2d AdQd7d5d2c KhQhTh7d2h 
QhTs7h3s2h 4h4c3h3c2d Kd9s6s5s5h Ad9s9c6c3h 
Kd9h8s6s4s Qs7c5s4s2c 7s6s5s5d4s Qs9c8d8c4h 
Jc7c5h4s4d AhTs7s5c2d Qc6h5h4d3s JsTd7c6h2d 
KhQc9s5c2c JsTc4h4d3d Ks6h4s3s2h KdTs8s6h2s 
9d7d6h3s2s 8d5s5d2h2c Td8d6s6c3h JsJh7d4c3d 
Kc9d8h5s4s Js9s8s6d4s Kc9c8c5s2d QdTs8s4s3s 
9h5s5h4s2d Ts8h5d3s2h As6d6c5h3d QdTh5d3c2s 
8s6s6d3h2d Ts5s5h4d2h KcQh3s3d2c 9s8h7s7c2d 
Ks9d4s3c2d 9d6s6d3h2h 6c5h3d2d2c AhTh6s4h3h 
Ks7s7c2d2c Qc7d6h5d3s 9d7d5h3d2h KdTs9s4c2s 
8d5s4h3d2s Ah9c6c5c4s JcTd7c6c2h QsJs4h4c3s 
Ts8c5s4d3h KhTh8d4h2c KsQd8c6s2s QdJh6c4h2s 
Qd9c8s7c4c AhTd5c3s3d Kd7d6d5c2s QdTd8c5d2d 
Js9s4d3d2c KsQc6h5d2h Qd8s5d3h2s Jd7c6s4s2d 
JdTd8d3c2h KsTd6c4c3c Kh9h7s4d4c AsKd8h4c3h 
AdQs9s6h2s Ac6c5c4c3d Jd8h7s4h2s AhTs7h3h2c 
Th9s8s4s4c QsTc8d4d3d AdJs8c6s3s 8s7h5c3c2h 
KcJc9s9c2c Jh9c4c3d2h Qh9s9c8h4h Ts7s7h4d3c 
Kc9h5h4s2s AhJd9s6s3s 9c6s6h3c2s Jc8h6c5d3c 
TsTc7h4d3h AdTc5h4c3c QsJs6s5s2d KhQh8h7d4h 
9h7h7d4c2c Tc9d9c7c2c QcTsTh3h2h Jh8h7d5h2c 
AdJd6h2s2c AsTh6h6d3c 9s8s5d5c4s Th6d5h4c3s 
KcQc7d3d2c QhTsTd7h2h AcTh8d4s2d 9h7h7c4s2s 
Ac9c7c4s3c Qc8h8c4d4c 9d6s6h5h3h 8c6c5s5c4c 
Th9s6s6d2c JsJh7s5s2d Ks7c6d4h3h Qs9h7c5h3h 
Js7d5d5c4h AsJs5d3s2c QsJh7d4h3c KsQs7c2h2c 
QhJc6d4c2s Qd8s7h4s3h 8s5d4h3s2d TdTc8h4h3s 
9s5s5h4h2c ThTc4h4d3h 7h5c4s4h2c 8s7s7c3d2c 
AsKc9h5d2d KdQdTd7c2d QdJhTh7h2h Jc7c5d4s3c 
KhQc8c5d2c KsJd9d4d3c Jd6d4h3h3c 6h5h5c2s2d 
AhTh7h5c2h Js9d8h7c2d AhQh6d5h2h Jc8d7c4d2c 
JhJc7c5c2d Ah6c4h3s3h QhTh8h4d3h AcTs8s8h8c 
Kc9h7s5h3h Qd9s9c8h3s QcJd5h4s2s As8c5h5c4c 
Jd6h5h2s2d Ks9s9h8s4d QcTc8s5c2c As9c6c5d3h 
KcQs9s5d2s Kc9h7h5d3h Kh7s4d2s2h AhQh4h2s2d 
9s9d5c2s2h QsTs8s7s2h Ah9c8c6c4c AcKh7c3s2c 
Ks9h9d5d4c Qc9h9d7d4d KhJd8c6d3s KdTd8d5d3s 
Js7h6s6h2h AcKc9h5c2c KdQs6s3h3c AdKs9c3s2h 
Jc8h7d4h2d KsTc4d2d2c Js8d4d2s2d Ts8s8c4d3s 
Td7d5s4d4c QcTh8d4h2h JcTc7d3h3c KsJc6s6h2d 
Ah9s9c6s3d Kd7s5h4c3c QcJd7s4d3h KhQc6h5h2h 
6h6d5s4s2c Kc9c8s6d2c Ks7s7d4d2s TsTd4s4c3s 
8c5d5c2s2h Js7h5h4d2d 9h6s6c5c3c Qh9s6h4h3c 
AhKc7s3c2d Th7h7c6h3d Ad9s9h5c3c Th8s5c3h2s 
KhTs9s3s3d KhTc8h4d2h 9d8d5c4s4h AdQh8s8h3h 
KsJs9s4h2c Ah5s4d3d2s QdQc8h4h3h Th9d8h3h3c 
Jh9h8h6s4h Jd7s5h5d3c KdTh8c3c2h Kc9d8c5c2h 
9c8h7s5c2c KsQc7c4d4c 9h9d8s6c2c Tc9s6s3h3d 
AcTd7s3s3h Kc8d8c3d2s AhKd9s3d2c AsQs9s5s3s 
Ah9h6d3s2c Kc6c5h3d3c 9s6d5s2s2d 8h6s6d2h2c 
Kd7c4h2d2c Ts8c5c3s2d Jc9c8d8c3h Jh9h7s3d2d 
Td9s3h3d2s AcTs5d4d3h Jc5s4c3s3c Td9c3h3d2c 
AcTh3c2s2d Qs5s5d3h2h KcQs8s5s3h Qc8s5s2s2c 
KcJc8s3s3c Ks9h9c5h4d Ac8d7h2h2d Ks8s5h3h2h 
AsJh6h4c3d 9s9c7d6h2s Kd9s8c5h4h 8c6s5s5h3d 
Ts6s4h4d2h AdJh6h5h3h Jd7c6c4d2c 7s7h6c5d2s 
8c7h5s4h3h Qc9s8s8h3d KcJh8h5d2h Qs9s5d4s4c 
Ks8s7h7c2d As9h7c4h4d JhTh9h6h2h 9d7c6c3s2s 
9c8s7h6c2c KcQh9d5h2h Tc8h6s5c2c 8d7c5c4s2h 
9h7h5s5h3c KhJs6d4d4c Td8h7d5s2c Qc8s5h3c2h 
QhJd4s4h2c Th8d6c3h2c 9h7s7c4c2h KcTd8c3s3h 
JdTd8d3s2c JsJh6d4c3c Td6c4c3d3c As9h7h6c3h 
Qh7s5d3s3d AcKh9c3c2d AsQh7h5c2h Ks8h8d5s3c 
AhKs7h3c2h AsTc5d3h3c Tc9d6c3s3c AcTd7c3c2h 
Jh6s5h3d2s QsTd7c5h2s Js7h6h4s2h Qc9h6h3c2c 
Ks8d7c6s3s 9s9d4c3s3h 9d8h8d7d2c KdQc8s5s5h 
Tc9c5c4h3c Qc8s5c4h3d AhQs4d4c3d Jc9d8c7c3c 
Jc9c4h4d2h 9c6s6h3c2h Qc5d4d3d2c Ts7h6h5h3h 
Jh9s8d6s2c KsQhTh7h2h Qc9d8h7d4d Ks9s8s5s4h 
AsTs6d6c2s Jh7c6c5c4c 9d7h6d2h2d 7h6h6c3d2c 
9d6s6d3c2c Jc9h8s7s3s Qd8c7h4c3h Kh9c7c5s5d 
Kh6c5d3c2d Ac8h5s5h4h Ts8d7s5c2h Qs9d7s3d2h 
Jh8c7d5c3c Js8d5d4h4c JcTd5h2s2c KsJc6c4c3h 
KsQc9c8c3d 6s6d4s4c2s AdQh6s6h3h AhJc8c4c3s 
JhJd8s6s2s 8c6c4d3h2d 8h7s6d6c3s JsTc4s3d2h 
Jh5s5d4h2s Ah7d5s4d3d Qh5s4d2h2d JhTs6d3d3c 
Ad8s6h3c2d QcJsJh7h2h KhJs7c5d2s Tc7s6d4d2s 
8h7c4d4c2h KhQh6h5s2h Kd6c5h3h2c Ah3h3d2s2h 
Tc6h5d5c4s As8d7c5h2d AdJd8s4d2d 8s7h4s4h3s 
KcQc9h7c2d QdJc4s4c3c Qc9d7c2s2d KsQc8h3h2c 
Ac9h8h7d2h 8h7s5d4c2s Kc9h8c5c2s 8s5s5d3s3h 
QcJs8c4c3d 8h7c5c4s2d KhJh9h4d3h Jd9s6s6h3c 
7c6c5c4d2s 9c7h5s4h3h Kh9h5h5c4d AhQc9s4s3d 
AdQc7s6h2c Js7h6h5h3d 8c7s5d4s3s AcTh6h4h3s 
Ks9c8d5d4h Ks8c7d7c4h KhJs6s4s3c QdTh8c5c2c 
8h8d7s4d3c Th9h7h4h4d AcTd5s2s2d Tc5s5c4d2s 
9s9d8c7h2h Td9d6c3h3d Tc9s9d4s2s Ad9c8h5c2s 
Ah9c8s8d2s Kh9d7d5s5c 8s6h5d5c3s Td8h5h3d2c 
Td6h4h4d2c AhQd4d3s3d Th9d5s4c3c Jd7c5d4d3h 
Tc8d8c3s3h AdQc5h3c2s AdQh8h4h3s JsJh8h6d2h 
Ks8d7d7c4h QcJd9c7h2c AsTd8h4c2h Js8s6s5s5d 
Th8h5c4s3d AhQs5c3s2d Qd7s5c2s2d Kd9h5h4c2c 
Ah8s5s4s4d Js8s7s4d2d Ac8s6c5c2c 6s6c4d3h3d 
Jh7h5d4h3c Td9h8c5c2c Ad9c8s5c2h KcJd6d4h3d 
Ts7s6s5c3s Js6s4h4d3h JdTc7d4d2s KcTd9d4s2d 
8d6s6c5h2s KcJh9c4c3c QdJs6h3s3c Ah8d7s2s2d 
QsQh8s3d2c Ks8c6c4h2h KcQd8h3h2d 6s5h3c2s2h 
QcTh7s7d3h Qh7s7d6s4s 8c7s7c5h2c QcJs9s3h3d 
AcTh5s2s2h Ah8s7c5d2s Qh3h3c2d2c Qc6s6c3s2d 
9h8h6h5s2h Qc9c5h4s4c Ks8h8c6d4d Ks9d9c6h3c 
AsKs6s4s3s Jh9d9c8s2s KcTd7d6d2h QcJs6h4s2d 
Qd7d5h5c2h 8d7h7d3c2h JdJc6s2h2c 9s6h5d5c4s 
AsQd9h7c2h 7s6d4d4c3h KdQc9h5c2c QdQc7h5s2h 
KcQs9h6s2s Qh9s9d8c3s QhJd4d4c3d As9c8c7d2c 
KhTd8d5c2s AhTc9d2s2d Td8s8d4c2h Kh8s8d7h3c 
AsTh7h5d2c Qc9d8h5h3h KhQh7c6d2h Kc7c4d3s2d 
9c6c5c4h3s KsQd6h6c3c Kh8c7s7c4c Kh9h5s5h4d 
8d7h5d3c2c KcJs6s4s3d KdTc7h4h3h QdTd7d4d3s 
Kc8s8c3h2s As9h5h5c2c AdTc5h3c2h Qs9h8c4h2c 
Js9h6s4s2h 9d7s5h5c3c 6h6c5s4s2d Qc7s5d3s3d 
KsQc9s4d2h 9d7s6h5d2c Tc7c5h4s4c Jc9c3h2s2h 
QsJh5h3c2d QdTd7d4d3h Ac8s5d4h4d Jc6s5c3d2s 
AdJd6c2s2h 8d6d5h4d3d AcKc4c3c2s KdTs8c7c3c 
Qs9h9c8d3h Js9c7s4h3d JhJc5s4s2d Qd6h6c5s4s 
QcTs9s4s2s KsTh8c6d2d Qc9d9c7c4c JsJd7s6c2h 
AhKh9h4h3d 8d5h4h4d3h Qh9d9c7c3s Ts8d5h3s2d 
As8h7c5d2h Th7s6h6c3h 9h9d4s3h3c 9h8d7s7h4h 
AcQs9s6h2s 8h7d4h4d2s QhJh8h7s3c AdJh6c5c3c 
Tc7s5c4h3c Js7h6d4s2h Qd9s4c3c2d Qs6h5c4d2s 
Qd8s8d5d3c KhTc6h3s2d 6h6c5d4d2s 9h8s5d3s2d 
AhQc9d5s2d 9c7h6s5s2d Th8c5c3h2d AhQs9h6h2h 
Js9d4s4d2d KhQh7c2d2c KsQh9h8h3c JhJd7c6h2s 
AcQd7s6h2d 9c8d7s7c4c JhJd9s6s2s 8c6d6c3s2d 
KhQd8s3s2d Qh9c7d5c3c KhTh8s4h2d KsTd7h4h3h 
9c8h7c5d2c Qd8h8c6s3d Jh8c7s5d3d AdKd9d4d3s 
QcJsJd7s2s Kh9c7h5s2h Qs8c6c3d2s Tc6d5h4s4h 
AcQd8d4d3h 7c6c5c4s2h QhTc8d4s2s QsTc8d3s2h 
Ts9h9c4d2c QcJd8s6s2h Td7s5d5c2s Jd6d4d4c3c 
Ts9c6s5s2h Qs9d8s7s3c 9s6d5h5c4s Td9d8d7d2h 
Tc8h6c4c3s 6h6c4h4d2h Qs7s6s4d3c AsKd6h4h2c 
JsJh9d4c2d KcJs9s8s4s AsQdJd7d2d Ts6s4h4c2h 
8h7d5s4d3d Kh9h6h5s2d Jc9c6c5h5c Td8h7d5c2s 
AdQs8s4c3s JhJdJc9s9h AdKd9h3d2s KhQhTh7h2c 
Jd7h6h5h3c Th6s5c4d4c Kd8d6d5c2h Jd9s8c5h2h 
Qs7c6d5c3h Kd9s7h5s3s QdTh3s2s2h Jc9h8h6h3s 
Qd9s8d7d3c QdTh8c4c3c Th6d5c3c2h 9h9d4c3s3d 
KsQd5c3s2s 6c5c3s3d2s Qc9s6s4d2d Js9s6h6d4s 
9s6c5d4h4d KhQs9c8s2s QdJd7d4h3c 8h7c5d3d2c 
Tc7c6c5d3c KhTs7h3h3d JdJc8d6h2d AsQh9c7d2c 
Ah9c7c6s3c TdTc8s4h3s Qs7h6c5d3h QhTd3s2s2d 
Jd5s4d3s3d KsQd7d6c2h AcQs7d6s2h Qs7s6d6c4s 
Kd8d6h6c2s Ac9s9h6s3d KsTh7h6d2c AcJh8s6h3h 
Th9s9d4c2s Jd9d8d6h4d Ks6h5d4d4c AcKh9s3d2h 
9s9c7c3c2s Kd7s5h5c4h KsJc8c4d3h AhJd8d4d3s 
Ac7h5s4h3h 9d9c3c2d2c QcJc6c3s2s AsQc7d6h2c 
Qc8s5s3c2s 7d6c4c3d2s Qd8d4s4h3h Ac8s6d5h3s 
Qd8s5s3d2s AhTd6c5s3c QhJs7h7c3d Js6h5s3c2h 
JcTc6h4c2d Tc9h6s5d2h TsTh5d5c2s Ad7h7d2s2d 
9h9c7s4d3d Jh9s6s6c3d 8c7s5d4s2h AsJd8h4d2c 
KsQd9s3h2c Jd5s4s4d2c Td9c8s4c3h 8d7s5h4c2s 
9s9c7d6d2h QhJc9s3d2h Qh6h5d4c2s Qs7h7c5c4c 
KdQd9h5d2d Ts7d7c4s2c QhJs4s4c3s AdQc4h3c2s 
Ks9s9d3h3c Jd8h5c4s4h AdTc8c4c2h Tc7s7c4d3h 
QdTs8h4s2s KdQh8h5h3s QcJc6c3h2h 8c7h7d3h2d 
8h6h5s4h3h Ts7s5d4d2d As7d5c4d3d 8h6c4h3d2d 
AsQh6h5h2c QdTd9d4d3d Qd6s4c3c2d 6h6c4s4c2c 
Qc6h5s5c4c Ks8d7h6s3s Jc6d5c3s2d Kd8s6h4s2h 
Jh7c6h3h3c As9h7d4d2h AsJd5s3c2s QdJs8h4d3d 
Kc8s4s4c3s Jh8d4d2h2d AdKh5c3c2s KhTh5d3s2c 
Qd7d6d4c3h Ks8d8c5s3h Ks6d5c3d2c KsQc9s4h2d 
Js9h9c8d3d KsQs8s7c4s Td8h8d4c2s Kc9c7s4h3c 
KcTc5h3d2s Th7h7d6h3c 8h6d4h4d2d QsJc9s4s4h 
8c6c5h5d3c 8s7h5d3s2h 8s7c5h3h2c 7c5s5d3d2s 
As9h8c5h2d KsQc8d6s2s 8c7h5d4h2s KcQcJd6c2c 
Kh9s7s5c3s KhTd6c4c3c QsJs8h7s2c Td9s9c5d2d 
KcQd3h2s2c QsTd8h4c2h 9s6s5s4d3h Qd8s5d2s2d 
Kd6c4d2d2c Jd9c8s6s3s KdJs6h3s2h Ks7c6h4d3d 
8d7h5c3s3d Jc9s9d8h2h As6d6c4s2s KcQh9d8h2h 
AhJc6d5c2s Tc9c7h7c3c 9h8d7h3d2s Ks9d6h5h4h 
KcTc8c5d5c AdQc7h6c2s Td9s6h5c2s AsJd6d4c3h 
Kc8c7s7d2h KsJd8s4s3h Js6d5c2s2d Kc6d5h3h2d 
Kc7s7c2s2d Jc8d5s4h4d 7s5d4c3s2d QhQd5c3c2s 
Kd9s6c5c4c KsQd9h8d2d Th9s3h3d2s QsJhJc7h2h 
Jh9s8s6s3d Jd9d6d5s5d 9s8c7h5s2s QhJd9h2s2h 
Qc9s6s4h2h QsTh3d2h2d AdKs5h3h2c Js9d5h5c4d 
Kh9h5h5c4s 8h5d4d2h2d 9d7s6s3c2c 8d7c5d3s2c 
JhJd6s4c3c JdTd8d3s2h 7d6d5s4c2d Qc9c6c5h2s 
Js8c7h4c2h 8h7s7h5c2h QhJc5c3s2d AsJd6d4h3c 
QdTs7d3s2d Td9h8d4c2s Qd8s5d4c3h Ah9d8c7c2c 
JcTh5s2d2c QhJs8h4h3c Ts7s7c6s3h TsTc8s4h3s 
9s9c3s3d2d Qc9h8s8h3d KhQc8h8d2s Qs6s6h3h2d 
AdTc8s4h2s Qh9h9c7h4h Kc8c7h3d2h Kh7c6c3h2c 
AdQh6s4c2h AcKd7h3d2s QhJh8d4c3h JsTh6h5h2d 
7c5h4s2s2h AcKs5d3d2h Jd9d9c2s2d QsJh8c6c2d 
AsQc5d3c2h 6c5s3d2s2d AsJc8d6d2h AcQc9h7c2c 
Kd9s9c8c4h 7c6h6d3d2h JcTh7c6c2d KhJd8s5c3s 
Jh9s8s6d2c 8d7c5s3s2c KcJs8d5h3d 9d9c8s6h2h 
KdJh4s4h3c AsJc5c3d3c JhTc6c4s2d AhJc9c6c4c 
Kh9s4s3h2c AcQd5s4h2s Jd8s6c2d2c 9h9c7d4s3s 
QhTh7s6h2c Jh7d6d5d5c Jc6h5h2d2c As8c6d5h3d 
Jh9h3d2s2d QdTd8d4h3d 9h9c5s2h2d Ah7s6s4c3d 
Js8s8d7h2c Qs9s7h3h2c QcTc5c4c2s KsQs9s7c2h 
KdQs9c5s2s QcTd6h5h2h 9h7d6h4h3c 8s7s7c6s3h 
8h7c5s4c3c 9h8c7d5h2h AdQc4c3s3c Qd9c4s3s2d 
Tc8d6h3c2h Qs6c4d3d2s 7h5s5h4d3c Ah9d6c5c4c 
Kc8h7c4c2h Qh7d5c2h2d Ks9s8c5d2s Ad7h6c3s2d 
Ts7s5d4s4h Jd9d7d7c3h Kc9d8s5h4d QhJd9h4s2h 
AhJd6h2s2c Kd9d7c6d2h AcQh9d4d3s Qc7h7c6c2h 
7s5c4d4c2s QhTh8h7h3c AhKc9h3s2h QhTh9h8h3h 
8h5d4h4d3h 8c7s7d3s2d AcQd7d5h2d Jd5h4h4d2s 
AdQs8s6s3s Qc9c7s3s2h Ad7h6d4c2d AcTh9h5s2h 
AcJs7h5s2s 7s6s6c3d2c QhJs4h4c2d Jh9s8d7d3d 
9d8d4s3s3h AcQh4h3s3h 9h8c5c3c2h QhTh7h4h3c 
Js6c5c3c2s KsJd8s6s2h KdQd7s2s2h Qs5h5c2h2c 
Qs6s5h4d2c 9d6s5d4h4d KhJd7s4s4c KdTc5h3s2d 
Td8c4c2s2d AcKd9c3s2c KsQh6d5c2c Ad9s9h8h2h 
AsJs8h4s2s AhQd7s6d2c Tc9s9c4c2h Qh9d7d6c3d 
8d7d5h3s3c AhQd8d6d3d Ts9d9c7c2c QcJd9c4s4c 
Jd9c8s2h2d ThTc8c4c2d KhQs8c3c2s Jh7s5h5d3c 
Ac9h5h4d2d Ks9c6s6d2h 9s7s7h4c2c AhQc9h6h2h 
QdTs9d7d2d Qd9d5s4h4d Ts9d8h5d2d KsQh6d4d3d 
Ts9s5s4h3s Qs6s6c3c2h Ac9c6h3d2s Kh9h8h5c2s 
Tc6s5h5c4d QdQc6s4h2s KdTd8d4h2c JhTc4h3d2s 
Jh7s6h6c4h Ad8s7h2s2h 8d5s4s2h2d Ts8s7h4c3d 
Ah9c7s4d4c KsJc8h6c3d Ac9s9h6h4h AsQs9h7s2s 
AhQs7s3d2d KsQd9h7c3c KcQd5s3c2c JdJc9h7h2h 
Tc8d6h5c2c QcJs7s4h4d KcTh8d4c2c Qc9s8d4d2s 
Jh7h5s4h3d Qd9s6d4d3h Kc8d5c3d2d Qc6h5d4h3s 
Qd9s9c7c4c AdQs8c5c2c As9h5h4d2d Jh5h4s4h3s 
8h7d5s3s2h 9s9c4h3s3d AsQd4h3d2c 9c8h8d3s3c 
Qh8s5h4c3d Ac7s7h4c2c KhJh9h9d2h Ks9s8s5h2d 
8h7d6s3d3c AcQh6d4d3s Qh9h6c5h2d KdQc6h5s2s 
QsJd6c5h2c Jc6s5h3s2c Th7s7h3d3c Js7d5c4h4d 
AsQc6c5c2d As5d4h3s2s Qd8c6d4s3h Tc6c4s4d2s 
Jc7s5d5c4c Tc9h6c3d3c 7h6d5d3s3d Qc9c6c3h2h 
KhJc9h4h3h Jc6c4s4c3s 9d7d5h4d3d KhQc8c5c3s 
QsJh6d6c3c KdJh7h4c3h 9s9d7s4s3h Ks7h5d4s2c 
Ts7s5h4s4c Tc8s8h4h3d KsQh9s3c2d Jd9s7h4s2h 
As9h4s3s2h Qc7c5h4s4d 9d8c4d3s3c KsQh9d8h2h 
QhTd8c4s2s QcJh6d4h2s Jd8d6h5d3s KcQd9c7c2s 
9s7s6c4s3h Js8d6c2s2c Jh9d8d6d3s KdQs3h2d2c 
Tc8s6h3c2h 9h9d8c6h2h AdJh5c4h2s Jc9c7c6c3h 
7h6c4s4c3d AcTs9s5d2s 8s8h6c4c3c QsJc6d3h3c 
Qd8s6s3h2d AhQc5s4s2d Jc5s4s3d2c AsQd6h6d3d 
Kd8s7s3c2d Ac8d6c3h3c 9h9d3h2d2c Jc8c6h5c3d 
AsKd6c4c2h 9s5s5c4c2h Kd6h5c3h2c QhTh8h8d3h 
Ac9d8s6d3h KhTc8d4h2h KcJh9s5s2s Qs9h7d6d3d 
AcTd9h5d2d JsJd6c4h3h Td8c7h7d2s Ks9s6h5d2s 
Ad9s6c5c4c 9c7c5h4c3c Tc8c7d4s3h KcJs8s5h2s 
8s8c6d4d3d Th6d5h4s3c 8s5s5h2d2c Qc5c4d4c2d 
AsQc7d6c2h 6s6h4c3d3c Tc8s7h7c2d QhJc5d4s2s 
9h7s7d3d3c QcJh5d4s2d 9d9c7d5s2d KcJh6h4h3s 
Ah7d6h4h3h AhJc9s4s3s Jd9h4d4c2c QhJh6h5h2d 
Qd7d5h4s4c KhTc8d6s2s AcJs9s2h2d QdTd6d5d2s 
Qh9d9c8s3c Js8h4s4h3h Kh8d7d3s2h 9d8h7h3d2s 
AhKd9c3s2d AsKs9c3s2d 9s8d5s3d2d AdQc9h4h3s 
QsJh9d3h3c 9d5h5d4h2c Kc6h5s3s2h Ah6s6c5d3c 
9h9c5s2d2c JhTh5d2s2c Ts6h4c3h3c Ah8d7c5s2d 
8c6c4d3h2h 9d5s4s4d3d Jh9c7h4h2c Js7c5s4h3s 
KhQs8d7s3c AdKs5c3c2h Kc7c6d5c2s Ts7c5s4h3s 
KdQc6s4s3s Jd8d6s5d3c JhTd7h4h2c TsTd6c4c3h 
Jd8s5c4h2d As9d9c8h2h Qh9h8h5s5d 9c8c5d3c2d 
QcTs7c2s2c Ts8d8c2h2c Kc9s6h5h4h 9h8d7h7c2s 
9h8d5h3h2d Ac3h3c2d2c Qc9h7s7d3c 8c7s6h6d3s 
Tc5s5c4s2d Td9c8s5c2c Qd7d6d4s3c KhJc8h4h3d 
Tc5s4c3s3h AcJs8s4s3d AhTc4d4c2d Qc9h4c3h3c 
7c5s5d3s2d Kc9h9d7s4s Qh9c6s6d4c 8c7c6c4d3s 
Kd9s4s4d3d AhJd4h3s2h Ks8s6s5d2c 9d7c5s4c3c 
Ad9c8c7h2c Kh9d8c5s4d Jd7h5s5d4d 8h6d5s4d3d 
Ts9c8h4c3d Jc8h6s2s2c Qh9s4s4h2s Jh9h8h5h4h 
Qh9s8c4c2s Ad9s7s6c3s 8c7d7c5s2c KdJd8h3h3d 
KcQs8s6h3s Qh8c7c4d3d QhJc6s6d3d Kd9h4d3c2h 
QsJd9s4s2h Qh9h9d7c2s AcQd9s9d9c Js5h4s4h2d 
QsJh9s2d2c TdTc7h6s2d Qd9s8c6h2s 9d8d5h5c4d 
KcTd5s3h2c Kh7h6h5d2s 6s6h4d3d3c Tc8c7d4h3s 
Kd7d4s3c2s QsTs6s5d2s 6s5s5d3d2s Td8h6d3h2s 
As7h4c3d2s Jh7s5c4s4d AdJc9h4h3h Jd8s6h2h2d 
QdTc8s4h2s TsTh4s4d3s 8d5c4d3c2s Kc7s6d3d2c 
AcQh9d4h3h As9d5d5c2c AdKh7d3s2d Td8h6c5d2d 
Jc5s4s4d3d KcTs7c3h3c Tc9s5h4s3s JhTh5s3c2h 
Qs8d6s5s2h Qh7d7c6c4c Ah5s4h3h2c QsTc8h4c2d 
