Jc9s8c5d3c 
AhJs9s8s3s KhTsTc6c3c KsQh7h6h3c AdTs9c5h3c 
AcKhTd3s2d Ks7h6h5h4c KcQc8s8d5c 9s9d8d5d4h 
Tc9h8d7h2s Jc7d6c5d2h Qh7c6d5s4c AcTh5c3d3c 
JdThTc6s2h Kc9h8d7c2s Ad6c5h3d2s QsQh7h6h3h 
9c8d6d5s5d QcTc5h4s2d KsJs3c2d2c KdJc5c4s3h 
Qc8s7s4c3d QhJh3s3d2s KcTh8c7c2s AcJd9h5h3h 
KhJc5s4c3d QhTc8c3s2s AdJd7d4h4d Qd6h5s4c3d 
As7h5d5c4c 9d9c5d3s3h 9s9d7d4c2s AhKd8s5c3c 
QdQc9h6h2s KdJd6h3s2h KdQd9s4s4d 9h9c6c4d2d 
9h7h7d5h4c Jd6c5s3d3c Qc8h7s6d4s QdTd5h4c2s 
Th8s6h5h5c Ah7h6s5c2h Th8d5d5c2h 8d7h5c4s4d 
As6d5h3h3d TsTd5s2s2d JcThTd4s2s Kd7d6h4s4c 
9s6c5c4d2d Ks8h7d3s3h AdQs8c5c3h Jh8h7d5s5c 
AdJs7s6c2c QdTs7h3s2d QcJdJc7c3h Ks7d6s5s5c 
As8d3s3d2h Jd7h6h5d2c KhQdTh8h2h 9h8h6h5h4s 
Ah9s6s4h2h AsQsTs3s2c Qc7d6h5s4d KsJd9d8c2h 
Ad8s5h2d2c 6s5s5d4d3d Tc9d8h7d3s AhKc6s5s2d 
Qs7h6d5s5c QcJc8c5s3d 9h9c8d7d4s 8s6s6d5s4c 
QhJd9c5s5c Js8h6c5s5d AhTd7s6d3c 7s7d5c4h3c 
Ac9d7s5d2s AhQhJh6h3h 8c6c5h2h2c Kh6h5s5h4c 
KsJh9d3h2d KhKc7h3h2s AcQd8c4s2c AhJs6s5c3d 
Tc7d5d3h3c KcQdJd6d3d KsJd9h6d4d KcJs8h6h6d 
9c7s7h6s3d KsQc5h4h4d KsQd9s5h5c Ks6d4s4c2d 
Qd8d6d5d4s QhTd5s4s4c 9c8s5s4h3h Ts8c7s4c3s 
KhQc8s4c3s 7c5h5d3s3d 8c6c5h3h2s 9s8h6d4d2h 
Js6s6c4d3c KcQhJh5h2h Ah6h6d2s2c As9s7h3s3d 
Js8s8h6s5s Tc9s5s3c2h QsJs7c6h3d AhJd8d8c3s 
Jc7d7c6c5s KsQs9d9c2h Ad7d6d5d3h Td8d5d4s2s 
Ks9c8d8c2d 6d5c4h4d3c 9h8d8c6d4d AhTd7s4s4c 
JhThTd5h2h Qs9s8c7h4d 7d6h6d5d4s JhTh7d3c2d 
7h7d6h4h2d TsTc7d4s2d AhJd9d3c2c AsTs7s4h2c 
Tc7s6s5d4s 8c7c6h3h3c Ts8c7c5c2s Qh9s6c5d4s 
KhQh5s5h4h Jd7s7h5c4s Ac7s7d6s4h KhQcTc5c2d 
QdTd9d5d3h QcJs9c5h2c JdTc9c5s2c KsQc9d6h4d 
Ks9h8h3s2d Qh9d6c5s4d KsThTc4h3d QhQc7h5d2s 
As7h7c5c3d KhJs7h6d3h Jh9c5h4d2d QsJs9d7s3c 
Kc8h6s5d4d 7h7d6h4c3s Ts6d5s4d3s KdJc7d6s3d 
ThTd7c6h3h Kc8h7s5d4d Ah9d8d6d6c KhTdTc4c3s 
9h7h6h5s3h Jh7c6c5s2h QhJh7s4c2c AdJh7h6s2s 
Th9s7h6h3h Kc9s8s3c2d 8h8c4h4c3c Qc9d5c4h2h 
Qh8h5c4h3c Js9c7s6h2h KdJs8s7h4s QcTsTh5h2d 
KhThTd7h2c Js9s7d3d3c KhQd8c4d3c AcKcJh3c2c 
QdQc9s6s2h KdQhTh8h3h Jd7c6c5d2h AhJs9c3s2c 
AdKhTs3c2s 9s7h7c6s2h Tc9d8d5d4s Ac7c6c5d3c 
Jc9s6s4d3d AhKd5c3s3c Td8c7h7d4d Jh9s9h4s2h 
Qs9h7d6s4s Th9s5s3h2d 7d6s6h5h4h 8s7h5c2s2h 
Qh7c6h5d2c Kh8d6c5s4c AhKh6h6d3h Td8s7s7h5s 
JsJh7s6d3s QhQc8h4d2s KdQh6c5d2d ThTc3d3c2d 
TsTc7d6s3s AsTd5h3s2c Jd9s8s6s6c KsQd7d5h3d 
AdTs9c5c3c Jc9d8d3c2s Jd9h7s6c3d QsJs8c3h3c 
KsQh5d4d4c 9s6h5h4c2c Kh9h8s8h5c Ts8s7c4c2c 
Ks8h6d5c4h Qd9d7c6s4d KsQs5h3d2c 9d8h6d2s2h 
KsJc5h4c3d Js8s6h4c2h ThTc9s8d2s JhTc9d6d2s 
QsQd9h6h2c JcTh8h7d2h Ks8s8d5d2s JsTd8h4h4c 
Ts7s7d6c2d Kc7d4d3h3c 7d5d4h4c3c 9c8d7c5s3h 
AcKc6s5c2c AcQcJc6c2s Jh9d6c5s4c AdKdJd3h2d 
JsTh6c3h2s Js9d5d3s2c Kh8s7s6d6c KcJdJc6h2c 
Qd8s7d5d3s JhTs7h7d3h AhQs6s6d4s Tc9c8h8c5s 
7s5h4h4c3c Td8s7d7c5d Qh8s7d5s3d AdKc9h6h4h 
Ts9d8d3h2h QcTd8d5s3h QsQc7s6d2h Kd8c6s5h4c 
JhJdJcTh9d As9h9c2h2c KdJh5h4s3c Kc6d4c3h2d 
Kh8h6d3d3c AdTh7d4d3d 6h5h5c4c3c QcTs6h5d3h 
QdTc7s7d3h Jc8h7s4h3c 8c7d6s4h4c Qh9s9h5h5c 
9s8c7h2h2c AhQcTc5c2c QhTs6h4c3h Ts9s7s5d5c 
9d7h7c6h3s Jh8d5s4s2d 8s8d4s4d3d QsJc9c8d3c 
As9h5h4s2s TsTh3s3c2c AdJh9h6s6h Qh9c7h7c2c 
Ad8h4d3h2h 9s8s7s5h3c Ad9c7s6c4h KcTd8c7s2c 
Qs8s6d5h5c QsJc9d8c2c QdTc9d5d3d Ad8s8c7h4h 
Qs8c6h5d3s QhTc9d7d3d QcTh6c3c2h KdJh9s5s3s 
Th9c8c3d2d 9c8c6h4h2h KcTh9c6d2c QhJh9d7h3s 
Qh9h6d4c2d Td7h6s6d5d Qc9c6d4s2d AdKc8s7s3s 
QsTc5c3d2d QsQh7s6d2c Jh9c5h4s2s Jd9s9d4s2d 
QhJc6h6d3s Jc8d7c5c4c As7s5h3s2h 7d6s5d5c2s 
AcKc9s6c3c 9c7c5d4d2s AcTsTd4s3h AsKc9h5d3d 
KsQd7d6d3c KcJc9h7c4c KhJh8s3c2c Jd9h8h6s6h 
AcKd5d4d2d Qc9h4d3h3c QhTc7d5c2d QdJd9s5d3d 
Th8d7s3s3d QsTc5h4s3s Th9h6h5c3d QhTh5h3d2d 
QsTd8c6h3c KcThTd6h3h AcJs6s5d3h Jc6s5h3s3c 
AsKh9c5d3c KhKc7c4c2c AhTc5c4d2d KhJd8c5c4c 
Ad9s7c6s4h KsTh7s7c3s KsTs5c4h3s KcQhJs8c2c 
Kc9c6s6h3d AsKsTs7s2s JhTh4d3d2d Ts7c6c5d4c 
Ah8s4s3s2h Js8d5s5h4c QdJh7s6d3c Jc9c6c5d2d 
KhTs5h2s2h AcKs8d5h3h 9h8d6h4d2s AhTd7d4c2c 
Qc9h6h5s4d Qh6s5h5d2d AsTc6d5d2c Ks9s5s5c3c 
KhTc9d4s3c Qd9s9d5h3d Qc9h9c5s4c Ad9s4d3c2c 
AcJs8c5c2c 9h6s6c4c3s Qc7d6d4h3h Jc9h9c8s4d 
Kc8s8h6h5d JsJc9d6h2s Kh6h5s5h4d AdKd9d4h4c 
Th9s9d5h3h Th9s5h5c2c 7s7d6h4s2d Qd9s6c5s3h 
Tc9d9c7h3c Ts9c5c3s2h 7c6s5h5c2s 9h9c8s4c3s 
KsQh8d5c4d KhTh5s4h3c Ah6c5d3h2s Kh9s9d8s6s 
KsQc9c6c3d KhJcTs6s2d Kh9s8h6d2c Js9s8c4c2h 
Qc6d5d3s2c QdTh3d3c2c Kc9h7s7d3c KdQh8h3h2d 
KsJdTd3d2h Ah8d8c7c4c KcQs9h4h2s Td9h8s7h3c 
Js9h6c5d4c Tc8h7d7c4c JhJdTh6h2s KdQh8s5c4s 
QhTh5h4s4d JhJc8h6d3s Qh8d6c5s3h Kd9s9h8h6h 
Qh8c6d5c4c KcQdTc2s2c 9s9c8h4s2c JdTh6s4h3c 
KdJh5d5c2s AcJsJhJcTd Jc6h5s4h2c KcQs9h7c4c 
QdTd9d9c4d KhTdTc4d3s Ts7s6h5h2d 6h5s4c3c2h 
7c5c4s4d3s QhQc7c6d2s AhJc9h6s2h QdJd4c3c2d 
Jd9h8s5c3d Ah8s7d6s2d Kc8s7d6h4h Ks8s7h7d5s 
Qs8d7s5s3d Qs8c6h3s3h KcQhQd8d2d QsJc9h9c4c 
AdJs4h3c2d 9d8s8d5d4h KdQh9c6s4c KhJh9h3s2s 
8h7s5c2s2h KdJs8h6s4s Qd6c5s4h3d 9s9c5h5d3h 
Ah6s4d4c2h KhJc9s9h4h KdJd6s3c2s 9h8d7c6s3h 
AsKh9d6d4d Js8h6d5s5c KdQhJs8s3c ThTc8c7s3d 
JcTs8h8d3c Qd9d8d7c5d Ac9c7d5c3c AdJd7d4s4d 
AdTs6h6c2d KsThTc6c3c TdTc7s6c3c AdJh6c5s5c 
Kc9s6d5s4h KcJhTh8h2h JcTc8d4c3s 8c6c5s3s2d 
7c6h5s5c2h Qs9s8h7c4d KhQdJs4s2s QcTh5h4s4d 
Qh8s8d7d6d QsJc9h8c2c As9s7h4s3d 9h9c5s5d3s 
Ac9s8s6s6d Kd9h4c3d3c QhTc5s4d2h QdTh7s3d2h 
Ks6c5h5d3s Ts9h6s3c2h Qs9h8d3s3h Js9c8c6h6c 
KsKd7s4s2s KdTc7s6h3s KcTc9c5s2d KdJd3c2h2c 
Jd9s9h6h4c 9c7s6s6c2c QhJs9d8c4c Qs9s9c4d2d 
AcQd7d4s3h JsTd8s5c2s 6s6c5s5d2h KsTd9h5c3h 
Jd8c5h5c2h AhKh8s8c2h Ac9d3d2s2c Ts9h6s5d3s 
Ks9s7c3s3c 6h5s4d3h2d KdTh6s5s3c JdTs9s4h2s 
KdJd9c5h2d AsKs6s6h3s QsJh7h7d4c Ad9h5h4d2d 
Td7s7c6h4c Kc8s6c4s2c AsJs5s4s4c AsKdTh4c2c 
AhQc9h6h2d Tc7s7h6s2c Qd9d9c5d4s Ts9s6h6c5s 
Qd8s7s6h6c 9s7d7c5d3h Jc8h6s6h5d As7h5d3h3d 
9s9c5c4d4c Td9h9c8d4s 8h7s6s4h2h AsQd9d6h3d 
QsQd7d6h2c KsJdTh6h2c Kd8s8h7c5c Kc9h8c4h3h 
QdJhTh7h3h Jd9d8s5h2c Kh8h6s3s3c ThTd7d5h2h 
Jh9s9h6c3d Qs6h6d5c4s Kh7c6d4s4h 9h7h7c5h4d 
KcTc6c4s4h QsTc9h5h5d QcJc8h3s2h JsTd8d4d4c 
Ts8s7d3h3d Jh9d8s5c3h Ah8s8c5h2h 8s6d5c4h3c 
QdTs9s5h2c Qh9h9d6h4c KcJc9c7h4c Ac9d7h6d4s 
AsJc6c5d3h JsTs4s4d2d 7c6h6c5c4s Qh9c6h6c2h 
Kc9d7h6c2s QhTd5s4c2h Jc8s7s7d3d 9h8d7c6c3s 
QhJh3d3c2d Tc8s6h6c4c AcJhJdJcTs Jh9c8s5c4d 
9s8s6d6c5s 9h9c6d3s3c ThTc8c3h2h Kh9h6d5s2c 
Qs9d7c5s5h AhQh9d6h4h 8s6d5c4s4h KcJc9h9d2c 
QhTs8h5h3c 8h7d5s5h2s KhQs8s5c4s Jd7s7d6d5c 
QsTc8s5s3d 9d8s7h3s3h QdJd9s5d2h Js9s7s6c4h 
Qc9h5h4h2c Jh8h6s4d2s AsQd7d6d3h 9d8h6c5d3d 
As6h5d3s2c Js7s7h6s5c Jc9h8s5d3c JhTh8h4d3c 
AhJh7h4h4c AhQhJh7d2h Kh9s7s7c5d QcJd4h4c3s 
KcQsTd8h3h 9s9h5h3s2h 9c7d7c5c4s As9d7s4h3s 
Kc7d6c5h5c Th9c8d5h4h KcQc6c5c3s KdJd7h6d3s 
QcTs9c6h2c Jc6h5s4c2h KcTd7s3c2s Jh9d8s7c4d 
Ks9s7s7c2c Tc9s8h6s2d QsQc7s5d2h 6s5h4d3s2d 
Ts9c6h4h2c Jc7c6c5d4s AdJsJc6d2d Jc8h5s5c4d 
KcQh7s5c2d KcQs7c3s2s QdTd9h5d2s Kh8s6s5c2c 
Qc8d7d4c3h KhJd8d7s4d QcTc9s9c4c Ts8d7d5d2s 
Jc9s8s3c2h 8s7s6h5s3c Qc9d9c5s3c KcTc5h4c3d 
Kh7s6c4h4d 9s8s8h5s4d KhQh5h4h3s 9c8s8d6s4s 
JsJh7c3h3d Th9c6h5s5h Tc8h7s7d4c Ts8d6c5h5d 
KdJsTd5d2d Kc6s5c4d2h Jd8d6h4c2h AhTs7d6c3c 
8c7h6s4d4c Kc5c4d3d3c Jc7c6c5h4d KsJc7h5h3d 
Qd8d7c5d3c KdTh9h8s2h AcQsQh6d2d Qc6d5s5d3s 
Ks9s7h5s3d KdJc9s2s2c Jc8s6d4d3c QhTh5d4c2s 
KsJh9d8c3h Kc9d5c3s2s Qh8c5h3d3c AhThTd6h3h 
KdJh9c3c2h 9s7h7d5h3c 9d8h6s2s2d Kh9h5c3d2d 
QsTc9c5d2h Kh9s8s6d2d Kc7h6c5d5c AhKh6s6h2d 
AdKh9s6s4s QsJsJc7s3d QhJh9d5h2c KsJhTd3c2d 
KhQc6c5c2s Ah8h7h5h3s AsKd3c2h2d 8h7s7h4c2s 
6s5h4d3h2s QdTh6c4s4c QsTd4d2s2d 8s7s6d5s3c 
KdTd6s6d4d 9s9c5s5d3s QhJh9d5h2s Jc9c8h4h2d 
Qc9s9c5d4c Qc8s8c7c5h Jd9c7d5s5d As9c8d6h6d 
Kc6h5d3s3c QsTs9s7h3s AcJd6d5h3s KhQh5h5c4h 
Th9c5c3h2d Ac7s7h6s4d KcJd8s6d4d 8s8d5d3c2s 
AsQdTs3s2s JsJhJdTs9h KsTs7c2h2c Th9d8s6h3h 
QdTs7h4d3c Tc8h6c2s2h Qs7d7c4d3s Ts9s9h8d3s 
AcKhTd4s2s QhJd6s5s3s QhTh8c5h3d Ts9s6s5d3h 
6d5h5d4h3h AsKc8d5h3h KsTd9s3c2h AhJs8s4d4c 
Ah9s8d5c4d JsTs5s4c2d KdJs9c6h4c AcJc6h5c2d 
Qh9h6c4s2c Qc8c6h5d3s AhQc3d3c2d 6s5s5h4h3h 
AsTs6h6d3s Ts9h7d5c3d Ts9h7s2h2d Qh9d7s6h4h 
AsKh5d4d2c Qc9d5c4s2s 9s8d7s6c3h Tc9c8h5d3s 
9c8c6d4c3d QdTc9h5s5h KsQhJd7s2c AcKs6d5d2h 
AcQh8c4s2c Tc9c8h4c2h Jc8h5d4d2h AhKcTs3d2s 
9s9h7h5h3h AdTs8s4h3c Jc9c7s3s3h QcTd3h3c2h 
QhTh9h5h3s 9c8s5h2h2c Js9d9c6c4h JdTd9d4d3h 
KhQsJc3s2s Kc9h7c4d2h 7c6d5s4h4c 7s7h4h4c2s 
Kc9s9h8s5d AhJs6d5s3c Th9c6h5d3h JsJh8d3h3c 
Kd8h6s5c4c Td9s8c6d3d 9c8s8h6d4c KcTh7c6c2s 
8h7s6c4h4d JhThTd3h2c JsJd4s4c3s KhQc9h7d4h 
KhQc9h4d3s QcJc8s3s3d As9c4c3d2s QsQc8s7s2d 
KcTsTh8s2d Ah9s7c6d6c Qs9s9d5s4h Ks8d6h5h2d 
Kh6h4s4c2s Td8d7h6c3s Js8d5d4s2s KhQd5c3h2s 
JhTc6s4c3d QcJc9d7c3h Kh7s4s3h3d Js9c7d5s3s 
QsJd9d8c3d Ts8c6s5s5h KsQd9s8h4s KcQc4h2h2c 
QsQh8h4d2c JdTc7d4h3d QcJs5h2s2h KcTsTh4h3d 
9h9c5h3c2h KdQs9h7d4d 9c8c7s7h5c Jc9h6h4s3s 
8s8d7c4d2c QdQc8d7h2d TsTd7c4s2c ThTc6s5h3h 
JdTc7c4s3c AcTd6s6h5h QcJc9c4h3s Ad9d5h5c2s 
Qs9c7c4s4c Jd9d7d6h4s Qd8s7s4d3c 7s6s6d2s2d 
KhTs9s9d2s KsQh7h5c3h Td9d6h3h2s AhKcJc6s2c 
AsTc6h5s2s KsQs9h4s4h Js9s8d4d2d JhTc3h3d2d 
KhJs9s9c2d AdTs9h5h3h AsKdJh6h2c QdTc6c3d2d 
Ks9h8s4c2h KsKc6h3d2h Ad9c8s6s6h Kh9c7d7c5s 
Ts9d5s5c2c 8h7d5c4s4h 9d9c8d4c2h Qh7d7c4c3h 
AsJhJd3d2c Ac7s5c3s2c As7d7c5c3h QhJc7d5h3h 
JhTc8d4s4d Js9c8d7h2s JhTsTh3h2c Qc9s8d3s3c 
6s5c4c3s2d JsTd8d7c2d AdTh8h4c3s Ts9s8d4s2d 
Ad9d8s8d4d Js9h6h6d2s 6s5c4h3c2s JdThTd3d2c 
Jc8s5d4d2s Td6c5s4d2s 7c6h4s3s3h 9d8h5h2d2c 
Ad9d7h6d4d AdQs9s6h3s Jd9s8d5h3d Kc8h8c4d3d 
Ah6c5h2s2d Ah8c7d4c3d JsJc5c4c3h JsTs7d3c2d 
Qs7h7d4s3d AcJs8h6h4h 9h9d5c3s3h Jc8d7c4h3d 
Tc8c7s5s2s Ts6d5h4s2h Jh9c7d6s3h Ah8d7s6d2s 
KdQdTs3h2d Qc6s5s5h3h KsTh8s7s2d 9c8h6s5c3d 
AhTc6s6d5d Tc8h6c2h2d AcTd6d5d4h Ks8h8d2s2h 
KdTd8d6d4d Kh9s8h8c5h KsJs8c3h2h Qc9d7s3d3c 
Tc7s7h5h4h AhKh7s7h3h Jc9s9c6h3d Th9d8s5d4d 
Qh7s7d4h3s Td9h4h4d3d Js8c7d5s5h QdTc6d4h3d 
Qs6h6c5d5c Th7h7d6c2d Ts7s7d6h2d Ks8s7c4h2h 
AdJs6h5h5c Kh8s7s3h3d KhQsJc8s3d KcQh8h3h2c 
Ac8h5d2s2c 8c7h6s6d4c Qc8s8h7h6h Th7h6s6d5c 
Qd8h5d5c2c Qc9h7h7c2d KdTc9d6s2d Qs8c6h6d5h 
QhTc4s3h2s Td9c6d3h2c Qc9d7d7c2d AdJs6d4h3d 
7d6h6d5d4c QsTd6d3s2s Js8h7s7h3h AsTs7h5s2c 
Qh9h7d6c4h Ks9h8d6s2c JsJd6c3s3h QcTs7h7c3d 
Th8c6h6d4h JcTd5s5h3h Qd9c7s7d2s JsTd5h5c3h 
AhJd6h3s3c 9h9c5h4h2c Qc8c6s5h5d TsTh3h3c2c 
Jc9d7c6s2s Kc9c8s3s3h KsQsJd4s2s Kd8h8d4s3s 
Tc8c7h6s3d KdQd6d5d3c Kc9c6d5h2s 6s5h5d4h2d 
Qc7s6c5d2s Ah8s3s3h2d 7s6h5h5c4d AhJs9s6s6c 
QhJh8d3s3d Kh9s9d8d5c 7s6h5d4s4c QdTh8d5d3s 
Kh8d7d6s4d Ad8c7c6s6c Ks9d7h7c3s KcQsJh6c2c 
9h9d5d4d2h 7s6d6c5d4d Qc9d6d5h4s KsQc5h3s2d 
9s8d6c4s2c JsJc7h7c3c KsKdKcQs4d KhTc7h6h2s 
Ts9h8c6d3h KhQs8h5c2d 9d9c6c4s2s 7h6s5h4h3h 
Th9s7h2s2c Jc8h7s5d5c 7h5d4s3s3h Jd9s7d6d2s 
Td9h9d5c3d QdJd7c6s3h KcTd6d5s5d 9c8d6c4d2h 
Qc8h5c3s3h QdTs5c4d2h AdKc9s6s4s JsTs5s3d2d 
TsTc8c7h3d Qc9h9c8s4d QdTd6s2s2h KdJdTd2s2d 
AhTh7h6d2s Jh8d7c4d3h Th9c8s6d3c AdTh7s4s4c 
Ac9d5s4h2c KdTdTc7d2h QsTs9c4s4h Qs6d5d5c3c 
QcTs9c3h2d AdJs9s7s3s 9s9h8c7h4d Jh9s8d7h4h 
6h5d4s3d2h As8d6c2s2h 6c5h5d3s3d KcTd7h5c2s 
QsJc9h6d2s Js8d7s5c3h QcJd5h2h2d QsTs5s4d4c 
Kc9c8s5d3h KcJd6h6c3s JsJc6d5d3h Jd7d7c4h3h 
Kc8h7h6s4h AcQh7h4s3d JsJd7c3h3d 8d6d5h3h2s 
KcQsJd8s3h JhTs6c3s2h Qs7h7d4s3h QhTd7s4h3c 
8h7h6s3s3h Jh7h6s5s2c TsTd8c6d2h KcQhTc7c2s 
Kc6d5s5c4c AdKs9h5c3c Td9h9d7c3d QhTc9c7d2s 
AhKsTd3c2d Th8d6h3s3d JhJc6s3h3d AcTd7h6s3s 
9h8c7h6s3d Ks8d7d6h4d QsJs9s4h3d Tc9c6c5s3d 
Ad9c8c6s6c Th9d8d5d4c 6h6c5c3s3d Kh8d6s5h2c 
Ad6s6d4d3c KdJd9s5c2d Qc5d5c4d2s Jd7c6d5c2h 
QhJh9s7h3c Ah7h5c3d2s 9d8d6c4d3c Ah8c5s2h2d 
Ks9s8s8h5d 9h7c5h5c2s 9d8c6s4d2s AsTh9d5c3d 
9s8c6s2d2c KsQdJh6s2s Kc9s6c3h2s Kh9h7h7d2d 
Kh9h8s3s3c Jh7h7d4s3s AhTd7s6c3c Th9h6h5d3s 
Qh8c7c6h2h AsKs9c6s3s KcTs7d5c2h AdTd9d4h3d 
Ah9c8s6s6d KdTc7h5s2d 9h8c6s5h3d KcJh9d9c4c 
KhKc8h3d2h 8d7d6h3h3d Js7d6d5s2h As9s7c4s3d 
QdTs5s4s4h KhJh8s8h4c QcTd5s4s4h AcThTd4d3s 
AcTd5h3c2s Kd8d8c4h3h Qh6c5h5d2d Qc8h7h4c3s 
Kh9c6s3h2c Jc9s9d7h3c 7c5s5c4c3s KdQdTd3s3h 
Ad9s8h5c4h AcKs9h6h4h KhTc8s4h2d KcJc9c5d3c 
Qh7c6c4d3d Ks9s8s8h5c 6d5c4h3c2d Qc8d5c3s3d 
Ah8c5h3h2c 9s7h5s5h2d JdTc3h3d2h Qd8h7s5d4d 
Tc9s6c5d5c KsKc8d4d2h Jc6d5h4c2d Ts6d5c4s2c 
Kd9s8c7h3d Th9d8s6d2c Td9c5h4h2c 6h5d4s3h2d 
Th9h9c5h3s AhQd9d6c3d KcQd8s4d3s As6s6d4s3c 
Kc9s6s6h5s Th9s8c6d3c Jh6h6c5c3h JcTh8h7h3h 
AsKd9c5h3c 8d7h6d2h2c Ac9h5s4c2d JsTd9s8s4s 
AsKs9s4h4d JsJd5s4s3h KhQs9h4d3c AhQd9h6h2s 
Qd9d9c5s4d 9h9c8s4c2h AsQs9h6s4s QsTs7s5c2c 
AdQs8c6h2s Ks7d7c5h5d QhJdTd6d2s QsTh4h2s2h 
QdJs6d6c3h JhJd6s3h3c Qh9c7c6h2h Ts7d6s3d3c 
KhQs9c4c2s Qs9c7h6s4s Jd8s5h5d4c KcQs8h8c4d 
Tc8d7s4d2c KdTc7h6s3h AsQh8d7c2h Th9s6h5h5c 
KdJc9s9c2h Ac8d5s2h2c Kc9d6s5c3c Ah9h5d5c2s 
Jh9h9c8s4d Kd8d8c5c2d JsJh9c6d2h QdTh7s7d3c 
KcQd7h5c2s 8d6d6c5d4s Tc7s5s3h3c QcJs7s7h4d 
KhTh8d5h5c KcJc9c7d4c Ts9d6h4s2h Ts9c6s3h2c 
JhTdTc7s2c Qs8c7s7d3c Qs8h8c4c3s Th9c6h5s5d 
Ah9s8c5d4c Td9s7s5h3s Ac9h4h3s2c AhJs4h4d3h 
AsJh4s4c3s Ts8d7c3d3c Js7h7c5d4c KdJh9c3h2c 
QcTh9c3d2s Qs9h8c5h4d Qs8d7d4s3c AcJh6c4s3c 
9d8c7s5s5h Tc6c5d4c3d Js8s6h4d2h KcQh6s5h2d 
KsThTc8s2s KhQs7s5c3s Jd9d7s7h2h Kh8s6c5c2s 
KcJc9d5s2c Qc9h7d6c4c QhTh5h3c2c KhTh6h4s4d 
Js9s6s6h5d KhJh9s9d2h KdQc7c5c4c 9d8c6h5s3s 
KsTsTh6s2c 9d7d7c5d2c ThTc8h6h2s Qc9h9c5s3c 
JcTd9s3c2h JsTs5s5h3c Qs8s7d5s3d Jd9s6s5c4h 
9s9c8s4c2d KsQd5h3s2c Qs9d7d4s3d Js8h5h5c2c 
Tc9d6h5h4h Qs8s8h4d3h QcJhTd7s2h Jd8d6c4h2c 
Th8s6h3s3c Jh7d5c3h3d QcTc5d4h2s Jc6d5s4d2c 
Qs8h7s7c3c Kd8s8c2d2c Ah9c7h4d3h QhJdTd4d2d 
KcQs8h4s3h 8c7h5s4d4c KdQcTc4c2h Qc9s8h6d3c 
KcQd9h4h2d KcQcTc6c3c Ts8h6s3h3d Qs6c5s4c2c 
9h7d7c6d3s 8s8d5s3h2d AsTh9d6c3c As9s7d5s3s 
KcJd9s9d2h Jc8h8c4h3h AhTs9d6c3c AcKc9c6s3c 
JhJc4s4h3h QsJcTc7c3c JsJh7h7d3h Qc6s6h5d4c 
Qs8s7h4s4h KdJc7d5s2h QsJd9c6h2s Js8c5s5d4h 
KsQd6s4s4h 6c5s5h4s2h Qh9c7c4h3c As8d8c7c4c 
Qs8c6c5c4h Th9s9h4d2c KsQh9c4c2h QhTc9c5s2d 
9s9d5h3s3c AhQsTs3s2d AhQs4d4c3s 6s5h4h3s2c 
7h6h6d5h4s AcJh8s6s4s AcJs4h3d2c KcThTd4d3s 
Jd7s6s5h4s KhJh8h8c4s Qc6h5d4s3c QhTc6h4d3h 
AcQc9s6c4c KhThTc6h2d KcJh5d4h3s KdQcJh4h2h 
QhTs8h3s2h AhQsJd7c2d Qh9c7s3h3c KdQc8d5s2h 
QdJd9c6d4d TsTc6d5c3c AhKs6d5d2c Jd8c6s6d3c 
Jd9h6h5c4s Kd7d6c4s4h JcTs9s7d2s Kh7s6h5h5c 
KsQh8c4h2c AsJh6s4c3s Qh9c6c5s4d Ac7c5c4s4c 
KsQh8s8c4d KhQs8s7s5s QhJh9h4s3d Js7s7h6h3s 
8s8d4s4d3s Jh7s6d6c5h 7d7c6c2d2c QcTd9d5s2h 
Kc9c5h3h3c QcTh6s4s4d Qs9s7d6c4s AcQh9s4h4d 
6h6d5d3s3c AcQc5c4c3s AcJs8h5h3d KcJh5h4s3d 
JcTd9s5s2s Jd8s5s5c2c QdTh4s3d2s KhQdJs8d3c 
AcKc6d5c2c AhJc8c4s4d QsTc9s3d2h JdTsTh6c2h 
9c8h5d4d2c 8h7c5h5d2d Jc7s7h5d4h KcQc7h7c4s 
JhJdTh6h2c Js7s7h4d3d Ah9s8s6s6d Th9h9c8s3h 
KsJs3h2h2d KsJd9d9c2h Jd9h4h4c3d JhTc7c4d3c 
JhTh9h3s3d Jd7s7d4c3c Jc9c6s6c5d Kc9h9d8d6d 
Qd9c6d4h2h 9s9c7s4h2c AhTd6c5h2h KsJc9s4h2d 
KsTc9d4h3c QsJs9s9c2d Qd8c7s7d3s Js7d6d5h2s 
Th9c8d6s3c AhQc9h6h2s KsQd9s7h4s Kc8h8d6h5s 
Jc9h8s5h4d 9c8s8c5c4h Td8d7h3h3c Qd8c7s5c3s 
QdTc7s5c2s AdJc9d6s2d 8s6s6c4c3c KhQdJc3d2d 
QsTd3s3c2c Jd9h7d6s2s Tc9s6c4h3d KsQs8s6s4c 
Js9s6s6c5h AsTc6h6d5h 9s8s5c4d2d AhKhJh8h3h 
JdTh9h3s3h Th8d6s4d2s Qs9d8s4s3d AdQc7s5s3h 
Qc6d5h5d3h KhJc9s6d4s Th9c7c5s3c ThTd6s5h3h 
KsTs6s4h4c Qd9d8c7s4h Qh8s6s5s4d AdQh8s5s3c 
