8h7h7d4c3s 
8h7d5h3h3c AcJs9h2h2d KhJd7s4c3s 7c6s6h4c2d 
QdJc8s6c2c Kc9d8h8d4s Qs8h7s5d2c Ad9c8h5h2s 
Kc7d6h6d3s QhJs8h7c2h Qh7h5c3d2d AhTc9d4c2c 
Js7c5h2s2h JsTs4s4c2h KhTc6c4c3c Ac8d6h5d3s 
KhTc8h3d2s AdJs8h6s2s Kd9h6s6c4s 9c7s6d5s2s 
JhTs6c4d2d As7d5c3s2s Kh9c5d4c2d KsTh8s5s2s 
Jh9c8d6s2d TsTc4d3s2d QsQh8c3s2d KdTc7s6h2h 
Qh6s5h4d2c Qc8h6c4d4c Kh8h8c6d2h 9s8h6d6c3s 
Ts9h9c3h2d JdTh8h3h2s Th5c4h4d2d AsQs8c3s2h 
9h8s8h7h4h Ts8h6s5s3s JdTc8c2s2c Th8d7h6h2c 
Ts8h7d5s2c 9d9c4h4c3s AsJs9s6s2d QdTc5s4h2s 
6c5s5c4d2h Qs9d8s4h3c AsQc9c4h2d JdTd6d3h3c 
Ks9s9d3d2s Kc8s4c2s2h 8s8h6d4c2d QdJh6h4h3h 
KdQh9d8d4d AhKd6s4c2s QdTs8s4c2s JhTc6h4h2s 
Ah9d8c4s4d Jc8h4c2h2d Jh8s7d5c3d As9s7h4c2s 
KsTc9h3d2h AdTd5c3d2h KsJd7c4h3h Ah4s3d3c2h 
QsJc9h4s2s Ts8d7c5d3d Qd5c4d3d2c KdTh5s4h2c 
9c7c5s5c4c Kd9d9c7d2s Th9d8d3d3c AdJc8c3s3h 
Kh8d6h2h2d 9s6h5c3h3d KcQd8h6h2s Ah7d7c6d3d 
JhJd7s3h2s Ac8h6h5h3d JsJc8s4h2s Qh7s7c6d3h 
9h9c7d6d2d KsQsQhQc8c 9d8c7d4s4h 8c7s7h5h2h 
Th9d7d7c2s AsQd8s3h2s AcQh8s4d3d Tc5h5d4c2h 
6d5h5c2s2d 9s7c5c3h3c Qh8s8d7c4d KcQsJc8c2c 
Qs9d8c5h2d Ts8h8d4c3d KdTh8s4s4c 6c5h4h3d2s 
Ac8s7s6h3s 9s8d6s4c3h KcJc9h4d4c Jc7c4s3s3h 
9c7h6s5h2h Qh8s8d4d2s JsJd8s4h2s 6h5c4c3s2d 
QsQc7h7d2h Js9s5s3d3c TdTc9s3s2h Qs6d5h4c3c 
Td8c6h3c2h Jh4h4d2h2d QcTs7h2s2h Th9c8s4h2h 
Qh8h8c6h3d Th7h5d5c3s Td9s7c6s2s JcTsThTc8h 
KcQh7h3d2d KhQh6h6c2d Jc7c6s4h4d Td8h8c6c2c 
KhTh5h3d3c Kc9h5d5c3c QcTh5s5c2c QsQc6d4d2d 
Kc7s7c5d2h Ac8h6s5h3d 9d7s6h3h2s Tc8h7c3d2h 
Qc9s9h5d2h Qh7h6s6h4h Td7c6s6h3h Qc9h9c6s2c 
Qh9s7h3s2s Qd9s7c2d2c Jh7h6d6c2c KhTc7d6s2s 
KhQc8s5d3s Kc9h7s6c2c QcTh7d6s2h 6s5h4s3d3c 
AsTh7d7c2c Th8s6h4d3h QsQd3s3d3c Qc8c6s4h4c 
As6s5s2h2d Qc7c5d3s2s Tc6d6c3s2d KcJh8d8c2c 
QsJc8s6s3s QsJc6c4h2c Kc6s3h2s2c QsTc7d5s2s 
AhKc6c4c2c Qh9h6d4h3s Js8s6s5d2c Qd9c4s2d2c 
Th5c4s4c2h Ts9d8h4s3s KhTd6d4d3d Jd9s7d5d2c 
9h8h4c3h3c 8s5s5d3c2d KhQd9s5c2c AsTc9h4d2d 
Qh9h8s7c2h Ac9d7c4c2s 7c6c5s4c2h JdTc6c4c3c 
Ks9c8s3s2c Qc6d5h5c2s AcQd8s4d2d Js6s6h4c2c 
AhQs9c7d2d Ks9h8h5h4d Ks7c6d4c2d Tc9h7d6h2h 
AhQd9s7c2c Jd7d5c2h2c AdKs6h4c2h Jh9c5h3h3d 
As6c3s3d2h AhTc9d3c2s Js9s7h4s4c Kd4s4c2h2d 
KsQc9c4d3c Js9s9c4d3s Qh8h8d7c2s KhJd8s5s3s 
Td8h8c4s3c Js7s5h2h2c 9h8s6h6c2d Td5d4s4c3s 
7h7d6h5h2c QdJh8s7s3c Kd9c4h2d2c Jd9d9c7d2s 
KhKdKc9h3d 9s9c8s4d3h AdJs9s7s2s Td9h8h3s3h 
8d7s7c5s2s Qd9c7h3c2d QhTs7d6c2s AcJh8s6d2d 
8c7s5h4d2c Qc8d6s5d3h Js8d6c5c2h 8c7s7h5d2d 
5s5h3s2s2h QsQd6c3s2s Ks4s3h3c2h 9s7c5s3s2c 
Jh5s5c3h3d QhTd9d3s2d Jd7h7c4s4c AdJd6d6c2h 
Jc9d7c5c2h Td8h6d4s3d Js7d5d2s2h 7d7c6c3d2c 
7c6h5d4h2h Js9h7s5s2c KdJh6s4d2d Jd8s8h5c2s 
Kd8s7d6d2h Js8h7s4d4c QhJc5s3s2d AdJc9h2s2h 
AsKs4h3s2s Ah8s7s5c2s Td6h6d3c2h QdJd8c4h4d 
Qc9c7s3s2s KsTh8s3d2c TsTd4c2h2d Kh5c4s4d2h 
AdJsJhJd5s 6h5s4h3d3c KhKdKcQhJh 6s5c4d4c3h 
8c7d5s3d2s Qc8s6s5h2d Qs6c5h4d3d Qd9h9c4s4d 
Kh9s9h7h2d Kc6s3d2d2c Kc8h8c6c2d KhJs7s7d3s 
AsKh6d4c2d Qd9h9c5s2h KhTd8d4c2s Qc8d7c5s2h 
QsQh9d4c2c Qd9c8s6c3c 8h7d6d3s3c Qd9s8d8c4d 
Td5h4s4d2s Jh9d7d5c2s 8d6d5h5c2s Kc8s6c4h3c 
Qh9c8s6c3c Kh8h8d5h3s TdTc6c4h2s Ks5d4h4c2s 
Kd5s4h4c2d Jc6h5h3d2d QsTh7d2h2d KdQh9c2s2d 
KsJd6h4h3h Kd7c6s4s2c 8c7d6c3d2h Jd9s9c5d2d 
Kh8d4c2h2c Ks8s8d6s3c Qd9h5c3c2h Ac8d6d5d3h 
KcQs8c4h2d KdQc4s4h3h Ks9s6h6d2c KcJc6c4s3c 
Qs9s7c4d2c Qd8s4s4d2s TsTh4d3h2d KdQd8c7d3s 
Ad9s8h6c2h Jd7c5h3c2d Ac7s7d6d3d Td9h5s4c2d 
Ks5s4d3c2h 9c8h5h5d3s Ts5d4h4d2s Ts9d8c4s2s 
Ts6s5h4d4c 7c6s4d3s3h QcTc8c4c3h Qs6h6d5d4d 
7s7h6s3h2s KcTs5s4h2d Td6s6h5c4c Qc9s7h3s3h 
Kd8h6d2h2d Qc9c8s8d4c JcTh6c3d3c KsTs7c3s3d 
Qc9h8h7s2d 7h7d6s5c2c Ah5h4s3h2d QhJd8s4d3d 
Kh7s6c4d3s Ts8d7s6s2c AsKd9d4d3d JcTc5c3s2h 
QcJs8c6c3c Kc7h6s4d3h Tc7h7c3h2s 9d8s8c6d2d 
Jd9h4d3h2h Ah8d8c5d2s Qs9c4d2s2c 8s8c4s4h3d 
As8s6d5s2s Ad9s7s4h4c Js8c6c5c2d Qs6h6c5h4h 
7s6c5h4c2c Qc9d8s5h2d 8c7s7c2h2d Qs8d8c7c4c 
KhTc7s3h2d Qd8c6h4s2d AsTd9h3c2h KhQc9c7d2c 
9s9h7d5h2h Qh8d8c6s3c QhJd9s3d2c KhTh6d2s2c 
KsQd9d7h2d Jh9c8s6d2s 9d8c6s6d2h AcTh4s2s2h 
Ac9d6h5s3s Tc8d7c6c2h AcQh6s5d2s Jc8d6c4s4c 
Jd9c6d5h2d KsKhKdTh8c 8d7d4h4c2h QcJs7s4d3s 
Jd9c6d5s2d 8c7h6d3s3c QhQd6s3d2d Th7h7d3d2s 
Kd9h7c6d2d 6h5d3d2s2h 8s6s5s5c3h Jc8c7c6h3s 
AcJs8d6s2s Jc9s9d7h2s JsTs4s3s3h 8h6d6c4d3s 
Td7s7d5d3c Td8c7c4s3h Qs8s7s5d5c Th8s6d5c2c 
QsJd9h7s2s Kh8h6c3c2c Ts9d7c6d2d Th8c7h3s2c 
QhTd6d6c2s QcJh8d3s3c Th9c4c3h2h Qd9s8s5c3s 
Qc8c6h4d4c As7s5s3s3c Ks8h8d3h2s Jc8h7h4s4d 
Ac5c4h3d2c Qs8d8c7d4d KsJs9s7c2s KsJh8d7h2h 
Jc7s7c4d2d TsTc8c4h2c KsKdKc9c3s Td8h6s6d3d 
Th9h4c3h2c Td8h6h5h2c Kc9d6c4s4c Jd9h5h5c3h 
JhJd8d4d3d 9s9h8c7d2c Jc7s5h5d4s 9c7h6c3c2h 
Kh9c4c3d2h Jc9d6c4s4h Tc8s5s4s3h Td8c6s4c3c 
JsTh6h6c2d Ts8h7s6s2c Ad8d6c5d2d Tc9s8d4c3c 
Js9c8c6c2d Ks8s8h6s3d Jd9d5s4h2c 7h7c6d3d2c 
KsJh6c4s2s AhJd8c6s2s Js7s7d6s2d AsQs8s4h2s 
QdQc7c4c3c Js8s7s5s5d JhTh7s6c2h Jd5h5d4s2s 
Ts8d7c6h2h JsTd5h5c2h Ad7d5c2h2d Qc8c7h5s2d 
Kc9d7c4s3c QsTh8c3d2s 6c5s4s3h3d AcJh7s5s2d 
QhTd5h5c2h Kh7h4s2s2c JdTd8d4d3d 8c6h4c3h2d 
Qh6d6c5d4d Th9c5s5c3c 8c6s4c3s2h Ac8d5h2h2d 
QdTs8d3h3c KhJd7c6h2h 9s7h7d3h2d Qd8h8c6s3h 
8s8h7c5s2s Kd9s8h8d3d Ah9c8c6s2d Ks9d5s4h3s 
6c5d4c3s3h Jd9c3s2d2c Td8s5h4c2d Qc8h5d4c2s 
AdQd9d6d3d QsTh6s3c2d KsJs9h4s2d KsQsTs8s2s 
KhTc6h6d2h QdJh8c7c3s 9h7d6s3s2d KsQh7d4c3c 
Qc7d6c4h4c Jc8d4c2s2d JsTh8s3s2d JcTs7s6s2h 
KcQh9c7s2c Ks7s7d4s3c Tc9s6d6c2h 8d7c5h4h2s 
8d7h7d4d3c As8d4s3s2d Tc7s7h2s2h Jh7h7c6h2c 
KcQh9s7s3s Ac9d8s5s2h Jh5d4h3s2s Kd7d6d4d4c 
KdQh9s5c2c Qh9d6c5d2s KsJd7h5h2c QsQh9c4d2d 
9s8c7h4h4d QhQc6d3c2c Kc5c4h3s2d JhTh8c3s2h 
QdJs6s4s3s Kd9d5s4h2c Qc8d6c3h2d KhTd9c5c2c 
6c5c3h3c2h QhTh8h4s4h AhTd5d4s3d 9s7c6d3d2c 
ThTd9d7d2d Qh9h5s3h3c 8s8c7h4d3d AdJh9h6h3h 
Js5h5d3s3c 7s6h6c4s2d Tc9c7c3s3d KhTs7s5c2d 
AdQd8h3d2s Qd8h6d4d4c AcQd8d3s3h QhJd8s6c2s 
As9d7d4h4c KdQh7s4d2c 9s7d6c3c2d Tc5s5d4c2d 
9d7d6c3s3d Th5h4s4c3s JsTs7h4c2s Js8s4h2h2c 
Kc6h5s5d4h Td8h5s4c2d 8s8c7c3h2s Ah6c3h3d2s 
8s6h4s3h2d Qh8c6h3s2c JcTd6c4c2s Kh8h7d4s4h 
Jh9d9c7s2c AcQd9h7s2s QdTs8s4h2s Tc7h7c5c3d 
Tc6s6d5h4h Jc6h4h4c2s Qd7d6d6c4d Ts9d7c5s2h 
Ad8c7c5h2c 8s6s5s4h2s Qd9c7c5h5c JhJd7s3d2s 
Ts7s7c3c2d KhKdKcTs8c AhKc7s7d2d QsTd8d7d2d 
As9c8d5d2h KsJh8h7c2h Tc9s7d5c2h Ts7s5d5c3h 
JdTd7s7h2c 8s8h6d4c2c QsQh6s3s2c Kc7c5h5c4c 
Ah8s5d2s2d KcJs9d4h2s JsJc7s7d7c Td8c7h6s2s 
KdQc9c4h3c Td9c8s3h2d Qs7d4d3s3d KcQd8d7h2s 
Jd8s5s4s4c 5s5d4s3c2c Kd8h7d3c2h Qh9c7s2s2h 
AdJd5d4d2s Qc9d6s3d2s Qc7c6s4d3c AhJd9d6d3d 
AdKh6c4s2c JsJc3h3d2c KcTh7s3c2d Qs8d6h5d3c 
Kh9h8h5s4h JdTd5s5c2d 8d7c5d3s3d 9s9h8c7s2s 
AhTh5h3d2c JdTd7s6c2d KhQs4s3d2c JhTh4h4c2d 
Qd9s7c2s2d JcTd6s5s2s QsJh8d4h3h JsTd8d2d2c 
Ts6s6c3d2c Td9h7h7c2s Td7h6s6c3c 8s8d7c5d2d 
Jd8h8d3h2c Ts8s8c5d2s KsTh8c5d3d KdQh8c6c2s 
8d7h5s4c2d KcQd8d6d2s 9h7h6h3s3c Jc9c7c5h2d 
Kc7s4c3h2h 7s7d6d3s2d Qc9s7h2h2c As7s5c2s2h 
QsQd6s3s2h Jc8s5c4c3d Tc8c6s3d2d KsTd7c3c2d 
9s9h8h4c3d Qh8s8h5c3h Qd9d5s3d3c KsQs8d7s3h 
KhKdKc9d3h QsJs6s5c2s Jh9d8h4s4c Js8s7s6d3h 
KsQc7s7h3s Ah9d9c6s3d 7s7d3s3h2h KdQc8s6s2h 
9h8d7s3s2d JdTs6c5c2c Js9s9d4c2h Ks9c5s4s3h 
Td6h6d3s2h 9s6d4s4h2d QsTh7d5s2s AsTs9s3s2d 
KdQh4s3d2d KcTs9h5h2h Tc9h6s5h2h Ah9c6c5c3d 
Js6h6c4c2h Jh8c7h4s4h JcTs8c3c2h Ac8h4c3c2h 
Qd8h5c4d2s AhTs9d3c2d Kc9d8d5h4d Th9c8c7c2c 
9c8h7s7d3d 5s5d4c3h3c Td8d6s4d2h AdJhJdJc4c 
KcJd7h6c2c Js9h6h3h2s QhJd5c3c2s Kh8c6h4s3h 
Kh9h6c4h4d 9h8c7h6s2h 9s8h6s6c2d AdTc8c5c2c 
Ah6c5s5d3s Kd9h8d3d2h KsTh7c2s2d AdTc7d3h2d 
Kd7h7c3s3d KcJs6c4c2h QcJh8d4s3d QhTh5c4h2h 
KcQh9d8d2d Qh8d6c5d3s Tc9c7h7d2s AhJc5d4c2c 
AcJc9c2d2c Ts8s5s4h3d AdQdTsThTc KdJs4s3h3c 
Kh9s4h3d2d 9h8c5s5h3d QcJc8d7s2c Td9h9c7d2d 
AsJsJhJc4c Kh9c7h4c2h 9s9d5h4c2d Td7d7c5d3s 
KcJs9h4s4d Qc8h5s4c3d 9h9d4h4c3s Qh9c6h4d3h 
9s8h7h4d3c Qd7s6d4d4c Ks9d7h5s2s Kh9s9c7d3d 
Jh9h7d2h2d AhQd8c4s3s Ah9d8c6s2s 9c8s4s4d3d 
TdTc4h3c2h JhTh7h6c2s JdJc6c4h2s Jh8h6h5s2d 
8s7s7c4h3d Ac7d6s4h3s KsQsTs5s2s JsJh7d5h2h 
KsTd9c4d2d AsJh6d4c3h Ts9c5c4h3c 9c8s7d5d2d 
Qd9h8h5c3h Ts8h8c5s2d Qh9d8s8h4h 9h8d4s4d3s 
Jd9c5h4d2s Ts8h6s4c3s Ts9d8c4h2s QdTd8d8c2d 
5s5d3s2s2d Kd8c4h2h2d Kh5h5d4h3s Kc9c6d4h4c 
QcTh5d5c2c 8s8c3s2d2c Kd8d5s5h3c Ts8h5d4s2c 
JhTc7s7c2d 7s6c4c3d2d Ah8d7c5d2s KhJs6c4h2h 
AhTsTc3s2d Jc6s6d5h4d 8s6s5s3h3d Jd9c5d3h3d 
Kd9c8c4h2h Jc7s5d3s2c Jc9h6h6d3h Qd6h5c4s3s 
8d8c6s4d2d KhQh6s6h2c 7s5h5c3s2h Tc8h5s4c3d 
Qc9d7s3d2c AdTd5s3d2c TsTd9c3h2h Kc7c4d2s2d 
AdQh9c4s2h Ks9c4s2h2c Qc9h6s3h2s 8c5h4s3c2s 
AdKh7s7c2c 9d8d6d4h3c Th8h8c5d2h Th8h5h4d3s 
Kh9h4d3c2c Qc6c5h5d4c KdQhQdQc3h Kc9d5s5c3c 
Jh8s7h4h4d KsKhKc9c4s Jd9c6c3c2d Kc9c6c4s4h 
KhJc6h4h2d QcJc9d4h2c AhKs7d7c2d KsJs6s4s3d 
AdKdJsJhJd Jh8s8d6c3d Ts7s7d5s3h KcJd8s5h2s 
Qd7s7h4h2d Jc5h4c3d2d Qc9c6s4c3h Td9d7c4d3d 
Kc9s8s8h4d AdJsJhJd4s Qh8h6d4s4h Jd7c5s5c2s 
Kh9h5c4h3s Kc9d5s4c3c AdQs7h7c3c 9c7s7d3c2s 
7d6d4h4d2h Jh6h6d4c2c QcJc7s3h2h AcTh8h5h2h 
7d6d5h4d2c Th7s7c5c3c Kc7s7c4c3d Td8s6d5d3d 
KhQh7h7d3c Jc9h7h7d3h Qh9h8h5h4c JdTh6h5s2h 
QdJc8s6h2s AdTd7d6c2d JdTd4h4d2c Kh9d7c6h2h 
Jh8c6s5c2d ThTd6c5d2d KhTh8c3d2s QdTc6s6c2h 
Js6s5s4d4c AdTs7d6d2d 7d5h5d3s2h Ks8d5h3s3c 
4h4d3s3h2s Qd9h4d3c2h AsJsJhJc4h KdTs6c2h2d 
Kh9d9c8h2h Qh9d7h4s2s ThTc9s3d2d Qs6h4d3s2h 
ThTd6h4c2s QdJc7d4s3d 6h6d5c4d2d Ks8d7s3h2d 
QcJc8s7h2c Kh8c6h2h2c QdTh7d6c2d QsTd8d4c2d 
KsTh9c4h2h QhJc8d4c3c Js7s5h2h2d Qc6d5c3c2d 
KcQhJh7h2s Ac9h8s6d2d KsJh8d4s3s KdJc6s4s3s 
KhQs8d6c3c Qc7h7c5d3c AcJd7h3d2h KsQc9h8h2h 
Ks7s7h5s3s AcKcJsJhJc Ac7h5h4d3h AcJh9d2s2d 
Jd9h5s5h3h QcJc8c4d2s AdQc8s4h3h Th8s5d4h3c 
7c4h4d3s3d JdTh6c4s2s 7d7c6c5s2c Jd8d6d5c3d 
Kd9c4h4c2d Jh8h7h6d3c Td8s8h6s2s KhTd7d3s2s 
AcTd8h2s2d 7h6s5c4s2s Tc9c7c4h3c Ac7s7h6h3h 
Ks6d6c4h2s Th7h7c5h3d JdTsThTd8h QcJh9s4c2c 
AcQd9h4s4h Ts8h8d7h2h Qd7d7c6d3s Qc6s4s3h2c 
KdQc9s7s3s JsTs6c5s2s 9c7d6c3d2c KdQc9c8c4c 
JsTs5s3d2c AdTh7h3s3h Jh9s8d4h4c Tc9c3s3d2d 
KhJs7d7c3s QhJh8h4d2c Tc7s7d5h3h KdQhJh7h2c 
Qd9d7h7c4d Jd7d6c4s4h 9s9d4h4d3c QdJd7c4h4d 
Tc7d7c5c3s Jc9h8c6s2c Kc9s8d7d4d Qs8d6d5d3h 
KsJc8d5h2d QdJs6s4h2s Ac8s8h5d2s QdJc9h4c2c 
Td6s5h4s4c 7s5c4s3h3d 6s6d5h4s2s 7s5h4s3d3c 
JsTc9s3s2s TsTd4h3s2h QdJc4h3s3h 7s6d5h4d2d 
AcKd4s3s2h KcQc8d4s4h AcJd7h4h3h KdJc8h7c2c 
AhQs5d2s2c KcTd4s4c2h Ah8d8c5c2s KsQc9s3h3d 
Kh8d7h3c2d Kc9s8s8d4h 9c7c5s3s2s KhTd6s6h2h 
Qh9s8d8c4d KhQd8d7s2c Kd9h8d8c2d 8c5s5h2s2d 
AcJc9c6c2h QhJh7d5h2c Td8s7d6d2c Qc7s4s3s3c 
Ks7s7h4s2h JsJd8d4d2c KsQs4s4h2d KcQd4h3c2c 
Kc9c4s3d2d 8s6d5d4d2d JhTd6h5h2h Ad9c7d4d2s 
Kd9s4d3h2h Qd8s8d7c2h Ac8c7h4c3c Qs9h8h6h2c 
TsTh6d4c2s Th9h8s4d3h 9s7d7c3s2d Qh8s7s4h2h 
KsJc5h4h2d Jh8s6h4h4c KcJc7c4s4c Qs8s7s5h5c 
Kh9s9h3s2h QcTs4h2d2c AhTs7s4c2d 8s5c4c3d2s 
Js9h6h6d4h QcJh7d6s2c Js6s6d4c2c Ah6d6c2d2c 
KcTs4d4c2h KhQc9s7c2d Qh6s5d4c3c Th8s6c3s2c 
QcTh7d7c2s Kd8c7d6d2h QhJc9d4h2h KhTc8c4s2d 
Jh9h5s3h3d AsThTd3h2c Th8s8h5h2c AsJs4d4c2s 
5d5c4s3d2s AsKh6c4d2c KsTd7d5h2c Kh9c8s7s4s 
QdJh8c3s3d Kh7s6d4s4c Ts9c7h5s2d KsKhKd9s3h 
As7s5h2s2c Jd9d4h3s2s Qs8h6d5c3h Kc8d4c2h2d 
KcJs7d5d2h AcJh7d3h2d KdJh5s5c3c QcJc5s5c2d 
9d8d4c3d3c AhJs9d2d2c Ks9s6s4d4c 9c7s6c3s2s 
KcQs8d6s2s KsJs9d4h2s Ah6s5d2s2d Qd6c4d3h2h 
9h7s6h5h2c Jd6s4s4d2h Jd7h7d4s2s QhJs8d6c2d 
Qs9h4s3c2h Th8h6d3d2h Jh8h7h5s2d 9s5d4s3d2c 
8h5s4c3h2c Qh9s8d5c2s Kh9d8h8c2h KsQc4d3s2s 
Tc8c6c4s3d JsJc3h3d2s AsJd8d4c2d Tc8c5h5d3s 
JsJc5h4d2d Qc9c5s4h2d Qh8s8d4s2d Td7s7c3h3d 
AcJh5c4c2c Kd6s4d3h3c KcTc8h3s2d 7h7d6s5h2h 
Jd8d6d5c2s Ts6c5d5c4h 8c7s5c3h3c Tc9h8d4c2c 
Jd9s8h7h2h KsQh6h4h2c Td9h8h7h2h AcJh8h4s2h 
As5c4h3c2h QhQd8s4c2s 8s8h5d4d2d KdJd7d5d2h 
Jc9d5d4d3h Qd8s8h7h4h 8h7h7d3s3c 7s7d6h5s2s 
Qs9s5s3h2h AsJd8d4d2c Qc8d6c4s4c AhJc9s2d2c 
9c8h5s5c3d 8c7c4s4h2h Ac8s7h6d3d Ks5s5d4s3h 
Ac9c7s4d2c 8c6s6d4c3h AsQd7h7c3c Qd6c4c3h2d 
Th9d8s3c2h Qh9h7s3s2s Qs6s5h5c4s KdQh8c6h2h 
Js9c8d6h2c KsTc9h4c2c KhJs6c4c3c KsQh8c6h2h 
AdTd5c3d2s Ac8h7s6d3d Jh9c8d8c3c AhJs6d4c3s 
Jd5s5d3s2c Tc6d6c3h2d 7s5d5c3s2d Kc9c4h3d2d 
Qc9h6s5h2d 8h7h6d3c2c Jc9c6h4c2h KsJs6s5s2d 
Qh9s5c3c2s Tc7c6c4c3s Jh6s6h4c2c AsQh8d4c3c 
Jc8s6c4d3h KsJh7d5d2c KcQs8h6h2d Jd9d6h4d2h 
Qc6d4s3s3d Td9d4s4h3c Tc8h7c3s2h Tc9s9d3d2h 
Js7d5h4d3c Qc9h7h5s5d 9h6h5h4d2s Qc5h4h2h2c 
9d8s4s4h3h Kh9s8s4d2d KhJc7s5s2d Tc8d7h4c3s 
Qh8d8c7s4d Kc9d9c7c2s JhTs5d5c2c QdQc8s4h2h 
7s6s5d4s2h QhJs7d2h2d KhJc8d7c2c Ah8d4h3h2d 
8s8d7s2s2c 9s7h6h3h3c Tc7s7h3d3c Th8h6c4s3h 
Tc7h7d5d3d Ks9c7s4c2s ThTc6s5h2h QcTh6d6c2c 
Kh9s6h4h4c AsJsJdJc4c KcQh9d8s3s 8d7d6s3c2s 
KdTs8d3c2h KhTs8h3d2c Tc8c6d4c2h KsQs9d9c4s 
AhJd9c6s2d 9h7h5d3d2d KhQd8s6s2c 8s5h4h3d2s 
Qc6s5h3h2s Qd8d5c3c2c Qh9h7s4d2s AdKh4s3s2c 
Ac8s6s5s3d Tc8c6d3h2h 8d7d7c2s2h Th9s4s3h2h 
Qc8s6s5s3d 8h6s6c4c3d Kd9s8d8c3d QcTh8h7h2h 
KsJs5c4s2s KcTc5c3s3d Kh9s9c4h3d KsJh8d5c2d 
Qd7s7c4s2d AdTs7h6h2c Kc9c5h4c3s 7s7d6d5h2d 
QdJh8s6h2h 9h8s8h7d3h As8d7h6c3c Ks7d6s5s2h 
Jh7s5c4c3d JcTd8d3d2s Ks8d7s6s2c KdTd7s3d3c 
AdKc6h4s2s QdTc7d6h2d Tc8d6d5d2h Jh8s5h4h3c 
Jd8d6s2s2h Th9s7d6s2s Jd9c8s8c3c KcQd9h8h2h 
JcTc7h7d2s 9d7h6c3c2h Td8s6h5c2c 9d7h7c4s3h 
Jd9s5d3d3c 9s7s6s3d3c Qd6s6c5c4c 9d7s7c4h3c 
AcJd9d7d2d KhJs6d6c3s Ts8s8d5s2c 6h4s4h3d3c 
JcThTdTc8d Kd9h8s8d2d Jc9s8s8d3s Ks9d4s3h2h 
AdJd3h2s2d Th9c7d5h2s Qc7s6s4c2c Th9s4h3h2s 
AcTc7h6c2c Kc9d8h5h4h KcQh4h3d2s 7d4h4c3s3h 
Jc5s4d4c2s Kh9h5s4c2d 8h7d6s6h3h Ah7d5d4c3d 
Ks7c6h4d3c Ks9h8c5c4c 6c5c3s3c2s KsQdJs8s2s 
6d5s3s2h2d AsQd8h8c2h 9s7h7c3h2c AhQs7d7c3c 
AhTc9s3c2d KsJs8s5h2s AhJs5c3d3c AsTc8d2h2c 
AdQc6h4h3h QhTs7c6d2s JsJd8h4c2h Qh8s8c3s3c 
AcJd9s6s2h JdJc7d4d3d 5h5c4s3h3d Qs7c5s5h3d 
Qh9s6c4h3h Jh9s6h5c2h KhJh7h6c2s QsJd9c7c2h 
JdTd7s7c2h KcTs7d6h2h As8c7h7d3h Qd9d8h7s2d 
AcQs8d3c2c KcQh8c7s2c QcJd9h4d2d 9d8h8c7s3s 
7s6h4h3c2c Kh9d8d5s4d Ah8c5s2s2c Kc9s9h8c2c 
9h6h5h3s3d KhQs9d9c4c Kh9s9h5h4h Jc9h8d6s2h 
8d5c4c3h2d Ts9c7d7c2h JhJd7s6c2d Qc9s7h7c4c 
Kh7c6s4c2s Jc7s5h3s2c Qc5d4h4d2h QcJc8h8c2s 
KcJd9c3s3c QhJd9d7c2d Qd6h4d3s2s QcTc6h5c2c 
7s6d4s4h3c JhTd7d6d2c 9s7c5d4d3d Th9d5s4s3s 
QhTd4s2h2c 8s7d5s3d2s Tc5d5c4c3d Kh8d7h6h2c 
KsKhKdTc8h As6c5s3s2h Jd9s9h7d2c KsJc8c7c2d 
9d8s4d4c2c Js7s7c4h2h JsJh8s4s2c Qs9d9c5h2c 
QhJd7h4s4h AdJd5h4d2d 9h8d7s4s4c KcQd9h8s3s 
8s6d5c2h2d AsJs4s3d2c AsQd8s3c2s Ad6d5d3c2h 
Jh7s5c2h2c 7s6d4s4d2s AcTd9h4d2d QcJs9h7h2d 
Qh6c5h3h2c 7s7c3s3d2d QsJd8h4c3h QsQd9c4h2h 
JdJc8d4d2s KhTc5s5d2h Js9h5c4d3c Jc9h6c5s2c 
Qd7s6c5c3c As6h6c5c3c Kd9c8c5c4h As8d5c2d2c 
JsJh8d4d3c QhJc7c4s3c KdTd5d3h3c KdTc4s4d2h 
Tc9h5d4s2c KhJs6h4h2d Qh9d4s2h2d AsTh8h4h3h 
Tc9d8d3h3d Jh8d7d5d3c 6s6h5s4s2c 9s8d8c5h2h 
Jc7c4d4c3d KhQs8s7c2d Kh7h7c4h3s Qc9c8c5c3h 
AdTc9s3h2s KcTs5h5d2c Jh9h4c3d2d Kd7c6h6c3s 
QsTd7c5s2s KsQc8c7d2h Qh6s4s3c2h 8s8d6h4c2h 
Jh7s7h4s2s Jh7s5d4d3c KhJs6d4h2h 8h7s5h3h3c 
JdJc7h7d2d AcKd6s4h2s Qd9h7h5s5h QhJh7c6h3h 
Tc8h6s6c3c Jd8s4d2s2c Qh8d6c3d2h Jc8h4h2d2c 
JhTh4h3s3h Jd8d5h3h2d Kh9d5h4s3h Ts9s6s5h2d 
Jh9s5s5c3s Qd6h5d3d2h Ac6d5d4h3s Qd9h8h5s5c 
Qd6s5d4c2h KsKhKc9c4h AcTd8d5d2d Qh9c7h4s2s 
Qs9s7c3h2h KsTh7c3c2h KhJs9c7s2s Qc9c6s4c3d 
