Qs9h6s4s3s 
Qc8h7c6s2c KhQs8h8d2h 6c5c4c2h2d Jc8c7s6c2h 
Td5s4s2s2d AsKc6s3s2s Tc7s5d3s3h 9s6d5c2s2h 
Kc8d7s6d2h KdTd4c3d2h QsJh9h7h2h Ks7c5d3h2s 
QsJc6h3c2d Tc8h5s5d2d As7h5c4c2d 9c7c4h4d3s 
Th9h8h2s2h Ad9h7c5c2c AsTd6d4d3d Ts8h6s3s3d 
QsJd8d4d2d QsTd4h3d2c Tc9h6s3c2c Ts6c5d4h2s 
9h8s3s3h2h Kd7s6d3s2d 9d8c4c3h2d KhTh7h3d2c 
KdJs8d2h2c QhJh8h6h3h Qh7s4c2s2h Js9s6c4s3s 
Tc3h3d2d2c KcQh7d3s3h Ah9d6c3c2d Qh8s4h3c2s 
QdJd9c3d2d Qh7h5s5h4h Qh9c5s5d2h Qh7s5d4s3s 
8c7d4c3s2d KhTc8c3s2d Ts7d5c3h3d 7s6d5s3h2s 
9c7s7d6d2d KdJd4s4d3d Ks7h3s3c2h Qh8s4s4c3c 
Kh8h7h6h2s AhJd8d3s2c KhTc8h3d2h 9s7s4d3c2c 
9s8s7s4c3h Ah7h6h2s2d AcKc9c5c2c 9c7d4d4c2c 
Qd8d4c3c2s KcQs9s4s2h 5s4s3d2s2d QsQd7c4h2c 
AdTh7s4c2s 7s7d4h4c2d Tc9h8h3h2d Kh9s9c4h2d 
KdQh8s4h3h Qd9d5c2s2h KcJh4s4h2h Qd7h5c4c3c 
AcTs6d4h2h 9d6d5h5d3d Qh8d7s6h2h JsJh7h6c2h 
9h8d7c2s2d Qd8s7d2s2d Ah7c6d3s3c KsQc5h2h2d 
Kh7d3s3h2s KcQs7h7d3d Kd9d6s6c2d Jh9c8c3d3c 
9c6c3s3h2h 9h9d5d3s2c JhTd7h3s2h Ac8h7d6d2d 
8d5d5c4d2h Ks9c8d8c4c Kh7d6h4s2h QcJc4c2h2d 
Js9d7h7d2c Qd8h4c3d2h KdQh8d8c2d Kc9h8h5h2d 
Th7d7c3d2c Kd9s5h4h3c Js8s6h4s3d Kd8c6c5c2s 
Kd6h4s2s2h Ah7h7c6h2h 9h8c6d4h2h KhKdKcJd9d 
KhTh4d2s2h Jh9h4c3h3d Jc8c5c4h3c Qh7h7c5s2d 
QsQc7d3s2h Kh9s6d4s3c Qh8s4s3d2h QsTd3s2h2c 
Ah6h4c3h2s Tc6h5d4s2c QdJd6h4d2d Td7c4s2s2d 
As8d5c4d2h 8s8d4s3s2d Jc8h7c6s2c Td7c6s3s3h 
Kc7s5d3c2h Jc9c6d4c3c Qc7h4d3h3d Kh8c5c4d4c 
Ks8d7c6h2d Qh4d3h3c2c Ad6d5d2s2d 7h5d3c2d2c 
Qs8s6c4h2s Ts7c6c3h2h Jd9d6h4s2c Js8c7h6c2d 
AhKc8s3c2c Jh7s5d2s2d Jd8d6s4d3h Jd8d6h4s2d 
Qs8c4d3s2c 9d6h6d2s2d Jh9s8d2d2c Kd9h6h4h3c 
Jc8h8c4c2s AcTc9c3c2c KcTc4d4c2s QhJd7c3s3d 
9s8h6d4s2s JhTd5h3h2h Kd8c3h3d2h 9c6c5s5d2c 
QdJd7h5d2d 9h6s5h4d2h Tc9h7d4h2s Js8d8c4h3c 
Tc5h4c3c2h AcJs5d3s2h KhQh5s3h2h Qd4s3h3d2h 
7s5d4h4d3d 9c8h3h2d2c Qs9c5s4s2d Ts9h7s3d2c 
9c6s6c4c3h Td9c7h4c2s 6d5s4h3h2h Jh9d6s4c2h 
Qd9h3d3c2h Td8h8d4d3d KhQd6d3d2c Kd6s5h4c2c 
Qd8d7d6h3d KsQs8h4d2s 8d7d5h5d3d Qs9d8c3s3h 
Kh8c7s6c2d Js9s8s3c2h 9h9c6h4s2h AcTh5d4s2d 
Ts9c8d3c2c Qh8h7s4h4d Qc9h9c3s2d QhJc7d3s3h 
TsTd6h4c2h 9s8c5h3d2s QdJd7s6d2c KcJc6c4c2h 
Kd7h6s6h3h Td4h4c3s3d Kd7c5s3h2d Jd8c7s4d2h 
Ks7d5c4s2s KdQd9h7d2d QsJs7h5s2s 7c6c4h4d2s 
7s6d5h3h2c KcTh7s4d2s Ks9c7h5h2d KhJh8c3s3d 
Qh9h5h4c2s 9s6c5h2h2d Qh9h5h4h3s 9d8s6h4h2h 
Jh7d5h4h3h Th9c5c4s2c Jh9d8d4s3d Ks9s8d3h2c 
TsTh7d5c2c Kc7s5h2s2h Qd9d5d4h2s KcQs9s2h2d 
KsKhKdJh9h 9s8s5h5c2s Jd7s5d3s2d Jc7d6c2s2d 
Kh9d5h2s2c Jc7d5c3s3h Ac9s7h6d2s Qd6s5c4c2h 
Ts6h4s3s2h Td9d7d5d2c Kc6d5h4d2d Ks6d5d4c2d 
9s8c6c3h2d Jc9c7c6s2h Qh8c7d5h2h Th7s7h5d2c 
Kc9c5c4h2d Jc5h3s3c2s Kc8s8d6s2h Qc7d4s3s3d 
KsJh7d5d2d 9s7s4h2h2c JsJd7d4d2h 8d6c3d3c2s 
KdJc7s3h2d 7c6d5d3h2d QsJc7c4c3c KcTh8h3s2d 
Tc7c6d4h2s Td6s6d3d2s 9h7h4s2s2d Qs8c7s7h3s 
Ad7h6h5h2s Qh8c7s5h2h Jd9h8s4c2h Jd7d4h4c2c 
9c6h6c4c3s QhJc7h7d2s Ks4s3c2s2c QdTc4h2s2c 
Tc7h7c3h2h 9s5s4d3d2s Kh8s3s3h2c Ts9c5d4h2h 
5h4h4c2s2h Kc8d5s5c3c Ts9s6s5c2s Kd6c4c3s2s 
Td9c5s5h2h QdJs3c2s2h Qc8h7d3d2c Ts7s6c5s2d 
KsQs8s4h2d Jc5h3h3c2s 9h7c5s5h2d Qh8c7s6d2c 
Td9h5s5c2c KhQh9d7h2h Qs8s6s4c2h Kc9d8s3s2d 
AsQc7c4c2h Ad5h5c4s3s QcJh8h4h2h Qs8d6d4d3c 
Ts6s5s4d2h Kc8h8d7c3c KcQh7s7d3d Kc9s6d4d3h 
Jc9d6d4h3d AdJd6h3c2d Qs8s7d4s4h Th9s5s4d2s 
Qd9d8h8d2d Ts9c8d3d2d 8s5d4d4c2h Ks7d6s6c2s 
Tc7h5d3d2h Kh9h8d3c2s KcTc7c3d2s Th6h5s5h4h 
Jd8d5s3h3c Th7h5d4c2s 9s8d6c4h2d Jc9h6h3h3d 
Tc7s7c3s2s Qh8c7c6d3c Kh6c5s4d2d 9c8d6c2s2h 
Js8c4c3s2c Qh9h7h4c2c KhQh8h8d2c Jd6h4d2h2c 
Jc9c6c4h4c AdTh6s6h2c Ah8s5c4d2c 9h9d8d4d2c 
Qs6c3s3d2d Kh8d6d4s4d Qs9d6d4c3d Td6s5c4h2d 
Ks9c7c6d2h AdJc9h4h2h QdTc7c4s2h Tc7c6s5c2h 
Th8c5h3s3h Qs9s8h4c2d Ts9c8c3c2d Jh9c6s4d2h 
Td9h5d4s2d Qd5h4s2s2h Jd9s6h4c2d Kd7s6h6d2d 
Kh6s5s4d2s Td9c6s4s2s Ad9s6c3c2s Th8c3d3c2h 
Jh9s8s4d3s Ts7h4d2s2d AhQd7s6c2s Th8h5s5c3h 
Jh9h6h4h3d Ac8d6s4h3s Tc9d5s4h2h 9d8c3s2s2c 
9h6h5d5c2h 9c6h5s5d2c Kd7c5s4d2d Qs9s7h5s2c 
Qd8h4h3c2d ThTd7s6c2c Tc5d4c2d2c 8h6d5c3s2s 
Kc7h5d3c2s Kd9s8h8c3s Tc8s7h4s2s AcJd9s4s2s 
AdJs7h4s2s AsQh5c2d2c Qd9d7d4h3s Js6s5d3h3c 
Jd8h7s4s3c Th9s6d3h2h Jd6d5h4d3d QhJc7s7h2d 
Qh9h5h4d2s Qd6h4s4c3d AcKcTsThTc Th6h4s3s2h 
9s8h6c4c2c Ks9h4s4d3c Th7d4s4h3c 9d6c5h4s2s 
8h6d5s3d2c Ts8s6s6h3s Qh8s8h5h3h Th6s6c5h2d 
AhJc5d5c2c Qc8d7d6h2s Ks5c4s3d2s Qc9c6h6c2s 
AhJc5s3c2d Ac9s6s3d2d Ad9d6s3h2d 8h5s3c2s2h 
Ad8d6h4d2d 9s7s4h3h2c Tc8d5h3s3c Js9s7s7d2h 
Ts7d4s3c2d Ks8s6h6d2s QsTd7h5d2d Th9d7c4s2d 
Ts9h6h4d2h Qd7d6c3h2h Js8h4s3c2c KsJs7c3d2h 
Jh8c7s6h2h Kc6s5d3s3h QsJh8h4h2h Kh8c3d2h2c 
9c7s4d3c2d QcTs4s3d2h Jd8d7c6d2h Td8d7d6c2d 
9s9c8c4c2d As4s4h3d2s 8c7h7c4c3c AhJs6c3h2h 
9d8h6s4d2d Qs7h6s5d2s QcTd4h4c2c AdJh7h4c2h 
Ad9s9c4c3h Qs5h3c2s2c Js8s7h3h2c Td8d7d3s3h 
AdJh6d3d2s Ts7h6s5d2s As7c6c5c2d KhJh6h6d2c 
Tc7s6s3s3d Ac6c4d3c2h TsTc4c2h2c Jd8h6h6c3s 
Qs8c7c6d3c Qc9s3c2s2h Ks9c7c3h2h Td6d4h3h2d 
Jd9d8d3s3c Js8h5c4c3c KsQc8h4c3c Ts9d7c2h2d 
AdJd8d3d2c Kc9s9h4c2d Qc8c7s3s2h KcQc6c3d2h 
QcJs7c5c2c Td7c6c3h2h Ts6s5s4d3s Qc8d7d3c2h 
Kc8s7h6d2s 9h8d3d2s2h KsQd4c3h2h 9s9c5c3d2h 
9s9d8s4s2c Ac5s5h4d3d Th9s6c4c2c 9h8c4c3d2h 
8d6s4d3s2s Ac9h6h5d2s 7s6h3c2s2h Ks9h8h5d2h 
5s4d3h3d2s Js8h7d6h2c Ac8h6s4d3s JcTh7c2s2d 
KcJh6h3s3d Qh9s9h3c2d Jh9s7c6c2c Qd9c8s3h3d 
9d8h8d4c2d Td9h5h4c2h Js7s5s3h2h Qs8s7s6c3s 
TsTc3d2h2c AhTs5c4d2c Ac4h4c3s2c Td8h5d3s3c 
QdJc7c5h2c Jc8d4h2h2d 9d8s8c4c3c KdTh8h4h3h 
Tc9h8c4c2c Tc8d7c4h2c Th9h7d3s2c Kh9d9c4s2h 
Tc8h7c2s2c Qh9s5d3h2c AcJd8d3h2s Qc5d3s2s2c 
QhQdQcTs9d Kh9d8d5d2s Js8h7h5c2h QhJd8d3s3c 
Tc6d6c5h2s Ks9c8h5d2h Ts9h5s4d2s 9d6d4h2h2d 
Ts8s5h5d3s 9h8h7h4c3d Ks9h5d4d3c 9c7s5h5c2c 
Qd9d5s4d3d Ks8h3s3d2d Qc9s8s5s2s As9c7h5c2c 
Td6d6c3c2c Jh8d7s7c3s KcJc6c4c2d AhTc6d5s2d 
Jc9d7h3s3d Ah5s4s4d3c 9s6s4d2s2d 9s7d4s4d2s 
As9h6c4h4d KdQh5c2s2c Jd8h7c6c2s Kh9c7c5d2s 
KcQh9s7s2s KcQs6c4c2c Jc8h6s6d3d 9s8h5c4c2c 
QsQhQc3s3h Th9s7h4h2d KcQh7s5d2s Jc8s6h2s2h 
Jh4h4d3h3c Qs4d3c2s2c Jc9c8c7c3c QcTh5s2h2d 
Td7s7d5c2h Qh6d5h3s3h 9d8h6s4s2s AhTh6s4h2h 
Ac8h6d4s3d 9s7h4c3s2c Qd9d8h4s2c 9c8s6h4d2s 
Jh9h6h4h4c 9h9c8c4s2c 5s5d4d3d2s Qc7h5h3c2c 
Jc8s8d6c2c Tc9s5d4h2d QdJh9h4h2h Qh8s7h6c2h 
8s6c5s3h2d Ks8d8c6d3h Ts9h7c4h2d As8h6d4c3d 
QsJh9c3c2c TsTd7s7d7c 9d7c5h5d2d Ks8h4s3h2h 
Kc8s3h3c2h Td5s4d3s2s Jc4d4c3s3c Qc8s7d6d3d 
KhTc7h2s2d Jc4h4c3d3c Jd9c7s6s2h 9h8c6c4c3c 
KsJs4d2s2h Ad9s9h5s2c 9s8d5h4h3h Qd9h9c7s2h 
ThTc7s4h2h QdJd9d2s2d Jh9s7d6c2s Qc9d6d4h3d 
Tc8c7d4h2c Js9s6s3h3c 9h8h7d4h3s Kc7s7c6c2h 
Kh7s5d2s2d Kc8d5c3s3c Qs8h7d3h2s 9c6s6h4c3c 
8c6h5d3d2d 9h7h4d3c2c Jc9c8c3s2h Kc9d8h5s2h 
9d8h5h2s2h Ts8s7s4s3c JdTs5d3d2d Qs8c7h4d2s 
Js9s7s6d2c KdQc7c3s3h Ts7d4h3d2s 9d8c3d3c2d 
Jc9d3d3c2c Qs9s5s4c2d AdTc6s5h2s 8s6d5h3d2c 
Th9c7h3s2d 7c6c5c4s2c Ts9c6d3s2s JsJc6d4h2d 
8s6d5c3h2s 9h8h7c4h3d KcTc8c3s3d Ad9s9d3d2h 
JhTd7h2s2c KhJh7h7c2s Js6d5s4h2s KhQd9d4d2s 
AsTc5c4c2d Jh8d5d5c2s Qd9s5s5h3s 8c6c3d2s2d 
KdJh9c2s2c KcJd8h4s3s 8d6c3d3c2h Kh9d8d6s2d 
9d6s6c4s3s Kd9d5d4h2c Qh9h6s4h3h 9h9c5h3s2d 
KcJc7d7c2s Ks8s6d3s3h Kh9c6d2s2h Jh9s7h7d2h 
Qd8d6h3s3c AcQh6s4d2s Ts7s7d5h2c QcTc9c3c2c 
Tc9c7c5c2s Qd9d7h7d4d AsJd9h4h2h QdJs6h4h2h 
9c7c4h4c2h Qc5s4h4d3c Ad7c6d3d2s Tc7s7h3h2s 
6d5d4s4d2c KdQh5s3s2s Ac9s7d5d2d Js8s7c3c2d 
Qc4s3h2h2c 6s5d4h4d2d Jd8d6s6d2h Ac8d8c3c2h 
Ks9d5h5d4d 9s8d5d4c2d KdJc7c5c2c Kc8h7d6h2s 
Qc7s7h4c3d Ad9c6s4h4c KdTd4h4d2c Th6h5h4s2c 
Ts8c5h3h3d Kd9h8s5s2c Qs6s5s5c3s Qs4s3d3c2c 
Ah9d5c4c3s KdJc7s6s2h 9c8c5d3h2s Td7c4h3h2d 
7c6d5s5h2d Qh7d4d2h2c Jd8h4s3d2s Tc7h5c3s3c 
Th9s6h2h2d Ad8d6s3h2d QcJc7c5c2s KdTd6d3d3c 
Ks7c4s3h3d 9h6c4s2s2c Ts9c7c4c2h 9s6h4d3h2d 
AcJh5s2h2d Ts8d3s2d2c 8s6h4s3s3c Ks8h8d5c3h 
Qs8d7s7h3s Qh7h5h5d4h KhQd9c7s2c Qh9s7d4c3d 
8c7c5s5c3c Js9s4c3s3h QsTh5h5d2h Jc9c8h4d2c 
Qs9s7d5c2s Qs7d4s4d2d KsJs7s7d2h KsQh8s6s2s 
AcJc4h4c2c Ad8s5h4c3h QdJs7c5h2h Qd9h4c3s3d 
QhTd7d6d2d KhTh5s5c2h Kh8h7h5h2s Qd8s6d3s2d 
Ac9d5d4h4d Jc7d5h2h2d As9d7h5d2d Th9d8c3d2d 
KsJc8h8d2d Kh6h5s2h2c Qs9s7s4h3c Jd8h5s5h2c 
As6c5d4h2d Kd9s5h5c4h QsJs7s5s2d AcTd5d4h2d 
9h5s5d2d2c AhKhThTdTc Ad7s5d4d2d 9h6c3c2s2h 
KdTs8s3c2h 9s8s4d3c2d 6c4h3s2h2c Td9c7h2s2c 
KhQc8s8h2h Ks8c7d2d2c QsJc7d3s3h Kc8s6s5s2d 
Jh8h7h5c2h Th7s7c6d2h Js7s4h4d2h AcQs7s4s2h 
AhQc7s7c2c Ks9h4s3d3c As9s9c3s2d Jc6d5h4d2s 
QdJs8c4c2c Qc8s6s5s3s Js6s5h3d3c Kc5s4c3c2d 
Ks7s6d3s2d KhQh9h8h4h QsJh7d3h3c Qd8d7h3h2c 
QdTc4h4d2d Jc8h6h3c2h Ad7s5c4c2h Qs9s8s5s3s 
Qc7h4h2s2c 6h6d5h3h2s Js9h8c3d2s AcTd6d3h3d 
Qc8d6s4h3d Th7d5h3d2h 6h5c4h2h2d JsJc7s6h2s 
8c6s4s4h3d 6d5d4d2s2c Jd8c7s4c3h Th7c6h3c2c 
Kd9s9c4d2h Ts5s5h3h2c Ts7d5s3d2d Qc9c5s5c3c 
Td6d5h4d2c Qh8s8d4h3c Qd7s7c4d3h 9s5s4s3h2h 
Td9d7s4c2d Jd4h4c3s3c 8d7s4s3h2h Td6d5d4c2s 
9s7d4d4c2s Js9c5h5d2c 6h5d4c3c2c Jc8d7c6s2c 
Qc9c5s2h2d Qh8s7c3c2h 7d5s5d4c2h Qc8d4h3h2c 
Jc8d7c6c2h KdThTdTc7h Qh5c3d2h2d 9d7c4s3d2s 
KcQd8s7h3h Tc9s5d2h2c AdQc5h2s2h 9d8s8h4h3h 
Th8d5h3s3h Kc9h7d4h3s Jc9c7c4c3h Qh7c5d4h2s 
QhTc5s2d2c 8c6d4c3s3c Jc9s6s3s3h KsQc9c4d4c 
5h5d3s3c2d 9c6s5h5d2h Kd9h6c4s4h Jh5c4c3c2h 
9s8c3c2s2c 9h8h5d3c2s KhJd7c3s3d Qc7c4s4h2s 
Ks9s7c4d2h Js4h4c3d3c Td3s3c2d2c Qd6h5d3s3d 
Ad7h7d3c2d Qc9c6s6c2d 9c8d5d4h2d AcJh6c3c2s 
Ad8d6c3h2d Th6d5s4c2h 7h6d5s5c2d As9c6c3d2d 
Kd8c5c4h4c Qd8s7d5c2d Tc9h5s5d2d QcTh7s5d2s 
5h4h4c3s3h 9s8c5c4c2d 8c6h4c3d3c Kh8h6d3h3c 
9h6h6d2s2h 8h5s3s3d2d JsJh7s6d2s Ks8s6d6c2s 
9s9d6c4d2d Kd7h6h6c3h 8c7h7d4s2c KsJd9h2h2c 
Ks8s7s5s2c ThTd7s4h2h Jd8d7h3h2c AcJc7d6c2c 
AdTs5s4h2s QhTd4s2d2c Ts8d5s3s3h QhJh7c5h2h 
Kc8d3h3c2h Jh8h8c2s2d Js8s8d6s3s Js7h6s2h2c 
6d6c5c3c2h KsTs8s3h3d Jh8d8c4d3s Jh7c5s5d3c 
Ah8d7s6s2s Qs7c5c4d4c QsJs7c6s2h Kc7s3h3c2s 
KsQs6s3h2d Kd7s5c3d2h 8c6c5d5c2c Kh6s5s4s2d 
9h6h3s3d2d Ks8c5s5h3s Kc8s8h7c3c Tc8d3s3d2c 
Jc6h5s5d3h Qc8d5c3s3h Jc8c6h6c2d Qc8c7c6c3s 
Ts8d5h5c2d Ts8d7d4d3d Td7d6h3h2d 8s7d4h3d2h 
Jd8d7s4c3d Qd6s5d3d3c JsJh6c4c2d JcTs7s6s2s 
Tc6h5s4c2d AdJh8c3s2h Js8c4h2h2c Ah9s9d4c3d 
Kc7h5c4d2c Jd9s8c4h2s AhTh6c4h2h Ks9c8h3c2h 
Tc7h7c5d2s As9h9d4c3d Ks9d6s4h2s 5s4d3d3c2s 
Tc8h7s4c2c KsQh4d3c2c KcJs6h4s2s AhJd8s3c2d 
8h5c3d2h2c KcQs8d4s3s Qd8d7d5h3d 6h4d3c2d2c 
As8s6s6d2s Kh9s5c2h2d Ad7c6s5c2c 6s4h3c2s2h 
Qh8c4c3s2h Ad8c7c6c2h Js8c7s3c2d 8d5s4s4c2h 
9s6h6d4h3h 9h8c3c2s2h 8h6h6c4d2h QcJc8c7h3c 
Kh9d8d5c2d Qs7d4h3h3d Kh8h6d6c2h KdQd8d7d2h 
Jh9h6c3s3h KdJc5c3c2h Kc9h4c3h2c Qs7s5d5c3s 
KcQh9h2s2d QsTc4c3h2d Ks8s7s5s2d QcJc7s4h2c 
AcJd6d5s2d AdTc7c2s2h Qh8h5s4d2h JcTs3s2h2d 
Jh9d5s5c2d Kh7s6h3s2h Qs8d7h5s2s 8c6h5s3h2d 
AsTs6h4s2s Js7c5d2d2c Kh8s7h4h3c Qd9d6h3c2s 
8c7d4s4d3h AdTh5c4s2c Kd8s6s5s2c KcTd6s6h2d 
Kc8s5d5c3c Kc8c7h3s3d Ac7h5d4d2s 9h7d6d2s2c 
Ts9s7s5s2c KhQc8d6d2d KdJs8s7s3s Ac6s5h4d2h 
KhTh4s4h2d Kc6d5h3s3d 9c7h5d4s2c ThTd6c4s2c 
KhQh8h7s3h Ts8c4s4d3h 9c6c5h5c3c KcJd8s4h3s 
KsTc8h4c2c Qh7s7h5c2d Qc8d7d6s2h Qs8s7d6s3s 
Jc9h8d2s2d 6d6c5h3s2h Qd8d6d4h2c 8c7h7d4s2s 
Jc9d7h6s2d AdJc6d3d2s 9h8h7h4h4d 9h8h7s4c3h 
QsTc5h3d2d Jc5d4d3h2h Kc9h5d4s3d 9s8s7s4h3c 
Tc9s5c4h2c Ac9s6d3d2s Tc6d5s5h3d KdQs9s4s4c 
QhTh3c2s2d Qh8d4s3h2d Tc5h4s2h2c Td9s5h5c2s 
Qc8s4s3c2d 9h7d4s3h2s Kd9s8c5c2h QdJh9c3c2c 
Qc8s7d6h2s Tc8c7c5c3c Ah7c5h4h2h Ad8s8c2s2h 
Kc6s5s4d2s Th6h6c3c2h 9s6s3h3c2c Ks6s6h5s2s 
AcTs5s4s2d Jc9d5s5h2h Jd9d7h7d2c Jd8d6h3h2h 
Kc8d4d3d2c Kc7h5c3s2d QcTs5h2s2d Js5d3s3d2h 
KcJh9s3s2d AsTc7c5c2c KsTh7s2d2c QdJc9s3c2c 
Qs7c4c2s2d Th9c6c4c2s Ad6h5s4c2s Jh9s7d3s3c 
Kd7h5s2s2h Kh7c3h3d2d Qd9d6s6d2h Kc8c7s7h3c 
KhTc8d4c2c Qs8d7d5d3c Ks8c6c5c2h KcTs7c2h2d 
Ah8c6d4s3d Js8d8c7h2h Jd8h7s6h2c 4d3d3c2d2c 
Qh9d6h4h3h Jh6s6h5d2c 7h5s5h4c2d 9s9h6d4s2s 
Kc9d7d4s4d Ah7s7h3d2h 9c5c4c3d2d Jc9s3s3c2c 
Qc8c7d6c2h Jh8h6c5h2h Kd9c7c4s4h Qh9s7d5h2h 
KcJh9s2s2d QsQhQc9s6c Ad7s6h3s2h KdQc7s5h2s 
AdQs9h4c2h Qs8h4s2s2h 8c6s6c4d2c Js5h3s3d2d 
Ts9d7h4d2c QhQdQcTc9s Jh9d7c6c2s 9h7d4d2h2d 
Jh8s8c4s3d KcJh5d3h2h QsTh7c5h2h Kh9d6h5h2h 
Qs8c4s3h2c Qh8c4c3d2h Ks9d8d5c2d 9s8h5c3d2s 
Kd9d7s4h2c KdJs8c4h3h Qs8c5s3h3d Th8d7h4c2h 
Kd8h7s7h3c AhKs9c4c2d Ts6d5h5c3d Js8h6d6c3d 
TsTh6c4d2c Jd8s5s5c2h KdQd7d5d2h Td7d5h4c2s 
Ks8h8d7h2c Kh8h7h4d3c 9s9h8h4d2h KsJs3d2h2c 
9h6s5d5c2d Tc9h7d4s2h QhTd7d4c2s 9h8d6d3c2s 
Ts8h5s3s3d QcJc6c3h3c AsTs4s2h2d Jd9h3s2s2h 
5s5h3h3d2c KhQc8c5c2c Tc9c7c2s2h KhThTdTc7c 
9h9d8h4s2h KhJc4s4c2c Ad9h5h3s2s KhTs7c4c2d 
Kh8h8c6h3h 9d8h6h3s2c Jc7h4h3d2c 7s5c3d2d2c 
KdQs8h6h2h 8s7h6h6d2h Ks9h8h5h2c JhTs6d2h2c 
Jd8d6h6c2s 9h9d6s4h2h Kh7c6h4d2h Td5h4d2h2d 
8d7h6h6c2h KhQc7s6d2d Qh8s4d3d2h AdKs8h2h2c 
Qd8c7c6h3c Qd8h7c6c3c Qc9c7c4s3h KcTc8c3s3h 
KhQh9h8h2h 9c5s5d2h2d 5h5c3s3d2c ThTd3s3c2d 
Ts9d5h5c2h Js8s6s6d2h 7d6c3h2d2c QdJc5h3s2s 
Jc9h6s4h3h Th8d5s5c2s KsJc8s4s3s QhTs6s3c2d 
Td8c5d3h3d AcTh4s3s3d KsJd7d5d2d KhJc4s4d3d 
Kc6s6d5h2d Js8c7s3h2h KhJh3d2s2c Th7d7c6c2s 
Jh8h6d4h3s AcQh6d2s2h Th8h7h6d2h 6c5c4c2s2c 
Ks8c7h6c2d Qh8s8h7h2d Td8s6s4s3s Ks8d6d4h4d 
Td7s7c3s2c Th6c5s5d3c QsJd9d7d2d Th6h6c3c2c 
Kh9d6d5s2d 8h7c4s3c2s Tc9c5c4s2h AsTd6h5c2h 
AsTh6h4h3h Jd5h3s3d2s QcTs7h3h3d 8s6s4d4c2h 
Ad9h9d3d2c Jd7s7h2s2h Jc9c4d3h3c Jd8s8h7c2c 
QsTh6h3c2d Jh7s5c3s3d As9h6c3c2h 8d5s3s3c2c 
Jd8d6h4c2d 9s8d8c4c3c Jh9s8d4c2s AcJc8c3c2d 
QsJs7c6s2d 8s7d6h6d2d 6c5c4s4h3c Tc6d6c3d2c 
Jc7d5c2d2c KdJs7c4h2s Jc8d7s6s2h 9h8c6c3d2s 
Kh9h8c3s2d Tc7h4c3s2s AsTh5c4d2c Jc7h5c2h2c 
QdJd6d3h2s Qs5s3s3d2d KdQd9d4d3s Qc6d3s3c2s 
KdQc7s6h2h Tc7s5d3d2s 8h5c4h4d2s TsTc3d2s2h 
KhQs7s4d2c Qc7h7d4c3s 9d7d4c2h2c Kd9h8c3s2d 
Kh7h7c2h2c 8d8c7h4s2h Jh8h7h4s3d 9d8d4h3s2h 
Jc8h5s5h2d AhTh9h3h2h 6d5d4h4c3d Qh9d5s3h2c 
Ad9c6c3s2s 6s4h3h3d2d Kh9s9d4c2h Qc9d8c4c3s 
Kc9h8d5h2s Ks9h7d4h3c 7c6d3s3d2s 8h5h5c4h2d 
JdTc6s2h2d Kc9d6c4s2c QhTc7d3s3d Jd6c4d3h2h 
QhTh6s2h2c QcTs7d3h3d 6s5s4s2s2h Ah9s7d5d2d 
Ac9h5h3s2s As9h7d5d2d Ad7h6h5h2c Jc8h4d3d2h 
Ac9d6h3h2d 8h5h5c4d3s Kh6s5d4c2c 9h8h5s2h2d 
QsTc4d4c2h 8s5h3c2s2h KcQs7c4h2c QhJs6c3s2d 
Qs6h4s3h2s Ad8s8c3c2s Qd8h7c3h2d Ah8d6s4c3s 
AsJh8h2h2c Th9s7c4c2d Td9s7c4h2s Qd7h4h2s2d 
Tc6d5d4h2s AhTd6c4s2d Kh7d5h4s2h Ks8h7h6d2c 
Qs6d4s3d2s As8s8h4s2s Ts8s6s6c2s As8d5c4h3c 
Kh6s4s3d2d Ac8h8d3d2h Td9s7d3h2c 9s6h4c3h2c 
Ah7d3h2s2c Ah7d6c3s3d As8d5d4c2h Qd8d5s4c2d 
QsQhQd9s6d AhKd6h3h2h Th8d7c3s3c Qs9d5h5c2s 
Jc8s7c6h2c Kc9s8h5h2d Ac9d7h5d2d 9c6c5s5h2c 
KhTh8h3s3d Tc8s7c6c2c 9c6d5d4d2h AhJc9d3c2c 
Tc8s5h5c2c Qc6s4s3d2d 9s8h7c2h2d Qs5c3d2s2d 
Jh8h5d2s2c As9h9c4h3d Tc9c6s3c2h QdJd9h3d2d 
JdJc4s3h2d 8d5d5c4d2s Jd9h7s6c2s KsJc5h2d2c 
Ks8d8c6d2h JhJc7d6d2s AcJc8c4c3c QcJc5c2h2d 
Kh7h5d3c2s Qd8d7d6d3s Kc9h6s5d2s KcTd5h4h2h 
KhQs8s5s2s KsJs8h3d3c Js9c7d6h2d Jh7c4c3d2h 
QdTs5h3c2c JdTd8d3c2d Kd9c6s4c3h AdJh5c2s2h 
Kh9s6h4d2h QsQhQcJh5c QdJd9d4d2s QhJs7c3h3d 
Ad9s7h4h3h QsJd9c3d2d QhJh5c3h2h 8c7d6s6d2d 
Js9d7s7h2s KsTh6d6c2h 8s7h7d4c2d KhTd5c4c2c 
Qd7d7c6s2h 9s6h4s2s2h 8s6s5s3h2c Qh8d7s3d2h 
Qh7s4c3s3c KsTs4h3s2d 7c6c5c2h2d Qd8s8d7h2d 
JhJd7h4h2s 9s8s3h2s2h KdQh8s6s2s 7d6s6c2h2d 
