JsTh6s3h2s 
8c7s4d4c3d Kh8h7h5c4h 8h7c4h4d3d AcQsJh6d2d 
Tc9h6d3d2c Ks9h7d6c3d KhJd6c5h2h Js9c7c3h2s 
Js6s6d5c4h AsTs5d4s2h QhJc5d5c3c KcJcTc6c2s 
Th7h6s5s2s JhTc8h7h3h 8d7d6c2d2c KsQd8h6d3c 
Jh8d8c7h4h Qh9s8c6s4s Jc9h7h6d3h QsTc9s4s2h 
Qd9s5c2s2d Qs9h5h2s2d Kh9d5h2s2d 6s6d5c2s2h 
AdQc9s4c3h Td8c7h6c3s 7s7d5d3c2c Qc9h5h2d2c 
KhJd9c7s3s AhJs6h6d3h Qc8s8d4s2c Td8s7h6h3h 
Qd8d6h3s3h KhTh7h5h5c KhJc9c8c2d 8d6c5c3h2h 
Kd9h7s4h3s KhTd7s4d3c Jh9d9c3h2d Ah9c6d6c5s 
9d8c7d5d3h Ts9d8h8d4d QsJs5s4h2c 8c4d4c3h3d 
AsJs7c4s2d Td9h8s7c3h ThTc6d3c2h QdTs8s8h3c 
Kc8h7d7c4c KhJd4c2d2c Ts7h6h6c2s Kc8s5h4h3s 
Kd9d9c3s2c QdJd9d7c4d Js9h8h6d4h AdTh8d6d2d 
Jh9d8h8c4s Kc8d8c5s4c JdJc8d6h2s AsKc7c4c3c 
KsTh7c6s2s QhJd8c5s3c Ks9s8h5d2c KhJh6h5h3s 
KdJd6d6c4d Kc9h7d6h3s Ts8s5s5h4d TdTc7d3c2s 
9h7c6d6c2d AcKc8c6c2d KhTdTc6s2c AhQdJc6s2s 
JsTc8h8d3d Tc8s8c3s2d QsJs9s8s3h 8s6s5h3c2h 
Th6s6d4h2s Kd9s5d2s2c 9s8h8c6s4s QdTc8s5c3c 
8s6s5s4d4c Qs9h7h6d3c KcQd6h2h2d KhQh6h6c4h 
9s7c6s6c2c QhTs8c5s3s 7s7h4c2s2h Jc9h8s8c4d 
Kh8d7c6c4c 7s6d6c5s3h Qs7s6s5h4s Th8c7c4h2c 
JhJd8s5h2h Th7c4d4c3h Qs9c7c5d4h 9d6c5s3c2d 
9s7s5d4c2c Ad8d5c3h2s Kd9s7s3h2d 6c5c4s2s2c 
QdJh6s2s2d Ks7c5d2s2d Js9h9d6s3c Jh9d4h3h3d 
QsJs8s7h4s Ah8h5h4d2c 9h8h6s5h2d QdTc8h5d2d 
Qh9c5s4h3d Ts9c7s3h2c Ah9d3h2s2d KsJc9c8c2h 
QhTc5c4c3d 8h6c4s4h3c Js7d5s5c2c AsJh9h7h2c 
Ah7d6d5d3s Qc9d8c4d2d TdTc8s8d8c QhJc5h3s3h 
KdJh4c3s3d KsJs6s5s3h KsJs7d5s3s Kd9d8c5h2s 
9d8d6s5d2h KsQc8h7d4h QcJd9s9h2h AdKd8d3s3h 
KcTh9c5d2c AsQc5s3s2h Qs9h9d6d4d Kd9d5c2s2c 
Qc8h6s4d4c QhJh9c4s2d Jc9d5h3h2c 9s8h7d6s3s 
Td9c8s5h5c KhQh5h4h4d 9c8s7h6c3c ThTd3h2h2d 
Qh7s7d6s4c Ks9s7s7c4h KcQdJd8d2s QhTd6c4s3c 
9c7s7c6c2s QcJc7d7c4h Js9d8d5h2c Ts8s5h5d2d 
Kh9c8c2h2c Qd8h8d4s2h KhJh6s6h4h KdJh5s4s4c 
Th8d7h6h3c 7d6d5s5h3c KdJd9h9c3d QhTh6h3d2d 
9d9c7s7h2h AdJd9d4d3h KhJc6h4s2d QcJd5c4c2s 
KhQdTh8h3h 7h6s5c3h2s AsJhTh6h2c ThTd7s5s3c 
Jh9c8c7c4d 8h8d5d4c2s Jc8d7s7h4s KsJhJc6d3d 
AsKc9d6h3d Jc8d7h5c3s JcTs5d3h3d Qh9s9d5c4d 
KsJd5s3c2h KhJc5h3s2d QsTd7s6c2h 8c7d5s5h4c 
KsJc9h8h3d Js6c5s5d2d JcTd9h4s2s AhKc8s4s4d 
ThTd9h4s2c KcTs6c5c3c AcTc9c3d3c KdJd6d5c2s 
Ah9c5h3h2c Qs9h7d5d2h AhTd8h6h2h Js8h8c6h4h 
7d7c5d3h2h Jh8h7c4s2s KsQc9s7h2d Tc9h8c7d3c 
8h7h5s4d3c Td7s7c6d2s Ks7d7c6d5d JhJd5d4c2s 
Jd9c7d4h2c 7d6d5s5c3h 9h7s5s3h2c Kh9d8h5c2s 
9s8h7h6h3d Jc8c7s4d2d Ts7c6h5s2h Qh9c8s3h2c 
8c6d5d3h2h Qd7h5d3h3d KhJs5d5c4c KcTsTd6h2d 
Jc9s5s4h2h 9s7s5h4c2h Ks7h5d3d2s Ac9c7c6c3h 
KcJc6s2s2d Qc9s8d4c2d Qh9c7d6h3h AsJc7d3s2h 
Ad9c8h2h2c AsAdAc8h3h Js8h5h5c4d Ac9c7c3s2s 
Qd8s6c4h4d KdQh4s4d2c KdTs8d8c3d Ts9s9c7d2h 
ThTc5h4s3d Ts8h7c6h3d JdTh8s8c3s 6d6c5d3c2c 
QcTd5s4h3h KsTc5s5d3s AcQd8d5h2d AdQsTh3h2h 
Ad9c6d4s4d Tc9d5d4d2c 9s8d6d5d2c Ts8s8c6d2h 
KhTc7s4d2h Kd9s7c2s2d Kh9s7c4s3c Kc7h4h3h3c 
KsJc7d4c2d 8c7s7h5d3s Jc9h8h5s2d AdKs4s3s2c 
6c5d4d2d2c Kh8c7s6s4s Kd8d8c4h2c QcJc7h6s3c 
8s6h4c3s3c 9h7s5s5c3d KdTh7s4c2d QcJd7s6h3d 
Kc9d9c3d2h 9c7d5c3d2h 8s8d5d3h3c 6s6c5h2s2d 
9s8d6s5s2h Jc5s5d4h4d 9s6c5h3h2c Td8s5d5c4h 
KdThTd5d2c 8s7s5d4h3c KcJh7c6s2d Td8c7s6c3h 
Jd8c7s6c2s AcJs7c3h2d 9d7h4s3s3d QcTd7c4c3h 
Js8d7d4s3d 8d6h4s3h3d Js9s8h6d3c KsJc9d5c2h 
AdKc9s9h3s AhJh9h3s2c AsTd8s6s2s 9s6d5c3c2d 
AcJd9d8d2d AhJc8s8d3d 8d8c5s4h3c Ac8c5c4d3s 
Ac8c5c4s2d Th8d4s4h3s Th8s4s4c3h 6c5c4d3c2d 
TsTd7h5h3c Qc9d8h6d4d JdTd5c4d2h 8s6h5d5c4c 
8d6h5s5c4s KdJh7h4c2c 8s5h4s4d3d Qs9d8c6c4c 
KhQd4h4c2s KsJsTs6s2d 9c7s7h6d3h AsTc7h4h3d 
Tc9h8c7c3d Jh8c7d6c2d 8h7c5c4s3d Ah9h5c3h2c 
JsTh9s3s2d Ts8s8c6h3d QcJh8s7d3c Qd9s5d2s2h 
KsTd8h7d2c AsTd6d6c4d Kd6d5h5c4d Qh9s8c5d2h 
Kh8c5s5d4h KcJd6c4h2s Jd8c7s5d3h Td9h9d7s2c 
JhJd5c4d3d JhJd8c5c3c AsTs4h3d2c AcTd8c6c2c 
Td7d6c5s3h Ad8d7d4h2c KdJd5h2h2d 9c5d5c4s4h 
Kd9s7c5s2c Jd9h9d5c2s Jh8s6s6h2h Ks7c6s4c2s 
JsJd7s4c3h Qc8s8d7d3s AsQs6s4s4c Ah9s9d5d4c 
QsTs8d6s2s KcJd9h6s3h Td7s7h6s2h Kd9c5s5d4h 
Tc7s7c6d3h Qs9h6c5c3c KsTc5h5d4c AdJc5h4c3s 
KsJc9c6c3h Jc8c6c4d3d AdTc6h3d2s QsTs7s6s3c 
Tc7h6s5c2s AdKs5h4c2c 8s6s5s5c4h Ah9h6c5h3h 
Tc7c6h4d2d TsTd7c5d3d QsTc7d6d3d As9h6s4s4d 
Kd7d5h3s2s Kc9c7d4d2d TdTc9h8h3h 7s7c5s3d2c 
AsJs9s5s2h KhQs9s9c4d Jc9h7c4s2h AsTs4c3d2h 
Qc9c7h6d3c 9h8h6d4d2h 8s8h5h3s2s JhTh8d4s2h 
KdJh8d2h2d KhQc9s7d2h 8s6d5c3c2s Qc8h8c4d2d 
QdThTc7h2s KcJc7c5d5c 9d8h7s6d3d Ac9h7s7d4s 
8d7h6c5c2s Jc9s4c3s3c AcKd9d4s2h QdJdTd3d2s 
Qh9d8s4s3d 7c6s5h5d4c AdKh9h9d9c KdTc5s5d3d 
QhJh7h7d4s JdTc9s3h2s Jd8h6h6c5h JcTh6d3d2h 
AsQs9d2s2h KsJs6s5s3d JsTh9d3c2d JdTh8c6d2d 
7d6s6c4s2d Ah9h7h6d3h QdJd6h5s2d Qh8c5h4c2h 
AhQdJsJhJc Jc9h7d6h2d AcTc3h3d2s QcTh5d4d3d 
Kc7s4s3s3c AdTd8d4h3d QhJc7s6d3c Js9h9d7c3d 
Kh7h5h4s2s Qh9h8s7d2c Qd8s8d7d4c QcJh8s5h2d 
JdTs8h5c2c KcJd9c2s2h Ac6h5c4s2c QsTc7h5h5d 
Qs9c6h5h3h QdQc9d4d2h Jc9c6h3h3c Ks9s5c2d2c 
8h7s4s4d3d Jh7h7d4h3d Qh9h7s6c3h AsTd9h4d3d 
KsJh9h6h3c Qs8d7s6s4s 9c8s8c5d3c Qs8d5c4d3c 
QcJh7s4c3d 9c7h5s5h3d KcJd7s4d2s Ks9s7s7d4c 
Kd8h7s7d4d Ts8s8c3c2d Ah9h7h6h3d Ad6h5d4s2d 
Jd8s6s6d2d Qh9d8d4d2h 9c7d5d3c2h KcQc8d5h3c 
KdJs8d3s3d QsQh9d3s2c QdTs9h4h4c KhKd8s4s2s 
As9c6s3s2c Kc8c5s3h2h JcTd8d4h2d Ks7s5c2d2c 
QhJh7s4s2s Ks7s7c5s3d 7s7h5h3d2s Qd6d5d4s2s 
Tc7d6s5c2s Qs8s8h7s4d Tc8c5d5c4s Qc8h6h6c2c 
AdQs6s4c3s AcQs6s4h3s As9h3d2s2d Jh9s7s6d4s 
Kc9d5s5c4h Kc7s7d4c2s AcJc9c4c3h Qd9c7h7c5c 
KdJh8d4c3s Td9c5c4c2d Ts7h6c4h4d Jc8h7h6h4d 
KdTh9d5c2d Js9h7h3d2s 8s8h6s3d3c AcQs9d6d3h 
6d5d4c3c2c Jd9s8s6c4s KdQcTd4d2d Qh7s7c6d5c 
Qd8d7s7h4c Ac6c5d5c2h QhJd6d5d2s QdTd7c5s3d 
KhJh7h5h5d KsTd8s8c3s 8h6s5c4d2s 9s7h7d5s3c 
8d6s5d4h4d Jh8d6h4d2d Qh7s6h5h3d Js9c7c5h5c 
9s7s5h4d2h 9h4s4h3s3c AdTc8h5s2c Ts9c6c4h4d 
8h7c4s4h3s 8s7c5h5d4s Qh9s5h2s2d Kd9c5d3c2c 
Ad8c5s5c2s Ad6c5d4h2d QhJc8c6s3d QcTd5h4s3s 
AhQh9s2h2c As9h9c5h4d 7s7d5d3c2s Th6h6c5c2s 
Ks9s9d5h4s Ts9c6d3c2d QdJs6s3h2h 8h5h5c4s2c 
Js8s6s4d3d JhTh9h4h4c As9c6s4s4h QhTs9d4d4c 
AhTd6s6d4d Th8h7h4d2d 9h7s7d6h4c Td7s6c4d2s 
Tc9h4s4c2s QcJdJc3c2c Jd8c6c4c2d Ks7s5d2h2d 
QsJsJc3s2s KcQd4c3h3c QhJhTh6h2c 9h8d7d5d4d 
AhTh8d3h2s AhQd6h3h3c QsJs7h4d3c AcKc8c3s3d 
KhTs5d4c3s 9s7h7c4s4d Qh7h6h5d2d Td9h8h7s3h 
Jc7d6s5s4s KcTs8d7h3s AsKd8d3h3c Ah9s7d7c4d 
9s8h6h4h2s QsTc5c4c3d Td7d6d5s4d AdTs9h4s3s 
Td7c5d3d3c Ad8h5c3d2s AsKs9s7s3s 8h7d6s5h2c 
JhTc8c6s2c TdTc8h4s3c 9d8d5d5c3c KsJd6s5s2h 
Tc6h6c4d4c JhTh9h6h3h 7c6d5s3c2d Js9c7s4d2c 
AhQs9d4s3c Qh9c8c4h2h Jc7c6s5c4c TdTc7h6h3h 
KhKd9s3s2s KcQh9c8c4s KcJh6s6d3c Qc8s7c6c2s 
Jc9s5h5c4d Ac4s4c3c2s KhJs9s8s2d KcTsTh6s2d 
Qc8d8c3h3d Td8d7c6d3s KcTs7s5h5d AhJc6s6h3h 
Ad6d5s5d2c Ts9h8d5d3c AdQh7h5c2s As9s6h5s4s 
AdTs9c7s2s Kd9s7c6h3c Qh9d9c6d4d Qc9s9d6s4s 
Kd9h7h3d2s AsTs4h3c2d Ac7s7d5d3d KsJc5d5c3h 
Kc9h7s6d3s Kc9h5d5c4s Qs9d5h3h2s KdQh4d3s3d 
Ad9h6h5s2s 9h9d6d5d2s 7s6s5c3h2h AcTd8d6d3s 
Th9d7d4d2h KsQh9s6s3s AcQh6s4c2c KcJc7h3h2s 
KcJc6c5h2s Qs9s8h7c2d 9h9c7c3h2s Kd7d5d4s2s 
Ac8h3h2h2c Kd9c7h6c3s Th8c7d6c3s Tc8d5s5c4h 
Qd7c5s4c2d AsJc5h4c3d Jd9h8h5s2c 8c7h5d4d3s 
QhJh7s6d3h QsTs9s4d4c 8s6d5h5c4c AhTd6c5c4c 
Kc9s7d6s3h QdTd6d6c3s Ad9c3s2s2d KhTc4h3h2c 
KcJc8d5s2c Jd9h7s7d4c Tc9c6s6h3d 9s9d7h7c2c 
KhQd6s2s2d Ts7s6h5d3c AcKs7s6d2s AsKh7h4h2d 
8s8d5h5c2c 9d8d6h4h2d JhTs9c3s2s Jh8c7c6c4s 
QhJs5h3h3c Ts9c5c4s2c Ac8c7c6d2s QcJd4c3s3h 
JhJdJc8d8c KsJs6s5s3c KsJd7c4d2c AhKh6h4h2s 
QsTs8d5s2c Ts9h8d5h5c KdQsJh3h2h Qs7s6h5c3s 
7c6c5h5d3s Qs9d5s2h2d Th9s9h6d2h 8h8c6c4d3s 
KhQs4c3s3d Jc9s4s4c3s AsKh8d4h3h 8d7h5c4c3s 
9h6s6d5c4d Qh7h5s4d2s AsKh8c4d4c Th8s4h4d2d 
Ah7d6d3h2h 9s6c5s2d2c Ks9d8d2s2d Td9h7d2h2d 
As9s7s6s3d QdQc8s6h2h QhTd8s4h3h Ks8s8h5c3d 
Js9s8d6c2h Ts7d6h5h5c QdJd8d7d5d KdJd9s9c3d 
As7c6h6d5c 8s7h5h4c3d 6s6c5d2s2h QcTd3d3c2d 
AhQc6c4s3c Kc7h5s3s2c KdJd6s6c3h 9s8d5c3d2s 
QcJs8s6h3d Kd9c7c3d2h 9s9d7d3s2h QhTs8h8d2h 
As9s7s6d2h Qh9d8d4h2h JcTh8s8d3d QhJs5h4h2c 
Qh9s4d3h3d QsTs8h4s4c Ks9s7c4c2c JcTd5d3s3d 
QcTs9c4c2h AcQsQhQdJc Td7d6c4h2h AcTs9h7s2s 
KsTs8c5s3d KsJh5s3c2d AcTh6c5s2c Td8s8d3s2h 
ThTd8c6d2d QdTh6s4c3s Qs7h5s3s3h Kd9s7s3d2h 
AhJs9s7s2c JsTc9h6c2c Td8d8c3c2h Ts8h6h2s2h 
9h7d5s4s2h KsQs9d3d2s QsJs9s8s3d KcTs8h6d3s 
Ks8d5c4c3d KhJh7s6d2c KsTd7s5s3s JhTh7h4s4h 
KsQd6s6h3s Jh9s7h6s2h Ac9s5c3s2c Qh6s6d4d2h 
9d7s7d4h4c AdJd9d6d4c QdJcTs7c2c AhJs7h3d2c 
9h8h7d5h3s QhTh6s6h3d Js6s5c4c2s Qh9d7d5s4c 
ThTd7c6s3s AhQd4s4h2h JsTs8c4d2s JcTc8d7c2c 
Ks9h6d6c5c AdTd5s4d2h AdKs9h9c3c AhQcJs6d2d 
Jc7h6s6c5c Ts9h8d6s2s Qc9h9d4h2c Kh9c7s6c3d 
KsTc8s8d3s KhJh7d5h3h Tc7h7c5d2h Td9c8s6c2c 
9d7s7c3h3d Tc8c7d3d3c Kd9c6s6h5h 8h6s5c4d3s 
QhTh8d5c2h 9h8h6s4s2h Ks7d6d4s2s Kc9h9d4d2c 
Qc5s4s4c3s Kd7s7d5d3h QsJs7h4h2h 8h8c6c3s2s 
Ks7s6s6h5s KsJd6c5d2h 8h7c5s5d4h As9d9c5c4h 
Jd9h7d7c4s Kc8c5c4d2d AhQc7d7c3s TsTh9c4s2d 
Jc7h6d5d4d 9s6h5s5h2s 9d8s8d3h2s Jh9s7s6s4c 
QhJs8c7h2d AsKh9s9h9c 8h6s5d3d2h KdKc8s3d2d 
KdTh7c6d2d KdTd6s6d3c Kc6d4s2s2c Kh9h9d3d2c 
AsQh9h8h3h Qc9s6d5d3h KhJdJc3h2h Kd9c8d5s5h 
JdTh9c3h2h 8s8d5s4h3c AsKd9d4c2h 9d7h4d4c3h 
Js9h5h4c2c Ts9d8d8c4d QhJc9s7c2d Jc8s8d6c4c 
Qd9s7c6d3d QdJh9s9c4s AcJhJd6s3s JcTd7s7h3s 
Jh8h6d6c4s 9h9c8d5s2h TsTc6s3h2c 9h9d8c3d2h 
AhKh9h7h3h KdJd7c6h2s Kc8c5c4s2s JsJd9c4h3c 
Ks6h6c5h2c Js7h6s6d5s QhJc5h4h2d QdTd7c5h3d 
KdTd6s6c3d AhKc9d6d3d 9s7c5h5c2s Tc9s7c4h3d 
QsTh9d7s2s Kc7h7d5h4s AsQd9c6h3c QdJs8h6s3c 
KhJd7c2h2c AhJc7h3s2d KsTh9s5d2s Th9s5d3s2h 
7s6h5d3d2s 9h7s6h6c3d AdJc7d4d3d 9s9h7c3h2s 
KdQc9s7h2d Ts9h5h4h2s Ts9d5h4d2h Jd7s6h5h4h 
QdJc6c4s3c JdJc5s4d3d AdQd5d3c2s QsTs8h7s2d 
QcJd8h3h3d Qh9c8s7d2h TsTc8h3c2h 8d7h7d5d3c 
7d6c5c3h2h KhQh6s6h3d AsJs6h6c3s Ks8h7s7c4s 
Qs9s7d6c3s Th9s5s4s2h KcThTc4d2c 9c7s7h5d3d 
KdTh9s6c2h QdTc8s5d2d 9d8s7d5h5d Qc9s7s6d3h 
9c6s5c3s2h Jc9c6d3d3c Kc9s7d6h3d QhQc9d3h2s 
9d8s6s5s2h KdJc9c7c4c Ad9s9d6d2h Td9c7d3h2c 
Tc9s8h5s5d KsKc9h3d2d AdJd8h2d2c JcTh9s4d2d 
KhQh8d5c3h KcQd7s4s2d Kc8h8c5s3d Kh7s5c2h2c 
AsQc8c5d2c Kd9d7s7c3h KcTs9s7d2s Ts9c6d4c3h 
Ks9d8s5h2c JsTc9d4h2h Jh6s6d4h3s AhTs7d6s3s 
Js8d5s4h4c Jh9s7c5c3c QdTd6d3h2h Ac9h5c3h2c 
8d7s7c5h3s Jd5s5h4h4c 6h5c4s2s2h Qc8d8c4h2d 
Js8s8d5h3c Qd7d6h5h2d 9s9h5d3d3c JdTh8d4c2d 
AsKc7h7d3h QsTd9h4h4c QsTh6h4h4d KcJd5h5d3s 
KsTh7c4h3d 8d6s5h4c3s 9h8h7c5d3h AsJs9s5s2c 
Ah9d3s2s2h Jh9s7s3d2h Td9s7d3c2s TdTc8c7c3s 
9s6d5c3s2c Js7s6s5c3h 9s7s6h4d3c 9s8h7c5d3h 
Qd9s8s4d2d 6h6c5s2h2d As9d5s5c3s AhJd5c4d3s 
QsQh8d5c2d KhTd8s6c3d KsQsJs4s2h Ah6c5d4d2c 
KcTh9d6s2h KdQh9s7h4h KsTd5c4h3d Ac9s3h2h2c 
QcJc7s4h3d QsTs8c4s4h QsJh9s8s4s Th7d6c5c2d 
9h9d8h7s3c TsTh8s7s3c KhJh8d3d2d Qh9s9c6s4s 
Jc9h8h6s4h 9c8c7h5d3c 9s8s7c5h3s AsTh6c5c4c 
AdQcJh6s2s 8h6d5h4s4h Qd6c5h5c2h 7h7c5h3s2s 
AcQh9s4h3d Tc6d6c5h2h Jh9s9d6h3c JhTh8h5h2s 
Ah9c7s5d3c Qs6d6c4d2s Qs9d8c4c3d JcTs7c2s2c 
Kd5s4d3d2s Ts8s8d7s5s Th9d6s6c3h Qs8d5s4d2s 
9s7s5h4c2c 9c6s6d5h4s Jd7d7c3d3c Js8c6d6c5c 
Th9d8s8d3c KdJd7h6c2s Jh6h6c5s4d 6c5c4h3h2h 
TsTc6d4s3h Ad9d7s7c2d AhJdJc4s2s 9h4s4h3s3d 
Ac8d5s3c2h QcJc8c7d4c QcTd5h5c3c Qs9d5h2s2d 
Ts7s4h4c3h KsJhJd7d2c QcJh8h6s3d KsQh9h9d4c 
KdQs9s9c4h Jh9d9c7s3c KdJd7s3s2h QsQd6s4s2c 
KsJc5s5d3s KsJc9s6s3s Jd8d6h4h3d QsQd8c6h2c 
KdTh6d5d2s Kc9h5d4s3c Jc9s8s5h2d KsQd9h9d4c 
Qc8d8c2s2d Jc9d7d6d4s QcTc7d5s3c 9h8s8h4s2s 
Qh8c7h4d3d QdJd9s4h2c 8s6h4s4d3h JdJc6d5s2h 
9s8c7c6c3d 9c8s7s4c3s Qc6d5s5d2s Kc9s7h6d3h 
QhTd8h8c2h Th8h7h4c2c Tc9s7s4s2c KsTd8d5h3c 
Js6d5d4d2s 8d4d4c3h3c Jd9c7c4h2d QcJc5c4h2s 
Kc9d6s6h5s Kd7c6d4c2d 9c7s7c6c3d KcTs6s4h4d 
Kh8h6c4s4d QcJc6s6c4c Kh9d8h5h4s KsJd7s5s3s 
9d7c6s6c2s QcJh9d4s2c QhTd7h2d2c AsQc6h5d2c 
9h7c5d5c3s KdJd6h6d4d Jh8c6c4c2h AsQh6h4d3h 
Qh9c8d6d4d KdKc8h3d2d Th6s5c4h2s QsQc8d6h2h 
Qs8s7s7h6s 8d6d5h3c2h Ac8d3d2d2c AdJd8s2h2d 
Ts8d6d5d4d 9d8s8h3h2d Jh8d6h4h3d Kd9s9c4s2d 
TdTc6h4c3s 9d9c8c7h3s 9h6c5h2d2c 8c7c6h5d2s 
QhTh5h5d3s KsTc8h8d4c KdTh8h5s3c Ah8c7h5h3h 
9d8s7s5s5h 8c7d7c6s3h Qd9h8s4s3h QsJc7d4s3h 
Qs9d8c5c4h KdJc9h5s2c Jh7d5d4h2c Jd9c7c3h2d 
Kd6s6c5c2s AhKh7h5h3h 8s7d4s4h3h AdTs9c7c2c 
Ad9s6d4h4d Ts8c7d6c3h QcTd9d7d3d QsJc3h2h2c 
QhTh9h4s4d AhTs7d4d3c AdQsJhJdJc 8c7s7d5s3h 
Kh9h7s4s2s As9d7h5c3d Qc8h8c4d2h QsTd5s5h3s 
KcJs6h5c2c Ad6c5c4h2h 9d7h7d6d3c AcQh8d5h2h 
KcJh4d3s3c Kh7d5s2s2h Qh7s7c6d5s KdTs6s5s3h 
Jh8h6h4d3d AhJh8s2h2d QsJh7c6h3d Tc8c7h3h3c 
Kd7h6s6c3d JsTd5d3d3c Qc9c5d3s2s Qd8h5h2d2c 
AhJs6h6c3h Th8s6d4s4c Js9s8h5s2d 7h5c4h4c3c 
JcTh9d6s2s Kc9c7s7d3h Js8h7d6d4d 7c5s4c3s3c 
As9d8h6c4h 7s7c5s3h2c QsJsTs3s2d Qd6s6d4h2s 
Jd8h8c7d4d KhTh6s5d2h Qh8h8d2d2c Jd8d7c4s2s 
8h8d5d4s2c JcTd5h3s3h AhQd8s7d3d AdKh4h3h2s 
KdQs9s9h4c QcTc8h5s2c 6s5d4h2s2h Qs6h5c3c2s 
AsJs8d2s2c AhTh7s4h2d AsKcQc7c2c 9c8s8c4c2s 
QsTd8h8c3d QhJh7h7c4d Qs9d8c5h2s 8h8d5h4c2s 
AsJh6s6c3s QdTc6h4s3h Kc9h9c6d3c Qc9s8d7h2c 
AcJdTd6d2s Ad9d6c5d3d Ts8h5s5c4d Qd9d8d5h4s 
9d7s7c6h3s Qd9h7h6s3c JdTs9c3h2c Qh8s6h3s3c 
KdTh5s5c4h 6c5d5c3h2h 9h9d7c3d2h AhJsJd7d2d 
6d5d4s3s2d Qs8c5c3s3c Td9s6d3h2h Js8s6d6c4h 
Ac9c7c6h3c QdJs6s5s2c Kc8s8c5d3h Jc6c5s3s3h 
Qs9c8d4d3c JhTd8d6d2s QdQc5h4h2h Qc9s8h5h4d 
6d5d4d4c3c Qh8c7c6c4d Ad5s5c3h2d Th9s9h7d2c 
QdTd9d4d3c As8s5s4d2c KsQd9s7c2h KhJc9h2s2d 
QcTh8h8d3s Jc9h7h3d2c Qd9s7s5h4c QcTc8h4d4c 
Qd9d8d5c4h JdTd5h5d3d Th7h6s4c2c Th5h5d4s4h 
AsJc6d3d3c Jd8d5h3h2s Ks8c5h5d4s Qd8h6s4d4c 
Ah9s8c6d4c Ac9c6s5c3c Ts7d6c4h4d Tc9c6h6d3s 
Qd8s8h7h3s Ks9h5s5d4c AsJs6h6d3s Jd7h6s5s4s 
8h7h6d5c2s Qd8s8c6s4s Qs9d8s3h2h Kh8h6d4d2h 
AcJh6s3s3h Ac9h7s5d3s KdTd7s7c3d Jh7c5c4h2s 
AhQh5h3d2s Ts9d6c3c2s AhTd6s3h2c 9s7d6d6c2c 
Ts8h7h4s2h 9c4s4h3s3h Js6h5s5c2c AdQh8c5c3c 
Jd8h6h6d2d Kh7h7c5h3s AcJh9h4h3d Jd8s6d4c2s 
QhTc7h4h3d 9h8s8c3s2h 8h6s5s3d2d AcQd6c3h3c 
QcJd8s5d2h AsQc4s4h2s AcJs8d3d2s 7c5s4s4c3s 
Qs8s8c7s4h AcTd9h7d2d Qd7s6d4c2s KsTd6d4h4c 
KcQh8h5s5d 8c7d4h4d3h Td7s6d4c2s AdJc7d3h2s 
Qd7d5s4c2s AhTc7d6c3c Td9c8h8c4c JcTc8c5d2c 
KsTs6s6c3h KsTd8c6h3d Kd8d8c5s3h KdJs5h5c4c 
Qh9s6c5c3d QcJs5c3d3c AhJc9c4c3s As8s7s4h2d 
KcQh4d3s3h KcJc7s3h2h Th7d6s5h2s Js5h5d4h4c 
KdJs5d5c3d AsQh7h7d3c QdJh3c2h2c Td8h6h5s5c 
JsTc9s3s2d Th6h6d5d2s KcJh5s5c3c Jh9d7d3c2h 
QcTh5h4h3d Kd7s6d4d3c Qd8d8c7d4s Qh9h7h6d2d 
Th9c8c7d3c TdTc7d3c2h AhKd9h4s2h Qh8h8c6s3d 
Td8s7c6h3c Js6s6c4c3c KhTc6h5h2d Ks9s5h2h2d 
9h6d5d2s2h Ts9h8s5s3c Ts7d6c4s2d 8s5s5d4d3h 
Kc5c3s3h2s Kh7s7d5d4c AhJs6c3s3c Td9d9c6s2d 
JcTh5h3s3h 9d9c8h7d3s QsTc9d4c2h Ac8c7c4s2h 
Th7d5h3h3d QhJdJc6d2d QdTc8c4s4h QcJs5c4c2d 
Th7d6s4d4c KhJh7s3s2c QsJh6h5h2d KhTsTc6s2d 
AsQcTh3h2h AcJh3s3d2c 6d5h4s2s2d AcTs6d3c2h 
8d6c5s5h4s Jd9c4d3d3c Qs6c4h4c3s KhQh6h6c3d 
Ac9d3c2s2d Th9c8d7h3h Ks9d7d4s2d JcTd9s3s2h 
KdKc9h3h2h 9c8h7h5h5d Kc9s9d4d2c Th7s7d6s2d 
KcQc9d3d2c Kc7d5c4h4c 9s9h6s5s2d QhJs7d5d5c 
KsQcJd3d2d KhJh7d6s2c Jc6c5h3h3d Kc8s8c5h4c 
9h7s5h4s2d ThTc9h4d2s Tc9d8h8d3s 9d7s7h3d3c 
Jd6h6c4d3h 8s7s6h2s2h 9s9d7h3d2s 9d8s8c4d2s 
Th8h5s5d2s Kh9c6d4d3c KhQdTc3c2s As9h3c2s2c 
Kh8c7d6d4d 6h5s5h3d2d Qh9d7h5h2d 8s7c5c4h3d 
Th8h5s5h4d Ks7h5s3c2c QsTh9c7s2s As9h7s7c2s 
JdTd9d2s2d JsTc8h6c2c Tc9s7h3h2c Jd5s5d4h3s 
Jh9c7c4d2h Js9d6s4d2c AhTs7c4c3d Jh7d7c5c4s 
Jh9d8h4d2h Td6h6d5h2c Kh9h9c3d2c KsTh9d6c2h 
