AhJdJc2s2c 
Jh8d6d5h5c JdTh8s3s3d KdJd7s5c3h Jh9d6d5c3c 
KdQc5c2d2c JhThTc5h3s KdQc9s8s2c AhTd7h5s3h 
KsKcQh8h3d KsQd7s3d3c Th9c6h4s4c QhJdJc7s4c 
Kd8h6s5h4s QsQhJc9s2s AsQs6h3c2c QhTc4h4c3d 
AsQd9h8h5h JsTsTd5s3h 7s7c5s5c2d Ac5c4d2h2d 
QsJsTs6h3d JsJc8h3s3h ThTc8d6s4c Qd9d7h5s5h 
JsTc7s5h2c Ac6d5h3d2c AcJhTh4s3h QsQc7h6c2h 
QhJdTs8s2c QsJs8d4d3c Ac9d8c4d2d Qd9s5s5h4d 
AhQc9c3h2h AsTh7c5d4h AdKs6c5s3s Kc9c6s6h3h 
KsKc8c4h2d JsJc7h6d5h Jd9s8c5d2s AhKhTc2s2h 
QcJd7c5s4h QhJdJc7s4h KdJd9h7c3s Kc8c7s6h3h 
Td8s7s6c5h KsQsQh8d4s KsQs6h4c2c Jh8d6h6d4s 
QdJs7d6d5c KdTh6s5d5c KsQsTd6s3h QdJh7d5c4s 
Ad8c6h6d5d KsJsJc8d4s AhJsJh4h2d AdQsTs7s3h 
Qs8h7s6c5d KdJd9c8s5d Ks8s8d6d3c QsQc8d4h4c 
KdTd9s5d4c Qs8c7c5s5c AdQh5d4c3d KdTh7s6c5c 
QsTs8s6h5s KhQsQd6s2c AhQd8c7c5c AcTd9c6c3s 
AhKh8h7c2s KdQcTh5s2d AcKcJc4c3d AsQd9c5s3s 
QsTc9h7h2c QsTd6s5c3h TsTd8c6d3c KhQc9c8c7c 
KdQs9d7s2s KsKh7d6s2s Ts9c7h6c5c QdJsJc5h2s 
QdJs8d7d5h AdTh7d3h2h JdTc9h4s3d TsTc9s6s5h 
KcTh8h8d6s JsJh9h6s2h KsJd8c6h4s AhQcJs3s3d 
Kd9c5h4d4c AdJd6h4c3s QsTh8d5h3d QdJsTd3h3c 
As9s8d5s5h QsJs9c7c2d Qs9s7d5d5c QdJd6s5h5c 
AsKs6h4s3d QsQdJh8c2s KcQcTs8d3h KdTs9d5h3c 
KcQhJh5s3h AcJd7c4h4c AhQdJd9d2c 6d6c5s3d3c 
AdTs8s8h4s QhQcJh9s2h JcTs9d3s2d KsJhTc9h2h 
QdTd7h6s5d Kd9h8s8d3s Ts8c7h7c6d Qd9c8d6c4d 
Ac9h9c7d2s AhJsTc7d3d Js9h9d8d2s QhJc6s4c3s 
QsJdJc7h4c KsJsJh8c4s AhJd8s6d5d AcKd5c4s2c 
7s7d6h4s3h 8h6c5d5c4d AcKc8s4h2d Ks4d4c3s3c 
KhQc8s8h3c QcTc8s5c2s KcJcTh6d3c AhQs9d7d6d 
AdKh7c6c4c AhJs6d2s2h Tc8d7h6h3d Jd8s7c6h5d 
AdJh7d3c2c QcTd9h7d2h QsTh9d7h2d KsJc7c4h2s 
AhQd6d4s3s AhJs8h4d2c Ad6h5c3h2d AdQc6d5s3d 
Kc9s9d7c6c AhTh7c5h2c Ad9d8s7d4h Ah8d6c2h2d 
JdTd8s6d3s JsJh9h6c4d AcTc7s4h4c JsTs8c5h4s 
Jc9h7d7c6s QdTs8d4d2s ThTd8d7s5d AdQh5c4c2h 
QsTc9s8h4d AhQd8d8c4s AhJh5d4s4h JsTd9d8c3h 
KhJs9h9c6h Qs6s5d4d3h Js8h7h5d3s QdTc9s5h3d 
QsJh9c8d5c QsQcTh8d2h JsTc9h7d3c JdJcTc6h3s 
KcJc8d4h4d QdTh6d5c3s Th8s7c6h5d Kh9d8d8c2h 
7d6d5h3h3c AcKcTd2s2c QcTsTc8h2d AcJs6c5d5c 
Ts9h8s7d2d KsJc8d7h7d ThTd9d6s4c QcTh9d3c2d 
KdQd9h9d6s KsKhKc5s5c Ah7h7c6s4h AcTh8c5s3c 
Ts7h6h5s5c AdKdTd8c2d Qc9s8d5d3c QhQcJd5h2h 
QdJc9c6s2s Ks4h4d3s3d KhQc7s6d3h AdQcJs5s2h 
QcTh8d5h3d AcJc8s8h2d 9d9c8d3s3c JdTh9h7c4h 
QsTc9d7c2d Ad9h8s7h6h QhTc6c5d4s AdQh8s8h3s 
AsJsTs9s3s KdQh9d6s4c As9h5h5c2s Jc9d9c7s6c 
Ts9d8c7d3c KsTh9s3d2d QhJd9c7c6c Ts8s6d4d4c 
AhKc5c4c3d AdTd9c4d3h Th9s9d7h2s AcKhKdKcQc 
Ts8d6h4s4d KdJh6d5d2h AdQs8s6h2h QhQcJs8d2h 
Kc9d8d6d3c AdKd8h5s3d Kd9s8s8c2d Jc9d8h5c2d 
Qd9c5s4d4c Ks9d8s8c3c AsKh9s6c2d 7s6h5s4h3h 
KcTh8s7s3h AdJh8s5h4h QhJs9c6d5d KsQh8s6d2d 
AdJd8d7d4c Ad9h4h3s3d Td9d6s4s3c KsKd7h3h3c 
TsTd9s6s5h JsTc9h8h5h AhJh8h6h5c Qd9h9d6d6c 
QdTsTh6d3c Qc7h6h5c3h JhTh7d7c5s QhJc6d4h2c 
ThTd8h5h3d QsTs9h5c3d Kc7s6c4s4d KdQs9h8h2s 
AhThTc4d3h KdJdTd6s3c JdTdTc9s5d JcTc8s5h4c 
KcJdTh9h4h AdTc7d3h2h Jh9h8h8c7s AcKcQd6s2c 
Jc9c8d8c7h KdJd7d5s4c AhJd8h6s2c Qs9d7s7c6h 
AhKhJh7d3h QdJc5c3h2d 8d8c7d6h3c AhJh6c4h3c 
KdTs7c6h5c JcTs8s8d5h 9h8d7h6s3s Js9d9c8d2c 
Ad8d8c6c2d AsJh8s4d2c QhQcJd9s2d KdTs8c7c3s 
AdKd6c4s3d KdTh7s5d4d QdJdTd6h3c Td9c5h5c4d 
JsJh9s6h2s Kd9s6h5c4d QcTd6c5s3h 8s8c7h6h3s 
AsKh7d6d4d TsTc8h6d4s KcJhThTd2h Kd9s8d6h2s 
TsTd6s6d2c Ac9c7d4d3c QsQhTd6d2c KhTd7c6s5s 
QdJs7d6h5d As9c7s2d2c AhTh7h5s3d QdQcJh6d3d 
KdKcQs9h2h As9h6s5d3c Ad7c6s5s5c Kc9s5h4s4c 
Ad7d6s5d5c Jh9s9c8s4c Jc7d7c4s4d QcTd8h7c5c 
AsJd4s3c2c QsTc8d7d2c QcJdTs8s2h JcTs7c5s2d 
Qc9s9c6d5c AcKs7d6d4d Th9s8h8c2s AcQc9h5d5c 
8s8c6h5d4h KdTd6d5s4h JsTh7s5c2h Js8d7s5c3d 
Qh9h7c5h4c KsTh7c6d5d 9s9c7d3s3d KdQs3h2s2d 
QsTd7d5c3c JsJhTh6c3d QsTd6s3h3d KhQh8d6s4c 
9d8h8d6h3d AdQh9c8d2d Jd8d7h7c4c JdTs8h5h4c 
AdQhTh6h3s QdTs6d4c2s As5s4c2d2c Kh8d7d6h3d 
Jh7s7c6h4s Js9c8h6h4c Ac8s4d4c3d AdJh9s8c6c 
QhJd9s8c5s QsJd5d4d2s QhQdTc8s3s 8d7h6d5s4d 
JdJc9d6s4h Kd6s6c3s3d Qs9h5d4s4h JcTs6c5s2h 
AsJs8s6s5h As9s9d8s4c 9s9c8s7c4s JcTs9d7h4c 
KhQs6c3s2h QhQcJc6c3s KsTs7c5s4h KdQs9h9c6s 
JcThTc8d2s JdTs7c6c4h 9h8h8d5d2s KsTc4c3s3d 
JdJc8c2d2c JsTh9s6c3d AsTh7s5d3s KhQsJd8d5d 
Ad8h8c6h4c KcTd8d7d6d KhQdJs4c3d AsTh6s6d3c 
JsJh4s4c2c Tc9h7d6h5h KsQd9c5c2d Td7s6d5h3s 
AhJc6s5s3c Ac8s6d5s5d Th9d7c6d5d ThTc8h5h3c 
AdTd9d7d4s JcTc9s6d6c AsTh8h8d4c AhQh6d5s3h 
JcTh7s3h3c Th9d8h7h7c AdTh7d6s3d KsJc9h6d4s 
KsTs8s7s7d Kd7h6s5h2d AsTh7h5c4d KdQhJc8c5c 
KdQhTh9s2h JdTc9d6s3h Jc8s5s5h4c 7d6c5c4d4c 
KcTd7h6d4s Kc9c6h6d3h JsJh8d3s3d 7s6c5c4s4c 
KhTd9d4h2h QdJs8d7d5c Kd9s5c4s4d AsTd6c3d2s 
JhTh7c6h5s QdJc6d3h3c AhQh8s8c3d AcQd9s7s6s 
JhThTc8s2d AdJd8h6d5d KdQdJd6s3h 9h8h8c5c2s 
QhTc9s5d3h JhJcTd9d5d KhKdKc5h5d KcQsTd8h5d 
QdJc9c3d2s Qd9c7c6s4s Kd5s5h4s3d KsTc8h8d6c 
AdJd6h5h2d QsQh9s4d4c AsTs4h4c2h 7s7d6h6c5h 
AhTdTc7c4c JdJcTs7d3d KhQd9c6d5d KcJc7c5h4d 
QsTd6s5h2h JhJd4s4d2s KcQd5c3c2d KdQs7d3s3h 
Ad9c8d7h4d JhTh9d7h4c AsQd8c6d4h As9c8h7c6c 
KsQcTc7d3h 7s7h6h6d4h AcJhJd9s2h KhQcJs7d3h 
KhTh8c6h4s KcTh8d7c4c KcQdJd9s4h ThTc8s6s5d 
QcTdTc9c3h Ts9d7d6h6c Th9c7c6s6d Ah9h6c4s2c 
Ah9h8h6d2d KdJc6c3s3d QcTc8d7d2c QhQcJc7d3s 
QcTc6h6d5s Jd9s8h6h4s KhQh9s7h7c JcTsTc9c4h 
QhQc7s6d4s 9d7s7d6s4s AhQsJd8c3d 8s8c6d5h4d 
Qc6d5h5c4h AdKc9d8s2d AsTs9s6d3c QsJsTs6d3h 
AhTd9h6h3s JdTd9h7d4c AcKs5c4h2c Ks7d6h5d2s 
KhQh5s4c3d Th9c8h8c4c TsTh9s6d5s Qc8d7h7c4h 
ThTd8d6h2h Ah9d9c8h2s AhJc6d5s2h QsJcTh5d2c 
KsKc8h4c3c As8d4c3s3c KdJc9d5d4s KhTc9h5s3d 
Kd9h7s6h4s QhJs7h6d3d Kd8h7d5h3h KhQd5h4c3s 
Js8d7d5s5d JsJh4h4d2d KhQcTd7s5s Th8c7d6h5s 
JsTd9c5h4h AsTh8h8d4h As5s4h2h2c QhJs9d7h5h 
AcQc8s8c6c QhTs9d7d2s QdTdTc4d2c Js7c6h5s5c 
AsJd6c5c3d QsTc8h5c3h Kd8c7d6s4h KcTh9h3c2h 
QhQcJh6h3d AsQd9c6h2s QhJd8s5c4d QhQc9d3s3h 
Ah6c5s3h2s ThTc9d6d5s Ks9c8s6d2c Kd8c7h5s4d 
AhKhQc9h3h AsKhTs4s2d AhJhJd4h2s As9h9c5s3d 
Tc8c7d6s4h KhKcQd7s2d AcQc8d8c6c QdTh9d6s4d 
AsTs7h5s4s Kc9s7s6c2d AcQsTh8h3h 8d8c7c5c3d 
KcTc9s5c4h Jh9d7s7d3h QhTd6h5c2c QhTsTh7s2s 
JcTd8h3h3c Th9d8c7c2d Tc9s8d8c2s 7s7d6s6c4h 
AdJsJc8h3c AsTc6s6h3d Ah8h6s5d3c AhJd8d6c4s 
KhJsTc9c4c AhQc5s4h3h KsJc9d6h5d Td9c8s8d2c 
AsJsJd6h2c AdQc5d4h3d As8d7h6d5c QdJsJh7h2s 
KdJh9d9c6d As9c8d7d6d QcJc9c8s5h KhQdTsTc2d 
7d7c6h6c4c Td8h7c6d5s AsQs6h5c3s QdTs6s5h4c 
KsQhQd6d2c AsQhJh6c3d AhKhQh5h2s AcKc7d4c2d 
KcJs7d6c2d Kd8s8d6s3h KsTh8d8c6h Qh9h8d6d2c 
8d8c7s7h5d Jc9c7c5h3h As6d5h3s2h Ks9h6h4s3d 
Jh9c7h6c3c Kh9h9c8d3d KsTh5s4c2c AhTd7h3d2d 
Td9c8d7s2s AsKh8h4d2d ThTc9h6h5d QdJd8s4s3h 
AhQh9c2h2c JdTh9s8s5s 9h8d7d6d5c AdTc9s7d2d 
TsTc8s8d3h AcJc5d4h4c QdJdJc9d5d KdQcTsTc5c 
AsQh6d2s2d As8c7s4c3s Qc9d8s6d5h Ac9h7d4d2c 
KsJdTc8h4h KsKc7h6c2c AdQhJc6c3s Th9s7c4s4h 
KdTs8h7d4d JdTh9h7h5h Qs9h8d6s2d KdQsTh6h6c 
AsQh8s3d2d Ac8s8d6s4d Qc9s8s7d6s QsQhJs9d2s 
QhJd9h7h5c Kd9c7d5c3d QdTd7c6s5d KhQsQc4d3d 
AhKhJs3c2h 7h7c6d3h3d JhTsTc9s3s KdJsTh6s6c 
AdKs9c5s3h Th8c7h6d4s Js7d6d5s5c JhTh9h7c2c 
KcJsTd2h2c KdTs9d7c3d KdTh8c7c3h KcQhTs8d3c 
Qs9c8d6h5c AhTh7s4h4c KdQhTs6s6c Qd9s8c6s5h 
AhTc7s5d4c KcTc8d7c4h QdJdThTd5d AdTd6s3h2h 
AdTs9c8c4h JsTh9c7d4s KcTc8d7c4s KsQcTc6h3c 
KcJc8h6s2h Ah9c8d7d5s 7s7c6s6d4h 9s9d6s5s2d 
QhTdTc5d4d As8c4h3s3h KsQc9h8d6d KhQhQc8d4h 
KdJh9d5d4s KdKc4c3h2c KhQhTc5h4h 8s8c7s6d3d 
Qh7s6s5h3s JdTc6d5c2h As8d6s6d3s Kd9h8d8c7d 
Td9s7c6s6h KcQh5c4s3d Jh9h8h8d7s As9h5h2s2c 
AsJd6h5c2s KcQcTc6s4c Qd9c8h8d4h JhTh8d4h3d 
Td9h7d6s6c QsTs8d7d2s KsTs7s7c3c KhQsJd9s3c 
QhJc7h5c2s Ts7s6h5d3d AsQdJh6h3c Kc9d6d4c3h 
Kh9h8c5c2s KdQh7d6d4s Qd9c7c6d4d KsJdTs6s3c 
Ad8c6h5h5c AcKs8d7s2h KhJc9h5h4s QhTc7h6s6h 
KhQc9h7s5h KcJcTh3d2s Jd9d8d6h5c Ts9d8s8d4d 
Ts9h5h5c4s AcKc8c7h2d 8d7c6s5d4d Js9s9d7d4s 
ThTd9c6s5s QhTs7h7c3c Ad9h8c7h6h QsTd9s8c4h 
Qh9h9d6h6c Kh4s4d3s3h Tc9d8d5h3h Td9h7h4d3c 
Qh6s5h5d4d Qd6s5s4c3d Jh7h7d4s4d AsQc6c4h3h 
QsTs8d7h5s ThTd6s6h2d 8c7c6s5d4c AcKcJh3s2c 
QdTd9s7d5h 7h7d6s6d4c QcJh8h6c3c 8s8d6s5s5c 
Qc9h8h7d6h KsQs7d7c5h AcQh7h5s4h TsTh5h4h3s 
KcQsJs5s3d AsKd8d5h5d Ac8c6s5d3h As9c6c2s2h 
AdKcTh4s2c AdKd6c4d3s JsJdTd4c3d TsTc8s5s3c 
Kd8c7d5c3c QdThTd8s2c Qh9s9d8d7c Jd9s9c8c2d 
JhJcTc6s3d KhKcQd8c3c KhJsTh7h4h AhTh9h6d3c 
KsTd7s7c2d KcQcTd6h2s Kd9c8d7c3c 9h8d6d5d3h 
QsTs8h6s6d 9c8h8c6d3h KsJs7s5c4h QsJc5c3h2s 
Qs9d7d6c4c 7d6h5h4h4d Kd7s6h5s2d AcQdJh3c2c 
KdTs6c4c3s Ah7h5c2s2c Qc9d8c6d4c Ad9s5s2d2c 
QdTh6d5c2c As9s7h4h3s QdJc8h6h5s QhJsJc5d2s 
AhJd8c5d4d QdQcJh4h3h Td8s7c6c5h Td7d6s5s3h 
AcJc8c7h4c Kd7c6d4s4c Kh7s7c5s4c AcKcQs7d2c 
QhQc6c5c3s KdJs6h6c5d QhTs4s3h3c AsTh6c3h2s 
KdQcJc5h3c 8h8c7d6d5s AdKsTc6h6c QhJc9s9c6d 
AcQd9s7d2s KdThTc7c5c Qd9s8s5d2h KdQd9s6h6c 
Kd9c8c6c3d AsJs8s6s5d JhTc8d6c4c AhKh9h5s5d 
JdTs9c3s2c QsQh9d3d2s Th9s8c6s2c KcJdTc7h2s 
Kc5h5c4h3d KsQdTd9d2h KhQs8h6d2d ThTd9h6c5h 
AcJs8s7s4h Qc9h8s6s2c Jc9s8h5c2s AcKh8d7h2s 
QdTdTc7c2c JhJdTd5c2s JhTs6d5d2h QdJh6d3h3c 
AsKsTc2s2d AhQs9c8h2h Qd6d5s5c4s KsQd8s8h3d 
Qd9d9c7h3c Qc9h8d6h5s KhJd6s6d4s AhKhJh3c2d 
Ts8d7d5s5h 9s9d8d3s3h KhTh6h5c4d As8h7d6h5c 
QcTc9s4s2c KdJc8s7h4d Kc9d7h7d3c JcTd9d8s3h 
AhTh9h6s3d QdJc7d6s5d KcJs6s3d3c Qd6d5c4c3s 
TsTd8s6c5s KdTh9d3c2c JsTsTc9h5s AhQh9h7s3c 
Js9c8h5s2c AsKc8s5s3d 9h9d8h7d4h QcJh9c3h2s 
Jd7h7d5h4h QhJc9h7h5d As9c4c3s3d TsTc7d6c4h 
AdKs4h4d3d QsJd9h7s5s QhTh5s4d2d KdQh9s6h2s 
AhQs8s8c5s AsTc5d5c4d TsTc7h6s4d AhTh9h8s4h 
AsKhTh6h3h Jh8s7s5s5h 7h7d6s6d4d AsQs5d4h3s 
QcTh8s3h3c AdJh9h8s6h AcKsTh8d3d KsJdTd7d3c 
KcQs8c5d4h AhJc8h6s2d KhTs9h7c3h Kc9d7d4c3s 
AcQsTs6s3h Ad9h8c7c6c AcJs4c3d2d JdTh6s5s2d 
AsJh7s6h2s Th7h7c6h5c JcTs9s7h4s 8c6d5s5d4s 
Ah7c5s3s2h Ts8s7h6d3h QdJd9h7h3d JsTc9h5d4d 
QhQd9c8s2h KsTh7d6h4c KdTs9s3d2s QsTsTc3h2h 
QdJd9d7d6h KcTs7h6d5h Tc9d7c6s6h KhQdJd9c4s 
KdQs9c6s2c KdQc5d3d2c 9c8s8h6h6d Ah9s9d5h3c 
KhQs9c6s5s Kh9d5c4h4d AhKd6c5d3d Ad9c5s5c2d 
AdQcJh8s3h AsTd7s7c3s QdTd5h4c2h AhJs9h9c3h 
QhThTd9h3s JsJc8d3d3c Ah8c4h4c3d Tc9d8d5s3s 
Js9c8d5c3d Td9c5s5c4d KdQh7c6s3d KsQs9h7s7c 
JsTc9d8h3s Jc9s6s5h3h Ac7s6d5s5d Kc9s9d7h6s 
KcTs8d7d3s Kh9h7c5s2c JhTh9h8d6h AhJh7h6h5d 
AhTc9h6h3d Td7d6s5h3s QhJd9h3d3c AcKcJc6h6d 
TsTh8c5c3s Ks8d7s6c4h AdTc7d6s3d QdTs8c7d5d 
Kd6s6h3h3d KdTd8s7h4d Kd7h6d4h4c QhJdTd7d5d 
Tc7s7c6c5s KsJhTd7d3c QdTc9s7c2s Kd8h7d5c4s 
AhKd7s7c4c KdTd8c6d4h KsJs7c6s3c JhTh9d8s2h 
Kd9s9h7c6h AhQc8s8c4d KsTs8h7c4s JhTd9c7s4h 
JsTh7s5h2c Qh8d7h7c4c Qs6d5h4h3s AdQc6c4h3h 
AsJs6s6c5h KsQdTd7c3h KdTsTh7s5s TsTc8h7d5c 
Qh9s8d6c5s QsQhJc4c3c QhJs5h4s2h AhKd8d6d5d 
KcQsQh4d3d QhTd6h5c3s Kh8s7d5c4h KcQhTd8s5d 
Ah7h6s5h5d KcQh8c6s2s JhJc8h6h2c TsTc4d3s3c 
Kh8h7d6c3c JdTh8s6h4h AdJc7d4s4d AcKhQc7c2d 
KcJdJc9s4c KhJc7h6h6d Th9s5s5c4h 8d7h6d5c4d 
As9h7s2h2c JhTc7d6c5c QsQd8h6c4c AhTh9h7d2c 
Ks9c8h8c2s AcQdTd7d3s QhJcTc7c5c QcJh9c3h2d 
QsJh8c7s3c AsTd8s5c3s Ks9d8s6h2d KsJhThTd2h 
As8h4d3s3d KdTdTc8d6d AdQs7h4h3s KsJs9s9c6d 
KcTs4s3h3c AsQd5s4c3s Ad8h4c3d3c Qd9h5s4h4d 
AhQh9c5s5h AdJs6d5d5c Kh8s6c5s4c Js9h8s7c3h 
QhTs7s5d3d QsTh8d7s5s Th9s7c6s6d KcQh8c7d7c 
Kc9h7h6c2d KhJs7c6h2c KhTd8s8c6d KhQd9h6c3s 
QdTs9h8c5h KhJh8h6s5d Jh8h7d7c4d JsJd8d6d2s 
TsTd8h6c4s As9h9d5d4h QdQcJd9s2d QcThTd5d4d 
JdJcTd4s3d TdTc7s6d4h KdQsTd6d3c Ts8d6d5c3s 
JhTs9s7d4s AhKh7s4h2s 7d7c6c3h3d Jc9h8s6s4h 
TsTd7c6d5d 9h8d7c5h3d KsQcTs8d3h AcQs9s3c2c 
Ts9c8s8h2c TdTc7s6d5d KdQc9c6c5h AhTc9c4d3d 
KsQh6c3h2s JsTh8s3h3d Kc5h5c4h3s Tc8s7s7h6d 
QcTc7h6d5c Kc9h7s6h4s Tc8d7s6c3d 9c7h6h5h5c 
KcQsTs9s2d KcJhTc6c3s JdJc8h6h5h AsKhTc4d2h 
AsJh6s4d3c JhJd9s3d2h Ac8c6h5s3d AsKcQs7s2h 
QdThTd3s2s 9d8c7d6s3s QdJs7s7d3c Js8d7s5d3c 
AdTh7d6c3d KdJcTs8h4h JsJc9h3s2c JsJh8c7s4d 
Ks8c5s4d4c Kc9h9d7s6h Tc8h7h5d5c Tc9h8h5c2d 
8s8c6c5d5c As9h9c4s2h Td8s6s5h3d Ks9h7s5h3s 
KcQd9c6s3h AhKh7c4h2c KsJd8s7d3s KhJh9s7c3d 
QsQh9h5h3c QhJhJd5h3s KdTc7s6c5c Th7c6h6c5h 
JsJdTd4h3d Ac9c8c6s2s QsQc7d7c4c JsTh9c8c5c 
Qs8h6c5s2h As9s7h4c2h As7d5h3h2s AsJd7s4s4c 
QcJsJh9s2d 8d7s6d5c4d AhQs9s8s6s AcQs9h7s2h 
AhKhQh6s2d AsKcTd3h2c KsTd7c6d5d 8s8d7d6h6d 
Tc8s7c5s5d KcQhTh7s3d Jh8c7c5h5c JsJcTs5d2h 
Kh9h6s6c3s QdTh7d6d6c KsTc7s7h2c Qd6c5h4h3d 
KdJd7d5c4s QsTsTh8d3c KcJs6c5c2s As9d8h5s4s 
7s7h6c3s3c 7d6s5d4s3s ThTd9h6h5s AhJh8h7h4s 
KsJdTs6s3h JhJdTc8s4s 9c8c7h6d3h Qc9s8d6c2d 
QsTc9h6c3d Th7s7h6h4s AsQd8c5h5d Qd7d6h6d5h 
TdTc7h6d4s JcTh8c6c4s AdQs9c6h2d 7h7d6c4h3c 
JdThTc9h3h 8c7s6c5d4c QsJsJc5s3d AcQs6h4s3h 
7s7h6c4h3c Th9h8c5s3c QhJc9h5s3d Qs9s9d8c3c 
AdKh9s5h3c As9c4c3s3h AhQd9d3h2h AcKsJh7c2c 
KhTs7h5c2c Jd9s9c8s2d QsQhJh9d2h Kd4s4c3d3c 
Qs9c8h8d6s AcKcTh4c2s AsTc9s5s5d QcJsJh7s2h 
JhTs9d3s2d QsTh8s4s2h 9h8s6s5s3h QcTc9h8s2d 
KdTs9d3c2c Jd8h7h5c3d QsQhJh6h3d JhTc7s6s4d 
Qd8s6d5c3c AdTd7d6d4h Qc6h5s4s3c KdQhJc4s3h 
KhQcTc9d2c KsTs7s7h3h 9s7c6c5s5c 7s7d6d6c4h 
Th9s8d7d2s Kh9c6d5s4h QsQdTc8s3s KhQs7h3s3d 
AdQd9h8s3d AdJc7d4h4d TsTd8h5h3d AhJd7s3h3c 
Qc9s8s5h2c Qc6c5s4s3h AcTc9s4c3d JsTd8d5h4d 
AcQd6d4h3h Ah6d5c3d2h Jd8s8d7c6h JsTd8c3s3c 
KdQcTd6d3h KcTc9c7d7c AdQc8c6s2s QsQc9h3s3d 
JdTs9s8c3h KcQh9d5s4c KcQd3h2d2c Td9h6d4s4h 
AhJs7c3h3d KsQsJs8s6h KsJs8d4h4d AhTs7h3c2c 
AcJh8s6d2c QsJdTc8d3h QsQcJh6c3c AdQd9h5s5d 
Jc8d7s6h5c AsJc7s3h2h AdKd8s5h3d Qs6s5h4h3d 
QdJhJc9c2s QsTc9d6c3h As9s8s6c2c AhJc9c8s6c 
KcQdTs7h5h AdQsTs6s3h KhQs5h3h2s Qs8d7s6h5c 
TsTh6s6h2c Kh9s6c5c3s Jc9d8s5d3s As9c7d5s4s 
Ac9c8s5h5c Ks7d6s4h4d KcTh6s4s3h KhKd4d3c2d 
AcKdJc7c2s KdJd8c6s3c AsTc8s3s2c QhJc9h5d3s 
AcTs5h3h2c JhTh9c8d5h AdKsTh8c3c JcTc9c5s4d 
Ad8d7h6d5d QhQdTc8h3h Qs8d6d5s2c KsQc9c8c7c 
Td7d6s5c3c AsTs7h6d3s KhTc7s5h4h KsQhTs8c3d 
JdTc7s6s4h Jc9s8c7d3s JcTh9h8d3s Tc9s8s5h3h 
AdJd8s7h3d 9h9d8h5d3s QdJs8h5c4s QsQh9d8c2s 
JsTd6s5d2c QdQcTs8h2s Kd8h7s5c4d 9s8c6s5d2d 
KhKd4h3c2h Ts8d7d5s5c KdQhJs8c5c KcQhJd4s3h 
AcQh6d5h4s KsJhTh5d3h QdJh6s4d2h QsQhJd9c4c 
AhTc8s8d6d KhJcTh9h2h 9h8c7c5s3s Ah9s8h7c4h 
Td8s7c6d5h JsTd9c8s5s 7s7c6s3d3c KsQh6h3d2s 
KcJhTs8d4d QsJcTc5c3c QcJc9c8h5s QdJc7d5s4h 
QhJcTd8c3s Jc9s8h7s5s AsKs8d7c2s QsTs5c4h2c 
JsTc9h4d3s QcJh7c5s4d 9d8s8d6c3s Ac9h7d5c4c 
Ac9d8h5c4c AdQs8s8h4c KhQs9h7h5c QcJd9d7d5h 
AcQs8s8h4d KdJc9s6h4d AdJh9d3d2h 8h7h6c5s4h 
AsKsQs6c2d AdQc6s5c4h Qh9h7s5s5d AcJs6c4d3h 
As9s7d4d2c KsKh8h4c2d Tc8c6s5s5c AdKh8c7d2d 
Ks9c7h7c3s KhQhTs8d3c QhTd8s6c4s KsTc7d6c4h 
KsTh5h5d4d Kd4s4c3s3d Th9c7c4h3d QsTsTh4s2h 
QhTc8s3h3c QcJh9s6d5d Qc9h8d6s5h KsTh9s8d3c 
KdJcTc5c3s KsJs7s5d4h Kh8s7s6h3s JhTd9s8c4d 
JsTd7c6d5d Kh9d8s8h3s AhQsJs9s6s KdQsTh8c5h 
QsJsTs9s4c JsJh9c3s2h QcJc8d6d2s QdTc4d4c3h 
KdTs6s6d2h Kh9h7s5c2s KdTs9s4d2d Tc9h8h5d3d 
QsJc9d7s5s KdQhTsTc2h QcTs8h6d4h QcTc9h5s3d 
Jd9s9c6s3c KhQs7c6d3h KsQh5h2s2h AdKs8d5d3c 
AdJs9d9c3d JhTs8c6s4s AcKd4s4c3c AsKh8d7s2s 
AhKd7h6h4h Th9s9d8h6c Kd5h5d4c3c Qs8d7c5d4c 
KhTc5d5c4d AhTc9s8s4d KsQdThTd5d AhJsJd9c2s 
Ts8c6d4s4c ThTd9d7c2c Tc9h7h4c3d AcJsJh2s2d 
TdTc8h8d3s KcQhQc8d4c AsQsTs8d2s JhThTd9s2h 
Th7s6h5c3s AsTs7d4s4c QdJcTs8s2h KdQs9h8s4h 
KhJh9s9h6d JdTc8d3h3c Th7s7h5s4s Jh9c7h5h3c 
AdTsTh9c6c Kh9h7s7d3s QsJhJd7c4s QcTs9s6s5h 
KdJc7c4h2d JdTh9h7s4h KdJd7s5d4h Ac9c7d4s2d 
KdJhTc7c3s Kd9c8s8d7d QhJc9h7h5s KdQd9s6h4c 
Ad7s5h3h2d KcJdTd7d3s QdTs6s5c4h AdKdQs6h2d 
KsQs7h6c2h JhTc8d7s4d QsJd9h6c5c QdJd8h6h2s 
QsJs8h4h3d JhTc9c8s3d QhTd9h6s4h AdQc5h4h2c 
Ac8s8c6s2c AdKhTc6s6c AcQh8h5s2s Qs9d8c6d5h 
Ah9h6s4d2s 9s9d8d5s3h Ks8d7c5d4c Js9h9d8h2d 
9s9d5s4d3c QsQhTd8d3c Jd7d7c5c4c 9d8d8c6c3d 
QhTs9d6s3c KhQs8c6h4d Kd9c6h5h3c KdJd8s6h5d 
