Kd8s4h3h2s 
Jc8c4h3d2s KhTc7h7d7c Qs9d8d4d2d Qc6s5s2s2h 
Js7c6h4c2c Jd9d4d3h2s Ac5s3h2s2d KcQcThTdTc 
9c8h3d2s2d Js9d6h3c2c QhTsThTd8h 9d5s4s3h2s 
QsQhQc6s4c Ad7s4c2h2c Ts7h6s3s2c Ks9d9c3d2h 
Qh7c6s3h2d AhJd6c2s2c Qc8s4d3h2c 8h5s3d3c2c 
Js5d4h3c2c Ah9c6s4d2s AdTd9s9h9d Js8d8c3d2h 
Kd4d3s2h2d Ad4s4h3h2c Qh4h3s3c2d Ac6h6d6c4h 
Js6c5c2h2c 9c6c4s3c2c Ah9s6s4s2c Jd7d6h4d2d 
Jh9s8s8h8c Kh6c4d3s2d Ah7s4s2s2d Jc5s5h4d2d 
Jc7s3s3d2d Jc9d3s3h2h Kc9s7h2s2d 8s5c3s3d2s 
Qs9s7c3s2d Qc9c7h4s2c JhJd2s2h2d 9s8c3h2s2d 
Ts7d6d2d2c Ac9h5h4h2h Ks7s4d3c2s Qh9h4h3h3c 
Th5d4h3s2h Qc6c4s4c2c Ac6h4s2h2d 7h6d3s2s2c 
8s7s7c3s2s QsQhQc9h2s Jd7h3h3c2c Ts7d6d2h2d 
Tc7d5d2s2d 8s6h3s3d2s Qh5h3h3d2s Qc4s4h3c2d 
Ah8h4h2s2h Jh8d8c3d2d Th5s4c3d2s 5d4d3c2h2d 
KhJs8c3c2c Js7d7c4c2c Qd8d7d6d2d Ks8d5h2d2c 
JsJc7s3s2s Jh8h6c3d2h Qh7h7c4h2s Ts6h6d3s2c 
Ts7c4h4d2c Ts7c6h3s2s Ah7c4s4c2c Jh8s8c3d2s 
Td5c4d2h2d 9h9c4d3h2h As4s3s3h2s Ah8d8c3s2c 
7s5c3s3d2s 9d6h4s3s2s QsQhQd9d3h Ts8d3h2d2c 
6d3d3c2s2d AhTs3d3c2c Qd8s4s3h3c QsQhQc7s7d 
Qc9c4d2s2c Qh9d7h3c2h JhJdJc8d6c Jc6h4s4d2d 
Kc6s4s3d2s 5s5h4h3h2h Jc5d4s4d2d Kh3s3d2d2c 
Qd9h7h4s2c Ks4d3s2s2h JsJd7h3c2c Th5d4c2s2d 
Jh5c4s4c2c Tc7h5h3h2d Qd6h6c4c2c Qh5h4h2h2d 
Jc8h4c3c2s QsJh7c3h2h 8s6d3h3c2c Ah9s5s2s2d 
9s7h6h3h2h QdJc7d2s2d QsTs7s3h2s Kh8s7c4d2c 
Kc6c3s3c2h Kh9c8s4d2d Qd5s5c3d2d Js5h4c3d2d 
9c5h4d2s2c 8s4c3d2s2d QhJh4h3h2h 7h3d3c2s2c 
Ad4d3d2d2c Th7d5s3c2s 9s9d4d3d2c Qs5s5d4s2s 
Td7h7c3c2s 9s9d4s3s2h Ts6h4d2h2c 8s6c3h3d2d 
Qd8d7s2d2c KsKdKc7c6c Tc5d4d3h3d Ah7c4d2s2c 
Th3s3h2h2d Jc7s5d3s2h Qh8s8h3c2d Ts6c4s3h2s 
Ts6h6d3d2c 9h5d5c3h2s Th6d4s2s2c 8s8h8d7d6s 
Jc7s4d2h2c 6s4d3h2d2c Kc8c4c3h3d Ks8s4h4c2s 
AsJc6c3h2c KdQh8h3s2h Jd9d4d2h2c Ad9c6c2s2h 
Tc8s4s3s2d Ad7h7c3h2s Qd9d4h3c2d Tc6s4h4d2h 
Kd8h7s2h2c Kd6s3d2h2d AcTs3s2s2d Jh8s6s2d2c 
Qd8d8c4d2d Qc9d4s4h2s Qs9d3s2h2c Th7c4s4d2c 
Jh9c4s3c2c Ks8h5c3c2d AdTh6s3s2s 9d5h5c3c2c 
Qs5d3s2h2c Kd9s4h3s3c Jh8c7s3d2h Tc6d4s4h2h 
Td6s5c3c2c KsKhKd9d5c Kh9s8d3c2c Td8h8d8c7c 
Jh8s8c3d2d Ad8d3s3h2d Jc6s4c3d2h Qc8d7h3c2s 
Ts6h5h3h2c 5s4s3s3d2h Jc8h6h2s2h 8s5h4h3d2h 
5s4d3h3c2h Qc7s4d3h3d Kh7s5c3s2d Kh5s5d3c2s 
Ad9h6h4s2h Qs7s5s5h2s KhJc7d3c2c Ts7h4d3c2s 
Js6d4h4c2c Kd7c5h3c2s Qd7d5c3d2h Jh6s5d3d2d 
Jc8d6h3c2c Td5c4h3d2s KdJc8s3s2h Ac6h6d6c4d 
Ts6c4s2s2d Qh9s7h3h2c Qs7h4c3h2c Ts7s6h3d2s 
Ac4s4d3s2h Kd5d5c3d2d Qh7s5h3h2d Ks6d3s2s2h 
Kh8h4s4h2c 9d6s4c3c2c 9d6h4c3h2s Kh9s4s3d3c 
Qh6d4s4c2c Ac7s4s4d2s Kh8d8c4c2c Qh8c4s4d3d 
Ks8d7h3d3c 6h4d3h2s2h Qs6d6c3d2h As7c6c4c2c 
9h9d4s3c2c Ks8h7d4c2d Js9s4s3d2c 8h8c7s3s2s 
Jh6d5c3d2d Qc8c5d3s2c Ts5c4h4d2d Td7s5h2s2c 
Jh9s3h2d2c KsQh8d3d3c Ah9s4d4c3d 9d4s3h2h2d 
Ts3s3h2s2c 9h6d4c3h2h 5d4c3s3h2d Ks7c5h5c2c 
9h5h4s3c2h Ks7s6s2s2d KhQc8d3c2c Qh8d4c3s3c 
Jc8d6d2s2h Tc5c4d3s2c Kd7h5h4h2h Th5h4s3h2d 
Qd7c6h4s2s Ah7d4s4h4d AhThTdTc6s Qc8d7s4d2d 
Td7h4s4c2c AcQsQhQd5s 5s4s3s3c2d 9h8h4s3d2c 
8h3s3c2d2c Ad7s5h3c2c Jc9s4d3s2s Kd9d6d2h2d 
8h7d4h3c2s Kh6c4c3s2c Jh9s4s4c2s Kc7h5d3s2s 
Td7d4s2d2c Jc7h5d2s2h Ks8d4c3c2d Ah6h4d3h2h 
Td5s4h2d2c Ad8s5s3s2h Jh5h5c3s2h 7c6s3c2h2d 
Kc7h5d2s2h Jc9d7s3s2s Qs9c7h4c2d Ks8h7d3h3c 
Ah7d6d2s2d Tc7s4c3h2d Kh4h3d2s2h AhJhJdJc5s 
Js9d4d3d2h Qs5d4h3d2d As4d4c3d2h Qd7h6s4c2c 
Kd9s8s4s2s Qh9d4d3c2s Qc7c5s3d2c Jd5s5h4c2c 
8c5s3h3d2d Ks7h5c3d2c 9d8h7c3h2h 7h6d3s2d2c 
9s7c4h4d2s Qc9h9d3d2d Ks8h7h3d3c 6h4s4d3d2d 
Ac8h8d3h2s Jd8h6h2s2c As9h9c3h2d KdQs8s4s2s 
JhJdJcTs8s Qs7d6s2h2c Td5d4h3d2c 6c4s4d3s2s 
Js6d6c4h2d 7s5d3d2h2d Qh9h4c2h2d Qd6d5h3d2d 
As9c6c3h2d JhTsThTc5c Tc8d4s3h2s As9s9h9d8c 
Qd9h7s3c2h Jc9s9d9c7s Tc5d4d3s3d Jd9d7s3d2d 
Qc9c7c4c2h Qd8d4h3s2c 8d6d4d3d2c Qd7d6d6c2d 
KsQs7s2h2c Qd8h5s3h2c 7s6s3c2s2d Qc5c3s3h2d 
Tc6s6c3c2d 8d7s6d3d2d 9h4h4d2s2c Ad9d6h3d2d 
9d6s4h3d2d Qs5d4d2h2c Jh9s3d3c2c KsJc7c2d2c 
Kh7d5s3c2d 8s6d3d3c2h 9h7h3d2s2c Kd8d7d3d3c 
Jh7h3h3d2d Tc9s9h9c7s Tc8s3c2d2c Qh7d5c3h2h 
Tc7c5d3s2c Qh7s3h2s2c AsQsQhQd2s KsTsThTc7d 
QsQhQdJc8s 9d7d7c3d2d 7c3s3h2s2d 9c7d4s4c2c 
Jh6d4s3c2h 9c8d3s2h2d Kc8d5s3s2h KhThTdTc7s 
Tc7s4h4d2h Ts5c4d2s2h Kd9h9c4c2s 9s4h3d2s2d 
Td7d6d3s2c 5s5d4c3d2d Td8d3s2d2c JsJhJc7h6c 
As7d6d3d2h Tc7c5c3h2s As8d7c3c2h Td8h8d8c7h 
Ks7c5d3d2h Kh9s6d3s2c Jd9h3s2h2c AcQs7s3s2s 
TsThTc7h6s Ah9c6s4s2s QdJsJhJc9s Jc7s6s4s2h 
Kc7c4c3s2d Th5h4c3h2s Th6s4c3d2s Tc5h4d4c2c 
Ks9h7d3c2h Qc6s4s3h2d 5c4d4c3s2c Tc7c5c3s2d 
9h5d4s2s2c 9h8d4h2h2c Jd8s4s4c3s Th8c4c3c2s 
9s6s4s3c2d Ts8c3s2s2d Tc4d3c2d2c Kh8h6h2h2c 
Th8c5h3h2h Ks9h5c2d2c 9c8s7h3h2h 8c5h3s3d2d 
8s7c6d3s2s Ks7c5d3c2c Tc7c6s3h2c 8d5c4c3c2c 
Kh8s7s3s3d Qc8d3s2s2d AsJc7h3c2c Qh8d5c3d2s 
AsQh9s9d9c Js9d3s2h2c Kh8s5d2s2c Kd8c6s2s2h 
Th7d6d2s2d Kc8h4d3d2h Td7h7d3d2c KsJh7d3c2c 
9c5c4d2s2h Jh5c4c3d2c QhQdQc9h8h AcTh3s3d2d 
Qc9s6d3d2d Ts7s4c3d2h Ks7c5h2d2c Qc7c5h4c2c 
8c7s7d3c2c Jh6h4s3c2d 9c4s4c3s2c Kh9h5h3c2h 
Ts8s3h2s2c 8s5d3s3c2s Qh9d4s4c2s 9s9h7s7d7c 
Kd6c4h3s2h Jd6c5d3d2d 6c4s3c2d2c Kd9h4s3s3c 
Jh6h4s3h2d Jd8s8d3h2d Qs8c3d3c2d Kd8h6h2s2h 
Kc9d4d3h3d Kh9s6d3s2s Js9c3s2h2d Kh9c6s3d2s 
AdTc4s3h2h 9c5s3d3c2h Ad8c4s4h2c Ah8c7d3s2c 
Ts6s4s4h2s Th4c3h2h2c 8s8h7d3h2h Jc5s4h2s2d 
5d4d4c3d2h AcTd5d3d2d AsKh9s9d9c Ts7h7d3s2c 
KsKhKdQs8s 6c4d3c2s2h KcJc4c3c2c Js7c6c4h2c 
Ts6h4d4c2d KdJc7s3h2s 7h5c3c2s2d Ad9s8s3s2s 
Kc5h4d2s2d Qd7s4c3h3c KdJh7h3c2h Qh8s4s4c3d 
9s8c3d2s2h Jc9h9d9c7h Kd6c4c3s2c Jh8h7c3d2s 
Ks9h8c3d2d Qc9d4c3s2c KsKhKd9c7c Qh8h7h2d2c 
As7d4h2d2c KsQc7c3h2c Ac9s9d4h2h AhJs3s3h3c 
5d4d3s3d2c Qh6c4s3h2h QcJc7h3c2d Jc8h4h2s2d 
Jc8c7d3s2c 7c6h3s3d2c Td7h6s3c2s Kc6d6c3c2c 
Kc6d4h3s2h Qs6d4d3c2h 7c5c3h2s2c Jc8s4c3c2d 
Ac9s5s4s2s Ts6h5h3h2d Qs5c4d2h2d Td3h3d2s2d 
Ks7s4h3s2d Jd9c4c3h2c Js6d5h3h2h Ts7h5d3s2s 
AdJsJhJd2c Qc8c7c4c2h Js6s4s3s3h Td7h4h4c2h 
Kd9c8s8d8c Kd9s8s8h8d 7h6h3s3h2d 9c6d4s4d2d 
Kc9h4s3c2c Jd6c5c2s2c Kh9h5d3h2h Tc8d4s3d2h 
8c3h3d2s2d 7h5c3d2s2h Th6d4s3d2c 9d4h4d2s2d 
KsQs8s2s2h Qs5h5d3h2c Ks6s3s3h2c Jh8c6s3h2h 
Qd8d4c3h2s Qc7h4s2d2c 9h6h3d3c2s 9h5d5c3d2d 
Qh5s3h2d2c 6d4d3s2d2c 9h7h4d3c2s Ad9s7h3h2c 
Qh5d4d3d2c Qh8s6s2s2d As6d4d3c2h Qd9h4d2d2c 
7d5c3c2h2c QsQhQd9d2s As9d6c4h2d Qd7h6s6c2c 
Jd6h4s4h2c Qs5d4d3h2d Kd9c4s4d2d 9d8c7h3h2h 
AcKs5h5d5c Qh9h6c3h2h Jc9d4d3h2d AdJh7c3h2h 
QdJs7h3d2d 9c8h4c3d2s Jd5h4h2s2h QhQdQc6d4h 
Tc6h4d3h2s Td7d6d3c2s KdTc3h2s2h Th5d4c3h2h 
KhQh7h3h2d Kd7s3h2s2h Js5d4c3h2h QhQdQc9c2d 
6d4s3d2h2d Qh6h5h3h2c Qd7h5s5c2c Kd9s6h3h2c 
Jc6h3d2h2d 5s5d4h3h2h Kd8d7d3h2c Js5h5d3c2s 
Jc8c6c4c2c Kh9h8s3h2h Jd8s8h3s2c Jc9s4h3d2d 
Jc7c5s3d2c 9h6c4d3d2d QhJh7c3h2s 9d8c3d2h2d 
9s5d4h2s2c Td8s5c3s2s Ac9s5s3s2d Qd9c8h3c2c 
Ks8c5h3h2d As9d6d2h2c 9c8c4s4c3c KhJd8c2s2c 
Jd6c3h2h2c KhJc8d2s2d Th7h5c3d2h 9h6c3h2s2h 
Qs7s7c4s2h Js8h8d3d2d 8c6s3h2h2d 9h5h4s3h2d 
8c5c3d3c2h 6d4s4c3d2d Jh6c4h2s2d 9d6s4s2s2h 
Th7h5h3s2c Jc7h6h4d2h 8h5h3s3d2c Jh5s5c3h2d 
Qd9d7h3c2d KdJsJdJc9d Qh7d6h4h2h Jh7s3s3h2h 
Tc7h6c3c2d 9h9c7s7h7d Kc9d7d4d2h Kc9h6s3h2h 
9s6s4s3d2c AsTc6s6d6c Qd8c5h3s2h Jc9c3h2s2c 
Jh7d6c4d2d JcTsTdTc5d Kc9d7d4h2d 9s8h3d3c2h 
8c7h7d3d2d Ks9h4s4d2s Ah6c4c3s2d KsJh6c3c2c 
9h9d4h3s2h Qh8s6d3h2h Kd9d5s3d2d QcTc7c3d2c 
Qd7c5h4c2c Ks8s4h4d3s Qs6h6c3s2d Js6c5c3c2d 
9d6c4d2s2h KdJd8d2d2c Ad6c4s2h2c KhKdKc5s3h 
Qc7s6c2h2d 6c4s4h3s2s Js5c4h3c2c Ac8s6h3d2d 
KsJh6h3h2h Jh7c6c4s2c As9c5h4h2h Jc6c4s4c2d 
Qh7s4d3s2d Td6d5c3d2d Qc5h4s3s2d Qh8d7d2s2c 
Jh7c6c4c2s Ts7s5h3c2s Kh9c6d3c2s 9h5d4c3s2s 
Qs8c4s3d2h Jh8c4d3s2h Js9c4h4c2c QhTh7h3h2c 
AsJc6d3c2c Kd7s4d2d2c KdJs7s3h2s Jh8c4s4c3c 
Kd8c7c3h3c Qh5h3s3d2c Qh8h5c3s2h Qc9s6s2s2d 
Qh7s6h2d2c Js7d5s3s2c Jh8h7h2h2d Kh6d4d2s2d 
AhQc7d3s2s KcJs7h3s2s Kd7s7c4c2c Kd9h6h3h2c 
5s5c4h3h2h Qh7c5s5d2s Kd8c7h4s2h Qs7d6s3h2c 
Qc7c5c3s2d QhTc7c3c2c Kh7d5d4d2d Js7d5d2d2c 
Ks5d3h3c2h Ah7h4h3h2s 6s4h4c3h2h Ah5d3s3c2c 
Ks9h9d3d2c Kc9d7h2s2d Qh8h4s3d2c Ah7h4h3h2c 
9s6h4h3h2d Jc7c4s2h2d Ts8h7c3h2d Td7s4d3c2h 
9d4c3h2h2c Th6s6d3h2c Qc6s6c4c2c Td7d4s4h2d 
8c6h6c3c2c Qh6s6h3h2c Kd4d3h2d2c 9h9d4s3h2h 
Qd8c7c4h2c Jc8s8d3h2d Jc8h6s3c2c 6h4s3d3c2s 
Ah6d4d2d2c Th3s3h2h2c 9s6d4h2h2c Ac7s6s2s2h 
Jc8c5d3c2c Td5c4s3s2h 9c5s4d3s2s Kd6s4d3d2d 
KsJs4s3s2s QsQdQc9d3s Qh6h4h3s2d 9h5s4s3s2c 
Jc8c7s3d2c Ks9c5d2h2d Jc7c5c2h2c Ts5s4s3s3c 
Jh7h6d2s2c Qd7s4c3c2s Qc7c6c5c2c Kh7d5c3c2s 
Ac7s3d2s2d Td6d4d3s2c Qs8d4s3h2c 9h6c4d3d2s 
Js9c7h3h2h 7s3h3d2d2c AdTs3s3c2s Js7h7d4h2h 
Ac9h4h3s3h Td7c6h3s2s Qd7h6c4c2c Ks9d8d2h2d 
Qd8s7h4s2c AdJc6c3c2h 8h7c4d3c2s Qs5s4s3s2d 
Qd7c5c2s2h Jd7d6d4d2h Jc9d6s3d2d Td7h4s2h2c 
Ts7c4h4d2h 9h4s4d2s2c Jh5d4h2s2h Ah9s7s3d2s 
Qd7s6h6c2h KcJh8s3s2d Qs7h5s2s2d Tc8s5c3c2c 
Ah8h6h3d2h Jh9c4s4c2c Jc6h6d4s2h Qc7h5d3h2s 
JsJhJd2s2h Jd6s4s4h2c Ks9c8s8d8c Tc6s4d3s2h 
9d6s4d3c2d Jc6s4h2d2c 7d7c6s6h6c Qd6d6c4d2d 
Jh8d5h3h2h 8s6d3c2h2c Qc8s7d4d2d Kc7c4c3d2h 
Th8c3s2h2d Qd6s4h3d2d Jd8s4d3h2d 9d5d4c3h2d 
Th7d4h3s2c 5h4s3h3d2h Ts7s4h3d2c Ks9s5h3s2s 
As9d5h4c2c Jh8d4h3c2h Th7d4s3h2c 6c3d3c2h2c 
8c4h3s2s2c AdTh6c3c2c Ad6c4c2s2h Jd8s8c3h2h 
7d5d3h2s2c Tc7d4h4d2d Kd9h4h4c3h Kc7d5h3d2d 
9c7d4h4d2s Kd7s5c3s2h Qh9s4h4c2h Th9s9h9d7d 
Qh8s7d4d2d Ts6s4s2h2d Qs9d4h4d2c Kh3s3d2s2c 
Kh9s9c4c2c Ah9c7s3d2s Ah4h3s3h2h 7c5h3s3h2h 
Kd8s8h8d7s Js7c4h4c3c 9h4h3d2h2d Td5c4d3h2d 
Ac7d4s4h2h 9s5h5c3c2c Qh8c4h2s2h KdJd8d3d2c 
JhJc2s2h2c Js6h6d2d2c 9s8h3c2h2d Js8d4d3h3d 
Th5h5c3d2s Jd9h6s3c2c Kc6d4d3h2d KcQs8h3s2s 
8c7d4s3d2h Jh7c5h3s2h Jc7h5c3c2d 6d4d3s2h2d 
Jc7h5s2h2d Qd5s5d3d2h 9d8d7d3d2c Jd6s5s2s2c 
Qh7h6s6h2h Ks6h4d4c2h Js7h3h3d2d KdJc8h8d8c 
Tc6d4s3c2c Ad9h9c3s2h 9c7c4h4d2c Kh8d4h2h2c 
Kc6h4s4d2h Ad8d3s3c2d Td7c5s3h2c Jd8c7h3s2d 
Jc8s4d2h2d Kc6c5c3c2c Tc8s7h3h2h Th6c4s3d2d 
Ks7s4h4d2s Ts5s4h2s2c Qh7d7c5s2s Ts8c4d3d2h 
7d5s4s3s2s Qh6d6c4d2d Jh5c4h3s2h 7h5s3d2h2c 
Jh8s8c3d2c Kh9d5d3s2d AdTc4s3h2s 9d8d3c2h2d 
As6c5c3c2c 9s6d3h3d2c Kd9d4s3c2d Qh5s4d2d2c 
Kc8d6h2s2h KhJc7c3c2s Ac8d4s4h2s 6c4d3s2h2c 
Kc6c3h3c2s Qd9h4d3c2d Kd6d4d3d2s Qd6d6c3d2s 
9h6c4c3c2d Js6c4c3d3c Td8d7h3d2s KsTs5s3s2s 
AcJc6c3c2d Kd8h4d2d2c QsJs7s7h2s Ac9s6s4d2s 
As8s3s2h2d Td6d4s3d2h Td7s5c3h2c Ts7h5h3h2c 
9h8d4h2s2c AdTd8s8h8c Ts8c4h3d2d Qd7s5h5c2c 
9c5h4s2s2d Qc7c6d6c2c 6s4s4c3h2s Kc9d5h3h2h 
Jh8d8c3s2c QhQdQcTh8h Ts8c4s3h2s Qd6h4d2d2c 
Ac8d7s3s2s Tc7s4h4d2c Qd5s4c3h2c Js6d5d2d2c 
JsJhJc9h5c Ts5h4d3s2c Qs8c7d2h2d 5d4d3h3c2s 
Tc7c6c3s2d Th7d6c3s2s KcJc6c2h2c Jc9d4s2s2h 
9s5c4c3c2d Jh9d4d3s2d Ah9s6c2s2d Qs7s4s3d3c 
Qh9s8d3s2s Th6s4c3c2d Tc6h4d3d2s 8s5c3d3c2h 
Ts9s9h9c7c 9d8h3s3h2h Ah9c6d4s2s Kc8s4c2d2c 
9h5s5d4d2d Th9h3h3c2h 8c5d4d3d2d Th6s4s3c2d 
6h4h4c3d2h KhTsThTc7d Td7c5h3s2c Ts8c5c3c2d 
Js7c5s3h2s Qc4h4d3c2s 7h5s3h3d2h Qh8c7s4d2d 
Qs6d4h3d2c Ks9h9c4d2d Qd8s7d4d2d QdJd7c3d2s 
9h5s5c3h2h TsTd4h3h2h Qs9s7c3h2s Kh5d5c3s2s 
As9s3h3d2s Ah9d6s4d2c AsTd3d2d2c Qc9h6h2h2d 
TsTh7s7d7c Js7s6s6h2s Ac8s7h3h2d Qd5d4d3c2d 
Tc7h6d3h2s Jh5d4d2d2c Kc9s6d3h2s Js8h4s3s2d 
Td7h4d2s2c 8d7d4s3d2h 6h3h3c2h2d Jd7d6c4d2d 
9d8d4s4d2d Td6d4h4d2d Qh9h7s3h2d Jd9s3d2d2c 
Ac7d4s2h2d Jc6h6d2s2h Js9h4h3c2h KsKhKd4c3d 
Td3h3c2s2d Kd9d5c3d2d Qh9c7h3d2h 8c7h6c3c2c 
Kd6s4h4c2s As6d5d3d2d AcJh6h3h2d Js5c4c2d2c 
AcTh3h2s2h 6c4c3h2s2c Qc7h5s3h2d Qs7c6c4c2d 
9c5s4s2h2d As8d4h4c2d Td5d4c3h2s QhQdQc4c3d 
Kh9c5s3s2s Ts7d6d3d2c Jh6h4h4c2s Jc7h5d3s2s 
Ad9s7h3h2h Qh5h4h3d2h Td6d5h3d2d 9s8c3h2h2d 
Jc6s5s3s2d Ah7h6h3c2h Kd7h5s3s2c Ac8s4s4d2s 
Qc9s3c2h2d 8s7c6s3s2h 9d8c3h2s2c Ts7h5h2h2d 
Tc4c3h3c2h Js8s8h3c2s Kh9d5c3d2d Jh9c3h2s2h 
Kh6h3h3d2s QcTh7s3s2s 8h7s6d3h2h 7d6c3s3h2c 
Ks6d4c3c2h Qd8h4d4c2d 9d8d3h2s2c Th7c6h3s2h 
Qc8s5d3d2d AdTh4h3h2s As9h7h3h2d Td6c4h3c2s 
Qs7d4c3h3d Kh9c6d3s2d QcJd7c2s2h Tc7h7d3s2h 
Qs8h5d3d2c Jh5h4h4c3h Ts5d4s2s2c Jh8h4d4c2h 
8d7s6c3c2c Jd9s4h3d2d Jd5c4c3s2c Jh6s4c2h2d 
KcJd8h3s2h As8h6s3s2s Kc9h6h2s2d As9c7h3d2d 
Ts7s7c3s2h As8c5h3c2c Qd7d6h2d2c Qc8s5s3s2h 
7c5h3s2d2c 9h7d4s4d2c Qd9h4h4c2s 7s3d3c2h2c 
Kd9s6c3s2s Js7d7c4d2d Ks9s4s4d2c Jd9d4d3d2h 
Jc5h4c3d2c Tc6s4h3h2d 7d6h3h3c2s Kh9s7s3d2c 
Jc8h4s2s2d Ah6c4d2s2c Tc7s4c3d2h Th7d7c3d2s 
Ks9c8h4h2h Qc8h5s3h2h KhJc7s3c2c Jh8d5d3d2c 
Qs8s7s4s2c Jc9c7c2d2c Ts7d5s2h2c As5d3h3c2h 
As8d7h3c2h As7h7c3h2d Ac7c3c2h2d Ac7d6h2s2d 
8s8d7h3h2h 9s9h4s3d2s AhJhJdJc3s Jd9s4s4h2s 
Js5c4h3d2h Ks8s4s4h2c QdJs7d2h2c Kh5c3s3d2s 
JhTsThTd4d KdQs8s3s3c AcTd3d2h2d 7d6s3h3d2c 
Jc6d5d3d2s Ks9h7d3h2c Qh7s5h3d2h 8h4c3s2s2h 
Kc9c4h2d2c 5h4h4c3h2s As7s3s2d2c Th7s7c3s2d 
Th8h8d8c7c As9d6h3h2c Jh9s6c3s2s Jh8s6c2d2c 
Qh7c4d3s3d JsJhJcTc8c Qc8d7d4d2s KdJhJdJc9d 
8s4c3s3c2c Ts6s4h4c2s Qd9d6d2s2d Kd7s7h7d6s 
Qd9d3s2h2c Td7h4s2s2c 9c8h3s2d2c Kc7c4h3c2d 
Jh5c4d3s2d Ks8d6h3s2s As9h6c2d2c Qd5h4s3c2c 
As9c6c2h2d Ts7s6h3s2c Ad7h5c3h2h As7d5h3d2d 
Tc7c6d3h2c Tc7h7d3c2c Ah9c6c4d2c As7s3s2h2d 
7c6s3s2h2d Kd9h8s4c2c 9h8s3d2s2c Qs7c5h5c2c 
9d5d4s3d2c Qs7d4d3h3c As9c4c3d3c Jh9c4d3s2s 
Kh9d7s4c2c KdJc7c3c2s Kd9d7h4d2d Ks9s4s4h2c 
Jc6c4s4d2c 7c5c3s2h2d Qs8c4d3s2h Qs8s5c3d2s 
Qh8s7d3c2h AhTc3d3c2c Qd6s6c3c2h KcJh7d3s2s 
Jd5d4d4c3d Jc9s3h3d2h 8s5h4h3c2h Qh7s5h2h2c 
Kd9c4d3d2h Td5s5h4c2c Jh5s5c4d2d 9d7d3h3c2s 
Kh9c7d3c2s Qh8s4h2h2d Th6s4d3c2d Tc8s4d3s2h 
Jc5s4h3d2s Ks7s6d3h2s Ah9d5c2s2d Qh7d4s4c3c 
Jc9h4d3h2h Td6c4s3d2d 6c4d4c3h2c Td6s4c3h2c 
Js9c8s8h8c 9c5h5c3s2c 9d5h5c3d2s Kd8h7s2s2c 
Qh8c7d3c2d Jd8d7h3c2d Qh6h4s2h2d 9h4c3d2d2c 
Qc7d6d4d2h 6d4s4h3h2h Tc7c6c3d2h Ks9c8d3d2h 
Qh6h4c3h2d Qs9s7s6s2s QhTs9h9d9c As7h6h3c2d 
8d8c7s3s2h TsThTc7h6c Jd7c4s4c3c Ad9c7c3c2h 
KdJs7c3c2h Js8s4s3s3d Kd9h5c3h2h Jh8d6s3h2h 
Qd8d4d4c2h AhJs6s3c2s Js9c3d3c2h Ad6c5s3c2c 
Ks7d5d5c2d Qd5s5h3d2d Kd8c4d3h2s Qs7s6s5s2s 
Ks9d8h3d2c 9s8s4s4d3s Jh7c5h3h2d Ac9s6s4s2d 
Qh9d9c3c2c As9c5h2d2c 6h5h3s3h2h Qh7d5d2s2c 
KdJc6c3c2c Ad9h5h2s2c Ks9c4d3h3c 9d3s3c2h2d 
Qs9s7c3d2s Ac9d7h3d2d Tc7h6c3d2c Ac7h6h3h2s 
Jh7s7c4s2s Qc8d5h3h2h Ts6s4s2s2h Jc9h3s3h2d 
Qc8c4s2h2c Js9s9h9d7d Ks9d4d3h3c Jc5d4h3d2d 
9h6h3s3d2c Kc7d5d2s2h Jd9s3h3c2h Kh8h7h3s2c 
As9d9c3h2d Kc7c4d3c2h Th4d3s2s2d KdJs6s3s2c 
Jc7c6c4c2h 8h6h4h3h2d Qd7s6c4c2c AdJc6s2s2h 
8d7s7d3d2d KcJh7d3h2h Ks8h8d4h2h 9d6h4s3h2c 
Td7d6h3c2d Ah8d7d3s2c AsJs6s4s2s 9h5s4c3s2s 
9h6h3c2s2d Qc9d6s3s2s 9h6s3s3c2d 8c7h6s3s2s 
Kd9d8d3s2d 5d4c3c2s2c Qd6s6h4s2s 9d7h4c3d2s 
Qc8c4d2h2c Ts6s4h3s2d Th7s5d3s2c Qh8c7s3d2h 
Ad9c6c4h2c Ks8h4d3d2h Qh8d7c3h2s KhTs7s7h7d 
Kc9d6h3s2s KsQc8c3d2c Js8h5h3h2c QhJh7h7c2h 
Kd9h8s3c2s Tc5h4h3s3h Ts8h4s3c2s AhJsJhJd6c 
Jh7c6s4c2c As7c4d4c2c Td8h4h3c2h Js9h3s2d2c 
QhTc7d3d2d Js5s4s4d3s Ad9h6c2s2h Qc9s7c4h2c 
QdTs7h3h2h Qh7h6s2h2d 5s5c4h3c2c Jd7h7c6s2s 
Tc7d5h3d2s Td5s4h3c2s Jc5d4h3s2d JsJhJc9s5c 
Kc9h8d4s2s Th8h6h3h2d Qd6c4d2h2d Qs7c6d4d2d 
Kd7s4d4c2d Qs4h4c3d2s Qs9s3d3c2h Qc8s4h4d3d 
Kd9c8s4h2h AsJhJdJc9c Qd8c5h3c2c Qc5h4s3d2s 
9c8h3c2d2c 9s6h4c3c2d Jh9h4h4c2h Jh8s4c2s2d 
Td6c4c3s2h Js5c4h2d2c 9c6h4s3s2s Jd5s4s2s2h 
