AsJs9c5s2s 
Kd9s7d5d4d Kc8c4s4h3h Ac9d8s7h3s 9h9c8s5c3c 
AdKd5d3d2h KhJsJd7h2h Jd7h6h3h3d Ac9d8s8h3s 
8h8d5c2s2c Qs8s8c4c3s 9c6h5s4d3c 9s5h5d4s3d 
Qc8d6s2s2c Ad7c5s4s4h KdTh7s7c3c Jc9d9c4s4h 
KdJh8c4s3d Kd5s3d3c2s Tc9h6h4s4h Ah5s4s4d2d 
Kh7c6s5c3d 9s7d5c3c2s AdJh5s5c3h Ah5s5h4h2d 
Jd8s6d4d2s Ah7d6s6d2s AhKsKdKc2d 6s6c5c4d3c 
KcTc8c5d2s QsTs5d3s3c 8h6d5c4c2c AcJc7h6d2c 
Js9d7s3d2h AsTd9d2h2c AhQh5h3h3c 9s9h6c4d3d 
KhJd7d6s3d Qd9d8s8c2h JsTd6d6c3d KhTc8d3s3h 
9c6d6c4h2h JsJc5h4s2d Ac9h8s8d3d Jd9d6d6c2c 
9h7h7d5h4h QdTd8d5h5d 7s6h4h4c2s Jh8h5h5d4c 
Jd7s5h4c3d QdJd9d5h5d Ac9h7s6c2c Ac8h5s4h4d 
AsQh9c6d2h Ks8s7s6d3h Ac8c6c3h2h Ah8d7h4c2h 
KsQc9s5d2s 8h8d6c4d3d 8d6s5c4h2c 7d6h5h3d2d 
KsQs4s4d3h Ks6d6c4h4c Ad9s8h7c3h KhTc7s7d3s 
Td8d6s4h3c Ks8h6h5h4h Js8s5s4d4c Qh8h7c5h5d 
Th9s8h3d3c Ts5h4s4h3c Ks8s6h6d4s 9c6d5h4s3c 
Kh9d7c5s2h KcQh9s8h3h 9s7h6d4d3c Kc7c5d4h4c 
Ac9c8c6s3c Jh9d8c7h3h AsTh9h2d2c Jh9d5s5h4h 
AcJd8h7d2d 9c8h7s4h2s Qc6h5c3d2d KhTd8d5d5c 
As9c7h7d3d Qs9s9h7s3d KsJh9d8c3c AsQh8h3d2d 
Tc9s5d4h4d As6h6c4s3s Kh7d6d3h2c Ts8d7s6h3s 
Jd7c5h5c2d KcQh5d4h2h Kc9c8s3s2s JhJc6c4d3c 
Jc9c7s4h2h 9d8s8d5c2h 8h7c6s4c3d Td9c5h5c3s 
9s8h7c6c3c 9d7d6h5s2d Ad7h5s4s2h AhQs8d6c3d 
Kh6s5s4d3c Ac8c5c3h3d Th9d8h4s4c Kh9d7d5d4c 
Qd6c5h2h2d AsJs8c4s3s Kc6s5s5h2h Qd8d7h5d5c 
9h9c8h5d2h Jc9h8d6c2s Ac9h8s7d2d KcTh6d6c2s 
KdJs7c4h3s JcTh8d6d2d Jh8s4s3h3d KhJc9d4s3c 
9c8s7c5h2d KdTc6d5h2d Qs9s8h5d3s Qh9h9c7h3s 
9h8d5s5c4d QhTs7c4h3h QsTd7c5c3c Kd8h8d6c2s 
Qc7d7c5s4c Th6s6h5s2h AdJh9h5s2h KsJhJc7s2s 
9d7s5h4h4c KcQh8c5c3d Jh9d7d7c4s KhQh6h4d3h 
Jc9d7s6h3d JsTc5s3h2d Qd7d6c4s2c 8c6h4h4c3c 
Ac4d3s2h2c 9h8c6d3h2c Qh9d7c6s3c 9h7d6c4c3s 
Td8h4d4c2h Kd8s8h5s2h QcJcTc8c3c KsKdKc4s3c 
Ts9s8s6h3s AdQs5c4s2s As9s5c4s3h Th9s7d4s3c 
Qd7h7c6d4d JhTs8h3d2c Kd8s8c6d3h Qd9c6s2s2d 
JhJc6c4s3c JdTd4d4c3s AcTc9c6c2d Jh8h7s2s2c 
9h8s5c3h2s QsJs8d3s2d 9c7d6s4s3h QcJc9s5c2c 
Jc9s7c3s2h As8h5d4h4c JsTc8c4c3c Ks9h9c6d4c 
Kd8c7s7c5c KsJc8h4s2d Th7c6h6d2d 9s8c7d5s2h 
Ac9s8h7d2d Qc6s6h4h3s Tc8s8c6h3c 7d5h5d3s3c 
Ah8s8c7c3d 9d5h5c4d3c KhJd8s7h3h JcTh4s4c3c 
Th6c4h4d3d QhQd7c3d2c ThTd9c3s2h Qs6d6c2s2c 
AhQd4h2s2h Ts9d6d4d4c AcKs7h3h3d Ks8s4h4d3d 
Td7s6s6d2d Td9s5c4h4c Kc8c6c5s3d Qc7s6c5h3c 
8s6d5d3s2d Kc7c6s2s2d KhQd8d8c4s KdJdTd8d2d 
KsJd9h3c2s KsTd9c3h3d Ac9s7d6h3d Kc6c5c4s2h 
Qc8d7d5s2s TsTc5h5d3h AdJd7c6d2h As9h8h5c3d 
Jd9c5d4s3h KsJs7s5d3s 8h6d5h5c3s Jh6s6c5s2c 
Kc9h6s5d3s Ac9h8s8d3s Ks8s8d7h3c 9s9h7h4s2s 
KdJh4s4d2c Jh7d5s5d2h Qc9c7s5d3c Jd8d7c2h2c 
KcTc9s3d3c JhTsTd6c2c QhJs7h3s2d Qd8s7s7d2d 
9d8s7d4c2s AcQc9c7h2c As9c7d6d3d QcJd7s7d4d 
8s6c5s5d3h Ts8c7c4h4d AdKs7h3h3c Qd9s6h5c2d 
8s7d6c5h2s AcQc4s3c2d QcJh7h7d4h QsJs8h5s3s 
AdKc6s5s2s Jh9s5s5c4d KcTh8c4d4c Jd9s9h3s3c 
Ts8s7s6c3d 8c6c4s4d2s Ks7h6s2h2d Qc8h7s4h2c 
KcQh4s2d2c Jh6s5s4c2c Kd8c7h5c2h AdQc7c4h3c 
Th8d7h6c3h AhTh9c6h2h Td9d4h3s2s Ac8c6s4c3d 
Th9h5c4s4d Td9s9c6s2s KcQs9d5c2c Js7h7c6d5d 
Jh9h6h6c5h JdJc9c3h2s QcJh8d6d3s Jh7s6h5h4h 
Td8c7d6s3d Kh9h8c5h2d 9s6d5d4h3c Jh9c8s5c2c 
QsJd8c3c2d 9s8h8c5s3s Jc9d6d5s5d Js7c6c5d3h 
AhJc8c3s2s JcTs7d5s2h KdJh5d4d3d AdJc8h6c3s 
Td8c7s6h3c 7h6d5d3h2h AsJs4s4d2h Js8h5s5c4s 
Ah8h5s5h2d Th9d8d5c2s Js8d5h5c4h 9c8h6h5s2h 
Jh9h7c4d2c AhQs8s3c2c KsQdJh6h2h Jd8d5d5c4s 
Js9d9c7h4h Qd9d9c8s4d Kd8h8c6d3s Th9h8d3s3c 
Tc8h8d5h3s AdJd7d5d2s Kd7h6c5s3s AsKh7s2s2c 
QdTd6h4d3d 8h7d6s4c3h Qh6h5h5d4s 9c8d5s3c2d 
6h5h4h4d2d QcJc9c5s5c Ts9s6s4c3h Tc7h6s4d3d 
Jc7h6s5h5d Kc9h6d5s3d Kd8d5c4s3h QsTs4s3d2d 
Js9d7s2h2d JsJh8h7c3h KhTc9d6s2s Tc9c7d2d2c 
Jh9c6s4h2s Qc9s7d6s3h 9d7s5s5c4s Kd9h5d4c3s 
KhJc7d4h2s QcTc8c4s2d Qh8s6c5d5c As8s6c4s3d 
AdTh6h5c3h 7h6s6d4c3d KdTc8s6h2c AhJc6c5d3c 
QhTd8c5s3s KsQc7h6c2d Th8s6h4h4d AcJs9s4s4h 
QdQc7s3d2s Kc9h9c8c5c Kh8c7h6d3h Td8c7d4h4d 
8c7d5s4c3c Qc9s7h7c4d Ad9d5h3s3d Tc9s5s3h2h 
AdTc9h5s2c 9d8c5h5d4s Ac9h7s6d3h 9s6d4s3d3c 
AcKh4s4h4c JsJd8d7h2d Jh9h5c3c2h 7d6c5d3d2c 
Js8d8c7c4c Ac6h6c3c2h Kc8s8c6h2d QdJd7d6h3c 
ThTc7s4h3h QhJc4d3s3c As4d3c2s2h 9h8s8h5d2c 
Td9c8h5h3h KcQsJh7s2d KhTd7s7c3s Jh9s8d6c2h 
8s6s5c4h2s KdQc9s7h4h 8d6s6d5c2h Kh8c5h3d2d 
TsTh8c5d2s Th9d9c5c2s KdJs5d3d3c QsJd6c3c2d 
KhTh4d3d2h AsTd6h5h3c Qc9d5d2d2c TsTd7c4d3d 
Ks8c7h7c5c JcTd8h6h2h 9h6s6h4c2c KcTh9s7h2h 
Tc9c6s2s2c Qs9s6s5h3s QhTd7c4h3h Ts8h4s4h3h 
AhTh4s4c3h Qc8s7s4c3s AhKs7c2s2d AsQd8h6h2c 
Jc8s5d3s3d 9s8d7s4d2d Ts9d6c3c2d QdTd5d4s2h 
QhJc5s4s2d 9s7h4s3h3c Jc6c5d4s3h 8h7d5c4s3d 
Th9d5s5d3c AdJd7d6s2h 9c8h7c4h2h AcJd5d3s2s 
JsJd5h4c3h AsQd7c6h3h Ad9s6c4s3c Qd9c7s5h3h 
KhQs7d2h2d 8h8c7s5s3s AhJs7d6d3c Ts8h5d5c4d 
Jc9h9c4s4d 8c6d5c3c2d QdJc7d5d3d AcTh6h5h3d 
Th9s5d4d4c 9s9c5s4d3s Qs9s9c7s3h KdQh8h5s2c 
KdQd9s5c2d Kh6s6c4s4d QcJd9h6h2s Ac8c7d4c2h 
8c6c5c4d3h KsThTd7c2d AdKc8s6h2h JsTs4h3s3c 
9d8c6s5c2c KcJs6s4h3d Jc8d7c5h3c KhJd9h7s2h 
As9d6c4d3c Kd7c6s5h5c 7h6h4s4c2s 8h8d7h6h3s 
KsTs8h5s2d AcQs7s4h3s AcQc6c4c3d Jd8s8h3s3h 
KdQd7s4d4c 9h6h5h3c2c KhQd5s4d2d QsTh4d3s3c 
AcTc6h2s2d Kd9s9h4h3s Th9d7h4h3s JdTh7s5h2c 
TsTd4s3d2c 9s9c8h3h3d QhTh7s3s2d Ts7h6c5d3d 
8c7d4h3h3d Qh9c8h8d3s KcJc9c8c2d 6d6c3d3c2h 
8s7h7c5d3d AhQc9s6d2c KdQh8d3d2h KhQs4d2h2c 
KsJdJc8d2d KsJs5c4d2s Kh6h4h4d2d Qc9d8c2d2c 
KhTh9c3h3d 9d8c6s5s2s QsTh8h7h2c Qd7s6h4d4c 
Kh9h8h7c3s Qc8d8c7c5c 8d8c5c3d2c JhJd5h2h2c 
Qd9d5h4s4c QdTs6c5h2s Tc8s4s4h2c AdQh9c5h2h 
JdTd4h3s3d QhTc7d6s2h KcJc9d2s2h QsJh5c4h2h 
QhJh9h5h5c AcJsJh7d2d 9c7d6h4s3d Jh9d9c3s3c 
KhTd6s4c3s 6s5c4s4c2c KcTd5s5c2h KdTd8d5h2s 
Kc9d7d5d4h AcTh6h5d3h KhJh3h3c2c 9h6h5d4h3s 
KhTs8h5h2c Ts7c5d4c2s Qd8d7c5h5d AhJd5d3c2c 
Ts7d5s4h2d Qd5h4h3d2s Th9s8s5s4s 9s7s5h2h2c 
JsTs8s6s3c QcJd9d6d2h KcTs9h7s2s Ks7d6h5d3c 
KcTh6s6c2d Kd8d6c5d3h QsTd8h7d3d QcTh6s5d2h 
KsTs8s5c2d 9c7d6h4s4h Kc9d9c8c5c KcQh8s8h4d 
Kd7h6c5h3h QhTh5d2h2d Jh7c6c5s3d Tc9c6h5d2s 
Qd8s5s5d2d KcQd7c4c3h Jd9h5d2h2d Tc8d5c2h2d 
KhTd8d6c3d QcTc5c4h2d 8h7d5h4s3h AhTs8s5d2s 
Qc7h6s6c4c AsJc4d2d2c QcTsTc5c2c 9s8c5d3s2c 
QcJd5h3c2s 7c6d4h4d2c KdJd5d4h2s As9d8d7d2h 
9d7h6d3s3c 9h8d6s6d4d KdTd9c3s3d Ad7c4s4h2d 
QdTd8d4s2c 9h9d6d3s2s As9h7d5d3d KcQs9s5s4s 
KhJh8h7c3s KhQhJs7h3h QsJs9d4h4c KcJd8c4s4h 
Qs7s7h6s4d Jc9h5d4c3s 9h9c6s6d2d 9d9c4d2d2c 
9d6s5s5c4h Tc9d8c5s3c Kc9h8d6s4h Th9c7s6h2d 
AsJh6h5d3h AsQh9h4h3c KdTd9c3h3d QcTd8d5d2h 
KsTc7h7d3h 8d7s6c4c3h Ah8h6c4h3s KhTs9d3s3c 
KdQdJc7d2s QhJs4c3s3d 7d6s6h4s3c Jc9s8d6h2c 
QhTd9c7s2c QsQd7h2s2c AhQs4h2h2c Ts9c5d5c4h 
QhJd4d3s3c 8d7s7c5h3d KdTc8d7d2d As8c7s4d2s 
AcJh7d6d3s Kh9d6c5d4d KdJs8d6h3d KsTdTc4c3c 
Qh9h9c4s4d Kh6s6c3s2h Qh5s4s3h2d 8h6h5h4d3s 
KhJc8h7h3s KsQsJh7s2d Ks7d6c5h5d Ks7c6d5c3h 
AsQs6s5c2s Qs8s5d3s3d KhQhJd7h2c Ts9d6h6d3d 
7h6s6c4d3s KcJd6h6d2h AhKd7s3s3c 8s6s5d4h2s 
Ts9h7d6s2c 9d7h6c4c3s Ks6s5h3d3c KdQc7h7c2h 
8s5c4d4c3s AdTh6h6c2c 9h7c6s6d3s Kh9d6s5s4c 
Th9d7c3d2c Kd7d5s4d4c AdQd9d3s3h Jc8d7h3d3c 
9d7d6h4s2h Qc8h7d4h2c Ts7d7c4d2s KsQsJs3c2s 
Kh8h4s4d3d ThTd5s5c3s As9c8c5c4h Th7s6s4s2h 
9d8s5h3d2s QdJc8c4h3s 9d6s5c4h3d QdJc8s5s3s 
AsTd9d7d2d Kd9d8s4s4d Ac9s8d4s2d 9d6h4d3h3c 
Qd8c7s4d2c Td9c5h5d3s QcTs4h3d3c Th8c7c4s4d 
AsKc8d6h2h JhTc4h4d3h Qc9h8s7c3d QsJh8h6c3h 
ThTc9d7s2d QdTd5d4c2h As9c4h4d3s As8s8c4s2d 
Kd8h8c7d4d Ac9c8d2s2c QsQh5s5h5c 8d8c7h5s3s 
AdQs9c6h2s JhTd8d7d2d Jh9d8s7h3h 9h7d5d5c4d 
8c6c4d4c3d KhJc9c6d2s 9h9d8c5h3h Kc9c7d6c3c 
8h6d4d3h3d QcJc9h3d2s Ah9h8h4c3d Ks6s4s4h2h 
Ah7d6d5d4d AsTc6c5d3c JdTd4h4c2s Qc9d8c3d2d 
KcQc8h8c5c JcTh8c3s2d QhTh6c4h3h Jh9s8c7d3s 
Td9d4s3c2c 8d6d5h4c2d Ad9s8s6c4s KcTs8s5s5d 
Kh7c6s5d3d Th9c8h3s3d JdTd9d3s2d Td9h7h3c2c 
Qs8c6d5h5d AcJd9s6h3s Ah8h6c5h3h Jd9h9c5s2d 
KcQc9d6c2s Ks8c5s3d2d Kc7s6d5s3h Kh9s5h4d3c 
Kh9d5h4s3c KdQc9s7s4s KhJc7d4s3c 9h6d5d5c4s 
JhTd8h2s2c AhJs7c5s2d AhJd9s6c3s Qc8s7d6c3h 
Jc8h5s2s2c AhKc9h5h2h Js7d5h5d2s QsQc7s6d2s 
KdJh9s8c3s KdQh7s6h2c 9d8d7s4c2c Jd9c8h8d3d 
Qh8c7c4h3c Th8s7s5c3d Ah8h8c4h2s Ts8h7h4d4c 
Qh8c7h4c3c KdJs9s6h2c KhTc9c4c3s QsJd7c4c2d 
KsJc9h9d4d Ks9h6d5c4d KsJh8s5c2s KsQd9c8c4h 
AhKc8d5d2d QhTc8d7c3c 8d7d6c5s2d Jd6s5h4d4c 
Kh7c4h3h3c Ad9h9c8h2s AsQs8s7s2c Qh8h5s2s2d 
Ah8h7c4h2d 9c8h6d6c4c Ac5d5c4c2h KdTs9h7s2s 
Jh9s8c7s3s Kh7s5s2s2h Kh9s6d5c3d Qh7s7d6h4h 
KsTh9c5d2h KhKd4s4h4c KdTs8h6c2s Jc9h5s5d4d 
AcKc7c3h2s AsTh8c4d3c JsTc4s3s3d Qs9h6d4s3c 
Kd9c7c2d2c AcJd7h5d2s KdQs9c7h4h Jh8c6s6d4s 
8s5d5c4s3c Tc8c6s4d3h 9s9d8h5s3s Jc8c7s2s2h 
AdQs4d2h2d 8s7h6d5s2s 8s6h4s2h2c Jc9d8s7h3d 
QdJc7d3c2s KsQd9c5s2s Ac7s6s6d2d Th7c5h4s2s 
AsJh8h4c2d AcTs9s7s2s QhJc8h6d3h Qc8c5d3d3c 
8s5h4h4c3c Th9d6h4c3h KdJs8c7d3d Qs9d9c5h4h 
Qh9h9c8s4h QsQh7s5d2s Qd9s6h4d3c KsQs9h6s2c 
9d7s6h6c3c KhJs5c4h2h ThTc5s5d3s Jc7s6s3s3c 
Qs9d8s2s2d Qs9c6d5s2h Jd9h6s4d2s 8s6h5s3s2h 
Ah9c8c4s2s Qh9h8h4c2c Td9c7d4d3s Td9d4s2s2c 
JhTc6s3h3d Ad9s8c4s3c KsQc8c6d2h Jc5d4h4c3d 
KdQdJs7d2c Kd9c7c6c4s KdQc7s6c2h KcJh7c5c2d 
Js7h6h3s3h KhTd8s8d3c QcJsJh7d2h KsTs9s4s3h 
Kc9s7h5d2c Qh9d7d4h2s AsQd8h7h3h KsTh6d4c3d 
Jc6s5d4h4c 9h8h7d4c2c Ts8s5s5c2c 8c7d6h4h3s 
Td7d6s4d3c 8d7h5s4c3s AsJh6c2s2d Qc9h7s6d3s 
KhTh5h4h3d Td9h8s5c2d Kc9c8d3d3c Tc9s7c4c3h 
9c6c5h3h2c Kc7h6h5h4h 9d5h5d4c3h 9c7h5d4s4d 
6s5h5c3h2s Jh8h5s5h4d 8d7c4s3s3c Kd6c5s5c2s 
JsJh8s7d3s AdKs9s4s4h Jc8h6s6d4s 9s8d6d5c2d 
9c5h5c4d3h 8h5d4h2d2c Ad9h8c7s2s KcQc7s4h4c 
Tc9d4c3d2h AsJs8s4s2h Td8d6c4s3h KdTs7s4h4c 
QdTc7h6s2d Kh8c5c2h2c 9h7h4s4d3s AcJh8h4d3s 
KcTc9h3d3c Ac7h6h5h4h 9c6s6d5h4h KcQd8h7h4h 
9d8d7s5c2h Ah7h4s4h3c KsQs9s4d3c KsJc6d3d2c 
AdTs9c2s2h 9d9c5c4s3c 9c8d8c5h2s AcKs7h5d2h 
KdTh9c6h2h AcKc7c3d2s QcTd7d3c2c Th8h8c7d3s 
AcKh7d5s2d KhTh9c3s3h 8c7s4s4h3c AsJsJd6s2s 
Jd9d5h3h2h AhKd9c2s2d Th9h8c3s3d Ks8h7s6d3s 
8d8c7c6c3h Ac7d5h4h2d KcTdTc4c2h Td9d8d7s3h 
9c6c5s3s2c KdJs5c4d2d AsJs8h4s3s 9s8c6s3h2h 
KdTs8s3c2c Ac7h5c4c2d Th8s7c6d3s As4s4d3c2h 
QcJc5h3s3c Ah9s9d8s2c 8d8c6h4h3s KsJd6h6d2h 
AdTh8h6h2s Kh6c5d4s3d AdKs9c4h2s Jd9h8c6d2s 
Qd8h5h4s2s Jc9s7s6s3d Ad9c7s5s3s 8c6d4s3s3d 
KdQc5c3h2s KcJd8h4c2s Tc7c4d3h3d Ad9d7s6d2c 
Ks8h8d7s4s 9s7s6d6c4s Ah9c7d6s3c QsJd5d4h2d 
Th9h8s8c3h JdTs4d3h3d AsTdTc4c2h Jc8h7c5d3c 
Jc5h4h4c3d KhJc7s7h3h Ah9c6d5s4c Jd8h8c7h4h 
As9s5d4s3h Jc6s5d4d2s QdJh8c5c3c 9s7c6h6d3h 
Ad8d6d4d4c As7h4s2s2h KsThTc4s2s KsJd8s4c2h 
Jd6s5h3s3h KhJh5h4d2s QcJc6h4c3c Tc9h8s7h2h 
KdTd5d4d3h AhJh7s6h2c QcJs8s4h3d QhJd4s3d3c 
Th7c5d4c2h 9s6d6c3h3c KhQd9s5h2h 9d9c6s4h3h 
Ks9h7c5d2s 9d8h8c7c4c Qc9d7s5s4s Ah7s7d6s4s 
KdTs6c4h4c As9d8c7h3d Ks9h8h6h4d As6h6d4s3s 
JsJd8h7s2s Qs9c8d4d4c KhJc8s4h3d AcQs5d4s2s 
Jh8c5d4h3s Ks8h7h7c2c Jc9s6s5s5h AcJc7c6h2s 
8h6s5d4c2d Jh8d6h4h2d TsTc8c7d3c Kd8s8h7d4d 
QhQc7h5s2h 9d7h6c4s4c Kc7c5s4h3c 9s8d5s5h4c 
9h6c5d4s3h AsTs9d6s2s TsTd8c5h2d Kh6h5s3d3c 
Jh7d7c6d2h Js8c7s5d3s AsTh6d4s2s QcTs4d3s2d 
Qc8s5s4d2d Qh7h7d6c4h Ad9c6d5s2d Ad7c5s4s2c 
Qd7h6s5h2s KdQs7h6s2c Qs6h5c2s2c AsQsQhQcJs 
KcTc7d6h2c 8c5s5d4c3s Ks9h8d6c4h KcQd9s7h4h 
AsJd7h6c3c Ts9h6h5h3h Jc8d6c4c2d Ad9s7h7c3c 
AdQc5s5c2h JsJh8c5d2c Ks9h8h8d5h AsKh8d6c2c 
Jh9h7d4c2d Ad8d5h5d2c KhTh9h6h2c Qd8c7s5d3h 
AhKd6c5c2c AhJs6d3h2c Kc9c6d5c4c Ts8s8c7d3h 
QcTd8s7h3h Ks9h8h6h4c 9s9h6d3s2d 9h8c7c6c2s 
AdJsJd6d2d Jc8s5d2d2c QsQc7d3h3d AdKh9s6h2h 
KsJd7h4s2c 9d8h6d3c2c JcTd5c3h2s Jh7s6s5s2h 
KcJh8c4s4d AcKd7c6c2c Jh8c5s2s2h AsJh6h5c3h 
QhQc7s3h2s KhJs8h5d2h Th9c7s6c2d AsTd9c5h2d 
Kh9c8d8c5c Qh7d4h4d3c Kc9s8s6s4d Qc9d6h4c3s 
KhJs8d4h2c 9c6s5s4d3h QdTs4c3s2c QcJh4s3h3d 
9h9c8s5h3h 9d7h5c4s4c 8h6h6d5h3c Ad8s8h7h3c 
9h8s5h5d4c Qh8s6d2h2d AsQdTd3d2d Ad9s7h6c3s 
Tc8c6s4h3d Ac8s7c4h2c Ah9s7c6h2h Ac9h6c3d2s 
KsJh4c3h2c KsQh7s6s3s Qh5c4h3h3c 9d7d6h6c4d 
Kh7d6s5d3d AhJc6d2s2h Ac9s5c3h3c Kh9h8h7s3d 
KdKc4s4h4c KdJh6s3s2h Jh9d6d5s3d QsJc7s3c2d 
9d7s6c4h3d 9s8d6s6h4s AcKh9c5c2c Ts7d4d4c3c 
Th9h6h4s3c Ah4c3d2s2h Ks8d7d7c2c KdJs6h3h2s 
AcQs9h5h2d Ah7s4d4c2h Kh9c6d5d4s AhTd8d4s3d 
Qd8c7c5s2s Ah8s6d4s3d Th8s8d6d3c Jc6s6h5s2h 
Ks9c8s4s2c 8s6c4d2s2d Kh8h8c6d2s Ah9s8c7d2s 
Qs9d7c5c4c AsJs8s4s2c Ts7d4c3s3d Th9d5c3d2c 
AcKh6d3s2h Td9d4c3h2c AsJd8h6d3c KsJh8c4s2d 
AcJc7d6h2c KhJc7s4h2d AhTs9c2s2d JhTc4s4h3h 
AcQc8c4c3d 8c7s5h4c3c Qh7d6h5s3h Qh7c6d5c2d 
AsTs9s6s2d Ac8c6c4s4c 8c6h5s4d2s KsJs8h4d3s 
KdJs9h9c4h AcTc9s6c2c Jd6h5d4d2h AcQs9d5s2s 
8s6c5s4h2s KcTc9h3s3c KcQh6s4d2h As4c3h2s2d 
TsTc8c3d3c AsKd9c6d2d 8d7c6h4h3s Qs9h9c7s3d 
Ah8c6d4h3h Kc9s7s6s4h QhJd9d6d2s As9s8s4d3c 
Tc9c6c4s4h AsKd6c5c2c Jd9s8h3s2h Qd9d7d6h4d 
Jd9s7h4d2s QcJd5s3c2h Ac8c6c4h4c Jc7s7h4d4c 
KcQs4s3h3d KhJc9s4d3c Js8c5s5d4s Ac9d8h7s3h 
KdTs9h5c2s AhTd7c6c3c AdQc8h7h3h Kc9c7h7c3d 
Ts8c7d6h3c KsJd7d6h3d QhQd7s3h2s Qs9s9h8s4c 
Qd8s5s4c2c Qc7h5s5d4c QsTd8d7d2h 9s6h4h4c3c 
KsJs4s4d3c 8s7d4d4c3s Kd8d8c7s2h Qc8c5d2s2d 
Kc6d5s4h3s 8s7d5c4h3d Th8c7s6d3c Th8s4s4c2h 
9c7s6h4d3s Kc9d7c2h2d AdTc9c2s2h Js6h6c5s4d 
KhJs9d2h2c KcQs8s8d4h QhJs8c3c2s 9c8s7c5d2h 
Ad9c8s4c2s Ts9s6h6c3s 8s6h5c4d2c 8s8c7c6c3h 
8c6h5d5c3s AcQd9d4d3h As8s6d4s3c Ac7d5s5h4d 
QcTh8s5s3s JdTd4s4d3c Ks9d8h8c5h Ks6h6c4d4c 
9h7d5h4s3h Js7d6s5s5h AhJs9h3h2c Tc9s9h6s2s 
AdKs8c5c2c AsQs6s4s3c Js8h6s5s3c 9s9h8h3d3c 
As9d7c6s2s JdJc8c7s2c Kc8d7s7d5d AdTh6h5h3c 
9s8h6h6c4h As9d5s3s3c Ks7d6s2d2c Kc6s6d4h4d 
QhTh4h3s2s 9d8d7s4h2h AsJs7d6c2s KsTs7d6c2s 
Kh8c7s5d2h QcJd9d4s4h ThTd4d4c3s Qs8c7s4c3c 
9h6h4c3h3c KcTh9d5s2h KsQd7c6d2h AsKs7s3d2h 
As7h5c4c2h KsJd7c4h3d Kd8s6h6c5s Qd9h8d3h2h 
9h7h6c4h4d 8h7s5s3h2d Qc8h8d7d5d Tc9h5h3s2s 
AcJc8c4c2s Js6h6c4h4d QcTd6s3d2s AcQh7c4c2d 
8c7d4h4d3c Th9s9d7c2s QcTh7c6c3c KsJc9d4h3c 
AdTh6s4d2d QcTc5s2s2c Kc9c7s3h2h Jc9d8d3s2s 
9c8c7h4s2s Ad9h9c4d3d KcQc8s8c5c KhTh8s5h2c 
Jc7h5h5d2c Ah8s6d6c4d Kd8h4h4c2d Jh6c4h4c3d 
Js6h5c4h2c QsTc6c5h2d QcTs8h7s3s Ad7s6s6c3h 
Jh9c8c7s3d AhTd8s4c3s KcTd9c7c2c Kd6h6c4s4c 
AhKd9c6d2d QcTs7s6s3s Jh9h8d7s3h KsTc6s6d2h 
QcThTc5c2c KhQsJh7h2c Qh8s8c2h2c KsTc8h5c3d 
Qd9c5c2d2c Ac9h7s7d3s Tc8d5c2s2d Js9h6c4s2c 
KhQh7h5h5c AsTc8s4s2s 8d7h7c5s2h Td9d7d4h2h 
AdQc8s5s2h QsTc5h3d3c QcJd7h3d2c Qd9s6d2s2c 
KsTs7c6h2s Jh9d5s5c4s Th6d4s4d3h Ks8d8c5c2d 
Ac9d8d4s2s As9h8d7c2h Qd5s4s3d2c JcTc4s4c3h 
8d7s6h4s3c 9s7d6s3h3c Qc6c5s5c4h 8d7h5s4d3d 
KsKhKc4h3c Kc9h7h5h4s Jd8s6d5d3c KcJc7d4c3h 
Qh9d7s6c3s JdJc7d3h3d 9s6h6c3d3c Qc9h7d5c3c 
Ks9h6s3h2h JdTs6s6c3s QsJs9c6s2d Ad8h7c4s4c 
Tc8h8d6h3s Ks7c6d6c4h Js8s7h2h2d QhTc4s3h3d 
9h8h7s5d2c QcJc9c5d5c KcJs9h9d3d 6s5d5c3d2c 
AsKh7c2h2d As9d7h7c3h 7h5h4d3s2s Qd9d9c4c2c 
Ts9h5s5c3d 9s6d4s3h3d Ah9h8h5s3h As7c4s3c2s 
Ts9s6c5h2d KdJhTh3h2h Th8h8d6c3h QdTs5d3d3c 
AhQh6h5c2h AcQc9c5c4c Js9d6d5h5d AhTh3s2d2c 
6s5s5h3h2h Th8h7h5c3s KsJd8h4c3s Ac5h4h4d2d 
Jd9d7d6h4d Js9h7d6h3h 8d6h4d2s2h 9s9d8d3h3c 
QsTd6c3d2c 9s7h6c4c3d Js7h5c4d3s KcQcJd7c3c 
Jd7h6d5s3d Ad8s6h4d3d KsJs7s5h3s KcQc9c4d3h 
Ac7c4h3h2c Ts8h5s5c4s Js9h9c4s4d AcTs6d5h3s 
KsQc9h4s2d QcTd7s4h3d Js9h5s5d4s AsKc6s2s2h 
Kc6s6h4s4d 9h7s7c6h3h Jh9d8c7d3d Jd8s4d4c3s 
Th9s8d5d3d Kc8c5h3h3c Jc9d5d3s2s JhTc8c4c3c 
Js6h6c4d4c QcJh9s6s2d Ac9c7s6c2h AdTd9d5s2d 
Ah9s8s5d4s QsJd4h3d3c Jc7s7c6c4h JhTc6h4d2s 
KdQsJs7s3s Tc7d6h6c2h KdJsJh8h2h AhQc7s6d3d 
