8h5c3c2h2c 
KcJc9c4c2c As8h6c3d3c QcJs8h2h2d Th5s3d2h2d 
KdTc8c2h2c AsQd9h3c2c 9h7s6c3s2s Td7d4d3s3c 
7c5d4h4c2c Kh6s5d3s2c 8h7s4h2d2c Qd5c4h3s3h 
TsTc6d3c2c AcJc3c2h2c Ac9h5h4s2h KcJc4c3c2s 
Ad7s5s4c2s Td8h4h3h3c Qs9h8d3h3c Kc9c4s3d2h 
Qc8s8h7h3h Jh8h4s3d3c Ts9d7c3d2h 7h5d4c2s2h 
Kh6s4c3d3c Js7c4s3c2c Th6s4c3s3d 9s8c6h3h2d 
7s7c4s3d2h Kd9d4s4d3c Kd9h7d4c2d Qs9d8h3h3c 
AdJh6s6h2h KsTc7c3h2d Qs9d9c4s2s TdTc6h3c2c 
Ks6d4s3h2s Ac6s4s3h3d KsQs6s4s2s As7d4h3d2h 
Ah9s5s4c2s Qc9d8s4h2d Qh7s6d4h2h Qh8s5d3s3c 
KsTs4s3h2s Ks8c4s3c2s JhTc6d3s2s JhTd6s3s2s 
Jd9h8c3c2c Js6h6c4d2s QdTh6h2s2c Js7d6s6h2c 
JcTc6c3s2c 8s7s3h2h2c KdJh4h3s2h QsJd6c3c2h 
Kc9h4d4c3c Kh6c5c3d2c 9d6s6c4c2c Qh7d6s5c2c 
QcTh7d3c2c QcJd8c3c2s Qc8s7s7h3s 9d9c7h4h2h 
Qs8s7s4c2h 9h7s5d3d2d Kd9h7h6h2h Th8c4s4d2c 
Ks9h9c4h3h 9d5d4h4d3c Jd9d7d2s2h QhJc4c3c2c 
KhTd8d2s2d Jh7c5s3h2d Qh7s7d4s3s Jd9d7s2h2c 
KdTh8h2h2c Kc7d5c3h2c 8c6s4c3d2h Qh7c6s3s2c 
7c5s4d3h2c AhKs7d3c2d 8c7h4c2s2c QhJh8h4h2h 
Js9c5h2d2c Jd9h4d4c2s Ks8d7d3h2h Ks7h5s2s2d 
Ks9s6c3h2s 9h8d4d3s3d QsTs5s2s2d Kh8c7d4c3s 
KdQc8h4h2s 7c5s5c4c2c Kc5h4d3d2s 9c6d4s4h3c 
8h7d3s3h2d AcJd5s3h2h Ks5d3s2h2c TsTd5d3h2d 
Ks5h4h4d3h AcJd6s4h2h Tc7h3h2s2c Th7c5s5h2d 
8h7h4s4d2c JhJd6h3s2h Ad8h4h3c2c 9c7d5s3h2s 
TsTh7s4s2s Jc9h4s4c2d Js6s4h3d3c 7d5s4c2s2h 
Kd7s5c4h2h 9d8h5h3h2c Td9d4d2s2c As7h5s5h5c 
JhTc6s3d2d Ts6h5h5d2h Kc9s6d4h2s Kd8d7d5d3d 
Kc8s6h4h2d Jd9d7h2s2c Qs7d6d5d2c Jd7s5d5c2d 
Qd5c4s4c3h Td9d7h4d2d Ah9h4s4c2h 9c6h4h4d3h 
Jh6s6d4c3c Qc9s7h4d2c KdQh8s8c3c Qd8d3h2s2h 
JdTc6h3s2s Ad5c4s3h2c 7h4s3s3c2c AsQd8d3c2d 
8s5d4d2h2d Jc6d5s5h2s KcQs8d4d2h Jc6d3h3c2h 
Tc7d5h4s2s 7s7h6d3s2s Td9h4h3c2s Th9s7c3s2s 
Qs7s6d3s2d Js7d4c2d2c Qh7s5s3d3c QhTd7s4s2s 
Ks6c3s3d2h As8h4h3d2d AdTs6s3c2h 8d5c4h3c2s 
Qd8s5c3s3h Qs7c4h4d3s Ts8d6d3h2d 9d8c6s3s2h 
Td7h7c5c2c KdJd4d3c2d 9h7h4d3d2h Qh7c4d3s3h 
9d5c4s4h3d KsQd8s2h2c Kc7d5s4h2h Qh8s5d4d2d 
Jd7c4s2s2c Tc7d7c4s2c JhTc4c3c2c Th9h7s3h2h 
Td7h5d4c2d 9c7d6c4s2c Qd6h5d3d2s Qh7c4h3c2c 
Kh9s9d4s3s Jc5s5h2s2d QcTsTdTc6d 8s7h5c3s2d 
KdQd6d3d2s Ts7d4c3h3c KcTs6d3d2d Qh8s8h4h2c 
AhTc7s3s2d 8d7s4d4c2h KdTh7s3h2c 9c7s6h4h2h 
Kd6d4d4c3d Th6s4d3s3c Qs9d9c7h2h Kd9s6h4s2c 
Td6s3s2h2d AsKc8h3d2h Ts9d3c2s2h 8d7h5h3c2h 
KcJh4h2s2h 9h6h6c4d2h KsQc4c3c2c QdJh7c4h2h 
Js7d6d5d2c KdJh6c3h2s Ad7s4s4h3s As9d6c4h3c 
7s7d4s3c2h TsTc5s3s2h JhJc6h3h2d As5h4c3h2d 
Ks9s8s3d2c Tc7h3s3c2s Jd7c6d3c2d Ad8h6c2s2c 
Qs5h5c4d2d 7c6s6d3h2d KdQc8s8h3h Ac9d7s2h2d 
7c4c3s2s2h Kh6s4d4c3c 8c7c6h3s2d QsQc7s3h2s 
Qc8d7s3h3c Ts6s3s3c2c Kc9c8c4h4c QdJc7h4h2s 
9h7d5h2s2h QdJd3d3c2d Th9s7d3h2h Qd6h4s3c2d 
Td7d6h4c2d 7d5c4c3c2h Ah8c6c4d2c Ah5d4d4c3d 
Jh8c3d3c2d Jd8h6s4c2h Ad5c4c3h2s Qd7d7c6h2d 
9s8h6h3h2d KsTc8h3h3d Qh9d6h3c2h Kd6h4d3c2d 
Qs5s4c2h2d Kc7s7h4h3h Qc9d7c3h2s Qc9s8s2h2d 
Kh9s7h4d2h QhTsThTd6d Ad9h7d4d2d Js9c7c6c2c 
As6h3s3c2s AdJc7c3h2s Jc8s5c3c2h Qs7s6c4s2d 
KhTs8s3s2c Js8s6s4s3c Qc5s5c4h2c Qs8d5h3s2c 
8h8c7d3c2s Th9s3h3c2d Qs6c4s3s3h 9c7d5s3d2h 
KhJd8h2s2h Th6h6c4h2d Kd9d4c3h3d Ks9h8s2s2c 
8h7s3s3c2h Tc7s7d2h2d 9h8h7d3s2c Tc8c5c2h2d 
Ks8c6h4h2d 9s5c4h4d3s Kd9d4h4d3s Ts7d7c2h2c 
Th6c4s4h3h As9c6h4d3h 7c4d3d2h2c Qs8d4h4c3s 
Td8h5h2s2h AdTh5s2s2c Ts4h4d3s2h Ks9s4d3s3h 
Qh9h6h4h2s 7d4s4h3h2s Tc9c5h3c2c Ts7d6h6d2d 
KhJh8c3h3d 6d6c4s3s2s KhTd4s4d2d 9h8d4s3d3c 
Jh8h4h4c3d Kh5d4s3c2c QcJc6d2s2c Qd6s4h4c2d 
Kc9c8c3d2h Kd9h6s6c2c Qc9h7d4h3h Jc7s5c4h2c 
7d7c4s3h2d QdTd6s3d2d Js5h4h4d3c Td8s4h4d2d 
9c7d7c4s2c Kh7d5d4s2c Kd8h5h5c3h KcQc6c4c2c 
AcTsTdTc7h 8s7d3s2s2d Tc9h5s3s2s Ts9d3h2d2c 
9s9c3s2h2d Ah8d7c4c2c Ah5s4s3s3c Kd8h5c4s2s 
AdTc5h2s2h 8d5s4h4c2s 9d9c7c3c2h Qs7s6c3s2c 
Kc6s6c3d2c Qh8h6h4d2h Ks8s8d4c2s Ad5s4s4c3s 
AcQh7s4s2s KsKhKd7h2d 7h6s6h3c2d KdTc5h3s2s 
8c6d4h3h2s Jh5s5c4h3h KsKhKc8s3c 9h4s4d3s2h 
Qd9h9c4s2c Jc7h6h5h2s Jd8d6c2s2h Qd9s5s4s2h 
9c7h6d3h2h Th6h4c3s3h Qc9h5c2d2c 7c4c3h2s2h 
KsQc7s2h2d Jd7h4d2h2d Qh8c7s7d2c KcTh6d3h2h 
8d7c3c2s2d QsJs6s6h2s 7s4s4c3c2d 9d8d7h4d2d 
7h6s6c3d2c Qd7d5h4s2d Kc7d7c6c2c Ks7h6d4c2h 
Qd7h4h3d2d Tc5h4c3s3d KdQd3d2s2d Js7h6s4d2c 
QsJh7c3d3c Ad9d3d3c2h Ac5s4s4d2s 7h5c4h4d2h 
As8h4d3s2s 7s5s4s3h2d 7h6s4s4c2s Js7c5d4c2h 
Kh8d5d4s2d Jh7c6c5c2d Jd9d6d4s2c Qc8c5c4c2h 
QdJs6s3c2s Kh7c6s4d2c Kd9s7h3h3c Qc6s5d3c2c 
Kd9c6s6h2h Td8c4s4h2c Kh8s7c4d3c JdJc8c3c2c 
Ah7c5c4s2c Qc9c6c4c2h Ks9h6h6c2h Jd9d7d2s2c 
7h7c5c3c2c AhJc6d4s2d Qs9c8s3s2d Qd9c5s4s2h 
Jd5s3d2s2h Ts9d4h3c2d 9c8c7d3h2s AhTc8c3c2c 
Jh7h7c6s2h KhQs4d3d2d Jd7c6c3c2d Th7s7c2s2d 
Js6s6c4d2h Qs6s6c4s2h 7c4s3s2h2c Jh8s5h3h2d 
QsJsJdJc7d Jc5h4s4h3d Qc9s7d4d3d Ad7s6s4h2c 
Kd8c6h4c2s Qc4h4c2s2c KsQd8c4h2c Tc7d4d3h3d 
Ad7s6c4h2s Kc8s8h7s3s 8d7c3d2s2c Kd8d7c4h2d 
7h6h5h3h2s Ad9d7d3d2h Js5h5c4d3c 9c7s5h3d2h 
7c5h4c3d2c Jh6h4d4c3s As7h7d4d2d Qh9h8d3h2s 
7h5s4d3c2c KcTh8h2s2d KcJh8s2h2d Qh9s7d4d3d 
9s7d4d3d3c Tc7h5h4h2s Ks7h5h3h3d Th9s7c3s2d 
Qs9d4h3d3c 7d6s4h4c2h KdJh4h3c2h Qc6d4s3h2c 
Qh9s6h3h2c Th5h5c4s3h Ts6c3s3d2c Td9s4s2h2c 
KdTs7h3s2c Qh9d8c4c3c Qc6c5s3d2c 9s9h7h4h2h 
8h5d4d2d2c 8s5s4s3h3d Kd5h5c4c2c Kc8h5s5d3h 
Jc8s6d4h2s Jd8s4d3h3d Kc7h7d6s2d Ah9c5c4d2c 
Kd9c7s3s3h Ah7c4d4c3c Ts7s6s5c2s KcTs8s3s2h 
KhQs9d4d2d Kd9s9c4c3h Ks6s6c3s2d Qd6d5s3d2h 
7h7d4h3s2c KsTs8c3s2s Qh8s8c7c3c Jh9d7s3h2c 
Js7h6s4s3s Js5s4h3c2d 8c7c3s2s2h Tc7h5h5d2s 
KdQs7s7c2s Jc8h7c2s2c Jh8c5s2s2d KsQd9d3d2c 
Qc8s6d3s3h QcTc7c3s2d Ah9c6s4s3s Jh7d6h4c2s 
KhQs7d4d2c Qh7d5d3s3c 8h4s4h2d2c Ks8d7h4c3h 
9c7d5c4c2c Kc8s5c4c2c Kc9c4s4h3c Qh6c4s4h3h 
8h3h3c2h2c Th6d4h4c2s Ah5c4c3s2d 9d5s4s4h3s 
JdTs6c3c2c Td7h4h3s3c Qc8h4c3h2c Qh8s5s4s2s 
7d5h4s4d2d KsKhKd8d3h 8c6h4c3s2d Tc7s3d3c2s 
9c7c4h3h2c Th8h5h3s2c 9h7h5h2s2c Qd9h4d3s3d 
Tc6c3d3c2d Kd5d4d2s2c 8s8h6d3d2c 9c7d7c4h2c 
Kh7d5d3s3d Ah7s6c4d2d QhJc7d3s2h KsQd3h3c2c 
Jd9h4s2d2c Kh9s6s4s3s Tc7s6s6h2s Qc7h5d5c2c 
Qs8d4s4c2h Qc4d3d3c2c Qh7h6h6c2d 9d9c7d4d2d 
Tc6s6h5d2d Qs7s5h4c2s Qs8s6d4s3s Qc7s5s5h3s 
Qc6c5s3h2c Jc8d6s4h2d AhJd8s3c2s 7h4h3s3c2s 
Tc6s6c2h2c KdTh5s3h2h KdQd7d5d2d AsQs6s3h2s 
9h4s4d3d2h KdQc8s4s3s Ks9d6s3c2s 8s5s4s3d3c 
Qc5c4s2h2d Ah9c7s2d2c 7s7d4c3h2d Qd9d6d4d2h 
KcQd6d2h2d 8s5d4d2h2c Th5d3h2d2c QsQhQc5h4c 
Qc7c6c4h2d Kh8d7c4s3c Tc8c7c3h3c Ah7c6s4d2d 
7d4d3c2s2c Kd5h4s4h3h 7d5d4c3h2d JsJd7c3s2s 
Ts6d6c5h2h 8d7d3c2s2c Qs4d3s3d2s Kd6d4d3h2s 
QsJh7s7d2s Td9d5d5c2d Td9c5c3s2c Td8s5h3c2s 
Qh9s5d4c2c AsKd8h3c2h AdKh8s3c2s Ah9d6s4s3s 
KdJc6s6h2h QhTh3s3c2h Th8s4s3s3c ThTc6s3h2h 
QsQd7d3c2d KcJd7s7h2s QsTd3d2h2d Kd5d3d3c2s 
Jd6h4c3s3d 7h6d6c3s2d Qc5h4d3s3h Kh6h5d3h2h 
6s5d3d3c2h Ts5c3s2d2c JsTs7s3s2d AdQh8h3c2h 
Kd9h6s3d2d 9d7s5s3s2h 7s7d6d3c2d Qd9s3s3c2c 
Kh8s8c7s3s QhJs4d3d2d Kh8c6c4c3d 7h6h6d3s2h 
Qs8c5h4c2c KsQc8d8c3c JcTc3d3c2c Qd9s4s3h2h 
9s7h6d3c2s Ac6s5h2s2d Qs8s4s3c2c AdJs4s2s2h 
AhQh6h3d2h Tc8h4s4d2d Kd8h6s6h2h JdTd7d2s2d 
Qs8h5d4d2d KsQh6d3c2c Kd8s8d4d2c Kh5h4h3c2h 
Ah9d5d5c2s KdTh4s4h2h Ac8c4c3d2h Ks5c4h3d2d 
Kh7h5h4h2c 7h5s4h4c2h Jd9c5s2h2c AhQc7c2s2c 
Kh7h5d3c2h Js4d3d2s2h 9h6d5d4d2d 8c7h5d3c2s 
Th9d7h4h2h Ah6h5d3h2h Kc8d8c4c2s 9s7h5d4d2d 
QhTc4c3s2c 8h7s5h3d2c JcTs7c3c2c Kh8h4h3d2d 
9c7s7c4c2h AhJs6s6d2s KhQs7h2d2c Jc9c8c2d2c 
7s4c3c2s2h Jh7c4h4d3h Ah6d3h3c2h 7d6d6c3s2d 
TsTh6d3d2c Td7s7h4c2h Td7c4c3s3c Qd9c5s4h2h 
9s7s3s3h2h Tc9h4h3s2d Kc8c6d4c2c Qd5h4s3d2d 
Js8c6h4d2d Ks8c7c3d2d Ad8d4s3c2d 7h6c4c2d2c 
Qd5s5d4h2d AsJc6h4d2h JhJdJcTc5d AsTc5h2h2d 
KsTd6d3d2c Tc4s4c3s2d 8d5s4h4c2d Kd9s5d2h2d 
Jc8h4s4d3d 9s7h7d3d2c Th7d3s3d2h 9c8c7h3s2d 
8s6c3c2s2c Ac8h6h4h2s Ac7d6s6h2d 7c6c4d4c2s 
QhTh4h2h2d Jd9h6d4s2d QsTh5h3h2h Kc9h4c3d3c 
Qs8h8d7h3h 7h6s6d3d2c AsQd7h3c2d Ah9s7d2s2c 
Ts6c5d5c2c Jc5s5d2s2h Tc9h5d3d2d Qs9c7d4d3d 
Tc7c3s3c2s Kc6c4d4c3c Ah7h5h3d2h 9d7s7c4h2c 
9h5c4s4d3h Qh9d8s4c3c Kh7d5h2s2h Tc5s3c2s2h 
Js8s5s5c2s 9s6c4h4c3c Qc8c5s4c2c Jh8d7h3s3h 
Js4d3d2s2c 9s8c7d4c2c Th6c4d4c3s AhJd9d3d2d 
Th7h6h5d2h Jc9s9d3h2h Jh7d6d5d2s Qc8s5h4h2h 
Qc6h5c3c2s Jh8s6c2h2d Th9d5s3s2s Qc6h6d4h3h 
9c7h7c4c2s Ks7s4h4d3s Qs8c4c3s2s 6d6c4d3d2h 
Qh8h7h4d2s Tc5s5c2d2c Kd7c5d3s2d Qc7d6h4c2c 
7d6s4c3s2h Kd4h3h3c2c Jh9s5c3c2c 9h7d7c4s2d 
Ks7d6d4d2h Ks9d6d3h3c 7c6s6h3h2d Js7c6c5c2h 
Qs8c3s3d2c Qs7h7d5d2c Ts7c5h5c2d Kc8s7h7d3s 
Ts7h3c2s2h Qs8h5d3h3c Kc8d5c4c3c Js9s7c4h2s 
8s7s6c3d2h Qh9d5d4d2c QcJh8c3c2s KhQd4d3d2d 
Th7s5s5c2d KsJc9c3c2c 7c5d4c3s2c 7s6d4h4c2c 
6s5d3h3d2c 9d8d6s3c2d Jc6d3s2s2c Qd9d7d5d2c 
Js8c7c4c2h Kh9d6h3h2s KdQc7h7c2c Tc6s5h5d2d 
Qh6d4d4c3s JsJhJdTh5d Qc9d8s2h2d QdTc4c3h2c 
Qh9d9c3s2h Ks7d5d3d3c Tc5h5c2d2c AhJc7s3d2c 
Qs8h3s3h2d Qh7c6s6h2h Jh8s4h3h3c KsJc6h6d2d 
QhJs7s6s2s Kc9h5h4h3h Qs7h7d5h2c Ks7s7h4s2d 
KsQsThTdTc Qs7h6h5h2d AsTsThTc2h Kh9d5c4c2s 
KcTh4s4d2h 7d5c4h4c2c Td7c3s3d2c Qd7h5c4d2d 
Ts9s6s3s2d Ad7c6c5c2c 8d4s4d3s2h KsQh9d4d2d 
8d7d4d3s3c Qs9h7h4h4d Ah8c6s3s3d Tc7h7d2s2h 
KhQs8c4d2c Js5s4d3s3c Ts4s4d3c2d KdQsQhQd9c 
Kc8h6c2s2c QdTc4s3c2c Jd9d7s4h2d Ks9h4s4d3s 
Kc7h4d2s2c As5c4c3d3c AsJd5h3h2h QdJs8h3h2c 
AhTs5d2d2c Qd6d5s2h2d 7s7h7d5s5h AhQh6h3h2s 
Tc9d7h3c2c Ks7s4d4c3s QsTd3s3h2s Kc5s4d3h2h 
Jc9c7c6s2c Kd5d3h3d2c Js8s7c3s3h Qs9d5d4d2c 
QhTh7h3s2d 9s6h4c3d2s Qd9d5c3h2d AcTh4h4d2h 
7d5h4h3h2c Qc6s4s4h3d Ks9h5d4d2c 9h7h6h2d2c 
Kh8d6s4s3s Jc5h5c4c2s Qh7h6s6h2c Kd9h6s6h2h 
Qd8c7d4d3s Qh9c6h3h2d Qd8s5s5h3s Kd9c6h4c2s 
Kh9h4h4c3d Qh7s6c2s2c 9s6s6h4d2s Qc9c7s4h2d 
Ts8h5d3c2s KcQs8d4d3d Qd8s7c2h2d 8c4h4d3c2h 
KsJc6h6d2h Jc7s5h3c2d Tc7h6s6d2d Jh8d7c4c2c 
9c5s4d4c3h Qh8h8d4h2c Qd9d8s3d2h Qc8c6c4h2c 
AsTc4h4d2d 8h7h3d2s2d KhJh4h3h2s Qd7c6h3c2h 
Ah7d4s3d2s 9h7h4h3d3c AcJh5d3d2s 9h7d6d3s2c 
Jd8h3h2d2c Qs9c8h2d2c Kd9c5c3s3h Ks9d9c4c3c 
Jd9h6s4d2d QcTd6h3s2s Ah9h7h3h2d Qh8h7s4h3d 
9h9d3h2s2c QdJh6h2s2h Qc7d5d3s3h KhJs8s4s2s 
KhTs4c3d2s 9d8s4d3h3c Ad9c8h4h2h Ah9d7d6d2d 
Qh9c8c4s4c Qd9s5c4h2h 5h5d4s3d2c Ks8s7c3d2h 
Js7d6h5c2h 7h6h4s4h2d Tc9c5s5c2c Qd9s8h4h3h 
Ts6h6c4d2c Jh9s6h4c2h 9d7d6h3d2s 8d6c4d3h2s 
9s9d7s3c2s Td6d5d4c2d Jh9h7h3h3d Kd7h3h3d2d 
Js5s3d2h2d QdJs4h3h2h Qc8c7c4s2h 5s5c4h3s2d 
QdTd7d3h2c KcQc3c2d2c QdTh6s3c2c KhTd4s4c2d 
Ad7d5d3s2d JdTd6d3h2d 8c7s3c2s2c Jh8d6s2h2c 
9s8c7s3s2d KsKhKd7d6c Jd7d6d3s3h Qc7s7h4d3s 
Ad8s4s3h2h 9d7c4c3h3c KdQc8c3s2h Jd6s4c3h3d 
Jc8d6d4h2d 9d5d3s3d2s Jd7s6s3h3c KhTd6s3s2s 
Jd9c7s3d2h Jc8s7d3h3d Kd6d5d2s2d Kd8h5s4c2s 
Qh5h4c3h2d Kh6c5s3c2d Qs7s4h4c3d 8s7h4d2h2c 
8c4h4d3c2d Js9s6s4c2d Qd9h6d2s2d KsKdKc7c2s 
AsTh5h2d2c QsJh8d2d2c Qc9h6c3c2d Qd7s4c3h3d 
Qs8s6h4s3s KdQh8s4s3s AhQd6s6c2c Jd9d6d4h2c 
9s8s7s4s3c As5h4d4c2d 6h6c3h2h2d 7c6c4s2d2c 
Td6h6d2d2c Qd9c3s3c2s 8s7h4c2d2c Qd7s7c4h3s 
7s5d4h3c2s 8c7d5h3c2s Js7c6h2h2c Qc9h5c2s2c 
KhTc5d3c2c Qh9h5h4h2s KsJs7s3d2h Qc9s6h3c2c 
7d5c4d3h2d As6d3h3d2h Js7h4d2h2d Qs7d6c3h3d 
Jh7d5d5c2s Ks9s4c3h2d Qs7h6c5d2d 9s8h4h3h3c 
Qc7c6h4c2s Qc8s3h2s2c Qc7s7h4s3s 7c5d4s2h2c 
QcTd4d3s2d QsJs5s3s2s Qd8s6d2h2d JdTd6d3d2s 
Qd9s9c4h2c Qc8h3h3c2s Qh8s5d3d3c Td6d5h4d2d 
Kd8h6s4s2c As9h6d4d3d Jh8d6d4d2s 9s7d5d3h2d 
9d7s7h4h2h Qc7h5s5h3h 9d6s6h4s2s 7h5d4c3s2s 
Kh6h4s4d2h JdJc7d3s2d Kh8h5h4h2s Jd9d8h3d2d 
Qc9c5s2d2c Ad7s7c6h2h Kh9c8c5c2c 9d8d8c4d2d 
Ts5s4h4d3c Tc7s7h4d2h Ks5d4c3h2h Ks8d8c7c3c 
KsKhKd6c5d QdTh6c3s2s KcQc6c3c2h Ks9s6s3s3c 
Qd8c4s2s2c Qh9c8d3s3d Qh7d7c4s3d Td7s5c4h2s 
Tc7h7d4s2d Ts7h3s3d2d AsQd3s3d3c 5d5c3d2s2d 
Kc6c4h4d2c Kd9h6d3s2d Th6h6c2h2d QsTs4s3s2d 
AsQc7d3h2c QhJc6s3s2d 9s7s4h3h2s Qc7h6d5s2s 
Jd7h4h3h2d Jh8c7s4h2h Qs8h6h4c2h KcQs7s7h2s 
Kd5s5d3h2d Qc9c4s4d3c Td7h6c2s2d Jh9h6s2d2c 
Kd5h5c4s2s Jd8s4h4c3c KdTc6c3c2s JhTh3h3d2h 
KdTs4h4c2s KsJd7h7c2h Ac9s8d4d2d Qd7h6s3h2s 
9d8s6s3s2h ThTd6c3s2s Qc7s4c3h3d Qs7h5d4s2s 
6s6d4c3c2c Qd7s7c4c3c Ad6s6c4h2h QsTs3d3c2s 
ThTd6s3c2c 9s8s6s4s3s 9d7s5h3c2h KdJs8s4s3s 
9s7h6c3s2d As7c4h4c3c Js9h6d4h2c QsJd7h4h2c 
Th8s5d3c2s Kh9c7s3d3c 7c5s4h3c2d 7h4d3h3d2c 
Kh8d6c4c3c 5s5d3s2s2h KhQs8s3d2c QcJs6d3d2h 
9c8s6s3d2s Tc6d4h3s3h KhTd6s3c2s KdQh7c3d2d 
Kh8c5d4c2s 8c7c4h4d3c Ks5s3s3c2h Qc9s8d4h2s 
Qh8c5s3s3d Qd8d5h4d2d Ts8c5s2s2d AsJc5s5d5c 
Kd6d5s3d2d Ts7c5d4h2h AsJs7h3s2s Jc8c7d2s2c 
Jd8s6h4c2c Qc8c7c3s2s Jc9s9c4c2c Ac9d6d4s3d 
KsQh8d8c3d KsQs9h4s2s AsQh7h2h2d Ks5h5c4h2h 
KhQd9s3c2c KdJc4d3d2d Th9s5s3d2s 9s9c7s3h2s 
Qd8s8c4s3h Qc8c7h7d3c Jh6c5s5d2s Kh5h4s4h2h 
Qh8c5s3d3c 9s7d4s3d2s AdTsTdTc7h KcJc7c3h3c 
Qd9c8s4c2h Ks8s3s3h2h Js8s6s6c2s AhJc6s4d2d 
Qd8h7d5d2d Kd7h7c4s3s Jd9s6c4s2h Jc8c4s3h3d 
KhTs8s2s2d 9s8s6d3c2s Qh7h5d4h2s Jh9s5d3d2d 
Jc7c6d3d2d AcJd3s2h2d KhTh6h3h2s 8h4s4c2h2d 
Js8d5d2h2d Kh5d4c3s2s Td9s7s4s2s Ts5c3d2s2d 
Ks8c7h4d3d Kd9d8s4d2c As7s5s3s2d Jd5d4h4c2s 
Js8c7s2s2h Ks9d8s2s2c JsTc7s3s2s Td8s5c3h2s 
Tc8h5d3c2s 9h7h6s3h2d KhJs6d3s2c 7d5h4c2s2h 
9s8h4d3d3c Js7s5c2h2d 9s8d4d3h3d Ts5c4h3s3d 
9s8h4h3s2s 7s6d6c3d2h Kd9h6h6c2h AcKs8h3h2d 
Td8d5d3h3d 8d7d4h4d2s Ks7h5h4h2d Qs7h6d3d3c 
Jh5s5c4d3s Qs8s8h4s2c 9h7s4s3d3c 9s8c5h3c2c 
8s5h4d4c2s Js7c4d2d2c Ts6s3s3d2d KsJh7d7c2d 
Js4d4c2s2h Jh7d5d4s2d Ac5d4d3s2h Th5s4d3h3c 
KcQd7h7d2d Kc9c8c3h2d 9c6s4d3h2c Tc5d3s3d2c 
KdTc7c3s2h Jh8c4d2s2h 8d7c5h3d2s AsTd5d2h2c 
Qc7d6s3d2s Jd8h3h2h2d Ts8s7s4h2s 8s7c4h2h2d 
9s8s7d3h2c QsJd8d3d2c Jc7c6c3s3d QsQhQcTd8h 
9s7s4d4c3s KdTc5h3s2h KcQc7c4c2h Td4h4c3c2d 
KsQc8h8d3d Qc6s4d3h2c Jc7d6c4c3c AhTc4d4c2c 
8s7h6c3d2h 9c8c6h3c2s AcQs8s3h2s KsJs6c2s2h 
Qh9c8d4d3d Jc7s5s4h2s KsTc5d3h2h Qh8s7c4c3d 
AdQs7h3c2s Js8s4h3d3c 9c7s6c4d2c Jc8h7d3s3d 
7h6h4s4d2h QhJc8d2s2d Qd9d6h3d2s QhTs4s3d2s 
Jd8s6h4c2s Kd9d6d4s2d Qs9h5s2s2d 8d7c4h2s2c 
KsTd8d3h3d Jc7c6s3c2s Kc5s5c3d2c Kc6c4c3h2d 
QcJh7s4s2d Qd9s5d2h2d Kd8d4c3s3h Ks6h3s3c2d 
Ts6d3d2s2h Qh7s6s5c2s KcQd6s3s2h Kc5c4c2h2d 
9c8h5c4c2c Ks8s7h3d2c Jc8s5h3c2c 7c6c4h2s2c 
Kd8s6h4s2c 9h7s5c3s2d 9c5d4s4d3h KhJh9h4h2h 
Qh8s5s5d3s Th7d4d3d3c AhJc3s3d2c Qs9c5c4c2d 
Ah9h7h4c2h Ad9d5d4h2d AcQh9d3s2s 9c7d7c4c2s 
7d6d4s4d2h Qc8h7s2d2c AdJc8h3s2h 9c8d6h3s2s 
KcQd7s3c2c Th6d3s3h2d Qs8c5d4c2c Qd8c6d2s2d 
Qh8c5s5d2d Qs9d8c4d2h Qs6s5h3c2s KdQh7s7d2d 
Th7c6s6d2s Td8h6c3s2d Qd7c6c5c2h Jd7h7d6d2s 
9c8d5s3c2c KhTs5s3s2d Jd8s6d3d3c Ah5c4s4d2c 
Qd8s6d2d2c Td9d5s3d2d Tc4s4c3h2s Td9s5s3c2s 
7s6h4s2s2d Jd9d6s4c2d Ks9d6h4c2d 9d8h4h3s3c 
Kh9s5c3d3c Ah5c4c3s3c AhTs5s2d2c 9h7h3h3c2c 
Jc7c6c5c2s Ad9d4s4c2d Td8h4h2s2c QhTh3s3d2h 
Qc6s3s3c2c 7h5c4d2s2c Ks8d8c4s3s As6h6d4c2h 
Ah9c5c4s2c As7h7d4h2h 8c7s5h3c2d Ks8s8h4d2s 
9c7s6d2h2d 7h7c4s3d2h Ts9d4c3h2d Td6s6c4h2s 
Ts7h5h4h2d Td5s4d3h3c Td8h5s3c2d Qs7c5c3h3d 
9h5h4h4c3s 7s7c4c3h2d KsJc4c3h2c Jc8h6d3s3d 
Qd9h4h3s2s 7d6d4s2d2c Th9c3s2h2d As8d7d6d2d 
Tc8s4s3s3d 8c7s3h3c2s 8h7d3d2s2h Ts8s5s3h2c 
Td7h7d4s2d Kh8s5d4s2c 8d7h3d2h2d 7c6d4s3d2h 
KcTh6d2s2h KcQs7h4h2d Kd5s3d2h2c KcQh7d7c2c 
Td5s5d3s2s Qh8s8h2h2c Qc9s6d3c2c KsJc8d3h3c 
Ks7h7d4c3c Qh7h5d4s2h 7d6d4c2h2d 7h6c4h3h2s 
Jd9d4h4d3d Kh9h9d3h2c Ts7d3h3d2s 9s8s7h3c2d 
Jh8h6h3d3c Ks9s4h4d3s Jc6c5s3d2h As5s4s2s2h 
