QhQd4h3d2d 
Qc9d8h6d3c 8h7s6s5h5c Jh9s9h7d3s QdJd5s4s2h 
9h9d8c7c4h Td8d6s6c4s KhTc8s8h2s KdQsQd5h2d 
AdJsTh4d2d Kc7h6d4d3c QhQcJc8c4s QdJh4d3h3c 
QsQhTd4h3h QdTh9d3s2h KdQsQc4s3s KdQh9d8h2d 
9c7s6h5s5h Js9d8c6h5s Kd9d6s5s3d JsJcTc9d2c 
AcTc9s6d4c KsJs6c5h2c Td9d8h7d4h 9h8h7h7d6d 
KdQcJc7c5s QhTh8s8c3s Ad8h8d7s3c 9s9h7s7c6s 
QsJc8s6s5d 9h9d7s7c5s AsKd6h4d4c JhTh6c4d3d 
Kh7h7d6d4h AdQs7h4c3d AhKh9c8s3h AdQh8d6d5d 
QhJc8h8c3d Ks8c6h5h3s JhJcTh7h5h AcKcJs9c4c 
KhJc9c8s4s KhQhTc9h5d KcQs9s9c2c AcJc9h8d2c 
Tc9d6c5d4c AhKdTs6c4c KcJs6s6c3s Jh8d6h6d5h 
AhQs8h3s2s KhQd8c7h2d As7d6h4c3s KhQc8s7h2c 
KdJc8c5d3d AcQd7c4s3h QdTd5h4h3h KhQs9d8d8c 
Ks8h6h5c3s KsQh9c7h4c Jh9s8d7h7c KcQdTs6h4h 
JcThTd9c5s KhQc4d4c2h AcTc6s6d3h QsQdJc4h2s 
Th9c8s7c2h KdKc6h4s3s KsJh8d6s3d AdKsJs7c3s 
AcTs8c2s2c QdTs5d4c2s AdJsTh8s3s AhKh9c8d4h 
AhQc4d3s3h As8s7s7d2d JsJh9h7c5h KdJcTh4s2d 
QhTh8h7h6c AdKhQh9h3c JcTd5s4c2s AcQd8h5h2d 
AsKcJd8s2s Jc8h8c7d4h QhJs8h7c6h AsTc8d7s3s 
Ts8c7c6h3s AsJh9d7d6c TdTc7h4d3c 9h8d7s6c5c 
KcJs7d5s5d 9d8h7h6d4h KhQd6d5s4c QsJhThTc4h 
KhQd6d3h3d AdJc9s9c7c JhTs7d5h2s QsTd6d5c2s 
Qc7h6h5c3d JcThTd9c3s Jd9d8h6s4s JhThTd6h4s 
KdJh6c5d2c QsJs8s8c7h KdKc9h5h3h AhJh9s8c2h 
TsTd7h4s3d AcJd5s2s2c Qc9c8h5d4d QsQd9d4d2s 
KhJdTc6s5s Qc9c8h7c6d AhQs8s8c7s Ts8d6h5s5h 
KhQhTd9h3s KcQd8s8c4s AhKdJc4d2s AhJd8c6h3s 
QcTd8h7s5d AcJhJc9c6c AcJhJd7h4h AsKc7h6h5h 
Ks9d8s6h3h QsJc9h9c2h Ks8s7h6c3h AsJc8h6s3d 
Ts7h6h6d5s As9d7s7h6s KcJd9s3d3c JcThTd4s4d 
QcJc9d4d3d KcJsTs9s2h KhKcTd7s2d AhQh6d5s5h 
KhQh9d9c4c Js8s7d6d4d Kh8s5s5h4c As7h7c6s2c 
Kd9h8s7h6c KsTh5s4s3h Td9c7d5s3s Ah7s6h4c2s 
KhJsTc9d4d AhKcQc6s3c KdJc9d5c2d QsQd8h7c4d 
QhTsTd9c5h Kd9h8h8d5d KsTh8s7c5s KcTd5c4s2d 
Td9d8c7s7h KhQhJd8h5c QhTd9d3c2h Qs7s7c6d4d 
Ts9h9d8s3h Ah8h7s4s3h KsQs7c4d3c QcTs9s3d2c 
Jd7h6d6c5c KhKc5d2s2d QsTs8h4h3c AhJd9d7c5d 
AcQc9c5s2s QcTd9s6h5s Ts9h9c2h2c QcJhTh5d3h 
KdJh9c7h5s KcTc9h5d3s TsTh9c7h2s 9c7d6h5h5d 
AdKh9c4h3c AcQd9s5c2h Jc9s8d6c4s JhTc6c4c3h 
QhTc5s5c3h QdJh6c4d3c KcJc8s5d2d AhQd9s8h4h 
AhKs9s8c3d QdTs8h4d2s KhJd8c7h2c QsJdTh7c5c 
AhKh5s5h3d KhJcTs8s4d KhJhTc4s2d KcTd9s5c4h 
AdQdQc5d2d QcJd9d7s5h Kh9s7s6h3h Qd9d8s7d6h 
KhKcJc7c2d AdJd7c6h3s QhQdJh8h4c AhKd8d5c4d 
AhQcTc6s3d Td7h6h6d5c AcJdTs4c2c AcKcJc9c4h 
KhKd9h5s2h AdQdTs5d2h JdTsTc4h4c 8s7h6c4s4h 
AsKh7d7c6d AdKdJd5d3h KcQs6s6h2c QsJh8h4s3d 
QhJsTs9d5s KsQdTd7h5d QsQh7s5s4c AsQd9h8c6c 
QcJd9s5c4h Qs6h6d5h5d QdJcTc6s6c JsTc8c7c6c 
KcQcTd6c5c KcTs9h8d3c Ah9s9d7c3h AsQc8d6s2h 
QsTc8s7d3d QdJsTh5d5c QhQdTc9s2s QcTd9h3d2c 
Ks7d6s4c3d AcKcTh5c2d Qc7c6d5s3d AhKh9d8c4h 
KhQcJc9c7c Jh9c8h6s4s QsQh7s4d3d 9s8s8d7h7c 
KcQsJc9d2h QhJc4h3s3c AdJd9d9c4s AhKcJd7d3s 
KhJhTc4d2s KcQh7s7d6h QhJs6h4s4h Qs7s7h6h4c 
JdTs8h8c6c JdTh9h9c5s QhJh8d6h5c KcJh9h8d4d 
KcQcTh9c3s Kh8c7h5s3c JhTc9d7d5d AcKdQh5s2h 
AhQsTs4d4c QhTh6h5d4c Td8h8c6s6c AhKsTc9c2c 
KdTd9s8h2c QsQcJs4h2d Td8d7h7c5c As9s9h4h2c 
KdQc7s4d2c QcJs9s7h4h AsTd8c7d4d KhQdTs9h2h 
Kd7s7h5d3s ThTc9s7h2c AcKhQh7h3s JhJd8c5c2d 
KhQd9c8s6c KhJh9h7h6s AcKc9h8c6c QhJdTh9h2s 
Kh8c7c5d3h QhJsJh9h5c KsQhJc5d3c AhQsJs5s5c 
KsJsTs4d3c 9s9d5s5c3c KhQh7c4s3c QsJh9c7s2h 
6s6c5d5c3s QhJh9c7c3c KdQh9c4h4d Ac9c8d4d2d 
Js9c8d6s4c JsJh9c7c6c AsKhJd7d3c JdTh9s2s2h 
Ac8s6c5s2c QsQcTh4c3c AcKhJc6c4c 7h6d5d4h3h 
AcTc6h6d3s QsJc7d5c3d AdJd9d8h2s JhJd9h7s5h 
AdJc5d5c2d Jd9h8d6s4s KsQh8c6d4s JsJd6s5h2d 
AhTs9s7c5s KsTh7s5h2d AdJc8c7s7h KcJs4d4c3s 
Jc9s7h5h3s QcJc5h4h2d AdJd9h9c6d As8h7s5s2h 
JhTs9c8d5s KhQsJs7s5d Kd8c6s5d3s 9h9c5d5c3d 
KsTc9d7c5h KdQhJh9h7h Qd7h6s6d5s QcTdTc5c2d 
QdJc9d5s2s Jh7h7d6s5s JhTs8c5d4d AdJs8s7s7h 
Kc8d7h6c3d AdJh8c7s7c 9h7s7d5d3s AsQd8h8d7d 
KdJd9d7d6s JhJdTs8c3d KhKc9h2h2d AsKc8c5h4c 
KdJcTd7d3h Ah6h6c3h3c As9s9c6h5s Jd9s9d7c3s 
8s7h6s6d4h QcJsTs5h3s Th9d8h5d4h KdJcTs5h2d 
Tc9s7h7c6d KdJhJdTd5d KhJsTs7d3c JcTd6h4h3d 
AsKs9d3h2d Jd9s6s5d4d QcJdTd6h3s Kd8d7s7h4s 
JsTs6h5h3s KcQc9s7c4s KcJs8d8c6h QdJd9c8d2c 
AsJh8c4d3s AhAdAc7c3c AsQs7d4d2d AhTc5h4s3d 
AhQhTd5h2s AsKh8d3s2d AsKsQd6s2c AsJs9s5d3c 
As6s5d2h2d AcKdQs6d3d KcQh7h6d5h AhTd8h7s3h 
KdQs9c7s4c QdJh9s5d4c AsQsQd7s2c AsTd8s7c3s 
Qs6h6d4s4d Td9h8s6s2d AcQc8s8c5c KcQs8h6c3h 
KsTh9d7s3c KsJcThTd3c AdKd8d5s5h KdQh9h4d2s 
AdKh5s2d2c QhJh7s6d5c KcQhTs9c2c AcQd9s8h6h 
Td8d7s7c5c QsQd7d6d2s Ah9c7h5h4d AhKcJh3h2d 
KcJc8d5d3d KsQsTh3h2s AcKd9h7s3d KcTd5c4d3c 
KdJd6h6d4h QdJc8d7d6h KcQsJh4s3d AcKh7s7d6d 
Ac7c6h4s2s KcQhJh8d3d KsTh9s9c2d JsTs9s8s6h 
Kc8c6s5s3d KhJh8s5d2d QsQd7s4h3h As7d4s3h3d 
KdQdTc8d5s KcJc9c7c6s KsQs9d8h5c AhQsTs6d3c 
AsKh5h4h4d KhKc9d6h2h Ks7s7c5c4s AhKd5d4d4c 
AdQhTd7d2c AhQs8s3h2s Ts9s8d6c2d KhKc5h4h2h 
KdJsJh5h5c Th8c7c6d3h Jh9c8h7c3d 9s8s8d5c4c 
QhTs6s5h2d JdTh7d6s5d Js7s7d6h5h KdTd8h5s2h 
Kh8d6d5c3h QdJh8d6s3s Jh9c8c7d6s 9s8s7s7c6c 
TdTc9s9h4s KdQh8s6c4d AhQdTd4s4c KcJdTs7s4s 
JcThTd4s4h Qh7c6d5h5d QdJh8h8d3c KhQdJc4d3s 
KsKc9c7c2h QsTsTh6s4d Th9h9d5d2s QsTs5c4c3c 
QhJd4c3h3d AcTd5c4h3s QcJdTc7c4s QdJhTs7s2h 
AcKh6h6d5h QhTs8h6h4d JsJdTc6s3h AhTd5h4s3c 
Jc9s9d7d6h JsJc5d4h4c ThTc9d7c5s QsQcJh9d3h 
Td8h7h6d3c KhQh9s4s3d AsQd9h8s4s JhTc8d6s6h 
Tc9h9d8c3d QcJhTs8h4h Ks7h7c4s4c Qh9h8s7h6d 
AhTh8s8h3d QhJc9d5h4s KcTs9d9c2h AhQd8s8d7d 
QsQcTd5h3d Ks9d6s6h4d Ts9c8h6c2s KcQhQc5s2c 
KcTh7s6c3d 8d8c7s4d4c JhTsTc9d5c Tc9c8d6d3d 
Ts8d8c6h6d Ad8s6c5d3h 9s9d8h6d3s AsKs9h5c2d 
JsTc8d5h4h JcTc9c8c6h KdJhJc9d5d KhQdJh7h2d 
KhQs9d8h2d KsJsTs4h3d 7h6c5c4h3h As9s9c4c2d 
KdJsTc8h5h JdThTd3d2h JcTsTh5c3d AcQc9h9c7c 
AcJs8s7h7d Qc9d7d5c4d KdQdTc9d3h AdJs9h7h6c 
AcQsTs5s4s QdTh5s5h3d KsQdQc3s2h KcQdTc7c4h 
AcKhQs7s3d Js9s9d8c3d QdJc4h3d3c Kc8c7d6h3d 
KsQc9d8h8d KcJdTs8s4h AsQc7s4h3d As8s8d7c2h 
QhTdTc5d2c AcKsJh4c2c AcTh5c4d3s 6d6c5s5d3c 
KcJc8h7d3h Th9s8d6s2h QsTs8d8c3c 8s7d6d5s3c 
QhTc6c5d3d KhKcJs8d2s KsKhTc5c2c QdThTc5h2c 
AsTc8s7s2d KsTsTh5h2h KcQs4h2s2c Qc9d8d7h4c 
Kh9h9c6s2c KsQcJs5h3s QdTc9d3s2c As7d6s5c4s 
AdJc8s7s7h AhTc9s6h2d KdJc6h4c2d KhQh8c6d3c 
AsQd9h8c5h AcQhTc7c2s KdQhJs9s6s Ad7c5h5d3s 
JsTd8c6d5d KdJs5h3h3d QcJhTh7d3s Ac8s8c6c5d 
KcQsQc5d2c AhTh5d4d3h KcQc4s4d3d JhJc8h6c3h 
Td9d8s7h7c QsJsJc9s5h Jd8d7h6h4h JcTc5h4h2d 
KcQs8d5c3d KcQh9d4h4c Kh8d8c7s7d AcKdTh6s4s 
AcJh3h2d2c Kc8d6d5s3c AcQsJd9d4d JdTc8h6s6d 
AcKdJh7h3s AdKh7s6d2c JsTd9d6s2s AcKcJc9c4s 
Jc9s9h6h4s QcJs8s4c3d KsQc4d2s2c Td9c7c5s5d 
AhKs8s5d4s 9d7h7c5c3h 9s8d7d5c3s AdJd9d9c4h 
QsQc7s6s2c Qd9s8c7s4d KdQh6h6c2d JsTs9s8s6d 
JcTh9s2s2h Kc7c6h4s3h QhJh9c6d5h QhQc8h3d2c 
KhQd3h3d2c QhJcTc9s3c AhQcTh7h2d Ac7s5h2s2c 
QhJhJc7d5h QdTs6s6d3s Jd9h8s6c5d QsJh8s8h3d 
Jc9c8h6s5d AhQcJs8c3d KdJd9d7c3c JsJdTs9s3c 
Ad7c4d3s3c QhTd5s5d4s Ac7d7c5d2c JsJdTh9d4d 
Td9s9h5h3s 8s8h5s5h3d KdQh6s4s3h Ad9d8d7h4c 
QsTc9s3h2c As7h6d4c3s AdKsQs5s2c KcQhJd8d5s 
QsJc6h4s3h AcQc7d4s3h KsQs7c4h3c KhKd9s5s3s 
KhTs9c7s5d Th8h6s6c4c AsKs8s6s5d Th8h7d7c5d 
KhTs8h7c5h QdJc9h5d4s Tc9c7s7h4h KhQd8c7c6s 
Kd7s7d5c3s QcTc7s6s3c AdKdTc5d2s Jd9d8s6c5h 
Kc9s8c6h3h 9h8h7c5h4c AsTh5s4d3c KhJh8s5s3s 
JhJcTc5c3s 9c7h7d5h3d KhJdTd9d2s KcJs6h5c2h 
KcJc8s7d3s QcTc9d3s2d 8c7s6s5c3h Qs9h8h7c4s 
JcTc8s4s2d KsTs9d8h3c AsJsTc8s2s KcQd7h4c2d 
QdJc8d6h3h KdJs6d4s3d QsTh9c6h6d 8d7h5h5d4c 
AcQdJs9h2s Ad8c6d5c2d Kh9d6s6h4d AcQsJh4d3h 
9h8d6h5s3s AcJsTh4d3h AsTh9s6c2d KcJc9d9c4d 
JhJd8d5d2h QcJc9s4s3s KdQd4s4c3c QhJd9d7c5s 
QdJsTd7d4c AdQh8s8h7h QhQc8c3d2h AdQcJc5h5c 
Qh9c8h7d6h Qh7c6h6d5d ThTc5h5c3s KdJsTd7d3h 
QhJd8h7s7c Td9s6h5s4h JhJcTh5h3d KcQd9h8s8h 
QdTd6d4h3h KsQhThTc3d KdJhJc5s5h JsJcTc9c4d 
KcJsTd6h5h As8h7s6s6d KsJh8c7s2c AcQcTc6c4s 
QhTsTc9h5d QsJcTc9d2c Kd7h6c4c3d Kd7s7d5h3s 
AcKd9d8h3s KcJdJc7s3h As5s4h3c2h QsJcTh9c2c 
KcQd3d3c2h Ac8s7h6c3d AcKc9s9d4h QcJh7s5s3h 
AcJs9h7h6d KdQd6s6c5h AsJd9h7h6c Qc7d7c5d4s 
Th8d7d6s3h KdTc8d6d5h Qs8h6d5d4h KsQcTh9s2s 
AhJd7h3c2d Kc9h8c7h4c AhQc9c8c7c KhJc8s8h6d 
KcJd9s4d2c JsJcTh8s3d AsKs9s8d6s Jd9h8c5c3d 
KsQh6h5d4c QsJh6d3s3h KcQsJc7c2s KhJc8h5h3c 
Ks9s6d5d3s As8c7d6d4c Tc9c6s6c5s QdJsTh7s4s 
KsQsTh9s5d KhQdTc7d2c 7d6h6c5c4h QhJdTc5s5h 
Js9s8d7h4d AhKsTs6s4s KhQs8d7d6c KdQs7s6c5s 
QhJdTd5s3d AsKs9h8s6s AhKh8d4d2h AhKcJs7s3d 
Jh5h5c4s4c Td9s7s5h5d QhJd9s9c7d JhJd5s4h4c 
Ks7h7c6c3s QhJc9s9c2s AhKh8s2s2d AcQsQh5h2h 
KhJs7h6d6c AhQc4h3c2h Kh9d7d6h3h KcJh8c5h2h 
QdJc6h4h4c Kd7h7c5d3h QdJd7h7d5h QdJhJd7s5d 
Ac7d7c4h2h QsTd9c8d5h QsJh9h9c2c QsQh9d9c2s 
KcTs8c5s3s Qd7h6s5s5d QhJsTh7d4h AsKhKdKcJs 
Qs6d6c4s4d AhQhTh6h4d QhJcTh7h4d AcJc8s6s2c 
AcQh4c3h2c JsJd6d5h2s AsKcQc9c2d KsQcTh9s5s 
Td9c8s6s2d Ks8c7s6s5d Kh7s6c4c3h 8s7c6d5h4d 
AhQd8h4s4c AcKd7s7h5s KdJc9h7s5c Ad9c8s7c6h 
AdJd9d5c3s Qs9h8h7d4s AcKhJs4h2d JsTd6h4h3d 
Qh9c8d6d3h Kd9c8d8c5d KcQd8s8d7h AdKhTh8h2s 
KhJs7c5s3c AdQh6d5d5c Qh7s6c5h5c KdTh8s8d2s 
AdJcTs4h4c QhQc9d7d5s Ah8s8h6h5c As7d5s5c3h 
AsQcTh8h2d AsKdJh7c3h Qd7d7c5c4s QdJcTc9c4h 
Kd7s7c6s3d KcQcTh6s6c Ks8c5s5c4d 7s6s5s4c3c 
AsJd9s8s2h KdJs8d8c5h Qd7s6h5h5d QdJc7s5s3c 
Tc9c7c6d3d Kc8s6s5h3c Ad7h6s4c3d AcQc5d5c4s 
Kd8d7s6c3s Kd8d6c5c2h KsKd5d4d2d KhQc6c3h3c 
KdTh8d7s5d As8s8d7h2c QsQcJs4d2h Ad9c7d5d4h 
AsJd9h8s2s Js9d8h6c5s QsJs9d9c7s AdJc8d6h4d 
KdTd8h5s4c Kc9d8s6c3s AcKcJh4c2s Tc7s7d4s4c 
KcQh9h9c2c JhTd9c3c2h KsJd7h5d3h QdTs8c6s3c 
AcTsTh7h4d KdJcTd7d3s Ad9h8c7h6s AdQs8c6d2h 
QcJs8c6h3h Kh8s7h6h5c QhQcTs6d3s AdKhJc7c3s 
AsTdTc7c4h 9s9d8h7h4d KcJsTh7h4h KcJsJc7h3d 
Td9d9c5c2h AhKs9d9c4h AdKc5c4s4c KcTh9s7c3d 
QhTd8s7h3s 9h7d7c5d4h QdTsTc5c2s 9d9c8s7s4d 
JsTs9h7s2h AcQdJd6d5d QhJh8d7s6h QsTs6s5h4c 
AcKc8d2h2d QsJc4s3h3c AcQs8c6c5c QcJhTh7h4d 
7h6s6h5d4d As5d4s3c2d Tc9s8d5s4d AhKcTc6c4c 
KcQd8s5c3s KdTc7s5s3c Ks9s9d8h3d Jc9h9c8d4h 
AsJh8s6s5s Js9c8d6h5s QhQc4h3c2c KdQh8s7d2h 
AcQh9c5c4d AcKhQh5h2d QsJhTh7h4d AsJs9s5h4c 
AsJc9c7c5h KcQs5s3s2c AdKsQc6s3s QcJsTs5d3s 
AcQs8s6h4d AdKsQh6s3s QsJc9s9c4s AsQs6h5s5c 
Th9s9h5s2d Th9h6c5c3d QsTd6s5h2d Qd9s8s7h4d 
KdJh9s4h2d 9d8d6c5s3c KcQc9h6c3h AcKs9h5s4d 
Kd9s9d6h2s KhJc7d5d5c QdJhTh9s5h QdJd8s8c6h 
Ts9s8c6h2c QdJhTh9c2h AcKd9s5h4d AhTsTc7c4d 
QcJcTd8h2s KhQcJs8s5d Jc9h8d6c4h KcJh9d4h2c 
KdKc9c6c3c AsQdJh9d4d AcQs8h8d7d QdJc8d6d5h 
AsKdTh9h2h KdTs9h5d4c Th9c7s7h6d KsJc7c6d5h 
AcKsTs4d3s Th9d8d8c3h As9c7c5s2s Ad9s9c7h3d 
AsKdJd7h3d AhKh9h5d4c KhJdTc9s4s Td9h7s6d5c 
AdQh8d7c2s AcKs9d5s4h AcKhQh9h3s AhKdJc7c3s 
AcJs9h8c2c QsTd8s4d2h KhJs7d5s3d QhTc5s4s4c 
AhKd7d5d3s JdTh6h5s2d QsJcTd6d4d KhQhTs9h3d 
KsJd9d8h4h QcTc9h3s2h Td9h8d5h4d QhTd8h4d2c 
8s7s7h6s4h AsQh7s4d3c 8h7s6s5h5d KcQcTs8c5h 
KhJcTc7d3s JsJc6s6c3c KsTsTh5d3c Jd9d8c7s4c 
QcTd8h7c3h KdQsJc4s3h Qd9s8s7c4d Ac9h9c6h3c 
AdQs7s7c6h Qc9d8h7d4c AhKsQs9s3c Kh8c7c5s3h 
JdJcTh4s3h JcTh6d6c3h AcQd7h5c3c AdQcJc6c5c 
AdJd9d8c2s KsKhJd8c2d KsTc7h5h3c Kh8c5d4h4c 
JsTh9h9d5c Ah9s9h6s3h AsJc5h2s2h KcJhTh9h5s 
Kd6h5h4h3d JsJdTc4d3h 9s7d7c5d4s Ac8h6d5c3s 
AdKcJc7s3c KhQd9s6h6c AsJs8s8h5s QcJsJd5c3c 
QcJdTd9h3d AdQhTs4h3c Qh7s7h6s4d JdTh7s6c5s 
KhQh9d8s5c 9c8s8c5h4h QcTs9h6d3c JsThTc3h3d 
JhTs8s6s5d AcKh8c5c4c AhKd6d6c5d Ah8s7h6h6d 
QcJsTs9d4s Ts8h6d5s5h Ts9s9c8d6h Ah9s9d8h5h 
KdJs7s6h5c Tc9c8s6d2s KsTd7h5s2d Qc7d7c6d4s 
AsTd7d5h3h KcQs9s4c2h 7h6s6d5s4d JhTd7h7c3c 
Qs7s7h6h4d AsQs7d4h3c JdTh6s6d3h KdQhTsTh3c 
KcJc5d4d2h KcQs5c3s2s KcJsTd5h2c Jh9d6h5h5d 
KdQh9s8s8c Qd9d8s6s4s Ah8c7d6h3s AcKc7h4s4c 
AdKc7h4c3s KcJsJh8h6h KdJs8s5d3d AhQcJd8c3s 
QhTd9s6c3h QhQdJc4s2h AdTd7c3s2c KhQh6c4c2s 
AsJh8d4c3s AhQs4h3s2h Jc9d8c7d3s Ks9d8h6s3h 
JhJc9s6d5s JcTh6h4s3s Ac9s7h2s2c KdTh9c5d4s 
AhTd9h2s2c AhJs8s5d4c KcTc9s3s2d KdQs6s6c2d 
KsTd8h7h7c Ts9d7c6s5h KhTs9d5h4c KcQc4h4d3h 
Jc9d8d7s6h KcTc9d3d2h Kh7s5d4d3h AhKd5c2s2h 
QsJsTs7d4c KcQdJs9c2h Kh8h8d5h5d Kd8s7d5s5h 
Kh7s6d4d3h KhTdTc9s2h JhJcTs4h3d QcTs8c7d2d 
QdTh6h5c2d QhJhTd8s2c KsQsTc9s5h KsTs7s6h5c 
QcJh9s7c2h AcKcQd8c3s QsJs9h6c2c AhJsTd8s3s 
Kh8c6s5h3s KsJd6s6d3d Jd9d6s5h3h KhTh7d6c2d 
KcQs8s5c3s QcTs9d6h5h KcTc7s6h2h Kh7c6h4d3c 
Ad9s9h8d5d QsQh8s5c4s QsQhJd4c2h Kd8c5s4d4c 
QcJs8c5c3s KdTc7h6d4d KcQcTs9c5h JhTd8s4d2h 
QcTd8s8c2s As6s6h5c3d 9s9h8h7s4d QsTh8d7c5h 
AdQh9c5d2s AsTd7s5s3h AsQc7d4h3s KcTs8s7c2c 
KdTc9h9d3s QcTd9d3h2c AhTc7d3s3h KcJdTh4c3c 
QdJd9s6c2c QsTc7c4s4h Qh9d8h6d2c KcJh6h6c3h 
QhQdJc6s3c KhJdTc7c4c Qh8s6d5s4d AsKcJd4h4d 
AdQdQc7d2h Ah8h8d5c3s QdJs9d5c2c KcJd8s6d2c 
AhJs9d7d6c KdQcJh8h5s KsJdTc6h5h Kh8s7h6h5d 
AcJs8d7h7d QsTh9d6c3s AsJc7h3s2c KhQc7s7d6c 
8h8d7s7c6c KsJdTh9c4c KsKh4d2d2c QcTh8c7d2d 
AsQs6s6h5d AdQd7s4c3h JhTs7h6c5h JsTc7s6d5s 
As7d4s3d3c KcJc9h5d3s KdQd8s6h3s KcQd6s4s3d 
Ac8c7s4h4d KcJcTh4d2s Th9d9c5c3d Ks7d6c5h4s 
AdQh8h8c7h JsThTd3s3c AcQsTs6d3h KhJh9d8d3h 
8h7s6h6d4s AhKh8d2d2c JhJd8s7c5s AsTc7s5s3h 
KsQh8d7d6c AhKsQs7s3d AhJc3s3c2h AdJh3h3c2d 
Th8h7s7c5c Ts8c6c4s4h AcKc7c6h6c KsQd7s4s3d 
AsAhAc7s3s Tc9h7s7c6d KdQh8c6s4d AcJd9s9d7d 
AsTc5c3s2h Jh9s9h8c4s TsTc9h9d4h AsJd7c3s2d 
JdTs6c4c3s KcTd9c5s4h Js9s9d8h4d QcJs4c3s3h 
AhQdJc4s4c QcJhTs7d5d Ah8d8c5d4c KsQc5d4s3h 
KcJd9c5c2d KcTs5c4c3s QdQc5s3d2s Qh8c7d6c4d 
Ah8h7c4c3h KhKc6s5d2d QsJs9d6h2d AcKcQs8c3h 
KhQc9c4h2d QhTh8s4s3d JcTsTc3c2s Jd7s6d6c5c 
Kc9d8c6d2s KhQs5c4h3d AdTs7c3h3d QcTd8h4c2d 
KsTc7d6s3h KsJhTd6h2d QsQcJh4d2c Ah7d6h4c2c 
Td8c7c6d3h JhJc8d7d3h Ah6d6c4h2d Jc9c8s7h5d 
AhQsJc9c4c AsQd8h8c7h QdJsJd7c2s AdKhJc4s4c 
AcQc7s4d3h KsQh7d7c6h AhJs3s3d2h KhQdJc9s6s 
Qc9c7s6d3s AdQdQc7d2s AsQs8s8c5s Ts9h8d6h3d 
QcJhTc7d4c AhJh8s6c3d AcKsJd7s3s KcJdTh5s2c 
KhQh7s4d3s KhQhTc6h5h JhJd6h5c4s KhJcTd6c2d 
AdKh7s5c4c AsJs8h6d3c AhKh7c4h4d AdKh7c5s4s 
QsJs7d5d3d Jd9d9c7s3c QcJc9d6h2h KhTs8h5s3s 
AhQh7s4c3d JhTs6s5c2h KhTh9s5c3d KcQc9s6d2d 
KhQcTd4s3h KsTc5s4c3s KdQc4s4c2d QsQhJc4d2h 
KcJd9c6s5c QdTs8d4s2c KsJc8s8h5d AdKh7s7c6s 
QcJc9s6h2s AhKs7d7c6d Qc7h7c6h4d QsJcTh7h2c 
AcKsQh6s3s JdTc9h9d4s AhKdQd9d3s Ac6c4s3s3d 
AsThTc9d4c Jd9s8h6d4s Td7d6d5s4s AsJs9s5c3d 
Ac8s7d5s5d QcJhTs4h3d KdJh9d5d2h Kc9c8h6h2d 
AcQs9d5c2h AdKcTh6s4s Td9s9c8s4d Kd8s5d5c4c 
QcTh8c7s2s KsJhTh9h2d KhJh9h7h6d AcKsJh4h4d 
Ah7d4h3s3d QhQc5d3c2d KdQcJh9d3s KcQcTd9c5s 
KdJs8h8d6c 6s6h5s5h4h JcTh6s4s3h QcTh7d4c3h 
8d6d6c5c4s JhTc7d6s5d AsKcQc9c3d JcTs8s6s5d 
QsJd7d4c3s QcJhTc9c2d KhQd9h4c2d KsQc9h8d6h 
Jd9d7c6c3h Jh9s8h6c4c AdKc6s6c5c Jh9c8h5d3d 
KdJcTsTh3c KhQc8d7h2c AsQsTs8s3c Ac7c6d4d2s 
AdTh7h5s3s QdTs7c4s3d KsJhTs7s3d 8s8c7s7c2s 
QdQc9h7h5s AhKdQd3d3c AcTs9h7d5d JsJc7s6s3c 
Jd9h8h7c6s QhJh9s8s2h KdQd7s4h3s AhTd9d7s7c 
Ks8h8c7d7c AcJs8d3d2c JdJcTc5c3s KhKd9c5c3s 
QdQc7d6d2c QhJd9d7c4c Ac7s7h6c2h KsKc9s2s2h 
QsTd8c7h5d Qs9c8s7h6s AhTs4h2s2c 9d8s8d7h7c 
QhQd9d4d2h Td8h8c6s6h As9d8h7h4d QdJh9h7c5s 
Ad9d6h4h3h Tc9d6d6c5d Jc9c8s6h5d KdQhJs5c3s 
Th9s8h5s3c Th9h8c7s7d JcTd9h8c3s JcTs8c6s2s 
As9s9h4h2d QsJc7c6c3s AcKs9d6s2d AsTc8s7h3s 
Jd9d9c8s3c JcTh9d3d2c QsJd8s7h7c AdQd4c2h2c 
JdTc6d4d3c KsKh8s7d3s KhJd9h5d2h AsTd7s5s3c 
KcJhTh9h5d Ah9h9d4d2c KsJd7h7d3s AhTsTd7h2c 
KcQdTs7d2s QhJdTd9s4d KsQcTd4h3s As7h6s6d5s 
Jd9s9d8h7d Jd9h9d7c3h KdTc7h5h3c QsQcTd9h4h 
KsQdTc9s5s JsJh4h3s3h AhKhJhTh6h KsTh8s7h3s 
Js9d8s5c2d Ts9d8s8h4h KhQhTc6h6d As8h7c6c4h 
JsThTc4h4d AsTc8d7c4c JsJc7c6c3s Ad5c4d3s2c 
Ts9d6s6d5d AcKdJh4c2c QcJdTd7h3s KsTdTc9h2s 
AhQc9d9c5s QhTd6d5s3s Kc7c6s4d3s JhJc9c7h2h 
KcTd8c6c5s QdJs9s9c4c QhJcTd5s5h Ac9s8c4h2h 
Ks7s7c5d3c KsJc7h7c3s Jd9d7c6s3c Td9d6s6d5s 
Jh9h8d6c4c Th9c6s5s3h Ac9s9d8h2c AdTh9c2s2d 
