KsQh9h4h3c 
9c8c7h3h2d KsQdTs7s2s QcTc8c6c2c 5s5c4h3h2c 
Jh6s4d3h3d Ac9c6d6c2h Qs9d7h5c2s QsJh8s7s3c 
Th8s6d4c3c Qd7h6s6h4h KsJc4d3s2h 9s5s5c4d2c 
Qh9c4s4c2h AcQs5h4d2d Qc9c7s5d2h Qs9d4d3s2c 
Jd6d5s4d3h Ad8s5s4h4c KcTh8h5d3h KhJs8d3s2d 
As8d8c7h3h 9d8h8c7c2c Td9d4s3s2s Qs9c8d6h2d 
AhJd9c4d2s QcJc8c7d2h Ah9d6s5c3s Js9c5h4s3s 
Jh9c6d4h3s Jc6s6h4s2c Ad8s7s7h3s Jd9h7d6d3d 
Tc6c5h3s2s JsTs5s5d2h KcJs7s7h3d KdJc8c5c2h 
Th8s6h5d2h KhJh7h4d3h 9h8h7d5c2h 9d9c8c7h2c 
Jc9s8s8h4s Qh9h7c5d2s KhQd9s5s2c Js9h7s3h2s 
9s9h5h2d2c Jh9h7h6s3h Td9s7d5h2c KsJh8c2h2c 
Ts9d8c4h3c Th8s4c2h2c TsTd6c5h2d Qd5d4d3s2s 
KsJc9s4s4d Qs8c6d3s2c KsQd9c8h2c AdJs8d4d2d 
AhKh6h2d2c Qc8d5h4s2c QdJd9c4h4d QhTs5s4d2s 
ThTd6s5d2c 7d5s5h4c3h 8h6s6c5d2h Th6s5c4c3d 
Tc9d5c4c3h Kd9h8c7s4c 9h8h7c5s2h 9h7s6c5d2c 
Qh9d5c3s3h Kd8s4c2s2d Ts9h9d5d2d Ks9s8c4d3h 
AcTd9d6h2d Ts8c5c4d3h Qd6s5c4c3h AsTc5s2s2h 
Js8h6c5s2s 9s8d8c7d2d 8h6s6c3c2s Js9d7h7c3d 
9h9d5h5c2h Qc8h8d2h2d 9d6s5h5c4s Th9d7d3s3c 
Qh5d4c3d3c Jd7h7c5s3c Qs7c5h4h2c Ts9h7s5c2d 
Ac9s6d6c2c Jc9s8s7s3h As9c4s4d2h Qd9d8s8d3h 
8s6d5s5h3s Kd8h7s7c4c Tc9h3s3c2s Ad9h8c6c2s 
AcQcTc3c2c Ks7d5h4h2d 9c7h6c3d2d Kh9h8d3h2d 
QdJd8d3h2h QsQd6s3h2s AsQd5h5d2d AsJc9c2d2c 
QhTc7d6d2s 9c6s4s4h2h Tc6s5d4h4c Tc6c5h3d2d 
As9s7s6s4s AdKs8c4h3h Ts7d5d5c2c Kc9s8h5s4s 
QhTc5c3d3c Qh8s6c3h2s Kd9d8d8c2h Kc4h3c2s2h 
Kh5d4s4h2c 8d7c4s2s2c Jd9c6d4s3h Jc9h8h7h2d 
Kc8s6h4d2c 5s5h4c3c2s Kd9d8d7s4d QcJc8d7c3h 
KdQd7s4c2h QsJdJc7s2s KsQs9s7s3d AhQh9h6c2h 
KsJc8d2d2c KsTd6d5d3d AhQs6d3h2h KhTs8c5d3c 
Jc7d4d3d3c Jc9h7d5c2s Jh8s4s4c2h Qs9d4s4d2h 
KcTd7c4c2h KsKhKd5h2d AcJd6s4d3h 8d6d6c5d2s 
AcQh5d4s2s Th7c5h2d2c Kc7s6s4h2h As9c8s3s2d 
Jd8s6h5h3c 4d4c3h2h2c AcKh7c4c2c Qs7d6s4s3c 
Qd9s9h8s4c Jc7d5s5d4d Qc9h6c5s2c Jh6h5h4d3s 
Qc9h5c4d3c 9s9h7h6h2d JsTh5s3s2d Th7h5d4s3h 
Th8d7s5s2c AhTs9s6s2d Ac9s5d5c2c AcTd4c3c2h 
Ts8d6s6c2h Js8s8d6h2c Ah7d4h3c2s 7d6s4c3c2s 
Ad8c7h6s3c QsTs8s7d2s Js9h4c3s2h KcTd7h3d2h 
Ks7s7h3c2h Js6h4c3s3c Qd8h5d3c2c 9s9h8h7c2h 
Ks7d6s3h3c 8d7h6s4c2h KsJs5h3d2s Qs9d8h7c4c 
Ts6d5s5h4s 9h7c6s3h2s 9s6d5h5c4d Ad9d4c3c2d 
QdJd8d3s2s Jc9h5d4c3c QsQh7c4c3c 9d8d7d6c3d 
Jd9s4c3s2d KcTc7c4h2s KdTs4c3s2c AdQdTd3d2d 
QdTc9c3c2h Jh9d5s4h3h Kd9h9d8s2d 8s8c3d2s2c 
7s7d5d4h2c Ks9h8s5d2s Kc6s6c4d3c KsQs9s7c3s 
Jh8s6d5h2h Td7h7d4d2h Jc5h4h4d2c Jh7s7c6c2s 
AsKc9d4d3h 9d8d6s4d4c Kc9c7c4s3d Ad7s5c2s2c 
Tc8d7c4c3s Jd8s7c6d3h Qd9s8c6c3c Js9d6s4h3c 
Jh8c7d6h3s Qh9s9h6h2c Ks9s7d4s2d Td8c5h4h3s 
7s7d4c3d2s Ts8c4h2s2h Qh9d4d3c2h 6s6h4d4c2s 
JsTd7h6s2s 9c8h4h4c3h AcQd6h4d2s Jc9h7h4d2d 
Qc8h6d5d2s AcTh6c5c2c KdTh8d5d3d AdJd8s3h2d 
KsTc6d5d2h QcTc9h3c2c KsTc6h5h2d JdTh7s7c2d 
QhJs8h4d3h JdTs6c4h2s Kh8h8c4c2h Td9d4d3h2h 
8c6s6d5h2c KsQh9d4h3h Kc9s6h5c2c 8s8c7c3d2d 
Qd9c5h4d3d Kd9s8s7h4s Ts9h7d5c2s JcTd4s3h2c 
9h6s5d5c3s Ts7s6s5s5d KsQd7h4d3d Td7d6h2s2h 
QcTd5s3h2c Ks9s9d7s3s Jd9c7s2s2c KhTh7s4d2h 
QcJc9c4h2d JcTh7d4d2s Ts8d5s3h2h Tc6h5c2s2h 
Jd8d4s4c2c KcQh9h9d4h AhKd8s4s3c Tc9c7d7c2h 
7h5c4d2h2d QhTd8s4s2c QdJc8c4c3h KhTd9d5d2s 
QsTh7s4d2c As4d4c3h2s Td9h8s4c3h 9h7s6c5d2d 
Qs8c7h4s4d KhQd6h3s2c ThTd8c5s2s Kh9h7h4d3c 
AsJh8c4d3d Kd9d9c2s2h Ah9d5s5h2h Jc8d5c3h2h 
Kc6s6c5d2c KhJs8d2s2d Js8d6h5c3c KcTc4d4c3s 
Js7c6s4c2h Qd8h6s5d2d 9d8s6s6c2h Jd9c4d3s2c 
9d8s4s4d2h Ad9s9h5h3h Th6s5h5d3c AhTc9s4s2d 
KsJs7s3d2d KdJh8c6s2h QsTh5d3c2s Ts7s7h4s2h 
Js6s5h4s3d Jc8s6c5d2c KsQh8s5d2s Th9s5h4c3h 
AhJc8h6h2h Kc9h9d5s4s 9h8d8c6s2h Qd8c6s3d2c 
9s8d6s3d2s Ad9h8d3d2c Qs9h9d3d2h 8h6s6d5s2s 
Jc9s8c4d3h Kd5s4s4h2h Kh5c4s4c2s Td8c6h4s3s 
Jc9s7c3s2c Qd9s8h5c3c Ts8s6s4d2h KcJh6s5h2h 
Ks6s5s4s4h Kc8c7h4d3s Qs9s7d4c2c 9d8h8c6s2s 
9d7d6h4d2h Kh8h5c4h4d 9h8s8c7s2s QhTh8h7d3h 
Qs9h9c3c2h KsTh5d5c3d 9h6c5s4c2d 9s8h7d3d2s 
KhQhJh8h2s Qc9c6h3h2c Th8d7c5s2h Jh7c4c3h3c 
As7s6d4h2s 9c8s8d7s2h 9d6h4h4c2c Jc8c7d5c3c 
AdJh5h5c2s 8d7s7c6s2h Jd8c7s6d3h Qs6d4c2s2d 
Qc6s4d2d2c AdTs9s6h2s KsJh9h8h2h 6s6c5s2s2h 
5h5d4s4c2c AcQs6d5d2h TsTc6c5c2h Tc6s5h2s2c 
AcJs6s6d3h JsTh5c3d2h KsKd3s3h3c 9s7c5h3d3c 
Ks8s7c3s3c As9s8s6s2c Ts9c5s4h3s QdTs6s3s3c 
Jc8s8c7h3d 5s4s4c3h2h Ts6s5h3d2h Jh9c7h4c2h 
Kc6s4c3s2c 9s9c4h3s2c AcTs9s5s2d KcQh9s8s2d 
KdJs8h3s2h 7d5h5d2s2c 8d7s6d3c2s Kd6h5c4c3c 
AdQs8s6s2s 8d7c5s5c3h Jd9h7h3d2d Tc6d5s4s3h 
7h5s4d3d2h Qh9c8c4d2d KhTc7h4h2s Kc3h3c2h2c 
QdQc5d3d2d 6c5d3s3d2s AcTs5d4h3h JsTd7c5h2c 
KcJd5d4d3d AdJc4s3d2d KsKd8s3s2s Tc8s6c4h2d 
QcJh8s8d3h QcTc7h6d2c Jh9d6s5h2h QhJh8c5h2h 
JhTc7d3s3d KsTc9d2h2c Qd7c5s2s2d Qd5d4h3d2h 
KsJs8s8d2h JhTc7d6h2h 9h8h8d5h3h 9s9h8h7d2h 
Jh9c7s7d3c QdJc9c4c2s 8s7d7c6c2h Td9h4d3h2d 
Tc8d7s5s2h Th9s6c4h2d AhQd7c4c3s Kd5c4d3s2h 
QhTc5d3s2h Qs6h6c5d4h Qh8c4d2h2c KsTh8h5d3h 
8s6d5h5c3h Jd8s8d5d2h Th8d5c3d2h Qc9d8s6h3h 
AdQc5h5c2c Qd9h8s6c3c Tc7s5s5d4s Qs8c7s2h2c 
QdQc7s6h2s AcTs9s6s2d KsQs8d4c2h Td8h6s5c2h 
AdKd9d6s2d 7s7h6c3s2h Jh9c7c4s3d AsTc6d2d2c 
Td9c5s5d3d Tc7c5c4h4d Qs7c5h2s2h Qh9s6h6c3h 
KhTh7d4c2h QdJh8h4h2s Ad8d6d5h2d KhTd4h3c2s 
KsJc9s4s4h As9h7s4s3s Qh9h8h8d3c KsQdJd8d2d 
Kd7s5h4c3h JdTc8d3s2d Js9d7s2s2d QsTh7d6d2c 
Qs7s5d4s3c AsQc5h5c2c AdJd8s3c2d KcJs8s7s3h 
KcQd8d5s3d Qc9h9d3h2d Jc9h7c3h2h 9c5c4s3s3d 
Kc7d6c2d2c QdTd7d4h4d Qh7d5d3h2s 7h7d6c3h2d 
Td8h7h3d2c Js5d4h4d2s QdTc7h3s3d Ac4h3c2s2d 
QdTh5c3s2d 8d6h6c5s2d Jc8d6h5s3h 9s8h8d7h2c 
AsJd9c4h2d Ts8s6s6d3c Ts9s7s7c2h 7h6h6d3c2c 
Js7d7c5d3h Kc9c7s7h3c AdJh9s4c2h Jc9d6c4s3h 
KhQd6h3c2s Jh8s5h4c2d Qc9s7d5h2c KdJd8s8d2h 
Kh8s7c3s2h Qh8c7s5s5d 9h8s6s5s2s 8s7d5d3h2h 
AdJc6h4s4h Kd9s8c7d2d Kc6h6c4s3c JhTd7c6c2s 
9c8d6d5d2d Ad7c6c4s4h KcTh6d3c2s Kd5h4d3s2c 
AdKd8s3c2d Jc8c6s5h2c Jh9c5h4h3s Ad6c5s3d2d 
AsJh9c3d3c Th8d5c3h2c Ts8d5c3c2s Qc9d8c3c2d 
Kc9s9h5d4d Ac9c7c5h2c Tc7h5d4s3s Th8c6d4s3s 
7c6s6d4s3s Qh6h6c3s3d QdJc7c4h4c AhJc6d6c3s 
Kh9h8s3s2h Kd7d5h2h2d Jc9d7c2d2c KsJc9c4d2h 
Tc8d7s7d3h AdJs6h4h4c Kc9h3h3c2d 8s7s7d3d2h 
Ts9s8d2s2c 9s6s6h5d2c Qs9c5d3c2d KcTsTd5s2s 
9c8c6h4s4c Kc7d5h4s3h 9h7d6c3h2d QhJd9d6c2d 
Kc8s7h3c2s Js7s6h4c3d Kd7h7c5s2d Jd9c6c2d2c 
Ah9c7d4s4d Qc9c8c6c2d Td8d6d4s2c Ks9d3s3d2c 
KhQh7s4d2c 6c5s3c2s2d KcTh7h5d2h KhJh8c2h2c 
6s6c4c3h3d KcJc8d8c2h Kd7s7c6d2h KdQh6d3s3d 
KhQh7d4s2c Tc8h8c2d2c QdJs8d7d3c 6h5d3s3d2s 
Kc7h6d6c2s KhTd8d5s3d Tc7d5s4h4d 9c5h4s3s3h 
AhQs8s6s2s Qh9h7c4d2d Th9h4h3d2d KdQs7h4s3s 
9h8d5c3s3c Kh7s5c4c2s Kd9s6d5h2d KsQd9c4d3d 
Kh9s8c5s4s KcJd8d7d3h Qd9c8c7c4h Ts8c5h3s2h 
QhQc7c4s2d Kc7h5s5h2s 9d8h8c5d2d AcTc5d3h2c 
KcQs5h3h3d AsTh6d6c3h Js9s7h4s2h Th7h6s5h3h 
KcQc8c7d3h JdTh6c5h2h TsTd6s6c2s Ad9h7c4s4c 
8c6h6d3s3c As9d8d6d3c Jc6s6d5d4h Ks9s9h8d2s 
Ks9d8h4s4c Ks7d6d4h2h QhTs7d6s2c KsTs4c3s3h 
9s5d4h3h3d As9s4c3c2s JdTd4s3c2h Ks7s4d4c2d 
AcTh9h2s2h JhTs5h3h2d Kd6h6d5c2d Qc8d4h4c2d 
AhTc8c3s3c 9h7h7c3s2s 7d6h4s3d2h AhTd6s2s2d 
Ts8s8d2h2c Kh7d4h4d2d Tc8s7c4c3h KdQc7s6d2d 
KdJd8c5d3d KhJc8c7c3d Ah7c6s4c2s Kc9d8s5d4d 
KsQs4s3h3d QcTc7h6s2c 8h7s5s3c2h Jh9h7s4c3h 
AhQcTsThTd KsJd8d5d2c 8c7h5d5c3c Kd6s4c3h3d 
JsTc4h2s2d Ts8h8c5h2d QhQdQc6h6c Qc8c6h6c4c 
Kh9c8s7d4s 7c6c4s3d2s 9h8s5d3d3c Kh6h5h4h3c 
Qs5c4c3s2c Ks6s4h2s2h 8s5h4d3d2s Jh7d5d5c4d 
Td8h8d4s2d Jc8h8c6s2d AdJh8h6h2c AhQd6c5c2s 
KsJd4h3s2c AsJs4h3s2c AsJs9s4c2s Th7d7c4s3d 
TsTd7d6c2h 9c5d5c4s2s Jh6s6d5c4c Ac7h5s5d3h 
AdTs5h5c3s AsJh4c3s2s KsTs9s4c2s Js8c5s4d2h 
KsQh9c8d3c Jh7h6s3s3h 7d5c4d4c2c Kd9s4c3d2s 
QdTh4d3s3d Td7d5d4s4c QdTd8s7d2d 9s8s7s5c3s 
6h5c4s3d2c 7h7d6c3d2h Ks7s6d3h3c Ah9h6s6h4h 
Td8c5s4s3h Th9s6h4d2c AdTs5h4c3c 8c6s6h5d2c 
Th8s6c4d2c AhQc7d4d3s Jd9s6d4h3c QsQc7h4d3d 
Th6h5s3d2d Qd7h7d4h2c Kc8c6h5s2c KsJd7d4d3h 
KhTs9s5s2d QcTd5d3h3d Ah9d8d5c3d 9h7h7c5d2s 
Qh9s9d8h2h KsQsJs8s2h Kh9c8h3c2h Ah8h7h4s3h 
JdTs7h3h3c KhQh7s4c2d AhKdJsJdJc Jd9c8s6h3h 
KhJd8c6s3s KcTh7c4c2d Kc9d8s6h3d Qs8s6s6h4s 
9h9c5h2s2h QdTs4h4d2c Ah9d4s4h2c 7d7c5c4s2h 
Qs8s5d4s4c QcJc9d4c2s 9s9d6h2h2c 8c7d7c3d2s 
Kh8d7h3d2c AcQh8d3s3h Qc9s7h5h3h JhTh4s3c2d 
QhTc5d3s3d KhQs6c3d2h KhTc7c5s2c KsTc5h5d3d 
Qh7h5d4h3c AsKs8s3c2d Tc8s6c3d2d Ac9h8h5d3h 
Jc8h6h5d2s Qd8d7s2s2h Th7c5s5h3d Qc9h8s5d3d 
KdTh8h4s3c Qs8d6c3d3c KsQh9c5d5c Jd7s6h4d3c 
Jh9s6d6c4c Qh9h7d2d2c As8h8c7c2d Kc7s7h6d2c 
KdJd9s6d2d QdJs8c6h2h 6d6c4s4h2d AhTd5c4s3s 
AcJc6s4d2c QhTd4h3s3h Kh9d8c7s4c 9c7c5d3s3c 
Kh9s9d6d4d AdQh9c6h2h Td6s5d3s2h Jd9c7c4h2h 
7c6s6d5s2h Js7c5d4s3s Jd8s6s5c2h JsJc7h4d3d 
Kh8h7h5d2c Th8c6s5d2s Jc9s6h6d3c Th9c5h4h3d 
7c6h4d3h2d AsJh6c4h3d Kc9s4d3c2s Kc7h5s4s3d 
AdJc9c3s3c Jh9h8h8c2d Tc8s6c5c2d QdTs8d7d2d 
9h8s8c7d2c Js9s6s6h3c Kh8h4d4c2d JdTc7h5s2h 
Ts7h5d4c3c KhJh8h7h3s Qd9h8c6s3s Kh8d7c4c3d 
KdTs5h4h3h QsQc7d4h3h JsTh6d4c2h Td8s7s3d2h 
Td6c5s4h4d Ad9s4d4c2h Tc9d9c4h2c Th8d6s4c3c 
9d9c7h5s2h 7d6h4d3h2s QsTc5c3h3d AhTh7s3d2h 
8h8d3c2h2d KdJc6h6c3s KdJs6s6c3h Js8d7d5c3d 
Qs9c8h6d2h Kd6c5s4s3s KhJs8d5c3c 9s7s6c3c2c 
QdJh8h4h3c Qc7s5d3s2c QsJd8d4d2c AhTc9s6c2c 
QsJd8h6c2c 8h7s5s3c2c 9s9c7h4d3h 8d7s6c4d2h 
Kd9d8d4h2h AcTc9c3h2c QdQc7h6s2h Kh9c8s7h2h 
7c6d4d3h2c 9s8s7s5d3s 9h6h5s4h4c Kh7h6d3s3c 
Jd9s8d6d2c Qc5d4h3h3d Jc9d6s6c3c Tc6d5c2h2d 
Tc6s5s2h2c KsQs8s7d2c KcTd4h3d2h Jd9s6s2s2d 
Ts8c4s3d2c AcTs9h4d2h Ad8d7h7d2d AsQs6h6d2s 
Qh7c5s3c2h Qs9c8h8c2d KhQc9h2s2d AcTd9h4h2s 
KsTh9c4d4c KcJh5h4s2h Qh8s8c7h4h Jc6s5h4h3d 
JhTd5c3c2s QhJc9c3d2s QhQd7s4s3s Jd9s5h5d2c 
KsTd4h3d2h Td9h7d7c2s Kd8d8c4c2d 9h7h6c4h2c 
AhKd5s3c2s Td6s5s2h2d KsQd9h4d3d Kd7c5d3c2d 
As9c8c5h2d KcQd9h8s3h 8h6d5s3d3c Qh9h7d5s2c 
KhJc7d7c3s QcTh7s7d3d Td8h6d5d2s QdJc9c7c3c 
QdJh9h4h2s Tc6h5c3h2s Kd6s5s4h4c AhTc5c4c3d 
QsTd9s4s2s 8s8c7s7h7c Qc8s6s3c2d KdTs5h5c3h 
Jd9h6c5d2d Jh9d8s8c2c Ks9s9d2h2c Ad9s7c4h4c 
JcTh7d5h2h Jh9d8d7d2s 9c8c5h4s4c Kd9s9d8c2d 
Kd9d6c5d2h 9d8c5d4s3h 9h9c7s4d3s JsTs4d3c2h 
9d7h7d4c3s Tc8d7h5h2s Qd9h5d3s3c Qd9h6d4d4c 
Jc8h8d5h2s QhQd7s4c3c Jh8s8h7c3d AsTd9d6d2h 
8h5d4h3h3d Ks8h7d7c4h Kc9s9d8c4c Jd9c6s4d3h 
9d7s6s3s2d Jd7s6c5c3c 9s7s7d5c2h AdKc8c3s3c 
Kd9s6h5d2d AhQc5s4d2d KhJs8d7c2s 7d6h6c5c2s 
QsTs9s4c2s Qh9s7h3d2s KsTh4s4d3s AhKc9d4d3s 
AcQs6h5h2d QdJd7c6s2h Jd6d5h5d4s QhJh9h4d2c 
Kh6h5h5c4h Qs9s7h6c2d Jh7c6d4h3s 9c8c7c5s3c 
6s5d3s2d2c Js8s8c7h3d Tc9h7s7c2d Ts9s4h3h2h 
9c8c6s3s2s 9h7d6s3h2d AcJs4c2h2c As9c8s3s2h 
QhTh9h7h2d 8s8c5c4c2c Th9h8c2h2d Kh4s3h3c2s 
Jh9c6s6d3c 8h6s5d5c3c Jh9d8d7d3s Jc6c5d5c4h 
Kh9c7s5s3s KhQh8d5h3h 9s8h8c6c2c Qs9d6s4s4h 
AhTd9s4s2c Th6h5c3s2s Ts9h9d5h2h AdJs7c6h3c 
KsQc9d5d2h Jh8d4s4h2d Js8h6c5c3d AdThTc6h2h 
KhQd9s8c2s AcJd9h4d2s Qc9d5s3h3c 9h8s8d6s2s 
Qh9s8s4c2c Td8c6h6d2s Th9h8h4d3s Tc6d5h5c3s 
KsJs6s4d2c Ts9s6s4h3s KdQd9h8d2d Jc9s8h8d4s 
JsJh9h3d2h KdQd7c5d2h Td9h5s3d3c Ah9d7h4h3h 
Qd9c7d3h2c KhTd5c4c3c 9s6s5h5d4s JcTd4h2s2c 
9h8s6h6c3h 5s5h4h3c2s Qs8h7s2h2d Jh9s5h5d2c 
Qc9c6d5h2c Qh9h6d3d2h QhTh8d4h3h QhJd7c6c3c 
Jd6h6c5s4s 9c8c7c5h2s KsQc5h3h3d Kc8d8c4d2c 
QcJh9h6s2h KhKc3s3h3d QcTd7s4c2h KsTh6c5c2d 
QsJs7c4s3d Qc9d5s5h4s AhTs4h3h2c 9c8h8d7d2s 
Kh6s6d5s3c QhTh7h4h4d JsTd6c4h2d JsJd8s7s3s 
Jd9h8h7h3c KdTs9h4c2h Jc7h7d4c2d KhQc8h7h2s 
ThTd8s4d2d Ac9d5h5c2c AhQc5s5c2c Ah8d8c7s3s 
JhTc5s3s2d JdTc5d2s2h Th8c7d4s3h KhQh5s5d2h 
9s8c6s6h3s 9c6s4s4c2d Qc8d6h3c2d Qc7d6c4d2c 
KhTh6h3s3c Ac6s5d3d2s JcTh5c3s2c QhJd8c6c3c 
8d6s6h5s2s 7c6d4s3c2d 9h6d6c3c2d Th4s4h2s2d 
Tc9c5s3h3d Ts9h4h3h2s Js6h5s2h2c AcQd6s5h2h 
Ks7h4d3h2s QsTh9h3h2c As9d6h6d4c Ts8h7s4s3c 
AdKs5h3c2h KsTh9d3c2h QsTd7c4s2h 8s7h5h5c3d 
Kc7c6s3h3d Th8s5d3h2d AhJc5s5c2d 9d6s5h4s2c 
Kc9c8d4s3h AsQs8s8h2s Qs8d6c5s2s 8h8d7d5d2c 
KsQc8s7s2h Kh6c4s3s3c KsJd8c6h3h 6s6d4h3h2s 
8h7d4s2s2h Js8s8d6c2h QsTs6c3d2h 8c7d6d4s2h 
Ts9d5c3s3h Tc8d7c6s2c Jd8c5d3s2s Jc8s6s5d2h 
KhQd7c3d2c 8c5s4c3s3c 8d7h6s6h3h KdQc8h4d2s 
Jc8d7s5h3d 7c6h4c3h2d Ac6d3c2d2c AsJh8d4c3c 
Td8s8h5s2c Jd8s6c5h3s 9d5c4c3d3c Qd9c5d4s3d 
KcTs8s5s3d QcJh9h2s2d KhKdKcJs9h Th7s7d6h3h 
AdTc6h2h2c KsTh9d4d4c 9d9c8h7s3s AsTd9c6d2d 
QcTd5h3s3h KsQd7h6c2d QhJs9s6d2s 5h5c4h3c2d 
Jc8s8c5d2c 4s4d3c2d2c KhQc5s4s2s 9h8h8c5h3h 
Ts8d7h6d2c 9s7d6c3h3c Tc8h7s6h2d Js7d7c6d2c 
Kh8s5h5d2c Jh9s5s4d3s Kd8s7d3s3d KsJs7h6s2c 
KhTc9c5c2d Ks9h8s7s4s Ad7h5s5c3c Td6h5s2h2d 
Kc5h5d4c2s Jc9s7s4d2d Td9d8h8d3d Th6d5c4c3s 
Qd9s8h7c4c KhTc9d4s4d Ts8s7c6s2d Tc7h7c4c2h 
Js9h5h4c3h KdTh5s5c3c Jd9h4h4d2d JcTd8c3s2c 
KhQs9d8c2d AcJh6s2s2h Qh9s8d6s2s Td8s5d3c2c 
Qc9s5c4h3c Kh8s7d7c3h JsTs4h3d2c KsTc6h3s2d 
KsTs4d3s3h Jc8s8d5c3c KhJh5d3c2h 9d7s7d5c2h 
Ac6h5s3c2c Qc9s4s3d2c 8s6h5d5c3c Ah7c5d2d2c 
Th9h8d4h3c Jd9c5c4h3c 8s8h7s4d3c KsQd9c3s2h 
9s8s7s6d3s AhQc7d4s3s Qc7c6c4d2d Qh9s4s4h2d 
KdJsJh3c2c 9s9h7c5d2c KsQs7c5s2h Qs7c5d3c2s 
Tc6s5d5c4c AhJc7c5s2c As9d5s4h2s 9s7s6d4s2d 
Jc9s6h6d4d Td8s8d2h2d 7d6d4c3h3d AdJs9c4s2h 
Jd9s6s3d2s 9s7h6d3s2h Kc8s5h5c2d Qd9h5d4c3d 
Kc8c7c5d2s AdJh4d2d2c 9c7s6c3h2h QdJd8d7h2c 
Tc8s5d3d2c Td8d7s3s2c AdQh5h5c2h Kh7h6h4h3d 
8h8d7d3c2c As8h8d7d2c AsQd4c3h2d As9s4d3d2s 
Kc8h6s6d4h Qc9h9d8c3c KdQdJd8d2h Kd7s5c4c3h 
Qs9c6h6c4c As9d5s5h2s 9c8d6s6h3s 8h6c5h5d3h 
Qh8s7d5d5c Tc7h6c2h2d Jd8h7d7c2s KhQdTh7h2h 
Th8d5c3c2h AsJd6c2d2c 7c6c4h3s3c Td8c4h4c2h 
Kc7c4s3s3c Ts9d4s3d2s JsTd6c5d2d Jh6s4c3h3c 
KsTs8s7d2s KdJc8c5c2s Ad9c8c5h2s As6c5d3d2c 
Kc9c6s5c2h KsTdTc3s2s Td8d6s4c2h QcJc8h5c2c 
Jc8h6h5h3s QhJs8d4s2c Ah9c5h4d2h AhTs9c4c2d 
Jh9c8s8d4c KsQs9h3c2d Ts9c8d3h3d 9h7h7d3s2s 
KsTh9d2h2c KcQh7d6s2h 9d8s6d4d4c AdTs9h6s2s 
JdTd9d7d2d Jc7s6c4s2h QsQhQc6h6c Ac6c4h4c2d 
Kd6h4c3h3c AhJc7s6d3s Kd7d5d3c2c Kc8s5s4d2d 
KdTd6s3h2c Td8h5c3d2c Qd4s4h3d3c 9d8d7h5c2d 
9d7c5s3h3c 8h6s5h2d2c KdJc8s5h3h AcKd4s4h2s 
JsTd7c5d2d Js9h6s4d3c AsKc7h6d2d Qs9s7h6d2c 
KhTsTd3s2c KcTs6h5h2d Qd7h6d4h2d Jh8s6d5c3d 
9s8s7s5d2c Qh7h5c4h3d As8h8d5d3d QcTs6d3c2h 
Kd8s8c5h4h QhJc7s7d3h Kc8s6s5h5d AcKh8s4s3d 
Th9s6d4d3d Ts8h6h5d3h Qs8c4d2s2c Jd9s4d2s2h 
Ac6c5c4s3c Qc5s5d4d2s 9c8d7d5s2d 9d6d5c4h4d 
Js5d4d4c2s 9c8h8c3s3c Qc9d7s5s3s QhJs7d6d3d 
KhQd8s4h2c Kc8c7d3d2s JcTs7s5h2s Ks6s3h3d2d 
JhJc8c7c3c Js6h6d5c3s Qh8s4c2s2h 5c4d4c3h2h 
Kd8s7d3s2h KdJd7s6d2c Kc7d5c4s2h Ac9c4s3s2c 
QcJh9h4h3h 9d8d7s3c2c 9h9d4c3d2h Ks9d8c5d4d 
KhQh9d8h2h Jh7s5h4h4d KcJd9h4c2c Kd9d8h3d2h 
8h8c7d4h3h KcTh6h4d2s Ad4h3d2s2c Kd6s5h4h3h 
KsQh8h5c3h Tc9d5c4h3c Kh9d8h7h4h AsKd9c6c2h 
AdQc9s6c2c 9s8h6h6d2c Td8d7c6d2h Tc8h5d3d2c 
Ts7h5h5c4h AsTh9d4d2c QsJd9c4h4c 9h5d4d3h3d 
Qd8h7d2s2h 8s6d5h2h2c KdQh6c3d2s 5s5h4s3h2c 
Ts8c6h4d3h Ts7s5h5d2d 9c8h6s6c3c Th7d5s5d4d 
9c8d6c3d2c QsTs9s3s3c Ks7s4d3c2c Jh5c4d4c2h 
Th7h5c2s2c As8s8h5s2s Qd9d7h2h2c 9h8s8c7c2d 
Tc7c5s5h2h AcJh8s6d3d Kc8h6h5s5d Ac7h4c3s2d 
Kd9s4s2d2c Td8s6c4c3c AcTc5d2s2c Td7c5d2h2c 
Kc8d7d3c2h 9h6s5h5d3h QcJd8h7c3c Th8s5s4c3d 
QdJd9h7c2d Kd9c4h3c2d KsTh9h4h3h AdTs6c2s2c 
KdJs9s8s3s AcJs8d6h3h Tc8h7d6h2s Td6d5c3s2c 
Kd7s7c6h2d 8h6s5d3s3c Qs9c8h5d3d Kc9s9h5h4h 
Tc6d4h4d2c Jd8c7h7d2s Td9d6d4s3d Jd9s8h6c3c 
KcJh9s5d2d AhTc5h2s2h 8d6s6c3c2s KsKh8c3c2d 
Jd9s5s4s4h Ts8s6s6h3c ThTd5c2s2h KcJs7s7d3h 
9h8h7s3d2s 7c6d5c4s2c QsTh6h3h3d Ts6d5s2d2c 
Jc9d7s7h3d Jh9s6h6d3h Jc7c6h4d3s JdTs7h4h2c 
