AcQs7s6d3s 
QsJsJd4s2s KcQs8h8d5h JcTc9h2d2c Th9c5d5c2h 
AdQsQh7c2c AhQcTd3c2c 8s8h7h6h4h QsQc9d4h3d 
JsJh9h5c2h AcKd8d6s2d Qh9s9d8d5d 9h6h5d5c2d 
QcJd8s5s3h QdTh8h5h5c JsTc5c4c3c AsQd9h7h4h 
Js8h7d7c4s Th9c8c7d2s As9s8c5s4s Ah9c8c5s5c 
Kh7s6d5d4d JhJd7h3d2c QhTs5c4d3c JhJc9s4h3h 
Kd9c7c5s4h 8c6s6d4c2s Kh9h9c6d4h KdTd8s3s3d 
KsQdTd6d2h AcQs9d8h2h Ad8s6h5h2s Jh9h9c7s4h 
KhQsTd5c2c QcJh8c5c2s Jd7s7h6s5c KcTh4c3h2h 
9c8s8h4h2s KcQcJh8s3c Kd9s9d8c3h AdQd8d4h2c 
KdTc9d4s4d QdJh7d5c3d Jc9h8d3d2c QdTs6s3c2c 
Ks9s8h6d4s Kh8h6s6d5h Jc9s7h5h5d QhJd9c8s3s 
Jd6h6d4h3c Tc9c8c3s2s Tc7h6h4c2d Ah8s7s6d6c 
TsTh9h6h3h AcTc6s3c2s Jh6c5c4s2h 8d8c7s7h3d 
TsTd7h5c3d AhJc6h5h2d KdTd9d5d3h JsJc9d6c2h 
Ac6s5c3h3c KdTh8d4s4c Kh8s6h5h4h AsTs9d3c2s 
QsJd9s9h4s KsQdTh5h2h QdJs5h4c3h AsKh8d7c2d 
JhJd8c3d2c Ks9s6d3d2h JcTd9h5c2c QsThTd6h2c 
Js9h5h3d2s 8h8d5s5h3h Ks8d8c7h5c Kc8s8d4c3s 
KhJc5s3s2c 8d6h6d4h2h Qh8c7h4d3c QsJh6c4d3h 
7d6h6d5h2d Kd9d9c6h4d AdKsKhKd5d AsTh7c5d3d 
JhTc5s5d3c Jh9h8d4d2h QhTd5s3h3c QhJh6s6d3c 
AhJs7d4c3s AcQh9h5h4h Jh6s5h4c2c 9d8d7h5d4d 
KcTc6d5c3c AdJdTd6d2h QhTs7h5h5d Js9d5d3c2s 
Qc8d7h7d2c Ts8c7h4c2h Td8d7h5s5c AdTc7d6s2d 
KcTh7d4d2h AhJd6h5h2s QdTc9h5s2c QdTh7h3d2c 
AdKc6s5h2h 8d7s7d4s2d KhQc9d5s4s KcQdTd6d2s 
KcTh8s6c2c ThTc6c5c4c Qd8h7d4c3h Jh9d9c7d3s 
JsJc9s8s3s Qc8c7s7h3h Ks9d6s3s3d KcTd9c3s3h 
AdQs6s4c3h Ts9s7h5c3s QdTh5s3d3c KhTh8s6h2c 
Js9s6d4d2c QcTh7h3c2s 9h8s7d6h3c 8s7c6s5d2h 
JcTd9s5c2c QhTsTd3h2c Qh9h5s3c2s Qh9h6c4d2d 
9s8h7d5c3d Ad6h6c4s4c AdKsQc6h2h 9h8c7h6s3h 
Kd5h5d3s2s Tc8c5s3s3d Ad9d6d5s2h Jc8d5c4c2d 
Kd9d6c5h3d KhTs9c8c2c AsTh8d5c3c 9c6c5s3s2h 
Kh8h8c4c3c 6s6d5c3s2d Ac9h7c3c2h AdTs7c5h3h 
QcJdTs7h2s 7h6c5s5d4s Qs9c7s4s4c Qs7s6h6d4c 
Kd9h6s6h5c Td7s7c6h4h Kc9s8c5h4c JcTs4d4c3h 
Kh8d6c2h2d Js8d6h4h2s JdTc9h7c2c JsJd8h7c2d 
QhTd5c3s3h KdTsTd7c2d JsJc6d6c3c QcTc7s7d4c 
AsJh9d6c3h 9d8h6d5c3d Ts4h4c3s3c Ks9d5h3s2h 
Kd9d8s7h2c AsKdTh3h2c KsJd9h7c3h KdJs7c6s3h 
Qd9h9c8h5h QdTd4s2s2h Kd9d7c6h3d AcKd9s8h2h 
KsJc6s3d2d Jc8h5s5c2h AhTd8s5s3c Ah9d5h4s4h 
AhTs6h3h3c Ad6s3s3d2s KcQs9h8h5h Js8c5s5h2c 
Jh9h4s4d3s Qc8s8c7d4h Kh9h6d3d2s JcTh9s4d2s 
7d7c6d3s3h JdJc9h4c3c QhJc6h4h3d AsJc8d5h3h 
QcTh4c3s2s QhJs9d6d4d AhTd6c5d2c Ad9c8h8c4s 
KdJc6c5c3s Qh6c4h4c3s Kh9s7s6s6d AdKh7s5c2c 
JsJd9d7d3d Ks7h6c5c4c AhJh3c2s2d Kc9c8s4h2s 
Qs7d5s3h3d Ts6d5c3s3d KdQc8s8c2s Jh8s8c5d4d 
Ac8s8d4s3d AhJc8s5d3d Td9s8h8d2c Js9h9c6d3c 
Kd5s5h4c3d AhQs9d6s3s Qc8s7d7c2s Td9d8d5c4h 
Jc8h7s7d4c AhQc9c4s3d Ah8c6d6c3d JsJd6c3s2d 
AcTc8c6c2d KdQhJd8s2d Qh8c6d5d4d Td9d8d5c4s 
Qc9s9h6h4d Qh9s9c4s3c 9d8d7h2h2d Qd9d7c5d4h 
Ad8s6h5s4s KcTc8h7c2d 8c7s6s5h3s Ac9c8d6c4c 
QsJh6h4c3d JcTh5s5d3h Js7s7d5h2d Td7c4d4c3s 
Tc8c6h2h2d KdQdJc8d2s KhTs7c5c3d Jd9h6s5h4c 
QcTh8c5s3c AhQc5d4s2c KcJdTd7h2d AsKcTh6h2h 
QdQc6s4h3h 9c6s5s3c2h 7h6h5d4h4c Ts8d6c2s2c 
Jc7h7c5d2h 9h8s8d6s3c KhQh9h7c3s KdJd8h6c2s 
TsTh7c5d3s AhKs9c8d2d QsJh9h9c3h Qd8s8d7s3d 
8c7d6c5s2h Jd9h9c7s4h Ah9d7d4s3s Kd7h5d4s4c 
JsTd5h4c2d Kc8d5d4c2c 8h7h6s6d4h Qc8h7d4c3d 
QsJsJc5s2s 8s6d6c4s2c JsTc6s2h2c KdTs9h4h3c 
KdJh8h5s3c Qd9s7d6d4c KcJc9d5c2s KhJd5c2d2c 
Qs7h6c5h4h KdJh8d3h2h KdQc6d5h2d Js9c5d2s2d 
TsTd9s5c2h 7d6d6c5h3s Kh9c6c4h2c AdJs3h2d2c 
QhJd8h6c2s AhQs9d9c4d Jd9s9h7c4d Ad8c3h3c2d 
KdJc9c5s2h 9h9c6c3s2h KdQs8s8h2h Ts9c8c7d2h 
KcTs5d3h3c Kc9d7d5s4h AdTd6h3s3d Td9h7s7h3c 
Td9s8h6c2s QsTh7c3h3c AhTd6s5s5c AhJc9d3d2c 
Ac6c4s2s2c Qh7h6s6d4c AsKc9h8d2d 7d6c5c4s4c 
Jc9s8d6h4s AdQs9s3h2h Jh9h6h5d4c KsQh5c3d2s 
Ah8c7s6h2h As8c5h5c3h Js9d6c5d4h QdTc8h3h2c 
KhQc9c8d4s KdJc7h6s3c As8h6c5c2h 9h7s5s4d2h 
QhTd7s3s3d Jh9s9c8h4d Qs8h8d7c5h JsTs9h2s2c 
KhQc8s8d5s KsQs9h7d4s AcKsTh6h2h Tc9c6d4d2c 
Ad7d5h5d4d QdJh9c8h3h Jd9h9c7s4c KcQc9c7d3s 
AhJs9d6c3s KhQs9d9c4h AcTs6s5h2h Js9d7s5s4s 
AdJh7c4s3h Th6h5d4c2d Kd9s6d3h2h Tc8d5h3h3c 
Td9h7c5c3c Js9h6c3h3c Qc8s7s6d4h KsKc9c4c2c 
Jd9d6s4s2h KcTd7c5h2s Jc9h7h6d4s Tc9h6d5s5d 
KdJd9h5d5c QsQh4c2d2c Js9c5c4c2s Ks9s6d3h2d 
AcKd6s5h2s Jc9s9d6h4d As9c8c7h3d Td9h8h6s2c 
Jh9s5s5h2s Kh9c8s6s6d AhJd9s4d3c QcTd8s6h2h 
9h8s8c4h3s Qs9c7c6d6c Th8h6s6h5h Qs9h8h6c4d 
9s8s6c2d2c 9d8h5h4s2d KdJs6h5s3s Td9c8c6h2s 
8c6s6h5d4d Ad8c6s6h5h Ks6h6d2s2h QhJsJc8s2s 
AdQsJs6s2c JsTc7h6h3h KhQh9c7d4h Th4s4d3h3d 
Jd9h7s5c3c KdTd7s4d4c Jd9c8h7s4h Kh5h5c4c2h 
Js9h9d6c4d Qc9c8s3h2h KcTs8s7d3h KhJd5c3c2d 
KcQd9s9h4c QdJh8d5d3s AhKh3h3d2s 9c8c7d4h3h 
Ah9c8h5h4h KhKc9c4c2c 8s6h6c4c2s Ac9s7c5c2d 
KsTc6c5h5d QsQh9h7h2c AcQh9h3s2s AdTd6h3d3c 
KdQsJs7h3s QdJc5h4s3h KsQc9c7h3d AcTs7c6d2c 
KcJd9d5s2h 7s7h6d4s3c KhQc8s6d2h Jd8s6h4h2d 
KhJsTs6s2c QhTd7h4s3c AsJcTh6h2h QcJh8h5h3s 
AcQh7d4h3s QhTh7s3s3h AcQs9d8d3d Kh6d5c4h2s 
KsTh8s5s3d KcJhTs7d2d 9d8s6h5h3h Ad9c8s8c4h 
9s7h7d5s4c JsJc9h6s2d ThTd3d2s2h KdTh7s4d3d 
KhQs3d2s2d As8h4d3s3c Js8d8c5h4h Qh6c4h4c3d 
Tc8s7h4s2h KhTs8h6h2c KcJc5c4s4c AdTsTh4d2d 
KhJh9s9h2c AcTd7c6s2c Kd6d4s3c2c KhTc7s5s3d 
KhQh5h4d2c Ks8h7d7c5d Qc9d8c2s2d Jc8d7s7h4c 
KsQsJd8s4s JcTh6c2h2d KcQc5c4d3c AcKdJd3d2d 
QhQc9s4d3s QsTh7s5s5d TsTd8s5h3c Jd8d5s5d3s 
KcQsTd4h2d KsTc7s5d2h Jc7s6s5s4h KsJh9c8c2d 
KdTh9d5d5c Ks7s4d3h3d QcTd5s3h3c Jc9d8s7h4s 
KdTsTh8c3s 7d6d6c4h2c Ad7s7d5d2c 9h8h8c4c3c 
Kh7h5s3s2c QsQh7s5s3s 9c6c5s5h2h Tc6s5s4h2c 
JcTs7c5d2h Ks6h4c3s2h Ts8h6c3s3h Qs9c8d2s2c 
Ts8h7d6c3s Tc9c5s3h2s QdTs7h4s2h Kh7d5d3h2s 
Js8h7h6d2d Ts8s5d3d3c Ad9h6d4c2s AdJsTd6d2d 
Ts6s6c5s3c 8c7h6c5d2s JdJc9c7c3c 8s7s6d4s4c 
QhTd5c4s3c KdQcJc3s2c AdQs9h7h4h QcJh8c5d3c 
QdJs9c8h3h KhQd9c8s3d AcQd7h4d3s 9h8s7h6d3h 
TsTd8d6d3c AsQh9c8c3c 9s8s7h2h2c 9s9h7d4d4c 
9s8s6s4c3c QhTd5s5d3c JcTh9h3s2d KcTh9c4d4c 
9c6h5h3s2c AhKs9d9c4c 9s9d5h4h4c 7s7c6h6d2c 
Ad7c6h2s2d 9d8c5c4h2d KhJd7s6c3d JdTd5c3s3h 
JsJc9s4d2h Qs7h7d5c4s KhQs5s4c2d QsTh6c4s2d 
9h9c8c5s4c JsJd4h3h2d Ks9c8d4c2s JsJd8c3s2c 
JdTc5s4h2c QhTs7c4s2c KhThTd7c2h Ts8d7h2s2h 
KcJd9d5h2s Kd9s5d3s3d KdTh5h4s4c Jd9h7s6h3c 
Qd7c5c3d3c AcKh6s4d3d KdJd8c3h2c AdQc9h8h3h 
Jc7h6c4h3c 9c6s6h4s4d Ts8s5h3h3d 9s8s8h6s4c 
9h8c7h4s3c QcTh8s3h2s QsTs5h5c3d JcTd7c5s2h 
JsJd4h3d2h Jd9h5c3h2d AsKsTs3c2s QhTh6h6c4h 
AhKc6s5d2s AdTc6h5s5h Th8d7d5s5c Jc9d8h3h2c 
7d6d5h5c2c AcTs9s3h3d QdThTc5s2c QsQd9d3c2h 
KdTd8h7d2s QsTd9h6h2h 9h8d5s4h2s 9s8h8d4s3d 
QdJh8d6s2c 9d6h6d4s4c Jd9s8d4s2s Kc9s6s2h2c 
KsQc7c5h5c KcQc9h3h3c Tc9d8s8c2h As8h6d5d2h 
KhQhJs8c3h Qd8h7c6h3c KdQs7h7d2h AcTc6d5c2s 
KdQdJs5d2d Qs8d7s4h3d QhTc7h5s5h Qc8c7h7d3d 
9d8d6s5d3c KcTh9s8d3d Tc9c8s3s2c JdTsTh3s2s 
AsQcJc6h2c KhTs8c6h2h QdTd9h4d3d Jh9c7d6c3s 
AhQs9d4c3s Js9h8s7s4c KcQd7d5s5d 9s8d6h5d2c 
8h8c5s5h3h Td8d5h3h3c Tc9d8d6h2s Qc8s8d5d2s 
KsQs9c7d4s KdJh8h6c4h Qs9c8h6s4s 9d8h7c5s3d 
KhQc7s7d4c JcTc8c4s4d Jd9d6h4h2c Qh8d7h5h2d 
As5s4s4h3c KhJh7s3s3h QhJh7s4s2d Th8h7s5d5c 
9c8c6s4h2h Jh6s6c3h3c TsTc9s5h2d Tc9s6s5h5d 
Qs9s7d5s4c JhJd9d5c2d KcTh5d3s3c Th7s6d5d4d 
KcJd9s7d3d Th9c6s6h3d Th9c6d5s5d Ts7h7d6c4c 
AcQd9s6d3d Jh9c8h3s2c QhJd6s4c3d 9h8h7s2s2c 
Kd6h5d2h2d Ac5d4h2s2c Jc7d6d5d4h QhTd8c3c2d 
Ts9s8s5d4c Kd9d9c4c3d QhTd8d7c3s AcKs8d7h2d 
9s9c8h6s4s Ah9d7h3d2h Jh9s9d7c4d Js7d7c5h4s 
Qh8d6c5c4c Ac8s6d5s4s 9s6s5h5d2d KhJc8c6s4c 
JhTs6d4d4c Jh9d8s6s4c Jd9d4s4c3s KdJs8s5c3h 
Jh6h5d4s2s AdQh6h4c3s Ad7h5d3s2c KsTd9s5s5h 
AhJhTh6h2s AhQc9s7c2d KcQdTs4h2s JcTs5h4d2s 
KdQs8c6h4c JhTh9h7h3h 7s6c5s2h2c Ad7s7c2h2d 
QhJd9h9c3h QcJd7h7c2d 8h8c4s2s2c QsTd9d5d5c 
JdTd8s4d2h Js8s6s5s4h Jd7d7c5s2c Qh8h8c7d4s 
Qd7s5s3s3d Ks6d5c4s3s JhJc6d3c2h Ks9s9d4s3d 
Qd7c6h6d5d AsKh6c5d2d Qd6h5d4d2h 7h5c4s4h3s 
KcQc5d4s2c KdQh5s3c2d QsTd8s3s2d KsTh9s5s5d 
Jh9c5s2s2h QhJs9h5h2d 6s5d4s2h2d Qd8s8d4s3c 
Jd8d7s4s2h AdJd6d5c3d JcTs7c5h2d QcTsTd3h2c 
7s7h6d6c2s QdThTd5s2d KsQsJs9d2s 9d8s7d6c3d 
Jh9h9c7d4h 8s8c5s5d3s KsJs5h3s2h 9d6h6d5h2h 
QdTc6h4d2s Jh9h8d4d3h Ad8h7c6d2d AcKsQd6h2h 
Td8s8c4s4h Jh8d8c5s4s KsQdTc8h2h 8d6s6c4d2c 
KhKdKcJsTc KdJc9s8s2h Jh8c7s6c4c Js9d6c5h4d 
Jd6s6h3s3d Jh9h8c3c2c Kh7s5h4s2h KsJd6d5h3d 
Th8c7s2s2h KsQh5s4d2s AhJs3d2h2c JsTc6d4h4d 
KsTc8s7d3s QsTd6h4s2c KhJs6s5d3s Qh8s7h7c2s 
AhQcTd7d2d 8s8h5h5d3h QhTs3s2h2d Ks9c7s3c2d 
Tc9d6h3d2c KcJh8h5d3s QsTc7c3s2h Kh8d6s5d4c 
AcTs7s4h3d AdJd9s6d2h Ah6s6c4s4d Jc7h7c5s2h 
9d8h5h4c2d Ac8d6s5s2d Qh7c6d5c4c 8s7s7c4c2s 
JhJc7s5s3d Qd9c6c5h4c 9s6c5c3s2d KdQsJs7s3c 
JhTs9s2s2c 6d5d4h3s2s KsQs6s5s5h Ac7d7c5c2s 
9h8s8h6h4c Kd9d6h3s2h QsTc8s5d3s Th9c8s6d2c 
Qh9d8d7d5d QdTc7d5h5d Jc9s5h2h2c JhTs6s6c3d 
AcQc8c4s2d Ad8h7s6d2d KsQh3h3d2d KhJdTc7s2s 
KcQc7h7d4c KhTs8h3s2h As8h7d6s2s Td9c8c7s2h 
Ac7s3s2h2c TdTc9d5d3d Kd8s6s2d2c Kc8d6d2h2c 
Ts9h6h5h4h QdTc7d5d3s Qd7h6h5d2h Th6s5c3s3h 
KdTc8d4s4h AhQs7c5c3c As9h7c5d4d KdQd7s6c2h 
JsJd9c8c2c QhTh9d7s2h KhTs7h5d2c Ts9d9c4c3h 
QhQc9h3s2d AdTh7d6s2d Td9s6c5h5c Tc8d7h6s3c 
KdJs6h6c4s AdKhJh7h2h AcQd7c3s3c QhJs8s5s3d 
KhJd9s5c3c 6s6d5d3s2c ThTd8d7c2s KsQs7d6c2h 
ThTc9h5s2d Kd9s8d3s3h Kh9h9c4c3h Jd8h8c7h4s 
As9h5s4s4c Ad9d5c3c2d As9c8d7d4d AsJd5s4h2s 
AdQh7c4h3s AhQc7s5s3s Qc9h6c5d5c AsKc6d5h2h 
JsJd6c3d2s AcQh9s4d3h Kd9c6h5h2c Qc8d8c7d3c 
QhTs9h4h3h JcTd4h3h2d Kc9d7s5c3c QcJdJc5c2c 
Kd8h6d5d4d AhKs6c5d2d AhJs9c6c4d AhQh8c3h3d 
AdQd6s3d2s Ah6d6c4d3c 9s9c6c3h2s KsQs7s7h5s 
AdKc6s4s3h JdTs9s2s2h QhTdTc5s2c QdJh9c8s2c 
AcTh9h7h2d Jc9d8d4h2h KcTs9s8s5s Qh9s8s6d4c 
QhTc7c3h2s 8s7c6c5d5c Jc7s7h6s5d AcQs9h8d2h 
QsThTd3s2c TsTc8s6s3h Qc8d7s7d2c Ts4h4d3s3h 
AcJs9h6d3s Ah9c8d7d4d Tc8c7d5c4c 8s8h6s5s3d 
Kh8c7s5d4s Qh7d6s5s4s Ac7s3d2s2c Jd9s9h6c4s 
AcJhTs6d2s Jc9s9c7d4c Js7h6d5s3c TsTh9s5c2d 
Ac8s4d3h3c QsJs9c7d3s AdKc9s9h4h AhTs7d7c3d 
KcJd7h6d3s QhTc8h4s4d AdQh6c4s3h QhQc9s6d2s 
QsTs9h5c2s Jc9d8h7s4h QsJhTc7d2c Tc9s8h8c2d 
QsJs8d5h3s AcTh6c3d3c Th6s5s5d3d KcJsJc6c2h 
Qs6h5s4d3c Ad8h6h5h4s Js8h8c6c4d Ac9s5h5c2d 
Jc9s9h7d4c Jd8d5s5h2s JhJd7c5c3s Ah8c4h4d2s 
Kh8s8h7h4c Ad8s8h4s3h KdTc5s3h3d Jc9s9c4c2s 
AhAdAc9s2s TsTh8h6h3d QsTc7s5s3h QdQc9h6s2h 
KhTh7h6s3h Qs8c7c4h3s KdQd5c4d2h Js9d8h5s2c 
Jc8h6d6c5c Ts8h8c4d4c Qd9d5c3s2c AhKd8d5d3d 
QdTh7h6h3s QdTs7h6c3h KdQc8s8h5s 7c6d5d5c2c 
QcTh8h7s3d Ac5h4s2d2c Td9d8c6s2d Qh8d5d3h3c 
AdJs8d3d3c 8h7h6h6d4s Qh9s8s7s5s QsTs9c4s3s 
AdQc8d7d3d Qd7h7d5h2c Jc9h5h3s2c JdJcTs6h2s 
Kc8c6h4h3c Js7h6h5h4c Th6d5d5c3c Qs7h6s6c5s 
JcTd7d2d2c KsQcTh8d2d KcTd8d7h3s AdJs9c6h3s 
Kc5h5c3s2s Qh6d4h4d3s Kd9s7s5h4c Th8h6c4c2h 
Ah9s9d6d5d QdJs8d3s2d 9s9h6h4s2h KhQhTd8h3h 
JdTc6h3c2h AdJs5h5c4h Js8s7h6c2h Jc7d5h4d2c 
JsJc6d3s2c Qh8h7s7c3s QhJs7h5c3h 7d6s4s4d3d 
Kd6d4h3s2s Tc6d5h5d3h AhJd8h7h2h 9h7s6s5s4s 
AcKh9d7s2d Ks5s5c4h3d KhQh9h6s6h Ts9d8d7c2h 
Qh8h8d4d2c AdQh9s9c4s AdKdTd3h2d Qs8h7h7d2s 
Ts9h9c4c3d Qh8c7s7h2s JhJdTs3c2c Jd9h8d7d4c 
Ts9h6h5d3h KsQcJc6d2c Qc9s8h6c4c KcQh9h8d4s 
9c8c6s5c3h AdJc9c6c4h Jh7d7c5h4s KsJh9d8d2c 
KdQd5h4s2d AsTc9d4h3h QhTc8c5d5c AsQd9d3h2h 
Ts6c5h3s3c Ac9d7s4d3s KsQd6s5h2s AsKh9d9c4c 
KdQc8s8h5h QdJs6d4d3c KsJc7c6h3d Th9s8h8c3d 
KhQhJs8h2c Ac8h6h5h4d 8h7h6c4s4h Ts8c5d3s3d 
Jh9d5s2s2h AhKhTh3d2h Qh9h7s6h2s Kh8c6d5d4s 
Qc8c7d7c5s Ah9c8c5d5c Kc8h6s2h2c Qs6c5c3s2d 
Qs9d8c6s4s Qh8h8c7s4d QhJd5c4s3c KcQc8h4c3h 
KdTs9h8c2c Js9c8d7s3h Js9h8d6s4s Qc6s4s4c3d 
Ad9h9d7d2s AhKcTd3d2s Qd9s8s6c4h AsJh9c6h3d 
AhTc6s5c2s AhKs8c7d2c Ts9s7c2h2c Qh5s4h4d3s 
Jd8s7s6h2h KdQs7h3s3h KsJs5s4h4c Ac7d6h2s2c 
Qs9h9c4s2c Qc7h6h5h4s AdJd6d5h2s QhQd9h7h2c 
KhJc9h5h5d KcQc7c5s5d Js6s5c4h2h Kc5h5c3d2d 
9h9c8h6d2s QhTc7h5h5d QhTc5d5c3s Qh8c7h4h4c 
Jd9s6h5s5c AdJh9h9c2h Js9d8h7s3c KhTd7h5s2c 
QsQh9h7h2d AdKs8d6d2d KhJcTc6c2s TsTd8c5d3h 
QsTh9s4s3s AhJs9c6d3s KcQh7s3s3h AsQdTh7h2h 
AhTc8h5h3h JsTh4s4d3c Th8s5s3h3d Kc9h8c5s4c 
QsTd7c3d3c Ts8h5c3s3c Ks7h5h3s2c Tc9s6d4h4c 
TdTc8s6c3c KhTs9d8d2d Qh8h7s7h5c KdTd7c4s4d 
Qh5d4h4c3d AhQcJc6s2c Kc6h5s4c3c QsThTd5c2d 
KcQsJs7s3h AsQh9h9c3h AcTh8s8d2s Tc6d5c4d3d 
KdQd5h4d2c Qs9c6d4s2c Qc8s6h5h4h Kc8d6d2s2c 
9d6s6h4h4c KcTc7d6c3c Td9d5h3c2h QcTh7c4d3s 
QcTd7c4s3h 9s9h8s6d2c Kh9s9h8c3d QdJc6c4s3h 
TsTc5h3s2c 8d6h5d3s2h AcJh7d6h3s 9d6d5s5h2s 
Td9h6s4d4c KdQh3h3c2c Jd9s6h5c4s Td9h7s5s3s 
AdJc9h5s2c JsJc4c3c2s JhTd9s4c2s 7d5d5c4c3c 
KdQdJh6c2d QcTd8s8h2c Kd9h6h5c4s Kc8h8d4c3h 
QdTsTc3d2h QdTc9s4h4c AsQhQd7c2c AdJs8h5c3c 
KhJc9s8d2c As7d5s3c2h Jc8c7s4s2h KcQdTc3s2c 
Js8s6s5s4d KdTd7d6h3d AcKs9h7d2h QhJh5h5d3s 
QhJd9c5s2d KcTc7h7c3s As9s9d4s3c KdQhTc5c2c 
6d5h5d4d3h 8s8c5d5c3c KsKdKcJd3s Jc6d5c4h2h 
KdTd9d5d3c 9s9d5h4d2h Kd9h8c6s6h Jh8h6h5h4c 
TsTc9c5h2d 9c6c5h3h2d KsJd9c6h4h AdJh3s2d2c 
As8s8d6s4s JcTc8h8c2s KhTh9s4h4d Qc8s7h6s3h 
ThTc7d5s3h Qs9h7s4h3h KhJs9c8d2s QhJh9h7c3s 
Ad8s4h4d2c Kc6s6d2d2c Ts9d7h7d3c Qh8s8h7c4d 
AhQd9c8c3c AhJcTd6d2d Kc9c8d7s2h AcQd6h4s3d 
TsTd7c5h3d JhJc9d8d2d Kd7d4s3s3c Jd7s6h5s4s 
Td9h8d8c3s AdJcTh6h2h KhTd9d5d4d 9d6h5c4c2h 
AcQsTh7h2h Ts7h6d5d4d Js7c5h4c2s Qs7d6c5h4c 
KdJc5s2s2c QsTh7h5h5c 7h7c6h3s3d AdTd7d4c3d 
7s7d6c4d3h AsKh8h5h3h KsQs5s4d2h Th7s7h6h4d 
JhJd4h3s2s 8h8c7c6c4c KsQsJs5h2s Qd8c7h4d3h 
9h8s6c5c3c Ks9c4s4c3h KdQd7c5s2h KcQcJs5c2c 
KdQd5s4d2c 8d7c6d5h2s Ks9c8h6d6c As6d6c4d3c 
Qh9h8d5s4h Tc9s7c4s2h 9c8s5d2s2c Jc6h6c5h2h 
QdJh7d5s3d KcTs9c8c3c Qd9c8d6h4d KdTc4h4c3h 
Ad9h7h4c3c Jd7s7c6c5h KsTc9s8s3s Jd5s5d2s2c 
AhJc5h4d2h Ks9s8d6c4s KcTc7s6c3c Ts7c6c5h2s 
KhJh5h3c2c Jh9s8s4d2d QhTh9s5d2h AdTd8d4d3h 
Kc8h6d5h2d Kd9c7c6h6c Ac6c4d2d2c Js8h5s4h2s 
8d6h5d2h2d KsQs9s7h3c Js9s7d6h4s JhJd8c3c2d 
Qs9d6s3h2d Qs9c6d4d2s KcJh6h5s3h QdTsTh3d2c 
ThTd6s5c3s Ks5s5d4c3h JsJc6d5h3h 7h7c6s4c3d 
QdJc8s5h2c Js8s6h4d2d QdJc5d3s3h JhJd4c3h2c 
Kh9h9d8c3s Jd9h9c7s4d AdJs9h5c2s JhJd7h3d2s 
Td7h7c6d5d QhTh4d2s2d AcKs6d4h3h KsQs9d7s3c 
QsQc5s3s2h 8h6h5s4d4c KcJhTh7d2h AsKd7h5c2c 
KdQd7d5s5h AcJd9s6h3d Jc7d6d5d4s AhJc7s4s4d 
Jh9d8d4s2s AsQc6s3h2d AdJhTc6c2c Jh7d5c4d2h 
9h8d6c5d2s Qd7c6d5d2c Ac7d5c3h2s Qs5d4s4h3d 
TdTc8d7s2h Ac9h5s5c2d Kh9h7d6c3h AsJs6s5d2h 
Ks8h7d5c4d KdJd6c3h2h AcQc8h7c3c Th6h5s5h3s 
QdJh9c8s3s Qh9d6d5s4d Qd8d7h4c3c JsTd6h4h4c 
Jc8s7d6s4s Qc9h9d8h5h Tc6c5d5c3d 9h8s8c4s2c 
Qc8h5c4h3c AcTh9h4h4d QcJs5d4h3d 7s7d6h4s3c 
AsJs9d6s2h QsJh8s6d2c KcQd9d8h4s Ah9c7s5d4d 
Ac7d5c3s2h AdQh9h4c3s QhJs8s3h2s AhTh6c3h2c 
AdKs7h5c2c Js9s7c6d4s 9h8h6c5h3d Td8s5c3d3c 
QcJh9c5c2s Th9s7h4s2d 9s6h5d4d2h QhTc6h5s2d 
Jh9h8h6s4c Kh6c4d3h2c KdTc8d6d2h 8s7d6s5h2c 
Kh6c4s4c2h Td8d6h6d5d QcTd7c5c3s ThTc8s5h3d 
JhJd7s5s3c Qc8s6d5d4d Jh6s5h4d2d Ah9c8s8d4d 
Kd9d9c6s4d AcJd9c4h2c KcTd8c7s3c Jd9d8d6s4h 
TsTc7d5h3s AcQh7c3d3c KsQh8h8d2d Ah9s5h5c2d 
AcTs6h5s2h 8s8d7c4c2d KsTc5h3s3d Qs9h9c6h4d 
KcQhTd4s2d Ad9d8d6c4d KsKh6c3c2d Th9h7s2s2c 
9s8s8h7c4d Ah7s7c2h2d QsJh8h5d2c Ts9h9c8d2h 
Ks9h8d6c2s KcQc5c4h2d Ts4h4c3s3h 9h9c5s4c2s 
Qh9d6s4h2d QcTs7d6h3h Ah7s6d5s5c JhJc4d3d2c 
9h8c5h5c2h AdKc8h3s3c QsQd9c6h2c Jh9c4s4h3c 
JcTc7h3s2s QsQc9s3h2d KcQsTd5h2h 9c8c7s2s2d 
Qc8c7s7c5h AsQdTh3d2d 8c7c6s6d4c Qd8d7h7c3c 
Th9c7h4d2d Ac9h9d6h5h 9h8c7h4d3c Td9c6s3c2d 
QdQc8d4s3d Kc8d7h5h4s Jc8s8h7d4s QsQd8s2s2h 
JsTd7s5c2h TsTd8s6s3c Kh9s6s6d5c KsQd5h3c2s 
Ac7s5c3h2d JdJc6c4s3h QhTd6s4h2c KdQs8s8h3h 
Qh9s7h6h4d 9h9d8h6s2c Qd8s8d7h4c QcJd8d5h2s 
Kc7c4s3s3h QhQd7h3h2d Ks8c5c4s2s Jd9s6c5c4h 
Ts8c6s3s3c 8s6h6c5d4s Qs9s5h4h2h Qh9s8s2h2d 
