Qd9h7d4s2h 
KsJh9d5d2c KsJh8c5c3d 7d6s4s4c2c KsJs7s6d3s 
Qh5c4s3h2c 8s7s6s5h2c Ks8d6c3s2c Ac9h8d5h3h 
KsJd8c7d2h 8s8c7h5d2d Th9c7c6s2c 8c7c6c5h2s 
Qs7s5h4c3d Jh8d7h2s2d Jc5h5c4s2h Tc9d7s3h3d 
Kd9c8d6s3d AhQh7h4c2d Qd7d6s4h4c AcTd5h4s3d 
QsJs7c3s3c Kh8d5h4s3c As9s8d4s2h Qd9h8d6d4d 
Jd8h5d4s4d AhTs8s6d2s KcJc7c5h2s AhQs4c3h2h 
Jd9c4d3c2s KsQc8h6c2d Ad9s8c5s3s Qc8d8c7h4c 
QsJd8c4h2s Tc7s7c5c2s AhQh8h4d3h KdJh8c5s2h 
Td9d5d4c3h Qc9h7h6h3s KcJcTd6c2c Qh9s9d8c4s 
Ts8h8d6d2c Kd9s9h7c4h 8s7c6s6d3h Qs8d7d5d4d 
KcQc7c5s2d QdTd7s7c3d Th9d7s6c2c QdTd7s7h3d 
8d7c6s4h3h Jh8d6s6h4h AsJh7h4h3c KdQd8h8d4c 
QsTc8h8c3c QhTs8h7h3h Ks9c7s4s2c Js7s7h6d4s 
Td9c5h5d4d Jc9s6c3s2d Th9c8s3d3c QhTd8s8c2c 
8s7d4s4h2h Tc8h6h3c2d 8c7d6h4s3s QcJd7d2s2c 
QsTd9s3c2s KhQs8h6d3h Ad8h5d2d2c Ac8s5c2d2c 
AdKs9h5c2h Jh7c6s5d3s TdTc8s5h3s QdTh6s3h3c 
Js8d7s2h2d JdTd6d4d3s AsQc9c4d4c Kd9s8d6d2c 
Kd9s8s5h4c Ad9s8d4h2d Qc9h6s4s2h Kc8d6s3c2d 
Jd6d5c3s2s AdKd9d4c3d Qs7s6d4c3h 9c7s7d4s2d 
Kd9h8s6c4c 8s7h6s6c3d 9d8c6s3c2s AsKs9h3d2s 
8h7c5s5h3d QsJd9h3s2c AdJd8d8c2d QdJd9d8c3d 
9s9c7d4c3h AsTh7s2s2d Qh6d6c5d4s AsQh3s3c2s 
As9c6d3h2s 8c6s6d5s3s Ah5d4s3s3d QdJdTd7d2h 
Td9s8h8c4s Jc8c6c5h3d Js7d6d6c4h QsTd9d7d2c 
Th8s8c3c2h 9s5s5c4c3c Qh9c8h6s3h Js9s8c6s3h 
Jd8d4h4c3h Kh6s6d4s2d Qh7c6h3h3c JcTd5d3s2h 
Th9h8s3h3c Th7d5c4d3s AcTd8s5d2d Kd8h5s4h3s 
Qc6h5d4c3c Tc8c5s2s2c AsTd9d4d3d JhTh8c3h2s 
Qd8c7c5c4c AhTs7c3s2c 7s7c6s3d2d 6s6h3s2h2d 
Kh8d6s5d5c Kh7s6s6c2c Ks9d6d5d4c Qh8d7d6d4d 
KhJd5d5c3d Jh9d6d3s2h JsTd7s5c2s KdJd6h6d3s 
Jd8c4s3d3c 8c7c4d2h2d AdQc9d3d2h ThTc7s3s2h 
JsJc6d3s2d QhTh6s4d2h Qc9s5s5h2h Jh7h6c4d2c 
Kc6h5d4c2c Tc9s9d5c2h As6h6c3s2d AdQh3s3d2d 
9h9c6d4s3d 9c8d8c7s3h AhTs9d4c2s Jc9s6s3d2c 
Jh9s9d8c2s Kd7h6d3c2c Ad6h5d4d3d JhTd8c3s3c 
QsTh8c7c3c Ts8h8c3c2h Jh9s9h5h3h Jc7s5h4h4d 
Qc9h7c5c4c Jc8s6c2s2d Kh9d9c7s4d Jh9h8s8d2c 
KcTs8d7s2s QsJh7d5s2c ThTd6s4h3h TsTh7h3c2c 
Th5s4s4c3h Jc6s4d4c3d 7d6d4s3s2c KhQc7s7c3d 
Ks6s5s4d3s JhTs7c6s2d Jc8h6s5c2d AhJsJdJcTh 
Jc7s5h5d4c KdQd7h7d2h Jd8h6c5d3d QcJc5c3s3d 
Qs7s4h4c3h 9s5d4d4c3c Ad7s6s6c4s AdJc6s6c2s 
Qs7s5h5d4c AhJd7s6d3d AdKh6s6h2h Qd8c4d4c3s 
QsJd8h6c3c Qs9s8h5s3d KdTh9c5s5c KhQd8h6s3h 
Jd7s6h5h2s Ks8s8h6s4s 9d7d5h4h2d Ts9d7h4c3d 
Qd8d4s3s3c 8s8d6h3s2h Th9d8s2h2c Ts8h6s5s3d 
KcQs5c3c2d Ts7c6h6c4c JcTs7c5h2c Td8s8h6c3h 
JcTh8h3s3h KdTd9d2s2c Ad7d6d4s3d KsQh7d6d3d 
QdJd9d5d2s Qc9h8h7s4d As8c7h6c3d KdQc7h5s2c 
QcJs8s4d2h Ts8d8c5c3c AcKs7s3d2h 9h8d4s4h3s 
Qd9c8c4s3s Tc7d6c4s4h KcTs8h7d2d KsJc9s6d2s 
9h8h8c3h2c AsTs6s6h2d Qs9s9h6s4s As9h9c7c3c 
9d8s4h4d3h 9d8h8c5s2d Td7s6h4c3h Tc8d6c5h3c 
Kc9d9c8s3c Qd9c6s4h4d Kh6d5c4s3d AsJd9d6h3d 
JsJd9h3c2s Jc9c8h8d4s Ah9s8s6s4c KcJhJd7d2d 
Qh9s7c5s3d JcTs6h5d2h ThTd7h3c2c AcJd7s7h3h 
KsQs7h4c3s QdTh9s4c2c QhTc6d4c2s Kd9c4s4d2s 
Qd8d5c3c2h Js9d9c5c2h 9h6h5c4d3h KcJs9c6h2c 
ThTc8s4d2c Js9d8d6c3h KdTc5s4c3c 7d6h4d2h2c 
Qs6h5s4s4c Ks8c5s2s2c JcTd6c5s2c KsQs9d4s3h 
Td9c8s4s4h Ah9s6d5c4d Td9d5s5h3c Ad8d5d4s4d 
Qc8h7c6d3s Qc8c6s2s2d JdTh7c4s2h QdJh8s4c3h 
KhTc8c6c3c Jh9h8d7h2s QcTd6h4s2d 7c6h6c3h2d 
Qh8c7s5c2s KcTh5d4c2c KdTc8s7h2h 9s8c4s4d3d 
Ah5d4c3d3c QhJh9d4h3h Ts7d5h5c4d Jd9c6d4c2c 
Tc8h8d6s3h 9h7c5d3h2c Td9h7s3h3c As9h8h6h4d 
Qh9s8h5h3c KhJs5c4d2s Jh7d6d5s5c TdTc7h3h2d 
AhTc7c3d2d KcQd9h4s3d AsKd7s3s2c Jc8s7s4c2s 
9h8s6c3s2h Qc8c4h3h3d AhJd8c6d2s 5h5d4s4h2c 
8c5h4s3s3c Th7d7c5s3h KdQh6c4s4c AcQd7h3h2d 
KcQh8c6c2s Qh7s5s4s2h 8h8d7c6h2h 8d7h5s5d3c 
8h7d6h5s2h KsQs9s7s4h Qc7h6c3h3c KdQc9c6s2c 
QcTd9c3s2c KdTc7s4h3h QhJh8c6s2h AcKh9s9d2s 
QdTc8c4s3c Ac9d8d6d4h Th8c7d6s2h Js9d6h4h2d 
KcQd8s3c2s Th8s6s4s3d Qs8d7s6h3c AdTd5c4d3d 
Kd7h5h4s2s KdQsJc7d2d Jd7s7c5h3d 7c5c4s4d2s 
9h6c4s3h3c Tc8c6h5s2c Js8s7s5s4s KdJh9d6s2d 
QhTs7s4s3c Qh7d6h4c2c Tc8d6h3c2d Jc9s7d3s2c 
Kd8h6h4c3c Kd8c5s4h3d KcQc8s8c4h Qs6c5h5d3s 
KdQd7d5s2c Ac7s6c4c2d Ad8d7c2h2d JdTc6d5s2d 
Jd7s6c5h3c QhTs8s5c2s Ah8h5h4h4d Qc8s4s4c3h 
Td7c6h4c2h Js7d6c5h5c 8d7c6d5s2d AhQc7s7h2h 
AcJs5h3s3d Tc8h8c6s2c Ac8d7s6d3h JdTc7d5s2d 
Ac9h6d3s2c TsTh5c4d3c Jh7s7d5c3h Js8h6c5s3s 
8h5h5d4h2d KdJc9c5c2h 9h7d5s5c4d QsQd8h4d2d 
As7d7c4d3h QhJs6d6c3s Tc8h8c5c3d AsKh7h7d2h 
9s9c8h6d2c AdTs9s4c2h JcTs7h6s2d AdJc7s6c3c 
JhTd6c5h2h AsKs5s3c2s Ts7d6h6d3c KdQs6h4h4c 
JdJc3s3c2h KcTc9s3c2h Jc8c5h4s3d Qh9s9d7s4c 
Kc8c5d5c4s Jh9h6h6d4s 7s7d4h3s3c KsJc8h5h3d 
Qh8d6d5d5c 9s8c6d3h3c KsQd8d7h3c Qd6s5h4d3d 
Jh5h5c4h3c Ad7c4c3d2d KdQd4s3h2c Qc7s6h6d4h 
Th7s7h4s2h Jc7d6h5d2h AdJs7h7c3c Th9d7h4h4c 
AsQd8c7h2c KcTc7d2d2c AcJh5c3c2d QcJc8d3d2c 
9h7c5c2h2c Tc9c4h4c2h Ts9h8h8c2h Kc5c4h2h2c 
AhQd7d5d2c Js7s4d4c3c 8s7s6d4h3s Tc7c6s6c2s 
Td6h5s5h2s Qh7d4c3h3d Td8s6s4s3c QhTh7h4s4d 
KsTs6d3s3h Qh8d6h2d2c Jd9s6c4h4d Kd8h8d6d4d 
AdJh4s3s2h 8d7s6c4d3d Js9d9c7h2s TsTc7h7c2c 
AcTh6c4s2c 9s7s6h3c2h KhQc9d7s3d AhKh5h3s2h 
JhTh5d3s2c Qs9d7h7d2h Ad9h9c3d2s Th7d6c4s3c 
Jd9s7h2s2d QdJs6d4d3d KdQh5d2s2c TsTd7c3c2d 
AsQc9s3s2d Qd9s9c7c4h Qs9s8c6s2h 9d8h6h3s2s 
Qc9d8s6h3d Qc9d7h4c2d Th7h5h5d4s QcJs8d4h2c 
KcQdTd4d2d TdTc8s7h3s Kd5s5d3s2d Td9d8c3s3d 
AhTs6h4d2h Kh6s5c4d3s AsTh7h3c2c Ts6h6c5c2h 
KdJh9h5s2h Th9h8c3s3h QcTs9h4d2d TsTh6c3c2h 
Ks8h5c4d3s Js7s5s5d4h Kc9d8c6s2c AsJd6d4d4c 
Tc7c5s5c4d JhTh8c2s2h 8c7c5h5c4c Tc8s6s3c2d 
QhTd7d4s4c Th7c6c4s4c QcJs7s2d2c Js9s9c5h2s 
AcJd4s3d2s Qs9h7c5h5d Ah9s9c8d2s 9s7c6s4c2c 
QhTc8d7d3d AsQc7h5c2c 8s8d7d5d3d QhJh9h4d4c 
9d8d5s5d4h Jh8c6s2h2c Th9d9c6s2s Td9d8d6h2d 
Th9c7d4s3c AhJs9d6c3c KdQd5s5d2c Qc8s7h4h2c 
KcQh5d4s2s KhQc9c6d2c QcJh7h2d2c Ah9d6s5d4c 
Js9d8c6d3h Js6h5s3h2d Td9s9c6h2h KsQs7h4d3s 
KhJh9h5s2h 9s9c6d4h3d Qh6s5d4h3h QsJc9c5c2c 
AcQd7s7h3d Tc8d7c5c3c Ks8h5d4d2h 8s8d5s4h2s 
Jh7s6s5d3s Js9h6c4h2c KdTd6d4d4c Th9s6c4d3c 
KcQd7h5c2c JsJc6c5d2c ThTd9c4c2s Kh7c5c4s2s 
Kd8s6d3s2c KhQs4s4c2d Tc9c7c3h2h Jc9d7h5s2c 
QhJc5c4c2s KcTd8s5s3h QhJd7c6s3s Jc8s7h4h2s 
AsQh7s7d2s 9s6h5h5c3d Qh8h5d3d2s Jd9s6c3c2d 
9d8s8h7d4d Th9h5h4c3d JsTs9h6s2s 8h7s7c3s3d 
Ks9c4s4h2h KdQh9d4c3d Qd7c5s4h4d Qs8s7c4h2h 
Qc8s7c4h2s Jh7h6s4d2s AcJd8h4d3d Kd8h5c4h3c 
8h8d6s2s2c Ts8h6d3s2h Ks4s4h3s3c Qc7s4h3s3c 
Qh7s4d3h3d 9s7d5h4d3c 9h9c7h4c2h Js7d6d5c2c 
Kc8h6d3h2c 9c7h5s3c2h Jh9s4d2s2h Kc7s5d5c3c 
QdJh8h4c2s Jc9h7c5s2d 8h8c7d6d2d Kh5h4d4c3s 
Qs8s5c3c2d TsTc8s4h2d 9h6c4d3d3c Jd8s7h4h2s 
9s6h4c3h3c Ah9h6d4c3h JsJc8d7h2h Qs8s7c6d3h 
KdQd4c3h2s JdJc9s3h2c JdTd8d4h2d AsKs9s3s3d 
Jh5s5h4h3s AsJc6h5d3h QsTs6d4h2s Ks8c6d3s2d 
Jh8h4s4c3s 9h9c8s7s2d Jc9c8h8d2s Kc7d6d5d3h 
Kh7c5h3s3d Jc6s6h4s3h Ks8c6d3s2c KhTh9h5h2d 
KcJd8h5h3s 9s9d7c4s3h 8s7c5c4d3c AsQd9d7c2d 
QdTh8d4d2c 9c8s4d4c3d 9h6d4s3s3d Jd7s6s5h2h 
Ks5s4d3s2d Th9d6s4d3d QdJs7s7c2c AhQc7s3s2c 
AdKd9s3h2d Qh6c5h4h3s Jd8d5h5c4d Kc7s7d6h4h 
Jc8d6h6c4c QcJd7s4h4c AdJs9h6c3c QhTs9c4d2d 
Ts8h8d6c3d QcTs8s4h3s 6d5d3s2s2h Qh7c6d5s5d 
QhTh8h4s4d 9h8c7c4h2c Ks7d5s5c3s JdTh7s5c2c 
AdJh7h4h3c Qh7c6d5s3d KsJh6s6d3s QcJs8c6h2c 
KhTc7h5h2d KhQc9c6s2c Tc5s5d4c3d Jd7h6h6c4s 
KhQc9c8c2d KsQs5s5c2h Jh8d6c5h2s 9s6c5d4h3c 
Ac7s5s4s4h 9h7c6h4h2c ThTc8d5s3s Td8s5s4s4c 
Qh8h4d3s3d QsJh8s4c2d Ts7h4h3s3h Jc9h6d2d2c 
Kc9c8c6d2s JhTh6h4h3s Kc8s6s3s2c Jd9d8s7d2c 
KhJs5c3h2d 5h5d3h2d2c Ks5c4s3c2s Ad9c8s5c3c 
KsQs4h4c3s As7s6s4s3c KhTh6d4h2s Ad8h6c3d2s 
QsQc6c3h2d KdQs4h4c2d Td5h5c4d3c Td8s6s3d2h 
AhKs9d9c2d KdTh6d3d3c Ac9h6h5s5h Ks9d6d5d4h 
7d6h4h4c2c JsJh3h2d2c 7s7d6d4d3d AdJd6c3d2c 
ThTd6c3c2d Kd5c4s3h3d Qd7s7c6h4s KhJhTs6h2h 
Qh8c4d3h3c KsJhJc8d3d 9d7d6d4h3c KcQs9s9h3s 
Jc6h4s4c3s 8c5h4h4c2c JcTc8c4s2c Js8d6s5h2c 
Kc7d6h3d2c Jh8h7d5h3c Qd5s5d4s2d Jd9c8s7h2h 
AsKh7s3s2d AcKc7s3d2c Jd9c8h6c3s QdJc7c2s2d 
Ac8s7d3h2c KcTh5s4h3h Td9s8h2d2c Jc9h7c5d2s 
Tc8d6s3c2d Qh6d5h4h3s Qd8d5h3h2s Td8d4h2h2c 
AhJs6h3d2c KcTs5s5h3d Td5h4h3d3c KcQc5h5c2d 
Jd9c6s5h2d Qc8c5d3d2h 9c8c6c5c3s Jh9d9c5d2s 
9h9c7s4h3d KdJc5h5c3c Kc9c6s3s2s TsTh4d3h2s 
Td8d4c2h2c KhQh7h4s4d Kc9c8c6h2d 9h7c6h4c2h 
Qd9d9c6d4d Jh8d5d3s2h AcKc6c5c2c Jc7s6d3s3d 
JdTd8h2s2d Jc9d6d3s2c TsTc4c3h3d Jd9h7d7c4d 
Tc9d8s4c2h 9h6d4h4d3h As9c8s6s3s Qh7c5s5c2h 
TsTc9c6c2c Jd8d7d5d4d Qh8s7s6s4s KsTs6c4s2h 
QsJs5s3h3c ThTd4c3s3d KhQd9c8c3s 7c6s4s4d2d 
9d7s6h4s4c Jd9c6h3h2d Jh9d6c5s2h Qc8h7c6s3d 
Jh9s8c7d2d Jh7c5d4d2c 8d7s4h4d2s Qd8d6c5h2d 
KcTd7c5c2s Ac9s9d6h4d 7c6d5h5c3c AsKc8h6h2h 
Ad7d6d4h2s Kd8c7s4d3h AdTh9h4s2c JhTh9d6h2h 
Qs8c7s7h4s AcJd8h6d2s 8h7d4h4c2c Kc7d6s3c2s 
9s5c4s4h3h Qd9s8h6h3c 9s9c4h2s2h KdQc9c6h2c 
Ah9s6s5d4c Jh9d8h7s2h Qs9h6c4s4d AcTc6h6c2s 
Jc9c6h4h2c QhJs9d6h2h AcJs5c3c2d Jd7d6c5d3h 
Qc5h4s3c2h Kh6h4h3d2d Tc5h4s4h3c TsTh6d3d2h 
JhTd7h3s3c JcTs6c5h2c 7s5s5c3d2d Jh9h8d8c3s 
JsTs8d2s2h Td9d7d3c2c KcJh7c2h2c Tc7c5s5d4c 
QdTh8s7s3s Qs8h7s7c4s 6s6c4s3h2h AsJh6h6c2c 
Kd5s4h3d3c Ac9c8s6c2c Kd7s6d3c2c Tc8h6s6h3d 
Jh7s6c3s3c Ts9c5s4s4h QdTc5s3d2h 6s6c3c2s2h 
Ah9c6h2s2d KcQd8d7h3s QdQc8h3s3h Kd5s4s4h3h 
KhQc5d5c2s 9s7c5d4s4h AcKs8d3s2h Tc9h6s3h3d 
Kd6h5s4d2d JhTh6c3h2c QdJc8c5c2c TsTd4c3h3d 
Jh6d4h4c3c 9s9d5h4h3c Qh8s7h6d3c QdTh8d4d2s 
Qs9d7c5h5d KcJd4s3h2c Qd9c8s7h4c Th9d8s3d3c 
KdQc8c7c4c Js6d4s4c3c 7d7c4h3s3d Kc5h5d3s3d 
JcTh5s5d2c Kh5h5d3d2h QdTh9s3d2d QcJc7d3d3c 
KhQs5s5c2d Ts8s7c6s3s Kh9c7s3s2h Td7d5d5c4h 
Th9s9h5c2h KsKdKc7d4c KsJd9s6c2s Td9h6s3h3c 
JdTs6d3h3c Ks8s6d3d2h Jd8s6h5d2c KhQh8s8h4c 
Qd9s8d5d3h KsTs8s6c3s 9s7d6s4s2d 8c6s6h3h3d 
9d6h5c3s3d JdTd9h6d2d 9h7h7c3s3d Qs6h6d3s3c 
Js9s6s5s3c Ks8c6d4c3d 8c6s4d2s2d KcTh5s5h3d 
Js8s6c5d3s As8s6s5d3s Jd9s8d7c2d JcTc5c3s3c 
Jc8c6s5h3c Ac9c6c3h3d Qd8c7h7d4d QcJd6d4h2s 
KdTd4s2s2d Td9s7s3d2d JsJc8s6s3s Qd9s8h7h4c 
ThTd6c4d3d 7h7c6s4s3s Jh8s6h6c4h Ac7s6h4s4d 
KsJc4h4d2s Ad9s8s5s3h 7h7d6d3c2c KdKc7d3d2d 
AhQs9s4s4d KhTs9s4d2c AhQh6h4d3h KdQd6d4h4d 
AcKs7s3h2d Js8d5d3c2s As9s8h6s2s KhQs8d5s2c 
AcTh6d4h3s JhTd7c6s2h KcQc7d4h3c Jc8c7s7d4c 
KcTs8c7c3c AdJd6s3h3d Tc8s8c3s2s AcJd5s4s3h 
Js9h6d3h2s 8d8c5h4s2s AdJs7h4s3s Qs7h4c3s3c 
Qd9h7h7c2c Td8s8c3s2d Jh7s6s5c3s 9d7s6d3d3c 
7c5h4c2h2d AdKh7h3c2s Jh9c4h3c2d 9s7d6s4d2d 
8s7s5d3h2d JdTh8h3s3h 8h7h6s4d3h AsJs8s4c3s 
9d7s5d4d2s Qh9d7d4s2h 7s5s5c3h2h Ts9s5s5h4c 
Js9s8h5d2s Jd8h6c2h2d Ts7d6h4d2h ThTd7c3c2d 
QhTd7d4d3c TdTc8s7s3s Ks6d6c4d2c AhQh4d4c2h 
QcJc9c8h3c 8h8c7d6h2h Ah6s5h4h3h Js9c6s5s2h 
Jc9c8d5s2c KhQh9s4c2d Qc9s8c6c4c Qc7c4s3s3h 
Kh5h5c3h2c As9h9d8c2h KhQc9h9d3h KsTc6h4h3d 
KhQs8d6s3s AcJh7d3s3h Kh8h5h5d4s Qc6c5d4s3c 
KsThTd8c2c Kc8s7c5d3c AdJs7c2s2c Qs9h4s4h3s 
9c8s6d3c2d JsJd8d6d3d KsQd5d5c2h Ad7h5h4s4c 
Tc9h8s3h3d Kh9h9d8c3h QdTc8s4c3c Jh9c7s7h4h 
Ts8s6s5s5c Js7s7d4h2d 7s4s4d2h2d AsKc7c3d2h 
Tc8s7d5h3s QhJc8c4s4d Js8d6c5s3s Ac8h5c2s2c 
Js6d5d3h2s 8s8h5d4c2c Qc7h4d3h3c Ts8d6s5s3h 
9s7d7c4d2c Td9h6d5s2c Td8d5h3c2c Js8s6s5h3c 
Th9h8h8c4d Kd5c4h3s3d Jh9c6s4c2s TsTh9c4c2d 
Td9c7d4h4d Ks9c7c3c2s 9d8s6c3d2c Qc7c6d4h3s 
KsQh8d5h2c Jh6h6c5s3d KdTs9d2h2d JsTc8h3h3d 
TdTc8s2s2h Ac7h7c6d2c Qc9c5d3c2d 8h8d8c7h7c 
Js9s6s5s3h Tc5s5d4c3s Qs9d8c7c4h Jc9h6d4h2d 
QhJc9h3s3h TdTc4s3h3d Qs6s5s3d2d Js9s5h4c3s 
KdJh9d4c2d Qc7c4h3s3h KhJh7h7d2d Qs9s8h8d3c 
JsJc8d6d3h QsJc7d4h3c Td9c7c4c3h Jd8s7s4s2d 
7h7c4s3h3d Qh8h7c3s3c Qd9c8s6s3h ThTd8c4d3s 
9h7d6h3s3h 8s8c6s2s2h Kh9s9h3s2s Qs8s6d3s3d 
As9c6h5d4h Qs8s6d2h2d KsTsTh3d2s Kh9d9c5s4c 
Tc7h5d4h3s AhJs7c2s2c Qh7s7d4d3s Qc8d7d3h3c 
KdJd8c7d3s Qs8s6h2h2d Ks9d4s4c2c 7d6c4h2h2d 
AdJhJdJc7c Js9s8h8c2d Jd9s7d7c3d KsJd5h3s2c 
KhTh9h5h5d ThTc8h4d2s 9c8d4h4c3h 9d6h4h3d3c 
Qd8c7s4s2d 8s7s5c3h2c Ts8d8c6h3c Jc8d7d4h2h 
Qh9h6h4s2s Jd9d5c4h3d Ks9h8s6s2d Jh8s5h4h4c 
Js9s6s5c4s JcTh4h3s3d 7h6c4h2s2c 7s5c4h4c2h 
Ks9d7d6d3h Jc7c6h4h2d Js7d6h5h2d 9c8c5s5c4d 
As8h6c3s2d Ah8h7s5h2h Th7c5h4d3s KsQd7h6h3h 
Ac9h9d8s2h Ks7s5c3c2c KdQc9h4s3c Jd8c6d5h2s 
Qs8h6h5h5d Qc6h6d3s3c 8s7c4s4d2c KsJh8h8d4h 
Qh6s6c5c4d Ad8c7h6c3s Ts8h6d5s3s QhJc8s4d3c 
Ah9c8c5c3d 9d6s6c4c2s Ac6h3h3c2c Ts9d8h3d3c 
AcQh7d3d2h Qc9s9c5c4c KhQh7h5d2c AsJs7h5s2s 
Jd9s8h7c3h As9h8d7h2h Qh8c7h6d3s KcTd7d4h3d 
AhJc5s3d3c KhJs6h6c3h KhJd9h8h4h Qs9c8h5h4h 
KdTs7c4s3s KdQs8c5s2h AdKh7d3d2c KdTh8c3h2c 
Jh7c6d5d3s KcJs9h8h2h Jd9c8h7d2d AsQc8d7h2d 
Th8s7d6c2h Ad8h4h3d2d AhJc9d6c3c Tc9h7c4d4c 
Ah9h8s4h2c Qh9h9c6h4h JhJc8c2s2c Kc8h6d3c2h 
9h7d5c3h2d Jc9h9d8d3d Qs6d6c3s3h Kd9d8s7d3h 
QhJs5s4s2d QhJc7d7c3s 9h8d8c7h4h KhJh7h6s3h 
8s5d4c3s3c JdTh6s5d2d KhJs8c5d2s 8c7h5h4d3h 
AdKs9h9c2h Tc7c5d5c4h AsQs7s7c2d Jd9h6c4c2h 
Jh9d9c8c2c KhTs6d4d3c Js7d6c5h3c 6d6c4c3s2s 
7c6c5c3s3c QhTc8s8d2d Td8s7c6s3s Jd8d5h4s3c 
9s7h5s4s4d 9s5s5d4h3h 5s5h3c2h2c Jc9c6d3d2h 
Qh9h5c3h2c AcJs6h6d4s AcJd9s6d3d Kd8s7c4d3h 
9s7c6s4h4d AhTs9c4d2s Ah6h5d2s2h QdJs7c6h3h 
5s5h4h4c2d JhJd6c4c3s 8c6h6d5h3h As9d6d5h4c 
TsTc6h4c3c Jd8h6d2h2c Qh7c6d5d3s AdKh6s3s3c 
Qs9h8c5c3d Jc9h7s5d2c Kh8d8c7c4s Ts9c5h5d4c 
QdTc5h4c2s Tc9h7h6s2h KhTd9d4s2c As9s6d4s3h 
KhQh9h7h4s Jh6s6c4c3s JdTd7c4h2s Ts8s7d6s3s 
Jc9c5s3h3d AcKd6h3s3h Td8h8c4s3d QhQc7s7h2h 
AsJc6h6d4h ThTc6c4d3c QdTd6h6d3d Td7h6d4s4c 
Js9d7s7c3s 8c5s4h3h3c AcJd9d6h3d Jc9h6d3h2c 
KsKhKd7d4s Kh8c5s4d3h KsJh4c3d2s Kc9d8h7s4d 
KcQd5c3c2s Js8s5h5d4s Qc9d6d3c2d Kh9c7d3d3c 
8c6h5d4s2s Qs9c8h7d4c Tc5s5h4c3h KcQd8c6s3c 
ThTd5c3d2c Jh9h8c6h3s 9s9d6c4c3c JsTc4h3h3d 
AsJd6h6d2h As7h5s5d2s Jd8c7d2s2c Js9h9d5d2c 
Th8h8c6h2s Tc8h5h2h2c 9d8s5c4h4c 9d7d5c3s2s 
Tc9c5h5c4d KcQh9d9c3c Jc7d6d5c2c QsJh7h7c3d 
Th9d5h4s4h Ts9c7h3d3c Kh8h5h5d4c Qh6h5d3d2h 
5d5c4h4d2s KdJs9s7s2h JhTh4h3s3d KsQc7h6h3h 
QsJc7h4s4d Th9c7h4s4h TsTd8h4c2s Tc7h5s5d4h 
KhQs6d4s2c As9h7h7c4h 8s8d7c6s2s Ts9d8c4h4c 
Qc8c6d3d3c Ks9d7h3h3d 8s6d6c5d3d KdQh9c7s3c 
QsJs7c5s3s KcTd9h3c2c Jd5d5c4s2c Jc6d5c3d2s 
KcQh8c6d2c KcTs5d4c2c Ts9h7s4s4c KcQhJs7c2c 
AcJc8c4d3c 9c8h7c6d2s Js9c4s3c2h Jc9h8s8d4s 
Kc7h6d3c2h Js9s9c5s3s Jd8d7s7c4d As9h9d6c4d 
AhJs6s4s4c KhTc5s4h2h Qs7h7d4d3h Qc9h8s7d3c 
JdTc7s6h2d Tc7d6d4h4d 7h6h6c3c2d AdKd9d3h3d 
Jh9c6h3c2d Td9s7s6h2s Qs9h8d5d3c Jd9s9c5d2h 
QhTs5d3h2c Ks7h7c5d4d Jd9c8s8h4h As8h7c3d2s 
As9c6c5h5c AsQs7s4d2c KcTc6c4d4c Ah4h3c2h2c 
Js7c6d6c4h Qd9s8s7h4c Ad9c6h5h4s 8h5d4h4d2h 
KdQd4c3s2h TsTh8c2d2c Jh9h8h7c3s Kd9s9d8h3d 
Ks9h8d6c4c Qh9h7h6h4c 9s6h4h3s3c Qs8d6h6c4c 
9s6c5h4d3c Th8c7c6d2s Th9s9d5c2d Kc8c6h3h2s 
KhTc9d6d2d QcTc7h5s2d JsTc7c3h3c 9s7s6h3h2d 
Jc9s9h7d2c KdQs7h6h3h 7c5h5c3s2s 7d6d4c3c2s 
Kd7d5h3h2h Jh9c6s4h4d TsTd6d4h3d QhTc7c4d4c 
Ad8s7s5c3s JsTh7c4d2h AsTd5h4c3d Jh5s5h4c2s 
KcJh3s3h2s Tc7h5c4h2h Kc9h6h5h4d 8c7h6d4c3c 
KdJh8c5c3s 7d5s4d4c2c Qh7d5s5d2h 7h6d5s4c2s 
Kd7s7c4h3d QsQhJc7c2c AhKs8d6d3d QsQdQcJs8c 
Qs9c6d4d2c AhKc9s5s2d QsTc7c4h4d Ac8h7s4h2s 
Qd8h7d5c3s Qd8d7c3s3c Ad9c6c4h3h Qd7c4h3h3d 
JsTs5s4s2h 9d6s5h5c3h Tc9s4s4c2c Js7h5c4c2h 
9s7c5d3s2d Kd8h5s4s2h 9h9d6c4h3h Jh7h6s6h4d 
Th9h8h8c4s Ad9d6s4d3c Tc9h4h4c2c Jd9s9h8c2h 
Js9s8d8c2h 8d7s7c3s3h 9c7d6c4c2d Ks9s5s5d2d 
Jc7s7c4h2s Qc9h7h7d2d QdJc8c6c2s KdTc7d5d2h 
QcTd7d4d3s Jd7h6h4d2c KcTd9c3c2s Tc8d7h6s2c 
KsJd4c3h2s 9s9c7s4c2s TsTc8h4d3d Ad9c7c6c3s 
JcTc8h3s3d QcTh8h4s3h AhKs8d6c2d 9s9h6h2d2c 
QsJc6h4s2d KsQh6c4d3c Kc9c6h3h2h 7s5d4s2d2c 
