Jd9c8d3h2s 
Ad8c7s5h2s 8h6h5d2s2c 9h8s6c4d3c KhTh7h3s3d 
Qc9d6s6d3d KcJd5h4s2s Th6d5s5c4c Td8d7d5c2h 
9s9h7c6d2d QcTd7d5h2s Th8s7s5d2c 8h6s6d2s2c 
Js7c5c4h3c Kd7h6d4c2s QdJd6s4c2d Jh9s7c5c2d 
KdJc5s4h2h Ah8s7d5d2c Ad7h6c4s3s Ts5s5d4h2h 
Qs9d8d8c4d KcQs9d6d2d KcTs8d4d2h Ts8h8d3d3c 
AhJh6h6c3h Jc9c7c4s3h Tc8s7h7d3c KdQh4s4d2d 
7h6h4s4h3d Ac9c7s2d2c 7s7c4h3h2c 9d8d5c3h3d 
KdJd9d6d2h Tc8d4d3s2c Ts8d6h6d2c AcTc6h2d2c 
Kc8c7s5d2c 9d7s7c3c2d 7s6d4h3h2s Jc8d6s6c3h 
AdTc5s5h3h JdTh5s3c2s AdThTc4h2h KsQc8h5h3d 
8c7s5d4s2s JhJc7h5d2h AdTh4c3d2d KsQh7d4c2s 
KhQh9c4d2h AdKh8c4c3c QcTd9h3s2s KhTc8s4c2d 
Tc7h6s6h3h 5h5d4s3d2h Ad6h6c3s3h TsThTd9d8s 
KdQh8c4s2d Ts8c7h5d2c QhJh8s8h3c Ah6h3s2s2h 
5s5h4d2h2c Th8s5h5d2c 9s6s6h5s4s JdJc5d3s2h 
Ks8s5c3h3d As8c6d5h3h Jc6h5d4s3h Qs8s6s5s3c 
QhJd7h2h2d Ac9s7s4s4h KsTh8d3s2c JcTs8h3s2s 
KhQh3s3c2d TsTdTc9c8d AhQs6s6d2c Qh8h6s4c2d 
Th8d8c7d3d 9h6s4s4h2s QsTh7d3d2h AcTh3h3d2d 
Qd9s9h8h4h Ah7s3s3h2h Jd7s6d4c2s Qd9h8h3s2s 
Tc6h4s3c2s KsQd7h4h3c QsJs9s3d3c KhJd8s7c2s 
Kd8c7d5d2h Ts9c3s2s2c Qd9d8c7h3d QhTh7s7h3h 
KhTc8s4s2d QcTh6d4s2s Jd9d6h5s2d Qs6s6d5c3s 
Td8c4c3d2d Kh9d5s4c2h KcTc5s3c2h KcQh9d6s2s 
Ts8s7c4d3s 8s6s6d4s2h Ac4c3s2h2d Qh8d6c4h3s 
KsQd6h6c2d ThTc9s9h9d Qc6c4s3s2h KsQs8d7h2s 
8d7c6c3h2h JdTs6s4s2h 5h3d3c2h2c 6s5d4h3c2s 
9c7d6c5s2c Qs8s4h4c2h AsJh6s5s2s Qd9s8c6h2h 
AdKd4d2h2d Qd6h6d5s3d Jc9d7s4s4h KhTd9c4c2c 
Kh9c7s7d3d Qh9s6s5c2d Jd7d6h6c3s Jc8s8h3c2h 
Qd9c8s4h4d 9h8d7h6h2h Kd8c7d3s2s Qs9s5s5d3c 
Qd8d8c6s2d QcTh4s4d3h Ac9h5d4c2c As8s7s4s3d 
QcJc5h3c2s KhQh9s4c2h 8d7c6h3d2c Td6d6c3h3d 
AsKd9d2h2d Qc8d6s5h2s JcTc6c4d2h Ad9h8c3c2h 
Qh7c5d4h3h Ts8h6d4d2c Qs9c5h2h2c AsKd9d5d2d 
AsJs6s6c3s KdQc8c6s2c KhKdKc6s6d 9h7s7d4c3h 
AsKh8c4d2c Kd7s7c6s3h Tc7h5h3s2c JsTh8d3s2s 
KhQd5d3d2s Td8h7s5c2h AhQd8s4c3s Qd8s6d2s2d 
6d5h4s3h3c Jc8c7s6d2h Kd7h6d4s2c Qc6c4s3s2d 
Ts7d5d3c2s Kh9h4c3c2s 9h8s6s4d3c Kd6c5h5d2d 
Qh8s6h5c2h Td8s8c4h2c Jd9h7s5s2c JsTd7c6d2d 
7s7h5s4d2s Qh8s6c4s4d Jh8c7d2d2c QhJd6d5d2d 
Ks9d6h4c2s Jc7d5s3h3c Tc8h6h3c2c 7d5s5c4h3d 
9c7d6d5h2d KcTc5d3c2h Qh9s7c3c2h 9h8c4h3h3c 
6h4s4d3h3c 8s8h3h3c2c AcKd8h4h2s Th8d7s7c3h 
Kh6s4h3d2c QsQd7s6s2s Js9d5c4d3d Ah6s5c4d3s 
Kc6h4s4c2d Td9s3d2s2d QsJd7c4h4c KcTs8h4s2d 
AhKs9d4c3c AcJc7h2d2c AsJd7d4d3d Qc9h9d4c3s 
Qc8s5h4c2c Kd6h3s3d2h KhQcJd7c2c AdKh9h5h2h 
Ac8s6s5d3h QcTc7c5d2s KhJs5d3h2h KdQh8s4c2d 
KhTh9h3h3c Tc9h8h4s2h 8h7h6s4h3h Qs8d6h3s2h 
QsJd9c7d2d Qd9h8s8d2d AsKh9c3d3c 6c5s5d4h3c 
QdJc5s4s2s AdQs7s7c2h KhTd3d3c2c QhJd8h4h2s 
Qd9s8c5s3s Js7d4h3h3d Ts9h6s5d2s Js8c7h2h2c 
KhJh9c3h3d Qh9s8s5s5c As6h4h4d2d Qh9s9c3d3c 
5h5c4s4h3h Td5h5d4c2c Jc9d5h3s3d Kc8h8c6s3c 
9h8d7h4c3s KcTd8d4s4h 8c6d5h5d2s Qh9d8s8h2h 
8c7d5d3s3d 8c7h7c5c2s 8c6d6c4s2h Tc8d6h4h3s 
Qs9d8d5h2d JhJc6s5s2s 6h5s4d3d3c KhJc3h3d2s 
6s5h5c4h2d Th8h7s4d3h QhJc9d4s2d Qh7d6d6c2c 
Kd9d7d5c2h 8s8c7d4d3h KhJd7d3c2c QsJd8d7h3d 
Th4s4d2h2d Th8c7h6h3h Ts6c5d4h3c QsQh7h4d2h 
Ah8d8c7s2s Qh9s8s6c2s Ks8d7c3s2c Jd8d7c6s2h 
Ks6d3s3c2c KdJs7s5s2c AcKs8h8d2h Qh8h6c4d2s 
8c7d5c4c3c 7d5s4h3s3c As8h6h5c3h Qs9h5c2h2c 
KsJs6c4s2h Jd7s5c3d2c QdTs7s5h2c Jh9d8h5h2h 
7c5h5c4c3s Kc9s9h8h2d As9c7c4h3c Ah8h7h6h2s 
Qs9d9c6s2s Jc8s7s6h3d 9h7h5h3s3d QcTs5h2d2c 
QhJh9h2s2d Tc9h3c2h2c 7c6s4h3h2c 9c8c7d7c2h 
AhJs5s4s2d 9c8d4h2d2c AcKd8s4s3s 8h7d5d3d3c 
Kc8d7h3c2h Ts9c3h3c2h KdQd9s2h2c KsKdKc6h6c 
Qs9h9c8c4c Qd9c4d3s2s JhJc3h2h2d Jc5h5c4h2h 
Kh8h7h7d4h Ac7h6s6d3h 9s6d5d4d4c QdJd5c3d2s 
Ts6c5h4c3d Qd8d6c3c2c Kh7s4s3d2h Qd9d5s4d3c 
Td8s5d4h3d Kc8c7c6h2s Td6d5d5c4s QcTd4h3c2s 
Js9h7d4d4c Qd7c5s5c2s 7d6s4h3d2h JsJd7s5h2s 
Qd9h7c5d2s KdQh8h6s2h QsJd5c4c2c KdJd8s4d4c 
Jh9d7h4h4c 8s7s5c3c2s Kc8d7c3h2h Ac8h4s4c3c 
Qh8s6c5s2d Kc4s4d2s2d Tc7s5s2d2c 7c5c4d4c2d 
Qc9h8h7h4h Jd7s5s4s4c Js9c7d5d2h Ad8h6h5c3h 
9d7s6s4s3s KdQsJh7s2s Ts5d4s4d2h QcJc4d2s2h 
Qh9c5d4s2h Tc8d6s6h2c Js7h6s4d2h Ts8s7h4c3s 
Qh9h8c7d3h Th8h4c2h2c AcQs8c3c2h Ah7s7c3d3c 
As8s5s4s3d QsTd4h3s2c 6c5c4h3d2s Th5h4c3s3c 
Jh9d8c4s4d Qs8h7s4h2s Qd9h5c4s2d Ts8s8c4s3h 
9s6d6c3d2s QsTc7h5d2c Kc7h5h4d3h KhQc4s3d2c 
QsTd4s3c2h As7h7c5d2c Qc8h5d4c2c QsTd4c3h2s 
Qs7c6d2s2c 9c8d7h3s3d Qs9s6h4s4c TsTc6h2s2d 
Ad8s7c6s3s 7h5h4s4h2s AdTsTh4h2h Th6d6c2d2c 
7d5h4h2h2d KdJs8s8h3c Jh9h9c4h3h QdTsTdTc8c 
KhQh7h4s3h QdQc7s4c2c TsTc4d3d2c Qh9d8s7s2c 
QhJc7h6d2s Qc9d8h5d2d KsJs8c4s2h QdTc8h3s3c 
Jh7c6s6d4c Td6c5d3h2h 6c5s5d4h3s 8d6s6d4c2h 
Tc8c6h4c3s Ac8c5c4c3s KsTd9h4h2h 9d5s4d4c2c 
KsTs7d4s2c AdJc7h5s2h KsTc9d4d2d 9c8c7d3s3h 
KcQsJd7d2d Js8s6d5s2h 9s6c5c4h4c As9d9c7c2h 
9s9d6d4d3d Ts8c7c5h2d Ts8s7c3h2h AhTsTc4c2c 
Js6h5c4d3h KsQc7d4d3d AsJc3s2s2h KcJc8d4c3h 
Qs9s4h3d2h 9d6d4h4c2h 8h6h5s2h2d Ts6c5d4s3s 
8s8d4d3c2s Ah9c4c3h2h 9s9d7s7d7c Td7c5c2d2c 
Kh7c6s5h2h Kc6h3s3c2h AdKs8h8c2c 9d8d6h6c3d 
Jc5c4h4d2h Jc8d7h7c3s Jc7h5h3d2c Tc5c4s4h2s 
Qh9d7d3h2s Ts7h7d4h3c Qs8c7c5d5c KhQhQdQc6c 
QdJc4h3d2s Jh6d5s4c3d Jc9s9c4c3c 7d5h5d3h2h 
QhJc9c3s3c Ks8h6c5d3h AcKs7h4h2d 7s5s5d3d2d 
QsJh5c4c2c KsJs9c4s3s Ts8d7h7c3s Ad8s4c3h2d 
As9h8s3c2s Jd9h9c4d3d KhQd9c6s2s 8h6h5s3h3c 
AsJs7c2s2h Jh7d6s6h3c 7c6h4d3c2d 9h8s8d7c2c 
Qs7s6c4s4h Th8s7s5c2d Qc7s5c2s2d AcTd5s5d3d 
KdTh8c4h2s QsJd7h4d3d Qc9h8s8h4h Js9s6c4s4h 
Tc9h8c4s3c Kc9h9c7s2c 9s8d6s3s3h Ah7s6d6c3s 
8s8d7c4c3h 9d8s6h4c3h Tc9s8d4h2h 7h7c6c2s2d 
QhJs9h3h2d Qd9d7d6d3c Kd7s6h4d2c Tc8h7c6c3c 
AcQh4d3s3d 9c8c7s7c3d Ah9s8s6s2d Kd6d5c2s2h 
9s9h7d6h2h Jd8s6h5s3s Kh7h5h4c3h Qd8c7s5h2d 
Qh9s7d5h2c Tc7h5d2h2c QdTc6c4c2s Jc9d8s4h4d 
Jh9s4d3h2d AsKh9c6d2d KsJs9c3s3d Js9s6d5h2s 
Ks8h7s4s4d Jh9s8d6d2c Jc8s6d6c3h Kh8h7c6h2s 
Kd9c5d4s2h KdJc9s6h2s Kd7h5h4s4c KsJd8h5d2d 
AdTc6c3s2s Qd9c8c5h5c Jh7h5d3c2d Ts8d4d3s2c 
KhQc8s6s3d Th8c4c3s2h Kd7c5h5d2s Tc7h6s4h3h 
7d6s4c3h3d AcKs7d4h2h Qs8h7c6h3d 6d5h4s3s3c 
KsThTd5c2c Qh8s6d4h3c Js7h7d6h3c KcQc9d2s2h 
9s8c7s4h3d Kc9h6d4d2h Ks8h7s4d2c 7s7h4h3c2s 
8c7s4s2s2c Th9d8c4c2s Ad8c7h5h2s Js8h4d2s2d 
QcJs7d5h2s Ks9h8c6h2d QdJh9c7h2h Th6h6c3s3h 
Tc8d7h5d2s JsJc7d5d2h 8h8d4h3s2s AsTdTc5h2h 
Qd8c4h4c2d Kc9h8h4s3s 6h5h4d3c2s Jd8d7d5s3d 
Qs9s7d7c3s Qs9h6d6c3d QsQd7s4c2s Jd8d7c4h3s 
Jh8s8d6c3h 8s7c5c3s2s 9s7d6d4d3d KhTd9d4d2s 
QcJd7h5c2c 8d7c5d4d3d Kd9s9h8s3c Ad9h6h5c3h 
Kd8d7d6h2c Kc8h7d5h3s AdQh8d3d2c Qd6s6h4s2h 
Th5s5h4c2c 9h9d7c5s2s Qc9c5s4d3c Qc7c5d5c2d 
JcTd7h6s2s Ah9s7s4d3s 8h7d5d3d2h Jh8s6c5s3s 
Jc6h5c4s4d TsTh7d2h2c 8s8c3h3c2s Ks7d4d3h2s 
Js9c6c3s2s Ks8h7h5d3h Jd9d5d5c3d Qd6s6h4h2s 
QdJs6d4d2h Qc7c6h6c3d Ac4c3h2s2d JsJd8h4c2c 
Ks9c4d2s2d Jc6d6c5s3c Qh9h6s4h4d Qc9h9c4s4c 
Qs9c5d4s2h Ks7c4h4c3h 8s8h4s3d3c Td6h5s5c4c 
TsTd6c2h2d Qd8s7h4h3s Kd8d6d4s3c AcQs8h4h3d 
QcJd7h4s4h Ad9s8s7s2s As5c4s2s2h AcTsTd6h2h 
AsTc7c6c2d Qd9c7h7c4s Qd8s6h5c2s Qc9d9c4s4c 
Jc8s7d6d3h Qc8s6d4h4d KcQc9d4h2c Jh9h9d7s2h 
QsQh8s4s2s Ks7d7c3s2d Kc9h9d6c2c QsQc9h4h2h 
Ac6c5c3d3c JhTc7c6s2c 8h6d5s5d2c Tc7s4h4c2h 
QsTc8h3d3c AdQs9s3s3h 7h7c3d3c2h Js9d7c4h4c 
9c6s6h5d2c AcKs5h3h2h 5s5c4d3s2c Jh9h9d7c2h 
AhQs7s7c2d Ac7d6s6h3d Kh9s9c4d3h Ks8h7s5s2d 
Th6c4s3h2s 9h8h8c6h3h AcKd8d2s2d Jh9c7d5d2s 
KdTd7s3h2c Ks7c5c4h3c Jd9d6c5s2d Qs9c7d3d2s 
Qc9h5s4c2d 7s6s6h3h2h Qd8s8h6h3c Kc7s5d5c2h 
Ah9c8h3s2h Th6h5h5c4s Qc9s8s8d4s AdJc7s5h2h 
Kh9d7h3s3c Jc9d7c3s3h 8d8c4d3s3h 8d6d6c4d2s 
6c5d4h3s3h AcTs7s6s2d Ts7d7c6h3h QsTh6c4c2c 
KcQd4s3s3h Ks9d5c4h2s AdKh8s8c2c Jc9d8c5c2c 
Ks9c7d7c4c Tc6d5c3d2d AdTs7c4s2h JcTd7s6h2h 
Qs9h9d8d3d 9d8h6s3d3c Qs7s7d6s4s Jd8h5h3d2d 
9c8s7c4h3d AdKh8h2s2h Jd5c4s3d2s 8d8c4h4c3c 
Ts9h6d6c2d Jc9c8d6c3c 9s9h9c7s7h Kd7d5h3d3c 
KhJc5h4h2h Qd9c8c7h4c 8c7h4h2h2c AcJh8s6s3s 
Qs9s6s4h3c Qc6h6c5d2s Js8h5s3h2h Ts9d6c5c2h 
Td8c6d3c2c Kc9s5d4h2c Th8c6c5s2c Jh9d8h3c2s 
KdQc6s6h2c Qc9s8h6d2d Kc8d7c4h2s Jc7h5d2h2c 
Th8s8c5h3h Ad4d3s3c2h QcJd6c4c2h Kc9h7c6s2c 
9s7s5s4s4d Qc8s5d4h4d Jc9s5d4h2c AsKc8d4h2d 
Jh8c7h2h2c QdJh8c7c2s 6h5s4d3s3c 8d7h6c3h2d 
Kd9s9c5h3s Ks9d6d6c4h KdQh8s7c2h Qd7d6d5h3d 
Kd7s7c3d2c AdTs5d3h2d 7h7c4h3s2c 9s6h5h4h4d 
KcJh6s3h3d Tc8h7c4d3c AcQs7h4h3h Kd9c6h6c4s 
Jd6s5s5c4h Js9h6s4s4c Kc9c4s4d2s Qs7s6s5d3s 
Ad9c8h3h2c Qh8c7s7d4s Ts8h5d4c3s 8h6h6d4c2s 
QsTs7c4h2d 7s7c5s2s2h Ah9s5s5c4d Jh8c7d5h2h 
Jh9s3s3h2d QdJd9c6d2d KhQc9d6s2s Jc6s5s5h4d 
AsQh8c4d3c JdTd4s4h2d Qd6d4c3c2s AhKc7h7d7c 
KsJd7h3h2d 9s9d7h5h2h KsQh4s4c2s 9c8d4c3d3c 
8h7c5d4c2c 9s8d4h2s2d Qh8s8d6d3c Td8s8h7d3d 
9d6d4h2h2c Js8h7h6d3c KsQs9c2h2d 8d7d5c4h2d 
9d5s4s3d2c AhQc5c4c2c KdTc8s4s2h Ts8s4h3c2c 
Qd9d5c4d3h AdQs8h4c3h KcTd9d4d2s AdKh8d4d2d 
Ks9c7h7d4h Qs9s8d7c3s KhJh8c4h2d Js8h6s6d3c 
Kd9s9d6h2d AhKs9s6s2s Ac8s4c3d2h 7s7h4d3d3c 
KcJd8d7h3d Jh9c8h3s2d 8h6h6d4s2c KdTh8s4s2c 
9s7s5s3h3d KhJc8d7s2d Qs9c5d4h2s Js8s6c5s2h 
Jc9s6c4h4c KhTc6s4d2c QsJd7h5s2s Kc8s7c3d2d 
Qd8s7d4s2d AdKh7s4c2c 8h7h5s4d2h Qd9s7s3d2h 
Ad8s8c7h2h JsJd5d3c2h KdQc8s3c2s Qh9d6s6d3d 
Qh7s6c5h2d QsTc6h4h2h Js8s6s5s2c 9h8c7d5c2c 
KsQc9h5d2h AsTd9d4d2h Jc9s4h3h2s Qh7s6d2s2h 
7h5d4s3d3c Ks8s5h3d3c 9h6h4s2s2d Th9d8d4c2d 
Jc9d7h4s4h TsThTc9s8c 8s6c5d5c2h AsJh7d5c2c 
Qh9c6c5d2s Qs8h6c4s3d 6h5h4s3d2c KdQh8s4h3c 
Qh6h5h4c3h 8c5s4d3s2c Ts8h6h3s2s Qs9d8c5h2c 
QsQhQd9h9c QdJd8c4s2d QhJh8h8d3s JdJc7h2s2d 
KhJs9c6d2c Th8s6s6d2c Qc8c4s4d2d 6s5d5c4d2h 
Ks7h4s3d2h Qd8d8c6h2d 9c7h6c5s2c AsKc9h6d2d 
KsQs8s5h3s KcQd6h6c2c AhJs6c5d2s Td8h6c4c2s 
Td9s6h5d2d Qh9c8d6s2s KhQc4d3s3d 9s5h4h3s2c 
KsQh9c4h2d Th6d4s3h2s Jc9d7s4h3d KsJh8c7d3d 
AdKc8s8h2s Jd7d5d4s4h 9c8c7s4h4c Qd7c6h2d2c 
Kc9c5d3d2c 5h5d4h4c3h KsQc4d3h2c KsJs5s5c3s 
Qs9h6d6c3c 5d5c4s4h2d Jh8d7h5h2c Qc9d8h4s4c 
Ks9h5s4d2c Qc9s6s5d2h KdJd9d4d3h Qc7d7c6c4c 
Qh9s9h5h2d JdJc6d4d3d Ks9d8h4h4d Qh9s7h5c2d 
Js9s6c5d2s 9h7h6s6h3h Tc8h7s5d2h Kc9s8s4h3h 
AcJd8h4d2d Kh9h9d5h3h AsJs7s3s3h 8s8c7h6h2d 
AsTh7h6h2c Jc7h7d6h3s QhTd6s2h2c 8h6s6c2s2d 
As5s4h4c2s 7s7c5s4d2s Ts8h7c6s2s Ks6d4s3h2c 
KhTh6d6c2h Jc9d9c7h2c KhTh5s3h2c Qd9h6s6c3h 
QcTsThTc8h JcTd3h3c2s 9c8s8h7d2d QcTd8s4s2s 
Ks5h5d4s3s QdJh7d5d2c Th8s4s3h2h Kh9h4d4c2d 
TsTd4h4c2d TsTh6c5d2d KcJc9c4c3h Qc9h9c4d4c 
Kd9h8h7s3c KcTd6s4d2h Kd9h7s7c3s 9c8h6c3d3c 
Qh9h6s4h4c Qc8s8d5h2c QcTc9c3s2c 9s7h7d5c2h 
Jd9d6h4d4c Qd5h5d3d2h Js9c8c6d2c Ad9c8d3h2d 
Qc9c8s7h3c JcTh7d5d2d KsJs9s7s3s Ah7d7c5s2d 
Kd7c4d3h2c TsTd4d3h2h JhTh4d2s2c Jh9d6s6c3c 
QdTs5c2h2d QsJh5h3c2h Kh8s6c5d3s Qd8d8c4h3s 
Ts8c7h5c2d Tc9h8d4s2s TsTc4s3d2d 5s3h3d2s2h 
Kc9h9c4c3s 9d8s7d4h4d Qh9c8s6d2d Ah9d7s4c3d 
Kc8s5h3s3h AdJh7h4h3h 7d7c3h3c2d KhJd7d6c2s 
Ac8s7h6s3s Qc8h6d4c3s 9s8h7c3s2h Jh7s6h5h3h 
8h7h7c5h2s 8s7h6c4c2d Jd8d5d4h2s KdTs8s4s3c 
QhTd4h3s2c Th8d6d5c2d Ks9d5s4h2c Td5h4s3s3h 
Qs8c6c5d3c 9d8d7s7d2h QsJc4h4d3h Kc9h8s6h2d 
QcTh6d2s2c 7h6h4h4d3s Th6c5c4d3c Qh9s8s3c2c 
8h6c4s3s2h Js9s6h4s4c Td6d5s4d4c 9d6h5h3h3c 
9c7d6d4d3d Qc9h4c3d2d Tc7h5d4d3d KhJh4h3d3c 
8s7s7h4d3s AhTc5s5c3c JhJc5h3d2s QhJs8s7d3s 
KcQs8d7h2s ThTc4d3d2c 9s8s7h3d3c Tc7d6s4s3s 
Jd8d7h2h2d Jd8d5d3s2s 9h7s6s4s3s AdTd6d5s2d 
Ts9s7s5d2c QhJc6s6h2d Th8h7d5h2s Ac8c4d4c3s 
Ac8c7c4c3h QdQc4h3s2h Kd8h7d4s2c 9s7h7c4h3d 
Td6h6d3d3c KsQh8s4d4c Qd8s7h6d3d Ac8s4c3h2d 
KdJd9d7d2h AdTc4h3d2d JsTh6h5h2h KsQc9d5h2d 
9c8c5c3h3d JhTc8s3c2c AdTd6d5d2h 9c8c7s3h3d 
KdQs5s3h2s AsJc8h4d2d Tc9d5s3s3h 8d7s5s2h2c 
AhJd6d4s3d 9c8d7h7d3s Qh6s4s2h2c KhTs4h3h3d 
Kh7c6d4h2s QdTh4s3c2d As8h8d7c2c JsJc7s5d2s 
Ad9d8h3d2c Qd7h7d4s4d As9c7c4d3c Th8c4h2h2c 
AhKd8c4c3c 8d8c6d4d3d Tc5d5c4s2s AcJc7c3s3c 
7h5s4c3s3d Js9c7d4h4d Jd9c7c3h2h Ad9h7h4c3h 
AsQd4h2d2c JcTh8d3h2h QhJd5h3h2s KhQc7d4d3d 
KdQh6s6c2h Jh8s8c3s2h 8c5c4d2d2c Qd5d5c4h3s 
Ts9s8s8c4s 9h6d5d3d3c QdTh8s3h3c QdJd8d6h3d 
6h5d4c3c2s KcJs9c7c2c JhTs6s4s2d QhTs7c3c2s 
Th7h5h5d3c Td9c7c5c2s Tc6c5d4s4c Js7d4h4d3h 
Td6h6d3s3d QsTs5s5c3s Jd9d5s5h3d Tc9h8h4d2h 
Jc7c5d3d2c Qs9h8h5d2h 9c6c4d2h2d Jd9c8s8c2c 
KhQd5s2d2c AcTs6d3d2s QhJc8h4h2s QhTs7d3d2s 
Ks6d6c5h3d QcJd7c5c2s Jh9c7c3d2d Js9d8h8d2d 
Ac7h6s4d3h AsQd6h6d2c Qh9c8s5d2s Qs8d5h2h2d 
Qh8c6h2h2c Ts8h4h3s2c Jd8s8h7c3d Qh9d5h4h4c 
8s8h4h3c2s 9s9c5c4d2h Ts9h6s5c2s Td8c7s5h2c 
Js9s8s7s2h Ts8d4d3s2s Kc8c7s6c2h Jd8s8c3d2s 
QcJc6c4d2s Qs7h5h4c2c 7s7d5s4c2s KcQc8h8d4c 
9h9c7c2s2c Qc8h7s4s3h Jc7d5d4d3s Jd6d6c5h3d 
Qc8d7h6c3c Ks6h6d5c3h 8s6s6h5s2s AcKd9s3s3h 
KhTd8d4s3d Ts9d4h3s3c AdQh7s5c2s Jh9c4d3d2c 
9h8d4h3h3d Tc8c7h3d2h QdTd7d5h2c 6s6h5s4s3s 
Kc8c7c6d2h Kh7d4s4d3s Jc9c7h5d2c QhJh9h3s3c 
9d9c7s6c2c TsTd6h2s2c 7d7c3c2h2d Jd9c7d4h4d 
Ts8h7d4c3h Th7d5s2h2d Kd9h9c6d2d 7h7c5h4d2h 
Kh6d3s3h2d KhJc6s3d3c Th6h5d4h4c 8h8d4h4c2s 
Js8c6s6h3d AdJs8c6c3c Qc6h6d3d2c 8s7h5h3h3d 
Js8d6d5h2d QhJs8c7c2d KdJd6h4d2s Qc8c5h4s3c 
Tc8c7d3h2d KcQh8d7s2h Th9d6s5h2h AsTh6d4d3c 
Ah9c8d3c2d AsJsJhJd3d Jd9d8h5d2d Ts9h6d5s2s 
9s8h4c2s2h AcJc9s4c2c Jh9s7c6h2d As8d6d5h3d 
Ac9s5s5h4d Jd8d7c6d3h Qc9d8h6s2s Kd9h7h5h4h 
TdTc4h3h2c 7s6c5c4h2c Tc8s7s4d3s QcTd6h3s2c 
QsJc8c7c2h Jd9d8d7d2h AhQd8s4s3c Ks7s5d3s3h 
QcJs8d7d2h Ks8c7d6h3d 8d7d5h3s3d KcQh5h3s2h 
Qh9s8d4h4c 8c7s6d4d2h KcQh8h3s2s Tc9d7h5c2c 
Qd9h8c5s2s Qd8c5d3c2c KsQh7d5h2h AdQc4s3s3h 
QsTd6c4h2h Td9c6h5h2s KdTs8s8c3s AsKc9c2h2c 
9h8c6d3s3h Ad9h9d9c8c Ad8c7s7h2s Th7c6d6c3c 
Qs7s7h4d2d Ad8s6c5h3h 8h8c6h4h3h 9s7s5h5c3s 
8h7c5c4c2s KsQd9h6c2c KcJc4c3h3d Jc6h5c4c3d 
5s5h4d3h2s Kc9d5h4s2c Jc7h5h4h3s Ac8c4s3c2s 
6c5h5d4h2s KcJh6s4h2d KhTc8s4d3s JdTc8c3h2c 
QdTs7c3s2c Jh8d8c3h2c 8c6s6h2h2d Kc7h4s3c2s 
Td5s5d4h2h JcTh3s3c2d Ks7h5h4c3h JhTs7s6d2s 
Jd9h9c4s3s Qs9s8c3s2c Ts7d5h4h3h Qh8c6s5d2s 
KdJh5c4s2c AsQc9h4h3h QsJh7h5d2c AsTh9d6c2c 
Td6c5h4c3c AdQs7c5h2c 6s5h5d4c3h Tc6h5s4d3h 
AsTh7h5c2h Ks8c7s4s4h Js7c6c5c3c Th8d5h3d2h 
Kd9c7s7h4h Qc8h7h5h5d Js8s7c6h2d Qs9d7s6h2c 
KdQd7s3d2s Jc9d8s6s2s KsQc4d3h3d AcKs5d3d2d 
Qd9s8h5s2s KhJh8s4h2c KhJh9h3s3c KsJd7d6h2c 
QsJs9s3c2h Kh9h4d3d2c QsJc8c7h3c KdQh5h3c2h 
Js9h9c4s3s Th9c7d5d2s QcJd7h3h2c 7s6d4h3s3c 
JhJd7c2s2h 9s8d6h4c3h KcJs6c3d3c Js9s8s7s2d 
Ad8h6s2s2h As8d7c6c3c 9s8h4d3h3d AdTs7c6s2h 
Ad9h8h7h2h Th6s6c2s2c AsTd7c5c2h 8d8c7c4c3h 
AhQd7c5s2s Kh6s6c2s2c Ts8s6s5h3s Qc9s8h8c3c 
Jc7d6c4s2d QsJd7c3c2s 7s7h5c4d2s TdTc9s9h9c 
Ts9c7d5d2h AsJs6s6d3s KsJs8d4s4h 6d6c5s3h2c 
Kd7c4c3s2d 6h5s5d4c3s JsJhJd9d8h KsQd8c7h2d 
Td7s7h4h3c Kh7s7d4d4c Kh9d8d7c3s As9d5h5d4c 
Td5s5h4h2d Kd6c4h4d2s Qs8h8c6c3d Qd9d7c4c2c 
QsTsTdTc8d Qs7h5h5c2c JdTh6h4s2h TsTc4h4d2s 
8d5c4h3h2c QdTd7d5c2s Jc6s5d4c3c 9c7h7d4d3s 
Qh9s9d5d2c KsQc4s3h2s Jh6h6d5h3s Jh8d8c5s3s 
9s8h6h4c3d Ks8s7d6s2c 8h7c6c3s2s Tc8s4s3c2d 
8h7h5c4d2h KsKdKc4s2c 8d7d5s3h3d Qh5h5c4d3s 
Td9d6h6c2s 7s7c4c3h2s 9h8s7d3s2h Ac8s6h2s2h 
9d8c6c4h3s 9c8d7c6c2c Ks9d8c7d3h Th8d7h4s3h 
AsKc7s7h7c QcJc5h3d2c ThTd8c4c2s AsQh7c5d2c 
KcTh8s5s3s Jd8d7d5c3d Kd7s6c4d2h Jd7h5h4s4h 
Qd9s5c2s2c 9h5s4h4c2c Ac6d5s4h3d Qh6s6h5d2c 
KsQc5d5c2c Jh9h4h4d2d Kc8c7c5d5c Kh6h4c3s3d 
Qd9s5c4h2d KcQs7d4d3d Td7c5c4h3c Kd9d4c3c2h 
Th6s5s4c3d KsQd5d3c2d Jc7s6s6c2c Jc8c6c5c2s 
KdQs8d6d3d KsQd4c3h3c Js7h7d5s3s Td8d7c3h2c 
Qs8s7c6s3h Tc6h5h4d3s Td7d5s5d3h Qs7d6h2s2h 
KsTs5d3s2h Qh9s4d3s2h Js9d7h4c3d JsTh8c3s2s 
