Ac8h8d6s6d 
JhTs4s4d2h QcJcTc5s5h JcThTc6s3c Tc9d7s6d2s 
QsJc8s3h2c Ks8h7h4s3d 8d8c5s5c4c Qc7c6h4h3s 
KsQh9c7d4s AdJc9d7d2h KsQcJd8d4h ThTd7c6s4c 
JsTd5s4c3h Qd8h8c5h3d Kc8s7s7h4h KcTc7d7c4h 
AhJd9d8d4s 9s9c8s7s3c Th7h5s4s4c AhJhTd5h2h 
8h6c5c4d2d As9c8d8c2d Qd8s8c5s3d Tc8c7h6s6c 
KsTc9s6h2d 8d8c5h4h3c Qh8h7d5c3c Th9c6d5c2h 
AcKsKhKc5d 9d8s8d7h6d QcTs7s4d2c AcJc6c5s3d 
Kd7d5s4s4d Kc9c7h6s3d Ah6d4h2d2c Th7h5s4s3d 
Qd7d5h4s3h QhJcTs3d2h KhQcJs8c4c 9s8s8h7c6s 
KdJdTd5h5c KdJs7s6d2d QdTh9h3c2c Ts8s7c6s6d 
KhTh9h5s4d Td8d7h6h2s Jd8d8c5h2h AcJc7c6c4s 
Jd9s9c8d6d AsTs8s4d2h Ks8d7d5s2d Ts9d8s5d2s 
QdJhJd8c2s 9s9h8s5s2h Td9c8d3h3c Kc9h9d6c4s 
9h9c7d4h3d AcJs9s6s5h Td9d5s4s3d KsQc9d7c5c 
9h8h6h5s2s AdKdJd2s2d KcJcTh7c2d 8s7h6c4h3c 
Qh9c7s6d5d AhTh5h5c4s QdTsTh8c3d JsTh9h5h3d 
Kc9c8h5c3h Jh9c7s6h6d AhTc8h5s2h 9c8c7h6s2h 
Kh8d8c6h2d KhTd8s5s3d 8d7s6s6c3c KcQs5s5h4d 
TdTc4h4d3h KdTc5s5d2s Ad8d5h5c3s QsJh8h8c2c 
Kd9d9c7h5d QsQh8d6h3c JsTs6h4h2d Kh7s6h3s3c 
Jh9h5s5c3c JsJc8s7d4s 9s8s8h6h2s Kc7s7h4h3c 
Js9s9c8s6h 9h9c7c6d2h AhTh8h4s2c 9h8d6s4s4h 
Ac8h6s3c2s Qc7c6s5s3c KcTh6d4c3s QsQdTd3d2c 
Qs9h9d6d5c Jh8h8d6s5c 9c8h7c5s2h Ad6s4s3d2c 
AsQc9h5c3d AdQd4d3c2c Kh9c8s8d7s KsTd8h6s3c 
AdQsQhQd8h 9s9c8s5s2c Ah7h6d4s4h 9h8h7h6h5s 
8s8h5h4h3s Ad9d5s5c4h Td8h6s5h3s 9h7s7d5s5c 
QsTc8d3s3d QdTc7s5d4d Qs7h6c4h3s JdJcTd4d3d 
KdJh6d5d3c Kd8s6s6d3c TsTh9d3d2h 9d8d6s5h4c 
QsQdJd6c2d 8s8h7h6s2d KdKc7h5s2h 8d8c5h4s4d 
AdQsJh8h3h 7s7h6h6d3c Tc9c8s8c6h Th9s9c6h5h 
TsTc9h6s4s 8h7s6c4s3c Td8c7h6d2c KhTc8s6d4s 
9s9h7d6s4c Qh9c5d4d3h AsQdJd5d2h KhTc9s9h2h 
Th9d9c6c5c AhTc9s9d4c Js8s8h5d2h 8s8c7d6h4c 
KhJc8d5c3d QdJdTs7d3h KsJs9d6c3h Kc7c6s5s2s 
JcTd8h3d2c QcTsTd4s4h Kc6d5h5c2d KhTc9h5d4h 
Kd9s9h4h4d JhTc8h7d3s Qc8c6d5s2d JsTc7c5d3h 
KhJs7s6h2h 7h7c6s6c3d QsJd7s6s4h AsTh9d8h3h 
Js9c7s4d4c Ks6c5h4d3s JcTh4h3c2h AsKsJs2s2h 
KhTs9d7h2c KhQd9d3h3d AsQhTh7d2c Th9h8s8h6c 
QhTs7d5h4h Js9c8c6c5h Ts6d5s5c4c Ts9h9c6d4c 
Ad8d7s4d4c Tc8d7h6h5h Js9d6h5s2d Jh9s7s4h4c 
Qc8h6s5h3s KsJcTd6d3h Ks9s8h8d5c KsTs9s4h2h 
KdTh8d7c3s Jd9s9d8d6c KhTd9s7h2c Th7h5s4s4d 
JhJd7d4h2c Tc8c7d6d2h 8s7c5h4h3c Jh9c5s3s3h 
AcJs7c4c3h QcTd9c5s3c KsTs7s7c4d 9h6s5d4s3d 
Jc9s9d8c6c 8s8d7d4c3c Kc8s6d6c3s TsTd4d3s3h 
Ac6d4c2s2d KhJc9d7c2d Js9s9c6c2h KhQcJc5s5d 
Jc8h7h6s3c Qs6h5h4h3s KdQs6d4h3c KcJd7s6h4d 
Js9d8d7d5c Ks9c5s4c2h Jh9h8h7s7h AhQh7h6c4h 
TsTh9h3c2c Jd8c5c4d3s AsQd9d7c4h AsKcTd5c2c 
Ts9c8d2s2c Tc9h6h6d2c Ah9h7s7h4d Jd9h7d5c2h 
KcQc5c4s3d Jh9d8c6c3d JsTd5s4h3c ThTd8h5s5c 
Ah6d4h2s2d 9s8s7c6h6d AsQs7s6d4s Ks8c6s5d4s 
Qd8h8d7h4d KdJhJd3s2c Tc8d7s6c2d Ac9s8c7h2c 
QdTd9c7d5d JhJd3h3d2h QdJc8c4d3d Td9s7c3s3d 
Ts9c5h4s3h 9c8h7s7d6d KcQd5s5d2s Kh8c6s4s3h 
KcJh5s5d4c Kh9h9c4c3d 9h9c6s6h3d AsKhJd4h2h 
Qh8h8d6s2d AhKhJs5h2h Ks6s5h5c2c JhTh5s5d2d 
AsQh9c3h3c Ks9s8d8c5h KdTs9h9d2d 8d8c7c4s3d 
Kd8h7d7c3h AdKs8c2s2c QsJd7s7h6s 8d8c7s6h4c 
KsJhTd6d3c JsTd7s7c2d Kh9s9c8d5h JsJc7s5c2c 
Ks8h6s6h3c Ts8d7s5h3d Kd8s7d5c2c AcQs8d6c3c 
KdTs9c7h2d Ks6s5d5c2d AdQcTc6h2s JsJc9c8d2h 
AsJhTc4h2d QsJc8s4h2h JhTs5c4h3d KhQc4d3d2h 
8s8d5d4h2h 9d9c6c5c3s JhJd9c6s3d Ad8h8c6s6h 
KdJd9c6h6d JhTh9s8c4h ThTd4s4h3s Qc9s8s8d7s 
Ts9h6h3s3d 9d8c7c6c5c AsTh4s4c3d QsTs9h9d2c 
KdQs6s3d2s Ks9c8s8h5d QhJd7h4c3c AhQd8s7h3h 
Js8d6h5s3d ThTc5c4s3s AcTc6s4s2c AsJc9d8c4c 
AdJs5c4d3d Ac8h7c4s4c QhTd9s9c5d Ah8d7h4s4h 
9d8s7s7d2c Jh8c7h5s2s QcTh9s7d4h KhJd7d6h2h 
9d7c6h4c3h QsJc6d5s3s QsTc9d7h4c AcJsJd7s3s 
AsKhQh5h2h Tc8c6d5d2s Kd8s6s4d2h Kd9c5d4c2h 
Kc9d9c8c4d Kd9s9h5d2s TdTc7h4h3d Qd9d9c5c2c 
Jc9s8s7d2d Jd9h6h6c4c Js8s7s6h5c KdQsTh2d2c 
7h6c5d4c3s Kd8c6s6d3c QhTs7h5d2s Ah9h8c6s4h 
QdQc7s2s2c QdJs8s5s4h AcKs5h4h4d JdTs7s5c3h 
Ks6s5h5d2h Th8h6c5s2s KcTh8c7s3d AsQc8h5h4d 
Qc7d6d4c3h AcQd9c3s3h AcTc5d5c4h QsJd8s4s2d 
Kc8h6c4s3h KcTs9d9c4c AcKd8c5h2c QsQcTs3s2h 
9c8d7s7h6h Ac8s7c4d4c 9s9h6s2h2c JdTh6c5d2c 
Ks7c6s5d3h AsKd9s9h3s JsJh9d6h3c QhJd7s4h3s 
Qh9c5h4s3c Ad9h9c5d2s Qs7d6d4s3c Kc8h8d6c2h 
As8s7d4s4c As9h7d6h5c Tc9h7h6s2s KsJd6h5c4d 
QdTh6h5c2c 7h6d6c5s5h QhJd7c6s5c Ac8s5c3d2d 
AsJd7d7c6d ThTc4d4c3d KdQc8c5s2s Js9d7s5h2d 
Ts8h7c6s2h KcTs9c6h2d 9s8h8d5h2s JsTc9d8d3d 
AhJh9c4h3d KdQsTd9d5d Kc8h6c5d4c KsTsTh7s3c 
QdQcJh9s2s KhKdJd8d2d KdTh6d6c5d Qd9c7s6h5h 
9h8c5c4h4d JsJh8s7s4d Kc8d6c5h4c AdJsTc4c2h 
Ts9s8c4h3h QsJc7s6s4h JsTd4d4c2s Th8s6d5h2d 
9s7s6h4d3d Tc9d7d6h2h KhQhTh9s4h 9d6s6c3s3c 
QdJh8d3s2h AcJh9c5c2s TsTd6s5s4c QdQcTc3c2h 
TsTc5s4d3d AdJdTd7h2d AhKh9s3d3c AdKhJh9h2h 
Qc9s5h4c3h Kc5s5h2s2c Kc9c7h6s2s QsTdTc9s3s 
QhTh9d8h4s Kc5h4d4c3h 9s8c7s5h2c Ah9s8c5s3c 
AsQs6s5s4h TsTc7h7d4d JdJcTd8h2d KdQh9c7s4d 
KsQsJc4s4d QsQd9c8h4h JsJc9s8h2d Ks9h5c3s3c 
Kd9s9c4s4d KdJs8d6d6c KhTs9h9d4h Jh8d7c6c3h 
KdQc7s6h4s KcTsTc6d2h Js9h9c8s6s QdJc6s5d3d 
QcTh7s7d5c AsTd8c6s2s KhTh6h5h4c TsTc9d5c4h 
Jd9h9c4h3c JcTd9c7c4c Td9c8h2d2c KhJsJd4s3c 
Ts9h8s6d6c QhTh4c3d3c QhTsTc4d4c AsJc7s4s3d 
KhTh8h8c6h 9d7s6s5h4c AdTd8d4c2h AhKh9h5d3h 
Qc9d5c4s4d Ac9h9c8c2d AcQh8d5s4s AsJd7c4s3s 
JcTh9h5h3s AhJs7d4h3h Ad9d8d7h7d 9c6s5s4d4c 
Qc9h9c6h2h 9c8s8d6c2s 8s6s6h5d5c KdJd7d6c5d 
KsJcTs5d2s Ac7c6s4d4c 9c8s8c7d6c AcJsJd8s2h 
QdJd7s5c2c As8s7d3h2d KsJh8c7h4d KhJh5h5c3c 
Kd7s7c4s3d Qd8s6d6c3s Ks7c5s3d3c Kd8s5d4h3h 
Qs6h6d5s5c Qs9d8s5s5d AsKhTd5h2h KdQdJd5s3d 
KcQc5c4d3s AcKdJh4d2d QhTs5s3d2h QcTs9d6h3d 
9s7h6d4h3d AcJcTc7h2c JcTh9d6s4s 9s8h8c6h2s 
8d7d7c5s5h QcJdTs7s3h QhQcJh7h4h QcTh9s5d4h 
9d6c5s4c3s QcTs7h4h3s 9c8h7c6s6d 9h8c7h6s6d 
Tc7d5c4d3c Tc8s8h7d6d AdTs9c8s3s Ac9s7c6c2s 
QhQd8h6c3h QdJsTs5c2s AcKsTh8h2h 8s8c6d4s4h 
KhTd8c6s4d KdQcTs2h2d 9d8d7d6d5h Kh7s6d6c5h 
9s9d8s7s3d 9d7d5s4s4h Ts8c6s4h3h 9h9d6s6h3c 
Js9c8c7c5d KsQs9c6s6h 8h6s5h4s2h 8s8c7d6h4s 
Ah7d6c3h2d AhJs5d4h3h AhJsJh8h3h QsJs7c5d2d 
AsTd7h6h4c KdQc9h6d4d Jd8h6c5c2d Qh9s8c7h2s 
KhQcJc5c2d KsJsTh7s2c 9s9d7c6d4h JsTd4s4h2d 
AhKh9d7h2c KdJs6d5d5c ThTd9d3c2c QhTd9c8c4c 
QhJhJc8d2s Qc8s8h5s3c JhJd7s6d4d KdQs8c5c2s 
QcTc9c6h6c QdTsTh4h4c Qh7h6c4c3d Ah9c7d6c5s 
Jh9s9h8c5h QdTc7s4s3c KsTc8c7c5h QcJc9c6c5h 
Jc9h8h8c2c KcJh5c3s2s QcTd9h9c3c KhJh4s3c2s 
QhTc9d8c2s Qc8h8d7h4d JdTs6s5h2h 9c7c5d4s4d 
Ac8s7h7d2c QsJd8c7h5c QcJcTh7s3c Qs7h6d4s4d 
KdTd8h8d6d Ad9h9c6c4h QcTd9s9h4c KcQsJs5s2h 
KdTs9h7d2c Tc9h5d4h3c Kd8c7d5c3d QdTs5s3c2d 
KcTs9s8d4h 7h7d6s6h3c Jd8d5s5d4s QhTc6d5s4s 
Tc8s7h6c4c KhQd9c4h2c AcJc9c6d5c AhTc8s3h2d 
Jd9s7h6d6c QcTh7d4d3h QhTdTc9h3h AhJh9c5h4h 
QsTh5h3d2s AhJc9c6c5s Kh9s8c6d4h Kc9s6h5s3h 
Td9s8d3s3c QdJd6h6d3h KdTc9d6s2h 9h6h5c4d3d 
Kd5h5c2d2c KcJd6c3d3c KhJc9h9d3s Qd6s6c5h5d 
KhQs9d4h2d 7d7c4h3d3c 7h6s6c5h5d Jc9c8c6d3d 
KdJh8c5h4s Js9h7d4h3s AsJh5d4s3s QhQc9s5d3d 
Ah8h6d3d2c Ad7d5c4s3d KdJh4h3d2c Ad8s5d3c2c 
AsKs7h2s2h KdJd9d6s4c Tc7c5h4s3s QcJh8s6h2s 
KsTh8d6s3c Js9d6c5s2d AdJs9s6s5h Ts9h6c5h2s 
9h8s7h5d2s AsQd9h4s2c KdQd9h8c5d Kd8c6c4h2d 
Kc9h6s6d5c QhTs9c3c2s KhJd7d4d2h Qc8s7h6d4c 
QdTs7h7c5d KhJh9s6h2s AsJh9h8h4d ThTc7d6h2c 
Ts8h7h6h5d KsQh8s6s6d AhJs9h5h2d KcJh3h3c2s 
JhTs7h5h3c KhQdQc7s2h 8d7s6s4h3h Qs6s6d5c3c 
Tc9d8c4h3h KsQh6h3s2h As7s6d4s4h ThTd9h4h4c 
QsJh9d4h4d AcQhJh6h3s 9h9c6s6c3d Qd8h7s5h3d 
AsJhJc5h3h AdTd6s5c2h As9h9d6d4h AhQdTs4c2d 
KcJd6c4h2h QcTh7h6s6h QdJdTd5h5c Kd7c6d3h3c 
QsJcTc3h2d Ad6h5d4s2c AdTh9s5h4c Jd9d5s5c3c 
9c6c5h5d3d ThTc9d5h4s Ah8c6s3h2s As9d7c6d5d 
Jd9s7c4s3d KsTd9s5c4s 9d7c6h5s4s Td9s9d4s2s 
AhQdJd6d3c Ad9h5h2h2d Jc9h5d4h4d Jd9h5s4d3s 
As9h9c3s2h Qc9d8d7h5s Qh7h5c4d3c KsQs4d3s3d 
KsTd9s8s2c TdTc6s4h4c AhJs4d4c3h AhQsTd6s2c 
9s8s8d7c3d Ts9d9c5h5c AcTs9h8s3s Ts8d6s5d2h 
Kd8d7h6c2h QdTs9s9h2c 9s5d5c3s3d AdQsTh4c2s 
KcJc6c4d3d KcJd9c6s6c Jh8s6h5s2d AhTsTd3s3c 
QsQdTc5c2h Ks6c5h3s2h 9h9c6d5c3s Qh8s8d7s4d 
AsTs8d4s3c 9h7d6d5s4c JdTd7h7d5s AdKsTc4s2s 
Kh8h6h5c3c AdJh7s6s5s KsQcJd6h2s KdQdTd9d4h 
Kc8h6h4s2c 9s9c6c5c3d AcTd8d6d4s Qd9h8c7h2d 
KdTc7d6s3d Kh9s9c5s3c Qd9c6d4s3s Jc8d6h5c3d 
QhTs9h5c3h KsQhTc2s2d KhJs6h4c2c Ac8d6h3c2h 
QsTs4c3h3c QhQcTc3c2s Qs9d8d7c5h Tc9h7h4c3c 
QdJs8h6s2h KhQs7s5s4c JhTd4s4d2h Js9h6c5s2h 
8h8d5h4h3d QsTc8c5d4c JhThTd6s3h Ad8s7d4h4d 
Ac9h7d6h5s QsQdJd8c3d AdQc9s9c5c KcJc8d6d3c 
QcJh8s6h4d AdJhJd8d2d KsJs5s5h3h KhKc7s5s2d 
8c7h7c5s5d JsJd9c7d3h KhJd9h5s4h QsTs9h7s4d 
9s9c7h6s2h Ac7c5h4c2h Qc7d7c6s3d Qh9c6h4d3d 
AcKh7h6d3h KsKd9h4h3c QdTd9d6c4d AhQc6h2h2c 
AcJs8h6s4d Js8d7h6h3s Jc9d7c5h2d Qc9h8s6s5s 
Ac9d6s3s2c AsQh8d7d4c Js9s9h7d2h Ac4s4c3s2s 
Th8d7h5s3d AdQd8s6d4d Jc9s9c8c6d KhQsTc2h2d 
Ks7h5s3h3d JhJd9s7h3c AdKsJh4s2s Qc9d9c8c2d 
QhQdJh6s2h AcJd8h5h4h AdTc7d4h3d Ks8s5c4c3d 
AdQc9s3s3c Jd9c8c7h2h KcTs6h4c3d 9d7h6h5d2c 
Kd7c6d5s3h Jd9h8d7h2d QdTd9d8s5d QcJd6h5c3c 
KsQs7s7d6s QcJh6s5c3c AsQs7s7h2h Js9h5d4h4d 
AhJh9s4h3c AdQd5c3h2s Td8h6c5d2c QsQh9c5d3d 
KdQd9s6d6c Qh9s9c6s5d QdJs7s6d2h AhTs7c6c4d 
QdTh8c2h2d 8h8c7d5c2h TsTc4s3h3c Ac9d8c7s2c 
Tc9h5d4d3c KdJh3h3d2s KsKh6s3c2s KsKd7h5h2c 
KcTh7h5c2c Kh8s8c7h6h 8h7s7d6c5s AsQh7s6d2c 
ThTd5d4h3d JhJd9s7d3c TsTh7s7d3c JcTs9c7d3c 
Ks9h5d3s3d KdTs9d8d4h KdJc7d5h5d AdQs8c6d3d 
Ah7s5h4h2s AsTh8h6h4d JcTc6s4d2s Jd7s6d5s3d 
9s9h6c5h3d KhJh9c8d3s AdKc7s5c2h AhJdTd2d2c 
9s9h7h6d2s Kh8d7c4d3h AcJd9d8h2s QdTd9s7c4d 
JsJh9c7h3d QhJc9s5c4c KdQcTs8h3c Ad8d7h3h3d 
Th8d6h5d2s JsTh4h4d2s Ah8s8d6s6c KdJs7h7c5s 
Ks7c6s3d3c As5c3d2s2d Ac9h8d7c3c As8h7c3s3d 
Jh8h7c6c3d AsJc9h8d3c AhKs9h9d3h Ts9c5c4s4h 
Jh8c5c4h3d Jd9h8h4d4c JcTh7d4d2c AdQd7d6c4d 
KdJd4h3c2h AcTc5s5c4d KcQs7h7c5c QhJd9c4d4c 
AhJsJd7d3d Ac6s4d3s2c AsJd8c5c4c Th8s7s6s5d 
9s9c7s6d2c QhJhTc4h2d JsTs5d5c2d 9d8d6h5c4s 
Kd8c7s7d3c Th8d7c6c5c Ah6c4s3c2h Ad6c4d2h2c 
KdTs5s4d2d KdJc8d4d3c As8c6h3s2h 7s7h6d5d5c 
KsTh9s5s4d Jd8s8c5h5d JcTh8c7s3d 8c7s5c4s3d 
AsJd9s5s2h Jh9c7d6s6h AhKsJc4s2s 8s7c6c4d3d 
Kh9d9c5d4c KsKc9d4d3h 9s9d6h5c4d Td8c7s6s5s 
Jd8s8d7s2h Qc9d9c6d2d JsTd9h5d3d KdQc9h6s4c 
KhJh8c4s2c ThTc8c5s5d Jh8s8h7s2c AsKc7s5s2d 
Jc8h8c5s2h Ac6d4h3d2c QdTh9s9c5h KdJs4h4d2h 
9c8d7d7c2s AcJc7h4s3c QdJhTc3s2d 8d6s6c5d3s 
KdJs9d5c4d QhQc8s5h2d Th9h5d4s3d 9d7h6c3d3c 
KdTs9d8d2h QsTs7d6h3c KdJd9h2h2c Jh8s8c7s6d 
Ad7d6h3s2s AcTh9s5h4d JhTh6d4s2d Ah9d9c7d6d 
QdJh8c5c4s AcQhJh6h3d QhJs6h4s2h 8d8c6s4h4d 
KhQdTh8h4h KhQhJs4h2c Jh9d6s6d4s QcTd9s8h3s 
JdTc6h5s5d Qs9c5s4d4c JsTd9d5d3c Ac7h4h2d2c 
KsQc9c4c2s KhKdKcJd7c QsJd7h6c5h ThTd6s4h4c 
Kc9h8c5c3h Qh9s9d6s5c TsTc7d6h4d Js8d7s6s5h 
JhTd6c5h2c AdKcJs4c2c Ah7c6d3h2c Jc8s7c5h2h 
AdQsQc6h3h JcTs9s8d4s QcJdTd3h2s Jc9s7h5d4c 
QcJcTc7h3d 9c7d5s4c3s 9d8s7h5s2d Qh7d5c4h3d 
Kh9c5d3h3d QhTh9h6s6h 9h8h6h5d2d Qd6c5s4c2d 
Js9c6s5d2c KhJh8s7h2s AsQh9h6c4d 8d7h5d4h3c 
Jd9h5c3d3c AhJh9d4h3c KcJsTd6h3d JhTh5s5c2c 
QdJc8s5s4h KsJd8c6d5d JcTh7s7c2h QdTc8h2d2c 
KhJh6h4c3c AdTs8h3d2c AhQh7h7d2d Td8s8h5d2s 
KhKdTs3c2c 9h7s6h5d4c Ts9s6c5d4h Tc8d7s5c3d 
As7s4s4h3h 9d8s7s7c4d Ts6h5s5d4d Td9h7d5c4s 
AcJd9h8s4s Ts8h8d5s2h KcQs8d5d2s 9c5s5d3s3c 
KdQc8h5c4s 9c6h5h4s4c Jc8h7h6c3h KhJdJc8h3s 
Tc9h6s5h2c AcQdJd5d2s KsJs8d7s4h Ks7d6c5s5h 
Jc9h7s4h3c KcQsQd7h2c Ts9c5s4c3h KsQc9c3s3c 
Ac6s4c2s2d 9d7d7c5s5h QhJhTs7d3h 9h7s7c5s5d 
Qd7d7c6c3h KdJh8d6d6c QdTc8s3s3d AsTs8d5s2h 
Ts9d8h4h4d AsTh9c5c2h AsKh8h8d4h Td9c5s4s3d 
KsJc4h2s2c TsTc9c3d2d AcQdTs4s3s Ks8s6d4d3c 
AcTs9h8h2d KsQc9s4s4c Jc8c6c5h3h QhJs8s8c5d 
AhQdTh5h2h As9h7s3h2h QhTs9c6c3d Kh6d5h5d3h 
KhJh9s6h6c AhTd8d6d4c JhTh5s5h4c JsTh7h5d3c 
Jd7h5c4d3c Qh7d6d6c3h Ac9s9h7s6s 9s9c6h5h3d 
QdQc7c3s2d Ts8d6h5s2h Js9d7d4s4c Td8d6c5c2h 
AcTc6d5h2s KdKc8d4s3d Kc9c8s5c3s Ah9c7c6h2h 
JcTd9d5d3s Th8c7d6h2c Jh7c5s4h3s Tc9s5s4h4c 
9c8c6d5h4s AcJs7c3h3d Jh9d9c2d2c KsJsTc5h2s 
Jc9s9d6c5c 9c8c6c5d2d Qc9s9h8h3s KcQd9h4h4c 
Ts9d8h5h2d KhTh6s6d2s Td9s8h5h2s KsJs9d8h3c 
9h9d7s4h3s AsTs8h6c2s 9s9c6d5d3h KsKhKcJs7c 
AdJh9s8h4h KsTh9d4h2d KsQsJd4s4h QhTd7s4d3s 
Ts8d6h5d3h JdTd6h4s2h KcTd8c7s3h AsQcJh6c3c 
JsTd7d5h3c KdTc7d5s5h JdTs9s8s3c As6d4s2d2c 
JsJc7h6d4h QdTc6c5c4s QhTh9c7s4h Tc9c8c6h2h 
9c8c7d6h2d Js8d7s6h3d AhJc6c3h2c QdThTc4s4h 
Ad6s5d4d2s KdTd5s4h4c JhTd9h8c4h AdQd7c4s3d 
Kc8d6s6c3d Qh8s8d7d4s KdQsJs5s2h QhJs9d8h2c 
As9s8d7s2h Jc9h6c5h2d Qs8h6h6d3s Ks9s9c4c3d 
As8h7s3c2c Ts9h9c6h5h Js9c8d8c3d Jd9h5d4h4d 
QsJd7s6s4c Kc8s7s4c3d JdJc8d7h4d QcTh9h3d2d 
Th8d7s6h2s 9d8s7h5d4c QhJs8h3c2s 9h9c6d5s4h 
Ks9c5h3s3h AdTd5s5d4c Tc9h9c3s2h AhJd9s8c3d 
Qd7h6c4h3d JsJdTs3c2h Jd9s7c5d4h 9d9c6c2s2d 
QhQcJh6d2h Kc9d5c4d2s QhQc7h3d2c Qs9s7c5c3s 
8h8d7d6h2s KsQsJd8h3c Th9s8s5d2d AhJhJd7h3h 
Th9s5d4s3h As8d7h3s3c AhJsTd7c2d JhTd7d5s3c 
JsTd4h4d2s Ac6h5c4d2s AsJdTc7h2c JdTh4h4c2d 
Ad8d7c3s2c Jh9s8s7c2c Ad9c7h6c5s Qs7s6h5h3s 
KsTc9s5h4s QsTs9c7s4d KcQs8h5s4d Th9d7c6d2c 
QdThTd6d3s Kc8h7h6c3c 9c7d6d5s4h KdJdTh5s2d 
Jh9d5s3s3h AhJd7h4s2c AcTc8d6h2c QsTd7d4c2s 
Kh9c5h4c2s Th9h5d4c3d 7c6h5h3d3c Kh9s9c4h4c 
Js8s8d7d2h AcQhTh7d2s 9d7c6c5d2s QcTh9h9d2s 
Jh9c7s7d6h QsQd5c4h2d AsKcJc7d2c Th9d8d6d6c 
Kc9d6d3s3c KcTc7c5h4c 8s5d5c3d3c Jc9d6h5d2c 
Ah6s5h4d2c KdQc8s2d2c KsQsTs9c4s AcKhJh7d2h 
Qd9d8h8c7d JhTc9d8h2h KhTh7h5s4h Qc9s5c4s4d 
KsQd8h5d4c KdJd9d8d6c AsQd7d5h5d Th8s6h5s2c 
Jh9h8d7h5h AhKhJh2s2h JcTs8h3s2c JsJcTc4h2c 
KsQc8h7s4d AhKc9s7s3d AdQcTs6h3h 9s8c6s4s4c 
JhJc7h5d2d AhTc4h4d3s QhTd9s6c3s QcTc9d7h4c 
JsTh9c5h3h KcQcJs8h3d QdJhTh5c2h 8h8c5s5d4h 
QhJcTs6d3d KcQc7h5s5d KsJc6s3s3c Ts9d9c5h5d 
AdQh8s7s4c AdQd6h5d4d QhQcJh8d2h AhTs8d6h2h 
KdJhTs6c3s QdTd9h8c3d KcJs3s3c2d QcJh4h2s2c 
QcTc9d8c4h KdTc9d5h4d KcTdTc7c3h KsQdJh6c2s 
JhJc7c4d2h Qc7h6d5c4s Jd9h7s7c6d Jh9d8d7c2c 
AdQc9c7s4h Ah9d9c7c6c KhQc6h2s2c Qs9s9c8s2c 
KcQs8d7h7d 9d8h7h6h5h AsTs8c5s2h Ks9s8s7h3h 
QsJd8d4s3s QhQd9c5s4s QhTh5c4c2h Kd8s7c6h5c 
9s9h7d6h4c As6d4s2h2d As9c7c6d5c KcJhJc4s3c 
Ts9h5c4s3c Qs9d8s5d3s Jd9h8h6h5c QcJcTc6c5c 
QdJd8h7h2h AdQsTh7c2s QhTc9d3d2c QcJs5s3s2c 
TsTc6d4s4h Js9d6d6c4c KhJc9h6h6d Qc9d8c7d3d 
8s8d7s6d3d KdQdJc8h3s Qh9c8h8c4c Kh9c6s5c3s 
KcJs7s4s2c QcJc6h6c3h QdTh7d5s2h KdJc7d6d2c 
Kd8h6d4s3h Ks8h7h7d4d 8h8c7s5h2s AhTc9d5c2d 
AcJs9s8h2d KcQcTc9c4h Ac9c5h4h3c Qd7d6c4c3s 
Qh9c7c6h2d AhQc8s5d4d AhQs9s7d4c KhKd9c4c3s 
9d8h7s6h2s Jc8h5s4s3c Ks9h6c5h3c Js8s8d5h2h 
Ah9d7h6h2d KhJsJd8c3h TsTd5d4h3h JcTc6s5c4c 
AdTh9s9c4h 9s9d7c6s2c JdTs5h5c4d QhJh7c5s2s 
JdJc8c7s4c QhTd9h8s4h Qd9c5h4h3d Jh8h6h5d3d 
8s8h7d6c4d QcTc8c6d6c AhTh6d5s2c AcQc7d6c4c 
QdTs9d8h3d Jh8h5h5c4c Ah8c7h4c2h Kd7h6d5s3c 
KsJs9c6s6h KdJd8c7d4s AdKd9s7d2c QdJh8d7d3h 
Tc9s8d4s4d 9d8h8d7s3h KhQs8s6d4c Tc8h8d6s5c 
AsQd7d6c4d As7d7c5s2h KsJh8d6h5h AdQcTs7c2h 
Kc8s8h7c6c AhQdTs7d2c QsQc7s3d2c 9h7d6s5c4c 
KsJd8c5h4d Tc9s8c3s3h JdThTd9d4d Jc9s8s8c3s 
Js9h8s8h3s Jc9d9c6d2s AhJs7s7d6s KcQd4h4c2h 
AsJd7s3h3c Ad8s7h3d3c AdQsJc4h2c KdTc8d6h3s 
Qs9d7c6h5h Tc9d8s4s4d AsKdQd5d2d AdTs8d4h3d 
Qh9c8h5c3h AhJs7h3d3c AhJs9c6d5c AcTd4h4c3s 
QsJc8s7s3c KdJsJd3h2c QsTsTc6s3d Kh9h7c6s3d 
QsJcTh7d3h KhKd9s4s3c Ts9d6h6d2s AsQcTd7c2h 
KhTc9s4c2s Ks9d6d5c3c QcJcTd7c3s KsJdTh6d3c 
KsTs7h3h3c JcTh7d6c3s KhQs8d5s4c AhKd7c5d2s 
QsJh5s5h2h AhQs9d4h2c KsJd7d6s2s KsQc8d5c4h 
AhQh7s6h4h QdTh9c7s4h KsTs8h4h3s 8c7h6s4h3s 
KcJs6c3s3c QsTd7s5h2d Jd9s8c6s5s 9s9c7c6h2s 
Ah7d6d3s2h 9s8h8c6s2h QhJc7h4s3s 8c7h5c4h3d 
KsQhTs7s3c Jc8c6s5d2s QdTh8h7c4h QdQc8h5c2s 
