QhJh4c3h3c 
ThTd9c7s3d AhJh9d7h2c JdTs8d7c2h Qd7h5h4d4c 
KhQcTd6d3d Tc8s6h6c3h Kh9d7c3h3d AdTc9h7s3s 
JdTh7s6s2h TsTd5d4h2s KcQdJd7h4d KdJcTc8s2h 
KhQs6c5h2d AsKd9h7d2c KcQh5h4s3d QcJdJc7s3h 
Ks7d6d3s3c JsThTc6d3c AsQh6d5c4d Qc8h7s5c3s 
7d6s5c4c2d KhQcJh8d2s Jc5s5c3s3h Qd8s8h6c5d 
Jh8s6d5h2d QcJc5h5d2d AdKsTc4c3c Jh9s9d7s5s 
9c8s7c6s2c JdTh8h7c3s 9d7d6h3s3h 9d7s5h4s4h 
AcKd6d5d2h Ah8h7h4c2c AsQhJd3c2d 8h7s7c6h3c 
Jh9d8s8d7d Ah8d7h5h3c KdKc9s7s2s AhQcJc5s2c 
9c7s5s5c4c As9h6c5s2d AdJd9d4s3h Kd9d7s5s2s 
Kd8d7s7h5c QsJh8s7h2s Qh9d8s7h3d AcTc7s5c3c 
Tc9h9d4c2d Ts9c5s5h3h Js9d9c8h6h Jd7s6c5c3s 
Ac8s6c4s3c 9d8s8d7d4s 9s8c6d5d4h QcTc7d5d2h 
AhJdJc6d4d AhJsJc4c3c Kh7c6c5c2h Kd9d8c6d3c 
Ad9d6h5s3d Kd9s7c6s5s Qc7s6c4h3h JsJhTd3c2s 
QsQd9h7s4s JdTh6s6c5h AdJd9c5d2s QdTd9h5s3d 
AdJd7s6d2s QhJcTd8c2c KsQhJc4s2s Ad8d5d4s2s 
Ad8c7s3c2d Th9s6d3s3d 8s6s6d5d2d AdQs7s6s4c 
KcJh5h3h2c Td9s8h4s3d QsQhTc3c2d Jc8d5d4h3c 
JsTdTc6h3c KcQsJc8h3d AsJh8h4c3c Ts7d5d4s3c 
Ks6s5s4c2c Th9h9d4s2s QsTc8h3s2c Td9s8s4c2d 
AsKhJc6d2h QsTh8c5d4c Jh6s5c4h3s Jh8d6s4s4h 
JsTc7h6d3s JsJc8d8c3h AdJs9s9c4h KcJc6h5s2d 
Jh8h7c5d2d Kh9d8d7s7c Qd8s8h6d3s 9c8h8c3h3c 
JsTs7h6c2c QdQcJs8d3d QsTdTc7s4s AhKdQd6d3d 
JhThTd8h3c 7s7h6c5s3d AsJc9s3h2d QsTc8h3c2s 
AhQc6h3h2c Th7d6s6h3s QdTh4h4d2s 7h7c6d5s4s 
9s9d7c4c3s QhQcJs8d3s KdQsQh7d2c KsJcTs3s2h 
AsKhJc8c3c JdTd6s5h5d Js8d8c5s2d KsQhJh7c4h 
As8c5h4s3d Kh5h5c4s2c Ks6s6c3s3c Jc9d9c6c5s 
Jd8s5s4c3d 9h8c7d6s6h Qd9d8h8c3c Kh9s5h4s3s 
QcJh8h8c2c KdQd4s3s2c Kh8c6s4h2c Jh8c5s4h3c 
Tc9s6s6c2d KsQd7d5h2h JcTsTc8c3h Kd9h8d6d2h 
KcJh7d7c2h Ts8s8c7h2c KhQd8c6s4d AdKd9c4h2s 
Ah7h6s6h2s As8h7c5c3h QhQdQcTc9d AsTc9h7d3d 
Jh9s9h5d5c KdQd5s4h4d QdTsTh7d4d As9c6d5s4s 
KsJhTd3s2s Kd9d8h8d6s AcKs9s6s6d Jh7s7h4s4h 
KcJd9d3c2c JdTh8d3h2h Ad8s7d3c2s Kd8s5d4c2s 
QhTc7h6h4h QsTs7s5c4d 9s9h8h7c3c Td9d5s5c3s 
Qc9c7c5s3s AcQc9d3s3h Jh8s7d5d4c AhQc8h4h4d 
JhTh9d4h3s Ks9d8h6h4d Kd7s6s3d3c QsTh8d7c4d 
Ac6h6d5s5h Ah8h5h4c2c QcTh8d7s4d QsQd6d3d3c 
KcTd6s3c2d KhJd7s4h2s Th8c7d6c4c Qd8d7h6h3c 
KsQcJs8h3d Qh9s9c6h5h KdJc8s8c6h QhTc7c5c4d 
KdTc6c3d2s KcTh4d2h2c AcJc9s8c3c AcQd9d8h2s 
9d7s7c3s3d QcTc9s9c2d KcQcTc5c3h QhJd9s7c4h 
9h9d7h7c4h AhJh8h4s4c KsTdTc8s3h Kd6c4s3s3d 
JdThTc6s3c Ac6s5d4s4d Kc8d5c4h2h Ac9c6d3h2d 
JsJc9s8h4s JsTsTc7d3s Ac9s8h8d5s QhJc7s5s2h 
7d6c5s4c2d QdTc7d6h2h Qh8d7h5s3s AsJcTd5h2d 
KcJd6s5s4h AsKc6d5d3h Jd9c7c5s2d KsJhTh8c2d 
8s8d7c5s4s AsJs9d3h2c Jh8s6c4s4h Td8c6h5h3c 
KsQhJh9c4h Tc8h6s4c3h Qh8s7c6h4d Js7d6d5h3h 
9s9h8h7d3d KhQd9h4h2d QsTd5d5c2s Qh9c7c4s3h 
Kh8c6h5h4s KsTh9h4c2c QsTh9s9d4s QcTd9s8s3h 
8s7d7c5h4d KcTh7c5c2h Tc9d6s6d5h Td9d5h5c3c 
TsTd9d7d4h Kd9s6s6d3d KhQc6s4s2c AcJhJd6d4d 
AdJs9d4h3d 8d6c5d4d2c Ad8h6d4h3d JdTh9h7h3c 
KsQcJs5d2s Ad8h7d3s2h JsJc7c6d4c Td9c8d5d2c 
QdTsTd5h5d Tc8d8c6c4s QdJh9c6h4s AdKdJd4c2d 
QcTd7s5h4d AcJc7s6c2s Td8c6s6d3s Jh9c7s4h3s 
9c6h5s4s4c AsTd8c5s2s AsJh6c5h5d KsTc8s3d2c 
QdTc9s7d4d Kc8h5c4d2d Ts6c5d5c4s KcQh9h4c2c 
KcJh9c7c4s 8d7h7c6c3d KcQcJd8s2h TsTc9h7d3c 
6s6c4d3s3c Qs8s7c6c2d QsQhQdTd9s KdJd8c5s3h 
Kd8h6s4h2d Jd7c6c5d3d Th9s8s7c5s Jd5d5c3h3c 
7c6h5c4h2d Jc8h7s6d5d Th8c5h4h4c AcKs8s5s3h 
8h7s6s5s4s KsQsTs8s5c JdJc7h5s4s AsAhAc3s2s 
Kd8c6c3s3d Ah8c6h4h3c KsJs8d5c3h AcJc7c6h3s 
AhQd8s6s6c AhQc9d8s3c Ks8s7s6c3c KcQhJh9s4h 
Qs9s8d8c3c JhJdTd5c2d KsQh8d4d3s AdQh9s8c2h 
AdTd8d7d3s AsQs8d4s4c JhJc8s8h3d QhQd9s7h4h 
Kd7c5s4s2d KdJs8s5h4c Td8s7c5s3c QdTc9d6d3d 
AcJd9s9d4h KhQc7d5s4s QhQcTs7d3d KcQh7s5d4d 
AdJd9s5d2h QsTd4s4d2h Qc9s8h6s5s KsQs9h9c5d 
KhTh7d6h3s KhQs9c4c2h Js8h8d5s2h Jd7h7d4h4d 
KsJs8c7h3d AcTd9d7s3d QhJd9s5c3d Jh9d6d5s2s 
KsJdTs4c2s Ac9s6h5c2d KcTd9h8s5d QhJs9d8c3h 
Ac7d6d3c2h QdQc9h5s3h Qc9h5d3h3c Jh8h7s5d2d 
KsQc8h6c4d AsQhTh3d2c AsTc9c5d2d KsQhTd5d3d 
9s9d7c4c3d QsTs7h5h2c QdQcJh6c2c KcJc8s8d3s 
KsQs6c5s5d Tc9h8h4s3s KdTd9d5h3s Jd9c7d6s6h 
Qh9d8s8c7d 8s7h7d5h5c KhQh9h9d2d JdTc6h5s4h 
AhJd9s4h2c Ad8d7d4s2s KdQc8s4s3d Ks8d5s4c2c 
AsJs8s4d4c Js8d7s5d3d KsQsJd8c2h 9d9c7h7d4d 
KcJs6h5h4d JcTc9d9c2s KsQdJh9d4d KsQd7s4d2s 
As9s7s6h2h JsJhTd4c3c Ks9s6d5h3c Ad8c7h5h4s 
TsTc5c4d2s AhTd7s6c4s 9s9c8d7d2s KsTh8d6c4c 
JhTd9s7c2h AhTs9c7c3c Td9s9c6h5h 9s7s6c5c2h 
9c7d5d4c3s Jc8s7h6d5d AhJs6h3c2c JcTh7h6c2c 
QcJsJd9c4c AdKs6s4s4h AsTc9d8h2h Jc9d7d4h3c 
KsTd8c7d4d 9d7h6s4s4d 8c7h7c3h3d Jd8h6c4h4d 
TsTd8s4d2s AhTh9h8h2s Ts8s8d7c2d 9s9c8h8d3c 
JcTs7s6c2c QcJdTc4h2c Ts7c6d4d3c 9c8h7d6c2h 
Kh7d6d5d2h AdKc8s6h2c AhTd9c7c3c Kc7s6d3d3c 
KdQc8c7s5c KdQd8d6s5d KsTd8h7d4d AsJs9s9h3s 
KdJhTc4h2s QcJd5h3h2c QcJc7s4s3s AhKs8d2h2c 
KhTc8d7c4c JsTh9s6d3s Ad8c5d4h2s Ac9s6c5d5c 
AdKs5s4c2s 7h6h5d4d2s AsJs9h3d2c JhTh9h9d2c 
AdQh9c8s2h KhQcJc9s2c Kh9s7s3h3c QsJc7s5h3d 
KsJsJc5s2d Qd9d8c7c4d KdQd6c5s2h 8s7d7c5h5d 
Td9s9h4s2h JdTs6d4s2s Ac9c7c6s2s JhTs8d2s2d 
QsQc6c3h3c Qc7d7c5c4d KsJs5c3c2c AcQs7s6s4d 
KsQdTh6h3h KdQdTd8d4s KdThTd5d3c AhKdQc6d2d 
QcJsJc6c3d 9d9c8h2h2d Td9h8h4s2d Tc8s6s4s3c 
AcTh9s7h3h Qs9s7s5c3c Ac8d7h5s4h Ah9c6c4h2c 
Kc9c6d5h3s Th7d6d5h5d AhKhJh6s3h 6d6c4s3s3d 
KcQc8s7s2s Jh9s9d6d2h QdTs9h7s3c QsQd8c5h2d 
Qc9c8s7d3d Th9c8h5h2c 9h8h7s5d2d 7d6d5h4h2c 
Td9s8s4h2d AdQc9s8h2c AdKh8s2d2c Ah7h6c3c2d 
AcJc9c7c3d JhThTc8h3d JdTd9c4d3h KdQd5h4d4c 
KcQc5d4h4c Ah9h8s7d2h AhJs9c4h2d Jd8d7h4s4h 
KdQc7s5h4h QhJh7d6h3d Qh9d6d6c4c Kc9s9d2d2c 
AsQh6c5d4c QcTd6d3d3c As7s7h6c2d As8d7s3c2d 
JhTh5c3d2c AsQd4c3s2h KdJs6h4d4c QdTd6c5d4d 
Jh8h7s5c2c 7d6s5d4c2c JdJc9c6h3s JdTs9h8h2h 
Ad6h5s4s4h KdQc4d3h2h Ah8s8h5d3h KsQd5s4c3s 
QsQh8c6d2s AdJd9c7d2h Ts8c7d5h4s QcJd8d7c3c 
7h7c6d5c4c 9h7s5h4c3c Qd9s5d5c3c Td9h7c6s4c 
Tc7h6s4s4h Ah6s4h3c2c Qc8d7c5d5c KhJh8s8h5c 
Tc9d5d4c3h QcJc8h4s2s KsTh9c8d5h AhQs5d4c3s 
Qd8d7s6s2h KhJc6d5d2c Ad9s6d3c2s QdTh9s7d4d 
QcJs9c6d4c Th9c8d4h2c KhQd7s5s2d AsQd6s4s4h 
Ac6h5h5d4d JhJc9s3h2s QsJh9d3h3d KsQc8c7c5h 
AhJs6d5s5c 8c7s5s4d3d Jc6s5d4c3s TdTc8c4d2c 
Tc9c8d4d3d AdKc8s2h2d 6h6d5s2h2d KcQcJcTc4c 
AsQdJh8c3c AhKc8s5c3c JdTdTc5d3d 7h6d5d4c3s 
Ts9h9d7h4c Ad9d7c3s3h 6s6h5s4h2c KsQs9h7d4c 
AdJc8h4h3c 9c8h8d6s5s Th9s8d4d3h AdTd6h5d3s 
QdTd7s6s2d ThTd9c8s2d AdJs7d6h3d AdTc7h6s4h 
Js9h7c4s4h Td9c5d4h3c Td9d7d6c5d 7s7h6d5h3c 
Kc5h5c4h3h AcKs8c3h3d KcJh7d6d5d KdTs9c8h5h 
9c7h5s4s4h AcTs9h7s3s KhTc9s8d5c As6h5s4s4c 
Th9s7d6c4d Ac9h8d6d5s 9s8s8c3s3c Jh9d7s7d5c 
KhJs6s6h2h KsTs5c3d2c QsQd8s8c3s Tc8s8h6d4c 
AcQd7d5s3h AdJs9h4d2c Qd9c7s6s5h AdTc7c5s5c 
9s6c5h4s4h Qd6s6d5s4d KhQd8d5c4s 9d6c5s5d4c 
AcQs7h5h4h Qs9c8d5d5c Kc8h6c5c4d Js6c5s5h3c 
9d8d8c7d4c 8d6h6c5s5d Kh8d5s4h3d AdKdJd4h2d 
Jc8h6s5c2s Ad9s6d5h5d 9s8h8d6c5c AhQd7d5s3c 
QsQd9s3s3c Th9h9d4c2c KhTh5d3s2d AhKhQh3h2s 
Ah9h6d5c3h Kd9s9c2d2c Qc9s7h6h5d QhJs7h5d3c 
JhTc7h4d2d KhQs7s5c2c AcQh7s7d5s QdJc9d8s4h 
9s9c5d5c2d Kc8d8c5s2s Kc6s5d3s2c KhQsJd4c3c 
KcQdJs4h3h JhTs7h6c3d AhKc8s2h2d KhTd9s8c5c 
Kc6c5s3h2s Td9c7c6h3s 9s7d5s4c3c Kc9s8s8c2s 
QdJs6s5h5c Td9h8d5h2h Tc8h7c6d2d 9c7s7c3s3c 
QsTs7s5h4d Kc8s6d4s2c Tc9s9h8s5d QhTs7h6d3c 
AcQs7d5d4d As9s7c6h2d JsTd6d3s3d Kd6d5s3h2s 
9s9h7d5h4h 8s8h7h5d2d KcQc6s5h5c Ad8s5c4d2h 
QhQd8s8d3d 9d9c8s6s2c QdJd9c6h3s Ts9s9c7d4h 
Ts8h6c5s3c Kd5d4s4h3h KsTd5h4c3s KhTc8h3s2c 
KcQsJh5c2c QcTh7h5h4s Qh8s7s5s3h KcQc9d7h4s 
AhTs9s7d3s Qs9s8d7d4s KsQd8c6d4h QsJsJh6s3d 
Kd9h7s6c5c JsJh6c5d4d Qd8s7h5d3h Tc9s8s7d5s 
Ks6h5d3h2s QdQcJc7s2h KhJh8c5s3d AsQs8c2s2c 
AsKs3h3d2c KsQh8h5d4c KcQc9s7s2c Ad9d6s3c2s 
8s7c6s4c2d QhJc9s5s3d KhTh8s7c2d KhJh8d8c3c 
KcJd8s5s2d Js8c6h4s4h KdJc9d5d3h 8s8c6d2d2c 
QhJh8d6c4h KhKc8s7d2d QcJd5c3d2d AcJc9d6c3s 
KhKc9h4d2h Jd8h5s4d3h Kh6s6d5c4h AdTc9s7s3s 
QhQdJd7s2c Ah7s6s4h2h KcQdTs5s3s QsJc7s6c2h 
AsKh8d6c2h 9s7d5s5d4s QcTc6s6c5h Ad8s5h4d2c 
QcJc7h7c6d Ad9d8h7s2d KcQc6d5s2h 8c7d5d4s3s 
QsQcTd7d3d KdQdTc8d3s QhJd9c5s3d AhTc9s8d2d 
8s6s5d3h3d 7d6d5h4h2s AsKh9h5h3c QhJc5s3s2h 
8d7s7d5s2h AdKc8h6c2s KsJd8h5c4h KdJs8h5h2s 
KsJcTh8d3c QhJd7h6s2d AsTd8h5s2s Kh9s8s7d7c 
AcKd6h5h3s Jd8c6h4h4d AcJc6s3s2h Jc8s7s5c3s 
QcJsJd9c3c 7c6h6c5c3h QhJs8d8c6c Tc9s8h4c2s 
9c7s6d5c2s Tc9d5d5c4d Ad6d4h3s2h Kc8c5d4s3d 
6s6d4h3h3d Ah9h6s4s3h KcTsTh8d4h KhQs3s3h2h 
AcQc7d3s3h AhKdJs8s3s KsQsJh8c2d QcJsJc7h3d 
KhJdJc9s4s ThTd9c5s3h JcTs9s7d2h QcJs9h5h3d 
Ks7h5d4d2s KhQhTh8h4d JhTd7s6c3h QcTs5s5h2c 
Qc8s7c6d3d QdJhTs8h2h Td8h8d6h3d KhTs4h4d2s 
KsJdTc5h5c AdJh6s5h5c Ad6h5h5c4c Qc8c7s6s3h 
9d7h5d4d3h 9s8d5s5d4s 9h6s5h5c4s 9h9d6h5c4h 
JdTc9c4s3c Kd8s8h5d2h 7s7c6c5h5c AcKdQd6h2d 
KdQs7s5h2h Ts9s9d5c3h AdKdQd3s2d KhTh6c4d3s 
KdKc8s7h2h KhQs5h4d3h AsQhTd4c3c KcJc5h3h2h 
AhQs7c3s3c KsQh9s3h2h QhTh9c5d3h Kc9d6d6c3c 
Qc9s8c5d2d Ac9h8s6d5h Ah9c8h5h3s Qd9d8h5h2h 
9c8c7d5d2d QsTd5c4c2d Js7s6d5d3s Th7c6d6c3h 
Kc7s6s5s2c AsKs6h3h2s KsQcJc9d2c ThTd9s7c3d 
Jh8d5d4s3h Kd6c5h4d3s QhJh9h6s5h AdJc8c4s3s 
AhKs5s4d2s AhJc7c6d4s Ts9d8s5d2d AsKh5h4d2h 
KdJc7s6h4h As6c4s3d2d Th7c6c4d3d QcTh9d9c4c 
8c7d6h6c3d Ah7s6h3d2d JhTd9s7s3s Qc7s5s4h4c 
AcJh7d5s5d KcTd8h7d4d JcTh5h3c2h QdTsTc9h2h 
QsQcJd3c2c ThTd8c4c3h KhTs8h3d2s QsJc7c5c2s 
7s6d5h4h2s KcQsJc8h2d KsTc8h7s3d Td8s8h7d3s 
KdJh7d4h2d As9d6s3c2d AsQc7h6d3c Kh8s6d5h4h 
KcQc9c8h6c KhTh7h6c2c 9s8h7d6s6c KsQc7h5d4d 
Kc9d8d7s7h QsQh7c4h2c QcTd8c3s2d JsJd8h6d4d 
KcTs7c6c3h AsTd9d8d2h KdQdTd8d5c KhJhJc7h4h 
AcQh7s5s4s AsKd8c6h2d 9s8s7c5h2h QhTd6h6d2d 
QsQd8d8c2d Js8c7s4h4c As9d6s5s5c Js8h6c4s4c 
KsTh6h3s2c Jd9c7h4d4c JcTh6d5s4d KsQd9s3d2d 
JcTc7d6d2h 9h7d5d4s4h 7c6h5s4s2c KhTc8s7s4d 
TsTc9d7h3s AhQs7d6d6c Kc8s6h5c4c Kd8s5d4h2s 
8d6h6d5h2h Jd8c7s5c3s Ac6h4c3d2d KsQc7d5d2c 
AsKs9s4c2c KhQh6d5c2s KcQsTh5h3h KcQdJd9d4h 
Jc9d8d5h2h Jc9s7s7c3s 6h6c5h4c2s KcQcTc5c3d 
Jc9h6d5c2d JsJh8d6h4h Td7d6h4c3c Js8d7h5h4c 
8s7d6s6c3d Kh8h7c6h6d KhTd9c7s3d JcTs8d5s5h 
Kc9s7c5h3d KdTs6h3d2s QhTd7c5s4d QsQh8h8d3h 
AcJd9h8s4h AdKdQd2h2d QhJs7d5d2h AdQc9h8s3c 
QsThTc7s4s Jc9h7h7d5s Kd8s6s3d3c QcJd9d3c2d 
KsQdJc5s2s 8c7s7d5d2s JdJc8h8c3s AsKd7h2h2d 
KcJd6s4h4c Ks8h5s4c2c 8s8h5h2s2h QdJh7d5c3s 
8s6s6h5d3h JsTs9d5s4s KsQcJh4d3d Td9c5h4c3h 
AcQh9d8s2h Th6d6c5c4d KsKdKc2s2c Ad8d7c6d4d 
JhTh6s5d5c KsKh8s7s2s KsQh5s4c3s Qd8h6h4h4d 
9s8d7s7c3c KsJc6d5d4h KsQh9d7d2h JcTs6s3s3c 
Qd9h8d5c2c Ts9d5h5d3h KsQh9h4s2s AcQd8s6s6h 
Ad8d8c5s3d Qh9d6d4d3h JhTc7h3h3c Ad9c8d5d3s 
Jd7h5h4s4d 6h6d5h4d2s AdJh5d5c2s QhJh9s3c2s 
AcQc8c5d5c Js9d8h8d7d AsJhJd7s2s KsQdJs8c3h 
KhQd9s7c5s AsTd7d6h6d QdJc7d6s2c Ac9c8d7s2c 
Tc8h6s6c3h Ts8d6s4h3d KcJsTd3c2c AhKd6d5d2c 
AdKd9d7d5d KhQcJs9c4c 9s9d8c6c2d AdKc8h2s2d 
AcJh9c4d3c QdQcJd8d3s KhQsJh8c3d KhJh7d5d2h 
Ks8h5s4h3d Qs9d5d3s3c QdTd9s9d2c Th9d8d7c5d 
JhJc8h8d3s AcJc9d7c2h Ah6h4d3s2d AcJsJh4c2c 
Qc9s9d4d3c QdTs8h8d5d AhTs6c5s3c 8c7s6h4s3c 
Jh9d8s5d2s Jd5h5d3s3h JcTd6s6h5d Qs9d8h5h5d 
Kd6h5c3h2d QsJc7s5d3h QdTsTc9c2c JsJc5c3h2s 
Kh8s6s3h3d KhQc8c7d3d Jd9s8h5s2h Ac8s7h3s2c 
JdJcTs3h2c AhKc8d6s2c AcKsTd6d3d KsJh9s7s4d 
KhQh6h5d5c Js7c5c4s4h AcJhJd4d3d KdJd8d7s3s 
AcTc6d5c3s Jh9d5c4c3d KdTh9s9d3d Tc9s6h5s2h 
AdKsQs6c2s AsQs8c7d3s Kc9h7c5s3d Jh9c8s8d6d 
JhJc5h3s2c Th8s6d4h3s 8c7h6d6c3d Qd9s9h8c6c 
KdJd9d7s4h Kc9d8s5d4s JsTc9s6d3s Th9s8s5h2s 
AhQh6d3s3c KhQc5c4s3d Kd9d6h5s3c As7c4s3s3c 
Td8s8d4s3h Js9d8d5h2h 9s7d6c4s4c QcJc8s4d2d 
AdKh7s2s2h Ts9c8d4d3s AcTd6s5h2c QcJh5c3h2h 
Qc8d7c5h3h Kc9h8s5h4s 9s9d7c5d4d JsJc7h5s2h 
QhTh9s9h2c JdTc8h5s5c AhJc8d8c4c QdTc8h3c2d 
QcTc7c5h4d 8h7c6s4c3h KsKc8d5d3d Ad4s4d3c2c 
9s8c7h6s6d QdTs9c8h3s JsTd8h2h2d Kh9d7s6c5c 
JhTs9s7s3d Qc9s9d4s3c QcTh9s7c4c QsTd6s5s5c 
As8h7d7c6c AcJsJd7c2c 9h8h7c6d4s QsQd9d3d3c 
9c6d5s5c4d QsQcJs8s3d Ad9h8s6c5h AsJd8c2s2h 
Th7d6h6c3c KcJh7d4c2d Ts9c7c6h3d 8s7h7d6h3s 
AsJsTs8s3s KhQcJd7c4c Jh9s8d5s2d As8c7h4d2s 
Td9h9c7c4s 9s9h7c5s4s Qd9s8c7d3s KcJdTh4d2s 
AhKc8h6s2h AcKs7h2s2h KsJsTs7s3c 9s9c7d6s2c 
Tc8s8c6s3c Td7c6h4h3c KdQc7c5h4c AdQd7d6d4s 
Jc9d8s8h6h Ac6d5h4h4d Qc7d6s4c3s QsQc9c3d3c 
Ah9d6h2s2d Kc8c6s4h3s QsJd7s4d3s JhTh9c4s4d 
QdTh8d3c2h Qh9h9c6s4d Kd9h9c6d5d Kc6s4d3d3c 
Ks8h6d4h2s QsJc8h4c3h JsTs9s7h4s Ah8s7c4d2h 
KdQs7d4s2d Jh6c5s4h4c As7c6h3s3d Ah8d7s5s3d 
JdTd9d9c3s JsJc9s6d3h Kh6h5c3d2c KdJd6s3s3h 
Jh7s5s4h4c Kd9d6s6h5c QdJd8d7h7d Jh6h5s4c3s 
QsJh8d7d2h Jd8h7h5s3s AsQd7s3h2h 9s9d8d3s3d 
JsTd9c7c3c Ts7s7h4c3c KsQcJd9c4c Th8c7c4h4c 
KdQdTd9s2d AsTd7d6d4h KsQs6d5h2c 8s7s7c5h2h 
QsJd6d5h5c 8s8d5h5c4c AsJc9s8s3s AsQhJh5d2h 
Kh9s7h5d3c AcKd6s3h2c Ah9h6c4c3h Qh8d6d4h4d 
8h7h7c5c2s Jc7d6d5s3s KdTh8c7d3s QdTh7c5h4h 
8c7s7c6d5h Kc9s8h6h4s Th9d8c7c5c Qs9h7s7d6s 
KsJs9s7c4d JhTs9s4c3s AcJd8h8d4d KsKh9s4c2s 
Ac9c7s7c3d As9s7s7h5s KhQcTc4d3c AcJh6c3d2d 
AhQh8c4h4d As9s7s7h3d KcJsJh8c4c KdQs7s5c2c 
AcKh8s5h3h Jh9d9c8s6s KsQs8s6d3d JdJc9d6s3h 
8c6h6d5s5c AhKh6d3d2h QsTc8d3c2s 8d8c6s2d2c 
8s7c6s6h3c 7h7c6s5c4c KdJc6d6c2d Qd9s8h6s5s 
KdJhJc8d4d 9s7h5c4h4c AcJc7c6s3d JsTc7s6d3h 
Jd9s9d3s3d 8h8d5c2d2c AdKcTh4h3h Ac9s9d7c4c 
QsQdJh5c2c QcJd7s5s2c AdJcTs5h2s QdJs9h5h3c 
QcTsTh8c2d AhJc9d5s3c AhTc9c8c2s 8s7s5d4d3d 
7d6d5s4h3c 8c7h6s4h3c AcJc7h7c6c Js9h7s4h3d 
9d9c8s6s2d AcQs7s5h3d QsJd8c4d3c Kc7h5s4s2c 
JcTc9c7h4c AsTd7h7c4c QsQh3s3d2c 9h7s6h4d3d 
JhTs8s7s4s AdKs8d6d2c Ac9c5d4s4h KhQdJd9s2d 
8h7s7d6h3d AcKh9d6h4h QhJc8h7h2c QcJh8c7c2h 
Ks9d7s6d2s Js9d7c4s4d QdTh6d5s5d Ts9h7c6s3d 
7d6s6h5s5c QcJs8h4s3h Kd9c8h5h4c 9d7h5s4s4h 
AsKc7h2h2c Ts9c8c5s2c Kc6s4s4c3h AdKcTs4s3s 
9s7d6d5d4h 7s7h6d5s4s QsTc9h8d3c QhTh9h5c3d 
Js8s7d4h4d AhKd6s3s2d Ac9c7s7c5c KcTc5h3s2h 
8c7s7c5s2d AcJh9s4c2d AdKs8h6s2c AhKsTc4c3c 
AhQh8c7d3h 8d7h6s6d3h KcJhTd5s5d JcTh9h9d3h 
Td9c8c4h2d KsQsTsTd4s AhKd8s2h2c KdKc5c3c2c 
AcJc5c4s4d Kd9d5s3s3h AcKdJh6s2d 9s7d5s4h3h 
Tc9s8h7h5h Js9c7h4s4c QsTc7d5c4c Ac9h8s6d5d 
KsTc4s4h2c KsJhTd5d5c Qd9s8d5c2c Tc8s7h6s4s 
8h8c7s2h2c JhJd7d6c4d Ac9s9d8c4c QsQhJh8h3c 
KcQh6c5c4c QsJc4c3s2d Kh8h7s7d5c JhTh9c4h3s 
KhJh8h5c4s Kh8h8c5s2c Qd9s9c6d5d Kh8c5c4h2s 
Js7h6h5c3c QsQd5s5c2s 9s9h8s7c3c JhJc5c3d2h 
JsTd9h8h2h Kd9d8s8d6c Kh8h7s6h4c KcQhTs6s3s 
AdQh9s8c3h AhQh9h4d2d 9s9d8c7s3c 8c6h5c4c3h 
Qd7c6h4d3h Ac9s6c3d2s AdTh9c8s2s Td8c6d4s3c 
KcJc8s4s3s KhKc5d3s2s KdTc8d3h2c JdTs5s3d2s 
AsTc7h6c4c JhTc7s5c3d Jh8s7c5c4d KcTsTc5c3h 
AhQc7s6d3c QsJs7s7d6c 9h9c6c5s4c KdQdJh5d2c 
JdTd5h3c2c KdTc6s3d2c Ac9d6d4c2d Ks8s6c4d2c 
KhQsJs7c4s Ah8c5s4h2d JsTd9c8c2c Kd8h8d5s2s 
QhJc8s4c3s Qh9c6c4h4c Tc9h7h6h4d 8d7s7c5c2s 
QsJs7s7h6c Kh9s9d4s3h AcJhTh6s6h AhQs7s5c3d 
AhQdTs6s3s KdQdTd9h2d 7h6h5s4s2c KhQdJc4h2h 
Jd8d7s5c2c Jd9s7d6h6c Kh8c6s4c2h JsTs7h6h2d 
JhThTc6h3d Ah9d8s8c5d KdJd9d7h4s Qd8h7c5d3c 
Ah9h7c3c2c QcJh9s8d3c KsTd8s8h5s KcTsTh7d4d 
As7s6c3c2h QsJd7h5h2s QhTc8s7s4d KdQdTc3h2s 
KsTh8s8c5s KsQs8s6d5s KsTs8s8d5h KhJdTs8c3d 
Kc9d7d3h3c Jc9h8s8d6d AhQdJc6c3c QdTs7s6d2d 
JhJcTc5d2c KcTc9c6h5c AsJd9s4c3s JsTc9h7d2s 
QdTc8s3c2d KhKd9c6c2c Th8c7h6d2d AcQc8d4h4c 
Kc8s8c5h2h AhTs6d5s3d Td9h8h4c3c QhThTd6s2c 
AsKsQs2s2d Ac9h8c5c3d QsTc4s4c2h QdQc6c3h3c 
9h7h6s5s2d Th7c6h4c3h KcQh9c3h2h Ad9c6d3h2c 
Qs8c7c5c3s Js8c5h4h4c JdTd5h3s2h KsJhJd9c4c 
Ts7h5s4h3c JsTs7s6s6c AdKhTs4s3s AhTd6s5d3s 
KdTc6c3c2d KsQh7h5d4h KhJd7c6s4s AcQh6c4d4c 
Qh9d7h5h5d Qs8d8c6s3c Kd9h9d2s2h Ks9s8d6s3d 
QdQcTh3h2s AdJs8s8h4s Ah5d3h3c2d Ks8s6h4d2h 
AcTd9h8s2s Ac7s6s4c2c KhQdTc5s3s AsTh7c6c4c 
