8d8c6s4s2c 
QsJc7h7d5c Js7h6c4c3s Ts9d4s4d3c AsTd9d8d4d 
Jc9d8s8h5s 9d6h5d3s3h AdQd7d7c3h Jd9s8d4c3c 
Ts9h6s5s2h Tc7d5h5d3c AdJh9c8c2s AcKs9h3d2c 
AdKsQc8c3c 9c8c7c5d4s JsTs5h2h2d Qc8c7d5d2s 
Qc8c6s4h2s Tc6h5h4c3c AcTh6c4s3c AhQcJc6d2s 
JcTd5s4s4h Ts9d6s5h3c JhTs6s5d3c Jc7h6s4c3s 
KhQh9c3c2s 9d9c5c4s2d KhQh8d7h5h 9s8s7h7c3c 
Qd8s7s7h4h Th9s8c6c4c 9h9d8c6c4s JsTh3s3h2d 
Kc9d8h4h4c KhQh4s3s2s JdTc8c3d2d AhQs9h4d2c 
AcKcTd4c2c AdQcJh7h3h AcJdTh4d2d AsJs5s3d2d 
AhJc4h4d2s QcJh5d5c4c KsJh4h4d3d JsJh7c5h3h 
AhQs9d8d4d KsQs3h3d2d QsTd9c4d3h KcJc6h4d3s 
Td8h6c4d2c QsTc7c5d4c TdTc6s5c3h AdQd7d4s4h 
QcJd9s3d2s KdTd5c2h2c AdQc7c6h2h KcTs7s6d3h 
Jc8s7d5c2d KhTd7c5h3h KsJd9d6h3c Ac7h4d3c2h 
JcTh9h5s2d JsJc9d4h3s Tc9d9c6c3h 7c6s6d4s4h 
KsTc7d5s3s KdJd9d7c3s Kc8s6d5s3d QsJc9d4h3s 
Ks9h6c4s2h AsKd9c3h2s Jh9h9c7h2c Ad6s5c4d3d 
KsTs8d2d2c Jc9s7s7d2c Ad7d7c6s3d JsTc7s6h3s 
AdQs9d4h2c AsJh9d8c2c Qd8d8c7c2s JhTh9h6h4s 
Qs7c6s5d4s QsTs9d7s3c 7d6s6d5h2h QcJh6d4d2h 
JdTd9d8c3d 8h7d5c3h3d AdTh9h8h4h KhQs8h3s2d 
QsJc8d7c4h JsJhTc6d2s Jh6c5c4h4d Kc6d4h3d3c 
TsTh9d5h4h Jc7s6c4s3d AcKs9h5c2c 9h7h6h5s4c 
Tc9c8c5h2h KhJsTc7d2s QhQd7d5d3c KdTh9c6s3s 
9c8s6h5c4c Qh4h4d3d3c KcTh8c3d2d AhQcJc3c2d 
AsQc7d4h4c Qs8d5d4d3s Ts8h8c4c2h AdTd6s6d3c 
QhJs6c4d3h QsTs7h7c5s KsJh9c7c4d Kh9s9d7s5s 
QsQd8s8h8d Qd8d8c5d3c Kh9d9c6s4h KhTc9d4h3h 
KdTc9s4h4d JsJh3d2s2d 7d7c6c5h4c KcJd9d6h3s 
KdQd9h3h2h Ac8c7d6c3h QsQhJc4d2d KdTc9s5c4h 
AhTs9h6d2h QcJh5s3s2h QcJhJd5d2d Kd6h4s3h3d 
QcJs4h4c2h Qc7d5c4d3d 9s9c5c4d2s QsJd9h8c3d 
Ts6s5s5d4d KdJh9c4h2c JsTd8h7c3s AcTd9h6s6h 
Kc6s6h4h2c AcJc5s2s2c Th9c6h5s4h Th9s4h4c3c 
Kh8s8d7c6s Kh9d6d4h2c QhQd8d5d3c Jd9h9d4h2c 
Th9c7s6h3h Qc9c5d3h3d Kh8h6h6c5s QhJc9s7d3h 
Tc6h5d4d4c Td9c7h5s5c KcQsJc3c2h KcJs9d7d4h 
KcJh7s3c2h Ts8h6h4d3d Jh9s9d6d2s Qh6h6d4s3d 
8c7s7h4s3c Th9d9c8s5c KdQsTs8s4s AdQcTc7c2h 
AhJh9d8h2h AcKc9d4h3c AcTh9h5s3d QsQhTd5c2c 
KsQsJs4h4c AhQdTd7d2s QcJd7d5c2d KsTh7c6h2c 
AcJh9s7s3d Ac8h7h7d3d Qh9s9c3s3c 9h9c5h4c2s 
KhQcTs8s2d AcKd9s8h4s Ac5s4h4c2d Tc9h7s5h5d 
KcQh7h3d2c Ks8d8c7h6c 9c8d8c7d3d Tc8c7c6s6h 
9d7h7d5h2c QsTd9d7c4d QcJs9d3d2s Qd9s9c7s5h 
AhKd8s8c4c Js8h8c6c5d Jh9c8s8h5h AcJc6d4c2d 
AdJd9h8d2d QsTsTc7d3s 9s9h8d4s3h Qd8h8c6d2c 
Kd9s8c4s3d Kh8h8c6c2h Qh8h6c5d4h JsJc7s4s4h 
Kc6s5d4h4c AhKcJs6s3s TsTc6h4h4d KdTd7h3h3d 
KhJd4s3h2s AsKhQd7h2h JdTh8c7c2s 7s7h5d5c3h 
AhKd9s5h2h QsJcTh4c2c Jh9c7s5d4d QhTd7s4s2h 
Jd6c5c4s4d 7c6d5h4s3d Kh5c4h3c2d AhJd8d5s3c 
9c7h6s5s3s Th8d7s4h3s AcQsJd4d2d Ac9h7d5s5d 
QsJc9s8d4s Kd9h8d5c4s Kc9s8s7h3h 9d7h7c4h3c 
AhQh9c5h2d JdTd8h4d4c AhKc8s8d4d KhQc9d8h2s 
KhJd8s5h3c Th9c7s7c2h QsTc5d4h3s AdKhJs6s3s 
AsQd9s4c2h Jh9s7s7c2h KcJdTh8d2d QsJs9c7d3h 
Qd8s8d7s2c Jd7d6h5s4d QhJhJc8h3d JsTsTh7d2c 
7s6h6c5c4d AhJc9c8d2c KhJc5d5c4s Qh9h7h6d6c 
AsKh8h5h2d 9s9h6h5d3h 9d9c7h6s3c JhJd7d4d4c 
As7c6h6c3h KsTd9h4c2s Ts6c5s5c3h Jd8c7d6c3d 
AsKs5c3s2d 9h9c7d6s3c 7s7h5c2h2c QcJd4s4c2s 
AhTd9s6h2h Ad9h6c3s3d KdQs9d6c2h KdQc9s7h4c 
KhQsQh8c2h Kc7h5c4d3s Qd9d8h4h3c AsJc9d8c2c 
Tc9h9c6c3s KhTh9d7h2c AcQs7c4c3d Kh9d9c7s5d 
9c8c7h6c2h QcJh7d5s4d 8s6h5s5c2c QdTd7s7c4h 
KhQh8c7d4h JdTd5c2s2c QhJhJc8h3s Kd8h6c5h3c 
9d7s7h4d3s Jh8c7c6h3h AdTd9d7d2c 9h8s6h6c2c 
Jc8d5d5c2s Jd9c6s5d4h Ts6d6c5s5h 9c8s8d7h5c 
AcTd9d8d4d KdTs7c5d3d 9h9d7c6s3d KsJdTs6h2s 
QdJs5c3d2c 8h7d5s4d2h 8s7d6h6c4h KsQdJs2s2c 
JsJh9c6d4c AdQs6c4s4h JsTs8h4s4d 9d7s7c4s3c 
QsJs8c5s4s Th9c6h5s3d QhQc6h4s2d Qh9s9d7c5s 
9d6h6d5s2s Jh6d5h4d4c Kc8s7h4s2c AdQcJh7c2s 
9h8c6s6c5d Qs9h7d6c4s 7h6c5s4d3c QdJc5s3d2s 
Js6c5s4c3c Qs9s7s6s5d 9d7s6c5s2c QsQd8s5s3c 
Ac6d5s4c3c 9h9d5h4s2d KsTdTc4h4d QsQh8d6h3h 
KdQh7c4c2d AsJd8s6s3c KhTs9d4h3h QsJh4d3d2s 
Jc9c8s4s3d 9s9c6c5h3c Td8h6h4c3c Ad8s8c6s3c 
AsQsTs5h2s QcTh9c7d2s JhJc9c8d3c QdThTd8s3d 
Ts8s6d4c2d AsJd9c8d2d Jh8s5c4s2h 9s9h7h5d4h 
Jc9d5s3s3d Jd8c7c6h2d TsTh9d5s4s Qd4h4d3s3h 
AsTc9c5d3h JsTc8d7h3s KdKc9d3h2d 9c8s6c4d3d 
JsTs9s8s3h Ks8d6s6c5s AdQd7d5d3c Kh9s8d4s3h 
Qs7h6c5c2s AcTh6h4s3s AhKd5d3c2s KsTd9c4h2s 
AdQh8s3s3h AhKh6c4h2d ThTc9d5c4c ThTc7c6h2h 
AhJh8h4d2c Qs9h5s4c2h Qd6h5h3d3c Ah9s7d5d5c 
Kh8h6d4c2c 9s9h6d4s4c KsQs7s6d2d 8d6s6c4s3c 
Jc8d8c6s3s KcJh9h6s3d JcTc8d6s3c QhQc8d3d2c 
KsQsTd4s3s Kh9s7h7c5h KdQhJs7d3d 8s7h5c4h2s 
9s8h8c7c2s KsJs8c5h5d 8s6h6c5c4d Jc9c7c5h4d 
9s9c7d6h3c Qc5h5c4d3h 9h7s7h5d4c Th6h6d4d3c 
Ks9d6d4s2h 9s9d6c4h4d AcKc9s4c3d 8d7c5s5d3c 
AsJs6d4s2d QsJd9c3d2c KdKc4s3h2s AsKc9h6s2s 
AsTd9c6h6c Qh9s7h5c2s 9d6d6c5s2s Jh8c6d5d3c 
8s7c6s6c3c Ts7d6c5s4s Ts8c6c4c2s QsQc6d6c2c 
Td9c7s7c2d JsJd3c2d2c Ts8d7s6s2d Tc8c7h5c4d 
QsJcTs6d2s Qc7h6c5s4c Qd8s8c6d2c AdKc9h5d2d 
QcJd8h6d4d KdQhJd3c2d QcTh9h8h2s Ts8d5d4s2h 
Ah8c6s4h2d QcTd8d2d2c AsJs8d2h2c Ts9c7d5d3h 
AsQh6s5c2s AcKdTd3h2d AdQh7h5h4h Tc8c7c6s6d 
Td9s9c8h5s 8c7d6s3d3c QhJc8s6c4c KhTh8d2d2c 
QcJd5h4s3d QsJc8s3h3c JsJh3c2h2c Qc8h7h5c2s 
Kd7c6c3d3c Ks6h6c4h2s AhJd8d6d6c Td7s5d4s4d 
8c7h5s5c3h Th8h7h6s6c 9c6s5s4c3s QcTd6c3h2d 
Ks7d5s5h4c QhThTc8h2s TdTc9s8h3d QhTc9d7h2s 
5s5d4c3s3c Jh8s7d6s6c KdTd8c3c2h Th8h7s5c2c 
AdKd6d4s2h Js9c8s4h3h JhJd7h6h2d KhTh9d9c3h 
Jh9h5h4c3c KsJc7c5d2d AsQh9h7c4h Kd9d7c3s3c 
AcTs9s5d3h KdJd9d8d5c KsQs8d7c4s QhQc8s3c2s 
JdTs7s3c2d JsTh9c4d2h KcTd9d8s2h Kd9s8d7c4h 
Ts9s8d7s5s QcJs4c3h2h QhTc7c5s4c 9h7h5s3s3h 
KhKdKcQc5h 8c7d5s3d3c Ad6h3s3d2s KhQc9d7d5d 
Qh9s9d6h4c QcTd6s6d2s QcJh5s4d3h QcJcTc9c5c 
Kc6s6c5s2c QsJs6c3s3c Ts9c4s4c3d Ac6c5h5d4c 
Js9d8h8c5h KsJdTh7c2d Ad8h6h5s3s 8c6s5s5c3c 
JhJcTd6s2h As6s5h5c4s Td9c8c6c5c 9h8d5d4h4d 
9s9c8h8c2c 9d8c6h5d4d QhTd9d8d2c KsQd5c3d2c 
KdQh6s5h3h ThTd9d4s3c Jc9d9c7c2d AhQc9h8h2h 
Js9s9c4c2h QhQc6c4s2d 8d7h7d6c2h Th6c5h5c3d 
KhJs4s4c3c Qc8h7s6h2c KsThTc4h4d KcJd8s6h4d 
JhTsTd7h3h KdJd7h7d4c Jh9h5h4d3d KcJs9h9d5d 
KhQdJh2s2h Qh9c8s7c5c Kd9c7h7c6c Jc5s5c3s3c 
JhTd3h3d2c 9h7d6s5s3s JdTd8d5h5d KsQd6s3h2h 
QhTsTh8h2c Kc9h8s7s2h QsTd9h7s2c Ks7d6h4s3c 
Jd8d7d6h5d AdKh7c3s3h Ts9h4s4h3d Ad8c6s5c3s 
ThTd9c8s3d Jc8s5s4d2c KdTd8s2s2c Ah9h6h4d3d 
Ad8s7h7c6s AhJh8h4d2s Qc8h8c7h2d As9s8s5s5h 
Qs9s8h8c5d 9h9c7h5h4d JcTc9c6c5c 9d8d7s7c3c 
9c7h7d4c3h JsJh9d4c3h JcTh8d7s3c Td8h7d7c3h 
9d7c6d4c3d AhJs6d5s4c TsTd7d4d4c QhThTc8d3h 
AdQs6h4s2h 7c6h6c5s2h QsJh8d7h4c KdQsTh4s2c 
QhJhTc8h2h 9d7c6h5h2c AcJsJh4h2d AdKs8h8c4h 
Kh7d6s6h5h KcTd7h5c3c KsQd9h7h5h Td7s7d4s3d 
9s8h8c7h5h Qc8h8d7s6d AcQsJs6d2h 9c8d5d4d4c 
KdQs9c8c5h 8d7c6s6h4s KhQcJh3h2d AdKc9h5h4s 
Qc9s9h7s5d Th8s8d6c4d QdTc9c8c2h AdTd6s6d3h 
Jc8h7s5d4d Kc8h6d6c5c Tc9s8d8c5h Ac9s8h8d6s 
AsJs8s4c3d KhTsTd8c4c AcJd7c5c2h KcQc6h3h2d 
JdTh5c4c3s KdQh9d9c5d QsJd8s3h3d Qs8c7h7c4h 
Tc9s7d5h3s 9h8d7d5h2h Js9d7d4d3s As6d6c3d3c 
Ks8d7s6s5s QhJd6s5d3d Qs8h6d4s3d AcJc8c7c4c 
Ts7c5s4s4c 8c7d7c6c3d KcTh9h9d3h KcQcTc5s5h 
Jd9h5s3s3h QdJhTh3s2h Kc9h8s4h3c QhJsJc5c2c 
KcQd7s5h4s 9s7c5c4s4c AcKc4h3d2c Ts7h7c4s4d 
6s6d4s4d2s JcTs5c3s2c Kd9d5h4h2c Tc7d7c4d3c 
AdKd4c2s2d Ks9c7h7c3h AsJh5h4d2d Jd9c8s8h5h 
JhTs8h8c3d Jd9c8c2h2d AsTs6s4h4c AhJc9s8s2d 
Ts8h6h6c2s QhJs7d5h3c KsJd8c6h4d AhJh8h4c3d 
QcTc9s4h3c QsJhTs6s2c Jc7h5c4c3h QhJc7c6c5c 
9c6s5c3s3d QcTc9d7h2s AsQdTc3d2h Kd8h8c7s6c 
AdQdTd5h2d QsJs8s8c3c QcJh4s4c2s JcTc8s6d3c 
Jd6h6c5h3d KhJc8s5h3d Qd9c7d5h2c Jd8d8c7s5d 
AhKh5c3d2h Qh8s7h6h6d 9s8h6s6d3h JdJcTh6s2d 
Tc8d5d4h3c Kh7c6d5s4c Js7d5s5d3s Qh8c7h6h6d 
KcJc7c5d3h Th9d8c6c4c KdTc9s4h2d AsTc6c4h3h 
Ah7h7d4h3c AsQcJc6h2d AcQc8s3h3d Qc9d8s4d3c 
KsTs7c5s3d Qd9c8s8c6c KhKd8c3s3c As9h6d3s3c 
KsQs5c3h3d KdQc9s8d2h 9s9c7c5c4h Jd9d6d6c3c 
QdTs8s7s5s 8s7c5d3s3c JhJc9s5s3d QhJd7d5c2c 
Jc6c5h4h4d AcTd8c3h3c AdJc9h8s2s AdTd9s4d2h 
Ac9c8s4d2h Js8h5d4s2h Qh9c8d5c2d Jc9h6s5c4d 
KcJh9s6h6d Jd8d7c6c2s AhJd8h6h3c JdTd9c7d4d 
KsQs9c5s3h QdTh6h6c2c QcJc9h7s3d AdQc8s8d3d 
9d8h7s5c4c Qd9s7c6c5c ThTc7s6s2h AhJsJc4c2d 
Qh8s5s5d4d Jc7s6d4c3d QsJh4s4d2d Qd8h8c6d2h 
JcTd3d3c2s JhTh5d4c3h Ks9h8d4s4d QcTs9s8s2d 
QsJd5c4h3d Qh9s8d4s3h AhQd9c7d3s Kd9h8c4d4c 
Ac7c4s3d2s KhTs7c5h3h AdKs8h8c4c AdKd8d7d4d 
QdJh9s7c3d Ah7c4d3h2c Ts9h6s5c3d AdQh6s4h2s 
AcKh6h4s3h Qh8d6s4h3s Qh9h7h6h5d TdTc9d5d3h 
AcQsJs3h2s JsTh9h5h5c Ac8s8h6s3h QdTd7s7h5d 
8c7h6h4s2s Js9s9h7s2h Qh8d8c7d3h QhQd8d7d4d 
KdJs8h5c3d Ah8d6d5s3s 9c8s6h5s4s 5h5d4s4d2s 
KdTsTh8c4c KsJd9h9c5c JhTc9d4s2c AcTs9h8h2h 
JhTd7d5d5c AsQc5c4d4c QhJd7c5h3s JsJd9s8h3s 
AhJc9h3h3d Jh8c5c4s2h Qc9s7h6d4c 9c6d5d5c4d 
9c8d7h6s4d QhTc6s6h3d JcTc8d4s3h Jc8h5d4c2h 
Kh7s6h6c5h TsTd9c8h3d Tc9c8c5d2d 9s9c6d4s4h 
Jh9s6d6c5c Js8c7h5s2h 6d5s5d4h3h KsTd9d3c2c 
QdTsTh7c3s Ts8d8c2d2c AdTd6d6c3h Td9s7d7c4h 
Qc8h8c7h2s QsJh8d5c3s Kc7s7h5c2s Kd9s8c4d4c 
QcJh7s5h4h Ac5c4d3c2d As8d6s5s3c Ac8h6c4d4c 
Td8c5c4d2h AcJhJd4h2s JhTc6h4c2h KcQs8d3s3c 
KhQsJc3d3c Ah8s7h6h4h Ks9h8c7c2h Ah9h8c4d2s 
Jd5h5d3h3d AcQc8c3s2s Tc8s7s7d6s QhJc7h4d2c 
Js9s8d4d3c Jh8c7d5h2d AdQd7h4d3c KcTs9d6h3h 
KdTh7h6c3s Td9s6s4h2d 8h7s7c4s3h KhJs3s2s2h 
AhQc8s8c4c 7h6d4h4d3s 8h6s5s5h3h AsQhJc7h2d 
QdTd7s3s3c QdTs6d5d4d 9s8s8c7c3c Js7d5s5c3c 
Kd6s5c4h4d Jd8h6h5s3s QsTs7d4d2c AdQd7d5d3h 
AsTd9h5h3c Th8c7h6h2c Ts8s8d6h4s Qd8c5d5c3s 
AhQh9d5h2c AdQh9c7h3s As7s5s5h3c KdQhTs8s2c 
KdJc8h6s4c Kd9s6d5d2s Qh9h7d6s6h Ks7s6c4h2h 
QdTd9s9c4d 6s6c5h4s4d Ks7h5d4s2h QhQd3s3c2d 
Jd9c6h5s4d Jd9c6s4d3s AsKc9h3d2s KcTc9d7c2s 
QsQhTs7d2s KhTh7s5h3d AcTc8c7c2d KhTd9s9d3d 
Th8h7c6c2h AsQs6s6h5s KdJc7c5s3h QhTs4d3h2s 
Kd6c4c3h3d JcTs8c3s2c QhTs6s3c2h JcTs9s5s5d 
Qh8h6h5d4s QdJsJc5s2s QcJsJd5s2s KcTc5h2h2d 
Ts9h9d3d2s Jc8s7s5s4d AsTc8c4h4d 9c6s5c3s3h 
QhJd7c5s4s AsJs5d2s2d QcJs7h5d4h Qc7h6s5s2c 
QdJhJc7c3s Tc9h9c8c5s AcKc4d3h2c AhTd6c5s4d 
Jc8c7c6h5c AhTh8h7h2c AsTd6s4h3s Jc7h5d5c3d 
Ks9d7h7d3h Tc8h8c6d4c Qd8h7c4h4d QhJc5d3h2d 
KcTs7c4c2s KcJs9d7h3s QsJhJd7h3c JsJc7c6h2h 
QcTs6d3d2c KcQh9s7d4h KdJh7s5s4s Ah9h9d6c3h 
QdJc5h4s3c Ts8d6s4d3s Jh9d6c5s4h Qh7c6d5d2h 
KhJd6c5d3s 9d9c5h5c4s Kh8d6c5c3d KcQhTs7h3h 
8h7d6h6d2s AhKh6d4h2s AhTd9c8c2c Ad8c6s6h3d 
7s7c6c5d4c QdJc8s5h3d 9d7s7h5s2h AdQhJs7c3c 
Js7h6c4s3c QhJs7c5d4d KsJs6d4c3h KsJh6s2h2c 
9s6c5s3h3c Ks9s8d4h3d KcQsJh9h3h Qs9d7c6d2s 
Qd8c5d5c3h Jh9c6d5h3s AdTd8d7d2s 9c8c7h6s6c 
As9d4s4h2d QhJh6h5d5c AhQdJd3d2s 9s9c8d5h5d 
AdTc6d4h3d Ad7c6s5h4s Th9h9c8s4d Qd9s9d5s2d 
QsQh7d5d3c Kc9h9c5s3d 8d7c6d6c3c Td8d5c4h3c 
9c8d6s6c3d Jh7h5s5c3c QhQdTd7c2d Js8h7d6h6c 
Ks9h9c7c5c Jd7h6d4h3s QsTs7h7d4c AdQs6c5d2d 
KdJcTc3h2s 9s8s7c6s6h AdQs9h5c4h QcJc5s3s2s 
KhTc9h5s5d KhQc9s8h2d JhTs7h6c3h AdQs4d4c3d 
KcQs7s7d5s Kh7s7c5h2s Qc8d6c5s4c 8h7d6c5h3h 
Ac8h6c4s4c AcQs9c8c2c KcJh6h5s5d AhTh5s4h3d 
Qs9h5h3s3h KdJh4d3c2c 9d8h7c6s4h KdQdTh5c2d 
KdTh6h6c5s Td7c5d5c3s 9c8s8c6d4h Jh6c5h4d4c 
JhJd7s6s2h KcJc5s4d2h 9s7s6s5d3c 9h9c8h5d4s 
AdJs7d5d2h AsQdJc7d2h 9h7h6h5d3c TsTh9s7s5s 
Qh8s7h5d2d 7c6d5h4s3h QdJc7s5h4s Jh8s8h5h4c 
AdJh9h5h3s AcKs7d3s3h Tc8s8h3s3c JdTc9d3s3h 
AhTh9c4d2h 9s9c8s5h4d AsJd8c7d3h AcQd9s6h3d 
JcTd5c3c2d KsJd8d6c4h AcTh6h4d3d AhQd6c4h3h 
Js6h5s4h4d KhQcTd4c2s 9c8s6s6h5d Qc7s5c4s3s 
Jc8s7s5s4h QhTd9h5s5c AdQc4s4d3d Ac7h6h6d3d 
7c6c5h4s3c QsTd6s6c3h AhTd9s6s6c QcTs6h6c3d 
JsTsTd7h2c AcKdJs6h3h AhQs7h3d3c KhTs9c5s4d 
Kh9c7s7c6c AdTd9h5d3d AsKh9d5s2s JsTh8h5h3c 
QdJs9c3s2c Jd8d7s5s2s Ah7c6c4d3d Jc8s8d7d5h 
QsTsTh8s2d AsJs8s4d3c Qh8d7s7d4s Js9d8s4h3h 
TsTc7h6h2c JcTh5h4h4d Ts9c8h7h4d QdJh5d4s4c 
QsJdTs7h2s Ts9d7d6d2s 7c6s6c5h2s AdQd7s7d3h 
AcKh9h6h3s Th8h7s5s2h 8d7c5d5c3d KhQd7c4c2h 
9c8s7h6d4s 9s7h7d5h2d KsJh7h5d2d JsJc9d6h4d 
Kd8d6d6c5s QsJhJc7c3d Kd7s6c4d3h JcTh8d7h2s 
Ks9c6d4s2c Td9s9h8c5h QcJh6c5c4c 9s7s7c5h4d 
Th8s7c4c3h Jc9c5s4s3s 7s6s6h4h3h 9s7s7c5c2h 
QhJc7s7d5d AhJs7s3h2h Ks6d5c4s4h QsJc4h3h2s 
JdTc8s6h3d JsJhTc3c2d KsJc7s3d2c KdQd3s3h2h 
KdQcJs8h3c Td8h6h6c2d Qd6s6d5h5d KsTd7s5h3s 
QcTh9h9d2h KcJc7s6c4c 9s6h5s5h4h Qc9h7d6c2d 
Js8s8d6c2d 9h8h8d6s4c JsJd7s6c2c KsJh8d6c4h 
Jh9h7d4d3d QcTc7s4s2d Qd9d5h4h3d AsJh7s6s4s 
Ad5s4d3d2s TsTd9d5d3h AhQsJs6d2c AsKs8c4s3h 
JsJh9c6h3h AsJc8d6h4h KcQsTs4h4d Qs9s9h6s5s 
Jc9d8d2h2c Js9h6d6c5c Ah5d3h2d2c QhQc5c4c3c 
QdQc9h7s4s JcTc8d4h4c Th9s9h8d4c AdKdTc4d2d 
7d7c6c5s4c KcJs9d4c3h KsTd8s3h2h Ts8h6h4s2s 
JdTd8s4h3c 9c7s7c6d2s AdJh8h6s6h AhJc6s4s3c 
KhTs7h5d3h Jc9s8s3d3c KdJs7s5c2c QsTs8s5s4h 
JdTs9c4h2d Ah7c6d6c5c KdTs9s3c2c 8c7s7c2s2d 
Th8s7d4h3d 9d8s8h7h5h Qs9d7h6h2s KsJs5c4d2h 
Qd8c6c4s2d 7d6d6c5s2s KdQs9h9d5d Tc6c5s4s3s 
AsKd8d5d2h Qh8s7s5d3d Td8d7s5d4c AdTsTc5c3h 
Tc6d5d5c3h KhJdTh6c2h 8s6d6c4s3d 9s8d7s5d2d 
JsTc5h4h3d 9h9d7c5s4c 8s7d6s6d3d JhJd9s4h3c 
KsTsTc4h3s Kd9h8s7c5h AdJhTc5c2c Jh8d5d4d3h 
Jc9s8s2h2c KhQc9d7s4c AdKs6s4c3s Kh7s7c5h2c 
QcJsTc7h2c Jc8h8d6h5s Qs6c5h4c3h KhJd6c5s3d 
Td7c5c4d3c KhTc9c8d3s 9d8d6h4h2c KdQd9c5d3h 
Jh8s8h6d2s Jh9s7s6s6d AsTc5d5c3d Tc7h5s5h3c 
Kh7s5h4d3c Tc8h7s5h2c KhQhJh9d3h AcThTd5d3s 
AhKs7c6h2h QsJcTh3s2s Kd9c6c4d2h AdJs9c8c2h 
Kc9s9h8s2h 8s7h5s5d3h KhQs8d6h3c Kh9h8h7h7d 
Kd9h6c5d4d KcTh9d6s3s AdQc9d8d2d 8c7h7c5h2h 
KcTd7s5c3c AcJd4h4c2s AhTh4s4h2s AsThTd2d2c 
AsJs6h6d3c AsJc9c5c3d JdTc9c5h2s QcJsTd4s2s 
Kd9c7h6s6c QhJsTd4s2s Qh9s6h4s4h AcQdJs4s2s 
Jd9d9c4c2s QdQc8s3s2c Qh8h6s5c4h Kh9s6s6c2h 
AcJd8h6s4s JsTd9s6s4s Ts9h9c8d5c QcJd7h5c3s 
KsQsTs4s3c As9d8d5c2c KhTd8s7s4s JcTd9c6c4c 
AsKs9d4s3c Kd7h7d5c3s QcJhJd5c2c Js6s5d4d3d 
QsJc7d5h3s Qc9d7c5h2d Qc9d7h6c2h KcJs7c3s3c 
Ad9h8h7s4c QdTc6d3h2c KsQc9d8s2h QhJs6d5s3s 
Kd8c7d4h3h JsJd7h5s3s QdJs5h3d2h KhTc7c6s3d 
Ac7h6d4c3c KdQs6d3c2c KhQhJs7d3h QdJdTd9d5d 
AdJhTs3s2c KhTsTh4c3h Kh7d6d3h3d QhTc4s3h2c 
Jc8d8c6h2d 9d9c8h5s5h AcKd9h3s2c KsJd9c6h6d 
KhQhTh5s5d Qc9s8d7h5s JhTc8d7d2s QdJc9h7s3d 
QdTs9h7d2c KhQcTc8c4c Ks7c5d4s2c 8s7d6h4h2s 
Ad9d8d6s3h QhQcTh4h2h KhJs7c5c4c KdJd9d8h4s 
5h5c4d3h3d KdTs9h5s4c KdQd3s3c2s QhTc9d9c2c 
Qd8c5d4c3s Th8h7d5d2h Jd9s9d4s2c AsKh8h5h2c 
KsQc9h7h5h Td6d6c4c3s AsQh9c8d4c Kc8s7c4h3h 
Ad9c8c7h4s AcQc7c5c3d QsJhTs6s2d Qs8s6c5h4s 
9s8s8c7h5s AsQh7h5h3c JcTs9d4h2c Qs9h9c7d5h 
Qd8c7h4d4c JdTh8s6c3d KsJs9h7d2c QsTh8c4s4d 
9d8d7s7h3h QdJcTc3h2c 8s8h6d4d2h AcQc3s2s2c 
AdJc9s9h4s QsTs9h4d3s Ad7h6s5c4s QcTh8s7c2d 
KdTh6s6c5h QhJs7s5h2s QdJh9s3s2h QhTd8d6c2s 
KhQc9s7d4c KhKdQs7s2s Js8s8d7d3d Jd8d7h4h3c 
KcTs5h2h2c 9s8c7d5h4h JhTh8h7s3c QdTdTc8h3d 
KdJd6h4s3c AcQh9s6d3h QdTs7h4h2d QhTh6h5s5c 
KdQh6d4s4c Td7h7d5h3d Ah7h7c6d3h AdJh6c5c2h 
Ks9h5s4s4h TdTc7s5h4s KcJsTs5s5d Kd5c4s4c2d 
QcJdTs3c2c Ad9d6c4s3h AsKs5c3d2s AhQh9c5h3h 
8h7c6c3s3h Jh8h8c7s5h Ks9s9h5d3c 9s7s7d6h2d 
9s7s6s5h3c QsJd9c3c2d Jd8s5h4s2d KdQhTc7h3h 
Qd8h6d4s3h 8s6h6d4d3h Kh9h8d4c3d KsTd5s5h4s 
KdQdTd4d3h 9c7d7c6h2d AsQh8d3h3d QcJdTs5s2s 
KcTh7h6s3d KhQcJc4c2s 7d6s6c5c4h AcKc5h3c2s 
AcQc7s4d2h Kc8d7s4c3s QdTs5c4h3d JhTs8d6c3h 
KhTd9c6s3c Js7h6c4s4c KsQd8d8c5h 9h7h7d6c2d 
KcTh9s4c3c 9s7s6s5h4c Th8d7c5d2h JsTs8h6d3s 
JcTs5h4h4d Kd8h8d7h3d KcTc8h5s3d Qc8s8h7s3c 
Js6d6c5d3s 7d6d5c4h3d KcTh9d7s3d Ad8s8c6c3s 
Qd9h7c6d2h Qd9h8s5h2s Kh9d7h7c2d 8s7d5c4c2d 
QhJc6d4s3h 9s6d5s3d3c 9d8s8d7h5d AcKc5s3c2h 
JsJhTs5s2s KhTd9s5d4d Qc6d6c5h2d QsTsTd7h3s 
AdQs9h7s3c AcTs8h4c2c 9h6d5s5d2h Ks9s6c4s3c 
Qh9s8d7s5s JsTsTh7c2d 9h6d6c4d3h Kc7h6s5d4h 
AdQhJh3h2c KcJs9d5h3s Qh9s8c4s3h AsKh5h4h2d 
