Kd8s3s3d3c 
9d5c4s4d4c Ac7s7h7d3s TsThTd6h2s Qd7d3h3d3c 
8s7s7h7c3c Tc5h5d5c3d Ks8h8d8c4d Th9h4s4h4c 
Jd6s6h6c4h TsThTdTc6d 9c8c7s7h7c Qh8h6h6d6c 
8h7s7d7c3c 5c3s3d3c2h QsQdQc8c4c 9s7s7h7c2h 
Ks6h6d6c4h Td7s7d7c3d Ah4h3s3h3d Kh6d5s5d5c 
AhJc7s7d7c AsJh7h7d7c 8s6c4h4d4c 8s8h8d4h3h 
8s6d2h2d2c Qh8h3s3d3c 8d4c2s2h2c 8s4s4h4d2c 
Tc6h6d6c4c Qd7s7h7d4c 8s8h8d3h2d 9h8h7s7d7c 
QsTsTdTc3s Kd8d7s7d7c QsQhQc6s3d 6h6d6c2s2c 
KsKhKdKcQd Ac6h2s2d2c 8c5s5d5c3s Ks8s8d8c4s 
Qh6d3s3h3d Tc5s5h5d2h Kc9d3s3h3c 4h4d2s2d2c 
Jd5s5h5d2d Kh6s6h6d4h ThTdTc7h4s ThTdTc8s5c 
5s5h5d4c3c 8c7h7d7c3c 7c5d3h3d3c Ah8h2s2d2c 
8s8h8d7h2h Qc9s5s5d5c 9s9d9c3c2d Jd6c3s3d3c 
Ks9d2s2h2c 7h6s6h6c2h Td7s7h7c5d Ad6s6h6d3d 
Ad9c7s7h7c 9d4s4d4c3h Jd4s4h4d2c Jh7d4s4h4d 
Ts5s5h5c3s 9d8h6s6d6c 8c5h5d5c3d Qc7d2s2h2c 
Jd8h4s4h4d 9d3s2h2d2c 9h9d9c5d2s Qs9s9h9d2s 
KsJsJhJdJc Jd7h2h2d2c 9d6s6d6c4h 8s8h8c6d4s 
Kd9h9d9c4c 8s4s4h4c2d 6c4s2s2d2c JsTs6s6h6c 
Ts9h6s6d6c JsJhJc6c2h KsKhKdKcTs Js8c3s3h3d 
Qd5c3h3d3c 9h8d4s4d4c Ts8h4s4h4c Kc3h2s2h2d 
Td9c4s4h4c 9d7s7d7c4d Ad9s2h2d2c 9d7c2s2h2c 
Tc7c4s4d4c Qc9h9d9c3s Qs5h5d5c3s Kc9h2s2h2d 
9s9d9c5d2h Td6s6d6c2s Ks6s6h6c2c JsJhJc5c4c 
7s4s4d4c2s 7d6s6h6d2c 9c8h4h4d4c Jc8d5s5h5d 
Jd9h7s7d7c Js5s2s2h2d Qh8s8d8c7s 9c6s4h4d4c 
Js8d5h5d5c 9s8s5h5d5c KhTh2s2h2c TsTdTc8c5h 
9c5s4h4d4c 9c5h4s4h4c 9s8h8d8c5h Ks6h6d6c3c 
Js7s6s6h6c QsQdQc8s2s Jh7c2h2d2c Qs7s7h7c5d 
Td9c2s2h2c As6s2h2d2c QsJd3h3d3c 9d6s6h6c4d 
9s9d9c3h2s 8s8h8d2s2c Kh8c2h2d2c As7s2s2h2d 
QsQhQd4h3h 8h4d2s2h2d 9s9d9c6d2h Ts7s2s2d2c 
QhJc7s7h7d KdQc7s7h7c Tc9h9d9c3c 9s9h9c7d3c 
Kh6s6h6d2c Ks9h9d9c2s Kd5h4s4d4c 9h6s6h6d5h 
JsJhJdJc6s Ac6h5s5h5d 6d5h5d5c2s QsQdQc6h3s 
Ts9c5s5d5c Jc4s4h4c3c 7s7h2s2d2c 6d5c3s3h3d 
9s9h9c5h2h 7h7c3s3d3c 8h8d8c7s2h Jd7c2s2h2c 
Qc7s7d7c3d QhQdQc8c2s Kh9h4h4d4c Ac3d2s2h2c 
JsJhJd5c3h QhQdQc6h3h Qs9s9h9d3s QsQhQc6s3s 
KsKhKd8h3h 8h4s2s2h2c Qh8s8d8c7h Kh6s6h6d4c 
7h6s6d6c3d Qh7s4s4d4c Jh9s9h9c2d Tc2s2h2d2c 
QsQhQc9h3h Ad9s9h9c4c Ts3s3h3d3c Qc5s5h5d4h 
Kd7s7h7d3c 9h9d9c6c3c Ad5s5h5c4c Qs5s4s4h4c 
8s7s7h7c4s 5c4h4d4c2d Tc6h6d6c3d AdJd6h6d6c 
9s9h9d9c5s Jh4s4h4c3s 9s4h4d4c3s Qs3s3d3c2d 
6h6d6c3c2h 9c5c3s3d3c TsTdTc6h3h Qc5s5h5d3h 
Ks5c3s3h3d Qc6d4s4d4c Qd4s4h4d3s 7c4d3s3h3d 
Jd6s6h6c5c 9h9d9c7c2h Tc5h5d5c4c Js6c3s3d3c 
Kh7h7d7c3c JhTc2s2d2c Jd9d5s5h5c Js8s8h8c6s 
Tc8s2s2h2c KhQc3s3h3d TsThTd4h2c Kh5s4s4d4c 
Kh6c3s3h3d 7s7h7d4d2d JsJhJdJc9s Jc6s6d6c5h 
7h3c2h2d2c 7h7d7c2s2h AhJh2s2h2d KhQh8s8d8c 
JhJdJc8s4d Ts9s9h9c5d 9h5s3s3h3d Ad3s3h3d2c 
AhQc2s2d2c JsJhJd9d4d TsThTd4h2s KhTd2s2h2c 
7s4c3s3h3c 8s8h8d6c4d Ac7s7h7d3c 5s4s4h4d2d 
QsQhQc9s4s Ts7h7d7c2c Th5h2s2h2c QcJd6s6h6c 
8s8h8d5c3d 8s5s5h5d2h Th5s5h5c3h JsJdJc7c3h 
Td4s4h4d3s Kh7s7h7d2d JsTs2h2d2c AcJc4s4h4c 
AcQh6s6h6d Kc8s3h3d3c Ks9h5s5d5c Th7h5s5d5c 
Js8s7s7h7d Kc9s8s8h8d Ks8h8d8c7d Jh7h2s2h2d 
8s8h8c3d2d JsJhJc5d2h Tc8d6s6h6c 7s3s3h3c2s 
8s7d5h5d5c Kd5s4h4d4c Ts9h9d9c3d 9s9d9c5s3s 
7h4s4h4c3s TsThTc7h4h Qs7h7d7c3s Tc6s2s2h2d 
Qc8d5s5h5c Kc7s7d7c3s JsJhJc6h5h Jd5c2s2h2d 
Ts7h7d7c3h 5s4d2s2d2c JhJdJc9c3c JhJdJc7s4c 
Jd4s4d4c2d Qh4s2s2h2c 6h5c2h2d2c 9s9d9c5d2c 
Jd3s2s2h2c Qd8d2h2d2c Jd8s8h8c3s Qd7s7h7d6d 
Tc5h4s4d4c ThTdTc4d3s Tc8c3s3h3c 8d4s4d4c3d 
7h6s6h6d5h As4s4d4c3s Jd8c4s4d4c Th5h4s4h4d 
7d5s5h5d5c 9h8h6s6h6c 6c5c3s3h3d KsQs4h4d4c 
KcQd2s2h2c 8s8h8d8c2h QcJc8s8h8c 9s8h6s6d6c 
Ts8c4s4h4d 9c5h5d5c3d JsJhJd6d2d Jh8s8d8c3d 
Ks9s9h9d3h Qh8s8d8c6h KsQs2h2d2c Ts3s3d3c2c 
AcTd5s5h5d 9c5d3s3d3c Kc9c7s7h7c Ah5h3s3h3c 
Th3h3d3c2c As5s5h5d3s QsJs3s3h3c Td8h8d8c5d 
4s3s3d3c2d Qc9s9h9d6h Ts5s4s4h4d 8d4h4d4c3s 
JsJdJc6d2c Ks6h6d6c4d TsThTd4d4c Qs8c2s2h2d 
9h5d4s4d4c Kh6s6h6c3h Td4s4h4d4c Qd6h3h3d3c 
Ks8h8d8c6s Jd4s4d4c3c 5s5h5c4h2d Ah6h4s4h4d 
Ah8c6s6d6c Jc9d5s5h5d Th6h5s5h5c 5c4c3s3h3d 
JsJhJd9d2d 6h3d2s2d2c Js8s8h8d5c QcTh5s5d5c 
Td6h4h4d4c 8c6s6d6c2c 9h6h4s4d4c Qs7h4s4h4d 
Ah5s4s4d4c Jc9d2s2d2c Ts8s8h8d4c Kh8c3s3h3d 
AcTh2s2h2d Ts4s4h4d2s 8c5c2s2h2d Qd7s7d7c4s 
Kc8h3h3d3c 6c5h2h2d2c Qc4s4h4c2c Kd7d2s2h2c 
Ah9d3s3d3c KdQsQhQdQc Qh8h8d8c4d Jh5h5d5c3s 
JsJhJd7d5d 6s6h6c5s2d Jd6d3s3h3c Jc4s3s3h3d 
6s3h2h2d2c Qs7c2s2d2c Jh9h4s4h4c KhQs3h3d3c 
Js7s7h7d4s TsThTd8d5c JsTh7h7d7c QcTd6s6h6c 
Kd7s7h7c4h 8d6s6h6c5c QsQhQdQcJs 9d8s8h8d4c 
Ac7s7d7c2h Th9s4s4d4c Ah4s4h4c2d 9d8d7s7h7d 
QsQhQd9s2s 7s5s4s4h4d JsJhJdJcTc ThTdTc4s3s 
Qd7s7h7c4c Ts5c3h3d3c As9c4s4h4d Td6s6h6d3d 
8d7s7h7d7c Td6s6h6d3s 7s7h7d5s2c KhJd4s4h4c 
Qd8c4s4h4c 9c7s7d7c2s Jc6h5s5d5c TsThTc7c2d 
Kh8s2h2d2c Ad6s5s5h5c Js9c5h5d5c Qs7h6h6d6c 
TsTdTc6h3s Qs6h3s3h3d Jc8h2s2d2c Jh8s8h8d5h 
Ks9s2s2h2d 9h6d3s3h3c 7s6h3s3d3c Kh9h2s2h2d 
Qc6c5s5d5c Ad4s4d4c2d Kd7h2h2d2c Ac8s8d8c3c 
Qc9s2s2h2d Kc4c2s2h2d JhJdJc8s6s 5c4d3s3h3d 
Js6h2h2d2c Kc8s7s7h7d 9s3h3d3c2c 9c6s4s4h4d 
8h7s7h7d3s Jc8s8h8d6h Qh4d3s3h3d 9h9d9c4c3c 
Qs5s3s3h3c 8s8h8d6s3c Ks7s2s2h2c TsThTd6d3c 
Qd6d3s3h3d 9h9d3s3d3c KhKdKc8c2c 9s9h9c3s2h 
Kc5h3s3h3d 9h6s3h3d3c 9h8s2s2d2c 9s5d2s2h2d 
8s8d8c7h3d 6s6h6d4c3d QhJs8s8d8c 7s7d7c3h2d 
Qh4s2h2d2c ThTdTc8s4s TsTdTc6c3c Jh3s3h3d2c 
JhJdJc5d2d JhJdJc8d3s Ac6h6d6c3c QhTs4s4d4c 
Kd8s8h8c7c 9s9h9c4d2d 6h5s5d5c2s Ac8s3h3d3c 
7c6s3h3d3c Ks5h5d5c3c 7s7h7d7c4h Qh5s5h5c3h 
Qs3h3d3c2s 4s4h4d3h2c Qs8s8h8d2s Qc7s7d7c4h 
KcTsThTdTc Td8h3s3d3c Jc8c6h6d6c Ts6s6h6c2s 
8h7s7d7c4s 8s7d4s4h4c 9d5c2s2d2c KsJc5h5d5c 
Kh3s3h3c2d Jd7h7d7c2c Ts7s7h7c6s 9h6h2s2h2d 
Th7s7h7c3s AdTd5s5d5c Qd6s3h3d3c Jc9h9d9c2s 
Ah8h6s6h6c KcTc6h6d6c Jh7c3s3h3c JsJdJc6c5h 
Kh4h4d4c3h 9h5h4s4h4c Jh4s3s3d3c Ts8s3s3h3d 
8h6s6h6c5h 8h2s2h2d2c 6c5s3s3h3d QdTc4s4h4d 
5h4s4h4c2h JsJhJc8h4d 9s7s7d7c4s Jh9s6s6d6c 
Ad4s4h4c3s Js8s4s4d4c Th5h5d5c2d Qs7h7d7c3c 
Ts8h4h4d4c Jh6s6h6d3h Kc4h4d4c2h 9h9c2s2d2c 
Js8d3s3d3c Tc7s7h7d6d 8c6h6d6c2h Qh7s7h7d4h 
Kc8s8d8c4h TsThTc9d3d Qs6c5s5h5d 9c3c2h2d2c 
Jh6h6d6c2s Jc8s8d8c6c 8d5s2h2d2c 9s9h9c7c3d 
Qs8s2s2d2c JsJhJd4c3d QsTd3s3h3c 9c6h6d6c2s 
6s6h6d3d2h Ks8h8d8c4h Td9s9d9c3d 7s6s6h6d4s 
Kc9s9d9c3s 7s6s6d6c2s KsKdKc8s2s Td4s4d4c2d 
9h5c4s4h4c Ts9h2s2h2d Kh6s3h3d3c 5s4h4d4c3h 
9d8s8h8c2h JsJhJc7d6d Qd6s6d6c2s Qh9s9h9d4h 
5h5d5c3s2d 7s4s2h2d2c Kd7s7h7c4c Qd7s7h7d4h 
Js4h3s3h3d Qc8s8h8c4h Jd4s4h4d3d Ts3d2s2h2d 
8s8h8d7h4c QdJd2s2h2c 4h2s2h2d2c 8d7h3s3d3c 
Jh8h8d8c3d Ac6s6h6d3h QsQdQc8s3h Tc5s5h5d3h 
9s4s2s2h2d Jh6d3s3h3d 9d7d4h4d4c 9h8s6s6d6c 
Qd6s6d6c3d TsThTc7s2s 9s8s8d8c2h Ah9s3s3d3c 
9s6s2s2h2c Ad3h3d3c2s QsQhQc3d2c Jd5s5d5c3d 
Qs8h8d8c4c Jd3h2s2h2c QhQdQc7h2s 7h6s6h6c3d 
Td9s6s6h6c 8d7c2s2h2d Qc9s9h9d3d 7s4c2s2h2d 
KhJs3h3d3c 8s3s3h3d2h Th9s9h9d3c Qc5h4s4d4c 
Kc9s9d9c6c 8d5s5d5c4d Qc3s3h3c2d Ah8h3s3h3d 
Ts4s4h4d3c Jh8c3s3d3c Ks9h9d9c6c AsQd6h6d6c 
9h3d2s2h2d 9s9h9d4h2s KhJh6s6h6c Qd9s9h9c3s 
5s5h5d4c2h QhJh8h8d8c Kd8h8d8c2c Qc5d3s3h3d 
KcTs4s4h4d Qc4h4d4c2s Th9h7s7h7c Qc9h9d9c5c 
9d7c2s2h2d 8s8d8c5h4d 9s9h9c3s2c Kh4s4h4c2c 
9d5s5h5d4s 9c5s5d5c2s TsThTc3s3d 5c4h2s2d2c 
6c5h4s4d4c 7h6s4s4d4c Qh8h3s3h3d TsThTd6d2d 
Td5d2s2h2d Jh7h7d7c6s Ks5s5h5d4c 5d4c3h3d3c 
TsTdTc7c2h 9s6s4s4h4c Td7s7d7c2s 7c4s4h4d3d 
Ts5c2s2h2c Qs7s7d7c2h JsTd6s6h6c 9d8h8d8c4s 
7s7d7c4s3h QhJd6s6d6c Kh9s9h9c4s TsThTd7c2d 
Qc9s9h9d4d 8s8h8d4s3s AsQd4h4d4c 7c6s6d6c2h 
9d7d5s5d5c Jc6h6d6c2c KsTd4s4h4c JsJhJd7s3c 
7h3h3d3c2c Jh8h8d8c2c 9c6d2h2d2c Ts6s6d6c4s 
Qh5s5d5c3d Jh9d7s7d7c Qc7s7d7c3h 9c8s8h8c3c 
JhJdJc7d2d Jc7h7d7c6s Jc5s5d5c2h Jc8s8h8d4d 
Qs7c2s2h2d KhQc2s2d2c Ac3c2s2h2c Qd7h7d7c4d 
QhTc2s2d2c QsJc7s7h7d Ts6h4s4d4c Th8s8h8c2h 
Qd7d6s6h6d KsQs8s8h8c 8h3s3h3d3c 9c8s4h4d4c 
Qs4d3s3h3c JdTc3s3h3d 6h6d6c5d2s Td8c5s5d5c 
Kc6h6d6c2s KsTsTdTc2s Jd9d3s3h3d Ac6h2s2h2d 
Jd6h6d6c2s JsJhJd8c4c 7s6h6d6c2c KsJd4h4d4c 
Qh7s3s3h3d Js4s4d4c2d ThTdTc8d4d 6h5s5h5c2h 
Jd7d3s3d3c JcTs4h4d4c Td9d2s2h2c KsJs6s6d6c 
8h8d8c6d4s Qs9s8s8h8c Jc9h9d9c3c 9s9d9c7c2d 
Jd6h5s5d5c 7s3s3h3d2s Kc5d4s4h4c Th6s6d6c5h 
8h8d8c7d2s 9s4s4h4c2s Qd3c2s2d2c JhJdJc8s2d 
8s8h8d8c2s 7h5s5d5c4d Jc8d4s4h4c KcQh2s2d2c 
Qd9c6s6h6d Ks7d4h4d4c Ac6c2s2h2c Kd4s4h4d3d 
AdQd7s7h7d Jc7h7d7c3c JsJhJd9c3s ThTdTc6s2h 
9s7h4s4h4c Td9h6s6h6c KdJd2s2h2d As7d6h6d6c 
Ac6s6h6d3s 6s5c4s4h4d JsTs6s6h6d QhQdQc4h2h 
Qs6s6h6d2h 5c4s4d4c2h Kh7c2s2d2c Kc8h4s4d4c 
Qc7s7d7c3c 8d7h3s3h3d 9c8d5s5h5d Qs7s7d7c4d 
Qc9c5h5d5c 6c5h5d5c4c 9s9h9d7s4s 8s8d8c6d3d 
9h7s7h7d2c Qd9s9h9c3h Ts5d3s3d3c 6h6d6c5d3d 
Qd8d7s7d7c 9s9h9d3h2c 6s4c2s2d2c Js6s6h6d2h 
9h5s4s4h4c Qh9s9h9c4d Kd8s8d8c6d Jd4s4d4c2c 
9s9d9c4s3d 4s4h4d4c3c Qh6s6h6c5h Ks9h9d9c6h 
8s8d8c5s3h Kh6s2s2h2c Qh9h7s7d7c 9s9h9c5s3s 
Kd4s4d4c2d Qh9s9h9c4h 9s9h9c7c4c 7h5s5h5d2d 
9s9h9c6h2d 8h5c2s2d2c Qd4s2h2d2c Qd9h4h4d4c 
QsQdQc8s2h TsThTc8s4d 8c4s4d4c2c Ts3s3d3c2h 
Qh9h2s2h2c Kc9s9h9c3h Jc7c4s4h4d 9d5s5h5c2c 
Js3h3d3c2c 8s8h8d3s3c Ad5s5h5d2d JsTs5s5h5d 
8h5s5h5d3c Qh4h2s2h2d Ts6s6h6d6c AdJh2s2h2c 
Qs9s9d9c4d Jh6c3h3d3c 8h7h4s4d4c 9s9h9c5d3c 
Kh4s4h4d4c 7c5s5h5c2h 7s7h3h3d3c Tc6d5s5h5d 
8d6d5s5h5d Js8s3h3d3c Ts6s4h4d4c Td9d6s6h6c 
Ks8h8d8c6h Jh6s3s3h3c ThTdTc6c3s KhTsTdTc2d 
JsTd4h4d4c Qh3h2s2d2c QsTs3s3h3d 7h5s5h5c2s 
Kh4h3s3h3c KcTd4s4h4c 7h7c3s3h3d Jd7h7d7c3d 
9s9h9c5h2d Ks4c2s2h2d KcQc6s6d6c QhJd2s2d2c 
Jc4d3s3h3d Jh7s7h7c2h Jd7c3s3h3c 9h9d9c8s3d 
Td8c4s4d4c 9h8s8h8d4c Js9s9h9c3d 6s6h6d3c2d 
Tc6c5s5h5d Qc6s3h3d3c Qh9s4h4d4c 9d4h4d4c3d 
Qs4s4h4c3d Kd6c2s2d2c 6c3h2s2h2d Ks7s5h5d5c 
7d4s4d4c2d Ks7s7d7c3c 7d4h4d4c2h 5c3s3h3c2s 
7h5d3s3h3d 9s7d2s2h2d JsJhJd6c4d Jc5d4s4h4d 
KsTc7h7d7c Ts8s8h8c2c 9c5h5d5c2d 7s5h3s3h3c 
Qc9s2s2d2c JsJhJc6h5d 8h7s7h7d7c Th3s3h3c2d 
Jd9s4h4d4c Jc3s3d3c2d Kd6h3s3h3c ThTdTc4d3h 
TsTdTc7s5s Ah8c3s3h3d KdTd4s4h4d Qc8d3h3d3c 
Jc8s7s7h7d KsKhKdKcJd Jc7h2s2h2c Jc9s9h9d5c 
9c6s6h6d2c 7c6d3h3d3c 7s7h7d4h2s 6c4s4h4c3s 
8s5h3s3h3c JsJhJd6s3s Qd7h3h3d3c 7h5s5h5d4c 
Ks9s5s5h5d Ts7h7d7c3d Th6s4s4d4c AsTh6h6d6c 
Jh8c4s4h4c 8d6d3s3h3c 6c4s3h3d3c 6c4h3s3h3c 
Ks9c5s5h5d 9d6s2s2d2c 7c4s4h4d4c 9h6h2s2h2c 
QsQhQc7c2d ThTdTc5h3s 7c5c3s3h3d Jh7h7d7c3h 
4c3h2s2h2c 7d4s4d4c2c 9c6h4h4d4c QsQdQc4h3h 
8s5s5h5d2s 7h5s3s3h3d Ah4h2s2d2c Ts7d2s2h2c 
Kc8c3h3d3c QdTd5h5d5c Kh8s8h8d2d KcQh6s6h6d 
JsJhJd9d3c Jh4d3s3h3c 8h3s3d3c2h 6s6h2h2d2c 
Qd4h3s3h3d Qd9s9h9c2s 8h4s4h4c2c Jh3h3d3c2h 
Qs7s7d7c6s 8h7s7h7d2c Ks5h5d5c3h 5s5h5d5c4h 
Kd5s2s2h2c 9h4s2s2h2d Qc7c4s4h4c 7h4h4d4c3c 
Ts6s6h6d3d 7h4s4h4d3c Kh5c2s2h2d 4s3h3d3c2d 
JsJhJd6c2d Js4s4h4d3c Ks9h9d9c3s Jd8h3s3h3c 
Jc5h2s2h2d Ah6h6d6c2h QhQdQc6s3c Kd7s7h7c4s 
Tc7c6s6h6c Kd7s7h7c6h 8h3h3d3c2h Jh3s3h3d2s 
JsJhJc9d2d Td7d3h3d3c 5s5d5c4h2c Th5s5d5c2h 
QhQdQc4h3s 9h8d4s4h4c 8s8h8c4h2d 7d4s4h4d2h 
Jd8s8h8c2s 7s4s4h4c3h 9s9d9c3d2c TsThTd4h3s 
Jc4d2s2h2d JsJhJc5h4d 9s8d4s4h4c 8d3s2h2d2c 
9s6s2s2h2d 5h3s2s2d2c KcTd6s6h6c 6c4s2h2d2c 
AhTs6s6d6c Td9s9h9c2c 8c7d5s5h5c 9h6c4s4d4c 
TsThTc8s5s 9h9d9c8d2s 9s9h9c8c5c JsJdJc3c2h 
Ts7s3s3h3d QsQhQc3d2s Kd9h9d9c2h Ac6h6d6c2c 
Jh7s5h5d5c 9h6s6d6c5c Ks8s8h8c5s 9s9d9c4h2c 
JsJhJc6s2s As6h2s2h2c Qd8s8h8d4c 9d7s7d7c6d 
Ad9s9h9c7s JhJdJc5s4h Ah9s9h9d4h Jd9s5s5d5c 
6d3s3d3c2d 9c8s8h8d5c 5c3s3d3c2d Qh9h5s5h5d 
Kd6s4s4h4c Jd3h3d3c2d Kh5h2s2h2d KsKhKdKc4c 
Kh7h2s2d2c 6s6h6d3s2c Qh7s7h7d4c 9s7d3h3d3c 
Jh4c3s3h3d 5h4s4d4c3d Tc9h5s5h5d KsJh8h8d8c 
Jh7s3h3d3c Kc8s8h8d4s 7s4s3h3d3c Ah5s5d5c4s 
8c4h4d4c2s QsQhQd7h2c Tc9d5s5h5d 6s5h5d5c3c 
9s9h9c5d3s Qh8s6h6d6c 9s9h3h3d3c Kc9h5s5h5d 
Qc8s3s3h3d QhQdQc9s2c TsThTd5d5c Kh7s5h5d5c 
Kd9s9h9c4d Jd8h8d8c4s JhJdJc9d2s Qd8s8h8c3h 
8c5s5d5c2d QhQdQc7c2c Qd7s7d7c3h Kh7s5s5d5c 
7h5d3s3d3c KhQc4s4d4c Jc3h3d3c2h Th8d3h3d3c 
Qs7s7d7c3d Kd5s5h5d4c 8s8h8d4s3c Qs3s3d3c2h 
Qh7h7d7c5s Qc7h7d7c6s Ts5s5h5d5c Jd6s2s2h2c 
QsQdQc5h2s Qs7s7d7c3c 9s9h9c7d4s 9s7c4s4h4c 
9h4s4h4c3c Js8d6h6d6c Jh4s4h4d3s TsTdTc6d2s 
Qd9s4s4d4c AsThTdTc4d Js4s4d4c3h Td7s7d7c2h 
Qh9h3s3d3c 9h6h3s3h3d 8s8d8c6d2d Td7s4s4h4c 
5d4s4h4c2h 8s4s4h4c3d TsTdTc6h5h QsQhQd4s3c 
JsJhJc9s3d 9c8d2s2d2c Td9s3s3h3c Jc4c3s3h3c 
Ad9h7s7h7c 6d4c3s3h3c 7s7h7c6d3h Ks4s4h4d2c 
5s5h5d4d2c 8h7s3s3d3c ThTdTc7d2s Kh7s7h7c6h 
QsQhQd4s2c QhTc2h2d2c 7s7d7c6h3d 4d3d2s2h2c 
JsTh3h3d3c Kh5s5d5c3h Qs6s6h6d3c Th5s5d5c4h 
Qc5s5h5d2d Jh9s9h9c4d Jh7h2s2d2c Qs9d5h5d5c 
JhJdJc7h4s 7s4s4h4d3h KhQh2h2d2c TsTdTc6h2d 
Ac9c6s6h6c 9d6h3s3h3d 9d6d3h3d3c 9h6h6d6c2c 
QsQhQd3c2h QhJc5s5h5d Th9h7s7h7d 8d4s3h3d3c 
8c6c5s5h5c KsKhKdKc2s Ks9h4s4h4d 8d6c3s3h3d 
8s7h2s2h2c Tc7s7h7c3d 9s5s3s3h3d 8h8d8c5h3s 
Jc7s7h7d7c Jc6c5s5h5c 8s8d8c6s4h 9h9d9c5s2s 
TsThTc6d3s 7s6s2s2d2c 9s6s6d6c3h AcQc2s2h2c 
ThTdTc4c2s 8s8h8d8c6s 8d5h5d5c3d Jh6h5s5h5c 
KsJs5s5d5c Kh7h3s3h3d Js5c4h4d4c JsJhJd6c3s 
8s4s4h4d2d 7c5s5d5c4c JsJhJd9s3c Jh7h5h5d5c 
Td7c6s6h6d 8h6d4s4d4c Kd7c4s4h4c 8h4s4d4c2h 
9h7s7h7c3h 6h4s4h4d2s Qd4h3h3d3c Ks6s6h6c5s 
QsQdQc6s3s Ac6s6h6d2c Td9s9d9c2d KdTsThTc2h 
9h9d9c8s4c Ts3d2h2d2c Js6s6h6d3s 9s9h9d4d3d 
QdTd4s4d4c QhQdQc8h4h TsTdTc8d4d 8s8h8d8c5s 
Ad7s7h7c2s 5s5h5d5c2c Jh7s3s3d3c Ac9h9d9c2c 
Qh7d3s3h3c 8c7s2s2h2d 7s7d7c5s2s Kc4h3s3d3c 
Kh6s6d6c4s 9s8s8h8c3s Jc7d3s3d3c Tc6h3h3d3c 
Js7c5s5h5d ThTdTc7h2s 9c6s6d6c5c Jh4d3s3h3d 
8d5s5h5c4s 7h5h5d5c4h ThTdTc8h3h Qc6s6d6c4h 
9c5c2s2h2c Ts5s2h2d2c TsThTc5h4d 9s9d9c4s4h 
Td9s9d9c4h Qs6h6d6c5c Qc4s3h3d3c KsKhKdKc9h 
Jd9h4h4d4c 9h7h7d7c3s KhThTdTc2h 8h7s7d7c3d 
9s9h9c6h4h 7c6d5s5h5c Kc2s2h2d2c 5d4s4h4c2d 
Qd7s6h6d6c Js9s3h3d3c Tc8d2s2h2d 9s8h8d8c4h 
ThTdTc3d2h Jh4h4d4c3c Js5c3s3h3d AhTc2s2h2d 
Kh7s2s2h2d QhQdQc8h2s 9s9d9c5c2h TsThTd8c4h 
9h7h5s5h5d QdTc2s2h2d 9s9h9d8h5c Jd3s3d3c2s 
8s5s5d5c3s Js5s5h5d2d Qs4s4h4d3h Ts5d2h2d2c 
Tc8h8d8c3c KdJd5s5h5c Td8h8d8c4s 8h8d8c6h2h 
Td3h3d3c2s Qc4s4h4c3h Tc7d2s2h2c Qs7s7h7d6s 
9d5d2s2h2d Qh5s5d5c3s Ts9s2s2h2c 8s6s6h6c2s 
AhJc6s6d6c JhTc6s6d6c 6s6d6c4s2s 7c6s2s2h2d 
Qs9s9h9c5d Qc7s7h7c5d 9s9h9c8h5h Ts8d3s3h3d 
Kd5d3s3h3c Th6d4s4d4c TsTdTc5h2s Td6s6h6c4c 
Qc8c6s6h6d 8d6s6h6d5d JsJdJc9d3d 7h6s6h6d2c 
Qc6c4s4d4c Ks7d5s5h5c 8s8h8d7h2d Ah9s9d9c5d 
Jc8c7s7d7c 7h6h3s3d3c Qc8s8d8c4c 8s8d8c3d2h 
8c5s5h5c2h 8c3s3h3d2c KsKhKc8d2d Ks7h2s2h2c 
JsJhJdJc4h 8h3s2s2h2c Js5s5h5c2c 9d5s5h5d4c 
Td6s6h6c4h Qs9s4s4d4c 7s7h7c5c3d As9s3s3h3d 
8s8d8c6h3h Kd9s2s2d2c Tc5s5h5d3c Qc8s8h8d7c 
QsQhQc7h4h 7s7h7c4c3c 9h9d9c4h2d Js7d2s2h2d 
8s8h3h3d3c Kh8s8h8d5c Ts7s3s3d3c Qd7s2s2h2c 
Ah8s8d8c3h Ts6h6d6c3s AdJc7s7h7c Jd9s9h9c6h 
JsJhJd8d4d Js4c2s2h2d KhTh5s5d5c Ac9s9h9c4c 
Tc7c2h2d2c As6s6h6d2c Ad9c3s3h3d Th8h5s5h5c 
JsTs3s3d3c TsThTc7d3c JsJhJd3d2c Kc8s8h8c2h 
Th7s7d7c3d Ts6h3h3d3c ThTdTc8s2c Qc7s7h7c3s 
Jd6h6d6c3h Qd6d3h3d3c 8s7d3s3h3c Td6h4s4h4d 
Jc7s7h7d6s Qh6s4s4h4d 9s9d9c6d2d Ks7s7d7c3s 
Ks7h7d7c4d Kd7h6s6h6c Ts5d3s3h3c Tc6h6d6c5s 
AdQs4s4h4c Tc9s9h9d4h 9h9d9c8s3c 9h7h7d7c2d 
Td6h5s5h5c 7c4h4d4c3s Jd4c2s2h2c 8s7c2s2h2c 
Ks3d2h2d2c 9d8s8h8c4d 6s4d2s2h2d 8h5s5d5c4h 
Jd9h3s3d3c KdTsTdTc5d 8s6s6h6c3d 8c3s3h3d3c 
AhTd5s5d5c 9d8h8d8c3s Kc7s7h7d3d Jh4h4d4c2c 
