Qh9s7d5s2s 
AsTc5s3s2s AsTs4s4c2s 8d5c4d3s3h Qh7c5s3s3d 
Kd7s6d3h2c QcJh8c3d2c Ah8s8d4c2s Td9d4h3c2d 
Ac9h6h6d2s Kd8h5s3h2s KdTd3s3h2d Kc7h5s4d2h 
Js7h6c3h3d 9s6s5s3d2s Qd8d7d4s4d Ks8h7h5h2c 
Th9c6c4c2c Kc7c6d3h2s Ah9h7h4h2c Th8s6h3d2c 
9d8d7d2d2c 9h9d4s4c2d 9h8s5c3s2d Th9c7c3c2s 
Ks9s8s4h2c Kd8s5h4h3h QdJh7h4h2c JcTs7d3d2h 
Th7d4h3h2d Qh7h7d3c2c Jc4d3h3d2c Td9s4h2s2c 
QcJh6c3c2d Kd7d4c3c2d Ah7d6s6h6d Ts9h4d3h2c 
Qs8c6c4c2d 8h5d4h3s3c Kc8s7h5h2h AsQd6d3d2h 
Jd7d5d4h2c AdJs8h3s2s 9d7d4s3d2s Js7h6c4s2d 
Tc6s3h2s2c Js9h7s4s2c 9s7s5c2s2d Ts9s5s4h2s 
Ad9d4d4c2s Ac9s6s4s3h Kc4s4d3s2d Qs9d7s7c2s 
9s9d7c4s2s Qs9d7d6c2d Th6s4d4c3c 8d6d3c2d2c 
QcJh6h2s2d 7d5h4s3s2c Ac5s5d5c4s KsQd8c2s2h 
Qd8s6c4h2h Jc7s5d4d2h QsTh4d3d2c Th5s5h2d2c 
Js8h3s2h2d Qh9d8c4s4c Jd7s7c5s2s Jh8h7s4h3h 
Kh8c6h4h3h Qd9h5s5c2s Qs9s8c4s2d Tc7d5c4c2s 
AdKc7s2s2h 7c6h4d2s2h 9c7s4c3h3c KsQc8c4c2d 
Ah5s3s3d2d 9d8d5c3d2h Jc9h9d3h2h 9s8h4h3h2s 
QdJd8c3s2d 8d7c5c3h2s Kd9d8h2d2c 6c5s5h3s2s 
Th7s5c4d2c Kh7s6c5d2c Jc7d6s3d2s QdJd7d3s3h 
Ac9d6d4d3s Ks8d5d4d2h 8h5c3h2d2c 8d5d4c3s3h 
9s5h5c4h3h Qs8c6s3s3h 7c5d4d3h2s AhQd9s4s2s 
Kc8s6h4d3h Th6s6c5d2s Qc9s9d7d2d KcQc6h3c2c 
9s7c4s3s3h 8s7s4d3d2d Qh8s7s4d4c Qs7s4d3h2h 
AsQh8d3h2h 7d5s4h3c2h Jh4h4d3h2d Qc7c6d4s2h 
QsJh8s3c2s Qd9c6h4s2c QhTc4d3s2d Ks8s4h4c3d 
KdJs6s6c2s 9h7c5h3h2d 8s7s4s4c3d Ah9d8d4s2d 
As7d5h4c2d KdJd8s2h2d 9s7d6c4h2d Qc8s4d3h3c 
Ks6c5h3d2h QcTd7h4s2h Ad6h6c2s2h Jh7h5h4d2c 
Qh7h7d2h2d Ac4h3s3c2c Qc8h6c2s2d QsTc8d3d2d 
Jh7h5c4d2h 7d5s4c3h2c Kc8h5c3d2s 7s6d4s4c2h 
Qd8d5h2s2c KcQs7s4h2s 8h5h4h4d2s Ad7d4s3d2c 
QdJc6c2s2h 9s7s5s3h2c Ah8s7s4s3s Jc8s5d3h2c 
JdTs6d2h2d Qd9c6s4h2c AhJc8c3c2s Qc8d3h3d2c 
Ah6c4s4d3d KdTh6h3c2s KdJh6s6c2h KsQc7c3d2h 
Jh9d8s4d2d 9s8c6s3h2s JsJc4h3d2h 9h9c8s3d2d 
Qh9h7h4c3h Kh8c5d4c3c Tc7h6c4s2c Qh6s5h3c2h 
QsTsTdTc9h QcJd8d2h2d Th9s6d3c2d Ks8s8d3d2s 
6s6c3h3c2c Td9d4h2s2d AhTsThTc3c Js8c3s2d2c 
Ad9c6h4c3c 9h7h5h4h2s Kh8s6c4d3c Jh9h5s4h2h 
Kd7h6s5s2s Ad9h8h3s2c 9s7h5d3c2h Td6c5c4c2h 
8s7c5d3h2c QdTh4c3c2s Kc9d8d7d2d Qh9s8h2h2c 
QhTs7c4d2d KdJc7s7h2c Ad7c6s6c2h QhQd7d3d2c 
Jd9s9c3c2c 8s7h3s3h2c Js5s3s3c2c Qh9s7s4c3s 
Td7d6c4d2h 9d7d6h6c2d 9c5d5c4c3h Ac5d3h3d2h 
Kh7d4s4d2s As9d6h6d2c Ac6c5c3s2c JdTh6h3s2h 
Jd8d4s3s2d 6s5s5h3s2d Kd8s6h4c3h Tc6s6h5d2s 
AdKs8h3c2c KdJd9d3s2d 8d7s3c2s2c Td9c5h2s2c 
Qd5s5h4h3c 9d8s6h3s2c Kd9h5d3d2c 7c6s4d4c2h 
JhTd6d3c2d 9s7c6c4c2d 8c7c5s3h2c 8c7c5h3d2c 
Qd8h6d4d3d Jc6h5c3s2d Tc7h6s5d2s Qs8s7s4h3c 
Ks8d5s3c2h 6s5s5h3d2s Js8h4s3h2s Jc8h8c3d3c 
Ah9h7h2h2d Jh9h7h4s2d Qc8h6s4d2s Qh8s8d7d2d 
Qd9c5d3h2d 7d5c4s4h2s Js8h3h3d2s Kd9s5d3d2h 
KcTc3h2s2c Kh7s7h4c2h Js9d6h6c2c 8s5h4s2s2c 
Jh4d4c3h2c ThTd3d2d2c Td7s5c4s2h AhJh4h2s2h 
Ac7h4s3c2c 9d6s6h3c2h KcQh8s2d2c Kd8s6c4h3s 
Jc8h4s4d3c Ad6s4h3s2h Jh6d6c5s2d Jc6h6c3h2c 
Ad8h6c4c3c As4s3d3c2s KsJd7s2h2c QsQc7c3c2d 
Ah8s7c4d2c Jh9c6d3h2s Ts8s6s2s2d 9s8s5s4c2s 
Js9h7s6s2s 9s9h7d3s2c Qs8s6s6c3s Ts5c4s4h3d 
AdKh9c3c2s Kd8c5s4h3h Ts8h8c3c2d As9h8c3h2d 
Jh7d5s4s2c Qh8c7d6c2c Kc8d5s4h3s Ah8c7c2s2d 
Jh8s6d6c2d Td6s6c2h2d Js9h6c3d2s KhQs9c3d3c 
Th6s4d4c3d Ac9d6h4d3d 8h6c4s4d2d Kh8s5s4d3s 
Jd9s5s3s2c QcJd8h3s2d Qh8d3d2h2c 9s7s4d3s2d 
Jh8h6h4d2s Th7h4d4c3h Tc9c4d2h2c Kc7s6h3s3d 
Kd7c6d2s2h Qc7h7d4c3c Qd6c5h5c2s 9c6c5c2s2c 
AsQd9h3c2h 9d8d7h4d3d KcTh4h3s2d 9s6c3h2h2c 
9d7s6d2h2d AhQd7s3d2c Ad8h7h2s2h Tc7d6s4h2d 
9c7c6c5c2c 7c5d4h3s2d Td7s7c2h2d Td9d4d3c2h 
7d6c4s2s2h Ah4s4d2s2c 9h7h5h4h2d 8s8h7s3d2c 
Qs8c7d5h2c Th7s5c4d2h Th7c6d4s2c Jd4h3s3h2d 
JsJh6s3c2d QsJh8c3d2h QdTc3d2h2d Qs8d7s4c3s 
Qs7d5c3h3c Td7c3d3c2h Qd7s6c5c2h Th6h3s3d2s 
Ts6c5h4c2c Kh5c3s2s2c 7s6c4c3d2h Kc9s9d7h2h 
9h8s6c3d2h Ks7h6d3s2c Kc8h8d6d2d Kc8d4h3h3d 
QdJd4d2h2d QsTh8d3d2d Tc7h6d4c2c As9d4s2s2c 
QhJd7c6s2c Th6h5h4h2d Jh6h6c4s3h Qd7c6s5s2s 
9d7d5c3h2d Qd9d7s5d2d Qd9d3s3d2s ThTc7s4s2s 
Th9s6s3s2c Jc7s6h5s2s Jc8d7h4d3d AhKs9s3s2s 
Jd9s4s4h3c Qh4s3s2s2h Tc7s6c4h2c Jh6s6c5d2s 
Ks9d8s3s3c Kc6c5c3c2d Qs8d3d2s2c Jh9s7d3c2h 
Th7s6s5c2s Ac8s6s6h2s Tc9h6h4h2h KsJh4c3d2c 
KhQd6h2s2h 9c7h6s4d2s Tc8d5s2s2h 8s7d5h3c2h 
Ts7d3s3d2c 9s8c6d3h2s As9d7h6h2h KdQc8h2s2d 
Ks8h4c3h3c 8c5h4c2s2c 6c5s3h2h2d Ts9d7d3d2c 
Jh6s6h5d2h Kd8s6s6c2h Kh8s7s4d3c Qh7d4h3c2c 
Tc9d4s2h2d KhTh5h5d2h 8h7d5c3d2s 8s8d6h3c2h 
9c8h8c3c2d Kc6s4c3c2h Jh9c5c4c2c Qh8d7d5c2d 
Kd4s3h3d2c Td7h4d3d2h Ts7d4d3h2h 6d5d4d3d2h 
Ah6h3h3d2c AcQs9h3d2h Ac5s4d3d2h Qd9d6s6h2d 
Jh8h6h4s2d Jd7h4d3c2h 8h5s5d4s3s KhJs5c3c2c 
9h5d3s2s2d Js9s6s5s2s Kc7c4d3s2h JsTc6h2h2d 
Ts8h4d4c2s KcTc3d2h2c Td8c4s4c2h QsJd6d3d2h 
Qh8c7h4d3h 9s7s5s3h2d Jd7s5h4c2s ThTc3c2s2c 
Jd4d4c2s2h Kh6s5d3d2c Jd6c4d3c2d KsKdKcTd7d 
As8s4s4h3s 9c7h5h2s2h Jh8c7h3s3d Kh9h8d3h3c 
Qh7d4d3s2h Ac8h7d2s2d KcQd7d4d2h 5s5c3s3d2s 
Td7c4s4d3d Qc9d7s5h2s Jh7s5d4c2d Qc9c7h6c2c 
9d6h4s4c3h Qh8s6d4d3d Jc8c7d4c2h Ad8s7s4s2c 
Qh8h7s4c3h AcQc8c3s2c AdJc4s4c2c JsJd7d6d2d 
QhTc8d3d2d Qs9d8c4h4c QsTh3s2s2c Ts7s6c4s2h 
Qc6s6h4c2c 7s5c4d3h2c QcTc7s2h2d 9s7s4h3s2h 
Ts7c4s4h3s Ah9h8c3h2h Jh8h5d2s2h Qs8h6h4h2c 
KhQh8s4h3h Ts9c5s3d2s KcJd6d3s2h Jc9c5c4s2c 
9c8h7s4c2c Jd5c4s4h3d Kh7d5c4d2s 9d7d6s2d2c 
7h4c3s2h2c 9c8h5d3h2s Kc9c8c3h3d Ks9c7d4d3d 
9d8c6s3c2h KsJh4h3h2d Jh6s6c5d2d AdQsQhQd9d 
7h5s5d4d2d AhKc8s3d2d As5d4h3h2c TsTh8h3h2h 
Qd5h5c4c3s Ts9s4h3c2s Tc5s5d4h3s Jc8h8c3s3c 
Th9h5h4s2h JcTd6s3d2d Js9d7c4s2s Qd9c8d3h3d 
Jc6d6c3d2c Jh6d4s4c3h Kd9h7s4s4c TsTh6d3h2c 
JsTc7h3d2d KcTd4d3h2s QhJc6c2s2d Jd9h6h4c2s 
Qs9h5c4d2c AdKh9c4c2c Ac9d6s4d3d Th8s8c3d2c 
Jh6h6c3c2h Ad8c6c4h3c Ts6c3h3c2s Js8c6d4c2c 
Kh8h7h5c2h KcJs7s7h2d Kc8s4h4c2d Kd8s5c4h2s 
JdTd7d4d2d TsTd8d3d2d Qc9d4h2h2d KcQh8c4c3c 
Qd8s8h7s2s KdJs6c4c2c 8c5h4s4h3h Js8s6d3s3c 
Js5s4h4d3c QdQc8s3s2h Qc8d5c3s2h 9h6h4d3s3h 
Jd8h6s4h2h JdTh6c3h2h As8h5h4h2c Qs9s8s3d2h 
9d8d5s3d2c Kd8s6h6c2h Qs5d5c4c3h Kc8d5d4s3d 
9h7c4c3c2h TdTc7h3s2c KdJc9h3s2s Td9d4c3h2d 
Jh9d8s3d2c Qc9s9d4s2h Ts6c3c2s2c Tc7s7h4d2d 
Jd7c4d3h2c As7s7h7d5d Ks7h5c3s2s Jd7s6c3s2d 
Kc7h4s4h2s QdTc4s3s2h Ts9s5s4d2s Jc9s6h6d2h 
Ts9h7d3c2d 7c5d4h3h2h AdQh9s3s2c 8c6c3h2h2c 
Ac5d4h3h2s Jd8s8c4h2s AdQc9h3s2h 9h7h6d4h2c 
Kc5d4s4h3s Qs9h6d4d2c Ad9s5s4s3h Jc9s6c3h2d 
Kd7c5s4c2h Qc8s7d6s2s Qd9s7d4c2h Jd9c8c4s2c 
9c5h4s4d3d Ad7d4s3d2h Jd7s7h4c3c 9d7c4h4d3d 
Ts8s3c2s2c Tc9c4c3h2d 8c5s3c2s2h Qd9h7s5h2h 
Kd8c4d3d2c Kd9s8d4d2c JsJhJcTc9d QsJd8c3h2d 
Ad8c7c4c2h 9h3h3d2h2d Td7s6h5c2h Js7s4d3d2h 
Kh9c5h3s2h Ah7c4s3s3d Ts8s4s3h3d Qd9d7s3d3c 
Ac7s5d4h2s 9h7c6s4d2c KhJc4c3c2s Td9d5d2s2h 
Th7s6s6c2d Qd8h5d3c2s Ks6h6d4s2s Kd8d6d3s3c 
Th9h4h3c2d Jd8s5d2h2d JsTs4s3s2h Th6h4s3d3c 
QsQhQd6h5s Jh7s5c4d2c Ad5c3h3c2h KhTd6d3c2d 
Tc9d4s3h2h Jc8c7d4s2c Tc7d4s3h3d Qs8s8d4h3s 
Jd9c8s4c2c Th7c4s4h3h Kd7h6h3s3c Ac9h6s4h3h 
Jc9h7s3d2c JcTs7d3h2d 9c7d5s3h2h Qc7c4h3s2s 
Js4h3s3c2h Qc9c7c4s4c KhTd3h2s2h Jd6s5h4c2c 
KdTc5s5c2c Jd5h4d4c3d Qs8s7h7c2s Qs8h7d5d2d 
Qh8s8d7c2d QsTd7h4c2c 9h6h4s3h3d Jc9d8s3d2h 
9s8d6h3c2h KdJc6c4c2c 9d7h4c3s3h KcJh7s4d2d 
KcTd6d3s2d Jd9c4c3s3c Jh9c5c3s2c ThTc5d3s2h 
As9h9d3s2s 9c8c7d4h2c Jc8c6h3d3c Ad7s5c4s2s 
Qh6c3c2s2h Td8c4h2s2h Qc9s5d4d2d Qh6c5s4d2c 
QcTh4s3d2s Ks5h4d4c3c Jd9s6h4c2c 9d8s8h4h2h 
8c6s4c2d2c QcTs5d3d2d Qc9s5d4h2d AcTd6h4h2h 
JdJc4h3h2s Kd9c7c5h2c 9d5h3c2h2c Js9s5s4s2d 
Jc9d4d3s3d 7d6c4h4d2s Ks9d9c7h2h Qc9c7h7c2d 
As8d7d4d3d Kh9c4s4h2d 7c4d3h2h2d Th6c3s2h2c 
Qc8h5h3h3d AsKd7c2h2c Ks6s5s3s2c Qh9h8d4h2s 
Kh8h6h3s3c Ac7c4h3c2s Kc9h8s4c2c Ks8d7d4c3h 
Tc6h5h4h2s KcJh7s4d2s Jd8c6s6h2h Jh7h7c3c2h 
Jd9c5d4d2d Jh8c4s4h3d Jc6d5h4h2h 7c5d4s3h2d 
Qc9d9c4c2s 9s9d7c3h2d Qd9d7h7d2c AhKs7c3c2d 
QsTc4c2h2c Kh8d5d4d2c KcTc5c3c2d 9d7h4h3d2d 
8h6h6d3c2s Jc8s6h6d2h Jc8h5d2s2h 9s7d7c4d2h 
Kd8h5s4h3h AdTsThTd5h 8s6s3d2s2d As8d7h4d2d 
TdTc7h3s2d Ks5s5d4s2s QdTc6c3h2c JhJd7s3c2d 
KsQd7d4d2c Jh9c6c4d2s Jc9c6h4c2s 6h4h3h3c2c 
Jd6c5s4c2c Td8s4h2d2c As7d6h3h2d Js9d6d6c2d 
Ac8d7d4s2d Kd7h7c5s2c Jd8c7s2h2d Qd9d8d3c2s 
Tc8h4s2d2c Ks5h5c4d2c Ts7h6c5d2c QsQc7h3s2s 
Js8d4d3c2c Qc8s6d4d3d 9h8c7s4d2d 8d7d4s3s2s 
Kc8h7s4c2c 9d8d6d3h2c Js4h3s3h2c 9h5c4h3s3d 
Kh8s6c4d3s KcTh6h3d2h QcTs4h3h2d 9s9h6c3c2c 
Td9s7h3h2c Qd9d7s3h3d 6d5s3h2h2c Js7h6d3h2d 
AsQs7s5s2s Td6s3s3c2d Ts7d5h4s2s AhJh8c3h2h 
Th5s5h4h3c Qs8s6s6d2s Js7c6d3h3c Jh6s5c4s2s 
Qc8c7c4d3h As7d5d4d2h Th7s4h4d3h KsJh8s3c2s 
Qh8c5d3s2h QsJs8s7s3s 9s7s7c6s2s Ts9h6d3c2d 
Tc5d3s2d2c KhQs8d4s2s 6s5c3d2h2c 9c8d7s3h2c 
KcQd8d4h2d 8s6c4h4d2h Jd8c6c4c3h 8d7c5h3s2d 
Qs9h7h4c3h 9s9h9c8d8c Ts8d4h2h2c Tc8s4d3s3h 
Ts9d7h4d2d JsJh6h3d2c Ts9s5s3c2d KcTh4d3h2s 
Qs9d5h4h2h Ah9c7s7h7c Th9d5c3s2s Kh7c6s3s2c 
KsTs5s3s2c Ah7d4c3s3d 9h7s4c3s2c Ks4s3h3d2c 
Qc8d7c3s2s 9d8c4c3c2d Jh9c6s3d2h Js6s6d3d2s 
Ah8c6c5c2c 9d7d6h4d2c AsKh6d2d2c As9h7d6d2d 
Ts7h6c4s2s 8h7s5h3d2h AsKd7c3c2h KsJh9c3c2c 
8c7s3h2s2h Td6c5c4h2c Ad7h6h6c2s Qd7h7d2h2d 
Qh9d6c4s2d Qc7d6c3d2c QsTh4c3c2d Ah9d8d3s2c 
9d7c5c2h2c KdJs7h4s2s Ts9c5d3h2h Ks8s8c4d3s 
Ks9c4s4h2d Ks7s4d3h2c Ks9s9c4s2h 9c7s6h4d2s 
KcQs4h2h2d Qs9d6d6c2d Ad9s8h4c2c 9s8d6h3d2c 
Jh8s7s4s3d Ts9c7d4c2c Ks5s3c2h2d Ac9h8h4d2h 
Jc8d4d3s2s AdTh6s6c2h Jc8s7s4s3d Ts9s4c3h2s 
As8h6h4c3h 7c6d4h3c2s Qs8s7s4d3c Qc6s5d4s2s 
Ah7h4h3s2d 8c7s5c3h2c Td9s5c3h2h QsTh6h3h2d 
Jc6d5d3s3h Jh9s8d4s2s 8h7c3d2h2c 9s5d4s3h3c 
9h8c6s3d2h AcQc6c4c2c KsTc5s3s2s Ks8h8c5c2c 
Kc8h6s3d2c Qh9c7h4s2d 9s7h6d4c2d Js8s7c6s2s 
AcQsQhQc7d Ts9s4s3c2d Js4s4c3s2c Ks9c5s3h2s 
Th5c3s2h2c Ac4s3h2s2h 9s9c6d3h2h KdJc6d3d2s 
Jc6s5c3d2h Ts7s6s3s3h AdTd4d2d2c 9d8s8c4h2h 
Qh9s9d4s2c QhTd6d3d2s Qd9c5s4s2s Ts6s3h3c2h 
6c5s3d2h2d Ks8s6s3h3c 9c7s4h4d3s QdJs8d3c2d 
8c7d3h2h2d Qs6s5s3d2h Ad7d4d3c2s 9d8h7s4c2c 
AdKh6c2s2c QdJc7h6s2h Kd7s6h3h3c Qc7c4d4c2d 
KhJc6c3s2d 9h8s6s4s2s Qh9s5d4d2d QcTh7h4h2h 
Qs9c7d6h2d 8h6h4h4c2h Kh9c7h2s2d Qd9s7d6d2d 
As4d3s3c2s Ks8s8h7s2s Ah9d4h2h2c AcTc4c2s2c 
9s8d7h4c2h Ac7h5d4d2d 9d7s5s4h2s Ad6h6d6c5h 
8s6h3s2s2h Tc9h5d3s2d Qc7h5d3d2h Jh7c4c3h2c 
Jc7d4c3d2h KcTs4s3d2h Qc7d7c4s3c 9s9c5h3d2h 
Td7h4s3h3c Kh6c5d3s2s Qh8d3s2s2h Ts8h5d2d2c 
Jc6h6d4d3s Js4s4h2d2c Kd9s7h4h3h Ks9h9d3s2c 
Qc5h4c3s3c Th7s6s5d2s Tc7h7d6h2h 9d6h6d4d3d 
Ks9h6d3d3c KdTc7h4h2h KcQs8c4c3c 9s5s3h3c2c 
Qh8d7d4s4d QdQc7d3d2h Qd8s7c6s2s KhJh9h3h2s 
8h5s4s4d2s KhTs6s3d2s Kc6c4s3c2d Qc7c4d3s2s 
9d6h4s4d3d Td6c5h5c2s Jh8h7h4h3c Tc6h5h4d2h 
QhJd8h3c2h 6d5s5d3d2c 7s4h3s3c2c Tc7c5s4h2c 
AcKs7d3d2h Qh9h5h5c2h Qs9h5d5c2d Qs8c7c4d4c 
5s5h5c4s4c 8h7s5c3d2s KsQc4h2h2d Js8s3h3c2h 
JcTd6h3d2d Jd8s6h6c2s Kh7s6c3c2s Qh7h6s4d2c 
KsQs8c4s3s 7h6h5c3h2h JcTs7h3h2d 7c4s4d2s2h 
Th7s4h4c3h Ks8h5h4d2c KhQhJsJhJc JsJc5h3h2h 
QdJc7d6d2d KsTd4h3s2s Jc4h3h3c2d Tc7s5c4c2h 
JcTh6d3c2c 9c8c7h4d2c Tc5h4s4c3d JdTc7s3c2c 
Kd8h5h4c2s QdTs7c4h2h QsTh4h3h2c Ad8h7h4s2h 
8h5s5c4c3c Ks8c4s4h3d 8h7c5s3d2c Jd6h6d4s3d 
Ks9h7c5c2c KdJh6h3c2s KcTs4h3s2d 9s7d6s4s2h 
AcTh7h7d7c KsQc3c2d2c 9d8d7d4s2c KsJs8h3s2c 
Ks9d8d7d2d Js9s4h4c2d Qd8h5d2d2c QhQdQcJh3c 
Ts8c4d2h2d Tc7s4d3s3h Ac8c6c3s3c Kd8h7s7h3h 
Jc8s6c4c3c KcJd7s3s3h Kd7h6c5c2c Qs8h5h3h3d 
Kh6s5s4s2s Jd8s8c4h2c Th7s4d3s3c Jh6s6c3s2c 
AcJs8d3d2h KdJh6s6h2h Qs8d3s3h2h 8c7s4h3s3d 
Ks9s8h2s2c KhTh7d2s2h AhTs6d6c2s Qh7d5s3s2d 
Qc7h7c3s2s KhQhJsJhJd Qc7h6d5h2h Kd9d5c3s2d 
9d7s5s2h2c KdTc4s3c2h Kd7d5s5c2d Jc4h3s2h2c 
AdTh5c3s2h 6d5s4s3s2s 9d8d6d3h2s Qh8h7h6h2d 
KdJh6s4s2s Qh8d8c7s2s KdTc7s4s2s As8h8d4c2d 
AsJs4s2s2c 9d8d4d3h2h 9d8c7d4s2d 8c5s4d2h2c 
9d6s6h4c2d Qd7s6h5s2s 8h5s4c2h2d Qc7s4h3c2s 
Kc7h4h4d2d Ks7h4h4d2d Jd5h4s4c3d Jc6s5h4s2s 
Ts9s5h3s2c Kh5d5c4s2d Jd8d7h4d2c 8h7c4h3h2c 
Qs8c3s3d2d Js9d6c3s2h 9d7s4s3d2d Qc9h4d2h2d 
AdQsQdQc7h Qs8s5s3h3c Kh8d5s4c3s KhTd4s3h2h 
KdJh7d2s2c Th9d5d2d2c Kd8d7c3d2c 8s8h8c7s7d 
8s5h5d4d3d Ad8h5h3h3c Jc9h5h2s2d Ks6d4s3s2h 
Qh7h7c2h2c AdQh7c3h2s Ks6c5d3d2h AhQs3d3c2d 
Kh8s6s4d3s AcJd8h3h2s Ks7d7c6d2h Ts8d3s3d2d 
Jc8h7d2s2c Kc9s8s7s2s 7s5d4d3h2c Ks8d6h4c3d 
As8d6d6c2d Jc9h6d3s2c Qd7h7d4s3d 7d5c4s3s2h 
Ac8d7d4d2h 5h5c3s3c2c Jh4s3s3h2c 9s5d4h4c3h 
Jc9d5c4c2c Tc6s6d5h2d AsQd9h3h2c 7d4s4c3d2s 
Jh6d5s4c2c 8s5d5c4d2d AsKh9h3h2h 9s8s6s3d2c 
9h9d8c3h2h Kc9h5c3c2s QcTc4c3h2c Qh9h6d6c2h 
QcTh4h3h2s Qc8h6h4h2s Jh9s8d3c2d AhKd9c4c2c 
8d7h4d3h2d AsJd8c3d2d Js9h4h4d3c KdJh7h6h2h 
AsJh8d3h2h AsQc9d4d2d As7s7h7d5h Ks8d7h7c2d 
8d7c5d3h2d Th9s5d3c2c As4d3c2d2c Ac6s4d3s2d 
TdTc6h3c2s Qc8d8c4s3c Td8d4h3s3d Ts8c3s3c2c 
AhJc5s2s2d Ad7s4s3c2c Jh6d5d3s3d Ks8d7h7d3d 
Kd9h8h7h2h 9h7c5h4h2s Jd4s3s3h2d KdQs6d2h2d 
Qd9h4d4c3d AdQc3s3h2h QsTc4d3d2d 9d7c5s5h2c 
Jd8c7s4s2h JdJc8d3d2s Ks9h6h6c2d Qs8c7h5d2d 
Ts6h6c2s2d Js8h7d4c3c Ah9c5c4c3d 9s6h6c4d2s 
Kd7h6d2s2c KhTh3s2h2d 9h6h3s2s2h Kc8c7h3c2h 
9c7s6c2d2c Td5h5c4s3d QdJc8s3d2d Qh9d7s6c2s 
Td9c4h3s2s As9d8h4c2c Tc7d6s6d2h Tc8s3s3c2s 
Td7h5s4c2s Js9h6h4c2d Qc9h7d7c2c AsQd5d3d2d 
Qh9c5s4s2s KcJh4s3d2s Qh8s5s3s3d Ks8h5c3h2c 
9d6c4c3s3h JcTs7h2h2d QhJc7s6d2s Jc6s5s3h3d 
As8h6d4d3d Ac8h4d2h2d Kc8d5c3s2h 9h8h4d3s3c 
9h7d4h3d2d Ad7s4c3s3h Js6h4d4c3s Kh9h5s5c2h 
9c7d6h4s2s Ks7s4c3h2d Ah9h4h4d2c AhTh4h2h2c 
Jd8d3s3c2s QcJc8c4c3c Qd7s5c3c2s Ah9d6c4d3d 
Ad7h7c6h2h Kd8d5h4d3d KdTs4h2s2c 7h6s5s3s2s 
6h5h3c2s2d KdQc9h4s2h Jc8d6s6h2h 9s8s7s4h2d 
KcTh6h3d2s KsJd6d4d2d Kh9s8s7s2s Qs9d4h2h2d 
Jd9h8h4h3h Qd5h4s4c3s Th9h8h4h3h Kh8d7c4h2h 
Qh9c5d4s2c Kc6h5s3d2d Jc9s8s4s2s Kd7d7c4s2d 
Jc9d5d3d2h AhQc9d3s2d Tc8c6s3h2d Td9c4h2s2c 
Js6h4s3s2h Js5s5c2s2h Th7s3s3h2c Qd8s7c6h2c 
Th8c4h2s2d 9s7s5c3d2s Ts7c5h4d2s Qs7s6d3d2s 
Tc9s6s3h2s 9h9d9c8s8h AdJh4s4c2s AcJd8d3d2s 
Kc8s8h6h2h Ks9s8d3s3c Ad9s8h4s2s JcTc7c6c2c 
ThTd8s8d8c QcTd7d4d2d Tc9d5c3h2c KhJs4d3s2s 
9c8s6d3h2c 7h5h4s3c2d JhJc8c3c2s As7c4h3d3c 
AhQc7d3c2s 6d5s5d3c2d 9s8h8c3h2h 9s8d7s4c2s 
Jd7h7c5s2s 9c7d4c3d2d Qc9s9h3c2d Jd9s8c3s2s 
Ks8s6s3d3c Qc8c7c4s3d QdTs7h4c2h Ts9d7c3c2h 
Ad8c4h2h2c AcKh6d3d2d Jh9h5h4h2d Ks8c4d4c2d 
Qh9h7h3s3d Jd8h7s4h3h 7d6s4c3d2h KdJc9s3s2s 
Qs7s7d2s2d Qs9d9c4d2h Jh6c4d2d2c 9s7c4h3h2c 
Kc8s6h3c2d QhJs7s7c2d Qh9s9h4d2h Kh9h8s3h3c 
8d7h3s2h2d Qd8h8c7s2h 9c8s6h3d2h Js9s7s4d2c 
AsQd7h7c2h As9s4s4h2c 9h7s5c2s2d KcJh8c3d3c 
QhJd8d3s3d Kc4h4d3h2d 8d7d4h3h2h As8h6d4h3h 
QhJs7s3d3c Ks9s9d4s2h Ts7c5s4s2h Jc9h6h6d2h 
Ac9d5s4s3s Ad7s6c3d2d QdTd7s2h2c Jc6d5d3h3d 
Js7d6s3c2c AhQd9c3s2c 9c6d4s4c3c Jc7h7d4h3h 
Ks8h5h3c2c Ks7h6d3d3c 8d7c4h4d3d Td9h7s3s2c 
JsJd8d3d2h Th6h6c5s2h Kc8s5s4h3s 6s5c3d2h2d 
7d6c4c3h2s Kd8c6s3h2d Qc8s6d4s2s Kd7s5h4c2s 
KsJs8s6s3s Qc4s4d3s2d 9c7h4c3h2h 9h7d6h4h2c 
Qh5s4h3c2h 9d8s5c3h2s 7h5d4s3c2s Qd9d8d4h4c 
As4h3c2h2c Jh8c6s4c2c Kc7c4s3d3c Ts6h6c5d2c 
Ah8d7d4d2s QhTd8d3d2d 8c7h4s3h3d Jc8c6c4s2h 
Kd9s8d3h3d QhJs7s4s2d 8c7h5d3s2d Js4d3d3c2s 
9s7s4d3d2d QsJc6c3c2d Qs9c6h6c2c Jc9h8h4h3h 
Qc9h6c2s2d 9s8h5s3d2s Qh8s3c2h2c KsQc8d2s2h 
9c7s5c4c2h KdQhTsTdTc 9h7s5d2s2c 8d7d5s3h2d 
Jh8s7c2h2d 7c5h4s3d2h Td7d6s5d2d Ts9s4s4d2c 
Kd9d8s2h2d Td8h8c3s2c AcQd3d2h2d Ac9d5h4h3h 
