AdKh8d8c3d 
Js8h7c6s3c KhQsJs7c3d 9s9c6h6d3c QsTc6d5s3s 
JsJd9h7h4c KhQs9h7h5h Ac7s7d5h4s AsJc8s4s3d 
Kd9s8h6s5c Jh8h8c5c2c 9h8d6s6c5s 8s6s5h4h2h 
Ts9h7h5d2d QhTc7h4d2c QcJh3c2h2d 9d8c7h5s4d 
AhJc9s8d3d Tc8s6d6c2d TsTh9c7c3d JdTs8c5d2h 
Ah8h7s2s2h Jc8s8c5s2s AdQs6c5c4h QdTs6d3s2c 
JsJh9h4h4c 8d7d6s5d2s AcJs9s5s4h AcKh9d7s3d 
QdJd5s5c4d AcQdTh5h2h JdTc8h5d2s KdQh8d5d4c 
KcJsTd4d2h Jc8c5h4h2s AdTh6d4s2c JsTs6h4d4c 
AsQc9c6h6d AdKd7d6s2c Jh8c7c5d4s JsTs8s5d2c 
JsJd9c8c3h Jd9d7h5d4c KhTh7s4d4c 9d8c7h7c2d 
JdTc7c4h2h Jc8s7h5d4s Jc8h8d7s6s Td8d7c6d4d 
Qs8h8c6c5d Td9s9c6d4d 5s5d4s4d2h KdQc7s5h3c 
Jd8s8d5c4d 8h8c7d6h4h Qd9h7c6s6h Ks9c6s4c2h 
KcQc8c5s4h Js8d7h5d4d Ac7s7h5d4h AsJd9c8h3c 
AhQs9s5s4c QdTdTc9d2d KsTd7s5s3h AcKc8d3d2c 
QdTc4d3c2h AdKhQh7c2h QcTd6h3d2c KsQc5h5c4c 
JsTs8s5h2c QcJh9h5s3h Qd7d7c5c3c KsQd9c5d3h 
JhTh8c5d3h KcQcJc3s2d JhJc5s5d3c AcTs7s6d3h 
Jc7s6d4s4c Jh9c8s5h4d KsQh9d5s3s KhQdJd5d3d 
QsJcTs3h2s Tc9h5h4c3c KhQc5d5c4c AhJsTs5c2s 
QdJh6h5h5c QhQc9c6c3c AcQh7d7c2s AhJdTc4s2s 
QhJs6c4s4d Ks7c5c4d3d Tc7h6s6c5d Jc7s5c4s3c 
Qc9h8h7c3c Ac8h8d6d5s Kd8c6d4h2h 9s7c6d5h5d 
Ac9h6c5s4c QsTh8h4d2d Qd9h9d7c5d Tc8h6c4h2s 
9h7d6c5d3d QhJcTd4d2d Th7c5c4h4c QsJd7d6d6c 
AcQs5s5d4s As8d8c6s2h 9h9d7h7c3h Ts8s6s5h2h 
Js9s9d5s4h QdTs7d7c2c QhTc8h7h4h Qc8d8c6h4s 
Jh9c5d4c3d QcJh9d9c2s Jc8h8c6s3h Kh9h6c5h4s 
Jc7h5h4c3c KsJd9c4d4c QhTh7d6c3h Kh8d7h6h4s 
9c7h6d5c3c Kh8s6h4s2d JsJc9h5d2s As8s5c4s4h 
AcKsTs3s2d AcQh9h7h4d As7c5s5h3s Ts9s8d3c2d 
Ts8c7h5h2s Ah8h7h6h4s KhKdKc6h5d AsQd9d6h6c 
Jh8d5d4h2c Qd8s7d6s2h Ac6c5d4h3c Tc8d7s4c3d 
KsTs9s7h4s Jd9d8d7h5d JdTd8c4s2h JcTc6h4s4d 
Ah8d7s6d3s Qc8c5d4d4c KdTsTc6h3c AcKh9s3h2s 
As7d7c5h4c As9s9d6s4h AcJd5c3s3c ThTc9s2d2c 
Jc7h5c4h3c Th9s7c5d4d QhQd6h5h2s JhTh8c5s3h 
JdTd7s7h2s 7d5d5c4h3h JsTd7d5h3d As7s6d4s2d 
KdQc9d6d3s KdQc6c3d2d QcTd7h7c2h KhQh8h5c2c 
QdJc6d3c2h Tc8c7h6c4c 9d8c7h4h4c AsQc9h4c2h 
AsTc5s4s3h 9s7d6s5c4s 6s5s5d4d3c KcTd7c5s5c 
JhJd3h3c2c Ac7h6s6c3c AhKs6s4c2d Jh8c7h5h4d 
Td9s7h5c4c QsTh4h4c2s 9c7h6s5d3h QcJc7d7c5s 
QdJh7d7c4s Td8d7d6c5d JsJc5c3h3d JsTh7c5c3d 
9s9h6c2s2c AdKh9s7c3s KdTs8s2s2d AhTc6s4h2d 
Tc9d5d4c3c AhKh8s8h3d 8d8c7h4d3c AhJcTd6c3c 
KsQh9c7d5d Qd6c5d4h2h KhQh9c6h3d 9s7h6s4s3h 
JcTd9d6s2h 8s8d7h4d3s JdJc8h6s4s KsTh9d9c2d 
AsKsQs8h2s QsQh7s4d2d Ah8d6s4c2h 7d7c6c5h3s 
QhTd5d3d2h AcKdJh4h2h Ks7c6s4d2c Kh9d6h4d2c 
KcTd5d3d2c QhTd7h7c2c JhJc9d5s2h Jc9d5h5d3h 
Kd9d6h5d4c QsTc4h3c2s Kd7s6h5c4h Jd8d8c5s5d 
QcJh7c5c2h QdJh7s5h2s KdJh8h7h5h KcQsJh3s3d 
Ac8c4s2s2h Qs7s5s5c4c Ts8d7d6h6c AsTd9c5c4h 
QsTd8c3c2s 9h9d8d8c4d 9c7d5c4d3d QdQc5h4s3h 
KdQc5s3h3d QhJd9c7s4d QsTh6d5h3c KcQh9s7d5d 
AdKh7s3h2s JcTs8d6s3h KhTc7s2h2c QdJh7c6h4s 
Td7h6h3s3d ThTc9s6d3s QsQc9s6s2d KcQc6h3s2h 
Th8d8c5c2d QcTsTd8s3h KdJd9s7h4d AhQd4d4c2c 
KhJc6s5d4d KhJc8h8d5h 8h6h5c4c2c Ac9c6d2h2d 
AhQc9s9c4d Qh8s7s7c6d KcTc6h6d5c Jd8c7h5c4s 
KsTd9s4h4c Js7h6h4s3c AhTd9c5c4s Th8s7d5d2h 
QsJc8h3c2s Ts8d7s5h2d TsTh6h4h4d KcTh6c2s2h 
Ts7d6s4s3d Td7c6d4d4c AcQd9d5d4s Qs9s9c5h4d 
8h6h5c2s2c KcQs9h7d5d JsJh9s8s2c AhKd6d4s2c 
AcKc8s4h3c KhTd6s5c2h 9d9c7h6c4c Th9d9c6c3s 
TsTc9h4h4d KdJh8h3c2d QsTs7d6h3s 8s6h5h3s3d 
Qd9h8c6c2h QdJh6h6c4s QcTd6c3d2d Ad8s7c6s6h 
KhQdJd3s2c AsQd7h6d2h Tc8s7c4h3s KhQcJs3h2h 
KdTh9c4d2s AhKsQs7d2s KdJs8s3h2d QsJh5h2s2h 
QcJdTh4h2h Jc9s8h3s3c QsQh5h3d2c KhJcTc8c2s 
TsTd9h6c3h Ah9h9d6h4s QsJh6s3h2c Qs8s5c4d3c 
Qs8h5s4d3h Qs9d8c4s4c Tc9s7h5d4d ThTd6h5d2h 
AdJs5d3h2c QdQc9c5s2c KsQs8s5h2h Kd9h9c6h5s 
9h8s7c6h4d KsQh9s6s3c 9d9c7s6d4d 9d7h6s5h3h 
Tc9s9d7s3h QdThTd8s2d Qd9d5h4h2c QdTh5d2h2c 
TsTh9c7d4d Th8s8d6c4c Qh9h7s6h5h KdJhJdJcTc 
Kh7h6h5c3s Ah8s5h5c4h Ks7h5h4d3d QsQd5s3c2h 
Kd7c6s6c2d Qc9d9c8s5c Kc9s5s4c2h KsQh9s4d2d 
QsTs9s6c3s Ac9s6c4c3s Jh9h7s6s2d AdKd8d8c3h 
As9h9c4h4c 9s9h8h8c3h Ks8s8h5h2h JhTs9d4d3d 
Th8s7h5c2s Tc9d7h6s3h AcTd9s7s2h Qd8d5s4s2h 
KdJs9h5c4h AhKhQc8h3h Ac9c6h2s2h KsTd8c5d4h 
Ks8d7c5s5h KhJd5s4c2h Qc8d6c5d2c AcTs6d6c2h 
Th9s8s4h3s Js7h6h4s3d TsTc9d6h3d JhTc7d7c2d 
9h6s6h5h5c 9h8h6s5d5c Jd8d7h7d5c 6c5s5h4c3h 
AhJsTc7c2c KhJs7c5s3d Jh9d7h4h4d KdTh8c4h4c 
QdQc7s7d3d KcTd7c5h5c ThTc6h5c2h KdKc8h6s2s 
Qs8c7s5c2d QcJhJd3s2c AcQs9d5h4h AhJh7h5d3h 
Ah9h6s5h3d QhJh5s5d4h AcKc9s2h2d Td9s9c6d3h 
ThTc5h4h4d AdTh9c6s6h Qd8s6h6c5d 9d9c8h8d4d 
JhJdTh3h2s KsJs4h3h2d KhQcTh7s2d KcTs9h7c2c 
QsQh9h6h2c AhQdJs4d2d QsQdTs7s2h Jh8h8c5s5h 
KdQc9s7c4h AdQcJs4c2c Td6c5s4c3d QsTh9c4d3c 
KcTs7h6d2c TdTc9h7s4s Js9d5d3s3d Qc6s5d3d3c 
QdJs8s4h2h KhQh9d6h3c Qs8h8d6s5s Kd9d6c5d4s 
KhJsJhJcTs Jc8d8c5s4c 9d9c4c3h3d 9d8s7s7h5c 
Jh8h7h5s3s 7s6h5s4s3d Jh9s9d6h2s KcQdJs3h3d 
9d9c8h8c4c As7d4d3s2h Ah8s8d6s5c As8c6h4d2s 
QcJd5s2s2c KcTc6c4s2s QhJd9s5c2h KsQh9h6h4d 
AsTh9c5h4h KcQhTc5s2c KcTh6s5h4h 9h9c7d6s4s 
Ts8h5s4h2d KdQsJh7c3s AdQd8d4s3h Qs8h6c4c3s 
KsKhKd6h5s Ac9h9d6s6d As9d9c5h5c Td8s7h4s3d 
KhQh9s6h3d QsQh7s4c2c Th9h7s5h4c Ts8s7h4d3d 
AsKd7c6h2d Jh8h7s7h6d KdTs6c5s2c Ad9c6c5s3s 
AhTc7d5d2c Qd9c8h6c2h QsTc6s6c2s JhTh9c3d2s 
QsJcTd7d3d Ts9c8c5d4h AcTs6c4d2h Qd6h5d4h3d 
Ts8h8d7c5d Td7c6h5c4s Ah7s5h5d3h 9s9c7s6d4s 
Qs9d8d7s2s KcJhTh6d2s Qc8d7c5d2h 7h5h5d4s3s 
Td8s6d6c2c KdTc7c2h2d 8d7s5d5c3c QcTh4c3h2s 
KdJs8c7h4s AhTs9d6s3c KdQh9d2h2d KhQh8h5d2d 
QsJs7s6h6d KcTd7s7h5d Tc9s9h7c5c KcJc9d4d4c 
Th8d8c4h3d Td8h6h6c5s Js8c5s5c3d QsQd5s4c2s 
Ac7c6c4s2s Ac8s7s3s2c KcJc7h4s2s JsJd5h3s3c 
Js9c5d4s2c Ac7d6h6c3c AhJd8s6h3h KhQs6s3h2h 
JcTd9h4s4d Kc7d6c4h2d AcTsTc4h2c Ts9h9d6h3c 
AsKhJc7c2d Qd8c7c6h2d Tc8s8c5s2s QhJh7h6s6c 
Ts8s6s5c2c Jh8s8d7c6c Tc8s6s6c2d AhTc9s6d6c 
KhTc6s5d2h Ts9s8s6s5h AhJh8s6h3c KdTs5s2d2c 
Th9c6h5s4d JsTc8h3c2h KdJd9s4s4d QcJs5s3d2d 
QcJs9d5h2c KdJd9d6s6h KsQhJd6h2c TdTc9d8h3s 
9s7c6d5h3c JdTh4h3s2d AdTs8h7c2s AdTc9c8c3c 
JcTc6d4d2c Jd8d7d7c5s Kc9c8d8c3d Kd8s6d5h5c 
KhQs9s5c3d KcJh8h3d2c As9s8d5c2s Tc9h8c6c5c 
AdJd6s4d4c 9s9c7s4s3c Ts7c6s4s4c KdTh9s7d2d 
QsQc7s4d2d KcTs9h6h4h QhJc7d6c4s Qs7d5s4s4d 
Td8c7h4c3d Kh8s6h5h2s Ah9s8s6c5s 9s8s5c4s4c 
Kc6h4h4c3c KdQh8c6h4h Ac8s5d5c4c As9h7d7c6d 
AdJd5h5c2s Ah6h5c4d3h Jd8s5s5d3h JcTh8d5c2s 
As7c6s4c2s Ad6h6c5h3c KcQh8d6h4h 9h7s5h4s3s 
AdJhTh5c2h 9s8h6h6d2d Ah9d9c6s6c Jc9s8c6c2s 
TsTc9h8d4c 9s9h7s7c3s Qd8h7s7h6c KdQh9s3d2s 
Js8d5s5d3c AsTc9d5d4h KcTh5h2s2c Ts6d5d4c3c 
ThTd9s8c4d Qh8s8d5d2h As7s7c4h2d KdJd9c6s2h 
JdTh5h4s3h QdTs6h3s2d Tc5s5c3s3d Kd9c8s5h4d 
Kh8s7s4h3s Kd9h5h4s2d QhJsTh7d2c Ts9h8s4h3s 
KsJhTd7s2s KsTd8c5c4h Kh8h6d5h4s Ad8h7s2d2c 
KhQc9c3h2h Kd8h8d5h2h JsTd7d4h2h QsQc9s7d2h 
9h8c7d6h4s JhJd9h4s4h JsJhTs3s2c AsKs9s6d2c 
JhTd7d6d4d KhJdTd3s3c TsTd9s8h3c AdQsTd4d2d 
Kc8d6c4h2h JhTh7d4s4c Td9h7c6s3h Tc9h9d8c5s 
Qh8c7c6s2h QsJs8d5c3h QhQd4s3s3c Kh5d4c3c2h 
AcQc7d5s2c Jc9h5c4h2s Kh8d6h4d2s Kd8c7c6h5c 
Th9d9c7c3s 9h8s7h6h6d Jd7c6c4d3s QhQc9c5d2c 
Kd9d7d7c5s QcJh6s4h4d 7s6h5s4s3c QdJc9s6h3c 
9d8c5d5c3s JcTd6h6d5d Th9s7d5c4s AdKd7d6c2h 
KcTd9d8s5d Th8h6h5d2d QdTdTc8s2d Ac8h8d7s6s 
JsJcTs3s2h KcJc9s7d4c 8h8c7h5s5h Ac9s8s8d5s 
QcJs7h3s3c AsQcTc2d2c Ac9h9d6s6h QdTc6c2h2d 
KcQdTh8s3h Ks6d6c5s4h Js8s7h6h3h Ad8d7h3s3c 
Ks9d7h5s4s KsJs7d4c2c KsTd9c8d4d QcTh8h4s2s 
AhKs9c5d4d Ah9s6h3s2s JhTd8h3h2d Ah8h8c7d3h 
QsQd8d7c3h 8s6s6d4d3c Qc8h8d5d2c QdTs8c6h3s 
QdJc7c6s6c Kh8s8h5d5c JsTc7c5c3h 9h8d7c4h4c 
JdJc7s6c3h TdTc6s6h3d Th9d7s7h2d JsJd3h3d2h 
KhJs5h5d4h Kc8h8c5s5d QcJh7d7c4s Kc5d4s3s2c 
9h8h8d4d3s AcJc7h7c4c KcQhQd4s2s AdKhJs7s2c 
AsQh9d5d4c AsTsTc4s2d AsTh7d5h2d Tc9c7h7d2h 
Qs8h8c6h5d JhJc8d5h3s KdQhJs6h2c KhJdTs6d2c 
KhJh9s7c4h KsQcTd6s2s QcThTd5d3d JsTh8d6h3c 
AdKs7s4s3c Kd6d5c4c2d 9s8c7s6s6h Qd9s9c7s2d 
KhJd9c5s4c QhJsJc6d3d QhQd6s5d2d 9h7h7c5s2c 
AhQcTc4c3c KsQcJd3d2h QcTdTc9c2c Ts8h7s5d2h 
Kh7s6h4c2s KdQd9s8c4h QhQcTh7h2d AhKc7c6d2s 
As6s5d2s2d KcQsJh7d3s JdTc6h6c5c KdTc7s2d2c 
KcJc6s6c5c As9s9c6s4h KhTs4c3s2h As8h5s5c4s 
AhTc5h4h3s QcJhTd7c2s KdJsJc7d3d Td9s8h6d3c 
QcTh9s7d3s 7d6d5s4c2c Jh9c8s4s4h KdTh8s5c4h 
9s8h7s6s4d KhQcJd4s4d Kc6d5h5c4s AsQcTh5h2h 
QdQcTd7d2s QsJdTc7c3c QdJcTd3s2d JhTh5d3d2d 
QhQc8h3d2d Td8d7c5c2s Qd9h8s6s2h KhJh7h7d6h 
AdKh8s5h2h QsJdTc4c2c JsTd8h3d2h AcTd7h5d2h 
KhTc7h5s5h Js9d6s4h3d AhTh8h7s2h Js9h8s4h4d 
KcQc9h8s4d JsTc9h4d4c AcQh9s4h2s Ks8s8h7d5s 
AdJhTc4s2s Qh9c6h5d3s AdJhTs7c2c Ts8s8d5c4h 
Td8s6s6c5h Ts8d7c4d3s 9h8s7h6h4c AdTs9h5c4h 
JsTs4h2h2d AsKs9s6h4s JhTd5c3c2d Ac8s8d6c2h 
Jh9d9c6s5s 6s6h5d5c4h Ks8s6d5s4c AdKsKhKc5d 
JsJc7c2s2c QsTd9c7h3c Tc9c7s6c3d JhTsTd4c2d 
Js8h8d7c5d KdQh9h7h5h QdTs7d4c2s KhQd9d3h2h 
Jd8d5c4c2s QdJd8s7s2d KsJcTh7s2s AhTh8d7h2h 
JcTd8h3d2h QhJdTs7c2h KsQs7s5s4d AsKd6d3h3c 
9s8c7h6h4d As9s5s5h2h Kd9h7h7d2h Jd9s7s3h3d 
KcTc6d5c3h QcTd6s3c2d AhJc5h3s3h Ts8d8c7c5h 
9d8d8c4c3h AdKs5h3s2c Th8c6h6d2d QdTs8d5h2c 
Ts8h8c7d5c Ts9h8h5c4d Kc7d6h6d2c Kd9c6d4c2h 
QhTc8h5d2s QhTh7s7h5c AcKc8d4h3c AcJs8s6h6d 
Kh8d7d4h3d Js8c5s5d2d JcTc5s3s2s Qh8c5h4d3c 
JdTs8c5h3s QcThTc8d2c Ad9d8h5c2d KhJsTs6d2c 
AsTsTd4s2h Qc9s6h5c3d Js9h9d6s2d QsQh4d3d3c 
QsJc9d8s4s Kd4s4d2s2c KhJs7c4d3h Qh6d5d5c4c 
KdTd9d7c4d 9h9c7c4c3h KsJc7h5c3d Ks9s5h4s4h 
JdTs6s6c2d AhTh8h7d2h KdQh5c3s3d Th9s7h7c2s 
QsJh8c5h5d KdTh9d4s3d QcTh7d4c2d KsJh9d5c4d 
QsTh7s7c2h QsJs7s7c5d 9s7d6c5d3d Qh8h5s4s2d 
Ac9c8c7c5c AdKd8h3h2d AhKh8h8c3s JsJhTc7c2d 
Kd9s8d6d6c QsJs8d5h3c AdJs9s7h3s AcKd8d4s4d 
AhJd9s6s2d 9s9c8h8d3h Tc7s7c6d5h 9c7c5h5c3h 
QcTh9d8s2d Jd9c8s4d3s QsTdTc8d3h JsJd5s3h3c 
Jd7d6s4s3c AcJs9s7d3s KsJs7s7d6s KhJc9h7s3h 
JsTs7c4h3d Ah8h7d3s3c 9h8h8c4c3s KhTc9d7s3s 
Kh8c6h4d2d QdTh5h3h2d 9s7s5s5h3h KhJd9s5c4s 
Jh7s7h6c3s Js9s8s7s5c Td8d6c4c3c AsTs8d7s2s 
Ac8d6h4s2c Ac8h5s5d2c Kh9s8s7d5c Js8h7s5s4d 
6s6h5d4h2s QcJh9s8h3d JhTh9s3c2d Jh9h7s6s2c 
TsTc6s5c2s Qc8c7s6d6c JhTd9s7d2c Js9h7h5d4c 
Td8s8c6c4c Kd8d6c5d4s 8c7h5d5c3d Kc9d8s6h5s 
Ah9c7s4s4c KhJh9s6d2c KcJh8c3h2d Ah9h8c4c2h 
Qd8d5h4h2c Tc9h9d7c5c AhKc8h8d3h Jd9c8h6c2h 
Td8s7c4s3d QdJd7h6d5d 8h8d7c4s4h QcTs8s8d5s 
JdTc9c6h2s QcJd8s3d2c Ad7d6c3s2c Th8h8d6h5s 
QcJd9d5h3d Ts9h7s6s2h 8h6c5s5c2s Th8d8c6s4s 
Ac9s9d6s6h Ad8s8h7c6c TsTd9d8h3c Qc8h5c4d3h 
AcKc9s3d2h 8c6c5h2s2h QhTc9h5h4h AdKs8d8c3d 
QcJsTs6s3s AhJh9s5h3h JdJc7d2d2c AcKd7d3s2s 
KcJh8s7d4h AcJd8c4c3h QhJh7s7h5c Ks9h5d4h2s 
AdQh8d6c2d Kc7c6c5s3h 8h8d7s4h3d Qs9s6h3h3c 
QdQc5s4h3s Ks7h6s4d2h KdQcJh6c2s KsJcTc6d2h 
AsKs8s4c3d QdTh4d3h2s QcJh9s8c4c 9h7h6h4d3d 
KsTc4h3c2s 8h8c7h4c3c JhTh6s4s2h Jd9d8c6d5d 
AcQd9h5s4s Jc9h8c4h4d KhKd5c3c2c 9s8s5d4c3d 
KcTd6s5d4d Td9c8d4c3d 8s8d5s5c3h Qs9d6d5s2s 
Td9c7c5h2h AhJh8s4h3c Jh9h9d8h5c Th8s6h6d2d 
JsJd9d6d3h QcTd8c5s2h Jh7c6c4h3d AhQd8s7d3c 
AcJs7s6h4s Tc9s6c5d4h Ks9d8d7d6d Th9s8s3h2c 
KdQd7c5h3d QsJh8h4d2d KsQcJd7h3c Tc8h7d4c3h 
JcTs8h5c2d Ts9h9c3c2h QhJh7s7h5d KsJd8s8c5s 
Ts8d7s5c2c Js9s8s7d5s Qs8d7s6d2c Jh7s6c4s4h 
JsJcTs3s2d Th8s8d7s5c KsJh6s3h2c Jd9d7s7d5c 
Ah9d8d6s5d Jh9c8s4h3s KcQd8d6d4h JhTs6s6c2h 
KcJh5d4s2c JdJc8d4s4d Ts9h8c5s4d 9c8s7c6c4d 
Ah7d4s3d2h Js9c6s4d3d Th7s6s3h3c Jd8h5s4s2d 
Jc9c7h5d4c KdQd8h6d5d KcTsTc3h3c As8s5c4s4d 
JdTd7s4s2s Js7h7d6h3s Kc6c5s4s2c QdJd7c5d2c 
KcJhJd7c3c 7h6d5d4d3s AcKdQd7h2d QsTs9s6h3s 
Th9s9d6h3c 9h8d7c6h4s Td9h4h3d3c Ad8c7s6c3s 
AhTh7d3s3h Qs8d6c5h4h AhKs9c7d3c AhTc9d6c3s 
KdTh9c7d2d QhTd5h2s2d AhTh7d3h3c Th9h7h4s3s 
Qh9h6d3d3c KdQd8d5h2h KdThTd9d3d KcJc7s5c3h 
QcTh8d6s3h 8c7h6c4h3c JhTh8h8c5h Jd9d7h5s4d 
Jc9c6s4s3d Qh8d5s4h2s Qc9s7h5s2c Tc8s8h6c5c 
KsJs9h9d3c JcTc7c4s2s QsJd8c5h5d KhQsJs3d2c 
JsJh9c7c4d AcTs7h5s2h AcJc6h3h2h AdQd9h4s3d 
QhJc7s6c4d Ks8d8c7d6d JcTs9h4h3d Ts8d8c7h5d 
Kd9s5s4d2h JcTs9c5c3c JhTc9d4d3s AsJc9h8d3h 
QdJsJc3h2d QhJh8c7h5h QdTh8s3s2d Jc9c7s5s2s 
KsTd4c3d2s Kc8c6d5s5h 8h7h6s4c2c JhJd5s3h3c 
QdTh8c6s3h AhJs8h4h3c KdQc9s5c3h QcTh6d5c3c 
AhJcTd4s2s KdJhTc7d2d AhJh9d5h3h JsJh9c5d2h 
Ad9h6d3c2c Jh7h7c6d5s JcTc9d8c3c 9d8h7d5h2d 
KdQd9h8s4c Tc6h5s4s4h KhTs9s9c5d QcJh9c5s5d 
Ts9d7s6c3s KhTc9d9c5s QsQc9d8d3h JcTh9d4s4h 
Jh9h6s4c3s KsTsTd3s3h 8h7d5h4d2c Js7c5c4s3s 
Kh9h6h6d3d 8s8c7d2s2d QhJh9s7h2s Qs9h8d6h2d 
AcQc9h4s3c Ad9s6s5c3c Qs6h5c4c3h Qh9c8s6s2c 
Th9c7d6s3c KdQd8s5d2s JsJc8d6h4h 9c8h7s7h5d 
KcQdJs4s4h QhTdTc5h3h JsTc9h2s2d QhQc7s7h3h 
KsJd8s5c3h KdJd4h3h2s Td8h6h6d2s AcQs8s7h3d 
KsQdTc6s2s QcJd9h8c4c Tc9d8h7s4c KdTs7d5d4d 
AcKc9h6c4c KsQh9h5d3c QsJd5d3c2c Td9h6d5s4c 
AcQdJc4c2c QcTh6s5h3d 8c7s5s4h2h Qh9h9c5d4s 
Qs9s6s4h3h Td8c6c5s4h JdTh9d2s2c KcQc8c6c5h 
QsTh8c6d3h QhTc9s4d3s AhQs9c5c4d QsJd8c6c4c 
Kc8c6h5c4d 9d8h7d6d4c KdJd4h3c2c KcQsTd6c2c 
9c8h7d5s4c As8s7c5s2h Qs6h5d3s3d QhQc5h4s2h 
KcQsTh7c2d Ks8d5h3s3d Th9s9d7h5h AhJc8s5c3d 
KdJd9d6h6c AsTd9d7h2c QdJc6d3s2c Kc8c7h6h2c 
AcJd6c4s4c Th9s8h6h5h Jh9d9c6h2d Qs8d6h4h3s 
Ah9h9c5h3d Tc9s6c5h4d QcJs8h6h4h KhTc9c8d5c 
JdTs6c5s3s QdTs8h6c3s AsKh8h5d3h AcKcQd8c3c 
Kc9c7h7c5s Jh8d8c7s6s JdTd7h4s3c Td8s8h4d3s 
Tc9d7s7c2d KsTh7d7c5d KdTd5c3d3c KhQs9s6s4d 
As8h8c6c5d KsTc7s5s3d 9d8d8c4c3s KcTh5h2d2c 
AdTc9h5h4s Js9d8c3s3d Kd6s6h5d4c KsTh9d5c2s 
Ks9h8s6s6c Jd9d5s4h2h Qh7h5s5h4s 9s7s5h4s4h 
AcTd9s3d2s Ts9s7d6s3c QcJh9d9c4s Td8h6s5h2s 
AdKd7c3s2h QsQh7s7d3s Ad8h8c7s6s KdTh9c5s2d 
AsTc7c6d3h 7s6s5h4d2d AcKh7d3h2d Jc7s7h6h3c 
Ad9s9h6h6c 9s8d7h4s4d QdTc9c8h3c Jc8s8c5d4c 
AhQh9h8h4c Th7s6h4s4h Jc9d8d4c3s Jh8c6h5s4h 
KhThTc8h3s Th8h7h6s5h KcTc9d8h3c Td8c6h6c5s 
AsQh9h6d6c AdJd8h6d3c AcTd9h5s4h Ad8d7h2h2d 
QsJdTs7h2c Th7s7h6d5c JhTs7d5d3c QsTh6s3h2c 
Tc9c8c6c5s JsTh7s4c3d Th9d7s5c4c QhThTd8s2h 
AsJh9h5h4c Kd7s6h6d2h KcTd5d2s2c JdTc8h3h2c 
AcQsQh7h2h Tc8s8c6c5d Td8h8d5h2h Kc8h6c4h2d 
Kd8d8c5s5h Th8c7s5s2h KhQh7d6h4h JdTc9h2s2d 
Tc8c7c6s5c JsTc7c4h2h Th8c6h5c2h Qs9h6d5c3s 
KcTd9c4h3c Ad7s6d6c3d Qs9s8s8c4c AdQs5s5c4s 
AhTd9d5c4d AdTc9s7s2h Jc8d8c7c6s KdQc9h5c3s 
AcKsJd7d2h Jc8c7d6d3c JcTs6s6d2c Td9c7h6s3h 
AsQc6h5h4d AsKs8d4c3s Qh8s7h6s2c AhKc8c5s3c 
Jd9c7c5s4h Th7c6d5s4c KdQs9c7s4h QsTd4d2s2c 
KsQhJh3d2c Qd8d8c6h4s Ts7h6h3s3d Ts8d6s4d2d 
AcJhTs3h2d TsTh9c7c4c Ac8c5d4h4c AcJhTs4d2d 
JcTsTh4d2h 8s7c6s4s3c QcJhTc7d2s JsTc9d4d3d 
AsQc9s5h2s 8d7s6c5c3h AsKcQc7d2c JdTh5h3h2d 
JsJh7s2s2h AsKs9s6c2d AcJhTs5h2h AcQdJh4s2s 
Td8h8c7s5h AcTh9s6h6d AhKsJd4d2d 6h5s5d4h3d 
8s6h5h5d2d JhTd4d3c2h QsTs6h5s2h TdTc9h7h4h 
8s6s6h4h3c KsQsTs5c3s KcJc4d3d2h Qd9s8h6h2s 
AdKd9d6h2c AdQc9c5c4h QdQc8s4s4h QhTs4c3s3c 
Ah8s8d7c6c QsJcTd7s2h JsJd9h5c2s AdKh8c5h2h 
AdTc7h5h2c AdJd8s6d3c Jd9d5h4c2c Ac9s9h6s6d 
AsKs6c3s3d Th7s5s4s4h KcQhJd7s4s Th8h7d7c6h 
KdQd9s8h4c Qc8h6c5h2c 8s8c4s4c3d JdJc9h5s2c 
ThTc4s2h2c Jc9h9c5c4d KdThTd8s2d QsJd7c3s3d 
Ts8d8c4s3d KcTd8s5h3c AsQdTh5h2h Ts8s5h4h2c 
Qs9h6c5s3d TsTd9s3s3h KhTd9h4s3h Ts8c6h6c5d 
AhKd7c2s2h Jh8d7s5h2d QhQd9c7s3c AhKd8d4c3s 
Js7c5c4d3d KdJd7s4c2c Js9s7c5s4d QcTc9c6s3c 
AhKc8s8h3h 9s8d6c5h5d QsTh5s2h2c AhTh7c3h3d 
Js9s7h6h2c Qd9h8h7d2d KcTc6c5d3s 8d7h5d5c3c 
QdTs7c4d2c AdKc9h7s3s 8s7s5s4c3c AdJd5s5c2h 
As9d7h4h4d 7s6c5c4c3h Td8s7d4h3s 6s6h5d4s2h 
Tc9c8h3d2h AdTd7s3d3c Jc8d7d5h4s KcTs9d6d4d 
KdQsJh4h4c JsTs8h8c4s KdQhJc4s4c 9s8s8c4c3h 
JcTc7s3s3c 9c7c5d5c3d AcJs9c7c3c KhQc7h5s3h 
QdJhJc7s3d KcTh9s7d3d AdQh9s5s4c AdQsQdQc4c 
Kc8h5d5c3h AhQs9s7s4c 9c7c5h4h4c Qd9s9h7h2d 
KdTd9c8s3d KcQd6d4h3s QcJsJd7h3c AhQh8h4s3d 
QsTc9d7h3d KsTh7d7c5h AdKd8d4h3s Kd9d7c6d4s 
