Kc9s9d4c3d 
QhJd8h7s2s KcTh5d4h3d Ad8d4s4c3s AhTd8h6s2h 
QdJd9s4s2s AhQsJs8s2d Ad9d9c4c3d Tc7c6h4d3h 
QdJs7d6c4h Qh9h9c4c3s 9c6h6c5d3d 9d9c8d6s2s 
KsQs9c8s5d KsQs8s8h4h AdJs9d6d6c Qs8c7h5h3s 
QcJd7s7d3c JdTh9c8h4h JdTd8d6h6c KcQd8h7s4c 
KsJc6s6d4h AcJs9c4c3d 9h6s5s5d4h 9h6s5c4h3c 
QcTh7c4h3c AcQd9c6h3c 9s9h7d5s4c Kh9s8d7d7c 
9h7s6d4h3d KhJd7c4d4c AdKhTh2h2c AcKsJh6d3h 
Jc8h6h6c4h Td9d8h6s6d QsJdTc5h2c KdJsTc6h2d 
KcQs9s4d3d 8h8c7d5s5h Ks8d7h6s2h Kh7s7h5d4c 
AcTd7h5d4d KhJh9s5h4c As9d7c5h2s AdQsJh7c3h 
Ac9d5s3c2s KcJhTsThTc JdTd7c5s3h Qc9c7s7d3s 
Qh7h6d4s3d KdQd9h4h3d AhKh7s6h2c Ts7h6h6d3d 
Ts8d6s5h3d AdQd8d6d4c KsQs7c4c3s QsJs5c4h3d 
AcKd8s5s5h Td8s6s5c2d JcTs8h3s3h KhTc5d3c2h 
KcQc7h6s2s Ts8h8d5d3s AdQh4c3h3c Qh6s5s5h4s 
AdKh8c5s2h KcQc7d6d2d AsKd9h7c4h Tc8d7s6h6d 
QsJs5d3d2c QdJsJh8s4s AdJsTh7h2c Ts9h9c7d5d 
AsKcJs8s3s Kc9d5d4d4c 7d7c6h5s4h Ad4s3h3d2h 
Qd8d6s5s2s Ad8c6s6d3h 9h9c7s5h4d AcTd8c6h2c 
JhTs9s8s5s As9d8h3s3c Qc9s8d6d3s AdQh7d4s4d 
9d8c6d5c2d Tc8s7c6c4h QcTs5h3s3h QcTh8s8d4c 
Ts8h7d5d3s Ac9c6d5s5c Kc9h8d7d6d JcTs9h8d4d 
AhKs7h5d2h JhJdTd5d2s QdTd9h8s4d JdJcTc5c2s 
AsQh9s9c3s Jh8h7s6h5c As9d7s5h2c AdKc7s5h3s 
QdTc9s9h2d KhJc7s6d3h Ad9h7s6h3s AdJc6h6d3s 
9d6h6d5s3s AsJh6s5s3c Jc7s7c5c4s 9d6s5c4d3c 
Ah9s8d3h3c QsJsTc6h2d Jh9d5h4c3c 9h9c5c4h3h 
KdQh9s4s3h Qh9h6d4c3d AhKcJd6s3d 9s7c5s5c4c 
Qc8c7c6d5h KhTh7h6c3d 7s6d5d4s2h Jd8s6d5c3s 
AcJd8s5c2c QdJs7c6c5c Qd8s7c5c3d AhTd9c6c5s 
Ad8s4s4h2d As9c8d6c5h Ac8c7d5c3s 9s7h6h6c3c 
Qc9c8d7h2h QhJhTs5h2d 9d8c7s6c2d QdTd9d8s3c 
KdTh5s3d2h Kh9d8h7s5h Qd7c6d5c3d JsTc7d7c4h 
Ad7d5h4c2s KcQcJc5d2h ThTc7s5d4c Jc9h8h6d3d 
Ks9d7s5c2c 9s8h8c6s3h Kd8s8h7h3d Qh7d5s4s4h 
KhKd9d7d2d Ad9d8d7h2s KhJs4h3c2s KdQc7c6s4c 
Td9c8h8c6c AcTh9h8h3s JcThTd8s2d KcQs8c6c4d 
9h9d4h4c3d Tc8h6h4s3c AdQs8s6s6h AdKhKdKcTd 
QsTd4d3s2c JdJc6s5s4h QsTc8h6d3s KcQh7d6s6d 
AhKh8d6s3h Ad9c8d4s3h AhQd9d5s3c As9s9d4d3s 
AhQh8h6d3c Jc9c8d7d3d AcQhJh6d3h AhJh6s3d2d 
Kd7c6h6c4h Qh9c7h6s5h KhQc8c6d2d 7h7d5s4d4c 
AcQd9s9h5s Td9s7c6c3h KsQh5d4c2s QcJd6c3d3c 
AcQdJc7c2s Kd8h8c7c3d Qd8h8d6d5c TdTc8h8d2s 
QdTd7c5s4d KcJsJd5h2c KdJd9c5d4s JhTs9d8c4c 
KsQsJc9h2s Kh9s7d6d3s QhJh9c4c2c KcTc8h7d3s 
QdTh8h5s4c Qc8d7s5s3c As7c6s5h2d Jh9h9c8h7h 
KdQhJd3s3c Ac9d8h7h2d JhTd5h3d2c Qc9h9d6s5h 
KcJs9h6c3d 9s7c6h5d3s Jc9h8d6c2h KsQdQc8h2s 
KsKdJs6s2s JsTd5c4h4d AsKhJd6c3d QdThTc6h3s 
KhJc5s3h2s 8h8d5c4h2c QcJcTh6d2s KhQhJh5d2c 
Th9d7c6c3s As8c7d7c5h KdQc9s4s3c QhTd9c5d4s 
Jh9d8h6d3d AhTd9d8s3d KhQh6c5s3h AhJd9h4h3s 
Th9d7c6c2h KdQd9d8s2s AcJs7d5h4h KsQs6c5h3s 
Kh8s6h6d2d 9h7d5h5d4d Kc9d7s5c2s Th9d7s6h2d 
6d5s5d4h3s AhTh6c2s2c AsQs5h2s2h KsJhJc5h3h 
QhTc9c8c5d AsKd5s4s3s Js9h8s6c2c As8c7h7d5d 
QhJc9h7s2s Tc7d6c5d5c KsJsTd4c2s AsQc5s5h3s 
KhTs9s7c4s JcTc8h5s5d AcTh8c5c2s Qs8h8d6h6c 
8h6c5s4h2s KdQc8d6d4h Qc8d6d5c3c QsQcTd7s2h 
Jd9s7s4d3c Ac8s4s4c2s QhQcTd4s2d AdKcTc2s2c 
AdTc7s5c4c QcJdTd7d4d KcJh5d3h3d AdJd9s9d6d 
KsQs8c7d2d As9s6c3s3c KcQcTc7c4h QsJc7h7c3s 
Qs9d8h7h6h AhQs7c5c4d Td9d8s6d6c Qd9s9d4c3s 
Jd9c8d6s6h AdTs7c3s3c Ac9h6s3h2c ThTc8s5h4h 
KcThTd7d4d KsTh9c3h3c AcKd7h4d3d QsTh8d8c4s 
QdTh7c6c5c Ah9h6c5h5d Qh9d8h7s2d QhJsTc8s3s 
AsJh9d6c2s Ac7c4s4h2h AsQd8s7s3c AdTs9s5c4h 
Tc7h5h4d4c AsThTc6c5c QdJd5c3s2c Kc9d7h6d5s 
Td9h8h7h5s KsKc9c4c2d JhTs7h5s2s As9s8h7d3s 
As8c6s6h3d Ac8h6h2h2c Ks9d9c3s3d QhTc9d6s4s 
KsJd9h6s3c KsThTc7d5d AsQsJs6h2c AsQc9h6d6c 
Ts8s8d5c3c TsTd9d3s2s 7s6h5h4s2c KcJd9d4s3s 
Ac8c7s5c3h JsJc9s3c2s KsJhJc5d2s JhTd9s9c4h 
AcKsKdKcTc JsJdTc5h2c Ks9d7s6h3c Ac7d6s5s3d 
QhTs9s5d3c 9d8d8c6h6d TsTd8h5s4s QcTh4h4c3h 
As7c4d2s2d TsTd7h5c4d QsQh7c6c4c 7s7d4h4d3h 
9d7c6s5h3d Jd9s9d8d7d JhJdTs6c3s Th8s8c7c6c 
Kc7d6s5s3d KdQd4h4d3h QsJdJc4s3s QdJdTc3s2d 
AhQcJd8c3c Ks8s8h5h2d QsTc7d6s3h QhJd9d4h2h 
QhJc9c4c2h Ac9d5c4s3h KsTh8h3s3d AsJc7c5d2d 
AsKh8h6d3c Ah7h6d2s2d Qc9s8s6d5s Qs8h8d6d6c 
AsThTd4s3s KsJs8s7h2h Ks7h5h4s2c KdJd6c5d3h 
KcQd8h6d2h QdTd8s8d3s KsKh9c4h2h Ad9h5s5c4d 
JdTs8s8c5s AdJd9d7c4d AdQh8c6h4h Ts8h6h5d2s 
8h6s5c4h2s KcJs9s6s5h JsTs7h5d3c Qs6c5c4s4c 
Kd7s7d6s3d AsJh9h7h4c AhKs8c5d5c Tc8h7d6s6h 
KcThTd8c2s 9d6c5s5c4d Tc9d7c4s3s AdTs7c6c5c 
JcTs8s8h5s Ts9d6h4h3d AcJd6s6c3h Kh8s7h7d6h 
KdJh3c2h2d AsQc9h9d5d Ad9d8d7h3s QhJd8d7d6d 
AhQd4s3s3d AsJsTc6s3s QdTdTc7d5d 7h7c6d5c2h 
AsQs7s5s5c 9s8s8d7d3h KcQc8d7h2h AdQs8c7h4c 
KdQs5c4s3h KsJh9c5h4d 9h8h8d7d4d JdTh5s4h4c 
Tc9h7d6d3s KhTs8s7d4c Qc9s9c3s3d TdTc6c5h2d 
AsJs6d3c2c As9s6h5s5c Ad9d9c5s2h QhQd9c4s3d 
Th6s6d5h4d JdTs6c4c2s KhQs5d4s3c Td9s8d8c6d 
Ts9d7s4d3d JdTh9h8c3h Kd6d6c4c3c JdTd9s9c3h 
QcTc7s7d5h KhQhJh5c2s Ah9c8h4s3d AhJc6s6h3d 
AcQc5d2d2c Ks7c6c5s2c Kc8s8c6h2h Qc9d7d5h4h 
AcTd9d5h4s QhJs7s7c3h QhTdTc3s3h Kd8d7s6h2h 
Qs9d9c8h6d As9s7h6d3s Jc9s9c6d5c AdQd9d6c3h 
Jh8h7c6h5d Jd9s5s5c3d Qd8d7h6c3h AsTd9d5h4c 
QcJhTh5h2d KcQhQd3c2c Jc7h7d5c3h KhQsTh3d3c 
KdQh6c5s3h QdJh8h7d3h AsKhTd3d3c Tc8s8c7h3h 
QdTh8d7s4d Qh8h8d6h5c Qs9h7d6h5c KcJh6h5d2d 
JdTd7s7d6d Kd8h8d6s2h KdQc8c4d4c Td9d7s5c4h 
Kh8h8c6d2d JhTc5c3h2d Jh9d8c6s5s Kc5h4h4c3d 
AsTh8c5c4c KsJhJc9h3d QhQd7h4s4h AsKc8c6d3h 
AsJc8h6d6c Tc7h5d4d3c 8s8h7c6h5h Tc9h7d6d2c 
AhQcJc6d3c JhTs9c8s4s KsJc9h5c4d QdTc6s6c5h 
JdTsTd9d5d Jh9c7s7h5d AdKc8s6s6h Jc8d6c4h4d 
Qd8c7d6h5d 8c7c6h4h3h 8h8c7h2s2c QdTc8c5h4s 
TsTc5s5c2d KdJd7c4c2h KhQcTs8c3d Jd9d8s8h2s 
KsTc9d6h5h Ks9h9d7h3d QhJd7s7c6s Ac9d8s6d5h 
Qd9d8d5c3c AsJsTs6s6h JhJc8c6c4d JdTc6c5c2d 
9h8h7c5s2c KsQs8h6c4s AsTs4c3s3c Jc7s7d5c3s 
TdTc8s7d4d Tc8s7h6d4s Qc9d7d5s4s KhQhJh6d6c 
9c8c7s5d2s Ac7h6c5s2d QdJdTd5h3d AdTsTc6c5c 
QdTd9c3d2c KcQcJd8h4c KcQd8d7s7d Tc9h9d5h2c 
Ad8s5s5c4c Ac9h8c7d3c 9d8h7h5c2d KcQd9h4h3d 
Jd9d8s8c2s 9d8d7c5h2c AhQdJc6h2h Qh9c8h8c2c 
KdTdTc7d4d As9h8s7c3s Td7s7h6s3d QsJsJh9d2s 
KhQs5c4s3d KcJs6s4c2c AhQd5s5h3h Qd8d6h4s4h 
Kd8h8c6h2d Jc9s8d6c2s KdQs7s6h4s JcTs7s5d2d 
AhKs9d7h2h AsThTc9c2c KcQsTh3d3c QcTc7d4c3d 
7c6s5s4d2c KhTdTc8s3h KsJh8h4s2h AcQc5h2h2c 
KhJh9c7h4s Th9h6s4s3h AcTd9s7h4h JcTc8d5s5h 
Ts9c8c7c5h 7d7c6d4d3c QdJcTd4h4d Ad8h7h3d2s 
QcJdTs2h2d Kc8d8c5d2s 8s6h5d4s2d QcTd6h5d2h 
AsQs5c2s2c As7d4h4d2s KdJh8h4d2h QsQdTh4c2h 
Tc8s8d6c5h Qs9c8s6s3c KcTh8c4c3h QsJs5h4d4c 
Qh9s8s6s5c AcJd8d6s3s 9s6h5d4s3d KdQh9h4s3s 
KdJs6s5c4s KdQdJd6s6h QsJdTd7d4d KcJd8d4d3c 
As8s8c3c2d As9c8s7s3d Ts9s8h4h3c JsJh6h4c2s 
Kc9d8c5d2d QhTs8s5d4c KhTc9s3s3c AcTd9s6s5h 
AhQs7c5d3s JsTs9c8s4d Kh8d7d6s5c QhJhTs5d2h 
KcQd9s4s3d Td9h9d8s5c JdTd9d8d6d AdJcTh7h2s 
Kc9h8c7d5c As8s8h3h2d AsKcQd5h2h Jd9s6d5c2c 
As9s6d5s5h Qs7h5s5h4h Kh8s6s6c3h AcTh5c4d4c 
Th7d6h5h5d Qd9d8s8d6h KdQs6c4d3h AcQh6s4c2d 
AhQh8h6s3c 9c8c7c5h3h QdQc9d7d4h Qh7c5h4d3c 
Ts8d7s6s4c JhTs9d8c3d AcJhTs5s2d 8d7s5s4c3d 
KcJh6h4c2c Qc9s6s6c3c TsTh6s5d5c KcTc9d9c5h 
AcQc8c6d6c AsKs9s9c4d QsQd9c4h3d QhJdTh7h3s 
AsJd6s6h3c QsTc5h5c3h QhJs9h7c2c AsJc5s3c2s 
Qc9s8h7h6h AcJs9s7s4h 9d8s8d6h6d QsTh5h5d3d 
Tc9d7d4s3s 8d7s5h4s3h QhJd7s7d3h AsKh8c6c4d 
Tc9c7s5d4h Jc9h9d8d6s Qs8s7h6c3c Td7s7d5h3h 
TdTc8s5d4d KhJc9s6h4h TsTd8h8c2d Qh9h9c5s2s 
Kd8d7h6s2s 7s6d5d4h2s KcQdJs8h2c QcJc8h4s2h 
JsJd9c3h3d Th9c8s6s6d AhQd6s4h2c AdTc9c5h4s 
Tc7c6s5c3s AhJd5h4s3h AhTs9s9d4s Qc9h8c6h2c 
Jc7s7d6s4d KcTs5h3s2c Jh9c6h5s2s Td9h8s7c5c 
Td8s6h5d4c KsTs7s6h3c KdJd5s3h2s Kc8s6d5s5d 
KcJs5h3s3h Ks7d6s6d3s Ks8h5h4s3c KsTc6s4c2s 
Kh7s6s6d4d As9h9c7h5d AcTh9s8h4h Kh8d5d4s2h 
QsJs8s6h4c 9s8d5h5d4h 9c7s6d4c3d KsJdTh5d2c 
AsKh7c4h3h Ts9d8c6h6c JcTd8h3h3d QcJd9d4c2c 
KcJh8c7c5c QcJc8d4h2d Td9c8s8d6d Td7s6s5d3s 
JcTd9c8c5c KsJh5c4d3s Td7d6c4h3c KcTc9h9c4s 
Ad8s8d3s2h Th7d6c4d3h QhTc7d7c3d QsJc8d7c2d 
KhQhTs8h5h AhQs9s5d3c KsJd9s9h5s AcJh6c5d3c 
KhQh9c8h5d AhQcJs7d3s Kd8s7h6d2h 9d8d7c6d3c 
KsJc7c3s3h Qc7h5c4s3h Tc9s8s6h4d 9h8d6d4h4c 
Qs9c8s8c3c QcTh9h8h5d AcJd9s7h3d QdJhTc8h3h 
Ac9d8s8c3c JhTd5d3h2c KcTh5d4s4c 8d8c7h6d5d 
Ts8s6d4d3h Ac8c6s4s3c Ah8s8c7c6d QdJc8c7c6c 
KdJh7c6d3s QcTs7s7d3d JsTd9h6d3c Ac8h5s5h4s 
Qs9s9d4h3d 8h8c7h5c2d Qs9c7h5h4c AdJd6h3s2s 
KhJdTd9d4d As9h9d7d5c AsTd7h6h5h Kd7s7d5h4c 
KdJs6h4h3s Qd8d6h4s3h Kd8h7d5c4d KcTd8c5s4c 
Ad7s6c5c3s 8h8d7h2d2c Kh7c5d3h3c QsJcTh4h4d 
Kh9c7h5c2c JsJh9s7s4d KcJh8h4h3c AsQd6h3s3c 
JsTh8s5d3c AcKhJc8c3c Jd8h6c5h3d AdTc8s5c2s 
QhJh8s8c6h Ad4s4c3s2d Jh9s9d5d2s QsTh9s8c2s 
Ah8s7s7c5d Kh8h8d6s2s KdKc9c6c2c AdTh8s6s4c 
QdQc7s6s4s TsTd8h7d4d Kh7s5s3h3d 9d7d5s5d4s 
Jh9h7d6c5h AcJc7s4s2c Qh8s6s6c4c Jd9s5d4c3c 
KsKc9d4h3d Kh8s8c5h3s Qh8d7h7c6s AsTd7h5h4c 
QcJs7s7h5d QdTdTc7s4d AcJc9c5c4s TdTc8c5c4h 
Qs9c8s7s5d QsTd6s4d2s Qd9h9c8c2h AsJh9c8h2d 
TdTc9d8d5s JhJd9s5s4s AdJd6s3h2h KsQs9s8h2h 
Ks7s6s6c3c AsQh9h9c6h AdJdTc6d3d As9s9d5h2c 
QhTs8s5d2d Qs9h6h5h2s KsKdJd6d2d Kd8d6h5h3d 
AhTc8s4h3h AhJh6s3c2s Js6h6d5s4d As8s4h4d3d 
Jd9c8s6h5h Td9d8c4c3s Ad7c4h2h2d Qs9s9c7s4c 
KcJdTh8h3s KhQcTd7c3s KhTs9c7h3h KdKc8s7s2h 
KhJs7c6d3h Kc9d5c4s3s Ah7d4s2s2h Th9c8d7s5c 
QcJcTd6s2h Kh9c5h4d3d QcTd7s6c2s Kc9h9d4c3d 
8h7s6c5s2c TsTd8h6s4s AdTs9s9c4s JhTh9s9c3d 
Tc7s7d6s3c Qc9d8d6h5d Kc8s8h7s3c QhTs7d6d5d 
KhQc7c6d4c KcQh7c6s3d AsAhAc5d3d As6c5s5h2d 
KdQc6h4d3s AhJh6s3d2s QdThTc3s3d QhTd4d3h2c 
KsTh8h6d4h AdKs5d4d3d Ts8d6d5c2s AsQd9d6h2h 
Ks6h5s4c3d AhKh9h9c4d KdQh6s4d3c Jd8h6s5h3d 
Js9s9h6c2h 8h8d5s4h2s KhQhJh6s6c Th9d7d6s6d 
AdKsQh6h2c Kd9s8c7d4h AhQc9d9c6c 9c8h6h4d4c 
Jh7s5s4d3h Qd8d7s7h6c AdJc8c6s3s KsTh8c5s5d 
Ad9d9c8s3d AdQd8s7d3c AcQc8c6c4s QdQcJh4c2c 
QdTc7s3d3c KhJc9d6h3s KhKc9s4c2c KhJsJd5d3d 
JdTc5h4s4c Tc8h7s7d6c AcJh9h7h4d Th9s8c7d5d 
QcJdTh8h3h AsKh7c5c3d As8d6s3d2h 8s8c7s5c2d 
QcJc5s3h2s JsTh4s4h2d 8h7s5s5h3d Tc9c7d5h4s 
Ac6c5h4c2h Qc9c7h7d3h Ts9s7d5h4c QcJcTh3s2c 
Ah9s6h5c2d Td9h8h4c3d KcTs8s7d5s AhTc8s5d5c 
Kc8s7c5d4c QdTc9c8c5h AcKhQh8h3d AdJh9s8s3c 
8h8c7c2h2d JsTc9h6h3d Qc7h6d5s4c Jh9h8s8d2d 
AdQdJd6c2h Qc8c7c6s5d 9s6c5h5c4s AcTd7s6c2h 
Tc7d6s6d3s QhJc6h4d2d Qh8h6d4d4c Ks6s5s5d3d 
Ah6h5h4s2s Qh9h8h8c6s Jh9s8d6c5c AcQs7d5d4h 
As9s8h4s3h Ah9c8h8d3h 9d9c7h5c4s AdKs8h6c4c 
KdTd7d6h3c QsTc9h9d2s Jd9h5d4c3c QhJs8h4s2s 
KdTc5s4c3s JhTh9c8h3d Js9s8d6h5s JsTc9h6d3c 
JcTh9d8h3h Qc9s6h4s3c 9d9c8s7h5h Kh8h6s6d5c 
Ah8d7d3h2s AdJcTs5s2h AcTh9s9h4h Ac7s5c3s2s 
Th9s7h6d3c AcQs8s6s6h AsTc9h9c4c KdJd6s6d5c 
AcJs6s2s2c Qs9h6s6h4s Tc8d8c5s3s KhTc8c6c5d 
Ac9c8s7d3c QhTh6c3s3c Ah8d4h4d3d QdJsTd7d3c 
Ah4d3s3h2s JhTh8d5s5c KhQc8c7d7c KhThTc6d3h 
AsKh9h8h3d Ac9s9d7d5h QcThTc7c5c KhTsTd7d4d 
KdQd9d7s3s TsTd9c6h3d KhJh7s6c2c 9h7s6s6h3s 
Ad6d5d4c2c Qh7h7d4d4c KhJc7h7c2s QhTd9h5c4h 
Td7d6s5d3s KdQd7h5h2h KdJc9h9d5d AhJc9s8s3d 
AcQsJs6d3s AhQhJh6c3h As9h8d3s3c Qd9c7h7c3d 
Jc8c7d6c5h 8d6d5s4s2d KsJd5c3d3c QcJsTs5s2d 
Kc9h7d6s5h QcTh8d6s3c Tc8h6c5h3h QdJdTc5d2s 
Ah9s5h4d3c Ah9h8h8c3d AdQh5s3c2d 7s6s5d5c3c 
Ts9d7h7d5c KhQc6d5s3c KhKc7d4c2c JhJc8c3d2h 
Qs9d8d6d5c KhKd5c3c2s 9d8h7c6h2d Jc9h6h6c3s 
AsTh7d6s2c KhJh7c5s5d 9h7c6s6c3s JdTc9c8s3c 
QcJcTs3d2c Qc9s9h8d5c JhJc9c7c4d AcQd6d5d4h 
Th8s7c6d4d Js9s8h8c2c QcTs6s6h5d Qh8s8h6s2c 
Td8h7c6s4s KhTh8d7s3c KcQc8s6h4c QsTc7d3s3c 
Ac8s8c4h3d As9s9h7s3d Td8h7d7c6d 9h9d7c5d4s 
Td9d8s4c3s AcTs9s5h4d AcQc9c6h3d AsQs9s6h3c 
KhQdJs9s4c KcQhTd9d3d KdQc5s4c3h 9h8d6d4s4h 
QsJcTh2d2c Jd9c6c5s2d AdKs6h6c3s QhJc4d4c3d 
8h7h5c4s3s Th8c7h6h4d 9c7d5h5d3c 9s9h5d4s3d 
Qc9h9d8s6h 9d8d8c5d3c 9h9d7s5d2h QcJsTc7c3h 
Ah8c7c3h2d KhQdJs8c3h Kc9c7s6c5c KhKd7s4d2d 
Th8s7d5d3s KhJc7s7c5d Kd7s5c3s3d Js8h6s6h4h 
QdQc9s6s3h AcJc9c8c4d AhJsTh6h3h AdKsQs8c3s 
KcTd8d6h5d 9h8s8c6h3c AcQd6d3c2c AhKh5h5d2c 
QhJhJc9s2h KhJd9h9c5h KcJh8h8c3c Kc8s8h7s2c 
QhTs9s8s5c AhJs7d5d2s 9d7c5h4h4d Th9c7s6s3d 
TsTh8c7h4h AcTh8d4c3c KdTs7h7d4d Td8c6c4h3d 
AhTc7d5d4s Td9c8s7h5c KcTh6c4d3s KcJh5d3c2d 
AhJdTc5c2s AcJd8d6h3h AcQs9s6d2d AhTc9d8c4c 
QcTc7s4c3s Qc8s7d7c6h AsKs6s5d3s QhTh9h8d2c 
QhJd7s6s5s KhTd7s7h4h KsQcTh8c3d 8c7d6s5d2s 
JdTs9d8d5d Th8c6h5s3c AhQd9d5c3s JhTd9c8s3c 
AsTh8s6c2s Td7s6h4s3d Ad9d7c6h3d AcJc6d3s2s 
AsQh7d5c3h KdJd9s7d4c JcTd9s7d3d Ac8d4s4d2c 
KhQs8c6s2c 9c6d5h4c3h Ks9s9d3h3d KdQsJc9c4h 
Jc7s7c6c4s TsTh8h4d3d AcQd6d5d4s As9c5c4s3s 
KcJd8h4h2c Kh9d6c5h4s KcQc9s8c5h QcTs6s4c2c 
KsJc7s6h2h Tc9s8h8d6s Qs8h7c5c3s JdTs9d4h2c 
Td7s7c6c3d 9d6d6c5s3s Ts9h9c5c2s Td8d6s4h2h 
AhJd8d8c4s Td8s8d5s2h AcQh5s5c3c Td9s9h4s2d 
KcQc8h6s4c Kd9c7s6h5c QsJc9c4c2s Ks8s7d5h2h 
Ah9h8h7s3c KhJd9s9c6d Ac8c4h4d3d KdTd7s4c3h 
Td9s8h8c6s As9d5s3s3d 9d8d8c5c2d KsTh5c4s4d 
AhKdQs5c2c 8s8h7h5s3h KsQs9d7h2h Th8d7s7h6h 
Th8c7d6s6c Ks8s8c6d2c KhTd4h4d2c Kh9c8s7s7d 
KhQsJc8d3h Qh9s5h4s4h Kd9s5d4h3h Ad9d9c5h2s 
AdTd8h4s3d AcTh9s9h3h 9s9d7s5c2d AhTs9s5c4d 
Tc9h9c8s5d AsAhAd6d2d Kc9s7d5s3d KsQc8h7s5s 
KcQh8h7s7h Ad9d7h6s3d KhTc8h5d4h Kc9s9d4c3s 
Qs7h5s4d3h QsJh8s7c2c Kd9c5h4c3d Ah9c8s7s2c 
QsTh7d6s2d Ac6d5c3s3h 9d7d6s6c3s QhTs9h7h4c 
Ac7c6c5s2s AdTs7h6h5h Ah8d7h6c2s Td9s9h6h4c 
Ad9h5s3d2s 8d6s5c4d2c Th9s7s6s6c Ah8s7c3h2c 
AhQsJc6h2h AhKh9h9d4c Td9d8s6h6d KcTc7c6h3s 
KhQd7c6c5c Qd9s5d4s3h Js9h9d5s4c KhJs5c3s3c 
Ad9h9c7h5s Ks8d8c7c2s 9c7c6s6d3s QdJd5s3c2s 
AsKsQs9s6s 8c7s5d4c3s QcJsTh4h4d Jd9h7h4d3c 
Ah7c6h2d2c KdQsTd7h3d ThTc8s8d2h Kd8s8h5d3h 
AsTd9h6d2h QhTh9d8h3s AdJd7s4h2c KcJdTs8s3h 
AcQc8s7c3d Ad9h5d3h3d AsQc9s6d3s KhQs5d4c2h 
JdTd8d6s6c AhJc9h6h6d JsJh9s5d4s QsTd9s5h4s 
KdQcJh3s2d Ah9d7h5c2s Js9d7d6d5h JsTh5h5d4c 
Ts9d5s4d4c QdQc8c5s2h QhTs9s6s3d 9c6d5s5d4c 
Kh9s6d5h4c JcTd7s6s2c 9c8h5s5h4s AsQd6s3d2s 
Kd6d5d5c3c KhTh9s8d4h Qc9d9c4s3d KhJsTc8c3d 
JsJh6d5h2d AdKd8h6c3d AsQs8h7s3c Ac9d7d3d2c 
Ac9s5c2s2h AcQc7c5h5c QcJdTh4s4h JhJd9c3s3d 
Td8d5h5d4h KsQcTd8c3h JsTsTc9s5s AsJd8s7c2s 
9s7d6s5c2d KsJhTsThTd AcQsJh7d3h AcQh7h6h5h 
9d6c5s4s3d AcKdQd8d3h Jh8h8c6c3s QhJcTs8c3c 
Qs9d5s4d3h QsJcTc7c4c 8h8c5d4c3d AdJh9s5h4c 
Ah8c7h6d2s QcJs4s3h2c KsQs8h7h3h Qh9s7h5h3s 
AhQh7d6h3s Qs9d8h6h3d JdTd5s3s3d AdKc9c8c3h 
KdQh7d6c3s AcJs6h4s4h KhTs6h4s2h Kd7d6c5h2h 
JcTd9h6h3s AcTs9h8h3h Js8h6s5d3h Jh8s8h6s3d 
JsTh9c6c3d QcJs8d4c2d AdQc5s4h4c Qh9d7h6c5h 
Qc9s6s6c4c KhThTc5h5d Qs7s7h4h4c 8h7s5c4h3s 
AcJc9h2s2d Jh8h6d5c3d 9h6c5d4d3c Ts8d7h6c4d 
KhJc5s4h3d Ah9s5d3h2d KhQh4s4h3s JsTh9c5h5d 
AhQhTh6h3s As9d9c7c5h KsTd8c5s5h KhTsTc8d3h 
AhQs6c4h2d Ad7d6s2s2h QhJh8c4d2c 7s6s5d5c3d 
As9s9h4h3s AhTd8c4c2d Qs9h7s6c5s Kc9h8d8c6c 
Tc9s8h6h5h KsTc9c7d4c Js9s9h8s7s JsTc8s6s4s 
Kc9s7h6d3c Jc9h5s5h3c Td8h7c5c3d Th8s7d5d3h 
Qd8s6h5s5h JdTc7d5c2c QhTc8s6d3h Tc9d5c4s4d 
8h6s5s4h3s AhJh7c4s2d As8c7s5s4s QcTc7h5d4c 
Ah7d6h5s3h AsQh5c4h4d Ah8d7d7c5s Ac6s5c3h3d 
AdQcJs7h3s KsKd5h3h2c Ad9s8h6s5c Td9d8h4h3c 
QcJhTs2h2d Qh8h8d6d2s JcTd7h7d4s Kh9d9c4h3d 
JdTc9s8c4c 8c7d5d5c3h AhJc8d3s3h AhKc8c6d3s 
QcTs8h6d3c Td8s8d6h2h Qd8h8d5s3s Ks8d8c6d2s 
AdJcTc5c2s Tc8h6h5c2d JsJdTs5s2h Jc9c7s6h5c 
QdJs4s4h3h ThTd8d5c4s AsQd8h7c4h Ad9h8d7d3c 
KhQdJc3s2h Ad7d5c4s2h AdKc7s5s3h Qc9s8c6c3s 
Tc9c8h5h3c TsTh7d6d4c Jc9c5s5c4s AdTs5d4h4d 
Kc8s7c5h4c KcQhTc3s3d AdJd7c4h2s QsJs8s6d4c 
Qd8h8d5c3c AhJsTs5s2d QdJs5h4c3d Qs9d7s5s3d 
9h9c7h4s3s 9h8s8h7s4s KsJd7s5h5c KhQhJd9c2h 
Kc8d7d6c2d Kd8h8c7c2d ThTd8s8c2d 9s8d5s5d4c 
9d7h6s4d3s KdQs8d6d4c Ac6d5s4c2h JsJd8d6d5d 
Kh8s8h5s2d JsTc9h9d3h JsJd7c5c4h TdTc6c5s5h 
Td9h7s6s2d Th7h6d4h4d Kc8d7h6c2h KsQc7s6d3h 
AdJd9d8h4d Ac8s5s5d4d AsJd9h6h5c 9c8d7d5h2c 
