Ts9c8c6h2c 
Jd8d7s7d3s KhJc9c4d3s Qh5h5c4d2c AcTc8h6c3c 
AsKhTc6d2d Jh9d8h8c2s Jh6s5h3s3c JcThTd7c2c 
JhTh9h3s2c Ts9s9h8s3d KhTsTc4d3s Tc9s7c5d5c 
QhJh8s4d3c Ks9d5h4d3h KhJhTc3h2h AcQc7d6h2c 
8s6s5c4s4d Ad9c7c6s4h QdTh8s8h2c Kh6s6c4d3h 
Ks8s7c5s5d Ac9s9c5c2h KsTdTc4h3d AdTd8d3c2s 
Ah9h6c4s4h 9h7h7c2s2c ThTd9h3s2c Qs9d6h5d4d 
Qd8d5c4c2d Ah6h5d4s2h KhJh6s4d3h QhTd8c5s3c 
KhTc7s5d3d Ah8c3h3c2c 9s9c8h4c2h QcTh7d5d3s 
Ah8d4s4c3h Ks5h5d3s2h 8s7h7d4h2d Jh9d8h3c2c 
KsJs9h7s2c Js9c8d5c3h Kd9d6h4h2h As7s6c3s3d 
KsQs6d5s2h QsJs8h4c3d 8s6h5s4s3d QdTs5h3h2s 
8d6c5h4s4c AhJd9c6h2h AsJd7d4d4c QdTd4d4c2c 
AdTs8c5s2h Kh8d7d5d4s KhTc6s5c3c Td9s7d5h5d 
7s7h6h6c2h KsQs9c8d4s Jc8c7c6h4c AhJh9h7h2c 
Ks9s9c5s5h 8c7c5s5c4h QsTh8c7h3d ThTc9h7h2d 
Kh8h8c2d2c QdTh8h6c2h Td7s6h6c5c Jh8d7h7c4s 
Jh9d4s4h3s 9c8s7d4c3d Qd8d7c4c3h Td8h6s3s3h 
JsJh9c6h2h QcJd5s4h2d Ah8h7s6d2h Jd9d8d5h3c 
Jh8s7s7h2h JsTh8h4c3h KdJd8d5h3c QsJs8d4c3h 
KdJd8h4c3s Ks5h5c3s2h Js8d7d4s2c Js8h8c6d4c 
KcTs9d5s3s QsJh5d4c2h Qs8d8c6d4h KsTh4s4c3d 
JdTh8h4c3h TsTh8d2s2c QcJc8c5h2s QhTd8s7c3d 
AsTh8c5c2d Jc9s6d5h5d KsQh7d5d5c QhQc6d4d3d 
QcTd4h4c3s KcQcTc5h5c QdTh7s5s3c Js7s6d3h3d 
QsTc6c4h3c Ac8h7c6s2c KhQs8d5h2c As9s7s5d2h 
9s9c8d5d4h QcJd7s7h4d Kd8d6c5h5d AdTc5s4d2d 
KhTc9c6s2c Kd6h6d4h2d Ts9s8s7d2c AsTs5s3d3c 
Qs7h6h5h2s QhTc7s2h2c Jd9h8d2h2d Kd7d6s6c4d 
KsJd8d3d2s 9c8s8c4h2h 9s8d6c2d2c 9d8h8d3s2s 
6d4s4c2s2c QsJh9h5c2h Qd6h5d3s2h ThTd9h6h2c 
Qh6s5h3d2s AcQh9h8h2h As9h8h4d3d JsTd7h7c3d 
9h8c7h5s3h As9h6s3h2s KcJs6s3c2c Js8c7c6s2c 
KhTd7h4s2c QsJc9d5h2d KsQs6d5s2c AdTh8d3s2d 
Kh9h8h7s4c Kh8h7h7d4s KsThTd4c3h 9h8c5s4c2s 
KdTs7d4h2c Kc8c5h5c3h AdKs9s6s3s KhJs7d6c2h 
8h8c7d5d3s Jc9s5c3h2h Kc9s5d4d3s 9s8s5s4h3h 
Kd9c5h4s4d Qh9d8d3s2h Kh6d4d3h2s 9d8h7d4d3h 
Js8h7d5c3s QcJs9c4d3c JsTc9s3h2s 6h6d5s3s3c 
9h9d5s5c3d KcTc9c6s2c Jh7d6s4d3s AhJh6s6h3d 
JcTc6c4h4d Qs8s5d4d3s Qs9d8s5h3c AdTd8d6c2d 
AdJc9s6d2d Kc8h7c2h2d Jh9c6h3h3c Qc9c8h3d2h 
As8d7s6c2s KsJs6c4h3s QcTd8d6d2h JdTh6h4h3s 
7h6c5c2h2c QcJd9c4h2s 9s8d6h5h2c 9s9c7h4s2c 
KdJh8d8c4d Ah8d5c4c3d AcQsTd3h2h Ad9s7c6h4s 
Ah7c6s5s5d KhQs7c5d5c JhTs7h3s2h AsJd5d4d4c 
Qh9d9c7s3h Qd9h5s3s3h Qs8s5c4c2s KhJh6c4s3h 
6h5h5c4c2c Kh8s7s6s6c Jh9s8h8c2d AhQh7s6d2h 
AhJs8d7c2d QcJs9c4d2h As8s5s3d2d Ks6h6d3s3c 
QsTh9d7h2c JcTc6s6h3d QsJs7d6s2d Jh9d6h6c4s 
Td8h4d4c3h AdQd7d6s2h 7s6s6d4s2d Ts9h8d4c3s 
Ah9s6h2s2h QdJd6h4d3c AsQc9h9c2c TsTc6h4d3c 
Jh8s7s4h2c Jh9c8d7c4c 9s8s7c5s5h KcTsTh5c2c 
8d7d6d4c2c As9s6c4s4d Jd9h6h4c2d Js8s6s5c4s 
Kc6d4d3c2h AhQhJh7h2d Js9d4s4h3h 8s7s7d5c3h 
5h5c4d2h2d AdTs8s3h2h 9c6s6c2s2h QdTh9d4s2d 
Js8h6c4c3h Kd9s6d5h2c Qs9d9c8s4h KcTc8c6h2d 
KhJd5c3s2h 9d8d8c5s3h Kd8d8c7h4d AsJd8h5h2c 
KcTh9c4d2c Kd8s8h5d4d TsTh6h3s2c Ts4s4c3d3c 
Jh9c8h5h2s KsTsThTc9c QdTd5s3h3c AsQs7s3h2h 
Ad9d7d5h2s QsQd7c6s2s 8d8c7d5d3s Kh9c8s8h2d 
As9s7c5s2d KcJc7s4h3c AcJd9h6s6h Ts9d9c4c3c 
Ad6c4h3d2s Tc9c6s3d2d 9s9d7h7d2d Qs9c5s3c2h 
AhKs4s2d2c 8d6c5c4s4c Ts6h5s5h2d AhKc4s4d3d 
JdTc8h8d3d Qc9d8c4s2s Ts9h5h5c2c Td9h8s7c3s 
AdTh6d5d3d 7d6s6h4d2s JsTd6s3s2d KsJs7h4c3s 
KdJs9s7h2c Ks9c6s5h2d Jd8h7d4s2h Kc9h6d3d2c 
9c8d8c6s3c KhQhTh5c2h QhTs8d7c3s Kd8d6h4d2h 
Th9h8h5c4h KdQdTd8d2c Kh8c7h2d2c QhTs7c5s3d 
8s6d4s4d2c AhKs7d4c3c Jc9d8c5h5c Kd9c5s4s3c 
AsJs9s7s2d Jc9h6s5h4h Qc8s7h7d5d KsQd6h4d3d 
AcKd8c3s3c 9h8h7c3h3c Kd8d7h5s5d Qd7d7c5h5d 
Tc9h5c2h2c KhJc8c4s2s JsJcTh6d2d AsJc9c3h3d 
Qs9c5h3h3c Qs9d6h2s2d TsTc8h7c2d Qs9d7h7c5c 
7s7d6s6c2s KsTs9s6h2s 6d5c4h4c3d QcTs5d4s3s 
6s5h4s4c2c Tc9c8c7d2h As9h8d7h3c Ad9s7h6c4s 
Kh5s4s2s2h Jh8d6h4s2s AdQc9d2h2d JsJc9h6c2c 
JhJd8s4h3c Th6c4d3h3c KdJd9h4d3c ThTd6c5c3s 
ThTc7h5h3s JsTh7s3c2c Tc9c7s5c4c KcTd8c4s2h 
Jd9d4h3h3c KhTsThTc9s QhTs9c4c3c KsTh8h7c2d 
Jc8c6h5d5c Ks9s9d5s5h TsTd9c5d2h Tc9s7h4h4d 
Qs7s7h5s5c Tc7d6d5h2h Kc9s7h4c2h Ad9s9h8c4h 
QcThTd7s3s Jd8s7s4d2h 8c7d6d6c2c 8h6c4h4c2s 
Qs8h6s5c3d Ts9s7d4h3c JsJh6c4h3h Td9d6h6d4s 
AdTs4d4c3d QsJh7h5h3d JhJc9s6h2h AcJc6s6c3h 
KsTh9s4d2s AsTd8d3h2h JsJh6d5s2c As9d7c5c3h 
Kd6s4s3d2h AsTsTc7s2s 9h8d7h5c3h Ah8d8c6h3h 
Js8h6c4s2c QhTc9s7c2d AsJd9d6h4d Kc9h6c4c2h 
Th9d8c6s2c As9d9c7c4h Ac8h7h7d4h KdJh8d5d3s 
QdTh6d5c2d Td8d7c5s5d QdJs9c7h3c Qh9h8d8c5h 
Kc9h7c6s2d Jh6s6d5h2s AsQh4c3h3d KdJc6h5s3h 
Ks9s9c5s5d Qc9d7c6c3h JdTd8s8d3h Jd9d8h5s3d 
9c8d6s6c4h KhTh9c5s2h QsQc7s4s3h 9c8h6h4c2h 
KdJh7c3d2c KhQh8d4d2h AhTh4c2s2d As9c8h7c3d 
AcTc8d6c3c KhJh7s4c3h 7s5d4s4d3s 7s7h6c3d3c 
JsTs8s8c3d QdJc8s8c4c AcJc5h5c2s 7s6h6c4s2h 
JdJc5s4h3h Jd9h8c4c2h QsTh9c7h2d QsJc8d6h3c 
As7c4s4d2h Kc9h8s5s2h Ac9s7s5s3h Td7s5s3s3d 
Kd9d4h4c3c QhQc9d6s2s Js7c6h5s2c AdKc4s4h3s 
Qd8c5c4d2d Qc9h7s7d5s Jd7d6c5s3h TsTc8d6h2c 
Kc6h6c3s2h KcTd9d6h2d KsTh7h3s2s Td9d6s3c2c 
As8d5c4c3d JhTd7h3d2h TsTc9s7s2h Jc8s8h3h3c 
Kh7d7c4d2h KhQh8h8c2c Ah8d7d6c2c 9h8c6c5d2s 
Jh6d5h5d2c Qs9d7s7c2d As9c8d7c3h Qc7s7c6d2s 
Qs8c7h7d5d Qc9d4c3h3d Ts9d8h8c4s Ah9d7s5h2h 
6s5h4h4c2c JsTs4h3h2s KdTd8d6h2c QdJd4d3c2c 
Qh5s4h3s3d QsJs8c4h4d Ts7h5c4c2s AdQs9c5s2h 
9d7c6s6h4h QcTc7h7c2h Td9d9c8d2h KhJh9h6h4d 
Jh9h6h5h4s Kd9d7c4s2s Jd9d7d6s6d Jh7c5h4c2s 
Jd7h5c4d2h QdTsTh4c2h AdQd5s3c2d Td9d6c3h2h 
9s6c5c3h2h AsJs7c3h2d Js8d6h6c5d TsTc8h7d2s 
Qh9c5d3h2c 9s9c7c4h4c TsTc9s6s2h AdQd7d6s2c 
Ac8h6s6h5h Ah6c4d2s2h QhJsJh7c2d AcQdJd3d2d 
Ks9d6h3h2s 9h8h7d3h3d AhQd8s7s3c Kd8h8c7h3c 
Ts9d7d7c4d Th9s5c3h2s QsTc6d4d3h Tc9d6s4h4d 
Th8d7c5s5d As9h7d5h3c QcTs8s6s2h 9h8s8d5d3c 
KsTh9d7c2d Qd8s7s7h5c Ac9c6s5d2c Th9c8d8c5c 
Ts7c6h6d5s Qs9h9c7d3s QdJd9s4d3h QdQc9c7s2c 
Qh8d8c5s5d Ah3s3h2d2c AhKc7s4d3d KsJh5d3c2s 
6d5d5c4h4d KhJd8d3d2h Jd9h9c8d2s KdTs7h4h3c 
KhQh9c5h2s KdJd9c4d3h KsThTd3c2s Ac7c6d5c2h 
9s9c8s7s4h Kc9h9c5d5c Qd9c7c6h4s AcKd9d5h2d 
Kh6s4h3d2d Td9s5h3d2s ThTd9c5d2s KdJc8c3d2d 
Ad7h3h2h2d Ts9d6h6c3h Tc9h7d4s4d AsTs8c6s3s 
QcTh7c4c2h QcTd8s8h3c 8h6s5s4s3d Js9c4c3s3d 
KdJs9s7c2h Qs7d5h4s3c Ac9h8d6d4s Qc9s9c6c3d 
8h8d7c5c3s Th9s8h7c2h KhJc6d4h3h QsJd8s7c3h 
AcQsJs3s2s AcQc7c3d2d KdTc9h5c3c KsQd9h6h4h 
KcTh8s7s3d QsQd9c6h2h 9c8d5d4s2s QsJs6d4s3h 
QhJh5s3d3c Kh8h6h6c2c AhJh9c7h2h Td8s7c5s5h 
Jh7s5s4d2h Ac8d6s6d5d 8d8c7s5h3s QsTd7h5c3h 
AdTh9s3h3c Th9c5h3d2c Th9d9c4d3d KcQdTd7d2h 
KsJd8h6c4c Jc9c8d5s5c KcQs8h7s4s Jh9s8d5h3h 
Jc8h6h6c2h Th9s9c4s3s KsQs9s4c2c Qd8d7s7c2c 
Tc8d5h4d2h Kh7s5h4c3h JcTh8d5d2d Qc7d5h5c4s 
AsKc8s5s2s KdTh9d4s2d Kd8s7c3d3c Jc7c6s6c5h 
9c7s7d6c4c KhQdJs6c2s AdQs4c3s3h Qs6s5h3c2c 
KsQdTc4d2d Kh9s5c4h4d Jc9h7h4c2s 8s5s5d4h3h 
AdQc9h9c2c Jc8d7d7c2c Qc9c8s8d5c Ac9h6d5c2c 
JhTd5c4d2d KsKd9h3c2h TdTc8s3s2d 8c6h5h4s4h 
Qs9h5d3s2d KhJs8d6c4c JcTh8h4d3h Ts9h7s7d4s 
JhThTd7s2h Qh8h7d5d2h JhTc8h3s3d KdTh9s6c2s 
JsTs8s5h3s JcTc6c4s4d Td8s7s6c3h KdTd8d6h2s 
Jd9d4s3s3c QsTd6h4h3c JhTc8c4s3c Kh6c5d4d2c 
Ts9d8s5s5h Qh9d5s3h2d Kc9s7d6d2s JdTh5c4h2h 
ThTc9s5c2d KdQsTc3h3c QdJd5h3s3c Kd6c4d3s2s 
9h9c5s5d3c 9d9c7h7c2c Ts9s6h3c2c Qd9h9d6s2c 
KsJd8h6s2c KcJd7h7d2h QsJd9h4s4c Kd9c7s6c2s 
9c8s8c3d2d Js8h7h7c2c AdJh5h4h4c QhTc8s8d3h 
AhQh7h6s2c JsJhTd6c2c Ah9h6s5d2h QcTh7h2s2c 
Jh8c7h4d2c Th7d6s5s2h KdQh7s3s2d AsJh9c4d3h 
QsTh9s4s4d KdJc9c8h4c Kd9d8d7h4s Qh9h7c5d4h 
7c6s6d5h3h Qs9d6c5h3h Ts9h7s7c4s KsQc7h3h2s 
Ks8s7d3h3d TsTd5h4d3c Qh9d9c5s5c KcTd9s7h2s 
Ks9s6c4c2c KhJs8c6d2h Qh7h7d6c2d QdJh9c5s2c 
QsJc8h8d4h As7h4s4d2c KhJh5c3d2s Qs9c7s6c2s 
KsTd9c6c2h Ad9s7c5s3s Th9s6d6c3d Qs8s5d4d2s 
QsTc5h3c2h Kc9s8h7d2c Tc6d5s3s3c AdJc9c6s4c 
AdQh9d4d2c QsQd7s3c2c As8h8d6s3s Kh5s5c3h2c 
KsJc6h2s2h AdQc9d4d2h KsTh8c6h3d Jh9c6c4s2h 
7c6s6c4s2s QhJsJh7d2c Jc7h7c5c4d AdJh7h4s4h 
As7d6c5h5c AcKhQh8h2h 9d8h8c5s4s Qc9s9d5h5d 
9c8d7c2d2c KdTh4d4c3s KdJs9h5s5c Ks9h8d5s4s 
As8d7c5d3h QcTd8h5s3h Ah6h5h4c2d KsQh8h3s3h 
Ah8h3s3c2c Js9s5s5h2h KhTc7h4d2s 9h7s7d5d3d 
8c6d5d4s4d Ks8s5c4h4d 9s8c7s5d3s 9c8s8c5d3h 
Jd9d5h2h2c Th9s6s6d3c KcJc9c5h5d Js8s6h4h2c 
KsQs7h4d4c JdTh6d3d2h 8h7h6h4d2d 9c8h5h4s2s 
KdQc9h5h3s Kc9h7h4h2c Th9s9c8d4h QsTd5c3c2d 
KsQh9d5c2h Kc9c8s7d4c KcQc8d5c4c KhQh6d6c3h 
JdTdTc7h2d Ah9s8c6c4d AsQd9d7c2h Jh7d5h4d2s 
Kd9c7s5c4h QhQc9h7s2h AcTd6h4h2d Js9c8d4c3d 
AdKh8s5s3s 8d8c5d3d2c Tc9s7c5h5c QhJs7c4c2h 
Jc9s8h5c3c QdTc5s4c3c AsJc7d7c3h QsQhJd7s2s 
Qd7s7d5d5c Qs9s9h6s3c KhKd9c3c2s QcTs8h7s3d 
KdJs6c4h3s Jc8c7d5s3h QsJd8d8c4d QsJh9s4c3s 
Qd8d7s4s3h ThTc9h7h3h KdTh7h5h5c QhJs6s2s2h 
KcQs6h5h3h Ac7h5d4s4h Ad8d7h3d3c 9s9d6d3d2s 
KdJd9h7d2s 9s8s7h6s3c Ah8h5s4d3h Jc8c7d4c3d 
Ah8s7s3h2h QcTd8h5h3s Td9s9c4c3c QdJh6h5s2c 
Ts9d7h4h4c JcTd3h3d2h Qh9h7h4d3d Th7c5s4s2h 
Qs9h8h3d2s QdQc3d2s2d Js8s7d5h3c AcKs8c5c2c 
Kh6d5d4c2c 7h6s6c5h4h Ad9s3s3d2s 9s8h6c5h3h 
Th8s7c6d3d Qc6d5c3d2s Qd9c7s6s2c Tc9h8h7h2s 
QhJh9s4h3d 9h6s6d2h2d 9d8s5c4s2d KhTh5c3h2c 
Qh9s8h4c2c KsQdTc3h3c Td9d9c8h2d AhKc5d3c2c 
Js9h4h3s3d AhQd8c7c3s KsQh7d3d2s QhQc8s4d2c 
QcTs7h5d3h Qh9h7s7c5h Qd9s6h5c3c QhJc5c4d2s 
Tc9s5c3s2h Jd8s6h5s5c TsTc9h5d2s 7d6s6c4d2c 
Th9h6h6d4s AcTc4h2s2d QcJh8s5h2h ThTc8d2s2c 
AdKcJh3s2s JhJc7s7h2d QhTd5c3c2d 9s9h6s3s3c 
AdTc4s4d3d AdJh9h3s3c KdQdTd8d4d TdTc6s4h3c 
KcJh9d8d4s QcTd7d5s5h QdTs8s4c3h 9h6d5s3s2h 
JsJh8d6c2s As7c3d3c2s JsTc9c3h2c Ts9s8h7d3s 
9s9c7s7d2s Th9d9c6s2h KsJs9s5h5c KcQd7h5s5h 
QcJs5s4d2h QsTc6d4h2s QcJs9d5c2c 9h7s6s6d4c 
Ks6s6h3c2h Qs7h6h5d4h Jh8c6s5d5c Ks9c7d4s2d 
Qc4h4d3h3d QhJc5s5h3h Td9c7d5s5d Jh6h5h5c3c 
AdQh9s4d2d 8d6s5h4s2c Jh8c6d4c3d Qc6h6c5h2c 
ThTc7h5h3d 8c6d5h4s4d AhJs9c6s4s AcJd8s7h2s 
QhTh8s8h2c Jh8s5s4d2d AsJc9c6d3h KhTsTc8c3c 
Ac7s6d5s3h Ts9d7s4h4c KcQd9d7d4s 7s6h5s4s4d 
Qd7h7d5d5c Th9s9c6c2d Tc9s8d7h2s Tc9s5c2s2c 
Ad9h8s6s4c AhKcJs3d2d KcJs8s8d4h 9s9d8s5h2c 
QhTc9c4s4d JsTh9d3s2s Jc9h8c5c2d QdJd8h4s3c 
Kh9h8d4d2d JdTh8s8d3d KsQh8d5s2c 6s6h5d5c2s 
KhQc9s5d2c AhQd4c3s3d AhKd6s6c2d TsTc8s3h3d 
QdJs8c6h3s 9d8h8c5d3s JhTd9d3d2c Kd9c8c4d2c 
KsQsTs8s2d AsTc8s3h2s 7s6h6c5d3d JdTh8c4s2c 
8s8c5h5d2c KcThTd8d2d Js9h9c6c4c KsKd6h3c2c 
6c5d5c3s3c 8d7d5h4d4c Th6h6c5d2c TsTh8c3c2s 
QsTc8d8c2h Th9c8h7h2s Tc9s9d6s2h QhTc9h4s2h 
QcJh5s4d2h Ah8d5h4h2s JhTd8s4c2s KdQc9d7s3d 
AcTh9d6d3d JdTsTd7h2d Ts8c7h7d4h Qc9c7d5s4c 
Ah7s3s3c2h QhJc5h5d3h Kh8h8d2s2d Ac8s6h5h4h 
KhQc9h7s3h Ks9s8h4h2h 9d6h6c2d2c Ts7c6c5h2h 
ThTd6s5s3c 9s7c5h4s2h Tc9h7h5h5d QdTh9d7d2c 
KcTsTd3h2c 9s7h7c6s4s 9d9c6c3c2d AsTh9c4d3c 
JhJd7h3s3c AdTs6d5d2c 9d6s5c3c2d Jd9h5d3c2c 
AdQc9h7s2c Jh8s6h4d2d Kd8h5d3h3d JsJh6d4h3h 
Td7h6s6c4c Ad7d6h3s3d JhTh7s7h3d Ac9c3s3h2s 
AsQc4d3h3c Jd7d6s3s3c KdTs7d2s2d Kh9d5s2s2h 
Kc7h7c4s2h Kd9d6c4c2c KdJdTd7d2c QdJh8c3c2d 
Qh8d7s7c5c JhJc7h3d2c KdQc9d8d2s AcTh8s5h2d 
Qc8c5h5c3h AdTc6d5d2h QcTd9d6h2d Js8s6h5s5d 
AcQd6d4h4d Jc8d6h4c2h Kc7h7d6s3c QsTsThTd9h 
KcJd8h6h4h KsJcTd6c2c AsJs8s8c3s Jh9h5d2d2c 
6c5d4s4c2s 7s7c5c3s2h QsJs8d4h4c JsTc8s7s2s 
JdJc7d6d3h 8c6h5d4h2s TsTh9d5h2c 9d8d7s6d3c 
Qs9c7d6h4h Qs9d9c7h3s KsQs7h7c2c Qs9h7d7c5c 
JsTs8h8c3s 8s8d5c3d2s Jc8h8c6s4c As6s5h4c2s 
Th7d4s4h3s JhTs9h3c2h AhThTc7h2h Ad9d6s6d5d 
9c8c5c4h3h Ts8s7s7d4c Qs4h4d3h3d Kh7d7c4c2h 
Qh9s6c5s3s Qd6s6d5s2d QdTc6d5s2d JdTd5d4c3d 
AcTc8c3s2d Tc8s7h6d3d Jd9h9c8s4d ThTc8d6s2c 
Jh7d6s5h2d Ks9s9c4d2d Tc9c7s4h3d KhJc3h2h2c 
JdTs7h3d2h Jd8c6s4d2s KsJd7c3s2c QsQd8c4h2s 
Jh7c5s4h2c 6h5c4d4c2d Ts9c7s5s5d Kh9h7s5h5d 
KdQd9d8c4h Js9h5c4s4d 9h8c5h4h2c JcTd7c3h2h 
AcQh6s5h2d KdTh8s4c2d Qh9d5s3d2h Kc9c8s7h4c 
As7d6h5h2d JsTd6h3h2s Js9c7c4s2d Jh8h6d5h5c 
Qh9s7s4h3h 8d7s7d5h3c 9d8h6c2h2c QcTh5s4h3h 
AhTc8s4d3c KhJh4s4c3d Qd7c6c5h4c As9d9c8h4d 
Kd6s4d3c2c 7d6h5h3c2d Jh9s6h6d4c Ad7c3h3c2d 
Qd7s7c5h5c QsTc7h5h3d AsTc6s3d2h Jd9d7c4c2h 
As8s5d4h3s AcJh7s7h3d Kc9d8d4c2d Jd9h8d5d2c 
Td9d9c4d3h QdJcTd6d2d Js9s7d4d2c Tc9s8c5d5c 
QsTd8c7h3d Jc8s7s5s4s Js8d7h5c3s KcQs7c3s2c 
Td9h9c8s4d QsTc9s7s2h Kc8s7s6s5s AcKs4h4d3d 
Jc9s5c3d2d Jh7h6c5d3s Ks9h5c4c3h Kh8s7c4s4c 
JhJc7h3s2c Th7s6d6c5d Jd9h7h4d2s Qc9c7c4s3s 
Th6s5c4s2h QhJh9s9c4h KcJd9s4c3c Js6s5d4s2d 
7d6h6c5d4d Tc9h7d4c3s KcQs9c8c2h Kc8c7d7c4h 
KhQsTs7s2c KhQc9c6s2d AdQh9h7c2s Jc8s8h6d4s 
AdTs8d3c2d QhJh8s4c3d QcJh7h3c2s 9d8h6s5s2c 
KcQc6d5c2h 8c6c5s4h4c Ts9s6s6d4c TsTd9s6s2h 
TsTc9d4h2s Jh9c8h5h2d Kd9d7h4s2s Ks9c8s8h2d 
Tc8h7s5h5d 9h8c7c4s2h Qh9s8d5c3h Qh6s5h3s2c 
AsTd9h6h3h Qh9s7s6c4d Kh8h7c3s3c Kc9s8h8c2d 
Js7h6h3s3d AsTd6s5s2c AsKc4h4d3h ThTd8c7c3s 
9c8s6h2s2h KdTs7h5h5c QhTc8d7h3h KhTs9s6c2s 
Ah9s7s5s3d Tc9h8d6s2d KsJs7s4c2c KsQd6s5s2c 
8s5s5h4c3c Jc9s8s5h5d 9d8h5s4h2s 9s8c7c4s3s 
Qs8s7d6d2s Ac8h3h2d2c Ah9c6s6d2h Qd9s9d7h3c 
KsTc9s4s2d KcJs8s8h4d Js8d8c6h4d As9d8d4c3c 
Qc9h7s6d4s Qs7h6h5c4h ThTc8s7h2d As8d6d4c3c 
9h8s8d5c4c JhTh7h7c3s Jd8c7s7d4h Kd9s9h4d2h 
Jh9c8s4c3s QhQd4s3d2c Ad3d3c2s2h QcTh7h5s5d 
Th8c7c6d3s AdQh6d4d2s Qc8d6s2d2c QsJdTc6c2c 
KdTc9s6h2s Th7s6s5c2c Ah9s6h3s2h Qs9d5s3d2h 
Qd6d4s4c3c Ah8c3c2s2h QhJd7s4s2h Ts9h5d3s2h 
9d6c5s3d2c Tc8d6s5s5h Tc9d5c4d2d Td9s8d7h2d 
9c8h7d4c3d Ac8s5c4c2h JhJd6s5d2c Qc8d7d7c3c 
Ts9s9h8s2c AsQcTh3d2d Td9d8d7c2s 9c8c7d5s5c 
9s9c6d3h3d AsJs7h3d2c Ad6d5d4c2h 7s6s5s4c3s 
KdTd9c4h2d AcTh6c3d2s QhJc7d4d2h Kh6d5s4s2d 
JsJd7h7d2c Js7c6d5s2c KsQs9c8s4h Kh9h9d5c2s 
9s9c6d4h3c QdJh5s4c2h Qs8c6s5h2d KhJsJd4d2d 
KhQh7s7d2s JhJc8s6d2c AhTh8s6h3h Ah8h8d3d2h 
KdJs9c8c4h 8s8c7s6d3h AsJs9h4c2s Jh7h6d5s5h 
KsJh6d5d3d 7d6s5h5c4s Th9c6d6c3s Jd8d7s6s2d 
Qs9h5c3h3c JhTh4c2h2c Qh9c8c3s2h KsJd6c4h3d 
Jc8h5h4s2s 9c8s5s4d2d Qc8c7h7d2h AhJd9c6s6c 
QsJs9h4s3d Kc7h5h4c2c QhTh8h8d2c Js9h8c7h4h 
Qd9s7s4d3d Jd7s5d4s2h KdQd9d8h4c 9s5h5d4h4c 
AdQh3s2s2h Jc6s6h5c2h QdTd3s3c2s Ks9h9d8s3c 
8s7h7c4c2h 8d7c6c4s4c Ts9s8d7h3s QsTs6s4s4c 
Td9d7d6d3s Qh9h9d6c2s KhTc4s4h3d Ah9s7d5d3c 
Ks9h7h4h2s Jc8h7d7c4s Qc9d6h6d2h 9h7c5s4h2s 
9d6d5h4h2d Kh5d4h4d2h 8h6s5d5c4h 7d6s6h4d2h 
KdJs9s4h3c Kh8s7s6s6d Th9c8s8d4h AhQh8d8c2h 
KsJc7c2s2c 9h9d8c5s3h Jc8c6h5c4c QsTd7s3c2d 
Td6h6d5s2h Kd8c6c2d2c Qd7d6h5h2h Ah8c7h6d2h 
Tc8h4d3h3c Qs6s4h4d3d Tc9h7d5h3h QsQd3s2s2h 
KdJd9c4h2s Ts7d6h6c4h KhJc8d6s2h 6h5s5h4h4d 
8s8d7h5h3c 9h8s5c4s2h KcTd7h5s3s Tc8s4h4c3s 
AsQcJc7c2d Kh9d5c4d3c Tc9h9d6d2s Ac6d5s5c2c 
9s8d5h4d2s Jc8c7d7c3d 8d6s4s4d2h Kc9d7d4d2c 
Ks9c7s7c2s Qs8s6s5d5c QcJs7s5s3d KsJs4h2s2h 
Kd5h5c3d2h Qh6s6h4s2s AdQs5h3d2d 9c6h5d4h2d 
KcTd7c4h2s KhQs6s3c2c Tc9d9c8c3s Ac6d4s3c2h 
AhJs9c6d6c 9h8c7s7h4d 8s6d6c5c4c AhQdTs3c2c 
KsTs6c3s2c ThTc8s7s3d Qc9d7s6s2d KhQs7h3s2h 
KsQhTh7h2c QsTh9h6d2h Td6h5c4h2d AdKh8c6c3s 
7h7d6s6d2d TsTh9s7s2c Qh9s8s3c2h Kh8s6h2s2c 
TsTh8d7c2h Tc9s7h7c4c AdQh8c7c3s Jh8h7s5c3d 
Ad8c6c4h3h JhTd6h3h2d AsQc9d5c2h Kd9h9d5d5c 
Jh6d5h4c2d KcQs6d4s3s Kd8s8d6d5d KhJh9s4h3d 
Jd8d7h4d3h JcTh6c5c3c Ac9s7d6s2d 9s8c6c4s2c 
9d9c8d7d4h 9h8d6c5c2s Kc8d7s3s3c KcQh9s6s4s 
QsTd9h4h3h Jh9h8h5s3d KdJd9d8d5d QhJc8h7s3d 
8h8d7h5h3s Qs9h7h4s3s Tc9s8c6d3c TsTd9c5s2h 
Jd8s7h7d4c As8s5d4c3s Td7s6c5h3d Qc8d7s4d3c 
Ts6h6d5h2s KdJh9h4c3s QhJs6c3c2h AdKhTs6c2c 
KdQc8d5d4d Ac8d7d3c2c Qs8c7h7c5d Kc9c8c6s3d 
Kc9d8s7h2c KcJh5s3d2c Th6d5c4c2h Tc7s6s5d2d 
8h8c7h5h3d QcTd8c7h3c Ks7h5s5d3c As6s5d4c2s 
Qc9d6s2d2c Kd9d7h6d4d KsQh6s5s2d Jh9h7s6h4h 
Ah7s5c4s4d 8h7c6c5d2s Kh8c6h2s2c Qs8h7c6h4h 
Kd8c7c6c5c 9s9h6h3h3c Qc9c7s6c3h 6d5s5d4s2s 
