KsJs8d8c2d 
AdTh9c6s5s KsTd9s7s3h Jh9s7s6c5s QdTc9c8h2s 
Qs7s7c5d3c 9c8s8h5s2h Ks7d6d5c3c Js9s8d6s5h 
KhQdJs4d2c AhKcQd6s2d Qh6h5d4s4d KsTdTc6d4d 
Qd8s7s5d3h QhQc8h5h4h JhTh9s9h6h Ts8d7s6s6c 
QhJs5d4s2d AsQs7s6d3c JsJh7d5c3s KhQh9h6h5s 
QdJc6d6c2h TdTc7d6d4s QsJsJd8s4h Th9h7s6s2h 
QsJdTc4s2s KcQd6c5h5c KcJs9s2s2c AhTsTh6h4h 
QsQc9c4d4c AsTc8h5d4h Kh7d6h6c5s JsJd8d4h2h 
QdJd8d6h5d As8s7c4d3h Td7d7c6s3c KhJs6c3h3c 
AsKd8d7d3h JsJh4h3c2s Js9s8h7s5d Kd7h6h5d2c 
Kd9d9c7s2s KcQd8s6h5s AdKc7s7c3h QhQdJc7s4s 
Jh9s9c7c5d KhQhJd9h2c As7d6d5c3c Qd9s9c8s7s 
Kd9s9c8h7h QhJh9d8c2s JsTs9s8c5s Ah9s7s7d3d 
QsTdTc5h5d AdTs8c6h6c Tc9d7c4d3c Kh7d6d5c3c 
Qh9s9h7s3h QsJh7c5h4d AdTsTh7c3h Td9c8h7h5s 
JhTsTh5c2d KhQc5s5h3d KdJdTc4d2h Jh9s6h6d4d 
Ad7s6d5d3h KhQc7s7h2c AdJs9s8s3c Jc9d7s6h5s 
AhTd9c7c4s AsJhJc6s3s QdJd8c7s3c Qc9s8d7c3d 
KcTc7s4d2s Jc8h7c6d5c 8h8d7h6c4s KhJs7c6s4d 
QhJs9d7d2s Jh9s9h5c4d QdJd7h7d4h Kh8h7s4d3s 
8s7s7c6d3c QhQd6d3d2h AsQs8h5s2c QhQdJs7c3h 
Qs5h5c4h4c Jd8c6d5h2h QhJd6s6h5h AsJh9s6s5s 
Jd9d8h6s2s Jh9c8s7s2c Kh9d7c5h2d Qh8s8h6d3s 
AdJdTd5d2s KsJs8h8d2h Th9s8h4s3c Ts9s8h4h4c 
TsTd9c6c5c QsJh4s3h2c QsQd8s4s4h AhTsTc6d4s 
AdQs8h4h3s 8c7d6d5c2s KcJs7c6s2s 9d6c5d5c3h 
9s8d8c7h6h Ad9s7d6d4h QcJd8h7h2c Jh9s8c7s2c 
Kd6d5h4h4d As9c6s6d3h Td8c7d5s4d AhKc8c7c3s 
AdTh9h8s2c JsTs8s8c6s AsTh8d6s3s KdJsTs6s6c 
Ts8h8d5s3d QcTc9c8c5s KsJdTd9d3d Ts9s7d6h2d 
KsJh8d7d3h AcTc3s2s2d QsQcTc4c2h AcJdTc6h2c 
QhJh8s8h6c KdQd8c4c3s Td9c6c4c3d JhTh8d7c2s 
Ts9s7d6h2h Jd9h9c8s6h Qs9h7h6d5h AsQs8h8c2d 
QcJs6c4s2s QhJc6h6d5h AsQs9s5d5c QdJc7h5c4s 
KdQdQc7d3s Ac9h9d7s2c KhTs6d5c4s JhTs9h8h3d 
Tc7s7c5s3d AcQc9c5s5d KdJd8s6s2s KhQdJs6h2c 
Qs9s7s5c4c AdJc9s8s4h JhJd8c4d2c Th9s9h7s2s 
Kc8s8h6h4s 6d6c5d2h2c QcTc7d4d4c JsJh9d8h4c 
KcQhJs9d3s AsTs8s6s6d AsKs9c6s3d AhKs8d6s3c 
Qh6s6h5c3s 9h9c6d4d3h QhJs6s4h2s 9h8s6s6d4d 
QsJd8c6c2d Jd9s9d5h4c 8c6d6c5d3d KdQd4s3c2s 
Jc9h8h6s2c AsQhTc7c3c KsTd6s6d2d Ad9h9c7s5c 
Jc9h8h7h2c KdQhQc8h4h Qd9h7c6c3h QdJh4s3s3h 
Ac9h8h7h7d Js9h8d7d3h Ad8h7c5d3d Qs9h8s8d6s 
JcTh9c8s3c Ts7s7d5d3c As9s4d3h3d KhQcJd4d3d 
Ac9s8s8d7s Qs9c8h8c7d QsJsTd4s4c As9h6s6c5s 
6s6h5s2h2d AcKs6d5h5d AhKs9d8s4s Jd9s9d8c5h 
KsTc6d5c4h AcTc3d2s2d Th8c6h4c3s KsTs8s4h3h 
JhTd9c4h3h QcJd9s6c3h KhQd5s5h3c QhTs9d8s3c 
KcJc7h4h3c KdKcJh3h2h Jd9s8d7d3s Ks9c5d4s3d 
AsKdJd4d3d KsJd9c6h5h JhTc7h6d4h KsKdKcJd8c 
KcTh9d8s5d KhTs9h5c3h KdJd9s7d2s Qd9c7h7d4h 
AcKhTs3c2c QdJdJc6d4d KdJd5h4c3s AhQh7h5h4d 
JdTs6d5h4d Kd9s8d6s3d Jh7c5s4s4h AsJs7s4c3d 
QsTs9s6d3c KsTh6h5d4c QhTh9s5h4c Kd9c7s6d3h 
KdJc8s5c2s KsJdJc4h3d KsQcJh4h3h QdTdTc5d3h 
QhJh9d8s2c Ac8h4d2h2c KsQhJc9h2d AsQd7d5h5c 
Qc9d7d6s5d KsJhJd4c3h AdJc9c8c6c AhKh8d8c2s 
TsTh7h6h4d ThTd9c5c4s Kd9c7s6c2d KdKc7h3d2s 
Th8d7h6h6c Jc7d5h4h4c Ts9s7s6d6c QdTs8d3s3c 
Jd9c8s7s2c AdQd9d9c3h Kd8h6d4h3s ThTd8d4h3d 
KdQc6h5h4s 8h8d6h3h3d Td9h8s5d2h QdJd9h9c6d 
AcTc8d5c3h KcJs9s6d5s QsJsTc3s3h AdJs9c7d2d 
KdTs9d8c3d 9h8s6s6c4c KdTs8h6s6c 8s8c6d4s2c 
Ah9d5h3d2s AdKc7h7c3s KhKd9c5s2c KcTs8d7h4s 
Qc9d8h8c6c AsKcJh5d2h Th7h7d6c3d As9d7c3c2s 
8s8c5c4d3d QcJh8c7d4s QhJh8d7c3d Ad7d5h5d4s 
QsTh7c6d6c Tc8c7h7c6d Ts9d7d4s3d AhTs8s5d2d 
7c6s5s5c4c QsJsTd8s3h TsTd7s5c4s JdTdTc4s2h 
QcTh8s7h5h Qh9s7h7c4c Td9h7d6c2c QsTh8d7h5h 
AcTsTd8s2h JsJc8c4s2s KsQsJs9c3d 9s9c8d5d2c 
ThTc9s6s5s Jh9d8c7d2c Qd9d7h7c4c AdKd9h4d2h 
ThTd7h6h4c QcTd8s7d5d JsJd7c5h3d QcTh6s5d3c 
Ad9s9h7c5h AhKc9c5s4c 8s7h6c4c3s QsJd9d7s2s 
JhTc8s8h5h KdQdJh9c3d KcJc9h5s4c Ac9c8h6c4s 
AcJs7h6s5s Qc7s5s5d4c Kh6d5s5d2h KcJd6h3h3c 
JdTc4h4c3h KdTs9h9d5d KcTh6h5s4d JcTc9c7s5c 
JhTc8c7c5c 8s8d6h3h3d JdTd9d8h5d Ah9h9d3c2d 
Th8h7s6h4d AhKs9d8s3s AdQsQd3d2d KcQh7s5c3d 
Qs9h6s4d3h AdQdJs7d2c 8c6s5s4d4c QsTh9h7h5c 
AsKsJd8s3s KdTc8h7c4s AcKsQh9h2h QsTc9c8d4h 
JsJdTh5h2c QsTc9h4c2h 9c8d7d5h2h JdTc7c4d2d 
KdQdJd9d7d AsTd8h6s3s AhQc9s7s7d AsQs9c6h3s 
Th9c8s6c5c KsTd7h5c4d QsTc4c3s3c JcTh6c5c2h 
AhQc9h9d2h KcThTc8s2d KhKdKc9h7c AhKc8s4d4c 
KsTh7h6h6c JdJc7d5c2d KhJs9c6c5c KhQdQc9c3c 
QhTs7s6s4d 8h7d6d5h2c AhQc7d6s2h AsQdJd7c3d 
KsKh9h4h3h Ts9d7c4d4c AdKd9d7c4d QsJdTh6d3d 
QsQhTc4s2s Kh9h9c5h3c Td8d7s6d4c Qh8c6h4s4c 
AcKd9c6c3s Ts9s5d4d3c Ac7s7h3s2c QsJc9d7c2d 
Kc6c5s4s4c As9s8h7s3d TdTc9c6h3s QcTd7h4h4d 
KsQs8h4h3c KcQc6c5h3d Jd9s9d5s2d Ac9h9c8c6c 
7d7c4h4c3d Ah8s8h3d2s Qs9d8h6d3h 9s9h6c4s3c 
8h6c5c4s2h Ad9d8s2s2d JhTc9d5d4d KcQdJs9h4s 
AsKsQs4h2s Ac8c4s4d2d Ts9s6c4s4c AhTd7c5s5d 
Th9s8d7d5c KhQs9d9c6c AdQh8d4s2c Kh8s8d6s4d 
JcTc8d3s2s Qd9c5c4d4c TdTc6c5h5c AdJcTs2h2c 
AcQh5h5d4s QsJh9h6d4c 8s8c7h5c4d Qd9s6d4c3s 
Qs9d7d5s5d KsJs5c4s2c JcTh9s9d5h Kc9c8c6s3s 
TdTc6d4s4h Qs9h8h8d7c KsQdJc5h2d AsQcJd8h2d 
AdKs9c5s4s JsJd4c2s2c Kh6s6c5h2s JdTs9c4d3d 
KhJdTd6s6d KsQdTc7c4c Tc9c7h6d2d QdTd9h5d4c 
AdTd5h4d4c Qs9h9c5h3c QdQc9d5h2s KhKc9c4c3c 
QcTs9c3c2s KsJd9s6c3h Jd9s5d3s3c KdTh6h5s4c 
Tc9d8d6d5s Th8h7c6h4s KdTd7c4c2c QhJc9h2s2c 
JhJd6h5s2s TsTd7s6s4c Kc8s6h4c3s Td9s8s6s5c 
QhJd9d7s5d QsJs6c5s5h JhJd8d4d2h AcKc9h9c3s 
Ks7h6h5s2d Jc9s8c7c3s Tc8d5d4h4c QdTs9s8c4h 
QsTd8c6s3h JhJc4s2s2c Ks9d7h6d3h KhQc9s4c3s 
JdTc9s8h2h Ah7d6d5s3s Jc9h9d8s6d KsJh9c3c2s 
KcJc6h4s2s Td7c6d6c5c AdQc5s5h4c AhKh6h5h3d 
Tc9d7d4d3c QcJh5c2s2h AsJsJc3h2s KcQhTd8h2s 
KcQc8s4d3s Kc7h7d6d4h Jh9s9c8d6s KsQh6c5s3s 
KdQsQd7d3h 9d6h5d4c3h 8h8d7s5h4c KsTc9h6d6c 
Jc9h9c5d4s As8d7c5d4h 9d7h6d5h2s Kd7h6h5s3s 
AhKh9h7s4h JsThTc7d3c 8s7c6h4s3h Kh9h9d7c2c 
KdQcJd9h2d KdJc9d8h3s JsJd8c4d2c QhJs6h4s2s 
KhTdTc6c4c AdTh9h6s5h ThTc4h3h3c KhJsTh5h5c 
Ah8h6d4s4c AhTc9d8s3d Th9h5s4s3c Qd9h6s5d2h 
JdTc5s5c2d Jh9h8s6h5d JhTh5d4s3c AdTc9s9c5c 
As9h8d6s4s QdJs4h3d2s AhTh3d2s2d KhTsTc9h2h 
KdTh6s5c4h QhTs9s8c4d Th8s5s4h4c Td7s5s5h4h 
KsJh7c6h4d QcTh9c6s2d QsJsJc8s4h KhTc7d4c3d 
ThTd7h5c4h Tc7h5s5c4s QdJd9h6h2d Ts7h6d4s4d 
9s8s8d7c2d KsQcTh7h4h AdTd3h2h2c AsJd7d5d4h 
Ah6h5d4d2h Qs7h6h4d3s JdTh6s6c5d Qc8d7s6c3d 
JsTs7h5c2c QdTd8d6s4d AcQh9d5s5h KcQhQd9c3c 
QsTc7h6d4h AhQs9d6h3h KsQd7h4h4d AdTc9c7c4s 
KhQcJd5s2c Ad7h4c2h2d AcQc8s5c2h AdTs6h3d3c 
KhTdTc5c2d AhKs6d3s2d Ks8d8c7s5h KcJhJd4s3h 
QsTs8s7d2d As7h6s6d4s Kh9d8s8d7c TsTh6s6h2h 
AcJsTs4h2d Ad8h8c7s5c AhQh7h6s3c QcJs9c4s2s 
Ad9h8s8h7h Kh8h7c4d3c Qs9s6d4d3c AcKs9s6s5s 
Qd9s5s4s4d Td9d5h4h3s JsJd8d4h3h KdTs9d7d3c 
KsTc8h7d4c Jh8d8c7s6h Jh9s6h6c4c AhQh8s5h2d 
AdQs7h5s2h Jc9h9c4s3s Ts8d8c5s3d AsThTd8d2c 
Js8h6s5c2c AhKs6d5d4d Qh8d6h4d4c KcQcTc8h5c 
As8d7c5h4h KsJd9c3c2s AsQh9s9c2s QsTs8h6d3c 
Kh9h8c7h7d Js9s8c7s5d Kh7d5h4h3d QhTc6s5d3h 
AcQhJd5h2h QhJs8c5s4s Kd7s6c5d4d Ah7h7c3c2s 
QdJd8d5d4s KdTc5c3s2d Kc9c5h5d3h KhQh9h6d5h 
9c7c5h5d3d KsThTd6d4d AcTd9h2h2d AdKd8h6d4d 
KdQs8c7c6c AsTdTc7c3h Qh8s8h6c3s 9c7s7d3s3d 
KhQsJd8h4h KcJsJd9h2s QcJh4c3h2s JsJh7s6h2c 
QsJh9c6s3d Ts8s7d6c4s KdQd8c4s3c Jh9s9c8h5d 
Ts9s8h5s3h JcTd9s8h2h Ts9h7h4h3s As9h8c6s4s 
8s7d6h4s3d KhJcTh5s5h QcJc9s4h2h JcTs8s8h4d 
QsQd9h8d4d Jd9s7s6h5s KdJs6c3d3c AdQc7c5s5h 
KdTd7s4c2s JdTd9d5c3s Jc9s7d6s5s Ad9s5d3h2s 
Kh9d8h6d3h QhJs7d5c4s As9d7s6s5s Qh9d8c7h3c 
QcJc9s8h3d AcKh9s9d5s Qd8h8d5h3h 6d6c5s4s3d 
KdJs9c5h4s QdJh8c5h4h QdJd8d5d4c KsJsJh9c2s 
Js9h9c7c5d QdJc8c7s5c Th8c7h4d4c Ks9h9c6c4h 
AcTc8d6c2h KsKd9h5h2c AhQh8h7s3d Td7c5s5c4s 
KcJhTc5s5c QhJs5h2s2d 9s9h7c5h2c As8s7h7c2d 
AcJsJh8d2h KcJh9d3d2c AhTs6d3h3c As9s9d3h2d 
Ts8s7c6s4d KdQh7c4h3c QhJs5h2s2c AdQdJd7c2h 
AhKhQc9h2h Tc8h5s4s4h KsQs6h6c5s QcJd9c6s6h 
QdQcTd4d3d KcQd7h5c3s Tc9d6c3h3d 8d8c5c4h3h 
Js8h6h5d2s JdTd9h7d5d JdJc8d4s4h KhTsTh6h3d 
Qd9s9d7s3d Kc9c6h6c4h JhJd9c8h4s AsKs6s5s3d 
QdTd8h4d2h Jh9h9c4s3s Qs7s7c5h3c QsQc9s8s4h 
Jc9h8s7s3h 7h6c5h3s3c Ts9h6c4h3c JsJh7d5c3h 
QcJh6s4c2s Js9d9c8s5h 7s7c5h5d4s 9d8h7s5s2d 
Jc8d7h6c5c KcQsQd8d4d KdJsJh8s4c Td8s8h5s3h 
AsKcQd8c3c QsJs9c6s5s Tc9c7h6h2c KsQh8d8c7d 
Ts9c7c3s3d Ac8c5s3h2h AhKc8d4s4c QcTh9h8s4d 
AdTc9h3s2d AdQd9h6s3d KcQd6s6d5d Ad9h5h4d2h 
AdQd8d7d4c JdTd9d8c3s KcJhTc2s2d KdJsJc4h3c 
Js9d8d7s3d 8s8h6c4s3h Ad9c5d3c2h QcTh7h6h4d 
Qc6d6c5s3d JsTc4d4c3d Kc9h6h4h3c JhJc8h4c2c 
QhJd6d5s2s KcQsJd6c2h Ts8h5d4h4d Qc9s8h5s4h 
Tc7d6s4s4c 8h7d6c4c3d QhTc9c7c5d As7d7c5s3s 
JhJd8h4h2d KdJd9h3s2h Kd7h7d6s4c Kc9c7s7h5d 
TsTh9s5d5c KdQc7s5d3h QhJsTc4d2s Kc9c7s6d2s 
JsJc8h4s2h Kd9s7d4s4c KsQsTh4d2c Jc8s8c6d6c 
AdJsTs4h2c 8h7s6h4s3d Jd9c7s6s3c JcTc8c6h2h 
QhJcTd6c3c AcTc6h6d5c AcQhQc3c2c AdKh9s6c3h 
QhQc6s5h2d AcQsTd7d3d KsJd7s5d2s 8d7h5h5d4d 
Tc7d5s5d4s QhJh9d4s2s Ac8d7h4s3c QhJhTc4h4d 
JhTs6d5c4c JdTs9d8h3d ThTd6s5c4d AcKh9c7c2s 
Ac9d5c3d2s KhJd8c5d2c Jc9s9d6s5h 9s9d7h5d2h 
KhJhTc5h2d QhThTd5h3s AsQhQc7d2c QcTs9h4s2h 
Jc6h5h5c4d QsQc9c5d2h QdTd8h7d4c Kc9s7d6d2c 
JdTd9c7d5d 8s7h6h5c2c AsTdTc8d2h QsTc9c6d6c 
KdQhQd6c2d Kd9c7h5h5c Ks9d7c6c2s Ks7d6c5s2c 
KdJh9s5d4d AhTh5d4s2c AhKsTd3h2h KsQdJs9h2s 
KcJc7s6h2s QsQcJh4d2h QhJc5h2s2c Jh6d5h5d4c 
JhTh8d3s2s JdTs9h9d5d Td7c6h4d3h KsKc9c4c3c 
Th9c7s4s4c Qc9h7h5h5c JsJhTd6d3c KdJh8c4d2c 
KdQdJd9c3s Kc9c7d6s2d AcQc7c6s3d QhTs8c5c4d 
8c6d5d4h2c JhTs8d5h5c KdJd9c5s4d AhKcTs7c2c 
JcTc5h4d3s QhTd9d7d5c Kh8h8c5s3s AdQdJd5d2h 
9h7s7d3s3d KcQc5h3h2h Kd8d5h4s4h KsKhKcJs8h 
9s8h8c3s3h AsTd8h5c4c QdTc8d3s3c Js9s8d6s5c 
JsJc8c4h3h KhJdTd9d3d Kd7h6s6d5c KcTd8h6d5d 
9h9d7d6d5d AdKc6h5s5h AsTd9h7h4c QhTh8h7d2d 
AcKs6d3s2d Ad8d7c5h3d JdTh9h6h4s JsJc6s5d2d 
ThTd6h4d3h Ac9s9h8h5d Th9d8c6s4h AhQsJc5s2s 
Jd8c7h6s5h KsQc5h2s2h KcQdTs9h2h 9s8s7c6c2h 
JdTh7d6c4d KdTs8c6h3d QcTd9h7d5d Td9c7s6s5s 
9c8c7s6s2d QsJc7d4d3s KcJsJd8d4h Ad9h9d7d5d 
JdTh5s5h2d Ac9h7c3d2d Kc9s7c6c5c 8s8d7s6h4c 
KdTc9d8s3d ThTc9s4d4c Ks8h8c6c4h KcJh9s5d4h 
QcJsTc3h2d KhQs6s6d5s Td9d8h5d3h AcJc8s5d2c 
QhJd4h3d2s AcKh7h6h4h AdQh9c6c5c AsQc9d7c4h 
Kc9s7d6c3h QsThTc9d4d 8d7h6h4d3s JdTd9h9c4s 
KdTc9c6h6c KcJdTd8d4d AcTd9h7h4s Ks9d8s8h3d 
AdTsTh6c4h 8c7h7c5h3h QcJc7d7c4d Qs9h8d7s3d 
JdJcTh6h3s AdTs9s7s4c QdJs7h7d5c Jd9c8c7d3c 
KcThTd6d4d AsKcJc2d2c KdJd7s7d5c TsTh9d4h4c 
Tc9c8c7h5s KhTd7c6c5c Qc9h5h4h4c AhTs9c7c4d 
AsTh7c5d4c QsQcJc4h2c Qd7s5s5h4d KhTd7d6s4d 
QdJh8c7c2d 8s8c7s6d4h QdTh9d3d2h 8s7c6h5h2c 
Kc9s9c7c5d QdJh4d3s2h Ac9s6h6d4c 8h8d6c4h2d 
QdTc7s4s4c KcQd9s4d3s Kd8s7s7d2h QdJsJc4h2d 
KsQd6c5s3s Qs8h6s4h4d Th8s7h5d4h Jc9s9h8c5d 
AsQh8h4d3d 9h9c6s4s3h AdQd8d7s3h KdTs9d5h3d 
Jd9h8h7h2d QcJs5c2s2d QdTs5s5d2c 9s8d6h6d4h 
AhJhTc6s2h KhThTc3c2h QdQc9d8d4h Js9s5d4h3h 
ThTd7c6d4d AdKd9h6d3c Kh7s6h6c5d KdQhQd6d2s 
8h8d6s4h3d Jd9d9c5c2d Jc8d6d5s2c QhJc4h3s2c 
QcJd9s9h5d AhKc6d3c2d AdKc9c6c5c QcJc8h7s3s 
Qd9h5h4h4d AsKdJd4h2d KhJs9d6d5d Js9h8h6c5h 
AdJs9h4c2d Ts9h7d4h4d JdTc9h4d3d 9h8h7d5d3h 
AsKhJh2h2c KdTsTc9d2d KsQs7d6c3h JsTc9s8s3d 
Kh6d5d3h3d Kd9s5h3s3d KhJs7s3s3h QcJd7h5s4d 
7h7d6h6c5h Tc8c7d7c6s QdTs7h6c4h AdQd6d4c2c 
Jh9s8s6d5s 9s8s8h6d2d 8s8h7d5h4c Qh8d7h6d3s 
AhTh8s6h2c 9s8h7h5c2c QsQc6h5d2c Tc9s7c6c4d 
Qd7s5d5c4s Ts9s9d5h2h 9d9c8s7c2s KdJd7h7d5s 
KcJhTh6s6h JdJc5c3d2s AdQh8h6h5h KsTsTh8d2c 
AcKd9s6h5h KcQdJc8s4c Jd9c5d3s3c AsQc8c4h3h 
Qc8h8c4h4d 6s6d5h4h3s JdTc9d8s3d Kh9h5s5d3s 
AdTs8d4d3c KdQhJd9d5d Th8c6h5s2s JcTs7h7c5c 
AhJcTs2d2c KcTh9d9c5c KsTsTd8c2h Td9d8d7s5c 
9s7s7h3h3d JsJdTs6s3c AdTh7h6h5c Kh9d7d4h4d 
AdJs9s8s6s 9s8s8d6c2c JsJd9d3s2s Ks7d6s4s4d 
8c6h5h4s2c QcJh9s6c3d Ts8c7c5s3h AcKcJc6c3s 
8h6d5d4s4h QsJhJd4c2s AdKc9c6h3s AcJh7s7d5s 
Ad7s7c5h2d KsJh9d8s2c Jc9c8s5s3c JhTs9h9c5h 
ThTd6d4s4c Kh9h7c4d3c 9c8s8h3s3c KcJs5d3d2c 
Ad8c7h6d2s KhQd8h7s4c AsKd8h4d4c 9s9d7h5s2h 
Qd9d9c2s2c KcQh8c7s4d AsQsJs6s6h JhJcTh6h3d 
Kd9s8s8d3s Ts8h8d5h3d KsQd8h8d3s TsTh8h5d2d 
JhTsTh4d2c Kd8d7h4s3h KsJs6d4c2c Jd7s6s6d5d 
8c6c5d4h3d KcJc6s5c2s KhJs9h8d2c Ts7d5h5d4h 
Kc9h6c4h4d QcJd9c5h3c AdKs9s5h4s KhQcTd5s2c 
QsTh9h6d3h Qd9s7s6c5s QdTd9h6c3d Tc8s7c4s4c 
AhKc9h6h3s KdJd8h8c2h Qc9d8h8c2h KdTd8c5d4s 
As6h6d4c3s QhTs8h3s3d Th9h8s8h4s AcQh9s7d4h 
Kh7h7d6c4s QsQhTd8c2c KsKdKc9c7s Jc9s8s6h5s 
QsQh8s5s4s KdQdTd8h5d Jh9c8s7c2s QsQh9h5d2c 
8s7h6d4s3h Qc9c7c6d5s JhTs9h9d5h 9d8s8h3h3d 
JsJh5s3h2c AcKh9h5d4h ThTc9h6d3s KsQs4c3d2c 
Jc9d8d6s2c KsQs9s6h5s AdJd7c6c2d KhQc5h5d3s 
AsTs9s9h4s Tc9c8s7c5h KsQc7h7d5c QdJs7h4h3d 
QdTsTh5s5c QsJd7c5h4d QdTs8s8c5h Tc9s6c3s3h 
QdTh9h7h5c JsJc9d8c4h AcQh9s6c3c QhJd9s6h3c 
AhTc7c5c4s AhKs6h3c2d 8s7c5d4c3s KdQc6d5s5d 
KsTdTc4s3h KhKd6h4h2h Ks9s9h6s5d Ad6d5s5d4c 
QdTs6h5h2s QdJh4d3c2h KcTc8c4d3d JhJc9d8h4s 
9h8d7s5s2h JhTd8d8c4s AcQd7h6s2c Td9h7h7d3h 
KcQcTc9c3d 9d9c6s4c3s AsQc5h5c4d JhJc9d5d4s 
Js9s9c4h3h AdKs6h3s2h AsQh8h6h5h Qs9d8h8c7h 
As6s6h3h2d TsTc8h4c3h KhJsJc4d3s 9h6c5h4d3d 
KcJc9d7c2d Jc9c8d6h2h Ah8c7s6h2d Ad6h5s3d3c 
QcTd8c3s3d Th8s8c5c3s AhQc8s4c3s 9h9d6c4h3c 
As8s7c5h3s 8h7c6c5d2d AdJd7d4c3h KcJc5s4d3h 
KsQd8h6c5h AdTh9s9c3s Th9h7s6c2s KdJs9h6h5h 
QdTd8s6h3c QdQc7d6d4d QsQd9d5c2h KsQsTc4h4d 
Qc8c6h5d2d AhKhJd6h2c KcTc7s4s2s QsTsTh5s4s 
Th8s6h5d4c QsQd9d5h2c QsQdJc7h3s 9h7h7c3s3c 
As7h7c3h2s KsJdJc9h2c QhJs4d3s3d AdJc7c4s3s 
Jd7h6s5h3s ThTc6d5s4h AdQh7s6c2d Ac5d4h4c3s 
Ad9h9d5s4d AdJh7h6c3c KsJh9c5d4h AsQhJc5h2h 
Qs9d9c8c7c AdKc8c7c3h JsJh8h4h2s Kc7d6s6c5h 
QhQcTs4c2c ThTc9c4c2h QdJc5h4c2h ThTc9h6s3d 
9c7h7c3h3d Ad8d7s7h2c Ah9h6c4c2s QsTc9h7c5c 
QsJsJd9s2h QhQcJs7d4d KcJd9h5c4c KsKc8h7d2h 
JdJc4s2s2d AcTs6h3d3c 9d6c5d4s3s JcTs6c4s2h 
Js9c5s5d3c Kd6h6c5d2h Th9s9h4d2s As9h7s6s4c 
AcJh7s3c2s Kh9h6h6c4c KdQd6h5d3s Tc9d7d7c3d 
QhTs7c6d6c Th9s7s4s3h 9d9c6h4c3h QcJs9s6d4h 
8h7h6s4s4h Kh6s6h5s2s AhQd9c6c5c 9s7c6s5c2d 
Ah9s9c8c6d AsThTd6h4c 9d7s7d6s3s 8h7c6d5d2c 
KhQs4s4c3c KhJdTc8h3h AcJs9c6c5c KhJh7h7d5s 
AsJs9d6s4h As9h7h7d3d AhJs6c4h3d AhQdTd5d3d 
QhJh9d8c3s AhQh9d6c3h AcQc8c7c4s 8d7c6s5s2c 
JdTs4h3s3h JsTd7s6h4s 9h9c6d4d3c TsTh9c4h4d 
AdQs8h4d2c 7h7d6c5s4h 9d7s5h4h3s Ad9s9d3c2c 
QdTsTd5d4d AcTh8s6c3c AsKc7c6c3d Td9c5s5c4s 
KcJs8s8c2s JsTs9s8d3c As9s8s6s5d Qd9h9d7h3d 
Ad9s9h8s6c KdJc7c5c4h KcQh7d5h4h Kh9d9c8s7s 
9h6c5h5c3d KsJc8d5c2d QdTdTc5d3s Th9s9h5d2d 
Jc9c8d6c5s AdJh7c6h5h Jh9h8s6c2c 9h7s6h5s2c 
KsKh9d5d2c JsTs9s7d5s KdQd6h5d3c QsQhJc7d4d 
Ac7s7d5c3c Qs9h8h8d3s QsTs7d4s4d QsJsTh4s4c 
AhKdTs7d2d Ac8d6s6d4s AdKc6s3c2s KdQdJc9d2h 
Kd7s6s5d2h JsJh5c4h2c JdTs6h5c4c 9d7h5d4h4c 
KdJs7s6s2d Ad9c7c6h5s KsQsJs9d3h AsJsTc6h2s 
9c7c5s5h3s KcJh7h6h2c KhKc7c2d2c 9d8h8d6c2c 
Jc8h8c7h3s KsJs7h6c2h AcQhJh8s2h Ac6s5h3d3c 
JsTsTc4h2d Qs8c7c6s3d AsTdTc7d3h QsQh7c3h2s 
AhTh5s4h4d AsKc6s3d2h AcKc9s9c3d KsTd9c7c4h 
Ad9c6h6d5d AdKcJc4h2c 9d6s5d4c3s KdJsJh9c2h 
AcJs8c3c2s AdTh7s4d3d KsTd6d4h3h JsTd9s6s6h 
QcJcTd4s4c Jh9s5h3s3d 9s8s6h4h4c As6s5s5d4h 
QdJh4s3d2h JsTh7s6c4s 8s8h6d3h3d KcTd7s5h4d 
Qc6s6c5h3s Qc9h6c4s4h Kc6h6c5d4s AcKh6s5s5d 
QhJc4d3d3c AsKd8d5d4d Th8s8d5s3d 8d7d5s4s3h 
QsJh5h2s2d KhQc7s4s4c Qh9s8h8c2c AsTd9h2h2d 
JdTd5c4s3h QhJhTs4h4c KcQsJd9s2h AsQs7s6d3h 
8d6d5c4h3c Ac9s7h6h5d AsKd7d5c2h Kd9s7h4d3h 
TsTc6d5h4c JsJd8s4s2d QsQc9c5c4c AdTc9s9h3s 
QhJd7s6c4h Tc8d7c6h2d Jd9s7s7c4c KcTs9d8c4c 
QhTc9d4c2d Qd9c8s8c3d QhQd7s3h2d Kh6h6c5d2d 
KhJd9s8h2c AdTs8s5h2h QdJd6h5d5c KsQsQc6s2h 
Ts9c6c4c3s QcJh7d5h4s Kd7h6d5s2s KdJh9s5c4h 
ThTc7s6c4c QcJd9s7d2s JsTd7c6c4c KcQsJc9c5c 
Ah9s9d8c5s Ad9d8h7d3s QhTs7d6c4d AdTc8d4d3s 
AhKdQh9h2h ThTd9d6s3c As7d6h5s3s AdQd7d6s3c 
9h8c7s5s2h QhJh8s4c3c JhJc8c4c2h Qh9c8s8c7d 
KsQcJs9d2s QdJs8h5c4c Qd9h9d6c2c 9s8s8c5d2d 
