Jc8c6c5c3c 
Td9d6c2h2d KsQc8d7d3d Jh9c7s7d2s Jc6h6c3s2s 
Js6c5c4c3c Kh9s9d6s2s 9c6s5s2h2d AdQh8h2h2c 
Qh8c7d7c3s Jc7c4s4c2s Kd8c7c5h2c Ah6d5d3d3c 
Js7h6s3d2h KsQc7d7c2h ThTc6h4h2h 9h7h5s5h2d 
Jh7s6h5c2h Kc9h7s3d2c Ts9h5c4c2c 9h7h6s6h2h 
Ts9d7h3c2d Tc9c6s2h2c As9d7h6c2h AhJd4d3c2s 
KcQs3s3h2s Kd8s8h5h2c Ac7s5h5d2d 9h8h5h3s2d 
Qd7h5s5d2c AhKs9d3c2d 8c6h4s2h2d QhTh5h5c2h 
AcJh7d4d2d AhQs7c4c2d Kc5h5d4h2s Qs9s6s3h2c 
Tc5d5c3h2h QcJc7h4c2d Ac7s5d4h2h Jc9c6s6c2d 
Qd7s4d3h2s Qh9d7h4h4c JdTh6c3c2s Qs9d7d5d2c 
Qh6s3h2s2d As8s6s3d2c 7s5d5c4s2s 7h5d4h3s2c 
Ah9s5d4c3s Ks5s5c3s2d Jc4d4c3d2s 8c5s5h4d2s 
Qd6c5h5d2d Ad7c5s5c2h KhTs5d2s2c Ts7d4d3s2d 
Jh8s6d3h3c Qd6d4h4d3s Tc6h5h4h3h Jh5d5c2s2h 
Qd5d4c3s3d Ah9s8d4d3c AhQs7s6s2s As5h5c4c3c 
9h6c5c2s2c Qs7h7d6s2c Ac9s8s2s2d 8h5d5c4s2s 
QcJc5c2h2c Kc9d5h5d3d Ks5h5d2h2c Ad7s5c4h2c 
AsJc7h4h2h Jh8d5s3d3c Td7d6s6c2h KsTc5h3h2d 
As4d3s2s2c KcQs8s7s3s Qs9h7c4d3h Kh7s3s2h2d 
AdJs5s3s2c KcJh8s8d3d Jc9c5c3d2h Kc8d4d3c2c 
Jh7s5h4h2c Jd9d4d3s3c AdJc7s2h2c QsJs8s3h3d 
TsTc7c3d2h Ts4h4c3d3c AsJh7d4d2c Kh7h3s3c2c 
8c7c4c3h2h 8d6s4h4d3d QdJs8c3s2h 9s5s5c4h3d 
As9h6h5h2c 9d8h5c4h2h QhJs7h3h3d JhTs3s2s2d 
Jd7h5s3s3c Js7d4s3c2c AhJd6d4c2d KdQs8c4c3h 
Ah8c6h3s2h 9h7h5s3d2c QdJs7c6c2c Jh8h8d7h3h 
QdTs7s7h2s 9d6c5s3d2d JdTs7s2s2h 9h8h4c3c2h 
Jd8s7h3h2s Tc6s3h3c2h 8d7h4s3d2h 8s6s4s4c2d 
KsJh3s2s2d Ts7c4c3s2c Ks9d7c2s2h Qs8s6d2h2c 
Th5h5d3d2h TsTc6s3s2d Ac8s6h3c2c Ac6s6h4s3s 
5d4h3h2h2d Qs6h6d5c2d AdJs4h4c2s QcJc7h3s3c 
JdTh4c3c2c As8d5d4h2d Qc7s7c3s2h Tc8d4s4h3c 
Kd8c5h3s2d Tc9d4s4d2d Qd7s7c6s3s As7c6c4c3c 
AsQd7h6h2h KdTc5h2s2c Qs8h8c4s2d Qh9d7c5c2s 
Qd9h7s4s3c Jc5s5d3d2s Tc7d5d4s2h Qh6h5c3s2d 
QsJs6h3s2d Kh5d5c4c3c 9h9c6c3c2d Ad9d8d4h2d 
8c7c6c4c3c Kh9d8h4c3h QcTc3h3c2s Jc6c5h5c3c 
KdQd8d6d3d 8h7d4d4c3d 7d6s5h3s2s KcQh3h3d2h 
KhTh8h3h3c 8c5h5d4s3s KdJs7h4h2c Kh9c7s5d2s 
Th6s3s3h2c Qh9c6h3s2d Qd7s6d4c2h Qh6h3c2s2c 
8s5d5c4s2h Ts9s7s5c2s Kc6d4h4c2c Jc7d4h3h2c 
9s7h6c4d2s Jd8c5d3h2s Kc7s7d3h3d KhTc7h3h2s 
Jc8h6s4d2s QsQhQcJc4h Jd9c4s4h3s As9s6s2h2d 
AcQc3c2s2c AsJc6c4h2c Qs9h7h6h2c Qh7d7c6s2h 
7h4h4d2s2h JsTc7c3d2c AsQc4h3d2d Ac7s5s5h2d 
Kd8c7s6s2s Qc8h6d2s2c Kc9c8d4h3c 9c8c5h4s2c 
9h8c5c3d2s Qd9h7s3h2s Kc8c6d2s2h Ks9h9c3d3c 
Jh6c5c4s2c Tc6h5c4d2c Ks9s9c5s2s QhJh5h2s2h 
Kc7c3d2h2d KsTc6d3c2h 9h8h5c3d2h Qd9d9c3s2d 
Kc9s5d4h3h 7h4h4c3d2c Qc9s5s4d2h TsTc6c4c2c 
Kh8s5s4s3c 9s7h4c3s3d Js8c7h3c2h Ah9d7s6c2s 
Js8c7d4c2h QhJd4c2s2c JcTd4s3s2s 9c8s6h3c2d 
Jc9h7d2s2c Jh8d5c3s3d Qc8h5s4d2h Kd9d7d6d2s 
Kc8s4s3c2c QsJs6h3c2s QsJs7d7c2h KsQs8h8d3s 
AsQh8s3s2s Js8h8d4s2s KsQh9s9h9c 8s7s4s3d2d 
KcJd8s8h3h 9h6h5c3h2s Js5s5h4s3c KcQh6d3h2h 
Jc5s5h3s2h Jh8d7s3s2d Jd9h6d4d3d Td9d6d3s2h 
8s7d4h3d2s Qs9s5d3s2h Th6h4s4c3d JsJh7c6c2c 
QsQhQcTh3c Kc9d7d6s2d Jd8s7h4h3h Jc7d4d3c2h 
ThTd7d3c2s Qc8s7h7d3h Td9d6d3s2c Ad8h6c4c3s 
Kc9h7s3s2h Qs9s5c4d2s 9c7s5h5d2d Qs9d8c4s2s 
AsJh4h3d2c Qh6s4c3h3d Qs9h8c4s2s AsTd5d5c2d 
KsJd3s2s2c Jd7h7c3h2d Qd7c4s4d3h QdJd5d2s2d 
Ks9s5s4d3s Qd7h7d5d2s Js7h5s5c2d KcQc9c6c2c 
Jd7c6d3s3h Qc6s6d5h2d Ts5s5d3h2h Qd9c5s2h2d 
Ac5s5d4h2d Jc8s8c7c3c JhJd6s3h2c Td8s5s3s3c 
Jc7d4h4d2h Ts5d4d3d2s Td9c4d3s2h KsQh8d4d3c 
AsKh9d3c2d Jd6d4s3s2d Ts7d6s4h2c Qc7c4h2h2d 
Kh8h7d4h2c JsJh7s3c2d Qs7s4c2h2c Js9c8d3s2s 
JsJdJc8c7s 9d7d4s3h3c As6d4c3h3c Kc7s3h2h2c 
Qs7d5s3s3c Qh9c4s4d3h Kc8d7c4h2c Ks9h7c2s2d 
Kh7h3d2s2d 7s6d3s3d2s Kd9d7d4s3d QhTh7h5h2s 
Kc7h6h3s2s Td7d6d4c2h Tc8h5h3h3d Qh8d7s4h2c 
7d6s5c3c2c KhKdKcTs6h Ah8s5s4d3s 9s9h5h4h2h 
Td7s7d5h2d 7d6c4s2h2d 7s6s5h3d2s 8s7s5d3h2c 
QsJc6c4c2c Qh7d5h4c2h AcJs4h2s2d 8d6d3h3d2h 
Ks8d6h6c3d KhQs8h3d2c Td9d6d3h2c Qh9c7d4s4c 
QsJs6d3s2c Kd8d7h3h2d Qd9c4h4c2h Jh8s7s6s3s 
Qc8c5h5d2c Qs7h4s2h2d Ad9s3d2h2c As9s6s3s3h 
Jd8s8d7d2d Qh7h6h3s2s Kh9d8h4h3s Qs7h4d3h2s 
QcTc7c4s2c Td9c7h3s2c Ts7c4d2d2c 7d6s3c2d2c 
KdQc9s9d9c Kh8c7h4h2s Ah9d6c5d2d Th9c6d3c2c 
8h3s3d2s2h KdTc4h4c2s As8s4c2s2d Jh9s9h3c2h 
KdJc8d4d2d Ah9s5s3s3c Qd4d3s2s2c Qc9d4s3s2d 
Ad9h6h5s2h Jd9d4d3h3c TdTc7c3s2h Jd8c5s3h3c 
QdJsJhJcTc 8h6d5s3h2h 9d8s8h3c2c Ac9h4s4c2c 
9s6h6d4c2h QhJh8h4d2h QhJhJdJcTs Kd9d6h4d2c 
AcTd5h5d2d Qh9h7d3d2h Qc9h4s3h2s Js9h5s3s2d 
Qc9s7d4h3s 7c6h5d3d2d KhJh3s3h2c Ks6c4s4h2s 
As8s3h3d2c 8h7h5h2h2d Jh4h4c3c2d Qd9c7d4h4d 
Td9s7s2s2c Kd8s8h6c2s Th7h4d3s3c Kc9d7h3s2c 
Jc9c7s7d2c Th8d8c3s2h Js6s5d3s3c Qs9s5h4d2s 
Qc8d6h6d3d Qc8d6s6d3d 9c8c7c3h3c Js9d7h2s2c 
Jh6c5s3s3d Qh8s8c7s2d Qd8h7c5s2c Qc7c6c4h4c 
QhJh8h3s3d Ac6h5h4h2s Jc9c5c2h2d 7c6d4h4d2s 
KhJs3h2h2d QcJsJhJdTh 6h5s4h4d2h Kd9c8c7c3c 
Ts7d6s6c2h Th6d3h3d2c Ts4d4c3h3c Qs8h7c4s3s 
Kd9d8s4c3d AdQh4s3c2c Ac7c4h2s2c Jd9s4d4c3d 
Qs4d4c2s2h Qs9h7d6c2c 8c5s3s3c2c QdJd7s7h2c 
Qs8h6d6c2c Kd7s7c6d2d Js7c6d5s2s Qh9s7c5c2d 
Ad7s7c3c2s KsQs6c2s2h Js8d6c4c3c KsJd9c3h2c 
Js8h6h5h2h Kd5s5c4h3h Qd9h7c6s2h Ts9s7h3d2s 
Ts7s6s4h2d 8s5h4d3h3c QhQdQcJhTh 9h7d5c4s2c 
Jh8d6d4s3c Ac8s7h4h2d Jc9h7s6h2h KcJh6s4d2s 
Jh9d5s3c2d AcQh5s3s2s Jd8d3c2h2c Jh7d6h3s2d 
9h8d5h4h3h KhJd7s4s2s Kh8s6c4s3d KdJh7h3h3c 
9h8s5d3d2c 9s6c3d3c2d KdJs7h4h2h KdTh6s6c2c 
KsJs5s2h2c Ts8h7c2d2c KsQh3h3c2h KsTh7d3s2s 
Ac8h5s4d2d Jc7c6h5d2c Qc6s6h5d2h AsKs8h3s2s 
As9h6c5h2h Qh8c6d4s2c Qh5h5d2h2c Ad6c4h3s3c 
Qs7h4h3h2s AhQd9d3s2d Tc6s6c4h2c AdTh6c4c2s 
Qd7d7c3c2s Th4d4c3s3d JdTc3c2h2c KhQd8c4s4c 
QcJh8h3d2s Qc5h5c2s2c QcJs6c3h2c Th5d5c3d2c 
KhJd7d3d3c Ad6d5d4d3d KdJs8h8c3c 9h8d4s3d2h 
Qc8d7h7d3s Kc7s6c4c2h AcJc9c6c2c KhJh6h3c2s 
9s6s4s4c3d Ks7s4s4c3d Qh9s8h3d2h KsQs8s7d2s 
As6c5d4h2c Tc5d5c3c2d QhTh6h3h2c JsTd3h3d2d 
Kd8d7c3c2d Kh7c6c5c2d Ac9s9d6s2s Qc8d7s4h4d 
Qh6c5h3d2s Kc6h5s5d2d Ts7h4c3c2h Ts7d7c4d2h 
QsTc6d3c2c Ts8s5h3s3d AcQh8h2h2d Qh6d5s3s3c 
Td9s5s3s2c As9d9c5c2c Ks8s5s4s3h 8d6h5h3h2s 
Js7h6h5d2c Js4s3h3c2h Tc7d6h5h2h Qd9s8d3c2d 
KhTh5h2d2c Jh4h4c3d2d Kh6h4h4d2s As7h5h5d2c 
Kc8c7h4c2s Kd9s9h2s2c Js6s6c4s3d Qh9d7c4c3s 
Qs7c4s4h3d Qh9h4d2h2d Ks6h6c4d3d Qd8h7d4c2s 
Qh6c5s5h2h Jc8s3s3c2d Kd5c4d2h2d Tc9h6c3c2s 
KdJd6s6h2d KdQd6c2h2d Qd7s6d4h2c KhQs9c4s2s 
Kh9h4s3d3c KhQd9s9h9d 9s6h5d3d2d 8s7h4s4d3c 
Tc9d6s3d2d KhQc6s3c2c 9c6h3c2h2c Th6s6h5h2d 
Js6h6d4c3d Qd8c5s4c3c AcJh6h3s3h JdTs4d3d2d 
KhQh8c3s2d Qc8s7h6h2h Th6d3h3c2c KsJd8c4c3c 
9s7s5d3h2c QhJs8h2h2c Kh9h7d4h3h 9c6s5s5h2s 
Js8d7c6c2c Jh6d5c3s3c AdQc7h2s2c Ks9s8s4h4c 
Ks9h7d5c2d AhKs9s4s2s AcQd9d4d2d Ad7h7c6c2s 
AcQh6s4s2s 9s7d4h3s2d Qc7c6h3h2h QsQhQdTd5s 
Kc8c6d3h2s Jd6s6d4d3h Qc6s3s3c2s Kd6c5c3s3c 
AcKh9h4h2h KcJc6c3h2s Kh8s8d7d2d Js9d5c3d2d 
Qd9s8c4s3h Tc7d7c3c2d TsTh7c4c2d Js5s5d4s3h 
JdTh3h2h2c Qs9c5c4c3c QsTh6h3h2h AcJh7s6d2d 
9h9c6c3c2s KhTd5s3s2c Ah9s8d4d3d 7c6s5h3s2s 
QhTs5s2s2d 9h6d5s3h2h 7d6s4h2d2c Kh9c8h4s2h 
Td9c4h4c2c QhJh7h7d2c AcJd4h2s2d KsQd7h7d2c 
Jd6h5s5h3h AcTc7c3d2c Jc7s4h3h2c JsJh7h3c2d 
QhQd8c3s2c As7d6s3c2s AhQs9s3c2s Qh7s7c6s3s 
Qs9d8h4s2s Td6d5s4h2d JsJc7h3s2d Jh5s3c2s2h 
Td8h3c2h2c Td7h6s4h2c Ah6h4h4d2h Ad9h4h4c2c 
QsTs6s4s2s Qc7d4c3d2s 9s6h5d3c2d Th7d6s4c2c 
KsTd5h3h2c Td8s5s4s2s 7d5s5h4c2s JsJd7s4s2s 
Jc9d7c4h2s Js8d7h3h2d Qh7h7d5s2h 8h5h5c4h3d 
Jh9c8h3h2d Kc7d6d3s2s Qd4d3s2s2h QhJh3s3d2h 
Qd8d6d4d3s Qs7h7c4c2h AsQc7d2h2c Ac7d6d4d3d 
Ad9s8c4c3h Qd7d6d4h4d Js4s4d3h2d Qc6s6d5h2s 
Ad9d6d2h2c Kd9d4h3s3c Qs8c6c4d3c Td7d6c5s2d 
Th9s4c2h2d Ts7c6s6h2d Qh8d7s4s4c 7h5s5c4d2d 
8s5d4s3s3c 7h6d4h2s2c Qh9c3c2h2c Ac7s6c4c2c 
Jd9d8s3d2c Qs6s5h5c2s Jd9s5c3s2s Ts7d6c5c2c 
Kh9h6c4d2h AcKc4c3c2c AcJs5s2s2d Th9c4h3s2d 
QsJd8s2s2c Kh8c7c6c2d QhTd7s4s2c Qd5s5c4h3c 
AhThTdTc4c Kd5s5d3d2h Qc9c6c3h2s Qs8s8h4s3d 
Kd9d8h4s3d Kd9h5s3d2d KdJc7s6h2s QhJc8h2h2d 
9h8s5h3c2d 9s6s4s4c3h QsQhQcJc2s Th6d3s3h2s 
Td9s4s4c2s Qs7h7d6d3d Qc9d8s4c2c As6d5c4h2d 
QsJc7s4s2h Qc9h7d4s4d Qs9d7c4h3d QsTh7d3c2s 
KcTh8s2h2d 9h8s4c3s2h 8s5c3d2d2c Ac7c6d6c2c 
JhTc4d3d2d KhQhJsJdJc Jd6s5c4h2s QsJd8h3d2c 
Jh9d5s4s2s Kc7c6h4s2c Jh7d6h3d2c Jc9c8c4d3c 
Jd9s8h4h3h 9h7s5s5c2s 7h5h4h4d2c Ac5d4s4d2h 
QdJh3s3c2c AcTh5d2s2h Js8d7c3d2c 9c8s7h4s2d 
Qs9s6s3d2h Kh7d4s4h3h Qc8c5c4d2c Kd8s8h7c2h 
8s8h6c3d2d Td6s6d4h2d Ts8c7c5c2c Kd8h7h5s2h 
Ks8c5s2h2d 8c6s4c3h3d AcTs5h2s2d Jh8h7h4s2d 
QcJc7c6c3c Kh8d7c5d2d Jh7h7c5h2d Ad7d6d6c2d 
Qc7s7c4c3d Qc8h7h7d3s Ks7h6h3d2d AcTs5h5d2d 
Qs7h7c6c3c QdJd7c4d2s Kh7d6c5d2d Qh8c7s4h3h 
Jc8c6h3c2h 9h5d3d3c2c AsKc9d4h2h Kd8h7d4d2c 
Jh6h4h3d2d QsTs5s3s2c Qh6h3s2s2c Kc9c6c4d2s 
Jd7d6h3h2s Ah9s6d4s3c TdTc7d3h2s AsQc7h4d2h 
KsTh5h4h2h Td8d6d5d2d 7h4s4h3c2s Qh7c5h5d2s 
AcTh7d3h2s Kh9c7d6s2s 9c7s5h3d2c 7d5d4h4d2s 
Kd5h5c2s2h Kh8s5s4s3d 9c7h3s3c2s Td9c6s3c2c 
Qd7c6s5h2s Ah9s8s2s2d QdJs6d3c2d AhJs6d3d3c 
KdQs8c7c2c Qc9c6c3s2h Ac8c4h2d2c 9s7h5s4d2s 
9c6s6h4d2h QsTd3h2d2c 8h7c4c3h2h 6d5d4d3s3d 
Kh8h8d4h3c Ah7c5s4d2d KsJs5s3d2s Jd4s4d3h2h 
Jd6s5s5h3s Qs8d7h4s3s Th7s7d4d2c Jc7c6h3s3d 
Qs9d3d2s2d 7d6c3s2s2d KsJs5s3h2s Ks9h8s4s3c 
9s7s5h3d2c Th7s6c5h2h 9h7c3h3c2c Js9s3h2s2h 
Ah7h6h6c2h KsTs4d4c2s Ac8d5s4s3s KsJd7h6c2h 
Js7s6h3h2c 6c5d5c4c2c Jd9c5s5c2c KcQd5d3d2d 
QcJc7h7c2d Ks7h4s4c3s AdKd8c3d2d Ks9h5h4h4c 
9s9h8s3c2s Ts8s4s4d2c Qc6h3d2h2c Ad9s8s2s2h 
Js8h6c3s3d Qh8s7s7c3d KhQh6d2s2h Jh7s4h3d2d 
KsJh7d6c2c Qc7d5s5c2h Td9h5s3s2c AsQs6s2s2h 
Th8c3s2s2c Kd8s7c6c2c Js9c5h3d2c Jh9h8c3h2d 
Td8h7s2s2c 9d8s7c4c2h 9s7d4h3h2s Js6s5h3s3d 
Kd9h9c7h2h Ad8s8c4h3h KdTc5h3c2s Jc8d5h3s3d 
Th7s5s4c2d Tc9s5s3h2d Qc8s5h5c2c Ts9h4h4c2d 
KsJsThTdTc Kc6d5s5h2s 9s8s4c3c2c Th7s5h4c2d 
AdQs7s6s2s JhTd7d2s2d 9s8h6c3s2d Kd8d7h4d2s 
8c5c4h3s3c Qs9s8d4s3c 7s7d4c2h2c Js8s7s4c2d 
Tc7h7c5d2c Kc8s8h6d2h Qs8c7h6h2h Jh9c5d4c2c 
Js9s4s3d3c 8s6s4c2h2d 8d6c5h3c2c Kh8h5h4d2h 
8h5s5c4d2s Qc8s6h4d2s QdQc7h4h2h As5h5c4d2h 
As9h4s4c2s Ts9h6d2d2c Ac9h5s4h3h Jh9s6h4d2c 
7h5c4d4c2s Th8d6d2d2c Td5s5h3s2h 9h3s3c2s2c 
AcTc7c3c2d Ah9s5s3s3d 6s5h5d3s2c 7c5s4s4h2d 
9h8c5h3s2d Qc9d7h4s4h 8h5h4s4c2d Jc8d7d4s2h 
Qd8c5h4s2s Qs5h5c4d3h Jc6h5s4s2d 8s7d4s3d2d 
KcJd9d3h2d 7s4s4d2s2h Td5h4c3h2c JcTh6d2s2h 
QdTd3h2s2d Js9s5d3h2s Qc9c5s5h2c 9c7s5d4h2s 
Kh9s7s5s2c QhTc7s4s2d Kc8h7h6h2s 9h7s5h4c2h 
6h5c4h4d2h AhTd4s2d2c Td9c5d2s2h 8d7s4s3d2d 
As9h9d5d2d Qc7d6c3h3c Qc9h7h3d2d Ks7h6s5s2s 
Kh8h6s3c2d Th9c7s3d2c Qs9d4h4d2h Ks6h5d5c2c 
QdJh6s2h2c Kh8c6c5c3c AsJh7d6d2d Ts7s7d5s2c 
Jc8s5s3s3h AsJh4c3h2d KsQh7c2s2d 9d8d7d3d3c 
Td8h3h3d2d Jd9s8h3d2d JdJc8h3s2h Qc8s7s7h3d 
8h6d5d3d2s Ts6h3s3c2c Ac8s7s3s3d Kc8s7d6h2d 
Qc7h4c2s2h Ts7s6s4c2h Kd9d6c4h2d JsJc7c4c2c 
KdQs4h3c2h KcTc8c3d3c Qh7s7h5c2h Tc7h7c5c2d 
5c4s4h2d2c Qd8s6c4s2h 8h8c6h3s2h 9s7c6s3h2d 
Jd9c5h5c2c Qh9c7d5d2s Qd6c3d2s2c QsJs7s7h2d 
Kh9s9h5h2h Qd7c4s3c2d Ac9d8d4d3s JhTc6c3c2s 
Qc8h8c4c3s Kc7s6s5s2h Ah9c6s5s2d 9d8h7c4h2s 
KdTs5s3c2s Kc8s6h6d3s QdQc6s3s2s Ac5h5d4s2h 
Jh8c6s4s3s Ah9d6s5s2c Qs9s6h4s2c Ks9s5s3s3h 
Td9s6d2h2c Jd9s7h7c2c 8s5c3h2h2c Jh9s7c6s2s 
AsTc6c4d2c Ah7d7c6c2s 9s6d5c3s2s 9s6c4d3h3d 
Ts9d5d3h2c 8d6s4s3h3c Ac6s5h4s2s Ah9d9c4s3s 
KdJd3s3d2h Qs8h6d4h2c Ac5s3d2s2d Jc9h6c4d2s 
Th7d6d4s2c 8c7c5s5c2c Qd9d7s4d4c Jc7s6c5h2c 
AhQd5c3c2c 7c4h4c2s2c QcTd4h3s2d 9d7d7c5d2d 
AcJh5s3h2h Ac9d6s5s2h Th7d6h3h2d Qh9h7h6h2s 
8h6s4h3d3c Ts3s3h2s2h 9h8h7h3h3c Qh7d6h3s3c 
Qs9c8d3h2s Jh8h5s3d2c 8h6s4s4d3s As9c8h4h3d 
Tc9c5s3d2c Ks8d4c3s3h AsKs7s3h2s QcTh6s3h2h 
Ts8h7h5h2h Qd8h7c6c2c Qh9c5c4d2s Ah9s8c4s3d 
Js9c7d6c2c QhTh7h4c2h AcJh7d6d2d Js8h8c4s3s 
Qh7s7d6c2h Qd7c5d4h2d Kh9s9c3d2h Tc5s4h3s2h 
KsJs5s2h2d 9c8h5c3d2s Qd9s5c2h2d KhTs5s3d2s 
Td7h6s5s2s Qd8h5c4c2s 6h4d3h2h2d Jc6c4c3s2s 
KhQh4h2h2c 8d5d4h4c3d Ks8h8d7c2h KhQd6d3s2d 
As9d7c6h2h Js8h7d3d2h Ah7h6s4h2h Td9c6h3c2c 
Kd8s8c5c2h Jc8d7s7h3d AhQd9d4d2d Js7c6h5c2d 
Jh8c7d3d2c QsJs7s7d2h QsQhQdTs3d Ad7s5s5c2s 
7d7c4h2s2h Qh8h5h4h3c Jh8d7s4d2c Qs6h3s3h2h 
QsJc7h6c2c Ac9s4s4h2h 9h8s6h4h2h Kh8c6s3s2c 
KdTd7c3s2d 8c6d4d3s3d Tc9c8s3c2c Kd7d3s2s2h 
Qh6s3c2s2h Qc8h7s7h3d Js7h4c3c2s Jc9h5s3h2h 
Qh6d3c2h2d Qd7d6d3h2h AcTc5c4c2c Js7c5s5d2h 
Kc8d3d2h2c 9h8h5h3d2s Kh9s7d3c2h 6s5h5c3d2c 
KsTh5d5c2d Qd9s7c4h4c Jc6c5h3d3c Js8d4s3d2d 
Qs8s5s4d2s Qd6s6c2h2d 9s8s5s3h2d Qc9d5s4d2h 
QcTs6h2h2d Kd9s7c3c2s Qc7h6h3c2c Ac5s3h2s2h 
Kh6c5s5d2s AsJc6d3h3d 8d5h4d3s3d 7h5s4h3c2d 
JcTs7s3s2h QsQdQcJd4s Ac5s5d4s3s Kd7s6d4d2h 
Ks9c8s4h3s Qh6c5c4c2s KdTc5s3h2c Ts9d7d2d2c 
Kd9d5d4s3d Kc8d3s3c2d Ac8s8d4h3h 9h8d8c3s2s 
Qc9h7s3s2h Ah9c4h4d2h Kh6d4d4c3s Qs7c4d2s2d 
Jd8d7d5d3d 8c6s4s3h3d Tc9d7d5d2d AhKc9c4c2c 
Qd6c3h2h2d 9h8d4d3c2c Jc8c7h7c2c Jc9c6h6c2s 
JsTc6h2d2c Jc9s5d4s2s Jd8h7c4h2s QcJc6c4c2h 
As7h6s4s2s Kd7d4h3d2h 9h4h4c3s3d 9h6c5d3s2d 
Qh6c5h5d2h Jc8h7s6h2h QdJc7c6h2c Js9c5d3h2h 
Kc8h7h6h3h Qh7c6h4d2s As4s3c2s2h QhJc7c6c2d 
9h7d5s4c2d QdTc3s2h2c Ac8s7d4d2h 9d7c4h3h2d 
Kd8s6h6c3c QdTd6d3d2h Ah8d7c4c2s Jc7h4c3d2d 
Ks7s6s5d2s AsQc3h3c2c Qh9c4s4c2s Qs8h7d4s3s 
Th9h5h4h3h QcJd7h6s2s Th7h6s5d2h 8s6c5d3c2c 
Jc9h9d4c2c 9c8h4h3s2s Kh9s9c3s3d Ts9h8h3h2h 
QcJh7c4c2d QhTh8h3h2s Qd8c7s4h4c Kc7c3h3d2d 
Jd5s5h4c3d Jh4s4h3d2d Ah6s5s4s2c Jd8h7h4c2s 
8s5s3c2s2c Jc9h8c3c2d Ah8s6s3d2d Qs8h6c4h3h 
As8c6c3h2h 6s5s5h4s2s Ac8s5s4h2s AsTs5s2s2d 
Kc5d4c2s2c Qs9d8h3c2s AdJs7h6c2c KcTs6h6d2d 
Qd9h5s4h2c Qc9c6d4c2h Ac9h5h3s3h QcTc3s2d2c 
Qc9d7s4s4h Kd9s7s6c2s Kh8s6s3d2d Kh6s5d5c2d 
Qs4s4c3c2s Ts7s5s5c3s Ac9h6s4h3d Qh8c7d4s4c 
KdJs9s3h2s As6h6c4c3c KsQd8h7h3h Kh8c3h3c2c 
KdJd6d3c2s 9h8h5d4c2h Jh5s5d3d2s AcJh7s6s2d 
Ks5h5c2h2d Ac5d4h3s3h Qd6h6c2s2d 8s6s3s3h2h 
KdQd7c3h2s QcTs6s3s2s Kd7d4c3d2c Ts7h4h3s2h 
Qd7d4h2h2c Ts8h6h4h2h Kc9d9c5c2c Ah9d6c5s2c 
Kc9h9d6h2h Js8d7d5d2d Jc9h8s3c2c KdQs9c4s2s 
Qd7s7h6d2c Ts7d6h5c2d Ah9h8h4d2h 8s7h3s3d2d 
Kh6c5d5c2c Js8s3c2d2c Ts9s6s5s2s 7c5s5d4h2h 
9d7h6s4h2h 6c5c4c3d3c Jc8c3s2s2h KdQd9d5d2d 
Ts9c8c3c2c Tc9h7d4s2s QsJh8d3h2c Jd9c4s4h3c 
Jd8s5d3c2h JsJdJc8d7c 9h7c4s3h3d KsKdKcJh9h 
Kc7c3h2h2d QhTh8h3d2h Jc9s6h6d2s Qs7d6c5h2c 
Qs8s8c3s3d Ts9c7c5c2c 9c6s5h3c2c Qc7c5c4c3h 
Kc9c8s4h3c Ac9s7d6h2d Kd9h7s3s2h KsQc7h7c2d 
Jd8h6d4d2c Jd8h7s4s3s Th8h6d2s2h Qd7s5h2s2h 
6c5h5c4c2c AhKd9c3s2c Ks8c7s2h2d KcQd7s7d2h 
AhJc5c3d2c Jh6d6c4h3h Qh8h8d4h3c AcTd5s5d2d 
9d6s6h4c2h Ad7c6d3s2d Kc5s4c2d2c QdTd3h3d2c 
Qh7c4d2h2d Jh8h5h3s3h Js8c6d4d3d Js9c6d2s2h 
Ac6h5h4h3h Ac9c6d3c2s Ks8h3s3c2h Qh8h8d2s2c 
Qs9d7s4s4h Jd8c6c5c2c 8h7h4c3s3h Jc8h6d4h3h 
Ad8c5h4s2s Qc8d6d4s3d Tc7d6s5h2h Qc9h8c4d3c 
AcKd6s3h2s Jc7h4h2h2c Kd7c6d4d2s Th8s6c2d2c 
Ks8d3d3c2s Ts9c5d3c2h Ts6d6c4h3h Qh8d7s5c2s 
KhQc8s7s3s Ad9h9c5c2c Th8h4s4h3d Kd8s7d4c2d 
6h5c4s4d2h KdQc8s7s3s Kd8h5c3s2d QdJh7c6s2s 
QhJc4s2s2d Jh9h8s3c2h QcJh6s3c2c Js7c6d5h2c 
Th6s5c4s2d AsKc9h4d2d Qc6s5h3h3d Jd9d5d3h2s 
8h7d4s4h3c Ts7s5s4h2d QcJsJhJdTs Ah8s8d4s2c 
Ts9d7s3s2h Jh4h3s3d2d AhTd6s4c2s Jh7s7h6h3h 
Qc8s7c4d2h Ah7s7c6d2c Qc6c5s3h2d Ah8s6c4d3d 
8s5c3c2s2h Ks5c4s2s2h Ad7s5h4c2h As8d6h4d2c 
Kc8s7s6s3s Tc8d3h2h2d Ac7h6c3d2c Ac8c6c3h2d 
Qh8s8d4c2h Qh9h8c4h3s Jd8h7s3s2h Qc8c5h3d3c 
AhJd7s4c2s Tc7h4h3c2c Qc7d4s3d2c JcTc7c2s2d 
