8s6c4d3s2c 
Qd8h7c5d3d Qs9s9h4d3s Jd8c4s4c3s QdJh6c4c2s 
Ad9c7c4h2h AdJs6c3c2s Td8c6c4s3c Td9d3h3d2h 
9d6h5d4s2c Qd9h7d3s2s KhJd7s5d2d AcJh8h6s2h 
AhQd9c3s3c Kh8d7c5s3s KcQc9c8h2c KsTc9s4s2s 
Ks9d9c8s3s AcKd2s2d2c Th9s5s3s3d Th9h3s3h2s 
Ts8h8c4h2d Ah9s6d5s3s QhTc6s6d2c Th8s7h3d2d 
Jh8s5s3d2d Qd9d4s3s2c KhTd6c5s2s Qd7d5h3h2s 
9s6h5c4d2s 7s7h3c2s2c As8d4d4c3c Qc7s5c4c3h 
6s6h5c4c2c Qh9c8d5d2d Qh9h4d4c2d As9c6d5c3c 
9d8d6h4c2s QsJs6s6h3s JsJd6d2d2c Jd9h8c6h3h 
6h5d4c3s2c Qh9h8h5c3h Qd9s8h7s3c Jh5h4s3s2d 
Jc6s5h5c4c Td9c8s4h2c As9c6h5h3h Jc9d9c6s2c 
8h7s5s5c2d Jd8d6h4c3s 9s8h5d4c3d QhTs6c3d3c 
KdTd5h2s2c 8c7h7c3d2d Js9h8c6h3h Ks8d5d5c4h 
6d5h4c3s2s 8c7h6d6c2s 4s3d3c2d2c Jh7c5d4s3c 
8c7c5c4c3d Ts8h4s3h2c AdQh6d2d2c KhJs5h3d2h 
7c5d4c3d2d Jh9c8s6c3c KhJd6s3h2c Kh7h5d4h3h 
JdTc7d3h2s Kh9c8c6c3d Ac9d8d5s2d Jd9s8d4c2h 
KhJd5h3s2h KcJh4h3h3d 8s7d5d4h2d Qs6d5c4h4c 
Td7d5h3s2h KdJs7c4c3c Qh9d5s4s4c Qs5c3s3c2d 
KsJs9s3h2c AcTs8s4s2s JhTd5s2s2c 7s5d4s3s2d 
Qh9s8s5s3s Js9d8h3h3c Qd7s7h6s2h Qs6d5c4d3d 
Ad7d5d3h2c Ts7d6d3c2s Qh9s5c4s3d Ks7c5d4h4c 
Ts8c7h3s2h Td8c7s6c2c JhTd6c4s2c 6h3h3d2d2c 
QcTc7h5s2c KsJh7c4c3c AhQd8s4s3s Tc5d4d4c3d 
Th9s8d4c2s 9s6d4d2s2h AsQc7c6h2c 8d7c5s4s2s 
8d7h5d4c2d KdTc5c4c2s Ah7d5d3s2s KsTh7h5h2d 
JhJc6h2h2d Td9d8s4c2d Jd4s4c2s2c 7c6s4c3s2c 
Qd9h8h7s3c 8s6s6c2s2h Kh8d7d4c2c Kd8c7c5s5c 
9c8c6s4h2d JsTd4h3s2c QsJh8c7h2h AdJs9h4s2s 
Th7s5s4s3d Ad8h6c4s4c 7d7c6s2h2d Th8h8c7s2h 
AsTc4s2s2d 9d9c6s4h2c Kc5s4h3s2h Tc9h6d6c2c 
Js6s4c3s3c KsJs7c6d2s Jc6c4d3d3c Kc9c5h5d4c 
7h7d4c3d2c Ts7d5d4d3c Th8s6d3d3c 8d8c7s4d2h 
Ah9c5d4s4d QhJd5s5d2d AcQh4h3s2d Th7s5c3h3d 
Jd6c4d3d3c 6d5c4s3h2h 9d9c4c3s2s Qd9s8c7d3d 
Jd7s5d2s2c 7h7c6c2s2c Th8h4d3c2d Qc9d9c4h3c 
Qh7c6h5d2s Ks9d6d6c4d 7s7c6s2s2h 8h7h6h6c2s 
Qd8c4c2s2d KsQsQdQc7c KhTc7c4c3c Tc8d7c3s2s 
8h7h5h4s3h Jc9s8h6d2d 8h7c6c3h2s Ks7d6h4h4c 
KdJd7h6c2d KdTs5s4s2h KcQd9s4h3s Js8c7d6h3d 
7h7d3c2d2c AhQc9c5c2c AdKc8s4h2h Qs9h8c7h3d 
Tc6s6d3d2c Ad7s6s4s3h KsJs7c6h2s Ks8s6h4s3d 
QhJd8h4s2h 9h9d8h4s2c Qs9h8d8c3c 9d6d5s4d3d 
Qs9d8h5h2c Ks9h8d2h2d 9c8s6h4d3d 8s8d7s6s2c 
KcJs7h5s2s Qc7c6d5s2h Js7c5s5d3s Kh7h6s6d2c 
7s7c6c4h2d JsTd4c3c2h 9c8s6d4h2c 9c8c6s3h3c 
9d6d4h3h2s Ah9d8c6c3c Ah7h6c5h2h KsQd9d4c2h 
Qd8d6d5s3d 8h8c7s4c2d QcJc7h3h2h Qs9c7h7d3d 
Tc9d8d3h2s As8s4d3c2h KhJs8h8c3h Kh9d8d6c2s 
Kd9d7c6h2d Td8h7d3s2s Ks9h8h6c2d Js9h8c6s2s 
Kd9h8d4c2s Qs7s5d2h2d Ts8s8h4s2c KcJs8d8c3c 
Ks9h9d4d2h KdQc8s6h3s Th7d7c4h3h KdTs8c4s3s 
QdJd4s4d2h Qd9d6d4h4c Qs9s9h4s3c TsTh5c4d2h 
Td6s5d4d4c Js9s5s5d4s Qd8h7d6d3s Tc9d9c3h2c 
7c5d4d3c2d 8h7c6h3s2s Tc9c6h6d2c AhJh9h4h2d 
KsQd8c4h3d Ks8s7s5s3h Jd9h8s3s3c Th8h5c4s3h 
QdTh6h4c2h 9s8s7c5s2s KdJc4c3h3c Th7h7c4s3h 
Qh9d8d5d3d Jc8s8h5h2h Th9c8d4s2c Qs8h5s5d2c 
AcJh6h5h2s KcJs5s5h2d Ts7h6c3s3d AhJs9d4d2c 
Qd8h7d6c2s Ah7h6h3h3d Qd9s7c3d2c KhJc9d4c2s 
AhTs6d4c3c Jd6d5d5c3h 9d8s4s2d2c 6c3s3d2d2c 
AdTs8c2h2c Tc7h7d3s3h AdKc9h4h3h AsTh7c5d2d 
8s8c7h4d3h Ks9h8d7h2c AsKh5c2d2c JsTc4h3s2d 
Jh6d5s5h3c QhJh7h5h3h Jd8h7s4d3c Ts9c7d5h2h 
9h8h5s5h3d 6d3s3h2s2d Js8s7h6c3s Qd8s8d5d2h 
Qd9h8s8c2c KsQd8h5c2h Jc7s5d5c3c Ad7h6s6h3h 
Jh8d7s4s4c Th8c5s4d3s Kh8c4s3h2c Js5c4d3d2s 
As6c5h4c3d QcJh8d4c2c JcTc6d3h2s KdJc8s5h2h 
QcJd8h4d2d 8d7c5d4s2d AcKd6s6d6c Qc9h5s4s4d 
Kd8d8c5h2d Jd5c4h2h2d 7s7c4s3c2c 9d6c4d3c2s 
Qd9s6h4c3c 9d8h4h3h3d QhJh4d3s2h Jd9d6c4d3h 
JcTd7d4d2h QhJh6d4h2c QcJh5s5d2s Jh8s6c4d3h 
Js9c6d5h2c JsTs6c3d2h KcJs9c2d2c Qd9h9d4s3d 
Ks8d8c3s2c Jc8h5h3d2d 8h7s6d4c2h Ts8s4d3h2d 
Th8h6d4s2h QhJh4h4d2s KsJh8d5c2c 9c5s4s4c2h 
Jh9h5h5c4h KdQs4c2s2h Qd9s4d2s2h 8h8c7s4d3s 
AsJc6h3h2c Qc9d7s4h4c Kh9h4d2d2c KdQd8s8c3h 
KdQsQdQc7c Qc9h6d4s4h AdTd5d2s2c 9c5s5d3d2s 
8h6s6c4d3h Qd7c5d4d3h Qd9c4h2h2d 8d6d5d2s2h 
KsJc8h7c3c KsJs8d4c2s 8c7d5d4s2d AsTc6d5d2h 
AcTd6h5h2s KhTs7s6d2s Tc9s5h5d3s Qd9s9h8h2h 
9h8c6s4d2h JcTc4d2s2c 7h6h5s5h3h Kd9c8s4s2c 
Kd8c7h6s3c Th7s7d3s3c 8d7c5h2s2h AdQd8c4d2d 
Qh9d4h2s2d 9h9d4h3c2c KhTd7h7c2h 8s7c6h4s2s 
Qh8h8d5h2c Kh9h9d5h2s Qc9d8h6h2h Jc8h7s4c3d 
Jh8s7h6h3d Qh7h5c2d2c Qc7h5s5d3c Ks6h6d5h3h 
As8s5s4c3s KdJs8c6h3c 8s7d6c3c2d Jd8s8h7c3s 
Qs7d6s4c3s 8h6h6d4h3s Jh8d6c4s4c Qc9c4d3d2s 
Td9h7d5d2s JcTd6h4h2s Qh9c7s7h3h 9c8h8c7c3c 
Kc7d4c2h2d QcJs8h4c2c Jd8s7d6d3c Ac7d5s5d3d 
Qd9h9d8d4d 7h6s6d5c2c Kh7s6c4c3d AhKc4d3s2s 
Ts9h3d2h2d 9h8h5s4d3c 6d4h4c2s2h KcQd8s4h4d 
9c6s6d5c2h JcTc3h2s2d Jh9h8d2s2c Kd8h6s5s3s 
QsJd5s2s2c AhJh5h4s2h 7s5h5c2s2d 8s7d6h3s2h 
Kc9d8d6s3d Qh6s5d4c3d Ts9d5d3h3d QhJc7s6h2d 
Tc8h6s3s2h Jd9d9c6d2h Kc5d4s3s2d AsTd6c4h3h 
Ts8h6h4c2d 7h6s4d3d3c Td9c7s7h2s Kd7d6h5s2d 
Ts8d7s5s2c QhTd4s4c2h Ac8d6h5h2s Js7s5s5h4s 
Qd7d6c5s2h Js8d4h3h3d Js7c5d4h3c Qh9c5d5c3s 
AsJh9h3d2c Jc7c6d6c2d Th8d4h3d2c Th9h7s5h2d 
KdJc8s8c2h Ks9h9c4c2h 8s8c7d3s2d Kc9c7h5d2c 
Qd9d7s3h2s Tc9d9c3s2c Jd8s8d6d3h Qd8d5s4d3c 
Js9d4s3s2d Jc9d7c4c3h Th9d5h4s2c Jc9s7h7c2d 
JsTs3h2d2c 6s4s4d3d2h Ah7d6c4c3c Kh8s8h5h2d 
9h8s8d7s3s Jh8d7h6h3c Td9c6h5s2s Qd8s8c5h3s 
6d4s4d3s2c Js8c4s4c2s KcTh7s6d2s TsTh7s4d2c 
9d8c5h4s3s QcJs8d7h2h Kc9h9c5c2s Kc9h8h6h3d 
Ts9h6h5d2h 9c8c5s4d2h JcTc5s2d2c Qh7d5c4s4c 
QcTs7s3h2h Jc6s5h5c3d Td8h6d4c2d Ac9c6s6d2c 
Qh8s8c6h2h Kh9d8d6s2c 8s8h7c3s2c 8h8d4c3d2c 
Ac9s9h6s3s 7d5h5c4d3s Th9c8d4s2d Qh8h7d4d2h 
Qd8s6s3d2s Kc9h6c4d2s Th9d5d3s3d 8h6s6h3h2s 
Qh6s5h5d3h 7d5h5c3c2d Qd9h9d7d2c QcJc8c6c2d 
Jh9h7d5h2s Jd8h6s4c3d 9d7s7d5d2c Jh5h4c3s2s 
Ks8h8d3s2h Qd9s6h3h2s Kc8s7s5s5h JdTd6s3c2h 
9d7h6s6d2c Jc8s7c6c3h Jh5c4s3s2h Ad8s4s4c3c 
Jh9h8c7h3h Jh6c5d4s3d 6c5h5d4s2h AcTh6h5h3h 
Th6s6d3d2h Ks8s7s5s3d 7c6d5c2s2h Th7s6s3h2c 
QdTh4s4c3c 9s9h4s4d3s KsTs7c6s2s 9h8c5s4d3d 
Tc8h5s4c3c Tc8c5h4s3c KcTd7d5d2h As8d6h4h4c 
As9h9c6h3h Js8c5d5c3h 9h7h7c5h2s Ad9d7d7c2d 
Tc9d5d3s3d QdJh7d3s2s 9s8c4c2s2d Kc9d8d7h2s 
Qs9s6s6c4s Ts8h5c4d3c JhTd5c2s2c KdJs9h3s2c 
9h5d5c3d2c 8h8c7h6h2s KhQd4c2s2d Th9s7d7c2c 
KsJc7d5c2c QhJs4d2s2c Qs6h5s3d3c AcTd6h5d2s 
Jc5d4s2d2c Qh8s7s5d5c Tc6c5s5h4c QsQd7s4s2h 
Jd8h4d3h3d Js5c4d2s2c Ad8c7c5c2s KhQd8s4c3d 
Jc6c5h5c3s Td9h7d5s2d Jc9c5c4h4c 9d6d4h3c2c 
KdTc7s6h2s KsTh8c4d3d 8h7c6s3h2s Qh9d8s7d3c 
Ks8c7d4d2c Qc9h8s5h2d 7c6d5s5c2h Kc8s7d4c2h 
9c8c4d4c3d JsTh6c4c2d 6c5s5h4d2s Kh9d7h4h4c 
As9s5s5h4s 8c7s7d2h2c Qs8s8c5s2d Ks8c6d5h3h 
KcJs9d7d2d Kc9c8c5c3d QsJd8h7d2d Jc9d8s6h2h 
6c5s4h4d3c AsJd6s6h2s 4s4d3d2s2c 9d6d5d4s4h 
Jc9c5c4d4c Jd8d7d5d3s 8s7h6c4s2s 9c5d4s4d2c 
TsTc6c5h2c Jd9s8c3h3c Kd8s6c5c3c Ac9h6s6d4s 
AhJd8d6c2d Qd9c8h7c3s QhJc7s4s3d Ts9c8d3s2h 
Ts7c6c3s2d Qc9d7s7h4h Jd3s3c2s2d Ts9s3s3d2d 
KsQs7h7d3s Ts8s8d4s2c JcTs7c5c2c AhKc9s6s2s 
Ts9s8h4s2c KdJs7s5c2s Kh7h5c4h3h Ts9h4h4c3d 
Jd9h7s3h2s Kh8h8d4h4c Qd8d6d4s3c Tc8s8h7d2d 
Ts9s3s3h2h AdQc9h7h2h Ts9s7s3s3c 7d7c6h4c2s 
Td9h7s5c2c Ac9c7s4c2h 9h8c5d4s3d Js8h5d3s3c 
9c8s8c4h3d Jc9c6s5c2d Jc9c5c4s3c Tc8c5d4h3c 
Ah7s5s3d2d Jd9h6c3h2c Th8s7d7c3c 8c7h6s2h2d 
Td8d7d7c3s AsJs7s2h2c Js6s6d2h2d Tc7s6s3c2h 
Qh6h5h4h3c QcJs7h3s2h 7s5s5c3c2s AdTh9s3c2h 
Qh9s8d8c2c Ts7c5s3h2h Jh8h7d6c3h Ts9h7s5c2s 
Ts9h8h3d2c KdJs9c3s2h Kh9h7s3d3c Jh9s8h6h3h 
Th9d7d4d3d Tc9s9c3c2h KhQh8h6h2c Ts6d5d4h4c 
KhJc6s3d2h Ac6d5h4d3s 9s8c6h4s3d Tc8s8h5d2s 
8d7s5s4c2s Ah8h6d2s2h Kc7d7c3s2s Th7h7d4c3h 
Jc8c6d3h2d JsTh7s6d2s Kc7d6s4h2c Qc6s5h4d3h 
KcQh9d4s4h 9h8h4c2d2c Ks6h5d5c3d AdTh4d2s2d 
Kh9s9d7s3s Kc9c6d4h3c Ts9s5h4c2d QhJh5h3s2c 
AdJd7d2s2h Kh7d6c4s4c Kh9c8s2s2c Kh8d7s5c3d 
Qd7c6d5d3d Ts6d4s3d2c Jc7c5s5c3h Js6s5s3c2c 
8h6h6c3h2c JhJd9c3c2s As7c6h6c3c 7s6c5h4s2s 
Ah9h4h4d3c 8s6d6c4c2h 8c5h5d2s2c Jh7s6s6d4s 
Qc8h4h2s2c Ks9s6c4d3s Jd6d6c2h2c 8h7s7h3c2c 
Kh9c8c7d2s AcTc6c3s2h 7c5c3s3h2s Js6d5s5h3c 
Qh9h4s4c2c Td9s8c4h2c Jh9d9c6d2s 8s7h7d5s2s 
Ac9s8s5h2s KsJd8c4h3d Ts7s7c3s3h As9d8c6c2c 
8h6d4c3h2c KsJd8d8c2h Qs7d6d5d3d Jc9d6h3d2h 
Qh9s4c2h2c KdJh7s4s3s AdTs8h2h2c Kd8d5d3c2c 
Ac7s6s4s3h 9c7d7c4h3c Th8s8h4h2d Jh9d6s4s3c 
Jh8d5c4h3h Qc4d4c3s3c 9d8h5s5c3d 8h8c7c3c2h 
KhJs6d3h2c Ks9s7h5d2s Td9c4d3s3h QdTs8d3d2h 
Qc8h5c4d3c Qh6h5s3d3c QdJd6c3h3d Jd9h6s4s3c 
Js9h6d4h4c 9c8c5h5d3c Tc7h6d3s3c AhQd7d4c2s 
9h8h6d3h3c JsTd7c4d2d Tc9h8d3c2s Jc8s5h5c3d 
KsTc6s5s2s QhJh9h7h4h Js9c4s3d2d JhJdJcTd7h 
7h5s4h3s2s 8c7s7d4h3c AsJs6s4s3d QhQd2h2d2c 
AhJc9c4c2d 7d6s6c5d2h Kd9s8c5c3h AsQd9h5h2h 
Kc9d7c3d2c Ks5s5h3d2c Js9s7d7c2h JdTd8d6d2d 
Qc8d7s7c3h Th9d7s7c2s KcTs7h2s2h Qh9s9c7s3s 
8s7s6s6c3s Qs9s9c3s3d Jh9d9c7h2h AhJh9h7h2h 
Th9c8s4d2c Kh8d6d5c2s Kh9h7s6d2h Js6d5s5c4s 
QsJh8h6h3h KdTs4h3c2d Kd5d5c3h2s QdJd4d4c3d 
Ad9s8s7s3s 9c8d7s7c3c Ac7h5h3s2s AsQc9c5c2c 
QcTd8c3s3c Jc9d6c3c2d QcJc9c8c2c Jd9s8c6d2d 
Tc7d6s3h3c AsQh8c4c3c Ac9d7d4h2h AcKd6d3d2s 
Jc9s9c8c3c JcTh7c6s2c Ks7h6d4c2s Kh6s6d5d3d 
Qc5h3h3d2c Kc9s9c3c2s Jd9d7s7c2h QhTc4d4c3c 
9h8s8c7s3s Qc9s8h6h2h 8s7s6s4s3d Kd9d7s7d4d 
Jh9h5h4h3c Tc9s4c3h3d Th9d4h3s3c Qh7s5d4d4c 
Kd9h6c4d2s Kd9h8s7h2c Jc5c4h3d2d KcJd7h4h3h 
5d5c4s4c2c Th8s8c7d2d KdJd8h4c2d Jc8s7h4c3d 
Qc9h8s8d4h 8c7c5s4c2h QdJd7s7d3c Qd6h6d2h2d 
Jc9h8s6c2c KcQh8s6s3s Jd3s3c2d2c Kd8h8d5s2d 
8c7h6d3d2h Td9s6h5h2h KcJs8h7d3h QsJc6h6d2s 
KsJd9h3d2c Qc8c6s6h2d Jh6s6c5c3d Qh8s8d5h3h 
TsTd7h6h2c Ah8s6d5s2c Jh9c7d4c3s 9c5c4s4d2d 
Kd9d8d5d3h Ac8h7h6h3s 8c7d6c3h2h Ts8h5s4d2c 
Jd8h4s4h3s AhKs8s4s2s Ks8h5h5c4d AhTs6d5d2c 
Ks9h8h6h3c AdTd8d6d2d QdTc8d3s3d Jd9d6h4d3c 
KsJs8c4d2s Ah8d4s3h2c Ts8h6c5c2c KdTc6s5h2h 
Kd9c8h7h2s KcJs8h3d3c Ts9s8c4s2d QsTd6c3h3c 
Qd8h8c3d2h 8s6h6c4c2d 6c5d4h4c3s Jd5s5c4s2c 
Js6h4h4d2s Ts8d5s4c2h Kd9d4s2s2h Tc8c7c4d4c 
Qc8h5c4d2c Ad6c4h4d2d Ks8h8c3s2c Kh8h8d5h2s 
Jd9s9d6h2d 9d8d7d5d2h 9s5s5c3c2h 7c6d6c5c2h 
QcJs6s3s3d 8d7c5s5h3d Td7s6s3d2c Jc8h7s6c2d 
Kd5d5c3s2h Jh8d7s4h3c Qc7d6h4d2h Ks8h8d3s2d 
Kd7s7h5c3c Qs3s3d2s2d Jh5c4d4c2d QhJc5s5c2c 
QcTc6h2s2d QsJd6h4h2c Jh9c7h4h3d Ts8h7s3h2c 
Th7c5d3c2h QhJd5s5c2s Jh5s4d2s2h 9h8c4h4d2c 
Th7s7h3h3d Jc6s4s4h2c Kc5h5c3s2d KdQd8d6d3c 
Jh8c5s5h2d AsTs6s3d2c Ah9s6c5c3c Qs9h6d4h4c 
9s7d6d5d2d 9c8c6h6c3d Qd7c5s5h3d QdJs6c4c2h 
Qs9s7s7h3c Jc9d8s6d3d KhJh9h3d2c Ad9c7c5s2h 
Ac9c7h4c2s 9s8s8d4h3s 8c7s6s3c2h AdTc7c6h2c 
KhJs8s6s2c 9s8d4h4d2h KdTs7c6c2c As8d6c5c2h 
JdTc7h4c2c Ks8c7d6h3c 8d8c4d3c2c AdJc9s4s2h 
8d7h7d6d2c KdQs9s4c2h 8c7s7d6c2h Kc8d5h5d4s 
Jc6h4c3h3c KsTh4s2d2c QdJh8d4s2d Qd9h6s5c2s 
Js6h5h4c3d Tc7c5h3h2d 9d8h6c4s2d Ac7d5h3s3h 
Tc8h4c3h2s Jc7c5h5c3s Ks9c8h7d3h 7c5s5h3s2c 
KsJd9s3c2s KcJs9d3s2h KsJd9d6c2d Jd9h7h4s4c 
Ks7s6c5h2s Td8d7s7d3h Ts8d7h7c3c Kd8s5c4d3d 
Js5d5c4d2c Ts9d4h4d3c AhJd9d3s2c 9h9d4h3c2d 
Qd9c7d4c2c JhJc8s4s3s Td5s5h4s2h Jd8s6c4h3d 
Ks8h5s3h2s 8c7c6h6c3c Js9s7c3c2s Qs7s5h2h2d 
Qh9d4c2h2c QdTc4h4c3c As9h7h7c2d JhTc7s7d2s 
Qd8s5d4h2d AdQs9h3h3c KdJd5d3c2h KcJh8d4h3s 
QhJh6s3h3d Kh6s5d5c3c 6s3h3c2s2c QcTs8h2s2d 
5d4s4c3d2s KcJd7s3d2s Jh9h5s5d2c KhTs8s5s2d 
QhJd8s7d2d Td9h5h3s3h 8h5d4s3d2s 8h7h6h4h3c 
Td9d5s4c2h Ah6c5s4d3s QcJc9d3c2s Js9c8h6d2d 
Jc9h7s3h2s 6s5s5c4s3d Jc8c5s4d3c 9h8s6d6c2h 
Ad8d4h3c2s Kd9c8c6s2h 9h8s5c4c3d Ah7s6s6c3s 
Ks8c7d5h3h Th9h8h5d2h As9s4s4h3d Js8s5d3s2d 
Ad7d5d3h2s 8c7h7d2s2c KsJs6d3s3c Js8s5d4c3s 
Qh7d7c6c2d KsJh4h3h3d 9h8s8h6h2h Qh7c5s4s3d 
Tc9h8c4s2c JhTc7h4s2h 6c4d4c3d2s Kc8d6s5h3h 
KsTh8d4c3c Js9s9c6h2s Kh8h6c4h3d 9c5h5d3h2d 
QsTh8d2h2c Kc8d4h3c2d Ks8d6d5h2c Qs4s4d3s3h 
Kh9c8d6d3s AcJd5d3h2s 9s8c7s5s2s Tc6h5s3h2s 
Th9h9d3h2s 7c6d4s3s3h AhJd6d5d2s QhJc8d4h2h 
KhJd9h3s2h Js7c5c4h4d Kd8c5d4d2h KdTh9h3c2h 
KcTh8h5h2d Td9s5s3s3c 9h8c4s4c2s Qh9s5h5c2d 
KcQc8c5h5c Qc9c5s5d3c Qc8d7s6h2c KsQh8d4h4c 
QsJc8s8h2s JsTh6c4h2h Jc8d5h4c3c Tc9h8h2s2h 
Ac8c5d5c2c KhJh9h6d2h TdTc8d7d3d KhQd8d7d2c 
7s6s5d3c2h 8s8h7d6c2d Ts8h7d3h2s Qc8c5h4c3d 
KdJc5h5c2s Th6h5c2d2c Ad9d7d5d2c Jh7h6s5h3h 
KhQd5s3d2d KhTd7s6s2s Kd8s7h6c3s Th8s6c5c2c 
Th8d5c4s3c 8h6c4s3h2c Td8d7d4d4c Qs9c4d2s2d 
Qh9s9h5c2h 8h7c6d4s2d AdQd6s3c2d Kd8c7s5h3h 
Td7h5s3d3c QcTs6c5c2c 9s6d5c4h2s Jc8d5s4c2c 
KcQc5s2h2c Ac9c5d5c4c QsQc4c3c2c Kc7h6s4d2c 
Qh6d5s3h3c QcJh8s4c2c Jd8s7d6c3d Jc6h5h4d3s 
Jc8s6s4s4d KhTh8h8d2h 8c7d6h4s2c Jd6h5s3s2h 
Qs8s4s4c3c Ah8d6s5s2c QcJd7s4s3h 9d9c4c3h2h 
QcJc4s4c3c Ts6d6c3h3d Ac7s6d4d3h 9c8s6d3h3d 
KsJh8h6h2d Ad8d5s4d3d Kc9s8h7h2d KsQh9h4c2d 
QdJd7c4d3d ThTd6h5s2h As5s5d3s2c KsTd7h5d2c 
Jc8d7h6s3h KdTc6s3h3c Qd7s5c4c3h Qc9c6h3c2h 
Td8d5d3c2c As9s4c3h2d Ks9c7h7d2s JhTs7s4s2c 
Jd8h4h4c3c KhJs8c4d3s 8c7s6h6d2c Qd9s8h7d3d 
Jh6c5s3s2c 8d6d5s5d2c Ks9s7h6c2s Kc7s4c2s2d 
QcJh8d7h2h 9s9h8d7d2d Jh9d7h7c2s 8c6c4c3h2h 
9c7d6d5d2d Ks9c6h6c4c Qc9s7d4h4c Qs9s5h5d3s 
KsJs9s3d2c KhJc8d6s3d QsTs5d2h2c Th6s4s4h2s 
Ts9s8s3s3c Ad9h9c6c3c Qh9d7h4d2d KsJc7h7d3h 
7d6s6c5h2h Th5s5d4s2d AdTd5d4d2s AhQc4c2s2d 
9h5d4c3h2c Kd9h8h7s2c Ts7s7c6h2d AcQd8h4h3h 
Qd8d6c4s3d QhTh9h3h2d 9d8s5s3s3h Td8h4c3d2c 
Qc9s7h4d3c 9s6s4c3c2d Ts6s5h2h2c KhQh4s4h3h 
Ks9c8c6h3c Ts6h5h4d4c 7s7d4c3s2c 8c7s7c6c2d 
8d8c7c6c2h KhTc5s3d3c Qs9s9h8s4s 9s9c8h4d2s 
8s7d5s5c2h KhJs8c6s3s KdJs8s6s2c QhJc7h3d2d 
Qh6c5c3s2s 9c8h8c6c2c Ts6h6c3h2s QsJh8c7d3c 
KcTs7s6d2s Tc8d6h6c2c Kh7c6s4d2h Js8s5h3s2h 
Td6h5d4d4c Jd9d8c7d3d Jd7s5d5c3d Td9c8c2h2c 
6c5d4s3h2s 9d5c4s3d2s Td9h4s4h3c Th8h7h7d2c 
Qc6h5d4h3h Qs6s5s4s3d Th8h7s7h2c 8h8d7h4s3h 
Qc9d9c5s2c Kd7h5c4h3h Ac8c5c4h3c 6d4s4d3s2h 
8c7h7d3h2c QcTh5c4c2c KdJh8c5s2s Jc7d5h4s3d 
8d8c7c3d2c AcQd6c2h2c Jd8s5s3h2h KsQs8s6s3d 
Tc8h7s6h2h Js9s9d6c2s Kd9h7s7c2d 9h8d5c4c3s 
Kh8s7d6s3c AcKs7s4s2s AhTd6c5c2s 9d6s4s3c2d 
QdTs7s4s3s 6s5h4d3c2d Ks8s8h5s2d KsTh6c3h3d 
AcJh6s6c2c KdQs8c6h3c Kd8s7c6s3h Jh5h4s3c2c 
Js5s4h3c2c Jh5s4d2h2d Th9c6s5s2s Jd7c5d2s2c 
Qs9c6d4h3h 8h6h5h5c2d KhTh8h8d3h Jh7c5d5c3s 
QcJc6d6c3c Ks7c5h4d4c QhJs7c3s2c QhTc5h3h2s 
Kh7s7h3d3c AdTc4s3c2s KdTd8d8c3d 8h7s7c4d3h 
TsTh6d6c2c Ts7h6h3c2s Qh7d6h4c3h 8s8c7d4s2h 
Td9s8h4c2s JcTs5h2h2d Js9s6s5c2d 9c8h7s7d2s 
Kh6d6c5s3s Th8d5h4h3c Ah9h4h4c3s Td8d5h4s3d 
Kh8d7c5s3d 6h3s3d2s2h 8c7d6h2s2d Ts9c4d4c3h 
7s7d6s2s2h Jd8h5s5d3c Qc9h4d3c2d As9s7d4s3s 
Jd5d4h3h3d Qh9h8c5h3h KsJs8h4c2s Qd9h8c7d3d 
KcJh8s8c3c QdTd8h4d2d 8s7d6c4h2s Kd8c6c5s2h 
6s5d4h3d2c As9s4s4d3h KsTh7d5h2c KcJh8d7s3d 
KdTs7s4h2c Ts7h5s3c2h Td6c5c3c2d Qc8s8h3c2s 
Ks7s7c3h3d Qc9d8h5h2h KcJs7h4h3h As7s6d5s2s 
QcTc5s3c2d KdJd6h4s2d KdJh9c7c2c 8s8h7s4c2d 
KcJc9d2s2c AdJh3d3c2d Kh5h4h4d3c Kd8c6d3s3h 
Kc9h9d8s4d 6d5h4d3s3d Jh8h4h4c3c Jd8d8c6d3h 
Jh8s7h6d3h AhKhTsTdTc Ts9h4s3s3c Th7h5d3d2c 
Td7s5h3s2d KcJh8s6h3h Tc7s5h3h2c Th8d6c4s2s 
Kh8s5d4h3h JdTs7s4s2h AdTh8h4h2h Ad9s8c6c3c 
Th8c5d4c3s QhJs6d6c2h Td7h6c3s3d 7h6h6d4s2c 
JsTh4d3d2c AsQs4s4c2s QcJs8d7h3h 8d6c5c2h2c 
Qs9c8h8d2h Qd9c7s3d2s Kd9s8h7h2c Jc8d6s4s4h 
8s8d3d2s2d Tc9h4h4d3s Th8c5c3h2c KsJd4d3d3c 
KdJc8s6h3s AcTh7h6d2h Kd9h7d4s4d KsTh7h4h3h 
As9s7c4s2d 9d8c5h4h3s Ah9s8s5c2s 9s8s6s4s4c 
9h8s6h3d3c 6s5h4s4c3d Ks7c4s2h2c KsTd8h4d3d 
KsJs6h3s3d Kd5s5d3c2h Tc8s8d5h2d Jc7s5s5d3h 
Jh7h6s6h2s Kh9c6s6d2h Tc8d8c5c3c Js7d6d4s2s 
Kd5c4c3s2s AsJs9s7s2s KcTd7c3h2s Jc8s7d6c3c 
KdTh7h5h2c Ks8c7h6d3c Js8c7h7d3s TsTd6s2h2c 
