KdQsJs8s3s 
Ac9d6s5d3h Tc6h4h4c3h 9h7c4d3d3c Kd9h7s7h2s 
Kh8d6h4c2s KcQd9s4h4c Kh6d5s5d4c AdTh8c4h2h 
Kd6s6h4d2c Ks9c8d7s3s QhTc8d4s3s Qs9c5c4d2d 
ThTc4c3h2h Jh9s7c3h2s Tc8h6d5d2s Ks9d8c6d4d 
Jd9d6c4s3h Ts9s9c8s2s Ts9s3d2h2d Qh7s7d5d2s 
AdQd9s3d2c KsTd8c6d2d KcTh6d3h2d Jc9s5h3d3c 
7c6d4h2h2d Ks7c6s3c2c Qd7s5d5c4d Jh9d7h4d2d 
KsKhKc6h3s Kh9h9c4d3s AdTh7h4h3h Tc9d5c3d2c 
QhJc8h7h2s Qc9h7h5s3h Ks8c7d4h3s Td8s8h6h3h 
JdJc5s4d2d Kd7s7c3s3c Tc8c5h4d4c Qd9h9c7s3c 
KcTs8s6s2d Tc5h4s4c3h Jd9h8s6d3d TsTh6s5d2c 
TsTh6h3c2c Ts9h8h5d2h Th8h8c5s2d KcTh6s5d2h 
QhJh9h7s2c KsQd8s8c4s Ah5h4s4h2d AcJc8s3c2d 
Th5c4h4d3d Tc8s8d7d3h JsTs9s6h2s Qc9c8s3s2s 
Td8s6h4d3d Qh9d8h5h2s Kc6h6c3d3c JdTh8c3d2s 
Qh8c5h3c2d Th8s5c2s2c Qc9d7d5d3s Ks9c6s6d3s 
KcTc7c4s4c Kh9h9c4s3d TsTc6h6d2s 9d8s8c3h3c 
9c5c4s4d3s Kh8d7c6h2h Ah9h8c4d2h 5h5d3h3d2h 
Td7c6c4c3h AhTsTc3d2c Ts9d5h4c3h KhQh8s4d3c 
8d7h6h4c3h QcJh8h6s2h 9d8d7d6d3h TdTc6c3s2s 
AhJh8h3d2s KcJc9c5c2s Ts9h7s3s3d 9d8d7h4h2d 
Ks7c6c3c2s Qc9h7h5d3h 8h6s6d5c3c Kd8c6d5d2s 
AhQh9s3c2h Tc9s6s4d3s Jh7h7d4d2c Jc9d5s3h3c 
Kh8s8c5d4s 7d6c5s4d2h Kh8c6h4d2s KcTd6h3s2c 
Th9s9h3d2c Qs9h5h4c2c QcJh9s6h2h Jc6s5d5c4h 
KdQdJd5d2d 9h7s6s4s4c 9s8s7h5s3s QcJs9h6s2s 
KhJc7c4s4d Qs9s5s4h3d Jd7h6s6c4s 7h7d4h3s3c 
Qs9d8c2d2c Jd8c7c5h5c Qd9h9d4s3c Qc8d7c4d2d 
Tc9d8d5d2h Kh6s6h5h2c KdJd8c7d2s Qc9d5c2d2c 
QcTc6d3s3c Jd6s5h5d4c 9d8c6s3s2c Kc9d9c8c3s 
KsKdKc6s3c 8d6s5s4c2s QhJc8c6d2c Tc7h5h4c2h 
Tc8s8c4h3d Jh9s6h4s2h 9h6c5d4s4h Ah9d8d5d2s 
Tc8h5c4s4c 7d5s5c2s2h 9h6d5d5c4d AcTd9s6h2s 
AsKs7d2s2c Th8s6d5c3d 9d7s7d5d3d Ad9c8s5h2s 
AcQd6c3c2s Th9d8c3s3h QcJs9s4s4d 9c8h8c6s2c 
KhQc9h7h3h Qh9h8c3c2h 7d6h4s2h2d Qh7c6c5d3c 
QsQd8c7h2h AcJd9h5s2s 7h6c5d5c3c Qs9h7h6h4h 
AdKd4d3s2d AcTd8d4s2d Qs9s8d7s3c 9d7c6h4h3h 
Ah7s7c4s2c Js7c4d4c3s Ad7d6h6d3d Qd8c4s4d3c 
JsTh5d3c2s Ts9h3c2s2c Tc8s7s3h2c Tc7d5h4h2d 
9s7h5s5c3s AsQc5d3h3d Ks6c5s3s3d Ks9d7d7c2c 
Jc9d5h5d3s 9c8h8d6s2h QhQc8s7d2d Kh9s7h7c3h 
Tc6d6c4c2d JsJd8c7c3c Js8s5d3h2h Js8h4s3h3c 
QdTs6c5h2c Kc8h8d5c2s Kh8d6h5h2c Ks7s6c3h2c 
9d8h7d5d2c Kd6s6d4h2c Ac7s6d4c2c 8c7d5h4c2s 
QsJd4h4c3d Qc9s6s6h4d Js9c7c4s2s 9s6h5d4d3d 
Ts9s7s6s4s Kh6h5h4d4c Th9h5c4d3h Js9d8h8c3s 
Jh8s7c6d3h AdJd5d3c2h Ad9c6h4d3d Th6d6c2h2c 
Qh5h5d4h2d Th8c7h4d3s Js7s6d6c4s Js9s8h6c2s 
9d8s8c3s3h Jh8c4d4c3h 9s9d8c6c3c Qd8s5h3h2d 
Qs8d6s6c3h Kh9h8c7d2h Qs8s8c6h3s Ac5h5c4s2c 
Qh9c8s6c2d KcTh9d4h2s Ks8h8c5h4d Jh6c5s5c2s 
9s9d7s5s2h AdTc6s6d2d 9h9c8d5h2h Kc9c8d5c3h 
8d7d6d5d2c Jd9s6d3c2s Jh9d4d4c2h AdTc8h4h3h 
Qd5d5c4d2c Th9c6c4s3c 8d7s7d5c2h AhTc5s4c3d 
9h8s7d4h4c KhQs9c8d2d KcTd5c3h2s KhJs5c3s3d 
Tc8c7d5s3c KsQh9d8c4c Qh9d9c5d3d Jd9d6s2s2h 
Kc8h4c3s3h Jh9s4s4d2h QsQc8d7h2h AhJd7d5d2c 
Jd9s7d3c2c KhQc4h2s2d QdTd7h3h2h 9c7s6h6d3s 
Qd9d8d8c4s JhJc4c2s2c As8h7d5h3h 9c6c5h5c3s 
9h9d5s4c3c KdTd8c4s2d Ts9d5c4h3c Ts9c5d5c4c 
Qd5d4c2h2c QdJd4d4c3h AhQs6h3h2d QcJs7d4s4h 
9s9h7s5s2d Js8d6s3s3d 8h7s7h5d2c Kh6c5s3d2h 
Tc8h8c7d3c AcJd8s3h3d 9c7s5h4d3d AhTh5d5c2h 
KsJc6c5h2c QcJh8c7c2s Jc9c8c7d4c Jh9h7c2d2c 
Qh9h8s3s2s AcJd8s8h2s Qh6h5c4s4h Jd9d8c6h3d 
AdQh5c3s3c KdJc8c7h2s 9h7h6h6d4h Jc9d5h4s4d 
JsTh6d5d2c AcJd5h4s2d Qs9c8s5s2h Jd9s5c4c3h 
Td8c6c4s3h Tc8h8c5d2s Qh9c8s6c3d Ah6d5s5c4d 
Ah5c4h3d2h 7d6s5h4c2c Ac5s5c4d2c QcTh7s4h3h 
9h9c7d6h2s Qd8c5s3s2d 9h8c7d6c2c AhQh9s3h2d 
QcTd4h4d3s Ks9h9c6d4d 7c5d4d3s2c QsJh4s3s3c 
Kc6d6c4h2s Jh6d6c5s4h 7h7d4s4d3d Tc7d5c4c3h 
Qh9c7h6h4h As9s8s5c2s KhJh7s4d2c KhJd9d4s3d 
Kc8h8d7s4d AdJs8h6h3c Qc8s7s2d2c Qs8h4s4c3h 
QsJc4h4d3c KhQs9s8c3s Kc6s5h3d2c QcTs5s5d3s 
KhJd7s5h2h 8h7h6h5h2c Jd8d6h6c4d KcJc8c5d5c 
AcTs7h4h3h JhJc6c3h2h QhTc6s4s2d Tc7d5h5c4c 
QhTh9h7s2h Kd8d7d6d4d 9d7d6s4c3d Td7h5s5h4c 
Js9h5d5c3c Ac9c8c6c3s KhTh8h6d2h Qh9c4h4d2c 
AcKc7h2s2c 9h7c5c4s3c 9c8s8c6h2c Qh9s9c6d2h 
Ts9d6h5c2s Qc7h7d5h2d QhTd4h4c3h 9c8d7c6c2h 
Ks8s7d4h4c JdTd6h3s3d AcTh8d3s3h JhJd9s6c2s 
JhTh6c5s2h 8s4s4d2h2d As7s6h3d2c QhJs9d3c2s 
QhTs9d4d2d Kd9h7s3d3c AhJs8s8d2s 7h5d5c2s2d 
KdTd5c4d2s Ad8d8c7d2d Qc9h7h5d4h Tc7h5s4s2h 
Ah5s5c4h2h JsJc9d4c2c KsTs8c6s2s Kh9c6h6d3h 
AhQs8s7s3s 7h6c5d4h2s KsKhKcJs9d Qs9h8c6h3d 
AhJc8h3s2h QcJd5s5d2h Tc9h7s6d2h Th7h4s3s3h 
AsJh9s9h9c 7s6h5h5c3h KcQd8c4h3s Kc8s8d6d4d 
Tc7s6s5d3s Qd5h4d3h2d KhQs4s3s3d AdJh5c4s3s 
AsJd4d3h2h QsTd6s3s3c Ah8s7d5s3s Kh7s7d6d4d 
Kd9s8d5h5d KsJc8c5d5c 8h8c7s6d2h Kh6h6d4c2s 
Jd7h5h4s3c AdKh9d4d3d Tc9s9c5c2d As7s4s3d3c 
AdTs6d4d3d Th7s5h4h4d JsTc8s3s3d Ac9d8h5h3s 
Qd8h5d3h2c Kd7s5s5h4c Js7s7h6s5s 9d8d7h6s2d 
9s8h7h5h2d JsJh7c3c2s AcJh9s4d3d Qc9c8s8c4h 
QsJc8d7c3c Kd6h6d3d3c QsJs7c3c2h Qd8c4d3h3c 
Ts7s6h4s4d QcTc5h3s2d Th7s5h5c4h AhJs5d4c3c 
Th9d7c4c3c Js7h7c6s2h Jh8h5s4c2d Qd8c5d3c2h 
Kc9s9h5c3c Tc8s8h7s3d QsJd6c5h2h Ks8h8d5d5c 
As5c4s3d2s 9h7h5d3s3c AhKc9h6h2h Tc9h7h6h2s 
AcJd8h6s3h ThTd7c6h2s 8d7c6d4s3d Qh7s7d5s2d 
AhTc7d4d3d KdJc8h5c2s Td7h6c4s4c Js9h8d8c3d 
9h8h8d6s2h Tc8s6s4d3h Td9s7c4c3c Ah9d6s4h3h 
JhJc5c4c2s Th8c6s4h2d AsQh8d6c3c 7h6d5s5d3d 
Jh8c6c3h3c QdJc5h3s3h 9c6d5h3s3h Td7d6h6c3s 
Qh6h5c4h4d KdTd8c4h2d Ac8d6h6d4d QhTs9c3d2c 
AdQsJs6s2s Ts9s5d4c3s Jd9d5s3d2s 9s6s6c4c2s 
JdTd7s7d3d Ks8h7s4h2s Qh9d6h6c2s Td9d7h3s3c 
QsJh8c7h3h AsKs8s4h2s KdQd7d6c2s KdQd8h5d2s 
As6h6c4c2h Tc8s8c7d3c 9c7s5h5c3c 8d7h7d5c2s 
9h9c8h7s3h Td8d6s5d3d 9d8s8d4d4c KsTc8d5c3c 
Js7d4h4d3s 9d7s5s5h3s AsTd9c6h2c JsJh6d6c2s 
Tc9s7d6h2s JsJhJcTh8s Jc8s4d2s2c KsJd7d4h4c 
KdJs5s4s2h Td8h8c5s3h 8c5c4d4c3d AsTdTc6h2c 
JcTc6d5c2h Kh7s5s4c3d Qc9h8d5h3s Jd9c7s4s2c 
8h6h5h4s3h 9s8d7s5s2c Qd5h4h4c3c Td8d5c4h4d 
KsJs8c6d2s AhQh9h4s3h Qh8c7h4c3h Kd8h6c4c2h 
QhTd7h3h2d 8c7h4c2s2h Qh9d8h6s2h AdJs8s6c3s 
As9d6d6c2c Qh7s5h5c2s JdTc9c3c2c Jh9h5d4h4c 
Ts5d4s4c3c AhKc5c3c2c 9h5s4s4h3d Js9d8c6h3c 
8h8d7s6s3s 7d6s4d4c2c QsJd6c4h2d KhTc5h4h3h 
AsTd6s4s3s AcJd5s4h2d KhQh7h7c4h Qs5h4h2s2d 
Ts9h6d3d3c Tc9s7c6c2h As9c8d4d2c AsTd9h5c2c 
Jc9c8c7h4c QcJsJdJc9s AhQd9d4s3d KdQs6h4s2s 
KcJs9d8d3d 7c6s6d4h3h Ks6s6d4h2c Qd9h9d8d2c 
9c6d5s4s3s Ah7h7d4h2c QcTc9c7s2c As7s6s5s4s 
Ac7c6h4c2s Td9d5h4s4d QhTh5d3s2c Qs9s9h8s2d 
KhTc9d4c2s QcJhJdJc9d Qs8d5h3h2s 7s7d4s3s3c 
Tc6s5c4h4d QdJd8d5d2c Js9h4s4c2h 9c8d4s4c3d 
Jc9c5s5d4c Ah9c6s4h3h Qs7c6d5h3h Ts8d8c7d3h 
JsTs7s7d3s 9h6s5s5c4s KcQc9c7s4c Ks7s6d3h2d 
Ts8d7d3c2s KsQh9d4c2s Kh8h7h4d2d QhJc6d5s2s 
9d8s7d3h2s 9d8d7c6h2d Jd8c6h5c3s AdJc3h3c2h 
Qc9h9d7s3h 9d9c5s4h3h ThTd9s3h2h Qd5h4h2s2d 
Tc9c7s7h3c Ac9h8d6s3s AdJd8d5d3d AhJd7c4s3s 
Kh6s6h4d2c Ts7d5s5c4s Ac9d8h5s2h AdJc5h4s2c 
As6d5s2s2c QsTh7c4h3h 9h8s6c3c2s Qd9h8d6c2d 
Kd6h4d4c3s AsTh8d4h2h Kh9s9d7d3c Ac9h6s6h2s 
Ks8s6s5s5d Jh8s6d6c4s JhTh6d3h3c 9c8s4s3d3c 
9d7c6c5h2s Ac7h6d4c2c Qd8h8d4s4c Jc7d7c4h4c 
QhTc7s4d3d AhKh8h4d2h Qd8d6c3h2h QdJc5h3s2d 
Th9s5d4c3d JsJh4s2s2d Jd9d6h2s2h Js9h8h5c2h 
KcTd5c4c3c Qs9c8h2h2c KcTc8c6s2c Qc9s9h5h3h 
Kh8s8d5c4s JdJc8s6h2s QcTd6d4d3d Ts8h8d5c3h 
AsTh6s4s3s AcQs9d5h2h Tc7c6c5c3s Ac9d6s3c2h 
Jc8h5d4c2s AdTs8h4c2s 8d8c6s4h2c Ad8s7c5s3s 
Kc8s8h6h4h AcQd8h4s2d Kc8h4h2d2c 8h7d4h2s2d 
9c8s8h3h3d Ah6s6c4s2c Jh9h8h6c2d 9c8h7d6h2h 
AhTh6h4h3c 9c7h5d5c3c KhQh8h5c2s AdKs9d4d3d 
TsTh8d5d2c Kc6s6d4c2h KdKc7s3h2h Jc9c7h2s2h 
9s8d5c4h4d Jc9s8d6h3d QsJc9h7d2c Th8d7d3s2h 
Qd7c6s5h3h KhTc6s5c2d 9c5h5c4c3h Th9d5c4c3s 
Jd4h4c2d2c Jc6s6c4s2d KsTc7s4s3s Js8h6s3h3c 
TsTc8s6s3s JhTc7s6h2d AcTd8s5s2s AdQs6s4h2c 
JcTd6c5c2h QhJc6d4h2h KdJd7s4h2c QcJd9h4s2d 
9s9c7h5d2c 9s7h4c3h3c Kd6h4s4d3c Td9h5h4s3c 
KsTs8s7d3s Qh9d8s6d3c AsTc6c4h3d TsTd8h5s2s 
ThTd9s5s2s QsJs8d7h3s 9h6d5d4d3c KhJd8s5d2c 
9d8h7s6c2c 9h8h7s5h3h Kc9h9d7h3s AdJh9c5c2c 
Td8s6s4c3h Ac9s6s5d4s QhTd6c4c2s JhTh6c5h2d 
9s7h5s3d3c KdTc8d4d2h Kc6h5s5h4d Jd9d8d3h2h 
Ad9h8s5s3c Qd9c8d6s2d QhJd4h3c2s ThTc9d3h2h 
9h6d5c4s4h 9s8d6h3h2d Kc8s8h5s4d Js7s5d4d2d 
Jc8d4s4d3c Qh7d6s6d4c Ks7s6s5s5c Jd9c7s3d2c 
AcKd9d3s2h KhJs7h6h3h AdKh3h3c2h AsKh3h3d2h 
Qh8h5d3s2d 7h7c5d4c2s 8d7s7h6s3s QsTd6s3s3h 
Qd9s9h7c3h Kd9d8s7c2d Kc6c5d3s2h QsJs9c6h2s 
AdQd9h3s2d QsTc6c4h2d 8d7s7h4c3h Ts9c7d4c3c 
Td9s3h2s2d Jd7d7c6c2c KhQc8s4d3h KcQs8d4h3c 
Kc9s9d7d3h Th9d8h7h2h 9c8h8d3s3d KhKc7s3d2s 
JsTd7s3s3c Qd8h8d4h2d Th7h6s4c3h Td9d5c4h4d 
Qd8c7c2h2d Ks7c6s3h2c KdJd7h5d2s Qc7s6s6d4h 
Td8c6h5d2s 7d6s5h4h2c Jc9c5h2h2c KcJh9d4h3h 
6s5s5h4c3d 9s7h6h5h2d Qd9s9h4h2s AdQd7d7c3d 
AsTd9h5h2c Kc9d7d5d3s KhQs9s7c3s Jd9s7s7c4s 
Td9c7s6s2h QcJc9d7c2h Jd9s5d5c3d KsQs8d2h2d 
Th9s7c4c3d Kc8d7s5s5h Tc7s6h4h4d Qh8s7h5h5d 
Qc9s9h4h2s QdTs6d4d2c Jc7d4d3s3c Qc8d4c3s3d 
9h7h5h4d3s Tc7h5c4c2h Td7h7c6h3h Kh7h6c3s2c 
Tc6h6d2h2c Kc6s6c4h2d Tc9d5s4h3s Ks8h8d7c4h 
KsTs5h5c2d 9s7h5h4h3c AcQc9c4h3c Ts9c8h8d2c 
Tc6s6d5h4c Qd8s8d5h3c KhQc8s7d3c 9c8s4d3s3c 
KcQdJs8s3s Qh9c8s5d3c KhQh8h5s2d AcJd4d3h2h 
Ts8h6c4s3d Ad5s5h4d2d 9s5s5c3h3d 8s7s6h6c3d 
KhJh8s6d2h KdQd8d5s2c Kd9d8s2s2d KdJd7c2h2c 
QcTh6h5s2h Ts8h6c5s2d Qs9s8s8d4c Jd8d5h3c2c 
Jd7h4h4c3d QcTd8h4s3h KdJc5s3h3c 7h6h6d5s2c 
KhTd5h3c2s Ks9d6s6c3s KhQd9d7c3d Kd9s7c6c3c 
AsTs6s4s3d Jc7d7c6c5c Kh8s8c5c4d 9c8s8h6d2h 
JcTh7s7c2d 9h6c5d4h3h Th9h6h4h3s Js9s8d7c2s 
ThTc9h3d2h Ah7c6h3s2d 9s9h8h7h2d Qc9s9d8s3h 
Td9c3d2h2c KhQh9h8d4h Ah9s8c6c3d JdTd8d7d3d 
7h6c5d4s2h KcTc9s5c2c Kc9s6c3s2c Ks9s8c6d3s 
Kc8h7s4h3s AcQh9d7d2s Kd8h8c7s4h AhTd8s4s3s 
KhQh6s3d2c Td7c6h4s4h JsJh7d3d2s Qs7h6h5c3h 
QsTh5h5d3h Kd6c5h5c4s QdJs8s7h2c 6d6c4d3c2c 
Qc8s5s5d2d Tc7d6d4s4h KdTd5h3s3d Tc9d7s6s2s 
9s9d7h6s2c 9d6h6d4h2d Tc6c5s4h3d KsTc9d3h3d 
Td9s5s4h3c JhTc8h2s2h Tc9c7c6s2h KsTh9d5h2h 
Ts8h8c7c3d QdJs8c7s3s Js7s7h4h2c 9c7d6d5s2h 
AsJd4h4d3c Ac6s6d4s2d AsJs5s3c2d Kd9d9c8d2h 
9s9h6d5c2d ThTc9s5d2d AhKd3s3h3d Jh8c7s6d3h 
9h8c5h4h4d 7s6h5c4s2d AcJc8c3h2s Jd8c4d3h3c 
Qh9h9d8c2h Ts9s7c3h3d Js9s8c7s4s KcQh8s5h3h 
Kh8c4h4d2d AdJc8h6s3h Ah7s7d6c3d Qc7s7c4h4d 
Jh8d7c6s3h Qd6d5c3d2c 9d7s6s3c2d Ks7h6s3h2h 
Kd7s5s3d2d Qh8h5h5c4d 9c8s4h3s3c Jh9d8s8c3c 
AcTs7s4s3s 9s7h6h5c2d KdTd8s4c2d Kh8s7d6h2h 
8s8d6c4h2d QdQc8h4s3h 7h6s4d2s2h Qh7c5s5h2c 
Kd9c8h7d3d AcQc9c3h2s QdJc7c5c3c 9d8s8c6h2c 
Ks7d6s6h3s Qs8h4c3s3c Ts9c5c4h3d Ac9h6h5d4h 
Th8d7h5s3h Qd9h8c2h2c KcTs6s5h2d QcTh6h5d2h 
KhQc9c7s2d Ac6s6d5h4h 9c7h6s6d3h 8s6s5s4s2h 
9s6h5d4s3s Jh9c7s4s2c KdJh5h3s3c AdTs9c6h2c 
Ks8d6s4c2h Kc7c6c5s5c Qc9s8d5s3h Td7h5d4s4d 
6c5s5d2h2d QsTs9s5s2d 9h7c4s3s3c QdJs8s4c3s 
Ac8s6s6h4s Qh8h7s7h4c QhJh9h9d4h QhQc9s4d2s 
AsKh7d6d2c Td6d4s4d3s Ks8c6s4d2h Jh9c5d3s3h 
Js9s8d6c2s Jc7s6d4h4c 9c7c6s4d3c KhQh8h5c2d 
KcQs7c4d2h 9s6d5h4s3s KhTs5h3c2d Kc4h3h3c2d 
KhQc8h8d4h KsQh9c3d2s Qs8c5h3h3c QcTd5s4s2h 
KdQs5c3h2s AhQd7d6s2c QsTh8d3s3c Qd7c6c5h3c 
AhTc7c4c3c Jh7s7h4h4c Ah7c5s5c3d QsTd6s4h2s 
Ad8h4d3h2d AsTc8c4d2c Jh9d9c6s2h Qd6d4s4h2s 
Qd9s9c6h3h Ts9s7h3s2h Js8h4d3s3d Jd8s8c4s4h 
9s8c7s6s2h 7s7h5c2h2d KsKdKcTd9d Th6h5d4s3c 
Ac6h6c2d2c 9h7c6c4c3s 6d4h4c3s3h KcQd5s3h2d 
9s7d4h3h3d AsTh8h3d3c AhKh7d2s2h QsTs5c3d2h 
Qh9s8d6s3c 9d7h6s3d3c 9s7s6s5c2d Qh8d6h6c3s 
AcTh7d3d2h KhTs6d6c3d KcJh7h4s4d QhTd8c4s3c 
9s9c8c7h3c Ts8c6s4h3d Qd8c7d4s2s Td8h7h3s2d 
KcJh8h5d3h QcJc4s4c3d Kc7h6c3h2h Kc6s6c5c2h 
KhTs8s6s2c Qc8h8c4s4d 9d8h7s6h2h QcTd5h4s2d 
Jh7h7d6d2d AcQdJd6d2d QdJh7h5h3h AsKs4s3d2s 
AsJc9d4h3h KhQc8d5c3c Jd7c6s5h3c AhKh7c3h2d 
Ad7d7c4d2s Jh7s6d6c4d TdTc9s4d2d KhTs6s5s2c 
9h7s5s4s4d 8d7h7c4s3h 8d7s7h5d3d QhTh5h3d3c 
QsJd9h4h3h 9h9c8s7d2h QdJs5h3c2d Tc9s6d5s2h 
Js7d4c3s3c Tc6s5d4c3h KhTs5h4h3h KhTh5c3s3h 
Th8s6d5h2c QdJs6d4c2d 9s8c7d6h2h Ad7d6d6c2h 
Qs7c6c5d3h 7c6h5s4s2d Qd8c4h3h3d KdTs8c5s3s 
Tc7s7h2h2c TdTc8s5s2s Kh7c6c3c2h KsQh9c8d2d 
Ks8h6d4d2h Ad6h6d2s2d KsTh5s3c2d Kc8s8d5h5d 
KhQd8c5d3d KhQdJd8d3d Ah9s9c5s4s 9s5s4d4c3d 
9h7h5d4h3s 9s8s7s4d2d KdQc8d4h3s Ad9h8c6s3s 
KsQh8d7c3h Ah6s6c5c3d KhJh7c2s2c KsTs8s6c2s 
KhJh7c5d2h Qh9c5d5c4s Qh5h5d3s3h KsTh6d6c3d 
9d5h5d3s3c Td7h5h4c2c 9d6d5d5c3s AsJd8c6h3c 
Qh9h7h5s5c 9s6c5c4c3d Js9h8s3h2s 9s7h5h4h2s 
8c6h5h3h2c Qd4s4d2s2d Jd7c6s6c2d Qd9h8d6s2d 
Qh9s8d6s2c Kd7h5c4h3s KsQhQc7d2d Kd9c6s6d3d 
KcQc9c7d4c Jh6d5c4h3s Qc8d4s3s3c Td7h7d6s3d 
JsTs6c5s2d 9c6c4d4c3d Jc9c6h2s2h Qs9c7c5d3c 
Qh9s8d5s3c Kh6d5c3h2s Ah7s7d3c2h Js7c6h5d3c 
Td8d6h3c2h 9h8c7s6c2c AcKd7h6h2s Jc7h4h3s3c 
TsTc8c6c3c Tc8s7s5s3d Ac5h4s4c2c KcQc7d7c4c 
Jd7d7c4c2s Kd4h3s2h2d QhJh9d3s3h Kc7d5d4s3h 
Js6s6d4d2d KhJc5d3s3c Ts9c7d6h2c 9h8h6c4s4d 
AcQh7h6d2s Qd9d7s5d4d Ac7c6h4c2d Tc7c6s4h3c 
KhTh7h4h4d 9s5s5d3h3c Kd7d6d5s5d QsJh8h7c2d 
Qc6s6d4s4h As7c5h4c3d Th9s7c6c2d AcJh8d4d3s 
8h8d7c6c3c 9d7d6c4s3d KcJc4h4d2s AcQc9d3s2c 
Jh9h6d3c2c JsTd4d4c2h As8h7s4s2d QhTc9d3d2s 
9h7c6s4s3s AdKd8d4h3d 9s7h6h4d4c JdTc6d5d2h 
QdTh6d4s2d Td7d4s3s3d QdJs5h2d2c QdTd8c7d3d 
9h8c5s5d4h QdJd9c3s3d KdJd4s4h2c 9c7d5s4h3s 
6d5s3s3d2h 6h5h5c4s3d Td6h6d5c4d Kd8h7c4h3c 
Qs9s8d5s2h QcTs8s7d2s Jc6h6d5s4c KcJs9h4s3s 
Qs8s7s7d4c KdTs6h6c3h Js8h4h4c3s Ts8s6h5c3s 
Jd6h6c5s4d JsTs6h3s3d KcJd8d5s5d Js5d4d3s3c 
JhJdJcTd8h AsQc8h4c3c AsQc9s4s3s KhTd5c2s2h 
KsTd7s4s3s Kc9c8d7h2c AcQh8s6d3d 7c6d4s2s2d 
AcJd7s4h3h Kc9h6h3c2c Qc9s8h8d2c 9d7d5d4s3h 
QhJs8s7c2d 9s7h6s4s4d Kh7s5s4d3c As9s8h4c2s 
9s9c7d5h2c Ah9s9d6h2h 6d5h5d4s3c JhTs7s5s2c 
Td7h6h5s3h Kh9c8s6c4c 9d7c5h4s3h Th9c7s6s2s 
Kh8c7h4d3s QsJd8s7h3s KsQc9d8h4h 7d7c4c3s3h 
Ts8s5h5c4s Ts8s8c7d3s Jc9s7c3h2h Tc7h6h4d3h 
9h6h5s5h4c KhJh8h4c3s JhTh8d3s3h Qh7d5s5h4h 
9d8s4c3d3c Js7c4c3s3d KdTc5d4d3d Qc9d7d5s3d 
KsQc9h4s4d Jh7d6s6c4s Qd9s8h5c3s Kd7d5s4c2h 
8s8c6h4h2d Kc8c7c4s2s Ac8s7h5h3h QcTh4s4h3d 
QdTh7s4c3c JcTh7h5h2d Jh8h5d3c2c 9s8d8c6h2d 
AcTd9h5h2h KsQs8c2h2c Ad9s8s3c2c 9c8s7h4d4c 
KhKdKcJd9s AsTd7c3c2d Kd8s4s2h2d 9s7s4s4d3d 
Qd5d4h2h2c Kc8h6c5s2c 6h6c5s4d2c JcTd4h4d2s 
9d7s5s4s2d Tc9h8c7c3c KcQh3s3c2d AcKh7d3c2c 
KcQc8c6c4c Td5h4c3d3c Th9h8c7h2h KsTd9c5d2d 
QsTd8c3s3h KdQc7d4h4d AhQs6h3h2c AsKd7h6h2c 
Qd9c7c6c4c AhJh5h3s2d Js9s8s5s3h AsJc7c5c2d 
KhJc6c4d4c 9c7d5h4c3c Tc8d4d4c2d AcKd3h3d3c 
9s9c6h5d2h 9s8h7s6s2c Jd9c8s5s2s Tc9d5s5d4d 
Td9s9c4h2d Kh9c7h7d3h 7s6d5h5d3d KsKd7c3h2c 
Qd9h8s6c3s Ts8s7c5h3s QsQh9s3s2d 7s6d4s4h2h 
Js9s9d6s3s Js8h5c3s2c KdJs8s5s5h Th8h7h6d3h 
Jc8h4d3d3c KdJs8s7h2c Jh9s9d2s2c Qh8c6c5s3d 
AhTd9s5s2s Kh7d6d3d2h Th7c6c4c3d QcTh7s4d3s 
8d8c7h6d2s KsQs8s5c2h Jd9d5h3d2h 8s6d5d4h2d 
Kd8h6c5d2d 9h9d8s7c2d Kh8c7s6h2h JsJc5s4s2h 
KsJh9d8d3d AdTh8c6c2c 9h7c5s3s2c KcTd8s5d3d 
Kc9d7d3c2c Th9s7d6d2c AsJs8s3d2c 9c8s8c2h2c 
Tc7c6d6c3s Jd9d8d7s4d Jc5h4h3s3c 9d9c8s2s2h 
QdTh8h7c2h 8s6h5h4c2h KsQs8c5d2s Ks9s9c8s2h 
Qc8s8d4h4c Kc8s6d4d2s Jc9h9d6s2c QhTs6h4h2c 
Kc6s6c4d2h QdJs8s4h3s 6h6c5s4d2h KhQd8d6d3s 
KcTh8c4c2d Qd9d8c6h2d Ts9h5c4c3d Qh9c5s5c4d 
As7s6c3h2d Ad6c5s5h4c JhJc6h3c2c 9s8c5s4s4h 
KhTh8h4d4c KcQd8h5d3d AsKc9s4s3s Qc9h6s6h4d 
KcTh5c3d2s 9d8d7c4c2d QsJsTs3s2s 9s6h5s4d4c 
9s7d6d4d4c Ks9d6c5c3c 9h8s4s3h3d KdQc6s4c2c 
Ks8h6d5s2s AdKc7s3d2d KsTc7h6c2d Qc9h5h4d2d 
Ks5h5c4h2c As7c6s3h2d QdJc4d3s3d Qs9d7d5h3d 
7c5d5c4d2d 9c7c4s4c3s Th7c6h4s3h Ts8d7d5h3d 
KdQh9s3c2d QdTh7d5s2c AcQs6d3s3h Td8s8h6s3s 
QcTs9c5c2c KhTd5s2h2c 6s5c3s3c2h KdJs9c8c3c 
